und	और	und	और	CONJ	
denkmäler	स्मारक	denkmäl	स्मारक	ADJ	N;NOM;MASC;SG;3
maine	मेन	mainen	मेन	PROPN;NOM;SG	
maine	maine	mainen	maine	PROPN;NOM;SG	
rief	रोई	rufen	रोई	V;IND;SG;3;PST;FIN	
kongo	कांगो	kongo	कांगो	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
stämme	जनजातियों	stammen	जनजाति		N;ACC;FEM;PL;3
musikern	संगीतकार	musikern	संगीतकार	V;NFIN	N;NOM;MASC;SG;3
musikern	संगीतकारों	musikern	संगीतकार	V;NFIN	N;ACC;MASC;PL;3
grob	रफ	grob	रफ	ADJ	
grob	रूखी	grob	रूखा	ADJ	V;PFV;FEM;SG;V.PTCP;ACT
grob	अशिष्ट	grob	अशिष्ट	ADJ	
dialekt	देशी	dialekt	देशी	ADJ	
hofmann	hofmann	hofmann	ओतु	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
südkorea	ताइवान	südkorea	ताइवान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
südkorea	ताईवान	südkorea	ताईवान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
südkorea	कोरिया	südkorea	कोरिया	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
südkorea	कोरियाई	südkorea	कोरियाई	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
südkorea	सियोल	südkorea	सियोल	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
beachtung	ध्यान	beachtung	ध्यान		N;NOM;MASC;SG;3
technischer	तकनीकी	technisch	तकनीकी	ADJ	N;NOM;FEM;SG;3
merkmal	सुविधा	merkmal	सुविधा	ADJ	N;NOM;FEM;SG;3
merkmal	विशेषता	merkmal	विशेषता	ADJ	N;NOM;FEM;SG;3
anr	anr	anr	anr	PROPN;NOM;SG	
orthodoxen	कट्टरवाद	orthodox	कट्टरवाद	ADJ	N;NOM;MASC;SG;3
orthodoxen	सनातनी	orthodox	सनातनी	ADJ	N;NOM;FEM;SG;3
engineering	इंजीनियरी	engineering	इंजीनियरी	PROPN	N;NOM;FEM;SG;3
engineering	इंजीनियरिंग	engineering	इंजीनियरिंग	PROPN	N;NOM;FEM;SG;3
engineering	अभियान्त्रिकी	engineering	अभियान्त्रिकी	PROPN	N;NOM;MASC;SG;3
rechnung	खाता	rechnung	खा	PROPN;SG	V;IPFV;MASC;SG;V.PTCP;ACT
rechnung	बिलिंग	rechnung	बिलिंग	PROPN;SG	N;NOM;MASC;SG;3
rechnung	बिल	rechnung	बिल	PROPN;SG	N;NOM;MASC;SG;3
rechnung	विधेयक	rechnung	विधेयक	PROPN;SG	N;NOM;MASC;SG;3
rechnung	बीजक	rechnung	बीजक	PROPN;SG	
rechnung	चालान	rechnung	चालान	PROPN;SG	N;NOM;MASC;SG;3
browser	ब्राउज़र	brows	ब्राउज़र	ADJ	N;NOM;MASC;SG;3
browser	ब्राउजर	brows	ब्राउजर	ADJ	N;NOM;MASC;SG;3
verwiesen	संदर्भित	verweisen	संदर्भित	V;V.PTCP	ADJ
konsul	कौंसुल	konsul	कौंसुल		PROPN;NOM;MASC;SG;3
draft	प्रारूप	drafen	प्रारूप	PROPN;NOM;SG	N;NOM;MASC;SG;3
draft	ड्राफ़्ट	drafen	ड्राफ़्ट	PROPN;NOM;SG	N;NOM;MASC;SG;3
draft	मसौदा	drafen	मसौदा	PROPN;NOM;SG	N;NOM;MASC;SG;3
draft	ड्राफ्ट	drafen	ड्राफ्ट	PROPN;NOM;SG	N;NOM;MASC;SG;3
wertung	दरजा	wertung	दरजा	N;FEM;SG	
vorschriften	नियम	vorschreifen	नियम	V;NFIN	N;NOM;MASC;SG;3
vorschriften	आवश्यकताओं	vorschreifen	आवश्यकता	V;NFIN	N;ACC;FEM;PL;3
vorschriften	आवश्यकताएँ	vorschreifen	आवश्यकता	V;NFIN	N;NOM;FEM;PL;3
vorschriften	विशेषताएँ	vorschreifen	विशेषता	V;NFIN	N;NOM;FEM;PL;3
vorschriften	प्रावधान	vorschreifen	प्रावधान	V;NFIN	N;NOM;MASC;SG;3
vorschriften	प्रावधानों	vorschreifen	प्रावधान	V;NFIN	N;ACC;MASC;PL;3
eintracht	इंग्टीराहेटी	eintrachen	इंग्टीराहेटी	PROPN	PROPN;NOM;MASC;SG;3
eintracht	सद्भाव	eintrachen	सद्भाव	PROPN	
eintracht	समरसता	eintrachen	समरसता	PROPN	N;NOM;FEM;SG;3
eintracht	सदभावना	eintrachen	सदभावना	PROPN	PROPN;NOM;FEM;SG;3
eintracht	सामंजस्य	eintrachen	सामंजस्य	PROPN	N;NOM;MASC;SG;3
eintragen	रजिस्टर	eintragen	रजिस्टर	V;NFIN	N;NOM;MASC;SG;3
eintragen	पंजीकरण	eintragen	पंजीकरण	V;NFIN	N;NOM;MASC;SG;3
eintragen	एंटर	eintragen	एंटर	V;NFIN	
rad	पहिया	raden	पहिया		N;NOM;MASC;SG;3
rad	चक्र	raden	चक्र		N;NOM;MASC;SG;3
rad	व्हील	raden	व्हील		N;NOM;MASC;SG;3
götter	देवताओं	gott	देवता		N;ACC;MASC;PL;3
beitragen	योगदान	beitragen	योगदान	V;NFIN	N;NOM;MASC;SG;3
lars	लार्स	lars	लार्स	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
kopiert	copied	kopieren	copied	V;V.PTCP	PROPN;NOM;MASC;SG;3
kopiert	कॉपी	kopieren	कॉपी	V;V.PTCP	
lucas	लुकास	lucas	लुकास	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
schiedsrichter	रेफरी	schiedsrichter	रेफरी	ADJ	N;NOM;FEM;SG;3
schiedsrichter	संदर्भ	schiedsrichter	संदर्भ	ADJ	N;NOM;MASC;SG;3
schiedsrichter	अंपायर	schiedsrichter	अंपायर	ADJ	N;NOM;MASC;SG;3
bestimmungen	प्रावधान	bestimmung	प्रावधान	V;NFIN	N;NOM;MASC;SG;3
bestimmungen	प्रावधानों	bestimmung	प्रावधान	V;NFIN	N;ACC;MASC;PL;3
mauern	दीवार	mauern	दीवार	V;NFIN	N;NOM;FEM;SG;3
mauern	wall	mauern	wall	V;NFIN	
mauern	वॉल	mauern	वॉल	V;NFIN	N;NOM;MASC;SG;3
mauern	दीवारों	mauern	दीवार	V;NFIN	N;ACC;FEM;PL;3
mauern	दीवारें	mauern	दीवार	V;NFIN	N;NOM;FEM;PL;3
berechnet	गणना	berechnen	गणना	V;V.PTCP	N;NOM;FEM;SG;3
berechnet	चार्ज	berechnen	चार्ज	V;V.PTCP	N;NOM;MASC;SG;3
three	तीन	threen	तीन	PROPN	NUM
verlieren	ढीला	verlieren	ढीला	V;NFIN	ADJ;NOM;MASC;SG
gefangenschaft	बंदी	gefangenschaft	बंदी	ADJ	
gefangenschaft	क़ैदी	gefangenschaft	क़ैदी	ADJ	N;NOM;MASC;SG;3
gefangenschaft	कैदी	gefangenschaft	कैदी	ADJ	N;NOM;MASC;PL;3
gefangenschaft	खिलाते	gefangenschaft	खिला	ADJ	V;IPFV;MASC;PL;V.PTCP;ACT
gefangenschaft	कारावास	gefangenschaft	कारावास	ADJ	N;NOM;MASC;SG;3
gefangenschaft	नजरबंदी	gefangenschaft	नजरबंदी	ADJ	N;NOM;FEM;SG;3
comics	कॉमिक्स	comic	कॉमिक्स	PROPN	N;NOM;MASC;SG;3
comics	कॉमिक	comic	कॉमिक	PROPN	
umfassenden	व्यापक	umfassend	व्यापक	V;FIN	PROPN;NOM;SG;3
sainte	sainte	sainen	ओुुआ	PROPN;NOM;SG	
moon	चन्द्रमा	moon	चन्द्रमा	PROPN;NOM;SG	N;NOM;MASC;SG;3
moon	चाँद	moon	चाँद	PROPN;NOM;SG	N;NOM;MASC;SG;3
moon	चन्द्र	moon	चन्द्र	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
moon	चांद	moon	चांद	PROPN;NOM;SG	
moon	चंद्रमा	moon	चंद्रमा	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
wem	जीस	wer	जीस	ADV	
wem	जिसे	wer	जो	ADV	PRO;SG;3
wem	जिसको	wer	जो	ADV	PRO;SG;3
wem	जिसने	wer	जो	ADV	PRO;SG;3
wem	कौन	wer	कौन	ADV	PRO
wem	जो	wer	जो	ADV	PRO;NOM;SG;3
wem	जिनके	wer	जो	ADV	PRO;MASC;SG;3
wem	किसका	wer	कौन	ADV	PRO;MASC;SG;3
wem	जिनकी	wer	जो	ADV	PRO;FEM;PL;3
teufel	जहन्नुम	teufel	जहन्नुम		PROPN;NOM;FEM;SG;3
teufel	डेविल	teufel	डेविल		PROPN;NOM;FEM;SG;3
teufel	शैतान	teufel	शैतान		PROPN;NOM;MASC;SG;3
teufel	शैतान	teufel	शैतान		PROPN;NOM;MASC;SG;3
teufel	शैतानी	teufel	शैतानी		N;NOM;FEM;SG;3
teufel	शैतानों	teufel	शैतान		N;ACC;MASC;PL;3
notre	notre	notre	notre	PROPN;SG	PROPN;NOM;MASC;SG;3
leinwand	कैनवस	leinwand	कैनवस		N;NOM;MASC;SG;3
leinwand	कैनवास	leinwand	कैनवास		N;NOM;MASC;SG;3
leinwand	स्क्रीन	leinwand	स्क्रीन		N;NOM;MASC;SG;3
hauptdarsteller	अभिनीत	hauptdarsteller	अभिनीत	ADJ	N;NOM;MASC;SG;3
rugby	रग्बी	rugby	रग्बी	PROPN	PROPN;NOM;FEM;SG;3
vorhaben	परियोजना	vorhaben	परियोजना		N;NOM;FEM;SG;3
vorhaben	प्रोजेक्ट	vorhaben	प्रोजेक्ट		N;NOM;MASC;SG;3
vorhaben	परियोजनाएँ	vorhaben	परियोजना		N;NOM;FEM;PL;3
vorhaben	परियोजनाएं	vorhaben	परियोजना		N;NOM;FEM;PL;3
vorhaben	प्रोजेक्ट	vorhaben	प्रोजेक्ट		N;NOM;MASC;SG;3
riga	रीगा	riga	रीगा	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
gültigen	वैध	gültig	वैध	ADJ	
gültigen	मान्य	gültig	मान्य	ADJ	
kameramann	कैमरामैन	kameramann	कैमरामैन	ADJ	N;NOM;MASC;SG;3
kameramann	छायाकार	kameramann	छायाकार	ADJ	PROPN;NOM;MASC;SG;3
funktionieren	कामकाज	funktionieren	कामकाज	V;NFIN	N;NOM;MASC;SG;3
vorn	अग्र	vorn	अग्र	ADV	
madonna	मैडोना	madonna	मैडो	PROPN;NOM;SG	PROPN;NOM;FEM;SG;3
roberto	रॉबर्टो	roberto	रॉबर्टो	PROPN	N;NOM;MASC;PL;3
wohnen	सजीव	wohnen	सजीव	V;NFIN	
wohnen	हाउसिंग	wohnen	हाउसिंग	V;NFIN	N;NOM;FEM;SG;3
wohnen	आवास	wohnen	आवास	V;NFIN	N;NOM;MASC;SG;3
wohnen	लाइव	wohnen	लाइव	V;NFIN	N;NOM;MASC;SG;3
wohnen	सजीव	wohnen	सजीव	V;NFIN	
vorfahren	पूर्वजों	vorfahren	पूर्वज		N;ACC;MASC;PL;3
vorfahren	पूर्वज	vorfahren	पूर्वज		N;NOM;MASC;SG;3
level	स्तर	level	स्तर		N;NOM;MASC;SG;3
ressourcen	संसाधन	ressourc	संसाधन	V;NFIN	N;NOM;MASC;SG;3
ressourcen	प्रसाधन	ressourc	प्रसाधन	V;NFIN	N;NOM;MASC;SG;3
ressourcen	संसाधन	ressourc	संसाधन	V;NFIN	N;NOM;MASC;SG;3
laura	लौरा	laura	लौरा	PROPN;NOM;SG	
zeichnen	चित्रण	zeichnen	चित्रण	V;NFIN	N;NOM;MASC;SG;3
zeichnen	रेखाचित्र	zeichnen	रेखाचित्र	V;NFIN	N;NOM;MASC;SG;3
zeichnen	ड्राइंग	zeichnen	ड्राइंग	V;NFIN	N;NOM;FEM;SG;3
zeichnen	चित्रांकन	zeichnen	चित्रांकन	V;NFIN	N;NOM;MASC;SG;3
zeichnen	आरेखण	zeichnen	आरेखण	V;NFIN	N;NOM;MASC;SG;3
bürgerschaft	नागरिकता	bürgerschaft	नागरिकता	ADJ	N;NOM;FEM;SG;3
vorträge	लेक्चर	vortragen	लेक्चर	ADJ;NOM;PL	N;NOM;MASC;SG;3
vorträge	व्याख्यान	vortragen	व्याख्यान	ADJ;NOM;PL	N;NOM;MASC;SG;3
vorträge	भाषणों	vortragen	भाषणों	ADJ;NOM;PL	N;ACC;MASC;PL;3
vorträge	सम्मेलनों	vortragen	सम्मेलन	ADJ;NOM;PL	N;ACC;MASC;PL;3
vorträge	प्रस्तुतिकरण	vortragen	प्रस्तुतिकरण	ADJ;NOM;PL	N;NOM;MASC;SG;3
vorträge	प्रस्तुतियों	vortragen	प्रस्तुति	ADJ;NOM;PL	N;ACC;FEM;PL;3
vorträge	वार्ता	vortragen	वार्ता	ADJ;NOM;PL	N;NOM;FEM;SG;3
vorträge	बाते	vortragen	बाते	ADJ;NOM;PL	
vorträge	व्याख्यान	vortragen	व्याख्यान	ADJ;NOM;PL	N;NOM;MASC;SG;3
vorträge	लेक्चर	vortragen	लेक्चर	ADJ;NOM;PL	N;NOM;MASC;SG;3
wilde	जंगली	wilden	जंगली		N;NOM;MASC;SG;3
wilde	वाइल्ड	wilden	वाइल्ड		PROPN;NOM;MASC;SG;3
wilde	जंगली	wilden	जंगली		N;NOM;MASC;SG;3
mathias	मैथियास	mathias	मैथियास	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
österreichisch	आस्ट्रिया	österreichisch	आस्ट्रिया	ADJ	PROPN;NOM;MASC;SG;3
österreichisch	austro	österreichisch	austro	ADJ	
mont	मोंट	mont	मोंट	PROPN;NOM;SG	
rumpf	हल	rumpf	हल	ADJ	N;NOM;MASC;SG;3
rumpf	धड़	rumpf	धड़	ADJ	N;NOM;MASC;SG;3
rumpf	ट्रंक	rumpf	ट्रंक	ADJ	N;NOM;MASC;SG;3
anfangen	आरंभ	anfangen	आरम्भ	V;NFIN	
anfangen	प्रारंभ	anfangen	प्रारंभ	V;NFIN	N;NOM;MASC;SG;3
anfangen	शुरू	anfangen	शुरू	V;NFIN	N;NOM;MASC;SG;3
arabische	अरब	arabisch	अरब	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
arabische	अरबी	arabisch	अरबी	ADJ;NOM;FEM;PL	PROPN;NOM;FEM;SG;3
lyrik	कविता	lyrik	कविता		PROPN;NOM;FEM;SG;3
lyrik	शायरी	lyrik	शायरी		N;NOM;FEM;SG;3
lyrik	काव्य	lyrik	काव्य		N;NOM;MASC;SG;3
lyrik	गीत	lyrik	गीत		N;NOM;MASC;PL;3
belgrad	बेलग्रेड	belgrad	बेलग्रेड	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
maryland	मेरीलैंड	maryland	मेरीलैंड	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
abhängigkeit	निर्भरता	abhängigkeit	निर्भरता	V;SG;FIN	N;NOM;FEM;SG;3
abhängigkeit	लत	abhängigkeit	लत	V;SG;FIN	N;NOM;FEM;SG;3
abhängigkeit	व्यसन	abhängigkeit	व्यसन	V;SG;FIN	N;NOM;MASC;SG;3
ankunft	आमद	ankunft	आमद	N;FEM;SG	
gerichte	अधिकरणों	gericht	अधिकरण		N;ACC;MASC;PL;3
gerichte	बर्तन	gericht	बर्तन		N;NOM;MASC;SG;3
gerichte	अदालतों	gericht	अदालत		N;ACC;FEM;PL;3
gerichte	न्यायालयों	gericht	न्यायालय		N;ACC;MASC;PL;3
mörder	हत्यारों	mörder	हत्यारा	ADJ	N;ACC;MASC;PL;3
mörder	हत्यारे	mörder	हत्यारा	ADJ	N;NOM;MASC;PL;3
mörder	जानलेवा	mörder	जानलेवा	ADJ	
mörder	हत्यारा	mörder	हत्यारा	ADJ	N;NOM;MASC;SG;3
mörder	killer	mörder	killer	ADJ	
mörder	कातिलाना	mörder	कातिलाना	ADJ	
mörder	कातिल	mörder	कातिल	ADJ	PROPN;NOM;MASC;SG;3
mörder	क़ातिल	mörder	क़ातिल	ADJ	
mörder	हत्यारे	mörder	हत्यारा	ADJ	N;NOM;MASC;PL;3
sofia	सोफिया	sofia	सोफिया	PROPN;SG	PROPN;NOM;MASC;SG;3
abu	आबू	abu	आबू	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
abu	abu	abu	abu	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
glasgow	ग्लासगो	glasgow	ग्लासगो	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
stürmer	आगे	stürm	आगे	ADJ	ADV;NOM;MASC;SG;3
stürmer	स्ट्राइकर	stürm	स्ट्राइकर	ADJ	N;NOM;MASC;SG;3
heller	उज्जवल	hell	उज्जवल	ADJ	PROPN;NOM;MASC;SG;3
naturschutz	संरक्षण	naturschutz	संरक्षण	ADJ	N;NOM;MASC;SG;3
naturschutz	प्रकृति	naturschutz	प्रकृति	ADJ	N;NOM;FEM;SG;3
anliegen	चिंताएं	anliegen	चिंता		N;NOM;FEM;PL;3
kohle	कोयला	kohl	कोयला		N;NOM;MASC;SG;3
kohle	कोयले	kohl	कोयला		N;NOM;MASC;SG;3
kohle	चिलम	kohl	चिलम		N;NOM;MASC;SG;3
kohle	आटा	kohl	आटा		N;NOM;MASC;SG;3
kohle	चारकोल	kohl	चारकोल		N;NOM;MASC;SG;3
kohle	कोयला	kohl	कोयला		N;NOM;MASC;SG;3
erteilt	निर्गत	erteilen	निर्गत	V;V.PTCP	
erteilt	जारी	erteilen	जारी	V;V.PTCP	ADJ
graham	ग्राहम	graham	ग्राहम	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
hauptsitz	मुख्यालय	hauptsitz	मुख्यालय	V;V.PTCP	N;NOM;MASC;SG;3
hauptsitz	मुख्यालय	hauptsitz	मुख्यालय	V;V.PTCP	N;NOM;MASC;SG;3
caroline	कैरोलीन	caroline	कैरोलीन	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
kaiserreich	साम्राज्य	kaiserreich	साम्राज्य	PROPN	N;NOM;MASC;SG;3
kaiserreich	इंपीरियल	kaiserreich	इंपीरियल	PROPN	PROPN;NOM;MASC;SG;3
kaiserreich	इम्पीरियल	kaiserreich	इम्पीरियल	PROPN	PROPN;NOM;MASC;SG;3
konzern	कॉर्पोरेट	konzern	कॉर्पोरेट		N;NOM;MASC;SG;3
konzern	कॉरपोरेट	konzern	कॉरपोरेट		N;NOM;MASC;SG;3
konzern	ग्रुप	konzern	ग्रुप		N;NOM;MASC;SG;3
konzern	समूह	konzern	समूह		N;NOM;MASC;SG;3
konzern	संचित	konzern	संचित		ADP
konzern	कॉर्पोरेशन	konzern	कॉर्पोरेशन		N;NOM;MASC;SG;3
konzern	कारपोरेशन	konzern	कारपोरेशन		N;NOM;MASC;SG;3
konzern	निगम	konzern	निगम		N;NOM;MASC;SG;3
marokko	मोरक्को	marokko	मोरक्को	PROPN	PROPN;NOM;MASC;SG;3
nordischen	नॉर्स	nordisch	नॉर्स	ADJ	
gebeten	प्रार्थना	bitten	प्रार्थना	V;V.PTCP	N;NOM;FEM;SG;3
gebeten	प्रार्थनाएं	bitten	प्रार्थना	V;V.PTCP	N;NOM;FEM;PL;3
wörtlich	सचमुच	wörtlich	सचमुच	ADJ	
wörtlich	वस्तुतः	wörtlich	वस्तुतः	ADJ	ADV
wörtlich	शाब्दिक	wörtlich	शाब्दिक	ADJ	PROPN;NOM;MASC;SG;3
wörtlich	शब्दश	wörtlich	शब्दश	ADJ	
wrestling	कुश्ती	wrestlingen	कुश्ती	ADJ	PROPN;NOM;MASC;SG;3
ryan	रयान	ryan	रयान	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
manga	माँगा	manga	माँग		V;MASC;SG;V.PTCP;ACT
demo	डेमो	demo	डेमो		N;NOM;MASC;SG;3
turner	टर्नर	turn	टर्नर	PROPN;NOM;SG	PROPN;NOM;MASC;SG;3
einnahmen	आमदनी	einnehmen	आमदनी	V;NFIN	N;NOM;FEM;SG;3
einnahmen	इनकम	einnehmen	इनकम	V;NFIN	N;NOM;MASC;SG;3
einnahmen	आय	einnehmen	आय	V;NFIN	N;NOM;FEM;SG;3
einnahmen	कमाई	einnehmen	कमाई	V;NFIN	N;NOM;FEM;SG;3
einnahmen	आय	einnehmen	आय	V;NFIN	N;NOM;FEM;SG;3
einnahmen	रसीदें	einnehmen	रसीद	V;NFIN	N;NOM;FEM;PL;3
einnahmen	राजस्व	einnehmen	राजस्व	V;NFIN	N;NOM;MASC;SG;3
einnahmen	आय	einnehmen	आय	V;NFIN	N;NOM;FEM;SG;3
kritiken	समीक्षा	kritik	समीक्षा	ADJ;PL	N;NOM;FEM;SG;3
kritiken	समीक्षाएँ	kritik	समीक्षा	ADJ;PL	N;NOM;FEM;PL;3
kritiken	आलोचकों	kritik	आलोचक	ADJ;PL	N;ACC;MASC;PL;3
kritiken	आलोचनाओं	kritik	आलोचना	ADJ;PL	N;ACC;FEM;PL;3
kritiken	आलोचना	kritik	आलोचना	ADJ;PL	N;NOM;FEM;SG;3
kritiken	reviewers	kritik	reviewers	ADJ;PL	N;NOM;MASC;SG;3
renoviert	संवर	renovieren	संवर	V;V.PTCP	
kreuzung	क्रासिंग	kreuzung	क्रासिंग		PROPN;NOM;FEM;SG;3
kreuzung	चौराहे	kreuzung	चौराहा		N;NOM;MASC;SG;3
kreuzung	जंक्शन	kreuzung	जंक्शन		N;NOM;MASC;SG;3
kreuzung	क्रॉसरोड्स	kreuzung	क्रॉसरोड		PROPN;NOM;MASC;SG;3
gilbert	गिल्बर्ट	gilbern	गिल्बर्ट	PROPN	PROPN;NOM;MASC;SG;3
jemals	कभी	jemals	कभी	ADV	PRO
benennung	मुलाकात	benennung	मुलाकात	ADJ	N;NOM;FEM;SG;3
benennung	नियुक्ति	benennung	नियुक्ति	ADJ	N;NOM;FEM;SG;3
benennung	नामकरण	benennung	नामकरण	ADJ	N;NOM;MASC;SG;3
benennung	नामांकन	benennung	नामांकन	ADJ	N;NOM;MASC;SG;3
benennung	नामांकन	benennung	नामांकन	ADJ	N;NOM;MASC;SG;3
captain	कैप्टन	captain	कैप्टन	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
captain	कैप्टन	captain	कैप्टन	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
captain	क्षेत्ररक्षण	captain	क्षेत्ररक्षण	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
captain	कप्तान	captain	कप्तान	PROPN;NOM;MASC;SG	N;NOM;MASC;SG;3
