から	from	から	from	CONJ	
クラッシュ	ez	クラッシュ	ez	N	
クラッシュ	çökme	クラッシュ	çök	N	
クラッシュ	kaza	クラッシュ	kaza	N	
トレーナー	eğitmeni	トレーナー	eğit	N	V;PFV;ACC;IND;POS;PRS;V.MSDR
トレーナー	eğitmen	トレーナー	eğitmen	N	
ルノー	renault	ルノー	renault	PROPN	N;NOM;SG;3
ユリ	lilium	ユリ	lilium	PROPN	
ユリ	zambak	ユリ	zambak	PROPN	
ユリ	zambak	ユリ	zambak	PROPN	
ユリ	lily	ユリ	lily	PROPN	
停車	durak	停車	durak	N	
停車	durdurur	停車	dur	N	V;IPFV;IND;SG;3;POS;CAUS
停車	durur	停車	dur	N	V;IPFV;IND;SG;3;POS
写像	haritalama	写像	haritalama	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
引き分け	beraberlik	引き分け	beraberlik	V	N;NOM;SG;3
引き分け	kravat	引き分け	kravat	V	N;NOM;SG;3
引き分け	berabere	引き分け	beraber	V	N;NOM;SG;3
シャープ	keskin	シャープ	keskin	N	
シャープ	sivri	シャープ	sivir	N	
シャープ	sharp	シャープ	sharp	N	
仮名	kana	仮名	kana	N	
祈り	dua	祈り	dua	V	
祈り	namaz	祈り	namaz	V	N;NOM;SG;3
祈り	dualar	祈り	dua	V	N;NOM;PL;3
祈り	dua	祈り	dua	V	
祈り	dua	祈り	dua	V	
祈り	namaz	祈り	namaz	V	N;NOM;SG;3
祈り	dua	祈り	dua	V	
祈り	dualar	祈り	dua	V	N;NOM;PL;3
直人	naoto	直人	naoto	PROPN	
好み	tercih	好む	tercih	V	
好み	tercihi	好む	tercihi	V	
マルコ	marko	マルコ	marko	PROPN	
マルコ	marco	マルコ	marco	PROPN	
ジーン	jean	ジーン	jean	PROPN	
ジーン	gene	ジーン	gene	PROPN	ADV
ジーン	gen	ジーン	gen	PROPN	
ミク	miku	ミク	miku	PROPN	
アコースティック	akustik	アコースティック	akustik	N	
アンドリュー	andrew	アンドリュー	andrew	PROPN	
ドラマー	davulcu	ドラマー	davulcu	N	
ドラマー	davulcu	ドラマー	davulcu	N	
潜入	sızma	潜入	sız	V	
十五	fifteen	十五	fifte	NUM	
十五	onbeş	十五	onbeş	NUM	
ガソリン	petrol	ガソリン	petrol	N	
ガソリン	benzin	ガソリン	benz	N	
ガソリン	benzin	ガソリン	benz	N	
和子	kazuko	和子	kazuko	PROPN	
みき	miki	みく	miki	N	
マスターズ	masters	マスターズ	masters	N	
勧告	danışma	勧告	danış	V	N;NOM;SG;3
勧告	danışmanlık	勧告	danışmanlık	V	N;NOM;SG;3
アルメニア	ermeni	アルメニア	ermen	PROPN	
アルメニア	ermenistan	アルメニア	ermenistan	PROPN	PROPN;NOM;SG;3
係数	etken	係数	etken	N	
係数	faktör	係数	faktör	N	
寺田	terada	寺田	tera	PROPN	
クリスト	christopher	クリスト	christopher	PROPN	PROPN;NOM;SG;3
いじめ	kabadayılık	いじめ	kabadayılık	V	N;NOM;SG;3
いじめ	zorbalık	いじめ	zorbalık	V	N;NOM;SG;3
いじめ	zorbalar	いじめ	zorba	V	N;NOM;PL;3
いじめ	kabadayı	いじめ	kabada	V	
いじめ	zorba	いじめ	zorb	V	
テクノロジー	teknoloji	テクノロジー	teknoloji	N	
テクノロジー	teknoloji	テクノロジー	teknoloji	N	
パズル	bilmece	パズル	bil	N	
パズル	bulmaca	パズル	bul	N	
怪物	canavar	怪物	canavar	N	
延期	erteleme	延期	ertele	V	
金剛	kongō	金剛	kongō	N	
長門	nagato	長門	nagato	PROPN	
ハドソン	hudson	ハドソン	hud	PROPN	PROPN;NOM;SG;3
樺太	sakhalin	樺太	sakhal	PROPN	
ミシシッピ	mississippi	ミシシッピ	mississippi	PROPN	N;NOM;SG;3
ソフィア	sofia	ソフィア	sofia	PROPN	
ソフィア	sofya	ソフィア	sofya	PROPN	
ソフィア	sofya	ソフィア	sofya	PROPN	
ソフィア	sophia	ソフィア	sophia	PROPN	
医者	doctor	医者	doctor	N	
医者	doktor	医者	doktor	N	
サテライト	uydu	サテライト	uy	PROPN	N;NOM;SG;3
木材	odun	木材	odun	N	
木材	ağaç	木材	ağaç	N	
木材	tahta	木材	tahta	N	
木材	kereste	木材	keres	N	
ブレイク	blake	ブレイク	blake	V	
ガールズ	kızlar	ガールズ	kız	PROPN	ADJ;NOM;PL;3
ガールズ	girls	ガールズ	girls	PROPN	
谷川	tanikawa	谷川	tanikawa	PROPN	
フォーム	formlar	フォーム	form		N;NOM;PL;3
フォーム	formları	フォーム	form		N;ACC;PL;3
ちょうど	just	ちょうど	just	ADV	
ルビー	ruby	ルビー	ruby	N	
ルビー	yakut	ルビー	yakut	N	
モントリオール	montréal	モントリオール	montréal	PROPN	PROPN;NOM;SG;3
モントリオール	montreal	モントリオール	montreal	PROPN	PROPN;NOM;SG;3
ストローク	felç	ストローク	felç	N	
ストローク	inme	ストローク	in	N	
アプローチ	yaklaşım	アプローチ	yaklaşım	V	
アプローチ	yaklaş	アプローチ	yaklaş	V	
農家	çiftçiler	農家	çiftçi	N	ADJ;NOM;PL;3
農家	çiftçi	農家	çiftçi	N	
農家	çiftçi	農家	çiftçi	N	
セダン	sedan	セダン	sedan	N	PROPN;NOM;SG;3
ナトリウム	sodyum	ナトリウム	sodyu	N	
持株	holding	持株	hol	N	
寄与	katkı	寄与	katkı	V	
寄与	katkıda	寄与	katkı	V	N;ESS;SG;3
寄与	bağış	寄与	bağış	V	
バリエーション	varyasyon	バリエーション	varyasyon	N	
繁栄	refah	繁栄	refah	V	
本物	real	本物	real	N	
本物	gercek	本物	gercek	N	
本物	reel	本物	reel	N	
本物	gerçek	本物	gerçek	N	
本物	hakiki	本物	hakiki	N	
補強	takviye	補強	takviye	V	
加算	ilave	加算	ilave	V	
加算	ek	加算	ek	V	
加算	ekle	加算	ekil	V	
加算	ekleme	加算	ekle	V	
神崎	kanzaki	神崎	kanzaki	PROPN	
通知	fark	通知	fark	V	N;NOM;SG;3
通知	bildirimi	通知	bildirim	V	N;NOM;SG;3
通知	bildirim	通知	bil	V	
通知	bildirimleri	通知	bildirim	V	N;ACC;PL;3
通知	bildirim	通知	bil	V	
通知	bildirimler	通知	bil	V	N;NOM;PL;3
通知	bildir	通知	bil	V	
通知	bildirim	通知	bil	V	
ウォーズ	savaşları	ウォーズ	savaş	PROPN	N;NOM;PL;3
ウォーズ	savaşlar	ウォーズ	savaş	PROPN	N;NOM;PL;3
名目	nominal	名目	nominal	N	
ジュン	joon	ジュン	joon	PROPN	
神道	shinto	神道	shinto	N	
フアン	juan	フアン	juan	PROPN	PROPN;NOM;SG;3
吾妻	azuma	吾妻	azum	PROPN	ADJ;DAT;SG;3
不参加	reddedildi	不参加	redde	ADJ	V;PFV;IND;SG;3;POS;PST;PASS
不参加	reddetti	不参加	reddet	ADJ	V;PFV;IND;SG;3;POS;PST
スパルタ	sparta	スパルタ	sparta	PROPN	PROPN;NOM;SG;3
プライベート	özele	プライベート	özele	N	
プライベート	er	プライベート	er	N	
プライベート	özel	プライベート	özel	N	ADJ
マツダ	mazda	マツダ	maz	PROPN	PROPN;NOM;SG;3
エニックス	enix	エニックス	enix	PROPN	
引く	çıkar	引く	çıkar	V	
収益	kâr	収益	kâr	V	
収益	kar	収益	kar	V	
収益	kazanç	収益	kazanç	V	N;NOM;SG;3
収益	gelirleri	収益	gelir	V	N;ACC;PL;3
収益	gelirler	収益	gel	V	N;NOM;PL;3
収益	kazanç	収益	kazanç	V	N;NOM;SG;3
収益	kazançlar	収益	kazanç	V	N;NOM;PL;3
収益	gelir	収益	gel	V	
阿蘇	aso	阿蘇	aso	PROPN	
人質	rehine	人質	reh	N	
人質	rehin	人質	rehin	N	
人質	rehine	人質	reh	N	
ロッド	rod	ロッド	rod	N	
ロッド	çubuk	ロッド	çubuk	N	
楽しむ	keyif	楽しむ	keyif	V	
楽しむ	afiyet	楽しむ	afiyet	V	N;NOM;SG;3
白川	shirakawa	白川	shiraka	PROPN	PROPN;NOM;SG;3
豊岡	nüfusludur	豊岡	nüfuslu	PROPN	
ブラザーズ	kardeşlerim	ブラザーズ	kardeş	PROPN	N;NOM;PL;3
ブラザーズ	kardeşler	ブラザーズ	kardeş	PROPN	N;NOM;PL;3
焦点	odak	焦点	odak	N	
焦点	odaklanma	焦点	odaklan	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
富士	fujitsu	富士	fujitsu	PROPN	N;NOM;SG;3
ようこそ	hoşgeldiniz	ようこそ	hoşgel	CONJ	V;PFV;IND;PL;2;POS;PST
ようこそ	hoşgeldin	ようこそ	hoşgel	CONJ	V;PFV;IND;SG;2;POS;PST
歩く	yürüyüş	歩く	yürüyüş	V	
歩く	yürüme	歩く	yürü	V	
歩く	yürüyüş	歩く	yürüyüş	V	
由美	yumi	由美	yumi	PROPN	
ダッシュ	dash	ダッシュ	dash	N	
ガム	sakız	ガム	sakız	N	
絶望	umutsuzluk	絶望	umutsuzluk	V	N;NOM;SG;3
絶望	çaresizlik	絶望	çaresizlik	V	N;NOM;SG;3
ピッチ	atış	ピッチ	atış	N	
サミュエル	samuel	サミュエル	samuel	PROPN	
サーバー	sunucu	サーバー	sunuç	N	
サーバー	server	サーバー	server	N	
ヘッセン	hesse	ヘッセン	hess	PROPN	PROPN;NOM;SG;3
ユニフォーム	üniforma	ユニフォーム	üniforma	N	
ユニフォーム	üniformalı	ユニフォーム	üniformal	N	ADJ
ユニフォーム	forma	ユニフォーム	forma	N	
ユニフォーム	üniforma	ユニフォーム	üniforma	N	
先住	yerli	先住	yerli	N	
石垣	ishigaki	石垣	ishigaki	PROPN	
沿革	kronoloji	沿革	kronoloji	N	
沿革	tarihi	沿革	tarih	N	
沿革	geçmiş	沿革	geç	N	
カンボジア	kamboçya	カンボジア	kamboçya	PROPN	PROPN;NOM;SG;3
カンボジア	kamboçya	カンボジア	kamboçya	PROPN	PROPN;NOM;SG;3
呪い	lanet	呪う	lanet	V	
聖人	aziz	聖人	aziz	N	
聖人	azize	聖人	aziz	N	
聖人	saint	聖人	saint	N	PROPN;NOM;SG;3
ルドルフ	rudolph	ルドルフ	rudolph	PROPN	
ルドルフ	rudolf	ルドルフ	rudolf	PROPN	
モル	mol	モル	mol	PROPN	
東海道	tōkaidō	東海道	tōkaidō	PROPN	
野党	muhalefet	野党	muhalefet	N	
野党	muhalif	野党	muhalif	N	
美穂	miho	美穂	miho	PROPN	
小牧	komaki	小牧	komaki	PROPN	
アンディ	andy	アンディ	andy	PROPN	
クリーブランド	cleveland	クリーブランド	cleveland	PROPN	PROPN;NOM;SG;3
ブロー	darbe	ブロー	darbe	PROPN	
注文	düzen	注文	düz	V	
注文	emir	注文	imir	V	
注文	sipariş	注文	sipariş	V	N;NOM;SG;3
注文	siparişler	注文	sipariş	V	N;NOM;PL;3
注文	emir	注文	imir	V	
注文	sipariş	注文	sipariş	V	N;NOM;SG;3
注文	emirler	注文	emir	V	N;NOM;PL;3
デート	randevu	デート	randev		N;NOM;SG;3
デート	buluşma	デート	buluş		V;PFV;NOM;IND;POS;PRS;V.MSDR
デート	tarih	デート	tarih		N;NOM;SG;3
デート	çıkmaya	デート	çık		V;PFV;DAT;IND;POS;PRS;V.MSDR
デート	çıkmak	デート	çık		V;PFV;NOM;IND;POS;PRS;V.MSDR
気分	hissediyorum	気分	hisset	N	V;PROG;IND;SG;1;POS;INFM;PRS
気分	hissediyor	気分	hisset	N	V;PROG;IND;SG;3;POS;INFM;PRS
気分	his	気分	his	N	
気分	hissetmek	気分	hisset	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
気分	duygu	気分	duygu	N	
気分	ruh	気分	ruh	N	
一揆	ikki	一揆	ikki	N	
オークランド	oakland	オークランド	oakla	PROPN	PROPN;NOM;SG;3
オークランド	auckland	オークランド	aucklan	PROPN	PROPN;NOM;SG;3
シンガー	singer	シンガー	i	N	
水着	mayo	水着	mayo	N	
水着	mayo	水着	mayo	N	
ソロモン	solomon	ソロモン	solomon	PROPN	PROPN;NOM;SG;3
ソロモン	süleyman	ソロモン	süleyman	PROPN	
適応	adapte	適応	adap	V	N;ESS;SG;3
適応	adaptasyon	適応	adaptasyon	V	N;ESS;SG;3
ビクター	galip	ビクター	gal	PROPN	ADV
ビクター	victor	ビクター	victor	PROPN	
長崎市	nagasaki	長崎市	nagasaki	PROPN	
干渉	parazit	干渉	parazit	V	
干渉	müdahale	干渉	müdahale	V	
チョコレート	çikolata	チョコレート	çikolata	N	
青少年	gençler	青少年	genç	N	ADJ;NOM;PL;3
青少年	gençleri	青少年	genç	N	ADJ;ACC;PL;3
エディション	baskı	エディション	baskı	N	
脚注	dipnot	脚注	dipnot	N	
レンジ	menzil	レンジ	menzil	N	
スロット	slot	スロット	slot	N	
スロット	slot	スロット	slot	N	
野望	hırs	野望	hırs	N	
ワニ	timsah	ワニ	timsah	N	
年表	kronoloji	年表	kronoloji	N	
リッチ	zengin	リッチ	zengin	N	
リッチ	rich	リッチ	rich	N	
リッチ	ricci	リッチ	ricci	N	
バッファ	tampon	バッファ	tampon	N	
断層	fay	断層	fay	N	
愛する	seven	愛する	sev	V	
記念碑	anıt	記念碑	anıt	N	
記念碑	anma	記念碑	an	N	
記念碑	anıt	記念碑	anıt	N	
アベニュー	bulvarı	アベニュー	bulvar	N	
アベニュー	bulvar	アベニュー	bulvar	N	
アベニュー	avenue	アベニュー	avenue	N	PROPN;NOM;SG;3
グルジア	gürcistan	グルジア	gürcistan	PROPN	PROPN;NOM;SG;3
グルジア	georgia	グルジア	georgia	PROPN	PROPN;NOM;SG;3
ワード	kelime	ワード	kelim	N	
ワード	laf	ワード	laf	N	
ワード	söz	ワード	söz	N	
ワード	sözcük	ワード	sözcük	N	
難民	mülteci	難民	mülteci	N	
難民	mülteci	難民	mülteci	N	
予言	kehanet	予言	kehanet	V	N;NOM;SG;3
予言	kehaneti	予言	kehanet	V	N;ACC;SG;3
予言	tahmini	予言	tahmin	V	N;NOM;SG;3
予言	tahmin	予言	tahmin	V	
予言	kehanetler	予言	kehanet	V	N;NOM;PL;3
予言	tahminler	予言	tahmin	V	N;NOM;PL;3
デバイス	cihaz	デバイス	cihaz	N	
デバイス	aygıt	デバイス	aygıt	N	
デバイス	aygıt	デバイス	aygıt	N	
シロ	shiro	シロ	shiro	PROPN	PROPN;NOM;SG;3
神学	teolog	神学	teolog	N	
神学	teoloji	神学	teoloji	N	
パッ	puf	パッ	puf	ADV	
武藤	muto	武藤	muto	PROPN	
ドライ	kuru	ドライ	kuru	N	
オックス	oxford	オックス	o	PROPN	PROPN;NOM;SG;3
健太	kenta	健太	kenta	PROPN	
ファイア	ateşle	ファイア	ateş	N	
ファイア	ateş	ファイア	ateş	N	
ファイア	yangın	ファイア	yangın	N	
ファイア	ates	ファイア	ates	N	
チカ	chica	チカ	chica	PROPN	PROPN;NOM;SG;3
進撃	saldırı	進撃	saldırı	N	
進撃	saldır	進撃	saldır	N	
オト	oto	オト	oto	PROPN	
えり	eri	えり	eri	PROPN	
アルゴリズム	algoritma	アルゴリズム	algoritma	N	
アルゴリズム	algoritmaları	アルゴリズム	algoritma	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
アルゴリズム	algoritma	アルゴリズム	algoritma	N	
括弧	parantez	括弧	parantez	V	
歩き	yürüyüş	歩く	yürüyüş	V	
浪人	ronin	浪人	ron	N	
メンタル	zihinsel	メンタル	zihinsel	N	
イスラム	müslüman	イスラム	müslüman	N	
イスラム	islam	イスラム	islam	N	
合金	alaşım	合金	alaşım	N	
みず	mizuho	みず	mizuho	PROPN	
迷惑	gıcık	迷惑	gıcık	N	
迷惑	rahatsız	迷惑	rahatsız	N	ADJ
リンゴ	elma	リンゴ	elma	N	
リンゴ	apple	リンゴ	appl	N	
リンゴ	elmalı	リンゴ	el	N	
リンゴ	elma	リンゴ	elma	N	
リンゴ	elmalar	リンゴ	el	N	
フォント	yazıtipi	フォント	yazıt	N	V;PFV;IND;POS;PRS;V.CVB
フォント	font	フォント	font	N	
バナナ	muz	バナナ	muz	N	
バナナ	muz	バナナ	muz	N	
計測	ölçüm	計測	ölçüm	V	N;NOM;SG;3
計測	ölçme	計測	ölç	V	
計測	ölçü	計測	ölçü	V	
深川	fukagawa	深川	fukagawa	PROPN	
クレア	claire	クレア	claire	PROPN	
関節	müşterek	関節	müşterek	N	
関節	sarma	関節	sarma	N	
関節	eklem	関節	eklem	N	
免疫	dokunulmazlık	免疫	dokunulmazlık	N	V;IPFV;IND;SG;3;NEG;PASS
混同	karışıklık	混同	karışıklık	V	N;NOM;SG;3
混同	karmaşa	混同	karmaş	V	
混同	kargaşa	混同	kargaş	V	
離陸	kalkış	離陸	kalkış	V	N;NOM;SG;3
大竹	otake	大竹	otake	PROPN	
カルチャー	kültürü	カルチャー	kültür	N	
カルチャー	kültür	カルチャー	kültür	N	
演歌	enka	演歌	enka	N	
有形	somut	有形	somut	N	
カタルーニャ	catalunya	カタルーニャ	catal	PROPN	PROPN;NOM;SG;3
メモリー	hatıra	メモリー	hatıra	N	
天津	tianjin	天津	tianj	PROPN	PROPN;NOM;SG;3
パニック	paniğe	パニック	panik	N	
パニック	panik	パニック	panik	N	
有人	insanlı	有人	insanlı	N	
ジャングル	orman	ジャングル	orman	PROPN	
ナウ	şimdi	ナウ	şimdi	PROPN	ADV
ナウ	simdi	ナウ	simdi	PROPN	
下田	shimoda	下田	shimo	PROPN	PROPN;NOM;SG;3
プレステージ	itibar	プレステージ	itibar	N	
プレステージ	prestij	プレステージ	prestij	N	
リーチ	leach	リーチ	leach	N	
シューティング	tetikçi	シューティング	tetikçi	N	
シューティング	atıcı	シューティング	atıcı	N	
レーサー	racer	レーサー	racer	N	
レフ	lev	レフ	lev	PROPN	
稲荷	inari	稲荷	inari	N	
ロビン	robin	ロビン	robin	PROPN	
セールス	satış	セールス	satış	N	
グラント	hibe	グラント	hibe	PROPN	
グラント	grant	グラント	grant	PROPN	
ブレーブス	braves	ブレーブス	braves	PROPN	
ドナルド	donald	ドナルド	donald	PROPN	
鉱業	maden	鉱業	maden	N	
アルベルト	albert	アルベルト	albert	PROPN	
アルベルト	alberto	アルベルト	alberto	PROPN	PROPN;NOM;SG;3
氏族	clans	氏族	clans		N;NOM;SG;3
パブリック	halk	パブリック	halk	N	
手順	basamak	手順	basamak	N	
手順	prosedür	手順	prosedür	N	
手順	talimat	手順	talimat	N	
エージェント	ajan	エージェント	aj	N	
エージェント	ajan	エージェント	aj	N	
エージェント	temsilci	エージェント	temsilci	N	
エージェント	menajer	エージェント	menajer	N	
強盗	gasp	強盗	gasp	N	
強盗	soyguncu	強盗	soyguncu	N	
強盗	hırsız	強盗	hırsız	N	
強盗	soygun	強盗	soygun	N	
ケンブリッジ	cambridge	ケンブリッジ	cambridge	PROPN	PROPN;NOM;SG;3
すき	suki	すく	suki	V	
ミルク	süt	ミルク	süt	N	
ミルク	milk	ミルク	milk	N	
ミルク	sütlü	ミルク	sütlü	N	
島原	shimabara	島原	shimabar	PROPN	
パブ	pub	パブ	pub	N	PROPN;NOM;SG;3
イーグル	kartal	イーグル	kartal	PROPN	
キミ	kimi	キミ	kimi	N	PRO;NOM;SG;3
マルク	marc	マルク	marc	PROPN	
マルク	işaretle	マルク	işaret	PROPN	N;INS;SG;3
マルク	işaret	マルク	işaret	PROPN	
マルク	mark	マルク	mark	PROPN	
高麗	goryeo	高麗	goryeo	PROPN	
処女	bakire	処女	bakire	N	
処女	bakir	処女	bakir	N	
処女	bakire	処女	bakire	N	
処女	maiden	処女	maiden	N	
栄光	görkemli	栄光	görkemli	N	
栄光	şanlı	栄光	şanlı	N	
晴れ	güneşli	晴れる	güneşli	V	
晴れ	sunny	晴れる	sun	V	N;NOM;SG;3
司祭	papaz	司祭	papaz	N	
司祭	rahip	司祭	rahip	N	
ディック	sik	ディック	sik	PROPN	
ディック	dick	ディック	dick	PROPN	
ひまわり	himawari	ひまわり	himawari	N	
カプセル	kapsül	カプセル	kapsül	N	
カプセル	kapsül	カプセル	kapsül	N	
信夫	nobuo	信夫	nobuo	PROPN	
クリーム	kremalı	クリーム	kremalı	N	
クリーム	kaymak	クリーム	kay	N	
クリーム	krem	クリーム	krem	N	
クリーム	krema	クリーム	krema	N	
微分	farklılaşması	微分	farklılaşma	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
微分	türev	微分	türev	N	
ボスニア	bosna	ボスニア	bosna	PROPN	PROPN;NOM;SG;3
失踪	kaybolma	失踪	kaybol	V	
革新	yenilikçi	革新	yenilikçi	V	N;NOM;SG;3
革新	reformu	革新	reform	V	N;NOM;SG;3
革新	reform	革新	reform	V	
革新	yenilik	革新	yenilik	V	N;NOM;SG;3
革新	yenilikler	革新	yenilik	V	N;NOM;PL;3
二	ninomiya	二	ninomi	NUM	
香取	katori	香取	katori	PROPN	
ランナー	kaçak	ランナー	kaçak	N	
ランナー	koşucu	ランナー	koşucu	N	
菊地	kikuchi	菊地	kikuchi	PROPN	PROPN;NOM;SG;3
可変	değişken	可変	değişken	N	
担保	garanti	担保	garanti	V	N;NOM;SG;3
担保	garantili	担保	garantili	V	N;NOM;SG;3
担保	garantisi	担保	garanti	V	N;NOM;SG;3
担保	teminat	担保	teminat	V	
逃走	kaçamak	逃走	kaçamak	V	ADJ
逃走	kaçış	逃走	kaçış	V	
インストール	yüklemeleri	インストール	yükle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
インストール	yükleme	インストール	yükle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
インストール	montaj	インストール	montaj	N	
インストール	yükleyin	インストール	yükle	N	V;PFV;IMP;PL;2;POS;PRS
インストール	yükle	インストール	yükle	N	
インストール	yükleme	インストール	yükle	N	V;PFV;NOM;IND;POS;PRS;V.MSDR
子爵	vikont	子爵	vikont	N	
ナイフ	bıçak	ナイフ	bıçak	N	
ナイフ	bıçak	ナイフ	bıçak	N	
アロー	ok	アロー	ok	N	
アロー	arrow	アロー	arrow	N	
中国人	çinliler	中国人	çinli	N	ADJ;NOM;PL;3
中国人	çinli	中国人	çinli	N	
中国人	çince	中国人	çince	N	
デビッド	davud	デビッド	davud	PROPN	
デビッド	davut	デビッド	davut	PROPN	
デビッド	david	デビッド	david	PROPN	
サックス	sacks	サックス	sacks	PROPN	
サックス	çuval	サックス	çuval	PROPN	
サックス	sax	サックス	sax	PROPN	
サックス	saksafon	サックス	saksafon	PROPN	N;NOM;SG;3
サックス	saksafon	サックス	saksafon	PROPN	N;NOM;SG;3
聖子	seiko	聖子	seiko	PROPN	
星座	takımyıldız	星座	takım	N	
パイオニア	öncü	パイオニア	öncü	N	
金星	venüs	金星	venüs	N	
灰色	gray	灰色	gray	N	
灰色	gri	灰色	gri	N	
灰色	grey	灰色	grey	N	
灰色	gri	灰色	gri	N	
神谷	kamiya	神谷	kami	PROPN	
オールスターズ	allstars	オールスターズ	allstars	PROPN	
蒲田	kamata	蒲田	kamat	PROPN	PROPN;NOM;SG;3
ウォルター	walter	ウォルター	walter	PROPN	PROPN;NOM;SG;3
オレゴン	oregon	オレゴン	oregon	PROPN	PROPN;NOM;SG;3
森山	moriyama	森山	moriya	PROPN	
ネルソン	nelson	ネルソン	nelson	PROPN	PROPN;NOM;SG;3
田島	tajima	田島	tajima	PROPN	N;DAT;SG;3
コンゴ	kongo	コンゴ	kongo	PROPN	
除外	hariç	除外	hariç	V	
除外	hariç	除外	hariç	V	
除外	hariç	除外	hariç	V	
アンソニー	anthony	アンソニー	anthony	PROPN	
アンソニー	antony	アンソニー	antony	PROPN	
黒木	kuroki	黒木	kuroki	PROPN	
ハッチ	kapak	ハッチ	kapak	PROPN	
ハッチ	hatch	ハッチ	hatch	PROPN	
カエル	kurbağa	カエル	kurbak	N	
カエル	kurbağa	カエル	kurbak	N	
孤立	izole	孤立	izole	V	
孤立	izolasyon	孤立	izolasyon	V	
孤立	tecrit	孤立	tecrit	V	
コーラ	cola	コーラ	cola	N	
コーラ	kokain	コーラ	kokain	N	
コーラ	kola	コーラ	kol	N	
コーラ	kola	コーラ	kol	N	
コーラ	cora	コーラ	cora	N	PROPN;NOM;SG;3
コーラ	cola	コーラ	cola	N	
コーラ	kola	コーラ	kol	N	
