oli	бе	olema	съм	V;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;SG;3;PST;FIN;ACT
eli	илай	eli	илам	N;NOM;SG	PROPN;INDF;MASC;SG
münt	монети	münema	монета	N;NOM;SG	N;INDF;MASC;PL
münt	монетата	münema	монета	N;NOM;SG	N;DEF;NEUT;PL
seab	комплекти	seadma	комплект	V;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
tulistas	прострелян	tulistama	прострелям	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tulistas	застрелян	tulistama	застрелям	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tulistas	застреляна	tulistama	застрелям	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
tulistas	изстрел	tulistama	изстрел	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
bioloogiline	биологично	bioloogiline	биологично	ADJ;NOM;SG	ADV
bioloogiline	биологични	bioloogiline	биологичен	ADJ;NOM;SG	ADJ;INDF;PL
angola	ангола	angola	ангола	ADJ	N;INDF;FEM;SG
torre	торе	torn	торе	N;NOM;SG	PROPN;INDF;MASC;SG
ontario	онтарио	ontario	онтарио	N;NOM;SG	PROPN;INDF;MASC;SG
liv	лив	liv	лив	N;NOM;SG	PROPN;INDF;FEM;SG
fantaasia	фантазии	fantaasia	фантазия	N;NOM;SG	N;INDF;FEM;PL
kuulutada	деклариране	kuulutama	деклариране	V;NFIN	N;INDF;NEUT;SG
party	party	party	party	N;NOM;SG	ADJ
tõlgendada	тълкуване	tõlgendama	тълкуване	V;NFIN	N;INDF;NEUT;SG
iris	айрис	iris	айрис	N;NOM;SG	PROPN;INDF;MASC;SG
senegali	сенегал	senegali	сенегал	ADJ	N;INDF;MASC;SG
suhelda	общуване	suhtlema	общуване	V;NFIN	N;INDF;NEUT;SG
malawi	малави	malaw	малав	N;NOM;SG	PROPN;INDF;FEM;SG
jelgava	йелгава	jelgav	йелгава	ADJ;NOM;SG;PRS;V.PTCP;ACT	N;INDF;FEM;SG
ensüümi	ензими	ensüüm	ензим	N;PRT;SG	N;INDF;MASC;PL
murphy	мърфи	murphy	мърфя-(се)	N;NOM;SG	PROPN;INDF;MASC;SG
ostetud	купена	oste=tud	купен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ostetud	купени	oste=tud	купен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ostetud	закупени	oste=tud	закупя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ostetud	купен	oste=tud	купен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ostetud	купена	oste=tud	купен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ostetud	купих	oste=tud	купя	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
ostetud	купил	oste=tud	купя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
ostetud	купен	oste=tud	купен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
jookseb	тичане	jooksma	тичане	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
jookseb	бягане	jooksma	бягане	V;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
ich	ich	ich	ich	N;NOM;SG	PROPN;INDF;MASC;SG
ana	ана	ana	ана	N;NOM;SG	PROPN;INDF;FEM;SG
liberaalne	либерални	liberaalne	либерален	ADJ;NOM;SG	ADJ;INDF;PL
liberaalne	либерал	liberaalne	либерам	ADJ;NOM;SG	N;INDF;MASC;SG
hello	здравей	hello	здравей	N;NOM;SG	INTJ
rõhutab	кичури	rõhutama	кичура	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
mont	мон	mont	мон	N;NOM;SG	PROPN;INDF;NEUT;SG
tšehhov	чехов	tšehhov	чехов	N;NOM;SG	PROPN;INDF;MASC;SG
glenn	глен	glenn	глен	N;NOM;SG	PROPN;INDF;MASC;SG
rõõmu	джой	rõõm	джой	N;PRT;SG	PROPN;INDF;FEM;SG
keskendunud	фокусиран	keskenduma	фокусирам	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
keskendunud	фокусирана	keskenduma	фокусирам	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
keskendunud	съсредоточен	keskenduma	съсредоточен	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
keskendunud	съсредоточена	keskenduma	съсредоточа	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
avamine	отворено	avamine	отворя	N;NOM;SG	ADV
avamine	отвори	avamine	отворя-(се)	N;NOM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
toode	продукти	toode	продукт	N;NOM;SG	N;INDF;MASC;PL
susan	сюзън	susan	сюзън	N;NOM;SG	PROPN;INDF;FEM;SG
elektriline	електрическо	elektriline	електрически	ADJ;NOM;SG	ADV
elektriline	електрическо	elektriline	електрически	ADJ;NOM;SG	ADV
elektriline	електричество	elektriline	електричество	ADJ;NOM;SG	N;INDF;NEUT;SG
varane	ранни	varane	ранна	ADJ;NOM;SG	ADJ;INDF;PL
varane	рано	varane	рано	ADJ;NOM;SG	ADV
varane	ърли	varane	ъръл	ADJ;NOM;SG	N;INDF;FEM;PL
lendab	мухи	lendama	муха	V;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
lendab	мухите	lendama	муха	V;IND;SG;3;PRS;FIN;ACT	N;DEF;FEM;PL
hull	лудо	hull	лудо	ADJ;NOM;SG	ADV
hull	луди	hull	луд	ADJ;NOM;SG	ADJ;INDF;PL
hull	лудост	hull	лудост	ADJ;NOM;SG	N;INDF;FEM;SG
kontrollitud	контролирана	kontrolli=tud	контролирам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
kontrollitud	контролиран	kontrolli=tud	контролирам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
kontrollitud	контролирани	kontrolli=tud	контролирам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
kontrollitud	контролирано	kontrolli=tud	контролирам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
kontrollitud	потвърдено	kontrolli=tud	потвърдя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kontrollitud	проверено	kontrolli=tud	проверя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kontrollitud	проверен	kontrolli=tud	проверен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kontrollitud	проверена	kontrolli=tud	проверя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
kontrollitud	проверени	kontrolli=tud	проверя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
kontrollitud	проверено	kontrolli=tud	проверя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
kontrollitud	проверен	kontrolli=tud	проверен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
kontrollitud	проверени	kontrolli=tud	проверя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
kontrollitud	проверих	kontrolli=tud	проверя	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;1;PST;FIN;ACT
süstemaatiline	системно	süstemaatiline	системно	ADJ;NOM;SG	ADV
süstemaatiline	систематично	süstemaatiline	систематично	ADJ;NOM;SG	ADV
süstemaatiline	системни	süstemaatiline	системен	ADJ;NOM;SG	ADJ;INDF;PL
dominikaani	доминиканската	dominikaan	доминикански	N;NOM;SG	ADJ;DEF;FEM;SG
juhuslik	случайни	juhuslik	случаен	ADJ;NOM;SG	ADJ;INDF;PL
juhuslik	произволно	juhuslik	произволен	ADJ;NOM;SG	ADV
juhuslik	небрежно	juhuslik	небрежно	ADJ;NOM;SG	ADV
juhuslik	инцидентно	juhuslik	инцидентно	ADJ;NOM;SG	ADV
tommy	томи	tommy	томи	N;NOM;SG	PROPN;INDF;MASC;SG
mitchell	мичъл	mitchell	мичъл	N;NOM;SG	PROPN;INDF;MASC;SG
vaikne	тихо	vaikne	тихо	ADJ;NOM;SG	ADV
vaikne	мълчание	vaikne	мълчание	ADJ;NOM;SG	N;INDF;NEUT;SG
vaikne	мълчалив	vaikne	мълчалив	ADJ;NOM;SG	N;INDF;MASC;SG
soul	сеул	soul	сеул	N;NOM;SG	PROPN;INDF;MASC;SG
esindavad	представляващи	esindama	представлявам	V;IND;PL;3;PRS;FIN;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
esindavad	представляваща	esindama	представлявам	V;IND;PL;3;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
esindavad	представляващ	esindama	представлявам	V;IND;PL;3;PRS;FIN;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
riiklikud	национална	riiklik	национален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
riiklikud	национален	riiklik	национален	ADJ;NOM;PL	ADJ;INDF;MASC;SG
riiklikud	национално	riiklik	национален	ADJ;NOM;PL	ADV
una	уна	una	уна	N;NOM;SG	PROPN;INDF;FEM;SG
kirjutamine	пиши	kirjutamine	пиша	N;NOM;SG	V;IPFV;IMP;SG;2;FIN
kirjutamine	напишете	kirjutamine	напиша	N;NOM;SG	V;PFV;IMP;PL;2;FIN
kirjutamine	пишете	kirjutamine	пиша	N;NOM;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
kirjutamine	гори	kirjutamine	гора	N;NOM;SG	N;INDF;FEM;PL
kirjutamine	пиша	kirjutamine	пиша	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
alustatud	започнати	alusta=tud	започна	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
alustatud	започнато	alusta=tud	започна	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
alustatud	започна	alusta=tud	започна	ADJ;PST;V.PTCP;PASS	V;PFV;IND;SG;3;PST;FIN;ACT
võimaldades	позволяващи	võimaldama	позволявам-(си)	V;V.CVB	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
domineerivad	доминиращ	domineerima	доминирам	V;IND;PL;3;PRS;FIN;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
bin	бин	bin	бин	N;NOM;SG	PROPN;INDF;MASC;SG
cross	крос	cross	крос	N;NOM;SG	PROPN;INDF;MASC;SG
kangas	платове	kangas	плат	N;NOM;SG	N;INDF;MASC;PL
eetrisse	излъчен	eeter	излъка	N;IN+ALL;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
tüvi	стволови	tüvi	стволов	N;NOM;SG	N;INDF;MASC;PL
nicole	никол	nicole	никол	N;NOM;SG	PROPN;INDF;FEM;SG
luud	костите	luud	кост	N;NOM;SG	N;DEF;FEM;PL
luud	кокали	luud	кокал	N;NOM;SG	N;INDF;MASC;PL
luud	кости	luud	кост	N;NOM;SG	N;INDF;FEM;PL
luud	кости	luud	кост	N;NOM;SG	N;INDF;FEM;PL
töödeldud	лекувани	töödel=dud	лекувам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
töödeldud	обработен	töödel=dud	обработя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
töödeldud	обработени	töödel=dud	обработя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
töödeldud	третирани	töödel=dud	третирам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
töödeldud	лекувана	töödel=dud	лекувам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
töödeldud	преработени	töödel=dud	преработя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
töödeldud	обработена	töödel=dud	обработя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
töödeldud	преработен	töödel=dud	преработен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
töödeldud	обработени	töödel=dud	обработя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
töödeldud	обработен	töödel=dud	обработя	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
santo	санто	santo	санто	N;NOM;SG	PROPN
universaalne	универсално	universaalne	универсално	ADJ;NOM;SG	ADV
universaalne	универсални	universaalne	универсален	ADJ;NOM;SG	ADJ;INDF;PL
dick	дик	dick	дик	N;NOM;SG	PROPN;INDF;MASC;SG
xxi	xxi	xx	xxi	N;NOM;SG	ADJ;INDF;MASC;SG
malcolm	малкълм	malcolm	малкълм	N;NOM;SG	PROPN;INDF;MASC;SG
analüütiline	аналитични	analüütiline	аналитичен	ADJ;NOM;SG	ADJ;INDF;PL
klaasist	стъкла	klaas	стъкло	N;IN+ABL;SG	N;INDF;NEUT;PL
liigitatud	поверително	liigitama	поверителен	V;PST;V.PTCP;PASS	ADV
liigitatud	секретно	liigitama	секретен	V;PST;V.PTCP;PASS	ADV
hääled	вот	hääl	вот	N;NOM;PL	N;INDF;MASC;SG
reklaami	рекламен	reklaam	рекламен	N;PRT;SG	ADJ;INDF;MASC;SG
reklaami	реклами	reklaam	реклам	N;PRT;SG	N;INDF;FEM;PL
avastada	откриване	avastama	откриване	V;NFIN	N;INDF;NEUT;SG
vase	меден	vase	меден	N;NOM;SG	ADJ;INDF;MASC;SG
vase	медни	vase	меден	N;NOM;SG	ADJ;INDF;PL
vase	медна	vase	меден	N;NOM;SG	ADJ;INDF;FEM;SG
tiib	уинг	tiib	уинг	N;NOM;SG	PROPN;INDF;MASC;SG
neiu	моминско	neiu	момински	N;NOM;SG	ADV
neiu	моминското	neiu	момински	N;NOM;SG	ADJ;DEF;NEUT;SG
robinson	робинсън	robinson	робинсън	N;NOM;SG	PROPN;INDF;MASC;SG
salajane	секретно	salajane	секретен	ADJ;NOM;SG	ADV
salajane	тайна	salajane	тайна	ADJ;NOM;SG	N;INDF;FEM;SG
salajane	таен	salajane	таен	ADJ;NOM;SG	N;INDF;MASC;SG
salajane	тайната	salajane	тайна	ADJ;NOM;SG	N;DEF;FEM;SG
salajane	тайно	salajane	тайно	ADJ;NOM;SG	ADV
õiguslik	правно	õiguslik	правен	ADJ;NOM;SG	ADV
õiguslik	правни	õiguslik	правен	ADJ;NOM;SG	ADJ;INDF;PL
õiguslik	правен	õiguslik	правя-(се)	ADJ;NOM;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
õiguslik	законно	õiguslik	законен	ADJ;NOM;SG	ADV
personal	служители	personal	служител	N;NOM;SG	N;INDF;MASC;PL
aadlik	благородник	aadlik	благородник	ADJ;NOM;SG	N;INDF;MASC;SG
rabi	раби	rabi	раба	N;NOM;SG	N;INDF;MASC;PL
hinnang	рейтинги	hinnang	рейтинг	N;NOM;SG	N;INDF;MASC;PL
hinnang	оцени	hinnang	оценя	N;NOM;SG	V;PFV;IMP;SG;2;FIN
clinton	клинтън	clinton	клинтън	N;NOM;SG	PROPN;INDF;MASC;SG
sõit	вози	sõit	воза	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
sõit	язди	sõit	язда	N;NOM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
olek	държавно	olek	държавен	N;NOM;SG	ADV
cole	коул	cole	коул	N;NOM;SG	PROPN;INDF;MASC;SG
päästis	спасена	päästma	спася-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
päästis	спасен	päästma	спасен	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
päästis	спасени	päästma	спася-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
tõestas	доказано	tõestama	докажа	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vallutanud	завладян	vallutama	завладея	V;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vallutanud	завладяна	vallutama	завладея	V;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
akt	act	akt	act	N;NOM;SG	PROPN;INDF;MASC;SG
purustatud	смачкан	purustama	смачкам	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;SG
purustatud	смазан	purustama	смажа	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
purustatud	смачкани	purustama	смачкан	ADJ;PST;V.PTCP;PASS	N;INDF;MASC;PL
purustatud	разбит	purustama	разбия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
purustatud	разбито	purustama	разбия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
purustatud	разбита	purustama	разбия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
purustatud	разбити	purustama	разбия-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
kreeta	крит	kreeta	крит	N;NOM;SG	PROPN;INDF;MASC;SG
juha	юха	juha	юха	N;NOM;SG	PROPN;INDF;MASC;SG
clarke	кларк	clarke	кларк	N;NOM;SG	PROPN;INDF;MASC;SG
tellis	тухла	tellima	тухла	V;IND;SG;3;PST;FIN;ACT	N;INDF;FEM;SG
tellis	брик	tellima	брик	V;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
tellis	наредено	tellima	нареда-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
tellis	поръчани	tellima	поръчам	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
rene	рене	rene	рена	N;NOM;SG	PROPN;INDF;MASC;SG
rene	рене	rene	рена	N;NOM;SG	PROPN;INDF;MASC;SG
calabria	калабрия	calabria	калабрия	N;NOM;SG	PROPN;INDF;FEM;SG
võrgustik	мрежови	võrgustik	мрежов	N;NOM;SG	ADJ;INDF;PL
võrgustik	мрежова	võrgustik	мрежов	N;NOM;SG	ADJ;INDF;FEM;SG
magister	magister	magister	magister	N;NOM;SG	PROPN;INDF;MASC;SG
äge	страхотни	äge	страхотен	ADJ;NOM;SG	ADJ;INDF;PL
äge	страхотно	äge	страхотно	ADJ;NOM;SG	ADV
äge	супер	äge	супер	ADJ;NOM;SG	ADV
isane	мъжко	isane	мъжко	ADJ;NOM;SG	ADV
isane	мъжки	isane	мъжки	ADJ;NOM;SG	ADJ;INDF;PL
isane	мъж	isane	мъж	ADJ;NOM;SG	N;INDF;MASC;SG
isane	мъжкар	isane	мъжкар	ADJ;NOM;SG	N;INDF;MASC;SG
isane	мъжка	isane	мъжка	ADJ;NOM;SG	N;INDF;FEM;SG
ühik	звена	ühik	звен	N;NOM;SG	N;INDF;NEUT;PL
ühik	единици	ühik	единица	N;NOM;SG	N;INDF;FEM;PL
make	направи	make	направя-(се)	N;NOM;SG	V;PFV;IMP;SG;2;FIN
suitsu	цигари	suits	цигара	N;PRT;SG	N;INDF;FEM;PL
suitsu	пуши	suits	пуши-ми-се	N;PRT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
veteran	ветерани	veteran	ветерани	N;NOM;SG	N;INDF;MASC;PL
kameruni	камерун	kamer	камерун	N;NOM;SG	PROPN;INDF;MASC;SG
aux	aux	aux	aux	N;NOM;SG	PROPN
western	западна	western	западна	N;NOM;SG	ADJ;INDF;FEM;SG
western	западни	western	западен	N;NOM;SG	ADJ;INDF;PL
western	западен	western	западя-(се)	N;NOM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
western	западните	western	западен	N;NOM;SG	ADJ;DEF;PL
lima	лима	lima	лима	N;NOM;SG	PROPN;INDF;FEM;SG
õppimine	уча	õppimine	уча-(се)	N;NOM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
õppimine	учим	õppimine	уча-(се)	N;NOM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
deep	дълбока	deep	дълбок	N;NOM;SG	ADJ;INDF;FEM;SG
deep	дълбок	deep	дълбок	N;NOM;SG	ADJ;INDF;MASC;SG
deep	дълбоки	deep	дълбок	N;NOM;SG	ADJ;INDF;PL
deep	дълбоко	deep	дълбоко	N;NOM;SG	ADV
wien	wien	wien	wien	N;NOM;SG	PROPN;INDF;MASC;SG
läbirääkimiste	договаряне	läbi_rääkimine	договаряне	N;GEN;PL	N;INDF;NEUT;SG
läbirääkimiste	преговори	läbi_rääkimine	преговори	N;GEN;PL	N;INDF
läbirääkimiste	преговорите	läbi_rääkimine	преговори	N;GEN;PL	N;DEF
vahetu	преки	vahetu	преки	ADJ;NOM;SG	ADJ;INDF;PL
vahetu	директно	vahetu	директно	ADJ;NOM;SG	ADV
vahetu	пряко	vahetu	пряко	ADJ;NOM;SG	ADV
vahetu	незабавно	vahetu	незабавно	ADJ;NOM;SG	ADV
eemaldatud	премахната	eemaldama	премахен	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
eemaldatud	премахнато	eemaldama	премахна	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
eemaldatud	премахнат	eemaldama	премахна	ADJ;PST;V.PTCP;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
eemaldatud	премахнати	eemaldama	премахна	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
eemaldatud	отстранени	eemaldama	отстраня-(се)	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
lópez	лопес	lópez	лопес	N;NOM;SG	PROPN;INDF;MASC;SG
michigani	мичиган	michigan	мичиган	NUM;NOM;SG	N;INDF;MASC;SG
michigani	мичигън	michigan	мичигън	NUM;NOM;SG	N;INDF;MASC;SG
greene	грийн	green	грийн	N;NOM;SG	PROPN;INDF;MASC;SG
nikola	никола	nikol	никол	N;NOM;SG	PROPN;INDF;MASC;SG
nora	нора	nora	нора	N;NOM;SG	PROPN;INDF;FEM;SG
kriitikat	критики	kriitika	критика	N;PRT;SG	N;INDF;FEM;PL
kriitikat	критики	kriitika	критика	N;PRT;SG	N;INDF;FEM;PL
mln	милион	mln	милион	NUM	N;INDF;MASC;SG
mln	мио	mln	мио	NUM	PROPN;INDF;MASC;SG
loetud	чета	lugema	чета	V;PST;V.PTCP;PASS	V;IPFV;IND;SG;1;PRS;FIN;ACT
loetud	чети	lugema	чета	V;PST;V.PTCP;PASS	N;INDF;FEM;PL
loetud	четене	lugema	четене	V;PST;V.PTCP;PASS	N;INDF;NEUT;SG
teaduskonna	преподаватели	teaduskond	преподавател	N;PRT;SG	N;INDF;MASC;PL
meeskonnad	круз	meeskond	круз	N;NOM;PL	PROPN;INDF;MASC;SG
sõltumatud	независима	sõltumatu	независим	ADJ;NOM;PL	ADJ;INDF;FEM;SG
sõltumatud	независим	sõltumatu	независим	ADJ;NOM;PL	ADJ;INDF;MASC;SG
sõltumatud	несвързано	sõltumatu	несвързано	ADJ;NOM;PL	ADV
annika	аника	annika	аник	N;NOM;SG	PROPN;INDF;FEM;SG
perry	пери	perry	пери	N;NOM;SG	PROPN;INDF;MASC;SG
juuksed	косъм	juus	косъм	N;NOM;PL	N;INDF;MASC;SG
juuksed	косата	juus	коса	N;NOM;PL	N;DEF;FEM;SG
juuksed	коса	juus	коса	N;NOM;PL	N;INDF;FEM;SG
trooja	трой	trooja	трой	N;NOM;SG	PROPN;INDF;MASC;SG
trooja	троянски	trooja	троянски	N;NOM;SG	ADJ;INDF;MASC;SG
sein	sein	sein	sein	N;NOM;SG	PROPN;INDF;MASC;SG
avalikud	публично	avalik	публично	ADJ;NOM;PL	ADV
avalikud	публична	avalik	публичен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
avalikud	обществено	avalik	обществен	ADJ;NOM;PL	ADV
avalikud	публичен	avalik	публичен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
tšaikovski	чайковски	tšaikovski	чайковски	N;NOM;SG	PROPN;INDF;MASC;SG
haritud	образован	haritud	образовам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
haritud	образовани	haritud	образовам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
haritud	образована	haritud	образовам	ADJ;PST;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
haritud	култивирани	haritud	култивирам	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
kulud	разход	kulu	разход	N;NOM;PL	N;INDF;MASC;SG
kulud	разход	kulu	разход	N;NOM;PL	N;INDF;MASC;SG
kulud	цена	kulu	цена	N;NOM;PL	N;INDF;FEM;SG
professionaalne	професионални	professionaalne	професионален	ADJ;NOM;SG	ADJ;INDF;PL
professionaalne	професионалист	professionaalne	професионалист	ADJ;NOM;SG	N;INDF;MASC;SG
professionaalne	професионално	professionaalne	професионално	ADJ;NOM;SG	ADV
selgitas	обяснено	selgitama	обясня-(се)	V;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
teostatud	извършен	teostama	извърша	ADJ;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
