το	les	ο	le	DET;NOM;DEF;NEUT;SG	DET;DEF;PL
εσείς	tu	εγώ	il	PRO;NOM;MASC;PL;2	PRO;SG;2
εσείς	toi	εγώ	soi	PRO;NOM;MASC;PL;2	PRO;SG;2
εσείς	you	εγώ	you	PRO;NOM;MASC;PL;2	PRO;SG;2
περιμένει	attente	περιμένω	attente	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
νείλου	nil	νέλος	nil	PROPN;NOM;NEUT;SG	N;MASC;SG
κυρίαρχο	dominante	κυρίαρχος	dominant	N;NOM;NEUT;SG	ADJ;FEM;SG
κυρίαρχο	dominant	κυρίαρχος	dominer	N;NOM;NEUT;SG	V;PRS;V.PTCP
κυρίαρχο	souveraines	κυρίαρχος	souverain	N;NOM;NEUT;SG	ADJ;FEM;PL
κυρίαρχο	souverains	κυρίαρχος	souverain	N;NOM;NEUT;SG	N;MASC;PL
κυρίαρχο	souveraine	κυρίαρχος	souverain	N;NOM;NEUT;SG	ADJ;FEM;SG
περιστασιακά	occasionnels	περιστασιακός	occasionnel	ADV	ADJ;MASC;PL
περιστασιακά	occasionnelles	περιστασιακός	occasionnel	ADV	ADJ;FEM;PL
περιστασιακά	occasionnelle	περιστασιακός	occasionnel	ADV	ADJ;FEM;SG
περιστασιακά	occasionnel	περιστασιακός	occasionnel	ADV	ADJ;MASC;SG
πρόκληση	gageure	πρόκληση	gageure	N;ACC;FEM;SG	ADJ;FEM;SG
ελίζαμπεθ	elizabeth	ελίζαμπεθ	elizabeth		ADJ;MASC;SG
ελίζαμπεθ	élisabeth	ελίζαμπεθ	élisabeth		N;FEM;SG
φυσικούς	physiciens	φυσικός	physicien	ADJ;ACC;MASC;PL	N;MASC;PL
τάουν	towne	τάω	towner		PROPN
αντιγραφή	double	αντιγραφή	double	N;NOM;FEM;SG	ADJ;MASC;SG
αντιγραφή	dupliquer	αντιγραφή	dupliquer	N;NOM;FEM;SG	V;NFIN
αντιγραφή	copiez	αντιγραφή	copiez	N;NOM;FEM;SG	V;IMP;PL;2;PRS;FIN
αντιγραφή	exemplaire	αντιγραφή	exemplaire	N;NOM;FEM;SG	ADJ;MASC;SG
αντιγραφή	copier	αντιγραφή	copier	N;NOM;FEM;SG	V;NFIN
αντιγραφή	copier	αντιγραφή	copier	N;NOM;FEM;SG	V;NFIN
κολομβίας	colombienne	κολομβία	colombien	N;GEN;FEM;SG	ADJ;FEM;SG
κολομβίας	colombiens	κολομβία	colombien	N;GEN;FEM;SG	N;MASC;PL
κολομβίας	colombie	κολομβία	colombie	N;GEN;FEM;SG	PROPN
τάφοι	graves	τάφος	grave	N;NOM;NEUT;PL	ADJ;MASC;PL
λιούις	lewis	λιούι	lewi	PROPN;NOM;MASC;SG	PROPN
ανέθεσε	commandées	αναθέτω	commander	V;PFV;IND;SG;3;PST;FIN;ACT	V;FEM;PL;PST;V.PTCP
κόκκινα	roux	κόκκινος	roux	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
κόκκινα	rouge	κόκκινος	rouge	ADJ;NOM;NEUT;PL	ADJ;MASC;SG
χριστόφορος	christopher	χριστόφορος	christopher	PROPN;NOM;MASC;SG	N;MASC;SG
χριστόφορος	christophe	χριστόφορος	christophe	PROPN;NOM;MASC;SG	N;MASC;SG
φιλελεύθερο	libéraux	φιλελεύθερος	libéral	ADJ;NOM;NEUT;SG	N;MASC;PL
φιλελεύθερο	libérales	φιλελεύθερος	libéral	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
ντέρμπι	derby	ντέρμπι	derby		N;MASC;SG
σύνοψη	sommaire	σύνοψη	sommaire	N;NOM;FEM;SG	ADJ;MASC;SG
σύνοψη	récapitulatif	σύνοψη	récapitulatif	N;NOM;FEM;SG	ADJ;MASC;SG
σύνοψη	résumé	σύνοψη	résumé	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
διαθέσιμη	dispo	διαθέσιμος	dispo	ADJ;NOM;FEM;SG	INTJ
διαθέσιμη	disponibles	διαθέσιμος	disponible	ADJ;NOM;FEM;SG	ADJ;MASC;PL
υπολείμματα	résidu	υπόλειμμα	résidu	N;NOM;NEUT;PL	N;MASC;SG
παρεκκλήσι	chapel	παρεκκλήσι	chapel	N;NOM;NEUT;SG	PROPN
έρημο	déserté	έρημος	déserter	N;ACC;MASC;SG	V;MASC;SG;PST;V.PTCP
έρημο	déserte	έρημος	désert	N;ACC;MASC;SG	ADJ;FEM;SG
έρημο	désertique	έρημος	désertique	N;ACC;MASC;SG	ADJ;MASC;SG
ρίχτερ	richter	ρίχτερ	richter	N;NOM;MASC;SG	PROPN
προβλέπει	prédit	προβλέπω	prédit	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
συνωμοσία	complots	συνωμοσία	complot	N;NOM;FEM;SG	N;MASC;PL
αναλυτική	analytiques	αναλυτικός	analytique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
αυστριακή	autrichiennes	αυστριακός	autrichien	ADJ;NOM;FEM;SG	ADJ;FEM;PL
πιθανότητες	probabilité	πιθανότητα	probabilité	N;NOM;FEM;PL	N;FEM;SG
πιθανότητες	vraisemblance	πιθανότητα	vraisemblance	N;NOM;FEM;PL	N;FEM;SG
συνηθισμένο	ordinaire	συνηθίζω	ordinaire	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
συνηθισμένο	ordinaires	συνηθίζω	ordinaire	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL
διαδηλωτές	contestataires	διαδηλωτής	contestataire	N;NOM;MASC;PL	ADJ;MASC;PL
διαδηλωτές	contestataires	διαδηλωτής	contestataire	N;NOM;MASC;PL	ADJ;MASC;PL
κήπος	jardins	κήπος	jardin	N;NOM;MASC;SG	N;MASC;PL
καταδίκη	peines	καταδίκη	peine	N;ACC;FEM;SG	N;FEM;PL
μάλι	malien	μάλι	malien	PROPN;NOM;NEUT;SG	ADJ;MASC;SG
μάλι	mali	μάλι	mali	PROPN;NOM;NEUT;SG	N;MASC;SG
παλαιστίνης	palestine	παλαιστίνος	palestin	PROPN;GEN;FEM;SG	ADJ;FEM;SG
παλαιστίνης	palestinienne	παλαιστίνος	palestinien	PROPN;GEN;FEM;SG	ADJ;FEM;SG
παλαιστίνης	palestinien	παλαιστίνος	palestinien	PROPN;GEN;FEM;SG	ADJ;MASC;SG
εξαφάνιση	disparitions	εξαφάνιση	disparition	N;ACC;FEM;SG	N;FEM;PL
μάρμαρο	marbres	μάρμαρο	marbre	N;NOM;NEUT;SG	N;MASC;PL
σύντομος	courte	σύντομος	court	N;NOM;MASC;SG	ADJ;FEM;SG
σύντομος	court	σύντομος	court	N;NOM;MASC;SG	ADJ;MASC;SG
σύντομος	courts	σύντομος	court	N;NOM;MASC;SG	ADJ;MASC;PL
σύντομος	courtes	σύντομος	court	N;NOM;MASC;SG	ADJ;FEM;PL
σύντομος	bref	σύντομος	bref	N;NOM;MASC;SG	INTJ
σύντομος	brèves	σύντομος	breve	N;NOM;MASC;SG	ADJ;FEM;PL
σύντομος	brève	σύντομος	bref	N;NOM;MASC;SG	ADJ;FEM;SG
μάθησης	apprendre	μάθηση	apprendre	N;GEN;FEM;SG	V;NFIN
ηλεκτρονίων	électron	ηλεκτρόνιος	électron	N;GEN;NEUT;PL	N;MASC;SG
αρχικός	initiales	αρχικός	initial	ADJ;NOM;MASC;SG	ADJ;FEM;PL
αρχικός	originaux	αρχικός	original	ADJ;NOM;MASC;SG	ADJ;MASC;PL
φάνηκε	semblaient	φαίνομαι	sembler	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;PL;3;IPFV;FIN
φάνηκε	semblait	φαίνομαι	sembler	V;PFV;IND;SG;3;PST;FIN;PASS	V;IND;SG;3;IPFV;FIN
αγαπητέ	chère	αγαπητός	cher	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;FEM;SG
αγαπητέ	cher	αγαπητός	cher	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;MASC;SG
αγαπητέ	chers	αγαπητός	cher	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;MASC;PL
βελτιώσεις	amélioration	βελτίωση	amélioration	N;NOM;FEM;PL	N;FEM;SG
ήπειρος	épire	ήπειρος	épire	PROPN;NOM;FEM;SG	N;FEM;SG
ήπειρος	continent	ήπειρος	continent	PROPN;NOM;FEM;SG	N;MASC;SG
χάρβαρντ	harvard	χάρβαρντ	harvard	N;NOM;NEUT;SG	PROPN
υγρασία	humide	υγρασία	humide	N;NOM;FEM;SG	ADJ;MASC;SG
υγρασία	humides	υγρασία	humide	N;NOM;FEM;SG	ADJ;MASC;PL
άμεσο	directement	άμεσος	directement	ADJ;NOM;NEUT;SG	ADV
άμεσο	directs	άμεσος	direct	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
άμεσο	immédiates	άμεσος	immédiat	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
άμεσο	immédiats	άμεσος	immédiat	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
άμεσο	immédiatement	άμεσος	immédiatement	ADJ;NOM;NEUT;SG	ADV
αυστηρή	strictes	αυστηρή	strict	ADJ;NOM;FEM;SG	ADJ;FEM;PL
μόνιμος	permanentes	μόνιμος	permanent	ADJ;NOM;MASC;SG	ADJ;FEM;PL
μόνιμος	permanents	μόνιμος	permanent	ADJ;NOM;MASC;SG	ADJ;MASC;PL
δισ	billion	δίν	billion	N	PROPN
διόρθωση	corriger	διόρθωση	corriger	N;ACC;FEM;SG	V;NFIN
διόρθωση	rectificatif	διόρθωση	rectificatif	N;ACC;FEM;SG	ADJ;MASC;SG
βενεζουέλα	venezuela	βενεζουέλα	venezuela	PROPN;ACC;FEM;SG	PROPN
μάριο	mario	μάριο	mario		PROPN
νομοθετική	législatives	νομοθετικός	législatif	ADJ;NOM;FEM;SG	ADJ;FEM;PL
ραντάρ	radars	ραντάρ	radar	N;NOM;NEUT;SG	N;MASC;PL
αλγερία	algérie	αλγερία	algérie	PROPN;ACC;FEM;SG	ADJ;MASC;SG
κάρλο	carlo	κάρλος	carlo		PROPN
γειτονική	voisines	γειτονικός	voisin	ADJ;NOM;FEM;SG	ADJ;FEM;PL
σαντιάγο	santiago	σαντιάγος	santiago		PROPN
γιβραλτάρ	gibraltar	γιβραλτάρ	gibraltar		PROPN
παυσανία	pausanias	παυσανία	pausanias	PROPN;NOM;MASC;SG	PROPN
καταστατικό	statuts	καταστατικό	statut	N;NOM;NEUT;SG	N;MASC;PL
καταστατικό	statuts	καταστατικό	statut	N;NOM;NEUT;SG	N;MASC;PL
κένεντι	kennedy	κένεντι	kennedy	PROPN;NOM;MASC;SG	PROPN
ερμή	hermes	ερμή	herme	N;VOC;MASC;SG	PROPN
ερμή	hermès	ερμή	hermès	N;VOC;MASC;SG	PROPN
χιλιετία	millenium	χιλιετία	millenium	N;NOM;FEM;SG	PROPN
χιλιετία	millennium	χιλιετία	millennium	N;NOM;FEM;SG	PROPN
απαίτηση	exiger	απαίτηση	exiger	N;ACC;FEM;SG	V;NFIN
όμηρος	otages	όμηρος	otage	N;NOM;MASC;SG	N;MASC;PL
έρωτας	aime	έρωτο	aimer	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
έρωτας	aimer	έρωτο	aimer	N;NOM;MASC;SG	V;NFIN
έρωτας	love	έρωτο	love	N;NOM;MASC;SG	ADJ;FEM;SG
απονέμεται	décerné	απονέμω	décerner	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απονέμεται	attribué	απονέμω	attribuer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απονέμεται	récompensé	απονέμω	récompenser	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απονέμεται	décernés	απονέμω	décerner	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
γενετική	génétiques	γενετικός	génétique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ενδιαφέροντα	intérêts	ενδιαφέρω	intérêt	ADV	N;MASC;PL
ενδιαφέροντα	intéressante	ενδιαφέρω	intéressant	ADV	ADJ;FEM;SG
ενδιαφέροντα	intéressant	ενδιαφέρω	intéressant	ADV	ADJ;MASC;SG
ενδιαφέροντα	intéressantes	ενδιαφέρω	intéressant	ADV	ADJ;FEM;PL
ενδιαφέροντα	intéressants	ενδιαφέρω	intéressant	ADV	ADJ;MASC;PL
κατασκευάζεται	fabriqués	κατασκευάζω	fabriquer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
κατασκευάζεται	fabriqué	κατασκευάζω	fabriquer	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
πολλαπλές	multiple	πολλαπλά	multiple	ADJ;NOM;FEM;PL	ADJ;MASC;SG
πολλαπλές	plusieurs	πολλαπλά	plusieurs	ADJ;NOM;FEM;PL	PRO;PL
ιατρικές	médicale	ιατρικός	médical	ADJ;NOM;FEM;PL	ADJ;FEM;SG
ιατρικές	médical	ιατρικός	médical	ADJ;NOM;FEM;PL	ADJ;MASC;SG
χτύπημα	souffler	χτύπημα	souffler	N;NOM;NEUT;SG	V;NFIN
χτύπημα	touché	χτύπημα	toucher	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
χτύπημα	frappé	χτύπημα	frapper	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
χτύπημα	frapper	χτύπημα	frapper	N;NOM;NEUT;SG	V;NFIN
γιουβέντους	juventus	γιούβω	juventu	PROPN;NOM;MASC;PL	N;FEM;SG
παράθυρα	windows	παράθυρα	window	N;NOM;NEUT;PL	N;MASC;SG
μόνα	mouna	μόνος	mouner	ADJ;NOM;NEUT;PL	N;FEM;SG
μόνα	mona	μόνος	mona	ADJ;NOM;NEUT;PL	PROPN
βαρσοβίας	varsovie	βαρσοβία	varsovie	N;GEN;FEM;SG	PROPN
πανηγύρι	justes	πανηγύρι	juste	N;NOM;NEUT;SG	ADJ;MASC;PL
πανηγύρι	équitable	πανηγύρι	équitable	N;NOM;NEUT;SG	ADJ;MASC;SG
πανηγύρι	équitables	πανηγύρι	équitable	N;NOM;NEUT;SG	ADJ;MASC;PL
χριστίνα	christina	χριστίνα	christina	PROPN;NOM;FEM;SG	PROPN
χριστίνα	cristina	χριστίνα	cristina	PROPN;NOM;FEM;SG	PROPN
χριστίνα	christiane	χριστίνα	christiane	PROPN;NOM;FEM;SG	N;FEM;SG
χριστίνα	christine	χριστίνα	christine	PROPN;NOM;FEM;SG	N;FEM;SG
αξιοπιστία	crédible	αξιοπιστία	crédible	N;ACC;FEM;SG	ADJ;MASC;SG
κομήτης	comètes	κόμητος	comète	N;NOM;MASC;SG	N;FEM;PL
περιεκτικότητα	contenu	περιεκτικότητα	contenir	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
περιεκτικότητα	contenus	περιεκτικότητα	contenu	N;NOM;FEM;SG	V;MASC;PL;PST;V.PTCP
κομήτη	comètes	κόμητος	comète	N;NOM;MASC;SG	N;FEM;PL
τελ	tél	τελ	tél		N;MASC;SG
τελ	tel	τελ	tel		ADJ;MASC;SG
μοχάμεντ	muhammad	μοχάμεντ	muhammad		PROPN
μοχάμεντ	mahomet	μοχάμεντ	mahomet		N;MASC;SG
μοχάμεντ	mohammed	μοχάμεντ	mohammed		PROPN
μοχάμεντ	mahomet	μοχάμεντ	mahomet		N;MASC;SG
μοχάμεντ	muhammed	μοχάμεντ	muhammed		PROPN
μοχάμεντ	mahomet	μοχάμεντ	mahomet		N;MASC;SG
μοχάμεντ	mohamed	μοχάμεντ	mohamed		PROPN
ρώσους	russes	Ρώσος	russe	PROPN;ACC;MASC;PL	ADJ;MASC;PL
ψηφίστηκε	votés	ψηφίζω	voter	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
ψηφίστηκε	votées	ψηφίζω	voter	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
γεράκι	hawk	γεράκι	hawk	N;NOM;NEUT;SG	PROPN
εισόδημα	revenu	εισόδημα	revenir	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
εισόδημα	revenus	εισόδημα	revenu	N;NOM;NEUT;SG	N;MASC;PL
απαγορεύεται	interdites	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
απαγορεύεται	défendu	απαγορεύω	défendre	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απαγορεύεται	interdite	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
απαγορεύεται	interdit	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απαγορεύεται	interdits	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
απαγορεύεται	interdites	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;PL;PST;V.PTCP
απαγορεύεται	interdite	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
απαγορεύεται	interdit	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
απαγορεύεται	interdits	απαγορεύω	interdire	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
έπεισε	convaincus	πείθω	convaincre	V;PFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
φώτα	lumière	φώτα	lumière	N;NOM;NEUT;PL	N;FEM;SG
εύα	eva	εύμαι	eva	PROPN;NOM;FEM;SG	PROPN
εύα	ève	εύμαι	ève	PROPN;NOM;FEM;SG	PROPN
εύα	éva	εύμαι	éva	PROPN;NOM;FEM;SG	N;FEM;SG
εύα	ève	εύμαι	ève	PROPN;NOM;FEM;SG	PROPN
εύα	eve	εύμαι	eve	PROPN;NOM;FEM;SG	PROPN
τζεφ	jeff	τζεφ	jeff		PROPN
λουξεμβούργο	luxembourg	λουξεμβούργο	luxembourg	PROPN;NOM;NEUT;SG	N;MASC;SG
αυξανόμενη	grandir	αυξανόμενος	grandir	ADJ;NOM;FEM;SG	V;NFIN
αυξανόμενη	croissant	αυξανόμενος	croissant	ADJ;NOM;FEM;SG	N;MASC;SG
αυξανόμενη	grandissant	αυξανόμενος	grandir	ADJ;NOM;FEM;SG	V;PRS;V.PTCP
επιδρομή	raids	επιδρομή	raid	N;NOM;FEM;SG	N;MASC;PL
εγκαταλείφθηκε	abandonnés	εγκαταλείπω	abandonner	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
εγκαταλείφθηκε	abandonnées	εγκαταλείπω	abandonner	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
εισιτήρια	billetterie	εισιτήριο	billetterie	N;NOM;NEUT;PL	N;FEM;SG
ακαδημαϊκή	académiques	ακαδημαϊκός	académique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ακαδημαϊκή	universitaires	ακαδημαϊκός	universitaire	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ισαάκ	isaac	ισαάκ	isaac	N	PROPN
βροχή	pluies	βροχή	pluie	N;ACC;FEM;SG	N;FEM;PL
βροχή	rain	βροχή	rain	N;ACC;FEM;SG	PROPN
λόφος	hill	λόφος	hill	N;NOM;MASC;SG	PROPN
φερνάντο	fernando	φερνάν	fernando		PROPN
προκριματικό	qualificatif	προκριματικός	qualificatif	N;NOM;NEUT;SG	ADJ;MASC;SG
προκριματικό	qualifier	προκριματικός	qualifier	N;NOM;NEUT;SG	V;NFIN
δώρα	présente	δώρα	présent	N;NOM;NEUT;PL	ADJ;FEM;SG
ομοιότητες	similarité	ομοιότητα	similarité	N;NOM;FEM;PL	N;FEM;SG
παρατηρήθηκε	observés	παρατηρώ	observer	V;PFV;IND;SG;3;PST;FIN;PASS	V;MASC;PL;PST;V.PTCP
παρατηρήθηκε	observées	παρατηρώ	observer	V;PFV;IND;SG;3;PST;FIN;PASS	V;FEM;PL;PST;V.PTCP
χάινριχ	heinrich	χάινριχ	heinrich		PROPN
επένδυση	investir	επένδυση	investir	N;ACC;FEM;SG	V;NFIN
επένδυση	investissements	επένδυση	investissement	N;ACC;FEM;SG	N;MASC;PL
λιβάνου	libanais	λίβανος	libanais	PROPN;NOM;MASC;SG	ADJ;MASC;SG
λιβάνου	libanaises	λίβανος	libanais	PROPN;NOM;MASC;SG	ADJ;FEM;PL
λιβάνου	libanaise	λίβανος	libanais	PROPN;NOM;MASC;SG	ADJ;FEM;SG
ροδόπης	rodopi	ροδόπη	rodopi	PROPN;GEN;FEM;SG	PROPN
πρόσοψη	façades	πρόσοψη	façade	N;NOM;FEM;SG	N;FEM;PL
έντασης	intensités	ένταση	intensité	N;GEN;FEM;SG	N;FEM;PL
ηθικό	moral	ηθικός	moral	N;NOM;NEUT;SG	ADJ;MASC;SG
ηθικό	éthiques	ηθικός	éthique	N;NOM;NEUT;SG	ADJ;MASC;PL
ηθικό	éthique	ηθικός	éthique	N;NOM;NEUT;SG	ADJ;MASC;SG
ηθικό	morale	ηθικός	moral	N;NOM;NEUT;SG	ADJ;FEM;SG
ηθικό	moral	ηθικός	moral	N;NOM;NEUT;SG	ADJ;MASC;SG
ηθικό	moraux	ηθικός	moral	N;NOM;NEUT;SG	ADJ;MASC;PL
επιλέξει	choisis	επιλέγω	choisir	V;PFV;IND;SG;3;FIN;ACT	V;MASC;PL;PST;V.PTCP
διδακτορική	doctorat	διδακτορικός	doctorat	ADJ;NOM;FEM;SG	N;MASC;SG
εγχειρίδιο	manual	εγχειρίδιο	manual	N;NOM;NEUT;SG	PROPN
εγχειρίδιο	manuels	εγχειρίδιο	manuel	N;NOM;NEUT;SG	N;MASC;PL
εγχειρίδιο	manuelle	εγχειρίδιο	manuelle	N;NOM;NEUT;SG	ADJ;FEM;SG
σημείωμα	notez	σημείωμα	noter	N;NOM;NEUT;SG	V;IMP;PL;2;PRS;FIN
οξεία	aigus	οξεία	aigus	ADJ;NOM;FEM;SG	ADJ;MASC;PL
οξεία	aiguës	οξεία	aigu	ADJ;NOM;FEM;SG	ADJ;FEM;PL
εισέβαλε	envahis	εισβάλλω	envahi	V;IPFV;IND;SG;3;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
εισέβαλε	envahit	εισβάλλω	envahir	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
εκτελείται	exécuté	εκτελώ	exécuter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
εκτελείται	exécutés	εκτελώ	exécuter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
εκτελείται	exécutée	εκτελώ	exécuter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
φίλη	amis	φίλος	ami	N;NOM;FEM;SG	N;MASC;PL
προστίθεται	ajoutés	προστίθεμαι	ajouter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
προστίθεται	ajouté	προστίθεμαι	ajouter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
προστίθεται	ajout	προστίθεμαι	ajout	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;MASC;SG
προστίθεται	ajoutée	προστίθεμαι	ajouter	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
φρούτα	fruitières	φρούτα	fruitier	N;NOM;NEUT;PL	ADJ;FEM;PL
μόντρεαλ	montréal	μόντρεαλ	montréal	PROPN;NOM;FEM;SG	N;MASC;SG
μόντρεαλ	montreal	μόντρεαλ	montreal	PROPN;NOM;FEM;SG	PROPN
ίσο	égales	ίσο	égal	N;NOM;NEUT;SG	ADJ;FEM;PL
ίσο	égaux	ίσο	égal	N;NOM;NEUT;SG	ADJ;MASC;PL
ίσο	égal	ίσο	égal	N;NOM;NEUT;SG	ADJ;MASC;SG
ίσο	égale	ίσο	égal	N;NOM;NEUT;SG	ADJ;FEM;SG
ορατό	visible	ορατός	visible	N;ACC;MASC;SG	ADJ;MASC;SG
ορατό	visibles	ορατός	visible	N;ACC;MASC;SG	ADJ;MASC;PL
αυτόματο	automatique	αύτομα	automatique	N;NOM;NEUT;SG	ADJ;MASC;SG
αυτόματο	automatiques	αύτομα	automatique	N;NOM;NEUT;SG	ADJ;MASC;PL
αυτόματο	automatisé	αύτομα	automatiser	N;NOM;NEUT;SG	V;MASC;SG;PST;V.PTCP
αυτόματο	automatique	αύτομα	automatique	N;NOM;NEUT;SG	ADJ;MASC;SG
εντυπωσιακό	impressionnantes	εντυπωσιακός	impressionnant	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
εντυπωσιακό	impressionnants	εντυπωσιακός	impressionnant	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
σερβική	serbes	σερβικός	serbe	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ειδήσεις	actualité	είδηση	actualité	N;NOM;FEM;PL	N;FEM;SG
ειδήσεις	nouvelles	είδηση	nouveau	N;NOM;FEM;PL	ADJ;FEM;PL
αργή	ralentir	αργή	ralentir	ADJ;NOM;FEM;SG	V;NFIN
αργή	lentement	αργή	lentement	ADJ;NOM;FEM;SG	ADV
αργή	lenteur	αργή	lenteur	ADJ;NOM;FEM;SG	N;FEM;SG
καυσίμων	combustible	καύσιμος	combustible	N;GEN;NEUT;PL	ADJ;MASC;SG
καυσίμων	carburant	καύσιμος	carburant	N;GEN;NEUT;PL	N;MASC;SG
μανουέλ	manuel	μανουέλ	manuel		N;MASC;SG
χάνουν	perdez	χάνω	perdre	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
χάνουν	perd	χάνω	perdre	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αρνητικό	négatives	αρνητικός	négatif	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
αρνητικό	négatifs	αρνητικός	négatif	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
άρμα	flotteurs	άρμα	flotteur	N;NOM;NEUT;SG	N;MASC;PL
άρμα	flottant	άρμα	flotter	N;NOM;NEUT;SG	V;PRS;V.PTCP
άρμα	flotter	άρμα	flotter	N;NOM;NEUT;SG	V;NFIN
προσαρμογή	adapter	προσαρμογή	adapter	N;NOM;FEM;SG	V;NFIN
προσαρμογή	ajustements	προσαρμογή	ajustement	N;NOM;FEM;SG	N;MASC;PL
προσαρμογή	ajuster	προσαρμογή	ajuster	N;NOM;FEM;SG	V;NFIN
προσαρμογή	adapter	προσαρμογή	adapter	N;NOM;FEM;SG	V;NFIN
προσαρμογή	adapt	προσαρμογή	adapt	N;NOM;FEM;SG	PROPN
στερεό	solides	στερεό	solide	N;NOM;NEUT;SG	ADJ;MASC;PL
στερεό	solide	στερεό	solide	N;NOM;NEUT;SG	ADJ;MASC;SG
περιπέτεια	aventures	περιπέτεια	aventure	N;NOM;FEM;SG	N;FEM;PL
μαντόνα	madone	μαντόνα	madone	PROPN;NOM;FEM;SG	N;FEM;SG
μαντόνα	madonna	μαντόνα	madonna	PROPN;NOM;FEM;SG	PROPN
