van	from	van	from	ADP	N
afgewezen	rechazado	afwijzen	rechazado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
afgewezen	rechazada	afwijzen	rechazado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
afgewezen	negado	afwijzen	negado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
afgewezen	negada	afwijzen	negada	V;V.PTCP	ADJ;FEM;SG;V.PTCP
afgewezen	denegada	afwijzen	denegar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
afgewezen	denegado	afwijzen	denegar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
amerikaan	americano	amerikaan	americano	N;MASC+FEM;SG	ADJ;MASC;SG
amerikaan	estadounidense	amerikaan	estadounidense	N;MASC+FEM;SG	ADJ;SG
amerikaan	americanos	amerikaan	americano	N;MASC+FEM;SG	N;MASC;PL
amerikaan	americana	amerikaan	americana	N;MASC+FEM;SG	ADJ;FEM;SG
amerikaan	americanas	amerikaan	americano	N;MASC+FEM;SG	ADJ;FEM;PL
amerikaan	americanos	amerikaan	americano	N;MASC+FEM;SG	N;MASC;PL
amerikaan	estadounidenses	amerikaan	estadounidense	N;MASC+FEM;SG	N;PL
amerikaan	norteamericanos	amerikaan	norteamericano	N;MASC+FEM;SG	N;MASC;PL
teruggevonden	recuperado	terugvinden	recuperado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
teruggevonden	recuperadas	terugvinden	recuperado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
teruggevonden	recuperados	terugvinden	recuperar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
teruggevonden	recuperada	terugvinden	recuperado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
albanië	albany	albanië	albany	PROPN;NEUT;SG	N;MASC;SG
albanië	albania	albanië	albania	PROPN;NEUT;SG	N;FEM;SG
bestemming	destinos	bestemming	destino	N;MASC+FEM;SG	N;MASC;PL
ibn	ibn	ibn	ir	PROPN;MASC+FEM;SG	N;MASC;SG
weergave	mostrar	weergave	mostrar	N;MASC+FEM;SG	V;NFIN
weergave	vistas	weergave	visto	N;MASC+FEM;SG	ADJ;FEM;PL;V.PTCP
weergave	vista	weergave	visto	N;MASC+FEM;SG	ADJ;FEM;SG;V.PTCP
weergave	view	weergave	view	N;MASC+FEM;SG	PROPN
weergave	ver	weergave	ver	N;MASC+FEM;SG	V;NFIN
sprong	jump	springen	jump	V;SG;PST;FIN	N
sprong	salto	springen	salto	V;SG;PST;FIN	N;MASC;SG
sprong	salta	springen	salta	V;SG;PST;FIN	
sprong	saltado	springen	saltar	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
perry	perry	perry	perry	N;MASC+FEM;SG	PROPN
bedreiging	amenazas	bedreiging	amenaza	N;MASC+FEM;SG	N;FEM;PL
nedersaksen	niedersachsen	nedersaksen	niedersachsen	N;PL	V;IND;SG;3;PRS;FIN
sleeswijk	schleswig	sleeswijk	schleswig	ADJ	N;MASC;SG
française	française	français	française	ADJ	N;FEM;SG
kritische	critica	kritisch	criticar	ADJ	V;IND;SG;3;PRS;FIN
kritische	críticos	kritisch	crítico	ADJ	N;MASC;PL
kritische	crítica	kritisch	crítica	ADJ	N;FEM;SG
herhaald	repetido	herhalen	repetido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
herhaald	repetidos	herhalen	repetido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
herhaald	repetidas	herhalen	repetido	V;V.PTCP	ADJ;FEM;PL;V.PTCP
herhaald	repetida	herhalen	repetido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
failliet	quiebras	failliet	quiebra	ADJ	N;FEM;PL
failliet	bancarrota	failliet	bancarrota	ADJ	PROPN
failliet	quiebra	failliet	quiebra	ADJ	N;FEM;SG
after	despues	after	despue		
after	after	after	after		N
after	tras	after	tras		ADP
after	después	after	después		ADV
experiment	experimentar	experiment	experimentar	N;NEUT;SG	V;NFIN
grove	grove	grof	grove	ADJ	N;MASC;SG
grove	arboleda	grof	arboleda	ADJ	N;FEM;SG
toegenomen	aumentado	toenemen	aumentar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
toegenomen	aumento	toenemen	aumento	V;V.PTCP	N;MASC;SG
toegenomen	incrementado	toenemen	incrementado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
toegenomen	aumentada	toenemen	aumentar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
middelste	middle	middel	middle	ADJ;RL	N
lekker	bien	lekker	bien	ADJ	ADV
lekker	bueno	lekker	buen	ADJ	INTJ
lekker	niza	lekker	niza	ADJ	N;FEM;SG
mager	flaca	maag	flaca	ADJ	N;FEM;SG
mager	magra	maag	magra	ADJ	N;FEM;SG
mager	lean	maag	leer	ADJ	V;IMP;PL;3;FIN
verspreiden	propagación	verspreiden	propagación	V;NFIN	N;FEM;SG
verspreiden	propagación	verspreiden	propagación	V;NFIN	N;FEM;SG
verspreiden	dispersión	verspreiden	dispersión	V;NFIN	N;FEM;SG
missen	señorita	missen	señorita	V;NFIN	N;FEM;SG
missen	miss	missen	miss	V;NFIN	N;FEM;SG
missen	srta	missen	srta	V;NFIN	N;FEM;SG
missen	extraño	missen	extraño	V;NFIN	ADJ;MASC;SG
missen	desaparecido	missen	desaparecido	V;NFIN	ADJ;MASC;SG;V.PTCP
missen	desaparecidos	missen	desaparecido	V;NFIN	ADJ;MASC;PL;V.PTCP
missen	ausente	missen	ausente	V;NFIN	ADJ;SG
missen	falta	missen	falta	V;NFIN	N;FEM;SG
missen	desaparecida	missen	desaparecido	V;NFIN	ADJ;FEM;SG;V.PTCP
aankomst	llegadas	aankomst	llegado	N;MASC+FEM;SG	N;FEM;PL
vliegt	moscas	vliegen	mosca	V;SG;PRS;FIN	N;FEM;PL
favoriete	favoritos	favoriet	favorito	ADJ	N;MASC;PL
favoriete	favorita	favoriet	favorita	ADJ	N;FEM;SG
favoriete	favoritos	favoriet	favorito	ADJ	N;MASC;PL
favoriete	favorita	favoriet	favorita	ADJ	N;FEM;SG
favoriete	favoritas	favoriet	favorita	ADJ	N;FEM;PL
achttien	dieciocho	achttien	dieciocho	NUM	N;MASC;PL
achttien	eighteen	achttien	eightear	NUM	N;PL
habitat	hábitats	habitat	hábitat	N;MASC+FEM;SG	N;MASC;PL
habitat	habitats	habitat	habitat	N;MASC+FEM;SG	N;MASC;PL
habitat	hábitats	habitat	hábitat	N;MASC+FEM;SG	N;MASC;PL
beoordeling	revisar	beoordeling	revisar	N;MASC+FEM;SG	V;NFIN
beoordeling	calificar	beoordeling	calificar	N;MASC+FEM;SG	V;NFIN
regeerde	gobernada	regeren	gobernado	V;SG;PST;FIN	ADJ;FEM;SG;V.PTCP
regeerde	gobernado	regeren	gobernado	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
regeerde	gobernados	regeren	gobernado	V;SG;PST;FIN	ADJ;MASC;PL;V.PTCP
gek	crazy	gek	crazy	ADJ	N;MASC;SG
gek	locura	gek	locura	ADJ	N;FEM;SG
motorfiets	motos	motorfiets	moto	N;MASC+FEM;SG	N;FEM;PL
pol	pol	pol	pol	N;MASC+FEM;SG	
keith	keith	keith	keith	N;MASC+FEM;SG	PROPN
herschreven	reescrito	herschreven	reescribir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
kamers	habitación	kamer	habitación	N;PL	N;FEM;SG
ruwe	crudo	ruw	crudo	ADJ	N;MASC;SG
ruwe	raw	ruw	raw	ADJ	N
ruwe	crudo	ruw	crudo	ADJ	N;MASC;SG
opgesloten	encarcelado	opsluiten	encarcelado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgesloten	encarcelados	opsluiten	encarcelado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgesloten	cerrada	opsluiten	cerrado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgesloten	cerrado	opsluiten	cerrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgesloten	bloqueado	opsluiten	bloqueado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
willekeurige	azar	willekeurig	azar	ADJ	N;MASC;SG
willekeurige	random	willekeurig	random	ADJ	N
willekeurige	arbitrariedad	willekeurig	arbitrariedad	ADJ	N;FEM;SG
schelde	escalda	scheld	escalda	N;MASC+FEM;SG	
koen	koen	koen	koen	N;MASC+FEM;SG	PROPN
zaden	semilla	zaad	semilla	N;PL	N;FEM;SG
zaden	semilla	zaad	semilla	N;PL	N;FEM;SG
gestoken	apuñalado	steken	apuñalado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gestoken	apuñalada	steken	apuñalado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
orgaan	órganos	orgaan	órgano	N;NEUT;SG	N;MASC;PL
spencer	spencer	spencer	spencer	N;MASC+FEM;SG	PROPN
infrastructuur	infraestructuras	infrastructuur	infraestructura	N;MASC+FEM;SG	N;FEM;PL
infrastructuur	infraestructuras	infrastructuur	infraestructura	N;MASC+FEM;SG	N;FEM;PL
testen	test	testen	test	V;NFIN	N;MASC;SG
testen	prueba	testen	prueba	V;NFIN	N;FEM;SG
testen	ensayo	testen	ensayo	V;NFIN	N;MASC;SG
testen	tests	testen	test	V;NFIN	N;MASC;PL
testen	ensayos	testen	ensayo	V;NFIN	N;MASC;PL
testen	pruebas	testen	prueba	V;NFIN	N;FEM;PL
testen	ensayos	testen	ensayo	V;NFIN	N;MASC;PL
testen	pruebas	testen	prueba	V;NFIN	N;FEM;PL
testen	ensayo	testen	ensayo	V;NFIN	N;MASC;SG
steekt	picaduras	steken	picadura	V;SG;PRS;FIN	N;FEM;PL
neerslag	lluvias	neerslag	lluvia	N;MASC+FEM;SG	N;FEM;PL
neerslag	precipitaciones	neerslag	precipitación	N;MASC+FEM;SG	N;FEM;PL
neerslag	precipitaciones	neerslag	precipitación	N;MASC+FEM;SG	N;FEM;PL
neerslag	precipitar	neerslag	precipitar	N;MASC+FEM;SG	V;NFIN
neerslag	precipitado	neerslag	precipitar	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
verlichting	alumbrado	verlichting	alumbrado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
verlichting	luces	verlichting	luz	N;MASC+FEM;SG	N;FEM;PL
wageningen	wageningen	wagening	wageningen	N;PL	N;SG
engel	engel	engel	engel	N;MASC+FEM;SG	PROPN
dekker	dekker	dekker	dekker	N;MASC+FEM;SG	PROPN
germain	germain	rmainen	germain	N;MASC+FEM;SG	PROPN
stan	stan	stan	star	N;MASC+FEM;SG	PROPN
levend	viva	leven	viva	V;V.PTCP	N;FEM;SG
levend	vivos	leven	vivo	V;V.PTCP	ADJ;MASC;PL
levend	vivo	leven	vivo	V;V.PTCP	ADJ;MASC;SG
levend	alive	leven	alive	V;V.PTCP	N
stopt	paradas	stoppen	parada	V;SG;PRS;FIN	N;FEM;PL
meyer	meyer	meyer	meyer	N;MASC+FEM;SG	PROPN
palestijnse	palestinos	palestijns	palestino	ADJ	N;MASC;PL
palestijnse	palestino	palestijns	palestino	ADJ	N;MASC;SG
palestijnse	palestinos	palestijns	palestino	ADJ	N;MASC;PL
palestijnse	palestino	palestijns	palestino	ADJ	N;MASC;SG
montana	montana	montana	montana	N;MASC+FEM;SG	ADJ;FEM;SG
pascoe	pascoe	pascoe	pascoar	N;MASC+FEM;SG	PROPN
geholpen	ayudado	helpen	ayudado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geholpen	ayudado	helpen	ayudado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geholpen	asistido	helpen	asistir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gelijkspel	ate	gelijkspel	atar	N;NEUT;SG	
laboratorium	laboratorios	laboratorium	laboratorio	N;NEUT;SG	N;MASC;PL
republikeinse	republicanos	republikeins	republicano	ADJ	N;MASC;PL
republikeinse	republicano	republikeins	republicano	ADJ	N;MASC;SG
rica	rica	rica	rico	PROPN;NEUT;SG	ADJ;FEM;SG
dansen	baile	dansen	baile	V;NFIN	N;MASC;SG
dansen	bailes	dansen	bail	V;NFIN	N;MASC;PL
dansen	danza	dansen	danza	V;NFIN	N;FEM;SG
dansen	baile	dansen	baile	V;NFIN	N;MASC;SG
dansen	bailes	dansen	bail	V;NFIN	N;MASC;PL
dansen	danza	dansen	danza	V;NFIN	N;FEM;SG
inrichting	decorado	inrichting	decorado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
omstreden	contencioso	omstreden	contencioso	V;V.PTCP	N;MASC;SG
omstreden	polémico	omstreden	polémico	V;V.PTCP	ADJ;MASC;SG
omstreden	disputa	omstreden	disputa	V;V.PTCP	N;FEM;SG
omstreden	cuestionado	omstreden	cuestionar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
omstreden	disputado	omstreden	disputado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
omstreden	discutido	omstreden	discutido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
omstreden	polémica	omstreden	polémica	V;V.PTCP	N;FEM;SG
omstreden	controvertida	omstreden	controvertido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
omstreden	controversial	omstreden	controversial	V;V.PTCP	ADJ;SG
omstreden	polémico	omstreden	polémico	V;V.PTCP	ADJ;MASC;SG
omstreden	controvertido	omstreden	controvertido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
laan	laan	laan	laer	N;MASC+FEM;SG	
england	inglaterra	england	inglaterra		PROPN
colin	colin	colin	colin	N;MASC+FEM;SG	PROPN
jonas	jonás	jonas	jonás	N;MASC+FEM;SG	
jonas	jonas	jonas	jona	N;MASC+FEM;SG	N;MASC;PL
doorgaan	continua	doorgaan	continuo	V;NFIN	ADJ;FEM;SG
bom	bombardear	bom	bombardear	N;MASC+FEM;SG	V;NFIN
bom	bom	bom	bom	N;MASC+FEM;SG	
zelfde	misma	zelfde	mismo	ADJ	DET;FEM;SG
zelfde	igual	zelfde	igual	ADJ	ADV
linker	izquierda	linker	izquierda	ADJ	N;FEM;SG
stabiel	establo	stabiel	establo	ADJ	N;MASC;SG
malacostraca	malacostraca	malacostraca	malacostraco	N;MASC+FEM;SG	PROPN
gekleurd	coloreado	kleuren	coloreado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gekleurd	coloreado	kleuren	coloreado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
essen	essen	es	essar	N;PL	N;MASC;SG
bereik	alcances	bereik	alcanze	N;NEUT;SG	N;MASC;PL
igor	igor	igor	igor	N;MASC+FEM;SG	PROPN
tenor	tenor	tenor	tenor	N;MASC+FEM;SG	
praktische	práctica	praktisch	práctica	ADJ	N;FEM;SG
ted	ted	ted	ted	N;MASC+FEM;SG	PROPN
deeltjes	partícula	deel	partícula	N;PL	N;FEM;SG
ondergronds	subsuelo	ondergrond	subsuelo	ADJ	N;MASC;SG
ondergronds	underground	ondergrond	underground	ADJ	N;MASC;SG
begeleiding	orientaciones	begeleiding	orientación	N;MASC+FEM;SG	N;FEM;PL
cia	cla	cia	cla	N;MASC+FEM;SG	
cia	cla	cia	cla	N;MASC+FEM;SG	
alexandre	alexandre	alexandr	alexandre	N;MASC+FEM;SG	PROPN
ding	ding	ding	ding	N;NEUT;SG	PROPN
deelnemer	participantes	deelnemer	participante	N;MASC+FEM;SG	N;PL
zoom	ampliar	zoom	ampliar	N;MASC+FEM;SG	V;NFIN
zoom	amplía	zoom	ampliar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
statistiek	estadísticas	statistiek	estadística	N;MASC+FEM;SG	N;FEM;PL
return	retorno	return	retorno		N;MASC;SG
return	devolución	return	devolución		N;FEM;SG
return	regreso	return	regreso		N;MASC;SG
return	regresar	return	regresar		V;NFIN
return	vuelta	return	vuelta		N;FEM;SG
partners	asociados	partner	asociado	N;PL	ADJ;MASC;PL;V.PTCP
paren	pareja	paar	pareja	N;PL	N;FEM;SG
paren	apareamiento	paar	apareamiento	N;PL	N;MASC;SG
boeddhistische	budismo	boeddhistisch	budismo	ADJ	N;MASC;SG
boeddhistische	budistas	boeddhistisch	budista	ADJ	N;PL
tekens	señalización	teken	señalización	N;PL	N;FEM;SG
hou	hou	houden	hou	V;SG;PRS;FIN	N
voelen	feel	voelen	feel	V;NFIN	N
voelen	sensación	voelen	sensación	V;NFIN	N;FEM;SG
voelen	sentimiento	voelen	sentimiento	V;NFIN	N;MASC;SG
opgeleid	educado	opleiden	educar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgeleid	educada	opleiden	educado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgeleid	educados	opleiden	educado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgeleid	entrenado	opleiden	entrenado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgeleid	entrenada	opleiden	entrenado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgeleid	capacitado	opleiden	capacitado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgeleid	entrenados	opleiden	entrenar	V;V.PTCP	ADJ;MASC;PL;V.PTCP
vloer	suelos	vloer	suelo	N;MASC+FEM;SG	N;MASC;PL
verward	confundidos	verwarden	confundido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
verward	confundido	verwarden	confundido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verward	confuso	verwarden	confuso	V;V.PTCP	ADJ;MASC;SG
verward	confundida	verwarden	confundido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
baehr	baehr	baehr	baehr	N;MASC+FEM;SG	PROPN
daniël	daniel	daniël	daniel	N;MASC+FEM;SG	PROPN
fijn	niza	fijn	niza	ADJ	N;FEM;SG
andries	andries	andrie	andrie	N;PL	
uitstekende	soberbia	uitstekend	soberbia	ADJ	N;FEM;SG
gestolen	robada	stelen	robado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
gestolen	robados	stelen	robado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
gestolen	robadas	stelen	robado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
gestolen	robado	stelen	robado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
gestolen	robado	stelen	robado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
oplossen	resolverlo	oplossen	resolverlo	V;NFIN	PROPN
klachten	queja	klacht	queja	N;PL	N;FEM;SG
klachten	reclamación	klacht	reclamación	N;PL	N;FEM;SG
klachten	denuncia	klacht	denuncia	N;PL	N;FEM;SG
omgebouwd	convertida	ombouwen	convertido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
omgebouwd	convertidos	ombouwen	convertido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
omgebouwd	convertido	ombouwen	convertido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
helling	pendiente	helling	pendiente	N;MASC+FEM;SG	ADJ;SG
helling	degradado	helling	degradado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
helling	degradados	helling	degradado	N;MASC+FEM;SG	ADJ;MASC;PL;V.PTCP
sneeuw	nieves	sneeuw	nieve	N;MASC+FEM;SG	N;FEM;PL
sneeuw	nevado	sneeuw	nevar	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
spoorlijnen	ferrocarril	spoorlijn	ferrocarril	N;PL	N;MASC;SG
leitão	leitão	leitão	leitão	N;MASC+FEM;SG	
romantische	románticos	romantisch	romántico	ADJ	N;MASC;PL
lege	vacío	leeg	vacío	ADJ	N;MASC;SG
lege	vaciar	leeg	vaciar	ADJ	V;NFIN
lege	vacio	leeg	vacio	ADJ	N;MASC;SG
blood	sangre	blood	sangre		N;FEM;SG
blood	blood	blood	blood		N
fernández	fernández	fernández	fernández	N;MASC+FEM;SG	PROPN
verhuurd	alquilado	verhuren	alquilado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verhuurd	alquilada	verhuren	alquilado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
lars	lars	lars	el	N;MASC+FEM;SG	PROPN
debat	debatir	debat	debatir	N;NEUT;SG	V;NFIN
meijer	meijer	meijer	meijer	N;MASC+FEM;SG	PROPN
kiev	kiev	kielen	kiev	PROPN;NEUT;SG	PROPN
veroorzaakte	causado	veroorzaken	causado	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
verwerken	procesos	verwerken	proceso	V;NFIN	N;MASC;PL
verwerken	proceso	verwerken	proceso	V;NFIN	N;MASC;SG
verwerken	procesamiento	verwerken	procesamiento	V;NFIN	N;MASC;SG
verwerken	tramitación	verwerken	tramitación	V;NFIN	N;FEM;SG
verwerken	transformación	verwerken	transformación	V;NFIN	N;FEM;SG
verwerken	procesado	verwerken	procesado	V;NFIN	ADJ;MASC;SG;V.PTCP
aangetrokken	atraída	aantrekken	atraído	V;V.PTCP	ADJ;FEM;SG;V.PTCP
aangetrokken	atraído	aantrekken	atraer	V;V.PTCP	ADJ;MASC;SG;V.PTCP
aangetrokken	atraídos	aantrekken	atraer	V;V.PTCP	ADJ;MASC;PL;V.PTCP
indo	indochina	indo	indochina	N;MASC+FEM;SG	ADJ;FEM;SG
kenia	kenia	kenia	kenia	PROPN;NEUT;SG	N;FEM;SG
kenia	kenya	kenia	kenya	PROPN;NEUT;SG	N;FEM;SG
hopelijk	ojala	hopelijk	ojalar	ADV	INTJ
hopelijk	esperemos	hopelijk	esperar	ADV	V;IMP;PL;1;FIN
hopelijk	ojalá	hopelijk	ojalá	ADV	INTJ
tel	cuenta	tellen	contar	N;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
tel	tel	tellen	tel	N;MASC+FEM;SG	
sri	sri	sri	sri	PROPN;NEUT;SG	N;SG
afstammelingen	descendencia	afstammeling	descendencia	N;PL	N;FEM;SG
wien	wien	wie	wien	N;MASC+FEM;SG	PROPN
nigeria	nigeria	nigeria	nigeria	PROPN;NEUT;SG	N;FEM;SG
pete	pete	peten	pete	N;MASC+FEM;SG	PROPN
htm	htm	htm	htm	PROPN;NEUT;SG	
sanders	sanders	sander	sander	N;PL	PROPN
bewaren	save	bewaren	saver	V;NFIN	N
bewaren	almacén	bewaren	almacén	V;NFIN	N;MASC;SG
bewaren	tienda	bewaren	tienda	V;NFIN	N;FEM;SG
bewaren	store	bewaren	store	V;NFIN	N
wonder	milagrosa	wonder	milagroso	N;NEUT;SG	ADJ;FEM;SG
wonder	milagros	wonder	milagro	N;NEUT;SG	N;MASC;PL
omringd	rodeada	omringen	rodeado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
omringd	rodeado	omringen	rodeado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
omringd	rodeados	omringen	rodeado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
bordeaux	burdeos	bordeaux	burdeo	N;MASC+FEM;SG	N;MASC;PL
meervoud	plural	meervoud	plural	N;NEUT;SG	ADJ;SG
verzoeken	solicita	verzoek	solicitar	N;PL	V;IND;SG;3;PRS;FIN
verzoeken	petición	verzoek	petición	N;PL	N;FEM;SG
verzoeken	solicitar	verzoek	solicitar	N;PL	V;NFIN
verzoeken	solicite	verzoek	solicitar	N;PL	V;IMP;SG;3;FIN
verzoeken	solicitud	verzoek	solicitud	N;PL	N;FEM;SG
omgekeerd	invertido	omkeren	invertido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
omgekeerd	reversa	omkeren	reversa	V;V.PTCP	N;FEM;SG
omgekeerd	inversa	omkeren	inversa	V;V.PTCP	N;FEM;SG
omgekeerd	reverso	omkeren	reverso	V;V.PTCP	N;MASC;SG
omgekeerd	revés	omkeren	revés	V;V.PTCP	N;MASC;SG
omgekeerd	invertida	omkeren	invertido	V;V.PTCP	ADJ;FEM;SG;V.PTCP
omgekeerd	invertidos	omkeren	invertido	V;V.PTCP	ADJ;MASC;PL;V.PTCP
omgekeerd	invertido	omkeren	invertido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
deelgenomen	participado	deelnemen	participado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
dragon	dragones	dragon	dragón	N;MASC+FEM;SG	N;MASC;PL
vegas	vegas	vegas	vega	N;MASC+FEM;SG	N;FEM;PL
ltd	ooo	ltden	ooo		N
ltd	ltd	ltden	ltd		N
vakantie	feriado	vakantie	feriado	N;MASC+FEM;SG	ADJ;MASC;SG;V.PTCP
vakantie	vacaciones	vakantie	vacaciones	N;MASC+FEM;SG	N;FEM;PL
vakantie	festivo	vakantie	festivo	N;MASC+FEM;SG	ADJ;MASC;SG
vakantie	vacaciones	vakantie	vacaciones	N;MASC+FEM;SG	N;FEM;PL
vakantie	feriados	vakantie	feriado	N;MASC+FEM;SG	ADJ;MASC;PL;V.PTCP
vakantie	vacaciones	vakantie	vacaciones	N;MASC+FEM;SG	N;FEM;PL
vakantie	fiestas	vakantie	fiesta	N;MASC+FEM;SG	N;FEM;PL
vakantie	festivos	vakantie	festivo	N;MASC+FEM;SG	N;MASC;PL
bedoelde	significaba	bedoelen	significar	V;SG;PST;FIN	V;IND;SG;3;IPFV;FIN
vecht	pelea	vechten	pelea	V;SG;PRS;FIN	N;FEM;SG
vecht	fight	vechten	fight	V;SG;PRS;FIN	N
vecht	lucha	vechten	lucha	V;SG;PRS;FIN	N;FEM;SG
gert	gert	gert	gert	N;MASC+FEM;SG	PROPN
arme	pobres	arm	pobre	ADJ	N;PL
opgegeven	declaradas	opgeven	declarado	V;V.PTCP	ADJ;FEM;PL;V.PTCP
opgegeven	declarada	opgeven	declarar	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgegeven	declarado	opgeven	declarado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgegeven	declarados	opgeven	declarado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
opgegeven	especificada	opgeven	especificado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
opgegeven	especificado	opgeven	especificar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
opgegeven	especificados	opgeven	especificado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
correcte	corregir	correct	corregir	ADJ	V;NFIN
correcte	corrija	correct	corregir	ADJ	V;IMP;SG;3;FIN
aanslagen	ataca	aanslaan	atacar	N;PL	V;IND;SG;3;PRS;FIN
schiet	disparen	schieten	disparar	V;SG;PRS;FIN	V;IMP;PL;3;FIN
happy	feliz	happy	feliz	N;MASC+FEM;SG	ADJ;SG
happy	felices	happy	feliz	N;MASC+FEM;SG	ADJ;PL
happy	contenta	happy	contentar	N;MASC+FEM;SG	ADJ;FEM;SG
happy	contento	happy	contento	N;MASC+FEM;SG	ADJ;MASC;SG
restanten	remanentes	restant	remanente	N;PL	ADJ;PL
postuum	póstumamente	postuum	póstumamente	N;MASC+FEM;SG	ADV
île	ile	wle	ile	PROPN;MASC+FEM;SG	N;FEM;SG
ethiopië	etiopía	ethiopië	etiopía	PROPN;NEUT;SG	N;FEM;SG
eiste	exigido	eisen	exigido	V;SG;PST;FIN	ADJ;MASC;SG;V.PTCP
bod	pujar	bod	pujar	N;NEUT;SG	V;NFIN
sweet	dulces	sweet	dulce	N;MASC+FEM;SG	N;MASC;PL
sweet	dulce	sweet	dulce	N;MASC+FEM;SG	ADJ;SG
groeiende	creciente	groeien	creciente	V;V.PTCP	ADJ;SG
meedoen	unirse	meedoen	unir	V;NFIN	PROPN
hansen	hansen	hans	hansar	N;PL	PROPN
minderheid	minoritarios	minderheid	minoritario	N;MASC+FEM;SG	N;MASC;PL
minderheid	minoritarias	minderheid	minoritario	N;MASC+FEM;SG	ADJ;FEM;PL
minderheid	minoritario	minderheid	minoritario	N;MASC+FEM;SG	ADJ;MASC;SG
jose	jose	jose	jose	N;MASC+FEM;SG	
jose	josé	jose	josé	N;MASC+FEM;SG	PROPN
fruit	frutos	fruit	fruto	N;NEUT;SG	N;MASC;PL
fruit	frutas	fruit	fruta	N;NEUT;SG	N;FEM;PL
