yang	יאנג	yang	אנג	PRO	PROPN
present	נוכח	present	נוכח	PROPN	
heinrich	היינריך	heinrich	היינריך	PROPN	PROPN
denis	דניס	denis	דניס	PROPN	PROPN
harun	אהרון	harun	אהרון		PROPN
harun	ארון	harun	ארון		N;MASC;SG
harun	אהרן	harun	אהרן		PROPN
letusan	התפרצויות	letusan	התפרצות	N;SG	N;FEM;PL
julian	וליאן	julian	וליאן	PROPN	PROPN
wina	מארצו	wina	מארצו	PROPN	
wina	וינה	wina	וינה	PROPN	PROPN
ahmed	אחמד	ahmed	אחמד	PROPN	PROPN
bendungan	סכרים	bendungan	סכר	N;SG	N;MASC;PL
daily	יומית	daily	יומי	PROPN	ADV
daily	יומי	daily	יומי	PROPN	PROPN
daily	דיילי	daily	דיילי	PROPN	PROPN
yudhoyono	יודהויונו	yudhoyono	יודהויונו	PROPN	PROPN
gay	לסבית	gay	לסבית	PROPN	PROPN
gay	הומו	gay	הומה	PROPN	
gay	גיי	gay	גיי	PROPN	
didesain	עיצב	didesain	עיצב	V;SG;PASS	PROPN
berputar	ספין	berputar	ספין	V;SG;ACT	PROPN
menguntungkan	רווחי	menguntungkan	רווחי	ADJ;SG	N;MASC;SG
kendal	קנדל	kendal	קנדל	PROPN	PROPN
tembaga	נחושת	tembaga	נחושה	N;SG	
pengeboman	הפיגוע	pengeboman	הפיגוע	N	PROPN
quran	הקוראן	quran	הקוראן	PROPN	PROPN
kenya	קנייה	kenya	קנייה	PROPN	N;FEM;SG
kenya	קניה	kenya	קניה	PROPN	PROPN
mengadopsi	מאומץ	menadopsi	מאומץ	V;SG;ACT	PROPN
mengadopsi	אימוץ	menadopsi	אימוץ	V;SG;ACT	N;MASC;SG
mengadopsi	מאומצת	menadopsi	מאומץ	V;SG;ACT	N;FEM;SG
kimi	קימי	kimi	קימי	PROPN	PROPN
kastil	קאסל	kastil	קאסל	N	PROPN
carter	קרטר	carter	קרטר	PROPN	PROPN
gulungan	לחמניות	gulungan	לחמני	N;SG	N;FEM;PL
gulungan	רולס	gulungan	רולס	N;SG	PROPN
gulungan	מגילות	gulungan	הגיל	N;SG	N;FEM;PL
gulungan	המגילה	gulungan	המגיל	N;SG	V;FEM;SG;3;PST;ACT
nato	נאטו	nato	נאט	PROPN	PROPN
kawin	ההזדווגות	kawin	ההזדווגות	PROPN;SG	N;FEM;SG
kawin	הזדווגות	kawin	הזדווגות	PROPN;SG	N;FEM;SG
court	משפט	court	משפט	PROPN	N;MASC;SG
diizinkan	מותר	diizinkan	מותר	V;SG;PASS	ADJ;MASC;SG
disukai	אהבו	disukai	אהב	V;SG;PASS	V;PL;3;PST;ACT
disukai	אהב	disukai	אהב	V;SG;PASS	V;MASC;SG;3;PST;ACT
disukai	העדיף	disukai	העדיף	V;SG;PASS	V;MASC;SG;3;PST;ACT
disukai	מעדיף	disukai	העדיף	V;SG;PASS	V;MASC;SG;V.PTCP;ACT
pelayaran	שט	penlayaran	שט	N;SG	
pelayaran	הפלגות	penlayaran	הפלגה	N;SG	N;FEM;PL
multimedia	מולטימדיה	multimedia	מולטימדיה	N;SG	PROPN
fashion	אופנה	fashion	אופנה	N	PROPN
fashion	fashion	fashion	fashion	N	
fashion	פאשן	fashion	פאשן	N	
fashion	האופנה	fashion	האופנה	N	PROPN
matang	בוגר	matang	בוגר	ADJ;SG	
matang	בוגרת	matang	בוגר	ADJ;SG	N;FEM;SG
matang	בשל	matang	בשל	ADJ;SG	ADP
matang	בשלים	matang	בשלים	ADJ;SG	ADJ;MASC;PL
matang	בשלה	matang	בשלה	ADJ;SG	ADV
permulaan	ההתחלה	permulaan	ההתחלה	N;SG	V;FEM;SG;3;PST
panah	חצים	panah	חץ	N;SG	N;MASC;PL
panah	חץ	panah	חץ	N;SG	
panah	החצים	panah	החצים	N;SG	N;MASC;PL
panah	חיצים	panah	חיץ	N;SG	N;MASC;PL
panah	חץ	panah	חץ	N;SG	
kamis	חמישי	kamis	חמישי	PROPN;SG	PROPN
kamis	חמישי	kamis	חמישי	PROPN;SG	PROPN
babel	בבל	babel	בבל	PROPN	PROPN
babel	בבל	babel	בבל	PROPN	PROPN
babel	בבילון	babel	בבילון	PROPN	PROPN
religius	דתיות	religius	דתי	N	ADJ;FEM;PL
petersburg	פטרסבורג	petersburg	פטרסבורג	PROPN	PROPN
petersburg	פטרבורג	petersburg	פטרבורג	PROPN	PROPN
ditunjukkan	מוצגים	ditunjukkan	הוצג	V;SG;PASS	V;MASC;PL;V.PTCP;PASS
menyajikan	מתנות	mensajikan	מתנה	V;SG;ACT	N;FEM;PL
translation	התרגום	translation	התרגום	PROPN	
translation	תרגום	translation	תרגום	PROPN	N;MASC;SG
gary	גרי	gary	גרי	PROPN	PROPN
gary	גארי	gary	גארי	PROPN	PROPN
arsenal	ארסנל	arsenal	ארסנל	N	PROPN
menghitung	רוזן	menhitung	רוזן	N;SG;ACT	PROPN
menghitung	חישוב	menhitung	חישוב	N;SG;ACT	
menghitung	לחשב	menhitung	חישב	N;SG;ACT	V;NFIN;ACT
menghitung	חישוב	menhitung	חישוב	N;SG;ACT	
menghitung	נחשב	menhitung	נחשב	N;SG;ACT	V;MASC;SG;V.PTCP;MID
menghitung	סעיפים	menhitung	סעיף	N;SG;ACT	N;MASC;PL
kawah	מכתשים	kawah	הכתש	N;SG	V;MASC;PL;V.PTCP;ACT
kawah	מכתש	kawah	מכתש	N;SG	PROPN
keterampilan	מיומנויות	keterampilan	מיומנות	N;SG	N;FEM;PL
keterampilan	כישורים	keterampilan	כישורים	N;SG	N;MASC;PL
patah	שבורה	patah	שבורה	ADJ;SG	PROPN
patah	נשבר	patah	נשבר	ADJ;SG	V;MASC;SG;3;PST;MID
patah	שבורים	patah	שבור	ADJ;SG	N;MASC;PL
patah	שבור	patah	שבור	ADJ;SG	
patah	שבר	patah	שבר	ADJ;SG	N;MASC;SG
ksatria	אביר	ksatria	אביר	N;SG	PROPN
ksatria	אבירים	ksatria	אבירים	N;SG	N;MASC;PL
koordinasi	לתאם	koordinasi	תיאם	N;SG	V;NFIN;ACT
dimuat	טעון	dimuat	טען	V;SG;PASS	V;MASC;SG;V.PTCP;ACT
dimuat	טעונה	dimuat	טעונה	V;SG;PASS	V;FEM;SG;V.PTCP;ACT
dimuat	טוען	dimuat	טען	V;SG;PASS	V;MASC;SG;V.PTCP;ACT
dimuat	טעינה	dimuat	טעין	V;SG;PASS	N;FEM;SG
camp	קאמפ	camp	קאמפ	PROPN	PROPN
camp	מחנה	camp	מחנה	PROPN	N;MASC;SG
ilahi	אלוהית	ilahi	אלוהי	PROPN;SG	ADV
ilahi	אלוהי	ilahi	אלוהים	PROPN;SG	
ilahi	אלהי	ilahi	אלהי	PROPN;SG	PROPN
ilahi	האלוהי	ilahi	האלוה	PROPN;SG	PROPN
security	בטחון	security	ביטחון	PROPN	N;MASC;SG
security	אבטחה	security	אבטחה	PROPN	N;FEM;SG
security	ביטחון	security	ביטחון	PROPN	N;MASC;SG
chief	המפקדת	chief	המפקד	PROPN	N;FEM;SG
chief	ראשי	chief	ראש	PROPN	N;PSSD;MASC;PL
nyaman	חמים	nyaman	חם	ADJ;SG	ADJ;MASC;PL
nyaman	נוחים	nyaman	נוח	ADJ;SG	N;MASC;PL
nyaman	נוחים	nyaman	נוח	ADJ;SG	N;MASC;PL
ramah	ידידותית	ramah	ידידותי	ADJ;SG	ADV
ramah	ידידותיות	ramah	ידידותיות	ADJ;SG	N;FEM;PL
sulaiman	שלמה	sulaiman	שלמה	PROPN;SG	PROPN
sulaiman	סולומון	sulaiman	סולומון	PROPN;SG	PROPN
vladimir	ולדימיר	vladimir	ולדימיר	PROPN	PROPN
efisien	יעילים	efisien	יעיל	ADJ;SG	ADJ;MASC;PL
efisien	יעילות	efisien	יעילות	ADJ;SG	N;FEM;SG
efisien	ביעילות	efisien	ביעילות	ADJ;SG	
michel	מישל	michel	מישל	PROPN	PROPN
pagar	הגדר	pagar	הגדר	N;SG	
andreas	אנדריאס	andreas	אנדריאס	PROPN	PROPN
andreas	אנדראס	andreas	אנדראס	PROPN	PROPN
andreas	אנדרו	andreas	אנדרו	PROPN	PROPN
child	ילדה	child	ילד	PROPN	N;FEM;SG
child	ילד	child	ילד	PROPN	N;MASC;SG
memadai	הולם	memadai	הולם	ADJ;SG	
dibatalkan	מבוטלת	dibatalkan	מבוטל	V;SG;PASS	ADJ;FEM;SG
dibatalkan	מבוטל	dibatalkan	מבוטל	V;SG;PASS	
dibatalkan	מבוטלת	dibatalkan	מבוטל	V;SG;PASS	ADJ;FEM;SG
dibatalkan	מבוטל	dibatalkan	מבוטל	V;SG;PASS	
dibatalkan	נשלל	dibatalkan	נשלל	V;SG;PASS	V;MASC;SG;3;PST;MID
terikat	כבול	terikat	כבל	V;SG;PASS	PROPN
terikat	קשורה	terikat	קשר	V;SG;PASS	V;FEM;SG;V.PTCP;ACT
terikat	קשור	terikat	קשר	V;SG;PASS	V;MASC;SG;V.PTCP;ACT
terikat	נקשר	terikat	נקשר	V;SG;PASS	V;MASC;SG;3;PST;MID
terikat	מלוכדים	terikat	מלוכדים	V;SG;PASS	V;MASC;PL;V.PTCP;PASS
koordinator	מתאם	koordinator	מתאם	N;SG	PROPN
koordinator	מתאמי	koordinator	מתאמי	N;SG	ADJ;MASC;PL
renault	רנו	renault	רן	N	PROPN
ana	אנה	ana	אנה	PROPN	PROPN
perluasan	מורחב	perluasan	הורחב	N;SG	PROPN
perluasan	התרחב	perluasan	התרחב	N;SG	V;MASC;SG;3;PST
pelita	מנורה	pelita	מנורה	PROPN;SG	N;FEM;SG
pelita	המנורה	pelita	המנורה	PROPN;SG	PROPN
pelita	פתיל	pelita	פתיל	PROPN;SG	N;MASC;SG
pelita	וויק	pelita	וויק	PROPN;SG	PROPN
jacob	יעקב	jacob	יעקב	PROPN	PROPN
car	הרכב	car	הרכב	PROPN	N;MASC;SG
car	מכונית	car	מכונית	PROPN	N;FEM;SG
car	רכב	car	רכב	PROPN	N;MASC;SG
bersalah	אשמים	bersalah	אשם	V;SG;ACT	N;MASC;PL
bersalah	אשם	bersalah	אשם	V;SG;ACT	
bersalah	אשמה	bersalah	אשמה	V;SG;ACT	N;FEM;SG
slovenia	סלובניה	slovenia	סלובניה	PROPN	PROPN
slovenia	סלובנית	slovenia	סלובנית	PROPN	PROPN
jajaran	שורות	jajaran	שורה	N;SG	N;FEM;PL
memotong	חיתוך	menpotong	חיתוך	V;SG;ACT	N;MASC;SG
morgan	מורגן	morgan	מורגן	PROPN	PROPN
meyakinkan	שכנוע	menyakinkan	שכנוע	V;SG;ACT	N;MASC;SG
meyakinkan	משוכנעת	menyakinkan	משוכנע	V;SG;ACT	V;FEM;SG;V.PTCP;PASS
meyakinkan	משוכנע	menyakinkan	שוכנע	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
meyakinkan	משוכנעים	menyakinkan	שוכנע	V;SG;ACT	V;MASC;PL;V.PTCP;PASS
prime	פריים	prime	פריים	PROPN	
log	יומן	log	יומן	PROPN	PROPN
log	יומנים	log	יומן	PROPN	N;MASC;PL
mayat	גופות	mayat	גופה	N;SG	N;FEM;PL
mayat	גוויות	mayat	גוויה	N;SG	N;FEM;PL
mayat	גוויה	mayat	גוויה	N;SG	
mayat	גוויה	mayat	גוויה	N;SG	
such	כזאת	such	כזאת	PROPN	
such	כזה	such	כזה	PROPN	
such	כזו	such	כזו	PROPN	
such	כאלה	such	כאלה	PROPN	PROPN
against	כנגד	against	כנגד	PROPN	ADP
against	נגד	against	נגד	PROPN	ADP
kecantikan	היופי	kecantikan	היופי	N;SG	PROPN
manila	מנילה	manila	מנילה	PROPN	PROPN
pusaka	שרידים	pusaka	שריד	N;SG	N;MASC;PL
bangkit	העולה	bangkit	העולה	V;SG;ACT	PROPN
bangkit	עולה	bangkit	עולה	V;SG;ACT	N;MASC;SG
libur	חופשות	libur	חופשה	N;SG	N;FEM;PL
libur	חגים	libur	חג	N;SG	N;MASC;PL
libur	חגי	libur	חגי	N;SG	PROPN
hello	שלום	hello	שלום	PROPN	PROPN
hello	הלו	hello	הלו	PROPN	
dimenangkan	זכיתי	dimenangkan	זכה	V;SG;PASS	V;SG;1;PST;ACT
dimenangkan	זכה	dimenangkan	זכה	V;SG;PASS	V;MASC;SG;3;PST;ACT
dimenangkan	ניצח	dimenangkan	ניצח	V;SG;PASS	V;MASC;SG;3;PST;ACT
dimenangkan	ניצחו	dimenangkan	ניצח	V;SG;PASS	V;PL;3;PST;ACT
bizantium	הביזנטית	bizantium	הביזנטית	PROPN	PROPN
newton	ניוטון	newton	ניוטון	PROPN	PROPN
pengembang	מפתחים	penkembang	פיתח	N;SG	V;MASC;PL;V.PTCP;ACT
pengembang	יזם	penkembang	יזם	N;SG	PROPN
pengembang	מפתחים	penkembang	פיתח	N;SG	V;MASC;PL;V.PTCP;ACT
miliknya	שלה	milik	של	N;SG;ACT	
nba	nba	nba	nba	PROPN	PROPN
amal	אמל	amal	אמל	N;SG	PROPN
amal	אמאל	amal	אמאל	N;SG	PROPN
female	נשי	female	איש	PROPN	
female	נקבה	female	נקבה	PROPN	PROPN
paman	דוד	paman	דוד		PROPN
paman	הדודים	paman	הדוד		ADJ;MASC;PL
paman	דודים	paman	דוד		N;MASC;PL
modifikasi	השתנה	modifikasi	השתנה	N;SG	V;MASC;SG;3;PST
modifikasi	שונה	modifikasi	שונה	N;SG	
berpasangan	זיווג	berpasangan	זיווג	V;SG;ACT	N;MASC;SG
satellite	לוויין	satellite	None	PROPN	PROPN
satellite	לווין	satellite	לווין	PROPN	PROPN
inovasi	חידושים	inovasi	חידוש	N;SG	N;MASC;PL
motion	תנועה	motion	תנועה	PROPN	N;FEM;SG
gallery	גלריה	gallery	גלריה	PROPN	N;FEM;SG
gallery	הגלריה	gallery	הגלריה	PROPN	PROPN
otomotif	אוטומטי	otomotif	אוטומטי	N;SG	ADJ;MASC;SG
otomotif	אוטו	otomotif	אוטו	N;SG	PROPN
otomotif	מכוניות	otomotif	מכונית	N;SG	N;FEM;PL
otomotif	אוטו	otomotif	אוטו	N;SG	PROPN
sumbangan	לתרומה	sumbangan	לתרומה	N;SG	
sumbangan	תרומות	sumbangan	תרומה	N;SG	N;FEM;PL
sumbangan	תרם	sumbangan	תרם	N;SG	PROPN
sumbangan	תרמו	sumbangan	תרם	N;SG	V;PL;3;PST;ACT
perlengkapan	אבזור	perlengkapan	אבזור	N;SG	PROPN
spesifikasi	המפרט	spesifikasi	המפרט	N	PROPN
forest	יער	forest	יער	PROPN	
forest	היער	forest	היער	PROPN	
salvador	סלבדור	salvador	סלבדור	PROPN	PROPN
salvador	סלבדור	salvador	סלבדור	PROPN	PROPN
sia	שחצן	sia	שחצן		ADJ;MASC;SG
keunggulan	מצויינות	keunggulan	צויין	N;SG	V;FEM;PL;V.PTCP;PASS
keunggulan	יתרונות	keunggulan	יתרון	N;SG	N;MASC;PL
penghubung	המחברים	penhubung	המחבר	N;SG	N;MASC;PL
say	תגיד	say	הגיד	PROPN	V;MASC;SG;2;FUT;ACT
say	אמור	say	אמור	PROPN	ADJ;MASC;SG
say	תגידי	say	תגיד	PROPN	PROPN
leftarm	leftarm	leftarm	leftarm	PROPN	PRO;MASC;SG;3
buaya	תנין	buaya	תנין	PROPN;SG	PROPN
buaya	תנין	buaya	תנין	PROPN;SG	PROPN
buaya	תנינים	buaya	תנין	PROPN;SG	N;MASC;PL
buaya	קרוקס	buaya	קרוקס	PROPN;SG	PROPN
buaya	תנינים	buaya	תנין	PROPN;SG	N;MASC;PL
bernilai	הערך	bernilai	הערך	V;SG;ACT	
bernilai	ערך	bernilai	ערך	V;SG;ACT	N;MASC;SG
ferdinand	פרדיננד	ferdinand	פרדיננד	PROPN	PROPN
varietas	מגוון	varietas	מגוון	N;SG	
gundam	גנדאם	gundam	גנדאם	N	PROPN
gila	טירוף	gila	טירוף	ADJ;SG	PROPN
gila	מטורף	gila	הוטרף	ADJ;SG	V;MASC;SG;V.PTCP;PASS
gila	טירוף	gila	טירוף	ADJ;SG	PROPN
gila	משוגעת	gila	משוגע	ADJ;SG	V;FEM;SG;V.PTCP;PASS
gila	מטורף	gila	הוטרף	ADJ;SG	V;MASC;SG;V.PTCP;PASS
gila	משוגע	gila	משוגע	ADJ;SG	PROPN
gila	אגוזים	gila	אגוז	ADJ;SG	N;MASC;PL
gila	כועסת	gila	כעס	ADJ;SG	V;FEM;SG;V.PTCP;ACT
gila	כועס	gila	כעס	ADJ;SG	V;MASC;SG;V.PTCP;ACT
jambu	גויאבה	jambu	גויאבה	N;SG	PROPN
jambu	ירושלים	jambu	ירושלים	N;SG	PROPN
andrea	אנדריאה	andrea	אנדריאה	PROPN	PROPN
andrea	אנדראה	andrea	אנדראה	PROPN	PROPN
akal	חוש	akal	חוש	N;SG	PROPN
baker	אופה	baker	אופה	PROPN	PROPN
baker	בייקר	baker	ייקר	PROPN	PROPN
teritori	שטחים	teritori	שטח	N;SG	N;MASC;PL
teritori	השטחים	teritori	השטח	N;SG	N;MASC;PL
mendalam	עמוקות	mendalam	עמוק	V;SG;ACT	ADJ;FEM;PL
mendalam	עומק	mendalam	עומק	V;SG;ACT	
mendalam	עמוקים	mendalam	עמוק	V;SG;ACT	ADJ;MASC;PL
mendalam	עמוקה	mendalam	עמוק	V;SG;ACT	ADV
mendalam	עמוק	mendalam	עמוק	V;SG;ACT	
berkunjung	ביקרת	berkunjung	ביקר	V;SG;ACT	PROPN
berkunjung	ביקור	berkunjung	ביקור	V;SG;ACT	N;MASC;SG
berkunjung	ביקרו	berkunjung	ביקר	V;SG;ACT	V;PL;3;PST;ACT
berkunjung	ביקורים	berkunjung	ביקור	V;SG;ACT	N;MASC;PL
berkunjung	ביקור	berkunjung	ביקור	V;SG;ACT	N;MASC;SG
berkunjung	מבקר	berkunjung	מבקר	V;SG;ACT	N;MASC;SG
tommy	טומי	tommy	טומי	PROPN	PROPN
mamalia	יונקים	mamalia	יונק	N;SG	N;MASC;PL
mamalia	יונק	mamalia	יונק	N;SG	PROPN
mamalia	יונקים	mamalia	יונק	N;SG	N;MASC;PL
tintin	טינטין	tintin	טינטין	PROPN	PROPN
algoritma	אלגוריתם	algoritma	אלגורי	N;SG	PROPN
algoritma	אלגוריתמים	algoritma	אלגוריתמי	N;SG	N;MASC;PL
algoritma	אלגוריתם	algoritma	אלגורי	N;SG	PROPN
harfiah	מילולית	harfiah	מילולי	N	ADV
productions	הפקות	productions	הפקה	PROPN	N;FEM;PL
lupa	שוכח	lupa	שכח	;ACT	V;MASC;SG;V.PTCP;ACT
lupa	שוכחת	lupa	שכח	;ACT	V;FEM;SG;V.PTCP;ACT
lupa	שוכחים	lupa	שכח	;ACT	V;MASC;PL;V.PTCP;ACT
lupa	שוכח	lupa	שכח	;ACT	V;MASC;SG;V.PTCP;ACT
lupa	שוכחת	lupa	שכח	;ACT	V;FEM;SG;V.PTCP;ACT
lupa	נשכחת	lupa	נשכח	;ACT	V;FEM;SG;V.PTCP;MID
lupa	נשכח	lupa	נשכח	;ACT	V;MASC;SG;3;PST;MID
lupa	שכחה	lupa	שכחה	;ACT	N;FEM;SG
lupa	תשכח	lupa	שכח	;ACT	V;MASC;SG;1;FUT;ACT
lupa	תשכחי	lupa	תשכחי	;ACT	V;SG;1;FUT;ACT
lupa	שכח	lupa	שכח	;ACT	V;MASC;SG;3;PST;ACT
lupa	נשכח	lupa	נשכח	;ACT	V;MASC;SG;3;PST;MID
lupa	לשכוח	lupa	שכח	;ACT	V;NFIN;ACT
lupa	שכחת	lupa	שכחה	;ACT	V;MASC;SG;2;PST;ACT
lupa	שכחתי	lupa	שכח	;ACT	V;SG;1;PST;ACT
lupa	שכחה	lupa	שכחה	;ACT	N;FEM;SG
slowakia	סלובקיה	slowakia	סלובקיה	PROPN	PROPN
bedah	ניתוח	bedah	ניתוח	PROPN	N;MASC;SG
bedah	כירורגיה	bedah	כירורגיה	PROPN	N
bedah	כירורגיה	bedah	כירורגיה	PROPN	N
bedah	כירורגי	bedah	כירורגי	PROPN	N
bedah	כירורגית	bedah	כירורגית	PROPN	N
klien	הלקוח	klien	הלקוח	N;SG	
klien	לקוחות	klien	לקוח	N;SG	N;MASC;PL
silva	סילבה	silva	סילבה	PROPN	PROPN
sponsor	מממנים	sponsor	מימן	N;SG	V;MASC;PL;V.PTCP;ACT
sponsor	הספונסר	sponsor	הספונסר	N;SG	PROPN
sponsor	מממן	sponsor	מימן	N;SG	V;MASC;SG;V.PTCP;ACT
matt	מט	matt	מט	PROPN	
matt	מאט	matt	האט	PROPN	
dihadiri	השתתפו	dihadiri	השתתף	V;SG;PASS	V;PL;3;PST
dihadiri	נכח	dihadiri	נכח	V;SG;PASS	V;MASC;SG;3;PST;ACT
johann	יוהאן	johann	יוהאן	PROPN	PROPN
kazakhstan	קזחסטן	kazakhstan	קזחסטן	PROPN	PROPN
ketakutan	מפוחד	ketakutan	מפוחד	N;SG	ADJ;MASC;SG
ketakutan	הפחד	ketakutan	הפחד	N;SG	
ketakutan	הפחדים	ketakutan	הפחד	N;SG	N;MASC;PL
ketakutan	פחדים	ketakutan	פחד	N;SG	N;MASC;PL
ketakutan	מפחד	ketakutan	מפחד	N;SG	
ketakutan	פוחדת	ketakutan	פחד	N;SG	V;FEM;SG;V.PTCP;ACT
ketakutan	מפחדת	ketakutan	פיחד	N;SG	V;FEM;SG;V.PTCP;ACT
ketakutan	פוחד	ketakutan	פחד	N;SG	V;MASC;SG;V.PTCP;ACT
penglihatan	חזיונות	penlihatan	חזיונות	N;SG	N;MASC;PL
penglihatan	הראייה	penlihatan	הראייה	N;SG	PROPN
penglihatan	חזון	penlihatan	חזון	N;SG	
nam	נאם	nam	נאם	PROPN	PROPN
penyerangan	התקפות	penserangan	התקפה	N;SG	N;FEM;PL
penyerangan	פיגועים	penserangan	פיגוע	N;SG	N;MASC;PL
input	קלט	input	קלט	N	
input	הקלט	input	הקלט	N	
memohon	התחננו	menmohon	התחנן	V;SG;ACT	V;PL;3;PST
memohon	מתחננים	menmohon	התחנן	V;SG;ACT	V;MASC;PL;V.PTCP
merencanakan	תכנון	menrencanakan	תכנון	V;SG;ACT	N;MASC;SG
merencanakan	מתוכננת	menrencanakan	מתוכנן	V;SG;ACT	ADJ;FEM;SG
merencanakan	מתוכנן	menrencanakan	תוכנן	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
instruksi	הנחיות	instruksi	הנחיה	N;SG	N;FEM;PL
instruksi	הוראות	instruksi	הוראה	N;SG	N;FEM;PL
disesuaikan	מותאם	disesuaikan	מותאם	V;SG;PASS	ADJ;MASC;SG
inspirasi	בהשראת	inspirasi	בהשראת	N	ADP
dara	דארה	dara	דארה	PROPN	PROPN
dara	דרה	dara	דרה	PROPN	PROPN
pengantar	מבוא	penantar	מבוא	N;SG	
pengantar	הקדמה	penantar	הקדמה	N;SG	PROPN
pengantar	מבוא	penantar	מבוא	N;SG	
electric	חשמלית	electric	חשמלי	PROPN	ADV
electric	חשמלי	electric	חשמל	PROPN	ADJ;MASC;SG
memasak	קוק	menpasak	קוק	V;SG;ACT	PROPN
memasak	טבח	menpasak	טבח	V;SG;ACT	N;MASC;SG
memasak	מבשל	menpasak	מבשל	V;SG;ACT	N;MASC;SG
memasak	בישול	menpasak	בישול	V;SG;ACT	N;MASC;SG
memasak	מבשלת	menpasak	בישל	V;SG;ACT	N;FEM;SG
copa	קופה	copa	קופה	PROPN	N;FEM;SG
merancang	עיצב	menrancang	עיצב	V;SG;ACT	PROPN
merancang	מעוצב	menrancang	מעוצב	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
merancang	עוצב	menrancang	עוצב	V;SG;ACT	V;MASC;SG;3;PST;PASS
merancang	מעוצבת	menrancang	מעוצב	V;SG;ACT	V;FEM;SG;V.PTCP;PASS
merancang	מתוכנן	menrancang	תוכנן	V;SG;ACT	V;MASC;SG;V.PTCP;PASS
merancang	תוכנן	menrancang	תוכנן	V;SG;ACT	V;MASC;SG;3;PST;PASS
teratur	בקביעות	teratur	בקביעות	ADJ;SG	
teratur	מאורגנת	teratur	אורגן	ADJ;SG	V;FEM;SG;V.PTCP;PASS
teratur	מאורגנים	teratur	אורגן	ADJ;SG	V;MASC;PL;V.PTCP;PASS
menu	התפריט	menu	התפריט	N;SG	PROPN
menu	תפריט	menu	תפריט	N;SG	PROPN
menu	תפריטים	menu	תפריט	N;SG	N;MASC;PL
ditanam	שתל	ditanam	שתל	V;SG;PASS	
ditanam	שתלה	ditanam	שתלה	V;SG;PASS	N;MASC;SG
blackberry	blackberry	blackberry	blackberry	N	PROPN
luna	לונה	luna	לונה	PROPN	PROPN
didapatkan	רכשה	didapatkan	רכש	V;SG;PASS	V;FEM;SG;3;PST;ACT
didapatkan	רכש	didapatkan	רכש	V;SG;PASS	PROPN
didapatkan	נרכש	didapatkan	נרכש	V;SG;PASS	V;MASC;SG;3;PST;MID
baterai	מצבר	baterai	מצבר	PROPN;SG	PROPN
baterai	סוללה	baterai	סוללה	PROPN;SG	N;FEM;SG
baterai	סוללות	baterai	סלל	PROPN;SG	N;FEM;PL
baterai	בטריות	baterai	בטריות	PROPN;SG	N;FEM;PL
valencia	ולנסיה	valencia	ולנסיה	PROPN	PROPN
valencia	ולנסית	valencia	ולנסי	PROPN	PROPN
guy	גאי	guy	גאי	PROPN	PROPN
guy	גיא	guy	גיא	PROPN	PROPN
win	מנצח	win	מנצח	PROPN	N;MASC;SG
win	לנצח	win	ניצח	PROPN	V;NFIN;ACT
afghanistan	אפגניסטן	afghanistan	אפגניסטן	N;SG	PROPN
afghanistan	אפגני	afghanistan	אפגני	N;SG	PROPN
nova	נובה	nova	נובה	PROPN	PROPN
analog	אנלוגי	analog	אנלוגי	PROPN;SG	PROPN
teguh	תקיף	teguh	תקיף	ADJ;SG	
diadopsi	מאומץ	diadopsi	מאומץ	V;SG;PASS	PROPN
diadopsi	אימוץ	diadopsi	אימוץ	V;SG;PASS	N;MASC;SG
diadopsi	מאומצת	diadopsi	מאומץ	V;SG;PASS	N;FEM;SG
keseimbangan	יתרה	keseimbangan	יתרה	N;SG	
keseimbangan	מאזן	keseimbangan	מאזן	N;SG	
civil	אזרחי	civil	אזרח	PROPN	N;MASC;PL
civil	אזרחית	civil	אזרחי	PROPN	ADV
nord	נורד	nord	נורד	PROPN	PROPN
madu	דבש	madu	דבש	N;SG	
madu	מותק	madu	מותק	N;SG	
alas	אבוי	alas	אבוי	N;SG	
berjanji	מבטיחים	berjanji	הבטיח	V;SG;ACT	V;MASC;PL;V.PTCP;ACT
berjanji	הבטחה	berjanji	הבטחה	V;SG;ACT	N;FEM;SG
berjanji	הבטיחו	berjanji	הבטיח	V;SG;ACT	V;PL;3;PST;ACT
berjanji	הבטחתם	berjanji	הבטחה	V;SG;ACT	V;PL;1;PST;ACT
mekkah	מכה	mekkah	הכה	PROPN;SG	
hidung	אף	hidung	אף	N;SG	CONJ
hidung	אפו	hidung	אפו	N;SG	
hidung	אפה	hidung	אפה	N;SG	
hidung	האף	hidung	האף	N;SG	
hidung	אפים	hidung	אף	N;SG	
cao	קאו	cao	קאו	PROPN	PROPN
yorkshire	יורקשייר	yorkshire	יורקשייר	PROPN	PROPN
pelawak	קומיקאי	penlawak	קומיקאי	N	PROPN
kartun	מצויר	kartun	צויר	N;SG	V;MASC;SG;V.PTCP;PASS
kartun	קריקטורות	kartun	קריקטורות	N;SG	N;FEM;PL
lor	לור	lor	לור	PROPN	PROPN
lapis	שכבות	lapis	שכבה	N;SG;ACT	N;FEM;PL
lapis	לפיס	lapis	לפי	N;SG;ACT	
sirip	סנפירים	sirip	סנפיר	N;SG	N;MASC;PL
sirip	פין	sirip	פין	N;SG	
