और	y	और	y		CONJ
लौटे	devuelta	लौट	devuelta	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;FEM;SG;V.PTCP
लौटे	devuelto	लौट	devolver	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
लौटे	retornados	लौट	retornado	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
ढांचा	bastidores	ढांचा	bastidor	N;NOM;MASC;SG;3	N;MASC;PL
ढांचा	marcos	ढांचा	marco	N;NOM;MASC;SG;3	N;MASC;PL
मजदूरी	sueldos	मजदूरी	sueldo	N;NOM;FEM;SG;3	N;MASC;PL
मजदूरी	salarios	मजदूरी	salario	N;NOM;FEM;SG;3	N;MASC;PL
विस्थापन	desplazamientos	विस्थापन	desplazamiento	N;NOM;MASC;SG;3	N;MASC;PL
कठिनाइयों	dificultad	कठिनाई	dificultad	N;ACC;FEM;PL;3	N;FEM;SG
चैन	chan	चैन	chan		N;MASC;SG
चैन	cadena	चैन	cadena		N;FEM;SG
क्लान	klan	क्लान	klan	PROPN;NOM;MASC;SG;3	N;MASC;SG
भ्रष्ट	corromper	भ्रष्ट	corromper	PROPN;NOM;MASC;SG;3	V;NFIN
भ्रष्ट	corrupción	भ्रष्ट	corrupción	PROPN;NOM;MASC;SG;3	N;FEM;SG
भ्रष्ट	corrupto	भ्रष्ट	corrupto	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भ्रष्ट	corruptos	भ्रष्ट	corrupto	PROPN;NOM;MASC;SG;3	N;MASC;PL
भ्रष्ट	corrupta	भ्रष्ट	corrupto	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
भ्रष्ट	corrupto	भ्रष्ट	corrupto	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
भ्रष्ट	corruptos	भ्रष्ट	corrupto	PROPN;NOM;MASC;SG;3	N;MASC;PL
भ्रष्ट	corrompido	भ्रष्ट	corrompido	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
अभियान्त्रिकी	ingenieros	अभियान्त्रिकी	ingeniero	N;NOM;MASC;SG;3	N;MASC;PL
दामोदर	damodar	दामोदर	damodar	PROPN;NOM;MASC;SG;3	V;NFIN
बंगला	bengalí	बंगला	bengalí	N;NOM;MASC;SG;3	ADJ;SG
पैक	packs	पैक	packs	N;NOM;MASC;SG;3	N;MASC;PL
छाल	ladra	छाल	ladra	N;NOM;FEM;SG;3	V;IND;SG;3;PRS;FIN
इराक़	irak	इराका	irak	PROPN;NOM;MASC;SG;3	N;FEM;SG
इराक़	iraq	इराका	iraq	PROPN;NOM;MASC;SG;3	N;FEM;SG
वाइन	vinos	वाइन	vino		N;MASC;PL
वाइन	vino	वाइन	vino		N;MASC;SG
फारस	persia	फारस	persia	PROPN;NOM;MASC;SG;3	N;MASC;SG
शतरंज	ajedrez	शतरंज	ajedrez	PROPN;NOM;MASC;SG;3	N;MASC;SG
गर्भपात	abortos	गर्भपात	aborto	N;NOM;MASC;SG;3	N;MASC;PL
ग्रीष्म	summers	ग्रीष्म	summer		N;FEM;SG
ग्रीष्म	veranos	ग्रीष्म	veranos		N;MASC;PL
ग्रीष्म	summer	ग्रीष्म	summer		N
ग्रीष्म	verano	ग्रीष्म	verano		N;MASC;SG
बेल्ट	cinturón	बेल्ट	cinturón		N;MASC;SG
बेल्ट	correas	बेल्ट	correa		N;FEM;PL
बेल्ट	cinturones	बेल्ट	cinturón		N;MASC;PL
बेल्ट	cinto	बेल्ट	cinto		N;MASC;SG
बेल्ट	cinturón	बेल्ट	cinturón		N;MASC;SG
खां	khan	खाँ	khan	PROPN;NOM;MASC;SG;3	N;MASC;SG
खां	kan	खाँ	kan	PROPN;NOM;MASC;SG;3	N;SG
मीना	mina	मीना	mina	PROPN;NOM;FEM;SG;3	N;FEM;SG
एनीमेशन	animaciones	एनीमेशन	animación	N;NOM;MASC;SG;3	N;FEM;PL
एनीमेशन	animaciones	एनीमेशन	animación	N;NOM;MASC;SG;3	N;FEM;PL
नॉन	non	नॉन	non		N
समस्याएँ	problemática	समस्या	problemática	N;NOM;FEM;PL;3	N;FEM;SG
एलिजाबेथ	isabel	एलिजाबेथ	isabel	PROPN;NOM;MASC;SG;3	N;FEM;SG
एलिजाबेथ	elizabeth	एलिजाबेथ	elizabeth	PROPN;NOM;MASC;SG;3	N;FEM;SG
डिएगो	diego	डिएगो	diego	PROPN;NOM;MASC;SG;3	PROPN
रांची	ranchi	रांची	ranchi	PROPN;NOM;MASC;SG;3	
पैट्रिक	patrick	पैट्रिक	patrick	PROPN;NOM;MASC;SG;3	N;MASC;SG
पैट्रिक	patricio	पैट्रिक	patricio	PROPN;NOM;MASC;SG;3	PROPN
विक्टर	vencedor	विक्टर	vencedor	PROPN;NOM;MASC;SG;3	N;MASC;SG
विक्टर	víctor	विक्टर	víctor	PROPN;NOM;MASC;SG;3	N;MASC;SG
विक्टर	victor	विक्टर	victor	PROPN;NOM;MASC;SG;3	PROPN
यूरेनियम	uranio	यूरेनियम	uranio	PROPN;NOM;MASC;SG;3	N;MASC;SG
श्रद्धांजलि	tributos	श्रद्धांजलि	tributo	N;NOM;FEM;SG;3	N;MASC;PL
श्रद्धांजलि	tributos	श्रद्धांजलि	tributo	N;NOM;FEM;SG;3	N;MASC;PL
ढेर	montones	ढेर	montón		N;MASC;PL
स्तुति	elogios	स्तुति	elogio	N;NOM;FEM;SG;3	N;MASC;PL
स्तुति	alabanzas	स्तुति	alabanza	N;NOM;FEM;SG;3	N;FEM;PL
स्तुति	alabado	स्तुति	alabado	N;NOM;FEM;SG;3	ADJ;MASC;SG;V.PTCP
ड्रीम	dream	ड्रीम	dream	PROPN;NOM;MASC;SG;3	N
ड्रीम	sueña	ड्रीम	soñar	PROPN;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
ड्रीम	sueño	ड्रीम	sueño	PROPN;NOM;MASC;SG;3	N;MASC;SG
ड्रीम	ensueño	ड्रीम	ensueño	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
ड्रीम	soñar	ड्रीम	soñar	PROPN;NOM;MASC;SG;3	V;NFIN
भारद्वाज	bhardwaj	भारद्वाज	bhardwaj	PROPN;NOM;SG;3	
कुत्ता	perros	कुत्ता	perro	N;NOM;MASC;SG;3	N;MASC;PL
रामचंद्र	ramachandra	रामचंद्र	ramachandra	PROPN;NOM;MASC;SG;3	V;V.MSDR
तुरन्त	inmediatamente	तुरन्त	inmediatamente		ADV
तुरन्त	inmediato	तुरन्त	inmediato		ADJ;MASC;SG
तुरन्त	instantáneamente	तुरन्त	instantáneamente		ADV
क्लबों	club	क्लब	club	N;ACC;MASC;PL;3	N;MASC;SG
क्लबों	garrote	क्लब	garrote	N;ACC;MASC;PL;3	N;MASC;SG
क्लबों	discoteca	क्लब	discoteca	N;ACC;MASC;PL;3	N;FEM;SG
छीन	arrebatado	छीन	arrebatado	V;ACT	ADJ;MASC;SG;V.PTCP
सरसों	mostaza	सरस	mostaza	N;ACC;MASC;PL;3	N;FEM;SG
वार्नर	warner	वार्नर	warner	PROPN;NOM;MASC;SG;3	N;SG
चलना	paseo	चल	paseo	V;MASC;NFIN;ACT	N;MASC;SG
धुन	afinar	धुन	afinar	N;NOM;FEM;SG;3	V;NFIN
धुन	sintonizar	धुन	sintonizar	N;NOM;FEM;SG;3	V;NFIN
मसाले	especias	मसाला	especia	N;NOM;MASC;SG;3	N;FEM;PL
लेबनान	líbano	लेबनान	líbano	PROPN;NOM;MASC;SG;3	N;MASC;SG
भट्टाचार्य	bhattacharya	भट्टाचार्य	bhattacharya	PROPN;NOM;MASC;SG;3	V;IND;SG;3;FIN
रूपक	metáforas	रूपक	metáfora	N;NOM;MASC;SG;3	N;FEM;PL
साहनी	sahni	साहनी	sahni	PROPN;NOM;MASC;SG;3	
शैवाल	algas	शैवाल	alga	N;NOM;MASC;SG;3	N;FEM;PL
प्रचारक	promotores	प्रचारक	promotor	N;NOM;MASC;SG;3	N;MASC;PL
स्वीडिश	suecos	स्वीडिश	sueco	PROPN;NOM;MASC;SG;3	N;MASC;PL
स्वीडिश	suecia	स्वीडिश	suecia	PROPN;NOM;MASC;SG;3	N;FEM;SG
स्वीडिश	sueco	स्वीडिश	sueco	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
स्वीडिश	sueca	स्वीडिश	sueca	PROPN;NOM;MASC;SG;3	N;FEM;SG
स्वीडिश	suecia	स्वीडिश	suecia	PROPN;NOM;MASC;SG;3	N;FEM;SG
एडम्स	adams	एडम्स	adams	PROPN;NOM;MASC;SG;3	N;MASC;SG
अभिगम	acceda	अभिगम	acceder	N;NOM;MASC;SG;3	V;SBJV;SG;3;PRS;FIN
अभिगम	accesos	अभिगम	acceso	N;NOM;MASC;SG;3	N;MASC;PL
अभिगम	acceder	अभिगम	acceder	N;NOM;MASC;SG;3	V;NFIN
मंत्रिमंडल	ministerios	मंत्रिमंडल	ministerio	N;NOM;MASC;SG;3	N;MASC;PL
सिखों	sikh	सिख	sikh	N;ACC;MASC;PL;3	N;MASC;SG
पैतृक	paternal	पैतृक	paternal	N;NOM;MASC;SG;3	ADJ;SG
लेट	tarde	लेट	tarde	N;NOM;FEM;SG;3	ADV
लेट	tardía	लेट	tarder	N;NOM;FEM;SG;3	ADJ;FEM;SG
जेरी	jere	जेरी	jere	PROPN;NOM;MASC;SG;3	INTJ
जेरी	jerry	जेरी	jerry	PROPN;NOM;MASC;SG;3	N;MASC;SG
पतला	flaca	पतला	flaca	ADJ;NOM;MASC;SG	N;FEM;SG
पतला	slim	पतला	slim	ADJ;NOM;MASC;SG	N;SG
पतला	flaca	पतला	flaca	ADJ;NOM;MASC;SG	N;FEM;SG
न्यूज	noticias	न्यूज	noticia	N;NOM;FEM;SG;3	N;FEM;PL
न्यूज	novedades	न्यूज	novedad	N;NOM;FEM;SG;3	N;FEM;PL
आइलैंड	isla	आइलैंड	isla	PROPN;NOM;MASC;SG;3	N;FEM;SG
कमला	kamala	कमला	kamala	PROPN;NOM;FEM;SG;3	N;MASC;SG
कमर	qamar	कमर	qamar	N;NOM;FEM;SG;3	
फौज	armada	फौज	armado	N;NOM;FEM;SG;3	ADJ;FEM;SG;V.PTCP
कैमरे	cámaras	कैमरा	cámara	N;NOM;MASC;SG;3	N;FEM;PL
कमाल	asombroso	कमाल	asombroso		ADJ;MASC;SG
कमाल	increíble	कमाल	increíble		ADJ;SG
कमाल	impresionante	कमाल	impresionante		ADJ;SG
निकास	salir	निकास	salir	N;NOM;MASC;SG;3	V;NFIN
मुद्राओं	plantea	मुद्रा	plantear	N;ACC;FEM;PL;3	V;IND;SG;3;PRS;FIN
मुद्राओं	posa	मुद्रा	posa	N;ACC;FEM;PL;3	V;IND;SG;3;PRS;FIN
मालिश	masajes	मालिश	masaje	N;NOM;MASC;SG;3	N;MASC;PL
मालिश	masajes	मालिश	masaje	N;NOM;MASC;SG;3	N;MASC;PL
कॉमिक	cómico	कॉमिक	cómico		ADJ;MASC;SG
कॉमिक	comic	कॉमिक	comic		N;MASC;SG
कॉमिक	historieta	कॉमिक	historieta		N;FEM;SG
कॉमिक	cómic	कॉमिक	cómic		N;MASC;SG
मॉनमाउथ	monmouth	मॉनमाउथ	monmouth	PROPN;NOM;MASC;SG;3	N;MASC;SG
कवक	hongos	कवक	hongo	N;NOM;MASC;SG;3	N;MASC;PL
क्षतिपूर्ति	compensaciones	क्षतिपूर्ति	compensación	N;NOM;FEM;SG;3	N;FEM;PL
क्षतिपूर्ति	indemnizaciones	क्षतिपूर्ति	indemnización	N;NOM;FEM;SG;3	N;FEM;PL
क्षतिपूर्ति	daños	क्षतिपूर्ति	daño	N;NOM;FEM;SG;3	N;MASC;PL
सूखा	secos	सूखा	seco	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
सूखा	seca	सूखा	seco	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
सूखा	secar	सूखा	secar	PROPN;NOM;MASC;SG;3	V;NFIN
सूखा	seco	सूखा	seco	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सूखा	sequías	सूखा	sequía	PROPN;NOM;MASC;SG;3	N;FEM;PL
सूखा	sequía	सूखा	sequía	PROPN;NOM;MASC;SG;3	N;FEM;SG
रहस्यमय	misteriosos	रहस्यमय	misterioso	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
रहस्यमय	misterioso	रहस्यमय	misterioso	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
रहस्यमय	misteriosas	रहस्यमय	misterioso	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
रहस्यमय	misteriosa	रहस्यमय	misterioso	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
इस्लामिक	islámico	इस्लामिक	islámico	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
इस्लामिक	islámica	इस्लामिक	islámico	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
इस्लामिक	islámicas	इस्लामिक	islámico	PROPN;NOM;MASC;SG;3	ADJ;FEM;PL
इस्लामिक	islámicos	इस्लामिक	islámico	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
रजिस्टर	inscribirse	रजिस्टर	inscribirse	N;NOM;MASC;SG;3	V;SBJV;SG;3;FIN
रजिस्टर	registrarse	रजिस्टर	registrar	N;NOM;MASC;SG;3	V;SBJV;SG;3;IPFV;FIN
सिंगल	soltero	सिंगल	soltero	PROPN;NOM;MASC;SG;3	N;MASC;SG
सिंगल	soltera	सिंगल	soltera	PROPN;NOM;MASC;SG;3	N;FEM;SG
सिंगल	sencillo	सिंगल	sencillo	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG
सिंगल	single	सिंगल	single	PROPN;NOM;MASC;SG;3	N;MASC;SG
सन्धि	tratado	सन्धि	tratar	N;NOM;FEM;SG;3	ADJ;MASC;SG;V.PTCP
अनूदित	traducida	अनूदित	traducir	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
अनूदित	traducido	अनूदित	traducido	PROPN;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
अनूदित	traducidos	अनूदित	traducido	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL;V.PTCP
चमत्कार	milagros	चमत्कार	milagro	N;NOM;MASC;SG;3	N;MASC;PL
चमत्कार	milagrosa	चमत्कार	milagroso	N;NOM;MASC;SG;3	ADJ;FEM;SG
चमत्कार	milagros	चमत्कार	milagro	N;NOM;MASC;SG;3	N;MASC;PL
चमत्कार	maravillas	चमत्कार	maravilla	N;NOM;MASC;SG;3	N;FEM;PL
अमृता	amrita	अमृता	amrito	PROPN;NOM;FEM;SG;3	N;FEM;SG
गेट्स	gates	गेट्स	gate	PROPN;NOM;MASC;SG;3	N;MASC;SG
गेट्स	puertas	गेट्स	puerta	PROPN;NOM;MASC;SG;3	N;FEM;PL
संचय	caché	संचय	caché		N;FEM;SG
डैनियल	daniel	डैनियल	daniel	PROPN;NOM;MASC;SG;3	PROPN
वायरलेस	wireless	वायरलेस	wireless	N;NOM;MASC;SG;3	ADJ;SG
वायरलेस	inalámbricas	वायरलेस	inalámbrico	N;NOM;MASC;SG;3	N;FEM;PL
वायरलेस	inalámbricos	वायरलेस	inalámbrico	N;NOM;MASC;SG;3	N;MASC;PL
वायरलेस	inalámbrico	वायरलेस	inalámbrico	N;NOM;MASC;SG;3	ADJ;MASC;SG
वायरलेस	inalámbrica	वायरलेस	inalámbrico	N;NOM;MASC;SG;3	ADJ;FEM;SG
फिलाडेल्फिया	filadelfia	फिलाडेल्फिया	filadelfia	PROPN;NOM;MASC;SG;3	N;FEM;SG
फिलाडेल्फिया	philadelphia	फिलाडेल्फिया	philadelphia	PROPN;NOM;MASC;SG;3	N;FEM;SG
स्पैनिश	española	स्पैनिश	español	PROPN;NOM;MASC;SG;3	ADJ;FEM;SG
स्पैनिश	castellano	स्पैनिश	castellano	PROPN;NOM;MASC;SG;3	N;MASC;SG
स्पैनिश	español	स्पैनिश	español	PROPN;NOM;MASC;SG;3	N;MASC;SG
स्पैनिश	espanol	स्पैनिश	espanol	PROPN;NOM;MASC;SG;3	N;MASC;SG
गोरखा	gurkha	गोरखा	gurkha	PROPN;NOM;MASC;SG;3	N;SG
एफबीआई	fbi	एफबीआई	fbi	PROPN;NOM;MASC;SG;3	N;MASC;SG
कैमरून	camerún	कैमरून	camerún	PROPN;NOM;MASC;SG;3	N;FEM;SG
हाइब्रिड	híbrido	हाइब्रिड	híbrido	N;NOM;MASC;SG;3	ADJ;MASC;SG
हाइब्रिड	híbridos	हाइब्रिड	híbrido	N;NOM;MASC;SG;3	N;MASC;PL
हाइब्रिड	híbrida	हाइब्रिड	híbrida	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
हाइब्रिड	híbrido	हाइब्रिड	híbrido	N;NOM;MASC;SG;3	ADJ;MASC;SG
हाइब्रिड	híbridos	हाइब्रिड	híbrido	N;NOM;MASC;SG;3	N;MASC;PL
बलात्कार	violaciones	बलात्कार	violación	N;NOM;MASC;SG;3	N;FEM;PL
संतोष	satisfacción	संतोष	satisfacción	PROPN;NOM;MASC;SG;3	N;FEM;SG
कथाएं	tales	कथाएं	tal	N;NOM;FEM;PL;3	PRO;PL
रोलिंग	rolling	रोलिंग	rolling	PROPN;NOM;MASC;SG;3	N
रोलिंग	laminado	रोलिंग	laminado	PROPN;NOM;MASC;SG;3	N;MASC;SG
रोलिंग	laminación	रोलिंग	laminación	PROPN;NOM;MASC;SG;3	N;FEM;SG
रोलिंग	rodando	रोलिंग	rodar	PROPN;NOM;MASC;SG;3	V;V.MSDR
रोलिंग	rowling	रोलिंग	rowling	PROPN;NOM;MASC;SG;3	N;FEM;SG
सजावट	condecoraciones	सजावट	condecoración	N;NOM;FEM;SG;3	N;FEM;PL
सजावट	adornos	सजावट	adorno	N;NOM;FEM;SG;3	N;MASC;PL
सजावट	decoraciones	सजावट	decoración	N;NOM;FEM;SG;3	N;FEM;PL
टेरी	rizo	टेरी	rezo	PROPN;NOM;MASC;SG;3	N;MASC;SG
टेरी	terry	टेरी	terry	PROPN;NOM;MASC;SG;3	PROPN
अस्थिर	caprichosa	अस्थिर	caprichoso		ADJ;FEM;SG
अस्थिर	caprichoso	अस्थिर	caprichoso		ADJ;MASC;SG
अस्थिर	inestables	अस्थिर	inestable		ADJ;PL
अस्थिर	inestable	अस्थिर	inestable		ADJ;SG
राख	cenizas	राख	ceniza		N;FEM;PL
राख	cenizas	राख	ceniza		N;FEM;PL
राख	ceniza	राख	cenizar		N;FEM;SG
राख	ash	राख	ash		PROPN
इन्टरनेट	interrumpir	इन्टरनेट	interrumpir	N;NOM;MASC;SG;3	V;NFIN
इन्टरनेट	interrumpa	इन्टरनेट	interrumpa	N;NOM;MASC;SG;3	V;SBJV;SG;3;PRS;FIN
जीवंत	vibrantes	जीवंत	vibrante	N;NOM;MASC;SG;3	ADJ;PL
जीवंत	vibrante	जीवंत	vibrante	N;NOM;MASC;SG;3	ADJ;SG
जीवंत	animado	जीवंत	animado	N;NOM;MASC;SG;3	ADJ;MASC;SG;V.PTCP
जीवंत	vivaz	जीवंत	vivaz	N;NOM;MASC;SG;3	ADJ;SG
जीवंत	animada	जीवंत	animado	N;NOM;MASC;SG;3	ADJ;FEM;SG;V.PTCP
उर्वरक	fertilizantes	उर्वरक	fertilizante	N;NOM;MASC;SG;3	N;PL
उर्वरक	abonos	उर्वरक	abono	N;NOM;MASC;SG;3	N;MASC;PL
अनुवादक	traductores	अनुवादक	traductor	N;NOM;MASC;SG;3	N;MASC;PL
सउदी	sauditas	सउदी	saudito	PROPN;NOM;MASC;SG;3	N;PL
सउदी	saudíes	सउदी	saudí	PROPN;NOM;MASC;SG;3	N;PL
संयम	restricción	संयम	restricción		N;FEM;SG
संयम	sujeción	संयम	sujeción		N;FEM;SG
संयम	contención	संयम	contención		N;FEM;SG
संयम	moderación	संयम	moderación		N;FEM;SG
संयम	sobriedad	संयम	sobriedad		N;FEM;SG
कच्चा	crudos	कच्चा	crudo	ADJ;NOM;MASC;SG	ADJ;MASC;PL
कच्चा	raw	कच्चा	raw	ADJ;NOM;MASC;SG	N
कच्चा	crudo	कच्चा	crudo	ADJ;NOM;MASC;SG	N;MASC;SG
शाप	maldición	शाप	maldición		N;FEM;SG
कैपिटल	mayúsculas	कैपिटल	mayúsculo	PROPN;NOM;MASC;SG;3	N;FEM;PL
कैपिटल	capitales	कैपिटल	capital	PROPN;NOM;MASC;SG;3	N;MASC;PL
कैपिटल	capitolio	कैपिटल	capitolio	PROPN;NOM;MASC;SG;3	N;MASC;SG
कैपिटल	capitol	कैपिटल	capitol	PROPN;NOM;MASC;SG;3	N;MASC;SG
वैवाहिक	matrimonial	वैवाहिक	matrimonial	PROPN;NOM;MASC;SG;3	ADJ;SG
वैवाहिक	matrimoniales	वैवाहिक	matrimonial	PROPN;NOM;MASC;SG;3	ADJ;PL
वैवाहिक	conyugal	वैवाहिक	conyugal	PROPN;NOM;MASC;SG;3	ADJ;SG
वैवाहिक	matrimonial	वैवाहिक	matrimonial	PROPN;NOM;MASC;SG;3	ADJ;SG
वैवाहिक	marital	वैवाहिक	marital	PROPN;NOM;MASC;SG;3	ADJ;SG
वैवाहिक	conyugal	वैवाहिक	conyugal	PROPN;NOM;MASC;SG;3	ADJ;SG
बास	bajos	बास	bajo	PROPN;NOM;MASC;SG;3	ADJ;MASC;PL
बास	bass	बास	bas	PROPN;NOM;MASC;SG;3	N
बास	bajo	बास	bajo	PROPN;NOM;MASC;SG;3	ADP
घुटने	rodillas	घुटना	rodilla	N;NOM;MASC;SG;3	N;FEM;PL
अपराधियों	culpables	अपराधी	culpable	N;ACC;MASC;PL;3	ADJ;PL
अपराधियों	delincuente	अपराधी	delincuente	N;ACC;MASC;PL;3	N;SG
डेस्कटॉप	escritorios	डेस्कटॉप	escritorio	N;NOM;MASC;SG;3	N;MASC;PL
जीती	ganados	जीत	ganado	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL;V.PTCP
जीती	ganado	जीत	ganado	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG;V.PTCP
जादुई	mágicos	जादुई	mágico		ADJ;MASC;PL
जादुई	mágico	जादुई	mágico		ADJ;MASC;SG
जादुई	mágica	जादुई	mágico		ADJ;FEM;SG
जादुई	magico	जादुई	magico		ADJ;MASC;SG
पोर्टलैंड	portland	पोर्टलैंड	portland	PROPN;NOM;MASC;SG;3	N;MASC;SG
सितारे	estrellas	सितारा	estrella	N;NOM;MASC;SG;3	N;PL
तेरह	thirteen	तेरह	thirtean	NUM	N;PL
स्पिन	girar	स्पिन	girar	N;NOM;MASC;SG;3	V;NFIN
स्पिन	pintas	स्पिन	pinta	N;NOM;MASC;SG;3	N;FEM;PL
फ्रैंकफर्ट	francfort	फ्रैंकफर्ट	francfort	N;NOM;MASC;SG;3	PROPN
गिने	numeración	गिन	numeración	V;MASC;SG;FIN;ACT	N;FEM;SG
गिने	contados	गिन	contado	V;MASC;SG;FIN;ACT	ADJ;MASC;PL;V.PTCP
गिने	contado	गिन	contar	V;MASC;SG;FIN;ACT	ADJ;MASC;SG;V.PTCP
गिने	contados	गिन	contado	V;MASC;SG;FIN;ACT	ADJ;MASC;PL;V.PTCP
गिने	contadas	गिन	contado	V;MASC;SG;FIN;ACT	ADJ;FEM;PL;V.PTCP
स्टेज	etapas	स्टेज	etapa	N;NOM;MASC;SG;3	N;FEM;PL
स्टेज	fases	स्टेज	fase	N;NOM;MASC;SG;3	N;FEM;PL
निष्ठा	sinceramente	निष्ठा	sinceramente	N;NOM;FEM;SG;3	ADV
निष्ठा	atentamente	निष्ठा	atentamente	N;NOM;FEM;SG;3	ADV
ऑप्टिकल	ópticas	ऑप्टिकल	óptico	N;NOM;MASC;SG;3	N;FEM;PL
ऑप्टिकल	óptico	ऑप्टिकल	óptico	N;NOM;MASC;SG;3	ADJ;MASC;SG
ऑप्टिकल	ópticos	ऑप्टिकल	óptico	N;NOM;MASC;SG;3	N;MASC;PL
साँस	respiro	साँस	respiro		N;MASC;SG
साँस	respirar	साँस	respirar		V;NFIN
साँस	respire	साँस	respire		V;IMP;SG;3;FIN
साँस	respira	साँस	respirar		V;IND;SG;3;PRS;FIN
