sandstein	zandsteen	sandstein	zandsteen		N;MASC+FEM;SG
auslegung	vertolking	auslegung	vertolking	ADV	N;MASC+FEM;SG
auslegung	tolken	auslegung	tolk	ADV	N;PL
auslegung	vertolking	auslegung	vertolking	ADV	N;MASC+FEM;SG
haushalt	huishoudens	haushalt	huishouden		N;PL
haushalt	gezinnen	haushalt	gezin		N;PL
haushalt	huishouding	haushalt	huishouding		N;MASC+FEM;SG
haushalt	huishoudelijke	haushalt	huishoudelijk		ADJ
haushalt	huishouden	haushalt	huishouden		N;NEUT;SG
haushalt	huishoudelijk	haushalt	huishoudelijk		ADJ
haushalt	budget	haushalt	budget		N;NEUT;SG
haushalt	begroting	haushalt	begroting		N;MASC+FEM;SG
haushalt	huishouding	haushalt	huishouding		N;MASC+FEM;SG
marschall	marshall	marschall	marshall	ADJ	N;MASC+FEM;SG
marschall	maarschalk	marschall	maarschalk	ADJ	N;MASC+FEM;SG
marschall	marshal	marschall	marshal	ADJ	N;MASC+FEM;SG
prediger	prediker	prediger	predik	ADJ	N;MASC+FEM;SG
prediger	predikant	prediger	predikant	ADJ	N;MASC+FEM;SG
prediger	predikanten	prediger	predikant	ADJ	N;PL
installation	installeren	installation	installeren	N;SG	V;NFIN
installation	installeren	installation	installeren	N;SG	V;NFIN
installation	installeer	installation	installeer	N;SG	V;SG;PRS;FIN
schöner	nice	schön	nice	ADJ	N;MASC+FEM;SG
kaspar	kaspar	kaspar	kaspar	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kaspar	caspar	kaspar	caspar	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
ecken	hoekjes	ecken	hoek		N;PL
ecken	hoeken	ecken	hoek		N;PL
ecken	randen	ecken	rand		N;PL
ecken	hoekpunten	ecken	hoekpunt		N;PL
ecken	corner	ecken	corner		N;MASC+FEM;SG
ecken	hoekje	ecken	hoek		N;NEUT;SG
ecken	hoek	ecken	hoek		N;MASC+FEM;SG
speichern	save	speichern	save	V;NFIN	
speichern	besparingen	speichern	besparing	V;NFIN	N;PL
speichern	besparing	speichern	besparing	V;NFIN	N;MASC+FEM;SG
speichern	winkel	speichern	winkel	V;NFIN	N;MASC+FEM;SG
schuss	schot	schassen	schot	ADJ	N;NEUT;SG
schuss	geweerschot	schassen	geweerschot	ADJ	V;V.PTCP
schuss	neergeschoten	schassen	neerschieten	ADJ	V;V.PTCP
schuss	shot	schassen	shot	ADJ	N;MASC+FEM;SG
schuss	schot	schassen	schot	ADJ	N;NEUT;SG
freundlich	soort	freundlich	soort	ADJ	N;SG
gehäuse	huisvesting	gehäus	huisvesting		N;MASC+FEM;SG
gehäuse	hulzen	gehäus	hulzen		N;PL
gehäuse	behuizingen	gehäus	behuizing		N;PL
gehäuse	leefruimte	gehäus	leefruimte		N;MASC+FEM;SG
gehäuse	omhulling	gehäus	omhulling		N;MASC+FEM;SG
zylinder	cilinder	zylinder	cilinder		N;MASC+FEM;SG
zylinder	cilinders	zylinder	cilinder		N;PL
zylinder	barrel	zylinder	barrel		N;MASC+FEM;SG
zylinder	vat	zylinder	vat		N;NEUT;SG
portugiesisch	portugezen	portugiesisch	portugees	ADJ	N;PL
wähler	kiezers	wählern	kiezer		N;PL
wähler	kiezer	wählern	kiezer		N;MASC+FEM;SG
wähler	electoraat	wählern	electoraat		N;NEUT;SG
wähler	kiezers	wählern	kiezer		N;PL
wähler	kiezer	wählern	kiezer		N;MASC+FEM;SG
wähler	kiezers	wählern	kiezer		N;PL
wähler	stemmers	wählern	stemmer		N;PL
wähler	kiezer	wählern	kiezer		N;MASC+FEM;SG
populär	populariteit	populär	populariteit	ADJ	N;MASC+FEM;SG
filmmusik	scoren	filmmusik	scoren	N	V;NFIN
gewinnung	extractie	gewinnung	extractie	ADJ	N;MASC+FEM;SG
gewinnung	winning	gewinnung	winning	ADJ	N;MASC+FEM;SG
fotografien	fotos	fotografien	fotos		N;PL
fotografien	fotografie	fotografien	fotografie		N;MASC+FEM;SG
fotografien	fotograferen	fotografien	fotograferen		V;NFIN
fotografien	fotograferen	fotografien	fotograferen		V;NFIN
fotografien	foto	fotografien	foto		N;MASC+FEM;SG
nachteil	handicap	nachteil	handicap		N;NEUT;SG
nachteil	handicaps	nachteil	handicap		N;PL
nachteil	nadelen	nachteil	nadeel		N;PL
nachteil	nadeel	nachteil	nadeel		N;NEUT;SG
nachteil	keerzijde	nachteil	keerzijde		N;MASC+FEM;SG
nachteil	nadelen	nachteil	nadeel		N;PL
nachteil	nadeel	nachteil	nadeel		N;NEUT;SG
gramm	gram	gramm	gram		N;MASC+FEM;SG
gramm	gram	gramm	gram		N;MASC+FEM;SG
begleitung	begeleidende	begleitung	begeleiden	N;NOM;FEM;SG	V;V.PTCP
begleitung	vergezellen	begleitung	vergezellen	N;NOM;FEM;SG	V;NFIN
begleitung	begeleidend	begleitung	begeleiden	N;NOM;FEM;SG	V;V.PTCP
abwehr	verdedigen	abwehr	verdedigen	N;SG	V;NFIN
abwehr	defensief	abwehr	defensief	N;SG	ADJ
abwehr	defensieve	abwehr	defensief	N;SG	ADJ
genres	genre	gen	genre	N;NOM;NEUT;PL	N;NEUT;SG
konkurrenten	rivalen	konkurrent	rivaal	ADJ	N;PL
konkurrenten	concurrenten	konkurrent	concurrent	ADJ	N;PL
konkurrenten	concurrent	konkurrent	concurrent	ADJ	N;MASC+FEM;SG
wiederholte	repetitieve	wiederholt	repetitief	V;IND;SG;3;PST;FIN	ADJ
chancen	gelegenheid	chancen	gelegenheid	V;NFIN	N;MASC+FEM;SG
chancen	kans	chancen	kans	V;NFIN	N;MASC+FEM;SG
chancen	kansen	chancen	kans	V;NFIN	N;PL
chancen	mogelijkheden	chancen	mogelijkheid	V;NFIN	N;PL
landesliga	landesliga	landesliga	landesliga	ADJ	N;MASC+FEM;SG
gastgeber	organisator	gastgeber	organisator	ADJ	N;MASC+FEM;SG
gastgeber	gastheer	gastgeber	gastheer	ADJ	N;MASC+FEM;SG
gastgeber	host	gastgeber	host	ADJ	N;MASC+FEM;SG
gastgeber	gastheren	gastgeber	gastheren	ADJ	N;PL
gastgeber	hosting	gastgeber	hosting	ADJ	N;MASC+FEM;SG
gastgeber	gehost	gastgeber	hosten	ADJ	V;V.PTCP
gastgeber	georganiseerd	gastgeber	organiseren	ADJ	V;V.PTCP
kämpfer	strijders	kämpfer	strijder	ADJ	N;PL
kämpfer	warriors	kämpfer	warriors	ADJ	N;MASC+FEM;SG
kämpfer	strijders	kämpfer	strijder	ADJ	N;PL
kämpfer	krijgers	kämpfer	krijger	ADJ	N;PL
kämpfer	strijders	kämpfer	strijder	ADJ	N;PL
kämpfer	vechters	kämpfer	vechter	ADJ	N;PL
kämpfer	fighters	kämpfer	fighter	ADJ	N;PL
kämpfer	boksers	kämpfer	bokser	ADJ	N;PL
kämpfer	strijder	kämpfer	strijder	ADJ	N;MASC+FEM;SG
kämpfer	vechter	kämpfer	vechter	ADJ	N;MASC+FEM;SG
kämpfer	fighter	kämpfer	fighter	ADJ	N;MASC+FEM;SG
kämpfer	strijder	kämpfer	strijder	ADJ	N;MASC+FEM;SG
kämpfer	krijger	kämpfer	krijger	ADJ	N;MASC+FEM;SG
charlottenburg	charlottenburg	charlottenburg	charlottenburg	PROPN;NOM;SG	N;MASC+FEM;SG
blumen	bloemen	blum	bloem	V;NFIN	N;PL
blumen	bloemetjes	blum	bloem	V;NFIN	N;PL
blumen	bloem	blum	bloem	V;NFIN	N;MASC+FEM;SG
blumen	bloempje	blum	bloem	V;NFIN	N;NEUT;SG
blumen	bloemetje	blum	bloemetje	V;NFIN	N;NEUT;SG
wünschen	wish	wünschen	wish	V;NFIN	
wünschen	wensen	wünschen	wens	V;NFIN	N;PL
wünschen	wens	wünschen	wens	V;NFIN	ADJ
wünschen	wensen	wünschen	wens	V;NFIN	N;PL
wünschen	wensen	wünschen	wens	V;NFIN	N;PL
wünschen	wens	wünschen	wens	V;NFIN	ADJ
venus	venus	venus	venus	PROPN;NOM;SG	N;MASC+FEM;SG
schema	schematisch	schema	schematisch		ADJ
schema	schematische	schema	schematisch		ADJ
schema	regeling	schema	regeling		N;MASC+FEM;SG
schema	schema	schema	schema		N;NEUT;SG
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	N;MASC+FEM;SG
split	splitsen	split	splitsen	PROPN	V;NFIN
split	split	split	split	PROPN	N;NEUT;SG
unruhen	oproer	unruh	oproer	V;NFIN	N;NEUT;SG
unruhen	rellen	unruh	rel	V;NFIN	N;PL
unruhen	onlusten	unruh	onlusten	V;NFIN	N;PL
unruhen	onrust	unruh	onrust	V;NFIN	N;MASC+FEM;SG
unruhen	verstoring	unruh	verstoring	V;NFIN	N;MASC+FEM;SG
unruhen	storingen	unruh	storing	V;NFIN	N;PL
unruhen	ongeregeldheden	unruh	ongeregeldheid	V;NFIN	N;PL
unruhen	verstoringen	unruh	verstoring	V;NFIN	N;PL
unruhen	oproer	unruh	oproer	V;NFIN	N;NEUT;SG
unruhen	rellen	unruh	rel	V;NFIN	N;PL
unruhen	rel	unruh	rel	V;NFIN	N;MASC+FEM;SG
unruhen	beroering	unruh	beroering	V;NFIN	N;MASC+FEM;SG
unruhen	onrust	unruh	onrust	V;NFIN	N;MASC+FEM;SG
rosen	rose	rosen	rose	N;NOM;PL	N;MASC+FEM;SG
rosen	roos	rosen	roos	N;NOM;PL	N;MASC+FEM;SG
keith	keith	keith	keith	PROPN;NOM;SG	N;MASC+FEM;SG
fis	fis	fis	fis		N;MASC+FEM;SG
renommierten	prestigieuze	renommiert	prestigieus	V;IND;PL;3;PST;FIN	ADJ
tante	tante	tanen	tante		N;MASC+FEM;SG
tante	tante	tanen	tante		N;MASC+FEM;SG
tante	tante	tanen	tante		N;MASC+FEM;SG
einstellungen	aanwerving	einstellingen	aanwerving	V;NFIN	N;MASC+FEM;SG
einstellungen	rekrutering	einstellingen	rekrutering	V;NFIN	N;MASC+FEM;SG
einstellungen	werving	einstellingen	werving	V;NFIN	N;MASC+FEM;SG
einstellungen	attitude	einstellingen	attitude	V;NFIN	N;MASC+FEM;SG
einstellungen	houding	einstellingen	houding	V;NFIN	N;MASC+FEM;SG
einstellungen	houdingen	einstellingen	houding	V;NFIN	N;PL
einstellungen	voorkeuren	einstellingen	voorkeuren	V;NFIN	N;PL
einstellungen	instellingen	einstellingen	instelling	V;NFIN	N;PL
erwiesen	bewezen	erweisen	bewijzen		V;V.PTCP
erwiesen	bewees	erweisen	bewijzen		V;SG;PST;FIN
dekanat	decanaat	dekanat	decanaat	PROPN	N;NEUT;SG
selbständig	self	selbständig	self	ADJ	N;MASC+FEM;SG
selbständig	zelf	selbständig	zelf	ADJ	ADV
wohn	residentiële	wohn	residentiel	;SG	ADJ
nazi	nazi	nazi	nazi	PROPN	N;MASC+FEM;SG
pfarrhaus	pastorie	pfarrhaus	pastorie	ADV	N;MASC+FEM;SG
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
sorte	variëteit	sorten	variëteit		N;MASC+FEM;SG
sorte	variatie	sorten	variatie		N;MASC+FEM;SG
diktatur	dictatuur	diktatur	dictatuur		N;MASC+FEM;SG
lehrerin	instructeur	lehrerin	instructeur	ADJ	N;MASC+FEM;SG
lehrerin	leraar	lehrerin	leraar	ADJ	N;MASC+FEM;SG
lehrerin	onderwijzer	lehrerin	onderwijzer	ADJ	N;MASC+FEM;SG
lehrerin	docent	lehrerin	docent	ADJ	N;MASC+FEM;SG
lehrerin	leerkracht	lehrerin	leerkracht	ADJ	N;MASC+FEM;SG
lehrerin	lerares	lehrerin	lerares	ADJ	N;MASC+FEM;SG
nase	neuzen	nase	neuzen	N;SG	N;PL
ebert	ebert	ebert	ebert	PROPN;SG	N;MASC+FEM;SG
finanzen	financieel	finanzen	financieel		ADJ
finanzen	financien	finanzen	financien		N;PL
finanzen	financiën	finanzen	financiën		N;PL
finanzen	financieren	finanzen	financieren		V;NFIN
finanzen	financiën	finanzen	financiën		N;PL
vorgänge	processen	vorgängen	proces		N;PL
jungfrau	virgo	jungfrau	virgo	PROPN;SG	N;MASC+FEM;SG
jungfrau	maagd	jungfrau	maagd	PROPN;SG	N;MASC+FEM;SG
jungfrau	virgin	jungfrau	virgin	PROPN;SG	N;MASC+FEM;SG
jungfrau	maagd	jungfrau	maagd	PROPN;SG	N;MASC+FEM;SG
jungfrau	maagden	jungfrau	maagd	PROPN;SG	N;PL
jungfrau	jungfrau	jungfrau	jungfrau	PROPN;SG	N;MASC+FEM;SG
jungfrau	maiden	jungfrau	maid	PROPN;SG	N;PL
marsch	marsh	marsch	marsh	ADJ	N;MASC+FEM;SG
marsch	moeras	marsch	moeras	ADJ	N;NEUT;SG
marsch	maart	marsch	maart	ADJ	PROPN;MASC+FEM;SG
marsch	marcheren	marsch	marcheren	ADJ	V;NFIN
marsch	marcheren	marsch	marcheren	ADJ	V;NFIN
fresken	fresco	fresken	fresco	N;NOM;PL	N;MASC+FEM;SG
brooklyn	brooklyn	brooklyn	brooklyn	PROPN	N;MASC+FEM;SG
