категория	kategorii	категория	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
выделены	zdůraznil	выделить	zdůraznit	V;PFV;PL;PST;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
нил	neale	ниллима	neale	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
нил	neale	ниллима	neale	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
нил	neala	ниллима	neal	N;ANIM;NOM;MASC;SG	PROPN;ANIM;ACC;MASC;SG;POS
нил	neal	ниллима	neal	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
нил	neila	ниллима	neila	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
нил	neil	ниллима	neil	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
нил	nilu	ниллима	nila	N;ANIM;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
структур	struktury	структура	struktura	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
структур	stavby	структура	stavba	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
структур	konstrukce	структура	konstrukce	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
меняется	měním	меняться	měnit	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
млекопитающих	savců	млекопитающее	savec	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
млекопитающих	savců	млекопитающее	savec	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
млекопитающих	savce	млекопитающее	savec	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
млекопитающих	savci	млекопитающее	savec	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
млекопитающих	savec	млекопитающее	savec	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;SG;POS
древности	starověku	древность	starověk	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;SG;POS
издатель	vydavatele	издатель	vydavatel	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
альфред	alfreda	альфред	alfreda	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
альфред	alfred	альфред	alfréd	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
трон	trůn	трон	trůn	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
трон	tron	трон	tron	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
шах	shah	шах	shah	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
максимальный	maximálně	максимальный	maximálně	ADJ;NOM;MASC;SG	ADV;POS
максимальный	maximum	максимальный	maximum	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG;POS
коалиции	koalice	коалиция	koalice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
коалиции	koalici	коалиция	koalice	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
коалиции	koalice	коалиция	koalice	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
эволюции	evoluci	эволюция	evoluce	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
библии	bible	библия	bible	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
библии	bibli	библия	bible	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
библии	bible	библия	bible	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
билл	bill	билла	bill	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
билл	bille	билла	bille	N;ANIM;NOM;MASC;SG	N;DAT;FEM;SG;POS
убиты	zavražděný	убить	zavražděný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
убиты	zavražděna	убить	zavražděný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
убиты	zavražděná	убить	zavražděný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
убиты	zavražděn	убить	zavražděný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
убиты	zabiti	убить	zabitý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
убиты	zabitý	убить	zabitý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS
убиты	zabita	убить	zabitý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
убиты	zabit	убить	zabitý	V;PFV;PL;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
убиты	zabil	убить	zabít	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
судьбы	osud	судьба	osud	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
судьбы	destiny	судьба	destina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
судьбы	osudu	судьба	osud	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;SG;POS
судьбы	osud	судьба	osud	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
выводы	zjištění	вывод	zjištění	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG;POS
выводы	závěrů	вывод	závěr	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
слияния	sloučení	слияние	sloučení	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
слияния	fúze	слияние	fúze	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
слияния	fúzí	слияние	fúze	N;INAN;NOM;NEUT;PL	N;INS;FEM;SG;POS
слияния	fúze	слияние	fúze	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG;POS
хельсинки	helsinkách	хельсинка	helsinka	N;INAN;NOM;FEM;PL	N;DAT;FEM;PL;POS
латинской	latinské	латинский	latinský	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG;POS
латинской	latina	латинский	latina	ADJ;INS;FEM;SG	N;NOM;FEM;SG;POS
латинской	latinsky	латинский	latinsky	ADJ;INS;FEM;SG	ADV;POS
сложные	složité	сложный	složitý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
сложные	komplexní	сложный	komplexní	ADJ;NOM;PL	ADJ;NOM;MASC;SG;POS
сложные	komplex	сложный	komplex	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
сложные	složitá	сложный	složitý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
сложные	složité	сложный	složitý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
сложные	komplikovaný	сложный	komplikovaný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
сложные	komplikovaná	сложный	komplikovaný	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
сложные	složitý	сложный	složitý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
сложные	komplikované	сложный	komplikovaný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
плато	plošině	плато	plošina	N;INAN;NOM;NEUT;SG	N;DAT;FEM;SG;POS
плоскости	rovina	плоскость	rovina	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
плоскости	letadlo	плоскость	letadlo	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
рудольф	rudolph	рудольф	rudolph	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
рудольф	rudolf	рудольф	rudolf	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
рудольф	rudolf	рудольф	rudolf	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
фредерик	frederik	фредерик	frederik	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
фредерик	frederick	фредерик	frederick	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
скульптура	sochy	скульптура	socha	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
скульптура	sochy	скульптура	socha	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
мемориал	memorial	мемориал	memorial	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
мемориал	pamětní	мемориал	pamětní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
угрозой	hrozba	угроза	hrozba	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
использован	použité	использовать	použitý	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
использован	použito	использовать	použitý	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
использован	používané	использовать	používaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
использован	použitý	использовать	použitý	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
использован	používaný	использовать	používaný	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS
сопрано	soprány	сопрать	soprán	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
улан	ulan	улан	ulan	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
марио	mario	марио	mario	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
добавлены	přidáno	добавить	přidaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
добавлены	přidána	добавить	přidaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
добавлены	přidané	добавить	přidaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS
добавлены	přidán	добавить	přidaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
добавлены	přidány	добавить	přidaný	V;PFV;PL;PST;V.PTCP;PASS	ADJ;INAN;PL;POS;V.PTCP;PASS
выступая	mluvení	выступать	mluvení	V;IPFV;PRS;V.CVB;ACT	N;NOM;NEUT;SG;POS
квт	itc	квт	itc	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
ста	sta	сто	sto	NUM;GEN	N;NOM;NEUT;PL;POS
коэффициент	činitel	коэффициент	činitel	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
протеста	protest	протест	protest	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
протеста	protestovat	протест	protestovat	N;INAN;GEN;MASC;SG	V;IPFV;POS;NFIN
протеста	protesty	протест	protest	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;PL;POS
италию	itálie	италия	itálie	N;INAN;ACC;FEM;SG	PROPN;NOM;FEM;SG;POS
сбора	sběr	сбор	sběr	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
сбора	sbírání	сбор	sbírání	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
сбора	shromáždění	сбор	shromáždění	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
сбора	shromažďování	сбор	shromažďování	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
юнайтед	united	юнайтед	united	N;INAN;NOM;MASC;SG	ADJ;POS
юнайтед	spojených	юнайтед	spojený	N;INAN;NOM;MASC;SG	ADJ;GEN;MASC;PL;POS
юнайтед	spojené	юнайтед	spojený	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
гильдии	cech	гильдия	cech	N;INAN;NOM;FEM;PL	N;ANIM;NOM;MASC;SG;POS
атака	útočí	атака	útočit	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
софии	sofii	софия	sofie	N;INAN;NOM;FEM;PL	PROPN;ACC;FEM;SG;POS
софии	sofia	софия	sofia	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
софии	sofie	софия	sofie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
географические	zeměpisný	географический	zeměpisný	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
географические	zeměpisné	географический	zeměpisný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
географические	zeměpisné	географический	zeměpisný	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
феликс	felixe	феликс	felixe	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
феликс	felix	феликс	felix	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
феликс	félix	феликс	félix	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
врачей	lékaře	врач	lékař	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
врачей	lékaři	врач	lékař	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
врачей	doktoři	врач	doktor	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
врачей	lékaři	врач	lékař	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
милан	milan	милан	milan	N;INAN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
милан	milán	милан	milán	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
венеции	benátky	венеция	benátky	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;PL;POS
жанейро	janeiro	жанейро	janeiro	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG;POS
ритм	rytmu	ритм	rytmus	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
предел	omezit	предел	omezit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
последовательности	sekvence	последовательность	sekvence	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
последовательности	sekvenování	последовательность	sekvenování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
последовательности	soudržnost	последовательность	soudržnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
последовательности	soulad	последовательность	soulad	N;INAN;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
последовательности	posloupnost	последовательность	posloupnost	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
последовательности	sekvence	последовательность	sekvence	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
корпорации	korporace	корпорация	korporace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
корпорации	korporace	корпорация	korporace	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
корпорации	corporation	корпорация	corporation	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG;POS
критику	kritika	критика	kritika	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
критику	kritiky	критика	kritika	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL;POS
зелёные	zelené	зеленый	zelený	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
зелёные	zelený	зеленый	zelený	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
зелёные	green	зеленый	green	ADJ;NOM;PL	PROPN;ANIM;NOM;MASC;SG;POS
зелёные	zeleně	зеленый	zeleň	ADJ;NOM;PL	ADV;POS
зелёные	zelená	зеленый	zelený	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
учебник	učebnice	учебник	učebnice	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
учебник	učebnici	учебник	učebnice	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
интервал	mezery	интервал	mezera	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
нобелевской	nobelovy	нобелевский	nobelův	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
хилл	kopce	хилл	kopec		N;INAN;NOM;MASC;PL;POS
хилл	hill	хилл	hill		PROPN;ANIM;NOM;MASC;SG;POS
хилл	kopec	хилл	kopec		N;INAN;NOM;MASC;SG;POS
конституция	ústavy	конституция	ústava	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
провинций	provincie	провинция	provincie	N;INAN;GEN;FEM;PL	N;NOM;FEM;SG;POS
провинций	provincií	провинция	provincie	N;INAN;GEN;FEM;PL	N;INS;FEM;SG;POS
разговор	konverzaci	разговор	konverzace	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
разговор	mluv	разговор	mluv	N;INAN;NOM;MASC;SG	V;IMP;SG;2;POS;FIN
распространяется	šíření	распространяться	šíření	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;NEUT;SG;POS
распространяется	rozpětí	распространяться	rozpětí	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;NEUT;SG;POS
порой	někdy	пора	někdy	N;INAN;INS;FEM;SG	ADV
порой	občas	пора	občas	N;INAN;INS;FEM;SG	ADV
сара	sarah	сар	sarah	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
сара	sara	сар	saro	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
сара	saro	сар	saro	N;ANIM;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
посадки	výsadbu	посадка	výsadba	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
посадки	přístaviště	посадка	přístaviště	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
посадки	přistání	посадка	přistání	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
сербия	srbska	сербия	srbsko	N;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
сербия	srbsko	сербия	srbský	N;INAN;NOM;FEM;SG	ADJ;POS
карту	mapě	карта	mapa	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
карту	mapa	карта	mapa	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
карту	mapy	карта	mapa	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL;POS
карту	karta	карта	karta	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
карту	vizitka	карта	vizitka	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
печать	vytisknout	печать	vytisknout	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
печать	tisknout	печать	tisknout	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
печать	seal	печать	seál	N;INAN;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
разделить	sdílet	разделить	sdílet	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
разделить	sdílení	разделить	sdílení	V;PFV;NFIN;ACT	N;NOM;NEUT;SG;POS
разделить	split	разделить	split	V;PFV;NFIN;ACT	N;INAN;NOM;MASC;SG;POS
разделить	rozděl	разделить	rozděl	V;PFV;NFIN;ACT	N;NOM;MASC;SG;POS
поездки	cestovat	поездка	cestovat	N;INAN;NOM;FEM;PL	V;IPFV;POS;NFIN
поездки	cestování	поездка	cestování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
поездки	cestovní	поездка	cestovní	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
падение	padá	падение	padat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
падение	padající	падение	padající	N;INAN;NOM;NEUT;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
автомобильной	automobilové	автомобильный	automobilový	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG;POS
автомобильной	automobilový	автомобильный	automobilový	ADJ;INS;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
железнодорожных	železniční	железнодорожный	železniční	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
железнодорожных	železnice	железнодорожный	železnice	ADJ;GEN;PL	N;NOM;FEM;SG;POS
железнодорожных	železniční	железнодорожный	železniční	ADJ;GEN;PL	ADJ;NOM;FEM;SG;POS
железнодорожных	železnice	железнодорожный	železnice	ADJ;GEN;PL	N;NOM;FEM;SG;POS
железнодорожных	kolejnice	железнодорожный	kolejnice	ADJ;GEN;PL	N;NOM;FEM;PL;POS
кафедру	kazatelny	кафедра	kazatelna	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL;POS
космической	vesmír	космический	vesmír	ADJ;INS;FEM;SG	N;INAN;NOM;MASC;SG;POS
космической	prostor	космический	prostor	ADJ;INS;FEM;SG	N;INAN;NOM;MASC;SG;POS
космической	prostoru	космический	prostor	ADJ;INS;FEM;SG	N;INAN;GEN;MASC;SG;POS
космической	space	космический	space	ADJ;INS;FEM;SG	PROPN;FEM;SG;POS
племена	kmenů	племя	kmen	N;INAN;NOM;NEUT;PL	N;INAN;GEN;MASC;PL;POS
заявления	prohlášení	заявление	prohlášení	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG;POS
включить	zahrnovat	включить	zahrnovat	V;PFV;NFIN;ACT	V;IPFV;POS;NFIN
узбекистан	uzbekistánu	узбекистан	uzbekistán	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
бангладеш	bangladéši	бангладеш	bangladéch	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;PL;POS
цепи	obvodů	цепь	obvod	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
цепи	řetězů	цепь	řetěz	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
управляющий	vedoucí	управлять	vedoucí	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
управляющий	správce	управлять	správce	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;ANIM;NOM;MASC;SG;POS
управляющий	manažer	управлять	manažer	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT	N;ANIM;NOM;MASC;SG;POS
угрозы	ohrožení	угроза	ohrožení	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
угрозы	vyhrožování	угроза	vyhrožování	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG;POS
праздники	dovolené	праздник	dovolená	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
праздники	dovolená	праздник	dovolená	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;SG;POS
решила	rozhodnuto	решить	rozhodnutý	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;NEUT;SG;POS;V.PTCP;PASS
решила	rozhodli	решить	rozhodnout	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
решила	rozhodla	решить	rozhodnout	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
девы	panna	дева	panna	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
входа	přihlásit	вход	přihlásit	N;INAN;GEN;MASC;SG	V;PFV;POS;NFIN
входа	přihlášení	вход	přihlášení	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
потомки	potomků	потомок	potomek	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
схеме	vzor	схема	vzor	N;INAN;DAT;FEM;SG	N;INAN;NOM;MASC;SG;POS
схеме	vzorec	схема	vzorec	N;INAN;DAT;FEM;SG	N;INAN;NOM;MASC;SG;POS
представил	předložené	представить	předložený	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;MASC;PL;POS
представил	předkládané	представить	předkládaný	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;PL;POS
представил	předložila	представить	předložit	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;POS;PST;V.PTCP;ACT
организаторов	organizátory	организатор	organizátor	N;ANIM;GEN;MASC;PL	N;ANIM;ACC;MASC;PL;POS
организаторов	organizátoři	организатор	organizátor	N;ANIM;GEN;MASC;PL	N;ANIM;NOM;MASC;PL;POS
фернандо	fernando	фернандо	fernando	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
урал	ural	урал	urat	N;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
многое	mnoho	многое	mnoho	N;INAN;NOM;NEUT;SG	DET;NOM
пермь	trvalá	пермь	trvalý	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
маршал	marshall	маршал	marshall	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
маршал	marshalla	маршал	marshalla	N;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
галереи	galerie	галерея	galerie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
галереи	galerie	галерея	galerie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
галереи	fotogalerie	галерея	fotogalerie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
галереи	galerii	галерея	galerie	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
максимум	maximálně	максимум	maximálně	N;INAN;NOM;MASC;SG	ADV;POS
максимум	maximální	максимум	maximální	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
бот	bot	бот	bota	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL;POS
волосы	vlasů	волос	vlas	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
волосы	srst	волос	srst	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
финансовых	finanční	финансовый	finanční	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
лента	krmiva	лента	krmivo	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL;POS
лента	nakrmit	лента	nakrmit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
лента	pásku	лента	páska	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
лента	pásky	лента	páska	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
лента	stuhu	лента	stuh	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
балет	baletu	балет	balet	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
балет	baletní	балет	baletní	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
