филологических	filologiczny	филологический	filologiczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
редактировать	edit	редактировать	edit	V;IPFV;NFIN;ACT	
редактировать	edycja	редактировать	edycja	V;IPFV;NFIN;ACT	N;NOM;FEM;SG
редактировать	edytuj	редактировать	edytować	V;IPFV;NFIN;ACT	
шаги	kroków	шаг	krok	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
вставить	pasta	вставить	past	V;PFV;NFIN;ACT	
вину	winy	вина	wina	N;INAN;ACC;FEM;SG	
алжира	algierii	алжир	algieria	N;INAN;NOM;MASC;SG	PROPN;GEN;FEM;SG
алжира	algierii	алжир	algieria	N;INAN;NOM;MASC;SG	PROPN;GEN;FEM;SG
алжира	algieria	алжир	algieria	N;INAN;NOM;MASC;SG	
филип	filipa	филип	filip	N;ANIM;NOM;MASC;SG	
филип	philip	филип	philip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филип	filip	филип	filip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
филип	filip	филип	filip	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
николя	nicolas	николь	nicolas	PART	PROPN;NOM;MASC;SG
николя	nicola	николь	nicol	PART	PROPN;NOM;MASC;SG
квалификация	kwalifikacje	квалификация	kwalifikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
квалификация	kwalifikacji	квалификация	kwalifikacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
квалификация	kwalifikacje	квалификация	kwalifikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
квалификация	kwalifikacji	квалификация	kwalifikacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
сантос	santos	сантос	santos	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
организаторы	organizatorów	организатор	organizator	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
организаторы	organizatorów	организатор	organizator	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
организаторы	gospodarzy	организатор	gospodarz	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
переводить	przetłumaczyć	переводить	przetłumaczyć	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
грамотности	alfabetyzacji	грамотность	alfabetyzacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
коллегами	współpracownicy	коллега	współpracownik	N;ANIM;INS;MASC;PL	N;NOM;MASC;PL
коллегами	współpracowników	коллега	współpracownik	N;ANIM;INS;MASC;PL	N;ACC;MASC;PL
свод	redd	свод	redd	N;INAN;NOM;MASC;SG	
походы	kemping	поход	kemping	N;INAN;NOM;MASC;PL	N;ACC;MASC;SG
походы	turystyka	поход	turystyka	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
моряков	marynarze	моряк	marynarz	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
моряков	marynarze	моряк	marynarz	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
моряков	marynarze	моряк	marynarz	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
потеря	utrata	потеря	utratać	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
потеря	utrata	потеря	utratać	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
потеря	straty	потеря	strata	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
кентукки	kentucky	кентукка	kentucki	N;INAN;NOM;MASC;PL	
получен	otrzymała	получить	otrzymać	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
получен	otrzymana	получить	otrzymać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
получен	otrzymano	получить	otrzymać	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
получен	otrzymany	получить	otrzymać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
получен	otrzymane	получить	otrzymać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
французское	french	французский	fren	ADJ;NOM;NEUT;SG	
имеющихся	dostępny	иметься	dostępny	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ;NOM;MASC;SG
имеющихся	dostępna	иметься	dostępny	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ;NOM;FEM;SG
имеющихся	dostępne	иметься	dostępny	V;IPFV;GEN;PL;PRS;V.PTCP;PASS	ADJ;NOM;NEUT;SG
секрет	secret	секрет	secret	N;INAN;NOM;MASC;SG	
секрет	tajne	секрет	tajny	N;INAN;NOM;MASC;SG	
электрические	elektryczny	электрический	elektryczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
электрические	elektryczne	электрический	elektryczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
иерархии	hierarchii	иерархия	hierarchia	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
иерархии	hierarchie	иерархия	hierarchia	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
камеру	kamery	камера	kamera	N;INAN;ACC;FEM;SG	N;ACC;FEM;PL
камеру	aparatu	камера	aparat	N;INAN;ACC;FEM;SG	N;GEN;MASC;SG
камеру	kamera	камера	kamera	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
камеру	aparat	камера	aparat	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
этнических	etniczne	этнический	etniczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
зимы	winters	зима	winters	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
зимы	zimy	зима	zima	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
гомель	homel	гомель	homel	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
чужой	obcych	чужой	obcy	ADJ;NOM;MASC;SG	
чужой	kosmita	чужой	kosmita	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
чужой	obce	чужой	obcy	ADJ;NOM;MASC;SG	
чужой	obca	чужой	obcy	ADJ;NOM;MASC;SG	
чужой	obcy	чужой	obcy	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
чужой	nieznajomy	чужой	nieznajomy	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
чужой	obcy	чужой	obcy	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
излучение	promieniowania	излучение	promieniować	N;INAN;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
методика	metodyki	методика	metodyka	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
методика	metodologii	методика	metodologia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
семян	nasion	семя	nasiono	N;INAN;GEN;NEUT;PL	
семян	nasienie	семя	nasienie	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
семян	ziarno	семя	ziarno	N;INAN;GEN;NEUT;PL	
семян	nasiona	семя	nasiono	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;PL
прекращено	zakończony	прекратить	zakończyć	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
электрический	electric	электрический	electric	ADJ;NOM;MASC;SG	
комплект	ustaw	комплект	ustawa	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
комплект	set	комплект	set	N;INAN;NOM;MASC;SG	
комплект	kit	комплект	kit	N;INAN;NOM;MASC;SG	
чэнь	chen	чэнь	chen	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
лоуренс	laurence	лоуренс	laurenka	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
лоуренс	lawrence	лоуренс	lawrenka	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
полицейские	gliny	полицейский	glina	N;ANIM;NOM;MASC;PL	
полицейские	policjantów	полицейский	policjant	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
полицейские	policja	полицейский	policja	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
полицейские	police	полицейский	polic	N;ANIM;NOM;MASC;PL	
полицейские	policji	полицейский	policja	N;ANIM;NOM;MASC;PL	N;GEN;FEM;SG
утвержден	zatwierdzony	утвердить	zatwierdzić	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
утвержден	zatwierdzono	утвердить	zatwierdzić	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
утвержден	zatwierdzona	утвердить	zatwierdzić	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
утвержден	zatwierdzone	утвердить	zatwierdzić	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
утвержден	zatwierdzonych	утвердить	zatwierdzić	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
префектуре	prefektura	префектура	prefektura	N;INAN;DAT;FEM;SG	N;NOM;FEM;SG
сухопутные	lądowe	сухопутный	lądowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
сухопутные	naziemne	сухопутный	naziemny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
сухопутные	lądowych	сухопутный	lądowy	ADJ;NOM;PL	ADJ;GEN;MASC;PL
богиня	bogini	богиня	bogina	N;ANIM;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
проход	przejściu	проход	przejście	N;INAN;NOM;MASC;SG	N;DAT;NEUT;SG
рид	reid	рид	reid	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рид	reida	рид	reido	N;ANIM;NOM;MASC;SG	
рид	reed	рид	reed	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
аппараты	maszyny	аппарат	maszyna	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
отпуск	wakacji	отпуск	wakacje	N;INAN;NOM;MASC;SG	N;GEN;NEUT;PL
мэттью	mathew	мэтт	mathew	N;ANIM;NOM;FEM;SG	
мэттью	mateusza	мэтт	mateusz	N;ANIM;NOM;FEM;SG	N;ACC;MASC;SG
мэттью	mateusz	мэтт	mateusz	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
мэттью	maciej	мэтт	maciej	N;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG
замки	zamki	замок	zamek	N;INAN;NOM;MASC;PL	V;IPFV;IND;PRS;FIN;ACT
замки	zamków	замок	zamek	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
замки	zamki	замок	zamek	N;INAN;NOM;MASC;PL	V;IPFV;IND;PRS;FIN;ACT
эрнест	ernest	эрнест	ernest	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
треугольник	trójkąta	треугольник	trójkąty	N;INAN;NOM;MASC;SG	
треугольник	trójkąt	треугольник	trójkąt	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
дональд	donalda	дональд	donalda	N;ANIM;NOM;MASC;SG	
дональд	donald	дональд	donald	N;ANIM;NOM;MASC;SG	
автоматического	automat	автоматический	automat	ADJ;GEN;MASC;SG	N;NOM;MASC;SG
автоматического	automatycznie	автоматический	automatycznie	ADJ;GEN;MASC;SG	ADV
автоматического	automatyczne	автоматический	automatyczny	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
автоматического	automatyczny	автоматический	automatyczny	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
автоматического	automatyczna	автоматический	automatyczny	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
мыши	myszki	мышь	myszka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
мыши	myszy	мышь	mysieć	N;INAN;NOM;FEM;PL	
мыши	myszy	мышь	mysieć	N;INAN;NOM;FEM;PL	
мыши	myszki	мышь	myszka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
мыши	mysz	мышь	myć	N;INAN;NOM;FEM;PL	
мыши	myszka	мышь	myszko	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
лагерей	obozy	лагерь	obóz	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
реабилитации	rehabilitację	реабилитация	rehabilitacja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
реабилитации	rehabilitacji	реабилитация	rehabilitacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
симона	simone	симон	simon	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
симона	simona	симон	simon	N;ANIM;NOM;FEM;SG	
рик	rick	рик	rick	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рик	ricka	рик	ricka	N;ANIM;NOM;MASC;SG	
рик	ric	рик	ric	N;ANIM;NOM;MASC;SG	
оригинальная	pierwotnym	оригинальный	pierwotny	ADJ;NOM;FEM;SG	ADJ;INS;MASC;SG
оригинальная	oryginał	оригинальный	oryginał	ADJ;NOM;FEM;SG	N;ACC;MASC;SG
богатый	rich	богатый	richy	ADJ;NOM;MASC;SG	
грэм	grahama	грэм	grahać	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
грэм	graham	грэм	grahać	N;ANIM;NOM;MASC;SG	
призыв	odwołania	призыв	odwołać	N;INAN;NOM;MASC;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
чехов	czechowa	чех	czechowy	N;ANIM;NOM;MASC;SG	
ибрагим	ibrahim	ибрагим	ibrahi	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
протокола	protokoły	протокол	protokół	N;INAN;GEN;MASC;SG	N;NOM;MASC;PL
протокола	protokół	протокол	protokól	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
толедо	toledo	толедо	toledo	N;INAN;NOM;MASC;SG	
канадская	kanady	канадский	kanada	ADJ;NOM;FEM;SG	
послов	ambasadorów	посол	ambasador	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
ходит	spacery	ходить	spacer	V;IPFV;IND;SG;3;PRS;FIN;ACT	
моисей	moses	мойся	moses	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
моисей	mojżesz	мойся	mójżenz	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
моисей	mojżesza	мойся	mojżesz	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
моисей	musa	мойся	musa	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
предки	przodków	предок	przodek	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
дайте	dawać	дать	dawać	V;PFV;IMP;PL;2;FIN;ACT	V;IPFV;NFIN;ACT
дайте	dajesz	дать	dawać	V;PFV;IMP;PL;2;FIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
дайте	daj	дать	dać	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
записано	zarejestrowany	записать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
записано	rejestrowane	записать	rejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
записано	zapisane	записать	zapisać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
записано	zarejestrowane	записать	zarejestrować	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
записано	nagrane	записать	nagrać	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
теоретические	teoretyczne	теоретический	teoretyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
корень	root	корень	root	N;INAN;NOM;MASC;SG	
черный	black	черный	black	ADJ;NOM;MASC;SG	
черный	czerń	черный	czerń	ADJ;NOM;MASC;SG	
коллегой	odpowiednik	коллега	odpowiednik	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
аполлон	apollo	аполлон	apollo	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
кении	kenii	кения	kenia	N;INAN;NOM;FEM;PL	PROPN;NOM;FEM;SG
иностранный	zagranicznych	иностранный	zagraniczny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
иностранный	obce	иностранный	obcy	ADJ;NOM;MASC;SG	
раса	rasy	раса	rasa	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
раса	race	раса	raka	N;INAN;NOM;FEM;SG	
точные	dokładne	точный	dokładny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
точные	precyzyjnie	точный	precyzyjnie	ADJ;NOM;PL	ADV
точные	precyzyjne	точный	precyzyjny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
точные	dokładny	точный	dokładny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
точные	dokładna	точный	dokładny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
точные	dokładne	точный	dokładny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
точные	dokładna	точный	dokładny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
точные	dokładny	точный	dokładny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
обещал	obiecano	обещать	obiecać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
обещал	obiecane	обещать	obiecać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
обещал	obiecała	обещать	obiecać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN;ACT
обещал	obiecał	обещать	obiecać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
обещал	obiecał	обещать	obiecać	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
ближнем	środek	ближний	środek	ADJ;ESS;MASC;SG	N;NOM;MASC;SG
ближнем	środkowy	ближний	środkowy	ADJ;ESS;MASC;SG	ADJ;NOM;MASC;SG
ближнем	środkowa	ближний	środkowy	ADJ;ESS;MASC;SG	ADJ;NOM;FEM;SG
бондаренко	bondarenko	бондаренко	bondarenko	N;ANIM;NOM;MASC;SG	
непрерывно	ciągła	непрерывно	ciągły	ADV	V;IPFV;FEM;IND;SG;PST;FIN;ACT
непрерывно	ciągł	непрерывно	ciąg	ADV	V;IPFV;MASC;IND;SG;PST;FIN;ACT
непрерывно	ciągły	непрерывно	ciągły	ADV	N;NOM;MASC;SG
непрерывно	ciągłego	непрерывно	ciągły	ADV	ADJ;ACC;MASC;SG
прованс	provence	прованс	provenka	N;INAN;NOM;MASC;SG	
определять	określić	определять	określić	V;IPFV;NFIN;ACT	V;PFV;NFIN;ACT
опасных	niebezpiecznie	опасный	niebezpiecznie	ADJ;GEN;PL	ADV
опасных	niebezpieczne	опасный	niebezpieczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
опасных	niebezpieczna	опасный	niebezpieczny	ADJ;GEN;PL	ADJ;NOM;FEM;SG
опасных	niebezpieczny	опасный	niebezpieczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
опасных	niebezpieczne	опасный	niebezpieczny	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
опасных	niebezpieczna	опасный	niebezpieczny	ADJ;GEN;PL	ADJ;NOM;FEM;SG
опасных	niebezpieczny	опасный	niebezpieczny	ADJ;GEN;PL	ADJ;NOM;MASC;SG
филиппин	filipiny	филиппин	filipina	N;INAN;NOM;FEM;SG	
филиппин	filipińskie	филиппин	filipiński	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
предпринимателей	przedsiębiorcy	предприниматель	przedsiębiorca	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
предпринимателей	przedsiębiorcom	предприниматель	przedsiębiorca	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
предпринимателей	przedsiębiorców	предприниматель	przedsiębiorca	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
пятое	piątej	пятый	piąty	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
пятое	piąte	пятый	piąty	ADJ;NOM;NEUT;SG	
пятое	piąta	пятый	piąty	ADJ;NOM;NEUT;SG	
подозрения	podejrzenia	подозрение	podejrzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
подозрения	podejrzenie	подозрение	podejrzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
подозрения	podejrzenia	подозрение	podejrzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
подозрения	podejrzenie	подозрение	podejrzenie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
подозрения	podejrzeń	подозрение	podejrzenie	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
исчезает	zniknie	исчезать	zniknąć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN;ACT
исчезает	znikają	исчезать	znikać	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
исчезает	zniknięcie	исчезать	zniknięcie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;PFV;NOM;NEUT;SG;POS;V.MSDR
фестивалей	festiwale	фестиваль	festiwal	N;INAN;GEN;MASC;PL	N;NOM;MASC;SG
инди	indie	инди	indie	N;INAN;NOM;MASC;SG	
инди	indy	инди	indy	N;INAN;NOM;MASC;SG	
пособия	korzyści	пособие	korzyść	N;INAN;NOM;NEUT;PL	N;ACC;FEM;SG
пособия	świadczenia	пособие	świadczenie	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
покрытием	powlekane	покрытие	powlekać	N;INAN;INS;NEUT;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
покрытием	pokryte	покрытие	pokryć	N;INAN;INS;NEUT;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
активисты	działaczy	активист	działaczyć	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
активисты	aktywistów	активист	aktywista	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
ничто	nic	ничто	nic	PRO;NOM	PRO;GEN;NEUT;SG
новость	aktualności	новость	aktualność	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
новость	wieści	новость	wieść	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
новость	nowości	новость	nowość	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
новость	wiadomości	новость	wiadomość	N;INAN;NOM;FEM;SG	N;ACC;FEM;PL
новость	news	новость	news	N;INAN;NOM;FEM;SG	
новость	story	новость	stora	N;INAN;NOM;FEM;SG	
чешской	czech	чешский	czech	ADJ;INS;FEM;SG	
чешской	czeski	чешский	czeski	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
чешской	czeskiej	чешский	czeski	ADJ;INS;FEM;SG	ADJ;GEN;FEM;SG
чешской	czeskie	чешский	czeski	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
чешской	czeska	чешский	czeski	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
идеология	ideologii	идеология	ideologia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
идеология	ideologie	идеология	ideologia	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
вилла	villa	вилла	vill	N;INAN;NOM;FEM;SG	
нейтральной	neutralny	нейтральный	neutralny	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
нейтральной	obojętny	нейтральный	obojętny	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
нейтральной	neutralne	нейтральный	neutralny	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
тень	cieniu	тень	cień	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
тень	cienia	тень	cień	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
тень	shadow	тень	shadow	N;INAN;NOM;FEM;SG	
тень	cień	тень	cień	N;INAN;NOM;FEM;SG	
тень	cienia	тень	cień	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
тень	cieniu	тень	cień	N;INAN;NOM;FEM;SG	N;GEN;MASC;SG
тень	cień	тень	cień	N;INAN;NOM;FEM;SG	
предоставление	przyznania	предоставление	przyznanie	N;INAN;NOM;NEUT;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
рассуждения	rozumowanie	рассуждение	rozumować	N;INAN;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
племен	plemion	племя	plemion	N;INAN;GEN;NEUT;PL	
племен	plemiona	племя	plemię	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
племен	szczepy	племя	szczepy	N;INAN;GEN;NEUT;PL	N;NOM;MASC;PL
племен	plemienia	племя	plemię	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;SG
активистов	aktywistów	активист	aktywista	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
консоли	konsola	консоль	konsola	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
консоли	konsoli	консоль	konsoli	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
