van	from	van	from	ADP	PROPN
maleisië	малайзии	maleisië	малайзия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
uruguay	уругвая	uruguay	уругвый	PROPN;NEUT;SG	N;INAN;GEN;MASC;SG
uruguay	уругвай	uruguay	уругвай	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
uruguay	уругвае	uruguay	уругвый	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
ronden	круги	ronden	круг	V;NFIN	N;INAN;NOM;MASC;PL
ronden	обход	ronden	обход	V;NFIN	N;INAN;NOM;MASC;SG
ronden	раундов	ronden	раунд	V;NFIN	N;INAN;GEN;MASC;PL
minst	наименьшее	weinig	наименьший	PRO	ADJ;NOM;NEUT;SG
minst	наименее	weinig	наименее	PRO	ADV
girls	girls	girls	girls	N;PL	PROPN
empire	империи	empire	империя	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
blind	ослеп	blind	слепнуть	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
protest	протесты	protest	протест	N;NEUT;SG	N;INAN;NOM;MASC;PL
protest	протесты	protest	протест	N;NEUT;SG	N;INAN;NOM;MASC;PL
broek	брюки	broek	брюки	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
broek	брюки	broek	брюки	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
broek	штаны	broek	штаны	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
sporting	спортивных	sporting	спортивный	N;MASC+FEM;SG	ADJ;GEN;PL
artillerie	артиллерийские	artillerie	артиллерийский	N;MASC+FEM;SG	ADJ;NOM;PL
artillerie	артиллерийский	artillerie	артиллерийский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
haas	хаас	haas	хаас	N;MASC+FEM;SG	PART
vak	box	vak	box	N;NEUT;SG	PROPN
hagen	хаген	haag	хагный	V;NFIN	N;ANIM;NOM;MASC;SG
overleven	выживания	overleven	выживание	V;NFIN	N;INAN;NOM;NEUT;SG
overleven	выживание	overleven	выживание	V;NFIN	N;INAN;NOM;NEUT;SG
overleven	выживание	overleven	выживание	V;NFIN	N;INAN;NOM;NEUT;SG
nad	nad	nad	nad	N;MASC+FEM;SG	PROPN
stevens	стивенс	stevens	стивенс	N;PL	N;ANIM;NOM;MASC;SG
betrouwbare	надежно	betrouwbaar	надежно	ADJ	ADV
frame	рамки	frame	рамка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
cavalerie	кавалерии	cavalerie	кавалерия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
drinken	питьевой	drinken	питьевой	V;NFIN	ADJ;INS;FEM;SG
drinken	напиток	drinken	напиток	V;NFIN	N;INAN;NOM;MASC;SG
korps	корпуса	korps	корпус	N;NEUT;SG	N;INAN;NOM;MASC;PL
metaal	metal	metaal	metal	N;NEUT;SG	PROPN
metaal	металлические	metaal	металлический	N;NEUT;SG	ADJ;NOM;PL
getuigen	свидетель	getuige	свидетель	N;PL	N;ANIM;NOM;MASC;SG
letland	латвия	letland	латвия	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
letland	латвии	letland	латвия	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
voorzijde	передние	voorzijde	передний	N;MASC+FEM;SG	ADJ;NOM;PL
voorzijde	передняя	voorzijde	передний	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
verzamelde	собрали	verzamelen	собрать	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;ACT
verzamelde	собранные	verzamelen	собрать	V;SG;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
verzamelde	собраны	verzamelen	собрать	V;SG;PST;FIN	V;PFV;PL;PST;V.PTCP;PASS
verzamelde	собрались	verzamelen	собраться	V;SG;PST;FIN	V;PFV;IND;PL;PST;FIN;MID
server	server	server	server	N;MASC+FEM;SG	PROPN
maximum	максимальный	maximum	максимальный	N;NEUT;SG	ADJ;NOM;MASC;SG
maximum	максимальное	maximum	максимальный	N;NEUT;SG	ADJ;NOM;NEUT;SG
maximum	максимальная	maximum	максимальный	N;NEUT;SG	ADJ;NOM;FEM;SG
effectief	эффективность	effectief	эффективность	ADJ	N;INAN;NOM;FEM;SG
effectief	эффективно	effectief	эффективно	ADJ	ADV
boeing	boeing	boeing	boeing	N;MASC+FEM;SG	PROPN;NOM;SG
gegeten	ели	eten	ель	V;V.PTCP	N;INAN;NOM;FEM;PL
gegeten	ели	eten	ель	V;V.PTCP	N;INAN;NOM;FEM;PL
landing	посадки	landing	посадка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
gras	травы	gras	трава	N;NEUT;SG	N;INAN;NOM;FEM;PL
aus	aus	aus	aus	N;MASC+FEM;SG	PROPN
boog	arch	boog	arch	N;MASC+FEM;SG	PROPN
ardennen	ardennes	arden	ardennes	N;PL	PROPN
zur	zur	zur	zur	N;MASC+FEM;SG	PROPN
zwakke	слабо	zwak	слабо	ADJ	ADV
kunstwerk	artwork	kunstwerk	artwork	N;NEUT;SG	PROPN
glazen	стакан	glas	стакан	N;PL	N;INAN;NOM;MASC;SG
glazen	стекло	glas	стекло	N;PL	N;INAN;NOM;NEUT;SG
glazen	бокал	glas	бокал	N;PL	N;INAN;NOM;MASC;SG
tellen	граф	tellen	граф	V;NFIN	N;ANIM;NOM;MASC;SG
tellen	подсчет	tellen	подсчет	V;NFIN	N;INAN;NOM;MASC;SG
plecoptera	веснянки	plecoptera	веснянка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
almere	алмере	almer	алмер	PROPN;NEUT;SG	
side	сторона	side	сторона		N;INAN;NOM;FEM;SG
side	стороне	side	сторона		N;INAN;DAT;FEM;SG
schilderen	краски	schilderen	краска	V;NFIN	N;INAN;NOM;FEM;PL
schilderen	краска	schilderen	краска	V;NFIN	N;INAN;NOM;FEM;SG
schilderen	картина	schilderen	картина	V;NFIN	N;INAN;NOM;FEM;SG
schilderen	живопись	schilderen	живопись	V;NFIN	N;INAN;NOM;FEM;SG
schilderen	рисование	schilderen	рисование	V;NFIN	N;INAN;NOM;NEUT;SG
beperken	ограничение	beperken	ограничение	V;NFIN	N;INAN;NOM;NEUT;SG
beperken	лимит	beperken	лимит	V;NFIN	N;INAN;NOM;MASC;SG
beperken	ограничение	beperken	ограничение	V;NFIN	N;INAN;NOM;NEUT;SG
beperken	предел	beperken	предел	V;NFIN	N;INAN;NOM;MASC;SG
vluchtelingen	беженца	vluchteling	беженец	N;PL	N;ANIM;ACC;MASC;SG
vluchtelingen	беженец	vluchteling	беженец	N;PL	N;ANIM;NOM;MASC;SG
dei	dei	dei	dei	N;MASC+FEM;SG	PROPN
zoogdier	млекопитающих	zoogdier	млекопитающее	N;NEUT;SG	N;ANIM;ACC;MASC;PL
vrees	страх	vrezen	страх	V;SG;PRS;FIN	N;INAN;NOM;MASC;SG
vrees	опасения	vrezen	опасение	V;SG;PRS;FIN	N;INAN;NOM;NEUT;PL
vrees	страхи	vrezen	страх	V;SG;PRS;FIN	N;INAN;NOM;MASC;PL
vrees	страхов	vrezen	страх	V;SG;PRS;FIN	N;INAN;GEN;MASC;PL
linkse	слева	links	слева	ADJ	ADV
linkse	налево	links	налево	ADJ	ADV
linkse	осталось	links	остаться	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;MID
linkse	оставил	links	оставить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
regen	дожди	regen	дождь	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
gewonden	потерпевшие	gewond	потерпевший	ADJ	V;PFV;NOM;PL;PST;V.PTCP;ACT
gewonden	ранены	gewond	ранить	ADJ	V;PFV;PL;PST;V.PTCP;PASS
gewonden	ранен	gewond	ранить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
gewonden	ранена	gewond	ранить	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
gewonden	раненый	gewond	раненый	ADJ	N;ANIM;NOM;MASC;SG
gewonden	ранены	gewond	ранить	ADJ	V;PFV;PL;PST;V.PTCP;PASS
gewonden	раненых	gewond	раненый	ADJ	N;ANIM;GEN;MASC;PL
gewonden	раненые	gewond	раненый	ADJ	N;ANIM;NOM;MASC;PL
gewonden	ранен	gewond	ранить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
gewonden	пострадавшие	gewond	пострадавший	ADJ	V;PFV;NOM;PL;PST;V.PTCP;ACT
gewonden	потери	gewond	потеря	ADJ	N;INAN;NOM;FEM;PL
gewonden	жертвы	gewond	жертва	ADJ	N;ANIM;NOM;FEM;PL
gewonden	травмы	gewond	травма	ADJ	N;INAN;NOM;FEM;PL
gewonden	травм	gewond	травма	ADJ	N;INAN;GEN;FEM;PL
elektrisch	электрик	elektrisch	электрик	ADJ	N;ANIM;NOM;MASC;SG
elektrisch	electric	elektrisch	electric	ADJ	PROPN
tevreden	удовлетворены	tevreden	удовлетворить	ADJ	V;PFV;PL;PST;V.PTCP;PASS
tevreden	удовлетворен	tevreden	удовлетворить	ADJ	V;PFV;MASC;SG;PST;V.PTCP;PASS
tevreden	удовлетворена	tevreden	удовлетворить	ADJ	V;PFV;FEM;SG;PST;V.PTCP;PASS
fair	ярмарка	fair	ярмарка	ADJ	N;INAN;NOM;FEM;SG
rit	ездить	rit	ездить	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
industrieel	промышленник	industrieel	промышленник	ADJ	N;ANIM;NOM;MASC;SG
versterken	укрепление	versterken	укрепление	V;NFIN	N;INAN;NOM;NEUT;SG
versterken	усиление	versterken	усиление	V;NFIN	N;INAN;NOM;NEUT;SG
waals	валлонии	waals	валлония	ADJ	N;INAN;NOM;FEM;PL
droegen	носил	dragen	носить	V;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
droegen	носила	dragen	носить	V;PL;PST;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
praktisch	практически	praktisch	практически	ADJ	ADV
praktisch	практически	praktisch	практически	ADJ	ADV
verbannen	изгнании	verbannen	изгнание	V;V.PTCP	N;INAN;ESS;NEUT;SG
ram	рам	ram	рама	N;MASC+FEM;SG	
oren	орен	oor	орен	N;PL	INTJ
functioneren	функционирования	functioneren	функционирование	V;NFIN	N;INAN;NOM;NEUT;PL
functioneren	функционирование	functioneren	функционирование	V;NFIN	N;INAN;NOM;NEUT;SG
aardbeving	землетрясения	aardbeving	землетрясение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
kritisch	критически	kritisch	критически	ADJ	ADV
steel	украсть	steel	красть	N;MASC+FEM;SG	V;PFV;NFIN;ACT
montreal	монреальского	montreal	монреальский	N;NEUT;SG	ADJ;GEN;MASC;SG
tower	tower	tower	tower	N;MASC+FEM;SG	PROPN
ziel	души	ziel	душа	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
ziel	soul	ziel	soul	N;MASC+FEM;SG	PROPN
warm	hot	warm	hot	ADJ	PROPN
warm	горячо	warm	горячо	ADJ	ADV
elektriciteit	электроэнергии	elektriciteit	электроэнергия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
secret	тайна	secret	тайна		N;INAN;NOM;FEM;SG
secret	секрет	secret	секрет		N;INAN;NOM;MASC;SG
secret	секретная	secret	секретный		ADJ;NOM;FEM;SG
secret	секретный	secret	секретный		ADJ;NOM;MASC;SG
beschuldigd	обвиняемых	beschuldigen	обвиняемый	V;V.PTCP	N;ANIM;GEN;MASC;PL
miami	майами	miami	май	N;MASC+FEM;SG	N;INAN;INS;FEM;PL
stelsel	system	stelsel	system	N;NEUT;SG	PROPN
munt	хвосты	munt	хвост	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
munt	монеты	munt	монета	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
meningen	мнение	mening	мнение	N;PL	N;INAN;NOM;NEUT;SG
inwoner	резиденты	inwoner	резидент	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
kanonnen	оружие	kanon	оружие	N;PL	N;INAN;NOM;NEUT;SG
kanonnen	пушка	kanon	пушка	N;PL	N;INAN;NOM;FEM;SG
homo	homo	homo	хомо	N;MASC+FEM;SG	PROPN
homo	gay	homo	gay	N;MASC+FEM;SG	PROPN
homo	геи	homo	гея	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
strikt	строго	strikt	строго	ADJ	ADV
strikt	строго	strikt	строго	ADJ	ADV
zitting	сессии	zitting	сессия	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
armenië	армении	armenië	армение	PROPN;NEUT;SG	N;INAN;NOM;NEUT;PL
armenië	армения	armenië	армение	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
amerikaan	американский	amerikaan	американский	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
amerikaan	американские	amerikaan	американский	N;MASC+FEM;SG	ADJ;NOM;PL
amerikaan	американская	amerikaan	американский	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
amerikaan	american	amerikaan	american	N;MASC+FEM;SG	PROPN
amerikaan	американских	amerikaan	американский	N;MASC+FEM;SG	ADJ;GEN;PL
amerikaan	американцы	amerikaan	американец	N;MASC+FEM;SG	N;ANIM;NOM;MASC;PL
albanië	олбани	albanië	олбань	PROPN;NEUT;SG	N;INAN;NOM;MASC;SG
albanië	албании	albanië	албания	PROPN;NEUT;SG	N;INAN;NOM;FEM;PL
albanië	албания	albanië	албания	PROPN;NEUT;SG	N;INAN;NOM;FEM;SG
ibn	ибн	ibn	ибна	PROPN;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
kikker	лягушки	kikker	лягушка	N;MASC+FEM;SG	N;ANIM;NOM;FEM;PL
weergave	отображения	weergave	отображение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
weergave	посмотреть	weergave	смотреть	N;MASC+FEM;SG	V;PFV;NFIN;ACT
weergave	просмотреть	weergave	просмотреть	N;MASC+FEM;SG	V;PFV;NFIN;ACT
sprong	прыжок	springen	прыжок	V;SG;PST;FIN	N;INAN;NOM;MASC;SG
sprong	скачок	springen	скачок	V;SG;PST;FIN	N;INAN;NOM;MASC;SG
sprong	прыжок	springen	прыжок	V;SG;PST;FIN	N;INAN;NOM;MASC;SG
bedreiging	угрозы	bedreiging	угроза	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
gids	руководства	gids	руководство	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
con	кон	con	кон	N;MASC+FEM;SG	
warmte	тепло	warmte	теплый	N;MASC+FEM;SG	ADJ;NEUT;SG
warmte	тепло	warmte	теплый	N;MASC+FEM;SG	ADJ;NEUT;SG
sleeswijk	шлезвиг	sleeswijk	шлезвига	ADJ	N;INAN;NOM;MASC;SG
française	франсез	français	франсез	ADJ	N;INAN;NOM;MASC;SG
herhaald	неоднократные	herhalen	неоднократный	V;V.PTCP	ADJ;NOM;PL
failliet	банкротом	failliet	банкрот	ADJ	N;INAN;INS;MASC;SG
failliet	банкротства	failliet	банкротство	ADJ	N;INAN;NOM;NEUT;PL
after	после	after	после		ADP
after	after	after	after		PROPN
ville	виль	vil	виль	N;MASC+FEM;SG	PART
grove	гроув	grof	гроув	ADJ	N;INAN;NOM;MASC;SG
middelste	средняя	middel	средний	ADJ;RL	ADJ;NOM;FEM;SG
middelste	ближнем	middel	ближний	ADJ;RL	ADJ;ESS;MASC;SG
middelste	средний	middel	средний	ADJ;RL	ADJ;NOM;MASC;SG
middelste	среднее	middel	средний	ADJ;RL	ADJ;NOM;NEUT;SG
lekker	хорошо	lekker	хорошо	ADJ	ADV
lekker	мило	lekker	мило	ADJ	ADV
verspreiden	разброс	verspreiden	разброс	V;NFIN	N;INAN;NOM;MASC;SG
missen	мисс	missen	мисс	V;NFIN	N;ANIM;NOM;FEM;SG
missen	miss	missen	miss	V;NFIN	PROPN
aankomst	прибытия	aankomst	прибытие	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
vliegt	мух	vliegen	муха	V;SG;PRS;FIN	N;ANIM;GEN;FEM;PL
vliegt	мухи	vliegen	муха	V;SG;PRS;FIN	N;ANIM;NOM;FEM;PL
favoriete	любимая	favoriet	любить	ADJ	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
favoriete	любимые	favoriet	любить	ADJ	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
favoriete	любимый	favoriet	любить	ADJ	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
favoriete	любимая	favoriet	любить	ADJ	V;IPFV;NOM;FEM;SG;PRS;V.PTCP;PASS
favoriete	любимые	favoriet	любить	ADJ	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
favoriete	любимый	favoriet	любить	ADJ	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;PASS
habitat	местообитаний	habitat	местообитание	N;MASC+FEM;SG	N;INAN;GEN;NEUT;PL
duidelijker	яснее	duidelijk	ясно	ADJ;CMPR	ADV;CMPR
beoordeling	пересмотреть	beoordeling	пересмотреть	N;MASC+FEM;SG	V;PFV;NFIN;ACT
gek	сумасшествие	gek	сумасшествие	ADJ	N;INAN;NOM;NEUT;SG
gek	безумие	gek	безумие	ADJ	N;INAN;NOM;NEUT;SG
gek	безумно	gek	безумно	ADJ	ADV
motorfiets	мотоциклов	motorfiets	мотоцикл	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
rocha	роча	rocha	рочь	N;MASC+FEM;SG	
opper	верхний	opper	верхний	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
opper	верхняя	opper	верхний	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
opper	верхней	opper	верхний	N;MASC+FEM;SG	ADJ;INS;FEM;SG
opper	верхние	opper	верхний	N;MASC+FEM;SG	ADJ;NOM;PL
ruwe	raw	ruw	raw	ADJ	PROPN
ruwe	жесть	ruw	жесть	ADJ	N;INAN;NOM;FEM;SG
willekeurige	произвольно	willekeurig	произвольно	ADJ	ADV
schelde	шельда	scheld	шельд	N;MASC+FEM;SG	
illegale	незаконно	illegaal	незаконно	ADJ	ADV
stoel	сиденья	stoel	сиденье	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
zaden	семя	zaad	семя	N;PL	N;INAN;NOM;NEUT;SG
zaden	семенной	zaad	семенный	N;PL	ADJ;NOM;MASC;SG
aanpassing	корректировки	aanpassing	корректировка	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
aanpassing	адаптации	aanpassing	адаптация	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
gestoken	ножом	steken	нож	V;V.PTCP	N;INAN;INS;MASC;SG
testen	испытания	testen	испытание	V;NFIN	N;INAN;NOM;NEUT;PL
testen	проверка	testen	проверка	V;NFIN	N;INAN;NOM;FEM;SG
testen	тест	testen	тест	V;NFIN	N;INAN;NOM;MASC;SG
testen	испытание	testen	испытание	V;NFIN	N;INAN;NOM;NEUT;SG
testen	тесты	testen	тест	V;NFIN	N;INAN;NOM;MASC;PL
testen	испытания	testen	испытание	V;NFIN	N;INAN;NOM;NEUT;PL
testen	испытания	testen	испытание	V;NFIN	N;INAN;NOM;NEUT;PL
testen	проверка	testen	проверка	V;NFIN	N;INAN;NOM;FEM;SG
testen	испытание	testen	испытание	V;NFIN	N;INAN;NOM;NEUT;SG
testen	тестирование	testen	тестирование	V;NFIN	N;INAN;NOM;NEUT;SG
neerslag	осадки	neerslag	осадки	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
neerslag	осадков	neerslag	осадки	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
neerslag	осадки	neerslag	осадки	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
neerslag	осадков	neerslag	осадки	N;MASC+FEM;SG	N;INAN;GEN;MASC;PL
neerslag	fallout	neerslag	fallout	N;MASC+FEM;SG	PROPN
verlichting	освещения	verlichting	освещение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
verlichting	освещения	verlichting	освещение	N;MASC+FEM;SG	N;INAN;NOM;NEUT;PL
verlichting	огни	verlichting	огонь	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
suzuki	suzuki	suzuki	suzuki	N;MASC+FEM;SG	PROPN
stan	стен	stan	стена	N;MASC+FEM;SG	N;INAN;GEN;FEM;PL
levend	живой	leven	живой	V;V.PTCP	ADJ;NOM;MASC;SG
levend	живым	leven	живой	V;V.PTCP	ADJ;INS;NEUT;SG
levend	живая	leven	живой	V;V.PTCP	ADJ;NOM;FEM;SG
levend	живые	leven	живой	V;V.PTCP	ADJ;NOM;PL
levend	жив	leven	живой	V;V.PTCP	ADJ;MASC;SG
stopt	остановки	stoppen	остановка	V;SG;PRS;FIN	N;INAN;NOM;FEM;PL
palestijnse	палестины	palestijns	палестина	ADJ	N;INAN;NOM;FEM;PL
palestijnse	палестину	palestijns	палестина	ADJ	N;INAN;ACC;FEM;SG
palestijnse	палестина	palestijns	палестина	ADJ	N;INAN;NOM;FEM;SG
palestijnse	палестинцы	palestijns	палестинец	ADJ	N;ANIM;NOM;MASC;PL
hms	hms	hms	hms	N;MASC+FEM;SG	PROPN
voc	лос	voc	лос	N;MASC+FEM;SG	
laboratorium	лаборатории	laboratorium	лаборатория	N;NEUT;SG	N;INAN;NOM;FEM;PL
unit	единицы	unit	единица	N;MASC+FEM;SG	N;INAN;NOM;FEM;PL
republikeinse	республиканцы	republikeins	республиканец	ADJ	N;ANIM;NOM;MASC;PL
rica	рика	rica	рик	PROPN;NEUT;SG	N;ANIM;NOM;FEM;SG
dansen	dance	dansen	dance	V;NFIN	PROPN
dansen	танец	dansen	танец	V;NFIN	N;INAN;NOM;MASC;SG
dansen	танцы	dansen	танец	V;NFIN	N;INAN;NOM;MASC;PL
dansen	танцы	dansen	танец	V;NFIN	N;INAN;NOM;MASC;PL
omstreden	спорных	omstreden	спорный	V;V.PTCP	ADJ;GEN;PL
omstreden	спорный	omstreden	спорный	V;V.PTCP	ADJ;NOM;MASC;SG
omstreden	спорные	omstreden	спорный	V;V.PTCP	ADJ;NOM;PL
omstreden	спорных	omstreden	спорный	V;V.PTCP	ADJ;GEN;PL
omstreden	спорные	omstreden	спорный	V;V.PTCP	ADJ;NOM;PL
omstreden	спорных	omstreden	спорный	V;V.PTCP	ADJ;GEN;PL
omstreden	спорный	omstreden	спорный	V;V.PTCP	ADJ;NOM;MASC;SG
laan	avenue	laan	avenue	N;MASC+FEM;SG	PROPN
england	англии	england	англия		N;INAN;NOM;FEM;SG
england	англия	england	англия		N;INAN;NOM;FEM;SG
colin	колен	colin	колено	N;MASC+FEM;SG	N;INAN;GEN;NEUT;PL
doorgaan	продолжение	doorgaan	продолжение	V;NFIN	N;INAN;NOM;NEUT;SG
bom	бон	bom	бон	N;MASC+FEM;SG	
linker	слева	linker	слева	ADJ	ADV
linker	налево	linker	налево	ADJ	ADV
linker	осталось	linker	остаться	ADJ	V;PFV;NEUT;IND;SG;PST;FIN;MID
linker	оставил	linker	оставить	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
stabiel	стабильно	stabiel	стабильно	ADJ	ADV
minnesota	миннесоты	minnesota	миннесот	N;MASC+FEM;SG	N;INAN;NOM;MASC;PL
gekleurd	цветные	kleuren	цветной	V;V.PTCP	ADJ;NOM;PL
gekleurd	цветной	kleuren	цветной	V;V.PTCP	ADJ;NOM;MASC;SG
gekleurd	цветные	kleuren	цветной	V;V.PTCP	ADJ;NOM;PL
