von	no	von	no	ADP	
messen	pasākuma	messen	pasākums	V;NFIN	N;GEN;MASC;SG
messen	pasākums	messen	pasākums	V;NFIN	N;NOM;MASC;SG
messen	gadatirgus	messen	gadatirgus	V;NFIN	N;NOM;MASC;SG
messen	mērīšana	messen	mērīšana	V;NFIN	N;NOM;FEM;SG
messen	mērījumu	messen	mērījums	V;NFIN	N;ACC;MASC;SG
messen	mērījumi	messen	mērījums	V;NFIN	N;NOM;MASC;PL
messen	mērījums	messen	mērījums	V;NFIN	N;NOM;MASC;SG
dirk	dirk	dirk	dirk	PROPN;NOM;MASC;SG	
badminton	badmintona	badminton	badmintons		N;NOM;MASC;SG
veränderung	mainīt	veränderung	mainīt	N;NOM;FEM;SG	V;POS;NFIN
veränderung	izmaiņas	veränderung	izmaiņa	N;NOM;FEM;SG	N;NOM;FEM;PL
veränderung	pārmaiņas	veränderung	pārmaiņa	N;NOM;FEM;SG	N;NOM;FEM;PL
zentral	centralizēti	zentral	centralizēt	ADJ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
zentral	centralizēta	zentral	centralizēt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
zentral	centralizētas	zentral	centralizēt	ADJ	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
zentral	centralizētu	zentral	centralizēt	ADJ	V;COND;POS;FIN;ACT
zentral	centralizēta	zentral	centralizēt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
zentral	centrāli	zentral	centrāli	ADJ	ADV
zentral	centralizēti	zentral	centralizēt	ADJ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
schröder	schroeder	schröder	schroeder	PROPN	N;NOM;FEM;SG
schröder	schröder	schröder	schröder	PROPN	
umliegenden	apkārtējo	umliegend	apkārtēja	ADJ;PL	ADJ;ACC;MASC;SG
zeichner	illustrator	zeichner	illustrator	ADJ	N;ACC;MASC;SG
definitiv	noteikti	definitiv	noteikti	ADJ	ADV
definitiv	galīgi	definitiv	galīgi	ADJ	ADV
benz	benz	benz	benz		
dasselbe	pašas	dasselbe	pati	ADV	PRO;NOM;FEM;PL
dasselbe	pašu	dasselbe	pats	ADV	PRO;ACC;MASC;SG
grundstück	īpašums	grundstücken	īpašums		N;NOM;MASC;SG
grundstück	īpašība	grundstücken	īpašība		N;NOM;FEM;SG
grundstück	zemi	grundstücken	zeme		N;ACC;FEM;SG
grundstück	zeme	grundstücken	zeme		N;NOM;FEM;SG
grundstück	zemes	grundstücken	zeme		N;NOM;FEM;PL
modus	režīms	modus	režīms		N;NOM;MASC;SG
modus	modus	modus	mods		N;ACC;MASC;PL
berücksichtigung	apsvērums	berücksichtigung	apsvērums	ADJ	N;NOM;MASC;SG
karls	charlemagne	karls	charlemagne		PROPN;NOM;FEM;SG
schuld	vainot	schuld	vainot	ADJ	V;POS;NFIN
schuld	lūzums	schuld	lūzums	ADJ	N;NOM;MASC;SG
schuld	vaina	schuld	vaina	ADJ	N;NOM;FEM;SG
schuld	parāds	schuld	parāds	ADJ	N;NOM;MASC;SG
schuld	parādu	schuld	parādīt	ADJ	N;ACC;MASC;SG
schuld	vainu	schuld	vains	ADJ	N;ACC;MASC;SG
wozu	kapēc	wozu	kapēc	ADV	
diego	djego	diego	djegs	PROPN;NOM;MASC;SG	PROPN
panzer	panzerkampfwagen	panzer	panzerkampfwagen	ADJ	N;DAT;MASC;SG
panzer	tvertne	panzer	tvertne	ADJ	N;NOM;FEM;SG
panzer	tanku	panzer	tanka	ADJ	N;ACC;FEM;SG
panzer	tvertnes	panzer	tvertne	ADJ	N;NOM;FEM;PL
panzer	tanki	panzer	tanki	ADJ	N;NOM;MASC;PL
panzer	cisternas	panzer	cisterna	ADJ	N;NOM;FEM;PL
rekord	rekords	rekord	rekords		N;NOM;MASC;SG
rekord	ieraksts	rekord	ieraksts		N;NOM;MASC;SG
total	pilnīgi	total	pilnīgi	ADJ	ADV
kevin	kevins	kevin	kevins	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
verteilung	sadales	Verteilung	sadale	N;NOM;SG	N;NOM;FEM;PL
restaurant	restorāns	restaurant	restorāns	PROPN	N;NOM;MASC;SG
piloten	pilotam	pilot	pilots	N;PL	V;PFV;DAT;INDF;MASC;SG;PST;V.PTCP
piloten	pilota	pilot	pilots	N;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
piloten	pilots	pilot	pilots	N;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
piloten	izmēģinājuma	pilot	izmēģinājums	N;PL	N;GEN;MASC;SG
fotografie	photography	fotografie	photography	PROPN	
fotografie	fotogrāfija	fotografie	fotogrāfija	PROPN	N;NOM;FEM;SG
luzern	luzern	luzern	luzern	PROPN	
luzern	lucernas	luzern	lucerna	PROPN	PROPN;NOM;FEM;SG
jane	džeina	jane	džeins	PROPN;NOM;MASC;SG	N;NOM;FEM;SG
ruth	ruta	ruth	ruts	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
ruth	rūta	ruth	rūts	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
cross	krustu	cross	krustu	PROPN	N;ACC;MASC;SG
cross	krusta	cross	krusts	PROPN	N;NOM;MASC;SG
cross	krusts	cross	krusts	PROPN	N;NOM;MASC;SG
prinzipiell	pamatā	prinzipiell	pamats	ADJ	N;ESS;MASC;SG
prinzipiell	būtībā	prinzipiell	būtība	ADJ	N;ESS;FEM;SG
htm	htm	htm	htm		
klare	skaidra	klar	skaidrs	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
klare	skaidri	klar	skaidri	ADJ;NOM;FEM;PL	ADV
klare	skaidrs	klar	skaidrs	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
klare	dzidrs	klar	dzidrs	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
grau	grau	grau	grau	ADJ	
moore	moore	moor	moore	PROPN	
moore	mūra	moor	mūris	PROPN	N;NOM;MASC;SG
motive	motīvus	motiv	motīvs	ADJ;NOM;PL	ADJ;ACC;MASC;PL
krise	lejupslīdes	krise	lejupslīde	N;NOM;FEM;SG	N;NOM;FEM;PL
krise	krīzes	krise	krīze	N;NOM;FEM;SG	N;NOM;FEM;PL
krise	krīzes	krise	krīze	N;NOM;FEM;SG	N;NOM;FEM;PL
billy	billijs	billy	billijs	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
pause	pārrāvums	pausen	pārrāvums		N;NOM;MASC;SG
pause	lauzt	pausen	lauzt		V;POS;NFIN
pause	pārtraukums	pausen	pārtraukums		N;NOM;MASC;SG
pause	salauzt	pausen	salauzt		V;POS;NFIN
pause	pauze	pausen	pauze		N;NOM;FEM;SG
besonderes	īpaši	besonder	īpaši	ADJ;NOM;NEUT;SG	ADV
baumeister	būvnieki	baumeister	būvnieks	ADJ	N;NOM;MASC;PL
baumeister	celtnieku	baumeister	celtnieks	ADJ	N;ACC;MASC;SG
baumeister	arhitekts	baumeister	arhitekts	ADJ	N;NOM;MASC;SG
schottischen	skotijas	schottisch	skotija	ADJ;PL	PROPN;NOM;FEM;SG
perspektive	izredzes	perspektiv	izredzes	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
perspektive	perspektīvas	perspektiv	perspektīva	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
perspektive	perspektīvas	perspektiv	perspektīva	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
perspektive	perspektīvas	perspektiv	perspektīva	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
armen	nabaga	arm	nabags	ADJ	N;NOM;MASC;SG
armen	ieroču	arm	ierocis	ADJ	N;ACC;MASC;SG
armen	rokām	arm	roka	ADJ	N;DAT;FEM;PL
armen	ieročus	arm	ierocis	ADJ	N;ACC;MASC;PL
armen	rokas	arm	roka	ADJ	N;NOM;FEM;PL
armen	ieroči	arm	ieroce	ADJ	N;NOM;MASC;PL
lissabon	lisboa	lissabon	lisbos	PROPN;NOM;SG	
lissabon	lisabona	lissabon	lisabons	PROPN;NOM;SG	PROPN;NOM;FEM;SG
lissabon	lisabonas	lissabon	lisabona	PROPN;NOM;SG	N;NOM;FEM;PL
lissabon	lisabonā	lissabon	lisabons	PROPN;NOM;SG	N;ESS;MASC;SG
lokal	lokāli	lokal	lokālis	ADJ	ADV
lokal	vietēji	lokal	vietēji	ADJ	ADV
forscher	pētnieku	forsch	pētnieks	ADJ	N;ACC;MASC;SG
forscher	pētnieks	forsch	pētnieks	ADJ	N;NOM;MASC;SG
forscher	izmeklētāji	forsch	izmeklētājs	ADJ	N;NOM;MASC;PL
forscher	pētnieki	forsch	pētnieks	ADJ	N;NOM;MASC;PL
forscher	explorer	forsch	explorer	ADJ	N;NOM;FEM;SG
forscher	pētniekiem	forsch	pētnieks	ADJ	N;DAT;MASC;PL
forscher	pētnieki	forsch	pētnieks	ADJ	N;NOM;MASC;PL
phänomen	parādības	phänom	parādība	V;NFIN	N;NOM;FEM;PL
phänomen	fenomens	phänom	fenomens	V;NFIN	N;NOM;MASC;SG
phänomen	parādība	phänom	parādība	V;NFIN	N;NOM;FEM;SG
einkommen	ienākumi	einkommen	ienākums	V;NFIN	N;NOM;MASC;PL
einkommen	peļņa	einkommen	peļņa	V;NFIN	N;NOM;FEM;SG
einkommen	ienākumus	einkommen	ienākums	V;NFIN	N;ACC;MASC;PL
einkommen	ienākums	einkommen	ienākums	V;NFIN	N;NOM;MASC;SG
einkommen	ienākuma	einkommen	ienākums	V;NFIN	N;GEN;MASC;SG
einkommen	ienākumi	einkommen	ienākums	V;NFIN	N;NOM;MASC;PL
einkommen	ieņēmumi	einkommen	ieņēmums	V;NFIN	N;NOM;MASC;PL
jährliche	gada	jährlich	gads	ADJ;NOM;FEM;PL	N;GEN;MASC;SG
jährliche	ikgadēja	jährlich	ikgadēt	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
jährliche	ikgadēji	jährlich	ikgadējs	ADJ;NOM;FEM;PL	ADV
jährliche	ikgadējais	jährlich	ikgadēt	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
jährliche	gada	jährlich	gads	ADJ;NOM;FEM;PL	N;GEN;MASC;SG
produzenten	ražotāji	produzent	ražotājs	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
produzenten	ražotājs	produzent	ražotājs	V;IND;PL;3;PST;FIN	N;NOM;MASC;SG
produzenten	ražotāji	produzent	ražotājs	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
produzenten	izgatavotāji	produzent	izgatavotājs	V;IND;PL;3;PST;FIN	N;NOM;MASC;PL
mandat	pilnvaras	mandat	pilnvara	N;NOM;SG	N;NOM;FEM;PL
echt	neatradu	echt	neatrast	ADJ	V;FH;IND;SG;1;NEG;PST;FIN;ACT
echt	patiešām	echt	patiešām	ADJ	PART
echt	tiešām	echt	tiešām	ADJ	PART
menschliche	cilvēks	menschlich	cilvēks	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
menschliche	cilvēka	menschlich	cilvēks	ADJ;NOM;FEM;PL	N;GEN;MASC;SG
menschliche	cilvēku	menschlich	cilvēks	ADJ;NOM;FEM;PL	N;ACC;MASC;SG
betreut	pārraudzībā	betreuen	pārraudzība	V;V.PTCP	N;ESS;FEM;SG
kansas	kanzasa	kansas	kanzass	PROPN;NOM;NEUT;SG	N;NOM;FEM;SG
führende	vadošie	führend	vadošs	ADJ;NOM;FEM;PL	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
führende	vadošais	führend	vadīt	ADJ;NOM;FEM;PL	V;IPFV;NOM;DEF;MASC;SG;PRS;V.PTCP;PASS
opposition	opozīcijas	opposition	opozīcija	N;NOM;SG	N;NOM;FEM;PL
opposition	iebildumi	opposition	iebildums	N;NOM;SG	N;NOM;MASC;PL
dunkel	tumši	dunkel	tumši	ADJ	ADV
dunkel	tumsu	dunkel	tumsa	ADJ	N;ACC;FEM;SG
dunkel	tumsa	dunkel	tumsa	ADJ	N;NOM;FEM;SG
verbesserte	uzlaboti	verbessern	uzlabot	V;IND;SG;3;PST;FIN	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
logik	loģiku	logik	loģika		N;ACC;FEM;SG
logik	loģika	logik	loģika		N;NOM;FEM;SG
logik	loģikas	logik	loģika		N;NOM;FEM;PL
aufhebung	celšanas	aufhebung	celšana	N;NOM;FEM;SG	N;GEN;FEM;SG
aufhebung	pacelšanas	aufhebung	pacelšana	N;NOM;FEM;SG	N;NOM;FEM;PL
unabhängigen	nesaistītiem	unabhängig	nesaistīt	ADJ	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP
unabhängigen	nesaistīta	unabhängig	nesaistīt	ADJ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
unabhängigen	nesaistīti	unabhängig	nesaistīt	ADJ	ADV
unabhängigen	neatkarīgi	unabhängig	neatkarīgi	ADJ	ADV
partie	partija	partie	partija		N;NOM;FEM;SG
partie	sērija	partie	sērija		N;NOM;FEM;SG
partie	partija	partie	partija		N;NOM;FEM;SG
freigabe	atlaist	freigabe	atlaist	N;NOM;FEM;SG	V;POS;NFIN
freigabe	atbrīvot	freigabe	atbrīvot	N;NOM;FEM;SG	V;POS;NFIN
freigabe	atbrīvojot	freigabe	atbrīvot	N;NOM;FEM;SG	V;V.CVB
mischung	sajaukšanas	mischung	sajaukšana	ADJ	N;NOM;FEM;SG
mischung	samaisa	mischung	samaisa	ADJ	V;FH;IND;3;POS;PRS;FIN;ACT
mischung	maisījums	mischung	maisījums	ADJ	N;NOM;MASC;SG
mischung	mix	mischung	mikt	ADJ	
mischung	maisījums	mischung	maisījums	ADJ	N;NOM;MASC;SG
mischung	maisījums	mischung	maisījums	ADJ	N;NOM;MASC;SG
mischung	sajaukšanas	mischung	sajaukšana	ADJ	N;NOM;FEM;SG
geschäft	veikalā	schäfen	veikals	N;NOM;NEUT;SG	N;ESS;MASC;SG
geschäft	veikala	schäfen	veikals	N;NOM;NEUT;SG	N;GEN;MASC;SG
geschäft	veikalos	schäfen	veikals	N;NOM;NEUT;SG	N;ESS;MASC;PL
geschäft	veikali	schäfen	veikals	N;NOM;NEUT;SG	N;NOM;MASC;PL
geschäft	darījumu	schäfen	darījums	N;NOM;NEUT;SG	N;ACC;MASC;SG
geschäft	glabāt	schäfen	glabāt	N;NOM;NEUT;SG	V;POS;NFIN
geschäft	uzglabāt	schäfen	uzglabāt	N;NOM;NEUT;SG	V;POS;NFIN
angehörige	radinieki	angehörig	radinieks	ADJ;NOM;FEM;PL	N;NOM;MASC;PL
angehörige	radi	angehörig	rads	ADJ;NOM;FEM;PL	N;NOM;MASC;SG
angehörige	radiniekiem	angehörig	radinieks	ADJ;NOM;FEM;PL	N;DAT;MASC;PL
pour	lej	pour	lej		V;FH;IND;3;POS;PRS;FIN;ACT
pour	ielej	pour	ieliet		V;FH;IND;3;POS;PRS;FIN;ACT
streng	stingri	streng	stingri	ADJ	ADV
streng	strikti	streng	strikti	ADJ	N;NOM;MASC;PL
streng	stingri	streng	stingri	ADJ	ADV
inc	inc	inc	inc		
claus	vecītis	claus	vecītis	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
claus	klauss	claus	klauss	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
katholisch	katoļu	katholisch	katolis	ADJ	N;GEN;MASC;PL
katholisch	katoļiem	katholisch	katolis	ADJ	N;DAT;MASC;PL
colorado	kolorado	colorado	kolorado	PROPN;NOM;MASC;SG	
übersetzungen	tulkošana	übersetzingen	tulkošana	V;NFIN	N;NOM;FEM;SG
übersetzungen	tulkojums	übersetzingen	tulkojums	V;NFIN	N;NOM;MASC;SG
übersetzungen	tulkojumi	übersetzingen	tulkojums	V;NFIN	N;NOM;MASC;PL
letztendlich	beidzot	letztendlich	beidzot	ADJ	ADV
gotha	gotha	gotha	gotha	PROPN;NOM;SG	PROPN;NOM;MASC;SG
opera	opera	opera	opera	PROPN;NOM;SG	N;NOM;FEM;SG
opera	operas	opera	opera	PROPN;NOM;SG	N;NOM;FEM;PL
brasilianischer	brazīlijas	brasilianisch	brazīlija	ADJ	PROPN;NOM;FEM;SG
dichte	blīvums	dicht	blīvums	ADJ;NOM;SG	N;NOM;MASC;SG
verursacht	cēloņi	verursachen	cēlonis	V;V.PTCP	N;NOM;MASC;PL
verursacht	iemesli	verursachen	iemesls	V;V.PTCP	N;NOM;MASC;PL
verursacht	cēloņus	verursachen	cēlonis	V;V.PTCP	N;ACC;MASC;PL
abfahrt	nolaišanās	abfahren	nolaišanās	PROPN	N;NOM;FEM;SG
abfahrt	atkāpšanās	abfahren	atkāpšanās	PROPN	N;NOM;FEM;SG
abfahrt	izvešanas	abfahren	izvešana	PROPN	N;NOM;FEM;PL
abfahrt	izeja	abfahren	izeja	PROPN	N;NOM;FEM;SG
abfahrt	iziešanas	abfahren	iziešana	PROPN	N;NOM;FEM;PL
abfahrt	izbraukšana	abfahren	izbraukšana	PROPN	N;NOM;FEM;SG
abfahrt	izbraukšana	abfahren	izbraukšana	PROPN	N;NOM;FEM;SG
abfahrt	aiziešana	abfahren	aiziešana	PROPN	N;NOM;FEM;SG
abfahrt	izlidošanas	abfahren	izlidošana	PROPN	N;NOM;FEM;SG
abfahrt	downhill	abfahren	downhill	PROPN	
abfahrt	lejup	abfahren	lejup	PROPN	ADV
male	laiki	malen	laiks	ADJ	N;NOM;MASC;PL
spät	vēlu	spät	vēlu	ADJ	ADV
spät	novēloti	spät	novēlot	ADJ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gnu	gnu	gnu	gnu	PROPN;NOM;MASC;SG	N
kopie	dublikāts	kopie	dublikāts		N;NOM;MASC;SG
kopie	kopēt	kopie	kopēt		V;POS;NFIN
kopie	kopiju	kopie	kopija		N;ACC;FEM;SG
kopie	eksemplārs	kopie	eksemplārs		N;NOM;MASC;SG
kopie	kopija	kopie	kopija		N;NOM;FEM;SG
kopie	kopijas	kopie	kopija		N;NOM;FEM;PL
kopie	eksemplāri	kopie	eksemplāri		ADJ;NOM;MASC;PL
östliche	austrumu	östlich	austrumi	ADJ;NOM;FEM;PL	N;GEN;MASC
enkel	mazbērni	enkel	mazbērns		N;NOM;MASC;PL
enkel	mazbērniem	enkel	mazbērns		N;DAT;MASC;PL
enkel	mazdēls	enkel	mazdēls		N;NOM;MASC;SG
danzig	gdaņskas	danzig	gdaņska	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
danzig	gdaņskas	danzig	gdaņska	PROPN;NOM;MASC;SG	PROPN;NOM;FEM;SG
danzig	dancigas	danzig	danciga	PROPN;NOM;MASC;SG	N;NOM;FEM;PL
bevölkerungsdichte	blīvums	bevölkerungsdichte	blīvums	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
experten	speciālisti	expert	speciālists	V;IND;PL;3;FIN	N;NOM;MASC;PL
experten	eksperti	expert	eksperts	V;IND;PL;3;FIN	N;NOM;MASC;PL
experten	ekspertus	expert	eksperts	V;IND;PL;3;FIN	N;ACC;MASC;PL
experten	eksperts	expert	eksperts	V;IND;PL;3;FIN	N;NOM;MASC;SG
experten	eksperte	expert	eksperte	V;IND;PL;3;FIN	N;NOM;FEM;SG
experten	profesionāļiem	expert	profesionālis	V;IND;PL;3;FIN	N;DAT;MASC;PL
experten	profesionāļi	expert	profesionālis	V;IND;PL;3;FIN	N;NOM;MASC;PL
ralph	ralfs	ralph	ralfs	PROPN;SG	PROPN;NOM;MASC;SG
liberalen	liberāļi	liberal	liberāļi	ADJ;PL	N;NOM;MASC;PL
liberalen	liberāļu	liberal	liberāļa	ADJ;PL	N;GEN;MASC;PL
liberalen	liberāļu	liberal	liberāļa	ADJ;PL	N;GEN;MASC;PL
nachfrage	pieprasījums	nachfrage	pieprasījums		N;NOM;MASC;SG
normal	parasti	normal	parasti	ADJ	ADV
normal	normāli	normal	normāli	ADJ	ADV
besuchen	apmeklējuma	besuchen	apmeklējums	V;NFIN	N;GEN;MASC;SG
besuchen	vizīte	besuchen	vizīte	V;NFIN	N;NOM;FEM;SG
besuchen	apmeklējums	besuchen	apmeklējums	V;NFIN	N;NOM;MASC;SG
besuchen	apmeklējumi	besuchen	apmeklējums	V;NFIN	N;NOM;MASC;PL
besuchen	vizītes	besuchen	vizīte	V;NFIN	N;NOM;FEM;PL
besuchen	viesos	besuchen	viesis	V;NFIN	N;ESS;MASC;PL
besuchen	ciemos	besuchen	ciems	V;NFIN	N;ESS;MASC;PL
alternativ	alternatīvi	alternativ	alternatīvi	ADJ	ADV
alternativ	alternatīvi	alternativ	alternatīvi	ADJ	ADV
alternativ	alternatīva	alternativ	alternatīva	ADJ	N;NOM;FEM;SG
alternativ	alternatīvs	alternativ	alternatīvs	ADJ	N;NOM;MASC;SG
schafft	izveido	schaffen	izveidot	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
vorübergehend	pārejošs	vorübergehend	pārejošs	ADJ	V;IPFV;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
vorübergehend	īslaicīgi	vorübergehend	īslaicīgi	ADJ	ADV
vorübergehend	pagaidu	vorübergehend	pagaidīt	ADJ	N;ACC;MASC;SG
vorübergehend	īslaicīgi	vorübergehend	īslaicīgi	ADJ	ADV
reform	reformām	reform	reforma		N;DAT;FEM;PL
reform	reformas	reform	reforma		N;NOM;FEM;PL
reform	reformu	reform	reforma		N;ACC;FEM;SG
reform	reforma	reform	reforma		N;NOM;FEM;SG
europäischer	eiropas	europäisch	eiropa	ADJ	PROPN;NOM;FEM;SG
europäischer	eiropietis	europäisch	eiropietis	ADJ	N;NOM;MASC;SG
institution	iestāde	institution	iestāde		N;NOM;FEM;SG
institution	institūcija	institution	institūcija		N;NOM;FEM;SG
paulo	paulo	paulo	paulot	PROPN;NOM;MASC;SG	PROPN
paulo	paulu	paulo	pauls	PROPN;NOM;MASC;SG	N;ACC;MASC;SG
reiter	jāšanas	reiter	šana	ADJ	V;POS;REFL;FIN;ACT
reiter	braucējiem	reiter	braucējs	ADJ	N;DAT;MASC;PL
mond	mēness	mond	mēness	PROPN;NOM;SG	N;NOM;MASC;SG
mond	pavadonis	mond	pavadonis	PROPN;NOM;SG	N;NOM;MASC;SG
verfasser	rakstnieks	verfasser	rakstnieks		N;NOM;MASC;SG
verfasser	autori	verfasser	autors		N;NOM;MASC;PL
verfasser	autoriem	verfasser	autors		N;DAT;MASC;PL
verfasser	autors	verfasser	autors		N;NOM;MASC;SG
verfasser	autore	verfasser	autore		N;NOM;FEM;SG
gas	gāze	gesen	gāze		N;NOM;FEM;SG
gas	gāzes	gesen	gāze		N;NOM;FEM;PL
dozent	lektors	dozent	lektors	ADJ	N;NOM;MASC;SG
dozent	instruktors	dozent	instruktors	ADJ	N;NOM;MASC;SG
dozent	pasniedzēja	dozent	pasniedzēt	ADJ	N;NOM;FEM;SG
dozent	skolotāju	dozent	skolotājs	ADJ	N;ACC;FEM;SG
dozent	skolotāja	dozent	skolotājs	ADJ	N;NOM;FEM;SG
dozent	skolotājs	dozent	skolotājs	ADJ	N;NOM;MASC;SG
autos	automašīnas	autos	automašīna		N;NOM;FEM;PL
autos	cars	autos	cars		N;NOM;MASC;SG
autos	automobiļi	autos	automobilis		N;NOM;MASC;PL
autos	automašīnām	autos	automašīna		N;DAT;FEM;PL
autos	automobiles	autos	automobile		N;NOM;FEM;SG
autos	automobiļi	autos	automobilis		N;NOM;MASC;PL
austausch	apmaiņa	austausch	apmaiņa		N;NOM;FEM;SG
austausch	apmaiņas	austausch	apmaiņa		N;NOM;FEM;PL
austausch	apmaiņā	austausch	apmaiņa		N;ESS;FEM;SG
austausch	apmaiņa	austausch	apmaiņa		N;NOM;FEM;SG
austausch	apmaiņas	austausch	apmaiņa		N;NOM;FEM;PL
austausch	apmaiņa	austausch	apmaiņa		N;NOM;FEM;SG
austausch	apmaiņas	austausch	apmaiņa		N;NOM;FEM;PL
austausch	birža	austausch	birzs		N;NOM;FEM;SG
finanzierung	finansējumu	finanzierung	finansējums	N;NOM;FEM;SG	N;ACC;MASC;SG
finanzierung	finanses	finanzierung	finanses	N;NOM;FEM;SG	N;NOM;FEM;PL
finanzierung	finanšu	finanzierung	finanses	N;NOM;FEM;SG	N;GEN;FEM
dringend	steidzami	dringend	steigt	ADJ	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
dringend	steidzīgi	dringend	steidzīgi	ADJ	ADV
dringend	steidzama	dringend	steigt	ADJ	V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
dringend	steidzami	dringend	steigt	ADJ	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS
überzeugen	pārliecinoša	überzeugen	pārliecināt	V;NFIN	ADJ;NOM;FEM;SG;V.PTCP;ACT
überzeugen	pārliecinoši	überzeugen	pārliecinoši	V;NFIN	ADV
kommandant	komandants	kommandant	komandants	ADJ	N;NOM;MASC;SG
kommandant	kapteinis	kommandant	kapteinis	ADJ	N;NOM;MASC;SG
kommandant	komandiera	kommandant	komandieris	ADJ	N;GEN;MASC;SG
kommandant	komandieris	kommandant	komandieris	ADJ	N;NOM;MASC;SG
kommandant	komandieri	kommandant	komandiere	ADJ	N;ACC;FEM;SG
äußere	ārējais	äußer	ārējs	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
äußere	ārējā	äußer	ārēja	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
äußere	ārējais	äußer	ārējs	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
äußere	ārējā	äußer	ārēja	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
äußere	ārpuses	äußer	ārpuse	ADJ;NOM;FEM;PL	N;NOM;FEM;PL
century	gadsimts	century	gadsimts	PROPN	N;NOM;MASC;SG
stone	akmens	stone	akmens	PROPN;SG	N;NOM;MASC;SG
töten	nonāvēšana	töten	nonāvēšana	V;NFIN	N;NOM;FEM;SG
töten	nogalināšana	töten	nogalināšana	V;NFIN	N;NOM;FEM;SG
töten	nonāvēšanas	töten	nonāvēšana	V;NFIN	N;NOM;FEM;SG
töten	nogalināšanas	töten	nogalināšana	V;NFIN	N;NOM;FEM;PL
raymond	raymond	raymond	raymond	PROPN;NOM;MASC;SG	PROPN
dna	dns	dna	dns		N
anbau	audzēšana	anbau	audzēšana		N;NOM;FEM;SG
hammer	lieliski	Hammer	lieliski	ADJ	ADV
hammer	āmurs	Hammer	āmurs	ADJ	N;NOM;MASC;SG
tournee	viesizrādes	tournen	viesizrāde		N;NOM;FEM;PL
takt	pārspēt	takt	pārspēt	ADJ	V;POS;NFIN
takt	gājiens	takt	gājiens	ADJ	N;NOM;MASC;SG
takt	insults	takt	insult	ADJ	N;NOM;MASC;SG
beinahe	teju	beinahe	teju	ADV	
glaubt	tici	glauben	ticēt	V;IND;SG;3;PRS;FIN	INTJ
glaubt	ticu	glauben	ticēt	V;IND;SG;3;PRS;FIN	V;FH;IND;SG;1;POS;PRS;FIN;ACT
glaubt	domā	glauben	domāt	V;IND;SG;3;PRS;FIN	V;FH;IND;SG;2;POS;PRS;FIN;ACT
genehmigung	apstiprināšana	genehmigung	apstiprināšana	ADJ	N;NOM;FEM;SG
genehmigung	atļauja	genehmigung	atļauja	ADJ	N;NOM;FEM;SG
genehmigung	atļauja	genehmigung	atļauja	ADJ	N;NOM;FEM;SG
genehmigung	piekrišanas	genehmigung	piekrišana	ADJ	N;NOM;FEM;PL
genehmigung	piekrišana	genehmigung	piekrišana	ADJ	N;NOM;FEM;SG
genehmigung	atļauja	genehmigung	atļauja	ADJ	N;NOM;FEM;SG
genehmigung	apstiprināšana	genehmigung	apstiprināšana	ADJ	N;NOM;FEM;SG
