til	لاجل	til	لاجل	ADV	
indisk	الهندي	indisk	هِندِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
borgerne	مواطنو	borger	مُوَاطِن	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
borgerne	مواطنون	borger	مُوَاطِن	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
borgerne	مواطنين	borger	مُوَاطِن	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
hale	الذيل	hale	ذَيل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hale	هيل	hale	هيل	N;INDF;MASC+FEM;SG	
grevinde	الكونتيسة	grevinde	الكونتيسة	N;INDF;MASC+FEM;SG	
huller	الفجوات	huller	فَجوَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
huller	الثغرات	huller	ثُغرَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
huller	الفتحات	huller	فَتحَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
huller	الثقوب	huller	ثَقُوب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
behandler	تعامل	behandle	تَعَامُل	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
linda	ليندا	linda	ليندا		
mislykkedes	فشل	mislykkes	فَشَل	V;IND;PST;FIN;ACT	N;NOM;INDF;SG
valencia	فالنسيا	valencia	فَالِنسِيَا	PROPN	
uenighed	الجدل	uenighed	جَدَل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uenighed	الخلاف	uenighed	خِلَاف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uenighed	الاختلاف	uenighed	اِختِلَاف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uenighed	الخلاف	uenighed	خِلَاف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uenighed	الخلافات	uenighed	خِلَاف	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
uenighed	خلافات	uenighed	خِلَاف	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
regeringer	الحكومات	regering	حُكُومَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
homer	هومر	homer	هُومُر	N;INDF;MASC+FEM;SG	
overbevist	مقتنع	overbevise	مُقتَنِع	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
raymond	ريموند	raymond	ريموند		
raymond	رايموند	raymond	رايموند		
raymond	ريمون	raymond	ريمون		
skarp	شارب	skarp	شَارِب	ADJ;INDF;MASC+FEM;SG	
felter	الحقول	felter	حَقل	N;INDF;NEUT;PL	N;NOM;DEF;PL
felter	الميادين	felter	مَيدَان	N;INDF;NEUT;PL	N;NOM;DEF;PL
pattedyr	الثديات	pattedyr	ثَدِيَّة	N;INDF;NEUT;PL	N;NOM;DEF;PL
pattedyr	الثدييات	pattedyr	ثَدِيِّيّ	N;INDF;NEUT;PL	ADJ;NOM;DEF;FEM;PL
pattedyr	ثديي	pattedyr	ثَدِيّ	N;INDF;NEUT;PL	
pattedyr	ثدييات	pattedyr	ثَدِيِّيّ	N;INDF;NEUT;PL	ADJ;NOM;INDF;FEM;PL
vinkel	الزاوية	vinkel	زَاوِيَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
diskutere	مناقشة	diskutere	مُنَاقَشَة	V;NFIN;ACT	N;NOM;INDF;SG
kobber	النحاس	kobber	نُحَاس	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
resultaterne	نتائج	resultat	نَتِيجَة	N;DEF;NEUT;PL	N;NOM;INDF;PL
tegnefilm	كرتون	tegnefilm	كرتون	N;INDF;MASC+FEM;PL	
fan	نصير	fan	نصير	N;INDF;MASC+FEM;SG	
fan	المروحة	fan	مُرَوِّح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
mønter	العملات	mønt	عُملَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
mønter	عملة	mønt	عُملَة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
debatten	النقاش	debat	النقاش	N;DEF;MASC+FEM;SG	
debatten	مناقشة	debat	مُنَاقَشَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
debatten	نقاش	debat	نِقَاش	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
pia	بيا	pia	بيا	PROPN	
pia	بايا	pia	بَايَا	PROPN	
medlemskab	العضوية	medlemskab	عُضوِيَّة	N;INDF;NEUT;SG	N;NOM;DEF;SG
nederlandsk	داتش	nederlandsk	داتش	ADJ;INDF;SG	
nederlandsk	الهولندي	nederlandsk	هُولَندِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
nederlandsk	الهولندية	nederlandsk	هُولَندِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
kritikere	النقاد	kritiker	نُقَاد	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
forhånd	المتقدم	forhånd	مُتَقَدِّم	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
forhånd	مقدما	forhånd	مُقَدَّم	N;INDF;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
forhånd	مقدم	forhånd	مُقَدَّم	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
forældrene	الاهل	forælder	أَهل	N;DEF;MASC+FEM;PL	N;NOM;DEF;SG
forældrene	اباء	forælder	اباء	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
eje	امتلاك	eje	اِمتِلَاك	V;NFIN;ACT	N;NOM;INDF;SG
dramatisk	درامي	dramatisk	درامي	ADJ;INDF;SG	N;NOM;INDF;SG
nina	نينا	nina	نينا		
nederst	القاع	nederst	قَاع	ADV	N;NOM;DEF;SG
nederst	قاع	nederst	قَاع	ADV	N;NOM;INDF;SG
arbejdskraft	العمالة	arbejdskraft	عَمَالَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
viii	الثامن	viii	ثَامِن	NUM	ADJ;NOM;DEF;MASC;SG
viii	ثامنا	viii	ثامنا	NUM	ADJ;ACC;INDF;MASC;SG
viii	viii	viii	مُثَمَّه	NUM	
variationer	الاختلافات	variation	اِختِلَاف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
variationer	التباين	variation	تَبَايُن	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
variationer	تباين	variation	تَبَايُن	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
kvinden	امراة	kvinde	إِمرَاة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
vejret	يتنفس	vejr	تَنَفَّس	N;DEF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
vejret	طقس	vejr	طَقس	N;DEF;NEUT;SG	N;NOM;INDF;SG
oversætter	مترجم	oversætte	مُتَرجِم	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
oversætter	مترجمة	oversætte	مُتَرَجِّم	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
oversætter	المترجم	oversætte	مُتَرَجِّم	V;IND;PRS;FIN;ACT	ADJ;NOM;DEF;MASC;SG
departement	القسم	departement	قِسم	N;INDF;NEUT;SG	N;NOM;DEF;SG
departement	الادارة	departement	إِدَارَة	N;INDF;NEUT;SG	N;NOM;DEF;SG
centimeter	بوصة	centimeter	بُوصَة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
centimeter	انشات	centimeter	إِنشَات	N;INDF;MASC+FEM;PL	V;PFV;FEM;SG;3;ACT
centimeter	سنتيمتر	centimeter	سنتيمتر	N;INDF;MASC+FEM;PL	
centimeter	سنتيمتر	centimeter	سنتيمتر	N;INDF;MASC+FEM;PL	
centimeter	سنتيمتر	centimeter	سنتيمتر	N;INDF;MASC+FEM;PL	
hals	حنجرة	hals	حُنجُرَة	N;INDF;MASC+FEM;SG	
hals	الحلق	hals	حَلق	N;INDF;MASC+FEM;SG	
hals	الحنجرة	hals	حُنجُرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hals	الرقبة	hals	رَقبَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hals	عنق	hals	عَنق	N;INDF;MASC+FEM;SG	
hals	العنق	hals	عَنق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ankomst	الوصول	ankomst	وُصُول	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sherman	شيرمان	sherman	شيرمان	N;INDF;MASC+FEM;SG	
blog	بلوق	blog	بلوق	N;INDF;MASC+FEM;SG	
blog	المدونة	blog	مُدَوَّنَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tænder	اسنان	tand	إِسنَان	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
tænder	الاسنان	tand	الاسنان	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
bagfra	الوراء	bagfra	وَرَاء	ADV	N;NOM;DEF;SG
restauranter	المطاعم	restaurant	مَطعَم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
specifikt	محدد	specifikt	مُحَدَّد	ADV	ADJ;NOM;INDF;MASC;SG
specifikt	محددة	specifikt	مُحَدَّد	ADV	ADJ;NOM;INDF;FEM;SG
specifikt	بالتحديد	specifikt	بِ	ADV	N;GEN;DEF;SG
specifikt	تحديدا	specifikt	تَحدِيد	ADV	N;ACC;INDF;SG
dyre	غالية	dyr	غَالِي	ADJ;PL	ADJ;NOM;INDF;FEM;SG
dyre	غالي	dyr	غالي	ADJ;PL	
dyre	مكلف	dyr	مُكَلَّف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
dyre	مكلفة	dyr	مُكَلَّف	ADJ;PL	ADJ;NOM;INDF;FEM;SG
gave	الهدية	gave	هَدِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
gave	هديه	gave	هَدِيه	N;INDF;MASC+FEM;SG	
matematiske	رياضية	matematisk	رِيَاضِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
matematiske	رياضيات	matematisk	رياضيات	ADJ;PL	N;NOM;INDF;PL
matematiske	الرياضيات	matematisk	رِيَاضِيّ	ADJ;PL	N;NOM;DEF;PL
bølge	الموجة	bølge	مُوجَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bølge	لوح	bølge	لَوح	N;INDF;MASC+FEM;SG	
harold	هارولد	harold	هارولد		
drøm	الحلم	drøm	حُلم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
drøm	نحلم	drøm	نحلم	N;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
drøm	احلم	drøm	أَحلَم	N;INDF;MASC+FEM;SG	
foreløbig	مؤقتا	foreløbig	مُؤَقَّت	ADV	ADJ;ACC;INDF;MASC;SG
foreløbig	تمهيدي	foreløbig	تَمهِيدِيّ	ADV	
foreløbig	اولية	foreløbig	أَوَّلِيّ	ADV	ADJ;NOM;INDF;FEM;SG
foreløbig	اولي	foreløbig	أَوَّلِيّ	ADV	
foreløbig	اوليا	foreløbig	أَوَّلِيّ	ADV	ADJ;ACC;INDF;MASC;SG
nazi	نازي	nazi	نازي		
nazi	النازي	nazi	نَازِي		
nazi	النازية	nazi	نَازِيَّة		N;NOM;DEF;SG
wall	حائط	wall	حَائِط		N;NOM;INDF;SG
wall	الحائط	wall	حَائِط		N;NOM;DEF;SG
wall	وول	wall	وُول		
wall	الجدار	wall	جِدَار		N;NOM;DEF;SG
wall	جدار	wall	جِدَار		N;NOM;INDF;SG
hændelser	الحوادث	hændelse	حَادِث	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
hændelser	الفعاليات	hændelse	الفعاليات	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
hændelser	المناسبات	hændelse	مُنَاسَبَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
hændelser	الاحداث	hændelse	حَدَث	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
hændelser	مناسبات	hændelse	مُنَاسَبَة	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;FEM;PL
lettiske	اللاتفي	lettisk	اللاتفي	ADJ;PL	N;NOM;DEF;SG
lettiske	اللاتفية	lettisk	لَاتِفِيّ	ADJ;PL	N;NOM;DEF;SG
lettiske	لاتفيا	lettisk	لاتفيا	ADJ;PL	
fremskridt	التقدم	fremskridt	تَقَدُّم	N;INDF;NEUT;PL	N;NOM;DEF;SG
trade	تجارة	trade	تِجَارَة		N;NOM;INDF;SG
trade	التجارة	trade	تِجَارَة		N;NOM;DEF;SG
bestyrelsesmedlem	المديرة	bestyrelsesmedlem	مُدِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
bestyrelsesmedlem	المدير	bestyrelsesmedlem	مُدِير	N;INDF;NEUT;SG	N;NOM;DEF;SG
bestyrelsesmedlem	المخرج	bestyrelsesmedlem	مُخرِج	N;INDF;NEUT;SG	N;NOM;DEF;SG
teoretisk	نظري	teoretisk	نَظَر	ADV	
forelæsninger	المحاضرات	forelæsning	مُحَاضِرَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
tætte	كثيف	tæt	كَثِيف	ADJ;PL	ADJ;NOM;INDF;MASC;SG
tætte	كثيفة	tæt	كَثِيف	ADJ;PL	ADJ;NOM;INDF;FEM;SG
parallelt	مواز	parallelt	مَازّ	ADV	N;NOM;INDF;SG
parallelt	بالتوازي	parallelt	بالتوازي	ADV	N;NOM;DEF;SG
parallelt	متوازية	parallelt	مُتَوَازِي	ADV	ADJ;NOM;INDF;FEM;SG
parallelt	موازية	parallelt	مُوَازِي	ADV	ADJ;NOM;INDF;FEM;SG
parallelt	الموازي	parallelt	مَوزِي	ADV	N;NOM;DEF;SG
colombia	كولومبيا	colombia	كُولُومبِيَا		
colombia	كولومبيا	colombia	كُولُومبِيَا		
donald	دونالد	donald	دُونَالد		
sparta	سبارتا	sparta	سَبَار	N;INDF;NEUT;SG	
bytte	التبادل	bytte	تَبَادُل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bytte	فريس	bytte	فَرِيس	N;INDF;MASC+FEM;SG	
bytte	الفريسة	bytte	فَرِيسَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bytte	التبديل	bytte	تَبدِيل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bytte	التجارة	bytte	تِجَارَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
biflod	رافد	biflod	رافد	N;INDF;MASC+FEM;SG	
beskytter	حامي	beskytte	حامي	V;IND;PRS;FIN;ACT	
beskytter	الحامية	beskytte	حَامِي	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
beskytter	حامية	beskytte	حَامِي	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
springer	سبرينغر	springe	سبرينغر	V;IND;PRS;FIN;ACT	
springer	سبرنجر	springe	سبرنجر	V;IND;PRS;FIN;ACT	
springer	فارس	springe	فارس	V;IND;PRS;FIN;ACT	
springer	الفارس	springe	فَارِس	V;IND;PRS;FIN;ACT	
springer	القفز	springe	قَفز	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
hockey	الهوكي	hockey	الهوكي	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hockey	هوكي	hockey	هوكي	N;INDF;MASC+FEM;SG	
butik	تسوق	butik	سَوَّق	N;INDF;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
butik	متجر	butik	مَتجَر	N;INDF;MASC+FEM;SG	
butik	شوب	butik	شَوبَ	N;INDF;MASC+FEM;SG	
butik	المخزن	butik	مَخزَن	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
butik	المتجر	butik	مُتَجَرِّر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
butik	متجر	butik	مَتجَر	N;INDF;MASC+FEM;SG	
sibirien	سيبيريا	sibiri	سِيبِيرِيَا	N;DEF;MASC+FEM;SG	
sne	ثلج	sne	ثُلج	N;INDF;MASC+FEM;SG	
sne	الثلج	sne	ثَلج	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sne	سنو	sne	سَنُوّ	N;INDF;MASC+FEM;SG	
reddet	حفظ	redde	حِفظ	V;INDF;SG;PST;V.PTCP	
oplysning	الاعلام	oplysning	إِعلَام	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
oplysning	المعلومات	oplysning	مَعلُومَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
oplysning	معلومات	oplysning	مَعلُومَة	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
tiger	تايجر	tige	تايجر	N;INDF;MASC+FEM;SG	
tiger	النمر	tige	نَمَر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
tiger	نمر	tige	نمر	N;INDF;MASC+FEM;SG	
engageret	مخطوبة	engagere	مَخطُوب	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
engageret	ملتزم	engagere	مُلتَزَم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
engageret	ملتزمة	engagere	مُلتَزِم	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
uddannede	المتعلمين	uddanne	مُتَعَلِّم	V;PL;PST;V.PTCP	ADJ;ACC;DEF;MASC;PL
uddannede	مثقف	uddanne	مُثَقَّف	V;PL;PST;V.PTCP	N;NOM;INDF;SG
uddannede	متعلم	uddanne	مُتَعَلِّم	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG
astronom	الفلكي	astronom	فَلَكِيّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ballet	الباليه	bal	الباليه	N;INDF;MASC+FEM;SG	
ballet	باليه	bal	باليه	N;INDF;MASC+FEM;SG	
ballet	البالية	bal	بَالِي	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
silver	فضي	silve	فضي		
silver	الفضة	silve	فِضَّة		N;NOM;DEF;SG
silver	فضة	silve	فَضَّة		N;NOM;INDF;SG
silver	سيلفر	silve	سيلفر		
silver	فضية	silve	فَضِيَّة		ADJ;NOM;INDF;FEM;SG
camp	كامب	camp	كَامب		
camp	المخيم	camp	مُخَيَّم		N;NOM;DEF;SG
camp	مخيم	camp	مُخَيَّم		N;NOM;INDF;SG
camp	معسكر	camp	مُعَسكَر		N;NOM;INDF;SG
camp	المعسكر	camp	مُعَسكَر		N;NOM;DEF;SG
frygtede	يخشى	frygte	خَشِي	V;IND;PST;FIN;ACT	V;IPFV;MASC;IND;SG;3;FIN;PASS
perspektiv	المنظور	perspektiv	مَنظُور	N;INDF;NEUT;SG	N;NOM;DEF;SG
parametre	البارامترات	parametre	بَارَامِتر	N;INDF;MASC+FEM;PL	
måle	القياس	måle	قِيَاس	V;NFIN;ACT	N;NOM;DEF;SG
måle	قياس	måle	قِيَاس	V;NFIN;ACT	N;NOM;INDF;SG
måle	القياس	måle	قِيَاس	V;NFIN;ACT	N;NOM;DEF;SG
måle	التدبير	måle	تَدبِير	V;NFIN;ACT	N;NOM;DEF;SG
måle	مقياس	måle	مِقيَاس	V;NFIN;ACT	N;NOM;INDF;SG
måle	قياس	måle	قِيَاس	V;NFIN;ACT	N;NOM;INDF;SG
stige	السلم	stige	سِلم	V;NFIN;ACT	N;NOM;DEF;SG
fremover	مستقبل	fremover	مُستَقبَل	ADV	N;NOM;INDF;SG
fremover	مستقبلا	fremover	مُستَقبَل	ADV	N;ACC;INDF;SG
fremover	المستقبل	fremover	مُستَقبَل	ADV	N;NOM;DEF;SG
optagelser	التسجيلات	optagelse	تَسجِيل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
litauiske	الليتوانية	litauisk	لُيتُوَانِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
litauiske	ليتوانيا	litauisk	ليتوانيا	ADJ;PL	
instituttet	معهد	institut	مَعهَد	N;DEF;NEUT;SG	N;NOM;INDF;SG
instituttet	مؤسسة	institut	مُؤَسَّسَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
bestemmelser	القواعد	bestemmelse	قَاعِدَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
bestemmelser	القوانين	bestemmelse	قَانُون	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
bestemmelser	احكام	bestemmelse	حُكم	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
bestemmelser	الاحكام	bestemmelse	حُكم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
svær	بجد	svær	بَجدَ	ADJ;INDF;MASC+FEM;SG	
enge	المراعي	enge	مِرَاعِيّ	N;INDF;MASC+FEM;SG	
enge	المروج	enge	مُرُوج	N;INDF;MASC+FEM;SG	
enge	ميدوز	enge	ميدوز	N;INDF;MASC+FEM;SG	
bolivia	بوليفيا	bolivia	بُولِيفِيَا		
vera	فيرا	vera	فَير	N;INDF;MASC+FEM;SG	
hjertet	قلبا	hjerte	قَلب	N;DEF;NEUT;SG	N;ACC;INDF;SG
hjertet	قلب	hjerte	قَلب	N;DEF;NEUT;SG	N;NOM;INDF;SG
jordskælv	الزلزال	jordskælv	زِلزَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
jordskælv	الزلازل	jordskælv	زَلِيل	N;INDF;NEUT;SG	N;NOM;DEF;PL
variation	التباين	variation	تَبَايُن	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
variation	متنوعة	variation	مُتَنَوِّع	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
variation	التنوع	variation	تَنَوُّع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fordeling	الانهيار	fordeling	اِنهِيَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fordeling	المخصصات	fordeling	مُخَصَّص	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
fordeling	التخصيص	fordeling	تَخصِيص	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
fordeling	التوزيع	fordeling	تَوزِيع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
astrid	استرد	astrid	اِستَرَدّ		V;PFV;MASC;SG;3;ACT
astrid	استريد	astrid	اِستَرَاد		
foden	قدم	foden	قَدَّم	N;DEF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
inspirerede	الهم	inspirere	هُوَ	V;PL;PST;V.PTCP	
ulykke	الحادث	ulykke	حَادِث	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lyden	صوت	lyd	صَوت	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
marius	ماريوس	marius	ماريوس	N;INDF;MASC+FEM;SG	
baltiske	البلطيق	baltisk	بُلط	ADJ;PL	
hemmelighed	سر	hemmelighed	سر	N;INDF;MASC+FEM;SG	
hemmelighed	سري	hemmelighed	سري	N;INDF;MASC+FEM;SG	
hemmelighed	السر	hemmelighed	سُرّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hemmelighed	سرية	hemmelighed	سِرِّيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
hemmelighed	السرية	hemmelighed	سِرِّيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
deep	عميقا	deep	عَمِيق		ADJ;ACC;INDF;MASC;SG
deep	عميق	deep	عَمِيق		ADJ;NOM;INDF;MASC;SG
deep	عميقة	deep	عَمِيق		ADJ;NOM;INDF;FEM;SG
deep	عمق	deep	عُمق		N;NOM;INDF;SG
protest	الاعتراض	protest	اِعتِرَاض	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
protest	الاحتجاج	protest	اِحتِجَاج	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
protest	الاحتجاجات	protest	اِحتِجَاج	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
protest	احتج	protest	اِحتَجّ	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
protest	الاحتجاجات	protest	اِحتِجَاج	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
protest	احتجاجات	protest	اِحتِجَاج	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
protest	المظاهرات	protest	المظاهرات	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
taiwan	تايوان	taiwan	تَايوَان		
enestående	فريدون	enestående	فريدون	ADJ	
enestående	فريد	enestående	فريد	ADJ	
banker	بانكس	bank	بَانكس	N;INDF;MASC+FEM;PL	
banker	البنوك	bank	بَنك	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
banker	المصارف	bank	مَصرِف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
stemning	الجو	stemning	جَوّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
stemning	الاجواء	stemning	جَوّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
stemning	اجواء	stemning	جَوّ	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
stemning	مزاجي	stemning	مِزَاج	N;INDF;MASC+FEM;SG	
stemning	المزاج	stemning	مِزَاج	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
simpel	بسيطه	simpel	بسيطه	ADJ;INDF;MASC+FEM;SG	PRO;NOM;MASC;SG;3
simpel	البسيط	simpel	بَسِيط	ADJ;INDF;MASC+FEM;SG	
full	الكامل	full	كَامِل		ADJ;NOM;DEF;MASC;SG
full	ملي	full	مَليَ		
full	كامل	full	كَامِل		ADJ;NOM;INDF;MASC;SG
full	كاملة	full	كَامِل		ADJ;NOM;INDF;FEM;SG
flertydig	توضيح	flertydig	تَوضِيح	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
forside	واجهة	forside	وَاجِهَة	V;IMP	N;NOM;INDF;SG
forside	جبهة	forside	جَبهَة	V;IMP	N;NOM;INDF;SG
forside	الجبهة	forside	جَبهَة	V;IMP	N;NOM;DEF;SG
costa	كوستا	costa	كُوستَا		
afgørelse	المقرر	afgørelse	مُقَرَّر	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
afgørelse	القرار	afgørelse	قَرَار	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
afgørelse	مقرر	afgørelse	مُقَرَّر	N;INDF;MASC+FEM;SG	
destroyere	المدمرات	destroyere	مُدَمِّر	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
poster	الاصناف	post	إِصنَاف	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
poster	البنود	post	بَند	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
poster	العناصر	post	عُنصُر	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
systematisk	منهجي	systematisk	مَنهَجِيّ	ADV	ADJ;NOM;INDF;MASC;SG
systematisk	منهجية	systematisk	مُنهَجِيّ	ADV	N;NOM;INDF;SG
missiler	القذائف	missil	قَذِيفَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
missiler	الصواريخ	missil	صَارُوخ	N;INDF;NEUT;PL	N;NOM;DEF;PL
ungarsk	هنغاريا	ungarsk	هِنغَارِيّ	ADJ;INDF;SG	
ungarsk	الهنغارية	ungarsk	هَنغَارِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
synspunkter	المشاهدات	synspunkt	مُشَاهَدَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
synspunkter	الاراء	synspunkt	رَأي	N;INDF;NEUT;PL	N;NOM;DEF;PL
lovende	واعد	lovende	وَاعِد	ADJ	
columbus	كولومبوس	columbus	كُولُومبُوس		
slovenien	سلوفينيا	slovenie	سلوفينيا	N;DEF;MASC+FEM;SG	
deling	المشاركة	deling	مُشَارَكَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
deling	التشارك	deling	تَشَارُك	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
deling	المشاركة	deling	مُشَارَكَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
