hän	انها	hän	انها	PRO;NOM;SG;3	
saapuvat	الواردة	saapua	وَارِد	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;DEF;FEM;SG
saapuvat	واردة	saapua	وَارِدَة	V;IND;PL;3;PRS;FIN;ACT	ADJ;NOM;INDF;FEM;SG
saapuvat	القادمون	saapua	قَادِم	V;IND;PL;3;PRS;FIN;ACT	N;NOM;DEF;PL
saapuvat	القادمين	saapua	قَادِم	V;IND;PL;3;PRS;FIN;ACT	ADJ;ACC;DEF;MASC;DU
saapuvat	الوافدين	saapua	وَافِد	V;IND;PL;3;PRS;FIN;ACT	N;NOM;DEF;PL
uutisia	اخبار	uutinen	خَبَر	N;PRT;PL	N;NOM;INDF;PL
uutisia	الاخبار	uutinen	خَبَر	N;PRT;PL	N;NOM;DEF;PL
uutisia	خبر	uutinen	خَبَر	N;PRT;PL	N;NOM;INDF;SG
uutisia	انباء	uutinen	نَبَأ	N;PRT;PL	N;NOM;INDF;PL
fordin	فورد	fordi	فُورد	N;GEN;SG	
joey	جوي	joey	جوي	PROPN;NOM;SG	
joey	جوى	joey	جَوِّيّ	PROPN;NOM;SG	
menetelmiä	اساليب	menetelmä	أُسلُوب	N;PRT;PL	N;NOM;INDF;PL
menetelmiä	الاساليب	menetelmä	أُسلُوب	N;PRT;PL	N;NOM;DEF;PL
menetelmiä	الطرائق	menetelmä	طَرِيقَة	N;PRT;PL	N;NOM;DEF;PL
watson	واطسون	watso	وَاطِس		
watson	واتسون	watso	واتسون		
havaintoja	مشاهدات	havainto	مُشَاهَدَة	N;PRT;PL	N;NOM;INDF;PL
havaintoja	المشاهدات	havainto	مُشَاهَدَة	N;PRT;PL	N;NOM;DEF;PL
lopputulos	نتيجة	loppu#tulos	نَتِيجَة	N;NOM;SG	N;ACC;INDF;SG
diamond	ماسة	diamond	مَاسَّة	N;NOM;SG	
diamond	دايموند	diamond	دايموند	N;NOM;SG	
komission	اللجنة	komissio	لَجنَة	N;GEN;SG	N;NOM;DEF;SG
komission	عمولة	komissio	عُمُولَة	N;GEN;SG	N;NOM;INDF;SG
siirtyminen	انتقالية	siirtyminen	اِنتِقَالِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
skotlannissa	اسكتلندا	skotlanti	إِسكُتلَندَا	N;IN+ESS;SG	
skotlanti	اسكتلندا	skotlanti	إِسكُتلَندَا	N;NOM;SG	
sähkön	الكهرباء	sähkö	كَهرَبَاء	N;GEN;SG	N;NOM;DEF;SG
sähkön	كهرباء	sähkö	كَهرَبَاء	N;GEN;SG	N;NOM;INDF;SG
kiellettyä	محرم	kieltää	محرم	V;PRT;SG;V.PTCP;PASS	N;NOM;INDF;SG
kiellettyä	ممنوع	kieltää	مَمنُوع	V;PRT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
kiellettyä	حرام	kieltää	حَرَام	V;PRT;SG;V.PTCP;PASS	
kiellettyä	محظور	kieltää	مَحظُور	V;PRT;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
kiellettyä	محظورة	kieltää	مَحظُور	V;PRT;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
macintosh	ماكنتوش	macintosh	مَاكنتُوش	N;NOM;SG	
tähtiä	النجوم	tähti	نَجم	N;PRT;PL	N;NOM;DEF;PL
tähtiä	نجوم	tähti	نَجم	N;PRT;PL	N;NOM;INDF;PL
netissä	الانترنت	netti	الانترنت	N;IN+ESS;SG	
ohjelmisto	برمجيات	ohjelmisto	بَرمَجِيّ	N;NOM;SG	N;NOM;INDF;PL
ohjelmisto	البرمجيات	ohjelmisto	بَرمَجِيّ	N;NOM;SG	
ohjelmisto	برامج	ohjelmisto	بَرنَامَج	N;NOM;SG	N;NOM;INDF;PL
ohjelmisto	البرامج	ohjelmisto	بَرنَامَج	N;NOM;SG	N;NOM;DEF;PL
ninja	نينجا	ninja	نينجا	N;NOM;SG	
ninja	النينجا	ninja	النينجا	N;NOM;SG	
julian	جوليان	julia	جوليان	N;GEN;SG	
munia	البيض	muna	بَيض	N;PRT;PL	N;NOM;DEF;SG
munia	بيض	muna	بَيض	N;PRT;PL	
laajemmin	اوسع	laajasti	أَوسَع	ADV;CMPR	
lincoln	لينكولن	lincoln	لينكولن	N;NOM;SG	
caroline	كارولين	caroline	كارولين	N;NOM;SG	
stan	ستان	stan	ستان	PROPN;NOM;SG	
vedet	ووترز	vesi	ووترز	N;NOM;PL	
jaksoista	الحلقات	jakso	حَلقَة	N;IN+ABL;PL	N;NOM;DEF;PL
jaksoista	حلقات	jakso	حَلقَة	N;IN+ABL;PL	N;NOM;INDF;PL
stalin	ستالين	stali	ستالين	N;NOM;SG	N;ACC;INDF;DU
kazakstanin	كازاخستان	kazaksta	كازاخستان	N;GEN;SG	
tuhatta	الف	tuhat	الف	NUM;PRT;SG	
tuhatta	الالف	tuhat	الالف	NUM;PRT;SG	N;NOM;DEF;SG
purettu	تفكيك	purkaa	تَفكِيك	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
gallen	gall	galle	شَظِيق	V;IND;SG;1;PRS;FIN;ACT	
suun	فم	suu	فَمّ	N;GEN;SG	N;NOM;INDF;SG
suun	الفم	suu	فَمّ	N;GEN;SG	N;NOM;DEF;SG
aarre	الغالي	aarre	الغالي	N;NOM;SG	
aarre	كنز	aarre	كَنز	N;NOM;SG	
veto	راهن	veto	رَاهَن	N;NOM;SG	
serkku	كوز	serkku	كوز	N;NOM;SG	
konferenssin	مؤتمر	konferenssi	مُؤتَمَر	N;GEN;SG	N;NOM;INDF;SG
konferenssin	المؤتمر	konferenssi	مُؤتَمَر	N;GEN;SG	N;NOM;DEF;SG
kalastus	المصائد	kalastus	مَصئِد	N;NOM;SG	N;NOM;DEF;PL
derek	ديريك	derek	دِيرِيك	PROPN;NOM;SG	
kapinalliset	المتمردين	kapinallinen	مُتَمَرِّد	ADJ;NOM;PL	N;NOM;DEF;PL
kapinalliset	المتمردون	kapinallinen	مُتَمَرِّد	ADJ;NOM;PL	N;NOM;DEF;PL
kapinalliset	الثوار	kapinallinen	ثَور	ADJ;NOM;PL	N;NOM;DEF;PL
knight	فارس	knight	فارس		
knight	الفارس	knight	فَارِس		
amsterdam	امستردام	amsterdam	اِمسِترَام		
hieno	حلو	hieno	حُلُوّ	ADJ;NOM;SG	
hieno	جميل	hieno	جَمِيل	ADJ;NOM;SG	N;NOM;INDF;SG
hieno	لطيف	hieno	لطيف	ADJ;NOM;SG	N;NOM;INDF;SG
josh	جوش	josh	جُوش	PROPN;NOM;SG	
tanssin	يرقص	tanssi	رَقَّص	N;GEN;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
tanssin	الرقص	tanssi	رَقص	N;GEN;SG	N;NOM;DEF;SG
tanssin	رقص	tanssi	رَقص	N;GEN;SG	N;NOM;INDF;SG
tanssin	ترقص	tanssi	رَقَّص	N;GEN;SG	
ajattelun	افكر	ajattelu	افكر	N;GEN;SG	
ajattelun	التفكير	ajattelu	تَفكِير	N;GEN;SG	N;NOM;DEF;SG
ajattelun	تفكير	ajattelu	تَفكِير	N;GEN;SG	N;NOM;INDF;SG
ajattelun	تفكر	ajattelu	فَكَّر	N;GEN;SG	V;IPFV;MASC;IND;SG;2;FIN;ACT
esittäjä	المؤدي	esittäjä	مُؤَدِّي	N;NOM;SG	ADJ;NOM;DEF;MASC;SG
esittäjä	مؤلف	esittäjä	مؤلف	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
esittäjä	المؤلف	esittäjä	مُؤَلِّف	N;NOM;SG	
nord	نورد	nord	نورد	PROPN;NOM;SG	
molempia	كلاهما	molemmat	كلاهما	PRO;PRT;PL	
wang	وانج	wang	وانج	PROPN;NOM;SG	
wang	وانغ	wang	وانغ	PROPN;NOM;SG	
niklas	نيكلاس	nika	نيكلاس	N;NOM;SG	
taaksepäin	متخلفة	taaksepäin	مُتَخَلِّف	ADV	ADJ;NOM;INDF;FEM;SG
taaksepäin	الخلف	taaksepäin	خَلَف	ADV	N;NOM;DEF;SG
taaksepäin	الظهر	taaksepäin	ظُهر	ADV	N;NOM;DEF;SG
taaksepäin	عاد	taaksepäin	عَاد	ADV	V;PFV;MASC;SG;3;ACT
taaksepäin	العودة	taaksepäin	عَودَة	ADV	N;NOM;DEF;SG
taaksepäin	عودة	taaksepäin	عَودَة	ADV	N;NOM;INDF;SG
taaksepäin	ارجع	taaksepäin	أَرجَع	ADV	V;PFV;MASC;SG;3;ACT
taaksepäin	ظهر	taaksepäin	ظَهَر	ADV	V;PFV;MASC;SG;3;ACT
taaksepäin	الوراء	taaksepäin	وَرَاء	ADV	N;NOM;DEF;SG
nancy	نانسي	nancy	نانسي	PROPN;NOM;SG	
valitut	مختار	valita	مختار	V;NOM;PL;V.PTCP;PASS	
valitut	المختار	valita	المختار	V;NOM;PL;V.PTCP;PASS	
valitut	مختار	valita	مختار	V;NOM;PL;V.PTCP;PASS	
valitut	مختارة	valita	مختارة	V;NOM;PL;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
valitut	اختير	valita	اِختَار	V;NOM;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;PASS
valitut	المختار	valita	المختار	V;NOM;PL;V.PTCP;PASS	
muotokuva	بورتريه	muoto#kuva	بُورترِيه	N;NOM;SG	
riski	المخاطر	riski	مَخَاطِر	N;NOM;SG	N;NOM;DEF;PL
brad	براد	brad	برَاد	PROPN;NOM;SG	
hollantilainen	داتش	hollantilainen	داتش	ADJ;NOM;SG	
edmund	ادموند	edmund	ادموند	N;NOM;SG	
mielen	البال	mieli	بَال	N;GEN;SG	N;NOM;DEF;SG
mielen	مانع	mieli	مَانِع	N;GEN;SG	N;NOM;INDF;SG
mielen	العقل	mieli	عَقل	N;GEN;SG	N;NOM;DEF;SG
mielen	عقل	mieli	عَقَل	N;GEN;SG	
filippiinien	الفلبينية	fili#ppiini	فِلِبِّينِيّ	N;GEN;PL	ADJ;NOM;DEF;FEM;SG
filippiinien	الفلبين	fili#ppiini	الفلبين	N;GEN;PL	
filippiinien	بالفلبين	fili#ppiini	بالفلبين	N;GEN;PL	
filippiinien	الفلبيني	fili#ppiini	فِلِبِّينِيّ	N;GEN;PL	N;NOM;DEF;SG
filippiinien	الفلبينية	fili#ppiini	فِلِبِّينِيّ	N;GEN;PL	ADJ;NOM;DEF;FEM;SG
australiaan	استراليا	australi	إِستِرَالِيَا	N;IN+ALL;SG	
square	مربعة	square	مُرَبَّع	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
square	مربع	square	مُرَبَّع	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
atlas	اطلس	atlas	أَطلَس	N;NOM;SG	
hunt	هنت	hunt	هُنَا	PROPN;NOM;SG	
hunt	هانت	hunt	هٰذَا	PROPN;NOM;SG	
osallistuneet	شاركت	osallistua	شَارَك	V;NOM;PL;V.PTCP;ACT	V;PFV;FEM;SG;3;ACT
hylätty	مهجور	hylätä	مَهُور	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
hylätty	مهجورة	hylätä	مهجورة	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
hylätty	هجرت	hylätä	هَجَر	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
hylätty	المهجورة	hylätä	مَهُجُورَة	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
hylätty	مرفوضة	hylätä	مَرفُوض	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
hylätty	رفض	hylätä	رَفَض	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
englannista	انجلترا	englanti	إِنجِلتِرَا	N;IN+ABL;SG	
englannista	انكلترا	englanti	انكلترا	N;IN+ABL;SG	
jamie	جايمي	jamie	جايمي	PROPN;NOM;SG	
chelsea	تشيلسي	chelse	تشيلسي	PROPN;NOM;SG	
helpompi	اسهل	helppo	اسهل	ADJ;NOM;CMPR;SG	
helen	هيلين	heli	هيلين	PROPN;NOM;SG	
lentävät	طيران	lentää	طَيَرَان	V;IND;PL;3;PRS;FIN;ACT	N;NOM;INDF;SG
lentävät	الطيران	lentää	طَيَرَان	V;IND;PL;3;PRS;FIN;ACT	N;NOM;DEF;SG
lentävät	تطير	lentää	طَار	V;IND;PL;3;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;ACT
korosti	ابرز	korostaa	أَبرَز	V;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
pienemmät	اصغر	pieni	أَصغَر	ADJ;NOM;CMPR;PL	ADJ;NOM;INDF;MASC;SG
sisältä	داخل	sisältä	دَاخِلَ	ADV	ADP;ACC
sisältä	للداخل	sisältä	لِ	ADV	N;NOM;DEF;SG
sisältä	داخلي	sisältä	دَاخِلِيّ	ADV	ADJ;NOM;INDF;MASC;SG
sisältä	بالداخل	sisältä	بِ	ADV	N;GEN;DEF;SG
sisältä	الداخل	sisältä	دَاخِل	ADV	N;NOM;DEF;SG
tekijöitä	عوامل	tekijä	عَامِل	N;PRT;PL	N;NOM;INDF;PL
tekijöitä	العوامل	tekijä	عَامِل	N;PRT;PL	N;NOM;DEF;PL
kolumbia	كولومبيا	kolumbi	كُولُومبِيَا	N;NOM;SG	
kolumbia	كولومبيا	kolumbi	كُولُومبِيَا	N;NOM;SG	
romeo	روميو	romeo	رُومِيُو	PROPN;NOM;SG	
flash	وميض	flash	وميض	N;NOM;SG	
flash	فلاش	flash	فلاش	N;NOM;SG	
taiteilijoiden	للفنانين	taiteilija	لِ	N;GEN;PL	N;NOM;DEF;PL
taiteilijoiden	الفنانين	taiteilija	فَنَّان	N;GEN;PL	N;NOM;DEF;PL
rataa	مسار	rata	مَسَار	N;PRT;SG	N;NOM;INDF;SG
rataa	المسار	rata	مَسَار	N;PRT;SG	N;NOM;DEF;SG
rataa	المقطوعة	rata	مَقطُوع	N;PRT;SG	
rataa	مسار	rata	مَسَار	N;PRT;SG	N;NOM;INDF;SG
rataa	مسارات	rata	مَسَار	N;PRT;SG	N;NOM;INDF;PL
rataa	المسارات	rata	مَسَار	N;PRT;SG	N;NOM;DEF;PL
kritiikki	انتقادات	kritiikki	اِنتِقَاد	N;NOM;SG	N;NOM;INDF;PL
kritiikki	الانتقادات	kritiikki	اِنتِقَاد	N;NOM;SG	N;NOM;DEF;PL
peugeot	بيجو	peugeo	بِيجُو	N;NOM;SG	
leon	ليون	leo	لِيُون		
öljyn	النفط	öljy	نَفط	N;GEN;SG	N;NOM;DEF;SG
öljyn	الزيت	öljy	الزيت	N;GEN;SG	N;NOM;DEF;SG
öljyn	زيت	öljy	زيت	N;GEN;SG	N;NOM;INDF;SG
öljyn	بترول	öljy	بِترُول	N;GEN;SG	
öljyn	نفط	öljy	نَفط	N;GEN;SG	N;NOM;INDF;SG
laajennettu	موسعة	laajentaa	مُوسِع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
laajennettu	موسع	laajentaa	مُوَسَّع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
laajennettu	الموسع	laajentaa	مَوسِع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
laajennettu	مددت	laajentaa	مَدَّد	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
laajennettu	مدد	laajentaa	مُدَّة	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
laajennettu	موسعة	laajentaa	مُوسِع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
laajennettu	موسع	laajentaa	مُوَسَّع	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
leonardo	ليوناردو	leonardo	ليوناردو	N;NOM;SG	
ilmaa	هواء	ilma	هَوَاء	N;PRT;SG	N;NOM;INDF;SG
ilmaa	الهواء	ilma	هَوَاء	N;PRT;SG	N;NOM;DEF;SG
käytettyjä	استعمل	käyttää	اِستَعمَل	V;PRT;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
käytettyjä	استخدم	käyttää	اِستَخدَم	V;PRT;PL;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
käytettyjä	مستخدم	käyttää	مُستَخدَم	V;PRT;PL;V.PTCP;PASS	N;NOM;INDF;SG
käytettyjä	استخدمت	käyttää	اِستَخدَم	V;PRT;PL;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
klubi	نادى	klubi	نَادِي	N;NOM;SG	
klubi	نادي	klubi	نادي	N;NOM;SG	
klubi	كلوب	klubi	كلوب	N;NOM;SG	
vaara	المخاطر	vaara	مَخَاطِر	N;NOM;SG	N;NOM;DEF;PL
terrori	ارهابي	terrori	إِرهَابِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
terrori	ارهابية	terrori	إِرهَابِيّ	N;NOM;SG	ADJ;NOM;INDF;FEM;SG
marion	ماريون	marion	ماريون	PROPN;NOM;SG	
kullan	ذهبي	kulta	ذهبي	N;GEN;SG	ADJ;NOM;INDF;MASC;SG
kullan	جولد	kulta	جولد	N;GEN;SG	
kullan	غولد	kulta	غُولِد	N;GEN;SG	
kullan	ذهب	kulta	ذَهَب	N;GEN;SG	V;PFV;MASC;SG;3;ACT
kullan	الذهب	kulta	ذَهَب	N;GEN;SG	N;NOM;DEF;SG
vakio	قياسي	vakio	قِيَاسِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
joet	انهار	joki	انهار	N;NOM;PL	
joet	ريفرز	joki	ريفرز	N;NOM;PL	
jenny	جينى	jenny	جِينِيّ	N;NOM;SG	
jenny	جيني	jenny	جيني	N;NOM;SG	
julie	جولى	julie	جولى	PROPN;NOM;SG	
julie	جولي	julie	جولي	PROPN;NOM;SG	
leijona	اسد	leijona	اسد	N;NOM;SG	
leijona	الاسد	leijona	الاسد	N;NOM;SG	
harvey	هارفي	harvey	هَارِفِيّ	PROPN;NOM;SG	
ehdotettu	مقترحة	ehdottaa	مُقتَرَح	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
ehdotettu	رحت	ehdottaa	رَحَت	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
ehdotettu	مقترح	ehdottaa	مُقتَرَح	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
ehdotettu	مقترحة	ehdottaa	مُقتَرَح	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
ehdotettu	مقترح	ehdottaa	مُقتَرَح	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
ehdotettu	المقترح	ehdottaa	مُقتَرَح	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
toimitettiin	سلمت	toimittaa	سَلِم	V;IND;PST;FIN;PASS	V;PFV;FEM;SG;3;ACT
salama	وميض	salama	وميض	N;NOM;SG	
salama	فلاش	salama	فلاش	N;NOM;SG	
salama	برق	salama	برق	N;NOM;SG	
jin	الجن	jin	جُنّ	PROPN;NOM;SG	N;NOM;DEF;SG
vastasivat	اجاب	vastata	أَجَاب	V;IND;PL;3;PST;FIN;ACT	
vastasivat	ردت	vastata	رَدّ	V;IND;PL;3;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
vastasivat	ورد	vastata	وَرَد	V;IND;PL;3;PST;FIN;ACT	
ilmiön	ظاهرة	ilmiö	ظَاهِرَة	N;GEN;SG	N;NOM;INDF;SG
ilmiön	الظاهرة	ilmiö	ظَاهِرَة	N;GEN;SG	N;NOM;DEF;SG
kyproksen	قبرص	kypros	قُبرُص	N;GEN;SG	N;NOM;INDF;SG
kyproksen	القبرصية	kypros	قُبرُصِيّ	N;GEN;SG	ADJ;NOM;DEF;FEM;SG
nicole	نيكول	nicole	نِيكُول	PROPN;NOM;SG	
asennettu	شنت	asentaa	شَنّ	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
asennettu	مثبتة	asentaa	مُثَبِّت	V;NOM;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
lotus	لوتس	lotus	لُوتس	N;NOM;SG	
pariskunta	زوجين	pariskunta	زُوجِين	N;NOM;SG	N;ACC;INDF;DU
pariskunta	زوجان	pariskunta	زوجان	N;NOM;SG	
pariskunta	ثنائي	pariskunta	ثُنَائِيّ	N;NOM;SG	ADJ;NOM;INDF;MASC;SG
lea	ليا	lea	ليا	PROPN;NOM;SG	
yksittäiset	فرد	yksittäinen	فَرد	ADJ;NOM;PL	N;NOM;INDF;SG
yksittäiset	فردية	yksittäinen	فَردِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;FEM;SG
yksittäiset	فردي	yksittäinen	فَردِيّ	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
yksittäiset	الفردية	yksittäinen	فَردِيّ	ADJ;NOM;PL	ADJ;NOM;DEF;FEM;SG
yksittäiset	الفرد	yksittäinen	فَرد	ADJ;NOM;PL	N;NOM;DEF;SG
iän	السن	ikä	سِنّ	N;GEN;SG	N;NOM;DEF;SG
iän	العمر	ikä	عُمر	N;GEN;SG	N;NOM;DEF;SG
guinea	غينيا	guinea	غِينِيّ	N;NOM;SG	
kuulostaa	اصوات	kuulostaa	صَوت	V;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;PL
vera	فيرا	vera	فَير	N;NOM;SG	
honda	هوندا	honda	هوندا	N;NOM;SG	
hardcore	صاخب	hardcore	صَاخِب	N;NOM;SG	
hardcore	المتشددين	hardcore	مُتَشَدِّد	N;NOM;SG	N;NOM;DEF;PL
ensiksi	اول	ensiksi	أَوَّل	ADV	ADJ;NOM;INDF;MASC;SG
ensiksi	اولا	ensiksi	أَوَّل	ADV	ADJ;ACC;INDF;MASC;SG
ensiksi	الاول	ensiksi	أَوَّل	ADV	ADJ;NOM;DEF;MASC;SG
ensiksi	الاولى	ensiksi	أَوَّل	ADV	ADJ;NOM;DEF;FEM;SG
ghost	شبح	ghost	شَبح		
ghost	جوست	ghost	جوست		
ghost	الشبح	ghost	شَبح		
teknologian	تقنية	teknologia	تَقنِيَّة	N;GEN;SG	N;NOM;INDF;SG
teknologian	التقنية	teknologia	تَقنِيَّة	N;GEN;SG	N;NOM;DEF;SG
teknologian	التكنولوجيا	teknologia	تِكنُولُوجِيَا	N;GEN;SG	N;NOM;DEF;SG
teknologian	تكنولوجيا	teknologia	تِكنُولُوجِيَا	N;GEN;SG	N;NOM;INDF;SG
soveltaa	تطبيق	soveltaa	تَطبِيق	V;SG;NFIN;ACT	N;NOM;INDF;SG
monica	مونيكا	monica	مُونِيكَا	PROPN;NOM;SG	
camp	كامب	camp	كَامب	N;NOM;SG	
aasia	اسيا	aasia	آسِيَا	N;NOM;SG	
eye	عين	eye	عين		
eye	العين	eye	عَين		N;NOM;DEF;SG
francesco	فرانشيسكو	francesco	فرَانشِيسكُو	PROPN;NOM;SG	
edwards	ادواردز	edwards	أَدُورَد	N;NOM;SG	
kauas	بعيد	kauas	بُعَيدَ	ADV	
maalattu	رسمت	maalata	رَسمَت	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
maalattu	صبغ	maalata	صبغ	V;NOM;SG;V.PTCP;PASS	N;NOM;INDF;SG
diana	ديانا	diana	دِيَانَا		
kamera	كاميرا	kamera	كَامِيرَا	N;NOM;SG	
alfonso	الفونسو	alfonso	اَلفُونسُو	N;NOM;SG	
hiukset	الشعر	hius	شَعر	N;NOM;PL	N;NOM;DEF;SG
hiukset	شعر	hius	شعر	N;NOM;PL	
perusta	بيرو	perusta	بِيرُو	N;NOM;SG	
perusta	البيرو	perusta	بَيرُو	N;NOM;SG	
puhtaasti	بحت	puhtaasti	بَحَت	ADV	N;NOM;INDF;SG
aristoteles	ارسطو	aristoteles	أَرسَطُو	N;NOM;SG	
todd	تود	todd	تود	PROPN;NOM;SG	
liettua	الليتوانية	liettua	لُيتُوَانِيّ	N;NOM;SG	ADJ;NOM;DEF;FEM;SG
liettua	ليتوانيا	liettua	ليتوانيا	N;NOM;SG	
liettua	ليتوانيا	liettua	ليتوانيا	N;NOM;SG	
liettua	وليتوانيا	liettua	وليتوانيا	N;NOM;SG	
suunnitelmien	الخطط	suunnitelma	خُطَّة	N;GEN;PL	N;NOM;DEF;PL
suunnitelmien	خطط	suunnitelma	خُطَّة	N;GEN;PL	
nimityksiä	التعيينات	nimitys	تَعيِين	N;PRT;PL	N;NOM;DEF;PL
nimityksiä	المواعيد	nimitys	مِيعَاد	N;PRT;PL	N;NOM;DEF;PL
nimityksiä	تعيينات	nimitys	تَعيِين	N;PRT;PL	N;NOM;INDF;PL
ketjun	سلسلة	ketju	سِلسِلَة	N;GEN;SG	N;NOM;INDF;SG
ketjun	السلسلة	ketju	سِلسِلَة	N;GEN;SG	N;NOM;DEF;SG
luopua	نبذ	luopua	نبذ	V;SG;NFIN;ACT	
chicagossa	شيكاغو	chicago	شِيكَاغُو	PROPN;IN+ESS;SG	
chicagossa	شيكاجو	chicago	شِيكَاجُو	PROPN;IN+ESS;SG	
hoitoa	معاملة	hoito	مُعَامَلَة	N;PRT;SG	N;NOM;INDF;SG
hoitoa	معالجة	hoito	مُعَالَجَة	N;PRT;SG	N;NOM;INDF;SG
hoitoa	العلاج	hoito	عِلَاج	N;PRT;SG	N;NOM;DEF;SG
hoitoa	المعاملة	hoito	مُعَامَلَة	N;PRT;SG	N;NOM;DEF;SG
hoitoa	علاج	hoito	عِلَاج	N;PRT;SG	N;NOM;INDF;SG
hoitoa	المعالجة	hoito	مُعَالَجَة	N;PRT;SG	N;NOM;DEF;SG
kukkia	الزهور	kukka	زَهر	N;PRT;PL	N;NOM;DEF;SG
kukkia	زهور	kukka	زُهُور	N;PRT;PL	
kukkia	الازهار	kukka	اِزهَار	N;PRT;PL	N;NOM;DEF;SG
kukkia	ازهار	kukka	ازهار	N;PRT;PL	
kangas	نسيج	kangas	نَسِيج	N;NOM;SG	
palvellut	خدم	palvella	خَدَم	V;NOM;SG;V.PTCP;ACT	
laskeva	تناقص	laskea	نَاقَص	V;NOM;SG;V.PTCP;ACT	N;NOM;INDF;SG
yliopistojen	جامعات	yli#opisto	جَامِعَة	N;GEN;PL	N;NOM;INDF;PL
yliopistojen	الجامعات	yli#opisto	جَامِعَة	N;GEN;PL	N;NOM;DEF;PL
enkeli	الملاك	enkeli	مَالِك	N;NOM;SG	N;NOM;DEF;PL
enkeli	ملاك	enkeli	ملاك	N;NOM;SG	
enkeli	انجيل	enkeli	أَنجِيل	N;NOM;SG	
enkeli	انجل	enkeli	أَنجَل	N;NOM;SG	
botti	بوت	botti	بوت	N;NOM;SG	
sulttaani	سلطان	sultta	سلطان	N;NOM;SG	
ilmoitettu	اعلنت	ilmoittaa	أَعلَن	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
ilmoitettu	اعلن	ilmoittaa	أَعلَن	V;NOM;SG;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
ilmoitettu	اعلنت	ilmoittaa	أَعلَن	V;NOM;SG;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
jorge	خورخي	jorge	خُورخِيّ	PROPN;NOM;SG	
mielenkiintoinen	للاهتمام	mielenkiintoinen	للاهتمام	ADJ;NOM;SG	PRO;GEN;MASC;SG;3
tyler	تايلر	tyler	تايلر	PROPN;NOM;SG	
tyler	تيلر	tyler	أَيلَر	PROPN;NOM;SG	
tiger	تايجر	tiger	تايجر	PROPN;NOM;SG	
tiger	النمر	tiger	نَمَر	PROPN;NOM;SG	N;NOM;DEF;SG
tiger	نمر	tiger	نمر	PROPN;NOM;SG	
