فرس	tamma	فَرَس	tamma		N;NOM;SG
المتهم	syytettynä	مُتَّهَم	syytetty	ADJ;NOM;DEF;MASC;SG	V;FRML;SG;V.PTCP;PASS
المتهم	syytetty	مُتَّهَم	syyttää	ADJ;NOM;DEF;MASC;SG	V;NOM;SG;V.PTCP;PASS
المتهم	vastaaja	مُتَّهَم	vastaaja	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
حامية	garrison	حَامِي	garrison	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
حامية	suojelija	حَامِي	suojelija	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
الربح	voittoa	رِبح	voitto	N;NOM;DEF;SG	N;PRT;SG
الربح	voitot	رِبح	voitto	N;NOM;DEF;SG	N;NOM;PL
ابتكار	innovaatiot	اِبتِكَار	innovaatio	N;NOM;INDF;SG	N;NOM;PL
عيادة	klinikalla	عِيَادَة	klinikka	N;NOM;INDF;SG	N;AT+ESS
;SG
الديدان	matoja	الديدان	mata		N;PRT;PL
الديدان	madot	الديدان	matto		N;NOM;PL
باكو	baku	بَاكُو	baku		PROPN;NOM;SG
لونغ	pitkät	لُونغ	pitkä		ADJ;NOM;PL
لونغ	kauan	لُونغ	kauan		ADV
لونغ	pitkä	لُونغ	pitkä		ADJ;NOM;SG
لونغ	pitkään	لُونغ	pitkään		ADV
لونغ	long	لُونغ	long		
لورين	lauren	لُورِين	laure		N;NOM;SG
لورين	laurenin	لُورِين	lauren		N;GEN;SG
ماضي	mennyttä	مَاضِي	mennyt		ADJ;PRT;SG
ماضي	menneet	مَاضِي	mennä		V;NOM;PL;V.PTCP;ACT
ماضي	ohi	مَاضِي	ohi		ADV
ماضي	menneisyys	مَاضِي	menneisyys		N;NOM;SG
السدود	patojen	سُدّ	pata	N;NOM;DEF;PL	N;GEN;PL
الحنجرة	kurkun	حُنجُرَة	kurkku	N;NOM;DEF;SG	N;GEN;SG
الاجتماعات	kokouksiin	اِجتِمَاع	kokous	N;NOM;DEF;PL	N;IN+ALL;PL
فرانشيسكو	francesco	فرَانشِيسكُو	francesco		PROPN;NOM;SG
الحلو	makea	الحلو	makea		ADJ;NOM;SG
الحلو	sweet	الحلو	sweet		
الحلو	makeaa	الحلو	makea		ADJ;PRT;SG
الحلو	suloinen	الحلو	suloinen		ADJ;NOM;SG
الممر	käytävä	مَمر	käydä	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;PASS
المزايا	etuja	مَزِيَّة	etu	N;NOM;DEF;PL	N;PRT;PL
الركبة	polven	رُكبَة	polvi	N;NOM;DEF;SG	N;GEN;SG
لوف	luv	لوف	luv		N;NOM;SG
جمل	tuomiot	جَمَل	tuomio	N;NOM;INDF;SG	N;NOM;PL
جمل	lauseita	جَمَل	lause	N;NOM;INDF;SG	N;PRT;PL
عروس	morsian	عروس	morsia	N;NOM;INDF;SG	N;PRT;PL
الشراكة	kumppanuuden	شِرَاكَة	kumppanuus	N;NOM;DEF;SG	N;GEN;SG
تباع	myi	أَبَاع	myydä	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;IND;SG;3;PST;FIN;ACT
التنوير	valaistumisen	تَنوِير	valaistuminen	N;NOM;DEF;SG	N;GEN;SG
الاستواء	päiväntasaajan	اِستِوَاء	päivän#tasaaja	N;NOM;DEF;SG	N;GEN;SG
الثعلب	fox	ثَعلَب	fox	N;NOM;DEF;SG	PROPN;NOM;SG
الزئبق	elohopeaa	زَئبَق	elohopea	N;NOM;DEF;SG	N;PRT;SG
نيك	nick	نيك	nick		PROPN;NOM;SG
الموضع	kannan	مُوَضَّع	kanta	N;NOM;DEF;SG	N;GEN;SG
مملوكة	omistaa	مَملُوك	omistaa	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
مملوكة	omisti	مَملُوك	omistaa	ADJ;NOM;INDF;FEM;SG	V;IND;SG;3;PST;FIN;ACT
مملوكة	omistuksessa	مَملُوك	omistus	ADJ;NOM;INDF;FEM;SG	N;IN+ESS;SG
بعثات	tehtäviä	بَعثَة	tehtävä	N;NOM;INDF;PL	N;PRT;PL
نية	aikomuksena	نِيَّة	aikomus	N;NOM;INDF;SG	N;FRML;SG
سمر	kesällä	سمر	kesä		N;AT+ESS
;SG
سمر	kesää	سمر	kesä		N;PRT;SG
سمر	suvi	سمر	suvi		PROPN;NOM;SG
سمر	kesä	سمر	kesä		N;NOM;SG
الناقل	harjoittajan	نَاقِل	harjoittaja	N;NOM;DEF;SG	N;GEN;SG
خطير	vaarallista	خَطِير	vaarallinen	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;SG
خطير	vaaralliset	خَطِير	vaarallinen	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
نورس	lokki	نورس	lokki		N;NOM;SG
افتراض	oletukset	اِفتِرَاض	oletus	N;NOM;INDF;SG	N;NOM;PL
الريش	höyheniä	رِيش	höyhen	N;NOM;DEF;SG	N;PRT;PL
غاري	gary	غاري	gary		PROPN;NOM;SG
افلام	elokuvia	فِيلم	elo#kuva	N;NOM;INDF;PL	N;PRT;PL
افلام	elokuvista	فِيلم	elo#kuva	N;NOM;INDF;PL	N;IN+ABL;PL
افلام	elokuvissa	فِيلم	elo#kuva	N;NOM;INDF;PL	N;IN+ESS;PL
افلام	elokuvia	فِيلم	elo#kuva	N;NOM;INDF;PL	N;PRT;PL
مهارة	taitoa	مَهَارَة	taito	N;NOM;INDF;SG	N;PRT;SG
مهارة	taidot	مَهَارَة	taito	N;NOM;INDF;SG	N;NOM;PL
غابرييل	gabriel	غابرييل	gabriel		N;NOM;SG
غابرييل	gabrielin	غابرييل	gabriel		N;GEN;SG
غابرييل	gabrielle	غابرييل	gabrie		N;AT+ALL;SG
اللقاح	rokotteen	لَقَاح	rokote	N;NOM;DEF;SG	N;GEN;SG
اللقاح	rokotetta	لَقَاح	rokote	N;NOM;DEF;SG	N;PRT;SG
تؤخذ	vietiin	أَخَذ	viedä	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PST;FIN;PASS
تؤخذ	viety	أَخَذ	viedä	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NOM;SG;V.PTCP;PASS
تؤخذ	otettu	أَخَذ	ottaa	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;NOM;SG;V.PTCP;PASS
انضمام	liittyä	اِنضِمَام	liittyä	N;NOM;INDF;SG	V;SG;NFIN;ACT
انضمام	liity	اِنضِمَام	liittyä	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
انضمام	liittymistä	اِنضِمَام	liittyminen	N;NOM;INDF;SG	N;PRT;SG
انضمام	liittymässä	اِنضِمَام	liittyä	N;NOM;INDF;SG	V;IN+ESS;SG;NFIN;ACT
مبالغ	summat	مَبلَغ	summa	N;NOM;INDF;SG	N;NOM;PL
مبالغ	määrät	مَبلَغ	määrä	N;NOM;INDF;SG	N;NOM;PL
مبالغ	summat	مَبلَغ	summa	N;NOM;INDF;SG	N;NOM;PL
مبالغ	summia	مَبلَغ	summa	N;NOM;INDF;SG	N;PRT;PL
بودابست	budapestin	بودابست	budapesti		N;GEN;SG
بودابست	budapest	بودابست	budapest		N;NOM;SG
باركر	parker	باركر	parker		PROPN;NOM;SG
ستوديو	studio	ستوديو	studio		N;NOM;SG
ستوديو	studion	ستوديو	studio		N;GEN;SG
بصرية	optiset	بَصَرِيّ	optinen	ADJ;NOM;INDF;FEM;SG	ADJ;NOM;PL
مجد	kunniaa	مجد	kunnia		N;PRT;SG
مجد	kunnia	مجد	kunnia		N;NOM;SG
جراح	kirurgi	جُرح	kirurgi	N;NOM;INDF;PL	N;NOM;SG
جراح	kirurgin	جُرح	kirurgi	N;NOM;INDF;PL	N;GEN;SG
الموجه	vektori	مُوَجَّه	vektori	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
كورنوال	cornwall	كُورنَوَال	cornwall		
الرخام	marmoria	رُخَام	marmori	N;NOM;DEF;SG	N;PRT;SG
الندوة	seminaarissa	نَدوَة	seminaari	N;NOM;DEF;SG	N;IN+ESS;SG
الندوة	seminaarin	نَدوَة	seminaari	N;NOM;DEF;SG	N;GEN;SG
الندوة	seminaariin	نَدوَة	seminaari	N;NOM;DEF;SG	N;IN+ALL;SG
الزوجية	avio	زَوجِيّ	avio		N;NOM;SG
محي	pyyhitty	محي	pyyhittyä		V;NOM;SG;V.PTCP;PASS
ييل	yale	يَيل	yale		N;NOM;SG
مون	mun	مون	minä		PRO;GEN;SG
المكثف	intensiivinen	مُكَثَّف	intensiivinen	N;NOM;DEF;SG	ADJ;NOM;SG
ديفيس	davis	دِيفِيس	davis		PROPN;NOM;SG
هجومية	loukkaava	هُجُومِيّ	loukkata	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;ACT
هجومية	loukkaavaa	هُجُومِيّ	loukkaava	ADJ;NOM;INDF;FEM;SG	V;PRT;SG;V.PTCP;ACT
دونالد	donald	دُونَالد	donald		N;NOM;SG
دونالد	aku	دُونَالد	aku		N;NOM;SG
بيض	munien	بَيض	muna		N;GEN;PL
بيض	munat	بَيض	muna		N;NOM;PL
بيض	kananmunia	بَيض	kanan#muna		N;PRT;PL
بيض	munia	بَيض	muna		N;PRT;PL
بيض	munan	بَيض	muna		N;GEN;SG
بيض	munat	بَيض	muna		N;NOM;PL
بيض	muna	بَيض	muna		N;NOM;SG
بيض	munaa	بَيض	muna		N;PRT;SG
صادر	takavarikoida	صَادِر	takavarikoida	ADJ;NOM;INDF;MASC;SG	V;SG;NFIN;ACT
صادر	takavarikoi	صَادِر	takavarikoida	ADJ;NOM;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
صادر	takavarikoitu	صَادِر	taka#varikoida	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
صادر	takavarikoitiin	صَادِر	takavarikoittaa	ADJ;NOM;INDF;MASC;SG	V;IND;PST;FIN;PASS
افضل	paremmin	أَفضَل	hyvin	ADJ;NOM;INDF;MASC;SG	ADV;CMPR
افضل	parhaat	أَفضَل	hyvä	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;RL;PL
افضل	parhaiten	أَفضَل	parhaiten	ADJ;NOM;INDF;MASC;SG	ADV
افضل	best	أَفضَل	best	ADJ;NOM;INDF;MASC;SG	
افضل	parasta	أَفضَل	hyvä	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;RL;SG
فين	suomalainen	فِين	suomalainen		ADJ;NOM;SG
فين	finn	فِين	finn		PROPN;NOM;SG
الحلبة	areenalla	الحلبة	areena	N;NOM;DEF;SG	N;AT+ESS
;SG
ديك	kulli	دِيك	kulla		N;NOM;SG
ديك	dick	دِيك	dick		PROPN;NOM;SG
ديك	mulkku	دِيك	mulkku		N;NOM;SG
ثمار	hedelmistä	ثَمَر	hedelmä	N;NOM;INDF;PL	N;IN+ABL;PL
ثمار	hedelmiä	ثَمَر	hedelmä	N;NOM;INDF;PL	N;PRT;PL
حوت	valaan	حَوت	valaa		N;GEN;SG
حوت	valasta	حَوت	vala		N;IN+ABL;SG
حوت	valas	حَوت	valas		N;NOM;SG
الانتظار	odottaen	اِنتِظَار	odottaa	N;NOM;DEF;SG	V;INS;SG;NFIN;ACT
الانتظار	odottaa	اِنتِظَار	odottaa	N;NOM;DEF;SG	V;IND;SG;3;PRS;FIN;ACT
الانتظار	odotetaan	اِنتِظَار	odottaa	N;NOM;DEF;SG	V;IND;PRS;FIN;PASS
الانتظار	odottamassa	اِنتِظَار	odottaa	N;NOM;DEF;SG	V;IN+ESS;SG;NFIN;ACT
الكونت	kreivi	كُونت	kreivi		N;NOM;SG
الكونت	laske	كُونت	laskea		V;IMP;SG;2;FIN;ACT
فتيات	tyttöjä	فَتَاة	tyttö	N;NOM;INDF;PL	N;PRT;PL
فتيات	girls	فَتَاة	girls	N;NOM;INDF;PL	
الجذب	vetovoima	جَذب	veto#voima	N;NOM;DEF;PL	N;NOM;SG
الجذب	vetovoimaa	جَذب	veto#voima	N;NOM;DEF;PL	N;PRT;SG
الجذب	nähtävyyksiä	جَذب	nähtävyys	N;NOM;DEF;PL	N;PRT;PL
نصير	fani	نصير	fani		N;NOM;SG
نصير	tuuletin	نصير	tuuletti		N;NOM;SG
نصير	ihailija	نصير	ihailija		N;NOM;SG
العرف	mukautettu	عَرف	mukauttaa	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;PASS
لقاح	rokote	لقاح	rokote		N;NOM;SG
لقاح	rokotteen	لقاح	rokote		N;GEN;SG
لقاح	rokotetta	لقاح	rokote		N;PRT;SG
لقاح	rokotus	لقاح	rokotus		N;NOM;SG
فلاش	salama	فلاش	salama		N;NOM;SG
فلاش	flash	فلاش	flash		N;NOM;SG
البلدات	kaupunkien	بَلدَة	kaupunki	N;NOM;DEF;PL	N;GEN;PL
الخضروات	kasvikset	الخضروات	kasvis		N;NOM;PL
الخضروات	vihanneksia	الخضروات	vihannes		N;PRT;PL
الخضروات	vihannekset	الخضروات	vihannes		N;NOM;PL
عدسة	linssin	عَدسَة	linssi	N;NOM;INDF;SG	N;GEN;SG
بريستول	bristol	برِيستُول	bristol		N;NOM;SG
جود	jude	جود	jude		PROPN;NOM;SG
حضرية	urban	حَضَرِيّ	urba	ADJ;NOM;INDF;FEM;SG	N;NOM;SG
حضرية	kaupunkien	حَضَرِيّ	kaupunki	ADJ;NOM;INDF;FEM;SG	N;GEN;PL
العز	yksinäisyyttä	العز	yksinäisyys	N;NOM;DEF;SG	N;PRT;SG
الرئتين	keuhkot	رِئَة	keuhko	N;ACC;DEF;DU	N;NOM;PL
تهدد	uhkaavat	هَدَّد	uhata	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
تهدد	uhkaava	هَدَّد	uhkaava	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;SG
سميرة	samira	سمِيرَة	samira		N;NOM;SG
يتعلم	opi	تَعَلَّم	oppia	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IMP;SG;2;FIN;ACT
لويز	louise	لويز	louise		PROPN;NOM;SG
عميل	asiakkaalle	عَمِيل	asiakas	N;NOM;INDF;SG	N;AT+ALL;SG
عميل	asiakkaan	عَمِيل	asiakas	N;NOM;INDF;SG	N;GEN;SG
امين	aamen	امين	aame		N;NOM;SG
الصدور	rintoja	صُدُور	rinta	N;NOM;DEF;SG	N;PRT;PL
الصدور	rinnat	صُدُور	rinta	N;NOM;DEF;SG	N;NOM;PL
الصدور	rintojen	صُدُور	rinta	N;NOM;DEF;SG	N;GEN;PL
نفذ	toteuta	نَفَّذ	toteuttaa	V;PFV;MASC;SG;3;ACT	V;IMP;SG;2;FIN;ACT
نفذ	suorita	نَفَّذ	suorittaa	V;PFV;MASC;SG;3;ACT	V;IMP;SG;2;FIN;ACT
المخلوقات	olennot	مَخلُوق	olento	ADJ;NOM;DEF;FEM;PL	N;NOM;PL
المخلوقات	oliot	مَخلُوق	olio	ADJ;NOM;DEF;FEM;PL	N;NOM;PL
المخلوقات	olentoja	مَخلُوق	olento	ADJ;NOM;DEF;FEM;PL	N;PRT;PL
التعاقد	sopimuksen	تَعَاقُد	sopimus	N;NOM;DEF;SG	N;GEN;SG
التعاقد	palkkaa	تَعَاقُد	palkka	N;NOM;DEF;SG	N;PRT;SG
الحظر	kieltää	حَظر	kieltää	N;NOM;DEF;SG	V;IND;SG;PRS;FIN;ACT
الحظر	kiellä	حَظر	kieltää	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
التبرعات	lahjoituksia	تَبَرُّع	lahjoitus	N;NOM;DEF;PL	N;PRT;PL
الثور	bull	ثَور	bull	N;NOM;DEF;SG	
المشعة	radioaktiivinen	مُشعَة	radio#aktiivinen	N;NOM;DEF;SG	ADJ;NOM;SG
المشعة	radioaktiivista	مُشعَة	radio#aktiivinen	N;NOM;DEF;SG	ADJ;PRT;SG
المشعة	radioaktiivisen	مُشعَة	radio#aktiivinen	N;NOM;DEF;SG	ADJ;GEN;SG
مستخدمين	käyttäjät	مُستَخدَم	käyttäjä	N;ACC;INDF;PL	N;NOM;PL
مستخدمين	käyttäjien	مُستَخدَم	käyttäjä	N;ACC;INDF;PL	N;GEN;PL
مستخدمين	käyttäjiä	مُستَخدَم	käyttäjä	N;ACC;INDF;PL	N;PRT;PL
الدافع	motiivia	دَافِع	motiivi	N;NOM;DEF;SG	N;PRT;SG
الدافع	motivaatiota	دَافِع	motivaatio	N;NOM;DEF;SG	N;PRT;SG
رابعة	neljänneksi	رَابِع	neljäs	ADJ;NOM;INDF;FEM;SG	ADJ;TRANS;SG
احياء	hengissä	حَيّ	henki	ADJ;NOM;INDF;MASC;PL	N;IN+ESS;PL
احياء	elävä	حَيّ	elää	ADJ;NOM;INDF;MASC;PL	ADJ;NOM;SG
احياء	elävänä	حَيّ	elävä	ADJ;NOM;INDF;MASC;PL	V;FRML;SG;V.PTCP;ACT
احياء	elossa	حَيّ	elossa	ADJ;NOM;INDF;MASC;PL	ADV
جند	palkattu	جُندِيّ	palkata		V;NOM;SG;V.PTCP;PASS
جند	värväsi	جُندِيّ	värvätä		V;IND;SG;3;PST;FIN;ACT
جند	värväytyi	جُندِيّ	värväytyä		V;IND;SG;3;PST;FIN;ACT
الاكتشافات	löytöjä	اِكتِشَاف	löytö	N;NOM;DEF;PL	N;PRT;PL
بيج	paigen	بَيج	paikka		N;GEN;SG
بيج	paige	بَيج	paige		N;NOM;SG
بروز	syntymistä	بُرُوز	syntyminen	N;NOM;INDF;SG	N;PRT;SG
شهير	kuuluisia	شَهِير	kuuluisa	ADJ;NOM;INDF;MASC;SG	ADJ;PRT;PL
شهير	kuuluisat	شَهِير	kuuluisa	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;PL
بولي	polly	بولي	polly		N;NOM;SG
تود	todd	تود	todd		PROPN;NOM;SG
يعقد	vaikeuttaa	عَقَد	vaikeuttaa	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
يعقد	vaikeuttaa	عَقَد	vaikeuttaa	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;IND;SG;3;PRS;FIN;ACT
رالف	ralph	رالف	ralph		PROPN;NOM;SG
انقسام	jaettuna	اِنقِسَام	jakaa	N;NOM;INDF;SG	V;FRML;SG;V.PTCP;PASS
انقسام	jaettu	اِنقِسَام	jakaa	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
انقسام	jaettu	اِنقِسَام	jakaa	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;PASS
انقسام	hajota	اِنقِسَام	hajota	N;NOM;INDF;SG	V;SG;NFIN;ACT
النافذة	ikkunasta	نَافِذ	ikkuna	N;NOM;DEF;SG	N;IN+ABL;SG
النافذة	ikkunan	نَافِذ	ikkuna	N;NOM;DEF;SG	N;GEN;SG
التوثيق	asiakirjat	تَوثِيق	asia#kirja	N;NOM;DEF;SG	N;NOM;PL
التوثيق	dokumentit	تَوثِيق	dokumentti	N;NOM;DEF;SG	N;NOM;PL
السائق	kuljettajan	سَائِق	kuljettaja	N;NOM;DEF;SG	N;GEN;SG
الرؤساء	esimiesten	رَئِيس	esi#mies	N;NOM;DEF;PL	N;GEN;PL
فتحات	aukkoja	فَتحَة	aukko	N;NOM;INDF;PL	N;PRT;PL
فتحات	aukkojen	فَتحَة	aukko	N;NOM;INDF;PL	N;GEN;PL
فتحات	reikiä	فَتحَة	reikä	N;NOM;INDF;PL	N;PRT;PL
فتحات	aukkoja	فَتحَة	aukko	N;NOM;INDF;PL	N;PRT;PL
كيوتو	kiotossa	كيوتو	kiotto		N;IN+ESS;SG
كيوتو	kioton	كيوتو	kiotto		PROPN;GEN;SG
نادرا	harvemmin	نَادِر	harvemmin	ADJ;ACC;INDF;MASC;SG	ADV
نادرا	harvoin	نَادِر	harvoin	ADJ;ACC;INDF;MASC;SG	ADV
الكفاح	kamppailua	كَفَاح	kamppailu	N;NOM;DEF;SG	N;PRT;SG
الفريد	alfred	فَرِيد	alfred	ADJ;NOM;DEF;MASC;SG	N;NOM;SG
الخنازير	siat	خِنَازِير	sika		N;NOM;PL
الخنازير	sikoja	خِنَازِير	sika		N;PRT;PL
العنكبوت	hämähäkin	العنكبوت	hämähä	N;NOM;DEF;SG	N;GEN;SG
العنكبوت	spider	العنكبوت	spider	N;NOM;DEF;SG	
بابلو	pablo	بابلو	pablo		PROPN;NOM;SG
سمية	myrkyllisiä	سمية	myrkyllinen		ADJ;PRT;PL
سمية	myrkyllinen	سمية	myrkyllinen		ADJ;NOM;SG
سمية	myrkyllistä	سمية	myrkyllinen		ADJ;PRT;SG
سمية	myrkyllisyys	سمية	myrkyllisyys		N;NOM;SG
تعويض	korvausta	تَعوِيض	korvaus	N;NOM;INDF;SG	N;PRT;SG
تعويض	korvaukset	تَعوِيض	korvaus	N;NOM;INDF;SG	N;NOM;PL
ماديسون	madison	ماديسون	madison		N;NOM;SG
نوفا	nova	نوفا	nova		PROPN;NOM;SG
التزام	sitoumuksen	اِلتِزَام	sitoumus	N;NOM;INDF;SG	N;GEN;SG
التزام	sitoutumista	اِلتِزَام	sitoutuminen	N;NOM;INDF;SG	N;PRT;SG
ميسي	messi	ميسي	messi		N;NOM;SG
اجزاء	osia	جُزء	osa	N;NOM;INDF;PL	N;PRT;PL
الضحية	uhrin	ضَحِيَّة	uhri	N;NOM;DEF;SG	N;GEN;SG
التماثيل	patsaita	تَمثِيل	patsas	N;NOM;DEF;PL	N;PRT;PL
ممتلكات	omaisuutta	مُمتَلَكَات	omaisuus	N;NOM;INDF;PL	N;PRT;SG
ممتلكات	kiinteistö	مُمتَلَكَات	kiinteistö	N;NOM;INDF;PL	N;NOM;SG
ممتلكات	ominaisuus	مُمتَلَكَات	ominaisuus	N;NOM;INDF;PL	N;NOM;SG
ممتلكات	omaisuus	مُمتَلَكَات	omaisuus	N;NOM;INDF;PL	N;NOM;SG
ممتلكات	tontti	مُمتَلَكَات	tontti	N;NOM;INDF;PL	N;NOM;SG
واين	wayne	وَايِن	wayne		PROPN;NOM;SG
خسرت	hukassa	خَسِر	hukassa	V;PFV;FEM;SG;3;ACT	ADV
خسرت	menetetty	خَسِر	menettää	V;PFV;FEM;SG;3;ACT	V;NOM;SG;V.PTCP;PASS
مغلق	kiinni	مُغلَق	kiinni	ADJ;NOM;INDF;MASC;SG	ADV
مغلق	suljettu	مُغلَق	sulkea	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
كونراد	conrad	كونراد	conrad		PROPN;NOM;SG
تمكين	salli	تَمكِين	salli	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
ربح	voittoa	ربح	voitto	N;NOM;INDF;SG	N;PRT;SG
ربح	voitot	ربح	voitto	N;NOM;INDF;SG	N;NOM;PL
المزمنة	krooninen	مُزمِن	krooninen	N;NOM;DEF;SG	ADJ;NOM;SG
المزمنة	kroonista	مُزمِن	krooninen	N;NOM;DEF;SG	ADJ;PRT;SG
مسلمين	muslimien	مُسلِم	muslimi	N;NOM;INDF;PL	N;GEN;PL
مسلمين	muslimeja	مُسلِم	muslimi	N;NOM;INDF;PL	N;PRT;PL
منتجع	kylpylässä	مُنتَجَع	kylpylä	N;NOM;INDF;SG	N;IN+ESS;SG
يناقش	keskustele	نَاقَش	keskustella	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IMP;SG;2;FIN;ACT
احتراق	palamisen	اِحتِرَاق	palaminen	N;NOM;INDF;SG	N;GEN;SG
احتراق	palava	اِحتِرَاق	palava	N;NOM;INDF;SG	V;NOM;SG;V.PTCP;ACT
احتراق	poltetaan	اِحتِرَاق	polttaa	N;NOM;INDF;SG	V;IND;PRS;FIN;PASS
احتراق	polttaa	اِحتِرَاق	polttaa	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN;ACT
مومباي	mumbain	مُومبَاي	mumbain		N;NOM;SG
العداء	vihamielisyyttä	عَدَاء	viha#mielisyys	N;NOM;DEF;SG	N;PRT;SG
مجهزة	varustettu	مُجَهَّز	varustaa	ADJ;NOM;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
رقص	tanssit	رَقص	tanssi	N;NOM;INDF;SG	N;NOM;PL
رقص	tanssia	رَقص	tanssia	N;NOM;INDF;SG	V;SG;NFIN;ACT
رقص	tanssin	رَقص	tanssi	N;NOM;INDF;SG	N;GEN;SG
رقص	tanssii	رَقص	tanssia	N;NOM;INDF;SG	V;IND;SG;2;PRS;FIN;ACT
رقص	tanssia	رَقص	tanssia	N;NOM;INDF;SG	V;SG;NFIN;ACT
الصقر	hawk	صَقر	hawk	N;NOM;DEF;SG	PROPN;NOM;SG
الهيليوم	helium	هِيلِيُوم	helium		N;NOM;SG
سجناء	vankeja	سَجِين	vanki	N;NOM;INDF;PL	N;PRT;PL
سجناء	vankien	سَجِين	vanki	N;NOM;INDF;PL	N;GEN;PL
تدوير	käännä	تَدوِير	kääntää	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
تدوير	kierrä	تَدوِير	kierrä	N;NOM;INDF;SG	V;IMP;SG;2;FIN;ACT
الغربيين	länsimaalaiset	غَربِيّ	länsi#maalainen	ADJ;NOM;DEF;MASC;PL	N;NOM;PL
الشراء	ostaa	شِرَاء	ostaa	N;NOM;DEF;SG	V;SG;FIN;ACT
الشراء	osta	شِرَاء	ostaa	N;NOM;DEF;SG	V;IMP;SG;2;FIN;ACT
الشراء	hankintoja	شِرَاء	hankinta	N;NOM;DEF;SG	N;PRT;PL
الشراء	hankinnat	شِرَاء	hankinta	N;NOM;DEF;SG	N;NOM;PL
روحي	sielu	روحي	sielu		N;NOM;SG
روحي	sielua	روحي	sielu		N;PRT;SG
روحي	sielun	روحي	sielu		N;GEN;SG
روحي	soul	روحي	soul		
حاسمة	ratkaisevaa	حَاسِم	ratkaiseva	ADJ;NOM;INDF;FEM;SG	ADJ;PRT;SG
حاسمة	ratkaisevat	حَاسِم	ratkaista	ADJ;NOM;INDF;FEM;SG	V;IND;PL;3;PRS;FIN;ACT
البرازيلية	brasilian	بَرَازِيلِيَّة	brasilia		N;GEN;SG
مختلط	sekoitettuna	مُختَلِط	sekoittaa	ADJ;NOM;INDF;MASC;SG	V;FRML;SG;V.PTCP;PASS
مختلط	sekoitettu	مُختَلِط	sekoittaa	ADJ;NOM;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
النبيذ	viinit	نَبِيذ	viini	N;NOM;DEF;SG	N;NOM;PL
النبيذ	viiniä	نَبِيذ	viini	N;NOM;DEF;SG	N;PRT;SG
الاذاعة	lähetykset	إِذَاعَة	lähetys	N;NOM;DEF;SG	N;NOM;PL
الاذاعة	radion	إِذَاعَة	radio	N;NOM;DEF;SG	N;GEN;SG
السطر	line	سِطر	line	N;NOM;DEF;SG	
الناجين	eloonjääneet	الناجين	eloonjäänen	N;NOM;DEF;PL	V;NOM;PL;V.PTCP;ACT
الناجين	eloonjääneitä	الناجين	eloon#jääny	N;NOM;DEF;PL	V;PRT;PL;V.PTCP;ACT
الناجين	selviytyneet	الناجين	selviytyä	N;NOM;DEF;PL	V;NOM;PL;V.PTCP;ACT
الناجين	selviytyjä	الناجين	selviytyjä	N;NOM;DEF;PL	N;NOM;SG
المقارن	vertaileva	مَقرِن	vertaileva	N;NOM;DEF;SG	V;NOM;SG;V.PTCP;ACT
نينجا	ninja	نينجا	ninja		N;NOM;SG
طفلة	lasta	طِفلَة	lapsi	N;NOM;INDF;SG	N;PRT;SG
طفلة	lapsen	طِفلَة	lapsi	N;NOM;INDF;SG	N;GEN;SG
الصفوف	riviä	صَفّ	rivi	N;NOM;DEF;PL	N;PRT;SG
