カースト	مقام.	カースト	مقام.	N	PROPN;NOM;MASC;SG;3
ゼスト	چاشنی	ゼスト	چاشنی	PROPN	N;NOM;MASC;SG;3
ゼスト	چٹپٹاپن	ゼスト	چٹپٹاپن	PROPN	PROPN;NOM;MASC;SG;3
ゼスト	مزہ	ゼスト	مزہ	PROPN	N;NOM;MASC;SG;3
ドードー	بھوندو	ドードー	بھوندو	N	PROPN;NOM;MASC;SG;3
ドードー	ناپید	ドードー	ناپید	N	ADJ
ドードー	بھاری	ドードー	بھاری	N	ADJ
せっかち	مشتاق.	せっかち	مشتاق.		ADJ
しゃっくり	رخنہ	しゃっくり	رخنہ	V	N;NOM;MASC;SG;3
しゃっくり	رکاوٹ.	しゃっくり	رکاوٹ	V	N;NOM;MASC;SG;3
しゃっくり	معمولی	しゃっくり	معمولی	V	ADJ
イータ	ŋ	イータ	ŋ	PROPN	PROPN;NOM;MASC;SG;3
墓穴	انجام	墓穴	انجام	V	N;NOM;MASC;SG;3
墓穴	گہری	墓穴	گہری	V	ADJ;FEM
墓穴	وزنی	墓穴	وزنی	V	ADJ
墓穴	خاتمہ.	墓穴	خاتمہ.	V	PROPN;NOM;MASC;SG;3
墓穴	گمبھیر	墓穴	گمبھیر	V	
墓穴	انجام	墓穴	انجام	V	N;NOM;MASC;SG;3
墓穴	گہری	墓穴	گہری	V	ADJ;FEM
墓穴	وزنی	墓穴	وزنی	V	ADJ
墓穴	متین	墓穴	متین	V	PROPN;NOM;MASC;SG;3
墓穴	خاتمہ.	墓穴	خاتمہ.	V	PROPN;NOM;MASC;SG;3
カルーセル	چکر.	カルーセル	چکر.	N	
カルーセル	چکر.	カルーセル	چکر.	N	
カルーセル	چرخ	カルーセル	چرخ	N	
ディフューザー	تحلیل	ディフューザー	تحلیل	N	ADJ
ディフューザー	منفوذ	ディフューザー	منفوذ	N	PROPN;NOM;MASC;SG;3
リプリーズ	اداکاری	リプリーズ	اداکاری	PROPN	N;NOM;FEM;SG;3
ドウ	ہرنی	ドウ	ہرنی	PROPN	N;NOM;FEM;SG;3
皆伝	استادی	皆伝	استادی	N	ADJ
皆伝	قبضہ.	皆伝	قبضہ.	N	PROPN;NOM;MASC;SG;3
分泌	نکاسی	分泌	نکاسی	N	ADJ
分泌	اُچھالنا	分泌	اُچھال	N	V;SG;NFIN;ACT
分泌	چھوڑنے	分泌	چھوڑ	N	V;ACC;NFIN
分泌	(	分泌	(	N	
分泌	چکانا	分泌	چکا	N	V;MASC;SG;NFIN;ACT
分泌	نکاسی	分泌	نکاسی	N	ADJ
分泌	اُچھالنا	分泌	اُچھال	N	V;SG;NFIN;ACT
分泌	چھوڑنا	分泌	چھوڑ	N	V;NFIN
分泌	چھوڑنے	分泌	چھوڑ	N	V;ACC;NFIN
分泌	(	分泌	(	N	
分泌	چکانا	分泌	چکا	N	V;MASC;SG;NFIN;ACT
ペグ	باندھنا.	ペグ	باندھنا.	N	PROPN;NOM;MASC;SG;3
ペグ	out	ペグ	out	N	
ペグ	بندکرنا	ペグ	بندکرنا	N	V;NFIN;ACT
ペグ	clothespeg	ペグ	clothespeg	N	PROPN;NOM;MASC;SG;3
エミュー	ایمو	エミュー	ایمو	PROPN	
センテンス	(	センテンス	(	N	
スリング	غلیل.	スリング	غلیل.	N	PROPN;NOM;MASC;SG;3
よそ	پرایا.	よそ	پرایا.	N	PROPN;NOM;MASC;SG;3
よそ	غیر	よそ	غیر	N	ADJ
よそ	پرایا.	よそ	پرایا.	N	PROPN;NOM;MASC;SG;3
よそ	اجنبی	よそ	اجنبی	N	V;SG;V.PTCP;ACT
よそ	غیر	よそ	غیر	N	ADJ
バキューム	خلاروب.	バキューム	خلاروب.	N	PROPN;NOM;MASC;SG;3
バキューム	خلاروب.	バキューム	خلاروب.	N	PROPN;NOM;MASC;SG;3
謙遜	پستی	謙遜	پس	PROPN	ADJ
謙遜	عاجزی	謙遜	عاجزی	PROPN	PROPN;NOM;MASC;SG;3
謙遜	فروتنی.	謙遜	فروتنی.	PROPN	N;NOM;MASC;SG;3
謙遜	انکسار	謙遜	انکسار	PROPN	N;NOM;MASC;SG;3
グロー	روشن	グロー	روشن	PROPN	ADJ
グロー	تمتماہٹ.	グロー	تمتماہٹ.	PROPN	PROPN;NOM;MASC;SG;3
グロー	جذبہ	グロー	جذبہ	PROPN	N;NOM;MASC;SG;3
グロー	گرمانے	グロー	گرما	PROPN	V;NFIN
グロー	جوش.	グロー	جوش.	PROPN	PROPN;NOM;MASC;SG;3
グロー	روشن	グロー	روشن	PROPN	ADJ
グロー	تمتماہٹ.	グロー	تمتماہٹ.	PROPN	PROPN;NOM;MASC;SG;3
グロー	تمتمانا	グロー	تمتمانا	PROPN	PROPN;NOM;MASC;SG;3
グロー	جذبہ	グロー	جذبہ	PROPN	N;NOM;MASC;SG;3
グロー	گرمانے	グロー	گرما	PROPN	V;NFIN
グロー	جوش.	グロー	جوش.	PROPN	PROPN;NOM;MASC;SG;3
フルーティー	کُھلی	フルーティー	کُھلی	PROPN	PROPN;NOM;MASC;SG;3
フルーティー	بھونڈا	フルーティー	بھونڈا	PROPN	PROPN;NOM;MASC;SG;3
フルーティー	بھرپور	フルーティー	بھرپور	PROPN	ADJ
ムラムラ	شرنگی.	ムラムラ	شرنگی.	PROPN	PROPN;NOM;MASC;SG;3
ムラムラ	سنگدل	ムラムラ	سنگدل	PROPN	PROPN;NOM;MASC;SG;3
フィルス	فحاشی	フィルス	فحاشی	N	ADJ
フィルス	فحاشی	フィルス	فحاشی	N	ADJ
ポリフォニック	مخلوط	ポリフォニック	مخلوط	N	ADJ
リュイ	(	リュイ	(	PROPN	
リュイ	جھکّڑ	リュイ	جھکّڑ	PROPN	PROPN;NOM;MASC;SG;3
フレーミング	شدید	フレーミング	شدید	N	ADJ
フレーミング	ڈھانچا	フレーミング	ڈھانچا	N	
コプラ	کھوپرا	コプラ	کھوپرا	PROPN	
ココナツ	نارجیل	ココナツ	نارجیل	N	PROPN;NOM;MASC;SG;3
括約	عاصرہ	括約	عاصرہ	N	
シュア	مطمئن.	シュア	مطمئن.	PROPN	PROPN;NOM;MASC;SG;3
シュア	آگاہ.	シュア	آگاہ.	PROPN	
シュア	یقیناً	シュア	یقیناً	PROPN	ADV
シュア	مطمئن.	シュア	مطمئن.	PROPN	PROPN;NOM;MASC;SG;3
シュア	آگاہ.	シュア	آگاہ.	PROPN	
シュア	یقیناً	シュア	یقیناً	PROPN	ADV
シュア	یقینی	シュア	یقینی	PROPN	ADJ
あつい	گرویدہ.	あつく	گرویدہ.		PROPN;NOM;MASC;SG;3
あつい	محبت	あつく	محبت		N;NOM;FEM;SG;3
あつい	فریفتگی	あつく	فریفتگی		ADJ;NOM
あつい	شفقت.	あつく	شفقت.		ADJ
あつい	بامحبت	あつく	بامحبت		ADP
ドープ	بیوقوف	ドープ	بیوقوف	PROPN	
オクシデンタル	ولایتی.	オクシデンタル	ولایتی.	PROPN	PROPN;NOM;MASC;SG;3
アウトプット	نتیجہ	アウトプット	نتیجہ	V	N;NOM;MASC;SG;3
アウトプット	طاقت	アウトプット	طاقت	V	N;NOM;FEM;SG;3
アウトプット	پیداوار.	アウトプット	پیداوار.	V	PROPN;NOM;MASC;SG;3
アウトプット	جواب.	アウトプット	جواب.	V	PROPN;NOM;MASC;SG;3
大皿	تھال	大皿	تھال		V;SG;V.PTCP;ACT
こぼす	اُچھال	こぼす	اُچھال	V	PROPN;NOM;MASC;SG;3
ホワイティ	گورا.	ホワイティ	گورا.	PROPN	PROPN;NOM;MASC;SG;3
ナニー	دایہ	ナニー	دایہ	N	PROPN;NOM;MASC;SG;3
フォクシー	روباہی.	フォクシー	روباہی.	PROPN	PROPN;NOM;MASC;SG;3
フォクシー	عّیار.	フォクシー	عّیار.	PROPN	PROPN;NOM;MASC;SG;3
フォクシー	روباہی.	フォクシー	روباہی.	PROPN	PROPN;NOM;MASC;SG;3
フォクシー	چالاک	フォクシー	چالاک	PROPN	ADJ;NOM;MASC;SG
フォクシー	عّیار.	フォクシー	عّیار.	PROPN	PROPN;NOM;MASC;SG;3
乾癬	قوبا	乾癬	قوبا		PROPN;NOM;MASC;SG;3
乾癬	چنبل.	乾癬	چنبل.		PROPN;NOM;MASC;SG;3
遠吠え	افسردہ	遠高える	افسردہ	N	ADJ
遠吠え	شدید	遠高える	شدید	N	ADJ
遠吠え	نہایت	遠高える	نہایت	N	ADV
遠吠え	رونے	遠高える	رو	N	V;NFIN;ACT
遠吠え	بغایت	遠高える	بغایت	N	PROPN;NOM;MASC;SG;3
ヴォルフラム	ٹنگسٹن.	ヴォルフラム	ٹنگسٹن.	PROPN	PROPN;NOM;MASC;SG;3
しこり	موٹا	しこり	موٹا	V	ADJ;NOM;MASC;SG
しこり	with	しこり	with	V	
しこり	ڈلا.	しこり	ڈلا.	V	
しこり	ڈھیری	しこり	ڈھیری	V	PROPN;NOM;MASC;SG;3
しこり	بھوگنا	しこり	بھوگ	V	PROPN;NOM;MASC;SG;3
しこり	ڈھیما	しこり	ڈھیما	V	PROPN;NOM;MASC;SG;3
しこり	گلٹی	しこり	گلٹی	V	PROPN;NOM;MASC;SG;3
しこり	سوجن.	しこり	سوجن.	V	PROPN;NOM;MASC;SG;3
しこり	بھگتنا.	しこり	بھگتنا.	V	PROPN;NOM;MASC;SG;3
しこり	سوجنا.	しこり	سوجنا.	V	PROPN;NOM;MASC;SG;3
しこり	بندھانی.	しこり	بندھانی.	V	PROPN;NOM;MASC;SG;3
しこり	بھدّا	しこり	بھدلا	V	PROPN;NOM;MASC;SG;3
しこり	موٹا	しこり	موٹا	V	ADJ;NOM;MASC;SG
しこり	گومڑا	しこり	گومڑا	V	PROPN;NOM;MASC;SG;3
しこり	with	しこり	with	V	
しこり	ڈلا.	しこり	ڈلا.	V	
しこり	ڈھیری	しこり	ڈھیری	V	PROPN;NOM;MASC;SG;3
しこり	بھوگنا	しこり	بھوگ	V	PROPN;NOM;MASC;SG;3
しこり	ڈھیما	しこり	ڈھیما	V	PROPN;NOM;MASC;SG;3
しこり	گلٹی	しこり	گلٹی	V	PROPN;NOM;MASC;SG;3
しこり	سوجن.	しこり	سوجن.	V	PROPN;NOM;MASC;SG;3
しこり	بھگتنا.	しこり	بھگتنا.	V	PROPN;NOM;MASC;SG;3
しこり	سوجنا.	しこり	سوجنا.	V	PROPN;NOM;MASC;SG;3
しこり	بندھانی.	しこり	بندھانی.	V	PROPN;NOM;MASC;SG;3
しこり	بھدّا	しこり	بھدلا	V	PROPN;NOM;MASC;SG;3
フラフラ	حیران	フラフラ	حیران		ADJ
フラフラ	ڈگمگ	フラフラ	ڈگمگ		PROPN;NOM;MASC;SG;3
フラフラ	چکرانا	フラフラ	چکرانا		V;MASC;SG;NFIN;ACT
裏地	تہ.	裏地	تہ.	N	
裏地	استر	裏地	استر	N	PROPN;NOM;MASC;SG;3
裏地	تہ.	裏地	تہ.	N	
修理	مستری	修理	مستری	N	PROPN;NOM;MASC;SG;3
ブリング	دلانا	ブリング	دلانا	PROPN	V;MASC;SG;NFIN;ACT
ブリング	اُگھانا	ブリング	اُگھانا	PROPN	PROPN;NOM;MASC;SG;3
トガリネズミ	جھگڑالو	トガリネズミ	جھگڑالو	PROPN	PROPN;NOM;MASC;SG;3
背教	انحراف	背教	انحراف		N;NOM;MASC;SG;3
背教	ارتداد.	背教	ارتداد.		PROPN;NOM;MASC;SG;3
ピスタチオ	پستہ.	ピスタチオ	پستہ.	PROPN	PROPN;NOM;MASC;SG;3
瑪瑙	یشم	瑪瑙	یشم		PROPN;NOM;MASC;SG;3
瑪瑙	یشم	瑪瑙	یشم		PROPN;NOM;MASC;SG;3
瑪瑙	یشب	瑪瑙	یشب		PROPN;NOM;MASC;SG;3
コピ	جپسم	コピ	جپسم	N	PROPN;NOM;MASC;SG;3
ずるい	اپج	ずるい	اپج	V	
ずるい	ماہرانہ	ずるい	ماہرانہ	V	ADJ
ずるい	پُرفن.	ずるい	پُرفن.	V	ADJ
ずるい	اچھوتا	ずるい	اچھوتا	V	PROPN;NOM;MASC;SG;3
ずるい	پُرحکمت	ずるい	پُرحکمت	V	ADJ
ずるい	ترکیب	ずるい	ترکیب	V	N;NOM;FEM;SG;3
ずるい	اختراع.	ずるい	اختراع.	V	PROPN;NOM;MASC;SG;3
ずるい	طباعی	ずるい	طباعی	V	ADJ
ずるい	پُرکشش	ずるい	پُرکشش	V	ADJ
ずるい	حکمت	ずるい	حکمت	V	N;NOM;MASC;SG;3
ずるい	چالباز	ずるい	چالباز	V	PROPN;NOM;MASC;SG;3
ピグミー	معمولی	ピグミー	معمولی	PROPN	ADJ
ピグミー	بونا.	ピグミー	بونا.	PROPN	PROPN;NOM;MASC;SG;3
ピグミー	قزم	ピグミー	قزم	PROPN	
秘教	باطنیت	秘教	باطنیت		N;NOM;MASC;SG;3
ランブラー	سیلانی	ランブラー	سیلانی	PROPN	ADJ
イオタ	i	イオタ	i	PROPN	ADJ
興味	نادر.	興味	نادر.	N	PROPN;NOM;MASC;SG;3
興味	متجسس	興味	متجسس	N	ADJ
興味	نادر.	興味	نادر.	N	PROPN;NOM;MASC;SG;3
興味	انوکھا	興味	انوکھا	N	ADJ;NOM;MASC;SG
興味	متجسس	興味	متجسس	N	ADJ
興味	عجیب	興味	عجیب	N	ADJ
寮	بُوا	寮	بُوا	N	PROPN;NOM;MASC;SG;3
スペイシー	متروکہ.	スペイシー	متروکہ.	PROPN	ADJ
スペイシー	وسیع	スペイシー	وسیع	PROPN	ADJ
ワニス	وارنش	ワニス	وارنش	PROPN	PROPN;NOM;MASC;SG;3
ワニス	لکڑی	ワニス	لکڑی	PROPN	N;NOM;MASC;SG;3
ワニス	پتھر	ワニス	پتھر	PROPN	PROPN;NOM;MASC;SG;3
ワニス	دھات	ワニス	دھات	PROPN	N;NOM;MASC;SG;3
だけれど	گوکہ.	だけれど	گوکہ.	CONJ	
だけれど	اگرچہ	だけれど	اگرچہ	CONJ	CONJ
だけれど	گوکہ.	だけれど	گوکہ.	CONJ	
グリッター	دکھاوا	グリッター	دکھا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
グリッター	جوت.	グリッター	جوت.	PROPN	PROPN;NOM;MASC;SG;3
グリッター	چمکنا	グリッター	چمک	PROPN	V;MASC;SG;NFIN;ACT
グリッター	دکھاوا	グリッター	دکھا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
グリッター	جوت.	グリッター	جوت.	PROPN	PROPN;NOM;MASC;SG;3
グリッター	دمک	グリッター	دمک	PROPN	N;NOM;MASC;SG;3
凝視	(	凝視	(	V	
凝視	تجسّس	凝視	تجسّس	V	N;NOM;MASC;SG;3
凝視	(	凝視	(	V	
凝視	تجسّس	凝視	تجسّس	V	N;NOM;MASC;SG;3
凝視	تاکنا	凝視	تاکنا	V	
アノマリー	شے	アノマリー	شے	PROPN	N;NOM;FEM;SG;3
さもなけれ	ورنہ	さもなけれ	ورنہ	V	CONJ
気	مضطرب	気	مضطرب	N	ADJ
ガンボ	بھنڈی.	ガンボ	بھنڈی.	PROPN	PROPN;NOM;MASC;SG;3
ダンボ	نافہم	ダンボ	نافہم	PROPN	PROPN;NOM;MASC;SG;3
ヘリカル	حلزونی	ヘリカル	حلزونی	PROPN	PROPN;NOM;MASC;SG;3
ヘリカル	بلدار	ヘリカル	بلدار	PROPN	PROPN;NOM;MASC;SG;3
方解石	قدرتی	方解石	قدرتی	N	ADJ
方解石	کیلسائٹ.	方解石	کیلسائٹ.	N	PROPN;NOM;MASC;SG;3
コリアンダー	کشنیز	コリアンダー	کشنیز	N	PROPN;NOM;MASC;SG;3
毛穴	منفذ.	毛穴	منفذ.	N	PROPN;NOM;MASC;SG;3
眠い	مٹھا	眠い	مٹھا	ADJ	PROPN;NOM;MASC;SG;3
カプリス	نقاشی	カプリス	نقاشی	PROPN	ADJ
スピネル	یاقوت	スピネル	یاقوت	PROPN	PROPN;NOM;MASC;SG;3
スピネル	لال	スピネル	لال	PROPN	PROPN;NOM;MASC;SG;3
ウィッシュボーン	زناخ	ウィッシュボーン	زناخ	N	
カリカチュア	خاکہ.	カリカチュア	خاکہ.	PROPN	
フォルト	لغزش.	フォルト	لغزش.	N	PROPN;NOM;MASC;SG;3
フォルト	غلطی	フォルト	غلطی	N	
フォルト	خامی	フォルト	خامی	N	ADJ
フォルト	خطا	フォルト	خطا	N	PROPN;NOM;MASC;SG;3
フォルト	لغزش.	フォルト	لغزش.	N	PROPN;NOM;MASC;SG;3
フォルト	غلطی	フォルト	غلطی	N	
拭く	away	拭く	away	V	PROPN;NOM;MASC;SG;3
尊者	معزز	尊者	معزز	N	ADJ
尊者	(	尊者	(	N	
灌漑	آبپاشی	灌漑	آبپاشی		ADJ
灌漑	آبپاشی	灌漑	آبپاشی		ADJ
灌漑	آبیاری	灌漑	آبیاری		N;NOM;MASC;SG;3
かさぶ	نکّو.	かさぶ	نکّو.	V	PROPN;NOM;MASC;SG;3
かさぶ	منحرف	かさぶ	منحرف	V	ADJ
フォトジェニック	نورزا	フォトジェニック	نورزا	N	PROPN;NOM;MASC;SG;3
チンキ	لوح	チンキ	لوح	PROPN	N;NOM;MASC;SG;3
リフレクター	عاکس	リフレクター	عاکس	N	
幸先	مسعود	幸先	مسعود	V	PROPN;NOM;MASC;SG;3
幸先	موافق.	幸先	موافق.	V	ADJ
幸先	مبارک	幸先	مبارک	V	PROPN;NOM;MASC;SG;3
斜視	حَوَل.	斜視	حَوَل.	N	PROPN;NOM;MASC;SG;3
セタ	خار	セタ	خار	PROPN	V;SG;ACT
セタ	ہلبہ	セタ	ہلبہ	PROPN	PROPN;NOM;MASC;SG;3
コーブ	آدمی-	コーブ	آدمی-	N	PROPN;NOM;MASC;SG;3
コーブ	نفر	コーブ	نفر	N	
ダイム	حقیر	ダイム	حقیر	PROPN	N;NOM;MASC;SG;3
サイバネティックス	انضباطیات	サイバネティックス	انضباطیات	PROPN	N;NOM;MASC;PL;3
結膜	مُلتحمہ.	結膜	مُلتحمہ.		ADJ
スリック	صفائی	スリック	صفائی	PROPN	N;NOM;MASC;SG;3
スリック	تیز	スリック	تیز	PROPN	ADJ
スリック	جمانا.	スリック	جمانا.	PROPN	PROPN;NOM;MASC;SG;3
スリック	خوبی	スリック	خوبی	PROPN	N;NOM;MASC;SG;3
気まずい	الجھن	気まずい	الجھن	V	N;NOM;MASC;SG;3
気まずい	پھوہڑ.	気まずい	پھوہڑ.	V	PROPN;NOM;MASC;SG;3
気まずい	الجھن	気まずい	الجھن	V	N;NOM;MASC;SG;3
気まずい	بھونڈا	気まずい	بھونڈا	V	PROPN;NOM;MASC;SG;3
気まずい	پھوہڑ.	気まずい	پھوہڑ.	V	PROPN;NOM;MASC;SG;3
あらい	کالٹین.	あらい	کالٹین.	PROPN	PROPN;NOM;MASC;SG;3
綾織	اُریبی	綾織	اُریبی	N	PROPN;NOM;MASC;SG;3
折り	جُھری.	折り	جُھری.	N	PROPN;NOM;MASC;SG;3
折り	bowling-crease	折り	bowling-crease	N	PROPN;NOM;MASC;SG;3
ウォッシュ	تھپیٹرنا.	ウォッシュ	تھپیٹرنا.	N	PROPN;NOM;MASC;SG;3
ウォッシュ	(	ウォッシュ	(	N	
ウォッシュ	out	ウォッシュ	out	N	
ウォッシュ	نہانا.	ウォッシュ	نہانا.	N	PROPN;NOM;MASC;SG;3
ウォッシュ	ترکرنا	ウォッシュ	ترکرنا	N	V;NFIN;ACT
ウォッシュ	بھگونا	ウォッシュ	بھگونا	N	PROPN;NOM;MASC;SG;3
ウォッシュ	پھوار	ウォッシュ	پھوار	N	PROPN;NOM;MASC;SG;3
ウォッシュ	دھلاوا	ウォッシュ	دھلاوا	N	
ウォッシュ	لادی.	ウォッシュ	لادی.	N	PROPN;NOM;MASC;SG;3
ウォッシュ	نہلانا-	ウォッシュ	نہلانات	N	PROPN;NOM;MASC;SG;3
ウォッシュ	تھپیٹرنا.	ウォッシュ	تھپیٹرنا.	N	PROPN;NOM;MASC;SG;3
ウォッシュ	(	ウォッシュ	(	N	
ウォッシュ	دھونا	ウォッシュ	دھونا	N	V;MASC;SG;NFIN;ACT
ウォッシュ	out	ウォッシュ	out	N	
ウォッシュ	نہانا.	ウォッシュ	نہانا.	N	PROPN;NOM;MASC;SG;3
ウォッシュ	ترکرنا	ウォッシュ	ترکرنا	N	V;NFIN;ACT
ウォッシュ	بھگونا	ウォッシュ	بھگونا	N	PROPN;NOM;MASC;SG;3
ウォッシュ	پھوار	ウォッシュ	پھوار	N	PROPN;NOM;MASC;SG;3
ウォッシュ	دھلاوا	ウォッシュ	دھلاوا	N	
ウォッシュ	لادی.	ウォッシュ	لادی.	N	PROPN;NOM;MASC;SG;3
ウォッシュ	نہلانا-	ウォッシュ	نہلانات	N	PROPN;NOM;MASC;SG;3
レルム	حلقہ.	レルム	حلقہ.	PROPN	PROPN;NOM;MASC;SG;3
レルム	دائرہ	レルム	دائرہ	PROPN	N;NOM;MASC;SG;3
レルム	مملکت.	レルム	مملکت.	PROPN	V;IPFV;SG;V.PTCP;ACT
ギャビー	بکواسی	ギャビー	بکواسی	PROPN	PROPN;NOM;MASC;SG;3
ギャビー	بکّو	ギャビー	بکّو	PROPN	PROPN;NOM;MASC;SG;3
ゲヘナ	تپنے	ゲヘナ	تپنا	PROPN	V;NFIN;ACT
ゲヘナ	جلنے	ゲヘナ	جل	PROPN	V;NFIN;ACT
サグ	قزاق.	サグ	قزاق.	PROPN	PROPN;NOM;MASC;SG;3
サグ	قزاق.	サグ	قزاق.	PROPN	PROPN;NOM;MASC;SG;3
サグ	ٹھگ	サグ	ٹھگ	PROPN	
忌まわしい	گھناؤنا	忌まわしい	گھناؤنا	ADJ	PROPN;NOM;MASC;SG;3
忌まわしい	گھناؤنا	忌まわしい	گھناؤنا	ADJ	PROPN;NOM;MASC;SG;3
忌まわしい	مکروہ	忌まわしい	مکروہ	ADJ	PROPN;NOM;MASC;SG;3
うなじ	گُدّی	うなじ	گُدّی	V	PROPN;NOM;MASC;SG;3
レギュレータ	ضابط	レギュレータ	ضابط	N	PROPN;NOM;MASC;SG;3
ベニバナ	قرطم	ベニバナ	قرطم	PROPN	
ベニバナ	کسم	ベニバナ	کسم	PROPN	
ディグ	سراہنا	ディグ	سراہ	PROPN	PROPN;NOM;MASC;SG;3
ディグ	چُبھونے	ディグ	چُبھونے	PROPN	V;NFIN
ディグ	سمجھنا	ディグ	سمجھ	PROPN	V;MASC;SG;NFIN;ACT
ディグ	سُرنگ	ディグ	سُرنگ	PROPN	PROPN;NOM;MASC;SG;3
ディグ	سراہنا	ディグ	سراہ	PROPN	PROPN;NOM;MASC;SG;3
ディグ	چُبھونے	ディグ	چُبھونے	PROPN	V;NFIN
ディグ	کھودنا	ディグ	کھود	PROPN	V;SG;NFIN;ACT
ディグ	سمجھنا	ディグ	سمجھ	PROPN	V;MASC;SG;NFIN;ACT
ディグ	سُرنگ	ディグ	سُرنگ	PROPN	PROPN;NOM;MASC;SG;3
エルゴ	پس.	エルゴ	پس.	PROPN	
エルゴ	لہٰذا	エルゴ	لہٰذا	PROPN	CONJ
ヘルペス	تبخال.	ヘルペス	تبخال.	N	PROPN;NOM;MASC;SG;3
下剤	مُسہِل.	下剤	مُسہِل.	N	PROPN;NOM;MASC;SG;3
下剤	مُلیّن.	下剤	مُلیّن.	N	PROPN;NOM;MASC;SG;3
下剤	جلّاب	下剤	جلّاب	N	PROPN;NOM;MASC;SG;3
ウーズ	دلدل	ウーズ	دلدل	PROPN	N;NOM;MASC;SG;3
ウーズ	رسنا	ウーズ	رسنا	PROPN	PROPN;NOM;MASC;SG;3
ウーズ	پسیجنا.	ウーズ	پسیجنا.	PROPN	
ウーズ	ٹپکنا	ウーズ	ٹپکنا	PROPN	V;SG;ACT
ウーズ	نقوع	ウーズ	نقوع	PROPN	PROPN;NOM;MASC;SG;3
ウーズ	کیچڑ.	ウーズ	کیچڑ.	PROPN	
ウーズ	گِلابہ	ウーズ	گِلابہ	PROPN	PROPN;NOM;MASC;SG;3
ウーズ	جھیل	ウーズ	جھیل	PROPN	N;NOM;MASC;SG;3
ウーズ	نقاعت.	ウーズ	نقاعت.	PROPN	PROPN;NOM;MASC;SG;3
ウーズ	دریا	ウーズ	دریا	PROPN	N;NOM;MASC;SG;3
真皮	ادمہ.	真皮	ادمہ.	N	PROPN;NOM;MASC;SG;3
真皮	کھال.	真皮	کھال.	N	V;PFV;MASC;SG;V.PTCP;ACT
メール	letter-box	メール	letter-box	N	PROPN;NOM;MASC;SG;3
ボサボサ	گھنے	ボサボサ	گھنا	PROPN	ADJ;NOM;MASC;SG
ボサボサ	گھنے	ボサボサ	گھنا	PROPN	ADJ;NOM;MASC;SG
ボサボサ	جھبرا	ボサボサ	جھبرا	PROPN	PROPN;NOM;MASC;SG;3
グラビテーション	تجاذب.	グラビテーション	تجاذب.	PROPN	PROPN;NOM;MASC;SG;3
フィランソロピー	سخاوت	フィランソロピー	سخاوت	PROPN	N;NOM;FEM;SG;3
フィランソロピー	دادودہش.	フィランソロピー	دادودہش.	PROPN	ADJ
プロンプト	پھرتیلا	プロンプト	پھرتیلا	N	PROPN;NOM;MASC;SG;3
プロンプト	ترنت	プロンプト	ترنت	N	PROPN;NOM;MASC;SG;3
プロンプト	فوراً	プロンプト	فوراً	N	ADV
バウンス	ارتجاع	バウンス	ارتجاع	N	PROPN;NOM;MASC;SG;3
バウンス	جہندگی	バウンス	جہندگی	N	PROPN;NOM;MASC;SG;3
バウンス	ہنکارنا	バウンス	ہنکارنا	N	V;SG;NFIN;ACT
デカダンス	پستی	デカダンス	پس	PROPN	ADJ
デカダンス	زوال	デカダンス	زوال	PROPN	N;NOM;MASC;SG;3
デカダンス	خرابی.	デカダンス	خرابی.	PROPN	PROPN;NOM;MASC;SG;3
スカンジウム	نرم	スカンジウム	نرم	PROPN	ADJ
コンフリクト	آویزش	コンフリクト	آویزش	N	PROPN;NOM;MASC;SG;3
コンフリクト	کشمکش.	コンフリクト	کشمکش.	N	ADJ
パグ	لومڑی.	パグ	لومڑی.	N	PROPN;NOM;MASC;SG;3
アジャイル	پھرتیلا	アジャイル	پھرتیلا	N	PROPN;NOM;MASC;SG;3
アジャイル	چست	アジャイル	چست	N	
アジャイル	مستعد.	アジャイル	مستعد.	N	PROPN;NOM;MASC;SG;3
ヒルガオ	لبلاب.	ヒルガオ	لبلاب.	PROPN	PROPN;NOM;MASC;SG;3
