de	say	de	say		
genişleme	확장	genişle	확장	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
bağlanmış	첨부	bağla	첨부	V;PFV;NFH;IND;SG;3;POS;PST;PASS	
bağlanmış	묶여	bağla	묶이+어	V;PFV;NFH;IND;SG;3;POS;PST;PASS	
bağlanmış	바운드	bağla	바운드	V;PFV;NFH;IND;SG;3;POS;PST;PASS	
aramaya	검색	ara	검색	V;PFV;DAT;IND;POS;PRS;V.MSDR	N
yanlışlıkla	우연히	yanlışlık	우연+히	N;INS;SG;3	ADV
lezbiyen	레즈비언	lezbiyen	레즈비언		N
lezbiyen	레즈비언	lezbiyen	레즈비언		N
tutsak	포로	tutsak	포로		N
tutsak	포로	tutsak	포로		N
tutsak	죄수	tutsak	죄수		N
sonsuza	영원	sonsuz	영원	ADJ;DAT;SG;3	
sonsuza	영원히	sonsuz	영원+히	ADJ;DAT;SG;3	ADV
sonsuza	forever	sonsuz	forever	ADJ;DAT;SG;3	
sonsuza	영원한	sonsuz	영원+하+ㄴ	ADJ;DAT;SG;3	V
emily	emily	emily	emily		
emily	에밀리	emily	에밀리		PROPN
haiti	아이티	hait	아이티		N
haiti	아이티	hait	아이티		N
üçüncüsü	세번째	üçüncü	세번+째	ADJ;NOM;SG;3	N
üçüncüsü	셋째	üçüncü	셋째	ADJ;NOM;SG;3	NUM
buluşma	랑데부	buluş	랑데부	V;PFV;NOM;IND;POS;PRS;V.MSDR	
buluşma	날짜	buluş	날짜	V;PFV;NOM;IND;POS;PRS;V.MSDR	
buluşma	데이트	buluş	데이트	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
buluşma	모임	buluş	모임	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
buluşma	회의	buluş	회의	V;PFV;NOM;IND;POS;PRS;V.MSDR	
buluşma	만남	buluş	만남	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
buluşma	미팅	buluş	미팅	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
kazanma	우승	kazan	우승		N
kazanma	승리	kazan	승리		N
fikirler	아이디어	fikir	아이디어	N;NOM;PL;3	
liderlik	리더십	liderlik	리더십	N;NOM;SG;3	
temelde	본질적으로	temel	본질+적+으로	ADJ;ESS;SG;3	ADV
temelde	기본적으로	temel	기본+적+으로	ADJ;ESS;SG;3	ADV
jimnastik	체조	jimnastik	체조		N
garcia	가르시아	garcia	가르시아	PROPN;NOM;SG;3	
minimum	최소	minim	최소	N;NOM;SG;3	
minimum	최소	minim	최소	N;NOM;SG;3	
cbs	cbs	cbs	cbs		
asistan	주민	asistan	주민		N
asistan	조교	asistan	조교		N
asistan	보조	asistan	보조		N
parametre	파라미터	parametre	파라미터	N;NOM;SG;3	
karşılaşma	일치하기	karşılaşma	일치+하+기		V
karşılaşma	일치합니다	karşılaşma	일치+하+ㅂ니다		V
karşılaşma	만남	karşılaşma	만남		N
bitkisel	채소	bitkisel	채소		N
bitkisel	야채	bitkisel	야채		N
sedan	세단	sedan	세단	PROPN;NOM;SG;3	N
topluluklar	커뮤니티	topluluk	커뮤니티	N;NOM;PL;3	
veronica	베로니카	veronica	베로니카		PROPN
hentbol	핸드볼	hentbol	핸드보+ㄹ	N;NOM;SG;3	
derinliği	깊이	derinlik	깊이	N;ACC;SG;3	
beğeni	평가	beğen	평가		N
beğeni	평가하기	beğen	평가+하+기		V
şifreleme	암호화	şifrele	암호화	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
şifreleme	암호화	şifrele	암호화	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
şifreleme	암호학	şifrele	암호학	V;PFV;NOM;IND;POS;PRS;V.MSDR	
chuck	투척	chuck	투척		N
wales	웨일스	wales	웨일스	PROPN;NOM;SG;3	PROPN
fetih	정복	fetih	정복		N
kulüpleri	클럽	kulüp	클럽	N;ACC;PL;3	
beyan	성명서	beyan	성명서		N
beyan	진술	beyan	진술		N
beyan	선언	beyan	선언		N
engellendi	차단	engelle	차단		N
engellendi	차단됨	engelle	차단+되+ㄴ		V
engellendi	차단되었습니다	engelle	차단+되+었+습니다		V
yakalandı	캡처	yakala	캡처	V;PFV;IND;SG;3;POS;PST;PASS	N
yakalandı	캡쳐	yakala	요치+어	V;PFV;IND;SG;3;POS;PST;PASS	
kaybeder	lose	kaybet	lose	V;IPFV;IND;SG;3;POS	
mevsim	계절	mevsim	계절		N
mevsim	계절	mevsim	계절		N
mevsim	계절	mevsim	계절		N
videoları	동영상	video	동영상	N;ACC;PL;3	
analitik	해석학	analitik	해석학		N
bulma	찾기	bul	찾+기		V
bahreyn	바레인	bahrey	바레인	PROPN;NOM;SG;3	PROPN
atp	atp	atp	atp		
turne	투어	tur	투+어		N
turne	관광	tur	관광		N
turne	둘러보기	tur	둘러보+기		V
turne	구경	tur	구경		N
turne	여행	tur	여행		N
kaydedilen	녹음	kaydet	녹음	V;PFV;IND;POS;PRS;V.PTCP;PASS	N
kaydedilen	녹화	kaydet	녹화	V;PFV;IND;POS;PRS;V.PTCP;PASS	N
ağaçlar	트리	ağaç	트리	N;NOM;PL;3	
bern	베른	bern	베르+ㄴ	PROPN;NOM;SG;3	
bulanık	흐리게	bulanık	흐리+게		CONJ
ispat	증명	ispat	증명		N
değişti	바꿨다	değiş	바꾸+었+다	V;PFV;IND;SG;3;POS;PST	
toplamak	수집	topla	수집	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
dolaşım	순환	dolaşım	순환		N
anlamsız	무의미한	anlamsız	무의미+하+ㄴ	ADJ	V
anlamsız	무의미하다	anlamsız	무+의미+하+다	ADJ	V
bataklık	마시	bataklık	마시	N;NOM;SG;3	
katılacak	참석	kat	참석	V;PFV;IND;SG;3;POS;FUT;PASS	N
palermo	팔레르모	palermo	팔레르모	PROPN;NOM;SG;3	PROPN
havzası	분지	havza	분지	N;NOM;SG;3	
blackburn	블랙번	blackburn	블랙번	PROPN;NOM;SG;3	PROPN
asi	반군	asi	반군		N
nielsen	nielsen	niel	nielsen		
yasadışı	불법	yasa	불법		N
gps	gps	gps	gps	N;NOM;SG;3	
fiziki	물리적	fizik	물리+적		N
fiziki	물리	fizik	물리		N
riski	위험	riski	위험		N
riski	리스크	riski	리스크		N
quebec	퀘벡	quebec	퀘벡	PROPN;NOM;SG;3	PROPN
teşhis	식별하기	teşhis	식별+하+기	N;NOM;SG;3	V
tavşan	토끼	tavşan	토끼		N
tavşan	토끼	tavşan	토끼		N
tavşan	토끼	tavşan	토끼		N
piknik	피크닉	piknik	피크닉	N;NOM;SG;3	
piknik	소풍	piknik	소풍	N;NOM;SG;3	
hayvanat	동물원	hayvanat	동물원	ADJ;NOM;SG;3	N
iğne	주사	iğne	주사	N;NOM;SG;3	
iğne	주사	iğne	주사	N;NOM;SG;3	
iğne	pin	iğne	pin	N;NOM;SG;3	
iğne	고정	iğne	고정	N;NOM;SG;3	
eşsiz	고유	eşsiz	고유	ADJ	
eşsiz	독특한	eşsiz	독특+하+ㄴ	ADJ	V
deve	낙타	deve	낙타		N
deve	낙타	deve	낙타		N
granada	그라나다	grana	그라나다	PROPN;ESS;SG;3	PROPN
vokalist	보컬	vokalist	보+니+ㄴ		N
ameliyat	수술과	ameliyat	수술+과	N;NOM;SG;3	CONJ
mercury	수성은	mercury	수성+은	PROPN;NOM;SG;3	N
mercury	수성	mercury	수성	PROPN;NOM;SG;3	N
mercury	머큐리	mercury	머큐리	PROPN;NOM;SG;3	
kaplar	컨테이너	kap	컨테이너	N;NOM;PL;3	
harfler	글자	harf	글자	N;NOM;PL;3	
taşlar	바위	taş	바위	ADJ;NOM;PL;3	
hesaplama	컴퓨팅	hesaplama	컴퓨팅	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
hesaplama	계산법	hesaplama	계산법	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
hesaplama	계산	hesaplama	계산	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
madagaskar	마다가스카	madagaskar	마다가스카	N;NOM;SG;3	
madagaskar	마다가스카르	madagaskar	마다가스카르	N;NOM;SG;3	PROPN
ekvator	적도	ekvator	적+도		ADV
ekvator	에콰도르	ekvator	에콰도르		PROPN
jonas	조나스	jonas	조나스		PROPN
tarafsızlık	중립	tarafsızlık	중립	N;NOM;SG;3	
motorları	엔진	motor	엔진	N;ACC;PL;3	
touch	touch	touch	touch		
touch	터치	touch	터치		N
discovery	디스커버리	discovery	디스크리리	N;NOM;SG;3	
bahçeleri	낙원	bahçe	낙원	N;ACC;PL;3	
bahçeleri	정원	bahçe	정원	N;ACC;PL;3	
takas	무역	takas	무역		N
takas	트레이딩	takas	트레이딩		N
takas	거래	takas	거래		N
takas	무역	takas	무역		N
takas	바꾸기	takas	바꾸+기		V
takas	스왑	takas	스왑		N
takas	교환	takas	교환		N
romen	루마니아	romen	루마니아		PROPN
romen	루마니아인	romen	루마니아인		N
romen	루마니아어	romen	루마니아어		PROPN
komplo	플롯	komplo	플롯		N
komplo	프레임	komplo	프레임		N
açıklamalar	자막	açıkla	자막	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
store	매장	store	매장		N
store	상점	store	상점		N
iletim	변속기	iletim	변속기		N
iletim	전송	iletim	전송		N
hawks	호크스	hawks	호크스	PROPN;NOM;SG;3	PROPN
beatles	beatles	beatles	beatles		
beatles	비틀즈	beatles	비틀즈		N
kumaş	직물	kumaş	직물		N
reaksiyon	반응	reaksiyon	반응		N
reaksiyon	공감	reaksiyon	공감		N
odak	집중	odak	집중		N
odak	집중하기	odak	집중+하+기		V
odak	포커스	odak	포커스		N
düsseldorf	뒤셀도르프	düsseldorf	뒤셀도르프	PROPN;NOM;SG;3	PROPN
sınav	퀴즈	sınav	퀴즈	N;NOM;SG;3	
tarama	스캐닝	tarama	스캐닝		N
tarama	브라우징	tarama	브라우징		N
tüyleri	깃털	tüy	깃털	ADJ;NOM;PL;3	N
tüyleri	깃털	tüy	깃털	ADJ;NOM;PL;3	N
kenneth	케네스	kenneth	케네스		PROPN
satürn	토성	satürn	토성		N
karesi	광장	kare	광장		N
komisyon	위원회	komisyon	위원회		N
komisyon	중개	komisyon	중개		N
favori	favourite	favori	favourite		
favori	즐겨	favori	즐기+어		CONJ
favori	좋아하는	favori	좋아하+는		V
şef	주방장	şef	주방장		N
şef	셰프	şef	셰프		N
şef	과장	şef	과장		N
vergisi	납세	vergi	납세	N;NOM;SG;3	
telgraf	전보	telgraf	전보		N
leone	레온	leone	레온	PROPN;NOM;SG;3	
herkül	허큘리스	herkül	허큘리스		PROPN
herkül	헤라클레스	herkül	헤라클레스		PROPN
ilim	지식인	ilim	지식인		N
ilim	지식	ilim	지식		N
bond	채권	bond	채권		N
bond	결합	bond	결합		N
gözde	즐겨	gözde	즐기+어		CONJ
gözde	좋아하는	gözde	좋아하+는		V
tecrübe	경험	tecrübe	경험		N
tecrübe	체험	tecrübe	체험		N
andromeda	안드로메다	androme	안드로메+이+다		PROPN
dalları	나뭇가지	dal	나뭇가+지	N;NOM;PL;3	CONJ
durak	정류장	durak	정류장		N
kızılötesi	적외선	kızılöte	적외선	N;NOM;SG;3	
soğutma	냉각	soğut	냉각		N
soğutma	냉방	soğut	냉방		N
soğutma	냉각	soğut	냉각		N
nereye	어디서	nere	어디+서	PRO;DAT;SG;3	ADV
nereye	어디	nere	어디	PRO;DAT;SG;3	
nereye	어디에	nere	어디+에	PRO;DAT;SG;3	ADV
nereye	어디로	nere	어디+로	PRO;DAT;SG;3	ADV
step	단계	step	단계		N
inanılmaz	놀라운	inan	놀랍+ㄴ	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
inanılmaz	어메이징	inan	어메이+징	V;IPFV;IND;NEG;V.PTCP;PASS	
inanılmaz	놀라운	inan	놀랍+ㄴ	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ
damar	정맥	damar	정맥		N
rumen	루마니아	rumen	루마니아		PROPN
rumen	루마니아인	rumen	루마니아인		N
rumen	루마니아어	rumen	루마니아어		PROPN
psv	psv	psv	ps+만		
mürettebat	크루	mürettebat	크루	N;NOM;SG;3	
göreceli	상대	gör	상대		N
göreceli	상대적	gör	상대+적		N
göreceli	친척	gör	친척		N
lane	레인	la	레인	PROPN;NOM;SG;3	
lane	차로	la	차로	PROPN;NOM;SG;3	
organları	장기	organ	장기	N;NOM;PL;3	
mühimmat	탄약	mühimmat	탄약		N
louise	루이즈	loui	루이즈	PROPN;NOM;SG;3	PROPN
galiçya	갈리시아	galiçya	갈리시아	N;NOM;SG;3	
galiçya	갈리시아어	galiçya	갈리시아어	N;NOM;SG;3	
izlenen	모니터링	izle	모니터링	V;PFV;IND;POS;PRS;V.PTCP;PASS	
stand	스탠드	stand	스탠드		N
notları	노트	not	노트	N;ACC;PL;3	
kavramları	컨셉	kavram	컨셉	N;ACC;PL;3	
kavramları	concepts	kavram	concepts	N;ACC;PL;3	
çözmek	해결	çöz	해결	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
eurobasket	유로바스켓	eurobasket	유로바스켓	N;NOM;SG;3	
zıt	반대로	zıt	반대+로		ADV
zıt	반대	zıt	반대		N
yatılı	탑승	yatılı	탑승		N
kılavuzu	안내서	kılavuz	안내서	N;ACC;SG;3	
mig	mig	mig	mig		
atı	ati	at	ati		
masal	이야기	masal	이야기		N
masal	스토리	masal	스토리		N
masal	소식	masal	소식		N
dinlenme	레크리에이션	dinlen	레크리에이션	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	
dinlenme	쉬어	dinlen	쉬+어	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	
dinlenme	휴식	dinlen	휴식	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N
mhz	mhz	mhz	mhz		
tatmin	만족도	tatmin	만족+도		N
britney	브리트니	britney	브리트니		PROPN
britney	britney	britney	britney		
porsche	포르쉐	porsche	포르쉐		PROPN
eğlenceli	재미	eğlenceli	재미	ADJ	N
malcolm	맬컴	malcolm	맬컴		N
kentucky	켄터키	kentucky	켄터키		PROPN
enzim	효소	enzi	효소		N
enzim	효소	enzi	효소		N
haksız	불공평한	haksız	불공평+하+ㄴ		V
seti	집합	set	집합		N
seti	설정	set	설정		N
makina	머신	makina	머신		N
makina	기계	makina	기계		N
makina	기계	makina	기계		N
makina	머신	makina	머신		N
makina	기계	makina	기계		N
tasarımcı	디자이너는	tasarımcı	디자+이너+는		N
tasarımcı	설계자	tasarımcı	설계자		N
jesse	제시	jesse	제시		N
sır	비밀	sır	비밀		N
sır	비밀	sır	비밀		N
boyutları	크기	boyut	크기	N;ACC;PL;3	
taşınan	감동	taşı	감동	V;PFV;IND;POS;PRS;V.PTCP;PASS	
andre	안드레	andre	안드레		PROPN
andre	안드레	andre	안드레		PROPN
roller	역할	rol	역할		N
edwards	에드워즈	edwar	에드워즈		PROPN
italia	이탈리아	italia	이탈리아	PROPN;NOM;SG;3	PROPN
helena	헬레나	helen	헬레+나	PROPN;NOM;SG;3	PROPN
tartışmaları	토론	tartış	토론	V;PFV;NOM;IND;POS;PRS;V.MSDR	
tartışmaları	논의	tartış	논의	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
katliam	학살	katlia	학살		N
varsayılan	기본값	varsa	기본값		N
varsayılan	기본	varsa	기본		N
lanka	스리랑카	lanka	스리랑카	PROPN;NOM;SG;3	PROPN
kodları	코드	kod	코드	N;ACC;PL;3	
holmes	홈스	holmes	홈스		N
çember	circle	çember	circle		
hatalar	벅스	hata	벅스	N;NOM;PL;3	
hatalar	버그	hata	버그	N;NOM;PL;3	
diamond	다이아몬드	diamond	다이아몬드	N;NOM;SG;3	
meşru	합법적인	meşru	합법+적+이+ㄴ		V
kaçmak	탈출	kaç	탈출	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
asal	소수	asal	소수		N
iskandinav	노르딕	iskandinav	노르딕	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	
iskandinav	스칸디나비아	iskandinav	스칸디나비아	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	PROPN
iskandinav	스칸디나비아	iskandinav	스칸디나비아	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	PROPN
kronik	만성적인	kronik	만성+적+이+ㄴ		V
kronik	만성	kronik	만성		N
yarışmaları	콘테스트	yarış	콘테스트	V;PFV;NOM;IND;POS;PRS;V.MSDR	
osetya	오세티야	osetya	오세티야	PROPN;NOM;SG;3	
çim	잔디	çim	잔디		N
çim	잔디	çim	잔디		N
taşınabilir	포터블	taşı	포터블	V;IPFV;IND;SG;3;POS;PASS	N
taşınabilir	휴대	taşı	휴대	V;IPFV;IND;SG;3;POS;PASS	N
taşınabilir	휴대용	taşı	휴대용	V;IPFV;IND;SG;3;POS;PASS	N
sn	sec	sn	sec		
balıkçı	어부	balıkçı	어부		N
balıkçı	어부	balıkçı	어부		N
kaçış	탈출	kaçış	탈출		N
kaçış	탈출	kaçış	탈출		N
solomon	솔로몬	solomon	솔로몬	PROPN;NOM;SG;3	
heyet	위원회	heyet	위원회		N
productions	프로덕션	productions	프로덕션	N;NOM;SG;3	
productions	프로덕션스	productions	프로덕션스	N;NOM;SG;3	
dresden	드레스덴	dre	드레스덴	PROPN;AT+ABL;SG;3	PROPN
vancouver	밴쿠버	vancouver	밴쿠버	PROPN;NOM;SG;3	PROPN
kampanya	캠페인	kampanya	캠페인	N;NOM;SG;3	
davud	데이비드	davud	데이비드		PROPN
davud	다비드	davud	다비드		PROPN
hughes	휴스	hughes	휴스		PROPN
kawasaki	가와사키	kawasaki	가와사키		PROPN
rotterdam	로테르담	rotter	로테르담	PROPN;NOM;SG;3	PROPN
uganda	우간다	uga	우간+이+다	PROPN;NOM;SG;3	PROPN
karikatür	코믹스	karikat	코믹스		N
karikatür	만화	karikat	만화		N
karikatür	만화가	karikat	만화+가		N
karikatür	만화	karikat	만화		N
karikatür	만화가	karikat	만화+가		N
karikatür	만화	karikat	만화		N
masaüstü	데스크톱	masaüst	데스크톱		N
masaüstü	데스크톱	masaüst	데스크톱		N
masaüstü	데스크탑	masaüst	데스크탑		N
zirve	정상회담	zirve	정상회담		N
zirve	회담	zirve	회담		N
zirve	정상회의	zirve	정상회+의		N
armağan	선물	armağan	선물		N
gelişmekte	개발	geliş	개발	V;PROG;IND;SG;3;POS;FORM;PRS	N
azaltmak	축소	azal	축소	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N
satıldı	판매	sat	판매	V;PFV;IND;SG;3;POS;PST;PASS	N
atölyesi	워크샵	atölye	워크샵	N;NOM;SG;3	
atölyesi	워크숍	atölye	워크숍	N;NOM;SG;3	
beslenir	피드	besle	피드	V;IPFV;IND;SG;3;POS;PASS	N
üstte	인기	üst	인기	ADJ;ESS;SG;3	N
üstte	top	üst	top	ADJ;ESS;SG;3	
angela	안젤로	angela	안젤+로		ADV
ihmal	방치	ihmal	방치		N
geometri	기하학	geometri	기하학		N
chiba	치바	chiba	치바	PROPN;NOM;SG;3	
chiba	지바	chiba	지바	PROPN;NOM;SG;3	
görkemli	영광스러운	görkemli	영광+스럽+ㄴ		V
seyir	탐색	seyir	탐색		N
kaydedildi	녹음	kaydet	녹음	V;PFV;IND;SG;3;POS;PST;PASS	N
kaydedildi	녹화	kaydet	녹화	V;PFV;IND;SG;3;POS;PST;PASS	N
ritim	리듬	ritim	리듬		N
cnn	cnn	cin	cnn		
mount	마운트	mount	마운트	PROPN;NOM;SG;3	
danışman	컨설턴트	danış	컨설턴트		N
dinar	디나르	dinar	디나르		PROPN
mir	mir	mir	mir		
objektif	렌즈	objektif	렌즈		N
objektif	목적	objektif	목적		N
objektif	목표	objektif	목표		N
tanzanya	탄자니아	tanzan	탄자니아	PROPN;NOM;SG;3	PROPN
aç	배고픈	aç	배고프+ㄴ		V
sözcükler	words	sözcük	words	N;NOM;PL;3	
sözcükler	단어	sözcük	단어	N;NOM;PL;3	
incir	무화과	incir	무화+과		CONJ
incir	fig	incir	fig		
incir	무화과	incir	무화+과		CONJ
kayıplar	손해	kayıp	손해	N;NOM;PL;3	
delhi	델리	delhi	델리	PROPN;NOM;SG;3	
hiçbiri	없음	hiçbiri	없+ㅁ	PRO;NOM;SG;3	
bağırsak	창자	bağır	창자	V;PFV;PL;1;POS;PRS	N
bağırsak	콜론	bağır	콜론	V;PFV;PL;1;POS;PRS	
bağırsak	대장	bağır	대장	V;PFV;PL;1;POS;PRS	N
bağırsak	내장	bağır	내장	V;PFV;PL;1;POS;PRS	
jeoloji	지질학	jeoloji	지질학		N
jeoloji	지질	jeoloji	지질		N
jeoloji	지질학	jeoloji	지질학		N
dem	dem	de	dem		
bilhassa	특히	bilhassa	특히		ADV
bilhassa	특히	bilhassa	특히		ADV
gençleri	십대	genç	십대	ADJ;ACC;PL;3	N
gençleri	청소년	genç	청소년	ADJ;ACC;PL;3	N
rom	rom	rom	rom		
sofia	소피아	sofia	소피아		PROPN
grey	회색	grey	회색		N
devasa	거대한	devasa	거대+하+ㄴ		V
ghost	유령	ghost	유령		N
düşüş	슬럼프	düşüş	슬럼프		N
düşüş	줄이기	düşüş	줄이+기		V
düşüş	감소	düşüş	감소		N
düşüş	거부	düşüş	거부		N
düşüş	쇠퇴	düşüş	쇠퇴		N
düşüş	떨어지지	düşüş	떨어지+지		V
düşüş	떨어지는	düşüş	떨어지+는		V
vekil	프록시	vekil	프록시		N
vekil	대리	vekil	대리		N
vekil	부관	vekil	부관		N
kalsiyum	칼슘	kalsiyum	칼슘		N
ideoloji	이데올로기	ideoloji	이데올로기		N
plaka	접시	plaka	접시		N
saltanatı	reign	saltanat	reign	N;NOM;SG;3	
metropolitan	메트로폴리탄	metropolitan	메트로폴리탄		PROPN
kapıları	게이츠	kapı	게이츠	N;ACC;PL;3	
hero	영웅	hero	영웅		N
şahit	증인	şahit	증인		N
şahit	목격자	şahit	목격자		N
şahit	목격자	şahit	목격자		N
şahit	증인	şahit	증인		N
şahit	증언	şahit	증언		N
vfl	vfl	vfl	vfl		
mevki	직위	mevki	직위		N
mevki	포지션	mevki	포지션		N
lil	lil	lil	lil		
lionel	리오넬	lionel	리오넬		PROPN
mısırlı	이집트	mısırlı	이집트		PROPN
kullanışlı	편리하다	kullanışlı	편리+하+다		V
kullanışlı	유용하다	kullanışlı	유용+하+다		V
kullanışlı	유용합니다	kullanışlı	유용+하+ㅂ니다		V
pul	우표	pul	우표		N
pul	우표	pul	우표		N
pul	저울	pul	저우+ㄹ		N
gözlemevi	천문대	gözlemevi	천문대		N
pazartesi	월요일부터	pazartesi	월요일+부터		ADV
hamlet	햄릿	hamlet	햄릿		PROPN
mississippi	미시시피	mississippi	미시시피	N;NOM;SG;3	PROPN
mağarası	케이브	mağara	케이브	N;NOM;SG;3	
marina	마리나	marina	마리+나	N;DAT;SG;3	
spesifik	구체적	spesifik	구체+적		N
bilinç	의식	bilinç	의식		N
sms	sms	sms	sms		
eğri	커브	eğri	커브		N
odun	나무	odun	나무		N
odun	목재	odun	목재		N
rahatsızlık	소란	rahatsızlık	소란	N;NOM;SG;3	
rahatsızlık	불편함	rahatsızlık	불편+하+ㅁ	N;NOM;SG;3	V
panorama	파노라마	panor	파노라마	N;NOM;SG;3	
bira	맥주	bira	맥주		N
bira	맥주	bira	맥주		N
bmw	bmw	bmw	bmw	N;NOM;SG;3	
yurtdışı	해외로	yurtdışı	해외+로		ADV
yurtdışı	해외로	yurtdışı	해외+로		ADV
denetleme	점검	denetle	점검	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
denetleme	검사	denetle	검사	V;PFV;NOM;IND;POS;PRS;V.MSDR	N
basında	프레스	bas	프레스	N;ESS;SG;3	
basında	누르기	bas	누르+기	N;ESS;SG;3	V
işlev	함수	işlev	함수		N
mikro	마이크로소프트	mikro	마이크로소프트		N
armut	pear	armut	pear		
hopkins	홉킨스	hopkins	홉킨스		PROPN
mekân	장소	mekân	장소		N
mekân	공연장	mekân	공연장		N
atlantic	애틀랜틱	atlantic	애틀랜틱	PROPN;NOM;SG;3	
atlantic	대서양	atlantic	대서양	PROPN;NOM;SG;3	
evlat	boy	evlat	boy		
evlat	소년	evlat	소년		N
evlat	남자아이	evlat	남자아+이		N
evlat	아들	evlat	아들		N
string	문자열	string	문자열		N
çaldı	훔쳤다	çal	훔치+었+다	V;PFV;IND;SG;3;POS;PST	
kızılderilileri	인디언스	kızılderili	인디언스	V;PFV;NOM;IND;POS;PRS;V.MSDR	PROPN
kızılderilileri	인디언	kızılderili	인디언	V;PFV;NOM;IND;POS;PRS;V.MSDR	
mar	mar	mar	mar		
çevik	민첩	çevik	민첩		N
basılmış	인쇄물	basıl	인쇄물	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N
basılmış	인쇄	basıl	인쇄	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N
bach	바흐	bach	바흐		PROPN
başlıyor	시작	başla	시작	V;PROG;IND;SG;3;POS;INFM;PRS	N
başlıyor	시작	başla	시작	V;PROG;IND;SG;3;POS;INFM;PRS	N
edmund	에드먼드	ed	에드먼드		PROPN
delil	증명	delil	증명		N
delil	증거	delil	증거		N
delil	증거	delil	증거		N
kurtarır	구출	kurtar	구출	V;IPFV;IND;SG;3;POS	N
izole	격리	izole	격리		N
izole	고립	izole	고립		N
izole	고립	izole	고립		N
izole	고립	izole	고립		N
senatör	상원	senatör	상원		N
senatör	상원의원	senatör	상원의원		N
varisi	상속인	vari	상속+이+ㄴ	N;NOM;SG;3	V
varisi	상속자	vari	상속자	N;NOM;SG;3	
sözcüsü	대변인	sözcü	대변인	N;NOM;SG;3	
sözcüsü	대변인	sözcü	대변인	N;NOM;SG;3	
turbo	터보	turbo	터보		N
