del	del	del	del	ADP;MASC;SG	N;INDF;MASC+FEM;SG
detenido	arresterede	detenido	arrestere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
detenido	anholdte	detenido	anholde	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
detenido	anholdt	detenido	anholde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
detenido	arresteret	detenido	arrestere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
detenido	tilbageholdte	detenido	tilbageholde	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
detenido	tilbageholdt	detenido	tilbageholde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
golden	gyldent	golden	gylden	N;MASC;SG	ADJ;INDF;NEUT;SG
golden	gyldne	golden	gylden	N;MASC;SG	ADJ;PL
nominado	nominerede	nominar	nominere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
nominado	udnævnt	nominar	udnævne	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
nominado	nomineret	nominar	nominere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
nominado	nominerede	nominar	nominere	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
nominado	udpeget	nominar	udpege	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
alcanzado	nået	alcanzado	nå	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
alcanzado	nåede	alcanzado	nå	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
alcanzado	opnåede	alcanzado	opnå	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
alcanzado	opnået	alcanzado	opnå	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
festivales	festival	festival	festival	N;MASC;PL	N;INDF;MASC+FEM;SG
elegidos	valgt	elegido	vælge	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
elegidos	udvalgt	elegido	udvælge	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
elegidos	valgte	elegido	vælge	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
elegidos	valgt	elegido	vælge	ADJ;MASC;PL;V.PTCP	V;INDF;SG;PST;V.PTCP
elegidos	folkevalgt	elegido	folkevalge	ADJ;MASC;PL;V.PTCP	ADJ;INDF;SG
elegidos	folkevalgte	elegido	folkevalge	ADJ;MASC;PL;V.PTCP	V;PL;PST;V.PTCP
elegidos	valgte	elegido	vælge	ADJ;MASC;PL;V.PTCP	V;IND;PST;FIN;ACT
vale	okay	valer	okay	V;IND;SG;3;PRS;FIN	ADJ
vale	vale	valer	vale	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
pabellón	ward	pabellón	ward	N;MASC;SG	
springer	springer	springer	springe	N	V;IND;PRS;FIN;ACT
jason	jason	jason	jason	PROPN	
missouri	missouri	missouri	missouri	N;MASC;SG	
expertos	sagkyndige	experto	sagkyndig	N;MASC;PL	ADJ;PL
expertos	sagkyndig	experto	sagkyndig	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
expertos	eksperten	experto	ekspert	N;MASC;PL	N;DEF;MASC+FEM;SG
expertos	ekspert	experto	ekspert	N;MASC;PL	N;INDF;MASC+FEM;SG
necesarios	nødvendig	necesario	nødvendig	ADJ;MASC;PL	ADJ;INDF;MASC+FEM;SG
necesarios	nødvendigt	necesario	nødvendig	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
asesino	dræber	asesino	dræbe	N;MASC;SG	V;IND;PRS;FIN;ACT
asesino	killer	asesino	kille	N;MASC;SG	N;INDF;MASC+FEM;PL
tecnológico	teknologien	tecnológico	teknologi	ADJ;MASC;SG	N;DEF;MASC+FEM;SG
tecnológico	teknologi	tecnológico	teknologi	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
tecnológico	teknologisk	tecnológico	teknologisk	ADJ;MASC;SG	ADV
prima	premium	prima	premium	N;FEM;SG	
prima	prima	prima	prima	N;FEM;SG	
elegida	valgt	elegido	vælge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
elegida	udvalgt	elegido	udvælge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
elegida	valgte	elegido	vælge	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
elegida	valgt	elegido	vælge	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
elegida	folkevalgte	elegido	folkevalge	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
elegida	valgte	elegido	vælge	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN;ACT
masas	masse	masa	masse	N;FEM;PL	N;INDF;MASC+FEM;SG
masas	massevis	masa	massevis	N;FEM;PL	ADV
masas	masse	masa	masse	N;FEM;PL	N;INDF;MASC+FEM;SG
masas	mass	masa	mass	N;FEM;PL	
masas	messe	masa	messe	N;FEM;PL	N;INDF;MASC+FEM;SG
paralelo	parallelt	paralelo	parallelt	ADJ;MASC;SG	ADV
paralelo	parallel	paralelo	parallel	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
paralelo	parallelle	paralelo	parallel	ADJ;MASC;SG	ADJ;PL
empezar	start	empezar	start	V;NFIN	N;INDF;MASC+FEM;SG
demostrado	vist	demostrado	vise	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
demostrado	beviste	demostrado	beviste	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
demostrado	bevist	demostrado	bevist	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
demostrado	påvist	demostrado	påvise	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
demostrado	dokumenteret	demostrado	dokumenteret	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
demostrado	bevist	demostrado	bevist	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
demostrado	demonstreret	demostrado	demonstrere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
demostrado	påviste	demostrado	påvise	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
demostrado	demonstrerede	demostrado	demonstrere	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
demostrado	påvist	demostrado	påvise	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
disputado	anfægtede	disputado	anfægte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
disputado	anfægtet	disputado	anfægte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
disputado	bestridt	disputado	bestridt	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
disputado	anfægtede	disputado	anfægte	ADJ;MASC;SG;V.PTCP	V;IND;PST;FIN;ACT
disputado	omtvistede	disputado	omtviste	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
disputado	omstridte	disputado	omstridt	ADJ;MASC;SG;V.PTCP	ADJ;PL
disputado	anfægtet	disputado	anfægte	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
wikimedia	wikimedia	wikimedia	wikimedia	ADJ;FEM;SG	
moon	moon	moon	moon	N	
viajar	travel	viajar	travel	V;NFIN	
viajar	rejser	viajar	rejse	V;NFIN	N;INDF;MASC+FEM;PL
viajar	rejse	viajar	rejse	V;NFIN	N;INDF;MASC+FEM;SG
viajar	rejser	viajar	rejse	V;NFIN	N;INDF;MASC+FEM;PL
viajar	rejser	viajar	rejse	V;NFIN	N;INDF;MASC+FEM;PL
toros	toros	toro	toros	N;MASC;PL	
toros	tyrefægtning	toro	tyrefægtning	N;MASC;PL	N;INDF;MASC+FEM;SG
toros	bulls	toro	bulls	N;MASC;PL	N;INDF;MASC+FEM;SG
anuales	årlig	anual	årlig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
anuales	årligt	anual	årligt	ADJ;PL	ADV
anuales	årlig	anual	årlig	ADJ;PL	ADJ;INDF;MASC+FEM;SG
anuales	årligt	anual	årligt	ADJ;PL	ADV
informó	indberettede	informar	indberette	V;IND;SG;3;PST;FIN	ADJ;PL
diplomático	diplomater	diplomático	diplomat	N;MASC;SG	N;INDF;MASC+FEM;PL
malasia	malaysia	malasio	malaysia	N;FEM;SG	
malasia	malaysiske	malasio	malaysisk	N;FEM;SG	ADJ;PL
adams	adams	adams	adams	N;MASC;SG	
marinos	marinesoldat	marino	marinesoldat	N;MASC;PL	N;INDF;MASC+FEM;SG
marinos	marine	marino	marine	N;MASC;PL	N;INDF;MASC+FEM;SG
lingüística	lingvistik	lingüístico	lingvistik	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
mencionar	nævn	mencionar	nævn	V;NFIN	N;INDF;NEUT;SG
ross	ross	ross	ross	PROPN	N;INDF;MASC+FEM;SG
jerónimo	geronimo	jerónimo	geronimo	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
jerónimo	jerónimo	jerónimo	jerónimo	ADJ;MASC;SG	
jerónimo	jerome	jerónimo	jerome	ADJ;MASC;SG	
cumple	fødselsdagen	cumplir	fødselsdag	V;IND;SG;3;PRS;FIN	N;DEF;MASC+FEM;SG
cumple	fødselsdag	cumplir	fødselsdag	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
electricidad	el	electricidad	el	N;FEM;SG	
electricidad	elektriske	electricidad	elektrisk	N;FEM;SG	ADJ;PL
electricidad	elektrisk	electricidad	elektrisk	N;FEM;SG	ADJ;INDF;SG
electricidad	elektriske	electricidad	elektrisk	N;FEM;SG	ADJ;PL
electricidad	elektrisk	electricidad	elektrisk	N;FEM;SG	ADJ;INDF;SG
típica	typisk	típico	typisk	ADJ;FEM;SG	ADV
típica	typiske	típico	typisk	ADJ;FEM;SG	ADJ;PL
robin	robin	robin	robin	PROPN	
atmósfera	atmosfæriske	atmósfera	atmosfærisk	N;FEM;SG	ADJ;PL
atmósfera	atmosfærisk	atmósfera	atmosfærisk	N;FEM;SG	ADJ;INDF;SG
madonna	madonna	madonna	madonna	N;FEM;SG	
colectivo	kollektivt	colectivo	kollektivt	N;MASC;SG	ADV
colectivo	kollektiv	colectivo	kollektiv	N;MASC;SG	ADJ;INDF;SG
vacío	tomme	vacío	tom	N;MASC;SG	ADJ;PL
vacío	tomt	vacío	tom	N;MASC;SG	ADJ;INDF;NEUT;SG
vacío	tom	vacío	tom	N;MASC;SG	
requisitos	krav	requisito	krav	N;MASC;PL	N;INDF;NEUT;SG
movie	movie	movie	movie	N;SG	
movie	film	movie	film	N;SG	N;INDF;MASC+FEM;PL
diana	diana	diano	diana	N;FEM;SG	
diana	diane	diano	diane	N;FEM;SG	
únicos	entydigt	único	entydig	ADJ;MASC;PL	ADV
únicos	unik	único	unik	ADJ;MASC;PL	ADJ;INDF;MASC+FEM;SG
únicos	unikt	único	unikt	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
elevada	høje	elevado	høj	ADJ;FEM;SG;V.PTCP	ADJ;PL
elevada	forhøjet	elevado	forhøje	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
elevada	forhøjede	elevado	forhøje	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
elevada	ophøjet	elevado	ophøj	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
nieve	vinterdæk	nieve	vinterdæk	N;FEM;SG	N;INDF;MASC+FEM;PL
pares	peer	par	peer	N;MASC;PL	N;INDF;MASC+FEM;SG
pares	par	par	par	N;MASC;PL	N;INDF;NEUT;SG
pares	ligestillede	par	ligestillet	N;MASC;PL	V;PL;PST;V.PTCP
pares	jævnaldrende	par	jævnaldrende	N;MASC;PL	ADJ
comunistas	kommunist	comunista	kommunist	N;PL	N;INDF;MASC+FEM;SG
comunistas	kommunistiske	comunista	kommunistisk	N;PL	ADJ;PL
comunistas	kommunistisk	comunista	kommunistisk	N;PL	ADV
colina	hill	colina	hill	N;FEM;SG	
cuerda	streng	cuerda	streng	N;FEM;SG	ADJ;INDF;MASC+FEM;SG
espectáculos	underholdning	espectáculo	underholdning	N;MASC;PL	N;INDF;MASC+FEM;SG
espectáculos	viser	espectáculo	vise	N;MASC;PL	V;IND;PRS;FIN;ACT
espectáculos	shows	espectáculo	shows	N;MASC;PL	N;INDF;NEUT;SG
señores	gentlemen	señor	gentleman	N;MASC;PL	
señores	lords	señor	lord	N;MASC;PL	
aplica	anvend	aplicar	anvende	V;IND;SG;3;PRS;FIN	V;IMP
promocional	salgsfremmende	promocional	salgsfremme	ADJ;SG	V;PRS;V.PTCP
chicas	girls	chica	girls	N;FEM;PL	
vizcaya	vizcaya	vizcaya	vizcaya	N;FEM;SG	
relacionada	relaterede	relacionado	relatere	ADJ;FEM;SG;V.PTCP	V;PL;PST;V.PTCP
relacionada	relateret	relacionado	relatere	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
relacionada	beslægtet	relacionado	beslægte	ADJ;FEM;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
aparato	apparater	aparato	apparat	N;MASC;SG	N;INDF;NEUT;PL
variables	variable	variable	variable	N;FEM;PL	ADJ;PL
variables	variabel	variable	variabel	N;FEM;PL	N;INDF;MASC+FEM;SG
variables	variablen	variable	variable	N;FEM;PL	N;DEF;MASC+FEM;SG
variables	variable	variable	variable	N;FEM;PL	ADJ;PL
poderoso	mægtige	poderoso	mægtig	ADJ;MASC;SG	ADJ;PL
poderoso	kraftigt	poderoso	kraftigt	ADJ;MASC;SG	ADV
poderoso	magtfulde	poderoso	magtfulde	ADJ;MASC;SG	ADJ;PL
poderoso	stærkt	poderoso	stærkt	ADJ;MASC;SG	ADV
nacionalista	nationalistisk	nacionalista	nationalistisk	N;SG	ADJ;INDF;SG
nacionalista	nationalistiske	nacionalista	nationalistisk	N;SG	ADJ;PL
nacionalista	nationalistisk	nacionalista	nationalistisk	N;SG	ADJ;INDF;SG
nacionalista	nationalistiske	nacionalista	nationalistisk	N;SG	ADJ;PL
combates	bekæmper	combate	bekæmpe	N;MASC;PL	V;IND;PRS;FIN;ACT
combates	kamp	combate	kamp	N;MASC;PL	N;INDF;MASC+FEM;SG
combates	bekæmpe	combate	bekæmpe	N;MASC;PL	V;NFIN;ACT
combates	kæmpe	combate	kæmpe	N;MASC;PL	ADJ
combates	slås	combate	slås	N;MASC;PL	V;NFIN;PASS
combates	kæmper	combate	kæmpe	N;MASC;PL	V;IND;PRS;FIN;ACT
combates	slåskamp	combate	slåskamp	N;MASC;PL	N;INDF;MASC+FEM;SG
provisional	foreløbigt	provisional	foreløbigt	ADJ;SG	ADV
provisional	foreløbigt	provisional	foreløbigt	ADJ;SG	ADV
provisional	foreløbige	provisional	foreløbige	ADJ;SG	ADJ;PL
provisional	foreløbig	provisional	foreløbig	ADJ;SG	ADV
funda	grundlagde	funda	grundlægge	V;IND;SG;3;PRS;FIN	V;IND;PST;FIN;ACT
funda	grundlagt	funda	grundlægge	V;IND;SG;3;PRS;FIN	V;INDF;SG;PST;V.PTCP
funda	hylster	funda	hylster	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
jeff	jeff	jeff	jeff	PROPN	PROPN
salinas	saltvand	salina	saltvand	N;FEM;PL	N;INDF;NEUT;SG
salinas	salinas	salina	salina	N;FEM;PL	
sajonia	sachsen	sajonia	sachsen	N;FEM;SG	PROPN
official	officielt	official	officielt	N	ADV
official	officiel	official	officiel	N	ADJ;INDF;MASC+FEM;SG
exitosa	succes	exitoso	succes	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
clínica	klinisk	clínica	klinisk	N;FEM;SG	ADV
clínica	kliniske	clínica	klinisk	N;FEM;SG	ADJ;PL
observación	observere	observación	observere	N;FEM;SG	V;NFIN;ACT
explosión	eksplosioner	explosión	eksplosion	N;FEM;SG	N;INDF;MASC+FEM;PL
bruno	bruce	bruno	bruce	PROPN	
bruno	bruno	bruno	bruno	PROPN	
armado	bevæbnede	armado	bevæbnet	ADJ;MASC;SG;V.PTCP	ADJ;PL
armado	væbnet	armado	væbne	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
armado	armeret	armado	armere	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
armado	bevæbnet	armado	bevæbne	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
armado	væbnede	armado	væbne	ADJ;MASC;SG;V.PTCP	ADJ;PL
acusado	anklagede	acusado	anklage	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
acusado	tiltalt	acusado	tiltale	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	beskyldt	acusado	beskylde	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	anklaget	acusado	anklage	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	sagsøgte	acusado	sagsøgt	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
acusado	sagsøgt	acusado	sagsøgt	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
acusado	skyldner	acusado	skylden	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
mínima	minimum	mínimo	minimum	ADJ;FEM;SG	N;INDF;NEUT;SG
mínima	mindst	mínimo	mindst	ADJ;FEM;SG	ADV;RL
mínima	minimale	mínimo	minimal	ADJ;FEM;SG	ADJ;PL
mínima	minimalt	mínimo	minimalt	ADJ;FEM;SG	ADV
metropolitano	metropolitan	metropolitano	metropolitan	ADJ;MASC;SG	N;INDF;MASC+FEM;SG
ventana	vinduer	ventana	vindue	N;FEM;SG	N;INDF;NEUT;PL
ventana	vinduerne	ventana	vindue	N;FEM;SG	N;DEF;NEUT;PL
ventana	ruder	ventana	ruder	N;FEM;SG	N;INDF;MASC+FEM;PL
ventana	window	ventana	window	N;FEM;SG	
rusos	russeren	ruso	russer	N;MASC;PL	N;DEF;MASC+FEM;SG
rusos	russer	ruso	russe	N;MASC;PL	N;INDF;MASC+FEM;SG
rusos	russiske	ruso	russisk	N;MASC;PL	ADJ;PL
rusos	russisk	ruso	russisk	N;MASC;PL	ADJ;INDF;SG
reservas	reservation	reserva	reservation	N;FEM;PL	N;INDF;MASC+FEM;SG
reservas	forbehold	reserva	forbehold	N;FEM;PL	N;INDF;NEUT;SG
reservas	booking	reserva	booking	N;FEM;PL	N;INDF;MASC+FEM;SG
reservas	reserver	reserva	reserve	N;FEM;PL	N;INDF;MASC+FEM;SG
reservas	reservation	reserva	reservation	N;FEM;PL	N;INDF;MASC+FEM;SG
reservas	forbehold	reserva	forbehold	N;FEM;PL	N;INDF;NEUT;SG
reservas	bestilling	reserva	bestilling	N;FEM;PL	N;INDF;MASC+FEM;SG
reservas	booking	reserva	booking	N;FEM;PL	N;INDF;MASC+FEM;SG
variaciones	udsving	variación	udsving	N;FEM;PL	N;INDF;NEUT;SG
lluvias	regner	lluvia	regne	N;FEM;PL	V;IND;PRS;FIN;ACT
lluvias	nedbør	lluvia	nedbør	N;FEM;PL	N;INDF;MASC+FEM;SG
lluvias	regn	lluvia	regn	N;FEM;PL	N;INDF;MASC+FEM;SG
lluvias	regnvejr	lluvia	regnvejr	N;FEM;PL	N;INDF;NEUT;SG
lluvias	rain	lluvia	rain	N;FEM;PL	
ventanas	windows	ventana	windows	N;FEM;PL	N;INDF;MASC+FEM;SG
sat	sat	sat	sætte	N;MASC;SG	V;INDF;SG;PST;V.PTCP
sat	siddet	sat	sidde	N;MASC;SG	V;INDF;SG;PST;V.PTCP
sat	sad	sat	sidde	N;MASC;SG	V;IND;PST;FIN;ACT
descarga	download	descarga	download	N;FEM;SG	V;IMP
descarga	downloade	descarga	downloat	N;FEM;SG	V;NFIN;ACT
descarga	downloader	descarga	downloade	N;FEM;SG	V;IND;PRS;FIN;ACT
visitar	besøg	visitar	besøg	V;NFIN	N;INDF;NEUT;SG
visitar	visit	visitar	visit	V;NFIN	N;INDF;MASC+FEM;SG
herencia	nedarvede	herencia	nedarvet	N;FEM;SG	ADJ;PL
herencia	arver	herencia	arve	N;FEM;SG	V;IND;PRS;FIN;ACT
herencia	arve	herencia	arve	N;FEM;SG	V;NFIN;ACT
gijón	gijón	gijón	gijón	N;MASC;SG	PROPN
juntas	sammen	junto	sammen	ADJ;FEM;PL	ADV
juntas	pakninger	junto	pakning	ADJ;FEM;PL	N;INDF;MASC+FEM;PL
aeronaves	fly	aeronave	fly	N;FEM;PL	N;INDF;NEUT;SG
aeronaves	luftfartøj	aeronave	luftfartøj	N;FEM;PL	N;INDF;NEUT;SG
madagascar	madagaskar	madagascar	madagaskar	N;FEM;SG	
madagascar	madagascar	madagascar	madagascar	N;FEM;SG	
extremos	slutter	extremo	slutte	N;MASC;PL	V;IND;PRS;FIN;ACT
extremos	ender	extremo	ende	N;MASC;PL	V;IND;PRS;FIN;ACT
extremos	ekstrem	extremo	ekstrem	N;MASC;PL	ADJ;INDF;MASC+FEM;SG
extremos	ekstremt	extremo	ekstremt	N;MASC;PL	ADJ;INDF;SG
extremos	ekstreme	extremo	ekstrem	N;MASC;PL	ADJ;PL
plato	plader	plato	plade	N;MASC;SG	N;INDF;MASC+FEM;PL
eugenio	eugen	eugenio	eugen	PROPN	N;DEF;MASC+FEM;SG
eugenio	eugenio	eugenio	eugenio	PROPN	
eugenio	eugène	eugenio	eug	PROPN	N;INDF;MASC+FEM;SG
eugenio	eugene	eugenio	eug	PROPN	N;DEF;MASC+FEM;PL
claude	claude	claude	claude	PROPN	
dir	dir	dir	dir		
añade	add	añadir	add	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
añade	tilføj	añadir	tilføj	V;IND;SG;3;PRS;FIN	V;IMP
añade	føj	añadir	fyj	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
añade	tilføjelser	añadir	tilføjelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
ferrocarriles	jernbane	ferrocarril	jernbane	N;MASC;PL	N;INDF;MASC+FEM;SG
ferrocarriles	jernbanen	ferrocarril	jernban	N;MASC;PL	N;DEF;MASC+FEM;SG
planos	fly	plano	fly	N;MASC;PL	N;INDF;NEUT;SG
líquido	flydende	líquido	flydende	N;MASC;SG	ADJ
pozo	pit	pozo	pit	N;MASC;SG	
pozo	jamen	pozo	jamen	N;MASC;SG	
pozo	pozo	pozo	pozo	N;MASC;SG	
plataformas	perron	plataforma	perron	N;FEM;PL	N;INDF;MASC+FEM;SG
plataformas	platform	plataforma	platform	N;FEM;PL	N;INDF;MASC+FEM;SG
plataformas	perronen	plataforma	perron	N;FEM;PL	N;DEF;MASC+FEM;SG
plataformas	platformen	plataforma	platform	N;FEM;PL	N;DEF;MASC+FEM;SG
jonathan	jonathan	jonathar	jonathan	PROPN	
explicación	forklarer	explicación	forklare	N;FEM;SG	V;IND;PRS;FIN;ACT
explicación	forklare	explicación	forklare	N;FEM;SG	V;NFIN;ACT
explicación	redegørelser	explicación	redegørelse	N;FEM;SG	N;INDF;MASC+FEM;PL
explicación	forklaringer	explicación	forklaring	N;FEM;SG	N;INDF;MASC+FEM;PL
prestigio	prestigefyldte	prestigio	prestigefyldt	N;MASC;SG	V;PL;PST;V.PTCP
prestigio	prestige	prestigio	prestig	N;MASC;SG	ADJ;PL
campesinos	bonde	campesino	bond	N;MASC;PL	N;INDF;MASC+FEM;SG
kelly	kelly	kelly	kelly	PROPN	
story	story	story	story	N	
aumenta	forhøjelse	aumentar	forhøjelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
aumenta	forøgelse	aumentar	forøgelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
aumenta	stigning	aumentar	stigning	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;SG
aumenta	stigninger	aumentar	stigning	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
aumenta	forøgelser	aumentar	forøgelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
aumenta	forhøjelser	aumentar	forhøjelse	V;IND;SG;3;PRS;FIN	N;INDF;MASC+FEM;PL
seria	alvorlige	serio	alvorlig	ADJ;FEM;SG	ADJ;PL
seria	seriøst	serio	seriøst	ADJ;FEM;SG	ADV
seria	alvorligt	serio	alvorligt	ADJ;FEM;SG	ADV
seria	seriøse	serio	seriøs	ADJ;FEM;SG	ADJ;PL
negativa	afslag	negativo	afslag	ADJ;FEM;SG	N;INDF;NEUT;SG
negativa	nægtelse	negativo	nægtelse	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
negativa	afvisning	negativo	afvisning	ADJ;FEM;SG	N;INDF;MASC+FEM;SG
negativa	negativt	negativo	negativt	ADJ;FEM;SG	ADV
negativa	negative	negativo	negativ	ADJ;FEM;SG	ADJ;PL
impresión	udskriv	impresión	udskrive	N;FEM;SG	V;IMP
fría	fryser	fría	fryse	N	V;IND;PRS;FIN;ACT
fría	kold	fría	kold	N	ADJ;INDF;MASC+FEM;SG
fría	koldt	fría	kold	N	ADJ;INDF;NEUT;SG
fría	kolde	fría	kold	N	ADJ;PL
diseños	design	diseño	design	N;MASC;PL	N;INDF;NEUT;SG
pío	tweet	pío	tw	PROPN	
pío	pius	pío	pius	PROPN	N;INDF;MASC+FEM;SG
ideología	ideologisk	ideología	ideologisk	N;FEM;SG	ADV
ideología	ideologiske	ideología	ideologisk	N;FEM;SG	ADJ;PL
costumbre	brugerdefineret	costumbre	brugerdefinere	N;FEM;SG	V;INDF;SG;PST;V.PTCP
costumbre	tilpasset	costumbre	tilpasse	N;FEM;SG	V;INDF;SG;PST;V.PTCP
costumbre	brugerdefinerede	costumbre	brugerdefinere	N;FEM;SG	V;PL;PST;V.PTCP
básicos	basics	básico	basics	ADJ;MASC;PL	N;INDF;NEUT;SG
básicos	basal	básico	basal	ADJ;MASC;PL	N;INDF;MASC+FEM;SG
básicos	basic	básico	basic	ADJ;MASC;PL	
patricia	patricia	patricia	patricia	N;FEM;SG	
cómic	tegneserier	cómic	tegneseri	N;MASC;SG	N;INDF;NEUT;PL
cómic	komisk	cómic	komisk	N;MASC;SG	ADJ;INDF;SG
cómic	comic	cómic	comic	N;MASC;SG	
huelva	huelva	huelva	huelva	N;FEM;SG	
ball	ball	ball	ball	N;MASC;SG	
logros	præstation	logro	præstation	N;MASC;PL	N;INDF;MASC+FEM;SG
logros	bedrift	logro	bedrift	N;MASC;PL	N;INDF;MASC+FEM;SG
comprar	køb	comprar	køb	V;NFIN	N;INDF;NEUT;SG
comprar	køb	comprar	køb	V;NFIN	N;INDF;NEUT;SG
comprar	køb	comprar	køb	V;NFIN	N;INDF;NEUT;SG
enterrado	begravet	enterrado	begrave	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
enterrado	begravede	enterrado	begrave	ADJ;MASC;SG;V.PTCP	V;PST;V.PTCP
herido	tilskadekomne	herido	tilskadekomn	ADJ;MASC;SG;V.PTCP	N;INDF;MASC+FEM;SG
herido	sårede	herido	såre	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
herido	skadet	herido	skad	ADJ;MASC;SG;V.PTCP	V;INDF;SG;PST;V.PTCP
herido	såret	herido	sår	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
herido	kvæstede	herido	kvæstet	ADJ;MASC;SG;V.PTCP	ADJ;PL
herido	sårede	herido	såre	ADJ;MASC;SG;V.PTCP	V;PL;PST;V.PTCP
herido	såret	herido	sår	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
