amino	amino	amino	amină		N;INDF;MASC;SG
gömüldü	înmormântat	göm	înmormânta	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
gömüldü	îngropată	göm	îngropa	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
joker	joker	joker	joker		N;INDF;FEM;PL
siena	siena	sinna	siena	PROPN;NOM;SG;3	PROPN
melez	hibrizi	melez	hibridă		N;INDF;MASC;PL
melez	hibride	melez	hibrid		N;INDF;FEM;PL
melez	hibrizii	melez	hibrizie		N;DEF;MASC;PL
melez	hibrid	melez	hibrid		N;INDF;MASC;SG
derek	derek	derek	dereke		PROPN
kuzu	mielul	kuz	miel		N;DEF;MASC;SG
kuzu	lamb	kuz	lamb		PROPN
kuzu	miel	kuz	miel		N;INDF;MASC;SG
yeryüzü	earth	yeryüzü	earth		N
yeryüzü	pămînt	yeryüzü	pămînt		N;INDF;MASC;SG
yeryüzü	pământul	yeryüzü	pământ		N;DEF;MASC;SG
yeryüzü	pământ	yeryüzü	pământ		N;INDF;MASC;SG
jpeg	jpeg	jpeg	jpeg		N;INDF;MASC;SG
bağlılık	loialitate	bağlılık	loialitate	N;NOM;SG;3	N;INDF;FEM;SG
bağlılık	loialitatea	bağlılık	loialitate	N;NOM;SG;3	N;DEF;FEM;SG
bağlılık	devotamentul	bağlılık	devotament	N;NOM;SG;3	N;DEF;MASC;SG
bağlılık	angajamentul	bağlılık	angajament	N;NOM;SG;3	N;DEF;MASC;SG
sınırlıdır	limited	sınırlı	limited		N;INDF;MASC;SG
sınırlıdır	limitate	sınırlı	limitat		ADJ;INDF;FEM;PL
sınırlıdır	limitat	sınırlı	limita		ADJ;INDF;MASC;SG
sınırlıdır	limitată	sınırlı	limitat		ADJ;INDF;FEM;SG
çiftçilik	agricultura	çiftçilik	agricultură	N;NOM;SG;3	N;DEF;FEM;SG
çiftçilik	agricultură	çiftçilik	agricultură	N;NOM;SG;3	N;INDF;FEM;SG
ihtiyaçları	nevoile	ihtiyaç	nevoie	N;NOM;PL;3	N;DEF;FEM;PL
fiyatı	pret	fiyat	pret	N;ACC;SG;3	
fiyatı	prețul	fiyat	preț	N;ACC;SG;3	N;DEF;MASC;SG
fiyatı	pretul	fiyat	pret	N;ACC;SG;3	N;DEF;MASC;SG
ekimi	transplantul	ekim	transplant	N;NOM;SG;3	N;DEF;MASC;SG
akabinde	ulterior	akabin	ulterior	N;ESS;SG;3	ADV
kombine	combinat	kombine	combina		ADJ;INDF;MASC;SG
kombine	combinată	kombine	combinat		ADJ;INDF;FEM;SG
kombine	combinate	kombine	combina		ADJ;INDF;FEM;PL
kombine	combinatie	kombine	combinatie		N;INDF;FEM;SG
kombine	combinația	kombine	combinație		N;DEF;FEM;SG
kombine	combinație	kombine	combinație		N;INDF;FEM;SG
eğitimci	educator	eğitimci	educator		N;INDF;MASC;SG
gil	gil	gil	gil		PROPN
sunderland	sunderland	sunderlan	sunderland	PROPN;NOM;SG;3	N;INDF;MASC;SG
led	led	i	led		N;INDF;MASC;SG
çocukluğu	copilărie	çocukluk	copilărie	N;NOM;SG;3	N;INDF;FEM;SG
çocukluğu	copilarie	çocukluk	copilarie	N;NOM;SG;3	N;INDF;FEM;SG
çocukluğu	copilăria	çocukluk	copilărie	N;NOM;SG;3	N;DEF;FEM;SG
çocukluğu	copilaria	çocukluk	copilarie	N;NOM;SG;3	N;DEF;FEM;SG
gerçi	deşi	gerçi	deşi		CONJ;POS
gerçi	deși	gerçi	deși		CONJ;POS
gerçi	deşi	gerçi	deşi		CONJ;POS
gerçi	deși	gerçi	deși		CONJ;POS
belirtildi	precizată	belir	preciza	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
belirtildi	specificate	belir	specifica	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
belirtildi	specificat	belir	specificat	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
belirtildi	specificată	belir	specificat	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;SG
uzlaşma	reconcilierea	uzlaş	reconciliere	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
uzlaşma	reconciliere	uzlaş	reconciliere	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
uzlaşma	împăcare	uzlaş	împăcare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
uzlaşma	conciliere	uzlaş	conciliere	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
uzlaşma	consens	uzlaş	consens	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
uzlaşma	consensul	uzlaş	consens	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC;SG
uzlaşma	compromis	uzlaş	compromis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
uzlaşma	compromisuri	uzlaş	compromis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
uzlaşma	compromisul	uzlaş	compromis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;MASC;SG
kâr	profit	kâr	profit		N;INDF;MASC;SG
kâr	profitul	kâr	profit		N;DEF;MASC;SG
kâr	profiturilor	kâr	profit		N;DEF;FEM;PL
kâr	profituri	kâr	profit		N;INDF;FEM;PL
kâr	profiturile	kâr	profit		N;DEF;FEM;PL
leslie	leslie	lesli	leslie		PROPN
fonu	fondul	fonu	fond		N;DEF;MASC;SG
fonu	fond	fonu	fond		N;INDF;MASC;SG
çaylak	începător	çaylak	începător		ADJ;INDF;MASC;SG
mühendisleri	inginerii	mühendis	inginer	N;ACC;PL;3	N;DEF;MASC;PL
kökleri	rădăcinile	kök	rădăcină	N;NOM;PL;3	N;DEF;FEM;PL
ortaklık	parteneriatul	ortaklık	parteneriat	N;NOM;SG;3	N;DEF;MASC;SG
ortaklık	afiliat	ortaklık	afilia	N;NOM;SG;3	ADJ;INDF;MASC;SG
freud	freudian	freud	freudian		ADJ;INDF;MASC;SG
freud	freud	freud	freud		N;INDF;MASC;SG
kına	henna	kına	hennă		N;DEF;FEM;SG
döngüsü	buclă	döngü	buclă	N;NOM;SG;3	N;INDF;FEM;SG
döngüsü	bucla	döngü	buclă	N;NOM;SG;3	N;DEF;FEM;SG
döngüsü	ciclul	döngü	ciclu	N;NOM;SG;3	N;DEF;MASC;SG
met	mets	met	mets		N;INDF;MASC
met	met	met	met		N
met	metamfetamină	met	metamfetamină		N;INDF;FEM;SG
mevlana	rumi	mevlan	rumi		N;INDF;MASC;SG
ronaldo	ronaldo	ronal	ronaldo		N;INDF;MASC;SG
dostlar	prietenii	dost	prietenie	ADJ;NOM;PL;3	N;DEF;MASC;PL
dostlar	prieteni	dost	prieten	ADJ;NOM;PL;3	N;INDF;MASC;PL
dostlar	goodfellas	dost	goodfellas	ADJ;NOM;PL;3	N;INDF;MASC;SG
stevens	stevens	stevens	stevens		PROPN
juliet	julieta	juliet	julietă		N;DEF;FEM;SG
juliet	juliet	juliet	juliet		PROPN
sarhoş	beat	sarhoş	beat		N;INDF;MASC;SG
sarhoş	beata	sarhoş	beată		N;DEF;FEM;SG
sarhoş	beată	sarhoş	beată		N;INDF;FEM;SG
yankı	ecouri	yankı	ecou		N;INDF;FEM;PL
yankı	reverb	yankı	reverbe		N;INDF;MASC;SG
yankı	ecou	yankı	ecou		N;INDF;MASC;SG
yankı	ecoul	yankı	ecou		N;DEF;MASC;SG
keşiş	calugar	keşiş	calugar		N;INDF;MASC;SG
keşiş	monk	keşiş	monk		PROPN
keşiş	călugăr	keşiş	călugăr		N;INDF;MASC;SG
keşiş	călugărul	keşiş	călugăr		N;DEF;MASC;SG
temsilci	reprezentant	temsilci	reprezentant		N;INDF;MASC;SG
temsilci	reprezentativ	temsilci	reprezentativ		ADJ;INDF;MASC;SG
temsilci	reprezentativă	temsilci	reprezentativ		ADJ;INDF;FEM;SG
temsilci	reprezentantul	temsilci	reprezentant		N;DEF;MASC;SG
temsilci	reprezentative	temsilci	reprezentativ		ADJ;INDF;FEM;PL
temsilci	reprezentant	temsilci	reprezentant		N;INDF;MASC;SG
temsilci	agent	temsilci	agent		N;INDF;MASC;SG
temsilci	agentul	temsilci	agent		N;DEF;MASC;SG
yaratır	creeaza	yarat	creează	V;IPFV;IND;SG;3;POS	V;IND;SG;3;IPFV;FIN
sansür	cenzura	sansür	cenzură		N;DEF;FEM;SG
sansür	cenzură	sansür	cenzură		N;INDF;FEM;SG
durağan	grajd	durağan	grajd	ADJ	N;INDF;MASC;SG
resimli	ilustrată	resimli	ilustrat		ADJ;INDF;FEM;SG
resimli	ilustrate	resimli	ilustra		ADJ;INDF;FEM;PL
resimli	ilustrat	resimli	ilustra		ADJ;INDF;MASC;SG
resimli	pictorial	resimli	pictorial		N;INDF;MASC;SG
strauss	strauss	strauss	strauss		PROPN
faktör	factorul	faktör	factor		N;DEF;MASC;SG
faktör	factor	faktör	factor		N;INDF;MASC;SG
sevinç	joy	sevinç	joy		N;INDF;MASC;SG
sevinç	bucurie	sevinç	bucurie		N;INDF;FEM;SG
sevinç	veselie	sevinç	veselie		N;INDF;FEM;SG
sevinç	bucuria	sevinç	bucurie		N;DEF;FEM;SG
canlılar	creaturile	canlı	creatură	ADJ;NOM;PL;3	N;DEF;FEM;PL
canlılar	creaturi	canlı	creatură	ADJ;NOM;PL;3	N;INDF;FEM;PL
yayıncı	editor	yayıncı	editor		N;INDF;MASC;SG
yayıncı	editura	yayıncı	editură		N;DEF;FEM;SG
tazminat	compensare	tazminat	compensare		N;INDF;FEM;SG
tazminat	compensații	tazminat	compensație		N;INDF;FEM;PL
tazminat	despăgubire	tazminat	despăgubire		N;INDF;FEM;SG
tazminat	compensație	tazminat	compensație		N;INDF;FEM;SG
tazminat	compensatorii	tazminat	compensatoriu		N;DEF;MASC;PL
tazminat	daune	tazminat	daună		N;INDF;FEM;PL
tazminat	despăgubiri	tazminat	despăgubire		N;INDF;FEM;PL
tazminat	pagube	tazminat	pagubă		N;INDF;FEM;PL
dışarıda	afara	dışarı	afara	N;ESS;SG;3	ADV
dışarıda	afară	dışarı	afară	N;ESS;SG;3	ADV
joão	joão	joão	joão	PROPN;NOM;SG;3	PROPN
manzara	peisajele	manzara	peisaj	N;NOM;SG;3	N;DEF;FEM;PL
manzara	peisaje	manzara	peisaj	N;NOM;SG;3	N;INDF;FEM;PL
manzara	peisajului	manzara	peisaj	N;NOM;SG;3	N;DEF;MASC;SG
manzara	peisajul	manzara	peisaj	N;NOM;SG;3	N;DEF;MASC;SG
manzara	vizualizează	manzara	vizualiza	N;NOM;SG;3	V;IND;3;PRS;FIN
manzara	vizualizare	manzara	vizualizare	N;NOM;SG;3	N;INDF;FEM;SG
manzara	vedere	manzara	vedere	N;NOM;SG;3	N;INDF;FEM;SG
banks	banks	banks	banks		PROPN
banks	bancile	banks	bancă		N;DEF;FEM;PL
banks	banci	banks	bancă		N;INDF;FEM;PL
banks	bănci	banks	bancă		N;INDF;FEM;PL
banks	băncile	banks	bancă		N;DEF;FEM;PL
sitede	situl	site	sit	N;ESS;SG;3	N;DEF;MASC;SG
sitede	site	site	sită	N;ESS;SG;3	N;INDF;FEM;PL
göçmenler	migranți	göçmen	migrant	ADJ;NOM;PL;3	N;INDF;MASC;PL
göçmenler	imigranți	göçmen	imigrant	ADJ;NOM;PL;3	N;INDF;MASC;PL
yerleştirilmiş	plantate	yerleş	planta	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;FEM;PL
yerleştirilmiş	plantat	yerleş	planta	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;INDF;MASC;SG
doom	doom	doom	doom		N;INDF;MASC;SG
doom	osândă	doom	osînda		N;INDF;FEM;SG
lynn	lynn	li	lynn	PROPN;NOM;SG;3	PROPN
jake	jake	jake	jake		PROPN
eduardo	eduardo	et	eduardo		PROPN
anlayış	înțelegerea	anlayış	înțelegere		N;DEF;FEM;SG
anlayış	intelegere	anlayış	intelegere		N;INDF;FEM;SG
anlayış	înțelegere	anlayış	înțelegere		N;INDF;FEM;SG
görünmez	invizibili	görün	invizibil	V;IPFV;IND;SG;3;NEG	N;INDF;MASC;PL
görünmez	invizibilă	görün	invizibil	V;IPFV;IND;SG;3;NEG	ADJ;INDF;FEM;SG
görünmez	invizibile	görün	invizibil	V;IPFV;IND;SG;3;NEG	ADJ;INDF;FEM;PL
görünmez	invizibil	görün	invizibil	V;IPFV;IND;SG;3;NEG	ADJ;INDF;MASC;SG
bileşenleri	componentele	bileş	componentă	N;ACC;PL;3	N;DEF;FEM;PL
imkansız	imposibil	imkânsız	imposibil	ADJ	ADV
değirmen	mill	değir	mill		N;INDF;MASC;SG
değirmen	moară	değir	muri		V;SBJV;3;PRS;FIN
değirmen	moara	değir	moară		N;DEF;FEM;SG
değirmen	mills	değir	mills		PROPN
sawyer	sawyer	sawyer	sawyer		PROPN
inanan	credincios	inan	credincios		N;INDF;MASC;SG
powell	powell	powell	powell	PROPN;NOM;SG;3	PROPN
estádio	estádio	es	estádio	PROPN;NOM;SG;3	PROPN
valilik	guvernatorul	valilik	guvernator	N;NOM;SG;3	N;DEF;MASC;SG
pensilvanya	pennsylvania	pensilvanya	pennsylvania	PROPN;NOM;SG;3	N;DEF;FEM;SG
belirleyici	decisiv	belirleyici	decisiv		ADJ;INDF;MASC;SG
belirleyici	decisivă	belirleyici	decisiva		ADJ;INDF;FEM;SG
belirleyici	decisive	belirleyici	decisiv		ADJ;INDF;FEM;PL
kil	argilă	kil	argilă		N;INDF;FEM;SG
kil	lut	kil	lut		N;INDF;MASC;SG
kil	clay	kil	clay		PROPN
ölümsüz	strigoi	ölümsüz	strigoi	ADJ	
kanye	kanye	kany	kanye		PROPN
masum	nevinovați	masum	nevinovat		V;IND;PL;2;IPFV;FIN
masum	nevinovat	masum	nevinovat		ADJ;INDF;MASC;SG
masum	inocent	masum	inocent		ADJ;INDF;MASC;SG
masum	nevinovată	masum	nevinovat		ADJ;INDF;FEM;SG
masum	inocentă	masum	inocent		ADJ;INDF;FEM;SG
okyanusya	oceania	okyanusya	oceania	N;NOM;SG;3	PROPN
truva	troy	truv	troy		PROPN
truva	troia	truv	troi		N;DEF;FEM;SG
truva	troian	truv	troian		ADJ;INDF;MASC;SG
yaya	yaya	yaya	yaya		PROPN
yaya	pieton	yaya	pieton		N;INDF;MASC;SG
yiyen	mâncător	yiyen	mâncător		N;INDF;MASC;SG
anavatan	patria	anavat	patrie		N;DEF;FEM;SG
anavatan	patria	anavat	patrie		N;DEF;FEM;SG
anavatan	patrie	anavat	patrie		N;INDF;FEM;SG
okuyucu	cititorul	okuyucu	cititor		N;DEF;MASC;SG
okuyucu	cititor	okuyucu	cititor		N;INDF;MASC;SG
euler	euler	eu	euler		PROPN
yorkshire	yorkshire	yorkshire	yorkshire	PROPN;NOM;SG;3	
hannibal	hannibal	hannibal	hannibal		N;INDF;MASC;SG
limon	lemon	limon	lemon		N;INDF;MASC;SG
limon	lămâie	limon	lămâi		N;INDF;FEM;SG
limon	lămâi	limon	lămâi		N;INDF;FEM;PL
valentine	valentin	valent	valentin	N;NOM;SG;3	PROPN
valentine	valentine	valent	valentin	N;NOM;SG;3	N;INDF;FEM;PL
kızılcahamam	kızılcahamam	kızılcaha	kızılcahamam	V;IPFV;POT;SG;1;NEG	V;IND;1;IPFV;FIN
filip	philip	fil	philip		PROPN
filip	filip	fil	filip		PROPN
filip	filip	fil	filip		PROPN
yazıcı	imprimanta	yazıcı	imprimanta		N;DEF;FEM;SG
yazıcı	imprimantă	yazıcı	imprimant		N;INDF;FEM;SG
yazıcı	imprimante	yazıcı	imprimant		N;INDF;FEM;PL
karayip	caraibe	karay	caraib	ADV	
şampiyona	campionatele	şampiyon	campionat	N;DAT;SG;3	N;DEF;FEM;PL
şampiyona	campionate	şampiyon	campiona	N;DAT;SG;3	N;INDF;FEM;PL
şampiyona	campionatul	şampiyon	campionat	N;DAT;SG;3	N;DEF;MASC;SG
stereo	stereo	stereo	stereo		N;INDF;MASC;SG
stereo	casetofon	stereo	casetofon		N;INDF;MASC;SG
sinek	zboara	sinek	zboară		V;IND;SG;3;IPFV;FIN
sinek	musca	sinek	musca		N;DEF;FEM;SG
sinek	zboară	sinek	zbura		V;IND;3;PRS;FIN
sinek	zbor	sinek	zbor		N;INDF;MASC;SG
yarbay	colonel	yarbay	colonel		N;INDF;MASC;SG
tutarlı	consistentă	tutarlı	consistent		ADJ;INDF;FEM;SG
tutarlı	consistent	tutarlı	consistent		ADV
tutarlı	consecvent	tutarlı	consecvent		ADV
tutarlı	consecventă	tutarlı	consecvent		ADJ;INDF;FEM;SG
tutarlı	coerent	tutarlı	coerent		ADJ;INDF;MASC;SG
tutarlı	coerente	tutarlı	coerent		ADJ;INDF;FEM;PL
tutarlı	coerentă	tutarlı	coerent		ADJ;INDF;FEM;SG
mussolini	mussolini	mussol	mussolină		N;INDF;MASC;PL
mitoloji	mitologia	mitoloji	mitologie		N;DEF;FEM;SG
mitoloji	mitologie	mitoloji	mitologie		N;INDF;FEM;SG
tükenmiş	extenuat	tüken	extenua	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;MASC;SG
tükenmiş	epuizat	tüken	epuiza	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;MASC;SG
tükenmiş	epuizată	tüken	epuizat	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;FEM;SG
tükenmiş	sărăcit	tüken	sărăci	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;MASC;SG
tükenmiş	scurs	tüken	scurge	V;PFV;NFH;IND;POS;PST;V.PTCP	ADJ;INDF;MASC;SG
anderlecht	anderlecht	anderlecht	anderlecht	PROPN;NOM;SG;3	PROPN
hipotez	ipoteză	hipotez	ipoteză	N;NOM;SG;3	N;INDF;FEM;SG
hipotez	ipoteza	hipotez	ipoteză	N;NOM;SG;3	N;DEF;FEM;SG
hipotez	ipoteze	hipotez	ipota	N;NOM;SG;3	N;INDF;FEM;PL
çorba	ciorbă	çorb	ciorbă	N;NOM;SG;3	N;INDF;FEM;SG
çorba	supa	çorb	supă	N;NOM;SG;3	N;DEF;FEM;SG
çorba	ciorba	çorb	ciorbă	N;NOM;SG;3	N;DEF;FEM;SG
çorba	supă	çorb	supă	N;NOM;SG;3	N;INDF;FEM;SG
çorba	supe	çorb	supă	N;NOM;SG;3	N;INDF;FEM;PL
carey	carey	carey	carey		PROPN
coruña	coruña	coru	corula		PROPN
auf	auf	auf	auf		N;INDF;MASC;SG
motors	motors	motors	motors	PROPN;NOM;SG;3	PROPN
motors	motoare	motors	motor	PROPN;NOM;SG;3	N;INDF;FEM;PL
sally	sally	sally	sally		N;INDF;MASC;SG
suçlar	crimă	suç	crimă	N;NOM;PL;3	N;INDF;FEM;SG
suçlar	crima	suç	crimă	N;NOM;PL;3	N;DEF;FEM;SG
suçlar	criminalitate	suç	criminalitate	N;NOM;PL;3	N;INDF;FEM;SG
büyücü	vrăjitorul	büyücü	vrăjitor		N;DEF;MASC;SG
büyücü	vrăjitor	büyücü	vrăjitor		N;INDF;MASC;SG
koku	miros	koku	miros		N;INDF;MASC;SG
koku	parfum	koku	parfum		N;INDF;MASC;SG
koku	parfum	koku	parfum		N;INDF;MASC;SG
umman	oman	umman	oman		PROPN
kamyon	camionetă	kamyon	camionetă		N;INDF;FEM;SG
kamyon	camionul	kamyon	camion		N;DEF;MASC;SG
kamyon	camion	kamyon	camion		N;INDF;MASC;SG
kamyon	camioane	kamyon	camion		N;INDF;FEM;PL
kırılma	rupere	kır	rupere	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;FEM;SG
kırılma	refracție	kır	refracție	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;FEM;SG
ayakları	picioarele	ayak	picior	N;NOM;PL;3	N;DEF;FEM;PL
ruanda	rwanda	rua	rwanda		PROPN
yıkılmış	devastat	yık	devasta	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
yıkılmış	devastată	yık	devasta	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;FEM;SG
yıkılmış	demolat	yık	demolat	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	ADJ;INDF;MASC;SG
minsk	minsk	minsk	minsk	PROPN;NOM;SG;3	PROPN
rehber	ghid	rehber	ghid		N;INDF;MASC;SG
rehber	ghidul	rehber	ghid		N;DEF;MASC;SG
davranışı	comportamentul	davranış	comportament	N;ACC;SG;3	N;DEF;MASC;SG
birleştirme	îmbinare	birleş	îmbinare	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;SG
birleştirme	îmbină	birleş	îmbina	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;SG;3;PST;FIN
birleştirme	unire	birleş	unire	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;SG
birleştirme	unificare	birleş	unificare	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;SG
birleştirme	combina	birleş	combina	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;SG;3;IPFV;FIN
birleştirme	combin	birleş	combin	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;SG;1;PRS;FIN
birleştirme	combină	birleş	combină	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;SG;3;PST;FIN
birleştirme	combine	birleş	combine	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;PL
birleştirme	unificarea	birleş	unificare	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;DEF;FEM;SG
birleştirme	unificare	birleş	unificare	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;FEM;SG
sonuncu	ultimele	sonuncu	ultim		NUM;DEF;FEM;PL
sonuncu	ultima	sonuncu	ultim		NUM;DEF;FEM;SG
sonuncu	ultimul	sonuncu	ultim		NUM;DEF;MASC;SG
sonuncu	last	sonuncu	last		N;INDF;MASC;SG
marksizm	marxism	marksizm	marxism		N;INDF;MASC;SG
sloganı	motto	slogan	motto	N;ACC;SG;3	
calcio	calcio	calcio	calcio	PROPN;NOM;SG;3	N;INDF;MASC;SG
uzatma	prelungirea	uza	prelungire	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;DEF;FEM;SG
uzatma	extensie	uza	extensie	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;FEM;SG
uzatma	prelungirea	uza	prelungire	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;DEF;FEM;SG
uzatma	extindere	uza	extindere	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;FEM;SG
uzatma	prelungire	uza	prelungire	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;FEM;SG
uzatma	extensia	uza	extensie	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;DEF;FEM;SG
çalma	redarea	çal	redare		N;DEF;FEM;SG
çalma	redare	çal	redare		N;INDF;FEM;SG
çalma	fura	çal	fura		V;IND;SG;3;IPFV;FIN
çalma	furi	çal	furi		V;IND;SG;2;PRS;FIN
çalma	fură	çal	fi		V;IND;SG;3;PST;FIN
çalma	fur	çal	fur		V;IND;SG;1;PRS;FIN
derinlik	adâncimi	derinlik	adâncime	N;NOM;SG;3	N;INDF;FEM;PL
derinlik	adancime	derinlik	adancime	N;NOM;SG;3	
derinlik	adâncimea	derinlik	adâncime	N;NOM;SG;3	N;DEF;FEM;SG
derinlik	adâncime	derinlik	adâncime	N;NOM;SG;3	N;INDF;FEM;SG
derinlik	profunzime	derinlik	profunzime	N;NOM;SG;3	N;INDF;FEM;SG
koza	cocon	koza	cocon		N;INDF;MASC;SG
koza	coconi	koza	coconi		N;INDF;MASC;PL
geliri	încasări	gel	încasare		N;INDF;FEM;PL
kısımlar	secțiunile	kısım	secțiune	N;NOM;PL;3	N;DEF;FEM;PL
brugge	brugge	brugge	brugge	PROPN;NOM;SG;3	PROPN
kazanç	profitul	kazanç	profit	N;NOM;SG;3	N;DEF;MASC;SG
kazanç	profiturilor	kazanç	profit	N;NOM;SG;3	N;DEF;FEM;PL
kazanç	profituri	kazanç	profit	N;NOM;SG;3	N;INDF;FEM;PL
kazanç	profiturile	kazanç	profit	N;NOM;SG;3	N;DEF;FEM;PL
hardy	hardy	hardy	hardy		PROPN
kel	chel	kel	chel		ADJ;INDF;MASC;SG
kel	chelie	kel	chelie		N;INDF;FEM;SG
kel	cheală	kel	chel		N;INDF;FEM;SG
yaratık	fiară	yarat	fiară		N;INDF;FEM;SG
yaratık	fiara	yarat	fiară		N;DEF;FEM;SG
yaratık	bestie	yarat	bestie		N;INDF;FEM;SG
yaratık	alien	yarat	alien		PROPN
yaratık	extraterestrul	yarat	extraterestru		N;DEF;MASC;SG
yaratık	extraterestru	yarat	extraterestru		N;INDF;MASC;SG
yaratık	extraterestră	yarat	extraterestră		N;INDF;FEM;SG
yaratık	străin	yarat	străin		ADJ;INDF;MASC;SG
yaratık	creatură	yarat	creatură		N;INDF;FEM;SG
yaratık	creatura	yarat	creatură		N;DEF;FEM;SG
botanik	botanică	botanik	botanic	N;NOM;SG;3	ADJ;INDF;FEM;SG
botanik	botanica	botanik	botanică	N;NOM;SG;3	N;DEF;FEM;SG
botanik	botanică	botanik	botanic	N;NOM;SG;3	ADJ;INDF;FEM;SG
botanik	botanica	botanik	botanică	N;NOM;SG;3	N;DEF;FEM;SG
alessandro	alessandro	alessandro	alessandro		PROPN
brandon	brandon	bra	brandon	PROPN;NOM;SG;3	PROPN
auguste	auguste	auguste	august		PROPN
theodore	theodore	theodore	theodore		PROPN
theodore	teodor	theodore	teodor		PROPN
theodore	theodor	theodore	theodor		PROPN
graf	graf	graf	graf		N;INDF;MASC;SG
gidiyor	plecarea	git	plecare	V;PROG;IND;SG;3;POS;INFM;PRS	N;DEF;FEM;SG
dinin	religie	din	religie	N;GEN;SG;3	N;INDF;FEM;SG
dinin	religia	din	religie	N;GEN;SG;3	N;DEF;FEM;SG
paradise	paradisul	paradise	paradis	N;NOM;SG;3	N;DEF;MASC;SG
paradise	paradise	paradise	paradis	N;NOM;SG;3	PROPN
önlemler	măsuri	önlem	măsură	ADJ;NOM;PL;3	N;INDF;FEM;PL
önlemler	măsurile	önlem	măsură	ADJ;NOM;PL;3	N;DEF;FEM;PL
önlemler	masuri	önlem	mas	ADJ;NOM;PL;3	N;INDF;FEM;PL
clarke	clarke	clarke	clarke	PROPN;NOM;SG;3	PROPN
clinton	clinton	clinton	clinton	PROPN;NOM;SG;3	PROPN
barra	barra	barra	barră	PROPN;NOM;SG;3	PROPN
öncelik	prioritar	öncelik	prioritar	N;NOM;SG;3	ADJ;INDF;MASC;SG
öncelik	prioritatea	öncelik	prioritate	N;NOM;SG;3	N;DEF;FEM;SG
öncelik	prioritate	öncelik	prioritate	N;NOM;SG;3	N;INDF;FEM;SG
neill	neill	neill	nelll		PROPN
fernández	fernández	fern	fernandez	PROPN;NOM;SG;3	PROPN
goya	goya	goy	goyă		N;INDF;MASC;SG
başlamak	pornirea	başla	pornire	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;SG
başlamak	pornire	başla	pornire	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
başlamak	incepand	başla	incepa	V;PFV;NOM;IND;POS;PRS;V.MSDR	
editor	editorul	et	editor		N;DEF;MASC;SG
editor	redactor	et	redactor		N;INDF;MASC;SG
editor	editor	et	editor		N;INDF;MASC;SG
