til	for	til	for	ADV	ADP
kro	vertshuset	kro	vertshus	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
beslutter	bestem	beslutte	bestem	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
fænomen	fenomener	fænomen	fenomen	N;INDF;NEUT;SG	N;INDF;MASC;PL
fænomen	fenomenet	fænomen	fenomen	N;INDF;NEUT;SG	N;DEF;NEUT;SG
nice	fin	nice	fin		ADJ;INDF;SG
nice	fint	nice	fin		ADJ;INDF;NEUT;SG
nice	fine	nice	fin		ADJ;PL
medicinsk	medisinsk	medicinsk	medisinsk	ADV	ADJ;INDF;SG
markerede	markert	markere	markert	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG
markerede	merket	markere	merke	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
tiderne	tidspunkter	tid	tidspunkt	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tiderne	tider	tid	tid	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
tiderne	ganger	tid	gange	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
tiderne	times	tid	time	N;DEF;MASC+FEM;PL	N;GEN;INDF;MASC;SG
kommunale	kommunal	kommunal	kommunal	ADJ;PL	ADJ;INDF;SG
kommunale	kommunalt	kommunal	kommunal	ADJ;PL	ADJ;INDF;NEUT;SG
princip	prinsippet	princip	prinsipp	N;INDF;NEUT;SG	N;DEF;NEUT;SG
princip	prinsipp	princip	prinsipp	N;INDF;NEUT;SG	N;INDF;NEUT;PL
sara	sara	sara	sare		N;FEM
socialt	sosiale	socialt	sosial	ADJ;INDF;NEUT;SG	ADJ;PL
partner	partneren	partner	partner	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
barbara	barbara	barbara	barbar		N;INDF;FEM;SG
læger	legene	læge	lege	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
opretholde	vedlikeholde	opretholde	vedlikeholde	V;NFIN;ACT	N;INDF;NEUT;SG
opretholde	opprettholde	opretholde	opprettholde	V;NFIN;ACT	N;INDF;NEUT;SG
opretholde	opprettholde	opretholde	opprettholde	V;NFIN;ACT	N;INDF;NEUT;SG
danser	danseren	danse	danser	V;IND;PRS;FIN;ACT	N;DEF;MASC;SG
danser	danser	danse	danse	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
danser	dancer	danse	dance	V;IND;PRS;FIN;ACT	N
danser	danser	danse	danse	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
danser	dans	danse	dans	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
danser	dancing	danse	dancing	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
danser	dansing	danse	dansing	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
dybe	dype	dyb	dype	ADJ;PL	N;INDF;NEUT;SG
dybe	dyp	dyb	dyp	ADJ;PL	N;INDF;MASC;SG
dybe	dypt	dyb	dyp	ADJ;PL	N;INDF;NEUT;SG
dybe	deep	dyb	deep	ADJ;PL	N;INDF;MASC;SG
overraskende	overraskende	overraske	overraskende	V;PRS;V.PTCP	N;INDF;FEM;SG
overraskende	forbausende	overraske	forbausende	V;PRS;V.PTCP	N;INDF;MASC;SG
overraskende	overraskende	overraske	overraskende	V;PRS;V.PTCP	N;INDF;FEM;SG
illustreret	illustrert	illustrere	illustrere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
retter	oppvask	ret	oppvask	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
retter	domstolene	ret	domstol	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
retter	domstoler	ret	domstol	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
bydele	nabolag	bydel	nabolag	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
erfaringer	opplevelser	erfaring	opplevelser	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
erfaringer	opplevelse	erfaring	opplevelse	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
erfaringer	erfaring	erfaring	erfaring	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
erfaringer	opplev	erfaring	opplev	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
kirkegården	gravlund	kirkegård	gravlund	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kirkegården	kirkegård	kirkegård	kirkegård	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kaas	kaas	kaas	kaas		N;INDF;MASC;SG
belgisk	belgiske	belgisk	belgisk	ADJ;INDF;SG	ADJ;PL
belgisk	belgias	belgisk	belgias	ADJ;INDF;SG	N;INDF;MASC;SG
harris	harris	harris	harris		N;INDF;MASC;SG
fjenden	fiende	fjende	fiende	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
lawrence	lawrence	lawrence	lawrence		N;DEF;MASC;SG
rigt	rike	rigt	rik	ADJ;INDF;NEUT;SG	ADJ;PL
rigt	rich	rigt	rich	ADJ;INDF;NEUT;SG	N
indfødte	innfødte	indføde	innføde	V;PL;PST;V.PTCP	ADJ;PL;V.PTCP
indfødte	innfødt	indføde	innføde	V;PL;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
grove	grov	grov	grov	ADJ;PL	ADJ;INDF;SG
eddie	eddie	eddie	eddi		N;INDF;MASC;SG
oplevelser	opplevelser	oplevelse	opplevelser	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
oplevelser	adventures	oplevelse	adventur	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
oplevelser	eventyr	oplevelse	eventyr	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
olympisk	olympiske	olympisk	olympisk	ADJ;INDF;SG	ADJ;PL
olympisk	olympic	olympisk	olympic	ADJ;INDF;SG	N;INDF;NEUT;SG
matematisk	matematisk	matematisk	matematisk	ADV	ADJ;INDF;NEUT;SG
bush	busk	bush	busk	PROPN	N;INDF;MASC;SG
bush	bush	bush	bush	PROPN	N;INDF;SG
bush	busken	bush	busk	PROPN	N;DEF;MASC;SG
kunder	kundene	kunde	kunde	N;INDF;MASC+FEM;PL	N;DEF;MASC;PL
kunder	klienter	kunde	klienter	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
peru	peru	peru	peru	PROPN	N;INDF;SG
uppsala	uppsala	uppsala	uppsala	N;INDF;NEUT;SG	N;DEF;FEM;SG
udskiftet	erstattet	udskifte	erstatt	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
havne	port	havne	port	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
havne	havn	havne	havn	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
asp	asp	asp	asp		N;INDF;SG
bekræftet	bekreftet	bekræfte	bekreft	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
bekræftet	bekreftet	bekræfte	bekreft	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
bekræftet	verifisert	bekræfte	verifisere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
bekræftet	verifiserte	bekræfte	verifisere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
ekstremt	ekstreme	ekstremt	ekstrem	ADJ;INDF;SG	ADJ;PL
ekstremt	extreme	ekstremt	extreme	ADJ;INDF;SG	N;INDF;MASC;SG
landene	land	land	land	N;DEF;NEUT;PL	N;INDF;NEUT;SG
dyrkede	kultivert	dyrke	kultivere	V;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
alm	alm	al	alm		N;INDF;NEUT;SG
sportsgrene	sport	sportsgen	sport	N;DEF;NEUT;PL	N;INDF;MASC;SG
sportsgrene	idretter	sportsgen	idretter	N;DEF;NEUT;PL	N;INDF;MASC;PL
sportsgrene	idrett	sportsgen	idrett	N;DEF;NEUT;PL	N;INDF;MASC;SG
imperium	imperiet	imperium	imperium	N;INDF;NEUT;SG	N;DEF;NEUT;SG
imperium	keiserdømmet	imperium	keiserdøm	N;INDF;NEUT;SG	N;DEF;NEUT;SG
mikael	mikael	mikael	mikael		N;INDF;MASC;SG
præster	prestene	præste	prest	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
præster	presteskap	præste	presteskap	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
alperne	alpin	alperne	alpin	N;DEF;MASC+FEM;PL	N;INDF;MASC;SG
alperne	alpine	alperne	alpine	N;DEF;MASC+FEM;PL	ADJ;PL
stopper	stopper	stoppe	stoppe	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
stopper	stanser	stoppe	stanse	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
stopper	stopper	stoppe	stoppe	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
stopper	stanser	stoppe	stanse	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
olympic	olympiske	olympic	olympisk		ADJ;PL
olympic	olympic	olympic	olympic		N;INDF;NEUT;SG
nødvendig	nødvendige	nødvendig	nødvendig	ADJ;INDF;MASC+FEM;SG	ADJ;PL
nødvendig	trengtes	nødvendig	trengte	ADJ;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nødvendig	behov	nødvendig	behov	ADJ;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
nødvendig	trengte	nødvendig	trengje	ADJ;INDF;MASC+FEM;SG	V;IND;PST;FIN
regerede	styrt	regere	styre	V;IND;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
regerede	hersket	regere	herske	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
regerede	styrte	regere	styrte	V;IND;PST;FIN;ACT	ADJ;PL;V.PTCP
mellemrum	mellomrom	mellemrum	mellomrom	N;INDF;NEUT;PL	N;INDF;NEUT;SG
mellemrum	mellomrom	mellemrum	mellomrom	N;INDF;NEUT;PL	N;INDF;NEUT;SG
mellemrum	rom	mellemrum	rom	N;INDF;NEUT;PL	N;INDF;NEUT;SG
mellemrum	verdensrommet	mellemrum	verdensrom	N;INDF;NEUT;PL	N;DEF;NEUT;SG
mellemrum	plass	mellemrum	plass	N;INDF;NEUT;PL	N;INDF;MASC;SG
russerne	russere	russer	russere	N;DEF;MASC+FEM;PL	N;INDF;FEM;SG
glad	fornøyde	glad	fornøyd	ADJ;INDF;SG	ADJ;PL
deltagende	deltar	deltagende	delta	ADJ	V;IND;PRS;FIN
deltagende	deltakende	deltagende	deltakende	ADJ	N;INDF;MASC;SG
maribo	maribo	maribo	maribo		N;INDF;MASC;SG
interne	intern	interne	intern	ADJ;PL	ADJ;INDF;SG
interne	internt	interne	intern	ADJ;PL	ADJ;INDF;NEUT;SG
pas	passene	pas	passe	N;INDF;NEUT;SG	N;DEF;FEM;PL
pas	passet	pas	pass	N;INDF;NEUT;SG	N;DEF;NEUT;SG
bonde	farmer	bond	farm	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
giovanni	giovanni	giovanni	giovanni		N;INDF;MASC;SG
foreslår	foreslå	foreslå	foreslå	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
schweiziske	sveitsisk	schweizisk	sveitsisk	ADJ;PL	ADJ;INDF;NEUT;SG
schweiziske	swiss	schweizisk	swiss	ADJ;PL	N;INDF;MASC;SG
indsatte	innsatt	indsætte	innsatt	V;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
indsatte	fanger	indsætte	fange	V;PL;PST;V.PTCP	N;INDF;MASC;PL
indsatte	fangene	indsætte	fange	V;PL;PST;V.PTCP	N;DEF;MASC;PL
indsatte	innsatte	indsætte	innsatte	V;PL;PST;V.PTCP	ADJ;PL;V.PTCP
bryan	bryan	bryan	bryan		N;INDF;MASC;SG
württemberg	württemberg	württemberg	württemberg		N;INDF;NEUT;SG
spise	spiser	spise	spise	V;NFIN;ACT	N;INDF;FEM;PL
spise	spising	spise	spising	V;NFIN;ACT	N;INDF;FEM;SG
spise	spis	spise	spis	V;NFIN;ACT	N;INDF;MASC;SG
spise	eter	spise	eter	V;NFIN;ACT	N;INDF;NEUT;SG
spise	spises	spise	spises	V;NFIN;ACT	N;INDF;MASC;SG
spise	spise	spise	spise	V;NFIN;ACT	N;INDF;FEM;SG
spise	eat	spise	ein	V;NFIN;ACT	N
deltagerne	deltakere	deltager	deltakere	N;DEF;MASC+FEM;PL	N;INDF;NEUT;SG
deltagerne	deltakerne	deltager	deltakerne	N;DEF;MASC+FEM;PL	N;INDF;MASC;SG
deltagerne	deltagere	deltager	deltagere	N;DEF;MASC+FEM;PL	N;INDF;MASC;SG
rosa	rosa	rosa	ros		N;DEF;FEM;SG
lyon	lyon	lyon	lyon		N;INDF;NEUT;SG
lyon	lyons	lyon	lyons		N;INDF;MASC;SG
bowl	skåla	bowl	skåle		N;DEF;FEM;SG
bowl	bolle	bowl	bolle		N;INDF;MASC;SG
bowl	bowl	bowl	bowl		N;INDF;NEUT;SG
behandlet	behandla	behandle	behandle	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
behandlet	behandlet	behandle	behandle	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
behandlet	behandlet	behandle	behandle	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
behandlet	bearbeidet	behandle	bearbeid	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
stadigvæk	forsatt	stadigvæk	forsitje	ADV	N;INDF;MASC;SG
stadigvæk	fremdeles	stadigvæk	fremdeles	ADV	N;INDF;MASC;SG
stadigvæk	fortsatt	stadigvæk	fortsatt	ADV	ADJ;INDF;NEUT;SG
midlertidigt	midlertidig	midlertidigt	midlertidig	ADV	ADJ;INDF;SG
midlertidigt	midlertidig	midlertidigt	midlertidig	ADV	ADJ;INDF;SG
midlertidigt	midlertidige	midlertidigt	midlertidig	ADV	ADJ;PL
ortodokse	ortodoks	ortodokse	ortodoks	ADJ;PL	ADJ;INDF;SG
köln	köln	köln	köln		N
köln	parfyme	köln	parfyme		N;INDF;MASC;SG
hjemlandet	hjemland	hjemland	hjemland	N;DEF;NEUT;SG	N;INDF;MASC;SG
hjemlandet	homeland	hjemland	homeland	N;DEF;NEUT;SG	N;INDF;NEUT;SG
lejre	leirene	lejr	leire	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
efterladt	forlatte	efterlade	forlatte	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
efterladt	forlatt	efterlade	forlatt	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
portugisiske	portugisisk	portugisk	portugisisk	ADJ;PL	ADJ;INDF;NEUT;SG
vejledning	veiledningen	vejledning	veiledning	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
vejledning	instrukser	vejledning	instrukse	N;INDF;MASC+FEM;SG	N;INDF;FEM;PL
sofie	sofia	sofie	sofia		N;INDF;FEM;SG
sofie	sofie	sofie	sofie		N;INDF;FEM;SG
uss	uss	uss	uss		N
fortsættelse	fortsettelsen	fortsættelse	fortsettels	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
carlo	carlo	carlo	carlo		N;INDF;MASC;SG
leverede	leverte	levere	levere	V;IND;PST;FIN;ACT	ADJ;PL;V.PTCP
leverede	levert	levere	levere	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
leverede	leveres	levere	levere	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
leverede	forsynt	levere	forsyne	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
leverede	oppgitt	levere	oppgi	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
middelalder	middelalderske	middelalde	middelaldersk	N;INDF;NEUT;SG	ADJ;PL
imens	imens	imens	imens	ADV	N;INDF;MASC;SG
omgivelser	omgivelsene	omgivelse	omgivelse	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
trup	truppen	trup	trupp	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
trup	troppen	trup	tropp	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
bestemme	avgjør	bestemme	avgjør	V;NFIN;ACT	N;INDF;MASC;SG
bestemme	avgjøre	bestemme	avgjøre	V;NFIN;ACT	N;INDF;MASC;SG
bestemme	fastslå	bestemme	fastslå	V;NFIN;ACT	N;INDF;MASC;SG
bestemme	bestem	bestemme	bestem	V;NFIN;ACT	N;INDF;MASC;SG
bidraget	bidrag	bidrage	bidrag	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
bidraget	bidro	bidrage	bidro	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
bidraget	bidratt	bidrage	bidratt	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
effektivt	effektive	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;PL
effektivt	effektive	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ;PL
lyse	bright	lyse	bright	ADJ;PL	N;INDF;SG
organismer	organisme	organisme	organisme	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
organismer	organismer	organisme	organisme	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
relation	forholdet	relation	forhold	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
luther	luther	luthe	luther	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
schleswig	slesvig	schleswig	slesvig	N;INDF;NEUT;SG	ADJ;INDF;SG
fortid	fortida	fortid	fortid	N;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fortid	fortiden	fortid	fortid	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fortid	forbi	fortid	forbi	N;INDF;MASC+FEM;SG	ADP
brudt	knust	bryde	knuse	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
brudt	broken	bryde	brok	V;INDF;SG;PST;V.PTCP	N;DEF;MASC;SG
brudt	brutt	bryde	bru	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
brudt	brukket	bryde	brukk	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
andres	andres	anden	annan	DET;GEN;PL	N;INDF;MASC;SG
begrænsede	limited	begrænse	limited	V;PL;PST;V.PTCP	N;INDF;MASC;SG
begrænsede	begrenset	begrænse	begrens	V;PL;PST;V.PTCP	N;DEF;NEUT;SG
bach	bach	bach	bach		N;INDF;MASC;SG
steven	steven	stev	steve	PROPN	N;DEF;MASC;SG
mobile	mobile	mobil	mobil		N;INDF;NEUT;SG
mobile	mobilt	mobil	mobil		ADJ;INDF;NEUT;SG
mobile	mobil	mobil	mobil		N;INDF;MASC;SG
three	tre	thre	tre		NUM;PL
three	three	thre	three		N
inkl	inkl	inkl	inkl	V;IMP	ADV
four	fire	four	fire		NUM;PL
four	four	four	four		N
family	familien	family	familie		N;DEF;MASC;SG
family	familie	family	familie		N;INDF;MASC;SG
family	slekt	family	slekkje		N;INDF;FEM;SG
fakta	fakta	fakta	faktum	N;INDF;NEUT;SG	N;INDF;NEUT;PL
fakta	faktaene	fakta	fakta	N;INDF;NEUT;SG	N;DEF;FEM;PL
beslutninger	avgjørelser	beslutning	avgjørelser	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
fortalt	fortalt	fortælle	fortelje	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
thailand	thailand	thailand	thailand		N;INDF;NEUT;SG
thailand	thailands	thailand	thailands		N;INDF;MASC;SG
mister	tape	miste	tape	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
mister	tape	miste	tape	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
mister	miste	miste	miste	V;IND;PRS;FIN;ACT	ADJ;INDF;SG;V.PTCP
fødevarer	mat	fødevare	mat	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
fødevarer	foods	fødevare	foods	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
channel	kanal	channel	kanal		N;INDF;MASC;SG
channel	channel	channel	channel		N;INDF;MASC;SG
channel	kanalen	channel	kanal		N;DEF;MASC;SG
square	firkantet	square	firkant		N;DEF;NEUT;SG
square	kvm	square	kvm		N;INDF;NEUT;SG
square	kvadratisk	square	kvadratisk		ADJ;INDF;NEUT;SG
square	kvadrat	square	kvadrat		N;INDF;NEUT;SG
beboet	bebodd	bebo	beby	V;INDF;SG;PST;V.PTCP	N;INDF;MASC;SG
beboet	befolket	bebo	befolkt	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
elektroniske	elektronisk	elektronisk	elektronisk	ADJ;PL	ADJ;INDF;NEUT;SG
grønlandske	grønland	grønlandsk	grønland	ADJ;PL	N;INDF;MASC;SG
grønlandske	grønlandsk	grønlandsk	grønlandsk	ADJ;PL	ADJ;INDF;NEUT;SG
sikret	sikret	sikre	sikre	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
sikret	garanterte	sikre	garantere	V;INDF;SG;PST;V.PTCP	ADJ;PL;V.PTCP
sikret	garantert	sikre	garantere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
sikret	sikre	sikre	sikre	V;INDF;SG;PST;V.PTCP	N;INDF;FEM;SG
sikret	sikker	sikre	sikker	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG
sikret	sikret	sikre	sikre	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
sikret	forsikret	sikre	forsikre	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
hallen	hall	hal	hall	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
senatet	senat	senatet	senat	N;DEF;NEUT;SG	N;INDF;MASC;SG
firenze	florence	firenze	florence	PROPN	N
firenze	firenze	firenze	firenze	PROPN	N;INDF;MASC;SG
tingene	ting	ting	ting	N;DEF;MASC+FEM;PL	N;INDF;MASC;PL
omfatte	inkluder	omfatte	inklude	V;NFIN;ACT	N;INDF;MASC;PL
evans	evans	evans	evans		N;INDF;MASC;SG
lucas	lucas	lucas	lucas		N;INDF;MASC;SG
egyptiske	egyptisk	egyptisk	egyptisk	ADJ;PL	ADJ;INDF;NEUT;SG
studios	studios	studio	studios		N;INDF;MASC;SG
inkluderet	inkludert	inkludere	inkludere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
peger	peker	pege	peke	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
forretninger	butikkene	forretning	butikke	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
forretninger	bedriften	forretning	bedrift	N;INDF;MASC+FEM;PL	N;DEF;MASC;SG
forretninger	business	forretning	business	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
forretninger	virksomhet	forretning	virksomhet	N;INDF;MASC+FEM;PL	N;INDF;MASC;SG
forretninger	bedrift	forretning	bedrift	N;INDF;MASC+FEM;PL	N;INDF;FEM;SG
krag	krag	krag	krag	PROPN	N;INDF;MASC;SG
belejringen	beleiring	belejring	beleiring	N;DEF;MASC+FEM;SG	N;INDF;FEM;SG
portugisisk	portugisiske	portugisisk	portugisk	ADJ;INDF;SG	ADJ;PL
modificeret	modifisert	modificeret	modifisere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
modificeret	endret	modificeret	endre	V;INDF;SG;PST;V.PTCP	N;INDF;NEUT;SG
håber	håpet	håbe	håp	V;IND;PRS;FIN;ACT	N;DEF;NEUT;SG
håber	håpte	håbe	håpe	V;IND;PRS;FIN;ACT	V;IND;PST;FIN
håber	håpe	håbe	håpe	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
håber	håp	håbe	håp	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
håber	hope	håbe	hope	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
flight	flyreise	flight	flyreise		N;INDF;FEM;SG
flight	flytur	flight	flytur		N;INDF;MASC;SG
flight	flyging	flight	flyging		N;INDF;FEM;SG
copa	copa	copa	cope		N;INDF;NEUT;SG
kristiania	kristiania	kristiania	kristiani	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
søs	havet	søs	hav	N;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
bomber	bombefly	bombe	bombefly	N;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
romansk	romansk	romansk	romansk	ADJ;INDF;SG	N;INDF;MASC;SG
floderne	rivers	flod	rivers	N;DEF;MASC+FEM;PL	N;INDF;NEUT;SG
floderne	elver	flod	elv	N;DEF;MASC+FEM;PL	N;INDF;FEM;PL
globale	global	global	global	ADJ;PL	ADJ;INDF;SG
globale	globalt	global	global	ADJ;PL	ADJ;INDF;NEUT;SG
short	kort	short	kort		N;INDF;NEUT;SG
short	short	short	shor		N;INDF;SG
short	korte	short	kort		ADJ;PL
soul	sjel	soul	sjel		N;INDF;FEM;SG
soul	soul	soul	soul		N;INDF;MASC;SG
hotellet	hotell	hotel	hotell	N;DEF;NEUT;SG	N;INDF;NEUT;SG
hotellet	hotel	hotel	hotel	N;DEF;NEUT;SG	N;INDF;NEUT;SG
tidsskrifter	dagbøkene	tidsskrift	dagbok	N;INDF;NEUT;PL	N;DEF;FEM;PL
kent	kent	kent	kent		N;INDF;MASC;SG
graham	graham	graham	graham		N;INDF;MASC;SG
foretrækker	foretrekker	foretrække	foretrekke	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
foretrækker	foretrekker	foretrække	foretrekke	V;IND;PRS;FIN;ACT	N;INDF;MASC;PL
foretrækker	foretrekke	foretrække	foretrekke	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
skød	lap	skød	lap	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
skød	skutt	skød	skutt	V;IND;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
flyver	fly	flyve	fly	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
flyver	flue	flyve	fluge	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
flyver	fluer	flyve	flu	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
flyver	flying	flyve	flying	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
flyver	flyging	flyve	flyging	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
nations	nasjoner	nation	nasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;PL
china	china	china	china		N
china	kina	china	Kina		PROPN
march	marsjere	march	marsjere	N;INDF;MASC+FEM;SG	V;NFIN
fabrikker	fabrikkene	fabrik	fabrikke	N;INDF;MASC+FEM;PL	N;DEF;FEM;PL
effektiv	effektive	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ;PL
effektiv	effektive	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ;PL
bird	fugl	bird	fugl		N;INDF;MASC;SG
bird	bird	bird	bird		N
michigan	michigan	michigan	michigan	N;INDF;MASC+FEM;SG	PROPN
jeppe	jeppe	jeppe	jeppe	PROPN	N;INDF;MASC;SG
begået	engasjert	begå	engasjere	V;INDF;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
begået	begått	begå	begå	V;INDF;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
begået	forpliktet	begå	forplikt	V;INDF;SG;PST;V.PTCP	N;DEF;NEUT;SG
mail	posten	mail	post	N;INDF;MASC+FEM;SG	N;DEF;MASC;SG
mountain	fjell	mountain	fjell		N;INDF;NEUT;SG
mountain	mountain	mountain	mountain		N;INDF;NEUT;SG
mountain	fjellet	mountain	fjell		N;DEF;NEUT;SG
slovakiet	slovakias	slovakium	slovakias	N;DEF;NEUT;SG	N;INDF;NEUT;SG
udgaven	edition	udgave	edition	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
udgaven	utgave	udgave	utgave	N;DEF;MASC+FEM;SG	N;INDF;MASC;SG
michel	michel	michel	michel		N;INDF;MASC;SG
