το	را	ο	را	DET;NOM;DEF;NEUT;SG	PART
χρονος	زمان	χρονος	زمان	DET;NOM;DEF;MASC;SG	N;SG
χρονος	تایم	χρονος	تایم	DET;NOM;DEF;MASC;SG	N;SG
χρονος	time	χρονος	time	DET;NOM;DEF;MASC;SG	
λουίζα	لویسا	λουίζα	لویسا	N;NOM;FEM;SG	
σουηδικά	سوئدی	σουηδικά	سوئدی	ADV	N;SG
παν	پان	παν	پان		N;SG
παν	پن	παν	پن		N;SG
πες	بگویید	πες	None	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SBJV;PL;2;PRS
πες	بگو	πες	None	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;SG;2
πες	بگویم	πες	گفت#گو	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;SBJV;PL;1;PRS
πες	بگو	πες	None	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;SG;2
έβερτον	اورتون	έβερτον	اورتون		N;SG
κάρτερ	کارتر	κάρτερ	کار	PROPN;NOM;MASC;SG	N;SG
μπιν	b	μπιν	b		N;SG
μπιν	لاوک	μπιν	لاوک		
μπιν	بین	μπιν	بین		ADP
μπιν	لوبیا	μπιν	None		N;SG
μπιν	لوبیای	μπιν	لوبیا		N;SG
κίνητρα	انگیزه	κίνητρο	انگیزه	N;NOM;NEUT;PL	N;SG
κίνητρα	انگیزش	κίνητρο	انگیزش	N;NOM;NEUT;PL	N;SG
κίνητρα	مشوق	κίνητρο	مشوق	N;NOM;NEUT;PL	N;SG
κίνητρα	انگیزش	κίνητρο	انگیزش	N;NOM;NEUT;PL	N;SG
δεσμοί	بند	δεσμός	بند	N;NOM;MASC;PL	N;SG
ολοκληρωμένο	مجتمع	ολοκληρώνω	مجتمع	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	N;SG
ολοκληρωμένο	یکپارچه	ολοκληρώνω	یکپارچه	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	ADJ
νύχτες	شبا	νύχτης	شبا	N;NOM;FEM;PL	N;SG
νύχτες	شب	νύχτης	شب	N;NOM;FEM;PL	N;SG
δέσποινα	دسپینا	δέσποινα	دسپینا	PROPN;NOM;FEM;SG	N;PL
ψηφιακά	رقمی	ψηφιακά	None	ADV	N;SG
ψηφιακά	digital	ψηφιακά	digital	ADV	N;SG
ψηφιακά	دیجیتالی	ψηφιακά	None	ADV	N;SG
ψηφιακά	دیجیتال	ψηφιακά	None	ADV	N;SG
νέλσον	نلسون	νέλσον	نلسون		N;SG
κλήση	بخوانید	κλήση	خواند#خوان	N;NOM;FEM;SG	V;SBJV;PL;2;PRS
παντρεμένη	married	παντρένω	married	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
παντρεμένη	متاهل	παντρένω	متاهل	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
παντρεμένη	ازدواج	παντρένω	ازدواج	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
μοναχούς	راهبان	μοναχός	راهبان	N;ACC;MASC;PL	N;SG
μπαχρέιν	بحرین	μπαχρέιν	بحرین		N;SG
συνεχόμενα	مداوم	συνεχόμενο	مداوم	ADV	N;SG
συνεχόμενα	پیوسته	συνεχόμενο	پیوسته	ADV	N;SG
επικίνδυνο	خطرناکی	επικίνδυνος	خطرناک	ADJ;NOM;NEUT;SG	N;SG
επιπλοκές	پیچیدگی	επιπλοκή	پیچیدگی	N;NOM;FEM;PL	N;SG
ντεπορτίβο	deportivo	ντεπορτίβος	deportivo		N;SG
έβδομο	هفتمین	έβδομος	هفتمین	NUM;NOM;NEUT;SG	NUM
έβδομο	هفتم	έβδομος	هفتم	NUM;NOM;NEUT;SG	ADJ
οκλαχόμα	اکلاهما	οκλαχόμα	اکلاهما	PROPN;NOM;FEM;SG	N;SG
αερολιμένας	فرودگاه	αερολιμένος	فرودگاه	ADJ;NOM;MASC;SG	N;SG
δεσμός	امور	δεσμός	امر	N;NOM;MASC;SG	N;PL
σεξ	سکس	σεξ	سکس		N;SG
σεξ	جنسیت	σεξ	جنسیت		N;SG
σεξ	جنسی	σεξ	جنسی		N;SG
περιοδείες	تور	περιοδείο	تور	N;NOM;FEM;PL	N;SG
νεολιθική	نوسنگی	νεολιθικός	نوسنگی	ADJ;NOM;FEM;SG	N;SG
γκαμπόν	گابن	γκαμπόν	گابن	PROPN;NOM;MASC;SG	N;SG
μικτή	مخلوط	μικτός	مخلوط	ADJ;NOM;FEM;SG	N;SG
μικτή	مختلط	μικτός	مختلط	ADJ;NOM;FEM;SG	N;SG
γκόγια	گویا	γκόγιος	گویا	N;NOM;NEUT;PL	
χάρολντ	هارولد	χάρολντ	هارولد	PROPN;NOM;MASC;SG	N;SG
χάρολντ	هرولد	χάρολντ	هرولد	PROPN;NOM;MASC;SG	N;SG
βουδαπέστη	بوداپست	βουδαπίστομαι	بوداپست	PROPN;NOM;FEM;SG	N;SG
ανταρκτική	جنوبگان	ανταρκτικός	جنوبه	ADJ;NOM;FEM;SG	N;SG
ανταρκτική	جنوبگان	ανταρκτικός	جنوبه	ADJ;NOM;FEM;SG	N;SG
ορλεάνης	اورلئان	ορλεάνη	اورلئ	PROPN;GEN;FEM;SG	N;SG
πινακίδες	بشقاب	πινακίδα	بشقاب	N;NOM;FEM;PL	N;SG
γλωσσική	کلامی	γλωσσικός	کلامی	ADJ;NOM;FEM;SG	N;SG
γλωσσική	زبانی	γλωσσικός	زبان	ADJ;NOM;FEM;SG	N;SG
ουρανός	آسمان	ουρανός	آسمان	ADJ;NOM;MASC;SG	N;SG
ουρανός	اسکای	ουρανός	اسکا	ADJ;NOM;MASC;SG	N;SG
μειώσει	کاهش	μειώνω	کاهش	V;PFV;IND;SG;3;FIN;ACT	N;SG
ιατρικό	طبی	ιατρικός	طبی	ADJ;NOM;NEUT;SG	N;SG
ιατρικό	medical	ιατρικός	medical	ADJ;NOM;NEUT;SG	N;SG
ιατρικό	پزشکی	ιατρικός	پزشکی	ADJ;NOM;NEUT;SG	N;SG
προθέσεις	قصدی	πρόθεση	قصدی	N;NOM;FEM;PL	N;SG
προθέσεις	قصد	πρόθεση	قصد	N;NOM;FEM;PL	N;SG
μπουρούντι	بوروندی	μπουρούντι	بوروندی	PROPN;NOM;NEUT;SG	N;SG
τυχαίο	تصادفی	τυχαίος	None	ADJ;NOM;NEUT;SG	N;SG
τυχαίο	تصادفی	τυχαίος	None	ADJ;NOM;NEUT;SG	N;SG
μαλάουι	مالاوی	μαλάμαι	مالاوی	PROPN;NOM;NEUT;SG	N;SG
επιθετική	پرخاشگری	επιθετικός	پرخاشگری	ADJ;NOM;FEM;SG	N;SG
επιθετική	پرخاشگر	επιθετικός	پرخاشگر	ADJ;NOM;FEM;SG	N;SG
επιθετική	تهاجمی	επιθετικός	تهاجمی	ADJ;NOM;FEM;SG	N;SG
αφρικανική	آفریقایی	αφρικάνικος	آفریقایی	ADJ;NOM;FEM;SG	N;SG
μπάρτον	برتون	μπάρτον	برتون		N;SG
μπάρτον	بارتون	μπάρτον	بارتون		N;SG
μπάρτον	بارتون	μπάρτον	بارتون		N;SG
έντι	اِدی	έντι	اِدی		N;SG
φάσο	فاسو	φάσο	فاسو		N;SG
κάρτες	ورق	κάρτες	ورق	N;NOM;FEM;PL	N;SG
πληρώσει	تاوان	πληρώνω	تاوان	V;PFV;NFIN;ACT	N;SG
πληρώσει	پرداخت	πληρώνω	پرداخت	V;PFV;NFIN;ACT	N;SG
ελίτ	نخبگان	ελίτ	نخبه	N;NOM;FEM;SG	N;PL
ναυτικός	سیمن	ναυτικός	سیمن	ADJ;NOM;MASC;SG	N;SG
ναυτικός	ملوان	ναυτικός	ملوان	ADJ;NOM;MASC;SG	N;SG
ναυτικός	مارینر	ναυτικός	مارینر	ADJ;NOM;MASC;SG	N;SG
τζέρσεϊ	نیوجرسی	τζέρω	نیوجرسی		N;SG
τζέρσεϊ	جرسی	τζέρω	جرسی		N;SG
τζέρσεϊ	جرزی	τζέρω	جرزی		N;SG
μις	خانم	μιος	خانم		N;SG
μις	بانو	μιος	بانو		N;SG
μις	دوشیزه	μιος	دوشیزه		N;SG
μαχητικό	رزمنده	μαχητικός	رزمنده	ADJ;NOM;NEUT;SG	N;SG
μαχητικό	جنگنده	μαχητικός	جنگنده	ADJ;NOM;NEUT;SG	N;SG
μαχητικό	مبارز	μαχητικός	مبارز	ADJ;NOM;NEUT;SG	N;SG
μαχητικό	مبارزان	μαχητικός	None	ADJ;NOM;NEUT;SG	N;PL
επίπεδη	مسطح	επίπεδο	مسطح	NUM;NOM;FEM;SG	N;SG
επίπεδη	فلت	επίπεδο	فلت	NUM;NOM;FEM;SG	N;SG
πάμπλο	پابلو	πάμπλο	None		N;SG
σαντ	شن	σαντ	شن		N;SG
σαντ	سند	σαντ	سند		N;SG
σαντ	ماسه	σαντ	ماسه		N;SG
σαντ	شنی	σαντ	شنی		N;SG
σαντ	سانت	σαντ	سانت#سان		N;SG
σαντ	شاد	σαντ	شاد		ADJ
τοπικός	محلی	τοπικός	محل	ADJ;NOM;MASC;SG	N;SG
βίαια	خشن	βίαιο	None	ADV	ADJ
βίαια	خشونت	βίαιο	خشونت	ADV	N;SG
συγκριτικά	تطبیقی	συγκριτικά	تطبیقی	ADV	N;SG
πρώιμο	نابهنگام	πρώιμο	نابهنگام	ADJ;NOM;NEUT;SG	N;SG
πρώιμο	زودرس	πρώιμο	زودرس	ADJ;NOM;NEUT;SG	N;SG
πρώιμο	نارس	πρώιμο	None	ADJ;NOM;NEUT;SG	N;SG
πρώιμο	پارگی	πρώιμο	پارگی	ADJ;NOM;NEUT;SG	N;SG
νιγηρίας	نیجریه	νιγηρία	نیجریه	PROPN;GEN;FEM;SG	N;SG
νιγηρίας	نیجریه	νιγηρία	نیجریه	PROPN;GEN;FEM;SG	N;SG
λάζαρος	لازاروس	λάζαρος	لازاروس	PROPN;NOM;MASC;SG	N;SG
μοριακό	مولکولی	μοριακός	مولکولی	ADJ;NOM;NEUT;SG	N;SG
ενδιαφέρεται	علاقمندی	ενδιαφέρω	علاقمندی	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
ενδιαφέρεται	علاقه	ενδιαφέρω	علاقه	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;SG
ενδιαφέρεται	علاقمند	ενδιαφέρω	علاقمند	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ
ώθηση	بوست	ώθηση	بوست	N;ACC;FEM;SG	
λας	لاس	λος	لاس	PROPN;NOM;MASC;SG	N;SG
λας	las	λος	las	PROPN;NOM;MASC;SG	N;SG
λευκορωσία	بلاروس	λευκορωσία	بلاروس	PROPN;NOM;FEM;SG	N;SG
λένινγκραντ	لنینگراد	λένινγκραντ	لنینگراد		N;SG
ντιέγκο	دیگو	ντιέγκο	دیگو		N;SG
μάνη	mani	μάνης	mani	PROPN;ACC;FEM;SG	N;SG
μάνη	مانی	μάνης	None	PROPN;ACC;FEM;SG	N;SG
πρώτον	اول	πρώτον	اول	ADV	ADJ
πρώτον	ابتدا	πρώτον	ابتدا	ADV	N;SG
πρώτον	نخستین	πρώτον	نخستین	ADV	ADJ;RL
ρυθμίσεις	پیکربندی	ρύθμιση	پیکربندی	N;NOM;FEM;PL	N;SG
δένδρα	درخت	δένδρος	درخت	N;NOM;NEUT;PL	N;SG
δεκτός	پذیرفت	δεκτός	پذیرفت#پذیر	ADJ;NOM;MASC;SG	V;SG;3;PST
δεκτός	پذیرفته	δεκτός	پذیرفت#پذیر	ADJ;NOM;MASC;SG	V;SG;3;V.PTCP
κολύμβηση	شنای	κολύμβηση	شنا	N;ACC;FEM;SG	N;PL
καλοκαίρια	سامرز	καλοκαίριο	سامرز	N;NOM;NEUT;PL	N;SG
μειωμένη	تقلیل	μειώνω	تقلیل	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
μειωμένη	خواص	μειώνω	خاصه	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;PL
υπεύθυνοι	مسئول	υπεύθυνος	مسئول	ADJ;NOM;MASC;PL	N;SG
υπεύθυνοι	مسول	υπεύθυνος	مسول	ADJ;NOM;MASC;PL	N;SG
υπεύθυνοι	مسئولیت	υπεύθυνος	مسئولیت	ADJ;NOM;MASC;PL	N;SG
βαυαρία	باواریا	βαυαρία	باواریا	PROPN;ACC;FEM;SG	N;SG
βαυαρία	باواریا	βαυαρία	باواریا	PROPN;ACC;FEM;SG	N;SG
βαυαρία	بایرن	βαυαρία	بایرن	PROPN;ACC;FEM;SG	N;SG
νεκρή	مُرده	νεκρός	مُرده	N;NOM;FEM;SG	ADJ
νεκρή	مردگان	νεκρός	مرده	N;NOM;FEM;SG	N;PL
σεβίλλη	sevilla	σεβίλλη	sevilla	PROPN;NOM;FEM;SG	N;SG
σεβίλλη	سویل	σεβίλλη	سویل	PROPN;NOM;FEM;SG	N;SG
σιέρα	سیرا	σιέρα	سیرا	PROPN;NOM;FEM;SG	N;SG
πολωνός	لهستانی	πολωνός	لهستانی	ADJ;NOM;MASC;SG	N;SG
κλαδιά	ترکه	κλαδιό	ترکه	N;NOM;NEUT;PL	N;SG
κλαδιά	شعبه	κλαδιό	شعبه	N;NOM;NEUT;PL	N;SG
κλαδιά	شاخه	κλαδιό	شاخه	N;NOM;NEUT;PL	N;SG
λεπτή	قلمی	λεπτό	قلمی	ADJ;NOM;FEM;SG	N;SG
λεπτή	نازک	λεπτό	نازک	ADJ;NOM;FEM;SG	N;SG
λεπτή	لاغری	λεπτό	لاغری	ADJ;NOM;FEM;SG	N;SG
λεπτή	ظریف	λεπτό	ظریف	ADJ;NOM;FEM;SG	N;SG
σουηδός	سوئدی	σουηδός	سوئدی	ADJ;NOM;MASC;SG	N;SG
σουηδός	سوید	σουηδός	سوید	ADJ;NOM;MASC;SG	N;SG
σινά	سینا	σινά	سینا	PROPN;NOM;NEUT;SG	N;SG
σινά	سینای	σινά	سینا	PROPN;NOM;NEUT;SG	N;SG
αυτιά	گوش	αυτιό	گوش	N;NOM;NEUT;PL	N;SG
κατάρ	قطر	κατάρ	قطر		N;SG
μαλαισία	مالزی	μαλαισία	مالزی	PROPN;NOM;FEM;SG	N;SG
μαλαισία	iran	μαλαισία	iran	PROPN;NOM;FEM;SG	
πληροφορική	انفورماتیک	πληροφορικός	انفورماتیک	ADJ;NOM;FEM;SG	N;SG
μίλερ	میلر	μίλερ	None		N;SG
μίλερ	مولر	μίλερ	مولر		N;SG
πυκνό	متراکم	πυκνός	متراکم	N;NOM;NEUT;SG	ADJ
σφάλματα	خطاست	σφάλμα	خطاست	N;NOM;NEUT;PL	N;SG
άνταμς	آدامز	άνταμς	آدامز	PROPN;NOM;MASC;SG	N;SG
άνταμς	ادامز	άνταμς	ادامز	PROPN;NOM;MASC;SG	N;SG
μεσημέρι	نیمروز	μεσημέρι	نیمروز	ADV	N;SG
μεσημέρι	ظهر	μεσημέρι	ظهر	ADV	N;SG
μεσημέρι	نیمروز	μεσημέρι	نیمروز	ADV	N;SG
μεσημέρι	ظهر	μεσημέρι	ظهر	ADV	N;SG
ήξερε	دانستم	θέρω	دانست#دان	V;IPFV;IND;SG;3;PST;FIN;ACT	V;SG;1;PST
νευρικό	عصبی	νευρικός	عصبی	ADJ;NOM;NEUT;SG	N;SG
σουηδική	سوئدی	σουηδικός	سوئدی	ADJ;NOM;FEM;SG	N;SG
κιριμπάτι	کیریباتی	κιριμπάτι	کیریباتی		N;SG
βολιβία	بولیوی	βολιβία	بولیوی	PROPN;ACC;FEM;SG	N;SG
κύκλοι	دایره	κύκλος	دایره	N;NOM;MASC;PL	N;SG
κύκλοι	چرخه	κύκλος	چرخه	N;NOM;MASC;PL	N;SG
μεσαίο	وسط	μεσαίος	وسط	N;NOM;NEUT;SG	ADP
μεσαίο	متوسط	μεσαίος	متوسط	N;NOM;NEUT;SG	ADJ
κάμερον	کمرون	κάμερον	کمرون	PROPN;NOM;MASC;SG	N;SG
κολωνία	کلن	κολωνία	کلن	PROPN;ACC;FEM;SG	N;SG
κολωνία	ادکلن	κολωνία	ادکلن	PROPN;ACC;FEM;SG	N;SG
αρχικώς	اصالتا	αρχικώς	اصالتا	ADV	N;SG
καζάν	کازان	καζάν	کازان		N;SG
κατάθλιψη	افسرده	κατάθλιψη	افسرده	N;ACC;FEM;SG	ADJ
επιβάλει	تحمیل	επιβάζω	None	V;PFV;IND;SG;3;FIN;ACT	N;SG
λοιπά	غیره	λοιπός	غیره	ADV	N;SG
άλεν	آلن	άλεν	آلن		N;SG
αλεξέι	آلکسی	αλεξέι	آلکسی	PROPN;NOM;MASC;SG	N;SG
αλεξέι	الکسی	αλεξέι	الکسی	PROPN;NOM;MASC;SG	N;SG
βαρβάρα	واروارا	βαρβάρα	None	PROPN;NOM;FEM;SG	N;SG
σκληρός	ظالم	σκληρός	ظالم	ADJ;NOM;MASC;SG	N;SG
σκληρός	ظالمانه	σκληρός	None	ADJ;NOM;MASC;SG	ADV
σκληρός	سخت	σκληρός	سخت	ADJ;NOM;MASC;SG	ADV
σκληρός	عالیست	σκληρός	عالیست	ADJ;NOM;MASC;SG	N;SG
κλάδοι	شعبه	κλάδος	شعبه	N;NOM;MASC;PL	N;SG
κλάδοι	شاخه	κλάδος	شاخه	N;NOM;MASC;PL	N;SG
αλβανική	آلبانیایی	αλβανικός	آلبانیایی	ADJ;NOM;FEM;SG	N;SG
αναγκαίο	واجب	αναγκαίος	واجب	ADJ;NOM;NEUT;SG	N;SG
γιορκ	یورک	γιορκ	یورک		N;SG
λιλ	لیل	λιλ	لیل		N;SG
λιλ	لیل	λιλ	لیل		N;SG
αισθήματα	احساس	αίσθημα	احساس	N;NOM;NEUT;PL	N;SG
αισθήματα	احساساتی	αίσθημα	None	N;NOM;NEUT;PL	N;SG
εκδότες	ناشر	εκδότης	ناشر	N;NOM;MASC;PL	N;SG
ομάν	عمان	ομάν	عمان		N;SG
φίλτρο	فیلتر	φίλτρο	فیلتر	N;NOM;NEUT;SG	ADJ;CMPR
ομπάμα	اوباما	ομπάμα	اوباما	PROPN;NOM;MASC;SG	N;SG
προσέλαβε	استخدام	προσελαμβάνω	استخدام	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
καραϊβική	کارائیب	καραϊβικός	کارائیب	ADJ;NOM;FEM;SG	N;SG
θεμελιώδη	بنیادی	θεμελιώδη	بنیادی	ADV	N;SG
θεμελιώδη	اساسی	θεμελιώδη	اساسی	ADV	ADJ
βρείτε	یافتن	βρίσκω	یافتن	V;PFV;IMP;PL;2;FIN;ACT	N;SG
κλασικά	کلاسیک	κλασικός	کلاسیک	ADV	N;SG
κλασικά	کلاسیک	κλασικός	کلاسیک	ADV	N;SG
κλασικά	classic	κλασικός	classic	ADV	N;SG
δυναμικά	داینامیک	δυναμικά	داینامیک	ADV	N;SG
δυναμικά	پویای	δυναμικά	پویا	ADV	N;SG
δυναμικά	پویا	δυναμικά	پویا	ADV	N;SG
δυναμικά	دینامیک	δυναμικά	دینامیک	ADV	N;SG
ήθη	اخلاق	ήθη	اخلاق	N;NOM;NEUT;PL	N;SG
άντι	اندی	άντι	None		N;SG
άντι	دیود	άντι	دیود		N;SG
τεχνικός	تکنسین	τεχνικός	تکنسین	ADJ;NOM;MASC;SG	N;SG
μεμβράνη	film	μεμβράνη	film	N;NOM;FEM;SG	
μεμβράνη	غشاء	μεμβράνη	غشاء	N;NOM;FEM;SG	N;PL
παράλληλες	موازی	παράλληλος	موازی	ADJ;NOM;FEM;PL	N;SG
πέταξε	پرواز	πετώ	پرواز	V;PFV;IND;SG;3;PST;FIN;ACT	N;SG
αριζόνα	آریزونا	αριζόνα	آریزونا	PROPN;NOM;NEUT;SG	N;SG
τίτο	تیتو	τίτος	تیتو		N;SG
αύριο	فردایی	αύριο	فردایی	ADV	N;SG
αιγύπτιοι	مصریان	αιγύπτιος	مصری	ADJ;NOM;MASC;PL	N;PL
ιόντων	یون	ιόντος	یون	N;GEN;NEUT;PL	N;SG
ιόντων	یونی	ιόντος	یونی	N;GEN;NEUT;PL	N;SG
μισά	نیم	μισό	نیم	ADV	N;SG
μισά	نیمی	μισό	نیم	ADV	N;SG
μισά	نصف	μισό	None	ADV	N;SG
παλέρμο	پالرمو	παλέρμο	پالرمو	PROPN;NOM;NEUT;SG	N;SG
ρητορική	بلاغت	ρητορικός	بلاغت	ADJ;NOM;FEM;SG	N;SG
επιδαύρου	اپیداروس	επίδαυρος	اپیداروس	PROPN;GEN;MASC;SG	N;SG
ποταμούς	ریورز	ποταμός	ریورز	N;ACC;MASC;PL	N;SG
διαφορική	دیفرانسیل	διαφορικός	دیفرانسیل	ADJ;NOM;FEM;SG	N;SG
εβραϊκό	یهود	εβραϊκός	یهود	ADJ;NOM;NEUT;SG	N;SG
εβραϊκό	یهودیان	εβραϊκός	یهودی	ADJ;NOM;NEUT;SG	N;PL
εβραϊκό	یهودی	εβραϊκός	یهودی	ADJ;NOM;NEUT;SG	N;SG
εβραϊκό	عبری	εβραϊκός	عبری	ADJ;NOM;NEUT;SG	N;SG
ακριβείς	دقیقی	ακριβής	دقیقی	N;NOM;FEM;PL	N;SG
ακριβείς	دقیق	ακριβής	دقیق	N;NOM;FEM;PL	ADV
ακριβείς	دقیق	ακριβής	دقیق	N;NOM;FEM;PL	ADV
ευγενή	بزرگوار	ευγενής	بزرگوار	ADV	N;SG
ευγενή	نوبل	ευγενής	نوبل	ADV	N;SG
ευγενή	اصیل	ευγενής	None	ADV	N;SG
ευγενή	گرامی	ευγενής	گرامی	ADV	ADJ
ευγενή	نجیب	ευγενής	نجیب	ADV	N;SG
ουάσιγκτον	واشینگتون	ουάσιγκτον	واشینگتون		N;SG
ουάσιγκτον	واشنگتون	ουάσιγκτον	واشنگتون		N;SG
ουάσιγκτον	واشینگتن	ουάσιγκτον	واشینگتن		N;SG
ουάσιγκτον	واشنگتن	ουάσιγκτον	واشنگتن		N;SG
γαλάζιο	آبی	γαλάζιος	آبی	N;NOM;NEUT;SG	ADJ
ερωμένη	معشوقه	ερώνω	معشوقه	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
ερωμένη	lover	ερώνω	lover	V;PFV;NOM;FEM;SG;V.PTCP;PASS	N;SG
τήνου	تینوس	τήνος	تینوس	PROPN;GEN;FEM;SG	
λετονίας	لتونی	λετονία	لتونی	PROPN;GEN;FEM;SG	N;SG
ίντερνετ	اینترنت	ίντερνετ	اینترنت		N;SG
ίντερνετ	اینترنتی	ίντερνετ	اینترنتی		N;SG
πεκίνο	پکن	πεκίνο	پکن		N;SG
πεκίνο	پکن	πεκίνο	پکن		N;SG
αντάντ	ادد	αντάντ	ادد		N;SG
φορώντας	پوشیدن	φορώ	پوشیدن	V;IPFV;V.CVB;ACT	N;SG
τατζικιστάν	تاجیکستان	τατζικιστάν	تاجیکستان		N;SG
σάιμον	سیمون	σάιμον	سیمون	PROPN;NOM;MASC;SG	N;SG
σάιμον	سایمن	σάιμον	سایمن	PROPN;NOM;MASC;SG	N;SG
σάιμον	سایمون	σάιμον	سایمون	PROPN;NOM;MASC;SG	N;SG
κλειδιά	کلید	κλειδιά	None	N;NOM;NEUT;PL	N;SG
ισλαμικό	مسلمانها	ισλαμικός	مسلمان	ADJ;NOM;NEUT;SG	N;PL
δυνατά	بلند	δυνατός	بلند	ADV	ADJ
πολωνοί	لهستانی	πολωνός	لهستانی	ADJ;NOM;MASC;PL	N;SG
πολωνοί	تیرک	πολωνός	تیرک	ADJ;NOM;MASC;PL	N;SG
πιέτρο	پیترو	πιέτρο	پیترو		N;SG
μπρόντγουεϊ	برادوی	μπρόντγουεϊ	برادوی		N;SG
κάθετη	عمودی	κάθετος	عمودی	ADJ;NOM;FEM;SG	N;SG
βίκτωρ	ویکتور	βίκτωρ	ویکتور	PROPN;NOM;MASC;SG	N;SG
πράσινα	سبز	πράσινος	سبز	ADV	ADJ
πράσινα	گرین	πράσινος	گرین	ADV	N;SG
θιβέτ	تبتی	θιβέτ	تبتی		N;SG
θιβέτ	تبت	θιβέτ	تبت		N;SG
θιβέτ	تبت	θιβέτ	تبت		N;SG
καλλιτεχνικές	هنرمندانه	καλλιτεχνικός	هنرمندانه	ADJ;NOM;FEM;PL	ADV
καλλιτεχνικές	هنرمندی	καλλιτεχνικός	هنرمند	ADJ;NOM;FEM;PL	N;SG
προσωπικός	شخصی	προσωπικός	شخص	ADJ;NOM;MASC;SG	N;SG
αναλογίες	تناسب	αναλογία	تناسب	N;NOM;FEM;PL	N;SG
