der	az	der	az	DET;NOM;DEF;MASC;SG	
wiederwahl	újraválasztják	wiederwahl	újraválaszt	V;IND;SG;3;PST;FIN	V;DEF;IND;PL;3;PRS;FIN;ACT
erfindung	fantázia	erfindung	fantázia	N;FEM;SG	
erfindung	találmányok	erfindung	találmány	N;FEM;SG	N;NOM;PL
xii	xii	xii	xii		PROPN;NOM;SG
nachlass	kedvezmény	nachlass	kedvezmény		N;NOM;SG
nachlass	örökség	nachlass	örökség		N;NOM;SG
reichweite	hatálya	reichweit	hatály	ADJ;NOM	N;NOM;SG
reichweite	hatály	reichweit	hatály	ADJ;NOM	N;NOM;SG
reichweite	tartomány	reichweit	tartomány	ADJ;NOM	N;NOM;SG
reichweite	távolság	reichweit	távolság	ADJ;NOM	N;NOM;SG
reichweite	elérés	reichweit	elérés	ADJ;NOM	N;NOM;SG
reichweite	elérése	reichweit	elérés	ADJ;NOM	N;NOM;SG
reichweite	elérni	reichweit	el+ér	ADJ;NOM	V;NFIN;ACT
hals	torka	hals	torka		
hals	torok	hals	torok		N;NOM;SG
hals	torkát	hals	torka		N;ACC;SG
hals	nyakát	hals	nyaka		N;ACC;SG
hals	nyaka	hals	nyaka		N;NOM;SG
hals	nyak	hals	nyak		N;NOM;SG
maría	maría	maría	maría	PROPN;SG	
schlösser	kastélyok	schlöß	kastély		N;NOM;PL
schlösser	zárak	schlöß	zárak		N;NOM;PL
schlösser	paloták	schlöß	palota		N;NOM;PL
jahrhunderten	évszázadok	jahrhundert	évszázad	V;IND;PL;3;PST;FIN	N;NOM;PL
jahrhunderten	évszázadokkal	jahrhundert	évszázad	V;IND;PL;3;PST;FIN	N;INS;PL
hauptrollen	főszereplő	hauptrollen	főszereplő	N;NOM;PL	N;NOM;SG
hauptrollen	főszerepben	hauptrollen	főszerep	N;NOM;PL	N;IN+ESS;SG
piano	zongorát	piano	zongora		N;ACC;SG
piano	zongorán	piano	zongora		N;ON+ESS;SG
olympia	olimpia	olympia	olimpia	PROPN;NOM;SG	N;NOM;SG
olympia	olympia	olympia	olympia	PROPN;NOM;SG	N;NOM;SG
olympia	olimpiai	olympia	olimpiai	PROPN;NOM;SG	ADJ;NOM;SG
bemühungen	erőkifejtés	bemühungen	erőkifejtés	V;NFIN	N;NOM;SG
bemühungen	erőfeszítés	bemühungen	erőfeszítés	V;NFIN	N;NOM;SG
bemühungen	erőfeszítések	bemühungen	erőfeszítés	V;NFIN	N;NOM;PL
bemühungen	erőfeszítéseket	bemühungen	erőfeszítés	V;NFIN	N;ACC;PL
bemühungen	erőfeszítés	bemühungen	erőfeszítés	V;NFIN	N;NOM;SG
bemühungen	erőfeszítések	bemühungen	erőfeszítés	V;NFIN	N;NOM;PL
johan	johan	johan	johan	PROPN;NOM;MASC;SG	
margaret	margaret	margaret	margaret	PROPN;SG	
margaret	margit	margaret	margit	PROPN;SG	
wochenende	hétvégén	wochenend	hétvég	ADJ;NOM;FEM;SG	N;ON+ESS;SG
wochenende	hétvége	wochenend	hétvég	ADJ;NOM;FEM;SG	N;NOM;SG
wochenende	hétvégén	wochenend	hétvég	ADJ;NOM;FEM;SG	N;ON+ESS;SG
wochenende	hétvégére	wochenend	hétvég	ADJ;NOM;FEM;SG	N;ON+ALL;SG
wochenende	hétvége	wochenend	hétvég	ADJ;NOM;FEM;SG	N;NOM;SG
arizona	arizona	arizona	arizona	PROPN;NOM;SG	
arizona	arizonai	arizona	arizonai	PROPN;NOM;SG	
arizona	arizonában	arizona	arizon	PROPN;NOM;SG	PROPN;IN+ESS;SG
franklin	franklin	franklin	franklin	PROPN;SG	
flüchtlinge	menekült	flüchtlinge	menekült	ADJ;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
flüchtlinge	menekültek	flüchtlinge	menekült	ADJ;NOM;FEM;PL	N;NOM;PL
flüchtlinge	szökevények	flüchtlinge	szökevény	ADJ;NOM;FEM;PL	N;NOM;PL
koalition	koalíció	koalition	koalíció		N;NOM;SG
comic	képregények	comic	képregény	PROPN;NOM;SG	N;NOM;PL
comic	képregény	comic	képregény	PROPN;NOM;SG	N;NOM;SG
comic	képregényeket	comic	képregény	PROPN;NOM;SG	N;ACC;PL
comic	komikus	comic	komikus	PROPN;NOM;SG	N;NOM;SG
comic	képregény	comic	képregény	PROPN;NOM;SG	N;NOM;SG
comic	rajzfilm	comic	rajzfilm	PROPN;NOM;SG	N;NOM;SG
skulptur	szobor	skulptur	szobor		N;NOM;SG
skulptur	szobrok	skulptur	szobor		N;NOM;PL
rue	rue	rue	rue	PROPN;SG	
sinfonie	szimfonikus	sinfonie	szimfonikus		N;NOM;SG
vermittlung	operátor	vermittlung	operátor	ADJ	N;NOM;SG
vermittlung	üzemeltető	vermittlung	üzemeltető	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
vermittlung	elhelyezés	vermittlung	elhelyezés	ADJ	N;NOM;SG
vermittlung	közvetítés	vermittlung	közvetítés	ADJ	N;NOM;SG
vermittlung	közvetítés	vermittlung	közvetítés	ADJ	N;NOM;SG
vermittlung	egyeztetés	vermittlung	egyeztetés	ADJ	
vermittlung	egyeztető	vermittlung	egyeztető	ADJ	
handlungen	cselekmények	handlung	cselekmény	V;NFIN	N;NOM;PL
handlungen	aktusok	handlung	aktus	V;NFIN	N;NOM;PL
handlungen	műveletek	handlung	művelet	V;NFIN	N;NOM;PL
handlungen	fellépések	handlung	fellépés	V;NFIN	N;NOM;PL
handlungen	akciók	handlung	akció	V;NFIN	N;NOM;PL
handlungen	intézkedések	handlung	intézkedés	V;NFIN	N;NOM;PL
handlungen	cselekvések	handlung	cselekvés	V;NFIN	N;NOM;PL
chinesischer	kínai	chinesisch	kínai	ADJ	
chinesischer	kínaiak	chinesisch	kínai	ADJ	N;NOM;PL
seminar	szemináriumba	seminar	szeminárium		N;IN+ALL;SG
seminar	szeminárium	seminar	szeminárium		N;NOM;SG
seminar	szemináriumon	seminar	szeminárium		N;ON+ESS;SG
seminar	szeminárium	seminar	szeminárium		N;NOM;SG
naturpark	park	naturpark	park	PROPN	N;NOM;SG
landwirtschaftlich	mezőgazdasági	landwirtschaftlich	mezőgazdasági	ADJ	
landwirtschaftlich	mezőgazdaság	landwirtschaftlich	mezőgazdaság	ADJ	N;NOM;SG
landwirtschaftlich	agrár	landwirtschaftlich	agrár	ADJ	
substanz	anyag	substanz	anyag		N;NOM;SG
harris	harris	harris	harris	PROPN;SG	
generationen	generációs	generation	generációs		N;NOM;SG
generationen	nemzedékek	generation	nemzedék		N;NOM;PL
generationen	generációk	generation	generáció		N;NOM;PL
leid	bánat	leid	bánat		N;NOM;SG
leid	bánatot	leid	bánat		N;ACC;SG
leid	szomorúság	leid	szomorúság		N;NOM;SG
leid	sajnálom	leid	sajnál		V;DEF;IND;SG;1;PRS;FIN;ACT
leid	szenvedés	leid	szenvedés		N;NOM;SG
leid	szenved	leid	szenved		V;INDF;IND;SG;3;PRS;FIN;ACT
janeiro	janeiro	janeiro	janeiro	PROPN;NOM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
vancouver	vancouver	vancouver	vancouver	PROPN;NOM;SG	N;NOM;SG
bestätigte	megerősítve	bestätigen	megerősítve	V;IND;SG;3;PST;FIN	ADV;V.CVB
bestätigte	elismert	bestätigen	elismer	V;IND;SG;3;PST;FIN	
ausrüstung	berendezések	ausrüstung	berendezés	N;NOM;FEM;SG	N;NOM;PL
ausrüstung	felszerelések	ausrüstung	felszerelés	N;NOM;FEM;SG	N;NOM;PL
ausrüstung	gear	ausrüstung	gear	N;NOM;FEM;SG	
dreharbeiten	forgatás	dreharbeit	forgatás	V;NFIN	N;NOM;SG
dreharbeiten	lövöldözés	dreharbeit	lövöldözés	V;NFIN	N;NOM;SG
dreharbeiten	lövés	dreharbeit	lövés	V;NFIN	N;NOM;SG
dreharbeiten	forgatás	dreharbeit	forgatás	V;NFIN	N;NOM;SG
saal	kamra	saalen	kamra	ADV	N;NOM;SG
saal	kamrában	saalen	kamra	ADV	N;IN+ESS;SG
saal	tárgyalóteremben	saalen	tárgyalóter	ADV	N;IN+ESS;SG
saal	terem	saalen	terem	ADV	N;NOM;SG
saal	hall	saalen	hall	ADV	
saal	csarnok	saalen	csarnok	ADV	N;NOM;SG
saal	előadóterem	saalen	előadóter	ADV	N;NOM;SG
ronald	ronald	ronald	ronald	PROPN;NOM;MASC;SG	
negative	negatív	negativ	negatív	ADJ;NOM;FEM;PL	
überlegen	superior	überlegen	superior	V;NFIN	N;NOM;SG
überlegen	felsőbbrendű	überlegen	felsőbbrendű	V;NFIN	ADJ;NOM;SG
mangel	hiánya	mangeln	hiány		N;NOM;SG
mangel	hiányosság	mangeln	hiányosság		N;NOM;SG
freiwillig	önkéntes	freiwillig	önkéntes	ADJ	
freiwillig	önként	freiwillig	önkénik	ADJ	
freiwillig	önkéntesen	freiwillig	önkéntes	ADJ	N;ON+ESS;SG
freiwillig	önként	freiwillig	önkénik	ADJ	
freiwillig	opcionális	freiwillig	opcionális	ADJ	N;NOM;SG
freiwillig	önként	freiwillig	önkénik	ADJ	
freiwillig	önkéntesen	freiwillig	önkéntes	ADJ	N;ON+ESS;SG
freiwillig	önkéntes	freiwillig	önkéntes	ADJ	
minderheit	kisebbségi	minderheit	kisebbségi		ADJ;NOM;SG
minderheit	kisebbség	minderheit	kisebbség		N;NOM;SG
minderheit	kisebbségek	minderheit	kisebbség		N;NOM;PL
berechtigt	jogosult	berechtigen	jogosul	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
berechtigt	feljogosítja	berechtigen	feljogosít	ADJ	V;DEF;IND;SG;3;PRS;FIN;ACT
berechtigt	indokolt	berechtigen	indokolt	ADJ	
berechtigt	jogosult	berechtigen	jogosul	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
peters	peters	peters	peters	PROPN;NOM;MASC;SG	
niederländisch	holland	niederländisch	holland	ADJ	
niederländisch	dutch	niederländisch	dutch	ADJ	
zuständigen	hozzáértő	zuständig	hozzáértő	ADJ	
zuständigen	illetékes	zuständig	illetékes	ADJ	
beamten	hivatalnokok	beamt	hivatalnok	V;IND;PL;3;PST;FIN	N;NOM;PL
beamten	tisztviselők	beamt	tisztviselő	V;IND;PL;3;PST;FIN	N;NOM;PL
beamten	tisztviselői	beamt	tisztviselői	V;IND;PL;3;PST;FIN	N;NOM;PL
klagenfurt	klagenfurt	klagenfurt	klagenfurt	PROPN	N;NOM;SG
kupfer	réz	küpfen	réz	ADJ	N;NOM;SG
lincoln	lincoln	lincoln	lincoln	PROPN	
sandstein	homokkő	sandstein	homokkő		N;NOM;PL
field	mező	falden	mező		N;NOM;SG
marken	márkák	marken	márka	V;NFIN	N;NOM;PL
marken	marche	marken	marche	V;NFIN	
marken	brand	marken	brand	V;NFIN	
marken	márka	marken	márka	V;NFIN	N;NOM;SG
marken	felvonulások	marken	felvonulás	V;NFIN	N;NOM;PL
marken	védjegyek	marken	védjegy	V;NFIN	N;NOM;PL
studieren	tanulás	studieren	tanulás	V;NFIN	N;NOM;SG
überführt	elítéltek	überführen	elítél	V;V.PTCP	N;NOM;PL
nachts	éjszakák	nachts	éjszaka	ADV	N;NOM;PL
nachts	éjszakánként	nachts	éjszaka	ADV	N;ABS;SG
nachts	éjszakai	nachts	éjszakai	ADV	ADJ;NOM;SG
nachts	éj	nachts	éj	ADV	
nachts	éjjel	nachts	éjjel	ADV	
nachts	éjszaka	nachts	éjszaka	ADV	N;NOM;SG
lasse	lasse	lassen	lass	V;IND;SG;3;PRS;FIN	
annähernd	hozzávetőleges	annähernd	hozzávetőleges	ADJ	N;NOM;SG
annähernd	hozzávetőleg	annähernd	hozzávetőleg	ADJ	ADV
annähernd	körülbelül	annähernd	körülbelül	ADJ	ADV
rezension	felülvizsgálat	rezension	felülvizsgálat	ADJ	N;NOM;SG
rezension	kritika	rezension	kritika	ADJ	N;NOM;SG
fische	halak	fischen	hal		N;NOM;PL
fische	halak	fischen	hal		N;NOM;PL
fische	hal	fischen	hal		N;NOM;SG
fische	halat	fischen	hal		N;ACC;SG
irgendwas	valami	irgendwas	valami	ADV	
irgendwas	valamit	irgendwas	valamit	ADV	
irgendwas	bármit	irgendwas	bármit	ADV	
irgendwas	bármi	irgendwas	bármi	ADV	
schiller	schiller	schill	schiller	ADJ	
vierter	negyedszer	viert	negyedszer	ADJ	
vierter	negyedik	viert	negyed	ADJ	
sven	sven	sven	sven	PROPN;NOM;MASC;SG	
auszug	részlet	auszusz	részlet		N;NOM;SG
auszug	kivonat	auszusz	kivonat		N;NOM;SG
fordert	hívások	fordern	hívás	V;IND;SG;3;PRS;FIN	N;NOM;PL
branche	ágazat	branch	ágazat		N;NOM;SG
branche	szektor	branch	szektor		N;NOM;SG
kleidung	ruhák	kleidung	ru	N;NOM;FEM;SG	N;NOM;PL
kleidung	ruhák	kleidung	ru	N;NOM;FEM;SG	N;NOM;PL
kleidung	ruhát	kleidung	ruha	N;NOM;FEM;SG	N;ACC;SG
erlaubnis	engedélyt	erlaubnis	engedély		N;ACC;SG
erlaubnis	jogosultság	erlaubnis	jogosultság		N;NOM;SG
eingeschränkt	korlátozott	einschränken	korlátozott	ADJ	
eingeschränkt	korlátozottak	einschränken	korlátozott	ADJ	V;INDF;IND;PL;3;PST;FIN;ACT
eingeschränkt	limited	einschränken	limited	ADJ	
eingeschränkt	limitált	einschränken	limitál	ADJ	
eingeschränkt	korlátozott	einschränken	korlátozott	ADJ	
eingeschränkt	korlátolt	einschränken	korlátolt	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
norman	norman	norman	norman	PROPN;NOM;SG	
player	lejátszó	player	lejátszó	PROPN	N;NOM;SG
player	játékos	player	játékos	PROPN	N;NOM;SG
atmosphäre	légkör	atmosphäre	légkör	ADJ;NOM;SG	N;NOM;SG
atmosphäre	atmoszféra	atmosphäre	atmoszfér	ADJ;NOM;SG	N;NOM;SG
atmosphäre	hangulat	atmosphäre	hangulat	ADJ;NOM;SG	N;NOM;SG
atmosphäre	környezeti	atmosphäre	környezeti	ADJ;NOM;SG	N;NOM;SG
siemens	siemens	siemens	siemens		N;NOM;SG
ernest	ernest	ernest	ernes	PROPN;NOM;MASC;SG	
wen	ki	wer	ki	ADV	PRO;NOM;SG;3
wen	aki	wer	aki	ADV	PRO;NOM;SG;3
wen	wen	wer	wen	ADV	
bestattet	eltemetve	bestatten	eltemetve	V;V.PTCP	N;NOM;SG
geprüft	ellenőrizve	prüfen	ellenőrizve	V;V.PTCP	N;NOM;SG
geprüft	vizsgált	prüfen	vizsgál	V;V.PTCP	
geprüft	ellenőrizve	prüfen	ellenőrizve	V;V.PTCP	N;NOM;SG
geprüft	felül	prüfen	felül	V;V.PTCP	
kreuzer	cirkáló	kreuzer	cirkáló	ADJ	N;NOM;SG
erdbeben	szeizmikus	erdbeben	szeizmikus	V;NFIN	N;NOM;SG
erdbeben	földrengés	erdbeben	földrengés	V;NFIN	N;NOM;SG
erdbeben	földrengés	erdbeben	földrengés	V;NFIN	N;NOM;SG
erdbeben	földrengések	erdbeben	földrengés	V;NFIN	N;NOM;PL
puerto	puerto	puerto	puerto	PROPN	
feier	szertartás	feier	szertartás		N;NOM;SG
feier	ceremónia	feier	ceremónia		N;NOM;SG
feier	ünnepség	feier	ünnepség		N;NOM;SG
feier	buli	feier	buli		N;NOM;SG
feier	parti	feier	parti		ADJ;NOM;SG
feier	ünnepségek	feier	ünnepség		N;NOM;PL
feier	ünneplés	feier	ünneplés		N;NOM;SG
feier	ünneplés	feier	ünneplés		N;NOM;SG
feier	ünnepelni	feier	ünnepel		V;NFIN;ACT
feier	ünnep	feier	ünnep		N;NOM;SG
feier	ünneplés	feier	ünneplés		N;NOM;SG
feier	ünnepség	feier	ünnepség		N;NOM;SG
schäfer	shepherd	schäf	shepherd	PROPN	
schäfer	juhász	schäf	juhász	PROPN	
schäfer	pásztor	schäf	pásztor	PROPN	
schäfer	schaefer	schäf	schaefer	PROPN	
schäfer	schäfer	schäf	schäfer	PROPN	PROPN;NOM;SG
schäfer	juhász	schäf	juhász	PROPN	
schäfer	pásztorok	schäf	pásztor	PROPN	N;NOM;PL
rückseite	fordítva	rückseite	fordítva	ADJ	ADV;V.CVB
rückseite	fordított	rückseite	fordított	ADJ	V;INDF;IND;SG;3;PST;FIN;ACT
rückseite	hátsó	rückseite	hátsó	ADJ	
rückseite	vissza	rückseite	vissza	ADJ	ADV
lokomotive	mozdony	lokomotiv	mozdony	ADJ;NOM;FEM;PL	N;NOM;SG
vermutung	feltételezés	vermutung	feltételezés	ADV	N;NOM;SG
vermutung	találgatás	vermutung	találgatás	ADV	N;NOM;SG
vermutung	sejtés	vermutung	sejtés	ADV	N;NOM;SG
vermutung	feltételezések	vermutung	feltételezés	ADV	N;NOM;PL
vermutung	feltételezés	vermutung	feltételezés	ADV	N;NOM;SG
propaganda	propaganda	propaganda	propaganda	PROPN	
kenntnisse	készségek	kenntnis	készség	ADJ	N;NOM;PL
kenntnisse	képességek	kenntnis	képesség	ADJ	N;NOM;PL
kenntnisse	készség	kenntnis	készség	ADJ	N;NOM;SG
kenntnisse	tudás	kenntnis	tudás	ADJ	N;NOM;SG
kenntnisse	ismeretek	kenntnis	ismeret	ADJ	N;NOM;PL
spalte	oszlop	spalten	oszlop	ADJ;NOM;SG	N;NOM;SG
spalte	oszlop	spalten	oszlop	ADJ;NOM;SG	N;NOM;SG
spalte	oszlopok	spalten	oszlop	ADJ;NOM;SG	N;NOM;PL
southern	dél	southern	dél	PROPN	
southern	déli	southern	déli	PROPN	
oswald	oswald	oswald	oswald	PROPN;NOM;MASC;SG	
überlegungen	szempontok	überlegungen	szempont	V;NFIN	N;NOM;PL
überlegungen	megfontolások	überlegungen	megfontolás	V;NFIN	N;NOM;PL
überlegungen	gondolatok	überlegungen	gondolat	V;NFIN	N;NOM;PL
überlegungen	gondolatai	überlegungen	gondolat	V;NFIN	N;NOM;PL
überlegungen	gondolat	überlegungen	gondolat	V;NFIN	N;NOM;SG
überlegungen	gondolatok	überlegungen	gondolat	V;NFIN	N;NOM;PL
zugeteilt	hozzárendelve	zuteilen	hozzárendelve	V;V.PTCP	ADV;V.CVB
zugeteilt	kijelölt	zuteilen	kijelölt	V;V.PTCP	
report	jelentést	report	jelentés	PROPN	N;ACC;SG
report	jelentés	report	jelentés	PROPN	N;NOM;SG
report	beszámoló	report	beszámoló	PROPN	ADJ;NOM;SG
geheimen	titok	geheimen	titok	ADJ	N;NOM;SG
geheimen	titkos	geheimen	titkos	ADJ	
fremde	idegenek	fremd	ideg	ADJ;NOM;FEM;PL	V;INDF;IND;PL;3;PRS;FIN;ACT
fremde	kívülállók	fremd	kívülálló	ADJ;NOM;FEM;PL	N;NOM;PL
fremde	idegen	fremd	idegen	ADJ;NOM;FEM;PL	
lkw	teherautók	lkw	teherautó		N;NOM;PL
lkw	teherautó	lkw	teherautó		N;NOM;SG
lkw	kamion	lkw	kamion		N;NOM;SG
lkw	teherautó	lkw	teherautó		N;NOM;SG
lkw	kamion	lkw	kamion		N;NOM;SG
lkw	teherautók	lkw	teherautó		N;NOM;PL
lkw	teherautó	lkw	teherautó		N;NOM;SG
abbildungen	grafikonok	abbildung	grafikon	V;NFIN	N;NOM;PL
abbildungen	képeket	abbildung	kép	V;NFIN	N;ACC;PL
abbildungen	képek	abbildung	kép	V;NFIN	N;NOM;PL
abbildungen	fényképek	abbildung	fénykép	V;NFIN	N;NOM;PL
abbildungen	képeket	abbildung	kép	V;NFIN	N;ACC;PL
abbildungen	képek	abbildung	kép	V;NFIN	N;NOM;PL
abbildungen	számadatok	abbildung	számadat	V;NFIN	N;NOM;PL
abbildungen	számok	abbildung	szám	V;NFIN	N;NOM;PL
abbildungen	figurák	abbildung	figura	V;NFIN	N;NOM;PL
abbildungen	illusztrációk	abbildung	illusztráció	V;NFIN	N;NOM;PL
verschwinden	eltűnő	verschwinden	eltűnő	V;NFIN	
verschwinden	eltűnése	verschwinden	eltűnés	V;NFIN	N;NOM;SG
magdalena	magdolna	magdalena	magdol	N;NOM;FEM;SG	
magdalena	magdalena	magdalena	magdalen	N;NOM;FEM;SG	
spenden	adomány	spenden	adomány	V;NFIN	N;NOM;SG
spenden	adományt	spenden	adomány	V;NFIN	N;ACC;SG
spenden	adományok	spenden	adomány	V;NFIN	N;NOM;PL
spenden	adományokat	spenden	adomány	V;NFIN	N;ACC;PL
spenden	adomány	spenden	adomány	V;NFIN	N;NOM;SG
monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;SG
republikanischen	republikánusok	republikanisch	republikánus	ADJ;NOM;MASC;PL	N;NOM;PL
republikanischen	republikánus	republikanisch	republikánus	ADJ;NOM;MASC;PL	N;NOM;SG
bestätigen	megerősítés	bestätigen	megerősítés	V;NFIN	N;NOM;SG
bestätigen	megerősítése	bestätigen	megerősítés	V;NFIN	N;NOM;SG
bestätigen	megerősítve	bestätigen	megerősítve	V;NFIN	ADV;V.CVB
scharf	sharp	scharf	sharp	ADJ	N;NOM;SG
scharf	éles	scharf	éles	ADJ	
scharf	fűszeres	scharf	fűszeres	ADJ	N;NOM;SG
scharf	pikáns	scharf	pikáns	ADJ	
scharf	csípős	scharf	csípős	ADJ	
frisch	frissen	frisch	frissen	ADJ	
frisch	friss	frisch	friss	ADJ	
frisch	frissen	frisch	frissen	ADJ	
frisch	frisch	frisch	frisch	ADJ	
kelly	kelly	kelly	kelly	PROPN;NOM;SG	
alabama	alabama	alabama	alabam	PROPN;NOM;NEUT;SG	
loire	loire	loire	loire	PROPN;NOM;SG	PROPN;NOM;SG
audio	audio	audio	audio		N;NOM;SG
audio	hang	audio	hang		N;NOM;SG
kette	nyakláncot	kett	nyaklánc	N;NOM;FEM;SG	N;ACC;SG
kette	láncok	kett	lánc	N;NOM;FEM;SG	N;NOM;PL
kette	lánc	kett	lánc	N;NOM;FEM;SG	
kette	lánc	kett	lánc	N;NOM;FEM;SG	
moderner	modern	modern	modern	ADJ	
moderner	korszerű	modern	korszerű	ADJ	
herrenhaus	manor	herrenhaus	manor	ADJ	
schicht	műszak	schechen	műszak	ADJ	N;NOM;SG
schicht	váltás	schechen	váltás	ADJ	N;NOM;SG
schicht	réteg	schechen	réteg	ADJ	N;NOM;SG
schicht	stratum	schechen	stratum	ADJ	N;NOM;SG
justiz	igazságszolgáltatás	justiz	igazságszolgáltatás		N;NOM;SG
justiz	igazság	justiz	igazság		N;NOM;SG
justiz	igazságügyi	justiz	igazságügyi		ADJ;NOM;SG
justiz	igazságszolgáltatás	justiz	igazságszolgáltatás		N;NOM;SG
alberto	alberto	alberto	albert	PROPN;NOM;SG	
offizieller	tisztviselő	offiziell	tisztviselő	ADJ	N;NOM;SG
bewaffneten	fegyveresek	bewaffnet	fegyveres	V;IND;PL;3;PST;FIN	N;NOM;PL
bewaffneten	felfegyverkezve	bewaffnet	felfegyverkezve	V;IND;PL;3;PST;FIN	ADV;V.CVB
bewaffneten	fegyveres	bewaffnet	fegyveres	V;IND;PL;3;PST;FIN	N;NOM;SG
faktor	faktor	faktor	faktor	ADJ	N;NOM;SG
faktor	tényező	faktor	tényező	ADJ	N;NOM;SG
ermordung	gyilkosság	ermordung	gyilkosság		N;NOM;SG
ermordung	merénylet	ermordung	merénylet		N;NOM;SG
connecticut	connecticut	connecticut	connecticut	PROPN	
persönlichkeit	személyiség	persönlichkeit	személyiség	ADJ	N;NOM;SG
persönlichkeit	személyisége	persönlichkeit	személyiség	ADJ	N;NOM;SG
persönlichkeit	egyéniség	persönlichkeit	egyéniség	ADJ	N;NOM;SG
zusatz	kiegészítés	zusatz	kiegészítés		N;NOM;SG
zusatz	adalékanyag	zusatz	adalékanyag		N;NOM;SG
guido	guido	guido	guido	PROPN;NOM;MASC;SG	
gefangenen	rab	gefangen	rab	V;IND;PL;3;FIN	
gefangenen	fogoly	gefangen	fogoly	V;IND;PL;3;FIN	N;NOM;SG
gefangenen	elítélt	gefangen	elítélt	V;IND;PL;3;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
gefangenen	fogságban	gefangen	fogság	V;IND;PL;3;FIN	N;IN+ESS;SG
gefangenen	fogoly	gefangen	fogoly	V;IND;PL;3;FIN	N;NOM;SG
gefangenen	rabok	gefangen	rab	V;IND;PL;3;FIN	N;NOM;PL
gefangenen	foglyok	gefangen	fogyy	V;IND;PL;3;FIN	N;NOM;PL
lateinische	latin	lateinisch	latin	ADJ;NOM;FEM;PL	
lateinische	latinul	lateinisch	latinul	ADJ;NOM;FEM;PL	
xvi	xvi	xvi	xvi	PROPN;NOM;MASC;SG	
vietnam	vietnam	vietnam	viet	PROPN	
vietnam	vietnami	vietnam	vietnami	PROPN	
strategie	stratégiák	strategie	stratégia	N;SG	N;NOM;PL
uruguay	uruguay	uruguay	uruguay	PROPN;NOM;MASC;SG	PROPN;NOM;SG
einheimischen	bennszülöttek	einheimisch	bennszülött	ADJ	V;INDF;IND;PL;3;PST;FIN;ACT
einheimischen	helyiek	einheimisch	helyi	ADJ	N;NOM;PL
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN;NOM;NEUT;SG	N;NOM;SG
liechtenstein	liechtensteini	liechtenstein	liechtensteini	PROPN;NOM;NEUT;SG	V;NFIN;ACT
liechtenstein	lichtenstein	liechtenstein	lichtenstein	PROPN;NOM;NEUT;SG	N;NOM;PL
holocaust	holokauszt	holocaust	holokausz	PROPN;NOM;SG	N;NOM;SG
siegel	fókák	siegel	fóka		N;NOM;PL
siegel	fóka	siegel	fóka		N;NOM;SG
siegel	pecsét	siegel	pecsé		N;NOM;SG
quer	keresztirányú	quer	keresztirányú	ADV	N;NOM;SG
fragt	kérdezte	fragen	kérdez	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
fragt	kérdezett	fragen	kérdezett	V;IND;SG;3;PRS;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
fragt	kérte	fragen	kér	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;3;PST;FIN;ACT
fragt	kérdeztem	fragen	kérdez	V;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PST;FIN;ACT
ausscheiden	lemondását	ausscheiden	lemondás	V;NFIN	N;ACC;SG
ausscheiden	lemondás	ausscheiden	lemondás	V;NFIN	
hamm	gam	hamm	gam	PROPN;NOM;MASC;SG	
hamm	hamm	hamm	hamm	PROPN;NOM;MASC;SG	
auschwitz	auschwitz	auschwitz	auschwitz	PROPN	
zeitgenössische	kortárs	zeitgenössisch	kortárs	ADJ;NOM;FEM;PL	N;NOM;SG
planungen	tervezés	planung	tervezés	V;NFIN	N;NOM;SG
planungen	tervek	planung	terv	V;NFIN	N;NOM;PL
beendigung	megszüntetése	beendigung	megszüntetés	ADV	N;NOM;SG
detroit	detroiti	detroit	detroiti	PROPN;NOM;MASC;SG	
detroit	detroitban	detroit	detroit	PROPN;NOM;MASC;SG	N;IN+ESS;SG
detroit	detroit	detroit	detroit	PROPN;NOM;MASC;SG	
emma	emmával	emma	emma	PROPN;NOM;SG	N;INS;SG
emma	emma	emma	emma	PROPN;NOM;SG	
publikation	kiadványok	publikation	kiadvány	N;NOM;FEM;SG	N;NOM;PL
stoff	anyag	stoff	anyag		N;NOM;SG
stoff	szövetek	stoff	szövet		N;NOM;PL
stoff	szövet	stoff	szövet		N;NOM;SG
fremden	idegenek	fremd	ideg	ADJ	V;INDF;IND;PL;3;PRS;FIN;ACT
fremden	földönkívüliek	fremd	földönkívüli	ADJ	N;NOM;PL
fremden	idegenek	fremd	ideg	ADJ	V;INDF;IND;PL;3;PRS;FIN;ACT
fremden	idegen	fremd	idegen	ADJ	
ernsthaft	komoly	ernsthaft	komoly	ADJ	
ernsthaft	súlyos	ernsthaft	súlyos	ADJ	
