категория	категории	категория	категория	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
дама	шашки	дама	шашки	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
дама	lady	дама	lady	N;INDF;FEM;SG	PROPN
георгиева	георгиева	георгиева	георгиев	PROPN;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
суринам	суринам	суринам	сурина	N;INDF;FEM;SG	N;INAN;DAT;FEM;PL
сдружение	ассоциации	сдружение	ассоциация	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
коремоноги	брюхоногие	коремоног	брюхоногий	N;INDF;MASC;PL	ADJ;NOM;PL
предназначен	предназначенных	предназнача	предназначить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
рус	русь	рус	русь	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
рус	блондинка	рус	блондинка	ADJ;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
рус	блондинки	рус	блондинка	ADJ;INDF;MASC;SG	N;ANIM;NOM;FEM;PL
рус	блондинка	рус	блондинка	ADJ;INDF;MASC;SG	N;ANIM;NOM;FEM;SG
рус	блондин	рус	блондин	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
ядрени	ядерная	ядрен	ядерный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
нийл	нил	нийл	ниллима	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
нийл	нила	нийл	нило	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;SG
нийл	нил	нийл	ниллима	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
соло	соло	соло	соло	N;INDF;MASC;SG	
преговорите	переговоры	преговори	переговоры	N;DEF	N;INAN;NOM;MASC;PL
преговорите	переговоров	преговори	переговоры	N;DEF	N;INAN;GEN;MASC;PL
преговорите	переговоры	преговори	переговоры	N;DEF	N;INAN;NOM;MASC;PL
ядрото	core	ядро	core	ADJ;DEF;NEUT;SG	PROPN
ядрото	ядро	ядро	ядро	ADJ;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
ядрото	ядро	ядро	ядро	ADJ;DEF;NEUT;SG	N;INAN;NOM;NEUT;SG
ядрото	ядра	ядро	ядро	ADJ;DEF;NEUT;SG	N;INAN;NOM;NEUT;PL
ориентация	ориентации	ориентация	ориентация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
погребана	похоронили	погребан	хоронить	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
хартия	бумаги	хартия	бумага	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
правни	юридический	правен	юридический	ADJ;INDF;PL	ADJ;NOM;MASC;SG
правни	правовая	правен	правовой	ADJ;INDF;PL	ADJ;NOM;FEM;SG
правни	правовой	правен	правовой	ADJ;INDF;PL	ADJ;NOM;MASC;SG
правни	юридическая	правен	юридический	ADJ;INDF;PL	ADJ;NOM;FEM;SG
гъби	гриб	гъба	гриб	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
гранд	гран	гранд	гран	N;INDF;MASC;SG	
гранд	штук	гранд	штука	N;INDF;MASC;SG	N;INAN;GEN;FEM;PL
гранд	гранд	гранд	гранд	N;INDF;MASC;SG	
гранд	grand	гранд	grand	N;INDF;MASC;SG	PROPN
валенсия	валенсия	валенсия	валенсия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
валенсия	валенсии	валенсия	валенсия	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
завършване	выпускной	завършване	выпускной	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG
завършване	заканчиваю	завършване	заканчивать	N;INDF;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
джузепе	джузеппе	джузепе	джузеппе	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
незабавно	немедленное	незабавно	немедленный	ADV	ADJ;NOM;NEUT;SG
ядро	core	ядро	core	ADV	PROPN
ядро	ядро	ядро	ядро	ADV	N;INAN;NOM;NEUT;SG
кръгове	обход	кръг	обход	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
моменти	moments	момент	moments	N;INDF;MASC;PL	PROPN
подходящ	соответствующих	подходящ	соответствовать	ADJ;INDF;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
подходящ	подходящих	подходящ	подходить	ADJ;INDF;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
подходящ	подходящий	подходящ	подходить	ADJ;INDF;MASC;SG	V;IPFV;NOM;MASC;SG;PRS;V.PTCP;ACT
подходящ	подходящее	подходящ	подходящий	ADJ;INDF;MASC;SG	V;IPFV;NOM;NEUT;SG;PRS;V.PTCP;ACT
подходящ	подходит	подходящ	подходить	ADJ;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
подходящ	подходящие	подходящ	подходить	ADJ;INDF;MASC;SG	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
финали	финал	финал	финал	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
вратата	двери	врата	дверь	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
социален	социальные	социален	социальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
братство	братства	братство	братство	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
траян	траян	траян	траян	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
инцидент	аварии	инцидент	авария	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
конче	пони	конче	понь	N;INDF;NEUT;SG	
момчета	boys	момче	boys	N;INDF;NEUT;PL	PROPN
топлина	тепло	топлина	теплый	N;INDF;FEM;SG	ADJ;NEUT;SG
топлина	тепло	топлина	теплый	N;INDF;FEM;SG	ADJ;NEUT;SG
оста	ось	остам	ось	ADV	N;INAN;NOM;FEM;SG
оста	оси	остам	ось	ADV	N;INAN;NOM;FEM;PL
оста	ось	остам	ось	ADV	N;INAN;NOM;FEM;SG
организиран	организованные	организирам	организовывать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
организиран	организованные	организирам	организовывать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
карлово	карлово	карлово	карлово	ADJ;INDF;NEUT;SG	ADV
дармщат	дармштадтская	дармщат	дармштадтский	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
горен	верхние	горен	верхний	ADJ;INDF;MASC;SG	ADJ;NOM;PL
бърз	свифт	бърз	свифт	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
бърз	быстро	бърз	быстро	ADJ;INDF;MASC;SG	ADV
бремен	бремен	бремен	бремный	PROPN;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
грами	грэмми	грам	грэм	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
грами	грэмми	грам	грэм	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
ограничен	ограниченные	огранича-(се)	ограничить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
ограничен	ограниченные	огранича-(се)	ограничить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
хектара	гектаров	хектар	гектар	N;DEF;MASC;SG	N;INAN;GEN;MASC;PL
крит	крит	крит	крит	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
того	того	този	то	PROPN	PRO;INAN;GEN;NEUT;SG
джони	джони	джони	джонь	N;INDF;MASC;SG	
ева	эва	ева	эва	PROPN;INDF;FEM;SG	N;INAN;NOM;FEM;SG
ева	ева	ева	ева	PROPN;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
ева	евы	ева	евы	PROPN;INDF;FEM;SG	N;ANIM;GEN;FEM;SG
ева	ив	ева	ив	PROPN;INDF;FEM;SG	N;INAN;NOM;MASC;SG
ева	ева	ева	ева	PROPN;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
живков	живков	живков	живк	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;PL
анимационен	мультик	анимационен	мультик	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
факултета	преподаватели	факултет	преподаватель	N;DEF;MASC;SG	N;ANIM;NOM;MASC;PL
маси	мэсси	маса	мэсса	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
образец	модели	образец	модель	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
образец	model	образец	model	N;INDF;MASC;SG	PROPN
признат	признали	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
признат	признанных	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
признат	признал	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
признат	признали	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
признат	признала	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
признат	признанные	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
признат	признали	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
признат	признанных	призная-(се)	признать	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;GEN;PL;PST;V.PTCP;PASS
облекло	одежды	облекло	одежда	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
териториални	территориальное	териториален	территориальный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
териториални	территориальная	териториален	территориальный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
платформа	платформы	платформа	платформа	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
мар	мар	мар	мар	N;INDF;FEM;SG	
пехота	пехотный	пех	пехотный	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
пехота	пехоты	пех	пехота	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
лек	вылечить	лек	вылечить	ADJ;INDF;MASC;SG	V;PFV;NFIN;ACT
лек	лекарство	лек	лекарство	ADJ;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
лек	исцеление	лек	исцеление	ADJ;INDF;MASC;SG	N;INAN;NOM;NEUT;SG
селско	сельское	селски	сельский	ADV	ADJ;NOM;NEUT;SG
селско	сельских	селски	сельский	ADV	ADJ;GEN;PL
селско	сельские	селски	сельский	ADV	ADJ;NOM;PL
селско	сельский	селски	сельский	ADV	ADJ;NOM;MASC;SG
потенциал	потенциальная	потенциал	потенциальный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
защитен	охраняемых	защитен	охранять	ADJ;INDF;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;PASS
защитен	защищена	защитен	защитить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
защитен	защищены	защитен	защитить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
защитен	защищен	защитен	защитить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
денис	дени	денис	день	N;INDF;MASC;SG	
окупация	оккупации	окупация	оккупация	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
федерацията	содружества	федерация	содружество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
федерацията	федерации	федерация	федерация	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
запазване	сохранять	запазване	сохранять	N;INDF;NEUT;SG	V;IPFV;NFIN;ACT
запазване	удержания	запазване	удержание	N;INDF;NEUT;SG	N;INAN;NOM;NEUT;PL
физиката	физики	физика	физика	N;DEF;FEM;SG	N;ANIM;NOM;MASC;PL
поезията	стихи	поезия	стихи	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
красива	красавица	красив	красавица	ADJ;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
красива	красивые	красив	красивый	ADJ;INDF;FEM;SG	ADJ;NOM;PL
красива	красиво	красив	красиво	ADJ;INDF;FEM;SG	ADV
покана	пригласить	покана	пригласить	N;INDF;FEM;SG	V;PFV;NFIN;ACT
покана	приглашаем	покана	приглашать	N;INDF;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
покана	приглашаю	покана	приглашать	N;INDF;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
поща	mail	поща	mail	N;INDF;FEM;SG	PROPN
банки	бэнкс	банка	бэнкс	N;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
сън	спать	сън	спать	N;INDF;MASC;SG	V;IPFV;NFIN;ACT
сън	спи	сън	спать	N;INDF;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
сън	dream	сън	dream	N;INDF;MASC;SG	PROPN
сън	sun	сън	sun	N;INDF;MASC;SG	PROPN
сън	сун	сън	сун	N;INDF;MASC;SG	PART
изтрит	удаленные	изтрия	удаленный	N;INDF;MASC;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
изтрит	исключен	изтрия	исключить	N;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
изтрит	удалена	изтрия	удалить	N;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
изтрит	удалено	изтрия	удалить	N;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
изтрит	стер	изтрия	страц	N;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
жорж	жорж	жорж	жоржа	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
вярно	true	верен	true	ADV	PROPN
андерсън	андерсон	андерсън	андерсон	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
узбекистан	узбекистан	узбекистан	узбекистан	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
узбекистан	узбекистана	узбекистан	узбекистан	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;SG
написал	писал	напиша	писать	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
написал	написали	напиша	писать	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;PFV;IND;PL;PST;FIN;ACT
индивидуални	индивидуальное	индивидуален	индивидуальный	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
индивидуални	индивидуальный	индивидуален	индивидуальный	ADJ;INDF;PL	ADJ;NOM;MASC;SG
индивидуални	индивидуальная	индивидуален	индивидуальный	ADJ;INDF;PL	ADJ;NOM;FEM;SG
културна	культурные	културен	культурный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
туристи	туристических	турист	туристический	N;INDF;MASC;PL	ADJ;GEN;PL
туристи	туристический	турист	туристический	N;INDF;MASC;PL	ADJ;NOM;MASC;SG
туристи	турист	турист	турист	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG
изработени	разработан	изработя	разработать	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;MASC;SG;PST;V.PTCP;PASS
мая	дрожжей	мая	дрожжи	N;INDF;FEM;SG	N;INAN;GEN;MASC;PL
танк	цистерны	танк	цистерна	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
завинаги	forever	завинаги	forever	ADV	PROPN
последни	последнее	последен	последний	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
последни	last	последен	last	ADJ;INDF;PL	PROPN
последни	последний	последен	последний	ADJ;INDF;PL	ADJ;NOM;MASC;SG
последни	последняя	последен	последний	ADJ;INDF;PL	ADJ;NOM;FEM;SG
обичаи	таможня	обичай	таможня	N;INDF;MASC;PL	N;INAN;NOM;FEM;SG
съгласна	согласился	съгласен	согласиться	ADJ;INDF;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;MID
съгласна	согласовано	съгласен	согласовать	ADJ;INDF;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
съгласна	согласованные	съгласен	согласовать	ADJ;INDF;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
съгласна	согласны	съгласен	согласный	ADJ;INDF;FEM;SG	ADJ;PL
съгласна	согласиться	съгласен	согласиться	ADJ;INDF;FEM;SG	V;PFV;NFIN;MID
графика	графики	график	график	N;DEF;MASC;SG	N;INAN;NOM;MASC;PL
щутгарт	штутгарт	щутгарт	штутгарт	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
тъкан	ткани	тъкан	ткань	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
тъкан	ткани	тъкан	ткань	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
дамян	дэмиен	дамян	дэмиен	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
инженерство	инженерии	инженерство	инженерия	N;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
изпълнени	выполнено	изпълня-(се)	выполнить	V;PFV;INDF;PL;V.PTCP;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
заловен	захвачены	заловя-(се)	захватить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;PL;PST;V.PTCP;PASS
заловен	захватили	заловя-(се)	захватить	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;PFV;IND;PL;PST;FIN;ACT
камен	kamen	камен	kamen	N;INDF;MASC;SG	PROPN
моята	мои	мой	мой	DET;DEF;FEM;SG;1	DET;NOM;PL
летището	airport	летище	airport	N;DEF;NEUT;SG	PROPN
иванович	иванович	иванович	иванович	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
иванович	ивановича	иванович	иванович	PROPN;INDF;MASC;SG	N;ANIM;ACC;MASC;SG
майнц	майнц	майнц	майнц	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
търговско	коммерческие	търговски	коммерческий	ADV	ADJ;NOM;PL
търговско	коммерческая	търговски	коммерческий	ADV	ADJ;NOM;FEM;SG
