年	year	年	year	N	PROPN
預設	baku	預設	baku	V	ADJ;SG
預設	bawaan	預設	bawaan	V	N;SG
預設	standar	預設	standar	V	ADJ;SG
預設	default	預設	default	V	PROPN;SG
預設	baku	預設	baku	V	ADJ;SG
雷霆	guntur	雷霆	guntur	PROPN	PROPN
雷霆	guruh	雷霆	guruh	PROPN	PROPN;SG
雷霆	thunder	雷霆	thunder	PROPN	PROPN
雷霆	petir	雷霆	petir	PROPN	N;SG
趨勢	trend	趨勢	trend	N	PROPN;SG
變動	perubahan	變動	perubahan	V	N;SG
時光	time	時光	time	N	PROPN
湘潭	xiangtan	湘潭	xiangtan	PROPN	N
爛	busuk	爛	busuk		PROPN;SG
鞍	sadel	鞍	sadel	PROPN	N
鞍	pelana	鞍	penlana	PROPN	N;SG
北極	arktik	北極	arktik	PROPN	N;SG
北極	arctic	北極	arctic	PROPN	PROPN
變換	transformasi	變換	transformasi	V	N;SG
變換	transformasi	變換	transformasi	V	N;SG
變換	transformasi	變換	transformasi	V	N;SG
花費	pembelanjaan	花費	penbelanjaan	V	N;SG
花費	pengeluaran	花費	penkeluaran	V	N;SG
花費	pembelanjaan	花費	penbelanjaan	V	N;SG
花費	pengeluaran	花費	penkeluaran	V	N;SG
花費	pembelanjaan	花費	penbelanjaan	V	N;SG
花費	pengeluaran	花費	penkeluaran	V	N;SG
花費	pembelanjaan	花費	penbelanjaan	V	N;SG
岐阜	gifu	岐阜	gifu	PROPN	PROPN
戈爾	kebrutalan	戈爾	kebrutalan	PROPN	N;SG
戈爾	gore	戈爾	gore	PROPN	PROPN
瓦特	watt	瓦特	watt	PROPN	PROPN
瓦特	watts	瓦特	watts	PROPN	PROPN
聊天	chat	聊天	chat	N	PROPN
聊天	chat	聊天	chat	N	PROPN
橋	hashimoto	橋	hashimoto	N	PROPN
漂亮	beautiful	漂亮	beautiful	N	PROPN
漂亮	cantik	漂亮	cantik	N	ADJ;SG
漂亮	indah	漂亮	indah	N	ADJ;SG
漂亮	cantik	漂亮	cantik	N	ADJ;SG
漂亮	pretty	漂亮	pretty	N	PROPN
歡	huan	歡	huan		PROPN
三	delta	三	delta	NUM	PROPN
媒介	sedang	媒介	sedang	N	ADV
民事	civil	民事	civil	N	PROPN
民事	sipil	民事	sipil	N	ADJ;SG
叔叔	paman	叔叔	paman	N	
外星	alien	外星	alien	N	PROPN
外星	alien	外星	alien	N	PROPN
外星	aliens	外星	aliens	N	PROPN
宮城	miyagi	宮城	miyagi	PROPN	PROPN
邪惡	jahat	邪惡	jahat	N	ADJ;SG
邪惡	evil	邪惡	evil	N	PROPN
邪惡	jahat	邪惡	jahat	N	ADJ;SG
邪惡	wicked	邪惡	wicked	N	PROPN
趾	toe	趾	toe	N	PROPN
少校	major	少校	major	N	PROPN
少校	mayor	少校	mayor	N	PROPN
預言	nubuat	預言	nubuat	V	N
預言	nubuat	預言	nubuat	V	N
預言	nubuatan	預言	nubuatan	V	N;SG
預言	ramalan	預言	ramalan	V	N;SG
譴責	penghukuman	譴責	penhukuman	V	N;SG
譴責	kutuk	譴責	kutuk	V	N;SG
譴責	teguran	譴責	teguran	V	N;SG
譴責	kutuk	譴責	kutuk	V	N;SG
石化	petrokimia	石化	petrokimia	V	N;SG
溫帶	beriklim	溫帶	beriklim	N	V;SG;ACT
肺	paru	肺	paru	N	PROPN;SG
肺	lung	肺	lung	N	PROPN
肺	paru	肺	paru	N	PROPN;SG
製片	produsen	製片	produsen	V	N;SG
製片	produser	製片	produser	V	N;SG
廣播	radio	廣播	radio	N	PROPN;SG
故鄉	homeland	故鄉	homeland	N	PROPN
故鄉	nusa	故鄉	nusa	N	PROPN
極端	ekstrim	極端	ekstrim		N;SG
極端	ekstrem	極端	ekstrem		N;SG
極端	ekstrim	極端	ekstrim		N;SG
極端	extreme	極端	extreme		N
假名	kana	假名	kana	N	PROPN
心理	psychology	心理	psychology	N	PROPN
閔	mnt	閔	mnt	PROPN	PROPN
閔	min	閔	min	PROPN	PROPN
斑點	ketahuan	斑點	ketahuan	N	
斑點	spot	斑點	spot	N	PROPN
恨	hate	恨	hate	N	PROPN
恨	membenci	恨	menbenci	N	V;SG;ACT
恨	benci	恨	benci	N	ADJ;SG
提取	ekstraksi	提取	ekstraksi	V	N;SG
提取	pencabutan	提取	pencabutan	V	N;SG
提取	ekstrak	提取	ekstrak	V	N;SG
善意	goodwill	善意	goodwill	N	PROPN
革新	berinovasi	革新	berinovasi	N	V;SG;ACT
革新	berinovasi	革新	berinovasi	N	V;SG;ACT
支撐	strut	支撐	strut	V	PROPN
傍晚	evening	傍晚	evening	N	PROPN
陵墓	mausoleum	陵墓	mausoleum	N	PROPN
幽靈	ghost	幽靈	ghost	N	PROPN
穹	dome	穹	dome	N	PROPN
否決	veto	否決	veto	V	N;SG
瑪麗亞	maria	瑪麗亞	maria	PROPN	PROPN
喬治亞	georgia	喬治亞	georgia	PROPN	PROPN
手工	handmade	手工	handmade	N	PROPN
渦輪	turbo	渦輪	turbo	N	PROPN
漏	leak	漏	leak	N	PROPN
漏	bocor	漏	bocor	N	
中性	netral	中性	netral	N	ADJ;SG
天生	born	天生	born	N	PROPN
天生	lahir	天生	lahir	N	V;SG;ACT
天生	terlahir	天生	terlahir	N	V;SG;PASS
天生	dilahirkan	天生	dilahirkan	N	V;SG;PASS
家屬	family	家屬	family	N	PROPN
圖形	graf	圖形	graf	N	PROPN
圖形	sadis	圖形	sadis	N	ADJ;SG
圖形	grafika	圖形	grafika	N	PROPN
老鼠	rat	老鼠	rat	N	PROPN
微笑	smile	微笑	smile	N	PROPN
微笑	tersenyum	微笑	tersenyum	N	PROPN;SG
微笑	tersenyumlah	微笑	tersenyumlah	N	V;SG
微笑	smiling	微笑	smiling	N	PROPN
微笑	tersenyum	微笑	tersenyum	N	PROPN;SG
石頭	stone	石頭	stone	N	PROPN
石頭	rock	石頭	rock	N	PROPN
審議	musyawarah	審議	musyawarah	N	PROPN
魔力	ajaib	魔力	ajaib	N	ADJ;SG
魔力	magic	魔力	magic	N	PROPN
有	organic	有	organic	V	PROPN
有	organik	有	organik	V	N;SG
泰坦	titan	泰坦	titan	PROPN	PROPN
金字	pyramid	金字	pyramid	N	PROPN
橙	orange	橙	orange	N	PROPN
橙	jingga	橙	jingga	N	PROPN
啓	kai	啓	kai	V	PROPN
皇	dauphin	皇	dauphin	PROPN	PROPN
飲料	minum	飲料	minum	N	PROPN;SG;ACT
曲線	curve	曲線	curve	N	PROPN
延遲	delay	延遲	delay	V	PROPN
延遲	penundaan	延遲	pentundaan	V	N;SG
延遲	keterlambatan	延遲	keterlambatan	V	N;SG
延遲	penundaan	延遲	pentundaan	V	N;SG
延遲	keterlambatan	延遲	keterlambatan	V	N;SG
條紋	belang	條紋	belang	N	PROPN
條紋	stripes	條紋	stripes	N	PROPN
署名	atribusi	署名	atribusi	V	N
署名	signed	署名	signed	V	PROPN
海灘	beach	海灘	beach	N	PROPN
研討	seminar	研討	seminar	V	N
研討	lokakarya	研討	lokakarya	V	N
研討	workshop	研討	workshop	V	PROPN
研討	bengkel	研討	bengkel	V	N;SG
研討	seminar	研討	seminar	V	N
馬匹	horse	馬匹	horse	N	PROPN
打點	rbi	打點	rbi	N	PROPN
露西	lucy	露西	lucy	PROPN	PROPN
引爆	peledakan	引爆	penledakan	V	N;SG
說服	yakinkan	說服	yakinkan	V	
說服	bujuk	說服	bujuk	V	
月光	moonlight	月光	moonlight	N	PROPN
專注	fokus	專注	fokus	V	N;SG
專注	focus	專注	focus	V	PROPN
秋天	fall	秋天	fall	N	PROPN
秋天	jatuh	秋天	jatuh	N	V;SG;ACT
耶和華	yehuwa	耶和華	yehuwa	PROPN	PROPN
懷孕	kehamilan	懷孕	kehamilan	V	N;SG
懷孕	hamil	懷孕	hamil	V	PROPN;SG
逃離	escape	逃離	escape	V	PROPN
發掘	penggalian	發掘	pengalian	V	N;SG
立體	stereo	立體	stereo	N	PROPN
傾斜	kemiringan	傾斜	kemiringan	V	N;SG
傾斜	miring	傾斜	miring	V	N;SG
傾斜	sipit	傾斜	sipit	V	ADJ;SG
傾斜	kemiringan	傾斜	kemiringan	V	N;SG
八	eight	八	eight	NUM	PROPN
最愛	favorite	最愛	favorite	N	PROPN
最愛	terfavorit	最愛	terfavorit	N	ADJ;RL;SG;PASS
猶太	yahudi	猶太	yahudi	PROPN	PROPN;SG
猶太	yahudi	猶太	yahudi	PROPN	PROPN;SG
蓮花	lotus	蓮花	lotus	PROPN	PROPN
蓮花	teratai	蓮花	teratai	PROPN	PROPN
顧客	customer	顧客	customer	N	PROPN
冕	corona	冕	corona	N	PROPN
拍賣	pelelangan	拍賣	penlelangan	V	N;SG
拍賣	lelang	拍賣	lelang	V	N;SG
拍賣	lelang	拍賣	lelang	V	N;SG
比	proporsi	比	proporsi	ADP	N;SG
比	proporsional	比	proporsional	ADP	ADJ;SG
駕駛	supir	駕駛	supir	V	N
駕駛	sopir	駕駛	sopir	V	N
駕駛	penggerak	駕駛	pengerak	V	N;SG
駕駛	driver	駕駛	driver	V	PROPN
駕駛	pengemudi	駕駛	pengemudi	V	N;SG
駕駛	pilot	駕駛	pilot	V	N;SG
聚合	pengumpulan	聚合	penkumpulan	V	N;SG
聚合	agregasi	聚合	agregasi	V	N;SG
聚合	agregat	聚合	agregat	V	N;SG
稀有	rare	稀有	rare	N	PROPN
稀有	jarang	稀有	jarang	N	ADV
炸	blow	炸	blow	N	PROPN
炸	meniup	炸	mentiup	N	V;SG;ACT
炸	fried	炸	fried	N	PROPN
炸	digoreng	炸	digoreng	N	V;SG;PASS
上次	last	上次	last	N	PROPN
上次	terakhir	上次	terakhir	N	ADJ;RL;SG
公牛	bulls	公牛	bulls	N	PROPN
公牛	bull	公牛	bull	N	PROPN
診斷	diagnosa	診斷	diagnosa	V	N;SG
診斷	diagnosis	診斷	diagnosis	V	N;SG
診斷	diagnosa	診斷	diagnosa	V	N;SG
診斷	diagnosis	診斷	diagnosis	V	N;SG
診斷	diagnostik	診斷	diagnostik	V	N;SG
診斷	diagnosa	診斷	diagnosa	V	N;SG
診斷	diagnosis	診斷	diagnosis	V	N;SG
診斷	diagnosa	診斷	diagnosa	V	N;SG
診斷	diagnostik	診斷	diagnostik	V	N;SG
信件	letters	信件	letters	N	PROPN
信件	letter	信件	letter	N	PROPN
信件	mail	信件	mail	N	PROPN
擲	melempar	擲	menlempar	N	V;SG;ACT
擲	lempar	擲	lempar	N	PROPN;SG;ACT
擲	throw	擲	throw	N	PROPN
主機	menyelenggarakan	主機	menselenggarakan	N	V;SG;ACT
錄音	studio	錄音	studio	V	N;SG
罷工	strike	罷工	strike	N	PROPN
罷工	serang	罷工	serang	N	
罷工	strike	罷工	strike	N	PROPN
屋頂	roof	屋頂	roof	N	PROPN
偏向	biased	偏向	biased		PROPN
新星	nova	新星	nova	N	PROPN
烏拉圭	uruguay	烏拉圭	uruguay	PROPN	N
夏日	summer	夏日	summer	N	PROPN
白天	day	白天	day	N	PROPN
間	spy	間	spy	N	PROPN
糧食	food	糧食	food	N	PROPN
微	mikroorganisme	微	mikroorganisme	PART	N
微	mikroba	微	mikroba	PART	N
付費	pay	付費	pay	V	PROPN
強迫	dipaksakan	強迫	dipaksakan		V;SG;PASS
強迫	dipaksa	強迫	dipaksa		V;SG;PASS
強迫	paksakan	強迫	paksakan		V;SG;ACT
強迫	terpaksa	強迫	terpaksa		ADV;SG;PASS
強迫	paksaan	強迫	paksaan		N;SG
強迫	paksaan	強迫	paksaan		N;SG
強迫	pemaksaan	強迫	penpaksaan		N;SG
俘虜	tawan	俘虜	tawan	N	PROPN;SG
殭屍	zombie	殭屍	zombie		N;SG
殭屍	zombi	殭屍	zombi		PROPN
護士	nurse	護士	nurse	N	PROPN
立體	stereo	立體	stereo	N	PROPN
假定	asumsi	假定	asumsi	V	N;SG
假定	asumsi	假定	asumsi	V	N;SG
波羅	baltik	波羅	baltik	PROPN	PROPN
裙	dress	裙	dress	N	PROPN
裙	skirt	裙	skirt	N	PROPN
菩薩	budha	菩薩	budha	N	PROPN
菩薩	buddha	菩薩	buddha	N	PROPN
競技	arena	競技	arena	V	N;SG
競技	gelanggang	競技	gelanggang	V	N;SG
珊瑚	reef	珊瑚	reef	N	PROPN
立方	cube	立方	cube	N	PROPN
無線	radio	無線	radio	V	PROPN;SG
麻省	mit	麻省	mit	PROPN	PROPN
爬	panjat	爬	panjat	V	N;SG;ACT
捐贈	donasi	捐贈	donasi	V	N;SG
捐贈	sumbangan	捐贈	sumbangan	V	N;SG
捐贈	sumbang	捐贈	sumbang	V	PROPN;SG;ACT
捐贈	donasi	捐贈	donasi	V	N;SG
捐贈	donasi	捐贈	donasi	V	N;SG
捐贈	sumbangan	捐贈	sumbangan	V	N;SG
搬遷	relokasi	搬遷	relokasi	V	N;SG
伴奏	iringan	伴奏	iringan	V	N;SG
連勝	beruntun	連勝	beruntun	V	N;SG
平時	biasa	平時	biasa	N	ADJ;SG
核准	persetujuan	核准	persetujuan	V	N;SG
核准	persetujuan	核准	persetujuan	V	N;SG
中野	nakano	中野	nakano	PROPN	PROPN
脂	gemuk	脂	gemuk	N	ADJ;SG
脂	fat	脂	fat	N	PROPN
脂	gendut	脂	gendut	N	ADJ;SG
尊敬	respek	尊敬	respek	V	N;SG
尊敬	hormat	尊敬	hormat	V	N;SG
尊敬	respect	尊敬	respect	V	PROPN
十字	salib	十字	salib	N	PROPN;SG
十字	cross	十字	cross	N	PROPN
十字	salib	十字	salib	N	PROPN;SG
住	residence	住	residence	V	N
住	kediaman	住	kediaman	V	N;SG
住	domisili	住	domisili	V	PROPN
單人	jomblo	單人	jomblo	N	PROPN
單人	tunggal	單人	tunggal	N	ADJ;SG
運河	canal	運河	canal	N	PROPN
星期	kamis	星期	kamis	N	PROPN;SG
大門	gate	大門	gate	N	PROPN
空白	hampa	空白	hampa	N	PROPN;SG
空白	kosongkan	空白	kosongkan	N	V;SG;ACT
空白	kosong	空白	kosong	N	ADJ;SG
空白	kosong	空白	kosong	N	ADJ;SG
空白	blank	空白	blank	N	PROPN
紀念	memorial	紀念	menporial	V	PROPN
紀念	monumen	紀念	monumen	V	N;SG
紀念	tugu	紀念	tugu	V	N
紀念	monumen	紀念	monumen	V	N;SG
驗證	verifikasi	驗證	verifikasi	V	N;SG
驗證	otentikasi	驗證	otentikasi	V	N;SG
驗證	autentikasi	驗證	autentikasi	V	N;SG
驗證	verifikasi	驗證	verifikasi	V	N;SG
驗證	validasi	驗證	validasi	V	N;SG
驗證	validasi	驗證	validasi	V	N;SG
山姆	sam	山姆	sam	PROPN	PROPN
苗栗	miaoli	苗栗	miaoli	PROPN	PROPN
爐	oven	爐	oven	N	PROPN
亞當	adam	亞當	adam	PROPN	PROPN;SG
偵察	recon	偵察	recon	V	PROPN
偵察	rekonstruksi	偵察	rekonstruksi	V	N;SG
偵察	pengintaian	偵察	penintaian	V	N;SG
偵察	intai	偵察	intai	V	N;SG
偵察	pengintaian	偵察	penintaian	V	N;SG
銷售	penjualan	銷售	penjualan	V	N;SG
銷售	sales	銷售	sales	V	PROPN
侮辱	penghinaan	侮辱	penhinaan	V	N;SG
侮辱	hinaan	侮辱	hinaan	V	N;SG
管家	butler	管家	butler	N	PROPN
平凡	ordinary	平凡	ordinary	N	PROPN
駒	kui	駒	kui	PROPN	PROPN
見證	saksi	見證	saksi	V	N;SG
洲際	intercontinental	洲際	intercontinental	PROPN	PROPN
洲際	interkontinental	洲際	interkontinental	PROPN	N
音響	stereo	音響	stereo	N	PROPN
聚合	polimer	聚合	polimer	V	N;SG
聚合	polimer	聚合	polimer	V	N;SG
未	kecil	未	kecil	ADV;NEG	ADJ;SG
未	minor	未	minor	ADV;NEG	N
清洗	pembersihan	清洗	penbersihan	V	N;SG
清洗	pemurnian	清洗	penmurnian	V	N;SG
清洗	kebersihan	清洗	kebersihan	V	N;SG
清洗	pembersihan	清洗	penbersihan	V	N;SG
清洗	pembersih	清洗	penbersih	V	N;SG
清洗	pembersihan	清洗	penbersihan	V	N;SG
必	diperlukan	必	diperlukan	V	V;SG;PASS
必	perlu	必	perlu	V	V;SG;ACT
控告	dakwaan	控告	dakwaan	V	N
天主	catholic	天主	catholic	PROPN	PROPN
天主	katolik	天主	katolik	PROPN	PROPN
天主	katolik	天主	katolik	PROPN	PROPN
個案	case	個案	case	N	PROPN
安東	anton	安東	anton	PROPN	PROPN
加冕	penobatan	加冕	pentobatan	V	N;SG
太古	swire	太古	swire	PROPN	PROPN
暑假	summer	暑假	summer	N	PROPN
炒	fried	炒	fried	N	PROPN
炒	digoreng	炒	digoreng	N	V;SG;PASS
鞏固	konsolidasi	鞏固	konsolidasi	V	N
鞏固	konsolidasi	鞏固	konsolidasi	V	N
燃油	bbm	燃油	bbm	N	PROPN
宜昌	yichang	宜昌	yichang	PROPN	PROPN
遇見	met	遇見	met	V	PROPN
姑娘	cewe	姑娘	cewe	N	PROPN
姑娘	cewek	姑娘	cewek	N	PROPN
姑娘	girl	姑娘	girl	N	PROPN
北	nordik	北	nordik	N	PROPN
北	nordic	北	nordic	N	PROPN
北	skandinavia	北	skandinavia	N	PROPN;SG
洞穴	cave	洞穴	cave	N	PROPN
千	chitose	千	chitose	NUM	N
游泳	pool	游泳	pool	N	PROPN
次郎	jiro	次郎	jiro	PROPN	PROPN
大片	blockbuster	大片	blockbuster	N	PROPN
印度尼西亞	indonesia	印度尼西亞	indonesia	PROPN	PROPN;SG
貝拉	bella	貝拉	bella	PROPN	PROPN
權威	otoritatif	權威	otoritatif	N	ADJ
權威	berwibawa	權威	berwibawa	N	V;SG;ACT
權威	authority	權威	authority	N	PROPN
樣本	sample	樣本	sample	N	PROPN
接納	pengakuan	接納	penakuan	V	N;SG
敵軍	enemy	敵軍	enemy	N	PROPN
動物	zoo	動物	zoo	N	PROPN
精品	boutique	精品	boutique	N	PROPN
扭曲	condong	扭曲	condong	N	ADJ;SG
也	maybe	也	maybe	ADV	PROPN
村	village	村	village	N	PROPN
約定	pakta	約定	pakta	V	N;SG
週六	sab	週六	sab	N	PROPN
週六	sat	週六	sat	N	PROPN
預告	teaser	預告	teaser	V	N
預告	penggoda	預告	pengoda	V	N;SG
預告	trailer	預告	trailer	V	PROPN
江北	jiangbei	江北	jiangbei	PROPN	PROPN
節日	holiday	節日	holiday	N	PROPN
重疊	duplikasi	重疊	duplikasi	ADJ	N
重疊	overlap	重疊	overlap	ADJ	PROPN
健身	fitness	健身	fitness	N	PROPN
候補	alternative	候補	alternative	V	N;SG
候補	alternatif	候補	alternatif	V	N;SG
守門	kiper	守門	kiper	V	N;SG
守門	kiper	守門	kiper	V	N;SG
愛好	enthusiast	愛好	enthusiast	V	N
愛好	antusias	愛好	antusias	V	ADJ;SG
傳承	pewaris	傳承	penwaris	V	N;SG
傳承	legacy	傳承	legacy	V	PROPN
傳承	warisan	傳承	warisan	V	N;SG
野外	belantara	野外	belantara	N	PROPN;SG
虐待	penyalahgunaan	虐待	pensalahgunaan	V	N;SG
虐待	pelecehan	虐待	penlecehan	V	N;SG
虐待	penyalahgunaan	虐待	pensalahgunaan	V	N;SG
鋸	saw	鋸	saw	N	PROPN
鋸	menggergaji	鋸	mengergaji	N	V;SG;ACT
逆	dibalik	逆	dibalik	N	ADP;SG;PASS
逆	terbalik	逆	terbalik	N	V;SG;PASS
逆	membalikkan	逆	menbalikkan	N	V;SG;ACT
工藝	craft	工藝	craft	N	PROPN
解體	disintegrasi	解體	disintegrasi	V	ADP;SG;PASS
描繪	penggambaran	描繪	pengambaran	V	N;SG
聊	obrolan	聊	obrolan	V	N;SG
聊	chat	聊	chat	V	PROPN
聊	talk	聊	talk	V	PROPN
聊	bicara	聊	bicara	V	
門檻	ambang	門檻	ambang	PROPN	N;SG
門檻	ambang	門檻	ambang	PROPN	N;SG
商用	komersial	商用	komersial	N	ADJ;SG
先驅	herald	先驅	herald	N	PROPN
先驅	pioneer	先驅	pioneer	N	PROPN
先知	oracle	先知	oracle	N	PROPN
先知	prophet	先知	prophet	N	PROPN
先知	nabi	先知	nabi	N	PROPN;SG
挑	pick	挑	pick		PROPN
撤離	evakuasi	撤離	evakuasi	V	N;SG
撤離	evakuasi	撤離	evakuasi	V	N;SG
產物	product	產物	product	N	PROPN
估算	perkiraan	估算	perkiraan	V	N;SG
估算	estimasi	估算	estimasi	V	N
美容	beauty	美容	beauty	N	PROPN
克	mengatasi	克	menatasi	PROPN	V;SG;ACT
克	diatasi	克	diatasi	PROPN	V;SG;PASS
配件	accessories	配件	accessories	N	PROPN
邁阿密	miami	邁阿密	miami	PROPN	PROPN
寒冷	cold	寒冷	cold	ADJ	PROPN
寒冷	kedinginan	寒冷	kedinginan	ADJ	N;SG
寒冷	dingin	寒冷	dingin	ADJ	PROPN;SG
靴	boot	靴	boot	N	PROPN
靴	boot	靴	boot	N	PROPN
靴	boots	靴	boots	N	PROPN
晚會	gala	晚會	gala	N	PROPN
手冊	handbook	手冊	handbook	N	PROPN
隨時	kapanpun	隨時	kapan	ADV	
調節	dikondisikan	調節	dikondisikan	N	V;SG;PASS
瑞安	ryan	瑞安	ryan	PROPN	PROPN
馬尼拉	manila	馬尼拉	manila	PROPN	PROPN
預防	pencegahan	預防	pencegahan	V	N;SG
修士	friar	修士	friar	N	PROPN
表決	vote	表決	vote	V	PROPN
表決	suara	表決	suara	V	PROPN;SG
表決	voting	表決	voting	V	PROPN;SG
表決	voting	表決	voting	V	PROPN;SG
阿爾巴尼亞	albania	阿爾巴尼亞	albania	PROPN	PROPN
濫用	menyalahgunakan	濫用	mensalahgunakan	N	V;SG;ACT
濫用	disiksa	濫用	disiksa	N	V;SG;PASS
濫用	disalahgunakan	濫用	disalahgunakan	N	V;SG;PASS
濫用	menghina	濫用	menhina	N	V;SG;ACT
濫用	mengganggu	濫用	menganggu	N	V;SG;ACT
濫用	melanggar	濫用	menlanggar	N	V;SG;ACT
好	hollywood	好	hollywood	PART	PROPN
汁	juice	汁	juice	N	PROPN
海王	neptune	海王	neptune	N	PROPN
黃昏	senja	黃昏	senja	N	PROPN
黃昏	senja	黃昏	senja	N	PROPN
演變	evolusi	演變	evolusi	V	N;SG
演變	evolution	演變	evolution	V	PROPN
夾	clip	夾	clip	N	PROPN
某人	someone	某人	someone	N	PROPN
貨車	truck	貨車	truck	N	PROPN
貨車	van	貨車	van	N	PROPN
熱情	antusias	熱情	antusias	N	ADJ;SG
熱情	passion	熱情	passion	N	PROPN
熱情	gairah	熱情	gairah	N	PROPN;SG
天天	everyday	天天	everyday	N	PROPN
手動	manual	手動	manual	V	N
評論	kritikus	評論	kritikus	V	N;SG
評論	kritikus	評論	kritikus	V	N;SG
評論	kritik	評論	kritik	V	N;SG
尿	kencing	尿	kencing	N	PROPN
尿	pipis	尿	pipis	N	PROPN
尿	urine	尿	urine	N	PROPN
尿	piss	尿	piss	N	PROPN
電源	power	電源	power	N	PROPN
大洋	samudera	大洋	samudera	N	PROPN;SG
大洋	samudra	大洋	samudra	N	PROPN;SG
大洋	ocean	大洋	ocean	N	PROPN
演說	pidato	演說	pidato	V	N;SG
演說	speech	演說	speech	V	PROPN
演說	ucapan	演說	ucapan	V	N;SG
侯	marquess	侯	marquess	PROPN	PROPN
侯	marquis	侯	marquis	PROPN	PROPN
德克薩斯	texas	德克薩斯	texas	PROPN	PROPN
學員	taruna	學員	taruna	N	PROPN
學員	taruna	學員	taruna	N	PROPN
學員	trainee	學員	trainee	N	PROPN
主修	major	主修	major	V	PROPN
主修	mayor	主修	mayor	V	PROPN
主修	jurusan	主修	jurusan	V	N;SG
帳戶	account	帳戶	account	N	PROPN
東洋	toyo	東洋	toyo	PROPN	PROPN
曲棍	hockey	曲棍	hockey	N	PROPN
靈感	terinspirasi	靈感	terinspirasi	N	V;SG;PASS
靈感	menginspirasi	靈感	meninspirasi	N	V;SG;ACT
靈感	inspired	靈感	inspired	N	PROPN
太田	ota	太田	ota	PROPN	PROPN
計算	komputer	計算	komputer	V	N;SG
計算	computer	計算	computer	V	PROPN
計算	komputer	計算	komputer	V	N;SG
買賣	perdagangan	買賣	perdagangan	V	N;SG
買賣	trading	買賣	trading	V	N
買賣	penjualan	買賣	penjualan	V	N;SG
買賣	jualan	買賣	jualan	V	N;SG;ACT
買賣	sale	買賣	sale	V	PROPN
買賣	obral	買賣	obral	V	N;SG
改正	koreksi	改正	koreksi	V	N;SG
可怕	menakutkan	可怕	mentakutkan	N	V;SG;ACT
可怕	menyeramkan	可怕	menseramkan	N	V;SG;ACT
可怕	scary	可怕	scary	N	PROPN
可怕	seram	可怕	seram	N	PROPN
中川	nakagawa	中川	nakagawa	PROPN	PROPN
櫻井	sakurai	櫻井	sakurai		PROPN
外面	luar	外面	luar	N	ADJ;SG
外面	diluar	外面	diluar	N	ADP;SG;PASS
替換	pengganti	替換	penganti	V	N;SG
替換	penggantian	替換	pengantian	V	N;SG
替換	replace	替換	replace	V	PROPN
純粹	murni	純粹	murni	ADV	ADJ;SG
純粹	murni	純粹	murni	ADV	ADJ;SG
純粹	pure	純粹	pure	ADV	N
創始	pendiri	創始	pendiri	V	N;SG
創始	pendiri	創始	pendiri	V	N;SG
創始	founder	創始	founder	V	PROPN
輕鬆	easy	輕鬆	easy	ADJ	PROPN
沙特	saudi	沙特	saudi	PROPN	PROPN
引述	kutipan	引述	kutipan	V	N;SG
引述	quote	引述	quote	V	PROPN
引述	kutipan	引述	kutipan	V	N;SG
引述	quotes	引述	quotes	V	PROPN
萬里	miles	萬里	miles	PROPN	PROPN
萬里	mil	萬里	mil	PROPN	N;SG
反正	anyway	反正	anyway		PROPN
反正	pokoknya	反正	pokok		N;SG
繼承	pewaris	繼承	penwaris	V	N;SG
繼承	waris	繼承	waris	V	N;SG
斤	kati	斤	kati	N	PROPN
導航	menavigasi	導航	mentavigasi	N	V;SG;ACT
導航	menavigasi	導航	mentavigasi	N	V;SG;ACT
導航	bernavigasi	導航	bernavigasi	N	V;SG;ACT
鵰	eagle	鵰	eagle	N	PROPN
退化	terdegradasi	退化	terdegradasi	N	V;SG;PASS
退化	merosot	退化	merosot	N	ADJ;SG
季度	quarter	季度	quarter	N	PROPN
季度	seperempat	季度	seperempat	N	NUM
向	turun	向	turun	ADP	V;SG;ACT
向	down	向	down	ADP	PROPN
向	turunkan	向	turunkan	ADP	V;SG;ACT
領銜	headlining	領銜	headlining	N	PROPN
佛羅里達	florida	佛羅里達	florida	PROPN	PROPN
尼泊爾	nepal	尼泊爾	nepal	PROPN	PROPN
雙	double	雙	double	NUM	PROPN
雙	ganda	雙	ganda	NUM	N;SG
雙	dobel	雙	dobel	NUM	PROPN
雙	gandakan	雙	gandakan	NUM	V;SG;ACT
雙	dual	雙	dual	NUM	PROPN
吞	menelan	吞	mentelan		V;SG;ACT
吞	swallow	吞	swallow		PROPN
吞	telan	吞	telan		V;SG;ACT
捕捉	capture	捕捉	capture	V	PROPN
捕捉	tangkap	捕捉	tangkap	V	N;SG;ACT
捕捉	penangkapan	捕捉	pentangkapan	V	N;SG
堀	hori	堀	hori	PROPN	PROPN
偶爾	sesekali	偶爾	sesekali	ADV	CONJ
貴州	guizhou	貴州	guizhou	PROPN	PROPN
部族	clan	部族	clan	N	PROPN
部族	tribe	部族	tribe	N	PROPN
部族	clans	部族	clans	N	PROPN
折扣	diskon	折扣	diskon	N	ADJ
折扣	diskon	折扣	diskon	N	ADJ
召回	recall	召回	recall	V	PROPN
頻繁	sering	頻繁	sering	N	ADV
頻繁	sering	頻繁	sering	N	ADV
保密	kerahasiaan	保密	kerahasiaan	V	N;SG
保密	rahasia	保密	rahasia	V	N;SG
保密	kerahasiaannya	保密	kerahasiaan	V	N;SG
保密	kerahasiaan	保密	kerahasiaan	V	N;SG
