और	un	और	un		CONJ
वॉन	fon	वॉन	fon	PROPN;NOM;MASC;SG;3	
सराय	inn	सराय	inn	N;NOM;MASC;SG;3	
कट	griezums	कट	griezums	V;SG;FIN;ACT	N;NOM;MASC;SG
भयानक	briesmīga	भयानक	briesmīga	PROPN;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
भयानक	briesmīgi	भयानक	briesmīgi	PROPN;NOM;MASC;SG;3	ADV
भयानक	šausmīgi	भयानक	šausmīgi	PROPN;NOM;MASC;SG;3	ADV
भयानक	briesmīgs	भयानक	briesmīgs	PROPN;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
भयानक	šausmīgi	भयानक	šausmīgi	PROPN;NOM;MASC;SG;3	ADV
पुरस्कृत	apbalvoti	पुरस्कृत	apbalvot	PROPN;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
केविन	kevins	केविन	kevins	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
शिक्षित	izglītoti	शिक्षित	izglītot	ADJ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
साबुन	ziepes	साबुन	ziepes	N;NOM;MASC;SG;3	N;NOM;FEM;PL
मिलन	milānas	मिलन	milāna		PROPN;NOM;FEM;SG
मिलन	milāna	मिलन	milāna		PROPN;NOM;FEM;SG
हिंसक	vardarbīgi	हिंसक	vardarbīgs	ADJ	ADV
गेंदबाजी	boulinga	गेँदबाजी	boulings	N;NOM;FEM;SG;3	N;GEN;MASC;SG
ढाका	daka	ढाका	daka	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
उत्थान	pacēlumu	उत्थान	pacēlums	N;NOM;MASC;SG;3	N;ACC;MASC;SG
आक्सीजन	skābekli	आक्सीजन	skābeklis	N;NOM;MASC;SG;3	N;ACC;MASC;SG
आक्सीजन	skābekļa	आक्सीजन	skābeklis	N;NOM;MASC;SG;3	N;GEN;MASC;SG
राजनयिक	diplomāts	राजनयिक	diplomāts	N;NOM;MASC;PL;3	N;NOM;MASC;SG
राजनयिक	diplomātisko	राजनयिक	diplomātiska	N;NOM;MASC;PL;3	ADJ;ACC;MASC;SG
राजनयिक	diplomātiskās	राजनयिक	diplomātiska	N;NOM;MASC;PL;3	ADJ;NOM;FEM;PL
राजनयिक	diplomātiskā	राजनयिक	diplomātiska	N;NOM;MASC;PL;3	ADJ;NOM;FEM;SG
एजेंसियों	aģentūras	एजेंसी	aģentūra	N;ACC;FEM;PL;3	N;NOM;FEM;PL
एजेंसियों	aģentūrām	एजेंसी	aģentūra	N;ACC;FEM;PL;3	N;DAT;FEM;PL
ब्रूस	brūss	ब्रूस	brūss	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
कवच	amuletu	कवच	amuleta	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कवच	bruņas	कवच	bruņas	N;NOM;MASC;SG;3	N;NOM;FEM
ड्यूक	hercogs	ड्यूक	hercogs	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
तैनात	izvietots	तैनात	izvietot	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
तैनात	izvietot	तैनात	izvietot	ADJ	V;POS;NFIN
राष्ट्रमंडल	sadraudzības	राष्ट्रमंडल	sadraudzība	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
तार्किक	loģisks	तार्किक	loģisks		ADJ;NOM;MASC;SG
तार्किक	loģiski	तार्किक	loģiski		ADV
तार्किक	loģiskā	तार्किक	loģiska		ADJ;NOM;FEM;SG
महामारी	epidēmijas	महामारी	epidēmija	N;NOM;FEM;SG;3	N;NOM;FEM;PL
महामारी	epidēmijas	महामारी	epidēmija	N;NOM;FEM;SG;3	N;NOM;FEM;PL
महामारी	epidēmiju	महामारी	epidēmija	N;NOM;FEM;SG;3	N;ACC;FEM;SG
मीर	mir	मीर	mirt	PROPN;NOM;MASC;SG;3	PROPN
पिक्चर्स	pixar	पिक्चर	pixar	N;NOM;MASC;PL;3	
साइकिल	velosipēdi	साइकिल	velosipēde	N;NOM;FEM;SG;3	N;NOM;MASC;PL
साइकिल	velosipēdiem	साइकिल	velosipēds	N;NOM;FEM;SG;3	N;DAT;MASC;PL
साइकिल	velosipēdu	साइकिल	velosipēds	N;NOM;FEM;SG;3	N;ACC;MASC;SG
साइकिल	velosipēdu	साइकिल	velosipēds	N;NOM;FEM;SG;3	N;ACC;MASC;SG
कामयाब	veiksmīgi	कामयाब	veiksmīgi	ADJ	ADV
कामयाब	pārvaldīts	कामयाब	pārvaldīt	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
कामयाब	izdevās	कामयाब	izdoties	ADJ	V;FH;IND;3;POS;REFL;PST;FIN;ACT
कामयाब	izdevies	कामयाब	izdoties	ADJ	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
क्वांटम	kvantu	क्वांटम	kvants	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
साहस	drosme	साहस	drosme		N;NOM;FEM;SG
साहस	drosmi	साहस	drosme		N;ACC;FEM;SG
ओल्ड	vecā	ओल्ड	veca		ADJ;NOM;FEM;SG
ओल्ड	veca	ओल्ड	veca		ADJ;NOM;FEM;SG
ओल्ड	veci	ओल्ड	vecs		ADJ;NOM;MASC;PL
ओल्ड	vecs	ओल्ड	vecs		ADJ;NOM;MASC;SG
ज़रा	zāra	ज़रा	zārs		N;NOM;FEM;SG
निंदा	nosodīt	निंदा	nosodīt	N;NOM;FEM;SG;3	V;POS;NFIN
थकान	apnicis	थकान	apnikt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
थकान	noguruši	थकान	nogurt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
थकान	noguris	थकान	nogurt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
कोट	citāts	कोट	citāts		N;NOM;MASC;SG
कोट	mētelis	कोट	mētelis		N;NOM;MASC;SG
मूवी	filmu	मूवी	filma	N;NOM;FEM;SG;3	N;ACC;FEM;SG
मूवी	filmas	मूवी	filma	N;NOM;FEM;SG;3	N;NOM;FEM;PL
मेटल	metāla	मेटल	metāls	N;NOM;MASC;SG;3	N;GEN;MASC;SG
प्रोफाइल	profilu	प्रोफाइल	profils	N;NOM;MASC;SG;3	N;ACC;FEM;SG
प्रोफाइल	profili	प्रोफाइल	profils	N;NOM;MASC;SG;3	N;NOM;MASC;PL
ब्रिज	tilti	ब्रिज	tilti	N;NOM;MASC;SG;3	N;NOM;MASC;PL
ब्रिज	tilta	ब्रिज	tilts	N;NOM;MASC;SG;3	N;GEN;MASC;SG
पाणिनि	panini	पाणिनि	panināt	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
ताज	vainaga	ताज	vainags	PROPN;NOM;MASC;SG;3	N;GEN;MASC;SG
ताज	vainags	ताज	vainags	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
व्याख्यान	lekcijas	व्याख्यान	lekcija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
व्याख्यान	lekciju	व्याख्यान	lekcija	N;NOM;MASC;SG;3	N;ACC;FEM;SG
व्याख्यान	lekcijas	व्याख्यान	lekcija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
परजीवी	parazītiem	परजीवी	parazīt	N;NOM;MASC;SG;3	V;PFV;DAT;INDF;MASC;PL;PST;V.PTCP
परजीवी	parazītu	परजीवी	parazīt	N;NOM;MASC;SG;3	N;ACC;MASC;SG
परजीवी	parazītu	परजीवी	parazīt	N;NOM;MASC;SG;3	N;ACC;MASC;SG
चिकित्सीय	medicīnas	चिकित्सीय	medicīna	PROPN;NOM	N;NOM;FEM;PL
चिकित्सीय	medicīniskā	चिकित्सीय	medicīniska	PROPN;NOM	ADJ;NOM;FEM;SG
रोबोट	robotu	रोबोट	robot		N;ACC;MASC;SG
रोबोट	robots	रोबोट	robot		N;NOM;MASC;SG
छोड़ा	atcelts	छोड़	atcelt	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;MASC;SG
ज़्यादातर	pārsvarā	ज़्यादातर	pārsvars	CONJ	N;ESS;MASC;SG
ज़्यादातर	galvenokārt	ज़्यादातर	galvenokārt	CONJ	ADV
ज़्यादातर	lielākoties	ज़्यादातर	lielākoties	CONJ	
दम	dum	दम	dumt	N;NOM;MASC;SG;3	
नागरिकता	pilsonību	नागरिकता	pilsonība	N;NOM;FEM;SG;3	N;ACC;FEM;SG
समृद्धि	labklājību	समृद्धि	labklājība	N;NOM;FEM;SG;3	N;ACC;FEM;SG
समृद्धि	labklājības	समृद्धि	labklājība	N;NOM;FEM;SG;3	N;NOM;FEM;PL
अक्तूबर	oktobris	अक्तूबर	oktobris	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
अक्तूबर	oktobrī	अक्तूबर	oktobris	PROPN;NOM;MASC;SG;3	N;ESS;MASC;SG
अक्तूबर	azt	अक्तूबर	azt	PROPN;NOM;MASC;SG;3	N
एक्ट	act	एक्ट	act	N;NOM;MASC;SG;3	
एक्ट	rīkoties	एक्ट	rīkoties	N;NOM;MASC;SG;3	V;POS;REFL;NFIN
जोकर	džokers	जोकर	džokers	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
जोकर	džeks	जोकर	džeks	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
जोकर	jack	जोकर	jack	PROPN;NOM;MASC;SG;3	
जोकर	klauns	जोकर	klauns	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
मित्रों	draugi	मित्र	draugs	N;ACC;MASC;PL;3	N;NOM;MASC;PL
मित्रों	draugiem	मित्र	draugs	N;ACC;MASC;PL;3	N;DAT;MASC;PL
निमित्त	izraisīt	निमित्त	izraisīt	N;NOM;MASC;SG;3	V;POS;NFIN
भवनों	ēkas	भवन	ēka	N;ACC;MASC;PL;3	N;NOM;FEM;PL
भवनों	celtnes	भवन	celtne	N;ACC;MASC;PL;3	N;NOM;FEM;PL
आज़ाद	azad	आज़ाद	azad		
छठे	sestais	छठा	sests	ADJ;ACC;MASC;SG	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
छठे	sestā	छठा	sests	ADJ;ACC;MASC;SG	NUM;NOM;FEM;SG
कोयले	akmeņogles	कोयला	akmeņogle	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कोयले	ogles	कोयला	ogle	N;NOM;MASC;SG;3	N;NOM;FEM;PL
विचारक	domātājs	विचारक	domātājs	N;NOM;MASC;PL;3	N;NOM;MASC;SG
वीज़ा	vīzas	वीज़ा	vīza	N;NOM;MASC;SG;3	N;NOM;FEM;PL
वीज़ा	vīzu	वीज़ा	vīzs	N;NOM;MASC;SG;3	N;ACC;MASC;SG
कास्त्रो	castro	कास्त्रो	castro	PROPN;NOM;MASC;SG;3	
टक्कर	sadursmes	टक्कर	sadursme	N;NOM;FEM;SG;3	N;NOM;FEM;PL
गुणा	pavairošana	गुणा	pavairošana		N;NOM;FEM;SG
गुणा	reizināšanas	गुणा	reizināšana		N;NOM;FEM;PL
गुणा	vairoties	गुणा	vairīties		V;REFL;V.CVB
गुणा	reizina	गुणा	reizināt		N;NOM;MASC;SG
समायोजन	pielāgot	समायोजन	pielāgot	N;NOM;MASC;SG;3	V;POS;NFIN
समायोजन	noregulēt	समायोजन	noregulēt	N;NOM;MASC;SG;3	V;POS;NFIN
समायोजन	koriģēt	समायोजन	koriģēt	N;NOM;MASC;SG;3	V;POS;NFIN
समायोजन	koriģē	समायोजन	koriģēt	N;NOM;MASC;SG;3	V;FH;IMP;SG;2;POS;PRS;FIN;ACT
समायोजन	korekcijas	समायोजन	korekcija	N;NOM;MASC;SG;3	N;NOM;FEM;PL
समायोजन	pielāgojumi	समायोजन	pielāgojums	N;NOM;MASC;SG;3	N;NOM;MASC;PL
समायोजन	pielāgojumus	समायोजन	pielāgojums	N;NOM;MASC;SG;3	N;ACC;MASC;PL
प्रायोजित	sponsorēja	प्रायोजित	sponsorēt	PROPN;NOM;MASC;SG;3	V;FH;IND;3;POS;PST;FIN;ACT
मनमोहन	manmohans	मनमोहन	manmohans	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
विषम	dīvaini	विषम	dīvaini		ADV
बाली	bali	बाली	bals	PROPN;NOM;MASC;SG;3	
नवजात	jaundzimušo	नवजात	jaundzimt	N;NOM;MASC;SG;3	V;PFV;ACC;DEF;MASC;SG;PST;V.PTCP
संदिग्ध	aizdomīgi	संदिग्ध	aizdomīgi	ADJ;NOM	ADV
संदिग्ध	apšaubāmi	संदिग्ध	apšaubāms	ADJ;NOM	N;NOM;MASC;PL
हां	jā	हाँ	jā		PART
कंक्रीट	konkrētais	कंक्रीट	konkrēts	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
कंक्रीट	konkrētus	कंक्रीट	konkrēts	N;NOM;MASC;SG;3	ADJ;ACC;MASC;PL
कंक्रीट	betona	कंक्रीट	betons	N;NOM;MASC;SG;3	N;GEN;MASC;SG
कंक्रीट	konkrēts	कंक्रीट	konkrēts	N;NOM;MASC;SG;3	ADJ;NOM;MASC;SG
कंक्रीट	konkrēta	कंक्रीट	konkrēts	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
जिंदगी	life	जिंदगी	life	N;NOM;FEM;SG;3	
जिंदगी	dzīvi	जिंदगी	dzīve	N;NOM;FEM;SG;3	N;ACC;FEM;SG
शिया	šiītu	शिया	šiīts	N;NOM;MASC;SG;3	N;ACC;MASC;SG
अकेला	vien	अकेला	vien	V;PFV;MASC;SG;V.PTCP;ACT	PART
अकेला	vienotā	अकेला	vienots	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
अकेला	vienreizēja	अकेला	vienreizēja	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
अकेला	vienots	अकेला	vienots	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG
अकेला	vienotais	अकेला	vienot	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG
अकेला	vientuļš	अकेला	vientuļš	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;MASC;SG
अकेला	vientuļa	अकेला	vientuļa	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;FEM;SG
अकेला	vientuļi	अकेला	vientuļš	V;PFV;MASC;SG;V.PTCP;ACT	ADV
बाबर	bāburs	बाबर	bāburs	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रांतों	province	प्रांत	province	N;ACC;MASC;PL;3	N;NOM;FEM;SG
प्रांतों	ils	प्रांत	ils	N;ACC;MASC;PL;3	N;ESS;MASC;SG
प्रांतों	provincēs	प्रांत	province	N;ACC;MASC;PL;3	N;ESS;FEM;PL
प्रांतों	provinces	प्रांत	province	N;ACC;MASC;PL;3	N;NOM;FEM;PL
प्रांतों	provincēm	प्रांत	province	N;ACC;MASC;PL;3	N;DAT;FEM;PL
डाटाबेस	datubāzi	डाटाबेस	datubāze	N;NOM;MASC;SG;3	N;ACC;MASC;SG
डाटाबेस	datubāzē	डाटाबेस	datubāze	N;NOM;MASC;SG;3	N;ESS;MASC;SG
ह्रदय	heart	ह्रदय	heart	N;NOM;MASC;SG;3	
मॉडलिंग	modelēšanu	मॉडलिंग	modelēšana	N;NOM;FEM;SG;3	N;ACC;FEM;SG
चाप	arkas	चाप	arkas	N;NOM;MASC;SG;3	N;NOM;FEM;PL
चोल	čolas	चोल	čola	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
पन्ना	emerald	पन्ना	emerald	PROPN;NOM;MASC;SG;3	
मरीजों	pacienti	मरीज	pacients	N;ACC;MASC;PL;3	N;NOM;MASC;PL
मरीजों	pacientiem	मरीज	pacients	N;ACC;MASC;PL;3	N;DAT;MASC;PL
दरों	likmes	दर	likme	N;ACC;FEM;PL;3	N;NOM;FEM;PL
हंस	zosu	हंस	zoss		N;ACC;MASC;SG
हंस	gūs	हंस	gūt		V;FH;IND;3;POS;FUT;FIN;ACT
फायदा	priekšrocības	फायदा	priekšrocība	N;NOM;MASC;SG;3	N;NOM;FEM;PL
भरोसा	uzticēties	भरोसा	uzticēties	N;NOM;MASC;SG;3	V;POS;REFL;NFIN
भरोसा	uzticību	भरोसा	uzticība	N;NOM;MASC;SG;3	N;ACC;FEM;SG
भरोसा	ticu	भरोसा	ticēt	N;NOM;MASC;SG;3	V;FH;IND;SG;1;POS;PRS;FIN;ACT
क्रय	iepirkumi	क्रय	iepirkums	N;NOM;MASC;SG;3	N;NOM;MASC;PL
क्रय	pērkot	क्रय	pērkot	N;NOM;MASC;SG;3	V;V.CVB
क्रय	pērk	क्रय	pirkt	N;NOM;MASC;SG;3	V;FH;IND;3;POS;PRS;FIN;ACT
खारिज	atlaists	खारिज	atlaist	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
खारिज	noraidīts	खारिज	noraidīt	ADJ	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
खारिज	noraidīja	खारिज	noraidīt	ADJ	V;FH;IND;3;POS;PST;FIN;ACT
फेफड़ों	plaušas	फेफडा	plausa	N;ACC;MASC;PL;3	N;NOM;FEM;PL
फेफड़ों	plaušu	फेफडा	plaušas	N;ACC;MASC;PL;3	N;ACC;FEM;SG
फेफड़ों	plaušas	फेफडा	plausa	N;ACC;MASC;PL;3	N;NOM;FEM;PL
झुकाव	slīpuma	झुकाव	slīpums	N;NOM;MASC;SG;3	N;GEN;MASC;SG
पं	ķepu	पं	ķepa	PROPN;NOM;MASC;SG;3	N;ACC;FEM;SG
ओडिशा	orisa	ओडिशा	oriss	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
बाजारों	tirgus	बाजार	tirgus	N;ACC;MASC;PL;3	N;NOM;MASC;SG
बाजारों	tirgi	बाजार	tirgus	N;ACC;MASC;PL;3	N;NOM;MASC;PL
लीप	lēciens	लीप	lēciens		N;NOM;MASC;SG
अपहरण	nolaupīšanu	अपहरण	nolaupīšana	N;NOM;MASC;SG;3	N;ACC;FEM;SG
मेहनत	cieto	मेहनत	cietot	N;NOM;FEM;SG;3	ADJ;ACC;MASC;SG
मेहनत	smagi	मेहनत	smags	N;NOM;FEM;SG;3	ADV
मेहनत	cietās	मेहनत	cieta	N;NOM;FEM;SG;3	ADJ;NOM;FEM;PL
मेहनत	grūti	मेहनत	grūti	N;NOM;FEM;SG;3	ADV
मेहनत	cietais	मेहनत	ciets	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
मेहनत	samaļ	मेहनत	samalt	N;NOM;FEM;SG;3	V;FH;IND;3;POS;PRS;FIN;ACT
थाईलैंड	taizeme	थाईलैंड	taizeme	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
पर्याय	sinonīmi	पर्याय	sinonīme	N;NOM;MASC;SG;3	N;NOM;MASC;PL
सार्थक	nozīmīgu	सार्थक	nozīmīgs		ADJ;ACC;MASC;SG
चाँदी	silver	चाँदी	silvēr	N;NOM;FEM;SG;3	
प्रायोगिक	eksperimentālā	प्रायोगिक	eksperimentāla	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
प्रायोगिक	eksperimentāli	प्रायोगिक	eksperimentāli	N;NOM;MASC;SG;3	ADV
प्रायोगिक	eksperimentālās	प्रायोगिक	eksperimentāla	N;NOM;MASC;SG;3	ADJ;NOM;FEM;PL
प्रायोगिक	eksperimentālie	प्रायोगिक	eksperimentāls	N;NOM;MASC;SG;3	ADJ;NOM;MASC;PL
राक्षस	briesmoņi	राक्षस	briesmonis	N;NOM;MASC;SG;3	N;NOM;MASC;PL
ग्रे	pelēks	ग्रे	pelēks		ADJ;NOM;MASC;SG
ग्रे	pelēkā	ग्रे	pelēks		ADJ;NOM;FEM;SG
ग्रे	pelēks	ग्रे	pelēks		ADJ;NOM;MASC;SG
ग्रे	pelēkas	ग्रे	pelēka		ADJ;NOM;FEM;PL
ग्रे	pelēkais	ग्रे	pelēks		ADJ;NOM;MASC;SG
ग्रे	pelēkās	ग्रे	pelēka		ADJ;NOM;FEM;PL
शाकाहारी	vegānu	शाकाहारी	vegāns	N;NOM;MASC;SG;3	N;ACC;MASC;SG
पोल	aptauja	पोल	aptauja		N;NOM;FEM;SG
पोल	aptaujas	पोल	aptauja		N;NOM;FEM;PL
गारंटी	garantēti	गारंटी	garantēt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
गारंटी	garantēta	गारंटी	garantēt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
गारंटी	garantētas	गारंटी	garantēt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
गारंटी	garantēts	गारंटी	garantēt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
निर्भरता	atkarību	निर्भरता	atkarība	N;NOM;FEM;SG;3	N;ACC;FEM;SG
तंग	cieši	तंग	cieši		ADV
तंग	šaura	तंग	šaura		ADJ;NOM;FEM;SG
तंग	šauri	तंग	šauri		ADJ;NOM;MASC;PL
तंग	šauras	तंग	šaura		ADJ;NOM;FEM;PL
तंग	šaurs	तंग	šaurs		ADJ;NOM;MASC;SG
योनि	pussy	योनि	pussyēt	N;NOM;FEM;SG;3	PROPN
योनि	mīkstais	योनि	mīksts	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
कांच	stikla	कांच	stikls	N;NOM;MASC;SG;3	N;GEN;MASC;SG
कांच	stikli	कांच	stikli	N;NOM;MASC;SG;3	N;NOM;MASC;PL
कराची	karači	कराची	karacis	PROPN;NOM;MASC;SG;3	N;NOM;MASC;PL
शस्त्र	ieročus	शस्त्र	ierocis	N;NOM;MASC;SG;3	N;ACC;MASC;PL
शस्त्र	ieroči	शस्त्र	ieroce	N;NOM;MASC;SG;3	N;NOM;MASC;PL
शस्त्र	ierocis	शस्त्र	ierokt	N;NOM;MASC;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
शस्त्र	ieroču	शस्त्र	ierocis	N;NOM;MASC;SG;3	N;ACC;MASC;SG
शस्त्र	rokām	शस्त्र	roka	N;NOM;MASC;SG;3	N;DAT;FEM;PL
शस्त्र	ieročus	शस्त्र	ierocis	N;NOM;MASC;SG;3	N;ACC;MASC;PL
शस्त्र	rokas	शस्त्र	roka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
शस्त्र	ieroči	शस्त्र	ieroce	N;NOM;MASC;SG;3	N;NOM;MASC;PL
इलेक्ट्रॉनिक्स	elektronikas	इलेक्ट्रॉनिक्स	elektronika	N;NOM;MASC;SG;3	N;NOM;FEM;PL
बियर	alu	बियर	als	N;NOM;MASC;SG;3	N;ACC;FEM;SG
एनबीसी	nbc	एनबीसी	nbc	PROPN;NOM;MASC;SG;3	
पुरूष	vīriešu	पुरूष	vīrietis	N;NOM;MASC;SG;3	N;GEN;MASC;PL
पुरूष	tēviņi	पुरूष	tēviņš	N;NOM;MASC;SG;3	N;NOM;MASC;PL
पुरूष	vīrieši	पुरूष	vīrietis	N;NOM;MASC;SG;3	N;NOM;MASC;PL
सिंधु	indas	सिंधु	inda	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
लाइट	gaismu	लाइट	gaisma	N;NOM;FEM;SG;3	N;ACC;FEM;SG
लाइट	gaišs	लाइट	gaišs	N;NOM;FEM;SG;3	ADJ;NOM;MASC;SG
लाइट	gaismas	लाइट	gaisma	N;NOM;FEM;SG;3	N;NOM;FEM;PL
लाइट	gaiši	लाइट	gaiši	N;NOM;FEM;SG;3	ADV
अभिव्यक्त	express	अभिव्यक्त	express	ADJ	N;NOM;MASC;SG
अभिव्यक्त	ekspress	अभिव्यक्त	ekspress	ADJ	N;NOM;MASC;SG
बाएँ	palicis	बाएं	palikt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
बाएँ	kreisais	बाएं	kreiss		ADJ;NOM;MASC;SG
बाएँ	kreisā	बाएं	kreisa		ADJ;NOM;FEM;SG
बाएँ	palikusi	बाएं	palikt		V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
गौर	gaurs	गौर	gaurs	PROPN;NOM;SG;3	N;NOM;MASC;SG
राष्ट्रवादी	nacionālistu	राष्ट्रवादी	nacionālists	PROPN;NOM;SG;3	N;ACC;MASC;SG
इंजनों	lokomotīves	इंजन	lokomotīve	N;ACC;MASC;PL;3	N;NOM;FEM;PL
स्टीफन	stīvens	स्टीफन	stīvens	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
ब्लूज़	blues	ब्लूज़	blues	PROPN;NOM;MASC;SG;3	
रूपांतरित	pārveidot	रूपांतरित	pārveidot	ADJ	V;POS;NFIN
रूपांतरित	pārvērst	रूपांतरित	pārvērst	ADJ	V;POS;NFIN
कांस्य	bronzas	कांस्य	bronza	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
कांस्य	bronza	कांस्य	bronzs	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
दिलचस्पी	ieinteresēts	दिलचस्पी	ieinteresēt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
दिलचस्पी	interesē	दिलचस्पी	interesēt	N;NOM;FEM;SG;3	V;FH;IND;3;POS;PRS;FIN;ACT
दिलचस्पी	interesenti	दिलचस्पी	interesents	N;NOM;FEM;SG;3	N;NOM;MASC;PL
दिलचस्पी	ieinteresēti	दिलचस्पी	ieinteresēti	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
दिलचस्पी	ieinteresēta	दिलचस्पी	ieinteresēt	N;NOM;FEM;SG;3	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
अलौकिक	ēteriskā	अलौकिक	ēteriska		ADJ;NOM;FEM;SG
महिलाएँ	dāmām	महिला	dāma	N;NOM;FEM;PL;3	N;DAT;FEM;PL
