den	the	den	the	PRO;DEF;MASC+FEM;SG	
räknar	teller	räkna	teller	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
räknar	telling	räkna	telling	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
räknar	nedtelling	räkna	nedtelling	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
räknar	telle	räkna	telle	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
räknar	teller	räkna	teller	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
ställe	sted	ställe	stå	N;NOM;INDF;NEUT;SG	
uddevalla	uddevalla	uddevalla	uddevalla	PROPN;NOM	N;INDF;MASC;SG
regerande	regjerende	regerande	regjerende	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
vetlanda	vetlanda	vetlanda	vetland	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;PL
majoriteten	flertall	majoritet	flertall	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
majoriteten	majoritet	majoritet	majoritet	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
fysiska	fysikalsk	fysisk	fysikalsk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
fysiska	fysisk	fysisk	fysisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
sparrisväxter	aspargesfamilien	sparrisväxt	aspargesfamilie	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
arkeologiska	arkeologisk	arkeologisk	arkeologisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
kristianstad	kristianstad	kristianstad	kristianstad	PROPN;NOM	N;INDF;MASC;SG
off	av	off	av	N;NOM;INDF;MASC+FEM;SG	ADP
nordland	nordland	nordland	nordland	PROPN;NOM	N;INDF;MASC;SG
ber	ber	be	be	V;IMP;FIN;ACT	V;IND;PRS;FIN
ber	bønn	be	bønn	V;IMP;FIN;ACT	N;INDF;MASC;SG
caroline	caroline	caroline	carolin	PROPN;NOM	N;INDF;MASC;SG
djupt	dypt	djup	dyp	ADV	N;INDF;NEUT;SG
djupt	dype	djup	dype	ADV	N;INDF;NEUT;SG
djupt	dyp	djup	dyp	ADV	N;INDF;MASC;SG
djupt	dypt	djup	dyp	ADV	N;INDF;NEUT;SG
djupt	deep	djup	deep	ADV	N;INDF;MASC;SG
villkor	vilkårene	villkor	vilkår	N;NOM;INDF;NEUT;PL	N;DEF;FEM;PL
villkor	betingelsene	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;DEF;MASC;PL
villkor	betingelser	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
villkor	betingelsene	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;DEF;MASC;PL
villkor	betingelser	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
villkor	betingelsen	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;DEF;MASC;SG
villkor	betingelse	villkor	betingelse	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
villkor	tilstand	villkor	tilstand	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
villkor	stand	villkor	stand	N;NOM;INDF;NEUT;PL	N;INDF;MASC;SG
ändamål	hensikt	ändamål	hensikt	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
flotta	marinen	flotta	marin	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
flotta	fleet	flotta	fle	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
flotta	flåten	flotta	flåte	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
skärgård	skjærgården	skärgård	skjærgård	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
palestina	palestina	palestina	palestin	PROPN;NOM	N;DEF;FEM;SG
arbetare	arbeidere	arbetare	arbeidere	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
arbetare	arbeider	arbetare	arbeide	N;NOM;INDF;MASC+FEM;PL	V;IND;PRS;FIN
arbetare	arbeideren	arbetare	arbeider	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
essex	essex	essex	essex	PROPN;NOM	PROPN
somerset	somerset	somerset	somerset	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
födda	born	född	barn	ADJ;NOM;PL;PST;V.PTCP	N;INDF;NEUT;PL
födda	født	född	føde	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
födda	fødsler	född	fødsle	ADJ;NOM;PL;PST;V.PTCP	N;INDF;FEM;PL
stein	stein	stein	stein	PROPN;NOM	N;INDF;MASC;SG
störst	største	stor	stor	ADJ;NOM;INDF;RL	ADJ;DEF;RL
störst	største	stor	stor	ADJ;NOM;INDF;RL	ADJ;DEF;RL
störst	flotteste	stor	flotteste	ADJ;NOM;INDF;RL	N;INDF;NEUT;SG
störst	greatest	stor	greaté	ADJ;NOM;INDF;RL	N;INDF;MASC;SG
störst	største	stor	stor	ADJ;NOM;INDF;RL	ADJ;DEF;RL
inspirerad	inspirerte	inspirerad	inspirere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PL;V.PTCP
murphy	murphy	murphy	murphy	PROPN;NOM	N;INDF;MASC;SG
skrivet	skriftlige	skriva	skriftlig	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;PL
skrivet	skrevet	skriva	skrev	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;NEUT;SG
processen	prosess	process	prosess	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
motorer	motors	motor	motors	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
motorer	motorer	motor	motore	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
motorer	motorene	motor	motore	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
meadow	engen	meadol	engen	N;NOM;INDF;MASC+FEM;SG	PROPN
ted	ted	ted	ted	PROPN;NOM	N;INDF;MASC;SG
silva	silva	silva	silv	PROPN;NOM	N;INDF;MASC;SG
tropiska	tropisk	tropisk	tropisk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
senaten	senat	senat	senat	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
någonting	noe	någonting	noe	PRO;INDF;NEUT;SG	
någonting	something	någonting	something	PRO;INDF;NEUT;SG	N;INDF;FEM;SG
någonting	noko	någonting	noko	PRO;INDF;NEUT;SG	PRO;NEUT;SG;3
ahl	ahl	ahl	ahl	PROPN;NOM	N
rummet	værelse	rum	værelse	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
rummet	rom	rum	rom	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
myndigheterna	autoriteter	myndighet	autoritet	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
myndigheterna	myndigheter	myndighet	myndigheter	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
dina	ditt	du	din	PRO;DEF;PL	PRO;NEUT;SG
dina	din	du	din	PRO;DEF;PL	PRO;MASC;SG
dina	dina	du	din	PRO;DEF;PL	N;INDF;MASC;SG
dina	ditt	du	din	PRO;DEF;PL	PRO;NEUT;SG
dina	din	du	din	PRO;DEF;PL	PRO;MASC;SG
dina	yours	du	yours	PRO;DEF;PL	N;INDF;MASC;SG
selaginella	dvergjamnefamilien	selaginell	dvergjamnefamilie	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
medverkande	deltar	medverkande	delta	ADJ;NOM;PRS;V.PTCP	V;IND;PRS;FIN
medverkande	deltakende	medverkande	deltakende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
medverkande	fadder	medverkande	fadder	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
medverkande	sponse	medverkande	sponse	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
medverkande	sponsor	medverkande	sponsor	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
medverkande	sponsoren	medverkande	sponsor	ADJ;NOM;PRS;V.PTCP	N;DEF;MASC;SG
huddinge	huddinge	huddinge	hudding	PROPN;NOM	N;INDF;MASC;SG
sjukhuset	hospital	sjukhus	hospital	N;NOM;DEF;NEUT;SG	N;INDF;MASC;SG
sjukhuset	sjukehus	sjukhus	sjukehus	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
sjukhuset	sykehus	sjukhus	sykehus	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
ida	ida	ida	ida	PROPN;NOM	N;INDF;FEM;SG
scener	scenene	scen	scene	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
tillgänglig	tilgjengelige	tillgänglig	tilgjengelig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
jeff	jeff	jeff	jeff	PROPN;NOM	PROPN
tyskt	tysk	tysk	tysk	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
community	samfunnet	community	samfunn	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
community	fellesskapet	community	fellesskap	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
snabba	kjapp	snabb	kjapp	ADJ;NOM;PL	N;INDF;MASC;SG
snabba	raskt	snabb	rask	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
snabba	rask	snabb	rask	ADJ;NOM;PL	ADJ;INDF;SG
snabba	hurtig	snabb	hurtig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
snabba	fort	snabb	fort	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
snabba	kjapt	snabb	kjapp	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
snabba	raskt	snabb	rask	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
snabba	kjapp	snabb	kjapp	ADJ;NOM;PL	N;INDF;MASC;SG
snabba	rask	snabb	rask	ADJ;NOM;PL	ADJ;INDF;SG
målvakt	keeperen	målvakt	keeper	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
robusta	robust	robust	robust	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
atlanten	atlantic	atlant	atlantic	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
managua	managua	managun	managua	PROPN;NOM	N;INDF;MASC;SG
cochrane	cochrane	cochrane	cochr	PROPN;NOM	N;INDF;MASC;SG
phil	phil	phil	phil	PROPN;NOM	N;INDF;SG
veracruz	veracruz	veracruz	veracruz	PROPN;NOM	N;INDF;MASC;SG
religiös	religiøse	religiös	religiøs	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
noter	notat	nota	notat	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
noter	notater	nota	notat	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
festivalen	festival	festival	festival	N;NOM;DEF;NEUT;PL	N;INDF;MASC;SG
classic	klassisk	classic	klassisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
classic	klassiske	classic	klassisk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
geografiskt	geographic	geografisk	geographic	ADV	N
geografiskt	geografisk	geografisk	geografisk	ADV	ADJ;INDF;NEUT;SG
upptäcker	oppdag	upptäcka	oppdag	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
torra	dry	torr	dry	ADJ;NOM;PL	N;INDF;SG
torra	tørt	torr	tørr	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
torra	tørr	torr	tørr	ADJ;NOM;PL	ADJ;INDF;SG
torra	tørk	torr	tørk	ADJ;NOM;PL	N;INDF;MASC;SG
airlines	flyselskaper	airlines	flyselskap	PROPN;NOM	N;INDF;NEUT;SG
airlines	airlines	airlines	airlines	PROPN;NOM	N;INDF;NEUT;SG
stödde	støttede	stödje	støttede	V;IND;PST;FIN;ACT	N;INDF;NEUT;SG
stödde	forsørget	stödje	forsørg	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
stödde	støttet	stödje	støtt	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
stödde	støttes	stödje	støttes	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
ole	ole	ole	ole	PROPN;NOM	N;MASC
ritade	tegnet	rita	tegn	V;IND;PST;FIN;ACT	N;DEF;NEUT;SG
ritade	drew	rita	drew	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
skulptur	skulpturen	skulptur	skulptur	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
herat	herat	hera	herat	N;NOM;DEF;NEUT;SG	PROPN
uteslutande	eksklusjon	uteslutande	eksklusjon	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
uteslutande	ekskludering	uteslutande	ekskludering	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
uteslutande	utelukkende	uteslutande	utelukkende	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
utgivare	utgiver	utgivare	utgive	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
utgivare	forlegger	utgivare	forlegg	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
utgivare	forlag	utgivare	forlag	N;NOM;INDF;MASC+FEM;PL	N;INDF;NEUT;SG
utgivare	utgivere	utgivare	utgivere	N;NOM;INDF;MASC+FEM;PL	V;NFIN
utgivare	utgiver	utgivare	utgive	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
yunnan	yunnan	yunna	yunnan	PROPN;NOM	N;INDF;NEUT;SG
talade	talt	tala	telje	V;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
talade	snakket	tala	snakke	V;PST;V.PTCP;ACT	N;DEF;NEUT;SG
talade	pratet	tala	prat	V;PST;V.PTCP;ACT	N;DEF;NEUT;SG
talade	snakka	tala	snakke	V;PST;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
talade	snakket	tala	snakke	V;PST;V.PTCP;ACT	N;DEF;NEUT;SG
talade	talte	tala	telje	V;PST;V.PTCP;ACT	ADJ;PL;V.PTCP
chiapas	chiapas	chiapa	chiap	PROPN;GEN	N
cundinamarca	cundinamarca	cundinam	cundinamarca	ADJ;NOM;DEF;SG	N
offer	ofre	offer	ofre	N;NOM;INDF;NEUT;SG	V;NFIN
offer	offer	offer	offer	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
offer	offer	offer	offer	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
förteckning	listen	förteckning	list	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
wells	brønner	wells	brønne	PROPN;NOM	N;INDF;MASC;PL
wells	wells	wells	wells	PROPN;NOM	PROPN
skildrar	skildre	skildra	skildre	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
skildrar	fremstiller	skildra	fremstille	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
rika	rikt	rik	rik	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
rika	rik	rik	rik	ADJ;NOM;PL	ADJ;INDF;SG
rika	rich	rik	rich	ADJ;NOM;PL	N
rika	rik	rik	rik	ADJ;NOM;PL	ADJ;INDF;SG
rika	velstående	rik	velstående	ADJ;NOM;PL	N;INDF;MASC;SG
avslutas	avsluttes	avsluta	avsluttes	V;IND;PRS;FIN;PASS	N;INDF;MASC;SG
kapacitet	kapasiteten	kapacitet	kapasitet	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
personlig	personlige	personlig	personlig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
paulus	paulus	paulus	paulus	PROPN;NOM	N;MASC
paulus	paul	paulus	paul	PROPN;NOM	N;MASC
skicka	sender	skicka	sende	V;IMP;FIN;ACT	V;IND;PRS;FIN
skicka	innsending	skicka	innsending	V;IMP;FIN;ACT	N;INDF;FEM;SG
skicka	sende	skicka	sende	V;IMP;FIN;ACT	ADJ;INDF;SG;V.PTCP
bella	bella	bella	bell	PROPN;NOM	N;INDF;FEM;SG
utställningen	utstilling	utställning	utstilling	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
utställningen	utstilling	utställning	utstilling	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
länken	link	länk	link	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
länken	kobling	länk	kobling	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
länken	lenke	länk	lenke	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
ankara	ankara	ankara	ankar	PROPN;NOM	N;INDF;MASC;SG
bert	bert	berta	bert	PROPN;NOM	PROPN
kyrkogård	kirkegården	kyrkogård	kirkegård	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
trafiken	vikeplikt	trafik	vikeplikt	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
trafiken	trafikk	trafik	trafikk	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
läser	lest	läsa	lese	V;IND;PRS;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
läser	les	läsa	lese	V;IND;PRS;FIN;ACT	V;IMP;FIN
läser	read	läsa	read	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
läser	leser	läsa	lese	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
läser	leser	läsa	lese	V;IND;PRS;FIN;ACT	N;INDF;MASC;SG
läser	reading	läsa	reading	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
läser	lesning	läsa	lesning	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
läser	lesing	läsa	lesing	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
buffalo	bøfler	buffalo	bøfle	PROPN;NOM	N;INDF;FEM;PL
buffalo	bøffel	buffalo	bøffel	PROPN;NOM	N;INDF;MASC;SG
buffalo	buffalo	buffalo	buffalo	PROPN;NOM	N;INDF;NEUT;SG
utförd	henrettet	utföra	henrett	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;NEUT;SG
utförd	utførte	utföra	utføre	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;PST;FIN
tempel	tempelet	tempel	tempel	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
tempel	templer	tempel	temple	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
mötet	møte	möte	møte	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
litteraturen	litteratur	litteratur	litteratur	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
åsa	asa	åsa	ase	PROPN;NOM	N;INDF;NEUT;SG
åsa	åsa	åsa	ås	PROPN;NOM	N;INDF;MASC;SG
euro	eur	euro	vure	N;NOM;INDF;NEUT;SG	ADV
know	vet	know	vet	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
know	kjenner	know	kjenne	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
know	know	know	know	N;NOM;INDF;MASC+FEM;SG	
china	kina	chin	Kina	N;NOM;INDF;NEUT;SG	PROPN
matthew	matthew	matthew	matthew	PROPN;NOM	N;INDF;MASC;SG
matthew	matteus	matthew	matteus	PROPN;NOM	N;INDF;MASC;SG
flytande	flytende	flyta	flytende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
flytande	flyter	flyta	flyte	ADJ;NOM;PRS;V.PTCP	N;INDF;NEUT;SG
flytande	flytende	flyta	flytende	ADJ;NOM;PRS;V.PTCP	N;INDF;MASC;SG
flytande	væske	flyta	væske	ADJ;NOM;PRS;V.PTCP	N;INDF;FEM;SG
skandinavien	norden	skandinavien	nord	PROPN;NOM	N;DEF;MASC;SG
skandinavien	scandinavia	skandinavien	scandinavie	PROPN;NOM	N;INDF;MASC;SG
skandinavien	skandinavia	skandinavien	skandinavie	PROPN;NOM	N;DEF;FEM;SG
skandinavien	skandinavisk	skandinavien	skandinavisk	PROPN;NOM	ADJ;INDF;NEUT;SG
skandinavien	skandinaviske	skandinavien	skandinavisk	PROPN;NOM	ADJ;PL
skandinavien	scandinavian	skandinavien	scandinavian	PROPN;NOM	N;INDF;MASC;SG
institutioner	institusjoner	institution	institusjoner	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
wallace	wallace	wallace	wallace	PROPN;NOM	N;INDF;SG
utsedd	utpekt	utse	utpekt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
utsedd	utnevnte	utse	utnevnte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PL
slovakien	slovakia	slovakien	slovakia	PROPN;NOM	N;DEF;FEM;SG
slovakien	slovakias	slovakien	slovakias	PROPN;NOM	N;INDF;NEUT;SG
after	etter	after	etter	N;NOM;INDF;MASC+FEM;SG	ADP
after	etterpå	after	etterpå	N;NOM;INDF;MASC+FEM;SG	ADV
after	efter	after	efter	N;NOM;INDF;MASC+FEM;SG	
katherine	katherine	katherine	katherine	PROPN;NOM	N;INDF;MASC;SG
tänkte	tanke	tänka	tanke	V;IND;PST;FIN;ACT	N;INDF;MASC;SG
tänkte	tenking	tänka	tenking	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
tänkte	tenkende	tänka	tenkende	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
tänkte	tenkning	tänka	tenkning	V;IND;PST;FIN;ACT	N;INDF;FEM;SG
tänkte	tenker	tänka	tenke	V;IND;PST;FIN;ACT	V;IND;PRS;FIN
playa	playa	playa	play	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
lettland	latvia	lettland	latvia	PROPN;NOM	N;INDF;MASC;SG
lettland	latvias	lettland	latvias	PROPN;NOM	N;INDF;MASC;SG
she	hun	she	hun	V;IMP;FIN;ACT	
she	she	she	she	V;IMP;FIN;ACT	N;INDF;SG
byggnaderna	bygninger	byggnad	bygninger	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
hav	havene	hav	have	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
hav	havet	hav	hav	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
string	streng	string	streng	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
string	tanga	string	tange	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
andersen	andersen	anders	andersen	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
six	sekser	six	sekse	PROPN;NOM	N;INDF;MASC;SG
six	seks	six	seks	PROPN;NOM	NUM;PL
six	six	six	six	PROPN;NOM	N
warszawa	warszawa	warszawa	warszawa	PROPN;NOM	N;INDF;MASC;SG
sovjetisk	sovjetiske	sovjetisk	sovjetisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
utgåvan	edition	utgåva	edition	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
utgåvan	utgave	utgåva	utgave	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
della	della	della	delle	PROPN;NOM	PROPN
peterson	peterson	peterson	peterson	PROPN;NOM	N;INDF;MASC;SG
percy	percy	percy	percy	PROPN;NOM	N;INDF;NEUT;SG
styrelseordförande	ordstyrer	styrelseordförande	ordstyre	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
varor	varene	vara	vare	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
alfa	alpha	alfa	alpha	PROPN;NOM	N
alfa	alfa	alfa	alfe	PROPN;NOM	N;INDF;MASC;SG
kyrkogården	gravlund	kyrkogård	gravlund	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kyrkogården	kirkegård	kyrkogård	kirkegård	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
extremt	svært	extrem	svær	ADV	ADJ;INDF;NEUT;SG
extremt	ekstremt	extrem	ekstrem	ADV	ADJ;INDF;NEUT;SG
extremt	ekstrem	extrem	ekstrem	ADV	ADJ;INDF;SG
extremt	ekstremt	extrem	ekstrem	ADV	ADJ;INDF;NEUT;SG
extremt	ekstreme	extrem	ekstrem	ADV	ADJ;PL
extremt	extreme	extrem	extreme	ADV	N;INDF;MASC;SG
lundgren	lundgren	lundgr	lundgre	PROPN;NOM	N;DEF;MASC;SG
muslimska	muslim	muslimsk	muslim	ADJ;NOM;PL	N;INDF;MASC;SG
muslimska	muslimsk	muslimsk	muslimsk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
personligen	personlig	personligen	personlig	ADV	ADJ;INDF;NEUT;SG
tillägg	blindtarmen	tillägg	blindtarm	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
sjunga	syng	sjung	syngje	V;IMP;FIN;ACT	V;IND;PRS;FIN
sjunga	sing	sjung	sing	V;IMP;FIN;ACT	N;INDF;MASC;SG
sjunga	synge	sjung	syngje	V;IMP;FIN;ACT	N;INDF;NEUT;SG
sjunga	syngende	sjung	syngende	V;IMP;FIN;ACT	N;INDF;MASC;SG
sjunga	synger	sjung	synger	V;IMP;FIN;ACT	N;INDF;MASC;SG
sjunga	synging	sjung	synging	V;IMP;FIN;ACT	N;INDF;FEM;SG
sjunga	sang	sjung	sang	V;IMP;FIN;ACT	N;INDF;MASC;SG
emanuel	emanuel	emanuel	emanuel	PROPN;NOM	N;INDF;MASC;SG
set	set	se	setje	N;NOM;INDF;NEUT;SG	V;IMP;FIN
set	satt	se	sitje	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
set	angi	se	angi	N;NOM;INDF;NEUT;SG	V;IMP;FIN
set	sett	se	setje	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG;V.PTCP
hittat	funnet	hitta	finne	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;NEUT;SG
hittat	fann	hitta	finne	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN
hittat	fant	hitta	finne	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;PST;FIN
föreståndare	manager	föreståndare	manager	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
föreståndare	bestyrer	föreståndare	bestyre	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
experiment	eksperiment	experiment	eksperiment	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
experiment	eksperiment	experiment	eksperiment	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
ungersk	ungarsk	ungersk	ungarsk	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ungersk	ungarns	ungersk	ungarns	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
självständiga	independent	självständig	independent	ADJ;NOM;PL	N;INDF;MASC;SG
självständiga	uavhengig	självständig	uavhengig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
självständiga	selvstendig	självständig	selvstendig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
instämmer	enig	instämma	enig	V;IND;PRS;FIN;ACT	ADJ;INDF;NEUT;SG
instämmer	samtykker	instämma	samtykke	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
winter	vinteren	winter	vinter	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
montreal	montreal	montreal	montreal	PROPN;NOM	N;INDF;NEUT;SG
spridning	sprer	spridning	spre	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN
spridning	spre	spridning	spre	N;NOM;INDF;MASC+FEM;SG	V;IMP;FIN
mendoza	mendoza	mendoza	mendoz	PROPN;NOM	PROPN
melodin	melodi	melodin	melodi	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
melodin	melody	melodin	melody	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
