que	że	que	że	PRO;MASC;SG	PART
sueca	szwedzki	suecar	szwedzki	N;FEM;SG	ADJ;NOM;MASC;SG
sueca	szwedzkie	suecar	szwedzki	N;FEM;SG	ADJ;NOM;NEUT;SG
sueca	szwedzka	suecar	szwedzko	N;FEM;SG	ADJ;NOM;FEM;SG
vendidas	sprzedane	vender	sprzedać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vendidas	sprzedany	vender	sprzedać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
vendidas	sprzedana	vender	sprzedać	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
adriano	adriano	adriano	adriana	N;MASC;SG	
adriano	adrian	adriano	adrian	N;MASC;SG	PROPN;NOM;MASC;SG
rob	rob	rob	rob	N;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
rob	roba	rob	roba	N;MASC;SG	
oportunidades	możliwość	oportunidade	możliwość	N;FEM;PL	N;ACC;FEM;SG
oportunidades	okazja	oportunidade	okazja	N;FEM;PL	N;NOM;FEM;SG
oportunidades	możliwości	oportunidade	możliwość	N;FEM;PL	N;ACC;FEM;SG
tecidos	tkanina	tecido	tkanina	N;MASC;PL	N;NOM;FEM;SG
tecidos	tkanka	tecido	tkanka	N;MASC;PL	N;NOM;FEM;SG
tecidos	tkanina	tecido	tkanina	N;MASC;PL	N;NOM;FEM;SG
liderado	led	liderar	led	V;MASC;SG;V.PTCP	
futsal	futsal	futsal	futsal	N;MASC;SG	
atingido	osiągnięty	atingir	osiągnięty	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atingido	osiągnięta	atingir	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atingido	osiągnięte	atingir	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atingido	osiągnięta	atingir	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
atingido	osiągnięte	atingir	osiągnąć	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
atingido	osiągnięty	atingir	osiągnięty	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
atingido	uderzenie	atingir	uderzenie	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG
atingido	hit	atingir	hit	V;MASC;SG;V.PTCP	
atingido	trafienie	atingir	trafić	V;MASC;SG;V.PTCP	N;NOM;NEUT;SG
conversão	konwersji	conversão	konwersja	N;FEM;SG	
conversão	zamiana	conversão	zamiana	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
conversão	konwersja	conversão	konwersja	N;FEM;SG	
conversão	konwersje	conversão	konwersja	N;FEM;SG	N;NOM;FEM;PL
conversão	konwersji	conversão	konwersja	N;FEM;SG	
conversão	konwersja	conversão	konwersja	N;FEM;SG	
case	case	case	cas	N;MASC;SG	
tvi	tvi	tvi	tvi	N;FEM;SG	
longos	długi	longo	długi	ADJ;MASC;PL	
longos	długa	longo	długi	ADJ;MASC;PL	ADJ;NOM;FEM;SG
longos	długo	longo	długo	ADJ;MASC;PL	ADV
longos	długie	longo	długi	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
longos	long	longo	long	ADJ;MASC;PL	
colônias	kolonii	colônia	kolonia	N;FEM;PL	
colônias	kolonie	colônia	kolonie	N;FEM;PL	N;NOM;FEM;SG
múltiplas	wielokrotne	múltiplo	wielokrotny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
múltiplas	wiele	múltiplo	wiele	ADJ;FEM;PL	DET;ACC;MASC;PL
múltiplas	wielu	múltiplo	wiele	ADJ;FEM;PL	DET;ACC;MASC;PL
selvagens	wild	selvagem	wild	N;MASC;PL	
selvagens	dziki	selvagem	dzik	N;MASC;PL	N;NOM;MASC;SG
selvagens	dziko	selvagem	dziko	N;MASC;PL	
selvagens	dzika	selvagem	dziki	N;MASC;PL	
selvagens	dzikie	selvagem	dziki	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
selvagens	savage	selvagem	savaga	N;MASC;PL	
selvagens	dziki	selvagem	dzik	N;MASC;PL	N;NOM;MASC;SG
selvagens	dzikie	selvagem	dziki	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
convocado	zwołane	convocar	zwołać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
convocado	wezwana	convocar	wezwać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
convocado	wezwany	convocar	wezwać	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
divididos	podzielona	dividir	podzielić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
divididos	dzielone	dividir	dzielić	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
divididos	podzielone	dividir	podzielić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
divididos	podzielony	dividir	podzielić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
australiano	australian	australiano	australianin	N;MASC;SG	
australiano	australii	australiano	australia	N;MASC;SG	PROPN;GEN;FEM;SG
australiano	australijski	australiano	australijski	N;MASC;SG	ADJ;NOM;MASC;SG
empréstimo	pożyczki	empréstimo	pożyczka	N;MASC;SG	N;ACC;FEM;PL
empréstimo	kredyty	empréstimo	kredyt	N;MASC;SG	N;NOM;MASC;PL
empréstimo	pożyczki	empréstimo	pożyczka	N;MASC;SG	N;ACC;FEM;PL
teatral	teatralne	teatral	teatralny	N;MASC;SG	ADJ;NOM;NEUT;SG
adams	adams	adar	adams	N;MASC;SG	PROPN;NOM;MASC;SG
adams	adamsa	adar	adams	N;MASC;SG	
prince	prince	prince	prinka	N;MASC;SG	
arranjos	uzgodnienia	arranjo	uzgodnić	N;MASC;PL	N;NOM;NEUT;SG
arranjos	układ	arranjo	układ	N;MASC;PL	N;NOM;MASC;SG
arranjos	porozumienie	arranjo	porozumienie	N;MASC;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sobreviventes	ocalałych	sobrevivente	ocalały	N;MASC;PL	ADJ;GEN;MASC;PL
sobreviventes	survivor	sobrevivente	survivor	N;MASC;PL	N;NOM;MASC;SG
missa	mass	missa	massy	N;FEM;SG	
panamá	panamy	panamá	pan	N;MASC;SG	N;GEN;FEM;PL
ótimo	świetnie	bom	świetnie	ADJ;MASC;SG	ADV
ótimo	super	bom	super	ADJ;MASC;SG	
ótimo	wspaniale	bom	wspaniale	ADJ;MASC;SG	
seguidores	obserwujących	seguidor	obserwujący	N;MASC;PL	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
tipicamente	zazwyczaj	tipicamente	zazwyczaj	ADV	
tipicamente	zwykle	tipicamente	zwykle	ADV	
tipicamente	typowo	tipicamente	typowo	ADV	
crença	wierzenia	crença	wierzyć	N;FEM;SG	N;NOM;NEUT;PL
franca	franca	franca	franca	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
franca	francji	franca	francja	N;FEM;SG	PROPN;GEN;FEM;SG
franca	france	franca	franka	N;FEM;SG	PROPN;NOM;MASC;SG
salvo	salvo	salvar	salvo	ADV	
salvo	zapisano	salvar	zapisać	ADV	V;PFV;IND;0;PST;FIN;ACT
salvo	uratował	salvar	uratować	ADV	V;PFV;MASC;IND;SG;PST;FIN;ACT
salvo	zapisane	salvar	zapisać	ADV	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
salvo	zapisany	salvar	zapisać	ADV	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
salvo	zapisana	salvar	zapisać	ADV	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
salvo	zapisanych	salvar	zapisać	ADV	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
lópez	lópez	lópez	lópez	PROPN;MASC;SG	PROPN;NOM;MASC;SG
lópez	lópez	lópez	lópez	PROPN;MASC;SG	PROPN;NOM;MASC;SG
lópez	lopez	lópez	lopez	PROPN;MASC;SG	
sergio	sergio	sergio	sergio	N;MASC;SG	
aguiar	aguiar	aguiar	aguiar	N;MASC;SG	
praias	plaża	praia	plaża	N;FEM;PL	
cento	cento	cento	cento	NUM;MASC;SG	
apresentados	przedstawiona	apresentar	przedstawić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
apresentados	przedstawiony	apresentar	przedstawić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
apresentados	prezentowane	apresentar	prezentować	V;MASC;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
apresentados	przedstawione	apresentar	przedstawić	V;MASC;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
literalmente	dosłownie	literalmente	dosłownie	ADV	
non	non	non	non	N;MASC;SG	
instalada	zainstalowany	instalar	zainstalować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
instalada	zainstalowane	instalar	zainstalować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
instalada	zainstalowana	instalar	zainstalować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
processamento	obróbka	processamento	obróbka	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
rangel	rangel	rangel	rangel	N;MASC;SG	
esfera	kula	esfera	kula	N;FEM;SG	
vivia	mieszkał	viver	mieszkać	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vivia	żyła	viver	żyć	V;IND;SG;3;IPFV;FIN	V;IPFV;FEM;IND;SG;PST;FIN;ACT
vivia	żył	viver	żyć	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vivia	żył	viver	żyć	V;IND;SG;3;IPFV;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
cabeças	head	cabeça	head	N;FEM;PL	
cabeças	głowę	cabeça	głowa	N;FEM;PL	N;ACC;FEM;SG
cabeças	głowy	cabeça	głowa	N;FEM;PL	N;ACC;FEM;SG
cabeças	glowy	cabeça	glowa	N;FEM;PL	V;IPFV;IND;SG;FIN;ACT
cabeças	głowa	cabeça	głowa	N;FEM;PL	N;NOM;FEM;SG
cabeças	reszka	cabeça	reszka	N;FEM;PL	N;NOM;MASC;SG
cabeças	głowy	cabeça	głowa	N;FEM;PL	N;ACC;FEM;SG
cabeças	glowy	cabeça	glowa	N;FEM;PL	V;IPFV;IND;SG;FIN;ACT
cabeças	orzeł	cabeça	orzeł	N;FEM;PL	N;NOM;MASC;SG
justin	justin	justin	justin	N;MASC;SG	PROPN;NOM;MASC;SG
justin	justyna	justin	justyn	N;MASC;SG	PROPN;NOM;FEM;SG
modificações	modyfikacja	modificação	modyfikacja	N;FEM;PL	N;NOM;FEM;SG
modificações	modyfikacji	modificação	modyfikacja	N;FEM;PL	N;GEN;FEM;SG
modificações	modyfikacji	modificação	modyfikacja	N;FEM;PL	N;GEN;FEM;SG
modificações	zmian	modificação	zmiana	N;FEM;PL	
flash	błysk	flash	błysk	N;MASC;SG	
flash	flash	flash	flash	N;MASC;SG	
after	after	after	after	N;MASC;SG	
after	po	after	po	N;MASC;SG	INTJ
florença	kingston	florença	kingston	N;MASC;SG	
precisão	precyzyjne	precisão	precyzyjny	N;FEM;SG	ADJ;NOM;NEUT;SG
pesados	heavy	pesar	heav	V;MASC;PL;V.PTCP	
pesados	ciężkie	pesar	ciężki	V;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG
pesados	ciężki	pesar	ciężki	V;MASC;PL;V.PTCP	ADJ;NOM;MASC;SG
pesados	ciężka	pesar	ciężka	V;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG
destacar	wyróżnienie	destacar	wyróżnienie	V;NFIN	N;NOM;NEUT;SG
destacar	podkreślenie	destacar	podkreślenie	V;NFIN	N;NOM;NEUT;SG
evidência	dowody	evidência	dowód	N;FEM;SG	N;NOM;MASC;PL
nomeada	nazwany	nomear	nazwać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
nomeada	nazwane	nomear	nazwać	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nomeada	nominowany	nomear	nominować	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
michigan	michigan	michigan	michigan	N;MASC;SG	
nigéria	nigerii	nigéria	nigeria	N;FEM;SG	
nigéria	nigerii	nigéria	nigeria	N;FEM;SG	
foundation	foundation	foundation	foundation	N;MASC;SG	
mora	mora	morar	mora	V;IND;SG;3;PRS;FIN	
gen	gen	gen	gen	N;MASC;SG	
aplicar	wdrożenie	aplicar	wdrożyć	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
aplicar	wdrożenia	aplicar	wdrożyć	V;NFIN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
josh	josh	josh	josh	N;MASC;SG	PROPN;NOM;MASC;SG
legião	legia	legião	legia	N;FEM;SG	
dourada	złote	dourar	złoty	V;FEM;SG;V.PTCP	
dourada	golden	dourar	golden	V;FEM;SG;V.PTCP	
dourada	złoty	dourar	złoty	V;FEM;SG;V.PTCP	
dourada	złota	dourar	złoty	V;FEM;SG;V.PTCP	
rey	rey	rey	rey	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
mortal	zabójczy	mortal	zabójczyć	N;MASC;SG	
mortal	śmiertelne	mortal	śmiertelny	N;MASC;SG	ADJ;NOM;NEUT;SG
mortal	zabójcze	mortal	zabójcze	N;MASC;SG	
mortal	śmiertelna	mortal	śmiertelny	N;MASC;SG	ADJ;NOM;FEM;SG
mortal	śmiertelny	mortal	śmiertelny	N;MASC;SG	ADJ;NOM;MASC;SG
escuro	dark	escuro	dark	ADJ;MASC;SG	
escuro	ciemno	escuro	ciemno	ADJ;MASC;SG	ADV
falso	fałsz	falso	fałsz	ADJ;MASC;SG	
envolvimento	zaręczyny	envolvimento	zaręczyna	N;MASC;SG	N;NOM;FEM;PL
envolvimento	udział	envolvimento	udział	N;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
coreano	koreański	coreano	koreański	N;MASC;SG	ADJ;NOM;MASC;SG
coreano	korei	coreano	korea	N;MASC;SG	
afeganistão	afganistan	afeganistão	afganistan	N;MASC;SG	
afeganistão	afganistanie	afeganistão	afganistan	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
afeganistão	afgańskie	afeganistão	afgański	N;MASC;SG	ADJ;NOM;NEUT;SG
sociedades	społeczeństwa	sociedade	społeczeństwo	N;FEM;PL	N;GEN;NEUT;SG
integra	integra	integrar	integra	V;IND;SG;3;PRS;FIN	
assassino	zabójczy	assassino	zabójczyć	N;MASC;SG	
assassino	zabójcze	assassino	zabójcze	N;MASC;SG	
assassino	zabójcy	assassino	zabójca	N;MASC;SG	
entretenimento	entertainment	entretenimento	entertainment	N;MASC;SG	
entretenimento	rozrywki	entretenimento	rozrywka	N;MASC;SG	
senhores	władcy	senhor	władka	N;MASC;PL	N;NOM;MASC;SG
garcía	garcia	garcía	garcia	N;FEM;SG	PROPN;NOM;MASC;SG
garcía	garcía	garcía	garcía	N;FEM;SG	PROPN;NOM;MASC;SG
twitter	twitter	twitter	twitter	N;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
twitter	twitterze	twitter	twitter	N;MASC;SG	
evangelho	gospel	evangelho	gospel	N;MASC;SG	
eliminatórias	playoffs	eliminatório	playoffs	N;FEM;PL	
lincoln	lincoln	lincoln	lincoln	N;MASC;SG	
lincoln	lincolna	lincoln	lincolny	N;MASC;SG	ADJ;NOM;FEM;SG
costumes	celne	costume	celny	N;MASC;PL	ADJ;NOM;NEUT;SG
costumes	cła	costume	cza	N;MASC;PL	
costumes	cło	costume	cło	N;MASC;PL	
considerou	rozpatrywane	considerar	rozpatrywać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
considerou	rozważane	considerar	rozważać	V;IND;SG;3;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
considerou	badanym	considerar	badany	V;IND;SG;3;PST;FIN	ADJ;INS;MASC;SG
mestres	masters	mestre	masters	N;MASC;PL	V;IPFV;IND;SG;2;PRS;FIN;ACT
gay	gej	gay	on	N;MASC;SG	
gay	gejowskie	gay	gejowski	N;MASC;SG	ADJ;NOM;NEUT;SG
gay	gay	gay	gać	N;MASC;SG	
bits	bit	bit	bit	N;MASC;PL	
bits	bity	bit	bit	N;MASC;PL	
marshall	marshall	marshall	marshall	N;MASC;SG	PROPN;NOM;MASC;SG
marshall	marshalla	marshall	marshall	N;MASC;SG	
reinos	królestwa	reino	królestwo	N;MASC;PL	N;GEN;NEUT;SG
under	pod	under	pod	N;MASC;SG	ADP
turco	turco	turco	turco	N;MASC;SG	
turco	turka	turco	turka	N;MASC;SG	
turco	turk	turco	turk	N;MASC;SG	
turco	turecka	turco	turecka	N;MASC;SG	ADJ;NOM;FEM;SG
turco	tureckie	turco	turecki	N;MASC;SG	ADJ;NOM;NEUT;SG
turco	turecki	turco	turecka	N;MASC;SG	ADJ;NOM;MASC;SG
sobrenome	nazwiska	sobrenome	nazwisko	N;MASC;SG	N;NOM;NEUT;PL
derivado	pochodnych	derivado	pochodny	V;MASC;SG;V.PTCP	N;GEN;MASC;PL
derivado	pochodne	derivado	pochodny	V;MASC;SG;V.PTCP	
meninas	girls	menina	girls	N;FEM;PL	
trazendo	sprowadzenie	trazer	sprowadzenie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
tocando	dotknięcie	tocar	dotknięcie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
tocando	dotknięcie	tocar	dotknięcie	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
tocando	odtwarzanie	tocar	odtwarzać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tocando	granie	tocar	grana	V;V.MSDR	
leopoldo	leopold	leopolder	leopold	N;MASC;SG	PROPN;NOM;MASC;SG
leopoldo	leopoldo	leopolder	leopoldo	N;MASC;SG	PROPN;NOM;MASC;SG
rosaceae	rosaceae	rosaceae	rosaceać	N;FEM;SG	
peito	piersi	peito	pierś	N;MASC;SG	
peito	pierś	peito	pierś	N;MASC;SG	
peito	piersi	peito	pierś	N;MASC;SG	
abrange	okładki	abranger	okładka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
abrange	pokrywy	abranger	pokrywy	V;IND;SG;3;PRS;FIN	N;ACC;FEM;PL
kansas	kansas	kansa	kansas	N;MASC;SG	PROPN;NOM;MASC;SG
frutos	owoc	fruto	owoc	N;MASC;PL	N;NOM;MASC;SG
matthew	mateusz	matthew	mateusz	N;MASC;SG	PROPN;NOM;MASC;SG
matthew	maciej	matthew	maciej	N;MASC;SG	PROPN;NOM;MASC;SG
selecção	wyboru	selecção	wybór	N;FEM;SG	
selecção	dobór	selecção	dobór	N;FEM;SG	V;IPFV;IND;PRS;FIN;ACT
special	specjalna	special	specjalny	N;MASC;SG	ADJ;NOM;FEM;SG
special	specjalny	special	specjalny	N;MASC;SG	ADJ;NOM;MASC;SG
special	specjalne	special	specjalny	N;MASC;SG	ADJ;NOM;NEUT;SG
special	wyjątkowy	special	wyjątkowy	N;MASC;SG	ADJ;NOM;MASC;SG
special	szczególne	special	szczególny	N;MASC;SG	ADJ;NOM;NEUT;SG
barbara	barbary	barbara	barbara	N;FEM;SG	
barbara	barbara	barbara	barbar	N;FEM;SG	PROPN;NOM;FEM;SG
barbara	barbaro	barbara	barbaro	N;FEM;SG	
gov	gov	gov	gov	N;MASC;SG	
studio	studia	studio	studia	N;MASC;SG	N;NOM;NEUT;PL
studio	studio	studio	studio	N;MASC;SG	
cearense	cearense	cearense	cearens	N;MASC;SG	
abu	abu	abu	abu	PROPN;MASC;SG	PROPN;NOM;MASC;SG
facilitar	ułatwianie	facilitar	ułatwiać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
facilitar	ułatwienia	facilitar	ułatwić	V;NFIN	N;NOM;NEUT;SG
facilitar	ułatwienie	facilitar	ułatwienie	V;NFIN	N;NOM;NEUT;SG
facilitar	ułatwienia	facilitar	ułatwić	V;NFIN	N;NOM;NEUT;SG
facilitar	ułatwienie	facilitar	ułatwienie	V;NFIN	N;NOM;NEUT;SG
adolescentes	nastolatki	adolescente	nastolatka	N;MASC;PL	N;NOM;FEM;SG
adolescentes	młodzież	adolescente	młodzież	N;MASC;PL	N;NOM;FEM;SG
adolescentes	młodzieży	adolescente	młodzież	N;MASC;PL	
adolescentes	nastolatki	adolescente	nastolatka	N;MASC;PL	N;NOM;FEM;SG
gráficos	graficzny	gráfico	graficzny	N;MASC;PL	ADJ;NOM;MASC;SG
gráficos	grafika	gráfico	grafika	N;MASC;PL	N;NOM;FEM;SG
gráficos	graficzne	gráfico	graficzny	N;MASC;PL	ADJ;NOM;NEUT;SG
gráficos	grafika	gráfico	grafika	N;MASC;PL	N;NOM;FEM;SG
arroz	ryżu	arroz	ryż	N;MASC;SG	
she	ona	she	on	N;MASC;SG	PRO;NOM;FEM;SG;3
intensa	intensywnie	intenso	intensywnie	ADJ;FEM;SG	ADV
centrais	centralnego	central	centralny	N;MASC;PL	ADJ;ACC;MASC;SG
centrais	central	central	centrala	N;MASC;PL	
centrais	centralny	central	centralny	N;MASC;PL	ADJ;NOM;MASC;SG
centrais	środkowa	central	środkowy	N;MASC;PL	ADJ;NOM;FEM;SG
centrais	centralne	central	centralny	N;MASC;PL	ADJ;NOM;NEUT;SG
centrais	centralna	central	centralny	N;MASC;PL	ADJ;NOM;FEM;SG
planetas	planet	planeta	planet	N;MASC;PL	
únicos	unikalne	único	unikalny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
únicos	unikatowe	único	unikatowy	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
únicos	unikalny	único	unikalny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
únicos	wyjątkowy	único	wyjątkowy	ADJ;MASC;PL	ADJ;NOM;MASC;SG
únicos	niepowtarzalny	único	niepowtarzalny	ADJ;MASC;PL	ADJ;NOM;MASC;SG
suspensão	zawiesiny	suspensão	zawiesina	N;FEM;SG	
montagem	instalacje	montagem	instalacja	N;FEM;SG	N;NOM;FEM;PL
montagem	montaż	montagem	montaż	N;FEM;SG	
montagem	montaż	montagem	montaż	N;FEM;SG	
montagem	montaż	montagem	montaż	N;FEM;SG	
recusa	odmówić	recusa	odmówić	N;FEM;SG	V;PFV;NFIN;ACT
félix	felix	félix	felix	N;MASC;SG	PROPN;NOM;MASC;SG
félix	félix	félix	félix	N;MASC;SG	PROPN;NOM;MASC;SG
emergência	powstanie	emergência	powstać	N;FEM;SG	
emergência	nagł	emergência	nagł	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
emergência	awaryjne	emergência	awaryjny	N;FEM;SG	ADJ;NOM;NEUT;SG
hélio	helios	hélio	helios	N;MASC;SG	
hélio	hel	hélio	hel	N;MASC;SG	
hélio	helu	hélio	hel	N;MASC;SG	
see	ess	see	ess	N;MASC;SG	
construídas	zbudowany	construir	zbudować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
construídas	wybudowany	construir	wybudować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
construídas	zbudowane	construir	zbudować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
construídas	zbudowana	construir	zbudować	V;FEM;PL;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
summer	summer	summer	summer	N;MASC;SG	
summer	letnie	summer	letni	N;MASC;SG	ADJ;NOM;NEUT;SG
summer	letni	summer	letni	N;MASC;SG	ADJ;NOM;MASC;SG
summer	lato	summer	lato	N;MASC;SG	
montenegro	czarnogóra	montenegro	czarnogór	N;MASC;SG	ADJ;NOM;FEM;SG
sombra	shadow	sombra	shadow	N;FEM;SG	
sombra	cień	sombra	cień	N;FEM;SG	
sombra	cień	sombra	cień	N;FEM;SG	
vaticano	watykan	vaticano	watykan	N;MASC;SG	
botão	przycisk	botão	przycisk	N;MASC;SG	
matos	matos	mato	matos	N;MASC;SG	
baker	baker	baker	baker	N;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
beta	beta	beta	bet	N;MASC;SG	
permitido	dozwolone	permitir	dozwolić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
permitido	dozwolony	permitir	dozwolić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
permitido	dozwolona	permitir	dozwolić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
permitido	dopuszczone	permitir	dopuścić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
permitido	dozwolone	permitir	dozwolić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
permitido	dozwolony	permitir	dozwolić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
permitido	dozwolona	permitir	dozwolić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
permitido	dopuszczone	permitir	dopuścić	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
informática	informatyka	informática	informatyka	N;FEM;SG	
informática	informatyka	informática	informatyka	N;FEM;SG	
dinâmica	dynamiki	dinâmica	dynamika	N;FEM;SG	N;NOM;FEM;PL
dinâmica	dynamics	dinâmica	dynamics	N;FEM;SG	
dinâmica	dynamiczny	dinâmica	dynamiczny	N;FEM;SG	ADJ;NOM;MASC;SG
dinâmica	dynamiczne	dinâmica	dynamiczny	N;FEM;SG	ADJ;NOM;NEUT;SG
dinâmica	dynamiczny	dinâmica	dynamiczny	N;FEM;SG	ADJ;NOM;MASC;SG
sentimento	czucie	sentimento	czucie	N;MASC;SG	
contagem	liczyć	contagem	liczyć	N;FEM;SG	V;IPFV;NFIN;ACT
contagem	licz	contagem	liczyć	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
contagem	liczyć	contagem	liczyć	N;FEM;SG	V;IPFV;NFIN;ACT
contagem	liczę	contagem	liczyć	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
heinrich	heinrich	heinrich	heźnrich	N;MASC;SG	PROPN;NOM;MASC;SG
parâmetro	parametry	parâmetro	parametra	N;MASC;SG	N;NOM;MASC;PL
violino	skrzypce	violino	skrzypce	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
gráfica	grafiki	gráfico	grafika	N;FEM;SG	N;GEN;FEM;PL
