til	för	til	för	ADV	ADP
sænket	minskat	sænke	minska	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sænket	minskade	sænke	minska	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
sænket	minskad	sænke	minska	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
sænket	sänkt	sænke	sänka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sænket	sänkt	sænke	sänka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
flertydig	tvetydiga	flertydig	tvetydig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
opsat	keen	opsætte	ke	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
forside	front	forside	front	V;IMP	N;NOM;INDF;MASC+FEM;SG
forside	främre	forside	främra	V;IMP	ADJ;NOM;CMPR
forside	framsidan	forside	framsida	V;IMP	N;NOM;DEF;MASC+FEM;SG
forside	fram	forside	fram	V;IMP	ADV
forside	framsida	forside	framsida	V;IMP	N;NOM;INDF;MASC+FEM;SG
costa	costa	costa	costa		N;NOM;INDF;MASC+FEM;SG
afgørelse	beslutet	afgørelse	beslut	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
udlejet	hyrd	udleje	hyrd	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
udlejet	hyrs	udleje	hyra	V;INDF;SG;PST;V.PTCP	V;IND;PRS;FIN;PASS
udlejet	hyrda	udleje	hyrda	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
poster	objekt	post	objekt	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
poster	föremål	post	föremål	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
systematisk	systematiskt	systematisk	systematisk	ADV	ADJ;NOM;INDF;NEUT;SG
systematisk	systematiska	systematisk	systematisk	ADV	ADJ;NOM;PL
systematisk	systematisk	systematisk	systematisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
systematisk	systematiskt	systematisk	systematisk	ADV	ADJ;NOM;INDF;NEUT;SG
ungarsk	ungerska	ungarsk	ungerska	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
ungarsk	ungrare	ungarsk	ungrare	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;PL
synspunkter	utsikt	synspunkt	utsikt	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
lovende	lovar	lovende	lova	ADJ	V;IND;PRS;FIN;ACT
haag	haag	haag	haag		PROPN;NOM
columbus	columbus	columbus	columbus		PROPN;NOM
deling	dela	deling	dela	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
deling	delar	deling	del	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
deling	dela	deling	dela	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
konstrueret	utformade	konstruere	utforma	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
konstrueret	designad	konstruere	designad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
konstrueret	utformat	konstruere	utforma	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
konstrueret	utformad	konstruere	utforma	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
konstrueret	designat	konstruere	designad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
konstrueret	konstruerad	konstruere	konstruerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
konstrueret	konstruerade	konstruere	konstruerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
konstrueret	konstruerat	konstruere	konstruerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
konstrueret	konstruerad	konstruere	konstruerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udtales	uttalade	udtale	uttala	V;IND;PRS;FIN;PASS	ADJ;NOM;PL;PST;V.PTCP
udtales	uttalat	udtale	uttala	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
udtales	uttalad	udtale	uttala	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
warren	warren	warren	farr		PROPN;NOM
dokument	dokumentera	dokument	dokumentera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
dokument	dokumentet	dokument	dokument	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
monte	monte	monte	monte		N;NOM;INDF;NEUT;SG
rangers	rangers	range	rang	N;GEN;INDF;MASC+FEM;PL	N;GEN;INDF;MASC+FEM;SG
maurice	maurice	maurice	maurice		PROPN;NOM
sammenslutning	föreningen	sammenslutning	förening	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fernando	fernando	fernando	fernando		PROPN;NOM
romeo	romeo	romeo	rom	N;INDF;MASC+FEM;SG	PROPN;NOM
middelfart	middelfart	middelfart	middelfart	N;INDF;NEUT;SG	PROPN;NOM
creek	bäcken	creek	bäck		N;NOM;INDF;NEUT;SG
creek	creek	creek	creek		N;NOM;INDF;NEUT;SG
beskyttede	skyddas	beskytte	skydda	V;PL;PST;V.PTCP	V;IND;PRS;FIN;PASS
beskyttede	skyddad	beskytte	skydda	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
beskyttede	skyddade	beskytte	skydda	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
beskyttede	skyddat	beskytte	skydda	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bass	bas	bass	ba		N;NOM;INDF;MASC+FEM;SG
bass	bass	bass	bass		N
novgorod	novgorod	novgorod	novgorod		PROPN;NOM
offer	offra	offer	offra	N;INDF;NEUT;SG	V;IMP;FIN;ACT
offer	uppoffringar	offer	uppoffring	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
offer	offrar	offer	offra	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
offer	offret	offer	offreta	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
offer	brottsoffer	offer	brottsoff	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
brasiliansk	brasilianska	brasiliansk	brasiliansk	ADJ;INDF;SG	ADJ;NOM;PL
kristendom	kristendomen	kristendom	kristendom	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
betalt	betald	betale	betald	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
betalt	betalt	betale	betala	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
betalt	betalat	betale	betala	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
betalt	betalda	betale	betala	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
betalt	betalade	betale	betala	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
malaysia	malaysia	malaysia	malaysia		N;NOM;INDF;MASC+FEM;SG
svømning	simma	svømning	simma	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
svømning	simmar	svømning	simma	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
svømning	simma	svømning	simma	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
lind	lind	lind	lind		PROPN;NOM
frederiks	frederiks	frederiks	frederika	N;INDF;NEUT;SG	PROPN;NOM
menneskelig	mänskliga	menneskelig	mänsklig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
menneskelig	människa	menneskelig	människa	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
uheld	olycksfall	uheld	olycksfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
uheld	olyckor	uheld	olycka	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
uheld	olycksfall	uheld	olycksfall	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
udkast	utkastet	udkast	utkasten	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
påvirker	influenser	påvirke	influens	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
påvirker	påverka	påvirke	påverka	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
ammunition	krigsmateriel	ammunition	krigsmateriel	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
fornyet	förnyat	forny	förnya	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
fornyet	förnyad	forny	förnya	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
fornyet	förnyade	forny	förnya	V;INDF;SG;PST;V.PTCP	V;NOM;PL;PST;V.PTCP
lone	lone	lone	lone		N;NOM;INDF;NEUT;SG
røg	röker	røg	röka	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
røg	röka	røg	röka	N;INDF;MASC+FEM;SG	V;IMP;NFIN;ACT
forår	våren	forår	vår	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
forår	vårens	forår	vår	N;INDF;NEUT;SG	N;GEN;DEF;MASC+FEM;SG
forår	våren	forår	vår	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
geologiske	geologisk	geologisk	geologisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
korrekte	korrigera	korrekt	korrigera	ADJ;PL	V;IMP;FIN;ACT
korrekte	rätta	korrekt	rätta	ADJ;PL	N;MASC+FEM
korrekte	korrekt	korrekt	korrekt	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
korrekte	rätt	korrekt	rätt	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
nissen	nissen	nisse	niss	N;DEF;MASC+FEM;SG	PROPN;NOM
styrtede	störtade	styrte	störta	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
riis	riis	riis	riis	N;INDF;MASC+FEM;SG	PROPN;NOM
signaler	signalerna	signal	signal	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;PL
signaler	signalerar	signal	signalera	N;INDF;NEUT;PL	V;IND;PRS;FIN;ACT
suite	sviten	suite	svit	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fartøjer	fartyg	fartøj	fartyg	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
fartøjer	kärl	fartøj	kärl	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
lotte	lotte	lotte	lotte		PROPN;NOM
lotte	lottie	lotte	lottie		PROPN;NOM
klimaet	klimat	klima	klima	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
krabbe	krabbor	krabbe	krabba	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
perry	perry	perry	perry		PROPN;NOM
dakota	dakota	dakota	dakot	N;INDF;NEUT;SG	PROPN;NOM
hjørnet	corner	hjørne	corner	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
hjørnet	hörn	hjørne	hörn	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
hjørnet	hörna	hjørne	höre	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
charlottenborg	charlottenborg	charlottenborg	charlottenborg	N;DEF;MASC+FEM;SG	PROPN;NOM
pan	pan	pan	pan		N;NOM;INDF;MASC+FEM;SG
fjende	fienden	fjende	fiende	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
fjende	fiender	fjende	fiende	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
manga	manga	manga	manga		N;NOM;INDF;MASC+FEM;SG
forstod	förstått	forstå	förstå	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
forstod	uppfattat	forstå	uppfatta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
nürnberg	nürnberg	nürnberg	nürnberg		PROPN;NOM
unesco	unesco	unesco	unesco		PROPN;NOM
hip	höften	hip	höft	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
rejsende	resenärer	rejse	resenär	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;PL
rejsende	resenärer	rejse	resenär	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;PL
rejsende	resande	rejse	resa	V;PRS;V.PTCP	N;NOM;INDF;NEUT;SG
rejsende	resenär	rejse	resenär	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;SG
rejsende	resenärer	rejse	resenär	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;PL
rejsende	resande	rejse	resa	V;PRS;V.PTCP	N;NOM;INDF;NEUT;SG
rejsende	resenär	rejse	resenär	V;PRS;V.PTCP	N;NOM;INDF;MASC+FEM;SG
tallinn	tallinn	tallinn	tallinn		PROPN;NOM
etablering	inrättandet	etablering	inrättande	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
etablering	inrättande	etablering	inrätta	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
auto	automatiskt	auto	automatisk	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
auto	automatiska	auto	automatisk	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
glat	hala	glat	hal	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
glat	halt	glat	halt	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
trone	tronen	trone	tron	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
trone	tron	trone	tron	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
alternativt	alternativa	alternativt	alternativ	ADV	ADJ;NOM;PL
alternativt	alternativ	alternativt	alternativ	ADV	N;NOM;INDF;NEUT;SG
alternativt	suppleant	alternativt	suppleant	ADV	N;NOM;INDF;MASC+FEM;SG
alternativt	alternativa	alternativt	alternativ	ADV	ADJ;NOM;PL
opfinder	uppfinna	opfinder	uppfinna	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
opfinder	uppfinner	opfinder	uppfinna	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
tilhænger	följare	tilhænge	följare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
tilhænger	anhängare	tilhænge	anhängare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
faglige	professionell	faglig	professionell	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
faglige	professionellt	faglig	professionell	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
interessante	intressant	interessant	intressant	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
usædvanligt	ovanliga	usædvanlig	ovanlig	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
terry	milou	terry	milou		N;NOM;DEF;MASC+FEM;SG
terry	terry	terry	terry		PROPN;NOM
fremmed	alien	fremmed	ali	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fremmed	utomjording	fremmed	utomjording	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fremmed	främling	fremmed	främling	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
fremmed	konstigare	fremmed	konstig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;CMPR
fremmed	utrikes	fremmed	utrikes	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
fremmed	utländska	fremmed	utländsk	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
machine	machine	machine	machine		N;NOM;INDF;NEUT;SG
machine	maskin	machine	maskin		N;NOM;INDF;MASC+FEM;SG
agnes	agnes	agne	agnes	N;INDF;MASC+FEM;SG	PROPN;NOM
udformning	kreativ	udformning	kreativ	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
udformning	kreativa	udformning	kreativ	N;INDF;MASC+FEM;SG	ADJ;NOM;PL
udformning	kreativt	udformning	kreativt	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;NEUT;SG
udformning	designa	udformning	desigen	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
udformning	utforma	udformning	utforma	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
generationer	generationerna	generation	generation	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
forbedring	förbättras	forbedring	förbättra	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;PASS
forbedring	förbättra	forbedring	förbättra	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
forbedring	förbättrad	forbedring	förbättrad	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
forbedring	förbättringar	forbedring	förbättring	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
grande	grande	grand	grand		N;NOM;INDF;NEUT;SG
belejring	belägringen	belejring	belägring	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
damer	ladies	dame	ladium	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
damer	damerna	dame	dam	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
værdien	värde	værdi	värde	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
hævn	hämnas	hævn	hämna	N;INDF;MASC+FEM;SG	V;FIN;PASS
missionen	uppdrag	mission	uppdrag	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
missionen	mission	mission	mission	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forløber	föregångare	forløbe	föregångare	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
dræber	mördare	dræbe	mord	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
dræber	killer	dræbe	kill	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
dræber	mördaren	dræbe	mördare	V;IND;PRS;FIN;ACT	N;NOM;DEF;MASC+FEM;SG
dræber	döda	dræbe	död	V;IND;PRS;FIN;ACT	ADJ;NOM;PL
dræber	dödande	dræbe	dödande	V;IND;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
dræber	killing	dræbe	killing	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
birmingham	birmingham	birmingham	birmingham	N;INDF;MASC+FEM;SG	PROPN;NOM
ventede	väntat	vente	vänta	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ventede	väntade	vente	vänta	V;IND;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
helsingborg	helsingborg	helsingborg	helsingborg		N;NOM;INDF;NEUT;SG
accepteret	accepterade	acceptere	acceptera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
accepteret	godkänt	acceptere	godkänna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
accepteret	accepterat	acceptere	acceptera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
accepteret	accepterad	acceptere	acceptera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
accepteret	godkänd	acceptere	godkänd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
kolonien	koloni	kolonie	koloni	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
bit	bet	bit	bet		V;IMP;FIN;ACT
bit	bitar	bit	bit		N;NOM;INDF;MASC+FEM;PL
bit	bits	bit	bits		V;IMP;FIN;ACT
morris	morris	morris	morris		PROPN;NOM
senator	senatorn	senator	senator	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
schweizisk	schweiziska	schweizisk	schweizisk	ADJ;INDF;SG	ADJ;NOM;PL
uret	medurs	uret	medurs	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
uret	klocka	uret	klocka	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
højden	höjd	højde	höja	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
højden	längd	højde	längd	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flad	platt	flad	platt	ADJ;INDF;MASC+FEM;SG	ADV
flad	platta	flad	platta	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flad	lägenhet	flad	lägenhet	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
flad	flat	flad	flat	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
flad	bröt	flad	bryta	ADJ;INDF;MASC+FEM;SG	V;IND;PST;FIN;ACT
ane	ane	ane	ane	N;INDF;MASC+FEM;SG	PROPN;NOM
opførsel	beteenden	opførsel	beteende	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
opførsel	beteenden	opførsel	beteende	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
reaktioner	reaktion	reaktion	reaktion	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
egnet	lämpliga	egne	lämplig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL
egnet	lämpligt	egne	lämplig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG
egnet	lämplig	egne	lämplig	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
egnet	passande	egne	passa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PRS;V.PTCP
synlige	synlig	synlig	synlig	ADJ;PL	ADJ;NOM;DEF;SG
synlige	synligt	synlig	synlig	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
indonesien	indonesien	indonesie	indonesien		PROPN;NOM
inge	inge	inge	inge		N;NOM;INDF;MASC+FEM;SG
express	uttrycka	express	uttrycka		V;IMP;FIN;ACT
express	express	express	express		PROPN;NOM
express	expressen	express	expresse		PROPN;NOM
danse	dance	danse	danc	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
danse	dans	danse	dans	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
danse	dansande	danse	dansande	V;NFIN;ACT	ADJ;NOM;PRS;V.PTCP
danse	dancing	danse	dancing	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
danse	dans	danse	dans	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
landevej	highway	landevej	highway	N;INDF;MASC+FEM;SG	PROPN;NOM
landevej	vägen	landevej	väg	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
kernen	core	kerne	core	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kernen	kärna	kerne	kärna	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
kernen	kärna	kerne	kärna	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
toronto	toronto	toronto	toronto		PROPN;NOM
kaukasus	kaukasus	kaukasus	kaukasus		PROPN;NOM
kaukasus	kaukasien	kaukasus	kaukasiun		N;NOM;INDF;MASC+FEM;SG
bekræftede	bekräftad	bekræfte	bekräftad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
bekræftede	bekräftas	bekræfte	bekräfta	V;IND;PST;FIN;ACT	V;NFIN;PASS
bekræftede	bekräftat	bekræfte	bekräftad	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
bekræftede	bekräftats	bekræfte	bekräfta	V;IND;PST;FIN;ACT	V;V.CVB;PASS
mot	mot	mot	mot		ADP
kat	kat	kat	kutma	N;INDF;MASC+FEM;SG	PROPN;NOM
frivilligt	frivilliga	frivilligt	frivillig	ADV	ADJ;NOM;PL
frivilligt	frivillig	frivilligt	frivillig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
frivilligt	valfria	frivilligt	valfri	ADV	ADJ;NOM;PL
frivilligt	valfritt	frivilligt	valfritt	ADV	ADJ;NOM;INDF;NEUT;SG
frivilligt	valfri	frivilligt	valfri	ADV	ADJ;NOM;INDF;MASC+FEM;SG
frivilligt	volontär	frivilligt	volontär	ADV	N;NOM;INDF;MASC+FEM;SG
frivilligt	frivillig	frivilligt	frivillig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
designer	designer	designe	design	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
designer	formgivare	designe	formgivare	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
designer	designa	designe	desigen	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
designer	utforma	designe	utforma	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
designer	designar	designe	design	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
server	servern	server	servern	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
forårsaget	orsakade	forårsage	orsaka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
forårsaget	orsakat	forårsage	orsaka	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ladet	laddad	lade	laddad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ladet	laddade	lade	laddad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
ladet	laddat	lade	laddad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ladet	lastat	lade	lastad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
grundlov	grundlagen	grundlov	grundlag	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
grundlov	konstitutionen	grundlov	konstitution	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
anslået	uppskattning	anslå	uppskattning	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
anslået	skattning	anslå	skattning	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;MASC+FEM;SG
anslået	uppskattad	anslå	uppskattad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anslået	beräknad	anslå	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
anslået	uppskattade	anslå	uppskattad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
anslået	beräknat	anslå	beräkna	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
anslået	skattad	anslå	skattad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
opret	skapar	opre	skapa	V;IMP	V;IND;PRS;FIN;ACT
