το	az	ο	az	DET;NOM;DEF;NEUT;SG	
ξένους	kívülállók	ξένος	kívülálló	ADJ;ACC;MASC;PL	N;NOM;PL
τρόμου	horror	τρόμος	horror	N;GEN;MASC;SG	N;NOM;SG
τρόμου	rémület	τρόμος	rémület	N;GEN;MASC;SG	N;NOM;SG
τρόμου	borzalom	τρόμος	borzalom	N;GEN;MASC;SG	
ανρί	henri	ανρί	henri		PROPN;NOM;SG
ντραμς	dob	ντραμς	dob		V;INDF;IND;SG;3;PRS;FIN;ACT
ντραμς	dobok	ντραμς	dob		N;NOM;PL
αναγκαία	szükségesek	αναγκαίος	szükséges	ADJ;NOM;FEM;SG	ADJ;NOM;PL
στήθος	mellek	στήθος	mell	N;NOM;NEUT;SG	N;NOM;PL
ερωτήσεις	kérdés	ερώτηση	kérdés	N;NOM;FEM;PL	N;NOM;SG
ερωτήσεις	kérdéseket	ερώτηση	kérdés	N;NOM;FEM;PL	N;ACC;PL
υποτροφία	ösztöndíjas	υποτροφία	ösztöndíjas	N;NOM;FEM;SG	ADJ;NOM;SG
υποτροφία	ösztöndíjat	υποτροφία	ösztöndíj	N;NOM;FEM;SG	N;ACC;SG
τζιμ	jim	τζιμ	jim		
γνωρίζοντας	tudván	γνωρίζω	tudván	V;IPFV;V.CVB;ACT	
γνωρίζοντας	ismerve	γνωρίζω	ismerve	V;IPFV;V.CVB;ACT	ADV;V.CVB
γνωρίζοντας	tudva	γνωρίζω	tudva	V;IPFV;V.CVB;ACT	ADV;V.CVB
ναύαρχος	admirális	ναύαρχος	admirális	N;NOM;MASC;SG	
δουλειές	állás	δουλειή	állás	N;NOM;FEM;PL	N;NOM;SG
δουλειές	üzleti	δουλειή	üzlet	N;NOM;FEM;PL	N;NOM;SG
δουλειές	üzlet	δουλειή	üzlet	N;NOM;FEM;PL	N;NOM;SG
αποτελεσματική	hatékony	αποτελεσματικός	hatékony	ADJ;NOM;FEM;SG	
αποτελεσματική	hatékonyan	αποτελεσματικός	hatékony	ADJ;NOM;FEM;SG	ADJ;FRML;SG
αποτελεσματική	hatékony	αποτελεσματικός	hatékony	ADJ;NOM;FEM;SG	
αποτελεσματική	hatásos	αποτελεσματικός	hatásos	ADJ;NOM;FEM;SG	
αποτελεσματική	effektív	αποτελεσματικός	effektív	ADJ;NOM;FEM;SG	
γουέστ	nyugat	γουέστ	nyugat		
γουέστ	nyugati	γουέστ	nyugati		
ερασιτεχνική	amatőrök	ερασιτεχνικός	amatőr	ADJ;NOM;FEM;SG	N;NOM;PL
ερασιτεχνική	amatőr	ερασιτεχνικός	amatőr	ADJ;NOM;FEM;SG	N;NOM;SG
εφέ	hatások	εφέ	hatás		N;NOM;PL
εφέ	hatásai	εφέ	hatás		N;NOM;PL
εφέ	hatás	εφέ	hatás		N;NOM;SG
εφέ	hatása	εφέ	hatás		N;NOM;SG
εφέ	hatás	εφέ	hatás		N;NOM;SG
εφέ	effektus	εφέ	effektus		N;NOM;SG
προημιτελικά	előszezon	προημιτελικά	előszez	ADV	N;NOM;SG
εξοπλισμού	berendezés	εξοπλισμός	berendezés	N;GEN;MASC;SG	N;NOM;SG
εξοπλισμού	berendezések	εξοπλισμός	berendezés	N;GEN;MASC;SG	N;NOM;PL
εξοπλισμού	felszerelés	εξοπλισμός	felszerelés	N;GEN;MASC;SG	N;NOM;SG
εξοπλισμού	felszerelések	εξοπλισμός	felszerelés	N;GEN;MASC;SG	N;NOM;PL
επαναφορά	visszaállítani	επαναφορά	visszaállít	N;NOM;FEM;SG	V;NFIN;ACT
επαναφορά	helyreállt	επαναφορά	helyreállt	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
πούλησε	eladva	πουλώ	eladva	V;PFV;IND;SG;3;PST;FIN;ACT	ADV;V.CVB
φράνσις	feri	φράνσις	feri	PROPN;NOM;MASC;SG	
φράνσις	francis	φράνσις	francis	PROPN;NOM;MASC;SG	
φράνσις	ferenc	φράνσις	ferenc	PROPN;NOM;MASC;SG	PROPN;NOM;SG
φράνσις	frances	φράνσις	frances	PROPN;NOM;MASC;SG	PROPN;NOM;SG
ηλεκτρονικά	elektronika	ηλεκτρονικά	elektronika	ADV	N;NOM;SG
ηλεκτρονικά	elektronikai	ηλεκτρονικά	elektronikai	ADV	ADJ;NOM;SG
ηλεκτρονικά	elektronikusan	ηλεκτρονικά	elektronikus	ADV	ADJ;FRML;SG
ηλεκτρονικά	elektronikus	ηλεκτρονικά	elektronikus	ADV	N;NOM;SG
στήλες	oszlop	στήλη	oszlop	N;NOM;FEM;PL	N;NOM;SG
αχιλλέα	achilles	αχιλλέα	achilles	PROPN;ACC;MASC;SG	
αχιλλέα	achille	αχιλλέα	achille	PROPN;ACC;MASC;SG	
λείψανα	ereklyéket	λείπανος	ereklyék	V;PFV;IND;PL;3;PST;FIN;ACT	N;ACC;PL
αποκάλυψη	jelenések	αποκάλυψη	jelenés	N;ACC;FEM;SG	N;NOM;PL
αποκάλυψη	apokalipszis	αποκάλυψη	apokalipszis	N;ACC;FEM;SG	N;NOM;SG
αποκάλυψη	jelenések	αποκάλυψη	jelenés	N;ACC;FEM;SG	N;NOM;PL
αποκάλυψη	felfedje	αποκάλυψη	felfed	N;ACC;FEM;SG	V;DEF;IMP;SG;3;PRS;FIN;ACT
αποκάλυψη	felfedni	αποκάλυψη	felfed	N;ACC;FEM;SG	V;NFIN;ACT
ειδικούς	szakértők	ειδικός	szakértő	ADJ;NOM;MASC;PL	N;NOM;PL
ειδικούς	szakemberek	ειδικός	szakember	ADJ;NOM;MASC;PL	N;NOM;PL
λιθουανία	litvániában	λιθουανία	litvánia	PROPN;ACC;FEM;SG	N;IN+ESS;SG
λιθουανία	litvánia	λιθουανία	litvánia	PROPN;ACC;FEM;SG	N;NOM;SG
γλυπτά	szobor	γλυπτά	szobor	N;NOM;NEUT;PL	N;NOM;SG
ελπίζω	remélhetőleg	ελπίζω	remélhető	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;FRML;SG
λεωφόρο	boulevard	λεωφόρο	boulevard	N;ACC;FEM;SG	
λεωφόρο	körúton	λεωφόρο	körút	N;ACC;FEM;SG	N;ON+ESS;SG
λεωφόρο	sugárút	λεωφόρο	sugárú	N;ACC;FEM;SG	N;NOM;SG
λεωφόρο	avenue	λεωφόρο	aven	N;ACC;FEM;SG	
λεωφόρο	sugárút	λεωφόρο	sugárú	N;ACC;FEM;SG	N;NOM;SG
σάββατο	szombati	σάββατος	szombati	N;ACC;NEUT;SG	
σάββατο	szombaton	σάββατος	szombat	N;ACC;NEUT;SG	N;ON+ESS;SG
σάββατο	szombat	σάββατος	szombat	N;ACC;NEUT;SG	N;NOM;SG
υπερβολική	túlzott	υπερβολικός	túlzott	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
μουσταφά	mustafa	μουσταφά	mustafa	N;NOM;MASC;SG	
διαχωρισμός	osztott	διαχωρισμός	osztott	N;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
υποτίθεται	állítólag	υποτίθεμαι	állítólag	V;IPFV;IND;SG;3;PRS;FIN;PASS	
υποτίθεται	elvileg	υποτίθεμαι	elvileg	V;IPFV;IND;SG;3;PRS;FIN;PASS	
ρίκα	rica	ρίκα	rica		
συντομογραφία	rövidített	συντομογραφία	rövidít	N;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
χόκεϊ	jégkorong	χόκεϊ	jégkorong		N;NOM;SG
χόκεϊ	hoki	χόκεϊ	hoki		
ρενέ	renee	ρενός	renee		
ρενέ	rené	ρενός	rené		
ρενέ	renée	ρενός	renée		N;NOM;SG
στοά	lodge	στοά	lod	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
στοά	galériában	στοά	galéria	N;NOM;FEM;SG	N;IN+ESS;SG
προοδευτική	haladó	προοδευτικός	haladó	ADJ;NOM;FEM;SG	
προοδευτική	progresszív	προοδευτικός	progresszív	ADJ;NOM;FEM;SG	
πραγματικός	real	πραγματικός	real	ADJ;NOM;MASC;SG	
πραγματικός	igazi	πραγματικός	igazi	ADJ;NOM;MASC;SG	
πραγματικός	valódi	πραγματικός	valódi	ADJ;NOM;MASC;SG	
τορίνο	torino	τορίνο	torino	PROPN;NOM;NEUT;SG	
τορίνο	torinói	τορίνο	torinó	PROPN;NOM;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
λαιμό	torka	λαιμός	torka	N;NOM;NEUT;SG	
λαιμό	torkát	λαιμός	torka	N;NOM;NEUT;SG	N;ACC;SG
λαιμό	nyakát	λαιμός	nyaka	N;NOM;NEUT;SG	N;ACC;SG
γνωρίσει	met	γνωρίζω	met	V;PFV;NFIN;ACT	
αναπτύχθηκαν	fejlett	αναπτύσσω	fejlett	V;PFV;IND;PL;3;PST;FIN;PASS	
αναπτύχθηκαν	fejlesztett	αναπτύσσω	fejlesztett	V;PFV;IND;PL;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αναπτύχθηκαν	kifejlesztett	αναπτύσσω	kifejlesztett	V;PFV;IND;PL;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
αναπτύχθηκαν	kidolgozott	αναπτύσσω	kidolgozott	V;PFV;IND;PL;3;PST;FIN;PASS	
διακήρυξη	nyilatkozat	διακήρυξη	nyilatkozat	N;ACC;FEM;SG	N;NOM;SG
διακήρυξη	nyilatkozata	διακήρυξη	nyilatkozat	N;ACC;FEM;SG	N;NOM;SG
φαντασία	fantázia	φαντασία	fantázia	N;NOM;FEM;SG	
φαντασία	fantasy	φαντασία	fantasy	N;NOM;FEM;SG	
φαντασία	fantázia	φαντασία	fantázia	N;NOM;FEM;SG	
σοβιετικό	szovjetek	σοβιετικός	szovjet	ADJ;NOM;NEUT;SG	N;NOM;PL
σοβιετικό	szovjet	σοβιετικός	szovjet	ADJ;NOM;NEUT;SG	
ορεινή	hegyen	ορεινός	hegy	ADJ;NOM;FEM;SG	N;ON+ESS;SG
ορεινή	hegyi	ορεινός	hegyi	ADJ;NOM;FEM;SG	
ορεινή	hegy	ορεινός	hegy	ADJ;NOM;FEM;SG	N;NOM;SG
ορεινή	hegyek	ορεινός	hegy	ADJ;NOM;FEM;SG	N;NOM;PL
αναγνώρισης	azonosítás	αναγνώριση	azonosítás	N;GEN;FEM;SG	N;NOM;SG
αναγνώρισης	azonosító	αναγνώριση	azonosító	N;GEN;FEM;SG	ADJ;NOM;SG
χρήσιμη	hasznos	χρήσιμος	hasznos	ADJ;NOM;FEM;SG	
χρήσιμη	segítőkész	χρήσιμος	segítőkész	ADJ;NOM;FEM;SG	
χρήσιμη	hasznos	χρήσιμος	hasznos	ADJ;NOM;FEM;SG	
καταγράφεται	rögzített	καταγράφω	rögzített	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
καταγράφεται	rögzítve	καταγράφω	rögzítve	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;SG
καταγράφεται	regisztrált	καταγράφω	regisztrált	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
καταγράφεται	nyilvántartott	καταγράφω	nyilvántartott	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μειωθεί	csökkent	μειώνω	csökken	V;PFV;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μειωθεί	csökkentett	μειώνω	csökkent	V;PFV;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
μεταβλητή	változtatható	μεταβλητής	változtatható	N;NOM;FEM;SG	ADJ;NOM;SG
μεταβλητή	változó	μεταβλητής	változó	N;NOM;FEM;SG	ADJ;NOM;SG
βαρκελώνη	barcelonában	βαρκελώνω	barcelon	PROPN;NOM;FEM;PL	N;IN+ESS;SG
βαρκελώνη	barcelonai	βαρκελώνω	barcelonai	PROPN;NOM;FEM;PL	V;DEF;IND;PL;3;PRS;FIN;ACT
βαρκελώνη	barcelona	βαρκελώνω	barcelona	PROPN;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
ιμπραήμ	ibrahim	ιμπραήμ	ibrahim		N;NOM;SG
τρίπολη	tripoli	τρίπολη	tripoli	PROPN;ACC;FEM;SG	N;NOM;SG
υποδοχή	recepció	υποδοχή	recepció	N;NOM;FEM;SG	
λειτουργικά	funkcionális	λειτουργικός	funkcionális	ADV	ADJ;NOM;SG
λειτουργικά	működőképes	λειτουργικός	működőképes	ADV	N;NOM;SG
λειτουργικά	operatív	λειτουργικός	operatív	ADV	ADJ;NOM;SG
προοπτική	prospect	προοπτική	prospect	N;NOM;FEM;SG	
προοπτική	kilátások	προοπτική	kilátás	N;NOM;FEM;SG	N;NOM;PL
προοπτική	kilátások	προοπτική	kilátás	N;NOM;FEM;SG	N;NOM;PL
ρουάντα	ruanda	ρουάντα	ruanda	PROPN;NOM;FEM;SG	PROPN;NOM;SG
ρουάντα	ruandai	ρουάντα	ruandai	PROPN;NOM;FEM;SG	N;NOM;SG
αστρονόμοι	csillagászok	αστρονόμος	csillagász	ADJ;NOM;MASC;PL	N;NOM;PL
διαδικτυακή	interneten	διαδικτυακός	internet	ADJ;NOM;FEM;SG	N;ON+ESS;SG
διαδικτυακή	online	διαδικτυακός	online	ADJ;NOM;FEM;SG	
τεστ	vizsgálatok	τεστ	vizsgálat	N;NOM;NEUT;SG	N;NOM;PL
τεστ	tesztek	τεστ	tesz	N;NOM;NEUT;SG	N;NOM;PL
κρυφά	titokban	κρυφά	titok	ADV	N;IN+ESS;SG
παραδοσιακές	hagyományos	παραδοσιακός	hagyományos	ADJ;NOM;FEM;PL	
παραδοσιακές	tradicionális	παραδοσιακός	tradicionális	ADJ;NOM;FEM;PL	ADJ;NOM;SG
πλάτωνα	platón	πλάτωνας	platón	N;NOM;NEUT;SG	
σφαίρες	golyó	σφαίρα	golyó	N;NOM;FEM;PL	N;NOM;SG
σφαίρες	lőszer	σφαίρα	lőszer	N;NOM;FEM;PL	N;NOM;SG
σφαίρες	töltény	σφαίρα	töltény	N;NOM;FEM;PL	N;NOM;SG
συμμετέχοντας	részvétel	συμμετέχων	részvétel	V;IPFV;V.CVB;ACT	N;NOM;SG
βίκτορ	viktor	βίκτορ	viktor		
βίκτορ	victor	βίκτορ	victor		
βίκτορ	viktor	βίκτορ	viktor		
διαδοχή	öröklési	διαδοχή	öröklési	N;NOM;FEM;SG	ADJ;NOM;SG
διόρισε	kijelölt	διορίζω	kijelölt	V;PFV;IND;SG;3;PST;FIN;ACT	
βλάβη	meghibásodás	βλάβη	meghibásodás	N;ACC;FEM;SG	N;NOM;SG
βλάβη	sérült	βλάβη	sérül	N;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
βλάβη	károsodott	βλάβη	károsodott	N;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
βλάβη	megsérült	βλάβη	meg+sérül	N;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
βλάβη	kár	βλάβη	kár	N;ACC;FEM;SG	
βλάβη	károsodás	βλάβη	károsodás	N;ACC;FEM;SG	N;NOM;SG
βλάβη	sérülés	βλάβη	sérülés	N;ACC;FEM;SG	N;NOM;SG
μιχάλη	michele	μιχάλος	michele	N	
μνημείων	műemlékek	μνημείο	mű	N;GEN;NEUT;PL	N;NOM;PL
θετικό	pozitívak	θετικός	pozitív	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
θετικό	megerősítve	θετικός	megerősítve	ADJ;NOM;NEUT;SG	ADV;V.CVB
λυών	lyon	λύος	lyon	PROPN;ACC;FEM;SG	
λυών	lyons	λύος	lyons	PROPN;ACC;FEM;SG	
υπερβολικά	túlzott	υπερβολικά	túlzott	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
καμερούν	kamerun	καμερώ	kamerun	PROPN;NOM;NEUT;SG	PROPN;NOM;SG
ολλανδός	holland	ολλανδός	holland	PROPN;NOM;MASC;SG	
ολλανδός	dutch	ολλανδός	dutch	PROPN;NOM;MASC;SG	
μάιος	may	μάιος	may	N;NOM;MASC;SG	
μάιος	májusi	μάιος	májusi	N;NOM;MASC;SG	ADJ;NOM;SG
μάιος	májusban	μάιος	május	N;NOM;MASC;SG	N;IN+ESS;SG
γκραντ	grant	γκραντ	grant		
σκάλα	létra	σκάλα	lét	N;NOM;FEM;SG	N;ON+ALL;SG
σκάλα	lépcsők	σκάλα	lépcső	N;NOM;FEM;SG	N;NOM;PL
σκάλα	lépcsőn	σκάλα	lépcső	N;NOM;FEM;SG	N;ON+ESS;SG
οκτώβριος	októberi	οκτώβριος	októberi	N;NOM;MASC;SG	ADJ;NOM;SG
οκτώβριος	októberben	οκτώβριος	október	N;NOM;MASC;SG	N;IN+ESS;SG
ισημερινό	egyenlítő	ισημερινός	egyenlítő	N;ACC;MASC;SG	
μείγμα	mix	μείγμα	mix	N;NOM;NEUT;SG	
μείγμα	keverékek	μείγμα	keverék	N;NOM;NEUT;SG	N;NOM;PL
συγκεντρώσεις	egyesülés	σύγκεντρωση	egyesülés	N;NOM;FEM;PL	N;NOM;SG
χαμηλά	alacsonyan	χαμηλός	alacsony	ADV	ADJ;FRML;SG
χαμηλά	alacsony	χαμηλός	alacsony	ADV	ADJ;NOM;SG
υποδομής	infrastruktúra	υποδομή	infrastruktúra	N;GEN;FEM;SG	N;NOM;SG
τεχνικό	műszaki	τεχνικός	műszaki	ADJ;NOM;NEUT;SG	N;NOM;SG
αντίγραφα	másolatot	αντίγραφο	másolat	N;NOM;NEUT;PL	N;ACC;SG
μητρική	alaplap	μητρικός	alaplap	ADJ;NOM;FEM;SG	N;NOM;SG
μητρική	anyavállalat	μητρικός	anyavállalat	ADJ;NOM;FEM;SG	N;NOM;SG
μητρική	szülői	μητρικός	szülői	ADJ;NOM;FEM;SG	N;NOM;SG
μητρική	szülő	μητρικός	szülő	ADJ;NOM;FEM;SG	N;NOM;SG
καθεδρικό	katedrális	καθεδρικός	katedrális	ADJ;NOM;NEUT;SG	N;NOM;SG
συνείδηση	lelkiismeret	συνείδηση	lelkiismer	N;ACC;FEM;SG	N;NOM;SG
συνείδηση	tudatosság	συνείδηση	tudatosság	N;ACC;FEM;SG	N;NOM;SG
συνείδηση	tudat	συνείδηση	tudat	N;ACC;FEM;SG	N;NOM;SG
συνείδηση	tudata	συνείδηση	tudat	N;ACC;FEM;SG	N;NOM;SG
σεργκέι	sergei	σεργκέι	sergei		N;NOM;SG
σεργκέι	szergej	σεργκέι	szergej		
σεργκέι	szergej	σεργκέι	szergej		
υποψήφιο	pályázó	υποψήφιο	pályázó	N;NOM;NEUT;SG	ADJ;NOM;SG
υποψήφιο	jelölt	υποψήφιο	jelöl	N;NOM;NEUT;SG	
πρόσκληση	meghívni	πρόσκληση	meg+hív	N;ACC;FEM;SG	V;NFIN;ACT
πρόσκληση	meghívó	πρόσκληση	meghívó	N;ACC;FEM;SG	N;NOM;SG
πρόσκληση	meghívás	πρόσκληση	meghívás	N;ACC;FEM;SG	N;NOM;SG
πρόσκληση	meghívó	πρόσκληση	meghívó	N;ACC;FEM;SG	N;NOM;SG
πρόσκληση	meghívás	πρόσκληση	meghívás	N;ACC;FEM;SG	N;NOM;SG
θεσμός	intézmények	θεσμός	intézmény	N;NOM;MASC;SG	N;NOM;PL
νεκρός	halott	νεκρός	halott	ADJ;NOM;MASC;SG	
νεκρός	halottak	νεκρός	halott	ADJ;NOM;MASC;SG	N;NOM;PL
μπρους	bruce	μπρος	bruce		
επιθεώρηση	ellenőrzési	επιθεώρηση	ellenőrzési	N;NOM;FEM;SG	ADJ;NOM;SG
συντελεστές	együtthatók	συντελεστής	együttható	N;NOM;MASC;PL	ADJ;NOM;PL
συντελεστές	együttható	συντελεστής	együttható	N;NOM;MASC;PL	ADJ;NOM;SG
συντελεστές	közreműködő	συντελεστής	közreműködő	N;NOM;MASC;PL	ADJ;NOM;SG
όμορφη	gyönyörű	όμορφος	gyönyörű	ADJ;NOM;FEM;SG	
μαν	mann	μαν	mann		
διοξείδιο	dioxid	διοξείδιο	dioxid	N;NOM;NEUT;SG	
γραμματική	nyelvtan	γραμματικός	nyelvtan	ADJ;NOM;FEM;SG	N;NOM;SG
εναλλακτικά	alternatívaként	εναλλακτικά	alternatív	ADV	N;ABS;SG
εναλλακτικά	alternatív	εναλλακτικά	alternatív	ADV	
εναλλακτικά	alternatíva	εναλλακτικά	alternatíva	ADV	N;NOM;SG
παράρτημα	melléklet	παράρτημα	melléklet	N;NOM;NEUT;SG	
εξελιχθεί	fejlődni	εξελίχομαι	fejlődik	V;PFV;NFIN;PASS	V;NFIN;ACT
εξελιχθεί	fejlődött	εξελίχομαι	fejlődik	V;PFV;NFIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
εξελιχθεί	fejlődtek	εξελίχομαι	fejlődik	V;PFV;NFIN;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
φράγμα	gátat	φράγμα	gátat	N;NOM;NEUT;SG	N;ACC;SG
χέρμαν	hermann	χέρω	hermann		PROPN;NOM;SG
χέρμαν	herrmann	χέρω	herrmann		
χέρμαν	herman	χέρω	herman		
χέρμαν	herrmann	χέρω	herrmann		
σαμ	samu	σαμ	samu		
σαμ	sam	σαμ	sam		
ισούται	egyenlők	ισόύω	egyenlő	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;NOM;PL
ισούται	egyenlő	ισόύω	egyenlő	V;IPFV;IND;SG;3;PRS;FIN;PASS	
επαναστατική	forradalmi	επαναστατικός	forradalmi	ADJ;NOM;FEM;SG	
φράσεις	kifejezéseket	φράση	kifejezés	N;NOM;FEM;PL	N;ACC;PL
ρυθμούς	ritmus	ρυθμός	ritmus	N;ACC;MASC;PL	N;NOM;SG
προάστιο	külvárosában	προάστιο	külváros	N;NOM;NEUT;SG	N;IN+ESS;SG
προάστιο	külvárosban	προάστιο	külváros	N;NOM;NEUT;SG	N;IN+ESS;SG
επαφές	kapcsolattartás	επαφή	kapcsolattartás	N;NOM;FEM;PL	N;NOM;SG
φόντο	háttérben	φόντος	háttér	N;NOM;NEUT;SG	N;IN+ESS;SG
υποχώρηση	visszavonulás	υποχώρηση	visszavonulás	N;ACC;FEM;SG	N;NOM;SG
κινδύνων	veszélyeket	κίνδυνας	veszély	N;GEN;MASC;PL	N;ACC;PL
κινδύνων	veszélyek	κίνδυνας	veszély	N;GEN;MASC;PL	N;NOM;PL
κινδύνων	kockázatok	κίνδυνας	kockázat	N;GEN;MASC;PL	N;NOM;PL
κινδύνων	kockázat	κίνδυνας	kockázat	N;GEN;MASC;PL	N;NOM;SG
προφέρεται	kifejezett	προφέρω	kifejezett	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
νοκ	nok	νοκ	nok	NUM	
εχθρούς	ellenségek	εχθρός	ellenség	N;ACC;MASC;PL	N;NOM;PL
εχθρούς	ellenségei	εχθρός	ellenség	N;ACC;MASC;PL	N;NOM;PL
εχθρούς	ellenség	εχθρός	ellenség	N;ACC;MASC;PL	N;NOM;SG
υπόβαθρο	háttérben	υπόβαθρος	háttér	N;NOM;NEUT;SG	N;IN+ESS;SG
νόσος	betegségek	νόσος	betegség	N;NOM;MASC;SG	N;NOM;PL
χρέη	adósság	χρέος	adósság	N;NOM;NEUT;PL	N;NOM;SG
χρέη	tartozás	χρέος	tartozás	N;NOM;NEUT;PL	N;NOM;SG
ομοσπονδιακό	szövetségi	ομοσπονδιακός	szövetségi	ADJ;NOM;NEUT;SG	
γάλα	tejet	γάλα	téj	N;NOM;NEUT;SG	N;ACC;SG
τρόποι	modor	τρόπος	modor	N;NOM;MASC;PL	N;NOM;SG
διαφήμιση	hirdetési	διαφήμιση	hirdetési	N;NOM;FEM;SG	ADJ;NOM;SG
διαφήμιση	hirdetések	διαφήμιση	hirdetés	N;NOM;FEM;SG	N;NOM;PL
διαφήμιση	hirdetés	διαφήμιση	hirdetés	N;NOM;FEM;SG	
έθιμο	egyedi	έθιμο	egyedi	N;NOM;NEUT;SG	
έθιμο	egyéni	έθιμο	egyéni	N;NOM;NEUT;SG	
κέρδη	profit	κέρδος	profit	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	haszon	κέρδος	hasz	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	nyereség	κέρδος	nyereség	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	jövedelem	κέρδος	jövedel	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	kereset	κέρδος	kereset	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	profit	κέρδος	profit	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	haszon	κέρδος	hasz	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	nyereség	κέρδος	nyereség	N;NOM;NEUT;PL	N;NOM;SG
κέρδη	nyereség	κέρδος	nyereség	N;NOM;NEUT;PL	N;NOM;SG
ιλιάδα	iliász	ιλιάδα	iliász	PROPN;NOM;FEM;SG	
σκέψεις	gondolat	σκέψη	gondolat	N;NOM;FEM;PL	N;NOM;SG
εκβολές	torkolat	εκβολή	torkolat	N;NOM;FEM;PL	N;NOM;SG
παλαιστίνη	palesztin	παλαιστίνος	palesztin	PROPN;ACC;FEM;SG	
βαρύτητας	gravitáció	βαρύτητα	gravitáció	N;GEN;FEM;SG	N;NOM;SG
δόντια	fogat	δόντια	fog	N;NOM;NEUT;PL	N;ACC;SG
χορήγηση	adminisztráció	χορήγηση	adminisztráció	N;ACC;FEM;SG	N;NOM;SG
χορήγηση	közigazgatás	χορήγηση	közigazgatás	N;ACC;FEM;SG	N;NOM;SG
χορήγηση	ügyintézés	χορήγηση	ügyintézés	N;ACC;FEM;SG	N;NOM;SG
χορήγηση	igazgatás	χορήγηση	igazgatás	N;ACC;FEM;SG	N;NOM;SG
εξήγηση	magyarázatot	εξήγηση	magyarázat	N;NOM;FEM;SG	N;ACC;SG
ολλανδικά	holland	ολλανδικά	holland	ADV	
ολλανδικά	dutch	ολλανδικά	dutch	ADV	
σλοβενία	szlovénia	σλοβενία	szlovénia	PROPN;ACC;FEM;SG	
παραδόθηκε	szállított	παραδίδω	szállított	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
παραδόθηκε	leszállított	παραδίδω	leszállított	V;PFV;IND;SG;3;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
παραδόθηκε	leadott	παραδίδω	leadott	V;PFV;IND;SG;3;PST;FIN;PASS	
κολύμβησης	fürdés	κολύμβηση	fürdés	N;GEN;FEM;SG	N;NOM;SG
κολύμβησης	fürdési	κολύμβηση	fürdési	N;GEN;FEM;SG	N;NOM;SG
αλγόριθμος	algoritmust	αλγόριθμος	algoritmus	N;NOM;MASC;SG	N;ACC;SG
ενήλικες	felnőtt	ενήλικος	felnőtt	ADJ;NOM;FEM;PL	
ενήλικες	felnőtteknek	ενήλικος	felnőtt	ADJ;NOM;FEM;PL	N;DAT;PL
ενήλικες	felnőttek	ενήλικος	felnőt	ADJ;NOM;FEM;PL	N;NOM;PL
