til	लिये	til	ले	ADV	V;PFV;MASC;SG;V.PTCP;ACT
fungerende	कामकाज	fungerende	कामकाज	V;PRS;V.PTCP	N;NOM;MASC;SG;3
konklusion	निष्कर्ष	konklusion	निष्कर्ष	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
mursten	ईंटें	mursten	ईंटा	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;3
mursten	ईंट	mursten	ईंट	N;DEF;MASC+FEM;SG	
mursten	ईंटें	mursten	ईंटा	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL;3
mursten	ईट	mursten	ईट	N;DEF;MASC+FEM;SG	
mursten	ईंटों	mursten	ईंट	N;DEF;MASC+FEM;SG	N;ACC;MASC;PL;3
monica	मोनिका	monica	मोनिका		PROPN;NOM;FEM;SG;3
udkommet	प्रकाशित	udkomme	प्रकाशित	V;INDF;SG;PST;V.PTCP	ADJ
inkluderede	शामिल	inkludere	शामिल	V;PL;PST;V.PTCP	ADJ
sum	योग	sum	योग	N;INDF;MASC+FEM;SG	
manageryears	manageryears	manageryear	manageryears		V;IPFV;MASC;PL;V.PTCP;ACT
unikke	अनोखा	unik	अनोखा	ADJ;PL	ADJ;NOM;MASC;SG
unikke	अनूठा	unik	अनूठा	ADJ;PL	ADJ;NOM;MASC;SG
unikke	बेजोड़	unik	बेजोड़	ADJ;PL	PROPN;NOM;MASC;SG;3
unikke	अद्वितीय	unik	अद्वितीय	ADJ;PL	PROPN;NOM;MASC;SG;3
banks	बैंकों	banks	बैंक	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
tove	रस्सियों	tov	रस्सी	N;INDF;MASC+FEM;SG	N;ACC;FEM;PL;3
jupiter	वृहस्पति	jupiter	वृहस्पति		PROPN;NOM;MASC;SG;3
jupiter	बृहस्पति	jupiter	बृहस्पति		PROPN;NOM;MASC;SG;3
skygge	शैडो	skygge	शैडो	N;INDF;MASC+FEM;SG	
skygge	छाया	skygge	छा	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
skygge	छाया	skygge	छा	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
skygge	छायांकन	skygge	छायांकन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skygge	परछाई	skygge	परछाई	N;INDF;MASC+FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
skygge	छाया	skygge	छा	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
skygge	छाया	skygge	छा	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
passage	क्रासिंग	passage	क्रासिंग	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
videoen	video	videoen	video	N;DEF;MASC+FEM;SG	
betty	बेट्टी	betty	बेट्टी		PROPN;NOM;MASC;SG;3
levet	जिया	leve	जिया	V;INDF;SG;PST;V.PTCP	
afslører	प्रकट	afsløre	प्रकट	V;IND;PRS;FIN;ACT	ADJ
afslører	खुलासा	afsløre	खुलासा	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
eksperimenter	प्रयोग	eksperiment	प्रयोग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
eksperimenter	प्रयोग	eksperiment	प्रयोग	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
måler	मीटर	måle	मीटर	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
atlantic	अटलांटिक	atlantic	अटलांटिक		PROPN;NOM;MASC;SG;3
helena	हेलेना	helena	हेलेना	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
helena	हेलेन	helena	हेलेन	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dick	डिक	dick	डिक		PROPN;NOM;MASC;SG;3
dick	लंड	dick	लंड		N;NOM;MASC;SG;3
spiser	खाओ	spise	खाओ	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;FIN;ACT
skift	शिफ़्ट	skift	शिफ़्ट	N;INDF;NEUT;SG	
skift	बदलें	skift	बदल	N;INDF;NEUT;SG	V;SBJV;SG;FIN;ACT
boris	बोरिस	boris	बोरिस		PROPN;NOM;MASC;SG;3
bnp	जीडीपी	bnp	जीडीपी	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bnp	gnp	bnp	gnp	N;INDF;MASC+FEM;SG	
døre	द्वार	dør	द्वार	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
montreal	मॉन्ट्रियल	montreal	मॉन्ट्रियल		PROPN;NOM;MASC;SG;3
krydse	क्रासिंग	krydse	क्रासिंग	V;NFIN;ACT	PROPN;NOM;FEM;SG;3
krydse	क्रास	krydse	क्रास	V;NFIN;ACT	
krydse	पार	krydse	पार	V;NFIN;ACT	N;NOM;MASC;SG;3
krydse	क्रॉस	krydse	क्रॉस	V;NFIN;ACT	
organisk	कार्बनिक	organisk	कार्बनिक	ADV	N;NOM;MASC;SG;3
organisk	जैविक	organisk	जैविक	ADV	
organisk	सशुल्क	organisk	सशुल्क	ADV	
ris	राइस	ris	राइस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ris	रिस	ris	रिस	N;INDF;MASC+FEM;SG	V;SG;FIN;ACT
julian	जूलियन	julian	जूलियन		ADJ
barnebarn	पोती	barnebarn	पोती	N;INDF;NEUT;SG	PROPN;NOM;FEM;SG;3
barnebarn	पोता	barnebarn	पोता	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
barnebarn	पोता	barnebarn	पोता	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
henderson	हेंडरसन	henderson	हेंडरसन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
paulo	पाउलो	paulo	पाउलो	PROPN	PROPN;NOM;MASC;SG;3
nyligt	हालिया	nyligt	हालिया	ADV	
nyligt	हाल	nyligt	हाल	ADV	N;NOM;MASC;SG;3
mexicanske	मेक्सिकन	mexicansk	मेक्सिकन	ADJ;PL	PROPN;NOM;MASC;SG;3
mexicanske	मैक्सिकन	mexicansk	मैक्सिकन	ADJ;PL	
skarpt	शार्प	skarpt	शार्प	ADV	
færgen	फेरी	færgen	फेरी	N;DEF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
færgen	फैरी	færgen	फैरी	N;DEF;MASC+FEM;SG	
begravelse	दफ़न	begravelse	दफनन	N;INDF;MASC+FEM;SG	
forandring	बदलें	forandring	बदल	N;INDF;MASC+FEM;SG	V;SBJV;SG;FIN;ACT
følelse	feeling	følelse	feeling	N;INDF;MASC+FEM;SG	
rygter	अफवाह	rygte	अफवाह	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
rygter	अफवाह	rygte	अफवाह	N;INDF;NEUT;PL	N;NOM;FEM;SG;3
stiftelse	फाउंडेशन	stiftelse	फाउंडेशन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
singer	singer	singer	singer	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
singer	सिंगर	singer	सिंगर	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
separate	जुदा	separat	जुदा	N;INDF;NEUT;SG	ADP
separate	अलग	separat	अलग	N;INDF;NEUT;SG	ADJ
separate	पृथक	separat	पृथक	N;INDF;NEUT;SG	
lego	लेगो	lego	ले	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
manhattan	मैनहटन	manhattan	मैनहटन	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
css	सीएसएस	css	सीएसएस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
indbygget	अंतःस्थापित	indbygge	अंतःस्थापित	V;INDF;SG;PST;V.PTCP	ADJ
indbygget	निर्मित	indbygge	निर्मित	V;INDF;SG;PST;V.PTCP	ADJ
diana	डायना	diana	डायना		PROPN;NOM;FEM;SG;3
enorm	प्रचुर	enorm	प्रचुर	ADJ;INDF;MASC+FEM;SG	
enorm	अत्यंत	enorm	अत्यन्त	ADJ;INDF;MASC+FEM;SG	CONJ
cornelius	कॉर्नेलियस	cornelius	कॉर्नेलियस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
teologisk	theological	teologisk	theological	ADV	N;NOM;MASC;SG;3
billedtekst	कैप्शन	billedtekst	कैप्शन	N;INDF;MASC+FEM;SG	
algeriet	अल्जीरिया	algeri	अल्जीरिया	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
mus	चूहे	mus	चूह	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
cleveland	क्लीवलैंड	cleveland	क्लीवलैंड		PROPN;NOM;MASC;SG;3
elseif	elseif	elseif	elseif		
kemiker	केमिस्ट	kemike	केमिस्ट	N;INDF;MASC+FEM;SG	
saa	saa	saa	saa	ADV	
beretninger	रिपोर्ट	beretning	रिपोर्ट	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
beretninger	रपट	beretning	रपट	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
gravsted	संगीन	gravsted	संगीन	N;INDF;NEUT;SG	
ingrid	इंग्रिड	ingrid	इंग्रिड	N;INDF;MASC+FEM;SG	
vanskelig	कठिन	vanskelig	कठिन	ADJ;INDF;MASC+FEM;SG	ADP
vanskelig	मुश्किल	vanskelig	मुश्किल	ADJ;INDF;MASC+FEM;SG	
anbefalede	अनुशंसित	anbefale	अनुशंसित	V;IND;PST;FIN;ACT	PROPN;NOM;SG;3
skyldig	गुनाहगार	skyldig	गुनाहगार	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
skyldig	अपराधी	skyldig	अपराधी	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;PL;3
teknikker	तकनीक	teknik	तकनीक	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
marker	फील्ड्स	mark	फील्ड्स	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
marker	फ़ील्ड	mark	फ़ील्ड	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
marker	मार्क	mark	मार्क	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
marker	चिह्नित	mark	चिह्नित	N;INDF;MASC+FEM;PL	ADJ
ted	टेड	ted	टेड		PROPN;NOM;MASC;SG;3
tree	वृक्ष	tree	वृक्ष		N;NOM;MASC;SG;3
tree	ट्री	tree	ट्री		
tree	पेड़	tree	पेड़		N;NOM;MASC;SG;3
porto	पोर्टो	porto	पोर्टो		PROPN;NOM;MASC;SG;3
enkel	सिंपल	enkel	सिंपल	ADJ;INDF;MASC+FEM;SG	
enkel	साधारण	enkel	साधारण	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
enkel	सरल	enkel	सरल	ADJ;INDF;MASC+FEM;SG	
tilbagevendende	तूल	tilbagevendende	तूल	V;PRS;V.PTCP	N;NOM;MASC;SG;3
tilbagevendende	आवृत्ति	tilbagevendende	आवृत्ति	V;PRS;V.PTCP	N;NOM;FEM;SG;3
tilbagevendende	पुनरावर्ती	tilbagevendende	पुनरावर्ती	V;PRS;V.PTCP	PROPN;NOM;SG;3
svaret	उत्तर	svar	उत्तर	N;DEF;NEUT;SG	PROPN;NOM;MASC;SG;3
edgar	एडगर	edgar	एडगर		PROPN;NOM;MASC;SG;3
angels	फ़रिश्तों	angels	फारिश्त	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
angels	परियां	angels	परियां	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL;3
angels	परियों	angels	परी	N;INDF;MASC+FEM;SG	N;ACC;FEM;PL;3
dæk	टायर	dæk	टायर	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dæk	पहिया	dæk	पहिया	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dæk	टायर	dæk	टायर	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dæk	डेक	dæk	डेक	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dæk	आवरण	dæk	आवरण	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dæk	कवर	dæk	कवर	N;INDF;NEUT;PL	
dæk	टायर	dæk	टायर	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
dæk	टायर	dæk	टायर	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
nhl	एनएचएल	nhl	एनएचएल	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
drømme	ड्रीम	drøm	ड्रीम	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
drømme	स्वप्न	drøm	स्वप्न	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
drømme	सपना	drøm	सपना	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
drømme	सपनो	drøm	सपनो	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
kaffe	कॉफी	kaffe	कॉफी	N;INDF;MASC+FEM;SG	
registrerede	पंजीकृत	registrere	पंजीकृत	V;PL;PST;V.PTCP	ADJ
eyes	निगाहों	eyes	निगाह		N;ACC;FEM;PL;3
eyes	आँखे	eyes	आँख		V;SBJV;FIN;ACT
eyes	आंखें	eyes	आंख		N;NOM;FEM;PL;3
eyes	आँखें	eyes	आँख		N;NOM;FEM;PL;3
markeder	बाजार	marked	बाजार	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
markeder	बाज़ार	marked	बाज़ार	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
estisk	एस्टोनियाई	estisk	एस्टोनियाई	ADJ;INDF;SG	PROPN;NOM;FEM;SG;3
maryland	मेरीलैंड	maryland	मेरीलैंड		PROPN;NOM;MASC;SG;3
skulpturer	मूर्तिकला	skulptur	मूर्तिकला	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
brande	फायर	brand	फायर	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
brande	अग्नि	brand	अग्नि	N;INDF;MASC+FEM;PL	PROPN;NOM;FEM;SG;3
brande	आग	brand	आग	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG;3
brande	फ़ायर	brand	फ़ा	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
control	नियंत्रण	control	नियंत्रण		N;NOM;MASC;SG;3
control	कंट्रोल	control	कंट्रोल		N;NOM;MASC;SG;3
eduard	eduard	eduard	eduard		
partikler	कण	partikel	कण	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
partikler	अणु	partikel	अणु	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
partikler	अभिकण	partikel	अभिकण	N;INDF;MASC+FEM;PL	
oklahoma	ओक्लाहोमा	oklahoma	ओक्लाहोमा		PROPN;NOM;MASC;SG;3
faktum	फैक्ट	faktum	फैक्ट	N;INDF;NEUT;SG	
grafisk	आलेखीय	grafisk	आलेखीय	ADV	PROPN;NOM;MASC;SG;3
grafisk	ग्राफ़िक	grafisk	ग्राफ़िक	ADV	N;NOM;MASC;SG;3
grafisk	ग्राफिक	grafisk	ग्राफिक	ADV	N;NOM;MASC;SG;3
grafisk	ग्राफिक्स	grafisk	ग्राफिक्स	ADV	N;NOM;MASC;SG;3
flot	नाइस	flot	नाइस	ADJ;INDF;SG	PROPN;NOM;MASC;SG;3
flot	nice	flot	nice	ADJ;INDF;SG	PROPN;NOM;FEM;SG;3
flot	हैंडसम	flot	हैंडसम	ADJ;INDF;SG	N;NOM;MASC;SG;3
bella	बेला	bella	बेला	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
sierra	सिएरा	sierra	सिएरा		PROPN;NOM;MASC;SG;3
nazistiske	नाजी	nazistisk	नाजी	ADJ;PL	N;NOM;MASC;SG;3
tung	तुंग	tung	तुंग	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
trænet	प्रशिक्षित	træne	प्रशिक्षित	V;INDF;SG;PST;V.PTCP	ADJ
byzantinske	बीज़ान्टिन	byzantinsk	बीज़ान्टिन	ADJ;PL	PROPN;NOM;MASC;SG;3
forventet	प्रत्याशित	forvente	प्रत्याशित	V;INDF;SG;PST;V.PTCP	PROPN;NOM;MASC;SG;3
forventet	अपेक्षित	forvente	अपेक्षित	V;INDF;SG;PST;V.PTCP	ADP
harrison	हैरिसन	harrison	हैरिसन		PROPN;NOM;MASC;SG;3
gaza	गाजा	gaza	गाजा	PROPN	PROPN;NOM;MASC;SG;3
grey	सलेटी	grey	सलेटी		N;NOM;MASC;SG;3
grey	ग्रे	grey	ग्रे		
grey	धूसर	grey	धूसर		
pyrénées	pyrénées	pyrknée	pyrénées	N;GEN;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
aires	आयर्स	aires	आयर्स	PROPN	PROPN;NOM;MASC;SG;3
raf	raf	raf	raf	PROPN	PROPN;NOM;MASC;SG;3
kirk	किर्क	kirk	किर्क		
lodret	अनुलंब	loder	अनुलंब	ADJ;INDF;SG	N;NOM;MASC;SG;3
lodret	लंबवत	loder	लंबवत	ADJ;INDF;SG	
racing	दौड़	racing	दौड		
racing	रेसिंग	racing	रेसिंग		N;NOM;MASC;SG;3
jamie	जेमी	jamie	जेमी		PROPN;NOM;MASC;SG;3
kontrollerede	नियंत्रित	kontrollere	नियंत्रित	V;PL;PST;V.PTCP	ADJ
hunter	हंटर	hunte	हंटर	N;INDF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
kvæg	ढोरों	kvæg	ढोर	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
kvæg	ढोर	kvæg	ढोर	N;INDF;NEUT;SG	
kvæg	चौपायों	kvæg	चौपाय	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
catherine	कैथरीन	catherin	कैथरीन	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
revolutionære	क्रांतिकारी	revolutionær	क्रांतिकारी	ADJ;PL	N;NOM;MASC;SG;3
revolutionære	क्रांतिकारियों	revolutionær	क्रांतिकारी	ADJ;PL	N;ACC;MASC;PL;3
woman	औरत	woman	औरत		N;NOM;FEM;SG;3
woman	नारी	woman	नारी		
woman	महिला	woman	महिला		N;NOM;FEM;SG;3
woman	स्त्री	woman	स्त्री		N;NOM;FEM;SG;3
fugl	चिड़िया	fugl	चिड़िया	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
fugl	बर्ड	fugl	बर्ड	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
udenlandsk	विदेश	udenlandsk	विदेश	ADJ;INDF;SG	N;NOM;MASC;SG;3
udenlandsk	विदेशी	udenlandsk	विदेशी	ADJ;INDF;SG	N;NOM;MASC;SG;3
them	उनसे	them	वह		PRO;SG;3;FORM
them	उनके	them	वह		PRO;MASC;SG;3;FORM
them	उनको	them	वह		PRO;SG;3;FORM
them	उन्हें	them	वह		PRO;SG;3;FORM
heaven	स्वर्ग	heaven	स्वर्ग		N;NOM;MASC;SG;3
istanbul	इस्तांबुल	istanbul	इस्तांबुल	PROPN	PROPN;NOM;MASC;SG;3
celle	कक्ष	celle	कक्ष	N;INDF;MASC+FEM;SG	
download	डाउनलोड	download	डाउनलोड	V;IMP	N;NOM;MASC;SG;3
sammenstød	क्लैश	sammenstød	क्लैश	N;INDF;NEUT;SG	
sammenstød	टक्करों	sammenstød	टक्कर	N;INDF;NEUT;SG	N;ACC;MASC;PL;3
montgomery	मोंटगोमरी	montgomery	मोंटगोमरी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
inter	इंटर	inter	इंटर		
edmund	एडमंड	edmund	एडमंड	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
moses	मूसा	moses	मूसा	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
jagerfly	सेनानियों	jagerfly	सेनानी	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
pacific	प्रशांत	pacific	प्रशांत		PROPN;NOM;MASC;SG;3
engel	परी	engel	परी	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG;3
engel	angel	engel	angel	N;INDF;MASC+FEM;SG	
myter	मिथक	myte	मिथक	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG;3
frivillig	स्वैच्छिक	frivillig	स्वैच्छिक	ADJ;INDF;MASC+FEM;SG	PROPN;NOM
frivillig	voluntary	frivillig	voluntary	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
frivillig	स्वयंसेवक	frivillig	स्वयंसेवक	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG;3
frivillig	स्वयंसेवी	frivillig	स्वयंसेवी	ADJ;INDF;MASC+FEM;SG	N;NOM
frost	तुषार	frost	तुषार	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
asiatiske	एशियाई	asiatisk	एशियाई	ADJ;PL	PROPN;NOM;SG;3
sweet	मीठा	swe	मीठा		PROPN;NOM;MASC;SG;3
sweet	मिठाई	swe	मिठा		N;NOM;FEM;SG;3
sweet	मधुर	swe	मधुर		
sweet	sweet	swe	sweet		PROPN;NOM;MASC;SG;3
sweet	स्वीट	swe	स्वीट		
sweet	मीठी	swe	मीठी		V;PFV;FEM;SG;V.PTCP;ACT
ler	हंसते	le	हँस	N;INDF;MASC+FEM;SG	V;IPFV;MASC;PL;V.PTCP;ACT
fotografi	छायांकन	fotografi	छायांकन	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG;3
jagten	हंट	jagt	हंट	N;DEF;MASC+FEM;SG	
coupé	कूप	coupé	कूप	N;INDF;MASC+FEM;SG	
bevidsthed	सचेत	bevidsthed	सचेत	N;INDF;MASC+FEM;SG	ADJ
sproglige	भाषाई	sproglig	भाषाई	ADJ;PL	N;NOM;MASC;SG;3
kurser	पाठ्यक्रम	kursus	पाठ्यक्रम	N;INDF;NEUT;PL	N;NOM;MASC;SG;3
undtagelser	अपवाद	undtagelse	अपवाद	N;INDF;MASC+FEM;PL	
houston	ह्यूस्टन	houston	ह्यूस्टन		PROPN;NOM;MASC;SG;3
spændende	रोचक	spændende	रोचक	ADJ	PROPN;NOM;MASC;SG;3
spændende	रोमांचक	spændende	रोमांचक	ADJ	PROPN;NOM;MASC;SG;3
spændende	रोमांचक	spændende	रोमांचक	ADJ	PROPN;NOM;MASC;SG;3
bombe	बमों	bombe	बम	N;INDF;MASC+FEM;SG	N;ACC;MASC;PL;3
hænderne	हाथों	hånd	हाथ	N;DEF;MASC+FEM;PL	V;MASC;SBJV;PL;FIN;ACT
hænderne	हाथ	hånd	हाथ	N;DEF;MASC+FEM;PL	N;NOM;MASC;SG;3
borussia	बोरशिया	borussia	बोरशिया	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
cbs	सीबीएस	cbs	सीबीएस	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fremstiller	उपज	fremstille	उपज	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG;3
fremstiller	उत्पादक	fremstille	उत्पादक	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
fremstiller	निर्माता	fremstille	निर्माता	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG;3
toner	टोन	tone	टोन	N;INDF;MASC+FEM;PL	
toner	टोनर	tone	टोनर	N;INDF;MASC+FEM;PL	
behandle	इलाज	behandle	इलाज	V;NFIN;ACT	N;NOM;MASC;SG;3
behandle	ट्रीट	behandle	ट्रीट	V;NFIN;ACT	
behandle	दावत	behandle	दावत	V;NFIN;ACT	N;NOM;FEM;SG;3
owen	ओवेन	owen	ओवेन		PROPN;NOM;MASC;SG;3
owen	ओवन	owen	ओवन		
rafael	राफेल	rafael	राफेल		PROPN;NOM;MASC;SG;3
rafael	राफेल	rafael	राफेल		PROPN;NOM;MASC;SG;3
filippinerne	फिलीपींस	filippin	फिलीपींस	N;DEF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
filippinerne	फिलीपीन	filippin	फिलीपीन	N;DEF;MASC+FEM;PL	PROPN;NOM;MASC;SG;3
kæden	चैन	kæde	चैन	N;DEF;MASC+FEM;SG	
kæden	chain	kæde	chain	N;DEF;MASC+FEM;SG	
kæden	कड़ी	kæde	कडा	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
skatter	करों	skatter	कर	ADV	N;ACC;MASC;PL;3
skatter	कर	skatter	कर	ADV	V;ACT
ravn	रेवेन	ravn	रेवेन	N;INDF;MASC+FEM;SG	
usædvanlig	असामान्य	usædvanlig	असामान्य	ADJ;INDF;MASC+FEM;SG	PROPN;NOM;SG;3
alabama	अलबामा	alabama	अलबामा		PROPN;NOM;MASC;SG;3
væbnede	सशस्त्र	væbne	सशस्त्र	ADJ;PL	N;NOM;MASC;SG;3
væbnede	हथियारबंद	væbne	हथियारबंद	ADJ;PL	N;NOM;MASC;SG;3
undersøgt	पढ़ाई	undersøge	पढ़ाई	V;INDF;SG;PST;V.PTCP	N;NOM;FEM;SG;3
organiske	कार्बनिक	organisk	कार्बनिक	ADJ;PL	N;NOM;MASC;SG;3
organiske	जैविक	organisk	जैविक	ADJ;PL	
organiske	सशुल्क	organisk	सशुल्क	ADJ;PL	
newton	न्यूटन	newton	न्यूटन		PROPN;NOM;MASC;SG;3
