סטודנט	studerande	סטודנט	studerande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
קראוס	krauss	קראוס	krauss	PROPN	PROPN;NOM
קראוס	krause	קראוס	krause	PROPN	PROPN;NOM
קראוס	kraus	קראוס	kraus	PROPN	PROPN;NOM
לחלץ	utdraget	חילץ	utdragen	V;NFIN;ACT	N;NOM;DEF;NEUT;SG
לחלץ	utdrag	חילץ	utdrag	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
לחלץ	extrakt	חילץ	extrakt	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
מאכלים	livsmedel	איכל	livsmedel	N;MASC;PL	N;NOM;INDF;NEUT;SG
הופסק	avbröt	הופסק	avbröta	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;ACT
הופסק	upphört	הופסק	upphöra	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מסוכנים	farlig	מסוכן	farlig	ADJ;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מסוכנים	farligt	מסוכן	farlig	ADJ;MASC;PL	ADJ;NOM;INDF;NEUT;SG
טקסים	smörjelsen	טקס	smörjelse	N;MASC;PL	N;NOM;DEF;MASC+FEM;SG
עתידי	framtiden	עתידי	framtid	ADJ;MASC;SG	N;NOM;DEF;MASC+FEM;SG
עתידי	framtid	עתידי	framtid	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
עתידי	future	עתידי	future	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
קנט	kent	קנט	kent	PROPN	PROPN;NOM
ימני	höger	ימני	höger	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ימני	rätt	ימני	rätt	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
הרצוי	önskat	הרצוי	önska	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הרצוי	önskas	הרצוי	önska	PROPN	V;NFIN;PASS
סלובניה	slovenien	סלובניה	slovenien	PROPN	N;NOM;DEF;MASC+FEM;SG
בלפור	balfour	בלפור	balfour	PROPN	PROPN;NOM
תם	tam	תם	tam		N;NOM;INDF;MASC+FEM;SG
להיטים	träffar	היט	träffa	N;MASC;PL	V;IND;PRS;FIN;ACT
ברוקלין	brooklyn	ברוקלין	brooklyn	PROPN	PROPN;NOM
האשים	anklagades	האשים	anklaga	V;MASC;SG;3;PST;ACT	V;IND;PST;FIN;PASS
האשים	anklagad	האשים	läkla_av	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
האשים	anklagas	האשים	anklaga	V;MASC;SG;3;PST;ACT	V;IND;FIN;PASS
האשים	anklagade	האשים	anklaga	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
האשים	åtalad	האשים	åtala	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
האשים	klandrade	האשים	klandrad	V;MASC;SG;3;PST;ACT	V;NOM;PL;PST;V.PTCP;ACT
שמיעה	hörande	שמיעה	höra	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
מיגל	miguel	מיגל	miguel	PROPN	PROPN;NOM
לסקר	lasker	סיקר	lask	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
וויליאם	william	ויליאם	william	PROPN	PROPN;NOM
וויליאם	vilhelm	ויליאם	vilhelm	PROPN	PROPN;NOM
יואן	yuan	יואן	yuan	PROPN	PROPN;NOM
כת	kult	כת	kult		N;NOM;INDF;MASC+FEM;SG
כת	sekt	כת	sek		N;NOM;INDF;MASC+FEM;SG
וולפגנג	wolfgang	וולפגנג	wolfgang	PROPN	PROPN;NOM
נפתחת	öppnas	נפתח	öppna	V;FEM;SG;V.PTCP;MID	V;NFIN;PASS
נפתחת	öppnar	נפתח	öppna	V;FEM;SG;V.PTCP;MID	V;IND;PRS;FIN;ACT
שרמן	sherman	שרמן	sherman	PROPN	PROPN;NOM
משולבים	kombinerad	שולב	kombinerad	V;MASC;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
משולבים	kombinerat	שולב	kombinera	V;MASC;PL;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
איגור	igor	איגור	igo	PROPN	PROPN;NOM
ראול	raoul	ראול	raoul	PROPN	PROPN;NOM
ראול	raul	ראול	raul	PROPN	PROPN;NOM
ראול	raúl	ראול	raúl	PROPN	PROPN;NOM
ראול	raúl	ראול	raúl	PROPN	PROPN;NOM
סויוז	sojuz	סויוז	sojuz	PROPN	PROPN;NOM
מיה	mia	מיה	ja	PROPN	PROPN;NOM
נכנע	kapitulera	נכנע	kapitulera	V;MASC;SG;3;PST;MID	V;IMP;FIN;ACT
נכנע	överlämnande	נכנע	överlämna	V;MASC;SG;3;PST;MID	ADJ;NOM;PRS;V.PTCP
נכנע	kapitulation	נכנע	kapitulation	V;MASC;SG;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
נכנע	överlämnats	נכנע	överlämna	V;MASC;SG;3;PST;MID	V;V.CVB;PASS
נכנע	kapitulerade	נכנע	kapitulera	V;MASC;SG;3;PST;MID	V;IND;PST;V.PTCP;ACT
נכנע	överlämnade	נכנע	överlämna	V;MASC;SG;3;PST;MID	ADJ;NOM;PL;PST;V.PTCP
נכנע	avkastning	נכנע	avkastning	V;MASC;SG;3;PST;MID	N;NOM;INDF;MASC+FEM;SG
הבגרות	vuxenlivet	הבגרה	vuxenliv	N;FEM;PL	N;NOM;DEF;NEUT;SG
החלום	dream	החלום	dream	PROPN	N;NOM;INDF;MASC+FEM;SG
החלום	dröm	החלום	dröm	PROPN	N;NOM;INDF;MASC+FEM;SG
קוב	kub	קוב	kub	PROPN	N;NOM;INDF;MASC+FEM;SG
קוב	cobb	קוב	cobb	PROPN	PROPN;NOM
התבוסה	nederlag	התבוסה	nederlag	V;FEM;SG;3;PST	N;NOM;INDF;NEUT;SG
בהתנדבות	frivilliga	בהתנדבות	frivillig	ADV	ADJ;NOM;PL
בהתנדבות	frivillig	בהתנדבות	frivillig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
מפורש	uttryckliga	מפורש	uttrycklig	ADJ;MASC;SG	ADJ;NOM;PL
מפורש	explicit	מפורש	explica	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
גולגולת	kraniet	גולגולת	kranium	PROPN	N;NOM;DEF;NEUT;SG
גולגולת	skallen	גולגולת	skall	PROPN	N;NOM;DEF;MASC+FEM;SG
גולגולת	skalle	גולגולת	skola	PROPN	N;NOM;INDF;MASC+FEM;SG
אופיינית	typiska	אופייני	typisk	ADJ;FEM;SG	ADJ;NOM;PL
קניין	köpare	קניין	köpare	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מוטל	motel	הוטל	motel	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
מוטל	motellet	הוטל	motell	V;MASC;SG;V.PTCP;PASS	N;NOM;DEF;NEUT;SG
מוטל	motell	הוטל	motell	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
הולנדית	holländsk	הולנדי	holländsk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
הולנדית	holländare	הולנדי	holländare	PROPN	N;NOM;INDF;MASC+FEM;PL
הולנדית	holländska	הולנדי	holländsk	PROPN	ADJ;NOM;PL
הולנדית	nederländska	הולנדי	nederländsk	PROPN	N;NOM;INDF;MASC+FEM;SG
מלצר	kypare	מלצר	kypare	PROPN	N;NOM;INDF;MASC+FEM;PL
מלצר	servitör	מלצר	servitör	PROPN	N;NOM;INDF;MASC+FEM;SG
הבעלות	ägande	הבעלה	äga	N;FEM;PL	N;NOM;INDF;NEUT;SG
הבעלות	äganderätt	הבעלה	äganderätt	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
הבעלות	ägarskap	הבעלה	ägarskap	N;FEM;PL	N;NOM;INDF;NEUT;SG
קירוב	kirov	קירוב	kirov	N;MASC;SG	PROPN;NOM
פרוסט	proust	פרוסט	proust	PROPN	N;NOM;INDF;MASC+FEM;SG
פרוסט	frost	פרוסט	frost	PROPN	N;NOM;INDF;MASC+FEM;SG
פטיש	hammare	פטיש	hammare		N;NOM;INDF;MASC+FEM;SG
פטיש	hamra	פטיש	hamra		N;NOM;INDF;MASC+FEM;SG
פטיש	hammaren	פטיש	hammare		N;NOM;DEF;MASC+FEM;SG
פטיש	hammer	פטיש	hammer		PROPN;NOM
עורק	artär	עורק	artär		N;NOM;INDF;MASC+FEM;SG
עורק	artärer	עורק	artär		N;NOM;INDF;MASC+FEM;PL
אלימה	våldsamt	אלים	våldsam	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG
אלימה	våldsam	אלים	våldsam	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
אלימה	våldsamma	אלים	våldsam	N;FEM;SG	ADJ;NOM;PL
משמעותיות	meningsfullt	משמעותי	meningsfull	ADJ;FEM;PL	ADJ;NOM;INDF;NEUT;SG
משמעותיות	meningsfull	משמעותי	meningsfull	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
משמעותיות	betydelsefull	משמעותי	betydelsefull	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
משמעותיות	avsevärd	משמעותי	avsevärd	ADJ;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
משמעותיות	signifikant	משמעותי	signifikant	ADJ;FEM;PL	N;NOM;INDF;MASC+FEM;SG
מכריז	tillkännages	הכריז	tillkännag	V;MASC;SG;V.PTCP;ACT	V;IND;PRS;FIN;PASS
הקוסם	guiden	הקוסם	guid	PROPN	N;NOM;DEF;MASC+FEM;SG
הקוסם	trollkarlen	הקוסם	trollkarl	PROPN	N;NOM;DEF;MASC+FEM;SG
הקוסם	trollkarl	הקוסם	trollkarl	PROPN	N;NOM;INDF;MASC+FEM;SG
בקפריסין	cypern	בקפריסין	cypern	PROPN	N;NOM;DEF;MASC+FEM;SG
נטלי	natalie	נטלי	natalie	PROPN	PROPN;NOM
נטלי	nathalie	נטלי	nathalie	PROPN	PROPN;NOM
מיומנויות	kompetens	מיומנות	kompet	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
מייד	omgående	מייד	omgående		ADJ;NOM;PRS;V.PTCP
מייד	omedelbart	מייד	omedelbar		ADV
מייד	genast	מייד	genast		ADV
טרנסילבניה	transsylvanien	טרנסילבניה	transsylvanien	PROPN	N;NOM;DEF;MASC+FEM;SG
מפתחות	keys	מפתח	key	N;MASC;PL	PROPN;NOM
צב	sköldpadda	צב	sköldpadda		N;NOM;INDF;MASC+FEM;SG
קומנדו	kommandosoldater	קומנדו	kommandosoldat	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
טד	tad	טד	tad	PROPN	PROPN;NOM
טד	ted	טד	ted	PROPN	PROPN;NOM
סולימאן	suleiman	סולימאן	suleiman	PROPN	PROPN;NOM
אליסון	allison	אליסון	allison	PROPN	PROPN;NOM
אליסון	alison	אליסון	alison	PROPN	PROPN;NOM
מודעת	medvetna	מודעה	medveten	ADJ;FEM;SG	ADJ;NOM;PL
מודעת	medvetet	מודעה	medvetet	ADJ;FEM;SG	N;NOM;DEF;NEUT;SG
מודעת	medvetna	מודעה	medveten	ADJ;FEM;SG	ADJ;NOM;PL
מחויב	bundna	מחויב	bunden	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מחויב	bundet	מחויב	bunden	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מחויב	bunden	מחויב	bunden	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מחויב	engagerad	מחויב	engagera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מחויב	begått	מחויב	begå	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מחויב	engagerade	מחויב	engagera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מחויב	engagerat	מחויב	engagera	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
סטארק	starck	סטארק	starck	PROPN	PROPN;NOM
סטארק	stark	סטארק	stark	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
לינוקס	linux	לינוקס	linux	PROPN	N;NOM;INDF;NEUT;SG
בזל	basel	בזל	basel	PROPN	PROPN;NOM
מתנות	presenterar	מתנה	presentera	N;FEM;PL	V;IND;PRS;FIN;ACT
מודול	modulen	מודול	modul	PROPN	N;NOM;DEF;MASC+FEM;SG
מודול	modul	מודול	modul	PROPN	N;NOM;INDF;MASC+FEM;SG
המלצה	rekommenderas	המלצה	rekommendera	N;FEM;SG	V;IND;NFIN;PASS
המלצה	rekommenderade	המלצה	rekommenderad	N;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
המלצה	rekommenderat	המלצה	rekommenderat	N;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
המלצה	rekommenderad	המלצה	rekommenderad	N;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
המלצה	rekommendationer	המלצה	rekommendation	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
עיצב	utformade	עיצב	utforma	PROPN	ADJ;NOM;PL;PST;V.PTCP
עיצב	designad	עיצב	designad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עיצב	utformat	עיצב	utforma	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עיצב	utformad	עיצב	utforma	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
עיצב	designat	עיצב	designad	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עיצב	konstruerad	עיצב	konstruerad	PROPN	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מילולי	bokstavligt	מילולי	bokstavlig	ADJ;MASC;SG	ADV
מילולי	muntligt	מילולי	muntlig	ADJ;MASC;SG	ADV
מילולי	muntlig	מילולי	muntlig	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מילולי	verbal	מילולי	verbal	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מילולי	verbala	מילולי	verbal	ADJ;MASC;SG	ADJ;NOM;PL
מילולי	muntliga	מילולי	muntlig	ADJ;MASC;SG	ADJ;NOM;PL
העיד	vittnat	העיד	vittna	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מפרק	joint	מפרק	join	PROPN	N;NOM;INDF;NEUT;SG
מפרק	gemensamt	מפרק	gemensam	PROPN	ADJ;NOM;INDF;NEUT;SG
מפרק	gemensamma	מפרק	gemensam	PROPN	ADJ;NOM;PL
מפרק	gemensam	מפרק	gemensam	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
לקות	funktionshinder	None	funktionshind	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
בלוטת	körtlar	בלוטת	körtla	N;FEM;SG	N;NOM;INDF;NEUT;PL
נתנאל	nathaniel	נתנאל	nathaniel	PROPN	PROPN;NOM
המגזר	sektor	המגזר	sektor	ADV	N;NOM;INDF;MASC+FEM;SG
המגזר	sektorn	המגזר	sektor	ADV	N;NOM;DEF;MASC+FEM;SG
סון	sön	סון	sön	PROPN	N
סון	sun	סון	sun	PROPN	N;NOM;INDF;NEUT;SG
סון	sol	סון	sol	PROPN	N;NOM;INDF;MASC+FEM;SG
קאופמן	kaufman	קאופמן	kaufman	PROPN	PROPN;NOM
הנוסע	passagerare	הנוסע	passagerare	PROPN	N;NOM;INDF;MASC+FEM;PL
באלימות	våldsamt	באלימות	våldsam		ADJ;NOM;INDF;NEUT;SG
רובר	rover	רובר	rova	PROPN	N;NOM;INDF;MASC+FEM;SG
הקבינט	kabinettet	הקבינט	kabinett	V;MASC;SG;3;PST;ACT	N;NOM;DEF;NEUT;SG
הקבינט	skåpet	הקבינט	skåp	V;MASC;SG;3;PST;ACT	N;NOM;DEF;NEUT;SG
הקבינט	kabinett	הקבינט	kabinett	V;MASC;SG;3;PST;ACT	N;NOM;INDF;NEUT;SG
הקבינט	skåp	הקבינט	skåp	V;MASC;SG;3;PST;ACT	N;NOM;INDF;NEUT;SG
הקבינט	regeringen	הקבינט	regering	V;MASC;SG;3;PST;ACT	N;NOM;DEF;MASC+FEM;SG
רך	mjuka	רך	mjuk	ADJ;MASC;SG	ADJ;NOM;PL
רך	soft	רך	soft	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
סטן	stan	סטן	stad	PROPN	N;NOM;DEF;MASC+FEM;SG
הגבורה	hjältedåd	הגבורה	hjältedåd	PROPN	N;NOM;INDF;NEUT;SG
הגבורה	hjältemod	הגבורה	hjältemod	PROPN	N;NOM;INDF;NEUT;SG
נאצר	nasser	נאצר	nass	PROPN	PROPN;NOM
ונוס	venus	ונוס	venus	PROPN	PROPN;NOM
רגיש	känsliga	רגיש	känslig	ADJ;MASC;SG	ADJ;NOM;PL
ראס	russ	ראס	russ	PROPN	PROPN;NOM
ראס	ras	ראס	ras	PROPN	N;NOM;INDF;MASC+FEM;SG
ראס	rus	ראס	rus	PROPN	N;NOM;INDF;NEUT;SG
משמעויות	innebörd	משמעות	innebörd	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
מדגיש	slingor	הדגיש	slinga	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מדגיש	höjdpunkter	הדגיש	höjdpunkt	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
עליות	ups	עלייה	ups	N;FEM;PL	N;NOM;INDF;NEUT;SG
בחולון	holon	בחולון	holon		N;NOM;INDF;MASC+FEM;SG
ריטה	rita	ריטה	rita	PROPN	V;IMP;FIN;ACT
הצבת	placera	הצבה	placera	N;PSSD;FEM;SG	V;IMP;FIN;ACT
מגיש	kanna	הגיש	kanna	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מגיש	kruka	הגיש	kruka	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
מגיש	kastare	הגיש	kastare	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;PL
מגיש	programledare	הגיש	programledare	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
פנימיות	invärtes	פנימייה	invärte	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
פנימיות	interna	פנימייה	intern	N;FEM;PL	ADJ;NOM;PL
פנימיות	intern	פנימייה	intern	N;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
פנימיות	inre	פנימייה	inre	N;FEM;PL	ADJ;NOM;CMPR
פנימיות	internt	פנימייה	intern	N;FEM;PL	N;NOM;INDF;NEUT;SG
פיצול	dela	פיצול	dela	N;MASC;SG	V;IMP;FIN;ACT
פיצול	dela	פיצול	dela	N;MASC;SG	V;IMP;FIN;ACT
פיצול	delad	פיצול	delad	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
גייס	rekryterade	גייס	rekrytera	PROPN	ADJ;NOM;PL;PST;V.PTCP
גייס	rekryteras	גייס	rekrytera	PROPN	V;IND;PRS;NFIN;PASS
גייס	rekryterades	גייס	rekrytera	PROPN	V;IND;PST;FIN;PASS
גייס	rekrytera	גייס	rekrytera	PROPN	V;IMP;FIN;ACT
גייס	värva	גייס	värva	PROPN	V;IMP;FIN;ACT
קרוז	cruz	קרוז	cruz	PROPN	PROPN;NOM
קרוז	besättningarna	קרוז	besättning	PROPN	N;NOM;DEF;MASC+FEM;PL
קרוז	besättningar	קרוז	besättning	PROPN	N;NOM;INDF;MASC+FEM;PL
לאם	lam	לאם	lam		N;NOM;INDF;MASC+FEM;SG
משקעים	återstod	משקע	återstod	N;MASC;PL	V;IND;PST;FIN;ACT
משקעים	nederbörd	משקע	nederbörd	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
משוכנע	övertygade	שוכנע	övertyga	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
משוכנע	övertygad	שוכנע	övertyga	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
משוכנע	övertygat	שוכנע	övertyga	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
יהלום	diamanter	הלם	diamant	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ורן	verne	ורן	verne	PROPN	PROPN;NOM
ורן	wren	ורן	wren	PROPN	PROPN;NOM
ורן	vern	ורן	vern	PROPN	N;NOM;INDF;MASC+FEM;SG
מיוצר	producerade	יוצר	producerad	V;MASC;SG;V.PTCP;PASS	V;IND;PST;V.PTCP;ACT
מיוצר	producerad	יוצר	producerad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מיוצר	framställt	יוצר	framställa	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מיוצר	producerat	יוצר	producerad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מיוצר	tillverkade	יוצר	tillverkad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
מיוצר	tillverkat	יוצר	tillverkad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מיוצר	tillverkad	יוצר	tillverkad	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
מיוצר	framställt	יוצר	framställa	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
דורטמונד	dortmund	דורטמונד	dortmund	PROPN	PROPN;NOM
מדורג	betyg	דורג	betyg	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;NEUT;SG
מדורג	nominellt	דורג	nominell	V;MASC;SG;V.PTCP;PASS	ADV
מדורג	nominell	דורג	nominell	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
מדורג	rankad	דורג	ranka	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
כור	reaktorn	כור	reaktor		N;NOM;DEF;MASC+FEM;SG
כור	reaktor	כור	reaktor		N;NOM;INDF;MASC+FEM;SG
הודי	indiska	הודי	indisk		ADJ;NOM;PL
הודי	indier	הודי	indi		N;NOM;INDF;NEUT;SG
הודי	indisk	הודי	indisk		ADJ;NOM;INDF;MASC+FEM;SG
הודי	indiskt	הודי	indisk		ADJ;NOM;INDF;NEUT;SG
הודי	indian	הודי	indian		N;NOM;INDF;MASC+FEM;SG
מלקולם	malcolm	מלקולם	malcolm	PROPN	PROPN;NOM
מרוצה	nöjd	מרוצה	nöjd	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מרוצה	tillfreds	מרוצה	tillfreda	ADJ;MASC;SG	ADV
מרוצה	nöjd	מרוצה	nöjd	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מרוצה	nöjda	מרוצה	nöja	ADJ;MASC;SG	ADJ;NOM;PL
מרוצה	glada	מרוצה	glad	ADJ;MASC;SG	ADJ;NOM;PL
מרוצה	grattis	מרוצה	grattis	ADJ;MASC;SG	N;NOM;INDF;NEUT;SG
מרוצה	nöjd	מרוצה	nöjd	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
מרוצה	lyckliga	מרוצה	lycklig	ADJ;MASC;SG	ADJ;NOM;PL
אוסטין	austin	אוסטין	austin	PROPN	PROPN;NOM
פאי	paj	פאי	paj		N;NOM;INDF;MASC+FEM;SG
פאי	pie	פאי	pie		N;NOM;INDF;MASC+FEM;SG
משפחתית	familjär	משפחתי	familjär	ADV	ADJ;NOM;INDF;MASC+FEM;SG
פאוול	powell	פאוול	powell	PROPN	PROPN;NOM
אייזק	isaac	אייזק	isaac	PROPN	PROPN;NOM
אייזק	isak	אייזק	isak	PROPN	PROPN;NOM
עגול	avrunda	עגול	avrunda		V;IMP;FIN;ACT
עגול	omgång	עגול	omgång		N;NOM;INDF;MASC+FEM;SG
עגול	rund	עגול	rund		ADJ;NOM;INDF;MASC+FEM;SG
עגול	runt	עגול	runt		ADV
עגול	runda	עגול	rund		ADJ;NOM;PL
צלעות	revben	צלעות	revben	N;FEM;PL	N;NOM;INDF;NEUT;SG
אהב	älskade	אהב	älskad	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
אהב	älskad	אהב	älskad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
אהב	gillat	אהב	gilla	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אהב	omtyckt	אהב	omtyckt	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אראגון	eragon	אראגון	eragon	PROPN	N;NOM;DEF;MASC+FEM;SG
אראגון	aragonien	אראגון	aragonien	PROPN	PROPN;NOM
טיולים	trips	טיול	trips	N;MASC;PL	N;NOM;INDF;NEUT;SG
טיולים	vandrar	טיול	vandra	N;MASC;PL	V;IND;PRS;FIN;ACT
טיולים	vandra	טיול	vandra	N;MASC;PL	V;IMP;FIN;ACT
טיולים	vandring	טיול	vandring	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
קלרה	klara	קלרה	klar	PROPN	ADJ;NOM;PL
קלרה	clara	קלרה	clara	PROPN	PROPN;NOM
ברקוביץ	berkowitz	ברקוביץ	berkowitz	PROPN	N;NOM;INDF;MASC+FEM;SG
התמוטטות	kollapsar	התמוטטות	kollaps	N;FEM;SG	V;IND;PRS;FIN;ACT
התמוטטות	kollapsa	התמוטטות	kollapsa	N;FEM;SG	V;IND;FIN;PASS
התמוטטות	komprimera	התמוטטות	komprimera	N;FEM;SG	V;IMP;FIN;ACT
מלזיה	malaysia	מלזיה	malaysia	PROPN	N;NOM;INDF;MASC+FEM;SG
קמפוס	campos	קמפוס	campos	PROPN	PROPN;NOM
קמפוס	campus	קמפוס	campus	PROPN	N;NOM;INDF;NEUT;SG
אומן	oman	אומן	oman		PROPN;NOM
אומן	hantverkare	אומן	hantverkare		N;NOM;INDF;MASC+FEM;PL
אומן	konstnär	אומן	konstnär		N;NOM;INDF;MASC+FEM;SG
אומן	artist	אומן	artist		N;NOM;INDF;MASC+FEM;SG
שנתית	årlig	שנתי	årlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
שנתית	årliga	שנתי	årlig	ADV	ADJ;NOM;PL
שנתית	årlig	שנתי	årlig	ADV	ADJ;NOM;INDF;MASC+FEM;SG
שנתית	årliga	שנתי	årlig	ADV	ADJ;NOM;PL
שנתית	årligt	שנתי	årligt	ADV	ADJ;NOM;INDF;NEUT;SG
מעוז	stronghold	מעוז	stronghold	PROPN	N;NOM;INDF;MASC+FEM;SG
מעוז	fäste	מעוז	fäste	PROPN	N;NOM;INDF;NEUT;SG
הופסקה	avbröt	הופסק	avbröta	V;FEM;SG;3;PST;PASS	V;IND;PST;FIN;ACT
הופסקה	upphört	הופסק	upphöra	V;FEM;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מוטה	mota	מוטה	mota		V;IMP;FIN;ACT
מוטה	motta	מוטה	motta		V;IMP;FIN;ACT
מוטה	lutas	מוטה	luta		V;IND;FIN;PASS
