van	f	van	!	ADP	
stein	شتاين	stein	شتاين	N;MASC+FEM;SG	
zuilen	اعمدة	zuilen	اعمدة	N;PL	N;NOM;INDF;SG
ham	هام	ham	هَامّ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
slangen	الافاعي	slang	أَفَاعِيّ	N;PL	
slangen	افعى	slang	افعى	N;PL	
slangen	الثعبان	slang	ثَعبَان	N;PL	N;NOM;DEF;DU
slangen	الافعى	slang	أَفعَى	N;PL	N;NOM;DEF;SG
slangen	ثعبان	slang	ثعبان	N;PL	
wensen	اتمنى	wens	اِتَّمَن	N;PL	
wensen	تمنى	wens	مَنَى	N;PL	
wensen	ترغب	wens	رَغِب	N;PL	V;IPFV;MASC;IND;SG;2;FIN;ACT
wensen	امنية	wens	أَمنِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
wensen	يود	wens	يَود	N;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
wensen	نتمنى	wens	نتمنى	N;PL	
wensen	اتمنى	wens	اِتَّمَن	N;PL	
wensen	متمنيا	wens	مُتَمَنِّي	N;PL	ADJ;ACC;INDF;MASC;SG
chang	تشانغ	chang	تشَانغ	N;MASC+FEM;SG	
waarnemend	التمثيل	waarnemend	تَمثِيل	V;V.PTCP	N;NOM;DEF;SG
waarnemend	بالنيابة	waarnemend	بالنيابة	V;V.PTCP	N;NOM;DEF;SG
waarnemend	تمثيل	waarnemend	تَمثِيل	V;V.PTCP	N;NOM;INDF;SG
geplande	المخطط	plannen	مُخَطَّط	V;V.PTCP	N;NOM;DEF;SG
algerije	الجزائر	algerije	جَزَائِر	PROPN;NEUT;SG	N;NOM;DEF;PL
alpha	الفا	alpha	أَلف	N;MASC+FEM;SG	NUM;NOM;INDF;SG
madonna	مادونا	madonna	مادونا	N;MASC+FEM;SG	
academische	اكاديمية	academisch	أَكَادِيمِيَّة	ADJ	N;NOM;INDF;SG
academische	الاكاديمي	academisch	إِكَادِيمِيّ	ADJ	N;NOM;DEF;SG
academische	الاكاديمية	academisch	إِكَادِيمِيّ	ADJ	
academische	اكاديمي	academisch	إِكَادِيمِيّ	ADJ	
gif	gif	gif	مُثَّة	N;NEUT;SG	
gif	سما	gif	سَمَّا	N;NEUT;SG	
gif	سم	gif	سَمّ	N;NEUT;SG	
ferrari	فيراري	ferrari	فِيرَارِيّ	N;MASC+FEM;SG	
mann	مان	mann	مَان	N;MASC+FEM;SG	
ice	ثلج	ice	ثُلج	N;MASC+FEM;SG	
ice	الجليد	ice	جَلِيد	N;MASC+FEM;SG	
ice	جليد	ice	جليد	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
geografie	الجغرافيا	geografie	جُغرَافِيَا	N;MASC+FEM;SG	
geografie	جغرافيا	geografie	جُغرَافِيّ	N;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
geografie	الجغرافية	geografie	جُغرَافِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
geografie	جغرافية	geografie	جُغرَافِيَّة	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
amy	ايمى	amy	ايمى	N;MASC+FEM;SG	
amy	ايمي	amy	ايمي	N;MASC+FEM;SG	
vergroten	زيادة	vergroten	زِيَادَة	V;NFIN	N;NOM;INDF;SG
vergroten	الزيادة	vergroten	زِيَادَة	V;NFIN	N;NOM;DEF;SG
sergeant	سيرج	sergeant	سَيرَج	N;MASC+FEM;SG	
sergeant	عريف	sergeant	عريف	N;MASC+FEM;SG	
sergeant	سيرجنت	sergeant	سيرجنت	N;MASC+FEM;SG	
nat	نات	nat	نَات	ADJ	
nat	الرطب	nat	رَطَبِيّ	ADJ	N;NOM;DEF;SG
nat	رطب	nat	رَطَب	ADJ	N;NOM;INDF;SG
most	معظم	mosten	مُعظَم		N;NOM;INDF;SG
most	الاكثر	mosten	أَكثَر		ADJ;NOM;DEF;MASC;SG
most	اغلب	mosten	أَغلَب		
schuldig	مذنب	schuldig	مُذَنَّب	ADJ	N;NOM;INDF;SG
gevaarlijke	خطر	gevaarlijk	خَطَر	ADJ	N;NOM;INDF;SG
geliefde	الحبيب	geliefd	الحبيب	ADJ	N;NOM;DEF;SG
geliefde	حبيب	geliefd	حبيب	ADJ	
geliefde	الحبيب	geliefd	الحبيب	ADJ	N;NOM;DEF;SG
geliefde	عاشقة	geliefd	عَاشِق	ADJ	N;NOM;INDF;SG
geliefde	عاشق	geliefd	عَاشِق	ADJ	
geliefde	العاشق	geliefd	عَاشِق	ADJ	N;NOM;DEF;SG
mind	البال	mind	بَال		N;NOM;DEF;SG
mind	مانع	mind	مَانِع		N;NOM;INDF;SG
mind	العقل	mind	عَقل		N;NOM;DEF;SG
mind	عقل	mind	عَقَل		
jensen	ينسن	jens	نَسَن	N;PL	
jensen	جنسن	jens	جنسن	N;PL	
jensen	جينسن	jens	جينسن	N;PL	
kenneth	كينيث	kenneth	كينيث	N;MASC+FEM;SG	
kruisen	التداخل	kruis	تَدَاخُل	V;NFIN	N;NOM;DEF;SG
provence	بروفانس	provence	بروفانس	N;MASC+FEM;SG	
zoektocht	ابحث	zoektocht	بَحَث	N;MASC+FEM;SG	V;MASC;IMP;SG;FIN
zoektocht	بحث	zoektocht	بَحَث	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
priesters	الكهنة	priester	كُهنَة	N;PL	N;NOM;DEF;SG
verhoogde	اشتداد	verhogen	اِشتِدَاد	V;SG;PST;FIN	N;NOM;INDF;SG
tong	تونغ	tong	تونغ	N;MASC+FEM;SG	
made	صنعت	made	صَنَع		V;PFV;FEM;SG;3;PASS
made	صنع	made	صَنَع		V;PFV;MASC;SG;3;ACT
made	مصنوع	made	مَصنُوع		ADJ;NOM;INDF;MASC;SG
made	جعل	made	جَعَل		V;PFV;MASC;SG;3;ACT
wortels	الجزر	wortel	جُزر	N;PL	N;NOM;DEF;SG
wortels	الجذور	wortel	الجذور	N;PL	N;NOM;DEF;SG
omschrijving	وصف	omschrijving	وَصَف	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
moto	موتو	moto	مُوتُو	N;MASC+FEM;SG	
zwak	الضعيف	zwak	ضَعِيف	ADJ	N;NOM;DEF;SG
diana	ديانا	diana	دِيَانَا	N;MASC+FEM;SG	
krijt	الطباشير	krijt	طَبِيرِيّ	N;NEUT;SG	N;NOM;DEF;PL
betekenissen	المعاني	betekenis	مَعنَى	N;PL	N;NOM;DEF;SG
pure	خالص	puur	خالص	N;MASC+FEM;SG	
pure	نقية	puur	نَقِيَّة	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
newton	نيوتن	newton	نيوتن	N;MASC+FEM;SG	
melodie	ميلودي	melodie	مَيلُود	N;MASC+FEM;SG	
melodie	لحن	melodie	لحن	N;MASC+FEM;SG	
manilla	مانيلا	manilla	مَانِيلَا	N;MASC+FEM;SG	
hunter	هانتر	hunter	هانتر	N;MASC+FEM;SG	
hunter	صياد	hunter	صياد	N;MASC+FEM;SG	
hunter	هنتر	hunter	هنتر	N;MASC+FEM;SG	
verdacht	مريب	verdenken	مريب	V;V.PTCP	N;NOM;INDF;SG
verdacht	مشبوهة	verdenken	مَشبُوه	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
verdacht	المشبوهة	verdenken	مَشبُوه	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verdacht	المشتبه	verdenken	مُشتَبَه	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
verdacht	مشتبه	verdenken	مُشتَبَه	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
houston	هيوستن	houston	هِيُوستُن	N;NEUT;SG	
houston	هوستون	houston	هُوستُون	N;NEUT;SG	
houston	هيوستون	houston	هِيُوستُون	N;NEUT;SG	
rijst	رز	rijst	رز	N;MASC+FEM;SG	
rijst	ارز	rijst	ارز	N;MASC+FEM;SG	
rijst	رايس	rijst	رَايس	N;MASC+FEM;SG	
deep	عميقا	deep	عَمِيق	N;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
deep	عميق	deep	عَمِيق	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
deep	عميقة	deep	عَمِيق	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
demo	تجريبي	demo	تجريبي	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
demo	التجريبي	demo	تَجرِيبِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
normandië	نورماندي	normandië	نورماندي	N;MASC+FEM;SG	
belg	البلجيكية	belg	بِلجِيكِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
belg	بلجيكا	belg	بِلجِيكَا	N;MASC+FEM;SG	
cohen	كوهين	cohen	كوهين	N;MASC+FEM;SG	
avonturen	المغامرة	avontuur	مُغَامَرَة	N;PL	N;NOM;DEF;SG
avonturen	مغامرة	avontuur	مُغَامَرَة	N;PL	N;NOM;INDF;SG
bovenkant	توب	bovenkant	تَوَبِّ	N;MASC+FEM;SG	
bovenkant	الاعلى	bovenkant	أَعلَى	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
surinaamse	سورينام	surinaams	سورينام	ADJ	
surinaamse	سورينام	surinaams	سورينام	ADJ	
peer	كمثرى	peer	كمثرى	N;MASC+FEM;SG	
sony	سوني	sony	سُونِي	N;MASC+FEM;SG	
casino	الكازينو	casino	الكازينو	N;NEUT;SG	ADJ;NOM;DEF;MASC;PL
casino	كازينو	casino	كازينو	N;NEUT;SG	
hebreeuws	العبرية	hebreeuws	عِبرِيَّة	ADJ	N;NOM;DEF;SG
jager	هانتر	jager	هانتر	N;MASC+FEM;SG	
jager	صياد	jager	صياد	N;MASC+FEM;SG	
jager	هنتر	jager	هنتر	N;MASC+FEM;SG	
variatie	الاختلافات	variatie	اِختِلَاف	N;MASC+FEM;SG	N;NOM;DEF;PL
variatie	اختلافات	variatie	اِختِلَاف	N;MASC+FEM;SG	N;NOM;INDF;PL
variatie	متنوعة	variatie	مُتَنَوِّع	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
beoordeeld	استعرض	beoordelen	اِستَعرَض	V;V.PTCP	
gemengde	مختلط	mengen	مُختَلِط	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
gemengde	مختلطة	mengen	مُختَلِط	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
gemengde	المختلطة	mengen	مُختَلِط	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
gemengde	المختلط	mengen	مُختَلِط	V;V.PTCP	N;NOM;DEF;SG
ward	عنبر	warden	عُنبُر	N;MASC+FEM;SG	
ward	ورد	warden	وَرَد	N;MASC+FEM;SG	
ward	وارد	warden	وَارِد	N;MASC+FEM;SG	
toulouse	تولوز	toulouse	تَولَز	N;MASC+FEM;SG	
bram	برام	bram	برام	N;MASC+FEM;SG	
droom	نحلم	droom	نحلم	N;MASC+FEM;SG	V;IPFV;MASC;IND;PL;1;FIN;ACT
droom	احلم	droom	أَحلَم	N;MASC+FEM;SG	
oorzaken	اسباب	oorzaak	سَبَب	N;PL	N;NOM;INDF;SG
winkelcentrum	مول	winkelcentrum	مَولَ	N;NEUT;SG	
wouter	والتر	wouter	والتر	N;MASC+FEM;SG	
tennessee	تينيسي	tennessee	تينيسي	N;NEUT;SG	
pokémon	بوكيمون	pokémon	بوكيمون	N;MASC+FEM;SG	
rex	ريكس	rex	ريكس	N;MASC+FEM;SG	
tobias	توبياس	tobias	توبياس	N;MASC+FEM;SG	
hervormingen	اصلاح	hervorming	إِصلَاح	N;PL	N;NOM;INDF;SG
hervormingen	الاصلاح	hervorming	إِصلَاح	N;PL	N;NOM;DEF;SG
pays	يدفع	pays	دَفَع	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
monnik	الراهب	monnik	رَاهِب	N;MASC+FEM;SG	
monnik	مونك	monnik	مونك	N;MASC+FEM;SG	
monnik	monk	monnik	مَحَثّ	N;MASC+FEM;SG	
plat	شقة	plat	شَقَّة	ADJ	N;NOM;INDF;SG
harvard	هارفارد	harvard	هارفارد	N;MASC+FEM;SG	
harvard	هارفرد	harvard	هارفرد	N;MASC+FEM;SG	
todd	تود	todd	تود	N;MASC+FEM;SG	
basiliek	basil	basiliek	ثُقَاقِظ	N;MASC+FEM;SG	
mozart	موزارت	mozart	مُوزَار	N;MASC+FEM;SG	
melk	لبن	melk	لبن	N;MASC+FEM;SG	
melk	ميلك	melk	ميلك	N;MASC+FEM;SG	
publiceren	نشر	publiceren	نَشر	V;NFIN	N;NOM;INDF;SG
publiceren	النشر	publiceren	نَشر	V;NFIN	N;NOM;DEF;SG
publiceren	نشر	publiceren	نَشر	V;NFIN	N;NOM;INDF;SG
publiceren	انشر	publiceren	انشر	V;NFIN	
publiceren	النشر	publiceren	نَشر	V;NFIN	N;NOM;DEF;SG
iowa	ايوا	iowa	أَيّ	PROPN;NEUT;SG	
straling	الاشعاعات	straling	إِشعَاع	N;MASC+FEM;SG	N;NOM;DEF;PL
organisme	الكائنات	organisme	كَائِن	N;NEUT;SG	N;NOM;DEF;PL
armstrong	ارمسترونغ	armstrong	ارمسترونغ	N;MASC+FEM;SG	
scoren	احراز	scoren	إِحرَاز	V;NFIN	N;NOM;INDF;SG
scoren	النتيجة	scoren	نَتِيجَة	V;NFIN	N;NOM;DEF;SG
gedraaid	ملتوية	draaien	مِلتُوِيَّة	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
gedraaid	الملتوية	draaien	مِلتُوِيَّة	V;V.PTCP	N;NOM;DEF;SG
martina	مارتينا	martina	مَارتِينَا	N;MASC+FEM;SG	
brady	برادي	brady	برادي	N;MASC+FEM;SG	
plegen	ارتكاب	plegen	اِرتِكَاب	V;NFIN	N;NOM;INDF;SG
motivatie	دافع	motivatie	دَافَع	N;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
miles	ميل	mil	مِيل	N;PL	
miles	مايلز	mil	مايلز	N;PL	
istanboel	اسطنبول	istanboel	اسطنبول	N;NEUT;SG	
chemie	كيمياء	chemie	كِيمِيَاء	N;MASC+FEM;SG	
chemie	الكيمياء	chemie	كِيمِيَاء	N;MASC+FEM;SG	
clara	كلارا	clara	كلارا	N;MASC+FEM;SG	
vet	الشحوم	vet	شَحم	N;NEUT;SG	N;NOM;DEF;PL
vet	دهن	vet	دِهن	N;NEUT;SG	
vet	جريء	vet	جَرِيء	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
vet	عريض	vet	عَرِيض	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
vet	بدين	vet	بدين	N;NEUT;SG	
vet	الدهون	vet	دَهن	N;NEUT;SG	N;NOM;DEF;PL
vet	سمين	vet	سَمِين	N;NEUT;SG	
vet	دهن	vet	دِهن	N;NEUT;SG	
chi	تشي	chi	تشي	N;MASC+FEM;SG	
chinezen	الصينيون	chinees	صِينِيّ	N;PL	ADJ;NOM;DEF;MASC;PL
chinezen	صيني	chinees	صِينِيّ	N;PL	ADJ;NOM;INDF;MASC;SG
chinezen	الصينية	chinees	صِينِيّ	N;PL	ADJ;NOM;DEF;FEM;SG
chinezen	صينية	chinees	صِينِيّ	N;PL	ADJ;NOM;INDF;FEM;SG
ado	اللغط	ado	لَغط	PROPN;NEUT;SG	N;NOM;DEF;SG
tallinn	تالين	tallinn	تالين	N;NEUT;SG	
gmbh	gmbh	gmbh	ثَسِثَة	N;MASC+FEM;SG	
tibetaans	التبت	tibetaan	اَلتِّبِت	ADJ	
mijl	ميل	mijl	مِيل	N;MASC+FEM;SG	
mijl	مايلز	mijl	مايلز	N;MASC+FEM;SG	
mijl	اميال	mijl	مِيل	N;MASC+FEM;SG	N;NOM;INDF;PL
mijl	ميل	mijl	مِيل	N;MASC+FEM;SG	
mijl	مايل	mijl	مَايِل	N;MASC+FEM;SG	
medvedev	ميدفيديف	medvedev	ميدفيديف	N;MASC+FEM;SG	
carol	كارول	carol	كارول	N;MASC+FEM;SG	
montenegro	مونتينيغرو	montenegro	مونتينيغرو	N;NEUT;SG	
nakomelingen	الذرية	nakomeling	ذُريَة	N;PL	
nakomelingen	نسل	nakomeling	نسل	N;PL	
nakomelingen	ذرية	nakomeling	ذُرِّيَّة	N;PL	ADJ;NOM;INDF;FEM;SG
geaccepteerd	مقبولة	accepteren	مَقبُول	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
soedan	السودان	soedan	سُودَان	PROPN;NEUT;SG	N;NOM;DEF;SG
born	تولد	born	تَوَلُّد	N;MASC+FEM;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
born	يولد	born	وَلَّد	N;MASC+FEM;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
born	ولدت	born	وَلَد	N;MASC+FEM;SG	V;PFV;FEM;SG;3;PASS
dinosauriërs	الديناصورات	dinosauriër	دِينَاصُور	N;PL	
help	ساعد	help	سَاعَد	N;MASC+FEM;SG	V;MASC;IMP;SG
medicijnen	الطب	medicijn	طِبّ	N;PL	N;NOM;DEF;SG
medicijnen	دواء	medicijn	دَوَاء	N;PL	N;NOM;INDF;SG
medicijnen	الدواء	medicijn	دَوَاء	N;PL	N;NOM;DEF;SG
medicijnen	طب	medicijn	طِبّ	N;PL	N;NOM;INDF;SG
medicijnen	دواء	medicijn	دَوَاء	N;PL	N;NOM;INDF;SG
antwoorden	الرد	antwoord	رَدّ	N;PL	N;NOM;DEF;SG
antwoorden	رد	antwoord	رَدّ	N;PL	V;PFV;MASC;SG;3;ACT
honduras	هندوراس	honduras	هندوراس	PROPN;NEUT;SG	
andre	اندريه	andre	اندريه	N;MASC+FEM;SG	
streng	ستيرن	streng	ستِيرن	ADJ	
marion	ماريون	marion	ماريون	N;MASC+FEM;SG	
hallo	مرحبا	hallo	مَرحَبًا	N;MASC+FEM;SG	
mexicaans	مكس	mexicaans	مَكس	ADJ	
mexicaans	المكسيكي	mexicaans	مَكسِيكِيّ	ADJ	N;NOM;DEF;SG
vacht	الفرو	vacht	فُرُوّ	N;MASC+FEM;SG	N;NOM;DEF;PL
heaven	النعيم	heaven	النعيم	N;PL	N;NOM;DEF;SG
heaven	الجنة	heaven	جَنَّة	N;PL	N;NOM;DEF;SG
heaven	السماء	heaven	سَمَاء	N;PL	N;NOM;DEF;SG
schneider	شنايدر	schneider	شنَايدَر	N;MASC+FEM;SG	
jura	جورا	jura	جُورَا	N;NEUT;SG	
afgewerkt	منتهي	afwerken	منتهي	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
geschrapt	محذوف	schrappen	محذوف	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
harvey	هارفي	harvey	هَارِفِيّ	N;MASC+FEM;SG	
sars	سارس	sars	سَارس	N;MASC+FEM;SG	
toetsen	كيز	toetsen	كَيَّز	N;PL	
abu	ابو	abu	ابو	N;MASC+FEM;SG	
luxe	ترف	luxe	رَفَى	N;MASC+FEM;SG	
luxe	فخمة	luxe	فَخم	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
double	دبل	double	دَبلَ	N;MASC+FEM;SG	
double	مزدوج	double	مزدوج	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
double	مزدوجة	double	مُزدَوِج	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
double	مضاعف	double	مَضعِف	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
adrian	ادريان	adrian	أَدرِيَان	N;MASC+FEM;SG	
kassel	kass	kassel	مَائِد	N;NEUT;SG	
got	حصلت	got	حَصَل	N;MASC+FEM;SG	V;PFV;FEM;SG;3;ACT
gregory	جريجوري	gregory	جريجوري	N;MASC+FEM;SG	
gregory	غريغوري	gregory	غريغوري	N;MASC+FEM;SG	
norton	نورتون	norton	نورتون	N;MASC+FEM;SG	
karpers	كارب	karper	كَارِب	N;PL	
zinken	غرق	zinken	غَرَق	V;NFIN	N;NOM;INDF;SG
zinken	حوض	zinken	حَوض	V;NFIN	N;NOM;INDF;SG
nina	نينا	nina	نينا	N;MASC+FEM;SG	
aluminium	الالومنيوم	aluminium	الالومنيوم	N;NEUT;SG	
aluminium	الالومنيوم	aluminium	الالومنيوم	N;NEUT;SG	
samenwerken	تعاون	samenwerken	تَعَاوُن	V;NFIN	N;NOM;INDF;SG
gemeenschappen	المجتمعات	gemeenschap	مُجتَمِع	N;PL	ADJ;NOM;DEF;FEM;PL
neue	n	neue	!	N;MASC+FEM;SG	
afspraak	التعيينات	afspraak	تَعيِين	N;MASC+FEM;SG	N;NOM;DEF;PL
angola	انغولا	angola	أَنغُولَا	PROPN;NEUT;SG	
schermen	المبارزة	scherm	مُبَارَزَة	N;PL	N;NOM;DEF;SG
fel	شرس	fel	شَرس	ADJ	N;NOM;INDF;SG
fel	ساطع	fel	سَاطَع	ADJ	
fel	المشرق	fel	مَشرِق	ADJ	N;NOM;DEF;SG
fel	مشرق	fel	مَشرِق	ADJ	N;NOM;INDF;SG
voordien	سابقا	voordien	سَابِق	ADV	ADJ;ACC;INDF;MASC;SG
resterende	المتبقية	resteren	مُتَبَقِّي	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
resterende	المتبقي	resteren	مُتَبَقِّي	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
muller	مولر	mul	مولر	N;MASC+FEM;SG	
alexandra	الكسندرا	alexandra	كُسندرَا	N;MASC+FEM;SG	
bayern	بايرن	bayern	بَايِرن	N;MASC+FEM;SG	
protocol	بروتوكولات	protocol	برُوتُوكُول	N;NEUT;SG	N;NOM;INDF;PL
protocol	البروتوكولات	protocol	برُوتُوكُول	N;NEUT;SG	N;NOM;DEF;PL
bieren	بيرة	bier	بِيرَة	N;PL	N;NOM;INDF;SG
bieren	الجعة	bier	جُعَّة	N;PL	N;NOM;DEF;SG
bieren	جعة	bier	جُعَّة	N;PL	
bieren	البيرة	bier	بِيرَة	N;PL	N;NOM;DEF;SG
control	التحكم	control	تَحَكُّم		N;NOM;DEF;SG
control	السيطرة	control	سَيطَرَة		N;NOM;DEF;SG
control	سيطرة	control	سَيطَرَة		N;NOM;INDF;SG
control	تحكم	control	حَكَم		
samenvoeging	دمج	samenvoeging	دَمج	N;MASC+FEM;SG	
warner	وارنر	warn	وارنر	N;MASC+FEM;SG	
warner	ورنر	warn	ورنر	N;MASC+FEM;SG	
lucien	لوسيان	lucien	لُوسِيَان	N;MASC+FEM;SG	
veldslag	باتل	veldslag	باتل	N;MASC+FEM;SG	
scherp	شارب	scherp	شَارِب	ADJ	
pak	باق	pak	بَاق	N;NEUT;SG	
scheiden	الطلاق	scheiden	طَلَاق	V;NFIN	N;NOM;DEF;SG
scheiden	طلاق	scheiden	طَلَاق	V;NFIN	N;NOM;INDF;SG
parijse	الباريسي	parijs	بَارِيسِيّ	ADJ	
parijse	الباريسية	parijs	بَارِيسِيّ	ADJ	
notre	نوت	notre	نَوت	N;MASC+FEM;SG	
bakstenen	الطوب	baksteen	طُوب	N;PL	N;NOM;DEF;SG
bakstenen	طوب	baksteen	طُوب	N;PL	
dakota	داكوتا	dakota	دَاكَو	N;MASC+FEM;SG	
boekarest	بوخارست	boekarest	بُوخرَست	N;MASC+FEM;SG	
verdachte	مريب	verdenken	مريب	V;V.PTCP	N;NOM;INDF;SG
verdachte	مشبوهة	verdenken	مَشبُوه	V;V.PTCP	ADJ;NOM;INDF;FEM;SG
verdachte	المشبوهة	verdenken	مَشبُوه	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verdachte	المشتبه	verdenken	مُشتَبَه	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
verdachte	مشتبه	verdenken	مُشتَبَه	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
verdachte	متهم	verdenken	مُتَّهَم	V;V.PTCP	ADJ;NOM;INDF;MASC;SG
verdachte	المتهمة	verdenken	مُتَّهَم	V;V.PTCP	ADJ;NOM;DEF;FEM;SG
verdachte	المتهم	verdenken	مُتَّهَم	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
azerbeidzjan	اذربيجان	azerbeidzjan	اذربيجان	N;NEUT;SG	
geassocieerd	المرتبط	associëren	مُرتَبِط	V;V.PTCP	ADJ;NOM;DEF;MASC;SG
citaat	اقتبس	citaat	اِقتَبَس	N;NEUT;SG	V;PFV;MASC;SG;3;ACT
vers	طازج	vers	طَازَج	ADJ	N;NOM;INDF;SG
vers	الاية	vers	أَيّ	ADJ	N;NOM;DEF;SG
rechtszaak	المحاكمات	rechtszaak	مُحَاكَمَة	N;MASC+FEM;SG	N;NOM;DEF;PL
eet	اكل	emmen	أَكل	V;SG;PRS;FIN	
eet	كلي	emmen	كُلِّيّ	V;SG;PRS;FIN	N;NOM;INDF;SG
eet	كل	emmen	كُلّ	V;SG;PRS;FIN	N;NOM;INDF;SG
krachtige	قوى	krachtig	قُوَّة	ADJ	N;NOM;INDF;PL
prominente	بارزان	prominent	بَارِزَان	ADJ	
naburige	مجاور	naburig	مِجوَر	ADJ	N;NOM;INDF;SG
sergio	سيرجيو	sergio	سيرجيو	N;MASC+FEM;SG	
atmosfeer	الاجواء	atmosfeer	جَوّ	N;MASC+FEM;SG	N;NOM;DEF;PL
atmosfeer	اجواء	atmosfeer	جَوّ	N;MASC+FEM;SG	N;NOM;INDF;PL
javier	خافيير	javier	خَافِيِير	N;MASC+FEM;SG	
javier	خافير	javier	خَافِير	N;MASC+FEM;SG	
phoenix	فينيكس	phoenix	فينيكس	N;MASC+FEM;SG	
phoenix	فينكس	phoenix	فينكس	N;MASC+FEM;SG	
palm	النخيل	palm	نَخل	N;MASC+FEM;SG	N;NOM;DEF;PL
bourbon	البوربون	bourbon	بُوربُون	N;MASC+FEM;SG	
bourbon	بوربون	bourbon	بوربون	N;MASC+FEM;SG	
superfamilie	superfami	superfamilie	superfami	N;MASC+FEM;SG	
schat	عسل	schat	عَسَل	N;MASC+FEM;SG	
schat	حبيبي	schat	حبيبي	N;MASC+FEM;SG	
schat	حبيبتي	schat	حبيبتي	N;MASC+FEM;SG	
schat	كنز	schat	كَنز	N;MASC+FEM;SG	
schat	حبيبتي	schat	حبيبتي	N;MASC+FEM;SG	
rachel	راتشيل	rachel	راتشيل	N;MASC+FEM;SG	
rachel	ريتشيل	rachel	ريتشيل	N;MASC+FEM;SG	
rachel	ريتشل	rachel	رِيتشِل	N;MASC+FEM;SG	
rachel	رايتشل	rachel	رَايتشِل	N;MASC+FEM;SG	
rachel	راشيل	rachel	راشيل	N;MASC+FEM;SG	
afmetingen	ابعاد	afmeting	ابعاد	N;PL	N;NOM;INDF;SG
afmetingen	البعد	afmeting	بُعد	N;PL	N;NOM;DEF;SG
moskee	جامع	moskee	جَامِع	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
robot	روبوت	robot	رُوبُوت	N;MASC+FEM;SG	
bewustzijn	واعي	bewustzijn	واعي	N;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rico	ريكو	rico	ريكو	N;MASC+FEM;SG	
global	عالمي	global	عَالَمِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
global	عالمية	global	عَالَمِيّ	N;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
global	عالميا	global	عَالَمِيّ	N;MASC+FEM;SG	ADJ;ACC;INDF;MASC;SG
global	العالمي	global	عَالَمِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
global	العالمية	global	عَالَمِيّ	N;MASC+FEM;SG	ADJ;NOM;DEF;FEM;SG
archieven	محفوظات	archief	مَحفُوظ	N;PL	ADJ;NOM;INDF;FEM;PL
archieven	الارشيف	archief	اَلأَرشِيف	N;PL	N;NOM;DEF;SG
mineraal	معادن	mineraal	مَعدِن	N;NEUT;SG	N;NOM;INDF;PL
