yang	yang	yang	yang	PRO	
magic	magisk	magic	magisk	PROPN	ADJ;INDF;SG
etika	etisk	etika	etisk	N;SG	ADJ;INDF;SG
ketat	stramme	ketat	stram	ADJ;SG	ADJ;PL
ketat	stramt	ketat	stram	ADJ;SG	ADV
ketat	strengt	ketat	strengt	ADJ;SG	ADV
ketat	strenge	ketat	streng	ADJ;SG	ADJ;PL
phoenix	phoenix	phoenix	phoenix	PROPN	
jendral	generelt	jendral	generel	N	ADV
jendral	generel	jendral	generel	N	ADJ;INDF;MASC+FEM;SG
jendral	generelle	jendral	generel	N	ADJ;PL
jendral	almindelig	jendral	almindelig	N	ADJ;INDF;MASC+FEM;SG
fans	fans	fans	fans	PROPN	N;INDF;MASC+FEM;PL
fans	vifter	fans	vifter	PROPN	V;IND;PRS;FIN;ACT
fans	ventilatorer	fans	ventilator	PROPN	N;INDF;MASC+FEM;PL
menembak	skydning	mentembak	skydning	V;SG;ACT	N;INDF;MASC+FEM;SG
menembak	skyderi	mentembak	skyderi	V;SG;ACT	N;INDF;NEUT;SG
menembak	fyring	mentembak	fyring	V;SG;ACT	N;INDF;MASC+FEM;SG
menembak	affyring	mentembak	affyring	V;SG;ACT	N;INDF;MASC+FEM;SG
truk	lastbiler	truk	lastbil	N;SG	N;INDF;MASC+FEM;PL
truk	lastvogne	truk	lastvogn	N;SG	N;INDF;MASC+FEM;PL
bau	duft	bau	duft	PROPN;SG	N;INDF;MASC+FEM;SG
bau	bau	bau	bau	PROPN;SG	
bau	lugte	bau	lugt	PROPN;SG	V;NFIN;ACT
bau	lugt	bau	lugt	PROPN;SG	N;INDF;MASC+FEM;SG
bau	duft	bau	duft	PROPN;SG	N;INDF;MASC+FEM;SG
bau	stank	bau	stank	PROPN;SG	N;INDF;MASC+FEM;SG
bau	stinker	bau	stinke	PROPN;SG	V;IND;PRS;FIN;ACT
delhi	delhi	delhi	delhi	PROPN	PROPN
johor	johor	johor	johor	PROPN	N;INDF;NEUT;SG
bobby	bobby	bobby	bobby	PROPN	
alice	alice	alice	alice	PROPN	N;INDF;MASC+FEM;SG
alkohol	alkoholiske	alkohol	alkoholisk	N;SG	ADJ;PL
alkohol	alkoholholdige	alkohol	alkoholholdig	N;SG	ADJ;PL
edo	edo	edo	edo	PROPN	
sempit	smalle	sempit	smalle	ADJ;SG	ADJ;PL
sempit	snævre	sempit	snæver	ADJ;SG	ADJ;PL
sempit	trange	sempit	trange	ADJ;SG	ADJ;PL
berfokus	fokusering	berfokus	fokusering	V;SG;ACT	N;INDF;MASC+FEM;SG
seputar	omkringliggende	seputar	omkringliggende		ADJ
seputar	omgivende	seputar	omgive		ADJ
seputar	omkring	seputar	omkring		ADV
panen	høster	panen	høste	N;SG	V;IND;PRS;FIN;ACT
panen	høste	panen	høste	N;SG	V;NFIN;ACT
panen	høster	panen	høste	N;SG	V;IND;PRS;FIN;ACT
publikasi	offentliggør	publikasi	offentliggøre	N	V;IND;PRS;FIN;ACT
publikasi	udgiver	publikasi	udgive	N	V;IND;PRS;FIN;ACT
hard	hårde	hard	hård	PROPN	ADJ;PL
hard	svært	hard	svær	PROPN	ADJ;INDF;NEUT;SG
hard	hard	hard	hard	PROPN	
hard	hård	hard	hård	PROPN	ADJ;INDF;MASC+FEM;SG
hard	hårdt	hard	hård	PROPN	ADJ;INDF;NEUT;SG
hard	svær	hard	svær	PROPN	ADJ;INDF;MASC+FEM;SG
santri	eleverne	santri	elev	N;SG	N;DEF;MASC+FEM;PL
santri	studerende	santri	studere	N;SG	V;PRS;V.PTCP
santri	elever	santri	elev	N;SG	N;INDF;MASC+FEM;PL
santri	studenter	santri	student	N;SG	N;INDF;NEUT;PL
donald	donald	donald	donald	PROPN	
kerajinan	craft	kerajinan	craft	N;SG	
howard	howard	howard	howard	PROPN	N;INDF;MASC+FEM;SG
tembakan	shots	tembakan	shots	N;SG	
akbar	akbar	akbar	akbar	PROPN	
mingguan	ugentlig	mingguan	ugentlig	N;SG	ADV
mingguan	ugentligt	mingguan	ugentligt	N;SG	ADV
berlebihan	overdrevet	berlebihan	overdreve	V;SG;ACT	ADJ;INDF;SG
berlebihan	overdreven	berlebihan	overdrevet	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
berlebihan	overdrivelse	berlebihan	overdrivelse	V;SG;ACT	N;INDF;MASC+FEM;SG
dilindungi	fredede	dilindungi	frede	V;SG;PASS	V;PL;PST;V.PTCP
dilindungi	beskyttede	dilindungi	beskytte	V;SG;PASS	V;PL;PST;V.PTCP
kontemporer	nutidige	kontemporer	nutidig	N	ADJ;PL
kontemporer	moderne	kontemporer	moderne	N	ADJ
mitos	mytisk	mitos	mytisk	N	ADJ;INDF;SG
penyelenggara	host	penselenggara	host	N;SG	
penyelenggara	værter	penselenggara	værte	N;SG	N;INDF;MASC+FEM;PL
nick	nick	nick	nick	PROPN	
stars	stjernerne	stars	stjerne	PROPN	N;DEF;MASC+FEM;PL
stars	stjerner	stars	stjerne	PROPN	N;INDF;MASC+FEM;PL
stars	stars	stars	stars	PROPN	N;INDF;NEUT;SG
segmen	segmenter	segmen	segment	N;SG	N;INDF;NEUT;PL
lembut	blidt	lembut	blidt	ADJ;SG	ADV
lembut	soft	lembut	soft	ADJ;SG	
lembut	bløde	lembut	blød	ADJ;SG	ADJ;PL
lembut	blidt	lembut	blidt	ADJ;SG	ADV
lembut	forsigtigt	lembut	forsigtig	ADJ;SG	ADV
lembut	blidt	lembut	blidt	ADJ;SG	ADV
lembut	blide	lembut	blide	ADJ;SG	ADJ;PL
nelson	nelson	nelson	nelson	PROPN	N;INDF;MASC+FEM;SG
kapan	da	kapan	da	PRO	ADV
kapan	når	kapan	når	PRO	CONJ
kapan	hvornår	kapan	hvornår	PRO	ADV
abbas	abbas	abbas	abbas	PROPN	
abbas	abbed	abbas	abbed	PROPN	N;INDF;NEUT;SG
woman	kvinden	woman	kvinde	PROPN	N;DEF;MASC+FEM;SG
woman	woman	woman	woman	PROPN	
woman	kvinde	woman	kvinde	PROPN	N;INDF;MASC+FEM;SG
menghilang	forsvind	menhilang	forsvind	V;SG;ACT	N;INDF;NEUT;SG
abdurrahman	rahman	abdurrahman	rahman	PROPN	
abdurrahman	abdurrahman	abdurrahman	abdurrahman	PROPN	
jordan	jordans	jordan	jordans	PROPN	
jordan	jordan	jordan	jordan	PROPN	
amin	amen	amin	amen	PROPN	
division	afdeling	division	afdeling	PROPN	N;INDF;MASC+FEM;SG
division	opdeling	division	opdeling	PROPN	N;INDF;MASC+FEM;SG
division	division	division	division	PROPN	N;INDF;MASC+FEM;SG
division	hovedgruppe	division	hovedgruppe	PROPN	N;INDF;MASC+FEM;SG
mengancam	truede	menancam	true	V;SG;ACT	V;PL;PST;V.PTCP
mengancam	trues	menancam	true	V;SG;ACT	V;IND;PRS;FIN;PASS
mengukur	måling	menukur	måling	V;SG;ACT	N;INDF;MASC+FEM;SG
mengukur	forholdsregler	menukur	forholdsregel	V;SG;ACT	N;INDF;MASC+FEM;PL
mengukur	foranstaltninger	menukur	foranstaltning	V;SG;ACT	N;INDF;MASC+FEM;PL
mengukur	foranstaltning	menukur	foranstaltning	V;SG;ACT	N;INDF;MASC+FEM;SG
today	idag	today	idag	PROPN	ADV
pewaris	nedarvede	penwaris	nedarvet	N;SG	ADJ;PL
base	basis	base	basis	N	
pembayaran	udbetalinger	penbayaran	udbetaling	N;SG	N;INDF;MASC+FEM;PL
pembayaran	betalinger	penbayaran	betaling	N;SG	N;INDF;MASC+FEM;PL
pembayaran	udbetalinger	penbayaran	udbetaling	N;SG	N;INDF;MASC+FEM;PL
bersedia	villig	bersedia	villig	V;SG;ACT	ADJ;INDF;MASC+FEM;SG
bersedia	villigt	bersedia	villigt	V;SG;ACT	ADV
bersedia	villige	bersedia	villig	V;SG;ACT	ADJ;PL
intan	majs	intan	majs	PROPN	N;INDF;MASC+FEM;SG
intan	diamanter	intan	diamant	PROPN	N;INDF;MASC+FEM;PL
intan	diamond	intan	diamond	PROPN	
intan	diamant	intan	diamant	PROPN	N;INDF;MASC+FEM;SG
intan	diamanten	intan	diamant	PROPN	N;DEF;MASC+FEM;SG
intan	ruder	intan	ruder	PROPN	N;INDF;MASC+FEM;PL
intan	diamanter	intan	diamant	PROPN	N;INDF;MASC+FEM;PL
mhz	mhz	mhz	mhz	PROPN	N;INDF;MASC+FEM;SG
bernard	bernard	bernard	bernard	PROPN	
kerabat	slægtninge	kerabat	slægtning	N;SG	N;INDF;MASC+FEM;PL
kerabat	pårørende	kerabat	pårørende	N;SG	ADJ
trade	samhandel	trade	samhandel	PROPN	N;INDF;MASC+FEM;SG
trade	bytte	trade	bytte	PROPN	N;INDF;MASC+FEM;SG
trade	handel	trade	handel	PROPN	N;INDF;MASC+FEM;SG
trade	trade	trade	trade	PROPN	
terpadu	integreret	terpadu	integrere	PROPN;SG;PASS	V;INDF;SG;PST;V.PTCP
terpadu	integrerede	terpadu	integrere	PROPN;SG;PASS	V;PL;PST;V.PTCP
peduli	omsorg	peduli	omsorg	ADJ;SG	N;INDF;MASC+FEM;SG
peduli	pleje	peduli	pleje	ADJ;SG	N;INDF;MASC+FEM;SG
peduli	pasning	peduli	pasning	ADJ;SG	N;INDF;MASC+FEM;SG
peduli	berørt	peduli	berøre	ADJ;SG	V;INDF;SG;PST;V.PTCP
peduli	bekymrede	peduli	bekymre	ADJ;SG	V;PL;PST;V.PTCP
peduli	bekymret	peduli	bekymre	ADJ;SG	V;INDF;SG;PST;V.PTCP
peduli	omsorg	peduli	omsorg	ADJ;SG	N;INDF;MASC+FEM;SG
peduli	pleje	peduli	pleje	ADJ;SG	N;INDF;MASC+FEM;SG
peduli	pasning	peduli	pasning	ADJ;SG	N;INDF;MASC+FEM;SG
peduli	care	peduli	care	ADJ;SG	N;INDF;MASC+FEM;SG
sayur	vegetabilsk	sayur	vegetabilsk	N;SG	ADJ;INDF;SG
sayur	grønsager	sayur	grønsag	N;SG	N;INDF;MASC+FEM;PL
sayur	grøntsager	sayur	grøntsag	N;SG	N;INDF;MASC+FEM;PL
memecahkan	løste	menpecahkan	løse	V;SG;ACT	V;PL;PST;V.PTCP
memecahkan	løs	menpecahkan	løs	V;SG;ACT	ADJ;INDF;SG
putus	afbryde	putus	afbryde	ADJ;SG	V;NFIN;ACT
saw	sav	saw	sive	PROPN	N;INDF;MASC+FEM;SG
imperial	kejserlige	imperial	kejserlig	PROPN	ADJ;PL
imperial	imperial	imperial	imperial	PROPN	N;INDF;MASC+FEM;SG
ditahan	afholdte	ditahan	afholde	V;SG;PASS	V;PL;PST;V.PTCP
ditahan	holdt	ditahan	holde	V;SG;PASS	V;IND;PST;FIN;ACT
ditahan	arresterede	ditahan	arrestere	V;SG;PASS	V;PL;PST;V.PTCP
ditahan	anholdte	ditahan	anholde	V;SG;PASS	V;PL;PST;V.PTCP
ditahan	tilbageholdte	ditahan	tilbageholde	V;SG;PASS	V;PL;PST;V.PTCP
tahapan	stadier	tahapan	stadie	N;SG	N;INDF;MASC+FEM;PL
tahapan	etaper	tahapan	etape	N;SG	N;INDF;MASC+FEM;PL
tahapan	faser	tahapan	fase	N;SG	N;INDF;MASC+FEM;PL
qing	qing	qing	qing	PROPN	
berlayar	sejl	berlayar	sejl	V;SG;ACT	N;INDF;NEUT;SG
berlayar	sejlads	berlayar	sejlads	V;SG;ACT	N;INDF;MASC+FEM;SG
medical	medicinsk	medical	medicinsk	PROPN	ADV
medical	læge	medical	læge	PROPN	N;INDF;MASC+FEM;SG
medical	lægehjælp	medical	lægehjælp	PROPN	N;INDF;MASC+FEM;SG
memicu	udløses	menpicu	udløse	V;SG;ACT	V;IND;PRS;FIN;PASS
jesus	jesus	jesus	jesus	PROPN	N;INDF;MASC+FEM;SG
segar	fresh	segar	fresh	ADJ;SG	
segar	friske	segar	frisk	ADJ;SG	ADJ;PL
pink	pink	pink	pink	PROPN	
pink	lyserød	pink	lyserød	PROPN	ADJ;INDF;MASC+FEM;SG
pink	lyserødt	pink	lyserødt	PROPN	ADJ;INDF;NEUT;SG
pink	lyserøde	pink	lyserøde	PROPN	ADJ;PL
dikunjungi	besøgte	dikunjungi	besøge	V;SG;PASS	V;IND;PST;FIN;ACT
liang	liang	liang	liang	N	
langka	sparsomme	langka	sparsom	N;SG	ADJ;PL
langka	sjælden	langka	sjælden	N;SG	ADJ;INDF;MASC+FEM;SG
langka	sjældne	langka	sjælden	N;SG	ADJ;PL
langka	sjældent	langka	sjældent	N;SG	ADV
prima	prima	prima	prima	PROPN;SG	
burma	burma	burma	burma	PROPN	
burma	burmesiske	burma	burmesisk	PROPN	ADJ;PL
melbourne	melbourne	menbourne	melbourn	PROPN	N;INDF;MASC+FEM;SG
eksternal	udadtil	eksternal	udadtil	N	ADJ;INDF;SG
eksternal	eksternt	eksternal	eksternt	N	ADJ;INDF;NEUT;SG
eksternal	udvendigt	eksternal	udvendig	N	ADV
johannes	johannes	johannes	johan	PROPN	N;GEN;INDF;MASC+FEM;SG
memelihara	konservering	menpelihara	konservering	V;SG;ACT	N;INDF;MASC+FEM;SG
peace	peace	peace	peace	PROPN	
peace	freden	peace	fred	PROPN	N;DEF;MASC+FEM;SG
peace	fred	peace	fred	PROPN	N;INDF;MASC+FEM;SG
wild	vildt	wild	vildt	PROPN	ADJ;INDF;NEUT;SG
wild	vilde	wild	vild	PROPN	ADJ;PL
wild	vildtlevende	wild	vildtlevende	PROPN	ADJ
wild	wild	wild	wild	PROPN	
wild	vild	wild	vild	PROPN	ADJ;INDF;MASC+FEM;SG
terinspirasi	inspirerede	terinspirasi	inspirere	V;SG;PASS	V;PL;PST;V.PTCP
berkualitas	kvalitet	berkualitas	kvalitet	V;SG;ACT	N;INDF;MASC+FEM;SG
berkualitas	kvaliteten	berkualitas	kvalitet	V;SG;ACT	N;DEF;MASC+FEM;SG
russia	rusland	russia	rusland	PROPN	PROPN
russia	ruslands	russia	rusland	PROPN	PROPN;GEN
tanya	ask	tanya	ask		
tanya	spørg	tanya	spørge		V;IMP
tanya	tanya	tanya	tanya		
tanya	spørger	tanya	spørge		V;IND;PRS;FIN;ACT
mongol	mongoler	mongol	mongol	PROPN	N;INDF;NEUT;PL
mongol	mongolske	mongol	mongolsk	PROPN	ADJ;PL
mongol	mongolske	mongol	mongolsk	PROPN	ADJ;PL
call	call	call	call	PROPN	N;INDF;NEUT;SG
call	ring	call	ring	PROPN	V;IMP
call	opkald	call	opkald	PROPN	N;INDF;NEUT;SG
call	kald	call	kald	PROPN	N;INDF;NEUT;SG
call	ringe	call	ringe	PROPN	V;NFIN;ACT
michigan	michigan	michigan	michigan	PROPN	N;INDF;MASC+FEM;SG
mother	mor	mother	mor	PROPN	N;INDF;MASC+FEM;SG
mother	moder	mother	moder	PROPN	N;INDF;MASC+FEM;SG
sudan	sudan	sudan	sudan	PROPN	PROPN
string	strenge	string	streng	N	ADJ;PL
string	streng	string	streng	N	ADJ;INDF;MASC+FEM;SG
pembantaian	massakrer	penbantaian	massakre	N;SG	N;INDF;MASC+FEM;PL
emirat	emirat	emirat	emirat	PROPN	N;INDF;NEUT;SG
she	hun	she	hun	PROPN	PRO;NOM;MASC+FEM;SG;3
aja	aja	aja	aja	PROPN	
pinggir	kanter	pinggir	kant	N;SG	N;INDF;MASC+FEM;PL
pinggir	kanterne	pinggir	kant	N;SG	N;DEF;MASC+FEM;PL
southern	sydlige	southern	sydlig	PROPN	ADJ;PL
akurat	nøjagtige	akurat	nøjagtig	ADJ;SG	ADJ;PL
akurat	præcis	akurat	præcis	ADJ;SG	ADV
akurat	nøjagtigt	akurat	nøjagtigt	ADJ;SG	ADV
waduk	dam	waduk	dam	N;SG	
waduk	reservoirer	waduk	reservoire	N;SG	N;INDF;MASC+FEM;PL
range	rækkevidde	range	rækkevidde	PROPN	N;INDF;MASC+FEM;SG
range	afstand	range	afstand	PROPN	N;INDF;MASC+FEM;SG
range	sortiment	range	sortiment	PROPN	N;INDF;NEUT;SG
range	interval	range	interval	PROPN	N;INDF;NEUT;SG
campur	blandede	campur	blande	N;SG;ACT	V;PL;PST;V.PTCP
campur	blandet	campur	blande	N;SG;ACT	V;INDF;SG;PST;V.PTCP
campur	bland	campur	bland	N;SG;ACT	V;IMP
campur	blande	campur	blande	N;SG;ACT	V;NFIN;ACT
campur	bland	campur	bland	N;SG;ACT	V;IMP
minang	cafeen	minang	cafe	PROPN	N;DEF;MASC+FEM;SG
minang	cafe	minang	cafe	PROPN	N;INDF;MASC+FEM;SG
minang	caféen	minang	café	PROPN	N;DEF;MASC+FEM;SG
minang	café	minang	café	PROPN	N;INDF;MASC+FEM;SG
menari	danse	mentari	danse	PROPN;SG	V;NFIN;ACT
menari	dance	mentari	dance	PROPN;SG	
menari	dans	mentari	dans	PROPN;SG	N;INDF;MASC+FEM;SG
menari	danse	mentari	danse	PROPN;SG	V;NFIN;ACT
menari	dansende	mentari	danse	PROPN;SG	V;PRS;V.PTCP
menari	danser	mentari	danse	PROPN;SG	V;IND;PRS;FIN;ACT
menari	dans	mentari	dans	PROPN;SG	N;INDF;MASC+FEM;SG
yordania	jordanske	yordania	jordansk	PROPN;SG	ADJ;PL
yordania	jordans	yordania	jordans	PROPN;SG	
yordania	jordan	yordania	jordan	PROPN;SG	
silinder	cylindre	silinder	cylindre	N;SG	N;INDF;MASC+FEM;PL
silinder	flasker	silinder	flaske	N;SG	N;INDF;MASC+FEM;PL
wilhelm	wilhelm	wilhelm	wilhelm	PROPN	N;INDF;MASC+FEM;SG
ninja	ninja	ninja	ninja	N	
katanya	sagde	kata	sige	N;SG	V;IND;PST;FIN;ACT
katanya	said	kata	said	N;SG	
sarang	hive	sarang	hive	N;SG	V;NFIN;ACT
oricon	oricon	oricon	oricon	PROPN	
puerto	puerto	puerto	puerto	PROPN	
buta	blind	buta	blind	PROPN;SG	ADJ;INDF;MASC+FEM;SG
buta	blinde	buta	blind	PROPN;SG	ADJ
teratas	top	teratas	top	ADJ;RL;SG	N;INDF;MASC+FEM;SG
teratas	toppen	teratas	top	ADJ;RL;SG	N;DEF;MASC+FEM;SG
personal	personlige	personal	personlig	ADJ;SG	ADJ;PL
personal	personligt	personal	personligt	ADJ;SG	ADV
terowongan	tunnellerne	terowongan	tunnel	N;SG	N;DEF;MASC+FEM;PL
terowongan	tunnelerne	terowongan	tunnel	N;SG	N;DEF;MASC+FEM;PL
terowongan	tunneller	terowongan	tunnel	N;SG	N;INDF;MASC+FEM;PL
terowongan	tunneler	terowongan	tunnel	N;SG	N;INDF;MASC+FEM;PL
sepertinya	synes	sepertinya	synes		V;IND;PRS;FIN;ACT
cia	cia	cia	cia	PROPN	
cia	cla	cia	cla	PROPN	
cia	cia	cia	cia	PROPN	
cia	cla	cia	cla	PROPN	
theater	teatret	theater	teater	PROPN	N;DEF;NEUT;SG
theater	teater	theater	teater	PROPN	N;INDF;NEUT;SG
theater	biograf	theater	biograf	PROPN	N;INDF;MASC+FEM;SG
ram	ram	ram	ram	PROPN	
subur	fertile	subur	fertile	ADJ;SG	ADJ;PL
subur	frugtbare	subur	frugtbar	ADJ;SG	ADJ;PL
subur	frodige	subur	frodig	ADJ;SG	ADJ;PL
dwi	dwi	dwi	dwi	PROPN	
kedaulatan	suveræne	kedaulatan	suveræn	N;SG	ADJ;PL
kedaulatan	suveræn	kedaulatan	suveræn	N;SG	ADJ;INDF;MASC+FEM;SG
kedaulatan	suverænt	kedaulatan	suverænt	N;SG	ADJ;INDF;NEUT;SG
konservatif	konservativt	konservatif	konservativt	ADJ;SG	ADV
konservatif	konservatives	konservatif	konservativ	ADJ;SG	ADJ;GEN;PL
konservatif	konservative	konservatif	konservativ	ADJ;SG	ADJ;PL
konservatif	konservatisme	konservatif	konservatisme	ADJ;SG	N;INDF;MASC+FEM;SG
konservatif	konservativt	konservatif	konservativt	ADJ;SG	ADV
konservatif	konservative	konservatif	konservativ	ADJ;SG	ADJ;PL
terasa	føler	terrasa	føle	V;SG;PASS	V;IND;PRS;FIN;ACT
charlie	charlie	charlie	charlie	PROPN	
stop	stop	stop	stop	PROPN	N;INDF;NEUT;SG
sejahtera	velstillede	sejahtera	velstillet	ADJ;SG	ADJ;PL
rumit	komplekse	rumit	komplekse	ADJ;SG	ADJ;PL
rumit	komplicerede	rumit	kompliceret	ADJ;SG	ADJ;PL
penerapan	implementerer	penterapan	implementere	N;SG	V;IND;PRS;FIN;ACT
penerapan	gennemfører	penterapan	gennemføre	N;SG	V;IND;PRS;FIN;ACT
key	taster	key	taste	PROPN	V;IND;PRS;FIN;ACT
key	nøgler	key	nøgle	PROPN	N;INDF;MASC+FEM;PL
key	nøglerne	key	nøgle	PROPN	N;DEF;MASC+FEM;PL
key	nøglen	key	nøgle	PROPN	N;DEF;MASC+FEM;SG
key	tast	key	taste	PROPN	V;IMP
key	nøgle	key	nøgen	PROPN	N;INDF;MASC+FEM;SG
princess	prinsessen	princess	prinses	PROPN	N;DEF;MASC+FEM;SG
princess	prinsesse	princess	prinsesse	PROPN	N;INDF;MASC+FEM;SG
princess	princess	princess	princess	PROPN	
mal	mal	mal	mal	N	V;IMP
nature	natur	nature	natur	PROPN	N;INDF;MASC+FEM;SG
nature	naturen	nature	natur	PROPN	N;DEF;MASC+FEM;SG
nature	art	nature	art	PROPN	N;INDF;MASC+FEM;SG
nature	nature	nature	natur	PROPN	
pertukaran	exchange	pertukaran	exchange	N;SG	
biak	race	biak	race	PROPN;SG	N;INDF;MASC+FEM;SG
biak	racen	biak	race	PROPN;SG	N;DEF;MASC+FEM;SG
biak	biak	biak	biak	PROPN;SG	
sen	cents	sen	cents		N;INDF;MASC+FEM;SG
sen	cent	sen	cent		N;INDF;NEUT;SG
sen	sen	sen	sen		ADJ;INDF;MASC+FEM;SG
belah	flækker	belah	flække		V;IND;PRS;FIN;ACT
belah	delt	belah	delt		V;INDF;SG;PST;V.PTCP
belah	opdelt	belah	opdele		V;INDF;SG;PST;V.PTCP
belah	split	belah	split		
benjamin	benjamin	benjamin	benjamin	N	
rupiah	rupiah	rupiah	rupiah	N;SG	
apostolik	apostolske	apostolik	apostolsk	N	ADJ;PL
kok	kok	kok	kok	PART	N;INDF;MASC+FEM;SG
kok	fjerbold	kok	fjerbold	PART	N;INDF;MASC+FEM;SG
wars	krigene	wars	krig	PROPN	N;DEF;MASC+FEM;PL
wars	krige	wars	krig	PROPN	N;INDF;MASC+FEM;PL
wars	wars	wars	wars	PROPN	N;INDF;MASC+FEM;SG
lisa	lisa	lisa	lisa	PROPN	
penangkapan	arrestere	pentangkapan	arrestere	N;SG	V;NFIN;ACT
penangkapan	anholde	pentangkapan	anholde	N;SG	V;NFIN;ACT
penangkapan	anholdelser	pentangkapan	anholdelse	N;SG	N;INDF;MASC+FEM;PL
penangkapan	arrestationer	pentangkapan	arrestation	N;SG	N;INDF;MASC+FEM;PL
penangkapan	fange	pentangkapan	fange	N;SG	V;NFIN;ACT
penangkapan	fang	pentangkapan	fang	N;SG	
agency	agenturet	agency	agentur	PROPN	N;DEF;NEUT;SG
agency	agentur	agency	agentur	PROPN	N;INDF;NEUT;SG
agency	bureau	agency	bureau	PROPN	N;INDF;NEUT;SG
agency	bureauet	agency	bureau	PROPN	N;DEF;NEUT;SG
lab	labs	lab	labs	PROPN;SG	
lab	laboratorier	lab	laboratorium	PROPN;SG	N;INDF;NEUT;PL
lab	laboratorierne	lab	laboratorium	PROPN;SG	N;DEF;NEUT;PL
lab	laboratoriet	lab	laboratorium	PROPN;SG	N;DEF;NEUT;SG
lab	laboratorium	lab	laboratorium	PROPN;SG	N;INDF;NEUT;SG
lab	lab	lab	lab	PROPN;SG	N;INDF;NEUT;SG
lab	laboratorie	lab	laboratorie	PROPN;SG	N;INDF;NEUT;SG
poster	plakater	poster	plakat	N;SG	N;INDF;NEUT;PL
terdengar	akustisk	terdengar	akustisk	V;SG;PASS	ADJ;INDF;SG
choi	choi	choi	choi	PROPN	
jae	jae	jae	jae	PROPN	N;INDF;MASC+FEM;SG
intelektual	intellektuelle	intelektual	intellektuel	ADJ;SG	ADJ;PL
intelektual	intellektuelt	intelektual	intellektuelt	ADJ;SG	ADV
intelektual	intellektuelle	intelektual	intellektuel	ADJ;SG	ADJ;PL
intelektual	intellektuelt	intelektual	intellektuelt	ADJ;SG	ADV
munich	münchen	munich	münche	PROPN	PROPN
catur	skak	catur	skak	PROPN	N;INDF;MASC+FEM;SG
norma	normer	norma	norm	N;SG	N;INDF;MASC+FEM;PL
norma	norma	norma	norma	N;SG	
toronto	toronto	toronto	toronto	PROPN	
pipa	rør	pipa	røre	N;SG	V;IMP
pipa	piber	pipa	pibe	N;SG	N;INDF;MASC+FEM;PL
pipa	pipe	pipa	pipe	N;SG	
pipa	rør	pipa	røre	N;SG	V;IMP
pennsylvania	pennsylvania	pennsylvania	pennsylvania	PROPN	N;INDF;MASC+FEM;SG
genetik	genetiske	genetik	genetisk	N;SG	ADJ;PL
genetik	genetisk	genetik	genetisk	N;SG	ADJ;INDF;SG
ari	ari	ari	ari	PROPN	
rumus	formler	rumus	formler	N;SG	N;INDF;MASC+FEM;PL
brigade	brigader	brigade	brigade	PROPN	N;INDF;MASC+FEM;PL
brigade	brigade	brigade	brigade	PROPN	N;INDF;MASC+FEM;SG
uruguay	uruguayanske	uruguay	uruguayansk	N	ADJ;PL
uruguay	uruguay	uruguay	uruguay	N	PROPN
ground	jorden	ground	jord	PROPN	N;DEF;MASC+FEM;SG
ground	jord	ground	jord	PROPN	N;INDF;MASC+FEM;SG
ground	formalet	ground	formale	PROPN	V;INDF;SG;PST;V.PTCP
ground	ground	ground	ground	PROPN	
baron	baron	baron	baron	PROPN	N;INDF;MASC+FEM;SG
baron	baronen	baron	baron	PROPN	N;DEF;MASC+FEM;SG
baron	baroner	baron	baron	PROPN	N;INDF;MASC+FEM;PL
hero	helt	hero	helt	PROPN	ADV
hero	hero	hero	hero	PROPN	
hero	helten	hero	helt	PROPN	N;DEF;MASC+FEM;SG
willem	willem	willem	willem	PROPN	
kepribadian	personligheder	kepribadian	personlighed	N;SG	N;INDF;MASC+FEM;PL
jay	jay	jay	jay	PROPN	
since	siden	since	siden	PROPN	ADV
kiss	kys	kiss	kys	PROPN	N;INDF;NEUT;SG
beruang	bamser	beruang	bamse	PROPN;SG	N;INDF;MASC+FEM;PL
beruang	bears	beruang	bears	PROPN;SG	N;INDF;MASC+FEM;SG
beruang	bjørne	beruang	bjørne	PROPN;SG	N;INDF;NEUT;PL
beruang	bjørn	beruang	bjørn	PROPN;SG	N;INDF;MASC+FEM;SG
beruang	bære	beruang	bære	PROPN;SG	V;NFIN;ACT
beruang	bamse	beruang	bamse	PROPN;SG	N;INDF;MASC+FEM;SG
beruang	bjørne	beruang	bjørne	PROPN;SG	N;INDF;NEUT;PL
ron	ron	ron	ron	PROPN	
grafis	grafisk	grafis	grafisk	N	ADV
grafis	grafisk	grafis	grafisk	N	ADV
bahagia	tillykke	bahagia	tillykke	ADJ;SG	N;INDF;NEUT;SG
bahagia	glade	bahagia	glad	ADJ;SG	ADJ;PL
bahagia	happy	bahagia	happy	ADJ;SG	
pemeliharaan	vedligehold	penpeliharaan	vedligehold	N;SG	ADJ;PL
village	village	village	villag	PROPN	
village	landsbyen	village	landsby	PROPN	N;DEF;MASC+FEM;SG
village	landsby	village	landsby	PROPN	N;INDF;MASC+FEM;SG
hadi	hadi	hadi	hadi	PROPN	
afganistan	afghanske	afganistan	afghansk	N;SG	ADJ;PL
afganistan	afghansk	afganistan	afghansk	N;SG	ADJ;INDF;SG
afganistan	afghanske	afganistan	afghansk	N;SG	ADJ;PL
afganistan	afghansk	afganistan	afghansk	N;SG	ADJ;INDF;SG
pyrénées	pyrénées	pyrénées	pyrknée	PROPN	N;GEN;INDF;MASC+FEM;PL
