der	را	der	را	DET;NOM;DEF;MASC;SG	PART
geistliche	کشیش	geistlich	کشیش	ADJ;NOM;FEM;PL	N;SG
geistliche	کشیشی	geistlich	کشیش	ADJ;NOM;FEM;PL	N;SG
geistliche	معنوی	geistlich	معنوی	ADJ;NOM;FEM;PL	N;SG
geistliche	روحانی	geistlich	روحانی	ADJ;NOM;FEM;PL	N;SG
geistliche	روحانیت	geistlich	روحانیت	ADJ;NOM;FEM;PL	N;SG
geistliche	روحانیون	geistlich	روحانی	ADJ;NOM;FEM;PL	N;PL
download	بارگیری	download	بارگیری		N;SG
download	دانلود	download	دانلود		N;SG
dublin	دابلین	dublin	دابلین	PROPN;NOM;SG	N;SG
dublin	دوبلین	dublin	دوبلین	PROPN;NOM;SG	N;SG
planck	پلانک	planck	None	PROPN;NOM;SG	N;SG
fantasy	فانتزی	fantasy	فانتزی	PROPN	N;SG
fantasy	وهم	fantasy	وهم	PROPN	
anerkannte	تصدیق	anerkannt	تصدیق	ADJ;SG	N;SG
springen	جهش	springen	None	V;NFIN	N;SG
springen	پرش	springen	None	V;NFIN	N;SG
springen	پرشی	springen	پرشی	V;NFIN	N;SG
springen	جهش	springen	None	V;NFIN	N;SG
springen	کبیسه	springen	کبیسه	V;NFIN	N;SG
springen	پریدن	springen	پریدن	V;NFIN	N;SG
interessierte	علاقمندی	interessieren	علاقمندی	V;IND;SG;3;PST;FIN	N;SG
interessierte	علاقه	interessieren	علاقه	V;IND;SG;3;PST;FIN	N;SG
interessierte	علاقمند	interessieren	علاقمند	V;IND;SG;3;PST;FIN	ADJ
aktivität	فعالیتها	aktivität	فعالیت	ADJ	N;PL
aktivität	فعالیت	aktivität	فعالیت	ADJ	N;SG
luigi	لوئیجی	luigi	لوئیجی	PROPN;NOM;MASC;SG	N;SG
annehmen	فرض	annehmen	فرض	V;NFIN	N;SG
annehmen	accept	annehmen	accept	V;NFIN	N;SG
annehmen	پذیرش	annehmen	پذیرش	V;NFIN	N;SG
annehmen	قبول	annehmen	قبول	V;NFIN	ADJ
genügt	کفایت	nügen	کفایت	V;IND;SG;3;PRS;FIN	N;SG
genügt	بسنده	nügen	بسنده	V;IND;SG;3;PRS;FIN	N;SG
störungen	پارازیت	störung	پارازیت	V;NFIN	N;SG
störungen	دخالت	störung	دخالت	V;NFIN	N;SG
störungen	مداخله	störung	مداخله	V;NFIN	N;SG
störungen	تداخل	störung	تداخل	V;NFIN	N;SG
störungen	اختلالات	störung	اختلال	V;NFIN	N;PL
störungen	اختلالات	störung	اختلال	V;NFIN	N;PL
ken	کن	Ken	کرد#کن	PROPN;NOM;MASC;SG	V;IMP;SG;2
sportarten	sport	sportarten	sport	V;NFIN	N;SG
sportarten	اسپورت	sportarten	اسپورت	V;NFIN	N;SG
sportarten	ورزش	sportarten	ورزش	V;NFIN	N;SG
sportarten	ورزشی	sportarten	ورزشی	V;NFIN	N;SG
sportarten	ورزشکار	sportarten	ورزشکار	V;NFIN	N;SG
sportarten	اسپرت	sportarten	اسپرت	V;NFIN	N;SG
sportarten	اسپورت	sportarten	اسپورت	V;NFIN	N;SG
sportarten	ورزشی	sportarten	ورزشی	V;NFIN	N;SG
sportarten	ورزش	sportarten	ورزش	V;NFIN	N;SG
halbe	نیم	halb	نیم	ADJ;NOM;FEM;PL	N;SG
halbe	نیمی	halb	نیم	ADJ;NOM;FEM;PL	N;SG
halbe	نصف	halb	None	ADJ;NOM;FEM;PL	N;SG
louisiana	لوئیزیانا	louisiana	لوئیزیانا	PROPN;NOM;NEUT;SG	N;SG
taiwan	تایوان	taiwan	تایوان	PROPN;NOM;MASC;SG	N;SG
kritischen	بحرانی	kritisch	بحرانی	ADJ	N;SG
kritischen	انتقادی	kritisch	انتقاد	ADJ	N;SG
kritischen	حیاتی	kritisch	حیاتی	ADJ	N;SG
vorzeitig	نابهنگام	vorzeitig	نابهنگام	ADJ	N;SG
vorzeitig	زودرس	vorzeitig	زودرس	ADJ	N;SG
vorzeitig	نارس	vorzeitig	None	ADJ	N;SG
vorzeitig	پارگی	vorzeitig	پارگی	ADJ	N;SG
sturz	سرنگون	sturz	سرنگون		ADJ
sturz	آبشار	sturz	آبشار		N;SG
sturz	فالز	sturz	فالز		N;SG
sturz	سقوط	sturz	سقوط		N;SG
sturz	پاییز	sturz	پاییز		N;SG
sturz	fall	sturz	fall		N;SG
sturz	افتادن	sturz	افتادن		N;SG
aufzeichnungen	رکوردز	aufzeichnangen	رکوردز	V;NFIN	N;SG
aufzeichnungen	رکوردینگز	aufzeichnangen	رکوردینگز	V;NFIN	N;SG
amazon	آمازون	amazon	آمازون		N;SG
befestigt	مستحکم	befestigen	مستحکم	V;V.PTCP	ADJ
befestigt	پیوست	befestigen	پیوست	V;V.PTCP	N;SG
administrative	اداری	administrativ	None	ADJ;NOM;FEM;PL	N;SG
forst	جنگلداری	forsen	جنگلداری	PROPN;NOM;SG	N;SG
forst	فارست	forsen	فارست	PROPN;NOM;SG	N;SG
forst	جنگل	forsen	جنگل	PROPN;NOM;SG	N;SG
forst	جنگلی	forsen	جنگلی	PROPN;NOM;SG	N;SG
stadtmauer	دیوارها	stadtmau	دیوار		N;PL
stadtmauer	دیوارهای	stadtmau	دیوار		N;PL
stadtmauer	دیوار	stadtmau	دیوار		N;SG
stadtmauer	اعراف	stadtmau	اعراف		N;PL
labor	آزمایشگاه	labor	آزمایشگاه		N;SG
labor	آزمایشگاههای	labor	آزمایشگاه		N;PL
labor	آزمایشگاهی	labor	آزمایشگاهی		N;SG
labor	لابراتوار	labor	لابراتوار		N;SG
labor	آزمایشگاه	labor	آزمایشگاه		N;SG
labor	آزمایشگاه	labor	آزمایشگاه		N;SG
labor	ازمایشگاه	labor	ازمایشگاه		N;SG
labor	کارگری	labor	کارگر		N;SG
labor	کارگر	labor	کارگر		N;SG
labor	زایمان	labor	زایمان		N;SG
samstag	شنبه	samstag	شنبه	ADV	N;SG
lehmann	لمان	lehmann	لمان	PROPN;NOM;SG	N;SG
classic	کلاسیک	classic	کلاسیک	PROPN	N;SG
classic	classic	classic	classic	PROPN	N;SG
wirtschafts	اقتصادی	wirtschafts	اقتصادی	PROPN	N;SG
berühmt	مشهور	berühmt	مشهور	ADJ	N;SG
berühmt	مشهوره	berühmt	مشهوره	ADJ	N;SG
berühmt	سلبریتی	berühmt	سلبریتی	ADJ	N;SG
berühmt	شهرتش	berühmt	شهرتش	ADJ	N;SG
berühmt	شهرت	berühmt	شهرت	ADJ	N;SG
berühmt	شهرتی	berühmt	شهرت	ADJ	N;SG
geehrt	گرامی	ehren	گرامی	V;V.PTCP	ADJ
jonas	جوناس	jonas	جوناس	PROPN;NOM;MASC;SG	N;SG
jonas	یونس	jonas	یونس	PROPN;NOM;MASC;SG	N;SG
niedrigen	low	niedrig	low	ADJ	N;SG
ski	اسکی	ski	اسکی		N;SG
ansprechen	پاسخگویی	ansprechen	پاسخگویی	V;NFIN	N;SG
ansprechen	پاسخ	ansprechen	پاسخ	V;NFIN	N;SG
ansprechen	واکنش	ansprechen	واکنش	V;NFIN	N;SG
held	قهرمان	held	قهرمان	PROPN;SG	N;SG
held	پهلوان	held	None	PROPN;SG	N;SG
kfz	خودرو	kfz	خودرو		N;SG
kfz	خودروسازی	kfz	خودروسازی		N;SG
wüste	کویر	wüst	کویر		N;SG
wüste	بیابان	wüst	بیاب		N;SG
wüste	بیابانی	wüst	بیابانی		N;SG
wüste	صحرا	wüst	None		N;SG
wüste	اعراب	wüst	عرب		N;PL
wüste	برهوت	wüst	برهوت		N;SG
adolph	آدولف	adolph	آدولف	PROPN;NOM;MASC;SG	N;SG
polizisten	پولیس	polizist	پولیس	N;PL	N;SG
polizisten	پلیس	polizist	پلیس	N;PL	N;SG
mhz	mhz	mhz	mhz		N;SG
uci	uci	uci	uci	PROPN;NOM;SG	N;SG
carter	کارتر	carter	کار	PROPN;NOM;SG	N;SG
princeton	پرینستون	princeton	پرینستون	PROPN;NOM;SG	N;SG
latein	لاتین	latein	لاتین	ADJ	N;SG
tschechische	چک	tschechisch	چک	ADJ;NOM;FEM;PL	N;SG
tschechische	چکی	tschechisch	چکی	ADJ;NOM;FEM;PL	N;SG
fortgesetzt	ادامه	fortsetzen	ادامه	V;V.PTCP	N;SG
atlanta	آتلانتا	atlanta	آتلانتا	PROPN	N;SG
hip	باسن	hip	باسن	ADJ	N;SG
hip	هیپ	hip	هیپ	ADJ	N;SG
antwerpen	آنتورپ	antwerpen	آنتورپ		N;SG
kaiserslautern	کایزرسلاوترن	kaiserslaut	کایزرسلاوترن	PROPN;NOM;SG	ADJ;CMPR
bks	bks	bks	bks	;SG	
invasion	تهاجم	invasion	تهاجم		N;SG
invasion	هجوم	invasion	هجوم		N;SG
antonius	آنتونیوس	antonius	آنتونیوس	PROPN;NOM;MASC;SG	N;SG
muhammad	محمد	muhammad	محمد	PROPN;NOM;SG	N;SG
northern	شمالی	northern	شمالی	PROPN	N;SG
northern	شمال	northern	شمال	PROPN	N;SG
julian	جولیان	julian	جولی	PROPN;NOM;MASC;SG	N;SG
julian	جولین	julian	جولین	PROPN;NOM;MASC;SG	N;SG
nil	نیل	nil	نیل	PROPN;NOM;MASC;SG	N;SG
selbständige	independents	selbständig	independents	ADJ;NOM;FEM;PL	N;SG
güterverkehr	باربری	güterverkehr	باربری	ADJ	N;SG
sant	سانت	senen	سانت#سان	PROPN	N;SG
altenburg	آلتنبورگ	altenburg	آلتنبورگ	PROPN;NOM;NEUT;SG	N;SG
abc	ab	abc	ab		INTJ
herrscht	رینز	herrschen	رینز	V;IND;SG;3;PRS;FIN	N;SG
flachen	سطحی	flach	سطحی	ADJ	N;SG
hard	سخت	hard	سخت	PROPN	ADV
hard	دشوار	hard	دشوار	PROPN	ADJ
faust	فاوست	fausen	فاوست		N;SG
faust	مشت	fausen	مشت		N;SG
vita	vita	vita	vita		N;SG
evans	ایوانز	evans	ایوانز	PROPN;NOM;MASC;SG	N;SG
evans	اونس	evans	اونس	PROPN;NOM;MASC;SG	N;SG
evans	اوانس	evans	اوانست#اوان	PROPN;NOM;MASC;SG	N;SG
evans	اونز	evans	اونز	PROPN;NOM;MASC;SG	N;SG
evans	اوانز	evans	آخ	PROPN;NOM;MASC;SG	N;SG
anlehnung	وابستگی	anlehnung	وابستگی	ADJ	N;SG
interessante	جالبی	interessant	جالب	ADJ;NOM;FEM;PL	N;SG
interessante	جالبه	interessant	جالبه	ADJ;NOM;FEM;PL	N;SG
ausserdem	همچنین	ausserdem	همچنین	ADV	CONJ
apple	سیب	applen	سیب		N;SG
apple	apple	applen	apple		N;SG
apple	اپل	applen	اپل		N;SG
schlage	پیشنهاد	schlage	پیشنهاد	V;SG;FIN	N;SG
fisch	pisces	fisch	pisces		N;SG
fisch	فیش	fisch	فیش		N;SG
fisch	ماهیان	fisch	ماهیان		N;PL
fisch	ماهی	fisch	ماهی		N;SG
rapper	رپر	rapper	رپر		N;SG
ozean	اوشنیک	ozean	اوشنیک		N;PL
ozean	اقیانوسی	ozean	اقیانوسی		N;SG
ozean	اقیانوسها	ozean	اقیانوس		N;PL
ozean	اقیانوس	ozean	None		N;SG
ozean	اقیانوس	ozean	None		N;SG
ozean	اقیانوسی	ozean	اقیانوسی		N;SG
konservatorium	کنسرواتوار	konservatorium	کنسرواتوار	PROPN	N;SG
konservatorium	هنرستان	konservatorium	هنرستان	PROPN	N;SG
beteiligen	شرکت	beteiligen	شرکت	V;NFIN	N;SG
untergrund	زیرزمینی	untergrund	None	ADJ	N;SG
untergrund	زیرزمین	untergrund	زیرزمین	ADJ	N;SG
senior	ارشد	senior	ارشد	PROPN;NOM;SG	N;SG
aufsätze	انشاء	aufsätzen	انشاء	N;NOM;PL	N;SG
cooper	کوپر	cooper	کوپر	PROPN;NOM;SG	N;SG
rechner	رایانه	rechner	رایانه		N;SG
rechner	کامپیوتر	rechner	کامپیو		N;SG
rechner	کامپیوترها	rechner	کامپیوتر		N;PL
rechner	میزبان	rechner	میزبان		N;SG
rechner	رایانه	rechner	رایانه		N;SG
rechner	کامپیوتر	rechner	کامپیو		N;SG
ulmer	اولمر	ulm	اولمر		N;SG
schubert	شوبرت	schubern	شوبرت		N;SG
brüdern	برادرهای	brüdern	برادر		N;PL
brüdern	برادران	brüdern	برادر		N;PL
brüdern	برادرها	brüdern	برادر		N;PL
webseiten	سایت	webseiten	سایت	V;NFIN	N;SG
webseiten	وبگاه	webseiten	وبگاه	V;NFIN	N;SG
webseiten	وبسایت	webseiten	وبسایت	V;NFIN	N;SG
webseiten	تار	webseiten	تار	V;NFIN	N;SG
webseiten	وب	webseiten	وب	V;NFIN	N;SG
webseiten	وبی	webseiten	وبی	V;NFIN	N;SG
webseiten	یونسکو	webseiten	یونسکو	V;NFIN	N;SG
webseiten	وبسایتهای	webseiten	وبسایت	V;NFIN	N;PL
knochen	استخوان	knochen	استخوان	V;NFIN	N;SG
knochen	بونز	knochen	بونز	V;NFIN	N;SG
knochen	استخوانها	knochen	استخوان	V;NFIN	N;PL
knochen	استخوان	knochen	استخوان	V;NFIN	N;SG
veb	veb	veb	veb	PROPN	N;SG
posen	پوزنان	pos	پوزن	PROPN	N;SG
posen	مطرح	pos	مطرح	PROPN	ADJ
posen	پازن	pos	پازن	PROPN	N;SG
rechtlich	قانونا	rechtlich	قانونا	ADJ	N;SG
pionier	پیشگام	pionier	پیشگام	ADJ	N;SG
pionier	پایونیر	pionier	پایونیر	ADJ	N;SG
type	تیپ	type	None		N;SG
type	نوع	type	نوع		N;SG
type	تایپ	type	تایپ		N;SG
blütezeit	شکوفایی	blütezeit	شکوفایی	ADJ	N;SG
blütezeit	بلوم	blütezeit	بلم	ADJ	N;SG
blütezeit	شکوفه	blütezeit	شکوفه	ADJ	N;SG
rumänischen	رومانیایی	rumänisch	رومانیایی	ADJ	N;SG
rumänischen	رومانی	rumänisch	رومانی	ADJ	N;SG
metz	متز	metz	متز	PROPN;NOM;MASC;SG	N;SG
harold	هارولد	harold	هارولد	PROPN;NOM;MASC;SG	N;SG
harold	هرولد	harold	هرولد	PROPN;NOM;MASC;SG	N;SG
brothers	برادرهای	brothers	برادر	PROPN;NOM;SG	N;PL
brothers	برادران	brothers	برادر	PROPN;NOM;SG	N;PL
brothers	برادرها	brothers	برادر	PROPN;NOM;SG	N;PL
ausgehen	دوستیابی	ausgehen	دوستیابی	V;NFIN	N;SG
ausgehen	بیرون	ausgehen	بیرون	V;NFIN	ADV;ESS
ausgehen	برون	ausgehen	برون	V;NFIN	N;SG
lebenslauf	بیوگرافی	lebenslauf	بیوگرافی		N;SG
lebenslauf	تذکره	lebenslauf	تذکره		N;SG
lebenslauf	زندگینامه	lebenslauf	زندگینامه		N;SG
läßt	جوار	lassen	جوار	V;IND;SG;3;PRS;FIN	N;SG
alkohol	مشروبات	alkohol	مشروبات		N;PL
alkohol	مشروب	alkohol	مشروب		N;SG
alkohol	الکل	alkohol	None		N;SG
alkohol	مشروب	alkohol	مشروب		N;SG
gene	ژنها	gen	ژن		N;PL
gene	ژن	gen	ژن		N;SG
gene	ژنی	gen	ژنی		N;SG
gene	ژنها	gen	ژن		N;PL
gene	ژن	gen	ژن		N;SG
gene	ژنهای	gen	ژن		N;PL
rechnen	انتظار	rechnen	انتظار	V;NFIN	N;SG
rechnen	ریاضی	rechnen	ریاضی	V;NFIN	N;SG
rechnen	ریاضیات	rechnen	ریاضی	V;NFIN	N;SG
rechnen	math	rechnen	math	V;NFIN	N;SG
silva	سیلوا	silva	سیلوا	PROPN	N;SG
menschheit	انسانیت	menschheit	انسانیت		N;SG
menschheit	بشر	menschheit	بشر		N;SG
menschheit	بشریت	menschheit	بشریت		N;SG
ehre	شرافتی	ehr	شرافتی		N;SG
ehre	عزت	ehr	None		N;SG
ehre	گرامی	ehr	گرامی		ADJ
ehre	عزت	ehr	None		N;SG
ehre	شرافت	ehr	شرافت		N;SG
ehre	شرف	ehr	None		N;SG
ehre	افتخار	ehr	افتخار		N;SG
ehre	عزت	ehr	None		N;SG
ehre	جلال	ehr	جلال		N;SG
ehre	شکوه	ehr	شکوه		N;SG
öffentlicher	همگانی	öffentlich	همگانی	ADJ	N;SG
öffentlicher	public	öffentlich	public	ADJ	N;SG
toll	عالیه	toll	عالیه	ADJ	N;SG
toll	عوارض	toll	عارضه	ADJ	N;PL
toll	تول	toll	تول	ADJ	N;SG
christ	کریستین	christ	کریستین	PROPN	N;SG
christ	کریستیان	christ	کریستی	PROPN	N;SG
christ	مسیحی	christ	مسیحی	PROPN	N;SG
christ	کریستن	christ	کریستن	PROPN	N;SG
tropischen	گرمسیری	tropisch	گرمسیری	ADJ	N;SG
miami	میامی	miami	میامی	PROPN;NOM;MASC;SG	N;SG
shanghai	شانگهای	shanghai	شانگ	PROPN;NOM;MASC;SG	N;PL
bischofs	اسقف	bischofs	اسقف		N;SG
bischofs	بیشاپ	bischofs	بیشاپ		N;SG
fauna	جانداران	fauna	None		N;PL
fauna	teide	fauna	teide		N;SG
protokoll	دقیقه	protokoll	دقیقه	ADJ	N;SG
protokoll	دقایقی	protokoll	None	ADJ	N;PL
protokoll	قرارداد	protokoll	قرارداد	ADJ	N;SG
protokoll	پروتکل	protokoll	پروتکل	ADJ	N;SG
protokoll	ثبت	protokoll	ثبت	ADJ	N;SG
protokoll	گزارشها	protokoll	گزارش	ADJ	N;PL
athleten	athlete	athlet	athlete	V;IND;PL;3;PST;FIN	N;SG
athleten	پهلوان	athlet	None	V;IND;PL;3;PST;FIN	N;SG
athleten	ورزشکار	athlet	ورزشکار	V;IND;PL;3;PST;FIN	N;SG
athleten	ورزشکاران	athlet	ورزشکار	V;IND;PL;3;PST;FIN	N;PL
baker	بیکر	bak	بیکر	PROPN	N;SG
baker	نانوا	bak	نانوا	PROPN	N;SG
ethnischen	قومی	ethnisch	قومی	ADJ;PL	N;SG
ethnischen	نژادی	ethnisch	نژادی	ADJ;PL	N;SG
copa	کوپا	copa	کوپا	PROPN;NOM;SG	N;SG
breiter	پهناور	breit	پهناور	ADJ	N;SG
breiter	پهنا	breit	پهنا	ADJ	N;SG
breiter	وسیع	breit	وسیع	ADJ	N;SG
udo	اودو	udo	اودو	PROPN;NOM;MASC;SG	
steuerung	مهار	steuerung	مهار	ADJ	N;SG
steuerung	کنترل	steuerung	کنترل	ADJ	N;SG
steuerung	کنترول	steuerung	کنترول	ADJ	N;SG
steuerung	حاکمیت	steuerung	حاکمیت	ADJ	N;SG
steuerung	ملکوت	steuerung	ملکوت	ADJ	N;SG
steuerung	کنترلهای	steuerung	کن	ADJ	N;PL
división	ادلانته	división	ادلانته	PROPN;NOM;SG	N;SG
prinzipien	اصول	prinzip	اصل	V;NFIN	N;PL
comedy	کمدی	comedy	None	PROPN	N;SG
basketballspieler	b	basketballspieler	b	ADJ	N;SG
basketballspieler	بسکتبال	basketballspieler	بسکتبال	ADJ	N;SG
hansen	هانسن	hansen	هانسن	PROPN;NOM;SG	N;SG
hansen	هنسن	hansen	هنسن	PROPN;NOM;SG	N;SG
catherine	کاترین	catherine	کاترین	PROPN;NOM;SG	ADJ;RL
aufteilung	تخصیص	aufteilung	تخصیص	ADJ;SG	N;SG
aufteilung	بهمنی	aufteilung	None	ADJ;SG	N;SG
aufteilung	توزیع	aufteilung	توزیع	ADJ;SG	N;SG
aufteilung	پاشیده	aufteilung	پاشید#پاش	ADJ;SG	V;SG;3;V.PTCP
böhmischen	بوهمی	böhmisch	بوه	ADJ;NOM;PL	
erwachsene	بزرگسال	erwachsen	بزرگسال	ADJ;NOM;FEM;PL	N;SG
erwachsene	بزرگسالان	erwachsen	بزرگسال	ADJ;NOM;FEM;PL	N;PL
erwachsene	بزرگترها	erwachsen	بزرگتر	ADJ;NOM;FEM;PL	N;PL
erwachsene	بزرگسال	erwachsen	بزرگسال	ADJ;NOM;FEM;PL	N;SG
erwachsene	بزرگسالان	erwachsen	بزرگسال	ADJ;NOM;FEM;PL	N;PL
werfen	گچ	werfen	گچ	V;NFIN	N;SG
werfen	پرتاب	werfen	None	V;NFIN	N;SG
erfunden	اختراع	erfinden	اختراع	V;V.PTCP	N;SG
mexikanischen	مکزیک	mexikanisch	مکزیک	ADJ;NOM;MASC;PL	N;SG
mexikanischen	مکزیکی	mexikanisch	مکزیکی	ADJ;NOM;MASC;PL	N;SG
philosophen	فیلسوفان	philosophen	فیلسوف		N;PL
philosophen	فیلسوف	philosophen	فیلسوف		N;SG
frag	بپرس	frag	بپرس		V;IMP;SG;2
ehrenmitglied	افتخاری	ehrenmitglied	افتخاری	ADJ	N;SG
dicke	ضخیم	dick	ضخیم	N;NOM;FEM;PL	ADJ
dicke	کلفت	dick	کلفت	N;NOM;FEM;PL	N;SG
dicke	ضخامت	dick	ضخامت	N;NOM;FEM;PL	N;SG
irischen	ایرلند	irisch	ایرلند		N;SG
irischen	ایرلندی	irisch	ایرلندی		N;SG
ländlichen	روستایی	ländlich	روستایی	ADJ	N;SG
han	هان	han	هان		INTJ
wettbewerbe	مسابقه	wettbewerb	مسابقه	N;NOM;PL	N;SG
heiraten	ازدواج	heiraten	ازدواج	V;NFIN	N;SG
heiraten	عقد	heiraten	None	V;NFIN	N;SG
heiraten	ازدواج	heiraten	ازدواج	V;NFIN	N;SG
heiraten	عروسی	heiraten	عروسی	V;NFIN	N;SG
heiraten	ازدواج	heiraten	ازدواج	V;NFIN	N;SG
murray	مورای	murray	مورا	PROPN;NOM;SG	N;SG
murray	موری	murray	موری	PROPN;NOM;SG	N;SG
austin	آستین	austin	آستین	PROPN;NOM;MASC;SG	N;SG
zelle	سلول	zellen	سلول		N;SG
zelle	یاخته	zellen	یاخت#یاز		N;SG
zelle	سلولهای	zellen	None		N;PL
zelle	سلول	zellen	سلول		N;SG
zelle	سلولها	zellen	None		N;PL
wälder	وودز	wald	وودز		N;SG
wälder	وودلند	wald	وودلند		N;SG
wälder	جنگلهای	wald	جنگل		N;PL
wälder	جنگلها	wald	جنگل		N;PL
wälder	فارست	wald	فارست		N;SG
wälder	جنگل	wald	جنگل		N;SG
wälder	جنگلی	wald	جنگلی		N;SG
schließung	خاتمه	schließung	خاتمه	ADJ	N;SG
schließung	بستن	schließung	بستن	ADJ	N;SG
maßnahme	کنش	maßnahmen	None	ADJ	N;SG
maßnahme	اکشن	maßnahmen	اکشن	ADJ	N;SG
maßnahme	اقدام	maßnahmen	اقدام	ADJ	N;SG
maßnahme	عمل	maßnahmen	عمل	ADJ	N;SG
maßnahme	پیمانه	maßnahmen	پیمانه	ADJ	N;SG
echo	پژواک	echo	پژواک		N;SG
echo	اکو	echo	None		N;SG
grundlegende	اصول	grundlegend	اصل	ADJ;NOM;FEM;PL	N;PL
grundlegende	بنیادی	grundlegend	بنیادی	ADJ;NOM;FEM;PL	N;SG
grundlegende	پایه	grundlegend	پایه	ADJ;NOM;FEM;PL	N;SG
grundlegende	پکیج	grundlegend	پکیج	ADJ;NOM;FEM;PL	N;SG
grundlegende	بیسیک	grundlegend	بیسیک	ADJ;NOM;FEM;PL	N;SG
rüdiger	رودیگر	rüdiger	رودیگر	ADJ	N;SG
geschmack	مزه	geschmack	مزه	ADJ	N;SG
geschmack	مزه	geschmack	مزه	ADJ	N;SG
geschmack	مزه	geschmack	مزه	ADJ	N;SG
konzentration	غلظت	konzentration	None	ADJ	N;SG
konzentration	غلظت	konzentration	None	ADJ	N;SG
interviews	مصاحبه	interviews	مصاحبه		N;SG
ansprüche	ادعا	ansprechen	ادعا		N;SG
wiedervereinigung	گردهمایی	wiedervereinigung	گردهمایی	ADJ	N;SG
kabel	کابل	kabel	کابل		N;SG
kabel	کابلی	kabel	کابلی		N;SG
kabel	کابل	kabel	کابل		N;SG
bemüht	کوشش	bemüht	کوشش	ADJ	N;SG
berner	deutsch	bern	deutsch		N;SG
konzentrierte	متمرکز	konzentrieren	متمرکز	V;IND;SG;3;PST;FIN	N;SG
konzentrierte	متمرکز	konzentrieren	متمرکز	V;IND;SG;3;PST;FIN	N;SG
konzentrierte	تمرکز	konzentrieren	تمرکز	V;IND;SG;3;PST;FIN	N;SG
keramik	سفالی	keramik	سفالی		N;SG
keramik	سفال	keramik	سفال		N;SG
keramik	سرامیک	keramik	سرامیک		N;SG
keramik	سرامیک	keramik	سرامیک		N;SG
bismarck	بیسمارک	bismarck	بیسمارک	PROPN;NOM;MASC;SG	N;SG
monika	مونیکا	monika	مونیکا	PROPN;NOM;FEM;SG	N;SG
pakistan	پاکستان	pakistan	پاکستان	PROPN;NOM;MASC;SG	N;SG
grant	گرنت	granen	گرنت	PROPN;NOM;SG	N;SG
grant	گرانت	granen	گرانت	PROPN;NOM;SG	N;SG
grant	اعطای	granen	اعطا	PROPN;NOM;SG	N;SG
brasilianischen	برزیلی	brasilianisch	برزیلی	ADJ;NOM;MASC;PL	N;SG
brasilianischen	برزیل	brasilianisch	برزیل	ADJ;NOM;MASC;PL	N;SG
löwe	شیر	löwe	شیر		N;SG
löwe	شیرهای	löwe	شیر		N;PL
löwe	شیرها	löwe	شیر		N;PL
löwe	لئو	löwe	لئو		N;SG
löwe	leo	löwe	leo		N;SG
gerechtfertigt	توجیه	gerechtfertigt	توجیه	ADJ	N;SG
gerechtfertigt	توجیهی	gerechtfertigt	توجیهی	ADJ	N;SG
melodie	ملودی	melodie	ملودی		N;SG
melodie	آهنگ	melodie	آهنگ		N;SG
canadian	کانادایی	canadian	کانادایی	PROPN	N;SG
canadian	کانادا	canadian	کانادا	PROPN	N;SG
bäumen	درخت	bäumen	درخت		N;SG
bäumen	درختان	bäumen	درخت		N;PL
bäumen	درختها	bäumen	درخت		N;PL
boeing	بوئینگ	boeing	بوئینگ	PROPN;NOM;SG	N;SG
externe	خارجی	extern	خارجی		ADJ
orientierung	جهت	orientierung	جهت	N;NOM;FEM;SG	ADP
prinzen	پرنس	prinzen	پرنس		N;SG
prinzen	پرینس	prinzen	پرینس		N;SG
prinzen	شاهزاده	prinzen	شاهزاده		N;SG
mängel	کمبودهای	mängeln	کمبود	ADJ	N;PL
mängel	معایب	mängeln	معایب	ADJ	N;PL
medal	مدال	medal	مدال	PROPN	N;SG
portrait	طولی	portrait	طولی	ADJ	N;SG
