par	hakkında	par	hak		N;ESS;SG;3
licences	ehliyet	licence	ehliyet	N;NOM;FEM;PL	N;NOM;SG;3
licences	lisans	licence	lisans	N;NOM;FEM;PL	
ice	buz	ice	buz		
ice	ice	ice	ice		
rīko	hosting	rīkot	hosting	V;IMP;SG;2;POS;FIN;ACT	N;NOM;SG;3
izstrāde	kalkınma	izstrāde	kalkın	N;NOM;FEM;SG	
izstrāde	geliştirme	izstrāde	geliş	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
izstrāde	gelişme	izstrāde	geliş	N;NOM;FEM;SG	
izstrāde	gelişim	izstrāde	geliş	N;NOM;FEM;SG	
mītnes	merkez	mītne	merkez	N;NOM;FEM;PL	
mītnes	karargah	mītne	karargah	N;NOM;FEM;PL	
nemieri	ayaklanma	nemiers	ayaklan	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
nemieri	isyan	nemiers	isyan	N;NOM;MASC;PL	
nesenā	yakınlardaki	nesens	yakınlardaki	ADV	ADJ;ESS;PL;3
nesenā	yakınlarda	nesens	yakın	ADV	ADJ;ESS;PL;3
apstiprināta	onaylı	apstiprināt	onaylı	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	
priedes	çam	priede	çam	N;NOM;FEM;PL	
balsot	oylar	balsot	oy	V;POS;NFIN	N;NOM;PL;3
balsot	oy	balsot	oy	V;POS;NFIN	N;NOM;SG;3
floyd	floyd	floyd	floyd		
lsd	lsd	lūdēt	lid	PROPN	
kalgari	calgary	kalgars	calgary		PROPN;NOM;SG;3
rojas	rojas	roja	rojas	PROPN;NOM;FEM;PL	PROPN;NOM;SG;3
mākoņu	bulut	mākonis	bulut	N;GEN;MASC;PL	
iļja	ilya	iļja	ilya	PROPN;NOM;FEM;SG	
tims	tim	tims	tim	PROPN;NOM;MASC;SG	
cietuma	cezaevi	cietums	cezaevi	N;GEN;MASC;SG	
cietuma	hapishane	cietums	hapishan	N;GEN;MASC;SG	
cietuma	hapis	cietums	hapis	N;GEN;MASC;SG	
prezidenti	başkanları	prezidents	başkan	N;NOM;MASC;PL	N;ACC;PL;3
kolonnas	sütunları	kolonna	sütun	N;NOM;FEM;PL	N;ACC;PL;3
kolonnas	sütun	kolonna	sütun	N;NOM;FEM;PL	
asu	asu	ass	asu	ADJ;ACC;MASC;SG	
asu	keskin	ass	keskin	ADJ;ACC;MASC;SG	
asu	sivri	ass	sivir	ADJ;ACC;MASC;SG	
asu	sharp	ass	sharp	ADJ;ACC;MASC;SG	
amatpersonas	yetkililer	amatpersona	yetkili	N;NOM;FEM;PL	ADJ;NOM;PL;3
amatpersonas	görevliler	amatpersona	görevli	N;NOM;FEM;PL	ADJ;NOM;PL;3
amatpersonas	subay	amatpersona	subay	N;NOM;FEM;PL	
amatpersonas	memurların	amatpersona	memur	N;NOM;FEM;PL	N;GEN;PL;3
sastāvdaļas	bileşenleri	sastāvdaļa	bileş	N;NOM;FEM;PL	N;ACC;PL;3
sastāvdaļas	bileşen	sastāvdaļa	bileş	N;NOM;FEM;PL	
sastāvdaļas	içindekiler	sastāvdaļa	içindeki	N;NOM;FEM;PL	ADJ;NOM;PL;3
sastāvdaļas	malzeme	sastāvdaļa	malzem	N;NOM;FEM;PL	
sastāvdaļas	malzemeleri	sastāvdaļa	malzeme	N;NOM;FEM;PL	N;ACC;PL;3
deep	derine	deep	derin		
deep	derin	deep	derin		
deep	deep	deep	deep		
deep	derinden	deep	derin		ADJ;AT+ABL;SG;3
ekspress	ekspres	ekspress	ekspres	N;NOM;MASC;SG	
ekspress	express	ekspress	express	N;NOM;MASC;SG	PROPN;NOM;SG;3
ierašanās	geliş	ierašanās	geliş	N;NOM;FEM;SG	
ierašanās	gelişi	ierašanās	geliş	N;NOM;FEM;SG	
fišers	fisher	fišers	fishe	PROPN;NOM;MASC;SG	
fišers	balıkçı	fišers	balıkçı	PROPN;NOM;MASC;SG	
apprecēja	evlenmek	apprecēt	evlen	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
varde	kurbağa	varde	kurbak	N;NOM;FEM;SG	
gothards	gotthard	gothards	gotthard	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
mlb	mlb	mlb	mlb	N	
tenisa	tenis	tenisa	tenis	N;NOM;MASC;SG	
vairākumu	çoğunluk	vairākums	çoğunluk	N;ACC;MASC;SG	N;NOM;SG;3
vēlmi	arzu	vēlme	arzu	N;ACC;FEM;SG	
pierādīt	ispat	pierādīt	ispat	V;POS;NFIN	
jaroslavs	jaroslav	jaroslavs	jaroslav	PROPN;NOM;MASC;SG	
veiksmīga	başarılı	veiksmīga	başarılı	ADJ;NOM;FEM;SG	
veiksmīga	başarılar	veiksmīga	başarı	ADJ;NOM;FEM;SG	N;NOM;PL;3
veiksmīga	başarılı	veiksmīga	başarılı	ADJ;NOM;FEM;SG	
veiksmīga	başarı	veiksmīga	başarı	ADJ;NOM;FEM;SG	
ierobežojumi	kısıtlamalar	ierobežojums	kısıtla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ierobežojumi	sınırlamalar	ierobežojums	sınırla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ierobežojumi	kısıtlama	ierobežojums	kısıtla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ierobežojumi	kısıtlamaları	ierobežojums	kısıtla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ierobežojumi	kısıtlamalar	ierobežojums	kısıtla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ierobežojumi	kısıtlama	ierobežojums	kısıtla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
ierobežojumi	limit	ierobežojums	limit	N;NOM;MASC;PL	
ierobežojumi	kısıtlama	ierobežojums	kısıtla	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
opel	opel	opelt	opel		PROPN;NOM;SG;3
klāja	güverte	klājs	güver	N;GEN;MASC;SG	
klāja	deste	klājs	dest	N;GEN;MASC;SG	
augšējo	üst	augšējs	üst	ADJ;ACC;MASC;SG	
vadonis	önder	vadonis	önde	N;NOM;MASC;SG	
vadonis	lider	vadonis	lider	N;NOM;MASC;SG	
izslēgts	izin	izslēgt	izin	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
izslēgts	kapalı	izslēgt	kapalı	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
izslēgts	off	izslēgt	off	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
izslēgts	hariç	izslēgt	hariç	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	
gsm	gsm	gūt	gsm	N	
mūks	keşiş	mūks	keşiş	N;NOM;MASC;SG	
mūks	monk	mūks	monk	N;NOM;MASC;SG	
bloku	engelle	bloka	engel	N;ACC;MASC;SG	
bloku	blok	bloka	blok	N;ACC;MASC;SG	
bloku	block	bloka	block	N;ACC;MASC;SG	
bloku	engelleme	bloka	engelle	N;ACC;MASC;SG	
jeļena	elena	jeļena	elen	PROPN;NOM;FEM;SG	
jeļena	jelena	jeļena	jelena	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
ēst	yeme	ēst	ye	V;POS;NFIN	
ēst	ye	ēst	ye	V;POS;NFIN	
referendumā	referandum	referendums	referandum	N;ESS;MASC;SG	N;NOM;SG;3
tornī	kule	tornis	kule	N;ESS;MASC;SG	
tornī	tower	tornis	tower	N;ESS;MASC;SG	N;NOM;SG;3
tornī	kulesi	tornis	kule	N;ESS;MASC;SG	N;NOM;SG;3
bin	bin	bin	bin		
teorētiķis	teorisyeni	teorētiķis	teorisye	N;NOM;MASC;SG	N;ACC;SG;3
smaržu	kokusu	smarža	koku	N;ACC;FEM;SG	N;NOM;SG;3
smaržu	koku	smarža	koku	N;ACC;FEM;SG	
smaržu	parfüm	smarža	parfüm	N;ACC;FEM;SG	
intel	istihbarat	intel	istihbarat	N	
vaira	myrtle	vaira	myrt	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
pāriem	çiftlere	pāri	çift	N;DAT;MASC;PL	ADJ;DAT;PL;3
pāriem	çiftler	pāri	çift	N;DAT;MASC;PL	ADJ;NOM;PL;3
sīlis	jay	sīlis	jay	N;NOM;MASC;SG	
reinas	ren	reina	ren	N;NOM;FEM;PL	
paliekas	kalıntıları	palikties	kalıntı	N;NOM;FEM	N;NOM;PL;3
paliekas	çöp	palikties	çöp	N;NOM;FEM	
paliekas	çöpler	palikties	çöp	N;NOM;FEM	N;NOM;PL;3
paliekas	çöplük	palikties	çöplük	N;NOM;FEM	N;NOM;SG;3
apļa	daire	aplis	daire	N;GEN;MASC;SG	N;NOM;SG;3
apļa	çember	aplis	çember	N;GEN;MASC;SG	
fēlikss	felix	fēlikss	felix	PROPN;NOM;MASC;SG	
biroju	büro	birojs	büro	N;ACC;MASC;SG	
biroju	office	birojs	office	N;ACC;MASC;SG	
biroju	ofis	birojs	ofis	N;ACC;MASC;SG	
asfalts	asfalt	asfalts	asfalt	N;NOM;MASC;SG	
proporcionāli	orantılı	proporcionāli	orantılı	ADV	
kopīga	paylaştım	kopīga	paylaş	ADJ;NOM;FEM;SG	V;PFV;IND;SG;1;POS;PST
kopīga	paylaşılan	kopīga	paylaşı	ADJ;NOM;FEM;SG	V;PFV;IND;POS;PRS;V.PTCP;PASS
kopīga	paylaşıldı	kopīga	paylaş	ADJ;NOM;FEM;SG	V;PFV;IND;SG;3;POS;PST;PASS
kopīga	paylaştı	kopīga	paylaş	ADJ;NOM;FEM;SG	V;PFV;IND;SG;3;POS;PST
kopīga	müşterek	kopīga	müşterek	ADJ;NOM;FEM;SG	
kopīga	sarma	kopīga	sarma	ADJ;NOM;FEM;SG	
kopīga	eklem	kopīga	eklem	ADJ;NOM;FEM;SG	
kontrolēt	kontrol	kontrolēt	kontrol	V;POS;NFIN	
kontrolēt	control	kontrolēt	control	V;POS;NFIN	
kontrolēt	kumanda	kontrolēt	kumanda	V;POS;NFIN	N;NOM;SG;3
kontrolēt	denetim	kontrolēt	denetim	V;POS;NFIN	
kontrolēt	kontrol	kontrolēt	kontrol	V;POS;NFIN	
pīles	eğil	pīle	eğil	N;NOM;FEM;PL	
pīles	ördek	pīle	ördek	N;NOM;FEM;PL	N;NOM;SG;3
pīles	duck	pīle	duck	N;NOM;FEM;PL	
iekšā	içi	iekšā	iç	ADV	
iekšā	içeride	iekšā	içeri	ADV	N;ESS;SG;3
iekšā	içerde	iekšā	içeri	ADV	N;ESS;SG;3
vīne	viyana	vīne	viyan	PROPN;NOM;FEM;SG	PROPN;NOM;SG;3
kanoe	kano	kanoe	kano	N	
cunami	tsunami	cunams	tsunami	N;NOM;MASC;SG	
klasisko	klasik	klasiska	klasik	ADJ;ACC;MASC;SG	
plastmasas	plastik	plastmasa	plastik	N;NOM;FEM;PL	
plastmasas	naylon	plastmasa	naylon	N;NOM;FEM;PL	
plastmasas	plastik	plastmasa	plastik	N;NOM;FEM;PL	
palīdzība	imdat	palīdzība	imdat	N;NOM;FEM;SG	
palīdzība	yardim	palīdzība	yardim	N;NOM;FEM;SG	
ārējais	dış	ārējs	dış	ADJ;NOM;MASC;SG	
ārējais	harici	ārējs	harici	ADJ;NOM;MASC;SG	
atbildīgs	sorumlu	atbildīgs	sorumlu	ADJ;NOM;MASC;SG	
pirmdienā	pazartesi	pirmdiena	pazartesi	N;ESS;FEM;SG	
eirāzijā	avrasya	eirāzija	avrasya	N;ESS;FEM;SG	
militāra	askeriye	militāra	askeri	ADJ;NOM;FEM;SG	N;DAT;SG;3
militāra	ordu	militāra	ordu	ADJ;NOM;FEM;SG	
militāra	asker	militāra	asker	ADJ;NOM;FEM;SG	
militāra	askerlik	militāra	askerlik	ADJ;NOM;FEM;SG	N;NOM;SG;3
militāra	askeri	militāra	askeri	ADJ;NOM;FEM;SG	
demo	demo	demot	demo	N	
pretestība	direnç	pretestība	direnç	N;NOM;FEM;SG	
pasakas	masalları	pasaka	masal	N;NOM;FEM;PL	N;ACC;PL;3
smago	ağır	smags	ağır	ADJ;ACC;MASC;SG	
smago	agir	smags	agir	ADJ;ACC;MASC;SG	
anas	anas	ana	anas	N;NOM;MASC;SG	
ronalds	ronald	ronalds	ronald	PROPN;NOM;MASC;SG	
kalpot	hizmet	kalpot	hizmet	V;POS;NFIN	N;NOM;SG;3
filmējusies	yıldızlı	filmēties	yıldızlı	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	N;NOM;SG;3
niksons	nixon	niksons	nixon	PROPN;NOM;MASC;SG	
whois	whois	whois	whois		N;NOM;SG;3
autonomiju	özerklik	autonomija	özerklik	N;ACC;FEM;SG	N;NOM;SG;3
gamma	gamma	gamma	gamma	N;NOM;FEM;SG	
gamma	gama	gamma	gama	N;NOM;FEM;SG	
fotogrāfiju	fotoğraf	fotogrāfija	fotoğraf	N;ACC;FEM;SG	
stambulā	istanbul	stambuls	istanbul	N;ESS;MASC;SG	PROPN;NOM;SG;3
morāvijas	moravia	morāvija	moravia	N;NOM;FEM;PL	PROPN;NOM;SG;3
tbilisi	tiflis	tbilisis	tiflis		PROPN;NOM;SG;3
elementa	öğe	elementa	öğe	N;GEN;MASC;SG	
elementa	eleman	elementa	eleman	N;GEN;MASC;SG	
elementa	element	elementa	element	N;GEN;MASC;SG	N;NOM;SG;3
deg	burns	degt	burns	V;FH;IND;3;POS;PRS;FIN;ACT	
deg	yanar	degt	yan	V;FH;IND;3;POS;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS
deg	yanıklar	degt	yanık	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;PL;3
deg	yanık	degt	yanık	V;FH;IND;3;POS;PRS;FIN;ACT	
boļeslavs	bolesław	boļeslavs	bolesław	N;NOM;MASC;SG	
jaudas	power	jauda	power	N;NOM;FEM;PL	
jaudas	güç	jauda	güç	N;NOM;FEM;PL	
dziedāja	sang	dziedāt	sang	V;FH;IND;3;POS;PST;FIN;ACT	
raķete	roket	raķete	roket	N;NOM;FEM;SG	
bils	fatura	bils	fatura	PROPN;NOM;MASC;SG	
bils	bill	bils	bill	PROPN;NOM;MASC;SG	
bērzu	birch	bērzs	birch	N;ACC;MASC;SG	
sēņu	mantarlı	sēne	mantarlı	N;GEN;FEM;PL	
sēņu	mantar	sēne	mantar	N;GEN;FEM;PL	
ģimeņu	aileler	ģimene	aile	N;GEN;FEM;PL	N;NOM;PL;3
ģimeņu	aileleri	ģimene	aile	N;GEN;FEM;PL	N;ACC;PL;3
zīdītājiem	memeliler	zīdītājs	memeli	N;DAT;MASC;PL	ADJ;NOM;PL;3
zīdītājiem	memeli	zīdītājs	memel	N;DAT;MASC;PL	
stepes	bozkırlarından	stepe	bozkır	N;NOM;FEM;PL	N;AT+ABL;PL;3
miljonos	milyonlar	miljons	milyon	N;ESS;MASC;PL	
miljonos	milyonlarca	miljons	milyonlarca	N;ESS;MASC;PL	NUM
miljonos	milyon	miljons	milyon	N;ESS;MASC;PL	
geo	geo	geo	geo		
vita	vita	vita	vita	PROPN;NOM;FEM;SG	
tradicionālo	geleneksel	tradicionālo	geleneksel	ADJ;ACC;MASC;SG	
programmatūru	yazılım	programmatūra	yazılım	N;ACC;FEM;SG	N;NOM;SG;3
plāksne	plaka	plāksne	plaka	N;NOM;FEM;SG	
plāksne	levha	plāksne	levha	N;NOM;FEM;SG	
plāksne	tabak	plāksne	tabak	N;NOM;FEM;SG	
slepkavības	cinayetleri	slepkavība	cinayet	N;NOM;FEM;PL	N;ACC;PL;3
slepkavības	cinayetten	slepkavība	cinayet	N;NOM;FEM;PL	N;AT+ABL;SG;3
slepkavības	cinayet	slepkavība	cinayet	N;NOM;FEM;PL	N;NOM;SG;3
slepkavības	suikast	slepkavība	suikast	N;NOM;FEM;PL	
slepkavības	suikast	slepkavība	suikast	N;NOM;FEM;PL	
darbdienās	haftaiçi	darbdiena	haftaiçi	N;ESS;FEM;PL	
sadarbojas	işbirliği	sadarboties	işbirliği	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	N;NOM;SG;3
mitrums	nem	mitrums	nem	N;NOM;MASC;SG	
mitrums	nemi	mitrums	nemi	N;NOM;MASC;SG	
mitrums	nem	mitrums	nem	N;NOM;MASC;SG	
desmitiem	düzinelerce	desmits	düzine	NUM;DAT;MASC;PL	ADV
desmitiem	düzine	desmits	düz	NUM;DAT;MASC;PL	
desmitiem	onlarca	desmits	onlarca	NUM;DAT;MASC;PL	
paziņojums	anons	paziņojums	anons	N;NOM;MASC;SG	
paziņojums	bildirim	paziņojums	bil	N;NOM;MASC;SG	
paziņojums	beyan	paziņojums	beyan	N;NOM;MASC;SG	
paziņojums	haberleşme	paziņojums	haberleş	N;NOM;MASC;SG	
sicīlijas	sicilya	sicīlija	sicilya	PROPN;NOM;FEM;SG	
sicīlijas	sicilya	sicīlija	sicilya	PROPN;NOM;FEM;SG	
sicīlijas	sicilyalı	sicīlija	sicilyalı	PROPN;NOM;FEM;SG	
pieres	alnına	piere	al	N;NOM;FEM;PL	N;DAT;SG;3
pieres	alın	piere	al	N;NOM;FEM;PL	V;PFV;IMP;PL;2;POS;PRS
bezmugurkaulniekiem	omurgasızlar	bezmugulkaulnieks	omurgasız	N;DAT;MASC;PL	
ērika	erica	ērika	erica	N;NOM;FEM;SG	
kuba	küp	kuba	küp	N;NOM;MASC;SG	
kuba	küba	kuba	küba	N;NOM;MASC;SG	
ninja	ninja	ninja	ninja	PROPN;NOM;FEM;SG	
leopards	leopar	leopards	leop	N;NOM;MASC;SG	
konventa	kongre	konvents	kongre	N;NOM;MASC;SG	
tīģeris	tiger	tīģeris	tiger	N;NOM;MASC;SG	
tīģeris	kaplan	tīģeris	kaplan	N;NOM;MASC;SG	
canis	canis	cans	canis	N;NOM;MASC;SG	
led	led	led	i	N	
eksperimentu	deney	eksperiments	deney	N;ACC;MASC;SG	
kanāli	kanal	kanāls	kanal	N;NOM;MASC;PL	
kanāli	kanalları	kanāls	kanal	N;NOM;MASC;PL	N;ACC;PL;3
ilgas	hasret	ilgas	hasret	N;NOM;FEM;PL	
ilgas	özlem	ilgas	özlem	N;NOM;FEM;PL	
pārvietots	taşınan	pārvietot	taşı	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
garīgā	manevi	garīga	manevi	ADJ;NOM;FEM;SG	
garīgā	ruhsal	garīga	ruhsal	ADJ;NOM;FEM;SG	
garīgā	ruhani	garīga	ruhani	ADJ;NOM;FEM;SG	
garīgā	zihinsel	garīga	zihinsel	ADJ;NOM;FEM;SG	
kursa	rota	kurss	rota	N;GEN;MASC;SG	
kursa	kurs	kurss	kurs	N;GEN;MASC;SG	N;NOM;SG;3
vēlme	arzu	vēlme	arzu	N;NOM;FEM;SG	
vēlme	dilek	vēlme	dilek	N;NOM;FEM;SG	
vēlme	keske	vēlme	keske	N;NOM;FEM;SG	
vēlme	keşke	vēlme	keşke	N;NOM;FEM;SG	ADV
laulībā	evlilik	laulība	evlilik	N;ESS;FEM;SG	N;NOM;SG;3
nomainīt	değiştirme	nomainīt	değiş	V;POS;NFIN	V;PFV;IMP;SG;2;NEG;PRS;CAUS
nomainīt	yerine	nomainīt	yer	V;POS;NFIN	N;DAT;SG;3
nomainīt	değiştir	nomainīt	değiş	V;POS;NFIN	
analīzi	analizi	analīze	analiz	N;ACC;FEM;SG	
analīzi	analiz	analīze	analiz	N;ACC;FEM;SG	N;NOM;SG;3
analīzi	analizler	analīze	analiz	N;ACC;FEM;SG	N;NOM;PL;3
klintis	uçurum	klints	uçu	N;NOM;FEM;PL	
klintis	taş	klints	taş	N;NOM;FEM;PL	
klintis	taşlar	klints	taş	N;NOM;FEM;PL	ADJ;NOM;PL;3
klintis	kaya	klints	kay	N;NOM;FEM;PL	
lidostā	havalimanı	lidosta	havaliman	N;ESS;FEM;SG	N;ACC;SG;3
lidostā	havaalanı	lidosta	havaalanı	N;ESS;FEM;SG	N;NOM;SG;3
miljardus	milyarlarca	miljards	milyarlarca	N;ACC;MASC;PL	NUM
ierēdnis	resmî	ierēdnis	resmî	N;NOM;MASC;SG	
ierēdnis	resmi	ierēdnis	resmi	N;NOM;MASC;SG	
veiksmīgs	başarılı	veiksmīgs	başarılı	ADJ;NOM;MASC;SG	
wikibase	wikibase	wikibase	wikibase	N;NOM;FEM;PL	
prasmes	becerileri	prasme	becer	N;NOM;FEM;PL	N;ACC;PL;3
prasmes	beceri	prasme	becer	N;NOM;FEM;PL	N;NOM;SG;3
prasmes	yetenek	prasme	yetenek	N;NOM;FEM;PL	N;NOM;SG;3
prasmes	beceri	prasme	becer	N;NOM;FEM;PL	N;NOM;SG;3
gatavs	hazır	gatavs	hazır	ADJ;NOM;MASC;SG	
gatavs	hazırız	gatavs	hazırız	ADJ;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
gatavs	hazırım	gatavs	hazırım	ADJ;NOM;MASC;SG	V;PFV;IND;SG;1;PRS
gatavs	hazir	gatavs	hazir	ADJ;NOM;MASC;SG	
sīki	ayrıntılı	sīki	ayrıntılı	ADV	
sīki	detaylı	sīki	detaylı	ADV	
sīki	detay	sīki	detay	ADV	
sīki	ayrıntı	sīki	ayrıntı	ADV	
sīki	detaylı	sīki	detaylı	ADV	
automobilis	araba	automobilis	araba	N;NOM;MASC;SG	
automobilis	araç	automobilis	araç	N;NOM;MASC;SG	
sesijas	seans	sesija	seans	N;NOM;FEM;PL	
attieksmi	tutum	attieksme	tutum	N;ACC;FEM;SG	
attieksmi	tavırlar	attieksme	tavır	N;ACC;FEM;SG	N;NOM;PL;3
laboratorijā	laboratuar	laboratorija	laboratuar	N;ESS;FEM;SG	N;NOM;SG;3
laboratorijā	laboratuvar	laboratorija	laboratuvav	N;ESS;FEM;SG	
laboratorijā	laboratuar	laboratorija	laboratuar	N;ESS;FEM;SG	N;NOM;SG;3
laboratorijā	lab	laboratorija	lab	N;ESS;FEM;SG	
laboratorijā	laboratuvar	laboratorija	laboratuvav	N;ESS;FEM;SG	
piespiedu	zorla	piespiest	zor	V;FH;IND;SG;1;POS;PRS;FIN;ACT	
vista	vista	vists	vista	N;NOM;FEM;SG	
vista	tavuk	vists	tavuk	N;NOM;FEM;SG	
vista	piliç	vists	piliç	N;NOM;FEM;SG	
kandidāti	aday	kandidāts	aday	N;NOM;MASC;PL	
kontinentos	kıta	kontinents	kıta	N;ESS;MASC;PL	
teodora	teodora	teodors	teodora	N;GEN;MASC;SG	
personāls	personelin	personāls	personel	N;NOM;MASC;SG	N;GEN;SG;3
personāls	personel	personāls	personel	N;NOM;MASC;SG	
personāls	kadro	personāls	kadro	N;NOM;MASC;SG	
personāls	çalışanlar	personāls	çalışan	N;NOM;MASC;SG	N;NOM;PL;3
personāls	asa	personāls	asa	N;NOM;MASC;SG	
personāls	personel	personāls	personel	N;NOM;MASC;SG	
iznīcināti	imha	iznīcināt	imha	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	
miega	uyku	miegs	uyku	N;GEN;MASC;SG	
miega	uyu	miegs	uyu	N;GEN;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
miega	uyumak	miegs	uyu	N;GEN;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
nepatīk	nefret	nepatikt	nefret	V;FH;IND;3;NEG;PRS;FIN;ACT	
zigfrīds	siegfried	zigfrīds	siegfri	PROPN;NOM;MASC;SG	
spārnus	kanat	spārns	kanat	N;ACC;MASC;PL	
spārnus	kanatlar	spārns	kanat	N;ACC;MASC;PL	N;NOM;PL;3
atbrīvot	sürüm	atbrīvot	sürü	V;POS;NFIN	
atbrīvot	serbest	atbrīvot	serbest	V;POS;NFIN	
marmora	mermer	marmors	mermer	N;GEN;MASC;SG	
parki	parks	parks	parks	N;NOM;MASC;PL	PROPN;NOM;SG;3
kritums	düşüş	kritums	düşüş	N;NOM;MASC;SG	
kritums	reddetme	kritums	reddet	N;NOM;MASC;SG	
kritums	reddetmek	kritums	reddet	N;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kritums	düşme	kritums	düş	N;NOM;MASC;SG	
kritums	düşüş	kritums	düşüş	N;NOM;MASC;SG	
kritums	güz	kritums	güz	N;NOM;MASC;SG	
kritums	sonbahar	kritums	sonbahar	N;NOM;MASC;SG	
kritums	düşmek	kritums	düş	N;NOM;MASC;SG	
lija	harrier	līt	harrier	V;FH;IND;3;POS;PST;FIN;ACT	
dzeltena	sari	dzeltena	sari	ADJ;NOM;FEM;SG	
dzeltena	sarı	dzeltena	sarı	ADJ;NOM;FEM;SG	
attīstījusies	evrim	attīstīties	evrim	V;PFV;NOM;INDF;FEM;SG;REFL;PST;V.PTCP	
zaļais	rook	zaļs	rook	ADJ;NOM;MASC;SG	
aizbēga	kaçmış	aizbēgt	kaç	V;FH;IND;3;POS;PST;FIN;ACT	V;PFV;NFH;IND;SG;3;POS;PST
pablo	pablo	pabla	pablo	PROPN	
atsauksmes	görüş	atsauksme	görüş	N;NOM;FEM;PL	N;NOM;SG;3
atsauksmes	yorumları	atsauksme	yorum	N;NOM;FEM;PL	N;ACC;PL;3
atsauksmes	yorum	atsauksme	yorum	N;NOM;FEM;PL	
tautību	milletlerden	tautība	millet	N;ACC;FEM;SG	N;AT+ABL;PL;3
ben	ben	ben	ben		PRO;NOM;SG;1
esa	esa	būt	esa		
jevgeņijs	evgeny	jevgeņijs	evgeny	PROPN;NOM;MASC;SG	
vilnas	yün	vilna	yün	N;NOM;FEM;PL	
vadu	kadro	vads	kadro	N;ACC;MASC;SG	
vadu	ekip	vads	ekip	N;ACC;MASC;SG	
vadu	manga	vads	manga	N;ACC;MASC;SG	
vadu	bölük	vads	bölük	N;ACC;MASC;SG	
vadu	takım	vads	takım	N;ACC;MASC;SG	
modeļus	modeller	modelis	model	N;ACC;MASC;PL	N;NOM;PL;3
modeļus	modelleri	modelis	model	N;ACC;MASC;PL	N;NOM;PL;3
modeļus	mankenler	modelis	manken	N;ACC;MASC;PL	N;NOM;PL;3
modeļus	desenleri	modelis	desen	N;ACC;MASC;PL	V;PFV;IND;PL;3;POS;PRS
pakta	antlaşma	pakts	antlaşma	N;NOM;MASC;SG	
root	root	root	root	N	
root	kök	root	kök	N	
institūcija	enstitü	institūcija	enstit	N;NOM;FEM;SG	
institūcija	kuruluş	institūcija	kuruluş	N;NOM;FEM;SG	
institūcija	kurum	institūcija	kurum	N;NOM;FEM;SG	
disciplīna	disiplini	disciplīna	disipl	N;NOM;FEM;SG	N;ACC;SG;3
disciplīna	disipline	disciplīna	dis	N;NOM;FEM;SG	N;DAT;SG;3
disciplīna	disiplinli	disciplīna	disiplinli	N;NOM;FEM;SG	ADJ
nsdap	nsdap	nsdapt	nsdap	N;NOM;MASC;SG	PROPN;NOM;SG;3
lauki	kırsal	lauki	kırsal	N;NOM;MASC;PL	
lauki	fields	lauki	fields	N;NOM;MASC;PL	
lauki	alanları	lauki	alan	N;NOM;MASC;PL	N;ACC;PL;3
lauki	tarla	lauki	tarla	N;NOM;MASC;PL	
intervija	röportaj	intervija	röportaj	N;NOM;FEM;SG	
intervija	görüşme	intervija	görüşme	N;NOM;FEM;SG	
etniskā	etnik	etnisks	etnik	ADJ;NOM;FEM;SG	
prez	prez	prez	prez		
šovs	shaw	šovs	shaw	N;NOM;MASC;SG	
deja	dance	deja	dance	N;NOM;FEM;SG	
deja	deja	deja	deja	N;NOM;FEM;SG	
piedalīšanās	katılım	piedalīšanās	katılım	N;NOM;FEM;SG	
