bir	egy	bir	egy		DET;INDF
veritabanı	adatbázisok	verit	adatbázis	N;NOM;SG;3	N;NOM;PL
veritabanı	adatbázisok	verit	adatbázis	N;NOM;SG;3	N;NOM;PL
yoksul	szegények	yoksul	szegény		N;NOM;PL
yoksul	elszegényedett	yoksul	elszegényedett		V;INDF;IND;SG;3;PST;FIN;ACT
melbourne	melbourne	melbour	melbour	PROPN;NOM;SG;3	N;NOM;SG
ilahi	ének	ilahi	én		N;NOM;SG
ilahi	himnusz	ilahi	himnusz		N;NOM;SG
ilahi	zsoltár	ilahi	zsoltár		N;NOM;SG
turuncu	narancs	turuncu	narancs		N;NOM;SG
yazarlık	írással	yazarlık	írás	N;NOM;SG;3	N;INS;SG
arjantinli	argentin	arjantinli	argent	N;NOM;SG;3	ADJ;NOM;SG
yahudilik	judaizmus	yahudilik	judaizmus		N;NOM;SG
sütun	oszlop	sütun	oszlop		N;NOM;SG
sütun	pillér	sütun	pillér		N;NOM;SG
sütun	oszlop	sütun	oszlop		N;NOM;SG
sütun	oszlop	sütun	oszlop		N;NOM;SG
sütun	oszlopok	sütun	oszlop		N;NOM;PL
element	elemei	element	elem	N;NOM;SG;3	N;NOM;PL
element	elemek	element	elem	N;NOM;SG;3	N;NOM;PL
element	elemet	element	elem	N;NOM;SG;3	N;ACC;SG
alem	orgia	alem	orgia		N;NOM;SG
galaxy	galaxis	galaxy	galaxis		N;NOM;SG
aşama	szakaszok	aşam	szakasz		N;NOM;PL
aşama	szakasz	aşam	szakasz		N;NOM;SG
aşama	fázis	aşam	fázis		N;NOM;SG
aşama	szakaszok	aşam	szakasz		N;NOM;PL
yenilgi	vereség	yenilgi	vereség		N;NOM;SG
yenilgi	legyőzni	yenilgi	legyőz		V;NFIN;ACT
unvan	cím	unvan	cím		N;NOM;SG
unvan	címe	unvan	cím		N;NOM;SG
unvan	beosztás	unvan	beosztás		N;NOM;SG
lisanslı	engedélyezett	lisanslı	engedélyezett		V;INDF;IND;SG;3;PST;FIN;ACT
lisanslı	engedéllyel	lisanslı	engedély		N;INS;SG
temelli	alapozott	temelli	alapozott		V;INDF;IND;SG;3;PST;FIN;ACT
sri	srí	sri	srí	PROPN;NOM;SG;3	
jovi	jovi	jovi	jovi		N;NOM;SG
çevrilmiş	lefordított	çevir	lefordított	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
havayolu	légitársaságok	havayolu	légitársaság	N;NOM;SG;3	N;NOM;PL
dedesi	nagypapa	dede	nagypap	N;NOM;SG;3	
dedesi	nagyapa	dede	nagyapa	N;NOM;SG;3	N;NOM;SG
içki	iszik	içki	iszik		V;INDF;IND;SG;3;PRS;FIN;ACT
içki	ivás	içki	ivás		N;NOM;SG
içki	inni	içki	isz		V;NFIN;ACT
içki	iszom	içki	iszom		V;INDF;IND;SG;1;PRS;FIN;ACT
içki	igyál	içki	igyál		V;INDF;IND;SG;3;PRS;FIN;ACT
içki	ital	içki	ital		N;NOM;SG
içki	likőr	içki	likőr		N;NOM;SG
içki	szesz	içki	szesz		N;NOM;SG
içki	italok	içki	ital		N;NOM;PL
içki	italt	içki	ital		N;ACC;SG
içki	iszik	içki	iszik		V;INDF;IND;SG;3;PRS;FIN;ACT
içki	ital	içki	ital		N;NOM;SG
beyrut	bejrút	beyrut	bejrú	PROPN;NOM;SG;3	
internette	interneten	internet	internet	N;ESS;SG;3	N;ON+ESS;SG
internette	online	internet	online	N;ESS;SG;3	
kid	gyerek	kid	gyerek		N;NOM;SG
planları	tervek	plan	terv	N;ACC;PL;3	N;NOM;PL
uygulamalı	alkalmazták	uygulamalı	alkalmaz		V;DEF;IND;PL;3;PST;FIN;ACT
faşist	fasiszták	faşist	fasiszta		N;NOM;PL
alet	készülék	alet	készülék		N;NOM;SG
alet	szerszám	alet	szerszám		N;NOM;SG
alet	eszköz	alet	eszköz		N;NOM;SG
malzemeleri	hozzávalók	malzeme	hozzávaló	N;ACC;PL;3	N;NOM;PL
malzemeleri	összetevők	malzeme	összetevő	N;ACC;PL;3	N;NOM;PL
gram	gramm	gram	gramm		N;NOM;SG
gram	gramm	gram	gramm		N;NOM;SG
gram	nagyi	gram	nagyi		N;NOM;SG
ram	kos	ram	kos		N;NOM;SG
ram	ram	ram	ram		N;NOM;SG
peynir	sajtok	peynir	sajt	N;NOM;SG;3	N;NOM;PL
peynir	sajtok	peynir	sajt	N;NOM;SG;3	N;NOM;PL
vila	vila	vila	vila	PROPN;NOM;SG;3	
modeller	modelleket	model	modellek	N;NOM;PL;3	N;ACC;PL
zihinsel	mentális	zihinsel	mentális		N;NOM;SG
zihinsel	mentálisan	zihinsel	mentális		ADJ;FRML;SG
değiştirilmiş	módosult	değiş	módosul	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
değiştirilmiş	módosult	değiş	módosul	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
değiştirilmiş	átalakított	değiş	átalakított	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
değiştirilmiş	módosított	değiş	módosított	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
değiştirilmiş	módosítva	değiş	módosítva	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADV;V.CVB
geçiyor	tompított	geç	tompított	V;PROG;IND;SG;3;POS;INFM;PRS	V;INDF;IND;SG;3;PST;FIN;ACT
geçiyor	múló	geç	múló	V;PROG;IND;SG;3;POS;INFM;PRS	
domuz	kismalac	domuz	kismalac		N;NOM;SG
domuz	sertéshús	domuz	sertéshús		N;NOM;SG
domuz	disznók	domuz	disznó		N;NOM;PL
domuz	sertések	domuz	sertés		N;NOM;PL
domuz	malacok	domuz	malac		N;NOM;PL
karakteristik	jellegzetes	karakteristik	jellegzetes	ADJ	
dal	dal	dal	dal		N;NOM;SG
dal	merülés	dal	merülés		N;NOM;SG
dal	ág	dal	ág		N;NOM;SG
dal	ág	dal	ág		N;NOM;SG
haklar	jogokkal	hak	jog	N;NOM;PL;3	N;INS;PL
iranlı	perzsa	iranlı	perzsa		N;NOM;SG
tasarımcısı	tervező	tasarımcı	tervező	N;NOM;SG;3	
koordinat	koordinálja	koordinat	koordinál	N;NOM;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
koordinat	koordináták	koordinat	koordinát	N;NOM;SG;3	N;NOM;PL
koordinat	koordinátákat	koordinat	koordináta	N;NOM;SG;3	N;ACC;PL
kosta	costa	kos	costa	PROPN;NOM;SG;3	
yak	égés	yak	égés		N;NOM;SG
yak	égni	yak	ég		V;NFIN;ACT
abi	testvér	abi	testvér		N;NOM;SG
komite	bizottság	komit	bizottság		N;NOM;SG
hills	dombok	hills	domb	PROPN;NOM;SG;3	N;NOM;PL
hills	hills	hills	hills	PROPN;NOM;SG;3	
abu	abu	abu	abu	PROPN;NOM;SG;3	
elçi	nagykövet	elçi	nagykövet		N;NOM;SG
ateşli	dögös	ateşli	dögös		N;NOM;SG
ateşli	dögös	ateşli	dögös		N;NOM;SG
kralları	királyok	kral	király	N;ACC;PL;3	N;NOM;PL
saygın	tekintélyes	saygın	tekintélyes		ADJ;NOM;SG
saygın	tiszteletreméltó	saygın	tiszteletreméltó		ADJ;NOM;SG
otomotiv	autóipari	otomotiv	autóipari		N;NOM;SG
otomotiv	autóipar	otomotiv	autóipar		N;NOM;SG
otomotiv	gépjármű	otomotiv	gépjármű		N;NOM;SG
takvim	naptár	takvim	naptár		N;NOM;SG
takvim	naptári	takvim	naptári		N;NOM;SG
takvim	naptárak	takvim	napta		N;NOM;PL
sistematik	módszeresen	sistematik	módszeres		ADJ;FRML;SG
sistematik	szisztematikusan	sistematik	szisztematikus		ADJ;FRML;SG
sistematik	szisztematikus	sistematik	szisztematikus		N;NOM;SG
basıldı	nyomtatott	basıl	nyomtatott		V;INDF;IND;SG;3;PST;FIN;ACT
basıldı	nyomott	basıl	nyomott		V;INDF;IND;SG;3;PST;FIN;ACT
sünnet	körülmetélés	sünnet	körülmetélés		N;NOM;SG
sünnet	fityma	sünnet	fityma		N;NOM;SG
fil	püspök	fil	püspök		N;NOM;SG
fil	elefántok	fil	elefánt		N;NOM;PL
seul	szöul	seul	szöul	PROPN;NOM;SG;3	N;NOM;SG
seul	szöulban	seul	szöul	PROPN;NOM;SG;3	N;IN+ESS;SG
sular	vizei	su	viz		N;NOM;PL
sular	vizek	su	víz		N;NOM;PL
silindi	törölve	sil	törölve	V;PFV;IND;SG;3;POS;PST;PASS	N;NOM;SG
silindi	törölt	sil	töröl	V;PFV;IND;SG;3;POS;PST;PASS	
geliştirildi	fejlett	geliş	fejlett	V;PFV;IND;SG;3;POS;PST;PASS	
geliştirildi	fejlesztett	geliş	fejlesztett	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
geliştirildi	kifejlesztett	geliş	kifejlesztett	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
geliştirildi	kidolgozott	geliş	kidolgozott	V;PFV;IND;SG;3;POS;PST;PASS	
lale	tulipán	lal	tulipán		N;NOM;SG
lale	tulipánok	lal	tulipán		N;NOM;PL
taşıyıcı	fuvarozó	taşıyıcı	fuvarozó		N;NOM;SG
taşıyıcı	szállító	taşıyıcı	szállító		ADJ;NOM;SG
taşıyıcı	transzporter	taşıyıcı	transzporter		N;NOM;SG
taşıyıcı	fuvarozó	taşıyıcı	fuvarozó		N;NOM;SG
taşıyıcı	szállító	taşıyıcı	szállító		ADJ;NOM;SG
taşıyıcı	hordozó	taşıyıcı	hordozó		ADJ;NOM;SG
hafıza	emlékek	hafız	emlék	N;NOM;SG;3	N;NOM;PL
alexandre	alexandre	alefandr	alexand	PROPN;NOM;SG;3	N;ON+ALL;SG
romeo	romeo	romeo	romeo		PROPN;NOM;SG
romeo	rómeó	romeo	rómeó		N;NOM;SG
amaçlar	célokat	amaç	cél	N;NOM;PL;3	N;ACC;PL
tarla	mezőket	tarla	mező		N;ACC;PL
tarla	mezők	tarla	mező		N;NOM;PL
tarla	földek	tarla	föld		N;NOM;PL
tarla	mező	tarla	mező		N;NOM;SG
tarla	mező	tarla	mező		N;NOM;SG
öldürülen	meggyilkolták	öl	meggyilkolta	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;DEF;IND;PL;3;PST;FIN;ACT
öldürülen	megölte	öl	megöl	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
öldürülen	meggyilkolt	öl	meggyilkolt	V;PFV;IND;POS;PRS;V.PTCP;PASS	
tutuklu	fogoly	tutuklu	fogoly		N;NOM;SG
tutuklu	elítélt	tutuklu	elítélt		V;INDF;IND;SG;3;PST;FIN;ACT
tutuklu	fogvatartott	tutuklu	fogvatartott		V;INDF;IND;SG;3;PST;FIN;ACT
tankı	tank	tankı	tank	N;NOM;SG;3	
saatlik	óránként	saatlik	óra		N;ABS;SG
saatlik	óránkénti	saatlik	óránként		N;NOM;SG
happy	boldogság	happy	boldogság		N;NOM;SG
bilgin	tudós	bilgin	tudós		N;NOM;SG
sağa	jobbra	sağ	jobbra		ADV
satır	vonalak	satır	vonal		N;NOM;PL
satır	sorok	satır	sor		N;NOM;PL
satır	vonal	satır	vonal		N;NOM;SG
satır	sort	satır	sor		N;ACC;SG
etkilenen	érintett	etkile	érintett	V;PFV;IND;POS;PRS;V.PTCP;PASS	
etkilenen	érintettek	etkile	érint	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
colorado	colorado	color	colorado	PROPN;NOM;SG;3	
danimarkalı	dán	danimarkalı	dán	ADJ	
danimarkalı	dane	danimarkalı	dane	ADJ	
danimarkalı	dán	danimarkalı	dán	ADJ	
dışarıya	kint	dışarı	kint	N;DAT;SG;3	
dışarıya	kívül	dışarı	kívül	N;DAT;SG;3	
yarın	holnap	yarın	holnap	N;NOM;SG;3	
tower	tower	tower	tower	N;NOM;SG;3	
alıntı	idézet	al	idézet		N;NOM;SG
alıntı	részlet	al	részlet		N;NOM;SG
alıntı	idézetek	al	idézet		N;NOM;PL
alıntı	idéz	al	idéz		V;INDF;IND;SG;3;PRS;FIN;ACT
alıntı	idézett	al	idézett		V;INDF;IND;SG;3;PST;FIN;ACT
alıntı	jegyzett	al	jegyzett		V;INDF;IND;SG;3;PST;FIN;ACT
alıntı	idézet	al	idézet		N;NOM;SG
ball	bál	ball	bál		N;NOM;SG
ball	labdát	ball	labda		N;ACC;SG
ball	golyó	ball	golyó		N;NOM;SG
ball	labda	ball	labda		N;NOM;SG
gülen	nevetve	gül	nevetve		ADV;V.CVB
gülen	nevet	gül	név		N;ACC;SG
gülen	nevetés	gül	nevetés		N;NOM;SG
panama	panamai	pana	panamai	PROPN;NOM;SG;3	N;NOM;SG
panama	panama	pana	panama	PROPN;NOM;SG;3	
sohbet	beszélgetést	sohbet	beszélgetés	N;NOM;SG;3	N;ACC;SG
sohbet	beszélgetni	sohbet	beszélget	N;NOM;SG;3	V;NFIN;ACT
sohbet	chat	sohbet	chat	N;NOM;SG;3	
yöneticileri	kezelők	yönetici	kezelő	N;NOM;PL;3	N;NOM;PL
yöneticileri	vezetők	yönetici	vezető	N;NOM;PL;3	N;NOM;PL
yöneticileri	adminisztrátorok	yönetici	adminisztrátor	N;NOM;PL;3	N;NOM;PL
değiştir	módosítható	değiş	módosítható		ADJ;NOM;SG
değiştir	módosítani	değiş	módosít		V;NFIN;ACT
değiştir	módosítás	değiş	módosítás		N;NOM;SG
değiştir	helyettesíteni	değiş	helyettesít		V;NFIN;ACT
değiştir	váltás	değiş	váltás		N;NOM;SG
değiştir	kapcsoló	değiş	kapcsoló		N;NOM;SG
değiştir	kapcsolót	değiş	kapcsoló		N;ACC;SG
değiştir	változás	değiş	változás		N;NOM;SG
değiştir	változtatás	değiş	változtatás		N;NOM;SG
değiştir	megváltozott	değiş	megváltozott		V;INDF;IND;SG;3;PST;FIN;ACT
değiştir	változások	değiş	változás		N;NOM;PL
soğan	hagymát	soğ	hagyma	N;NOM;SG;3	N;ACC;SG
soğan	hagymát	soğ	hagyma	N;NOM;SG;3	N;ACC;SG
dizel	dízel	dizel	dízel		N;NOM;SG
dizel	diesel	dizel	diesel		N;NOM;SG
dizel	gázolaj	dizel	gázolaj		N;NOM;SG
dizayn	tervezési	dizayn	tervezési	N;NOM;SG;3	ADJ;NOM;SG
dizayn	design	dizayn	design	N;NOM;SG;3	
dizayn	tervezett	dizayn	tervezett	N;NOM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
dizayn	megtervezett	dizayn	megtervezett	N;NOM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
tepkiler	válaszokat	tepki	válasz	N;NOM;PL;3	N;ACC;PL
felipe	felipe	fel	félip	PROPN;NOM;SG;3	N;NOM;SG
haç	kereszt	haç	kereszt		N;NOM;SG
jel	zselé	jel	zselé		N;NOM;SG
jel	gél	jel	gél		N;NOM;SG
muhafazakar	konzervatívok	muhafazak	konzervatív	ADJ	N;NOM;PL
muhafazakar	konzervatív	muhafazak	konzervatív	ADJ	
düşünerek	gondolkodás	düşün	gondolkodás	V;PFV;IND;POS;PRS;V.CVB	N;NOM;SG
düşünerek	gondolkodó	düşün	gondolkodó	V;PFV;IND;POS;PRS;V.CVB	
rejim	diéta	rejim	diéta		N;NOM;SG
rejim	étrend	rejim	étrend		N;NOM;SG
rejim	diétás	rejim	diétás		N;NOM;SG
rejim	diéta	rejim	diéta		N;NOM;SG
rejim	rezsim	rejim	rezsim		N;NOM;SG
çiftçi	farmerek	çiftçi	farmer		N;NOM;PL
çiftçi	gazdálkodók	çiftçi	gazdálkodó		N;NOM;PL
çiftçi	gazdák	çiftçi	gazda		N;NOM;PL
çiftçi	gazdálkodó	çiftçi	gazdálkodó		N;NOM;SG
belgesi	tanúsítványok	belge	tanúsítvány		N;NOM;PL
belgesi	igazolás	belge	igazolás		N;NOM;SG
belgesi	tanúsítvány	belge	tanúsítvány		N;NOM;SG
belgesi	tanúsítványt	belge	tanúsítvány		N;ACC;SG
belgesi	bizonyítvány	belge	bizonyítvány		N;NOM;SG
monica	monica	monica	monica	PROPN;NOM;SG;3	
monica	mónika	monica	mónika	PROPN;NOM;SG;3	N;NOM;SG
önerilen	ajánlott	öner	ajánl	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
önerilen	javasolt	öner	javasolt	V;PFV;IND;POS;PRS;V.PTCP;PASS	
önerilen	ajánlotta	öner	ajánl	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
önerilen	ajánlott	öner	ajánl	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
önerilen	javasolt	öner	javasolt	V;PFV;IND;POS;PRS;V.PTCP;PASS	
önerilen	javasolt	öner	javasolt	V;PFV;IND;POS;PRS;V.PTCP;PASS	
gösterim	megjelenés	göster	megjelenés		N;NOM;SG
gösterim	megjelenések	göster	megjelenés		N;NOM;PL
gösterim	benyomás	göster	benyomás		N;NOM;SG
gösterim	szűrés	göster	szűrés		N;NOM;SG
gösterim	vetítés	göster	vetítés		N;NOM;SG
gösterim	benyomást	göster	benyomás		N;ACC;SG
gösterim	benyomás	göster	benyomás		N;NOM;SG
paolo	paolo	paolo	paolo	PROPN;NOM;SG;3	
bahsedilen	említett	bahset	említett	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
somali	szomália	somali	szomália		N;NOM;SG
somali	szomáliai	somali	szomáliai		ADJ;NOM;SG
somali	szomália	somali	szomália		N;NOM;SG
somali	szomáliai	somali	szomáliai		ADJ;NOM;SG
çevrildi	lefordított	çevir	lefordított	V;PFV;IND;SG;3;POS;PST;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
sina	sinai	sina	sinai		N;NOM;SG
sina	sina	sina	sina		PROPN;NOM;SG
birey	egyén	birey	egyén		N;NOM;SG
adaylar	jelöléseket	aday	jelölés	N;NOM;PL;3	N;ACC;PL
adaylar	kérelmező	aday	kérelmező	N;NOM;PL;3	N;NOM;SG
face	arcát	face	arca		N;ACC;SG
face	arc	face	arc		N;NOM;SG
face	arca	face	az		N;NOM;SG
çevrimiçi	interneten	çevrimiçi	internet	N;NOM;SG;3	N;ON+ESS;SG
çevrimiçi	online	çevrimiçi	online	N;NOM;SG;3	
üyelik	tagsági	üyelik	tagsági	N;NOM;SG;3	ADJ;NOM;SG
aniden	hirtelen	aniden	hirtelen	ADV	
aniden	hirtelen	aniden	hirtelen	ADV	
janeiro	janeiro	janeiro	janeiro	PROPN;NOM;SG;3	V;DEF;IND;SG;3;PRS;FIN;ACT
garanti	garantáltan	garanti	garantált	N;NOM;SG;3	ADJ;FRML;SG
garanti	garantált	garanti	garantált	N;NOM;SG;3	V;INDF;IND;SG;3;PST;FIN;ACT
emirlikleri	emírségek	emirlik	emírség	N;ACC;PL;3	N;NOM;PL
lojistik	logisztikai	lojistik	logisztikai		ADJ;NOM;SG
lojistik	logisztikai	lojistik	logisztikai		ADJ;NOM;SG
avrasya	eurázsiai	avrasya	eurázsiai		ADJ;NOM;SG
kargo	rakomány	kargo	rakomány		N;NOM;SG
kargo	szállítmány	kargo	szállítmány		N;NOM;SG
kargo	rakomány	kargo	rakomány		N;NOM;SG
kargo	hajózás	kargo	hajózás		N;NOM;SG
kargo	szállítás	kargo	szállítás		N;NOM;SG
kargo	hajózási	kargo	hajózási		ADJ;NOM;SG
speed	sebesség	speed	sebesség		N;NOM;SG
speed	fordulatszám	speed	fordulatszám		N;NOM;SG
speed	gyorsaság	speed	gyorsaság		N;NOM;SG
şüphe	kétely	şüphe	kétely		N;NOM;SG
şüphe	kétséges	şüphe	kétséges		ADJ;NOM;SG
şüphe	kétségek	şüphe	kétség		N;NOM;PL
şüphe	kétségei	şüphe	kétség		N;NOM;PL
şüphe	kétely	şüphe	kétely		N;NOM;SG
şüphe	kétségek	şüphe	kétség		N;NOM;PL
belçikalı	belga	belçikalı	belga	PROPN;NOM;SG;3	
sheffield	sheffield	sheffield	sheffield	PROPN;NOM;SG;3	N;NOM;SG
parçacıklar	részecske	parçacık	részecske	N;NOM;PL;3	N;NOM;SG
çalışıyor	dolgozó	çalış	dolgozó	V;PROG;IND;SG;3;POS;INFM;PRS	ADJ;NOM;SG
çalışıyor	dolgozom	çalış	dolgozik	V;PROG;IND;SG;3;POS;INFM;PRS	V;INDF;IND;SG;1;PRS;FIN;ACT
çalışıyor	dolgozok	çalış	dolgozik	V;PROG;IND;SG;3;POS;INFM;PRS	V;INDF;IND;SG;1;PRS;FIN;ACT
dağınık	rendetlen	dağınık	rendetlen		ADJ;NOM;SG
doruk	csúcsok	doruk	csúcsok		N;NOM;PL
susan	susant	sus	susant		N;ACC;SG
susan	susan	sus	susan		N;NOM;SG
michelle	michelle	michel	michelle		N;NOM;SG
oslo	oslo	oslo	oslo	PROPN;NOM;SG;3	PROPN;NOM;SG
dansçı	táncos	dansçı	táncos		N;NOM;SG
dansçı	táncosnő	dansçı	táncosnő		N;NOM;SG
far	fényszóró	far	fényszóró		N;NOM;SG
dedektif	nyomozó	dedek	nyomozó		N;NOM;SG
dedektif	detektív	dedek	detektív		N;NOM;SG
yakınındaki	közel	yakınındaki	közel	ADJ;ESS;SG;3	
saklı	elrejtve	saklı	elrejtve		ADV;V.CVB
saklı	elrejtett	saklı	elrejtett		V;INDF;IND;SG;3;PST;FIN;ACT
faaliyetler	tevékenység	faaliyet	tevékenység	N;NOM;PL;3	N;NOM;SG
bileşik	kompozit	bileşik	kompozit		N;NOM;SG
bileşik	összetett	bileşik	összetett		V;INDF;IND;SG;3;PST;FIN;ACT
bileşik	összetett	bileşik	összetett		V;INDF;IND;SG;3;PST;FIN;ACT
bileşik	vegyület	bileşik	vegyület		N;NOM;SG
jessica	jessica	jessica	jessica		N;NOM;SG
express	express	express	express	PROPN;NOM;SG;3	
express	expressz	express	expressz	PROPN;NOM;SG;3	N;NOM;SG
yasaları	jogszabályok	yasa	jogszabály	N;NOM;PL;3	N;NOM;PL
yasaları	törvényeket	yasa	törvény	N;NOM;PL;3	N;ACC;PL
yasaları	törvények	yasa	törvény	N;NOM;PL;3	N;NOM;PL
jefferson	jefferson	jefferson	jeffers	PROPN;NOM;SG;3	
rejimi	rezsim	rejim	rezsim	N;ACC;SG;3	N;NOM;SG
berkeley	berkeley	berkeley	berkeley	PROPN;NOM;SG;3	
tuhaf	különös	tuhaf	különös	N;NOM;SG;3	
tuhaf	furcsa	tuhaf	furcsa	N;NOM;SG;3	
tuhaf	dilis	tuhaf	dilis	N;NOM;SG;3	
tuhaf	fura	tuhaf	fura	N;NOM;SG;3	
tuhaf	furcsa	tuhaf	furcsa	N;NOM;SG;3	
tuhaf	páratlan	tuhaf	páratlan	N;NOM;SG;3	
tuhaf	furcsa	tuhaf	furcsa	N;NOM;SG;3	
tuhaf	bizarr	tuhaf	bizarr	N;NOM;SG;3	ADJ;NOM;SG
şüpheli	feltételezett	şüpheli	feltételezett		V;INDF;IND;SG;3;PST;FIN;ACT
şüpheli	gyanúsított	şüpheli	gyanúsított		V;INDF;IND;SG;3;PST;FIN;ACT
şüpheli	gyanúsítottak	şüpheli	gyanúsít		V;INDF;IND;PL;3;PST;FIN;ACT
şüpheli	gyanúsított	şüpheli	gyanúsított		V;INDF;IND;SG;3;PST;FIN;ACT
şüpheli	kétséges	şüpheli	kétséges		ADJ;NOM;SG
oregon	oregon	oregon	oregon	PROPN;NOM;SG;3	
basket	kosár	basket	kosár	N;NOM;SG;3	
basket	kosár	basket	kosár	N;NOM;SG;3	
aaron	áron	aaron	ár		N;ON+ESS;SG
açı	szög	aç	szög		N;NOM;SG
anma	megemlékezés	an	megemlékezés		N;NOM;SG
anma	emlékezés	an	emlékezés		N;NOM;SG
anma	megemlékezés	an	megemlékezés		N;NOM;SG
anma	memorial	an	memorial		N;NOM;SG
anma	emlékmű	an	emlékmű		N;NOM;SG
anma	megemlékezés	an	megemlékezés		N;NOM;SG
gustav	gustav	gustav	gustav	PROPN;NOM;SG;3	
insani	humanitárius	insani	humanitárius		ADJ;NOM;SG
insani	ember	insani	ember		N;NOM;SG
camp	camp	camp	camp	N;NOM;SG;3	
evil	gonoszság	evil	gonoszság		N;NOM;SG
toulouse	toulouse	toulouse	toulous	PROPN;NOM;SG;3	
toplar	ágyú	top	ágyú		N;NOM;SG
toplar	tökös	top	tökös		N;NOM;SG
toplar	golyók	top	golyó		N;NOM;PL
toplar	ágyúk	top	ágyúk		N;NOM;PL
toplar	ágyúkat	top	ágyúkat		N;ACC;SG
abhazya	abházia	abhazya	abházia	N;NOM;SG;3	PROPN;NOM;SG
kabilesi	törzs	kabile	törzs	N;NOM;SG;3	N;NOM;SG
rafael	raphael	rafael	raphael	PROPN;NOM;SG;3	
rafael	rafael	rafael	rafael	PROPN;NOM;SG;3	
khan	kahn	khan	kahn		PROPN;NOM;SG
khan	kán	khan	kán		N;NOM;SG
temsilcileri	képviselők	temsilci	képviselő	N;NOM;PL;3	N;NOM;PL
yetki	engedélyezés	yetki	engedélyezés		N;NOM;SG
yetki	felhatalmazás	yetki	felhatalmazás		N;NOM;SG
yetki	hatóság	yetki	hatóság		N;NOM;SG
yetki	engedélyezés	yetki	engedélyezés		N;NOM;SG
yetki	felhatalmazás	yetki	felhatalmazás		N;NOM;SG
yetki	engedélyezett	yetki	engedélyezett		V;INDF;IND;SG;3;PST;FIN;ACT
yetki	engedélyezve	yetki	engedélyezve		ADV;V.CVB
söğüt	fűz	söğüt	fűz		V;INDF;IND;SG;3;PRS;FIN;ACT
mezarlık	temetőben	mezarlık	temető	N;NOM;SG;3	N;IN+ESS;SG
mezarlık	temetőben	mezarlık	temető	N;NOM;SG;3	N;IN+ESS;SG
sakinleri	lakói	sakin	lakó	N;ACC;PL;3	N;NOM;PL
sakinleri	lakók	sakin	lakó	N;ACC;PL;3	N;NOM;PL
sakinleri	lakosok	sakin	lakos	N;ACC;PL;3	N;NOM;PL
mekan	helyszín	mekan	helyszín		N;NOM;SG
ceo	vezérigazgató	ceo	vezérigazgató		N;NOM;SG
detayları	részletek	detay	részlet	N;NOM;PL;3	N;NOM;PL
detayları	részleteket	detay	részlet	N;NOM;PL;3	N;ACC;PL
halı	szőnyegen	hal	szőnyeg	N;NOM;SG;3	N;ON+ESS;SG
lens	objektív	lens	objektív		N;NOM;SG
lens	lencse	lens	lencs		N;NOM;SG
hubble	hubble	hubble	hubble		N;NOM;SG
sıkıntısı	unalom	sıkıntı	unalom	N;NOM;SG;3	N;NOM;SG
sıkıntısı	hiány	sıkıntı	hiány	N;NOM;SG;3	
amaçları	célkitűzések	amaç	célkitűzés	N;ACC;PL;3	N;NOM;PL
amaçları	célok	amaç	cél	N;ACC;PL;3	N;NOM;PL
teker	volán	teker	volán		N;NOM;SG
teker	kereket	teker	kerek		N;ACC;SG
teker	kerék	teker	kerék		N;NOM;SG
izleyici	megjelenítő	izleyici	megjelenítő		ADJ;NOM;SG
izleyici	célközönség	izleyici	célközönség		N;NOM;SG
izleyici	közönség	izleyici	közönség		N;NOM;SG
saldırgan	ellenséges	saldırgan	ellenséges		ADJ;NOM;SG
saldırgan	ellenség	saldırgan	ellenség		N;NOM;SG
dörtlü	kvartett	dörtlü	kvartett		V;INDF;IND;SG;3;PST;FIN;ACT
proton	protonok	proton	proton		N;NOM;PL
proton	proton	proton	proton		N;NOM;SG
