से	din	से	din		ADP;ACC
गोला	sfera	गोला	sferă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
गोला	sfera	गोला	sferă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
उत्तेजना	excitare	उत्तेजना	excitare	N;NOM;FEM;SG;3	N;INDF;FEM;SG
उत्तेजना	furore	उत्तेजना	furore	N;NOM;FEM;SG;3	
अमृता	amrita	अमृता	amrita	PROPN;NOM;FEM;SG;3	N;DEF;FEM;SG
गेट्स	gates	गेट्स	gates	PROPN;NOM;MASC;SG;3	PROPN
गेट्स	portile	गेट्स	port	PROPN;NOM;MASC;SG;3	N;DEF;FEM;PL
गेट्स	porti	गेट्स	porti	PROPN;NOM;MASC;SG;3	
गेट्स	porti	गेट्स	porti	PROPN;NOM;MASC;SG;3	
विमानन	aviatiei	विमानन	aviatie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विमानन	aviatie	विमानन	aviatie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
संचय	cache	संचय	cachă		N;INDF;MASC;SG
डैनियल	daniel	डैनियल	daniel	PROPN;NOM;MASC;SG;3	PROPN
वायरलेस	wireless	वायरलेस	wireless	N;NOM;MASC;SG;3	PROPN
फिलाडेल्फिया	philadelphia	फिलाडेल्फिया	philadelphie	PROPN;NOM;MASC;SG;3	PROPN
टुकड़ा	bucata	टुकडा	bucată	N;NOM;MASC;SG;3	N;DEF;FEM;SG
टुकड़ा	piesa	टुकडा	piesă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
टुकड़ा	bucata	टुकडा	bucată	N;NOM;MASC;SG;3	N;DEF;FEM;SG
टुकड़ा	felie	टुकडा	felie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
स्पैनिश	spaniola	स्पैनिश	spaniolă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
स्पैनिश	spanioli	स्पैनिश	spaniol	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;PL
स्पैनिश	spaniola	स्पैनिश	spaniolă	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
स्पैनिश	spaniol	स्पैनिश	spaniol	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
अपोलो	apollo	अपोलो	apollo	N;NOM;MASC;SG;3	PROPN
गोरखा	gurkha	गोरखा	gurkha	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एफबीआई	fbi	एफबीआई	fbă	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कैमरून	camerun	कैमरून	camerun	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
हाइब्रिड	hibrizi	हाइब्रिड	hibridă	N;NOM;MASC;SG;3	N;INDF;MASC;PL
हाइब्रिड	hibride	हाइब्रिड	hibrid	N;NOM;MASC;SG;3	N;INDF;FEM;PL
हाइब्रिड	hibrizii	हाइब्रिड	hibrizie	N;NOM;MASC;SG;3	N;DEF;MASC;PL
बलात्कार	violuri	बलात्कार	viol	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बलात्कार	rapita	बलात्कार	rapita	N;NOM;MASC;SG;3	N;DEF;FEM;SG
बलात्कार	violul	बलात्कार	viol	N;NOM;MASC;SG;3	N;DEF;MASC;SG
संतोष	satisfactie	संतोष	satisfactie	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रोलिंग	rolling	रोलिंग	rolling	PROPN;NOM;MASC;SG;3	PROPN
रोलिंग	rulare	रोलिंग	rulare	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रोलिंग	laminare	रोलिंग	laminar	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
रोलिंग	rowling	रोलिंग	rowling	PROPN;NOM;MASC;SG;3	PROPN
सजावट	decoratiuni	सजावट	decoratiune	N;NOM;FEM;SG;3	N;INDF;FEM;PL
टेरी	terry	टेरी	terry	PROPN;NOM;MASC;SG;3	PROPN
कैफीन	cafeina	कैफीन	cafeină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कैफीन	cofeina	कैफीन	cofeina	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कैफीन	cofeina	कैफीन	cofeina	N;NOM;MASC;SG;3	N;DEF;FEM;SG
अस्थिर	capricios	अस्थिर	capricios		ADJ;INDF;MASC;SG
अस्थिर	capricioasa	अस्थिर	capricios		ADJ;DEF;FEM;SG
अस्थिर	instabil	अस्थिर	instabil		ADJ;INDF;MASC;SG
अस्थिर	instabila	अस्थिर	instabil		ADJ;DEF;FEM;SG
अस्थिर	instabile	अस्थिर	instabil		ADJ;INDF;FEM;PL
राख	cenusa	राख	cenusa		N;DEF;FEM;SG
राख	cenusa	राख	cenusa		N;DEF;FEM;SG
राख	ash	राख	ash		N;INDF;MASC;SG
राख	cenusa	राख	cenusa		N;DEF;FEM;SG
संकुचन	compresie	संकुचन	compresie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
पार्टियों	parti	पार्टी	parti	N;ACC;FEM;PL;3	
पार्टियों	partidele	पार्टी	partid	N;ACC;FEM;PL;3	N;DEF;FEM;PL
इन्टरनेट	intrerupe	इन्टरनेट	intrerupe	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
इन्टरनेट	intrerupere	इन्टरनेट	intrerupere	N;NOM;MASC;SG;3	N;INDF;FEM;SG
इन्टरनेट	internetul	इन्टरनेट	internet	N;NOM;MASC;SG;3	N;DEF;MASC;SG
जीवंत	vibranta	जीवंत	vibrantă	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
जीवंत	vioi	जीवंत	vioi	N;NOM;MASC;SG;3	
शोक	jale	शोक	jale	N;NOM;MASC;SG;3	
उपसर्ग	prefixul	उपसर्ग	prefix	N;NOM;MASC;SG;3	N;DEF;MASC;SG
दिलचस्प	interesant	दिलचस्प	interesant	ADJ	ADV
संयम	retinere	संयम	retinere		N;INDF;FEM;SG
संयम	sobrietate	संयम	sobrietate		N;INDF;FEM;SG
आँखें	ochii	आँख	ochi	N;NOM;FEM;PL;3	N;DEF;MASC;PL
कच्चा	raw	कच्चा	raw	ADJ;NOM;MASC;SG	
पुनर्गठन	reorganizarea	पुनर्गठन	reorganizare	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पुनर्गठन	reorganizare	पुनर्गठन	reorganizare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
शाप	blestem	शाप	blea		N;INDF;MASC;SG
शाप	blestemul	शाप	blestem		N;DEF;MASC;SG
कैपिटल	capitoliu	कैपिटल	capitoliu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
वैवाहिक	matrimoniale	वैवाहिक	matrimonial	PROPN;NOM;MASC;SG;3	N;INDF;FEM;PL
बास	bas	बास	bas	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
बास	bass	बास	bass	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
घुटने	genunchiul	घुटना	genunchi	N;NOM;MASC;SG;3	N;DEF;MASC;SG
घुटने	genunchi	घुटना	genunchi	N;NOM;MASC;SG;3	N;INDF;MASC;PL
अपराधियों	infractorii	अपराधी	infractor	N;ACC;MASC;PL;3	N;DEF;MASC;PL
अपराधियों	criminalii	अपराधी	criminal	N;ACC;MASC;PL;3	N;DEF;MASC;PL
अपराधियों	criminalilor	अपराधी	criminal	N;ACC;MASC;PL;3	N;DEF;MASC;PL
जीती	won	जीत	won	V;PFV;FEM;SG;V.PTCP;ACT	PROPN
जीती	castigat	जीत	castigat	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
जादुई	magice	जादुई	magic		ADJ;INDF;FEM;PL
जादुई	magic	जादुई	magic		ADJ;INDF;MASC;SG
जादुई	magica	जादुई	magică		ADJ;DEF;FEM;SG
पोर्टलैंड	portland	पोर्टलैंड	portland	PROPN;NOM;MASC;SG;3	PROPN
सितारे	staruri	सितारा	star	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सितारे	stelele	सितारा	stea	N;NOM;MASC;SG;3	N;DEF;FEM;PL
सितारे	stele	सितारा	stea	N;NOM;MASC;SG;3	N;INDF;FEM;PL
डीजल	motorina	डीजल	motorină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
डीजल	motorina	डीजल	motorină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
तेरह	thirteen	तेरह	thirteen	NUM	PROPN
स्पिन	invarte	स्पिन	invartă	N;NOM;MASC;SG;3	V;IND;SG;3;PRS;FIN
स्पिन	rotire	स्पिन	rotire	N;NOM;MASC;SG;3	N;INDF;FEM;SG
स्पिन	halbe	स्पिन	halb	N;NOM;MASC;SG;3	N;INDF;FEM;PL
फ्रैंकफर्ट	frankfurt	फ्रैंकफर्ट	frankfurt	N;NOM;MASC;SG;3	PROPN
गिने	numarate	गिन	numarate	V;MASC;SG;FIN;ACT	ADJ;INDF;FEM;PL
गिने	numerotate	गिन	numerotate	V;MASC;SG;FIN;ACT	ADJ;INDF;FEM;PL
गिने	numarate	गिन	numarate	V;MASC;SG;FIN;ACT	ADJ;INDF;FEM;PL
स्टेज	etape	स्टेज	etapă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
स्टेज	etapele	स्टेज	etapă	N;NOM;MASC;SG;3	N;DEF;FEM;PL
स्टेज	etapa	स्टेज	etapă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
स्टेज	etapa	स्टेज	etapă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
स्टेज	stadiul	स्टेज	stadiu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
निष्ठा	daruire	निष्ठा	daruire	N;NOM;FEM;SG;3	N;INDF;FEM;SG
निष्ठा	sincer	निष्ठा	sincer	N;NOM;FEM;SG;3	ADV
निष्ठा	devotamentul	निष्ठा	devotament	N;NOM;FEM;SG;3	N;DEF;MASC;SG
इंटरफ़ेस	interfata	इंटरफ़ेस	interfată	N;NOM;MASC;SG;3	N;DEF;FEM;SG
इंटरफ़ेस	interfata	इंटरफ़ेस	interfată	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ऑप्टिकल	optice	ऑप्टिकल	optic	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
ऑप्टिकल	optica	ऑप्टिकल	optic	N;NOM;MASC;SG;3	N;DEF;FEM;SG
ऑप्टिकल	optic	ऑप्टिकल	optic	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
साँस	respira	साँस	respira		V;IND;SG;3;IPFV;FIN
साँस	respira	साँस	respira		V;IND;SG;3;IPFV;FIN
साँस	respiratie	साँस	respiratie		N;INDF;FEM;SG
साँस	respiratie	साँस	respiratie		N;INDF;FEM;SG
साँस	respiratie	साँस	respiratie		N;INDF;FEM;SG
साँस	respirand	साँस	respira		ADJ;INDF;MASC;SG
साँस	respiratie	साँस	respiratie		N;INDF;FEM;SG
स्विट्ज़रलैंड	elvetia	स्विट्ज़रलैंड	elvetia	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
स्विट्ज़रलैंड	elvetia	स्विट्ज़रलैंड	elvetia	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
स्विट्ज़रलैंड	elvetia	स्विट्ज़रलैंड	elvetia	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
दीप	adanc	दीप	adanc	PROPN;NOM;MASC;SG;3	
दीप	profund	दीप	profund	PROPN;NOM;MASC;SG;3	ADV
दीप	adanca	दीप	adanca	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
दीप	adanc	दीप	adanc	PROPN;NOM;MASC;SG;3	
ग़लत	gresit	ग़लत	gresit		ADJ;INDF;MASC;SG
ग़लत	gresit	ग़लत	gresit		ADJ;INDF;MASC;SG
ग़लत	eronata	ग़लत	eronată		ADJ;DEF;FEM;SG
ग़लत	eronat	ग़लत	eronat		ADJ;INDF;MASC;SG
ग़लत	eronate	ग़लत	erona		ADJ;INDF;FEM;PL
निकालकर	indepartarea	निकाल	indepartare	V;V.CVB	N;DEF;FEM;SG
बंधक	ostatici	बंधक	ostatic	N;NOM;MASC;SG;3	N;INDF;MASC;PL
बंधक	ipoteca	बंधक	ipotecă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
बंधक	ipotecare	बंधक	ipotecare	N;NOM;MASC;SG;3	N;INDF;FEM;SG
बंधक	ipoteca	बंधक	ipotecă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
एंटीबॉडी	anticorpi	एंटीबॉडी	anticorp	PROPN;NOM;MASC;SG;3	N;INDF;MASC;PL
पटल	panoul	पटल	panou	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्रत्यारोपण	transplantul	प्रत्यारोपण	transplant	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्रत्यारोपण	transplantul	प्रत्यारोपण	transplant	N;NOM;MASC;SG;3	N;DEF;MASC;SG
कर्मियों	personal	कर्मी	personal	N;ACC;MASC;PL;3	ADV
कर्मियों	personalul	कर्मी	personal	N;ACC;MASC;PL;3	N;DEF;MASC;SG
साठ	sixty	साठ	sixty		N;INDF;MASC
लैंड	teren	लैंड	teren		N;INDF;MASC;SG
लैंड	terenuri	लैंड	teren		N;INDF;FEM;PL
लैंड	land	लैंड	land		N;INDF;MASC;SG
वियना	viena	वियना	viena	PROPN;NOM;MASC;SG;3	PROPN
वियना	vienna	वियना	viennă	PROPN;NOM;MASC;SG;3	PROPN
ज़रूर	sigur	जारूर	sigur	CONJ	ADV
कॉमन्स	commons	कॉमन्स	commons	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
उपनिषद्	upanishad	उपनिषद्	upanishad	N;NOM;MASC;SG;3	PROPN
सीनियर	seniori	सीनियर	senior	N;NOM;MASC;SG;3	N;INDF;MASC;PL
आभूषण	bijuterie	आभूषण	bijuterie	N;NOM;MASC;PL;3	N;INDF;FEM;SG
आभूषण	bijuteriile	आभूषण	bijuterie	N;NOM;MASC;PL;3	N;DEF;FEM;PL
आभूषण	bijuterie	आभूषण	bijuterie	N;NOM;MASC;PL;3	N;INDF;FEM;SG
आभूषण	bijuteriile	आभूषण	bijuterie	N;NOM;MASC;PL;3	N;DEF;FEM;PL
लड़ाकू	luptatorul	लड़ाकू	luptator	N;NOM;MASC;SG;3	N;DEF;MASC;SG
बेसिन	bazinul	बेसिन	bazin	N;NOM;MASC;SG;3	N;DEF;MASC;SG
नानक	nanak	नानक	nanak	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
चार्टर	carta	चार्टर	cartă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
चार्टर	carta	चार्टर	cartă	N;NOM;MASC;SG;3	N;DEF;FEM;SG
उत्प्रेरक	catalizatorul	उत्प्रेरक	catalizator	N;NOM;MASC;SG;3	N;DEF;MASC;SG
हर्ष	aspra	हर्ष	aspra	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
हर्ष	aspru	हर्ष	aspru	PROPN;NOM;MASC;SG;3	ADV
कठोरता	rigiditate	कठोरता	rigiditate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
कठोरता	duritate	कठोरता	duritate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
तीर	sageata	तीर	sageat	N;NOM;MASC;SG;3	N;DEF;FEM;SG
तीर	sageata	तीर	sageat	N;NOM;MASC;SG;3	N;DEF;FEM;SG
तीर	sageata	तीर	sageat	N;NOM;MASC;SG;3	N;DEF;FEM;SG
फिनलैंड	finlanda	फिनलैंड	finlanda	PROPN;NOM;MASC;SG;3	PROPN
स्टेम	tulpina	स्टेम	tulpină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
पोलिश	poloneze	पोलिश	polonez	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
पोलिश	poloneza	पोलिश	polonez	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
पोलिश	polonez	पोलिश	polonez	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
जनजातियों	triburile	जनजाति	trib	N;ACC;FEM;PL;3	N;DEF;FEM;PL
डेक	punte	डेक	punte	N;NOM;MASC;SG;3	N;INDF;FEM;SG
डेक	puntea	डेक	puntea	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आपातकाल	urgenta	आपातकाल	urgent	N;NOM;MASC;SG;3	N;DEF;FEM;SG
आपातकाल	urgenta	आपातकाल	urgent	N;NOM;MASC;SG;3	N;DEF;FEM;SG
टिम	tim	टिम	tim	PROPN;NOM;MASC;SG;3	PROPN
खानों	minele	खाना	mină	N;ACC;MASC;PL;3	N;DEF;FEM;PL
ओवेन	owen	ओवेन	owen	PROPN;NOM;MASC;SG;3	PROPN
प्रागैतिहासिक	preistorice	प्रागैतिहासिक	preistoric	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
प्रागैतिहासिक	preistoric	प्रागैतिहासिक	preistoric	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
इरादे	intentie	इरादा	intentie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
इरादे	intentia	इरादा	intentie	N;NOM;MASC;SG;3	N;DEF;FEM;SG
इरादे	intentie	इरादा	intentie	N;NOM;MASC;SG;3	N;INDF;FEM;SG
लेग	piciorul	लेग	picior	N;NOM;MASC;SG;3	N;DEF;MASC;SG
अवधारणाओं	conceptele	अवधारणा	concept	N;ACC;FEM;PL;3	N;DEF;FEM;PL
प्रोफ़ाइल	profilul	प्रोफ़ाइल	profil	N;NOM;MASC;SG;3	N;DEF;MASC;SG
प्रोफ़ाइल	profile	प्रोफ़ाइल	profă	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रोफ़ाइल	profiluri	प्रोफ़ाइल	profil	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रोफ़ाइल	profilurile	प्रोफ़ाइल	profil	N;NOM;MASC;SG;3	N;DEF;FEM;PL
घृणा	urii	घृणा	ură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
घृणा	ura	घृणा	ură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
घृणा	ura	घृणा	ură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
घृणा	urasc	घृणा	urasc	N;NOM;FEM;SG;3	V;IND;SG;1;PRS;FIN
घृणा	ura	घृणा	ură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
घृणा	ura	घृणा	ură	N;NOM;FEM;SG;3	N;DEF;FEM;SG
एंड्रयू	andrew	एंड्रयू	andrew	PROPN;NOM;MASC;SG;3	PROPN
मसाला	spice	मसाला	spice	N;NOM;MASC;SG;3	
मल्होत्रा	malhotra	मल्होत्रा	malhotra	PROPN;NOM;SG;3	PROPN
मूल्यवान	valoroase	मूल्यवान	valoros	PROPN;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
मूल्यवान	valoroasa	मूल्यवान	valoros	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
मूल्यवान	valoroasa	मूल्यवान	valoros	PROPN;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
मूल्यवान	valoros	मूल्यवान	valoros	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
चिकन	gaina	चिकन	gaină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
चिकन	pui	चिकन	pune	N;NOM;MASC;SG;3	
चिकन	gaina	चिकन	gaină	N;NOM;MASC;SG;3	N;DEF;FEM;SG
कुवैत	kuweit	कुवैत	kuweit	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
विकलांग	dezactivate	विकलांग	dezactiva	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
विकलांग	dezactivata	विकलांग	dezactivat	N;NOM;MASC;SG;3	N;DEF;FEM;SG
विकलांग	dezactivat	विकलांग	dezactiva	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
विकलांग	handicapat	विकलांग	handicapat	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
संकीर्ण	ingusta	संकीर्ण	ingusta		ADJ;DEF;FEM;SG
संकीर्ण	restrange	संकीर्ण	restrange		V;IND;SG;3;PRS;FIN
संकीर्ण	ingust	संकीर्ण	ingust		ADJ;INDF;MASC;SG
समझी	considerata	समझ	considerat	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
समझी	considerate	समझ	considerat	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
समझी	considerata	समझ	considerat	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;DEF;FEM;SG
समझी	considerat	समझ	considerat	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
विशेषाधिकार	privilegiul	विशेषाधिकार	privilegiu	N;NOM;MASC;SG;3	N;DEF;MASC;SG
विशेषाधिकार	privilegiate	विशेषाधिकार	privilegia	N;NOM;MASC;SG;3	ADJ;INDF;FEM;PL
विशेषाधिकार	privilegiat	विशेषाधिकार	privilegiat	N;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
विशेषाधिकार	privilegiata	विशेषाधिकार	privilegiat	N;NOM;MASC;SG;3	ADJ;DEF;FEM;SG
रोमांस	romantism	रोमांस	romantism	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विनय	vinay	विनय	vinay	PROPN;NOM;MASC;SG;3	
कार्यक्षमता	functionalitate	कार्यक्षमता	functionalitate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
मानों	valorile	मान	valoare	N;ACC;MASC;PL;3	N;DEF;FEM;PL
पतंजलि	patanjali	पतंजलि	patanjal		N;INDF;MASC;PL
सामर्थ्य	putere	सामर्थ्य	putere		N;INDF;FEM;SG
सामर्थ्य	puterea	सामर्थ्य	putere		N;DEF;FEM;SG
सामर्थ्य	forta	सामर्थ्य	forta		N;DEF;FEM;SG
सामर्थ्य	potential	सामर्थ्य	potential		ADJ;INDF;MASC;SG
सामर्थ्य	potentialul	सामर्थ्य	potential		N;DEF;MASC;SG
सामर्थ्य	potential	सामर्थ्य	potential		ADJ;INDF;MASC;SG
सामर्थ्य	capacitati	सामर्थ्य	capacitati		N;INDF;FEM;PL
सामर्थ्य	capacitatile	सामर्थ्य	capacitate		N;DEF;FEM;PL
स्वच्छता	salubritate	स्वच्छता	salubritate	N;NOM;FEM;SG;3	N;INDF;FEM;SG
लिवरपूल	liverpool	लिवरपूल	liverpool	PROPN;NOM;MASC;SG;3	PROPN
ऐन	ann	ऐन	ann		PROPN
अदृश्य	invizibili	अदृश्य	invizibil		N;INDF;MASC;PL
अदृश्य	invizibila	अदृश्य	invizibil		ADJ;DEF;FEM;SG
अदृश्य	invizibile	अदृश्य	invizibil		ADJ;INDF;FEM;PL
अदृश्य	invizibil	अदृश्य	invizibil		ADJ;INDF;MASC;SG
अदृश्य	imperceptibil	अदृश्य	imperceptibil		ADV
अदृश्य	latenta	अदृश्य	latent		N;DEF;FEM;SG
अंगूठी	ring	अंगूठी	ring	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
अंगूठी	inelul	अंगूठी	inel	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
अंगूठी	inel	अंगूठी	inel	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
पंचांग	calendarul	पंचांग	calendar	N;NOM;MASC;SG;3	N;DEF;MASC;SG
पंचांग	calendare	पंचांग	calendar	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रोफ़ेसर	profesorul	प्रोफ़ेसर	profesor	N;NOM;MASC;SG;3	N;DEF;MASC;SG
मकर	capricorn	मकर	capricorn	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
एंडी	andy	एंडी	andy	PROPN;NOM;MASC;SG;3	PROPN
अटल	irevocabila	अटल	irevocabil	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
पेंगुइन	pinguin	पेंगुइन	pinguin	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
पेंगुइन	pinguinul	पेंगुइन	pinguin	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
ग्राफ	grafic	ग्राफ	grafic	PROPN;NOM;MASC;SG;3	ADV
कुरान	coranul	कुरान	coran		N;DEF;MASC;SG
कुरान	coranul	कुरान	coran		N;DEF;MASC;SG
दुष्ट	rogue	दुष्ट	rogu	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दुष्ट	malefic	दुष्ट	malefic	PROPN;NOM;MASC;SG;3	ADJ;INDF;MASC;SG
दुष्ट	raul	दुष्ट	raul	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
दुष्ट	rautate	दुष्ट	rauta	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
वैभव	grandoare	वैभव	grandor	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
