monarchie	monarchia	monarchie	monarchia	PROPN	N;NOM;FEM;SG
kings	królowie	kings	król	PROPN;NOM;SG	N;NOM;MASC;PL
kings	królów	kings	król	PROPN;NOM;SG	N;ACC;MASC;PL
taunus	taunus	taunus	taunus	PROPN;NOM;SG	PROPN;NOM;MASC;SG
angefangen	rozpoczęte	anfangen	rozpocząć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
angefangen	rozpoczęty	anfangen	rozpocząć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
angefangen	uruchamianie	anfangen	uruchamiać	V;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
angefangen	rozpoczęcie	anfangen	rozpocząć	V;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
angefangen	początek	anfangen	początek	V;V.PTCP	N;NOM;MASC;SG
damm	dam	damm	dać		V;PFV;IND;SG;1;FUT;FIN;ACT
damm	damm	damm	dać		V;PFV;IND;SG;1;FUT;FIN;ACT
genua	genui	genua	gen	PROPN;NOM;SG	PROPN;NOM;MASC;SG
genua	genova	genua	genov	PROPN;NOM;SG	
cook	cook	cook	cook	PROPN;NOM;SG	PROPN;NOM;MASC;SG
cook	kucharza	cook	kucharz	PROPN;NOM;SG	N;ACC;MASC;SG
cook	kucharz	cook	kucharz	PROPN;NOM;SG	N;NOM;MASC;SG
cook	gotować	cook	gotować	PROPN;NOM;SG	V;IPFV;NFIN;ACT
exzellent	doskonale	exzellent	doskonale	ADJ	ADV
juristen	adwokatów	juristen	adwokat	N;NOM;PL	N;ACC;MASC;PL
juristen	prawników	juristen	prawnik	N;NOM;PL	N;ACC;MASC;PL
juristen	adwokatów	juristen	adwokat	N;NOM;PL	N;ACC;MASC;PL
juristen	adwokat	juristen	adwokat	N;NOM;PL	N;NOM;MASC;SG
juristen	prawnika	juristen	prawnika	N;NOM;PL	N;ACC;MASC;SG
juristen	prawnik	juristen	prawnik	N;NOM;PL	N;NOM;MASC;SG
preisgeld	nagrodę	preisgeld	nagroda		N;ACC;FEM;SG
preisgeld	nagroda	preisgeld	nagroda		N;NOM;FEM;SG
preisgeld	nagrody	preisgeld	nagroda		N;NOM;FEM;PL
sekunde	sekundy	sekunde	sekunda		N;ACC;FEM;SG
sekunde	druga	sekunde	drugi		ADJ;NOM;FEM;SG
sekunde	drugi	sekunde	drugi		ADJ;NOM;MASC;SG
sekunde	drugie	sekunde	drugi		ADJ;NOM;NEUT;SG
warren	warren	warr	warren		PROPN;NOM;MASC;SG
nigeria	nigerii	nigeria	nigeria	PROPN;NOM;NEUT;SG	
nigeria	nigerii	nigeria	nigeria	PROPN;NOM;NEUT;SG	
fuhren	prowadził	fahren	prowadzić	V;IND;PL;3;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
benötigen	potrzebna	benötigen	potrzebny	V;NFIN	ADJ;NOM;FEM;SG
benötigen	potrzebny	benötigen	potrzebny	V;NFIN	ADJ;NOM;MASC;SG
schwäbischen	szwabskiej	schwäbisch	szwabski	ADJ;PL	ADJ;GEN;FEM;SG
gespeichert	przechowywane	speichern	przechowywać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gespeichert	przechowywana	speichern	przechowywać	V;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
gespeichert	przechowywany	speichern	przechowywać	V;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
gespeichert	zapisane	speichern	zapisać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gespeichert	zapisany	speichern	zapisać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gespeichert	zapisana	speichern	zapisać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gespeichert	zapisanych	speichern	zapisać	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
christiane	christiane	christiane	christiany	PROPN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
gültige	ważny	gültig	ważny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
gültige	ważne	gültig	ważny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
gültige	ważność	gültig	ważność	ADJ;NOM;FEM;PL	N;ACC;FEM;SG
gültige	poprawny	gültig	poprawny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
gültige	ważna	gültig	ważny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
bezirke	dzielnice	bezirken	dzielnica		N;NOM;FEM;PL
bezirke	okręgi	bezirken	okręga		N;NOM;MASC;PL
bezirke	okręgów	bezirken	okręg		N;GEN;MASC;PL
bezirke	okręgi	bezirken	okręga		N;NOM;MASC;PL
bezirke	hrabstwa	bezirken	hrabstwo		N;ACC;NEUT;SG
paare	par	paaren	par		
paare	pary	paaren	para		
paare	pary	paaren	para		
paare	para	paaren	para		
paare	par	paaren	par		
paare	parami	paaren	para		N;INS;FEM;PL
paare	pary	paaren	para		
blood	krwi	blood	krew	PROPN	
blood	blood	blood	blood	PROPN	
blood	krew	blood	krew	PROPN	N;NOM;FEM;SG
mathematische	matematyczne	mathematisch	matematyczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
mathematische	matematyka	mathematisch	matematyka	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
mathematische	matematyki	mathematisch	matematyk	ADJ;NOM;FEM;PL	N;GEN;FEM;SG
mathematische	matematyka	mathematisch	matematyka	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
mathematische	matematyki	mathematisch	matematyk	ADJ;NOM;FEM;PL	N;GEN;FEM;SG
mathematische	matematyka	mathematisch	matematyka	ADJ;NOM;FEM;PL	N;NOM;FEM;SG
gefasst	złapany	fassen	złapać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gefasst	złapana	fassen	złapać	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
gefasst	przyłapany	fassen	przyłapać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gefasst	złapani	fassen	złapać	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
gefasst	zatrzymany	fassen	zatrzymać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
set	ustaw	set	ustawa		V;IPFV;IMP;SG;2;FIN;ACT
set	zestaw	set	zestawić		N;NOM;MASC;SG
set	komplet	set	komplet		N;NOM;MASC;SG
störung	zakłócenia	störung	zakłócenie	N;FEM;SG	N;NOM;NEUT;PL
rekonstruktion	zrekonstruować	rekonstruktion	zrekonstruować	N;NOM;FEM;SG	V;PFV;NFIN;ACT
rekonstruktion	rekonstrukcji	rekonstruktion	rekonstrukcja	N;NOM;FEM;SG	N;GEN;FEM;SG
rekonstruktion	odbudowy	rekonstruktion	odbudowy	N;NOM;FEM;SG	
rekonstruktion	odbudowa	rekonstruktion	odbudowy	N;NOM;FEM;SG	
administratoren	administratorów	administratoren	administrator	N;NOM;PL	N;ACC;MASC;PL
administratoren	administracja	administratoren	administracja	N;NOM;PL	N;NOM;FEM;SG
administratoren	administrator	administratoren	administrator	N;NOM;PL	N;NOM;MASC;SG
administratoren	administratora	administratoren	administrator	N;NOM;PL	N;ACC;MASC;SG
administratoren	administratorem	administratoren	administrator	N;NOM;PL	N;INS;MASC;SG
administratoren	administratorów	administratoren	administrator	N;NOM;PL	N;ACC;MASC;PL
administratoren	administrator	administratoren	administrator	N;NOM;PL	N;NOM;MASC;SG
administratoren	zarządca	administratoren	zarządca	N;NOM;PL	N;NOM;MASC;SG
administratoren	administratora	administratoren	administrator	N;NOM;PL	N;ACC;MASC;SG
administratoren	administratorem	administratoren	administrator	N;NOM;PL	N;INS;MASC;SG
gefüllt	wypełniony	füllen	wypełnić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gefüllt	wypełnione	füllen	wypełnić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
auslegung	interpretacji	auslegung	interpretacja	ADV	N;GEN;FEM;SG
auslegung	interpretacja	auslegung	interpretacja	ADV	N;NOM;FEM;SG
auslegung	interpretację	auslegung	interpretacja	ADV	N;ACC;FEM;SG
auslegung	interpretacji	auslegung	interpretacja	ADV	N;GEN;FEM;SG
auslegung	interpretacji	auslegung	interpretacja	ADV	N;GEN;FEM;SG
auslegung	interpretacja	auslegung	interpretacja	ADV	N;NOM;FEM;SG
haushalt	domowych	haushalt	domowy		ADJ;GEN;MASC;PL
haushalt	budżetu	haushalt	budżet		N;GEN;MASC;SG
haushalt	budżet	haushalt	budżet		N;ACC;MASC;SG
marschall	marshall	marschall	marshall	ADJ	PROPN;NOM;MASC;SG
marschall	marszałek	marschall	marszałek	ADJ	N;NOM;MASC;SG
marschall	marshalla	marschall	marshall	ADJ	
marschall	marszałek	marschall	marszałek	ADJ	N;NOM;MASC;SG
prediger	kaznodzieja	prediger	kaznodziej	ADJ	N;NOM;MASC;SG
prediger	kaznodzieje	prediger	kaznodzieć	ADJ	N;NOM;MASC;PL
installation	instalacje	installation	instalacja	N;SG	N;NOM;FEM;PL
installation	montaż	installation	montaż	N;SG	
installation	zainstalować	installation	zainstalować	N;SG	V;PFV;NFIN;ACT
schöner	pięknie	schön	pięknie	ADJ	ADV
schöner	ładniej	schön	ładno	ADJ	ADV;CMPR
schöner	ładnie	schön	ładnie	ADJ	ADV
kaspar	kaspar	kaspar	kaspar	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
kaspar	caspar	kaspar	caspar	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ecken	rogi	ecken	róg		N;NOM;MASC;PL
ecken	rogach	ecken	róg		N;GEN;MASC;PL
ecken	krawędzie	ecken	krawądź		N;NOM;MASC;PL
ecken	brzegi	ecken	brzeg		N;NOM;MASC;PL
ecken	krawędzi	ecken	krawądzić		N;GEN;MASC;SG
ecken	wierzchołki	ecken	wierzchołek		N;NOM;MASC;PL
ecken	zakręt	ecken	zakręt		N;NOM;MASC;SG
ecken	kącik	ecken	kącik		N;NOM;MASC;SG
ecken	róg	ecken	róg		N;NOM;MASC;SG
ecken	rogu	ecken	róg		N;GEN;MASC;SG
speichern	uratowanie	speichern	uratować	V;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
speichern	oszczędność	speichern	oszczędność	V;NFIN	N;NOM;FEM;SG
speichern	oszczędności	speichern	oszczędność	V;NFIN	N;ACC;FEM;PL
speichern	ratowanie	speichern	ratować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
speichern	zapisywanie	speichern	zapisywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
speichern	oszczędzania	speichern	oszczędzanie	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
speichern	sklepie	speichern	sklep	V;NFIN	N;DAT;MASC;SG
speichern	sklep	speichern	sklep	V;NFIN	N;NOM;MASC;SG
speichern	store	speichern	stór	V;NFIN	
zurückkehren	powrocie	zurückkehren	powrót	V;NFIN	N;ACC;MASC;SG
sprachlich	językowo	sprachlich	językowo	ADJ	ADV
schuss	wystrzał	schassen	wystrzać	ADJ	
schuss	strzał	schassen	strzał	ADJ	N;NOM;MASC;SG
schuss	postrzał	schassen	postrzać	ADJ	N;ACC;MASC;SG
schuss	ujęcie	schassen	ująć	ADJ	N;PFV;NOM;NEUT;SG;POS;V.MSDR
schuss	strzał	schassen	strzał	ADJ	N;NOM;MASC;SG
freundlich	uprzejmie	freundlich	uprzejmie	ADJ	ADV
freundlich	rodzaj	freundlich	rodzaj	ADJ	N;NOM;MASC;SG
freundlich	friendly	freundlich	friendla	ADJ	
gehäuse	mieszkalnictwa	gehäus	mieszkalnictwo		N;NOM;NEUT;SG
gehäuse	obudowy	gehäus	obudowy		N;ACC;FEM;PL
gehäuse	obudowy	gehäus	obudowy		N;ACC;FEM;PL
gehäuse	obudowy	gehäus	obudowy		N;ACC;FEM;PL
gehäuse	pomieszczenia	gehäus	pomieszczenie		N;NOM;NEUT;PL
gehäuse	obudowy	gehäus	obudowy		N;ACC;FEM;PL
zylinder	cylinder	zylinder	cylinder		N;NOM;MASC;SG
zylinder	cylindra	zylinder	cylindro		N;ACC;MASC;SG
zylinder	cylindry	zylinder	cylinder		N;NOM;MASC;PL
zylinder	beczka	zylinder	beczka		N;NOM;FEM;SG
zylinder	lufy	zylinder	lufa		N;GEN;FEM;PL
portugiesisch	portugalii	portugiesisch	portugalia	ADJ	
wähler	wyborca	wählern	wyborca		N;NOM;MASC;SG
wähler	wyborcy	wählern	wyborca		N;NOM;MASC;PL
wähler	wyborcy	wählern	wyborca		N;NOM;MASC;PL
wähler	wyborców	wählern	wyborca		N;ACC;MASC;PL
reduzieren	zmniejszanie	reduzieren	zmniejszanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
reduzieren	redukcja	reduzieren	redukcja	V;NFIN	N;NOM;FEM;SG
reduzieren	ograniczanie	reduzieren	ograniczać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
reduzieren	zmniejszenia	reduzieren	zmniejszyć	V;NFIN	N;PFV;GEN;NEUT;SG;POS;V.MSDR
populär	popularności	populär	popularność	ADJ	N;GEN;FEM;SG
populär	popularność	populär	popularność	ADJ	N;NOM;FEM;SG
gewinnung	wydobycie	gewinnung	wydobyć	ADJ	N;NOM;NEUT;SG
gewinnung	ekstrakcji	gewinnung	ekstrakcja	ADJ	N;GEN;FEM;SG
gewinnung	wydobywanie	gewinnung	wydobywać	ADJ	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
fotografien	fotografie	fotografien	fotografia		N;NOM;FEM;PL
fotografien	fotografie	fotografien	fotografia		N;NOM;FEM;PL
fotografien	zdjęcia	fotografien	zdjęcie		N;NOM;NEUT;PL
fotografien	zdjęć	fotografien	zdjęcie		N;GEN;NEUT;PL
fotografien	zdjecia	fotografien	zdjecie		V;PFV;IND;SG;FIN;ACT
fotografien	fotografie	fotografien	fotografia		N;NOM;FEM;PL
fotografien	fotografii	fotografien	fotografia		N;GEN;FEM;SG
fotografien	fotografia	fotografien	fotografia		N;NOM;FEM;SG
fotografien	zdjęcia	fotografien	zdjęcie		N;NOM;NEUT;PL
fotografien	fotografia	fotografien	fotografia		N;NOM;FEM;SG
fotografien	zdjęcie	fotografien	zdjęcie		N;NOM;NEUT;SG
kommunen	gminy	kommun	gmina	V;NFIN	
zuständige	właściwy	zuständig	właściwy	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
zuständige	kompetentny	zuständig	kompetentny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
zuständige	właściwe	zuständig	właściwy	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
verknüpft	połączone	verknüpfen	połączyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verknüpft	powiązane	verknüpfen	powiązać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
nachteil	handicap	nachteil	handicap		N;ACC;MASC;SG
nachteil	wady	nachteil	wada		V;IPFV;IND;SG;FIN;ACT
nachteil	minusem	nachteil	minus		N;INS;MASC;SG
nachteil	niekorzyść	nachteil	niekorzyść		N;NOM;FEM;SG
gramm	gramów	gramm	gram		N;GEN;MASC;PL
gramm	gram	gramm	grać		V;IPFV;IND;SG;1;PRS;FIN;ACT
gramm	grama	gramm	grama		V;IPFV;IND;SG;1;PRS;FIN;ACT
gramm	gramów	gramm	gram		N;GEN;MASC;PL
gramm	gramy	gramm	grać		V;IPFV;IND;PL;1;PRS;FIN;ACT
abgekürzt	skrócone	abkürzen	skrócić	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
wände	ścian	wanden	ściana	N;NOM;PL	
wände	ściany	wanden	ściana	N;NOM;PL	N;ACC;FEM;PL
begleitung	eskorty	begleitung	eskorta	N;NOM;FEM;SG	N;GEN;FEM;SG
begleitung	eskortę	begleitung	eskorta	N;NOM;FEM;SG	
begleitung	eskorta	begleitung	eskort	N;NOM;FEM;SG	
begleitung	towarzyszący	begleitung	towarzyszący	N;NOM;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
begleitung	towarzyszących	begleitung	towarzyszyć	N;NOM;FEM;SG	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
begleitung	towarzyszące	begleitung	towarzyszyć	N;NOM;FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
abwehr	obrony	abwehr	obrona	N;SG	
abwehr	obrony	abwehr	obrona	N;SG	
abwehr	obronne	abwehr	obronny	N;SG	ADJ;NOM;NEUT;SG
genres	gatunek	gen	gatunek	N;NOM;NEUT;PL	N;NOM;MASC;SG
konkurrenten	rywali	konkurrent	rywać	ADJ	N;ACC;MASC;PL
konkurrenten	konkurencja	konkurrent	konkurencja	ADJ	N;NOM;FEM;SG
konkurrenten	zawodnicy	konkurrent	zawodnik	ADJ	N;NOM;MASC;PL
konkurrenten	konkurenci	konkurrent	konkurent	ADJ	N;NOM;MASC;PL
konkurrenten	konkurentów	konkurrent	konkurent	ADJ	N;ACC;MASC;PL
konkurrenten	konkurent	konkurrent	konkurent	ADJ	N;NOM;MASC;SG
konkurrenten	konkurenta	konkurrent	konkurent	ADJ	N;ACC;MASC;SG
konkurrenten	konkurencja	konkurrent	konkurencja	ADJ	N;NOM;FEM;SG
wiederholte	powtarza	wiederholt	powtarzać	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
wiederholte	powtarzalne	wiederholt	powtarzalny	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG
landstraße	autostrady	landstraße	autostrada	N;NOM;FEM;SG	
landstraße	highway	landstraße	highwać	N;NOM;FEM;SG	
landstraße	autostradzie	landstraße	autostrada	N;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
chancen	szanse	chancen	szansa	V;NFIN	N;NOM;FEM;PL
chancen	szanse	chancen	szansa	V;NFIN	N;NOM;FEM;PL
chancen	możliwość	chancen	możliwość	V;NFIN	N;ACC;FEM;SG
chancen	okazje	chancen	okazjy	V;NFIN	N;NOM;FEM;PL
chancen	okazja	chancen	okazja	V;NFIN	N;NOM;FEM;SG
chancen	okazje	chancen	okazjy	V;NFIN	N;NOM;FEM;PL
chancen	możliwości	chancen	możliwość	V;NFIN	N;ACC;FEM;SG
landesliga	landesliga	landesliga	landesliga	ADJ	
gastgeber	gospodarza	gastgeber	gospodarz	ADJ	N;ACC;MASC;SG
gastgeber	organizator	gastgeber	organizator	ADJ	N;NOM;MASC;SG
gastgeber	gospodarz	gastgeber	gospodarz	ADJ	N;NOM;MASC;SG
gastgeber	gospodarzy	gastgeber	gospodarz	ADJ	N;ACC;MASC;PL
gastgeber	hosting	gastgeber	hosting	ADJ	N;NOM;MASC;SG
gastgeber	gospodarzem	gastgeber	gospodarz	ADJ	N;INS;MASC;SG
kämpfer	wojowników	kämpfer	wojownik	ADJ	N;ACC;MASC;PL
kämpfer	wojownicy	kämpfer	wojownik	ADJ	N;NOM;MASC;PL
kämpfer	zawodnicy	kämpfer	zawodnik	ADJ	N;NOM;MASC;PL
kämpfer	myśliwce	kämpfer	myśliwiec	ADJ	N;NOM;MASC;PL
kämpfer	wojownicy	kämpfer	wojownik	ADJ	N;NOM;MASC;PL
kämpfer	bojowników	kämpfer	bojownik	ADJ	N;ACC;MASC;PL
kämpfer	zawodnik	kämpfer	zawodnik	ADJ	N;NOM;MASC;SG
kämpfer	wojownik	kämpfer	wojownik	ADJ	N;NOM;MASC;SG
kämpfer	myśliwiec	kämpfer	myśliwiec	ADJ	N;NOM;MASC;SG
kämpfer	wojownika	kämpfer	wojownik	ADJ	N;ACC;MASC;SG
kämpfer	wojownik	kämpfer	wojownik	ADJ	N;NOM;MASC;SG
charlottenburg	charlottenburg	charlottenburg	charlottenburg	PROPN;NOM;SG	N;NOM;MASC;SG
blumen	kwiaty	blum	kwiat	V;NFIN	N;NOM;MASC;PL
blumen	kwiatki	blum	kwiatek	V;NFIN	N;NOM;MASC;PL
blumen	kwiat	blum	kwiat	V;NFIN	N;NOM;MASC;SG
blumen	kwiaty	blum	kwiat	V;NFIN	N;NOM;MASC;PL
blumen	kwiecie	blum	kwiecie	V;NFIN	
blumen	kwiatek	blum	kwiatek	V;NFIN	N;NOM;MASC;SG
wünschen	życzenie	wünschen	życzenie	V;NFIN	N;NOM;NEUT;SG
wünschen	życzenia	wünschen	życzyć	V;NFIN	N;NOM;NEUT;PL
wünschen	życzeń	wünschen	życzenie	V;NFIN	N;GEN;NEUT;PL
venus	venus	venus	venus	PROPN;NOM;SG	
venus	wenus	venus	wenus	PROPN;NOM;SG	
schema	schemat	schema	schemat		N;NOM;MASC;SG
schema	schematy	schema	schemat		N;ACC;MASC;PL
schema	schemat	schema	schemat		N;NOM;MASC;SG
alexandra	alexandra	alexandra	alexandra	PROPN;NOM;SG	
alexandra	aleksandra	alexandra	aleksandra	PROPN;NOM;SG	
split	podział	split	podziać	PROPN	V;PFV;MASC;IND;SG;PST;FIN;ACT
split	podziel	split	podziel	PROPN	V;PFV;IMP;SG;2;FIN;ACT
split	split	split	split	PROPN	
unruhen	zamieszki	unruh	zamieszka	V;NFIN	N;NOM;MASC;PL
unruhen	zamieszki	unruh	zamieszka	V;NFIN	N;NOM;MASC;PL
unruhen	niepokoje	unruh	niepokój	V;NFIN	N;NOM;MASC;PL
unruhen	zamieszki	unruh	zamieszka	V;NFIN	N;NOM;MASC;PL
unruhen	zamieszek	unruh	zamieszek	V;NFIN	
rosen	róże	rosen	róż	N;NOM;PL	
rosen	róż	rosen	róż	N;NOM;PL	
rosen	rosen	rosen	rosen	N;NOM;PL	
rosen	rose	rosen	rós	N;NOM;PL	
rosen	róża	rosen	róża	N;NOM;PL	
keith	keitha	keith	keitha	PROPN;NOM;SG	N;ACC;MASC;SG
keith	keith	keith	keith	PROPN;NOM;SG	PROPN;NOM;MASC;SG
fis	biegi	fis	bieg		N;NOM;MASC;PL
statistische	statystyczne	statistisch	statystyczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
statistische	statystyczny	statistisch	statystyczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
renommierten	prestiżowej	renommiert	prestiżowy	V;IND;PL;3;PST;FIN	ADJ;GEN;FEM;SG
renommierten	znana	renommiert	znany	V;IND;PL;3;PST;FIN	V;IPFV;IND;SG;PRS;FIN;ACT
tante	cioci	tanen	ciocia		N;GEN;FEM;SG
tante	ciocia	tanen	ciocia		N;NOM;FEM;SG
tante	ciocia	tanen	ciocia		N;NOM;FEM;SG
tante	cioci	tanen	ciocia		N;GEN;FEM;SG
tante	ciocia	tanen	ciocia		N;NOM;FEM;SG
tante	ciotka	tanen	ciotka		N;NOM;FEM;SG
einstellungen	rekrutacji	einstellingen	rekrutacja	V;NFIN	N;GEN;FEM;SG
einstellungen	rekrutacja	einstellingen	rekrutacja	V;NFIN	N;NOM;FEM;SG
einstellungen	postawy	einstellingen	postawa	V;NFIN	N;GEN;FEM;SG
einstellungen	preferencji	einstellingen	preferencja	V;NFIN	N;GEN;FEM;SG
einstellungen	preferencje	einstellingen	preferencja	V;NFIN	N;NOM;FEM;PL
einstellungen	ustawienia	einstellingen	ustawić	V;NFIN	N;NOM;NEUT;SG
erwiesen	udowodniła	erweisen	udowodnić		V;PFV;FEM;IND;SG;PST;FIN;ACT
erwiesen	udowodnił	erweisen	udowodnić		V;PFV;MASC;IND;SG;PST;FIN;ACT
selbständig	niezależni	selbständig	niezależni	ADJ	N;NOM;MASC;PL
selbständig	siebie	selbständig	siebie	ADJ	PRO;GEN;REFL
selbständig	niezależnie	selbständig	niezależnie	ADJ	ADV
wohn	mieszkaniowe	wohn	mieszkaniowy	;SG	ADJ;NOM;NEUT;SG
wohn	mieszkalnych	wohn	mieszkalny	;SG	ADJ;GEN;MASC;PL
nazi	naziści	nazi	naziść	PROPN	N;NOM;MASC;PL
nazi	nazistowskich	nazi	nazistowski	PROPN	ADJ;GEN;MASC;PL
pfarrhaus	probostwie	pfarrhaus	probostwo	ADV	N;ACC;NEUT;SG
hudson	hudson	hudson	hudson	PROPN;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
sorte	odmiany	sorten	odmiana		N;ACC;FEM;PL
sorte	odmianę	sorten	odmiana		N;ACC;FEM;SG
sorte	odmiana	sorten	odmiana		N;NOM;FEM;SG
sorte	różnorodność	sorten	różnorodność		N;NOM;FEM;SG
jüngsten	najmłodsza	jung	młody	ADJ;PL	ADJ;NOM;CMPR;FEM;SG
jüngsten	najmłodszy	jung	młody	ADJ;PL	ADJ;NOM;CMPR;MASC;SG
jüngsten	niedawno	jung	niedawno	ADJ;PL	ADV
jüngsten	najnowsze	jung	nowy	ADJ;PL	ADJ;NOM;CMPR;MASC;SG
jüngsten	ostatnie	jung	ostatni	ADJ;PL	ADJ;NOM;NEUT;SG
jüngsten	ostatnio	jung	ostatnio	ADJ;PL	ADV
diktatur	dyktatury	diktatur	dyktatura		N;GEN;FEM;SG
lehrerin	instruktor	lehrerin	instruktor	ADJ	N;NOM;MASC;SG
lehrerin	nauczycielka	lehrerin	nauczycielka	ADJ	N;NOM;FEM;SG
lehrerin	nauczycielu	lehrerin	nauczyciel	ADJ	N;VOC;MASC;SG
lehrerin	nauczyciel	lehrerin	nauczyciel	ADJ	N;NOM;MASC;SG
lehrerin	nauczycielka	lehrerin	nauczycielka	ADJ	N;NOM;FEM;SG
nase	nosy	nase	nos	N;SG	N;NOM;MASC;PL
nase	nosie	nase	nos	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
nase	nosy	nase	nos	N;SG	N;NOM;MASC;PL
ebert	ebert	ebert	ebert	PROPN;SG	PROPN;NOM;MASC;SG
finanzen	finansowe	finanzen	finansowy		ADJ;NOM;NEUT;SG
finanzen	finansowy	finanzen	finansowy		ADJ;NOM;MASC;SG
finanzen	finansowych	finanzen	finansowy		ADJ;GEN;MASC;PL
finanzen	finansowa	finanzen	finansowy		ADJ;NOM;FEM;SG
finanzen	finansowania	finanzen	finansowanie		N;IPFV;GEN;NEUT;SG;POS;V.MSDR
finanzen	finansowanie	finanzen	finansować		N;IPFV;NOM;NEUT;SG;POS;V.MSDR
vorgänge	procesy	vorgängen	proces		N;NOM;MASC;PL
vorgänge	procesów	vorgängen	proces		N;GEN;MASC;PL
jungfrau	panny	jungfrau	panna	PROPN;SG	
jungfrau	panna	jungfrau	panna	PROPN;SG	N;NOM;FEM;SG
jungfrau	dziewica	jungfrau	dziewica	PROPN;SG	N;NOM;FEM;SG
jungfrau	dziewicze	jungfrau	dziewicz	PROPN;SG	
jungfrau	jungfrau	jungfrau	jungfrau	PROPN;SG	N;NOM;MASC;SG
jungfrau	maiden	jungfrau	maiden	PROPN;SG	
jungfrau	panieńskie	jungfrau	panieński	PROPN;SG	ADJ;NOM;NEUT;SG
marsch	bagna	marsch	bagny	ADJ	
marsch	bagno	marsch	bagno	ADJ	N;NOM;NEUT;SG
marsch	marsh	marsch	marsh	ADJ	PROPN;NOM;MASC;SG
marsch	marzec	marsch	marzec	ADJ	
marsch	marca	marsch	marza	ADJ	
marsch	marsz	marsch	marsz	ADJ	N;NOM;MASC;SG
fresken	freskami	fresken	freski	N;NOM;PL	N;INS;MASC;PL
