το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP
συμφώνησαν	договорено	συμφωνώ	договоря-(се)	V;PFV;IND;PL;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
συμφώνησαν	съгласен	συμφωνώ	съгласен	V;PFV;IND;PL;3;PST;FIN;ACT	ADJ;INDF;MASC;SG
εφτά	седма	εφτά	седми	NUM;NOM;NEUT;PL	ADJ;INDF;FEM;SG
σολ	сол	σολ	сол		N;INDF;FEM;SG
σολ	соу	σολ	соу		N;INDF;NEUT;SG
σολ	саул	σολ	саул		PROPN;INDF;MASC;SG
σολ	сол	σολ	сол		N;INDF;FEM;SG
ασφαλή	безопасно	ασφαλής	безопасен	ADJ;NOM;FEM;SG	ADV
ασφαλή	сейф	ασφαλής	сейф	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
κεφαλαίου	капитали	κεφάλαιο	капитал	N;GEN;NEUT;SG	N;INDF;MASC;PL
καύσιμα	гориво	καύσιμα	гориво	N;NOM;NEUT;PL	N;INDF;NEUT;SG
κω	кос	κα	кос	PROPN;NOM;FEM;SG	N;INDF;MASC;SG
ιό	вируси	ιό	вирус	N;ACC;MASC;SG	N;INDF;MASC;PL
λανθασμένη	неправилно	λανθάζω	неправилно	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADV
λανθασμένη	неправилен	λανθάζω	неправилен	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
λανθασμένη	неправилна	λανθάζω	неправилен	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
συλλαμβάνεται	арестувани	συλλαμβάνω	арестувам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
συλλαμβάνεται	арестувана	συλλαμβάνω	арестувам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
συλλαμβάνεται	арестуван	συλλαμβάνω	арестувам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
έλενα	хелена	λένω	хеля-(се)	PROPN;NOM;FEM;SG	ADJ;INDF;FEM;SG
έλενα	елена	λένω	елен	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
έλενα	елена	λένω	елен	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
οπωσδήποτε	определено	οπωσδήποτε	определено	ADV	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ουσιαστικό	съществително	ουσιαστικός	съществително	ADJ;NOM;NEUT;SG	ADV
εννιά	nine	εννιά	nine	NUM;NOM;MASC;PL	PROPN;INDF;MASC;SG
κυκλική	циклични	κυκλικός	цикличен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
κυκλική	кръгло	κυκλικός	кръг	ADJ;NOM;FEM;SG	ADV
κόμικ	комикси	κόμικ	комикс	N;NOM;NEUT;SG	N;INDF;MASC;PL
κόμικ	комикси	κόμικ	комикс	N;NOM;NEUT;SG	N;INDF;MASC;PL
συμβουλές	съвет	συμβουλής	съвет	N;NOM;FEM;PL	N;INDF;MASC;SG
δημοσιεύει	публикуване	δημοσιεύω	публикуване	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
δημοσιεύει	публикувайте	δημοσιεύω	публикувам	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IMP;PL;2;FIN
μπελ	бел	μπελ	бел		PROPN;INDF;MASC;SG
μπελ	бел	μπελ	бел		PROPN;INDF;MASC;SG
μπελ	бел	μπελ	бел		PROPN;INDF;MASC;SG
μπελ	камбана	μπελ	камбана		N;INDF;FEM;SG
μπελ	звънче	μπελ	звънче		N;INDF;NEUT;SG
μπελ	звънец	μπελ	звънец		N;INDF;MASC;SG
παρεμβάσεις	встъпване	παρέμβαση	встъпване	N;NOM;FEM;PL	N;INDF;NEUT;SG
παρεμβάσεις	интервенция	παρέμβαση	интервенция	N;NOM;FEM;PL	N;INDF;FEM;SG
παρεμβάσεις	намеса	παρέμβαση	намеса	N;NOM;FEM;PL	N;INDF;FEM;SG
αλληλογραφία	mail	αλληλογραφία	mail	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
μπριτάνικα	британика	μπριτάνικος	британик	PROPN;NOM;FEM;SG	N;DEF;MASC;SG
συμπεριφορές	отношението	συμπεριφορά	отношение	N;NOM;FEM;PL	N;DEF;NEUT;SG
αμπού	абу	αμπού	абу		PROPN;INDF;MASC;SG
εξαιρετικές	изключителен	εξαιρετικός	изключителен	ADJ;NOM;FEM;PL	ADJ;INDF;MASC;SG
εξαιρετικές	изключителна	εξαιρετικός	изключителен	ADJ;NOM;FEM;PL	ADJ;INDF;FEM;SG
παρένθεση	скобите	παρένθεση	скоба	N;NOM;FEM;SG	N;DEF;FEM;PL
παρένθεση	скоби	παρένθεση	скоба	N;NOM;FEM;SG	N;INDF;FEM;PL
πυραύλων	ракета	πύραυλος	ракета	N;GEN;MASC;PL	N;INDF;FEM;SG
φωτεινή	светло	φωτεινός	светло	ADJ;NOM;FEM;SG	ADV
φωτεινή	ярко	φωτεινός	ярко	ADJ;NOM;FEM;SG	ADV
φωτεινή	светли	φωτεινός	светъл	ADJ;NOM;FEM;SG	ADJ;INDF;PL
βιομηχανικό	индустриални	βιομηχανικός	индустриален	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
βιομηχανικό	промишлени	βιομηχανικός	промишлен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
γενεύη	женева	γενεύη	женева	PROPN;ACC;FEM;SG	PROPN;INDF;FEM;SG
καλλιτεχνικά	артистична	καλλιτεχνικά	артистичен	ADV	ADJ;INDF;FEM;SG
καλλιτεχνικά	художествена	καλλιτεχνικά	художествен	ADV	ADJ;INDF;FEM;SG
καλλιτεχνικά	артистичен	καλλιτεχνικά	артистичен	ADV	ADJ;INDF;MASC;SG
πρωτότυπα	оригиналите	πρωτότυπο	оригинал	ADV	N;DEF;MASC;PL
πρωτότυπα	древни	πρωτότυπο	древен	ADV	ADJ;INDF;PL
πρωτότυπα	оригинали	πρωτότυπο	оригинал	ADV	N;INDF;MASC;PL
πρωτότυπα	прототипи	πρωτότυπο	прототип	ADV	N;INDF;MASC;PL
ικανό	способно	ικανός	способно	ADJ;NOM;NEUT;SG	ADV
ικανό	способни	ικανός	способен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
ψάρι	риби	ψάρι	риба	N;NOM;NEUT;SG	N;INDF;FEM;PL
χαμηλότερα	долна	χαμηλά	долен	ADV;CMPR	ADJ;INDF;FEM;SG
χαμηλότερα	долен	χαμηλά	долен	ADV;CMPR	ADJ;INDF;MASC;SG
εικάζεται	предполагаема	εικάζω	предполагаем	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
εικάζεται	предполагаемо	εικάζω	предполагаем	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV
αστυνομικό	полицай	αστυνομικός	полицай	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
αρχαιολόγοι	археолози	αρχαιολόγος	археолог	ADJ;NOM;MASC;PL	N;INDF;MASC;PL
λάνκα	ланка	λάνκα	ланка		N;INDF;FEM;SG
συνελήφθησαν	арестувана	συλλαμβάνω	арестувам	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
συνελήφθησαν	арестуван	συλλαμβάνω	арестувам	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
στε	сто	στε	сто	N	NUM;INDF;PL
κβαντική	квантова	κβαντικός	квантов	ADJ;NOM;FEM;SG	PROPN;INDF;FEM;SG
σον	шон	σον	шон		PROPN;INDF;MASC;SG
σον	шон	σον	шон		PROPN;INDF;MASC;SG
παράμετρος	параметри	παράμετρος	параметър	N;NOM;FEM;SG	N;INDF;MASC;PL
κένυα	кения	κένυα	кен	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
προτίμηση	предпочитания	προτίμηση	предпочитание	N;ACC;FEM;SG	N;INDF;NEUT;PL
επιβλήθηκε	наложени	επιβάλλω	наложа-(се)	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;INDF;PL;V.PTCP;PASS
ανεξάρτητοι	независима	ανεξάρτητος	независим	ADJ;NOM;MASC;PL	ADJ;INDF;FEM;SG
ανεξάρτητοι	независим	ανεξάρτητος	независим	ADJ;NOM;MASC;PL	ADJ;INDF;MASC;SG
αμερικάνικο	американско	Αμερικάνικος	американски	ADJ;NOM;NEUT;SG	ADV
αμερικάνικο	американец	Αμερικάνικος	американец	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
βαλκανίων	балканите	βαλκάνια	балкан	N;GEN;NEUT;PL	PROPN;DEF;MASC;PL
καρπός	плодове	καρπός	плод	N;NOM;MASC;SG	N;INDF;MASC;PL
ραφαήλ	рафаел	ραφαήλ	рафаел	N	PROPN;INDF;MASC;SG
τανζανία	танзания	τανζανία	танзания	PROPN;ACC;FEM;SG	PROPN;INDF;FEM;SG
ακραία	краен	ακραίος	краен	ADV	ADJ;INDF;MASC;SG
ακραία	екстремни	ακραίος	екстремен	ADV	ADJ;INDF;PL
ακραία	крайни	ακραίος	краен	ADV	ADJ;INDF;PL
διατίθεται	наличен	διαθέτω	наличен	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;MASC;SG
διατίθεται	налично	διαθέτω	налично	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADV
διατίθεται	налични	διαθέτω	наличен	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;PL
διατίθεται	налична	διαθέτω	наличен	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;INDF;FEM;SG
αποτρέψει	предотврати	αποτρέπω	предотвратя	V;PFV;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;FIN
αποτρέψει	предотвратяване	αποτρέπω	предотвратяване	V;PFV;IND;SG;3;FIN;ACT	N;INDF;NEUT;SG
αποτρέψει	предотвратяват	αποτρέπω	предотвратявам	V;PFV;IND;SG;3;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
αποτρέψει	възпиране	αποτρέπω	възпиране	V;PFV;IND;SG;3;FIN;ACT	N;INDF;NEUT;SG
καταστρέψει	унищожаване	καταστρέφω	унищожаване	V;PFV;IND;SG;3;FIN;ACT	N;INDF;NEUT;SG
καταστρέψει	унищожи	καταστρέφω	унищожа	V;PFV;IND;SG;3;FIN;ACT	V;PFV;IMP;SG;2;FIN
δακτύλιος	пръстен	δακτύλιος	пръстен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
επιβεβαίωσε	потвърдено	επιβεβαιώνω	потвърдя	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
επιβεβαίωσε	потвърден	επιβεβαιώνω	потвърдя	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
επιβεβαίωσε	потвърдена	επιβεβαιώνω	потвърдя	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
επιβεβαίωσε	потвърдени	επιβεβαιώνω	потвърдя	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
εξερεύνηση	изследва	εξερεύνηση	изследвам	N;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
θεοδώρα	теодора	θεοδώρα	теодор	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
αλφόνσο	алфонсо	αλφόνσο	алфонсо		PROPN;INDF;MASC;SG
αλφόνσο	алфонс	αλφόνσο	алфонс		PROPN;INDF;MASC;SG
αντίγκουα	антигуа	αντίγκω	антигуа	PROPN;NOM;FEM;SG	N;INDF;SG
γαβριήλ	гейбриъл	γαβριήλ	гейбриъл	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
γαβριήλ	габриел	γαβριήλ	габриел	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
λόρενς	лорънс	λόρης	лорънс	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
λόρενς	лорънс	λόρης	лорънс	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
λόρενς	лоурънс	λόρης	лоурънс	PROPN;NOM;FEM;SG	PROPN;INDF;MASC;SG
λούντβιχ	лудвиг	λούντβιχ	лудвиг	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
κεραυνός	гръмотевици	κεραυνός	гръмотевица	N;NOM;MASC;SG	N;INDF;FEM;PL
κεραυνός	светкавици	κεραυνός	светкавица	N;NOM;MASC;SG	N;INDF;FEM;PL
παρών	присъстващи	παράνω	присъствам	N;NOM;MASC;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
τσε	che	τσε	che		PROPN;INDF;MASC;SG
τετράγωνα	квадрати	τετράγωνος	квадрат	ADV	N;INDF;MASC;PL
τετράγωνα	блокове	τετράγωνος	блок	ADV	N;INDF;MASC;PL
τετράγωνα	блокчета	τετράγωνος	блокче	ADV	N;INDF;NEUT;PL
όλιβερ	оливър	όλιβερ	оливър	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
αραβικό	арабин	αραβικός	арабин	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
γραπτή	писмено	γραπτός	писмен	N;NOM;FEM;SG	ADV
γραπτή	написана	γραπτός	напиша	N;NOM;FEM;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
γραπτή	написано	γραπτός	напиша	N;NOM;FEM;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
γραπτή	писмен	γραπτός	писмен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
γραπτή	писмена	γραπτός	писмен	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
μολδαβία	молдова	μολδαβία	молдова	PROPN;ACC;FEM;SG	PROPN;INDF;FEM;SG
καναδός	канадци	καναδός	канадец	N;NOM;MASC;SG	N;INDF;MASC;PL
καναδός	канадска	καναδός	канадски	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
καναδός	канадски	καναδός	канадски	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
ριχάρδος	ричард	ριχάρδος	ричард	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ακαδημαϊκό	академични	ακαδημαϊκός	академичен	N;NOM;NEUT;SG	ADJ;INDF;PL
ακαδημαϊκό	академична	ακαδημαϊκός	академичен	N;NOM;NEUT;SG	ADJ;INDF;FEM;SG
κιμ	ким	κιμ	ким	PROPN;NOM;MASC;SG	PROPN;INDF;FEM;SG
μπάρι	бари	μπάρι	бара		PROPN;INDF;MASC;SG
μπάρι	бари	μπάρι	бара		PROPN;INDF;MASC;SG
προσφέροντας	предлагане	προσφέρω	предлагане	V;IPFV;V.CVB;ACT	N;INDF;NEUT;SG
ακουστική	акустика	ακουστικός	акустика	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
ακουστική	акустични	ακουστικός	акустичен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
πολωνική	поляк	πολωνικός	поляк	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
πέδρο	педро	πέδρο	педро		PROPN;INDF;MASC;SG
αμοιβή	възнаграждения	αμοιβός	възнаграждение	N;NOM;FEM;SG	N;INDF;NEUT;PL
μετατόπιση	компенсира	μετατόπιση	компенсирам	N;ACC;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
παρουσιάστηκαν	представено	παρουσιάζω	представя-(се)	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
παρουσιάστηκαν	представена	παρουσιάζω	представя-(се)	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
παρουσιάστηκαν	представен	παρουσιάζω	представя-(се)	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
μέτρια	средна	μέτρι	среден	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
μέτρια	среден	μέτρι	среден	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
μέτρια	средни	μέτρι	среден	N;NOM;FEM;SG	ADJ;INDF;PL
μέτρια	средно	μέτρι	средно	N;NOM;FEM;SG	ADV
μέτρια	умерено	μέτρι	умерено	N;NOM;FEM;SG	ADV
μέτρια	умерен	μέτρι	умерен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
μέτρια	умерена	μέτρι	умеря-(се)	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
επηρεάσει	засегнат	επηρεάζω	засегна-(се)	V;PFV;IND;SG;3;FIN;ACT	V;PFV;IND;PL;3;PRS;FIN;ACT
επηρεάσει	повлиян	επηρεάζω	повлиян-(се)	V;PFV;IND;SG;3;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
επηρεάσει	повлияни	επηρεάζω	повлияя-(се)	V;PFV;IND;SG;3;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
μάρσαλ	маршал	μάρσαλ	маршал		N;INDF;MASC;SG
μάρσαλ	маршъл	μάρσαλ	маршъл		N;INDF;MASC;SG
συνταγματική	конституционни	συνταγματικός	конституционен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
δορυφόρο	сателитно	δορυφόρο	сателитен	N;ACC;MASC;SG	ADV
δορυφόρο	сателитен	δορυφόρο	сателитен	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
δορυφόρο	сателитна	δορυφόρο	сателитен	N;ACC;MASC;SG	ADJ;INDF;FEM;SG
στροφές	скорост	στροφή	скорост	N;NOM;FEM;PL	N;INDF;FEM;SG
στροφές	бързина	στροφή	бързина	N;NOM;FEM;PL	N;INDF;FEM;SG
στροφές	спийд	στροφή	спийд	N;NOM;FEM;PL	N;INDF;MASC;SG
συνδεδεμένη	свързани	συνδέδω	свържа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
συνδεδεμένη	свързани	συνδέδω	свържа	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
αναφέρω	споменете	αναφέρω	спомена	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;IMP;PL;2;FIN
αναφέρω	споменаване	αναφέρω	споменаване	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;INDF;NEUT;SG
εγκέφαλο	мозъчен	εγκέφαλος	мозъчен	N;ACC;MASC;SG	ADJ;INDF;MASC;SG
χασάν	хасан	χάσα	хасан		N;INDF;MASC;SG
χασάν	хасан	χάσα	хасан		N;INDF;MASC;SG
εκτελέστηκαν	екзекутиран	εκτελώ	екзекутирам	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
εκτελέστηκαν	изпълнено	εκτελώ	изпълня-(се)	V;PFV;IND;PL;3;PST;FIN;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
ηλέκτρα	електра	ηλέκτρα	електра	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
ηλέκτρα	електра	ηλέκτρα	електра	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
ραούλ	раул	ραούλ	раул	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ραούλ	раул	ραούλ	раул	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
ραούλ	рахул	ραούλ	рахул	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
δον	дон	δον	дон	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
εξελίσσεται	еволюира	εξελίσσω	еволюирам	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;IND;SG;3;PRS;FIN;ACT
μποτσουάνα	ботсуана	μποτσουάνα	ботсуан		N;INDF;FEM;SG
τσάρλι	чарли	τσάρλι	чарла	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
ηλιακή	слънчево	ηλιακός	слънчево	N;NOM;FEM;SG	ADV
ηλιακή	слънчева	ηλιακός	слънчев	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
ηλιακή	слънчеви	ηλιακός	слънчев	N;NOM;FEM;SG	ADJ;INDF;PL
πύργοι	тауърс	πύργος	тауърс	N;NOM;MASC;PL	N;INDF;MASC;SG
φόρουμ	форуми	φόρουμ	форум	N;NOM;MASC;SG	N;INDF;MASC;PL
μεμονωμένα	индивидуален	μεμονωμένος	индивидуален	ADV	ADJ;INDF;MASC;SG
μεμονωμένα	индивидуална	μεμονωμένος	индивидуален	ADV	ADJ;INDF;FEM;SG
μεμονωμένα	индивид	μεμονωμένος	индивид	ADV	N;INDF;MASC;SG
μεμονωμένα	индивидуални	μεμονωμένος	индивидуален	ADV	ADJ;INDF;PL
στράτευμα	войски	στράτευμα	войска	N;NOM;NEUT;SG	N;INDF;FEM;PL
στράτευμα	военнослужещи	στράτευμα	военнослужещ	N;NOM;NEUT;SG	N;INDF;MASC;PL
στράτευμα	войници	στράτευμα	войник	N;NOM;NEUT;SG	N;INDF;MASC;PL
μαχητικά	бойците	μαχητικά	боец	ADV	N;DEF;MASC;PL
