और	وال	और	وَال		N;NOM;DEF;SG
कहें	اقول	कह	قَاوَل	V;SBJV;PL;FIN;ACT	
सामी	سامى	सामी	سامى	PROPN;NOM;MASC;SG;3	
सामी	سامي	सामी	سامي	PROPN;NOM;MASC;SG;3	
सामी	السامي	सामी	سَامِي	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
आर्क	قوس	आर्क	قَوس		N;NOM;INDF;SG
ट्रम्प	ترامب	ट्रम्प	رَامَب	PROPN;NOM;MASC;SG;3	
यीशु	يسوع	यीशु	يسوع	PROPN;NOM;MASC;SG;3	
चश्मे	النظارات	चश्मा	نِظَارَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
चश्मे	نظارات	चश्मा	نِظَار	N;NOM;MASC;SG;3	N;NOM;INDF;PL
प्लूटो	بلوتو	प्लूटो	بلوتو	N;NOM;MASC;SG;3	
डेनियल	دانيال	डेनियल	دَانِيَال	PROPN;NOM;MASC;SG;3	
डेनियल	دانييل	डेनियल	دَانِيِيل	PROPN;NOM;MASC;SG;3	
डेनियल	دانيل	डेनियल	دانيل	PROPN;NOM;MASC;SG;3	
डेनियल	دانيلو	डेनियल	دَانِيلُو	PROPN;NOM;MASC;SG;3	
पैरिस	باريس	पैरिस	بَارِيس	PROPN;NOM;MASC;SG;3	
कामयाबी	ناجحة	कामयाबी	نَاجِح	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
सिलसिले	سيلاس	सिलसिला	سيلاس	N;NOM;MASC;PL;3	
कुरु	كورو	कुरु	كُورُو	PROPN;NOM;MASC;SG;3	
फर्क	يميز	फर्क	أَمَاز		V;IPFV;MASC;IND;SG;3;FIN;ACT
फर्क	الفرق	फर्क	فِرقَة		N;NOM;DEF;SG
फर्क	اختلاف	फर्क	اِختِلَاف		N;NOM;INDF;SG
फर्क	الاختلاف	फर्क	اِختِلَاف		N;NOM;DEF;SG
फर्क	فرق	फर्क	فِرقَة		N;NOM;INDF;PL
इयान	ايان	इयान	إِيَان	PROPN;NOM;MASC;SG;3	
भयभीत	خائفة	भयभीत	خَائِفَة	ADJ	N;NOM;INDF;SG
भयभीत	خاف	भयभीत	خَافّ	ADJ	V;PFV;MASC;SG;3;ACT
मौन	مكتوم	मौन	مكتوم		
मौन	كتم	मौन	كتم		
मौन	السكوت	मौन	سُكُوت		N;NOM;DEF;SG
मौन	الصمت	मौन	صَمت		N;NOM;DEF;SG
मौन	صمت	मौन	صَمّ		N;NOM;INDF;SG
घटा	تخفيض	घटा	تَخفِيض	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
घटा	انخفاض	घटा	اِنخِفَاض	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
घटा	النقصان	घटा	نِقصَان	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
घटा	نقصان	घटा	نقصان	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
घटा	خفض	घटा	خَفض	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
पॉइंट	النقاط	पॉइंट	نُقطَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
पॉइंट	نقاط	पॉइंट	نُقطَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
पॉइंट	بوينت	पॉइंट	بوينت	N;NOM;MASC;SG;3	
त्वरण	تسارع	त्वरण	سَارَع	N;NOM;MASC;SG;3	
जमैका	جامايكا	जमैका	جامايكا	PROPN;NOM;MASC;SG;3	
मक्खन	زبدة	मक्खन	زبدة	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
मक्खन	الزبدة	मक्खन	زَبَدَة	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
सूत	الغزل	सूत	غَزل		N;NOM;DEF;SG
सूत	قطن	सूत	قُطن		
सूत	القطن	सूत	قُطن		N;NOM;DEF;SG
इज़राइल	اسرائيل	इज़राइल	إِسرَائِيل	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
अनन्य	الحصري	अनन्य	حَصرِيّ		
अनन्य	حصرية	अनन्य	حصرية		ADJ;NOM;INDF;FEM;SG
अनन्य	حصري	अनन्य	حِصرِيّ		
अनन्य	حصريا	अनन्य	حِصرِيّ		ADJ;ACC;INDF;MASC;SG
सीना	سينا	सीना	سينا	N;NOM;FEM;SG;3	
श्रृंगार	مكياج	श्रृंगार	مكياج	N;NOM;MASC;SG;3	
प्रावधानों	احكام	प्रावधान	حُكم	N;ACC;MASC;PL;3	N;NOM;INDF;SG
प्रावधानों	الاحكام	प्रावधान	حُكم	N;ACC;MASC;PL;3	N;NOM;DEF;PL
नतीजा	تداعيات	नतीजा	تَدَاعِي	N;NOM;MASC;SG;3	N;NOM;INDF;PL
समता	التعادل	समता	تَعَادُل	PROPN;NOM;FEM;SG;3	N;NOM;DEF;SG
समता	التكافؤ	समता	تَكَافُؤ	PROPN;NOM;FEM;SG;3	N;NOM;DEF;SG
समता	المساواة	समता	مُسَاوَاة	PROPN;NOM;FEM;SG;3	N;NOM;DEF;SG
जुर्माना	بخير	जुर्माना	بخير	N;NOM;MASC;SG;3	
जुर्माना	الغرامات	जुर्माना	غَرَامَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
जुर्माना	غرامات	जुर्माना	غَرَامَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
क़ुरान	القران	क़ुरान	قَرن	PROPN;NOM;MASC;SG;3	N;NOM;DEF;SG
क़ुरान	قران	क़ुरान	قَرن	PROPN;NOM;MASC;SG;3	
पूर्णता	كمال	पूर्णता	كمال	N;NOM;FEM;SG;3	
ओमान	عمان	ओमान	عَمَّان	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
पीड़ितों	الضحايا	पीड़ित	ضَحِيَّة	N;ACC;MASC;PL;3	N;NOM;DEF;PL
पीड़ितों	ضحايا	पीड़ित	ضَحِيَّة	N;ACC;MASC;PL;3	N;NOM;INDF;PL
बादलों	سحاب	बादल	سَحَّاب	N;ACC;MASC;PL;3	N;NOM;INDF;SG
बादलों	السحب	बादल	سَحب	N;ACC;MASC;PL;3	N;NOM;DEF;SG
बादलों	غيوم	बादल	غِيَوم	N;ACC;MASC;PL;3	
बादलों	الغيوم	बादल	غُيُوم	N;ACC;MASC;PL;3	N;NOM;DEF;PL
बादलों	سحب	बादल	سَحب	N;ACC;MASC;PL;3	N;NOM;INDF;SG
चतुर्भुज	مستطيل	चतुर्भुज	مُستَطِيل	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
चीता	الفهد	चीत	الفهد	N;NOM;MASC;SG;3	
चीता	نمر	चीत	نمر	N;NOM;MASC;SG;3	
मूक	مكتوم	मूक	مكتوم		
मूक	الصامت	मूक	صَامِت		
मूक	ساكت	मूक	سَاك		
मूक	صامت	मूक	صَام		N;NOM;INDF;SG
मूक	صامتة	मूक	صَامِت		ADJ;NOM;INDF;FEM;SG
मूक	كتم	मूक	كتم		
प्रतिभाशाली	عبقري	प्रतिभाशाली	عبقري	N;NOM;MASC;SG;3	
प्रतिभाशाली	موهوبة	प्रतिभाशाली	مَوهُوب	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
प्रतिभाशाली	موهوب	प्रतिभाशाली	مُوهُوب	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
पनीर	تشيز	पनीर	أَشَاز	N;NOM;MASC;SG;3	
स्मार्ट	ذكاء	स्मार्ट	ذَكَاء	N;NOM;MASC;SG;3	
स्मार्ट	ذكية	स्मार्ट	ذَكِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
स्मार्ट	سمارت	स्मार्ट	سَمَار	N;NOM;MASC;SG;3	
पश्तो	الباشتو	पश्तो	الباشتو	N;NOM;MASC;SG;3	
मैडोना	مادونا	मैडो	مادونا	PROPN;NOM;FEM;SG;3	
बराक	باراك	बराक	بَارَاك	PROPN;NOM;MASC;SG;3	
बराक	باراك	बराक	بَارَاك	PROPN;NOM;MASC;SG;3	
चमकदार	اللامعة	चमकदार	لَامِعَة	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
चमकदार	المبهرة	चमकदार	مُبَهِّر	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
स्पीकर	متكلم	स्पीकर	مُتَكَلِّم	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
यों	بلانك	यह	بَلَانِك		
गतिविधियाँ	الانشطة	गतिविधि	الانشطة	N;NOM;FEM;PL;3	
इसराइल	اسرائيل	इसराइल	إِسرَائِيل	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
कोच्चि	كوشي	कोच्चि	كوشي	PROPN;NOM;MASC;SG;3	
कृषक	المزارعين	कृषक	مُزَارِع	N;NOM;MASC;SG;3	N;NOM;DEF;PL
कृषक	المزارعون	कृषक	مُزَارِع	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मूर्तिकला	نحت	मूर्तिकला	نَحَا	N;NOM;FEM;SG;3	V;PFV;FEM;SG;3;ACT
शाश्वत	الخلود	शाश्वत	خُلُود		N;NOM;DEF;SG
शाश्वत	الابدية	शाश्वत	أَبَدِيّ		
बैग	كيس	बैग	كَيس	N;NOM;MASC;SG;3	
बैग	الاكياس	बैग	إِكيَاس	N;NOM;MASC;SG;3	N;NOM;DEF;PL
बैग	اكياس	बैग	كِيس	N;NOM;MASC;SG;3	N;NOM;INDF;PL
बैग	الحقائب	बैग	حَقِيبَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
बैग	حقائب	बैग	حَقِيبَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
नर्तक	الراقصات	नर्तक	رَاقِصَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
नर्तक	الراقصين	नर्तक	رَاقِص	N;NOM;MASC;SG;3	ADJ;ACC;DEF;MASC;PL
नर्तक	الراقصة	नर्तक	رَاقِص	N;NOM;MASC;SG;3	
प्रतिभागियों	المشاركون	प्रतिभागी	مُشَارِك	N;ACC;FEM;PL;3	N;NOM;DEF;PL
प्रतिभागियों	المشتركون	प्रतिभागी	مُشتَرَك	N;ACC;FEM;PL;3	N;NOM;DEF;PL
पढ़ना	القراءة	पढ़	قِرَاءَة	V;MASC;NFIN;ACT	N;NOM;DEF;SG
पढ़ना	قراءة	पढ़	قِرَاءَة	V;MASC;NFIN;ACT	N;NOM;INDF;SG
पढ़ना	اقرا	पढ़	أَقَرّ	V;MASC;NFIN;ACT	
आपरेशन	العمليات	आपरेशन	عَمَلِيَّة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
मैनुअल	يدوي	मैनुअल	يَدَوِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
सस्ती	بخيل	सस्ती	بَخِيل	ADJ;NOM;FEM;SG	
रणवीर	رانفير	रणवीर	رَانفِير	PROPN;NOM;MASC;SG;3	
बेखम	بيكهام	बेखम	بيكهام	PROPN;NOM;MASC;SG;3	
स्याही	الحبر	स्याही	حَبر		N;NOM;DEF;SG
स्याही	حبر	स्याही	حَبر		N;NOM;INDF;SG
रॉस	روس	रॉस	رُوس	PROPN;NOM;MASC;SG;3	
हवाओं	رياح	हवा	رِيح	N;ACC;FEM;PL;3	N;NOM;INDF;PL
परम्पराओं	التقاليد	परम्परा	تَقلِيد	N;ACC;FEM;PL;3	N;NOM;DEF;PL
परम्पराओं	تقاليد	परम्परा	تَقلِيد	N;ACC;FEM;PL;3	N;NOM;INDF;PL
पूछे	اسال	पूछ	أَسَال	V;PFV;MASC;PL;V.PTCP;ACT	
पूछे	سالت	पूछ	سَال	V;PFV;MASC;PL;V.PTCP;ACT	V;PFV;FEM;SG;3;ACT
सेब	ابل	सेब	أَبل	N;NOM;MASC;SG;3	
सेब	تفاح	सेब	تَفَاحِي	N;NOM;MASC;SG;3	
शत्रुओं	الحاقدين	शत्रु	حَاقِد	N;ACC;MASC;PL;3	ADJ;NOM;DEF;MASC;PL
रो	r	रो	لَ		
रो	ابكي	रो	بَكِي		V;PFV;MASC;SG;3;ACT
रो	يبكي	रो	أَبكَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
रो	البكاء	रो	بَكَاء		N;NOM;DEF;SG
रो	تبكي	रो	بَكَى		V;IPFV;MASC;IND;SG;3;FIN;ACT
रो	بكاء	रो	بَكَاء		N;NOM;INDF;SG
पुस्तकालयों	المكتبات	पुस्तकाल	مَكتَبَة	N;ACC;MASC;PL;3	N;NOM;DEF;PL
पुस्तकालयों	مكتبات	पुस्तकाल	مُكتَبَّات	N;ACC;MASC;PL;3	N;NOM;INDF;PL
पुस्तकालयों	مكتبة	पुस्तकाल	مَكتَبَة	N;ACC;MASC;PL;3	N;NOM;INDF;SG
पुस्तकालयों	المكتبة	पुस्तकाल	مَكتَبَة	N;ACC;MASC;PL;3	N;NOM;DEF;SG
बहनों	الاخوات	बहन	أَخَات	N;ACC;FEM;PL;3	N;NOM;DEF;PL
बहनों	اخوات	बहन	اخوات	N;ACC;FEM;PL;3	N;NOM;INDF;PL
अश्लील	الاباحية	अश्लील	إِبَاحِيّ	ADJ	N;NOM;DEF;SG
अश्लील	دعارة	अश्लील	دَعَارَة	ADJ	N;NOM;INDF;SG
आपात	طوارئ	आपात	طَارِئَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
आपात	الطوارئ	आपात	طَارِئَة	N;NOM;MASC;SG;3	N;NOM;DEF;PL
नामीबिया	ناميبيا	नामीबिया	نَامِيبِيَا	PROPN;NOM;MASC;SG;3	
स्त्रियाँ	نساء	स्त्री	نِسَاء	N;NOM;FEM;PL;3	N;NOM;INDF;SG
स्त्रियाँ	المراة	स्त्री	مَرَاة	N;NOM;FEM;PL;3	N;NOM;DEF;SG
स्त्रियाँ	النساء	स्त्री	نِسَاء	N;NOM;FEM;PL;3	N;NOM;DEF;SG
एनी	اني	एनी	اني	PROPN;NOM;MASC;SG;3	
एनी	انى	एनी	إِنَى	PROPN;NOM;MASC;SG;3	
मामा	عمو	मामा	عُمُوّ	N;NOM;MASC;SG;3	
मामा	عمي	मामा	عمي	N;NOM;MASC;SG;3	
मामा	عم	मामा	عَمّ	N;NOM;MASC;SG;3	
मामा	العم	मामा	عَمّ	N;NOM;MASC;SG;3	
नगरीय	حضرية	नगरीय	حَضَرِيّ	N;NOM;MASC;SG;3	ADJ;NOM;INDF;FEM;SG
नगरीय	الحضري	नगरीय	حَضَرِيّ	N;NOM;MASC;SG;3	
नगरीय	حضري	नगरीय	حضري	N;NOM;MASC;SG;3	
जैकी	جاكي	जैकी	جَاكِي	PROPN;NOM;MASC;SG;3	
क्रोधित	تفاقم	क्रोधित	تَفَاقُم	ADJ	N;NOM;INDF;SG
क्रोधित	زعل	क्रोधित	زَعل	ADJ	
क्रोधित	غاضب	क्रोधित	غَاضَب	ADJ	N;NOM;INDF;SG
क्रोधित	غاضبون	क्रोधित	غَاضِب	ADJ	N;NOM;INDF;PL
तात्कालिक	عاجل	तात्कालिक	عَاجِل	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
तात्कालिक	مستعجل	तात्कालिक	مُستَعجَل	PROPN;NOM;SG;3	N;NOM;INDF;SG
तात्कालिक	الفوري	तात्कालिक	فَورِيّ	PROPN;NOM;SG;3	ADJ;NOM;DEF;MASC;SG
तात्कालिक	فوري	तात्कालिक	فَورِيّ	PROPN;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
कोबेन	كوبين	कोबेन	كُوبِين	PROPN;NOM;MASC;SG;3	
बुराई	شر	बुराई	شَرّ	N;NOM;FEM;SG;3	
उत्तेजक	الاستفزازية	उत्तेजक	اِستِفزَازِيّ	PROPN;NOM;SG;3	ADJ;NOM;DEF;FEM;SG
दशमलव	العشري	दशमलव	عَشَرِيّ		
काई	كاي	काई	كَاي		
क्रूर	قاسي	क्रूर	قاسي	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
क्रूर	ضروب	क्रूर	ضَرب	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
क्रूर	وحشية	क्रूर	وحشية	PROPN;NOM;MASC;SG;3	N;NOM;INDF;SG
क्रूर	وحشي	क्रूर	وحشي	PROPN;NOM;MASC;SG;3	
जोनाथन	جونثان	जोनाथन	جُونثَان	PROPN;NOM;MASC;SG;3	
जोनाथन	جوناثان	जोनाथन	جُونَاثَان	PROPN;NOM;MASC;SG;3	
सैर	مشي	सैर	مَشي	N;NOM;FEM;SG;3	
सैर	امشي	सैर	امشي	N;NOM;FEM;SG;3	
चिकनी	سلسة	चिकना	سِلسَة	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
चिकनी	سلس	चिकना	سَلس	ADJ;NOM;FEM;SG	N;NOM;INDF;SG
चिकनी	ناعم	चिकना	نَاعِم	ADJ;NOM;FEM;SG	
चिकनी	السلس	चिकना	سِلسَة	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
चिकनी	دهني	चिकना	دهني	ADJ;NOM;FEM;SG	
कैनेडी	كندي	कैनेडी	كَنَدِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC;SG
कैनेडी	كيندي	कैनेडी	كيندي	PROPN;NOM;MASC;SG;3	
कैनेडी	كينيدي	कैनेडी	كِينِيدِي	PROPN;NOM;MASC;SG;3	
कैनेडी	كنيدي	कैनेडी	كنيدي	PROPN;NOM;MASC;SG;3	
टाई	تعادل	टाई	تَعَادُل		N;NOM;INDF;SG
टाई	التعادل	टाई	تَعَادُل		N;NOM;DEF;SG
विदेशियों	اجانب	विदेशी	أَجنَبِيّ	N;ACC;MASC;PL;3	N;NOM;INDF;PL
विदेशियों	الاجانب	विदेशी	أَجنَبِيّ	N;ACC;MASC;PL;3	N;NOM;DEF;PL
अनुवादित	مترجمة	अनुवादित	مُتَرَجِّم	ADJ	N;NOM;INDF;SG
इंजीनियरों	المهندسين	इंजीनियर	مُهَندِس	N;ACC;MASC;PL;3	N;NOM;DEF;PL
गा	غن	गा	غَن	V;SG;FIN;ACT	
गा	اغني	गा	اغني	V;SG;FIN;ACT	
गा	غني	गा	غَنِّيّ	V;SG;FIN;ACT	
पूछताछ	استفسارات	पूछताछ	اِستِفسَار	N;NOM;FEM;SG;3	N;NOM;INDF;PL
पूछताछ	تحريات	पूछताछ	تَحَرِّي	N;NOM;FEM;SG;3	N;NOM;INDF;PL
पूछताछ	التحقيقات	पूछताछ	تَحقِيق	N;NOM;FEM;SG;3	N;NOM;DEF;PL
पूछताछ	الاستفسارات	पूछताछ	اِستِفسَار	N;NOM;FEM;SG;3	N;NOM;DEF;PL
परिशिष्ट	الزائدة	परिशिष्ट	زَائِد	N;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
गवाही	يشهد	गवाही	شَهِد	N;NOM;FEM;SG;3	V;IPFV;MASC;IND;SG;3;FIN;ACT
गवाही	اشهد	गवाही	شَهِد	N;NOM;FEM;SG;3	V;PFV;MASC;SG;2;ACT
वॉकर	والكر	वॉकर	والكر	PROPN;NOM;MASC;SG;3	
वॉकर	ووكر	वॉकर	وُوكِر	PROPN;NOM;MASC;SG;3	
वॉकर	واكر	वॉकर	واكر	PROPN;NOM;MASC;SG;3	
कैदियों	سجناء	कैदी	سَجِين	N;ACC;MASC;PL;3	N;NOM;INDF;PL
कैदियों	المساجين	कैदी	مُسَاجِي	N;ACC;MASC;PL;3	N;NOM;DEF;PL
कैदियों	الاسرى	कैदी	أَسِير	N;ACC;MASC;PL;3	N;NOM;DEF;PL
कैदियों	اسرى	कैदी	أَسِير	N;ACC;MASC;PL;3	
कैदियों	السجناء	कैदी	سَجِين	N;ACC;MASC;PL;3	N;NOM;DEF;PL
फिजी	فيجي	फिजी	فَيجِيّ	PROPN;NOM;MASC;SG;3	
हुक	الخطاف	हुक	خِطَاف	N;NOM;MASC;SG;3	
हुक	خطاف	हुक	خطاف	N;NOM;MASC;SG;3	
हुक	هوك	हुक	هُوك	N;NOM;MASC;SG;3	
रिटर्न	عوائد	रिटर्न	عَادَة	N;NOM;MASC;SG;3	N;NOM;INDF;PL
रिटर्न	ترجع	रिटर्न	رَجَع	N;NOM;MASC;SG;3	V;IPFV;FEM;IND;SG;3;FIN;ACT
रिटर्न	العائدات	रिटर्न	عَائِد	N;NOM;MASC;SG;3	N;NOM;DEF;PL
प्लैटिनम	البلاتينيوم	प्लैटिनम	البلاتينيوم	N;NOM;MASC;SG;3	
फिलीपींस	الفلبينية	फिलीपींस	فِلِبِّينِيّ	PROPN;NOM;MASC;SG;3	ADJ;NOM;DEF;FEM;SG
फिलीपींस	الفلبين	फिलीपींस	الفلبين	PROPN;NOM;MASC;SG;3	
फिलीपींस	بالفلبين	फिलीपींस	بالفلبين	PROPN;NOM;MASC;SG;3	
दीवारें	اسوار	दीवार	سُور	N;NOM;FEM;PL;3	
दीवारें	الحيطان	दीवार	حِيطَان	N;NOM;FEM;PL;3	
दीवारें	جدران	दीवार	جِدرَان	N;NOM;FEM;PL;3	
सपाट	مسطح	सपाट	مَسطَح		ADJ;NOM;INDF;MASC;SG
सपाट	شقة	सपाट	شَقَّة		N;NOM;INDF;SG
सपाट	مسطحة	सपाट	مسطحة		ADJ;NOM;INDF;FEM;SG
नक़ल	علم	नक़ल	عَلِم	N;NOM;FEM;SG;3	V;PFV;MASC;SG;3;ACT
नक़ल	انسخ	नक़ल	انسخ	N;NOM;FEM;SG;3	V;MASC;IMP;SG;FIN
नक़ल	النسخ	नक़ल	نُسخَة	N;NOM;FEM;SG;3	N;NOM;DEF;PL
देशभक्ति	وطنية	देशभक्ति	وَطَنِيّ	N;NOM;FEM;SG;3	ADJ;NOM;INDF;FEM;SG
केन्या	كينيا	केन्या	كِينِيَا	PROPN;NOM;MASC;SG;3	
बर्बाद	تهدر	बर्बाद	هَدَر	ADJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
बर्बाद	تضيع	बर्बाद	أَضَاع	ADJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
बर्बाद	يهدر	बर्बाद	هَدَر	ADJ	V;IPFV;MASC;IND;SG;3;FIN;ACT
