月	moon	月	moko	N	
強迫	pakotti	強迫	pakottaa		V;IND;SG;3;PST;FIN;ACT
強迫	pakottamista	強迫	pakottaminen		N;PRT;SG
殭屍	zombie	殭屍	zombie		N;NOM;SG
殭屍	zombi	殭屍	zombi		N;NOM;SG
假定	oletuksia	假定	oletus	V	N;PRT;PL
假定	oletukset	假定	oletus	V	N;NOM;PL
假定	oletus	假定	oletus	V	N;NOM;SG
假定	olettamus	假定	olettamus	V	N;NOM;SG
假定	oletukset	假定	oletus	V	N;NOM;PL
波羅	itämeri	波羅	itämeri	PROPN	N;NOM;SG
波羅	baltian	波羅	baltia	PROPN	N;GEN;SG
波羅	itämeren	波羅	itä#meri	PROPN	N;GEN;SG
競技	arena	競技	arena	V	N;NOM;SG
競技	areenalla	競技	areena	V	N;AT+ESS
;SG
競技	areena	競技	are	V	N;NOM;SG
無線	radion	無線	radio	V	N;GEN;SG
無線	radio	無線	radio	V	N;NOM;SG
麻省	mit	麻省	mit	PROPN	INTJ
捐贈	lahjoitus	捐贈	lahjoitus	V	N;NOM;SG
捐贈	lahjoituksen	捐贈	lahjoitus	V	N;GEN;SG
捐贈	luovutuksen	捐贈	luovutus	V	N;GEN;SG
捐贈	luovutus	捐贈	luovutus	V	N;NOM;SG
捐贈	lahjoituksia	捐贈	lahjoitus	V	N;PRT;PL
捐贈	lahjoitukset	捐贈	lahjoitus	V	N;NOM;PL
平時	tavallinen	平時	tavallinen	N	ADJ;NOM;SG
平時	tavallista	平時	tavallinen	N	ADJ;PRT;SG
平時	tavanomainen	平時	tavan#omainen	N	ADJ;NOM;SG
平時	tavanomaiset	平時	tavan#omainen	N	ADJ;NOM;PL
核准	hyväksynnän	核准	hyväksyntä	V	N;GEN;SG
核准	hyväksyntää	核准	hyväksyntä	V	N;PRT;SG
核准	hyväksyminen	核准	hyväksyminen	V	N;NOM;SG
核准	hyväksyntä	核准	hyväksyntä	V	N;NOM;SG
中野	nakano	中野	nakano	PROPN	N;NOM;SG
脂	paksu	脂	paksu	N	ADJ;NOM;SG
脂	lihava	脂	lihava	N	ADJ;NOM;SG
尊敬	kunnioitus	尊敬	kunnioitus	V	N;NOM;SG
尊敬	kunnioitusta	尊敬	kunnioitus	V	N;PRT;SG
十字	ylitä	十字	ylittää	N	V;IMP;SG;2;FIN;ACT
十字	ristiin	十字	risti	N	ADV
感動	muutto	感動	muutto	V	N;NOM;SG
感動	liikkeellä	感動	liike	V	N;AT+ESS
;SG
住	kotipaikka	住	koti#paikka	V	N;NOM;SG
住	residence	住	residence	V	N;NOM;SG
住	asuinpaikka	住	asuin#paikka	V	N;NOM;SG
住	oleskelu	住	oleskelu	V	N;NOM;SG
住	kotipaikka	住	koti#paikka	V	N;NOM;SG
單人	naimaton	單人	naimaton	N	ADJ;NOM;SG
單人	yksittäinen	單人	yksittäinen	N	ADJ;NOM;SG
空白	tyhjennä	空白	tyhjentää	N	V;IMP;SG;2;FIN;ACT
空白	tyhjä	空白	tyhjä	N	ADJ;NOM;SG
空白	tyhjä	空白	tyhjä	N	ADJ;NOM;SG
紀念	muistomerkki	紀念	muisto#merkki	V	N;NOM;SG
紀念	memorial	紀念	memorial	V	N;NOM;SG
紀念	monumentti	紀念	monumentti	V	N;NOM;SG
紀念	muistomerkki	紀念	muisto#merkki	V	N;NOM;SG
人道	inhimillinen	人道	inhimillinen	N	ADJ;NOM;SG
驗證	tunnistaminen	驗證	tunnistaminen	V	N;NOM;SG
驗證	todentaminen	驗證	todentaminen	V	N;NOM;SG
驗證	tunnistus	驗證	tunnistus	V	N;NOM;SG
驗證	tarkastus	驗證	tarkastus	V	N;NOM;SG
驗證	todentaminen	驗證	todentaminen	V	N;NOM;SG
相鄰	vierekkäisten	相鄰	vierekkäinen	V	ADJ;GEN;PL
相鄰	vieressä	相鄰	vieressä	V	ADV
山姆	samuli	山姆	samuli	PROPN	PROPN;NOM;SG
山姆	sam	山姆	sam	PROPN	PROPN;NOM;SG
山姆	samin	山姆	sami	PROPN	N;GEN;SG
亞當	adam	亞當	adam	PROPN	PROPN;NOM;SG
偵察	tiedustelu	偵察	tiedustelu	V	N;NOM;SG
偵察	tiedustelu	偵察	tiedustelu	V	N;NOM;SG
銷售	myynnin	銷售	myynti	V	N;GEN;SG
銷售	myynti	銷售	myynti	V	N;NOM;SG
銷售	myyntiä	銷售	myynti	V	N;PRT;SG
侮辱	loukkaukset	侮辱	loukkaus	V	N;NOM;PL
侮辱	loukkauksia	侮辱	loukkaus	V	N;PRT;PL
侮辱	loukkauksista	侮辱	loukkaus	V	N;IN+ABL;PL
侮辱	loukkaus	侮辱	loukkaus	V	N;NOM;SG
境外	offshore	境外	offshore	N	PROPN;NOM;SG
管家	butler	管家	butler	N	PROPN;NOM;SG
平凡	tavallinen	平凡	tavallinen	N	ADJ;NOM;SG
平凡	tavalliset	平凡	tavallinen	N	ADJ;NOM;PL
平凡	tavanomainen	平凡	tavan#omainen	N	ADJ;NOM;SG
駒	kui	駒	kui	PROPN	INTJ
見證	todistaja	見證	todistaja	V	N;NOM;SG
見證	silminnäkijä	見證	silminnäkijä	V	N;NOM;SG
見證	todistajan	見證	todistaja	V	N;GEN;SG
見證	todistajat	見證	todistaja	V	N;NOM;PL
洲際	intercontinental	洲際	intercontinentalla	PROPN	ADJ;NOM;SG
聚合	polymeeri	聚合	poly#meeri	V	N;NOM;SG
聚合	polymeerit	聚合	poly#meeri	V	N;NOM;PL
未	alaikäinen	未	alaikäinen	ADV;NEG	ADJ;NOM;SG
未	alaikäisiä	未	ala#ikäinen	ADV;NEG	ADJ;PRT;PL
未	alaikäinen	未	alaikäinen	ADV;NEG	ADJ;NOM;SG
未	vähäinen	未	vähäinen	ADV;NEG	ADJ;NOM;SG
清洗	puhdistus	清洗	puhdistus	V	N;NOM;SG
清洗	puhdistaminen	清洗	puhdistaminen	V	N;NOM;SG
清洗	siivous	清洗	siivous	V	N;NOM;SG
清洗	pesu	清洗	pesu	V	N;NOM;SG
清洗	puhdistus	清洗	puhdistus	V	N;NOM;SG
清洗	puhdistaminen	清洗	puhdistaminen	V	N;NOM;SG
清洗	puhdistusta	清洗	puhdistus	V	N;PRT;SG
清洗	puhdistus	清洗	puhdistus	V	N;NOM;SG
必	tarpeellisia	必	tarpeellinen	V	ADJ;PRT;PL
必	tarpeen	必	tarpeen	V	ADV
必	tarpeellista	必	tarpeellinen	V	ADJ;PRT;SG
必	tarpeelliset	必	tarpeellinen	V	ADJ;NOM;PL
必	tarpeellinen	必	tarpeellinen	V	ADJ;NOM;SG
必	välttämätön	必	välttämätön	V	ADJ;NOM;SG
控告	syyte	控告	syyte	V	N;NOM;SG
天主	katolinen	天主	kato#linen	PROPN	ADJ;NOM;SG
天主	katolilainen	天主	katolilainen	PROPN	N;NOM;SG
天主	katolilaiset	天主	katolilainen	PROPN	N;NOM;PL
決心	ratkaista	決心	ratkaista	N	V;SG;NFIN;ACT
決心	ratkaise	決心	ratkaise	N	V;IMP;SG;2;FIN;ACT
決心	päättäväinen	決心	päättäväinen	N	ADJ;NOM;SG
安東	anton	安東	anto	PROPN	N;NOM;SG
加冕	kruunajaiset	加冕	kruunajainen	V	N;NOM;PL
暑假	suvi	暑假	suvi	N	PROPN;NOM;SG
炒	paistettu	炒	paistaa	N	V;NOM;SG;V.PTCP;PASS
炒	paistettua	炒	paistaa	N	V;PRT;SG;V.PTCP;PASS
鞏固	vakauttaminen	鞏固	vakauttaminen	V	N;NOM;SG
遇見	met	遇見	metni	V	INTJ
姑娘	girl	姑娘	girl	N	
印度尼西亞	indonesiassa	印度尼西亞	indonesia	PROPN	N;IN+ESS;SG
印度尼西亞	indonesian	印度尼西亞	indonesia	PROPN	N;GEN;SG
印度尼西亞	indonesia	印度尼西亞	indonen	PROPN	N;NOM;SG
貝拉	bella	貝拉	bella	PROPN	N;NOM;SG
權威	arvovaltainen	權威	arvovaltainen	N	ADJ;NOM;SG
接納	pääsy	接納	pääsy	V	N;NOM;SG
接納	sisäänpääsy	接納	sisäänpääsy	V	N;NOM;SG
發放	liikkeeseen	發放	liike	V	N;IN+ALL;SG
扭曲	twist	扭曲	twist	N	
扭曲	vääntää	扭曲	vääntää	N	V;IND;SG;3;PRS;FIN;ACT
扭曲	kiero	扭曲	kiero	N	ADJ;NOM;SG
扭曲	kieroutunut	扭曲	kieroutua	N	V;NOM;SG;V.PTCP;ACT
扭曲	vääristymät	扭曲	vääristyä	N	V;NOM;PL;V.PTCP;ACT
扭曲	vääristää	扭曲	vääristää	N	V;IND;SG;3;PRS;FIN;ACT
村	kyl	村	kyllä	N	ADV
週六	istui	週六	istua	N	V;IND;SG;3;PST;FIN;ACT
週六	istuin	週六	istua	N	V;IND;SG;1;PST;FIN;ACT
預告	teaser	預告	teaser	V	N;NOM;SG
預告	perävaunun	預告	perä#vaunu	V	N;GEN;SG
重疊	päällekkäisyyksiä	重疊	päällekkäisyys	ADJ	N;PRT;PL
重疊	päällekkäisyyttä	重疊	päällekkäisyys	ADJ	N;PRT;SG
重疊	päällekkäin	重疊	päällekkäin	ADJ	ADV
重疊	päällekkäisyyttä	重疊	päällekkäisyys	ADJ	N;PRT;SG
重疊	päällekkäisyyksiä	重疊	päällekkäisyys	ADJ	N;PRT;PL
共產	kommunistinen	共產	kommunistinen	N	ADJ;NOM;SG
候補	varajäsen	候補	varaja	V	N;NOM;SG
候補	vaihtoehtoinen	候補	vaihto#ehtoinen	V	ADJ;NOM;SG
守門	maalivahti	守門	maali#vahti	V	N;NOM;SG
守門	maalivahti	守門	maali#vahti	V	N;NOM;SG
愛好	harrastaja	愛好	harrastaja	V	N;NOM;SG
愛好	harrastajille	愛好	harrastaja	V	N;AT+ALL;PL
傳承	perintö	傳承	perintö	V	N;NOM;SG
傳承	perinnön	傳承	perintö	V	N;GEN;SG
史前	esihistoriallinen	史前	esi#historiallinen	N	ADJ;NOM;SG
虐待	väärinkäyttö	虐待	väärin#käyttö	V	N;NOM;SG
虐待	väärinkäytön	虐待	väärin#käyttö	V	ADJ;GEN;SG
虐待	väärinkäyttöä	虐待	väärin#käyttö	V	N;PRT;SG
虐待	pahoinpitely	虐待	pahoin#pitely	V	N;NOM;SG
虐待	väärinkäytökset	虐待	väärin#käytös	V	N;NOM;PL
鋸	näin	鋸	näin	N	ADV
鋸	näki	鋸	nähdä	N	V;IND;SG;3;PST;FIN;ACT
可	toteutettavissa	可	toteuttaa	V	V;IN+ESS;PL;V.PTCP;PASS
聊	keskustelussa	聊	keskustelu	V	N;IN+ESS;SG
聊	keskustelu	聊	keskustelu	V	N;NOM;SG
聊	chat	聊	chat	V	N;NOM;SG
聊	puhetta	聊	puhe	V	N;PRT;SG
門檻	kynnyksen	門檻	kynnys	PROPN	N;GEN;SG
商用	kaupallista	商用	kaupallinen	N	ADJ;PRT;SG
商用	kaupalliset	商用	kaupallinen	N	ADJ;NOM;PL
商用	kaupallinen	商用	kaupallinen	N	ADJ;NOM;SG
先驅	herald	先驅	herald	N	PROPN;NOM;SG
先驅	pioneer	先驅	pioneer	N	
挑	valitse	挑	valitse		V;IMP;SG;2;FIN;ACT
撤離	evakuointi	撤離	evakuointi	V	N;NOM;SG
估算	arvio	估算	arvio	V	N;NOM;SG
凸	kupera	凸	kupera	N	ADJ;NOM;SG
克	voittaminen	克	voittaminen	PROPN	N;NOM;SG
邁阿密	miami	邁阿密	miami	PROPN	PROPN;NOM;SG
邁阿密	miamiin	邁阿密	miami	PROPN	N;IN+ALL;SG
邁阿密	miamin	邁阿密	miamin	PROPN	N;GEN;SG
寒冷	kyl	寒冷	kyllä	ADJ	ADV
手冊	manuaalinen	手冊	manuaalinen	N	ADJ;NOM;SG
致死	tappava	致死	tappava	V	ADJ;NOM;SG
致死	tappavaa	致死	tappava	V	ADJ;PRT;SG
調節	hoitava	調節	hoitaa	N	V;NOM;SG;V.PTCP;ACT
瑞安	ryan	瑞安	ryan	PROPN	PROPN;NOM;SG
馬尼拉	manilan	馬尼拉	manila	PROPN	N;GEN;SG
預防	ennaltaehkäisy	預防	ennalta#ehkäisy	V	N;NOM;SG
預防	ehkäisy	預防	ehkäisy	V	N;NOM;SG
預防	ehkäiseminen	預防	ehkäiseminen	V	N;NOM;SG
表決	äänestä	表決	ääni	V	N;IN+ABL;SG
表決	äänestys	表決	äänestys	V	N;NOM;SG
表決	äänioikeus	表決	ääni#oikeus	V	N;NOM;SG
表決	äänestykset	表決	äänestys	V	N;NOM;PL
表決	äänestys	表決	äänestys	V	N;NOM;SG
表決	äänestäminen	表決	äänestäminen	V	N;NOM;SG
阿爾巴尼亞	albaniassa	阿爾巴尼亞	albania	PROPN	N;IN+ESS;SG
阿爾巴尼亞	albanian	阿爾巴尼亞	albania	PROPN	N;GEN;SG
阿爾巴尼亞	albania	阿爾巴尼亞	albania	PROPN	N;NOM;SG
阿爾巴尼亞	albaniaa	阿爾巴尼亞	albania	PROPN	N;PRT;SG
濫用	väärinkäytön	濫用	väärin#käyttö	N	ADJ;GEN;SG
濫用	loukkaava	濫用	loukkata	N	V;NOM;SG;V.PTCP;ACT
濫用	loukkaavaa	濫用	loukkaava	N	V;PRT;SG;V.PTCP;ACT
濫用	väärinkäytön	濫用	väärin#käyttö	N	ADJ;GEN;SG
好	hollywoodiin	好	hollywoodi	PART	N;IN+ALL;SG
好	hollywood	好	hollywood	PART	
好	hollywoodin	好	hollywoodi	PART	N;GEN;SG
好	hollywoodissa	好	hollywoodi	PART	N;IN+ESS;SG
黃昏	hämärän	黃昏	hämärä	N	ADJ;GEN;SG
黃昏	twilight	黃昏	twilight	N	
黃昏	hämärä	黃昏	hämärä	N	ADJ;NOM;SG
黃昏	dusk	黃昏	duskolfoffifkofoffifkoffafkoffaffioffio	N	
黃昏	hämärä	黃昏	hämärä	N	ADJ;NOM;SG
演變	evoluution	演變	evoluutio	V	N;GEN;SG
演變	evoluutio	演變	evoluutio	V	N;NOM;SG
演變	kehitys	演變	kehitys	V	N;NOM;SG
演變	kehittyminen	演變	kehittyminen	V	N;NOM;SG
適當	tarkoituksenmukainen	適當	tarkoitus#mukainen	ADV	ADJ;NOM;SG
適當	asianmukaiset	適當	asian#mukainen	ADV	ADJ;NOM;PL
適當	asianmukainen	適當	asian#mukainen	ADV	ADJ;NOM;SG
適當	sopivaa	適當	sopiva	ADV	ADJ;PRT;SG
適當	sopiva	適當	sopiva	ADV	ADJ;NOM;SG
某人	joku	某人	joku	N	PRO;NOM;SG
某人	jonkun	某人	joku	N	PRO;GEN;SG
貨車	van	貨車	van	N	PROPN;NOM;SG
天天	jokapäiväistä	天天	joka#päivät	N	ADJ;PRT;SG
天天	jokapäiväinen	天天	jokapäiväinen	N	ADJ;NOM;SG
手動	käyttöohje	手動	käyttö#ohje	V	N;NOM;SG
手動	käsikirjan	手動	käsi#kirja	V	N;GEN;SG
手動	käsikirja	手動	käsi#kirja	V	N;NOM;SG
手動	manuaalinen	手動	manuaalinen	V	ADJ;NOM;SG
評論	kriitikot	評論	kriitikko	V	N;NOM;PL
評論	kriitikko	評論	kriitikko	V	N;NOM;SG
大洋	ocean	大洋	ocea	N	
演說	puhe	演說	puhe	V	N;NOM;SG
演說	puhetta	演說	puhe	V	N;PRT;SG
演說	puheenvuoro	演說	puheen#vuoro	V	N;NOM;SG
侯	markiisi	侯	markia	PROPN	N;NOM;SG
德克薩斯	texasin	德克薩斯	texata	PROPN	N;GEN;SG
德克薩斯	texas	德克薩斯	texas	PROPN	
可	elinkelpoinen	可	elin#kelpoinen	V	ADJ;NOM;SG
主修	majuri	主修	majuri	V	N;NOM;SG
主修	major	主修	major	V	
靈感	inspiroi	靈感	inspiroida	N	V;IND;SG;2;PRS;FIN;ACT
計算	tietokoneet	計算	tieto#kone	V	N;NOM;PL
計算	tietokone	計算	tieto#kone	V	N;NOM;SG
計算	tietokoneen	計算	tieto#kone	V	N;GEN;SG
計算	tietokoneita	計算	tieto#kone	V	N;PRT;PL
計算	tietokoneet	計算	tieto#kone	V	N;NOM;PL
買賣	kaupankäynnin	買賣	kaupan#käynti	V	N;GEN;SG
買賣	kaupankäynti	買賣	kaupan#käynti	V	N;NOM;SG
買賣	myyntiin	買賣	myynti	V	N;IN+ALL;SG
買賣	myynti	買賣	myynti	V	N;NOM;SG
改正	korjaus	改正	korjaus	V	N;NOM;SG
改正	oikaisu	改正	oikaisu	V	N;NOM;SG
可怕	pelottava	可怕	pelottava	N	ADJ;NOM;SG
可怕	pelottavaa	可怕	pelottava	N	ADJ;PRT;SG
外面	ulkona	外面	ulkona	N	ADV
外面	ulkopuolella	外面	ulkopuolella	N	ADV
替換	korvaaminen	替換	korvaaminen	V	N;NOM;SG
純粹	puhdasta	純粹	puhdas	ADV	ADJ;PRT;SG
純粹	puhtaana	純粹	puhdas	ADV	ADJ;FRML;SG
純粹	puhdas	純粹	puhdas	ADV	ADJ;NOM;SG
純粹	puhtaat	純粹	puhdas	ADV	ADJ;NOM;PL
創始	perustaja	創始	perustaja	V	N;NOM;SG
精密	sivistynyt	精密	sivistyä	N	V;NOM;SG;V.PTCP;ACT
精密	hienostunut	精密	hienostua	N	V;NOM;SG;V.PTCP;ACT
沙特	saudi	沙特	saudi	PROPN	PROPN;NOM;SG
引述	lainaus	引述	lainaus	V	N;NOM;SG
萬里	kilometrejä	萬里	kilo#metri	PROPN	N;PRT;PL
萬里	kilometriä	萬里	kilo#metri	PROPN	N;PRT;SG
萬里	miles	萬里	miles	PROPN	PROPN;NOM;SG
反正	jokatapauksessa	反正	joka#tapaus		N;IN+ESS;SG
繼承	perijä	繼承	perijä	V	N;NOM;SG
繼承	perillinen	繼承	perillinen	V	N;NOM;SG
繼承	perillisiä	繼承	perillinen	V	N;PRT;PL
退化	huonontunut	退化	huonontua	N	V;NOM;SG;V.PTCP;ACT
退化	rappeutunut	退化	rappeutua	N	V;NOM;SG;V.PTCP;ACT
季度	neljännesvuosittain	季度	neljännes#vuosittain	N	ADV
向	down	向	down	ADP	
向	alas	向	alas	ADP	ADV
向	alaspäin	向	alaspäin	ADP	ADV
佛羅里達	floridassa	佛羅里達	florita	PROPN	N;IN+ESS;SG
佛羅里達	floridaan	佛羅里達	florita	PROPN	N;IN+ALL;SG
佛羅里達	florida	佛羅里達	florida	PROPN	
佛羅里達	floridasta	佛羅里達	florida	PROPN	N;IN+ABL;SG
佛羅里達	floridan	佛羅里達	florida	PROPN	N;GEN;SG
尼泊爾	nepalin	尼泊爾	nepali	PROPN	N;GEN;SG
雙	kaksinkertainen	雙	kaksinkertainen	NUM	ADJ;NOM;SG
雙	tupla	雙	tupla	NUM	N;NOM;SG
吞	niellä	吞	se		V;SG;NFIN;ACT
捕捉	talteenotto	捕捉	talteen#otto	V	N;NOM;SG
降雨	sademäärä	降雨	sade#määrä	V	N;NOM;SG
頻繁	usein	頻繁	usein	N	ADV
保密	luottamuksellisia	保密	luottamuksellinen	V	ADJ;PRT;PL
保密	luottamuksellista	保密	luottamuksellinen	V	ADJ;PRT;SG
渡輪	ferries	渡輪	ferries	N	
轉化	muuntaminen	轉化	muuntaminen	V	N;NOM;SG
轉化	muunnos	轉化	muunnos	V	N;NOM;SG
浪費	hukkaan	浪費	hukkaan	V	ADV
浪費	jätettä	浪費	jäte	V	N;PRT;SG
浪費	jäte	浪費	jäte	V	N;NOM;SG
浪費	jätteen	浪費	jäte	V	N;GEN;SG
浪費	jätteet	浪費	jäte	V	N;NOM;PL
存取	käyttöoikeus	存取	käyttö#oikeus	V	N;NOM;SG
存取	pääsy	存取	pääsy	V	N;NOM;SG
存取	saatavuus	存取	saatavuus	V	N;NOM;SG
初級	nuorempi	初級	nuori	N	ADJ;NOM;CMPR;SG
初級	ensisijainen	初級	ensisijainen	N	ADJ;NOM;SG
度量	mitata	度量	mitata	N	V;SG;NFIN;ACT
度量	mittaa	度量	mitata	N	V;IMP;SG;2;FIN;ACT
省略	laiminlyönti	省略	laiminlyönti	V	N;NOM;SG
驚人	uskomatonta	驚人	uskomaton	N	ADJ;PRT;SG
驚人	upeaa	驚人	upea	N	ADJ;PRT;SG
伽利略	galileo	伽利略	galileo	PROPN	N;NOM;SG
伽利略	galileon	伽利略	galile	PROPN	N;GEN;SG
金沙	sands	金沙	sands	PROPN	
金沙	hiekka	金沙	hiekka	PROPN	N;NOM;SG
利比亞	libyan	利比亞	libya	PROPN	N;GEN;SG
利比亞	libyassa	利比亞	libya	PROPN	N;IN+ESS;SG
利比亞	libya	利比亞	libya	PROPN	N;NOM;SG
北斗	beidou	北斗	beidou	PROPN	N;NOM;SG
告白	tunnustus	告白	tunnustus	V	N;NOM;SG
告白	tunnustuksen	告白	tunnustus	V	N;GEN;SG
告白	tunnustuksia	告白	tunnustus	V	N;PRT;PL
不列顛	britannian	不列顛	britannia	PROPN	N;GEN;SG
不列顛	britannia	不列顛	britanni	PROPN	N;NOM;SG
不列顛	britannian	不列顛	britannia	PROPN	N;GEN;SG
不列顛	britannia	不列顛	britanni	PROPN	N;NOM;SG
攔截	sieppaus	攔截	sieppaus	V	N;NOM;SG
視	näkemys	視	näkemys	V	N;NOM;SG
視	näkö	視	tämä	V	N;NOM;SG
視	näky	視	näky	V	N;NOM;SG
視	vision	視	visio	V	N;GEN;SG
視	visio	視	visio	V	N;NOM;SG
結尾	päättyy	結尾	päättyä	N	V;IND;SG;3;PRS;FIN;ACT
結尾	päättynyt	結尾	päättyä	N	V;NOM;SG;V.PTCP;ACT
結尾	päättymässä	結尾	päättyä	N	V;IN+ESS;SG;NFIN;ACT
結尾	päättyy	結尾	päättyä	N	V;IND;SG;3;PRS;FIN;ACT
左側	vasemmalle	左側	vasen	N	ADJ;AT+ALL;SG
左側	vasemmalla	左側	vasen	N	ADJ;AT+ESS
;SG
喜好	suositaan	喜好	suosia	N	V;IND;PRS;FIN;PASS
海港	harbour	海港	harbour	N	
渴望	kaipuu	渴望	kaipua	V	N;NOM;SG
渴望	innokas	渴望	innokas	V	ADJ;NOM;SG
渴望	innokkaita	渴望	innokas	V	ADJ;PRT;PL
渴望	himo	渴望	himo	V	N;NOM;SG
渴望	kaipuu	渴望	kaipua	V	N;NOM;SG
挑選	valikoima	挑選	valikoima	V	N;NOM;SG
挑選	valinta	挑選	valinta	V	N;NOM;SG
會談	puhuu	會談	puhua	N	V;IND;SG;3;PRS;FIN;ACT
聖誕	joulu	聖誕	joulu	PROPN	N;NOM;SG
聖誕	joulua	聖誕	joulu	PROPN	N;PRT;SG
聖誕	joulun	聖誕	joulu	PROPN	N;GEN;SG
聖誕	jouluna	聖誕	joulu	PROPN	N;FRML;SG
塔吉克	tadžikistanin	塔吉克	tadži#kistan	PROPN	N;GEN;SG
急性	välitön	急性	välitön	N	ADJ;NOM;SG
扭	twist	扭	twist	N	
扭	vääntää	扭	vääntää	N	V;IND;SG;3;PRS;FIN;ACT
超	supersonic	超	supersonic	PART	N;NOM;SG
睡眠	nuku	睡眠	nukkua	N	V;IMP;SG;2;FIN;ACT
睡眠	nukkua	睡眠	nukkua	N	V;SG;NFIN;ACT
建構	rakennelmat	建構	rakennelma	V	N;NOM;PL
建構	rakenteet	建構	rakenne	V	N;NOM;PL
離職	erottelu	離職	erottelu	V	N;NOM;SG
離職	erottaminen	離職	erottaminen	V	N;NOM;SG
對	vertailua	對	vertailu	ADP	N;PRT;SG
對	vertailu	對	vertailu	ADP	N;NOM;SG
對	vertailuja	對	vertailu	ADP	N;PRT;PL
對	kontrasti	對	kontrasti	ADP	N;NOM;SG
圍繞	ympärillä	圍繞	ympärillä	V	ADV
圍繞	ympäri	圍繞	ympäri	V	ADV
圍繞	maisemissa	圍繞	maisema	V	N;IN+ESS;PL
光線	kevyt	光線	kevyt	N	ADJ;NOM;SG
光線	light	光線	light	N	
裁撤	poistaminen	裁撤	poistaminen	V	N;NOM;SG
裁撤	lakkauttaminen	裁撤	lakkauttaminen	V	N;NOM;SG
申請	hakijalle	申請	hakija	V	N;AT+ALL;SG
申請	hakija	申請	hakija	V	N;NOM;SG
申請	hakijoiden	申請	hakija	V	N;GEN;PL
申請	kantajat	申請	kantaja	V	N;NOM;PL
申請	hakijoille	申請	hakija	V	N;AT+ALL;PL
申請	hakijat	申請	hakija	V	N;NOM;PL
自由	liberaali	自由	liberaali	N	ADJ;NOM;SG
內建	rakensi	內建	rakentaa	N	V;IND;SG;3;PST;FIN;ACT
內建	rakennettu	內建	rakentaa	N	V;NOM;SG;V.PTCP;PASS
報復	kostoa	報復	kostoa	V	N;PRT;SG
報復	koston	報復	kosto	V	N;GEN;SG
報復	kosto	報復	kosto	V	N;NOM;SG
覺醒	herääminen	覺醒	herääminen	V	N;NOM;SG
例行	rutiinia	例行	rutiini	V	N;PRT;SG
已婚	naimisissa	已婚	naimisissa	N	ADV
微	erottelu	微	erottelu	ADV	N;NOM;SG
微	erotus	微	erotus	ADV	N;NOM;SG
傳教	lähetyssaarnaaja	傳教	lähetys#saarnaaja	V	N;NOM;SG
塑造	muotoiluun	塑造	muotoilu	V	N;IN+ALL;SG
塑造	muotoilu	塑造	muotoilu	V	N;NOM;SG
雙	kädet	雙	käsi	NUM	N;NOM;PL
雙	käsien	雙	käsi	NUM	N;GEN;PL
魔神	magic	魔神	magic	N	
極度	äärimmäisen	極度	äärimmäinen	N	ADJ;GEN;SG
極度	erittäin	極度	erittäin	N	ADV
極度	äärimmäinen	極度	äärimmäinen	N	ADJ;NOM;SG
極度	äärimmäisen	極度	äärimmäinen	N	ADJ;GEN;SG
極度	äärimmäistä	極度	äärimmäinen	N	ADJ;PRT;SG
屠	teurastus	屠	teurastus	PROPN	N;NOM;SG
屠	verilöyly	屠	veri#löyly	PROPN	N;NOM;SG
屠	teurastus	屠	teurastus	PROPN	N;NOM;SG
屠	teurastusta	屠	teurastus	PROPN	N;PRT;SG
巴拿馬	panama	巴拿馬	panama	PROPN	N;NOM;SG
匹配	ottelut	匹配	ottelu	V	N;NOM;PL
匹配	tulitikkuja	匹配	tuli#tikku	V	N;PRT;PL
匹配	samanlaiset	匹配	samanlainen	V	ADJ;NOM;PL
匹配	vastaavuus	匹配	vastaavuus	V	N;NOM;SG
匹配	vastaavuus	匹配	vastaavuus	V	N;NOM;SG
匹配	ottelu	匹配	ottelu	V	N;NOM;SG
出境	poistuminen	出境	poistuminen	V	N;NOM;SG
出境	uloskäynti	出境	uloskäynti	V	N;NOM;SG
出境	lähdön	出境	lähtö	V	N;GEN;SG
出境	lähtö	出境	lähtö	V	N;NOM;SG
哈哈	haha	哈哈	haha	PROPN	INTJ
哈哈	lol	哈哈	lol	PROPN	INTJ
願望	halua	願望	haluta	N	V;IMP;SG;2;FIN;ACT
願望	toivottaa	願望	toivottaa	N	V;IND;SG;2;PRS;FIN;ACT
願望	kunpa	願望	kunpa	N	INTJ
願望	haluaa	願望	haluta	N	V;IND;SG;0;PRS;FIN;ACT
願望	toivoo	願望	toivoa	N	V;IND;SG;3;PRS;FIN;ACT
阿拉伯	arabit	阿拉伯	arabi	PROPN	N;NOM;PL
光滑	liukas	光滑	liukas	N	ADJ;NOM;SG
光滑	sileä	光滑	sileä	N	ADJ;NOM;SG
光滑	sujuvasti	光滑	sujuvasti	N	ADV
光滑	kiiltävä	光滑	kiiltävä	N	ADJ;NOM;SG
遲	myöhäinen	遲	myöhäinen	ADV	ADJ;NOM;SG
生物	biologinen	生物	biologinen	N	ADJ;NOM;SG
光芒	hehku	光芒	hehku		N;NOM;SG
俄	venäjän	俄	venäjä	PROPN	N;GEN;SG
俄	venäjää	俄	venäjä	PROPN	N;PRT;SG
俄	venäläiset	俄	venäläinen	PROPN	N;NOM;PL
俄	venäjä	俄	venäjä	PROPN	PROPN;NOM;SG
俄	venäläinen	俄	venäläinen	PROPN	ADJ;NOM;SG
