από	from	από	from	ADP	PROPN
καταστολή	репрессии	καταστολή	репрессия	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
καταστολή	репрессий	καταστολή	репрессия	N;ACC;FEM;SG	N;INAN;GEN;FEM;PL
καταστολή	подавление	καταστολή	подавление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
καταστολή	пресечения	καταστολή	пресечение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
καταστολή	разгона	καταστολή	разгон	N;ACC;FEM;SG	N;INAN;GEN;MASC;SG
καταστολή	пресечение	καταστολή	пресечение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
καταστολή	подавление	καταστολή	подавление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
οριζόντια	горизонтальные	οριζόντια	горизонтальный	ADV	ADJ;NOM;PL
οριζόντια	горизонтальной	οριζόντια	горизонтальный	ADV	ADJ;INS;FEM;SG
οριζόντια	горизонтали	οριζόντια	горизонталь	ADV	N;INAN;NOM;FEM;PL
πελάτες	клиентов	πελάτης	клиент	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
πελάτες	клиентов	πελάτης	клиент	N;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ειδικοί	специалистам	ειδικός	специалист	ADJ;NOM;MASC;PL	N;ANIM;DAT;MASC;PL
ειδικοί	специалистов	ειδικός	специалист	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ειδικοί	специалисты	ειδικός	специалист	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ειδικοί	экспертов	ειδικός	эксперт	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
ειδικοί	эксперты	ειδικός	эксперт	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
αντοχή	сила	αντοχή	сила	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντοχή	прочность	αντοχή	прочность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντοχή	долговечность	αντοχή	долговечность	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντοχή	выносливость	αντοχή	выносливость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αντοχή	сопротивления	αντοχή	сопротивление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αντοχή	сопротивление	αντοχή	сопротивление	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αντοχή	выносливость	αντοχή	выносливость	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αγόρια	boys	αγόρι	boys	N;NOM;NEUT;PL	PROPN
αγόρια	мальчиков	αγόρι	мальчик	N;NOM;NEUT;PL	N;ANIM;GEN;MASC;PL
επεξεργαστή	процессор	επεξεργαστής	процессор	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
σλοβακία	словакии	σλοβακία	словакия	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
σλοβακία	словакия	σλοβακία	словакия	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ιδιωτικά	наедине	ιδιωτικός	наедине	ADV	N;INAN;INS;FEM;SG
ιδιωτικά	частное	ιδιωτικός	частный	ADV	ADJ;NOM;NEUT;SG
ιδιωτικά	частный	ιδιωτικός	частный	ADV	ADJ;NOM;MASC;SG
ιδιωτικά	частная	ιδιωτικός	частный	ADV	ADJ;NOM;FEM;SG
ιδιωτικά	частного	ιδιωτικός	частный	ADV	ADJ;GEN;MASC;SG
ιδιωτικά	личное	ιδιωτικός	личный	ADV	ADJ;NOM;NEUT;SG
ιδιωτικά	частные	ιδιωτικός	частный	ADV	ADJ;NOM;PL
κοινός	общих	κοινός	общий	ADJ;NOM;MASC;SG	ADJ;GEN;PL
κοινός	общие	κοινός	общий	ADJ;NOM;MASC;SG	ADJ;NOM;PL
ιταλούς	итальянцы	ιταλούς	итальянец	PROPN;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
ακολουθείται	последовало	ακολουθώ	следовать	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;IND;SG;PST;FIN;ACT
πορτογαλικά	португальский	πορτογαλικά	португальский	ADV	ADJ;NOM;MASC;SG
πορτογαλικά	португалии	πορτογαλικά	португалия	ADV	N;INAN;NOM;NEUT;PL
ταϊβάν	тайвань	ταϊβάν	тайвань		N;INAN;NOM;MASC;SG
τιμ	тим	τιμα	тима		N;ANIM;NOM;MASC;SG
τιμ	тима	τιμα	тима		N;ANIM;ACC;MASC;SG
κλείνει	закрывается	κλείνω	закрываться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;PASS
θέρμανση	тепло	θέρμανση	теплый	N;NOM;FEM;SG	ADJ;NEUT;SG
θέρμανση	тепла	θέρμανση	тепло	N;NOM;FEM;SG	N;INAN;GEN;NEUT;SG
μπουένος	буэнос	μπουένος	буэнос	PROPN;NOM;NEUT;SG	ADV
πρόληψη	предотвращение	πρόληψη	предотвращение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
πρόληψη	профилактика	πρόληψη	профилактика	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
πρόληψη	предупреждение	πρόληψη	предупреждение	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
άνταμ	адам	άνταμ	ад-м		N;ANIM;NOM;MASC;SG
άνταμ	адама	άνταμ	адам		N;ANIM;ACC;MASC;SG
νεκρό	мертвый	νεκρός	мертвый	N;ACC;MASC;SG	ADJ;NOM;MASC;SG
νεκρό	умер	νεκρός	умереть	N;ACC;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
νεκρό	мертвые	νεκρός	мертвый	N;ACC;MASC;SG	ADJ;NOM;PL
νεκρό	мертв	νεκρός	мертвый	N;ACC;MASC;SG	ADJ;MASC;SG
νεκρό	мертва	νεκρός	мертвый	N;ACC;MASC;SG	ADJ;FEM;SG
αναθεώρηση	обзора	αναθεώρηση	обзор	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
αναθεώρηση	пересмотреть	αναθεώρηση	пересмотреть	N;NOM;FEM;SG	V;PFV;NFIN;ACT
αναθεώρηση	пересмотра	αναθεώρηση	пересмотр	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
προεδρικό	президентских	προεδρικός	президентский	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
καταλόγου	каталог	κατάλογος	каталог	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
καταλόγου	папка	κατάλογος	папка	N;GEN;MASC;SG	N;INAN;NOM;FEM;SG
καταλόγου	справочник	κατάλογος	справочник	N;GEN;MASC;SG	N;INAN;NOM;MASC;SG
σκιά	тени	σκιά	тень	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
σκιά	тени	σκιά	тень	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
εξαγωγή	экспортировать	εξαγωγή	экспортировать	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
καθυστέρηση	задержки	καθυστέρηση	задержка	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
καθυστέρηση	задержка	καθυστέρηση	задержка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
καθυστέρηση	задержки	καθυστέρηση	задержка	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
καθυστέρηση	задерживается	καθυστέρηση	задерживаться	N;ACC;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
καθυστέρηση	задержка	καθυστέρηση	задержка	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
συνομοσπονδία	конфедерации	συνομοσπονδία	конфедерация	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
εκφράζεται	выражено	εκφράζω	выразить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NEUT;SG;PST;V.PTCP;PASS
εκφράζεται	выразил	εκφράζω	выразить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
εκφράζεται	выраженное	εκφράζω	выразить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
εκφράζεται	выраженные	εκφράζω	выразить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;NOM;PL;PST;V.PTCP;PASS
εκφράζεται	выраженную	εκφράζω	выразить	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;ACC;FEM;SG;PST;V.PTCP;PASS
επιβατών	пассажиров	επιβάτης	пассажир	N;GEN;MASC;PL	N;ANIM;ACC;MASC;PL
επιβατών	пассажиры	επιβάτης	пассажир	N;GEN;MASC;PL	N;ANIM;NOM;MASC;PL
επιβατών	пассажирских	επιβάτης	пассажирский	N;GEN;MASC;PL	ADJ;GEN;PL
επιβατών	пассажир	επιβάτης	пассажир	N;GEN;MASC;PL	N;ANIM;NOM;MASC;SG
επιβατών	пассажира	επιβάτης	пассажир	N;GEN;MASC;PL	N;ANIM;ACC;MASC;SG
αγροτικές	сельское	αγροτικός	сельский	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
αγροτικές	сельских	αγροτικός	сельский	ADJ;NOM;FEM;PL	ADJ;GEN;PL
αγροτικές	сельский	αγροτικός	сельский	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
συλλογική	коллектив	συλλογικός	коллектив	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
συλλογική	коллективных	συλλογικός	коллективный	ADJ;NOM;FEM;SG	ADJ;GEN;PL
συλλογική	коллективные	συλλογικός	коллективный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
προστάτης	простаты	προστάτης	простата	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
λειψία	лейпциге	λειψία	лейпциг	PROPN;ACC;FEM;SG	N;INAN;NOM;MASC;SG
αντιγόνη	антигона	αντιγόνος	антигон	PROPN;NOM;FEM;SG	N;ANIM;NOM;FEM;SG
κατάστημα	shop	κατάστημα	shop	N;NOM;NEUT;SG	PROPN
συντονισμού	координация	συντονισμός	координация	N;GEN;MASC;SG	N;INAN;NOM;FEM;SG
λιβύης	ливийская	λιβύη	ливийский	PROPN;GEN;FEM;SG	ADJ;NOM;FEM;SG
λιβύης	ливия	λιβύη	ливия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
λιβύης	ливии	λιβύη	ливия	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;PL
τσάρος	царя	τσάρος	царь	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
νότιος	южные	νότιος	южный	ADJ;NOM;MASC;SG	ADJ;NOM;PL
νότιος	южной	νότιος	южный	ADJ;NOM;MASC;SG	ADJ;INS;FEM;SG
μπασίστα	басист	μπασίστα	басист		N;ANIM;NOM;MASC;SG
ξένοι	незнакомцев	ξένος	незнакомец	ADJ;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
ξένοι	посторонних	ξένος	посторонний	ADJ;NOM;MASC;PL	ADJ;GEN;PL
ξένοι	иностранцы	ξένος	иностранец	ADJ;NOM;MASC;PL	N;ANIM;NOM;MASC;PL
ξένοι	иностранцев	ξένος	иностранец	ADJ;NOM;MASC;PL	N;ANIM;GEN;MASC;PL
χούντα	хунты	χούντα	хунта	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
παραγγελία	заказать	παραγγελία	заказать	N;NOM;FEM;SG	V;PFV;NFIN;ACT
αγαθά	товаров	αγαθό	товар	N;NOM;NEUT;PL	N;INAN;GEN;MASC;PL
εχθρό	враг	εχθρό	враг	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
εχθρό	враги	εχθρό	враг	N;ACC;MASC;SG	N;ANIM;NOM;MASC;PL
περίοδοι	периодов	περίοδος	период	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
σκληρά	трудно	σκληρά	трудный	ADV	ADJ;NEUT;SG
σκληρά	жёсткий	σκληρά	жёсткий	ADV	ADJ;NOM;MASC;SG
σκληρά	сложно	σκληρά	сложный	ADV	ADJ;NEUT;SG
σκληρά	тяжело	σκληρά	тяжелый	ADV	ADJ;NEUT;SG
τζέιν	джейн	τζέιν	джейн		N;ANIM;NOM;FEM;SG
ούρα	мочу	ούρα	моча	N;NOM;NEUT;PL	N;INAN;ACC;FEM;SG
ούρα	моча	ούρα	моча	N;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
πυρηνική	ядерные	πυρηνικός	ядерный	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ανάμνηση	память	ανάμνηση	память	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ανάμνηση	воспоминание	ανάμνηση	воспоминание	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ανάμνηση	памяти	ανάμνηση	память	N;ACC;FEM;SG	N;INAN;GEN;FEM;SG
υπολογιστής	computer	υπολογιστής	computer	N;NOM;MASC;SG	PROPN
απέδειξε	доказали	αποδεικνύω	доказать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN;ACT
απέδειξε	доказано	αποδεικνύω	доказать	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;NEUT;SG;PST;V.PTCP;PASS
ταχεία	ускоренное	ταχύς	ускорить	ADJ;NOM;FEM;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
ταχεία	ускорение	ταχύς	ускорение	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
ταχεία	ускоренного	ταχύς	ускорить	ADJ;NOM;FEM;SG	V;PFV;GEN;MASC;SG;PST;V.PTCP;PASS
ταχεία	быстрого	ταχύς	быстрый	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;SG
κινηματογραφικό	кинематографического	κινηματογραφικός	кинематографический	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;SG
σιμόν	симон	σιμόν	симон		N;ANIM;NOM;MASC;SG
σιμόν	симона	σιμόν	симон		N;ANIM;NOM;FEM;SG
σιμόν	симон	σιμόν	симон		N;ANIM;NOM;MASC;SG
σιμόν	саймон	σιμόν	саймон		N;ANIM;NOM;MASC;SG
άιρες	айресе	άιρα	айрес	PROPN;NOM;FEM;PL	N;INAN;NOM;MASC;SG
μπουν	бун	μπου	бун	V;PFV;IND;PL;3;FIN;ACT	
μπουν	бун	μπου	бун	V;PFV;IND;PL;3;FIN;ACT	
ολυμπία	олимпия	ολυμπία	олимпия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
εξωτερικός	внешние	εξωτερικός	внешний	ADJ;NOM;MASC;SG	ADJ;NOM;PL
εξωτερικός	внешних	εξωτερικός	внешний	ADJ;NOM;MASC;SG	ADJ;GEN;PL
άξονας	оси	άξονας	ось	N;NOM;MASC;SG	N;INAN;NOM;FEM;PL
προφήτης	пророка	πρόφητος	пророк	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
φαινόταν	казалось	φαίνομαι	казаться	V;IPFV;IND;SG;3;PST;FIN;PASS	V;IPFV;NEUT;IND;SG;PST;FIN;MID
συμεών	семён	συμεών	семен	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
συμεών	симеон	συμεών	симеон	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
ανώνυμος	анонимные	ανώνυμος	анонимный	N;NOM;MASC;SG	ADJ;NOM;PL
ανώνυμος	анонимный	ανώνυμος	анонимный	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
ανώνυμος	анонимных	ανώνυμος	анонимный	N;NOM;MASC;SG	ADJ;GEN;PL
ανώνυμος	анонимно	ανώνυμος	анонимно	N;NOM;MASC;SG	ADV
παρατήρησε	наблюдать	παρατηρώ	наблюдать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
παρατήρησε	соблюдать	παρατηρώ	соблюдать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;NFIN;ACT
αντιπρόσωπος	представителю	αντιπρόσωπος	представитель	N;NOM;MASC;SG	N;ANIM;DAT;MASC;SG
αντιπρόσωπος	представителя	αντιπρόσωπος	представитель	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
πεν	пенн	πεν	пенн		N;ANIM;NOM;MASC;SG
πεν	перо	πεν	перо		N;INAN;NOM;NEUT;SG
πεν	пен	πεν	пен		N;INAN;NOM;MASC;SG
πεν	ручка	πεν	ручка		N;INAN;NOM;FEM;SG
πεν	ручку	πεν	ручка		N;INAN;ACC;FEM;SG
βαρέων	heavyweight	βαρέων	heavyweight	N;GEN;MASC;PL	PROPN
ζωντανό	живым	ζωντανός	живой	ADJ;NOM;NEUT;SG	ADJ;INS;NEUT;SG
ζωντανό	живые	ζωντανός	живой	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
αναγνωρίσει	узнаешь	αναγνωρίζω	узнавать	V;PFV;NFIN;ACT	V;IPFV;IND;SG;2;PRS;FIN;ACT
αναγνωρίσει	признаем	αναγνωρίζω	признавать	V;PFV;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
αναγνωρίσει	идентифицировать	αναγνωρίζω	идентифицировать	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
εισαγωγής	импортировать	εισαγωγή	импортировать	N;GEN;FEM;SG	V;IPFV;NFIN;ACT
εισαγωγής	импорт	εισαγωγή	импорт	N;GEN;FEM;SG	N;INAN;NOM;MASC;SG
νιγηρία	нигерии	νιγηρία	нигерия	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;PL
νιγηρία	нигерию	νιγηρία	нигерие	PROPN;ACC;FEM;SG	N;INAN;ACC;FEM;SG
νιγηρία	нигерия	νιγηρία	нигерий	PROPN;ACC;FEM;SG	N;INAN;NOM;FEM;SG
λούις	льюис	λούις	льюис	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
λούις	людовик	λούις	людовик	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
λούις	луи	λούις	луи	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
λούις	луис	λούις	луис	PROPN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
σταθερές	константы	σταθερός	констант	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;PL
επιτροπές	комиссий	επιτροπή	комиссия	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
επηρεάστηκε	повлияла	επηρεάζω	влиять	V;PFV;IND;SG;3;PST;FIN;PASS	V;PFV;FEM;IND;SG;PST;FIN;ACT
μπανγκλαντές	бангладеш	μπανγκλαντής	бангладеш	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
πρόσφερε	предложил	προσφέρω	предложить	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
πιλότος	экспериментальных	πιλότος	экспериментальный	N;NOM;MASC;SG	ADJ;GEN;PL
σόφια	софия	σόφια	софия	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;SG
σόφια	софии	σόφια	софия	PROPN;NOM;FEM;SG	N;INAN;NOM;FEM;PL
αμβούργο	гамбург	αμβούργο	гамбург	PROPN;NOM;NEUT;SG	N;INAN;NOM;MASC;SG
αυτοκρατορικό	imperial	αυτοκρατορικό	imperial	ADJ;NOM;NEUT;SG	PROPN
στόχοι	целей	στόχος	цель	N;NOM;MASC;PL	N;INAN;GEN;FEM;PL
κάθριν	кэтрин	κάθριν	кэтрин		N;ANIM;NOM;FEM;SG
κάθριν	кэтрин	κάθριν	кэтрин		N;ANIM;NOM;FEM;SG
κάθριν	катерина	κάθριν	катерина		N;ANIM;NOM;FEM;SG
κάθριν	кэтрин	κάθριν	кэтрин		N;ANIM;NOM;FEM;SG
κάθριν	катрин	κάθριν	катрин		N;ANIM;NOM;FEM;SG
κάθριν	катерина	κάθριν	катерина		N;ANIM;NOM;FEM;SG
κάθριν	екатерина	κάθριν	екатерина		N;ANIM;NOM;FEM;SG
απαιτούσε	требовала	απαιτώ	требовать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
απαιτούσε	требовал	απαιτώ	требовать	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ισχύς	действительности	ισχύς	действительность	N;NOM;FEM;SG	N;INAN;GEN;FEM;SG
ισχύς	power	ισχύς	power	N;NOM;FEM;SG	PROPN
συμφωνεί	соглашается	συμφωνώ	соглашаться	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;MID
συμφωνεί	согласна	συμφωνώ	согласный	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;FEM;SG
νομοθετικό	законодательные	νομοθετικός	законодательный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
υπεύθυνο	ответственные	υπεύθυνος	ответственный	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
εκδίκηση	расплата	εκδίκηση	расплата	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
