през	through	през	through	ADP	
зелена	zelena	зелен	zelena	ADJ;INDF;FEM;SG	N;FEM;SG
финансово	finanziaria	финансово	finanziaria	ADV	N;FEM;SG
финансово	financial	финансово	financial	ADV	N;FEM
финансово	finanziario	финансово	finanziario	ADV	ADJ;MASC;SG
твърдение	rivendicare	твърдение	rivendicare	N;INDF;NEUT;SG	V;NFIN
твърдение	reclama	твърдение	reclamare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
твърдение	reclamare	твърдение	reclamare	N;INDF;NEUT;SG	V;NFIN
прякор	soprannomi	прякор	soprannomo	N;INDF;MASC;SG	N;MASC;PL
товари	carico	товар	carico	N;INDF;MASC;PL	N;MASC;SG
товари	cargo	товар	cargo	N;INDF;MASC;PL	N;MASC;SG
руснаци	russo	руснак	russo	N;INDF;MASC;PL	ADJ;MASC;SG
руснаци	russa	руснак	russo	N;INDF;MASC;PL	ADJ;FEM;SG
полезен	utili	полезен	utile	ADJ;INDF;MASC;SG	N;MASC;PL
лопес	lópez	лопес	lópez	PROPN;INDF;MASC;SG	N;SG
лопес	lópez	лопес	lópez	PROPN;INDF;MASC;SG	N;SG
лопес	lopez	лопес	lopez	PROPN;INDF;MASC;SG	
изкуствено	artificiale	изкуствено	artificiale	ADV	ADJ;SG
изкуствено	artificiali	изкуствено	artificiale	ADV	ADJ;PL
персийски	persiani	персийски	persiano	ADJ;INDF;MASC;SG	N;MASC;PL
разни	vario	разен	vario	ADJ;INDF;PL	ADJ;MASC;SG
пътнически	passeggero	пътнически	passeggero	ADJ;INDF;MASC;SG	N;MASC;SG
пътнически	passeggeri	пътнически	passeggero	ADJ;INDF;MASC;SG	N;MASC;PL
рига	riga	рига	riga	PROPN;INDF;MASC;SG	N;FEM;SG
бнр	bnr	бнр	bnr	PROPN;INDF;NEUT;SG	ADJ;SG
намерен	trovati	намеря-(се)	trovare	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
интересна	interessanti	интересен	interessante	ADJ;INDF;FEM;SG	ADJ;PL
паоло	paolo	паоло	paolo	PROPN;INDF;MASC;SG	N;MASC;SG
акули	squalo	акул	squalo	N;INDF;MASC;PL	N;MASC;SG
уран	urano	уран	urare	N;INDF;MASC;SG	ADJ;MASC;SG
обикновени	ordinario	обикновен	ordinario	ADJ;INDF;PL	ADJ;MASC;SG
обикновени	ordinaria	обикновен	ordinario	ADJ;INDF;PL	ADJ;FEM;SG
капитал	capitali	капитал	capitale	N;INDF;MASC;SG	N;FEM;PL
мис	manca	мис	mancare	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
артерия	arterie	артерия	arteria	N;INDF;FEM;SG	N;FEM;PL
пристанища	porti	пристанище	portare	N;INDF;NEUT;PL	V;IND;SG;2;PRS;FIN
олимпиада	olimpiadi	олимпиада	olimpiade	N;INDF;FEM;SG	N;FEM;PL
олимпиада	olimpiadi	олимпиада	olimpiade	N;INDF;FEM;SG	N;FEM;PL
езикови	linguistica	езиков	linguistico	ADJ;INDF;PL	ADJ;FEM;SG
езикови	linguistico	езиков	linguistico	ADJ;INDF;PL	ADJ;MASC;SG
написано	scritti	напиша	scritto	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL
написано	scritte	напиша	scritta	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;FEM;PL
звуци	suona	звук	suonare	N;INDF;MASC;PL	V;IND;SG;3;PRS;FIN
позволи	permetti	позволя-(си)	permettere	V;PFV;IMP;SG;2;PST;FIN	V;IND;SG;2;PRS;FIN
позволи	consenti	позволя-(си)	consentire	V;PFV;IMP;SG;2;PST;FIN	V;IND;SG;2;PRS;FIN
чист	puri	чист	pure	ADJ;INDF;MASC;SG	ADJ;MASC;PL
чист	pure	чист	pure	ADJ;INDF;MASC;SG	ADV
чист	pulite	чист	pulito	ADJ;INDF;MASC;SG	ADJ;FEM;PL
струмица	strumica	струмица	strumico	N;INDF;FEM;SG	ADJ;FEM;SG
даниела	daniella	даниела	daniellare	PROPN;INDF;FEM;SG	N;FEM;SG
даниела	daniela	даниела	daniela	PROPN;INDF;FEM;SG	N;FEM;SG
отвор	aperture	отвор	apertura	N;INDF;MASC;SG	N;FEM;PL
джордан	giordano	джордан	giordare	PROPN;INDF;MASC;SG	N;MASC;SG
джордан	jordan	джордан	jordan	PROPN;INDF;MASC;SG	N;FEM;SG
джордан	giordania	джордан	giordania	PROPN;INDF;MASC;SG	N;FEM;SG
екзекутиран	eseguiti	екзекутирам	eseguire	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
ветрове	venti	вятър	venti	N;INDF;MASC;PL	NUM
ветрове	vento	вятър	vento	N;INDF;MASC;PL	N;MASC;SG
дълбоки	profonda	дълбок	profondo	ADJ;INDF;PL	ADJ;FEM;SG
дълбоки	profondo	дълбок	profondo	ADJ;INDF;PL	ADJ;MASC;SG
дълбоки	deep	дълбок	deep	ADJ;INDF;PL	N
земноводно	anfibi	земноводен	anfibe	ADV	N;MASC;PL
земноводно	anfibio	земноводен	anfibio	ADV	N;MASC;SG
майн	mein	майн	mein	PROPN;INDF;MASC;SG	N
плата	plata	плата	plata	N;INDF;NEUT;PL	N;FEM;SG
дълг	doveri	дълг	dovere	N;INDF;MASC;SG	N;MASC;PL
дълг	debiti	дълг	debito	N;INDF;MASC;SG	N;MASC;PL
жълт	gialla	жълт	giallo	N;INDF;MASC;SG	ADJ;FEM;SG
престъпление	crimini	престъпление	crimine	N;INDF;NEUT;SG	N;MASC;PL
пиша	scrittura	пиша	scrittura	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;SG
вали	piove	вали	piovere	V;IPFV;IMP;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
вали	valle	вали	valle	V;IPFV;IMP;SG;3;PRS;FIN	N;FEM;SG
олга	olga	олга	olga	PROPN;INDF;FEM;SG	N;FEM;SG
зле	cattiva	зле	cattivo	ADV	ADJ;FEM;SG
зле	bad	зле	bad	ADV	N;SG
зле	pessimo	зле	pessimo	ADV	ADJ;MASC;SG
зле	cattivi	зле	cattivo	ADV	ADJ;MASC;PL
зле	cattivo	зле	cattivo	ADV	ADJ;MASC;SG
краков	cracovia	краков	cracovia	PROPN;INDF;MASC;SG	N;FEM;SG
краков	cracovia	краков	cracovia	PROPN;INDF;MASC;SG	N;FEM;SG
бои	vernice	бой	vernice	N;INDF;NEUT;PL	N;FEM;SG
бои	dipingere	бой	dipingere	N;INDF;NEUT;PL	V;NFIN
победен	vinti	победя	vincere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
победен	sconfitti	победя	sconfitto	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
победен	sconfitta	победя	sconfitta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;SG
победен	disfatta	победя	disfatta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;SG
победен	sconfitta	победя	sconfitta	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;FEM;SG
неизвестно	sconosciuto	неизвестен	sconosciuto	ADV	ADJ;MASC;SG
неизвестно	sconosciuti	неизвестен	sconosciuto	ADV	ADJ;MASC;PL
неизвестно	sconosciuta	неизвестен	sconosciuto	ADV	V;FEM;SG;PST;V.PTCP
периодично	periodici	периодично	periodico	ADV	N;MASC;PL
периодично	periodica	периодично	periodico	ADV	ADJ;FEM;SG
периодично	periodico	периодично	periodico	ADV	ADJ;MASC;SG
ленинград	leningrado	ленинград	leningrado	N;INDF;MASC;SG	ADJ;MASC;SG
оцелели	superstiti	оцелея	superstite	V;PFV;INDF;PL;PST;V.PTCP;ACT	N;MASC;PL
антиох	antioco	антиох	antioco	PROPN;INDF;MASC;SG	N;MASC;SG
понеделник	lunedi	понеделник	lunede	N;INDF;MASC;SG	N;MASC;PL
понеделник	lunedi	понеделник	lunede	N;INDF;MASC;SG	N;MASC;PL
взаимоотношения	relazione	взаимоотношение	relazione	N;INDF;NEUT;PL	N;FEM;SG
виа	via	видя-(се)	via	N;INDF;MASC;SG	ADV
акад	akkad	акад	akkad	PROPN;INDF;MASC;SG	N;MASC
изпитва	testato	изпитвам	testare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
изпитва	testata	изпитвам	testare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
изпитва	testati	изпитвам	testare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
изпитва	collaudato	изпитвам	collaudare	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
макларън	mclaren	макларън	mclaren	PROPN;INDF;MASC;SG	N;FEM;SG
макларън	mcclaren	макларън	mcclaren	PROPN;INDF;MASC;SG	V;NFIN
трева	erbacce	трева	erbacce	N;INDF;FEM;SG	N;FEM;PL
стоун	stone	стоун	stone	PROPN;INDF;FEM;SG	N
стоун	pietre	стоун	pietra	PROPN;INDF;FEM;SG	N;FEM;PL
стоун	pietra	стоун	pietra	PROPN;INDF;FEM;SG	N;FEM;SG
слаби	debole	слаб	debole	ADJ;INDF;PL	ADJ;SG
комуникации	comunicazione	комуникация	comunicazione	N;INDF;FEM;PL	N;FEM;SG
сътрудници	associa	сътрудник	associare	N;INDF;MASC;PL	V;IND;SG;3;PRS;FIN
сътрудници	associati	сътрудник	associare	N;INDF;MASC;PL	V;MASC;PL;PST;V.PTCP
американско	americano	американски	americano	ADV	ADJ;MASC;SG
американско	american	американски	americano	ADV	ADJ;FEM;SG
американско	americana	американски	americano	ADV	ADJ;FEM;SG
американско	americani	американски	americano	ADV	N;MASC;PL
продължително	prolungati	продължително	prolungato	ADV	ADJ;MASC;PL
продължително	prolungata	продължително	prolungato	ADV	V;FEM;SG;PST;V.PTCP
продължително	prolungate	продължително	prolungato	ADV	V;FEM;PL;PST;V.PTCP
продължително	prolungato	продължително	prolungare	ADV	ADJ;MASC;SG
модерна	moderne	модерен	moderno	ADJ;INDF;FEM;SG	ADJ;FEM;PL
модерна	moderni	модерен	moderno	ADJ;INDF;FEM;SG	ADJ;MASC;PL
модерна	modern	модерен	modern	ADJ;INDF;FEM;SG	N
модерна	modernità	модерен	modernità	ADJ;INDF;FEM;SG	N;FEM
тържествено	solenni	тържествено	solenne	ADV	ADJ;PL
тържествено	solenne	тържествено	solenne	ADV	ADJ;SG
отдолу	sotto	отдолу	sotto	ADV	ADP
отдолу	bottom	отдолу	bottom	ADV	N
гал	gallia	гал	gallia	PROPN;INDF;MASC;SG	N;FEM;SG
гал	gal	гал	gal	PROPN;INDF;MASC;SG	N
гал	gallus	гал	gallus	PROPN;INDF;MASC;SG	N;MASC
гал	gallo	гал	gallo	PROPN;INDF;MASC;SG	N;MASC;SG
дискусии	discussione	дискусия	discussione	N;INDF;FEM;PL	N;FEM;SG
разделяне	dividere	разделяне	dividere	N;INDF;NEUT;SG	V;NFIN
разделяне	divide	разделяне	dividere	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
разделяне	partizioni	разделяне	partizione	N;INDF;NEUT;SG	N;FEM;PL
разделяне	dividersi	разделяне	dividerse	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
разделяне	spalato	разделяне	spalato	N;INDF;NEUT;SG	ADJ;MASC;SG
призната	riconosciuti	призная-(се)	riconoscere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
призната	riconosciuti	призная-(се)	riconoscere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
призната	riconosciuti	призная-(се)	riconoscere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
диана	diana	диана	dianare	PROPN;INDF;FEM;SG	N;FEM;SG
диана	deanna	диана	deanna	PROPN;INDF;FEM;SG	N;FEM;SG
традиционен	tradizionali	традиционен	tradizionale	ADJ;INDF;MASC;SG	ADJ;PL
слаба	deboli	слаб	debole	ADJ;INDF;FEM;SG	ADJ;PL
слаба	sottili	слаб	sottile	ADJ;INDF;FEM;SG	ADJ;PL
слаба	thin	слаб	thin	ADJ;INDF;FEM;SG	N
опасни	pericolosa	опасен	pericoloso	ADJ;INDF;PL	ADJ;FEM;SG
опасни	pericoloso	опасен	pericoloso	ADJ;INDF;PL	ADJ;MASC;SG
опасни	pericolosa	опасен	pericoloso	ADJ;INDF;PL	ADJ;FEM;SG
опасни	pericoloso	опасен	pericoloso	ADJ;INDF;PL	ADJ;MASC;SG
опасни	pericolosità	опасен	pericolosità	ADJ;INDF;PL	N;FEM
мюсюлмански	musulmani	мюсюлмански	musulmano	ADJ;INDF;MASC;SG	N;MASC;PL
ове	ove	ове	ove	N;INDF;MASC;PL	ADV
демонстрира	dimostrate	демонстрирам	dimostrare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
демонстрира	dimostrata	демонстрирам	dimostrare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
димитровград	dimitrovgrad	димитровград	dimitrovgrad	N;INDF;MASC;SG	
балтийско	baltici	балтийски	baltico	ADV	N;MASC;PL
балтийско	baltico	балтийски	baltico	ADV	ADJ;MASC;SG
оперативна	operativi	оперативен	operativo	ADJ;INDF;FEM;SG	N;MASC;PL
оперативна	operative	оперативен	operativo	ADJ;INDF;FEM;SG	ADJ;FEM;PL
уреди	elettrodomestici	уред	elettromomtieci	N;INDF;MASC;PL	ADJ;MASC;PL
съюзник	alleati	съюзник	alleato	N;INDF;MASC;SG	N;MASC;PL
намерение	intenti	намерение	intento	N;INDF;NEUT;SG	N;MASC;PL
намерение	intenzioni	намерение	intenzione	N;INDF;NEUT;SG	N;FEM;PL
сложи	mettete	сложа-(се)	mettere	V;PFV;IMP;SG;2;FIN	V;IMP;PL;2;PRS;FIN
гражданско	civili	граждански	civile	ADV	N;PL
гражданско	civile	граждански	civile	ADV	ADJ;SG
гражданско	civica	граждански	civico	ADV	ADJ;FEM;SG
гражданско	civico	граждански	civico	ADV	ADJ;MASC;SG
спарта	sparta	спарт	spartare	PROPN;INDF;FEM;SG	N;FEM;SG
концентрация	concentrarsi	концентрация	concentrarso	N;INDF;FEM;SG	N;MASC;PL
концентрация	concentrati	концентрация	concentrare	N;INDF;FEM;SG	V;MASC;PL;PST;V.PTCP
здравейте	ciao	здравейте	ciao	N;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
сливане	fusioni	сливане	fusione	N;INDF;NEUT;SG	N;FEM;PL
сливане	fondere	сливане	fondere	N;INDF;NEUT;SG	V;NFIN
сливане	unire	сливане	unire	N;INDF;NEUT;SG	V;NFIN
католическа	cattolici	католически	cattolico	ADJ;INDF;FEM;SG	N;MASC;PL
андон	andon	андон	andon	PROPN;INDF;MASC;SG	N;SG
ада	hell	ада	hell	ADV	N
ада	inferno	ада	inferno	ADV	N;MASC;SG
ада	ada	ада	ada	ADV	N;FEM;SG
критикува	criticati	критикувам	criticare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
критикува	criticata	критикувам	criticare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
критикува	criticato	критикувам	criticare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
критикува	criticata	критикувам	criticare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
критикува	criticato	критикувам	criticare	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
поставяне	incollare	поставяне	incollare	N;INDF;NEUT;SG	V;NFIN
лотар	lothar	лотар	lothare	PROPN;INDF;MASC;SG	N;MASC;SG
егейско	egeo	егейски	egeo	ADV	N;FEM;SG
опозицията	opposizioni	опозиция	opposizione	N;DEF;FEM;SG	N;FEM;PL
айова	iowa	айова	iowa	PROPN;INDF;FEM;SG	N;MASC
минесота	minnesota	минеса	minnesoto	PROPN;INDF;FEM;SG	N;FEM;SG
сухи	dry	сух	dry	ADJ;INDF;PL	N
сухи	asciutto	сух	asciutto	ADJ;INDF;PL	ADJ;MASC;SG
сухи	secchi	сух	secco	ADJ;INDF;PL	N;MASC;PL
сухи	secca	сух	seccare	ADJ;INDF;PL	ADJ;FEM;SG
сухи	secco	сух	secco	ADJ;INDF;PL	N;MASC;SG
пленени	catturato	пленя	catturare	V;PFV;INDF;PL;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
пленени	catturata	пленя	catturare	V;PFV;INDF;PL;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
заявки	richieste	заявка	richiedere	N;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
финанси	finanza	финанси	finanza	N;INDF	N;FEM;SG
финанси	finanze	финанси	finanza	N;INDF	N;FEM;PL
финанси	finanza	финанси	finanza	N;INDF	N;FEM;SG
финанси	finanze	финанси	finanza	N;INDF	N;FEM;PL
отлично	ottime	отлично	ottimo	ADV	ADJ;FEM;PL
отлично	eccellente	отлично	eccellente	ADV	ADJ;SG
отлично	ottimo	отлично	ottimo	ADV	ADJ;MASC;SG
отлично	eccellenti	отлично	eccellente	ADV	ADJ;PL
проведена	condotti	проведа	condurre	V;PFV;INDF;FEM;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
ядрена	nucleari	ядрен	nucleare	ADJ;INDF;FEM;SG	N;PL
йънг	giovani	йънг	giovane	PROPN;INDF;MASC;SG	N;PL
йънг	giovane	йънг	giovane	PROPN;INDF;MASC;SG	N;SG
йънг	young	йънг	young	PROPN;INDF;MASC;SG	N
чужд	straniera	чужд	straniero	ADJ;INDF;MASC;SG	N;FEM;SG
чужд	stranieri	чужд	straniero	ADJ;INDF;MASC;SG	N;MASC;PL
маями	miami	маям-(се)	miame	PROPN;INDF;MASC;SG	N;MASC
йон	ioni	йон	ione	N;INDF;MASC;SG	N;MASC;PL
йон	yoon	йон	yoon	N;INDF;MASC;SG	
съединението	composto	съединение	comporre	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
съединението	composte	съединение	comporre	N;DEF;NEUT;SG	V;FEM;PL;PST;V.PTCP
съединението	composti	съединение	composto	N;DEF;NEUT;SG	N;MASC;PL
лекарства	medicina	лекарство	medicina	N;INDF;NEUT;PL	N;FEM;SG
лекарства	droga	лекарство	droga	N;INDF;NEUT;PL	N;FEM;SG
венето	veneto	венето	veneto	N;DEF;NEUT;SG	ADJ;MASC;SG
лятно	estate	летен	estate	ADV	N;FEM;SG
покрив	tetti	покрив	tetto	N;INDF;MASC;SG	N;MASC;PL
диоксид	diossido	диоксид	diossido	N;INDF;MASC;SG	ADJ;MASC;SG
остин	austen	остин	austen	PROPN;INDF;MASC;SG	N;FEM
остин	austin	остин	austin	PROPN;INDF;MASC;SG	N;MASC;SG
промишлени	industriali	промишлен	industriale	ADJ;INDF;PL	N;PL
промишлени	industrial	промишлен	industrial	ADJ;INDF;PL	N;FEM;SG
промишлени	industriale	промишлен	industriale	ADJ;INDF;PL	ADJ;SG
езерата	laghi	езера	lago	N;DEF;FEM;SG	N;MASC;PL
туристическа	turista	туристически	turista	ADJ;INDF;FEM;SG	N;SG
бахрейн	bahrain	бахрейн	bahrain	PROPN;INDF;MASC;SG	N;MASC
бахрейн	bahrein	бахрейн	bahrein	PROPN;INDF;MASC;SG	N;MASC;SG
стабилен	steady	стабилен	steady	ADJ;INDF;MASC;SG	N
стабилен	stable	стабилен	stabla	ADJ;INDF;MASC;SG	N;FEM;SG
стабилен	stabili	стабилен	stabile	ADJ;INDF;MASC;SG	ADJ;PL
стабилен	stalla	стабилен	stalla	ADJ;INDF;MASC;SG	N;FEM;SG
изкуствени	artificiale	изкуствен	artificiale	ADJ;INDF;PL	ADJ;SG
регионална	regionali	регионален	regionale	ADJ;INDF;FEM;SG	ADJ;PL
котел	caldaie	котел	caldaia	N;INDF;MASC;SG	N;FEM;PL
жълти	gialla	жълт	giallo	ADJ;INDF;PL	ADJ;FEM;SG
жълти	giallo	жълт	giallo	ADJ;INDF;PL	N;MASC;SG
севиля	sevilla	севиля	sevillare	PROPN;INDF;FEM;SG	N;FEM;SG
севиля	siviglia	севиля	siviglia	PROPN;INDF;FEM;SG	N;FEM;SG
боеприпаси	munizioni	боеприпаси	munizione	N;INDF	N;FEM;PL
боеприпаси	munizioni	боеприпаси	munizione	N;INDF	N;FEM;PL
боеприпаси	munizioni	боеприпаси	munizione	N;INDF	N;FEM;PL
правна	legali	правен	legale	ADJ;INDF;FEM;SG	ADJ;PL
религиозно	religiosa	религиозен	religioso	ADV	ADJ;FEM;SG
религиозно	religioso	религиозен	religioso	ADV	ADJ;MASC;SG
религиозно	religiosi	религиозен	religioso	ADV	ADJ;MASC;PL
щети	danno	щета	danno	N;INDF;FEM;PL	N;MASC;SG
щети	danneggiamento	щета	danneggiamento	N;INDF;FEM;PL	N;MASC;SG
равно	uguale	равен	uguale	ADV	ADJ;SG
равно	uguali	равен	uguale	ADV	ADJ;PL
равно	pari	равен	pari	ADV	ADJ
равно	equal	равен	equale	ADV	N
равно	uguale	равен	uguale	ADV	ADJ;SG
равно	uguali	равен	uguale	ADV	ADJ;PL
равно	eguali	равен	eguale	ADV	ADJ;PL
олег	oleg	олег	oleg	PROPN;INDF;MASC;SG	N;MASC;SG
мюлер	müller	мюлер	müller	PROPN;INDF;MASC;SG	
мюлер	mueller	мюлер	mueller	PROPN;INDF;MASC;SG	PROPN
мюлер	müller	мюлер	müller	PROPN;INDF;MASC;SG	
мюлер	muller	мюлер	muller	PROPN;INDF;MASC;SG	N;MASC;SG
умерен	temperate	умерен	temperare	ADJ;INDF;MASC;SG	N;FEM;PL
умерен	moderati	умерен	moderato	ADJ;INDF;MASC;SG	ADJ;MASC;PL
умерен	moderare	умерен	moderare	ADJ;INDF;MASC;SG	V;NFIN
ограничено	limitato	огранича	limitato	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
ограничено	limited	огранича	limited	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;FEM
ограничено	limitati	огранича	limitato	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;PL
ограничено	limitate	огранича	limitare	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
ограничено	limitato	огранича	limitato	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
ограничено	ristretto	огранича	ristretto	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;MASC;SG
атомна	nucleari	атомен	nucleare	ADJ;INDF;FEM;SG	N;PL
атомна	atomiche	атомен	atomico	ADJ;INDF;FEM;SG	N;FEM;PL
внезапно	improvvisa	внезапно	improvvisare	ADV	V;IND;SG;3;PRS;FIN
внезапно	improvviso	внезапно	improvviso	ADV	ADJ;MASC;SG
