astronomie	astronomii	astronomie	astronomia	N;FEM;SG	
suspendu	zawieszenia	suspendre	zawiesić	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
suspendu	zawieszona	suspendre	zawieść	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
suspendu	zawieszone	suspendre	zawiesić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
suspendu	zawieszony	suspendre	zawiesić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
felix	felix	felix	felix	PROPN	PROPN;NOM;MASC;SG
under	pod	under	pod	PROPN	ADP
diffuse	rozproszone	diffuser	rozprosić	V;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
diffuse	rozproszonych	diffuser	rozprosić	V;IND;SG;3;PRS;FIN	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
mare	mare	mare	mare	N;FEM;SG	
exigences	wymagania	exigence	wymagać	N;FEM;PL	N;NOM;NEUT;SG
exigences	wymogi	exigence	wymoga	N;FEM;PL	
homonyme	imiennik	homonyme	imiennik	ADJ;MASC;SG	N;NOM;MASC;SG
castro	castro	castro	castro	PROPN	PROPN;NOM;MASC;SG
inventé	wymyślone	inventer	wymyślić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sidney	sidney	sidney	sidney	PROPN	
aveugle	ślepe	aveugle	ślepy	ADJ;MASC;SG	
aveugle	niewidomy	aveugle	niewidomy	ADJ;MASC;SG	N;NOM;MASC;SG
ferry	prom	ferry	prom	N;MASC;SG	
ferry	promie	ferry	promieć	N;MASC;SG	
ferry	promy	ferry	próm	N;MASC;SG	N;NOM;MASC;PL
vies	mieszka	vie	mieszkać	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vies	żyje	vie	żyć	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
segment	segmenty	segment	segment	N;MASC;SG	N;NOM;MASC;PL
roulant	rolling	roulant	rolling	V;PRS;V.PTCP	
scalemajor	scalemajor	scalemajor	scalemajor	PROPN	
timeaxis	timeaxis	timeaxis	timeaxis	PROPN	
étendre	przedłużające	étendre	przedłużający	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
réunions	zebrania	réunion	zebraniać	N;FEM;PL	N;NOM;NEUT;SG
réunions	posiedzenia	réunion	posiedzenie	N;FEM;PL	N;NOM;NEUT;SG
nbc	nbc	nbc	nbc	PROPN	
butler	butler	butler	butler	PROPN	
butler	lokaj	butler	lokaj	PROPN	N;NOM;MASC;SG
tissus	tkanina	tissu	tkanina	N;MASC;PL	N;NOM;FEM;SG
spencer	spencer	spencer	spencer	PROPN	PROPN;NOM;MASC;SG
dépasser	wyprzedzanie	dépasser	wyprzedzanie	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
connecticut	connecticut	connecticut	connecticut	PROPN	
afficher	pokaz	afficher	pokaz	V;NFIN	N;NOM;MASC;SG
afficher	wyświetlacz	afficher	wyświetlacz	V;NFIN	N;NOM;MASC;SG
afficher	wyświetlanie	afficher	wyświetlać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
afficher	wyświetlania	afficher	wyświetlanie	V;NFIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
afficher	widok	afficher	widok	V;NFIN	N;NOM;MASC;SG
dominante	dominacji	dominant	dominacja	ADJ;FEM;SG	N;DAT;FEM;SG
sélectionnés	wybrany	sélectionner	wybrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
sélectionnés	zaznaczone	sélectionner	zaznaczyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sélectionnés	wybrane	sélectionner	wybrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sélectionnés	wybrana	sélectionner	wybrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
pensez	pomyśl	penser	pomyśleć	V;IMP;PL;2;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
pensez	myśl	penser	myśleć	V;IMP;PL;2;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
hercule	herkulesa	hercule	herkules	N;MASC;SG	
hercule	herkules	hercule	herkules	N;MASC;SG	
forcé	zmuszony	forcer	zmusić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
forcé	zmuszeni	forcer	zmusić	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
forcé	wymuszone	forcer	wymusić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
zur	zur	zur	zur	PROPN	
récolte	zbiory	récolte	zbiór	N;FEM;SG	N;NOM;MASC;PL
récolte	żniwa	récolte	żniwać	N;FEM;SG	N;NOM;NEUT;PL
récolte	zbiorów	récolte	zbiór	N;FEM;SG	N;GEN;MASC;PL
récolte	uprawa	récolte	uprawa	N;FEM;SG	
récolte	zbiory	récolte	zbiór	N;FEM;SG	N;NOM;MASC;PL
récolte	upraw	récolte	uprawa	N;FEM;SG	
récolte	zbiory	récolte	zbiór	N;FEM;SG	N;NOM;MASC;PL
récolte	zbiorów	récolte	zbiór	N;FEM;SG	N;GEN;MASC;PL
gustav	gustav	gustav	gustav	PROPN	PROPN;NOM;MASC;SG
attaqué	zaatakowana	attaquer	zaatakować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
attaqué	zaatakowany	attaquer	zaatakować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM;MASC;SG
cape	cape	cape	capy	N;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
diff	diff	diff	diff		
diff	różnica	diff	różnica		N;NOM;FEM;SG
infos	info	info	info	N;FEM;PL	
infos	informacja	info	informacja	N;FEM;PL	N;NOM;FEM;SG
infos	informacja	info	informacja	N;FEM;PL	N;NOM;FEM;SG
monté	zamontowane	monter	zamontować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
monté	montowane	monter	montować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
monté	zamontowany	monter	zamontować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
jésuite	jezuici	jésuite	jezuicia	N;MASC;SG	N;NOM;MASC;PL
jésuite	jezuitów	jésuite	jezuita	N;MASC;SG	N;GEN;MASC;PL
voyageur	pasażerów	voyageur	pasażer	N;MASC;SG	N;ACC;MASC;PL
voyageur	pasażerski	voyageur	pasażerski	N;MASC;SG	ADJ;NOM;MASC;SG
traitements	leczenie	traitement	leczenie	N;MASC;PL	N;NOM;NEUT;SG
leslie	leslie	leqlie	lasnąć	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
serpents	węża	serpent	wąż	N;MASC;PL	N;ACC;MASC;SG
serpents	wąż	serpent	wąż	N;MASC;PL	N;NOM;MASC;SG
entourage	świta	entourage	świt	N;MASC;SG	
reporter	reporterka	reporter	reporterka	V;NFIN	N;NOM;FEM;SG
reporter	dziennikarz	reporter	dziennikarz	V;NFIN	N;NOM;MASC;SG
reporter	dziennikarka	reporter	dziennikarka	V;NFIN	N;NOM;FEM;SG
reporter	reporter	reporter	reporter	V;NFIN	N;NOM;MASC;SG
imagesize	imagesize	imagesize	imagesiza	PROPN	
utah	utah	utah	utah	PROPN	PROPN;NOM;MASC;SG
serie	serie	serie	serie	N;FEM;SG	
condamnés	skazany	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
condamnés	skazana	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
condamnés	skazani	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
condamnés	skazany	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
condamnés	skazana	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
condamnés	skazani	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
condamnés	skazany	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
condamnés	skazani	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
condamnés	skazana	condamner	skazać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
cacher	ukrywanie	cacher	ukrywać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
neuilly	neuilly	neuilly	neuill	PROPN	
intrigue	intrygi	intrigue	intryga	N;FEM;SG	
plotarea	plotarea	plotarea	plotar	PROPN	
kentucky	kentucky	kentucky	kentucki	PROPN	
schneider	schneider	schneider	schneider	PROPN	
ned	ned	ned	ned	PROPN	PROPN;NOM;MASC;SG
ned	neda	ned	nedy	PROPN	PROPN;NOM;FEM;SG
matériels	sprzętu	matériel	sprzęt	ADJ;MASC;PL	N;GEN;MASC;SG
matériels	sprzęt	matériel	sprzęt	ADJ;MASC;PL	N;ACC;MASC;SG
académique	akademickich	académique	akademicki	ADJ;MASC;SG	ADJ;GEN;MASC;PL
roll	roll	roll	roll	PROPN	
roll	rolki	roll	rolka	PROPN	N;ACC;FEM;PL
accusation	oskarżenia	accusation	oskarżenie	N;FEM;SG	N;NOM;NEUT;PL
châssis	podwozia	châssis	podwóziać	N;MASC;SG	
responsabilités	odpowiedzialności	responsabilité	odpowiedzialność	N;FEM;PL	N;GEN;FEM;SG
responsabilités	odpowiedzialność	responsabilité	odpowiedzialność	N;FEM;PL	N;NOM;FEM;SG
responsabilités	odpowiedzialności	responsabilité	odpowiedzialność	N;FEM;PL	N;GEN;FEM;SG
responsabilités	odpowiedzialność	responsabilité	odpowiedzialność	N;FEM;PL	N;NOM;FEM;SG
lyrique	lyric	lyrique	lyrica	ADJ;MASC;SG	
lyrique	teksty	lyrique	tekst	ADJ;MASC;SG	N;NOM;MASC;PL
gain	zyskać	gain	zyskać	N;MASC;SG	V;PFV;NFIN;ACT
laser	laserowe	laser	laserowy	N;MASC;SG	ADJ;NOM;NEUT;SG
laser	laser	laser	laser	N;MASC;SG	
minimale	minimum	minimal	minimum	ADJ;FEM;SG	
minimale	minimum	minimal	minimum	ADJ;FEM;SG	
composant	element	composer	element	V;PRS;V.PTCP	N;NOM;MASC;SG
composant	komponent	composer	komponent	V;PRS;V.PTCP	N;NOM;MASC;SG
composant	składnik	composer	składnik	V;PRS;V.PTCP	N;NOM;MASC;SG
sérieusement	serio	sérieusement	serio	ADV	
noté	oceniony	noter	ocenić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
noté	ocenione	noter	ocenić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
noté	oceniane	noter	oceniać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
noté	znamionowej	noter	znamionowy	V;MASC;SG;PST;V.PTCP	ADJ;GEN;FEM;SG
noté	oceniany	noter	oceniać	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
noté	odnotowane	noter	odnotować	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
noté	stwierdzone	noter	stwierdzić	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sauvetage	uratować	sauvetage	uratować	N;MASC;SG	V;PFV;NFIN;ACT
sauvetage	uratować	sauvetage	uratować	N;MASC;SG	V;PFV;NFIN;ACT
existé	istniały	exister	istnieć	V;MASC;SG;PST;V.PTCP	V;IPFV;FEM;IND;PL;PST;FIN;ACT
nina	nina	nina	nina	PROPN	PROPN;NOM;FEM;SG
doigts	paluszki	doigt	paluszek	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
doigts	palec	doigt	palec	N;MASC;PL	N;NOM;MASC;SG
détruits	zniszczona	détruire	zniszczyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
détruits	zniszczone	détruire	zniszczyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
détruits	zniszczony	détruire	zniszczyć	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
blaise	blaise	blaise	blaisa	N;MASC;SG	PROPN;NOM;MASC;SG
invitation	zapraszać	invitation	zapraszać	N;FEM;SG	V;IPFV;NFIN;ACT
invitation	zaprosić	invitation	zaprosić	N;FEM;SG	V;PFV;NFIN;ACT
technologique	technologia	technologique	technologia	ADJ;MASC;SG	N;NOM;FEM;SG
technologique	technologii	technologique	technologia	ADJ;MASC;SG	N;GEN;FEM;SG
technologique	technologie	technologique	technologia	ADJ;MASC;SG	N;NOM;FEM;PL
technologique	technika	technologique	technika	ADJ;MASC;SG	N;NOM;FEM;SG
cercles	kółko	cercle	kółko	N;MASC;PL	N;NOM;NEUT;SG
arche	arche	arche	archa	N;FEM;SG	
arche	arka	arche	arka	N;FEM;SG	
arche	arki	arche	ark	N;FEM;SG	
arche	arch	arche	arch	N;FEM;SG	
restaurants	restauracje	restaurant	restauracja	N;MASC;PL	N;GEN;FEM;SG
émergence	powstanie	émergence	powstać	N;FEM;SG	
gratuit	wolna	gratuit	wolny	ADJ;MASC;SG	
gratuit	free	gratuit	free	ADJ;MASC;SG	
préférence	preferencje	préférence	preferencja	N;FEM;SG	N;NOM;FEM;PL
préférence	preferowany	préférence	preferować	N;FEM;SG	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
préférence	wolała	préférence	woleć	N;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
préférence	wolał	préférence	woleć	N;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
préférence	preferuje	préférence	preferować	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
alabama	ala	alabama	ala	PROPN	PROPN;NOM;FEM;SG
alabama	ala	alabama	ala	PROPN	PROPN;NOM;FEM;SG
stan	stan	stan	stan	PROPN	N;NOM;MASC;SG
stan	stana	stan	stan	PROPN	
queensland	queensland	queensland	queensland	PROPN	
holstein	holstein	holstein	holstein	N;MASC;SG	
escalade	escalade	escalade	escalad	N;FEM;SG	
claudia	klaudia	claudia	klaudia	PROPN	PROPN;NOM;FEM;SG
claudia	claudia	claudia	claudia	PROPN	N;NOM;FEM;SG
allusion	podpowiedź	allusion	podpowiedź	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
alla	alla	aller	alla	V;IND;SG;3;PST;FIN	
oslo	oslo	oslo	oslo	PROPN	PROPN;NOM;NEUT;SG
bombardements	bombardowanie	bombardement	bombardować	N;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bombardements	bombardowanie	bombardement	bombardować	N;MASC;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ice	lód	ice	lód	N;MASC;SG	
ice	ice	ice	icey	N;MASC;SG	
foncé	dark	foncé	dark	ADJ;MASC;SG	
foncé	ciemno	foncé	ciemno	ADJ;MASC;SG	ADV
wendy	wendy	wendy	wenda	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
ricardo	ricardo	ricardo	ricardo	PROPN	PROPN;NOM;MASC;SG
rhodes	rhodes	rhode	rhodes	PROPN	PROPN;NOM;MASC;SG
caché	ukryty	cacher	ukryć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
caché	ukryta	cacher	ukryć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
caché	schowane	cacher	schować	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
caché	ukryte	cacher	ukryć	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
klein	klein	klein	klein	PROPN	
oscars	oscary	oscars	oscar	N;MASC;PL	N;NOM;MASC;SG
cincinnati	cincinnati	cincinnatir	cincinnaty	PROPN	PROPN;NOM;MASC;SG
ltd	ltd	ltd	ltd	PROPN	
cyril	cyril	cyril	cyril	PROPN	PROPN;NOM;MASC;SG
judith	judith	judith	judith	PROPN	PROPN;NOM;FEM;SG
cie	cie	cie	ty	PROPN	PRO;ACC;MASC;SG;2
carol	carol	carol	carol	PROPN	PROPN;NOM;FEM;SG
promenade	chodzić	promenade	chodzić	N;FEM;SG	V;IPFV;NFIN;ACT
promenade	walk	promenade	walk	N;FEM;SG	
rita	rity	riter	rita	PROPN	
rita	rita	riter	rita	PROPN	PROPN;NOM;FEM;SG
établis	ustanowione	établir	ustanowić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
établis	ustanowiony	établir	ustanowić	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
dupont	dupont	dupont	dupont	PROPN	
séparer	osobne	séparer	osobny	V;NFIN	ADJ;NOM;NEUT;SG
séparer	odrębne	séparer	odrębny	V;NFIN	ADJ;NOM;NEUT;SG
séparer	oddzielne	séparer	oddzielny	V;NFIN	ADJ;NOM;NEUT;SG
online	online	online	onliny	N;MASC;SG	
visites	odwiedziny	visite	odwiedzina	N;FEM;PL	N;NOM;FEM;SG
visites	odwiedzin	visite	odwiedziny	N;FEM;PL	
visites	tury	visite	tury	N;FEM;PL	N;ACC;FEM;SG
albanais	albanii	albanais	albania	ADJ;MASC;SG	
albanais	albańczycy	albanais	albańczyk	ADJ;MASC;SG	N;NOM;MASC;PL
head	head	head	head	PROPN	
head	głowę	head	głowa	PROPN	N;ACC;FEM;SG
head	głowy	head	głowa	PROPN	N;ACC;FEM;SG
head	glowy	head	glowa	PROPN	V;IPFV;IND;SG;FIN;ACT
head	głowa	head	głowa	PROPN	N;NOM;FEM;SG
pub	pub	pub	pub	N;FEM;SG	
portland	portland	portland	portland	PROPN	N;NOM;MASC;SG
antérieure	przedni	antérieur	przednia	ADJ;FEM;SG	N;NOM;MASC;SG
acceptée	przyjęta	accepter	przyjąć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
acceptée	przyjęty	accepter	przyjąć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
acceptée	zaakceptowane	accepter	zaakceptować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
acceptée	akceptowane	accepter	akceptować	V;FEM;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
acceptée	przyjęte	accepter	przyjąć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
julius	julius	julius	julius	PROPN	PROPN;NOM;MASC;SG
julius	juliusz	julius	juliusz	PROPN	PROPN;NOM;MASC;SG
mitterrand	mitterrand	mitterrand	mitterrand	N;MASC;SG	
sacrifice	poświęcić	sacrifice	poświęcić	N;MASC;SG	V;PFV;NFIN;ACT
impasse	pat	impasse	pat	N;FEM;SG	
adrian	adrian	adrian	adrian	PROPN	PROPN;NOM;MASC;SG
dialecte	dialektów	dialecte	dialekt	N;MASC;SG	N;GEN;MASC;PL
juventus	juventus	juventu	juventus	N;FEM;SG	PROPN;NOM;MASC;SG
genèse	genesis	genèse	genesis	N;FEM;SG	
réservée	zastrzeżony	réserver	zastrzeżyć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
réservée	zarezerwowany	réserver	zarezerwować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
réservée	zastrzeżone	réserver	zastrzeżyć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
réservée	zarezerwowane	réserver	zarezerwować	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sabre	sabre	sabre	sabry	N;MASC;SG	
offert	oferowane	offrir	oferować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
offert	oferowana	offrir	oferować	V;MASC;SG;PST;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
loups	wolf	loup	wolf	N;MASC;PL	
loups	wilka	loup	wilka	N;MASC;PL	N;ACC;MASC;SG
loups	wilk	loup	wilk	N;MASC;PL	N;NOM;MASC;SG
loups	loups	loup	loups	N;MASC;PL	
restaurée	przywrócone	restaurer	przywrócić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
restaurée	przywrócony	restaurer	przywrócić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
restaurée	przywrócona	restaurer	przywrócić	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
damien	damien	damien	damien	PROPN	PROPN;NOM;MASC;SG
damien	damian	damien	damian	PROPN	PROPN;NOM;MASC;SG
frise	fryzja	frise	fryzja	N;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
itinéraire	kierunki	itinéraire	kierunek	N;MASC;SG	N;NOM;MASC;PL
itinéraire	trasy	itinéraire	trasa	N;MASC;SG	N;ACC;FEM;PL
mentionnée	wspomniana	mentionner	wspomnieć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
mentionnée	wspomniany	mentionner	wspomnieć	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
zhang	zhang	zhang	zhang	PROPN	PROPN;NOM;MASC;SG
rechercher	wyszukiwanie	rechercher	wyszukiwać	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
rechercher	wyszukiwarka	rechercher	wyszukiwarka	V;NFIN	N;NOM;FEM;SG
fondations	fundacji	fondation	fundacja	N;FEM;PL	N;GEN;FEM;SG
fondations	podstawa	fondation	podstawa	N;FEM;PL	N;NOM;FEM;SG
fondations	fundacja	fondation	fundacja	N;FEM;PL	N;NOM;FEM;SG
fondations	fundacji	fondation	fundacja	N;FEM;PL	N;GEN;FEM;SG
fondations	podkład	fondation	podkład	N;FEM;PL	N;NOM;MASC;SG
fondations	foundation	fondation	foundation	N;FEM;PL	
béatrice	béatrice	béatrice	beatrica	N;FEM;SG	
béatrice	beatrice	béatrice	beatrica	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
jonas	jonas	jonas	jonas	PROPN	PROPN;NOM;MASC;SG
jonas	jonah	jonas	jonah	PROPN	PROPN;NOM;MASC;SG
natal	natal	natal	natal	ADJ;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
enjeux	stawka	enjeu	stawka	N;MASC;PL	N;NOM;FEM;SG
enjeux	stawki	enjeu	stawka	N;MASC;PL	
antoinette	antoinette	antoinette	antoinetty	N;FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
distinctes	odrębny	distinct	odrębny	ADJ;FEM;PL	ADJ;NOM;MASC;SG
distinctes	odrębne	distinct	odrębny	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
hector	hector	hector	hector	N;MASC;SG	PROPN;NOM;MASC;SG
hector	hectora	hector	hector	N;MASC;SG	
bienvenue	zapraszamy	bienvenue	zapraszać	ADJ;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
bienvenue	witam	bienvenue	witać	ADJ;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
bienvenue	witaj	bienvenue	witać	ADJ;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
bienvenue	zapraszam	bienvenue	zapraszać	ADJ;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
bienvenue	witamy	bienvenue	witać	ADJ;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
casa	casa	casa	casa	PROPN	
shaw	shaw	shaw	shawa	PROPN	PROPN;NOM;MASC;SG
shaw	shawa	shaw	shawa	PROPN	
accompagner	towarzyszący	accompagner	towarzyszący	V;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
accompagner	towarzyszących	accompagner	towarzyszyć	V;NFIN	ADJ;IPFV;ACC;MASC;PL;POS;V.PTCP;ACT
accompagner	towarzyszące	accompagner	towarzyszyć	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
papiers	papier	papier	papier	N;MASC;PL	N;NOM;MASC;SG
pêcheurs	rybak	pêcheur	rybak	N;MASC;PL	N;NOM;MASC;SG
pêcheurs	rybak	pêcheur	rybak	N;MASC;PL	N;NOM;MASC;SG
villers	villers	viller	villers	N;MASC;SG	
vecteur	wektor	vecteur	wektor	N;MASC;SG	
vecteur	wektorów	vecteur	wektor	N;MASC;SG	N;GEN;MASC;PL
créent	tworzy	créer	tworzyć	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
créent	stwórz	créer	stwórz	V;IND;PL;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
créent	utwórz	créer	utwórzyć	V;IND;PL;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
grange	grange	grange	granga	N;FEM;SG	
grange	stodoły	grange	stodoła	N;FEM;SG	N;ACC;FEM;PL
grange	stodole	grange	stodoła	N;FEM;SG	
break	break	break	break	N;MASC;SG	
break	przerwa	break	przerwa	N;MASC;SG	
break	złamać	break	złamać	N;MASC;SG	V;PFV;NFIN;ACT
choisis	wybrany	choisir	wybrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
choisis	wybrane	choisir	wybrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
choisis	wybrani	choisir	wybrany	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
choisis	wybrana	choisir	wybrać	V;MASC;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
choisis	wybierz	choisir	wybrać	V;MASC;PL;PST;V.PTCP	V;PFV;IMP;SG;2;FIN;ACT
statuts	statutu	statut	statut	N;MASC;PL	N;GEN;MASC;SG
statuts	statucie	statut	statyt	N;MASC;PL	
statuts	statut	statut	statut	N;MASC;PL	N;NOM;MASC;SG
