les	os	le	o	DET;DEF;PL	PRO;ACC;MASC;PL;3
volontaire	voluntário	volontaire	voluntário	ADJ;MASC;SG	N;MASC;SG
volontaire	voluntárias	volontaire	voluntário	ADJ;MASC;SG	N;FEM;PL
volontaire	voluntário	volontaire	voluntário	ADJ;MASC;SG	N;MASC;SG
volontaire	voluntariado	volontaire	voluntariado	ADJ;MASC;SG	V;MASC;SG;V.PTCP
volontaire	voluntários	volontaire	voluntário	ADJ;MASC;SG	N;MASC;PL
lloyd	lloyd	lloyd	lloyd	PROPN	N;MASC;SG
chaud	quente	chaud	quente	ADJ;MASC;SG	N;MASC;SG
chaud	gostosa	chaud	gostoso	ADJ;MASC;SG	N;FEM;SG
chaud	gostosas	chaud	gostoso	ADJ;MASC;SG	ADJ;FEM;PL
chaud	quentes	chaud	quente	ADJ;MASC;SG	ADJ;MASC;PL
chaud	quente	chaud	quente	ADJ;MASC;SG	N;MASC;SG
aus	aus	avoir	aus		N;MASC;SG
poètes	poeta	poète	poeta	N;MASC;PL	N;MASC;SG
poètes	poetisa	poète	poetisa	N;MASC;PL	N;FEM;SG
tri	ordenar	tri	ordenar	N;MASC;SG	V;NFIN
abandonner	abandono	abandonner	abandono	V;NFIN	N;MASC;SG
abandonner	devoluções	abandonner	devolução	V;NFIN	N;FEM;PL
colère	zangada	colère	zangada	N;FEM;SG	V;FEM;SG;V.PTCP
colère	irado	colère	irado	N;FEM;SG	V;MASC;SG;V.PTCP
colère	irritado	colère	irritar	N;FEM;SG	ADJ;MASC;SG
colère	zangado	colère	zangar	N;FEM;SG	V;MASC;SG;V.PTCP
cruz	cruz	cruz	cruz	PROPN	N;FEM;SG
symbolique	simbolismo	symbolique	simbolismo	ADJ;MASC;SG	N;MASC;SG
symbolique	simbólicas	symbolique	simbólico	ADJ;MASC;SG	ADJ;FEM;PL
louvain	lovaina	louvain	lovaina	PROPN	N;FEM;SG
louvain	lovaina	louvain	lovaina	PROPN	N;FEM;SG
transforme	transforme	transformer	transformer	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
patricia	patrícia	patricier	patrícia	PROPN	N;FEM;SG
patricia	patricia	patricier	patricia	PROPN	N;FEM;SG
way	maneira	way	maneira	V	N;FEM;SG
way	way	way	way	V	N;MASC;SG
renaud	renaud	renaud	renaud	PROPN	N;MASC;SG
renaud	reinaldo	renaud	reinaldo	PROPN	N;MASC;SG
renaud	reginald	renaud	reginald	PROPN	N;MASC;SG
león	león	león	león	PROPN	N;MASC;SG
león	león	león	león	PROPN	N;MASC;SG
león	léon	león	léon	PROPN	N;MASC;SG
león	leon	león	leon	PROPN	N;MASC;SG
armé	armados	armer	armar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
armé	armadas	armer	armar	V;MASC;SG;PST;V.PTCP	N;FEM;PL
graham	graham	graham	grahar	PROPN	N;MASC;SG
digital	digitais	digital	digital	ADJ;MASC;SG	N;MASC;PL
digital	digital	digital	digital	ADJ;MASC;SG	N;MASC;SG
sensible	sensíveis	sensible	sensível	ADJ;MASC;SG	ADJ;MASC;PL
sensible	sensibilidade	sensible	sensibilidade	ADJ;MASC;SG	N;FEM;SG
artistiques	artística	artistique	artístico	ADJ;MASC;PL	N;FEM;SG
artistiques	artístico	artistique	artístico	ADJ;MASC;PL	ADJ;MASC;SG
artistiques	artísticas	artistique	artístico	ADJ;MASC;PL	N;FEM;PL
walker	walker	walker	walker	PROPN	N;MASC;SG
vertu	virtudes	vertu	virtude	N;FEM;SG	N;FEM;PL
divisée	divididas	diviser	dividir	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
divisée	divididos	diviser	dividir	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
rassemblement	reunindo	rassemblement	reunir	N;MASC;SG	V;V.MSDR
jugé	julgados	juger	julgar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
jennifer	jennifer	jennifer	jennifer	PROPN	N;FEM;SG
con	con	con	com	PROPN	N;MASC;SG
obligation	obrigações	obligation	obrigação	N;FEM;SG	N;FEM;PL
considérable	consideráveis	considérable	considerável	ADJ;MASC;SG	ADJ;MASC;PL
franklin	franklin	franklin	franklin	PROPN	N;MASC;SG
palestine	palestina	palestin	palestina	ADJ;FEM;SG	N;FEM;SG
chiens	cão	chien	cão	N;MASC;PL	N;MASC;SG
chiens	cadela	chien	cadela	N;MASC;PL	N;FEM;SG
chiens	dog	chien	dog	N;MASC;PL	N;MASC;SG
chiens	cachorro	chien	cachorro	N;MASC;PL	N;MASC;SG
collabore	colabore	collaborer	colabore	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
foule	multidões	foule	multidão	N;FEM;SG	N;FEM;PL
suppose	adivinha	supposer	adivinhar	V;IND;SG;3;PRS;FIN	N;FEM;SG
suppose	adivinhe	supposer	adivinhar	V;IND;SG;3;PRS;FIN	N;MASC;SG
suppose	suponha	supposer	supor	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
priori	priori	priori	priori	PROPN	N;MASC;SG
bryan	bryan	bryan	bryan	PROPN	N;MASC;SG
registre	regista	registre	registar	N;MASC;SG	V;IND;SG;3;PRS;FIN
registre	registrar	registre	registrar	N;MASC;SG	V;NFIN
registre	registar	registre	registar	N;MASC;SG	V;NFIN
berry	baga	berry	baga	PROPN	N;FEM;SG
berry	bagas	berry	baga	PROPN	N;FEM;PL
berry	berry	berry	berry	PROPN	N;MASC;SG
froide	frio	froid	frio	ADJ;FEM;SG	N;MASC;SG
froide	cold	froid	cold	ADJ;FEM;SG	N;MASC;SG
froide	frios	froid	frio	ADJ;FEM;SG	N;MASC;PL
froide	fria	froid	fria	ADJ;FEM;SG	N;FEM;SG
kurt	kurt	kurt	kurt	PROPN	PROPN;MASC;SG
eva	eva	eva	eva	PROPN	N;FEM;SG
mentionne	menções	mentionner	menção	V;IND;SG;3;PRS;FIN	N;FEM;PL
séville	sevilla	séville	sevilla	PROPN	N;MASC;SG
séville	sevilha	séville	sevilha	PROPN	N;MASC;SG
geneviève	geneviève	geneviève	geneviève	ADJ;FEM;SG	N;FEM;SG
geneviève	genevieve	geneviève	genevieve	ADJ;FEM;SG	N;FEM;SG
bulgare	búlgara	bulgare	búlgara	ADJ;MASC;SG	N;FEM;SG
bulgare	búlgaro	bulgare	búlgaro	ADJ;MASC;SG	N;MASC;SG
bulgare	búlgaros	bulgare	búlgaro	ADJ;MASC;SG	N;MASC;PL
engager	envolventes	engager	envolvente	V;NFIN	ADJ;MASC;PL
engager	envolvente	engager	envolvente	V;NFIN	ADJ;MASC;SG
morbihan	morbihan	morbihan	morbihan	N;MASC;SG	V;IND;SG;3;PRS;FIN
avancée	avanço	avancé	avanço	ADJ;FEM;SG	N;MASC;SG
avancée	advance	avancé	advancer	ADJ;FEM;SG	N;MASC;SG
avancée	adiantamento	avancé	adiantamento	ADJ;FEM;SG	N;MASC;SG
avancée	avançar	avancé	avançar	ADJ;FEM;SG	V;NFIN
avancée	avançados	avancé	avançar	ADJ;FEM;SG	V;MASC;PL;V.PTCP
avancée	avançado	avancé	avançar	ADJ;FEM;SG	V;MASC;SG;V.PTCP
avancée	avançada	avancé	avançar	ADJ;FEM;SG	V;FEM;SG;V.PTCP
avancée	advanced	avancé	advanced	ADJ;FEM;SG	N;MASC;SG
avancée	avançadas	avancé	avançar	ADJ;FEM;SG	V;FEM;PL;V.PTCP
mrs	sra	son	sra	INTJ	N;FEM;SG
alpha	alpha	alpha	alpha	PROPN	N;MASC;SG
alpha	alfa	alpha	alfar	PROPN	N;MASC;SG
abus	abusos	abus	abuso	N;MASC;SG	N;MASC;PL
abus	abusos	abus	abuso	N;MASC;SG	N;MASC;PL
acheter	compra	acheter	compra	V;NFIN	N;FEM;SG
acheter	compra	acheter	compra	V;NFIN	N;FEM;SG
acheter	buy	acheter	buy	V;NFIN	N;MASC;SG
lumières	lights	lumière	lights	N;FEM;PL	N;MASC;SG
alberta	alberta	alberta	alberto	PROPN	N;FEM;SG
rick	rick	rick	rick	PROPN	N;MASC;SG
primaires	primárias	primaire	primária	ADJ;MASC;PL	N;FEM;PL
primaires	primária	primaire	primária	ADJ;MASC;PL	N;FEM;SG
primaires	primário	primaire	primário	ADJ;MASC;PL	N;MASC;SG
primaires	primárias	primaire	primária	ADJ;MASC;PL	N;FEM;PL
primaires	primários	primaire	primário	ADJ;MASC;PL	N;MASC;PL
hongroise	húngaros	hongrois	húngaro	ADJ;FEM;SG	N;MASC;PL
hongroise	húngaro	hongrois	húngaro	ADJ;FEM;SG	N;MASC;SG
hongroise	húngara	hongrois	húngaro	ADJ;FEM;SG	N;FEM;SG
descendant	descendente	descendre	descendente	V;PRS;V.PTCP	N;MASC;SG
descendant	descendente	descendre	descendente	V;PRS;V.PTCP	N;MASC;SG
magie	mágicas	magie	mágico	N;FEM;SG	N;FEM;PL
fromage	queijos	fromage	queijo	N;MASC;SG	N;MASC;PL
exécuté	executadas	exécuter	executar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
exécuté	executados	exécuter	executar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
indiana	indiana	indiana	indiana	PROPN	N;FEM;SG
estimé	estimados	estimer	estimar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
estimé	estimativa	estimer	estimativa	V;MASC;SG;PST;V.PTCP	N;FEM;SG
dut	dut	devoir	dut	V;IND;SG;3;PST;FIN	N;MASC;SG
turque	turcos	turc	turco	ADJ;FEM;SG	N;MASC;PL
turque	turcas	turc	turco	ADJ;FEM;SG	N;FEM;PL
turque	turcos	turc	turco	ADJ;FEM;SG	N;MASC;PL
turque	turco	turc	turco	ADJ;FEM;SG	N;MASC;SG
turque	turca	turc	turco	ADJ;FEM;SG	N;FEM;SG
turque	turcas	turc	turco	ADJ;FEM;SG	N;FEM;PL
aussitôt	imediato	aussitôt	imediato	ADV	N;MASC;SG
protocole	protocolos	protocole	protocolo	N;MASC;SG	N;MASC;PL
tirage	desenhar	tirage	desenhar	N;MASC;SG	V;NFIN
tirage	desenhe	tirage	desenhe	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
tirage	desenha	tirage	desenhar	N;MASC;SG	V;IND;SG;3;PRS;FIN
tirage	desenhar	tirage	desenhar	N;MASC;SG	V;NFIN
tirage	desenhando	tirage	desenhar	N;MASC;SG	V;V.MSDR
blessures	lesão	blessure	lesão	N;FEM;PL	N;FEM;SG
blessures	prejuízo	blessure	prejuízo	N;FEM;PL	N;MASC;SG
blessures	ferimento	blessure	ferimento	N;FEM;PL	N;MASC;SG
blessures	feridas	blessure	ferir	N;FEM;PL	V;FEM;PL;V.PTCP
roues	roda	roue	roda	N;FEM;PL	N;FEM;SG
roues	volante	roue	volante	N;FEM;PL	N;MASC;SG
stefan	estêvão	stefan	estêvão	PROPN	N;MASC;SG
stefan	stefan	stefan	stefan	PROPN	N;MASC;SG
allan	allan	allan	allan	PROPN	N;MASC;SG
harold	harold	harold	harold	PROPN	N;MASC;SG
harold	haroldo	harold	haroldo	PROPN	N;MASC;SG
vidéos	vídeo	vidéo	vídeo	N;FEM;PL	N;MASC;SG
vidéos	video	vidéo	video	N;FEM;PL	N;MASC;SG
pauvre	coitado	pauvre	coitado	ADJ;MASC;SG	V;MASC;SG;V.PTCP
pauvre	pobres	pauvre	pobre	ADJ;MASC;SG	N;MASC;PL
confirmé	confirmaram	confirmer	confirmar	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
confirmé	confirmados	confirmer	confirmar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
émis	emitidos	émettre	emitir	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
émis	emitidas	émettre	emitir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
copenhague	copenhague	copenhague	copenhagar	PROPN	N;FEM;SG
copenhague	copenhagen	copenhague	copenhagen	PROPN	N;MASC;SG
copenhague	copenhaga	copenhague	copenhago	PROPN	N;FEM;SG
rayonnement	radiações	rayonnement	radiação	N;MASC;SG	N;FEM;PL
ordinaire	regulares	ordinaire	regular	ADJ;MASC;SG	ADJ;MASC;PL
ordinaire	ordinário	ordinaire	ordinário	ADJ;MASC;SG	N;MASC;SG
ordinaire	ordinária	ordinaire	ordinário	ADJ;MASC;SG	N;FEM;SG
marines	marines	marin	marine	ADJ;FEM;PL	N;MASC;PL
marines	fuzileiros	marin	fuzileiro	ADJ;FEM;PL	N;MASC;PL
gênes	génova	gênes	génova	N;FEM;PL	N;MASC;SG
gênes	gênova	gênes	gênova	N;FEM;PL	N;FEM;SG
alto	alto	alto	alto	PROPN	ADV
alto	viola	alto	viola	PROPN	N;FEM;SG
sky	ceu	sky	ceu	PROPN	N;MASC;SG
sky	sky	sky	sky	PROPN	N;MASC;SG
sky	céu	sky	céu	PROPN	N;MASC;SG
yyy	yyy	yyy	yyy		N;MASC;SG
retard	tarde	retard	tarde	N;MASC;SG	ADV
retard	atrasada	retard	atrasar	N;MASC;SG	V;FEM;SG;V.PTCP
retard	atrasados	retard	atrasar	N;MASC;SG	V;MASC;PL;V.PTCP
retard	atrasado	retard	atrasar	N;MASC;SG	V;MASC;SG;V.PTCP
retard	atrasos	retard	atraso	N;MASC;SG	N;MASC;PL
retard	retardada	retard	retardar	N;MASC;SG	V;FEM;SG;V.PTCP
retard	atrasada	retard	atrasar	N;MASC;SG	V;FEM;SG;V.PTCP
retard	atrasado	retard	atrasar	N;MASC;SG	V;MASC;SG;V.PTCP
retard	atrasar	retard	atrasar	N;MASC;SG	V;NFIN
retard	atrasos	retard	atraso	N;MASC;SG	N;MASC;PL
retard	adiar	retard	adiar	N;MASC;SG	V;NFIN
maxime	max	maxime	max	PROPN	N;MASC;SG
maxime	máx	maxime	máx	PROPN	N;MASC;SG
maxime	maxine	maxime	maxine	PROPN	N;FEM;SG
maxime	maxime	maxime	maxime	PROPN	N;MASC;SG
maxime	maxim	maxime	maxim	PROPN	N;MASC;SG
cleveland	cleveland	cleveland	cleveland	PROPN	N;MASC;SG
suédoise	suecos	suédois	sueco	ADJ;FEM;SG	N;MASC;PL
suédoise	sueco	suédois	sueco	ADJ;FEM;SG	N;MASC;SG
suédoise	sueca	suédois	suecar	ADJ;FEM;SG	N;FEM;SG
rebelles	rebelde	rebelle	rebelde	N;MASC;PL	N;MASC;SG
biologique	biológicas	biologique	biológico	ADJ;MASC;SG	N;FEM;PL
biologique	biológicos	biologique	biológico	ADJ;MASC;SG	ADJ;MASC;PL
biologique	orgânicas	biologique	orgânico	ADJ;MASC;SG	N;FEM;PL
biologique	orgânica	biologique	orgânico	ADJ;MASC;SG	N;FEM;SG
biologique	orgânico	biologique	orgânico	ADJ;MASC;SG	N;MASC;SG
biologique	orgânicos	biologique	orgânico	ADJ;MASC;SG	N;MASC;PL
chars	flutua	char	flutua	N;MASC;PL	V;IND;SG;3;PRS;FIN
hérault	hérault	hérault	hérault	PROPN	N;FEM;SG
couches	fralda	couche	fralda	N;FEM;PL	N;FEM;SG
renforcer	reforço	renforcer	reforço	V;NFIN	N;MASC;SG
renforcer	fortalecimento	renforcer	fortalecimento	V;NFIN	N;MASC;SG
manches	manga	manche	mangar	N;FEM;PL	N;FEM;SG
profonde	deep	profond	deep	ADJ;FEM;SG	N;MASC;SG
brabant	brabante	brabant	brabante	V;PRS;V.PTCP	N;MASC;SG
bach	bach	bach	bach	PROPN	N;MASC;SG
coin	cantos	coin	canto	N;MASC;SG	N;MASC;PL
rénovation	renovações	rénovation	renovação	N;FEM;SG	N;FEM;PL
débutant	novatos	débutant	novato	V;PRS;V.PTCP	N;MASC;PL
débutant	principiantes	débutant	principiante	V;PRS;V.PTCP	N;MASC;PL
débutant	iniciantes	débutant	iniciante	V;PRS;V.PTCP	N;MASC;PL
débutant	principiante	débutant	principiante	V;PRS;V.PTCP	ADJ;MASC;SG
débutant	iniciante	débutant	iniciante	V;PRS;V.PTCP	N;MASC;SG
trouble	problemas	trouble	problema	ADJ;MASC;SG	N;MASC;PL
trouble	sarilhos	trouble	sarilho	ADJ;MASC;SG	N;MASC;PL
trouble	encrenca	trouble	encrencar	ADJ;MASC;SG	N;FEM;SG
trouble	perturbação	trouble	perturbação	ADJ;MASC;SG	N;FEM;SG
trouble	distúrbios	trouble	distúrbio	ADJ;MASC;SG	N;MASC;PL
trouble	perturbações	trouble	perturbação	ADJ;MASC;SG	N;FEM;PL
trouble	perturbação	trouble	perturbação	ADJ;MASC;SG	N;FEM;SG
trouble	transtorno	trouble	transtorno	ADJ;MASC;SG	N;MASC;SG
trouble	desordem	trouble	desorder	ADJ;MASC;SG	N;FEM;SG
typique	típicas	typique	típico	ADJ;MASC;SG	ADJ;FEM;PL
typique	típicos	typique	típico	ADJ;MASC;SG	ADJ;MASC;PL
collines	hills	colline	hills	N;FEM;PL	N;MASC;SG
rafael	rafael	rafael	rafael	PROPN	N;MASC;SG
collective	coletiva	collectif	coletivo	ADJ;FEM;SG	N;FEM;SG
collective	colectivo	collectif	colectivo	ADJ;FEM;SG	N;MASC;SG
collective	coletivo	collectif	coletivo	ADJ;FEM;SG	N;MASC;SG
bloquer	bloqueio	bloquer	bloqueio	V;NFIN	N;MASC;SG
bloquer	bloqueio	bloquer	bloqueio	V;NFIN	N;MASC;SG
bloquer	bloco	bloquer	bloco	V;NFIN	N;MASC;SG
bloquer	block	bloquer	block	V;NFIN	N;MASC;SG
sant	sant	santir	sant	PROPN	N;MASC;SG
socialistes	socialistas	socialiste	socialista	ADJ;MASC;PL	N;MASC;PL
socialistes	socialistas	socialiste	socialista	ADJ;MASC;PL	N;MASC;PL
socialistes	socialista	socialiste	socialista	ADJ;MASC;PL	N;MASC;SG
nordique	nórdica	nordique	nórdico	ADJ;MASC;SG	N;FEM;SG
nordique	nórdicos	nordique	nórdico	ADJ;MASC;SG	N;MASC;PL
nordique	norte	nordique	norte	ADJ;MASC;SG	N;MASC;SG
nordique	northern	nordique	northern	ADJ;MASC;SG	N;MASC;SG
preuves	prova	preuve	prova	N;FEM;PL	N;FEM;SG
preuves	evidência	preuve	evidência	N;FEM;PL	N;FEM;SG
preuves	prova	preuve	prova	N;FEM;PL	N;FEM;SG
ncaa	ncaa	ncaa	ncaar	PROPN	N;MASC;SG
helen	helena	helen	heleno	PROPN	N;FEM;SG
helen	helen	helen	helen	PROPN	N;FEM;SG
aimé	amava	aimer	amavar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
aimé	amado	aimer	amado	V;MASC;SG;PST;V.PTCP	N;MASC;SG
aimé	amada	aimer	amada	V;MASC;SG;PST;V.PTCP	N;FEM;SG
aimé	amados	aimer	amado	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
aimé	amadas	aimer	amada	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
aimé	gostava	aimer	gostar	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
aimé	aimé	aimer	aimé	V;MASC;SG;PST;V.PTCP	N;MASC;SG
arbitres	árbitro	arbitre	árbitro	N;MASC;PL	N;MASC;SG
rives	rives	rive	rive	N;FEM;PL	N;MASC;SG
han	han	han	han	PROPN	N;MASC;SG
organisées	organizada	organiser	organizar	V;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
organisées	organizado	organiser	organizar	V;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
organisées	organizou	organiser	organizar	V;FEM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
organisées	organizada	organiser	organizar	V;FEM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
organisées	organizado	organiser	organizar	V;FEM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
simpson	simpsons	simpson	simpsons	PROPN	N;MASC;PL
simpson	simpson	simpson	simpson	PROPN	N;MASC;SG
calvados	calvados	calvado	calvado	N;MASC;SG	N;MASC;PL
campbell	campbell	campbell	campbell	PROPN	N;MASC;SG
verdun	verdun	verdun	verdun	PROPN	N;MASC;SG
courbe	curvas	courbe	curva	N;FEM;SG	N;FEM;PL
domine	domine	dominer	domine	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
domine	dominam	dominer	dominar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
installés	instalada	installer	instalar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
installés	instalado	installer	instalar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
plomb	liderar	plomb	liderar	N;MASC;SG	V;NFIN
gymnastique	ginástica	gymnastique	ginástica	ADJ;MASC;SG	N;FEM;SG
envie	quer	envie	querer	N;FEM;SG	V;IND;SG;3;PRS;FIN
envie	queres	envie	querer	N;FEM;SG	INTJ
envie	quero	envie	querer	N;FEM;SG	V;IND;SG;1;PRS;FIN
mitchell	mitchell	mitchell	mitchell	PROPN	N;MASC;SG
mitchell	mitchel	mitchell	mitchel	PROPN	N;MASC;SG
ngc	ngc	ngc	ngc		N;FEM;SG
gagnant	win	gagner	win	V;PRS;V.PTCP	N;MASC;SG
gagnant	vitória	gagner	vitória	V;PRS;V.PTCP	N;FEM;SG
gagnant	vencedor	gagner	vencedor	V;PRS;V.PTCP	N;MASC;SG
gagnant	ganhador	gagner	ganhador	V;PRS;V.PTCP	N;MASC;SG
gagnant	vencedora	gagner	vencedor	V;PRS;V.PTCP	N;FEM;SG
armoiries	emblema	armoirie	emblema	N;FEM;PL	N;MASC;SG
armoiries	insígnia	armoirie	insígnio	N;FEM;PL	N;FEM;SG
armoiries	brasão	armoirie	brasão	N;FEM;PL	N;MASC;SG
qualifications	qualificação	qualification	qualificação	N;FEM;PL	N;FEM;SG
qualifications	qualificar	qualification	qualificar	N;FEM;PL	V;NFIN
qualifications	qualificação	qualification	qualificação	N;FEM;PL	N;FEM;SG
apparu	apareceram	apparaître	aparecer	V;MASC;SG;PST;V.PTCP	V;IND;PL;3;FIN
mickey	mickey	mickey	mickey	PROPN	N;MASC;SG
légendes	legends	légende	legends	N;FEM;PL	N;MASC;SG
légendes	legend	légende	legend	N;FEM;PL	N;MASC;SG
légendes	lenda	légende	lenda	N;FEM;PL	N;FEM;SG
légendes	legenda	légende	legenda	N;FEM;PL	N;FEM;SG
adaptée	adaptados	adapter	adaptar	V;FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
adaptée	adaptadas	adapter	adaptar	V;FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
africains	africanos	africain	africano	ADJ;MASC;PL	N;MASC;PL
africains	africana	africain	africano	ADJ;MASC;PL	N;FEM;SG
africains	africanos	africain	africano	ADJ;MASC;PL	N;MASC;PL
africains	africano	africain	africano	ADJ;MASC;PL	N;MASC;SG
essaie	tente	essayer	tentar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
essaie	experimente	essayer	experimentar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
mercedes	mercedes	mercede	mercede	N;FEM;PL	N;MASC;SG
raphaël	raphael	raphaël	raphael	PROPN	N;MASC;SG
raphaël	rafael	raphaël	rafael	PROPN	N;MASC;SG
raphaël	rafael	raphaël	rafael	PROPN	N;MASC;SG
raphaël	raphaël	raphaël	raphaël	PROPN	N;MASC;SG
kiev	kiev	kiev	kiev	PROPN	N;MASC;SG
kiev	kiev	kiev	kiev	PROPN	N;MASC;SG
arabie	arábia	arabie	arábia	PROPN	N;FEM;SG
concernés	preocupada	concerner	preocupado	V;MASC;PL;PST;V.PTCP	ADJ;FEM;SG
concernés	preocupados	concerner	preocupado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;PL
concernés	preocupado	concerner	preocupado	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG
johannes	johannes	johanne	johanne	PROPN	N;MASC;SG
hard	duro	hard	duro	N;MASC;SG	ADJ;MASC;SG
hard	difícil	hard	difícil	N;MASC;SG	ADJ;MASC;SG
hard	dura	hard	durar	N;MASC;SG	V;IND;SG;3;PRS;FIN
ralph	ralph	ralph	ralph	N;MASC;PL	N;MASC;SG
leo	léo	leo	léo	PROPN	N;MASC;SG
leo	leão	leo	leão	PROPN	N;MASC;SG
leo	leo	leo	leo	PROPN	N;MASC;SG
désolé	desculpa	désolé	desculpa	INTJ	N;FEM;SG
désolé	desculpe	désolé	desculpar	INTJ	V;IND;SG;3;PRS;FIN
essor	florescente	essor	florescente	N;MASC;SG	ADJ;MASC;SG
parlé	falados	parler	falar	V;MASC;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
parlé	faladas	parler	falar	V;MASC;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
harvard	harvard	harvard	harvard	PROPN	N;MASC;SG
chasseur	chasseur	chasseur	chasseur	N;MASC;SG	V;SBJV;SG;3;IPFV;FIN
java	java	java	java	PROPN	N;MASC;SG
signer	assinatura	signer	assinatura	V;NFIN	N;FEM;SG
signer	assine	signer	assine	V;NFIN	INTJ
signer	signo	signer	signo	V;NFIN	N;MASC;SG
signer	sinal	signer	sinal	V;NFIN	N;MASC;SG
permanent	permanentes	permanent	permanente	ADJ;MASC;SG	ADJ;MASC;PL
nulle	nulos	nul	nulo	ADJ;FEM;SG	N;MASC;PL
matériau	materiais	matériau	material	N;MASC;SG	N;MASC;PL
neil	neil	neil	neil	PROPN	N;MASC;SG
copa	copa	copa	copa	PROPN	N;FEM;SG
ron	ron	ron	ron	PROPN	N;MASC;SG
moon	lua	moon	lua	PROPN	N;FEM;SG
moon	moon	moon	moon	PROPN	N;MASC;SG
légale	jurídica	légal	jurídico	ADJ;FEM;SG	N;FEM;SG
légale	legais	légal	legal	ADJ;FEM;SG	ADJ;MASC;PL
inspire	inspire	inspirer	inspirar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
tunisien	tunisino	tunisien	tunisino	ADJ;MASC;SG	N;MASC;SG
lutter	wrestling	lutter	wrestling	V;NFIN	N;MASC;SG
constitutionnel	constitucionais	constitutionnel	constitucional	ADJ;MASC;SG	N;MASC;PL
pure	puras	pur	puro	ADJ;FEM;SG	ADJ;FEM;PL
pure	puros	pur	puro	ADJ;FEM;SG	ADJ;MASC;PL
pure	pure	pur	por	ADJ;FEM;SG	N;MASC;SG
rapides	rapid	rapide	rapid	ADJ;MASC;PL	N;MASC;SG
rapides	rapids	rapide	rapid	ADJ;MASC;PL	N;MASC;SG
rapides	rápido	rapide	rápido	ADJ;MASC;PL	ADJ;MASC;SG
rapides	fast	rapide	fast	ADJ;MASC;PL	N;MASC;SG
rapides	rápido	rapide	rápido	ADJ;MASC;PL	ADJ;MASC;SG
organisés	organizada	organiser	organizar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
organisés	organizado	organiser	organizar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
organisés	organizou	organiser	organizar	V;MASC;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
organisés	organizada	organiser	organizar	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
organisés	organizado	organiser	organizar	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
exprimés	expresso	exprimer	expresso	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
exprimés	expressado	exprimer	expressado	V;MASC;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
exprimés	expressa	exprimer	esprimir	V;MASC;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
traditionnels	tradicional	traditionnel	tradicional	ADJ;MASC;PL	ADJ;MASC;SG
evans	evans	evans	evans	PROPN	N;MASC;SG
alexandrie	alexandria	alexandrie	alexandria	PROPN	N;FEM;SG
