til	za	til	za	ADV	
marc	marc	marc	marca		N;NOM;MASC;SG
adel	adel	adel	adeti	N;INDF;MASC+FEM;SG	
adel	plemiči	adel	plemič	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
uddøde	izumrli	uddøde	izumreti	ADJ;PL	V;PFV;MASC;PL;V.PTCP
uddøde	izumrla	uddøde	izumreti	ADJ;PL	V;PFV;FEM;SG;V.PTCP
fair	pošteno	fair	pošteno	ADJ	ADV
fair	sejem	fair	sejem	ADJ	N;NOM;MASC;SG
positivt	pozitivno	positiv	pozitiven	ADJ;INDF;NEUT;SG	ADV
positivt	pozitivne	positiv	pozitiven	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
positivt	pozitivno	positiv	pozitiven	ADJ;INDF;NEUT;SG	ADV
sudan	sudan	sudan	sudan	PROPN	N;NOM;MASC;SG
bryllup	poroke	bryllup	poroka	N;INDF;NEUT;SG	N;NOM;FEM;PL
bakker	hribi	bakke	hrib	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
bakker	hills	bakke	hills	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
bakker	pladnji	bakke	pladnji	V;IND;PRS;FIN;ACT	N;NOM;MASC;PL
organ	orgle	organ	orgeti	N;INDF;NEUT;SG	N;ACC;MASC;PL
uruguay	urugvaj	uruguay	urugvaj	PROPN	N;NOM;FEM;SG
rap	kva	rap	kaj	N;INDF;NEUT;SG	
play	igraj	play	igraj		V;IPFV;IMP;SG;2;FIN
varm	topli	varm	topel	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
varm	toplo	varm	toplo	ADJ;INDF;MASC+FEM;SG	ADV
englands	anglija	englands	anglija	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
englands	england	englands	england	N;GEN;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
englands	angliji	englands	anglija	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
englands	anglijo	englands	angliti	N;GEN;INDF;MASC+FEM;SG	N;ACC;FEM;SG
dyrkes	odrasel	dyrke	odrasel	V;IND;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
dyrkes	odrasla	dyrke	odrasel	V;IND;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
summer	summer	summe	summer	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
summer	poletna	summe	poleten	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
summer	poletni	summe	poleten	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;SG
summer	poletno	summe	poleten	N;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG
summer	poleti	summe	poleti	N;INDF;MASC+FEM;PL	ADV
summer	poletje	summe	poletje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
julia	julijo	julia	juliti		N;ACC;FEM;SG
julia	julia	julia	julia		PROPN;NOM;FEM;SG
julia	julija	julia	julij		N;GEN;MASC;SG
ebbe	oseka	ebbe	oseka		N;NOM;FEM;SG
ebbe	ebbe	ebbe	ebba		
office	pisarna	office	pisarna		N;NOM;FEM;SG
office	urad	office	urad		N;NOM;MASC;SG
dronningen	queen	dronning	queen	N;DEF;MASC+FEM;SG	
planlagte	predvideno	planlægge	predviden	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
planlagte	načrtovana	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
planlagte	načrtovano	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
planlagte	načrtovan	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
planlagte	načrtovani	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
planlagte	načrtovana	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
planlagte	načrtovano	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
planlagte	načrtovane	planlægge	načrtovan	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
marshall	marshall	marshall	marshall		N;NOM;MASC;SG
marshall	maršal	marshall	maršati		N;NOM;MASC;SG
take	vzemite	take	vzeti	N;INDF;NEUT;SG	V;PFV;IMP;PL;2;FIN
take	vzemi	take	vzeme	N;INDF;NEUT;SG	V;PFV;IMP;SG;2;FIN
wayne	wayne	wayne	wayen		PROPN;NOM;MASC;SG
afsat	odstavljen	afsætte	odstavljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
afsat	dodeljene	afsætte	dodeljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
afsat	dodeljena	afsætte	dodeljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
afsat	dodeljeno	afsætte	dodeljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
afsat	dodeljeni	afsætte	dodeljen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
afsat	razporejeni	afsætte	razporejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
afsat	trži	afsætte	tržeti	V;INDF;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
afsat	rezervirano	afsætte	rezervirano	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
afsat	rezervirane	afsætte	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
afsat	rezervirana	afsætte	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
afsat	rezerviran	afsætte	rezerviran	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
clark	clark	clark	clark		PROPN;NOM;MASC;SG
beder	molitev	bede	molitev	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
tilpasset	prilagojena	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
tilpasset	prilagojen	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilpasset	prilagojeni	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
tilpasset	prilagojeno	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
tilpasset	prilagojena	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
tilpasset	prilagojene	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
tilpasset	prilagojen	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilpasset	prilagojeni	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
tilpasset	prilagojeno	tilpasse	prilagojen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
tilpasset	prirejen	tilpasse	prirejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
tilpasset	običaj	tilpasse	običaj	V;INDF;SG;PST;V.PTCP	N;NOM;MASC;SG
beslægtet	sorodstvo	beslægte	sorodstvo	V;INDF;SG;PST;V.PTCP	N;NOM;NEUT;SG
beslægtet	sorodni	beslægte	soroden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
beslægtet	povezano	beslægte	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beslægtet	povezani	beslægte	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
militæret	vojaška	militær	vojaški	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
militæret	vojaški	militær	vojaški	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG
militæret	vojaško	militær	vojaški	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG
hæk	hedges	hæk	hedges	N;INDF;MASC+FEM;SG	
relateret	povezano	relatere	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
relateret	povezani	relatere	povezan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
update	posodobi	update	posodobiti	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
infanteri	pehotna	infanteri	pehoten	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
konsekvens	posledice	konsekvens	posledica	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
pund	funtov	pund	funt	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
pund	kilogramov	pund	kilogram	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
folkeafstemning	referendumov	folkeafstemning	referendum	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
forest	gozda	forest	gozd		N;GEN;MASC;SG
forest	gozd	forest	gozd		N;NOM;MASC;SG
forest	gozdni	forest	gozden		ADJ;NOM;MASC;SG
forest	gozdovi	forest	gozd		N;NOM;MASC;PL
ulige	neenake	ulig	neenak	ADJ;PL	N;NOM;FEM;PL
ulige	neenakomerno	ulig	neenakomerno	ADJ;PL	ADV
ulige	čudno	ulig	čuden	ADJ;PL	ADJ;NOM;NEUT;SG
ulige	čuden	ulig	čuden	ADJ;PL	ADJ;NOM;INDF;MASC;SG
ulige	nenavadna	ulig	nenavaden	ADJ;PL	ADJ;NOM;FEM;SG
ulige	nenavadno	ulig	nenavaden	ADJ;PL	ADJ;NOM;NEUT;SG
vild	divjak	vild	divjak	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vild	ljubezni	vild	ljubezen	ADJ;INDF;MASC+FEM;SG	N;GEN;FEM;SG
vild	love	vild	lova	ADJ;INDF;MASC+FEM;SG	N;NOM;MASC;SG
vild	ljubezen	vild	ljubezen	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vild	wild	vild	wild	ADJ;INDF;MASC+FEM;SG	
vild	divje	vild	divji	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
vild	divji	vild	divji	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
beskæftiget	zaposlena	beskæftige	zaposlen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
beskæftiget	zaposleni	beskæftige	zaposlen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
beskæftiget	zaposlen	beskæftige	zaposlen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
beskæftiget	zasedeno	beskæftige	zaseden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
beskæftiget	zasedena	beskæftige	zaseden	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vestlig	zahodni	vestlig	zahoden	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
vestlig	western	vestlig	western	ADJ;INDF;MASC+FEM;SG	
vestlig	zahodno	vestlig	zahodno	ADJ;INDF;MASC+FEM;SG	ADV
einar	einar	einar	einar		N;NOM;MASC;SG
udstillingen	razstave	udstilling	razstava	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
norman	norman	norman	norman		N;NOM;MASC;SG
samler	zbiratelj	samle	zbiratelj	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
samler	pobiralec	samle	pobiralec	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
samler	zbiralnik	samle	zbiralnik	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
samler	zbiralec	samle	zbiralec	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
germanske	germanski	germansk	germanski	ADJ;PL	ADJ;NOM;MASC;SG
synge	poj	synge	poj	V;NFIN;ACT	ADV
synge	zapoj	synge	zapoj	V;NFIN;ACT	N;NOM;MASC;SG
synge	pojem	synge	pojem	V;NFIN;ACT	N;NOM;MASC;SG
synge	petje	synge	petje	V;NFIN;ACT	N;NOM;NEUT;SG
synge	petja	synge	petje	V;NFIN;ACT	N;GEN;NEUT;SG
gymnastik	gimnastična	gymnastik	gimnastičen	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
indiana	indiana	indiana	indian		N;NOM;FEM;SG
beskæftigede	zaposlena	beskæftige	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
beskæftigede	zaposleni	beskæftige	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
beskæftigede	zaposlen	beskæftige	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
beskæftigede	zaposleni	beskæftige	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
beskæftigede	zaposlene	beskæftige	zaposlen	V;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
beskæftigede	uslužbenci	beskæftige	uslužbenec	V;PL;PST;V.PTCP	N;NOM;MASC;PL
beløb	zneski	beløb	zneski	N;INDF;NEUT;SG	N;NOM;MASC;PL
wood	les	wood	les		N;NOM;MASC;SG
wood	wood	wood	wood		PROPN;NOM;MASC;SG
wood	lesena	wood	lesen		ADJ;NOM;FEM;SG
wood	lesa	wood	les		N;GEN;MASC;SG
wood	lesni	wood	lesen		ADJ;NOM;DEF;MASC;SG
wood	leseno	wood	lesen		ADJ;NOM;NEUT;SG
optog	parada	optog	parada	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
optog	parade	optog	parada	V;IND;PST;FIN;ACT	N;NOM;FEM;SG
optog	parado	optog	parada	V;IND;PST;FIN;ACT	N;ACC;FEM;SG
optog	sprevod	optog	sprevod	V;IND;PST;FIN;ACT	N;NOM;MASC;SG
smalle	ozko	smalle	ozko	ADJ;PL	ADV
smalle	ozka	smalle	ozek	ADJ;PL	ADJ;NOM;FEM;SG
smalle	ozek	smalle	ozek	ADJ;PL	ADJ;NOM;INDF;MASC;SG
strategisk	strateško	strategisk	strateški	ADV	ADJ;NOM;NEUT;SG
strategisk	strateško	strategisk	strateški	ADV	ADJ;NOM;NEUT;SG
strategisk	strateški	strategisk	strateški	ADV	ADJ;NOM;MASC;SG
strategisk	strateška	strategisk	strateški	ADV	ADJ;NOM;FEM;SG
kampagne	kampanje	kampagne	kampanja	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
hviderusland	belorusije	hviderusland	belorusija	N;INDF;NEUT;SG	N;NOM;FEM;PL
løfte	zaobljuba	løfte	zaobljuba	V;NFIN;ACT	N;NOM;FEM;SG
løfte	zaobljubo	løfte	zaobljuba	V;NFIN;ACT	N;ACC;FEM;SG
løfte	zaobljuba	løfte	zaobljuba	V;NFIN;ACT	N;NOM;FEM;SG
løfte	zaobljubo	løfte	zaobljuba	V;NFIN;ACT	N;ACC;FEM;SG
løfte	dviganje	løfte	dviganje	V;NFIN;ACT	N;NOM;NEUT;SG
løfte	dvigovanje	løfte	dvigovanje	V;NFIN;ACT	N;NOM;NEUT;SG
omkringliggende	obdaja	omkringliggende	obdajati	ADJ	V;IPFV;IND;SG;3;PRS;FIN
hard	trde	hard	trd		ADJ;NOM;FEM;PL
hard	težko	hard	težek		ADJ;NOM;NEUT;SG
hard	trdo	hard	trdo		ADV
kriterier	merilo	kriteri	merilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
læses	branje	læse	branje	V;IND;PRS;FIN;PASS	N;NOM;NEUT;SG
læses	preberite	læse	prebrati	V;IND;PRS;FIN;PASS	V;PFV;IMP;PL;2;FIN
læses	preberi	læse	prebrr	V;IND;PRS;FIN;PASS	N;NOM;MASC;SG
lauritzen	lauritzen	lauritz	lauritzen	N;DEF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
sukker	sladkorjev	sukker	sladkor	N;INDF;NEUT;SG	N;GEN;MASC;PL
girls	punce	girls	punca		N;NOM;FEM;PL
girls	dekleta	girls	dekle		N;NOM;NEUT;PL
girls	punci	girls	punca		N;NOM;FEM;SG
girls	deklice	girls	deklica		N;NOM;FEM;PL
gary	gary	gary	gary		PROPN;NOM;MASC;SG
boeing	boeing	boeing	boeing		N;NOM;MASC;SG
medierne	media	medie	media	N;DEF;NEUT;PL	N;NOM;MASC;SG
roy	roy	roy	roy		N;NOM;MASC;SG
self	self	self	self		N;NOM;MASC;SG
studio	atelje	studio	atelj		N;NOM;MASC;SG
studio	studio	studio	studio		N;NOM;MASC;SG
mathias	mathias	mathias	mathias		N;NOM;MASC;SG
opel	opel	opel	opel		N;NOM;MASC;SG
atlanta	atlanti	atlanta	atlant		N;NOM;FEM;SG
atlanta	atlanto	atlanta	atlanto		N;ACC;FEM;SG
indebar	implicitna	indebar	impliciten	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
handle	dejanje	handle	dejanje	V;NFIN;ACT	N;NOM;NEUT;SG
handle	akt	handle	akt	V;NFIN;ACT	N;NOM;MASC;SG
sony	sony	sony	sony	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
islamiske	islamski	islamisk	islamski	ADJ;PL	ADJ;NOM;MASC;SG
identisk	identična	identisk	identičen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
identisk	enake	identisk	enak	V;INDF;SG;PST;V.PTCP	DET;NOM;FEM;PL
pet	pet	pet	pet		NUM;NOM;PL
pet	ljubljenček	pet	ljubljenček		N;NOM;MASC;SG
pet	ljubljenčka	pet	ljubljenček		N;ACC;MASC;SG
traditionen	tradicije	tradition	tradicija	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
usd	usd	usd	usda		N;NOM;MASC;SG
ajax	ajaxa	ajax	ajax	PROPN	N;GEN;MASC;SG
miles	kilometre	mile	kilometer	N;GEN;INDF;MASC+FEM;SG	N;ACC;MASC;PL
miles	milje	mile	milja	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
miles	kilometri	mile	kilometer	N;GEN;INDF;MASC+FEM;SG	N;NOM;MASC;PL
miles	miles	mile	miles	N;GEN;INDF;MASC+FEM;SG	
miles	kilometrov	mile	kilometer	N;GEN;INDF;MASC+FEM;SG	N;GEN;MASC;PL
miles	milj	mile	milja	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;PL
bombefly	bombniki	bombefly	bombnik	N;INDF;NEUT;SG	N;NOM;MASC;PL
redigeret	urejena	redigere	urejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
redigeret	urejeni	redigere	urejen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
redigeret	izpuščeni	redigere	izpuščen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
motion	vaje	motion	vaja	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
træet	jelka	træ	jelka	N;DEF;NEUT;SG	PROPN;NOM;FEM;SG
knob	vozlov	knob	vozel	N;INDF;MASC+FEM;SG	N;GEN;MASC;PL
knob	vozli	knob	vozel	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
lokaler	sob	lokale	sob	N;INDF;NEUT;PL	N;ACC;MASC;SG
cykler	koles	cykle	kolo	N;INDF;MASC+FEM;PL	N;GEN;NEUT;SG
cykler	kolo	cykle	kolo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
bugten	bay	bugt	bay	N;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
vanskeligheder	oteženo	vanskelighed	otežen	N;INDF;MASC+FEM;PL	ADJ;NOM;NEUT;SG;V.PTCP
fredrik	fredrik	fredrik	fredrik		N;NOM;MASC;SG
hong	hong	hong	hong	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
male	barve	male	barva	V;NFIN;ACT	N;NOM;FEM;PL
male	barvo	male	barva	V;NFIN;ACT	N;ACC;FEM;SG
male	barva	male	barva	V;NFIN;ACT	N;NOM;FEM;SG
male	sliko	male	slika	V;NFIN;ACT	N;ACC;FEM;SG
male	slikanje	male	slikanje	V;NFIN;ACT	N;NOM;NEUT;SG
male	barvanje	male	barvanje	V;NFIN;ACT	N;NOM;NEUT;SG
male	slika	male	slika	V;NFIN;ACT	N;NOM;FEM;SG
matthew	matthew	matthew	matthew		PROPN;NOM;MASC;SG
matthew	matej	matthew	matej		N;NOM;MASC;SG
sal	hall	sal	hall	N;INDF;MASC+FEM;SG	
sal	sala	sal	sala	N;INDF;MASC+FEM;SG	
alpha	alpha	alpha	alpha		N;NOM;MASC;SG
alpha	alfa	alpha	alfa		N;NOM;MASC;SG
sophus	sophus	sophus	sophus	N;INDF;NEUT;SG	PROPN;DAT;MASC;SG
holst	holst	holst	holst		
afbrudt	prekinjen	afbryde	prekinjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
afbrudt	prekinjeno	afbryde	prekinjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
afbrudt	prekinjena	afbryde	prekinjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
afbrudt	prekinjeno	afbryde	prekinjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
afbrudt	prekinjen	afbryde	prekinjen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
zürich	zürichu	zürich	züriche	N;INDF;NEUT;SG	PROPN;DAT;MASC;SG
zürich	zürichu	zürich	züriche	N;INDF;NEUT;SG	PROPN;DAT;MASC;SG
autonome	samostojno	autonome	samostojen	ADJ;PL	ADV
autonome	avtonomna	autonome	avtonomen	ADJ;PL	ADJ;NOM;FEM;SG
konkret	konkretno	konkret	konkretno	ADJ;INDF;SG	ADV
konkret	konkretne	konkret	konkreten	ADJ;INDF;SG	ADJ;NOM;FEM;PL
konkret	beton	konkret	beton	ADJ;INDF;SG	N;NOM;MASC;SG
sund	zdrave	sund	zdrav	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
sund	zdravi	sund	zdrav	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
marokko	maroko	marokko	marok		N;ACC;FEM;SG
omtaler	omenjen	omtale	omenjen	V;IND;PRS;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
omtaler	omembe	omtale	omemba	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
utallige	nešteto	utallig	nešteto	ADJ;PL	DET
utallige	nešteto	utallig	nešteto	ADJ;PL	DET
gran	smreka	gran	smreka		N;NOM;FEM;SG
gradvist	postopna	gradvist	postopen	ADV	ADJ;NOM;FEM;SG
sideløbende	sočasno	sideløbende	sočasno	ADJ	ADV
sideløbende	vzporedno	sideløbende	vzporedno	ADJ	ADV
hospitalet	bolniška	hospital	bolniški	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG
venskab	prijateljstva	venskab	prijateljstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
carlsen	carlsen	carls	carlsen	N;DEF;MASC+FEM;SG	
erobring	osvajanja	erobring	osvajanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
diego	diego	diego	diego		N;NOM;MASC;SG
søgt	preiskali	søge	preiskati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
søgt	iskana	søge	iskan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
færdige	končano	færdig	končan	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
færdige	končala	færdig	končati	ADJ;PL	V;PFV;FEM;SG;V.PTCP
færdige	končana	færdig	končan	ADJ;PL	ADJ;NOM;FEM;SG;V.PTCP
universal	univerzalno	universal	univerzalno		ADJ;NOM;NEUT;SG
universal	univerzalnih	universal	univerzalen		ADJ;GEN;MASC;PL
universal	univerzalni	universal	univerzalen		ADJ;NOM;MASC;SG
universal	univerzalne	universal	univerzalen		ADJ;NOM;FEM;PL
universal	univerzalna	universal	univerzalen		ADJ;NOM;FEM;SG
albanien	albanije	albanie	albanija	PROPN	N;NOM;FEM;PL
albanien	albaniji	albanie	albanija	PROPN	N;DAT;FEM;SG
albanien	albanijo	albanie	albanija	PROPN	N;ACC;FEM;SG
albanien	albanija	albanie	albanija	PROPN	N;NOM;FEM;SG
empire	empire	empire	empira		
empire	imperij	empire	imperij		N;NOM;MASC;SG
empire	cesarstvo	empire	cesarstvo		N;NOM;NEUT;SG
jay	jay	jay	jay		PROPN;NOM;MASC;SG
frugt	sadeži	frugt	sadež	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
frugt	plodovi	frugt	plodov	N;INDF;MASC+FEM;SG	N;NOM;MASC;PL
danny	danny	danny	danny		PROPN;NOM;MASC;SG
collins	collins	collins	collins		PROPN;NOM;MASC;SG
lyde	zvok	lyde	zvok	V;NFIN;ACT	N;NOM;MASC;SG
lyde	zvoka	lyde	zvok	V;NFIN;ACT	N;GEN;MASC;SG
lyde	zvoki	lyde	zvok	V;NFIN;ACT	N;NOM;MASC;PL
lyde	zvoki	lyde	zvok	V;NFIN;ACT	N;NOM;MASC;PL
mill	mlin	mill	mlin		N;NOM;MASC;SG
mill	mill	mill	mila		
mill	žaga	mill	žaga		N;NOM;FEM;SG
volvo	volvo	volvo	volva		N;NOM;MASC;SG
udformet	zasnovan	udforme	zasnovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
udformet	zasnovana	udforme	zasnovan	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
antikke	starina	antik	starina	ADJ;PL	N;NOM;FEM;SG
antikke	starinski	antik	starinski	ADJ;PL	ADJ;NOM;DEF;MASC;SG
kommerciel	komercialne	kommerciel	komercialen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
kommerciel	reklama	kommerciel	reklama	ADJ;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kommerciel	komercialno	kommerciel	komercialen	ADJ;INDF;MASC+FEM;SG	ADV
voldsom	silovito	voldsom	silovito	ADJ;INDF;MASC+FEM;SG	ADV
voldsom	nasilne	voldsom	nasilen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
voldsom	nasilni	voldsom	nasilen	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;PL
voldsom	nasilno	voldsom	nasilen	ADJ;INDF;MASC+FEM;SG	ADV
arizona	arizona	arizona	arizon		PROPN;NOM;MASC;SG
arizona	arizono	arizona	arizon		N;ACC;FEM;SG
revolutionen	revolucije	revolution	revolucija	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
galt	galt	gal	galta	ADJ;INDF;NEUT;SG	N;NOM;MASC;SG
gennemsnitlige	povprečje	gennemsnitlig	povprečje	ADJ;PL	N;NOM;NEUT;SG
gennemsnitlige	povprečna	gennemsnitlig	povprečen	ADJ;PL	ADJ;NOM;FEM;SG
gennemsnitlige	povprečno	gennemsnitlig	povprečen	ADJ;PL	ADJ;NOM;NEUT;SG
arkitekter	arhitekta	arkitekt	arhitekt	N;INDF;MASC+FEM;PL	N;ACC;MASC;SG
arkitekter	arhitekt	arkitekt	arhitekt	N;INDF;MASC+FEM;PL	N;NOM;MASC;SG
