den	az	den	az	PRO;DEF;MASC+FEM;SG	
digitala	digitális	digital	digitális	ADJ;NOM;PL	N;NOM;SG
noll	nulla	noll	nulla	N;NOM;INDF;MASC+FEM;SG	
noll	zéró	noll	zéró	N;NOM;INDF;MASC+FEM;SG	
noll	zero	noll	zero	N;NOM;INDF;MASC+FEM;SG	
hudson	hudson	hudson	huds	PROPN;NOM	
lambert	lambert	lambert	lamber	N;NOM;INDF;MASC+FEM;SG	
startar	kezdő	starta	kezdő	V;IND;PRS;FIN;ACT	
startar	kezdve	starta	kezdv	V;IND;PRS;FIN;ACT	N;ON+ESS;SG
startar	start	starta	start	V;IND;PRS;FIN;ACT	
startar	kezdés	starta	kezdés	V;IND;PRS;FIN;ACT	N;NOM;SG
producerad	termelt	producerad	termelt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
producerad	gyártott	producerad	gyárt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
producerad	előállított	producerad	előállított	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
själ	soul	själ	soul	N;NOM;INDF;MASC+FEM;SG	
själ	lelked	själ	lelked	N;NOM;INDF;MASC+FEM;SG	
utnämnd	kijelölt	utnämnd	kijelölt	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
utnämnd	kinevezett	utnämnd	kinevezett	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
guillaume	guillaume	guillaume	guillaum	PROPN;NOM	
adrien	adrien	adrien	adrien	N;NOM;INDF;MASC+FEM;SG	
heta	forró	heta	forró	V;IMP;NFIN;ACT	
heta	hot	heta	hot	V;IMP;NFIN;ACT	
heta	meleg	heta	meleg	V;IMP;NFIN;ACT	
heta	dögös	heta	dögös	V;IMP;NFIN;ACT	N;NOM;SG
kvarn	mill	kvarn	mill	N;NOM;INDF;MASC+FEM;SG	
fiske	halászati	fiske	halászati	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
fiske	halászati	fiske	halászati	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
fiske	halászati	fiske	halászati	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
dödade	megölt	döda	megölt	ADJ;NOM;PL;PST;V.PTCP	
dödade	megölte	döda	megöl	ADJ;NOM;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
flyttat	elköltözött	flytta	elköltözött	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
flyttat	költözött	flytta	költözött	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sanna	sanna	sanna	sanna	N;NOM;INDF;MASC+FEM;SG	
sanna	igaz	sanna	igaz	N;NOM;INDF;MASC+FEM;SG	
sanna	igazi	sanna	igazi	N;NOM;INDF;MASC+FEM;SG	
andrej	andrej	andrej	andrej	PROPN;NOM	
andrej	andrej	andrej	andrej	PROPN;NOM	
andrej	andrej	andrej	andrej	PROPN;NOM	
nominerade	jelöltek	nominera	jelöl	ADJ;NOM;PL;PST;V.PTCP	N;NOM;PL
nominerade	jelöltek	nominera	jelöl	ADJ;NOM;PL;PST;V.PTCP	N;NOM;PL
nominerade	jelölt	nominera	jelöl	ADJ;NOM;PL;PST;V.PTCP	
centralt	központosított	central	központosított	ADV	V;INDF;IND;SG;3;PST;FIN;ACT
centralt	központi	central	központi	ADV	ADJ;NOM;SG
centralt	központilag	central	központilag	ADV	
suffolk	suffolk	suffolk	suffolk	PROPN;NOM	N;NOM;SG
price	árak	price	ár	PROPN;NOM	N;NOM;PL
price	ár	price	ár	PROPN;NOM	
price	ára	price	ár	PROPN;NOM	N;NOM;SG
orsakar	okok	orsak	ok	V;IND;PRS;FIN;ACT	N;NOM;PL
felipe	felipe	felipe	félip	PROPN;NOM	N;NOM;SG
golf	golf	golf	golf	N;NOM;INDF;MASC+FEM;SG	
socialistiska	szocialista	socialistisk	szocialista	ADJ;NOM;PL	
socialistiska	szocialisták	socialistisk	szocialista	ADJ;NOM;PL	N;NOM;PL
deux	deux	deux	deux	N;NOM;INDF;NEUT;SG	
sigurd	sigurd	sigurd	sigurd	PROPN;NOM	
berger	berger	berger	berger	PROPN;NOM	N;NOM;SG
licens	engedély	lic	engedély	N;NOM;INDF;MASC+FEM;SG	
licens	jogosítványt	lic	jogosítvány	N;NOM;INDF;MASC+FEM;SG	N;ACC;SG
licens	engedély	lic	engedély	N;NOM;INDF;MASC+FEM;SG	
swan	hattyú	swan	hattyú	PROPN;NOM	
swan	swan	swan	swan	PROPN;NOM	
trädgård	garden	trädgård	garden	N;NOM;INDF;MASC+FEM;SG	
trädgård	kertben	trädgård	kert	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
hemlighet	titkos	hemlighet	titkos	N;NOM;INDF;MASC+FEM;SG	
maple	maple	maple	maple	PROPN;NOM	
grace	grace	grace	grace	N;NOM;INDF;MASC+FEM;SG	
jobbar	dolgozó	jobba	dolgozó	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
pieter	pieter	piet	pieter	N;NOM;INDF;MASC+FEM;PL	
hotade	fenyegetett	hota	fenyeget	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
hotade	veszélyeztetett	hota	veszélyeztet	ADJ;NOM;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
rikt	gazdag	rik	gazdag	ADJ;NOM;INDF;NEUT;SG	
rikt	gazdagok	rik	gazdag	ADJ;NOM;INDF;NEUT;SG	N;NOM;PL
rikt	rich	rik	rich	ADJ;NOM;INDF;NEUT;SG	
pérez	pérez	pérez	pérez	PROPN;NOM	
maximilian	maximilian	maximilian	maximilian	N;NOM;INDF;MASC+FEM;SG	
years	évek	years	év	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
lågt	alacsonyan	låg	alacsony	ADJ;NOM;INDF;NEUT;SG	ADJ;FRML;SG
effekter	ütközés	effekt	ütközés	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
effekter	becsapódás	effekt	becsapódás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
effekter	hatás	effekt	hatás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
effekter	hatása	effekt	hatás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
effekter	hatás	effekt	hatás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
upprepade	ismételte	upprepa	ismétel	V;NOM;PL;PST;V.PTCP;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
upprepade	ismétlődő	upprepa	ismétlődő	V;NOM;PL;PST;V.PTCP;ACT	ADJ;NOM;SG
upprepade	ismételt	upprepa	ismételt	V;NOM;PL;PST;V.PTCP;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
tung	heavy	tung	heavy	ADJ;NOM;INDF;MASC+FEM;SG	
tung	súlyos	tung	súlyos	ADJ;NOM;INDF;MASC+FEM;SG	
tung	nehéz	tung	nehéz	ADJ;NOM;INDF;MASC+FEM;SG	
tung	tung	tung	tung	ADJ;NOM;INDF;MASC+FEM;SG	
sala	sala	sala	sala	N;NOM;INDF;MASC+FEM;SG	
halva	fele	halv	fél	ADJ;NOM;DEF;SG	N;NOM;SG
hinder	akadályokat	hinder	akadály	N;NOM;INDF;NEUT;PL	N;ACC;PL
hinder	akadály	hinder	akadály	N;NOM;INDF;NEUT;PL	N;NOM;SG
hinder	akadályozása	hinder	akadályozás	N;NOM;INDF;NEUT;PL	N;NOM;SG
hinder	akadály	hinder	akadály	N;NOM;INDF;NEUT;PL	N;NOM;SG
hinder	akadály	hinder	akadály	N;NOM;INDF;NEUT;PL	N;NOM;SG
batu	batu	batu	batu	N;NOM;INDF;NEUT;SG	PROPN;NOM;SG
vård	érdekel	vård	érdekel	N;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
praktiskt	gyakorlatilag	praktisk	gyakorlati	ADJ;NOM;INDF;NEUT;SG	ADJ;FRML;SG
häck	fedezeti	häck	fedezeti	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;SG
greene	greene	greene	greene	PROPN;NOM	N;NOM;SG
fiktiva	fiktív	fiktiv	fiktív	ADJ;NOM;PL	
joel	joel	joel	joel	PROPN;NOM	
komiker	képregények	komik	képregény	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
komiker	képregényeket	komik	képregény	N;NOM;INDF;MASC+FEM;SG	N;ACC;PL
heavy	heavy	heavy	heavy	N;NOM;INDF;MASC+FEM;SG	
heavy	súlyos	heavy	súlyos	N;NOM;INDF;MASC+FEM;SG	
heavy	nehéz	heavy	nehéz	N;NOM;INDF;MASC+FEM;SG	
besöker	látogatás	besöka	látogatás	V;IND;PRS;FIN;ACT	N;NOM;SG
besöker	látogató	besöka	látogató	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
besöker	látogatás	besöka	látogatás	V;IND;PRS;FIN;ACT	N;NOM;SG
besöker	látogatóban	besöka	látogató	V;IND;PRS;FIN;ACT	N;IN+ESS;SG
luther	luther	luther	luther	PROPN;NOM	
affärer	üzleti	affär	üzlet	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
affärer	üzlet	affär	üzlet	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
hindra	akadályozzák	hindra	akadályoz	V;IMP;FIN;ACT	V;DEF;IND;PL;3;PRS;FIN;ACT
schweiziska	svájc	schweizisk	svájc	ADJ;NOM;PL	
schweiziska	svájci	schweizisk	svájci	ADJ;NOM;PL	
oswald	oswald	oswald	oswald	N;NOM;INDF;MASC+FEM;SG	
medier	media	medie	media	N;NOM;INDF;MASC+FEM;PL	
medier	média	medie	média	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
mesa	mesa	mycket	mesa	PROPN;NOM	
gif	gif	gif	gif	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
bradford	bradford	bradford	bradford	PROPN;NOM	
miami	miami	miami	miami	PROPN;NOM	
miami	miamiban	miami	miami	PROPN;NOM	PROPN;IN+ESS;SG
dotterbolag	leányvállalatok	dotterbolag	leányvállalat	N;NOM;INDF;NEUT;SG	N;NOM;PL
dotterbolag	leányvállalatai	dotterbolag	leányvállalat	N;NOM;INDF;NEUT;SG	N;NOM;PL
colin	colin	colin	colin	PROPN;NOM	
medelhavet	mediterrán	medelhav	mediterra	N;NOM;DEF;NEUT;SG	
danny	danny	danny	danny	PROPN;NOM	
räknades	számoltam	räkna	számol	V;IND;PST;FIN;PASS	V;INDF;IND;SG;1;PST;FIN;ACT
räknades	számolt	räkna	számol	V;IND;PST;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
castor	castor	castor	castor	N;NOM;INDF;MASC+FEM;SG	
kunskaper	tudás	kunskap	tudás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
pastor	pásztor	pastor	pásztor	N;NOM;INDF;MASC+FEM;SG	
mynt	érméket	mynt	érmék	N;NOM;INDF;NEUT;PL	N;ACC;PL
mynt	érme	mynt	érer	N;NOM;INDF;NEUT;PL	N;NOM;SG
mynt	érme	mynt	érer	N;NOM;INDF;NEUT;PL	N;NOM;SG
affärsman	üzletember	affärsman	üzletember	N;NOM;INDF;MASC+FEM;SG	
sony	sony	sony	sony	PROPN;NOM	
evert	evert	evert	evert	PROPN;NOM	N;NOM;SG
känsla	érzelmek	känsla	érzelem	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
känsla	érzés	känsla	érzés	N;NOM;INDF;MASC+FEM;SG	
känsla	érzem	känsla	érez	N;NOM;INDF;MASC+FEM;SG	V;DEF;IND;SG;1;PRS;FIN;ACT
känsla	érezni	känsla	érez	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
känsla	érzéssel	känsla	érzés	N;NOM;INDF;MASC+FEM;SG	N;INS;SG
stipendium	ösztöndíjas	stipendium	ösztöndíjas	N;NOM;INDF;NEUT;SG	ADJ;NOM;SG
stipendium	ösztöndíjat	stipendium	ösztöndíj	N;NOM;INDF;NEUT;SG	N;ACC;SG
tidigaste	leghamarabb	tidig	nag	ADJ;NOM;DEF;RL	
tidigaste	legkorábban	tidig	kerérab	ADJ;NOM;DEF;RL	N;IN+ESS;SG
bidragit	hozzájárult	bidra	hozzájárul	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
blind	vakon	blind	vakon	N;NOM;INDF;MASC+FEM;SG	
blind	vak	blind	vak	N;NOM;INDF;MASC+FEM;SG	
blind	vakok	blind	vak	N;NOM;INDF;MASC+FEM;SG	
virtuella	virtuális	virtuell	virtuális	ADJ;NOM;PL	N;NOM;SG
rest	utazott	rest	utazik	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
rest	utazott	rest	utazik	N;NOM;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
lämpligt	megfelelő	lämplig	megfelelő	ADJ;NOM;INDF;NEUT;SG	
lämpligt	megfelelő	lämplig	megfelelő	ADJ;NOM;INDF;NEUT;SG	
cancer	rákos	cancer	rákos	N;NOM;INDF;MASC+FEM;SG	
vegas	vegas	vega	vegas	N;NOM;INDF;MASC+FEM;SG	
vegas	vegasban	vega	vegas	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
vegas	vegasi	vega	vegasi	N;NOM;INDF;MASC+FEM;SG	
negativa	negatív	negativ	negatív	ADJ;NOM;PL	
främja	előmozdítása	främja	előmozdítás	V;IMP;FIN;ACT	N;NOM;SG
främja	előmozdítása	främja	előmozdítás	V;IMP;FIN;ACT	N;NOM;SG
bailey	bailey	bailey	bailey	PROPN;NOM	
oise	oise	oise	oise	PROPN;NOM	PROPN;NOM;SG
marks	jelölések	mark	jelölés	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
marks	védjegyek	mark	védjegy	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
marks	marks	mark	marks	N;NOM;INDF;MASC+FEM;SG	
newcastle	newcastle	newcastle	newcastle	PROPN;NOM	N;NOM;SG
järnvägar	vasút	järnväg	vasút	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
handla	műhely	handla	műhely	V;IMP;FIN;ACT	N;NOM;SG
handla	üzlet	handla	üzlet	V;IMP;FIN;ACT	N;NOM;SG
handla	bolt	handla	bolt	V;IMP;FIN;ACT	N;NOM;SG
handla	vásárlás	handla	vásárlás	V;IMP;FIN;ACT	N;NOM;SG
lyman	lyman	lyman	lyman	PROPN;NOM	
sträcka	stretch	sträcka	stretch	V;IMP;FIN;ACT	N;NOM;SG
mona	mona	mona	mona	PROPN;NOM	
genast	azonnal	genast	azonnal	ADV	
goose	liba	goose	liba	N;NOM;INDF;MASC+FEM;SG	
girls	csajok	girls	csajok	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
girls	lányok	girls	lány	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
flaggan	megjelölés	flagga	megjelölés	N;NOM;DEF;MASC+FEM;SG	
flaggan	lobogó	flagga	lobogó	N;NOM;DEF;MASC+FEM;SG	
miranda	miranda	mirand	miranda	N;NOM;INDF;MASC+FEM;SG	
skotska	skótok	skotsk	skót	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
skotska	skót	skotsk	skó	N;NOM;INDF;MASC+FEM;SG	
laos	laosz	laos	laosz	PROPN;NOM	PROPN;NOM;SG
municipio	municipio	municipio	municipio	N;NOM;INDF;MASC+FEM;SG	
lot	sok	lot	sok	N;NOM;INDF;MASC+FEM;SG	
seoul	szöul	seoul	szöul	INTJ	N;NOM;SG
seoul	szöulban	seoul	szöul	INTJ	N;IN+ESS;SG
bevara	megőrzése	bevara	megőrzés	V;IMP;FIN;ACT	N;NOM;SG
bevara	megőrzése	bevara	megőrzés	V;IMP;FIN;ACT	N;NOM;SG
dame	dame	dam	dam	N;NOM;INDF;MASC+FEM;SG	
tionde	tizedik	tio	tizedik	ADJ;NOM	N;NOM;SG
vida	vida	vid	vida	N;NOM;INDF;MASC+FEM;SG	
rykte	pletyka	ryka	pletyka	N;NOM;INDF;NEUT;SG	
rykte	pletyka	ryka	pletyka	N;NOM;INDF;NEUT;SG	
luigi	luigi	luigi	luigi	PROPN;NOM	
castillo	castillo	castillo	castillo	N;NOM;INDF;MASC+FEM;SG	
förhandlingar	tárgyalási	förhandling	tárgyalási	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;SG
förhandlingar	tárgyalás	förhandling	tárgyalás	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
förhandlingar	tárgyalási	förhandling	tárgyalási	N;NOM;INDF;MASC+FEM;PL	ADJ;NOM;SG
flyger	repülés	flyga	repülés	V;IND;PRS;FIN;ACT	N;NOM;SG
flyger	repülj	flyga	repül	V;IND;PRS;FIN;ACT	V;DEF;IMP;SG;2;PRS;FIN;ACT
flyger	repülés	flyga	repülés	V;IND;PRS;FIN;ACT	N;NOM;SG
flyger	repülő	flyga	repülő	V;IND;PRS;FIN;ACT	
glen	glen	gl	glen	PROPN;NOM	
reser	utazás	resa	utazás	V;IND;PRS;FIN;ACT	N;NOM;SG
reser	utazó	resa	utazó	V;IND;PRS;FIN;ACT	
reser	utazás	resa	utazás	V;IND;PRS;FIN;ACT	N;NOM;SG
reser	utazó	resa	utazó	V;IND;PRS;FIN;ACT	
phoenix	főnix	phoenix	főnix	PROPN;NOM	N;NOM;SG
phoenix	phoenix	phoenix	phoenix	PROPN;NOM	
alfabetet	abc	alfabete	abc	N;NOM;DEF;NEUT;SG	
talbot	talbot	talbot	talbot	PROPN;NOM	
intressanta	érdekes	intressant	érdekes	ADJ;NOM;PL	
allvarligt	komoly	allvarlig	komoly	ADJ;NOM;INDF;NEUT;SG	
allvarligt	súlyos	allvarlig	súlyos	ADJ;NOM;INDF;NEUT;SG	
allvarligt	komolyan	allvarlig	komolyan	ADJ;NOM;INDF;NEUT;SG	
schumacher	schumacher	schumacher	schumacher	PROPN;NOM	N;NOM;SG
fördraget	szerződéssel	fördrag	szerződés	N;NOM;DEF;NEUT;SG	N;INS;SG
fördraget	szerződés	fördrag	szerződés	N;NOM;DEF;NEUT;SG	
lindsey	lindsey	lindsey	lindsey	PROPN;NOM	
lindsey	lindsay	lindsey	lindsay	PROPN;NOM	
relaterade	összefüggő	relatera	összefüggő	ADJ;NOM;PL;PST;V.PTCP	
relaterade	kapcsolódó	relatera	kapcsolódó	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;SG
relaterade	rokonok	relatera	rokon	ADJ;NOM;PL;PST;V.PTCP	N;NOM;PL
relaterade	rokon	relatera	rokon	ADJ;NOM;PL;PST;V.PTCP	
relaterade	kapcsolatban	relatera	kapcsolat	ADJ;NOM;PL;PST;V.PTCP	N;IN+ESS;SG
backen	dombon	back	dombon	N;NOM;DEF;MASC+FEM;SG	N;ON+ESS;SG
backen	dombra	back	dombra	N;NOM;DEF;MASC+FEM;SG	N;ON+ALL;SG
backen	hegyen	back	hegy	N;NOM;DEF;MASC+FEM;SG	N;ON+ESS;SG
backen	hill	back	hill	N;NOM;DEF;MASC+FEM;SG	
föredrar	előnyben	föredra	előny	V;IND;PRS;FIN;ACT	N;IN+ESS;SG
nathaniel	nathaniel	nathaniel	nathaniel	PROPN;NOM	
tjänsten	kiszolgálás	tjänst	kiszolgálás	N;NOM;DEF;MASC+FEM;SG	
isabella	izabella	isabell	izabella	PROPN;NOM	N;NOM;SG
isabella	isabella	isabell	isabella	PROPN;NOM	
tiger	tigris	tig	tigris	N;NOM;INDF;MASC+FEM;SG	
tiger	tiger	tig	tiger	N;NOM;INDF;MASC+FEM;SG	
uppsättning	set	uppsättning	set	N;NOM;INDF;MASC+FEM;SG	
uppsättning	beállítva	uppsättning	beállítva	N;NOM;INDF;MASC+FEM;SG	ADV;V.CVB
återstår	megmaradt	återstå	meg+marad	V;IND;PRS;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
återstår	megmaradó	återstå	megmaradó	V;IND;PRS;FIN;ACT	
återstår	fennmaradó	återstå	fennmaradó	V;IND;PRS;FIN;ACT	
micke	mike	micke	mike	PROPN;NOM	
micke	tod	micke	tod	PROPN;NOM	
anta	feltételezem	anta	feltételez	V;IMP;FIN;ACT	
likheter	hasonlóság	likhet	hasonlóság	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
likheter	hasonlóság	likhet	hasonlóság	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
likheter	hasonlóságot	likhet	hasonlóság	N;NOM;INDF;MASC+FEM;PL	N;ACC;SG
förebild	model	förebild	model	N;NOM;INDF;MASC+FEM;SG	
wings	szárnyai	Wing	szárnyai	PROPN;NOM	N;NOM;PL
wings	szárnyakat	Wing	szárny	PROPN;NOM	N;ACC;PL
wings	szárnyak	Wing	szárny	PROPN;NOM	N;NOM;PL
wings	szárny	Wing	szárny	PROPN;NOM	N;NOM;SG
ersättning	ellenszolgáltatás	ersättning	ellenszolgáltatás	N;NOM;INDF;MASC+FEM;SG	
flyga	repülés	flyga	repülés	V;IMP;FIN;ACT	N;NOM;SG
flyga	repül	flyga	repül	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
flyga	repül	flyga	repül	V;IMP;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
flyga	repülés	flyga	repülés	V;IMP;FIN;ACT	N;NOM;SG
flyga	repülő	flyga	repülő	V;IMP;FIN;ACT	
belgiska	belga	belgisk	belga	ADJ;NOM;PL	
gnagare	rágcsáló	gnagare	rágcsáló	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
teckningar	rajzokat	teckning	rajz	N;NOM;INDF;MASC+FEM;PL	N;ACC;PL
chalmers	chalmers	chalmers	chalmers	PROPN;NOM	
utför	teljesítő	utföra	teljesítő	V;IMP;FIN;ACT	ADJ;NOM;SG
cole	cole	cole	cole	PROPN;NOM	
tillverkar	gyárt	tillverka	gyárt	V;IND;PRS;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
pojkar	fiuk	pojke	fiuk	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
sinaloa	sinaloa	sinalo	sinal	PROPN;NOM	
atlas	atlas	atla	atlas	N;NOM;INDF;MASC+FEM;SG	
morgon	reggel	morgon	reggel	N;NOM;INDF;MASC+FEM;SG	
reinhold	reinhold	reinhold	reinhold	PROPN;NOM	
antwerpen	antwerpen	antwerp	antperp	PROPN;NOM	N;NOM;SG
curt	curt	curt	cur	PROPN;NOM	
irländsk	írek	irländsk	ír	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;PL
irländsk	írország	irländsk	írország	ADJ;NOM;INDF;MASC+FEM;SG	N;NOM;SG
irländsk	ír	irländsk	ír	ADJ;NOM;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
planeten	planet	plan	planet	N;NOM;DEF;MASC+FEM;SG	
planeten	bolygónak	plan	bolygó	N;NOM;DEF;MASC+FEM;SG	N;GEN;SG
pedicularis	kakastaréj	pedicularis	kakastaréj	N;NOM;INDF;MASC+FEM;SG	
devil	ördög	devil	ördög	N;NOM;INDF;MASC+FEM;SG	
harvard	harvard	harvard	harvard	PROPN;NOM	N;NOM;SG
neapel	nápolyi	neapel	nápolyi	PROPN;NOM	
neapel	nápoly	neapel	nápoly	PROPN;NOM	
drake	drake	drake	drake	N;NOM;INDF;MASC+FEM;SG	
drake	dragon	drake	dragon	N;NOM;INDF;MASC+FEM;SG	
aisne	aisne	aisne	aisne	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;SG
rester	maradvány	rest	maradvány	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
rester	maradék	rest	maradék	N;NOM;INDF;MASC+FEM;PL	
rester	maradékot	rest	maradék	N;NOM;INDF;MASC+FEM;PL	N;ACC;SG
rester	maradékot	rest	maradék	N;NOM;INDF;MASC+FEM;PL	N;ACC;SG
praxis	gyakorlatok	praxis	gyakorlat	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
tekniker	technikus	teknik	technikus	N;NOM;INDF;MASC+FEM;PL	N;NOM;SG
tävlande	versenyző	tävlande	versenyző	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
tävlande	versenytársak	tävlande	versenytárs	ADJ;NOM;PRS;V.PTCP	N;NOM;PL
tävlande	versenytársai	tävlande	versenytárs	ADJ;NOM;PRS;V.PTCP	N;NOM;PL
tävlande	versenyzők	tävlande	versenyző	ADJ;NOM;PRS;V.PTCP	N;NOM;PL
tävlande	versenytárs	tävlande	versenytárs	ADJ;NOM;PRS;V.PTCP	N;NOM;SG
framgångsrikt	sikeres	framgångsrikt	sikeres	N;NOM;INDF;NEUT;SG	
framgångsrikt	sikeresen	framgångsrikt	sikeres	N;NOM;INDF;NEUT;SG	ADJ;FRML;SG
framgångsrikt	sikeresen	framgångsrikt	sikeres	N;NOM;INDF;NEUT;SG	ADJ;FRML;SG
duncan	duncan	duncan	duncan	PROPN;NOM	
gult	sárgák	gult	sár	N;NOM;INDF;NEUT;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
gult	sárga	gult	sárga	N;NOM;INDF;NEUT;SG	
petri	petri	petri	petri	PROPN;NOM	
frey	frey	frey	frey	PROPN;NOM	PROPN;NOM;SG
befintliga	meglévő	befintlig	meglévő	ADJ;NOM;PL	
befintliga	meglevő	befintlig	meglevő	ADJ;NOM;PL	
befintliga	létező	befintlig	létező	ADJ;NOM;PL	
alias	alias	alia	alias	N;NOM;INDF;NEUT;SG	
alias	alias	alia	alias	N;NOM;INDF;NEUT;SG	
alias	álneveket	alia	álnev	N;NOM;INDF;NEUT;SG	N;ACC;PL
skatt	kincsek	skatt	kincs	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
skatt	kincsem	skatt	kincsem	N;NOM;INDF;MASC+FEM;SG	
skatt	adó	skatt	adó	N;NOM;INDF;MASC+FEM;SG	
skatt	adók	skatt	adó	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
skatt	adók	skatt	adó	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
skatt	adó	skatt	adó	N;NOM;INDF;MASC+FEM;SG	
giuseppe	giuseppe	giuseppe	giusep	PROPN;NOM	
visste	tudtam	veta	tud	V;IMP;FIN;ACT	V;INDF;IND;SG;1;PST;FIN;ACT
visste	tudta	veta	tud	V;IMP;FIN;ACT	V;DEF;IND;SG;3;PST;FIN;ACT
florens	florence	flor	florence	N;GEN;DEF;MASC+FEM;SG	
florens	firenze	flor	firenz	N;GEN;DEF;MASC+FEM;SG	N;NOM;SG
fantasy	fantasy	fantasy	fantasy	N;NOM;INDF;MASC+FEM;SG	
fantasy	fantázia	fantasy	fantázia	N;NOM;INDF;MASC+FEM;SG	
cox	cox	cox	cox	PROPN;NOM	
nancy	nancy	nancy	nancy	PROPN;NOM	
fletcher	fletcher	fletcher	fletcher	PROPN;NOM	
eyes	szem	eyes	szem	N;NOM;INDF;NEUT;SG	
eyes	szemek	eyes	szem	N;NOM;INDF;NEUT;SG	N;NOM;PL
woods	erdőben	woods	erdő	N;NOM;INDF;MASC+FEM;SG	N;IN+ESS;SG
woods	erdő	woods	erdő	N;NOM;INDF;MASC+FEM;SG	
woods	erdők	woods	erdő	N;NOM;INDF;MASC+FEM;SG	N;NOM;PL
praktiska	gyakorlati	praktisk	gyakorlati	ADJ;NOM;PL	ADJ;NOM;SG
