der	het	der	het	DET;NOM;DEF;MASC;SG	PRO;3
wohnungen	appartementen	wohnung	appartement	ADJ	N;PL
schlägt	beats	schlagen	beats	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
performance	prestaties	performance	prestatie	ADJ;NOM;FEM;PL	N;PL
performance	prestatie	performance	prestatie	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
pastor	dominee	pastor	dominee	PROPN;SG	N;MASC+FEM;SG
pastor	dominee	pastor	dominee	PROPN;SG	N;MASC+FEM;SG
pastor	pastor	pastor	pastor	PROPN;SG	N;MASC+FEM;SG
pastor	predikant	pastor	predikant	PROPN;SG	N;MASC+FEM;SG
pastor	pastoor	pastor	pastoor	PROPN;SG	N;MASC+FEM;SG
besonderheiten	karakteristieken	besonderheiten	karakteristiek	V;NFIN	N;PL
besonderheiten	kenmerken	besonderheiten	kenmerk	V;NFIN	N;PL
besonderheiten	eigenschappen	besonderheiten	eigenschap	V;NFIN	N;PL
besonderheiten	eigenaardigheden	besonderheiten	eigenaardigheid	V;NFIN	N;PL
besonderheiten	specials	besonderheiten	specials	V;NFIN	N;PL
besonderheiten	highlights	besonderheiten	highlights	V;NFIN	N;MASC+FEM;SG
besonderheiten	hoogtepunten	besonderheiten	hoogtepunt	V;NFIN	N;PL
korea	korea	korea	korea	PROPN;NOM;MASC;SG	PROPN;NEUT;SG
gebunden	toegewijd	binden	toegewijd	V;V.PTCP	ADJ
syrien	syrië	syrienen	syrië		PROPN;NEUT;SG
syrien	syrische	syrienen	syrisch		ADJ
syrien	syrisch	syrienen	syrisch		ADJ
zwanzig	twenty	zwanzig	twenty	NUM	N;MASC+FEM;SG
nasa	nasa	nasa	nasa	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
geschäfte	handel	geschäft	handel	ADJ;NOM;PL	N;MASC+FEM;SG
geschäfte	winkels	geschäft	winkel	ADJ;NOM;PL	N;PL
geschäfte	bedrijf	geschäft	bedrijf	ADJ;NOM;PL	N;NEUT;SG
temperaturen	weer	temperatur	weer	V;NFIN	ADV
temperaturen	temperaturen	temperatur	temperatuur	V;NFIN	N;PL
temperaturen	temperatuur	temperatur	temperatuur	V;NFIN	N;MASC+FEM;SG
temperaturen	temperatuur	temperatur	temperatuur	V;NFIN	N;MASC+FEM;SG
auskunft	gegevens	auskunft	gegeven	ADJ	N;PL
auskunft	informatie	auskunft	informatie	ADJ	N;MASC+FEM;SG
fake	nep	faklen	nep		ADJ
fake	fake	faklen	fake		ADJ
berichterstattung	rapporteren	berichterstattung	rapporteren	N;NOM;FEM;SG	V;NFIN
bayer	bayer	bayer	bayer	PROPN;NOM;SG	N;MASC+FEM;SG
agnes	agnes	agnes	agne	PROPN;NOM;FEM;SG	N;MASC+FEM;SG
berühmte	illustere	berühmt	illuster	ADJ;NOM;PL	N;MASC+FEM;SG
fleisch	vleeswaren	fleisch	vleeswaren	ADJ	N;PL
fleisch	vlees	fleisch	vlees	ADJ	N;NEUT;SG
fleisch	vlees	fleisch	vlees	ADJ	N;NEUT;SG
fleisch	vlees	fleisch	vlees	ADJ	N;NEUT;SG
moschee	moskee	moschen	moskee		N;MASC+FEM;SG
erhebliche	significant	erheblich	significant	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
reichs	rijk	reichs	rijk	PROPN	ADJ
reichs	reich	reichs	reich	PROPN	N;MASC+FEM;SG
preisträger	winnares	preisträg	winnare	ADJ	N;MASC+FEM;SG
preisträger	winnaar	preisträg	winnaar	ADJ	N;MASC+FEM;SG
preisträger	winnaars	preisträg	winnaar	ADJ	N;PL
preisträger	laureaten	preisträg	laureaat	ADJ	N;PL
verliert	verlies	verlieren	verlies	V;IND;SG;3;PRS;FIN	N;NEUT;SG
freunden	vrienden	freund	vriend	V;NFIN	N;PL
freunden	friends	freund	friend	V;NFIN	N;SG
handball	handbal	handball	handbal	ADJ	N;NEUT;SG
slalom	slalom	slalom	slalom		N;MASC+FEM;SG
erweitern	verbreding	erweitern	verbreding	V;NFIN	N;MASC+FEM;SG
pfund	sterling	pfund	sterling		N;MASC+FEM;SG
pfund	pond	pfund	pond		N;NEUT;SG
pfund	pond	pfund	pond		N;NEUT;SG
pfund	ponden	pfund	pond		N;PL
theory	theorie	theory	theorie	PROPN	N;MASC+FEM;SG
osmanischen	ottomaanse	osmanischen	ottomaans	ADJ;NOM;MASC;PL	N;NEUT;SG
limburg	limburg	limburg	limburg	PROPN;NOM;SG	PROPN;NEUT;SG
human	humane	human	humaan	PROPN;NOM	ADJ
human	humaan	human	humaan	PROPN;NOM	ADJ
bundesland	provincie	bundesland	provincie		N;MASC+FEM;SG
bundesland	länder	bundesland	länder		N;MASC+FEM;SG
bundesland	deelstaten	bundesland	deelstaat		N;PL
bundesland	lander	bundesland	lander		N;MASC+FEM;SG
bundesland	staat	bundesland	staan		V;SG;PRS;FIN
bundesland	state	bundesland	state		N;MASC+FEM;SG
frederick	frederik	frederick	frederik	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
frederick	frederick	frederick	frederick	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
fernando	fernando	fernando	fernando	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
bayreuth	bayreuth	bayreuth	bayreuth	PROPN;NOM;SG	N;MASC+FEM;SG
erwähnten	vermeldde	erwähnt	vermelden	V;IND;PL;3;PST;FIN	V;SG;PST;FIN
abkommen	conventie	abkommen	conventie	V;NFIN	N;MASC+FEM;SG
abkommen	verdrag	abkommen	verdrag	V;NFIN	N;NEUT;SG
abkommen	conventies	abkommen	conventie	V;NFIN	N;PL
abkommen	overeenkomst	abkommen	overeenkomst	V;NFIN	N;MASC+FEM;SG
abkommen	akkoord	abkommen	akkoord	V;NFIN	ADJ
abkommen	akkoorden	abkommen	akkoord	V;NFIN	N;PL
abkommen	overeenkomsten	abkommen	overeenkomsten	V;NFIN	N;PL
stuart	stuart	stuaren	stuart	PROPN	N;MASC+FEM;SG
siedler	kolonisten	siedler	kolonist		N;PL
siedler	kolonisten	siedler	kolonist		N;PL
hot	warm	hot	warm		ADJ
hot	heet	hot	heten		V;SG;PRS;FIN
elementen	elementen	element	element	V;PL;FIN	N;PL
inn	inn	inn	inn	PROPN	N;NEUT;SG
inn	herberg	inn	herberg	PROPN	N;MASC+FEM;SG
board	bestuur	board	bestuur		N;NEUT;SG
board	bord	board	bord		N;NEUT;SG
kanzel	preekstoel	kanzel	preekstoel		N;MASC+FEM;SG
anteile	percentages	anteilen	percentage	ADJ	N;PL
anteile	procenten	anteilen	procent	ADJ	N;PL
anteile	proportie	anteilen	proportie	ADJ	N;MASC+FEM;SG
anteile	proporties	anteilen	proportie	ADJ	N;PL
anteile	aandelen	anteilen	aandeel	ADJ	N;PL
laden	winkel	laden	winkel	V;NFIN	N;MASC+FEM;SG
bewertet	nominaal	bewerten	nominaal	V;V.PTCP	N;NEUT;SG
akt	naakt	akt	naken	N;SG	ADJ
akt	naakte	akt	naakt	N;SG	ADJ
akt	naakt	akt	naken	N;SG	ADJ
akt	naakten	akt	naakt	N;SG	N;PL
stadtteile	wijken	stadtteil	wijken		N;PL
stadtteile	buurten	stadtteil	buurten		N;PL
weser	weser	weser	weser	PROPN;NOM;SG	N;MASC+FEM;SG
guy	guy	guy	guy	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
guy	kerel	guy	kerel	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
heutzutage	tegenwoordig	heutzutage	tegenwoordig	ADV	ADJ
nova	nova	nova	nova	PROPN;NOM;SG	N;MASC+FEM;SG
zweig	takje	zweig	tak		N;NEUT;SG
zweig	bijkantoor	zweig	bijkantoor		N;NEUT;SG
zweig	filiaal	zweig	filiaal		N;NEUT;SG
zweig	branch	zweig	branch		N;MASC+FEM;SG
zweig	tak	zweig	tak		N;MASC+FEM;SG
felder	velden	feld	vellen	ADJ	N;PL
felder	fields	feld	fields	ADJ	N;PL
felder	akkers	feld	akker	ADJ	N;PL
kurs	koers	kurs	koers	ADV	N;MASC+FEM;SG
kurs	cursus	kurs	cursus	ADV	N;MASC+FEM;SG
spannung	spanning	spannung	spanning		N;MASC+FEM;SG
spannung	opwinding	spannung	opwinding		N;MASC+FEM;SG
spannung	spanning	spannung	spanning		N;MASC+FEM;SG
spannung	spanningen	spannung	spanning		N;PL
spannung	spanning	spannung	spanning		N;MASC+FEM;SG
spannung	spanning	spannung	spanning		N;MASC+FEM;SG
spannung	voltage	spannung	voltage		N;MASC+FEM;SG
medium	medium	medium	medium		N;NEUT;SG
medium	middellange	medium	middellang		ADJ
medium	middelgrote	medium	middelgrote		ADJ
medium	middelgroot	medium	middelgroot		ADJ
volle	vol	voll	vol	N;NOM;FEM;PL	ADJ
volle	volledig	voll	volledig	N;NOM;FEM;PL	ADJ
volle	full	voll	full	N;NOM;FEM;PL	N;MASC+FEM;SG
volle	volledige	voll	volledig	N;NOM;FEM;PL	ADJ
volle	volle	voll	vol	N;NOM;FEM;PL	ADJ
dave	dave	dave	dave	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
achse	as	achs	zijn		
achse	as	achs	zijn		
fan	ventilator	fan	ventilator		N;MASC+FEM;SG
fan	waaier	fan	waaier		N;MASC+FEM;SG
fan	fan	fan	fan		N;MASC+FEM;SG
sozial	socio	sozial	socio	ADJ	N;MASC+FEM;SG
bewegungen	bewegingen	bewegungen	beweging	V;NFIN	N;PL
bewegungen	verplaatsing	bewegungen	verplaatsing	V;NFIN	N;MASC+FEM;SG
bewegungen	beweging	bewegungen	beweging	V;NFIN	N;MASC+FEM;SG
bewegungen	moties	bewegungen	motie	V;NFIN	N;PL
bewegungen	bewegingen	bewegungen	beweging	V;NFIN	N;PL
bewegungen	verplaatsingen	bewegungen	verplaatsing	V;NFIN	N;PL
christentum	christendom	christentum	christendom	PROPN	N;NEUT;SG
fähigkeit	vermogen	fähigkeit	vermogen	ADJ	N;NEUT;SG
fürstentum	vorstendom	fürstentum	vorstendom	PROPN	N;NEUT;SG
endspiel	finales	endspiel	finale	N;NOM;SG	N;PL
vorlesungen	lezingen	vorlesungen	lezing	V;NFIN	N;PL
verletzungen	schendingen	verletzungen	schending	V;NFIN	N;PL
verletzungen	overtredingen	verletzungen	overtreding	V;NFIN	N;PL
verletzungen	blessure	verletzungen	blessure	V;NFIN	N;MASC+FEM;SG
verletzungen	letsels	verletzungen	letsel	V;NFIN	N;PL
verletzungen	letsel	verletzungen	letsel	V;NFIN	N;NEUT;SG
verletzungen	schade	verletzungen	schade	V;NFIN	N;MASC+FEM;SG
verletzungen	verwonding	verletzungen	verwonding	V;NFIN	N;MASC+FEM;SG
verletzungen	blessures	verletzungen	blessure	V;NFIN	N;PL
verletzungen	letsel	verletzungen	letsel	V;NFIN	N;NEUT;SG
verletzungen	verwondingen	verletzungen	verwonding	V;NFIN	N;PL
verletzungen	gewonden	verletzungen	gewond	V;NFIN	ADJ
verletzungen	letsels	verletzungen	letsel	V;NFIN	N;PL
atelier	atelier	atelaur	atelier		N;NEUT;SG
atelier	atelier	atelaur	atelier		N;NEUT;SG
atelier	studio	atelaur	studio		N;MASC+FEM;SG
bgb	bgb	bgb	bgb		N;MASC+FEM;SG
reaktionen	reacties	reaktion	reactie	V;NFIN	N;PL
reaktionen	reacties	reaktion	reactie	V;NFIN	N;PL
reaktionen	reactie	reaktion	reactie	V;NFIN	N;MASC+FEM;SG
schmid	schmid	schmid	schmid	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
tobias	tobias	tobias	tobias	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
australische	australiër	australisch	australiër	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
lutz	lutz	lutz	lutz	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
continental	continental	continental	continental		N;MASC+FEM;SG
continental	continentale	continental	continentaal		ADJ
continental	continentaal	continental	continentaal		ADJ
stettin	stettin	stettin	stettin	PROPN;SG	PROPN;MASC+FEM;SG
stettin	szczecin	stettin	szczecin	PROPN;SG	N;MASC+FEM;SG
facebook	facebook	facebook	facebook	PROPN;NOM;SG	N;NEUT;SG
bedroht	bedreigde	bedrohen	bedreigen	ADJ;V.PTCP	V;SG;PST;FIN
bedroht	bedreigd	bedrohen	bedreigen	ADJ;V.PTCP	V;V.PTCP
bedroht	bedreigd	bedrohen	bedreigen	ADJ;V.PTCP	V;V.PTCP
bedroht	bedreigde	bedrohen	bedreigen	ADJ;V.PTCP	V;SG;PST;FIN
bedroht	dreigend	bedrohen	dreigen	ADJ;V.PTCP	V;V.PTCP
bedroht	bedreigend	bedrohen	bedreigen	ADJ;V.PTCP	V;V.PTCP
bedroht	dreigen	bedrohen	dreigen	ADJ;V.PTCP	V;NFIN
bedroht	bedreigen	bedrohen	bedreigen	ADJ;V.PTCP	V;NFIN
bedroht	dreigende	bedrohen	dreigen	ADJ;V.PTCP	V;V.PTCP
kraftwerk	krachtpatser	kraftwerk	krachtpatser		N;MASC+FEM;SG
tisch	tisch	tischen	tisch	ADJ	N;MASC+FEM;SG
tisch	tafel	tischen	tafel	ADJ	N;MASC+FEM;SG
tisch	tafeltje	tischen	tafel	ADJ	N;NEUT;SG
tisch	tabel	tischen	tabel	ADJ	N;MASC+FEM;SG
starten	begin	start	begin	V;NFIN	N;NEUT;SG
starten	lancering	start	lancering	V;NFIN	N;MASC+FEM;SG
kommenden	komende	kommend	komen	ADJ;PL	V;V.PTCP
kommenden	opkomende	kommend	opkomen	ADJ;PL	V;V.PTCP
kommenden	aanstaande	kommend	aanstaande	ADJ;PL	ADV
kommenden	aankomende	kommend	aankomen	ADJ;PL	V;V.PTCP
kommenden	aankomend	kommend	aankomen	ADJ;PL	V;V.PTCP
huber	huber	huber	huber	PROPN;NOM;SG	N;MASC+FEM;SG
ausdehnung	uitbreiden	ausdehnung	uitbreiden	N;NOM;FEM;SG	V;NFIN
journalistin	journalisten	journalistin	journalist	ADJ	N;PL
journalistin	journaliste	journalistin	journalist	ADJ	N;MASC+FEM;SG
journalistin	journalist	journalistin	journalist	ADJ	N;MASC+FEM;SG
journalistin	verslaggeefster	journalistin	verslaggeefster	ADJ	N;MASC+FEM;SG
journalistin	verslaggever	journalistin	verslaggever	ADJ	N;MASC+FEM;SG
journalistin	journaliste	journalistin	journalist	ADJ	N;MASC+FEM;SG
journalistin	journalist	journalistin	journalist	ADJ	N;MASC+FEM;SG
journalistin	reporter	journalistin	reporter	ADJ	N;MASC+FEM;SG
body	lichaam	body	lichaam	PROPN;NOM;SG	N;NEUT;SG
body	body	body	body	PROPN;NOM;SG	N;MASC+FEM;SG
vfl	vfl	vfl	vfl	PROPN;NOM;MASC;SG	PROPN;MASC+FEM;SG
faktoren	factoren	faktoren	factor	V;NFIN	N;PL
signatur	handtekening	signatur	handtekening		N;MASC+FEM;SG
signatur	ondertekening	signatur	ondertekening		N;MASC+FEM;SG
unfug	onheil	unfug	onheil	ADV	N;NEUT;SG
unfug	nonsens	unfug	nonsens	ADV	N;MASC+FEM;SG
unfug	onzin	unfug	onzin	ADV	N;MASC+FEM;SG
unfug	zever	unfug	zever	ADV	N;MASC+FEM;SG
behörde	autoriteit	behörde	autoriteit		N;MASC+FEM;SG
behörde	gezag	behörde	gezag		N;NEUT;SG
skulpturen	beeld	skulptur	beeld	N;NOM;PL	N;NEUT;SG
skulpturen	beeldhouwwerk	skulptur	beeldhouwwerk	N;NOM;PL	N;NEUT;SG
skulpturen	sculptuur	skulptur	sculptuur	N;NOM;PL	N;MASC+FEM;SG
vorfeld	schort	vorfeld	schorten	ADJ	V;SG;PRS;FIN
banken	bankwezen	banken	bankwezen	N;PL	N;NEUT;SG
banken	bankieren	banken	bankier	N;PL	V;NFIN
banken	bank	banken	bank	N;PL	N;MASC+FEM;SG
coburg	coburg	coburg	coburg	PROPN;NOM;MASC;SG	N;NEUT;SG
geographie	geografisch	geographie	geografisch		ADJ
geographie	geografie	geographie	geografie		N;MASC+FEM;SG
geographie	aardrijkskunde	geographie	aardrijkskunde		N;MASC+FEM;SG
zeichnung	abonnementen	zeichnung	abonnement	N;NOM;FEM;SG	N;PL
zeichnung	tekenen	zeichnung	tekenen	N;NOM;FEM;SG	V;NFIN
zeichnung	tekeningen	zeichnung	tekening	N;NOM;FEM;SG	N;PL
kai	kai	kai	kai	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kai	kade	kai	kade	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kentucky	kentucky	kentucky	kentucky	PROPN;NOM;NEUT;SG	N;NEUT;SG
behandeln	traktatie	behandeln	traktatie	V;NFIN	N;MASC+FEM;SG
erkenntnisse	bevindingen	erkenntnis	bevinding	V;IND;SG;3;FIN	N;PL
erkenntnisse	inzichten	erkenntnis	inzicht	V;IND;SG;3;FIN	N;PL
erkenntnisse	statistieken	erkenntnis	statistiek	V;IND;SG;3;FIN	N;PL
loch	loch	loch	loch	ADV	N;NEUT;SG
loch	hole	loch	hole	ADV	N;MASC+FEM;SG
loch	gat	loch	gat	ADV	N;NEUT;SG
loch	kuil	loch	kuil	ADV	N;MASC+FEM;SG
tower	tower	tower	tower	PROPN;NOM;SG	N;MASC+FEM;SG
tower	toren	tower	toren	PROPN;NOM;SG	N;MASC+FEM;SG
bürgerlichen	bourgeois	bürgerlich	bourgeois	ADJ	N;MASC+FEM;SG
busch	struik	busch	struik	PROPN	N;MASC+FEM;SG
busch	bush	busch	bush	PROPN	N;MASC+FEM;SG
busch	bosje	busch	bos	PROPN	N;NEUT;SG
busch	busch	busch	busch	PROPN	N;MASC+FEM;SG
koordinaten	coördinaat	koordinat	coördinaat		N;MASC+FEM;SG
koordinaten	coördineren	koordinat	coördineren		V;NFIN
koordinaten	coördinaten	koordinat	coprdinaat		N;PL
matt	matt	matt	matt	PROPN	N;MASC+FEM;SG
kaserne	barak	kasern	barak	;NOM	N;MASC+FEM;SG
kaserne	barakken	kasern	barak	;NOM	N;PL
kaserne	kazerne	kasern	kazern	;NOM	N;MASC+FEM;SG
boy	boy	boy	boy	PROPN	N;MASC+FEM;SG
boy	jongen	boy	jongen	PROPN	N;MASC+FEM;SG
beweisen	bewijs	beweisen	bewijs	V;NFIN	N;NEUT;SG
mars	mars	mars	mars	PROPN;NOM;SG	N;MASC+FEM;SG
pacific	pacific	pacific	pacific	PROPN	N;MASC+FEM;SG
königliche	royal	königlich	royal	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
leichtathlet	sporter	leichtathlen	sporter	ADJ	N;MASC+FEM;SG
leichtathlet	atlete	leichtathlen	atlete	ADJ	N;MASC+FEM;SG
leichtathlet	atleet	leichtathlen	atleet	ADJ	N;MASC+FEM;SG
gewöhnlich	meestal	gewöhnlich	meestal	ADJ	ADV
indianer	indianen	indianer	indiaan		N;PL
indianer	indiërs	indianer	indiër		N;PL
indianer	indisch	indianer	indisch		ADJ
indianer	indiaas	indianer	indiaas		ADJ
indianer	indiaan	indianer	indiaan		N;MASC+FEM;SG
indianer	indiase	indianer	indiase		ADJ
indianer	indische	indianer	indisch		ADJ
regelungen	verordeningen	regelung	verordening	V;NFIN	N;PL
regelungen	reglementen	regelung	reglement	V;NFIN	N;PL
regelungen	voorschriften	regelung	voorschrift	V;NFIN	N;PL
regelungen	rules	regelung	rules	V;NFIN	N;PL
regelungen	regels	regelung	regel	V;NFIN	N;PL
regelungen	arrangementen	regelung	arrangement	V;NFIN	N;PL
regelungen	regelingen	regelung	regeling	V;NFIN	N;PL
regelungen	regimes	regelung	regimes	V;NFIN	N;PL
ferrari	ferrari	ferrari	ferrari	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
maus	muizen	maus	muis	PROPN	N;PL
maus	muis	maus	muis	PROPN	N;MASC+FEM;SG
signal	signaal	signal	signaal		N;NEUT;SG
vertrieb	distributeur	vertreiben	distributeur		N;MASC+FEM;SG
vertrieb	verdeler	vertreiben	verdeler		N;MASC+FEM;SG
vertrieb	marketing	vertreiben	marketing		N;MASC+FEM;SG
vertrieb	distributie	vertreiben	distributie		N;MASC+FEM;SG
vertrieb	verdeling	vertreiben	verdeling		N;MASC+FEM;SG
vertrieb	verkopen	vertreiben	verkopen		V;NFIN
vertrieb	verkoop	vertreiben	verkoop		N;MASC+FEM;SG
vertrieb	distributeurs	vertreiben	distributeur		N;PL
edinburgh	edinburgh	edinburgh	edinburgh	PROPN	N;MASC+FEM;SG
peru	peru	peru	peru	PROPN;NOM;NEUT;SG	PROPN;NEUT;SG
verlinken	link	verlinken	link	V;NFIN	N;MASC+FEM;SG
verlinken	koppeling	verlinken	koppeling	V;NFIN	N;MASC+FEM;SG
heart	heart	hearen	heart	PROPN	
heart	hart	hearen	hart	PROPN	N;NEUT;SG
heart	hartje	hearen	hartje	PROPN	N;NEUT;SG
sendungen	zendingen	sendungen	zending	V;NFIN	N;PL
sendungen	uitzendingen	sendungen	uitzending	V;NFIN	N;PL
sendungen	zendingen	sendungen	zending	V;NFIN	N;PL
teilte	gedeelde	teilen	delen	V;IND;SG;3;PST;FIN	ADJ
verblieb	gebleven	verbleiben	blijven	V;IND;SG;3;PST;FIN	V;V.PTCP
verblieb	bleef	verbleiben	blijven	V;IND;SG;3;PST;FIN	V;SG;PST;FIN
kuba	cubaan	kuba	cubaan	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
kuba	cubaanse	kuba	cubaans	PROPN;NOM;MASC;SG	ADJ
kuba	cubaans	kuba	cubaans	PROPN;NOM;MASC;SG	ADJ
kuba	cuba	kuba	cuba	PROPN;NOM;MASC;SG	N;NEUT;SG
leichte	light	leicht	light	ADJ;NOM;FEM;PL	N;MASC+FEM;SG
leichte	licht	leicht	licht	ADJ;NOM;FEM;PL	N;NEUT;SG
organist	organist	organist	organist	ADJ	N;MASC+FEM;SG
lloyd	lloyd	lloyd	lloyd	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
todes	dood	tod	dood		ADJ
todes	doods	tod	doods		ADJ
todes	overlijden	tod	overlijden		V;NFIN
todes	sterfte	tod	sterfte		N;MASC+FEM;SG
todes	sterfgevallen	tod	sterfvallen		N;PL
bruch	breken	bruch	breken	N;SG	V;NFIN
bruch	fracturen	bruch	fractuur	N;SG	N;PL
like	zoals	like	zoals	PROPN;NOM;SG	CONJ
like	like	like	lik	PROPN;NOM;SG	
miss	juffrouw	messen	juffrouw	PROPN;NOM;SG	N;MASC+FEM;SG
miss	miss	messen	missen	PROPN;NOM;SG	N;MASC+FEM;SG
miss	mejuffrouw	messen	mejuffrouw	PROPN;NOM;SG	N;MASC+FEM;SG
miss	missen	messen	missen	PROPN;NOM;SG	V;NFIN
wider	nadelen	wider	nadeel		N;PL
erhöhen	verhoging	erhöhen	verhoging	V;NFIN	N;MASC+FEM;SG
erhöhen	stijging	erhöhen	stijging	V;NFIN	N;MASC+FEM;SG
erhöhen	boost	erhöhen	boost	V;NFIN	N;MASC+FEM;SG
kavallerie	cavalerie	kavallerie	cavalerie	ADJ;NOM;FEM;SG	N;MASC+FEM;SG
mrd	miljard	mrd	miljard		N;NEUT;SG
mrd	biljoen	mrd	biljoen		NUM
motto	devies	motto	devies		N;NEUT;SG
motto	motto	motto	motto		N;NEUT;SG
motto	slogan	motto	slogan		N;MASC+FEM;SG
motto	leus	motto	leus		N;MASC+FEM;SG
norm	norm	norm	norm		N;MASC+FEM;SG
norm	standaard	norm	standaard		ADJ
norm	norm	norm	norm		N;MASC+FEM;SG
notwendigkeit	noodzaak	notwendigkeit	noodzaak		N;MASC+FEM;SG
notwendigkeit	noodzakelijkheid	notwendigkeit	noodzakelijkheid		N;MASC+FEM;SG
zulässig	toegestaan	zulässig	toestaan	ADJ	V;V.PTCP
zulässig	toegelaten	zulässig	toelaten	ADJ	V;V.PTCP
zulässig	toegestane	zulässig	toestaan	ADJ	V;V.PTCP
zulässig	toegestaan	zulässig	toestaan	ADJ	V;V.PTCP
zulässig	toegelaten	zulässig	toelaten	ADJ	V;V.PTCP
zulässig	toegestane	zulässig	toestaan	ADJ	V;V.PTCP
jemanden	iemand	jemand	iemand	ADV	PRO;3
jemanden	iemand	jemand	iemand	ADV	PRO;3
caspar	caspar	caspar	caspar	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
caspar	kaspar	caspar	kaspar	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
besiegte	verslagen	besiegen	verslag	V;IND;SG;3;PST;FIN	N;PL
leonhard	leonhard	leonhard	leonhard	PROPN;NOM;SG	N;MASC+FEM;SG
leonhard	leonard	leonhard	leonard	PROPN;NOM;SG	N;MASC+FEM;SG
ausführliche	gedetailleerd	ausführlich	detailleren	ADJ;NOM;FEM;PL	V;V.PTCP
ausführliche	gedetailleerde	ausführlich	detailleren	ADJ;NOM;FEM;PL	V;V.PTCP
miguel	miguel	miguel	miguel	PROPN;NOM;SG	N;MASC+FEM;SG
paulus	paulus	paulus	paulus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
paulus	paulus	paulus	paulus	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
paulus	paul	paulus	paul	PROPN;NOM;MASC;SG	N;MASC+FEM;SG
verstoß	schending	verstoß	schending		N;MASC+FEM;SG
verstoß	inbreuk	verstoß	inbreuk		N;MASC+FEM;SG
verstoß	overtreding	verstoß	overtreding		N;MASC+FEM;SG
verstoß	inbreuken	verstoß	inbreuken		N;PL
verstoß	schending	verstoß	schending		N;MASC+FEM;SG
verstoß	overtreding	verstoß	overtreding		N;MASC+FEM;SG
verstoß	overtredingen	verstoß	overtreding		N;PL
verstoß	inbreuken	verstoß	inbreuken		N;PL
verstoß	bres	verstoß	bres		N;MASC+FEM;SG
verstoß	schending	verstoß	schending		N;MASC+FEM;SG
verstoß	inbreuk	verstoß	inbreuk		N;MASC+FEM;SG
half	helft	helfen	helft	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
half	half	helfen	half	V;IND;SG;3;PST;FIN	ADJ
afghanistan	afghanistan	afghanistan	afghanistan	PROPN;NOM;SG	N;NEUT;SG
konflikten	conflicten	konflikt	conflict	V;NFIN	N;PL
konflikten	conflict	konflikt	conflict	V;NFIN	N;NEUT;SG
konflikten	conflicten	konflikt	conflict	V;NFIN	N;PL
konflikten	conflict	konflikt	conflict	V;NFIN	N;NEUT;SG
moderator	moderator	moderator	moderator		N;MASC+FEM;SG
moderator	presentator	moderator	presentator		N;MASC+FEM;SG
moderator	presentatrice	moderator	presentatrice		N;MASC+FEM;SG
schweizerische	zwitsers	schweizerisch	zwitser	ADJ;NOM;FEM;PL	N;PL
rückgängig	terugzetten	rückgängig	terugzetten	ADJ	V;NFIN
rückgängig	terugdraaien	rückgängig	terugdraaien	ADJ	V;NFIN
rückgängig	terugvallen	rückgängig	terugvallen	ADJ	V;NFIN
adel	adel	adel	adel		N;MASC+FEM;SG
adel	edelen	adel	edelen		N;PL
adel	aristocratie	adel	aristocratie		N;MASC+FEM;SG
adel	adel	adel	adel		N;MASC+FEM;SG
komme	coming	kommen	coming	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
vize	ondeugd	vize	ondeugd		N;MASC+FEM;SG
vize	zeden	vize	zede		N;PL
vize	vice	vize	vice		N;MASC+FEM;SG
pas	pas	pas	pas		ADV
bat	bat	bitten	bat	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
bat	bbt	bitten	bbt	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
bat	knuppel	bitten	knuppel	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
bat	vleermuis	bitten	vleermuis	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
hubraum	cilinder	hubraum	cilinder	PROPN	N;MASC+FEM;SG
hubraum	verplaatsing	hubraum	verplaatsing	PROPN	N;MASC+FEM;SG
hubraum	derdegraads	hubraum	derdegraads	PROPN	ADJ
