את	你	את	你	PART;ACC	PRO;2
קדושה	神聖	קדוש	神聖	PROPN	ADJ
קדושה	神聖	קדוש	神聖	PROPN	ADJ
קדושה	聖人	קדוש	聖人	PROPN	N
קדושה	聖	קדוש	聖	PROPN	PROPN
המלאכה	研討	המלאכה	研討	PROPN	V
דירה	平	דירה	平	N;FEM;SG	
בקושי	勉強	בקושי	勉強	ADV	N
לאופולד	leopold	לאופולד	leopold	PROPN	
השחר	dawn	השחר	dawn		
השחר	黎明	השחר	黎明		PROPN
השחר	天亮	השחר	天亮		N
ליב	liv	ליב	liv	PROPN	
ליב	lib	ליב	lib	PROPN	
יוטיוב	youtube	יוטיוב	youtube	PROPN	
ממונה	優越	מונה	優越	V;MASC;SG;V.PTCP;PASS	ADJ
ממונה	上級	מונה	上級	V;MASC;SG;V.PTCP;PASS	N
פורה	肥沃	פורה	肥沃		N
ראיונות	面談	ריאיון	面談	N;MASC;PL	V
ראיונות	訪談	ריאיון	訪談	N;MASC;PL	V
ראיונות	採訪	ריאיון	採訪	N;MASC;PL	V
ראיונות	約談	ריאיון	約談	N;MASC;PL	V
פטרוס	彼得	פטרוס	彼得	PROPN	PROPN
פטרוס	peter	פטרוס	peter	PROPN	
הווה	現任	הווה	現任	PROPN	N
המלווה	伴侶	המלווה	伴侶	PROPN	N
המלווה	同	המלווה	同	PROPN	DET
אירוח	主辦	אירוח	主辦	N;MASC;SG	V
הכרזה	公告	הכרזה	公告	N;FEM;SG	V
הכרזה	宣告	הכרזה	宣告	N;FEM;SG	
גרפי	圖形	גרף	圖形	PROPN	N
חוש	感官	חוש	感官	PROPN	N
חוש	感	חוש	感	PROPN	N
איירון	鋼鐵	איירון	鋼鐵	PROPN	N
איירון	鐵	איירון	鐵	PROPN	PROPN
אנונימי	匿名	אנונימי	匿名	ADV	N
אנונימי	無名	אנונימי	無名	ADV	V
טובי	toby	טוב	toby	PROPN	
כתום	橙	כתום	橙		N
כתום	橘色	כתום	橘色		N
כתום	橘子	כתום	橘子		N
כתום	橙	כתום	橙		N
כתום	橘	כתום	橘		N
הלוואי	願望	הלוואי	願望		N
הלוואי	祝願	הלוואי	祝願		V
פלוס	加上	None	加上		V
פלוס	加	None	加		ADP
דודה	姑姑	דוד	姑姑		N
דודה	伯母	דוד	伯母		PROPN
דודה	姨媽	דוד	姨媽		N
דודה	阿姨	דוד	阿姨		PROPN
דודה	姑姑	דוד	姑姑		N
דודה	姨媽	דוד	姨媽		N
השלם	完整	השלם	完整		N
השלם	完成	השלם	完成		V
להפיץ	蔓延	הפיץ	蔓延	V;NFIN;ACT	
ולנסיה	valencia	ולנסיה	valencia	PROPN	
ניגריה	奈及利亞	ניגריה	奈及利亞	PROPN	PROPN
פנייה	peña	פנייה	peña	N;FEM;SG	
ייל	耶魯	ייל	耶魯	PROPN	PROPN
פלישה	入侵	פלישה	入侵	N;FEM;SG	V
טרנר	turner	טרנר	turner	PROPN	
שקול	考慮	שקול	考慮	ADJ;MASC;SG	V
דוחה	毛	דחה	毛	V;MASC;SG;V.PTCP;ACT	PROPN
דוחה	毛額	דחה	毛額	V;MASC;SG;V.PTCP;ACT	N
עמידה	站立	עמידה	站立	N;FEM;SG	V
עמידה	常	עמידה	常	N;FEM;SG	ADV
מימוש	兌換	מימוש	兌換	N;MASC;SG	V
הנחות	假定	הנחה	假定	N;FEM;PL	V
האורך	長度	האורך	長度	PROPN	N
מרפא	治癒	מרפא	治癒	PROPN	N
השיח	話	השיח	話		N
מחפשים	搜尋	חיפש	搜尋	V;MASC;PL;V.PTCP;ACT	N
איימי	amy	איימי	amy	PROPN	
נבון	明智	נבון	明智	PROPN	N
נבון	英明	נבון	英明	PROPN	PROPN
ונצואלה	委內	ונצואלה	委內	PROPN	PROPN
תפילות	祈	תפילות	祈	N;FEM;PL	V
טכניים	技術	טכני	技術	ADJ;MASC;PL	N
שומרים	衛兵	שמר	衛兵	V;MASC;PL;V.PTCP;ACT	N
הרקולס	大	הרקולס	大	PROPN	ADJ
שמורות	預留	שמורה	預留	N;FEM;PL	V
שמורות	保留	שמורה	保留	N;FEM;PL	V
פלסטיק	塑料	פלסטיק	塑料	PROPN	N
פלסטיק	塑膠	פלסטיק	塑膠	PROPN	N
פלסטיק	塑料	פלסטיק	塑料	PROPN	N
פלסטיק	塑膠	פלסטיק	塑膠	PROPN	N
צמצום	減少	צמצום	減少	N;MASC;SG	V
צמצום	裁減	צמצום	裁減	N;MASC;SG	V
צמצום	減少	צמצום	減少	N;MASC;SG	V
צמצום	縮小	צמצום	縮小	N;MASC;SG	V
צמצום	窄	צמצום	窄	N;MASC;SG	PART
צמצום	狹窄	צמצום	狹窄	N;MASC;SG	ADJ
מנור	莊園	מנור	莊園	PROPN	N
קלט	投入	קלט	投入		V
קלט	輸入	קלט	輸入		V
חינם	free	חינם	free	PROPN	
חינם	自由	חינם	自由	PROPN	N
חינם	免費	חינם	免費	PROPN	N
מקסים	可	מקסים	可	PROPN	V
מקסים	可	מקסים	可	PROPN	V
מקסים	格言	מקסים	格言	PROPN	N
מקסים	迷人	מקסים	迷人	PROPN	N
רעות	壞	רעות	壞	PROPN	N
החלפה	切換	החלפה	切換	N;FEM;SG	V
החלפה	開關	החלפה	開關	N;FEM;SG	V
החלפה	兌換	החלפה	兌換	N;FEM;SG	V
החלפה	交換	החלפה	交換	N;FEM;SG	V
החלפה	交易	החלפה	交易	N;FEM;SG	V
החלפה	交換	החלפה	交換	N;FEM;SG	V
החלפה	互換	החלפה	互換	N;FEM;SG	V
העקרונות	原則	העקרונות	原則	PROPN	N
פקודות	命令	פקודה	命令	N;FEM;PL	V
פקודות	命令	פקודה	命令	N;FEM;PL	V
פקודות	訂單	פקודה	訂單	N;FEM;PL	V
זיקה	親和	זיקה	親和	N;FEM;SG	ADJ
בודדות	孤單	בודד	孤單	ADJ;FEM;PL	N
בודדות	寂寞	בודד	寂寞	ADJ;FEM;PL	N
בודדות	孤獨	בודד	孤獨	ADJ;FEM;PL	N
אונו	小野	און	小野	PROPN	PROPN
אונו	大野	און	大野	PROPN	PROPN
חימום	熱	חימום	熱	N;MASC;SG	PART
חימום	加熱	חימום	加熱	N;MASC;SG	V
חימום	供暖	חימום	供暖	N;MASC;SG	V
חימום	加熱	חימום	加熱	N;MASC;SG	V
וינסנט	vincent	וינסנט	vincent	PROPN	
הקלטה	錄音	הקלטה	錄音	N;FEM;SG	V
הקלטה	記錄	הקלטה	記錄	N;FEM;SG	V
יפים	漂亮	יפה	漂亮	ADJ;MASC;PL	N
יפים	美	יפה	美	ADJ;MASC;PL	PROPN
יפים	美女	יפה	美女	ADJ;MASC;PL	N
יפים	美麗	יפה	美麗	ADJ;MASC;PL	N
קיצונית	激進	קיצוני	激進	ADV	N
קיצונית	極端	קיצוני	極端	ADV	
קיצונית	極度	קיצוני	極度	ADV	N
קיצונית	極限	קיצוני	極限	ADV	N
זוגי	夫妻	זוג	夫妻		N
זוגי	情侶	זוג	情侶		N
זוגי	夫婦	זוג	夫婦		N
זוגי	雙	זוג	雙		NUM
רוקח	藥劑	רוקח	藥劑	PROPN	N
יוטה	猶他	יוטה	猶他	N;FEM;SG	PROPN
יוטה	猶他	יוטה	猶他	N;FEM;SG	PROPN
צדדי	邊線	צד	邊線	ADJ;MASC;SG	N
מאלו	malo	מאלו	malo		
אישורים	核准	אישורים	核准	N;MASC;PL	V
אישורים	批准	אישורים	批准	N;MASC;PL	V
אישורים	許可	אישורים	許可	N;MASC;PL	V
מקדוניה	馬其頓	מקדוניה	馬其頓	PROPN	PROPN
תוקן	固定	תוקן	固定	V;MASC;SG;3;PST;PASS	N
רויאל	皇家	רויאל	皇家	PROPN	N
רויאל	皇室	רויאל	皇室	PROPN	N
נחיתה	降落	נחיתה	降落	N;FEM;SG	V
נחיתה	登陸	נחיתה	登陸	N;FEM;SG	V
נחיתה	著	נחיתה	著	N;FEM;SG	PART;PROG
גלם	raw	גלם	raw	N;MASC;SG	
יצרני	製造	יצרן	製造	PROPN	V
הגה	舵	הגה	舵	V;MASC;SG;3;PST;ACT	N
נדירה	稀有	נדיר	稀有	ADJ;FEM;SG	N
נדירה	難得	נדיר	難得	ADJ;FEM;SG	
נדירה	罕見	נדיר	罕見	ADJ;FEM;SG	N
אינסוף	無	אינסוף	無	N;MASC;SG	V
אינסוף	無窮	אינסוף	無窮	N;MASC;SG	ADJ
אינסוף	無窮	אינסוף	無窮	N;MASC;SG	ADJ
שוד	打劫	שוד	打劫	N;MASC;SG	V
שוד	搶劫	שוד	搶劫	N;MASC;SG	V
שליטי	統治	שליטי	統治	PROPN	V
זן	禪	זן	禪		N
זן	魚種	זן	魚種		N
זן	物種	זן	物種		N
הריין	萊茵	הריין	萊茵	PROPN	PROPN
הידרו	水力	הידר	水力	PROPN	N
שנאה	討厭	שנאה	討厭	N;FEM;SG	V
אפריקאי	非洲	אפריקאי	非洲	PROPN	PROPN
פרדי	freddy	פרדי	freddy	PROPN	
טלסקופ	望遠	טלסקופ	望遠	PROPN	V
אסי	asi	אסי	asi	PROPN	
אסי	assi	אסי	assi	PROPN	
עומס	裝載	עומס	裝載	N;MASC;SG	V
עומס	負荷	עומס	負荷	N;MASC;SG	V
המחוקקת	立法	המחוקק	立法	N;FEM;SG	V
מעבורת	穿梭	מעבורת	穿梭	N;FEM;SG	V
מעבורת	渡船	מעבורת	渡船	N;FEM;SG	V
האר	har	האר	har	PROPN	
אום	umm	אום	umm	PROPN	
עותק	複製	עותק	複製	N;MASC;SG	V
עותק	副	עותק	副	N;MASC;SG	PART
קיסרי	帝王	קיסרי	帝王	PROPN	N
תקפה	有效	תקפה	有效	N;FEM;SG	V
פיוטר	白	פיוטר	白	PROPN	PROPN
פיוטר	piotr	פיוטר	piotr	PROPN	
פיוטר	pyotr	פיוטר	pyotr	PROPN	
משקה	喝	משקה	喝	N;MASC;SG	V
משקה	喝酒	משקה	喝酒	N;MASC;SG	V
עממי	民謠	עממי	民謠		N
עממי	民間	עממי	民間		N
עממי	民俗	עממי	民俗		N
דיר	deir	דיר	deir	PROPN	
תהילה	名望	תהילה	名望	PROPN	N
תהילה	名氣	תהילה	名氣	PROPN	N
תהילה	榮耀	תהילה	榮耀	PROPN	N
תהילה	光榮	תהילה	光榮	PROPN	N
אחורה	背	אחורה	背	ADV	
אחורה	回	אחורה	回	ADV	PROPN
והלחין	作曲	והלחין	作曲	PROPN	N
משלים	補充	משל	補充	N;MASC;SG	V
משלים	互補	משל	互補	N;MASC;SG	V
משלים	相輔	משל	相輔	N;MASC;SG	V
אחרונים	上次	אחרון	上次	ADJ;MASC;PL	N
אחרונים	最後	אחרון	最後	ADJ;MASC;PL	N
אחרונים	最近	אחרון	最近	ADJ;MASC;PL	N
אחרונים	近期	אחרון	近期	ADJ;MASC;PL	N
הדנובה	多瑙	הדנובה	多瑙	PROPN	PROPN
דרשה	佈道	דרשה	佈道	N;FEM;SG	V
ספנסר	spencer	ספנסר	spencer	PROPN	
נור	nur	נור	nur	PROPN	
דנים	丹麥	דן	丹麥	N;MASC;PL	PROPN
בוגרת	成年	בוגר	成年	N;FEM;SG	V
אחיינו	外甥	אחיין	外甥	PROPN	N
אחיינו	侄子	אחיין	侄子	PROPN	N
שייכות	關聯性	שייכות	關聯性	N;FEM;SG	PROPN
הגלריה	畫廊	הגלריה	畫廊	PROPN	N
פאן	潘	פאן	潘		PROPN
פאן	pan	פאן	pan		
קון	con	קון	con	PROPN	
קני	kenny	קני	kenny		
הפער	間隙	הפער	間隙		N
הפער	缺口	הפער	缺口		N
הפער	差距	הפער	差距		N
להביס	敗	הביס	敗	V;NFIN;ACT	N
מסוק	直升	מסוק	直升	N;MASC;SG	V
הרצועה	皮帶	הרצועה	皮帶		N
הרישיון	許可	הרישיון	許可	N;MASC;SG	V
דשא	草	דשא	草		N
דשא	草地	דשא	草地		N
דשא	草叢	דשא	草叢		N
פרידה	失戀	פרידה	失戀	N;FEM;SG	V
פרידה	告別	פרידה	告別	N;FEM;SG	V
פרידה	離別	פרידה	離別	N;FEM;SG	V
פרידה	frida	פרידה	frida	N;FEM;SG	
מעצב	設計	מעצב	設計		V
חתך	切	חתך	切		ADV
חתך	削減	חתך	削減		V
חתך	剪	חתך	剪		V
חתך	割	חתך	割		V
חתך	切口	חתך	切口		N
דטרויט	底特律	דטרויט	底特律	PROPN	PROPN
גלוי	可	גלוי	可	ADJ;MASC;SG	V
חשיפת	曝光	חשיפה	曝光	N;FEM;SG	V
הסוחר	商人	הסוחר	商人		N
הסוחר	商家	הסוחר	商家		N
נה	neh	נה	neh	PROPN	
דיגיטלי	數碼	דיגיטלי	數碼	PROPN	N
דיגיטלי	數位	דיגיטלי	數位	PROPN	N
צירים	收縮	ציר	收縮	N;MASC;PL	V
צירים	勞動	ציר	勞動	N;MASC;PL	V
צירים	勞動	ציר	勞動	N;MASC;PL	V
עוזרת	助手	עוזר	助手	ADJ;FEM;SG	N
עוזרת	助理	עוזר	助理	ADJ;FEM;SG	N
הוקי	曲棍	הוקי	曲棍	PROPN	N
הוקי	冰球	הוקי	冰球	PROPN	N
בפנים	內	בפנים	內		N
בפנים	裡面	בפנים	裡面		N
בפנים	內心	בפנים	內心		N
בפנים	內部	בפנים	內部		N
בסיני	西奈	בסין	西奈		PROPN
סבב	旋轉	סבב	旋轉	N;MASC;SG	V
סבב	自轉	סבב	自轉	N;MASC;SG	V
סבב	輪換	סבב	輪換	N;MASC;SG	V
שריד	殘餘	שריד	殘餘	PROPN	N
שריד	遺跡	שריד	遺跡	PROPN	N
שריד	遺跡	שריד	遺跡	PROPN	N
שריד	遺物	שריד	遺物	PROPN	N
עמותה	結社	עמותה	結社	N;FEM;SG	V
הדלת	門	הדלה	門	PROPN	N
שפר	schaeffer	שפר	schaeffer	PROPN	
טבעות	環	טבעת	環		N
טבעות	戒指	טבעת	戒指		N
קרס	勾勾	קרס	勾勾		N
קרס	鈎	קרס	鈎		N
הבטן	胃	הבטן	胃	PROPN	N
הבטן	肚子	הבטן	肚子	PROPN	N
כריסטינה	christina	כריסטינה	christina	PROPN	
כריסטינה	cristina	כריסטינה	cristina	PROPN	
בייקר	貝克	ייקר	貝克	PROPN	PROPN
תוניסיה	突尼西亞	תוניסיה	突尼西亞	PROPN	PROPN
הברכה	祝	הברכה	祝	N;FEM;SG	V
האג	海牙	האג	海牙	PROPN	PROPN
שועל	狐	שועל	狐	PROPN	N
שועל	狐狸	שועל	狐狸	PROPN	N
שועל	fox	שועל	fox	PROPN	
מקרטני	mccartney	מקרטני	mccartney	PROPN	
קרבי	作戰	קרבי	作戰	PROPN	V
חדה	尖	חד	尖		ADJ
חדה	鋒利	חד	鋒利		N
חדה	銳利	חד	銳利		N
פלילית	罪犯	פלילי	罪犯	ADV	N
כנען	迦南	כנען	迦南	PROPN	PROPN
שן	沈	שן	沈		PROPN
שן	牙	שן	牙		N
שן	牙齒	שן	牙齒		N
הגבלה	限制	הגבלה	限制	N;FEM;SG	V
הגבלה	限制	הגבלה	限制	N;FEM;SG	V
בסקי	滑雪	בסק	滑雪		N
רגשית	情感	רגשי	情感	ADV	N
פירס	pierce	פירס	pierce	PROPN	
מרסל	marcel	מרסל	marcel	PROPN	
פינק	粉	פינק	粉	PROPN	N
פינק	粉色	פינק	粉色	PROPN	N
פינק	粉紅	פינק	粉紅	PROPN	N
פינק	粉紅	פינק	粉紅	PROPN	N
פינק	fink	פינק	fink	PROPN	
ברון	男爵	ברון	男爵	PROPN	N
דאגה	關切	דאגה	關切	N;FEM;SG	
נופש	渡假	נופש	渡假	N;MASC;SG	V
נופש	度假	נופש	度假	N;MASC;SG	V
הביולוגי	生物	הביולוגי	生物	PROPN	N
הביולוגי	生物	הביולוגי	生物	PROPN	N
הירידה	世系	הירידה	世系	V;FEM;SG;3;PST;ACT	N
הירידה	血統	הירידה	血統	V;FEM;SG;3;PST;ACT	N
גומי	橡膠	גומי	橡膠	PROPN	N
גומי	橡皮	גומי	橡皮	PROPN	N
ריהאנה	rihanna	ריהאנה	rihanna	PROPN	
הכיוון	方向	הכיוון	方向	PROPN	N
ללבוש	戴	לבש	戴	V;NFIN;ACT	N
ללבוש	穿	לבש	穿	V;NFIN;ACT	
משגר	發射	משגר	發射	N;MASC;SG	V
רייגן	里根	רייגן	里根	PROPN	PROPN
סנטיאגו	聖地亞哥	סנטיאגו	聖地亞哥	PROPN	PROPN
סנטיאגו	聖地牙哥	סנטיאגו	聖地牙哥	PROPN	PROPN
אמיתיים	real	אמיתי	real	ADJ;MASC;PL	
נוב	十一	נוב	十一		NUM
נוב	nob	נוב	nob		
דורה	dura	דורה	dura	PROPN	
ברן	bren	ברן	bren	PROPN	
ברן	伯爾尼	ברן	伯爾尼	PROPN	PROPN
שינויי	變更	שינוי	變更	ADJ;MASC;PL	V
שינויי	變動	שינוי	變動	ADJ;MASC;PL	V
שינויי	變化	שינוי	變化	ADJ;MASC;PL	V
שינויי	更	שינוי	更	ADJ;MASC;PL	ADV
לאום	國籍	לאום	國籍		N
ורוד	粉	ורוד	粉		N
ורוד	粉色	ורוד	粉色		N
ורוד	粉紅	ורוד	粉紅		N
ורוד	粉紅	ורוד	粉紅		N
טנסי	田納西	טנסי	田納西	PROPN	PROPN
טנסי	田納西	טנסי	田納西	PROPN	PROPN
כפוף	從屬	כפוף	從屬	ADJ;MASC;SG	N
כפוף	bent	כפוף	bent	ADJ;MASC;SG	
כפוף	彎	כפוף	彎	ADJ;MASC;SG	N
בעלים	所有	בעלים	所有	N;MASC;PL	DET
בעלים	所有	בעלים	所有	N;MASC;PL	DET
אלישע	elisha	אלישע	elisha	PROPN	
מחמד	寵物	מחמד	寵物		N
מחמד	寵物	מחמד	寵物		N
אטומים	原子	אטום	原子	ADJ;MASC;PL	N
מונטריאול	蒙特	מונטריאול	蒙特	PROPN	PROPN
סו	sue	סו	sue		
סו	蘇	סו	蘇		PROPN
סו	秀	סו	秀		PROPN
נשיאה	總統	נשיאה	總統	PROPN	N
נשיאה	主席	נשיאה	主席	PROPN	N
שובר	憑證	שובר	憑證	PROPN	N
שובר	券	שובר	券	PROPN	N
שובר	憑單	שובר	憑單	PROPN	N
תחזוקה	維修	תחזוקה	維修	N;FEM;SG	V
תחזוקה	維持	תחזוקה	維持	N;FEM;SG	V
תחזוקה	保養	תחזוקה	保養	N;FEM;SG	V
השתלטות	接管	השתלטות	接管	N;FEM;SG	V
השתלטות	收購	השתלטות	收購	N;FEM;SG	V
בורות	無知	בורה	無知	N;MASC;PL	V
בורות	無知	בורה	無知	N;MASC;PL	V
יורדת	降	ירד	降	V;FEM;SG;V.PTCP;ACT	
מעבדה	實驗	מעבדה	實驗	N;FEM;SG	V
מעבדה	化驗	מעבדה	化驗	N;FEM;SG	V
מעבדה	實驗	מעבדה	實驗	N;FEM;SG	V
מיזוג	合併	מיזוג	合併		V
מיזוג	合併	מיזוג	合併		V
מיזוג	合併	מיזוג	合併		V
מיזוג	調節	מיזוג	調節		N
תינוק	baby	תינוק	baby	N;MASC;SG	PROPN
הוחזר	檢索	הוחזר	檢索	V;MASC;SG;3;PST;PASS	N
שליליות	負面	שלילי	負面	ADJ;FEM;PL	N
שליליות	負	שלילי	負	ADJ;FEM;PL	
שליליות	否定	שלילי	否定	ADJ;FEM;PL	V
שליליות	陰性	שלילי	陰性	ADJ;FEM;PL	N
שליליות	消極	שלילי	消極	ADJ;FEM;PL	N
שליליות	消極	שלילי	消極	ADJ;FEM;PL	N
שפע	豐富	שפע	豐富		ADJ
מקדונלד	macdonald	מקדונלד	macdonald	PROPN	
מיין	緬因	מיין	緬因	PROPN	PROPN
האף	鼻	האף	鼻		N
האף	鼻子	האף	鼻子		N
ניה	nia	ניה	nia		
נוזלי	液體	נוזלי	液體	PROPN	N
נוזלי	液	נוזלי	液	PROPN	N
נוזלי	液態	נוזלי	液態	PROPN	N
בלבול	困惑	בלבול	困惑	N;MASC;SG	V
פסיפס	馬賽克	פסיפס	馬賽克	PROPN	PROPN
אכילה	餵食	אכילה	餵食	N;FEM;SG	
אכילה	進食	אכילה	進食	N;FEM;SG	V
אכילה	餵養	אכילה	餵養	N;FEM;SG	
אכילה	吃	אכילה	吃	N;FEM;SG	V
אכילה	飲食	אכילה	飲食	N;FEM;SG	V
אכילה	進食	אכילה	進食	N;FEM;SG	V
אכילה	食用	אכילה	食用	N;FEM;SG	V
סנטר	下巴	סנטר	下巴	PROPN	N
סנטר	中心	סנטר	中心	PROPN	N
בון	bon	בון	bon	PROPN	
בון	波恩	בון	波恩	PROPN	PROPN
בון	骨	בון	骨	PROPN	N
בון	骨骼	בון	骨骼	PROPN	N
בון	骨頭	בון	骨頭	PROPN	N
יצרן	製造	יצרן	製造	N;MASC;SG	V
יצרן	製造	יצרן	製造	N;MASC;SG	V
פייסבוק	facebook	פייסבוק	facebook	PROPN	
מחזאי	劇作家	מחזאי	劇作家	PROPN	N
אלמוני	匿名	אלמוני	匿名	PROPN	N
אלמוני	無名	אלמוני	無名	PROPN	V
מקוריים	原文	מקורי	原文	ADJ;MASC;PL	N
מקוריים	原件	מקורי	原件	ADJ;MASC;PL	N
מקוריים	原創	מקורי	原創	ADJ;MASC;PL	N
מקוריים	原始	מקורי	原始	ADJ;MASC;PL	N
מקוריים	原	מקורי	原	ADJ;MASC;PL	PART
מקוריים	原件	מקורי	原件	ADJ;MASC;PL	N
המצלמה	照相	המצלם	照相	N;FEM;SG	V
המצלמה	攝影	המצלם	攝影	N;FEM;SG	V
גאורגי	georgi	גאורגי	georgi	PROPN	
חטא	罪孽	חטא	罪孽	PROPN	N
חטא	罪過	חטא	罪過	PROPN	N
חטא	罪	חטא	罪	PROPN	N
חטא	辛	חטא	辛	PROPN	N
חטא	罪惡	חטא	罪惡	PROPN	N
המעי	腸	המעי	腸	PROPN	N
המעי	腸子	המעי	腸子	PROPN	N
המעי	大腸	המעי	大腸	PROPN	N
רצינית	認真	רציני	認真	ADV	N
רצינית	嚴重	רציני	嚴重	ADV	ADJ
רצינית	嚴肅	רציני	嚴肅	ADV	ADJ
הורדת	下載	הורדה	下載	N;FEM;SG	V
סתיו	秋季	סתיו	秋季		N
סתיו	秋天	סתיו	秋天		N
סתיו	秋	סתיו	秋		PROPN
סתיו	秋季	סתיו	秋季		N
סתיו	秋天	סתיו	秋天		N
סתיו	跌	סתיו	跌		V
צלילה	跳水	צלילה	跳水	N;FEM;SG	V
צלילה	潛水	צלילה	潛水	N;FEM;SG	V
צלילה	跳水	צלילה	跳水	N;FEM;SG	V
צלילה	潛水	צלילה	潛水	N;FEM;SG	V
מקורית	原文	מקורי	原文	ADV	N
מקורית	原件	מקורי	原件	ADV	N
מקורית	原創	מקורי	原創	ADV	N
מקורית	原始	מקורי	原始	ADV	N
מקורית	原	מקורי	原	ADV	PART
באחריות	保證	באחריות	保證	PROPN	
אינדיאנים	印地安	אינדיאני	印地安	N;MASC;PL	PROPN
פופולריים	熱門	פופולרי	熱門	ADJ;MASC;PL	N
פופולריים	流行	פופולרי	流行	ADJ;MASC;PL	V
פופולריים	受	פופולרי	受	ADJ;MASC;PL	V
פופולריים	人氣	פופולרי	人氣	ADJ;MASC;PL	N
פופולריים	熱門	פופולרי	熱門	ADJ;MASC;PL	N
מתוקים	甜蜜	מתוק	甜蜜	ADJ;MASC;PL	N
מתוקים	甜	מתוק	甜	ADJ;MASC;PL	N
מתוקים	甜食	מתוק	甜食	ADJ;MASC;PL	N
מתוקים	糖果	מתוק	糖果	ADJ;MASC;PL	N
רבייה	育種	רבייה	育種	N;FEM;SG	V
רבייה	培育	רבייה	培育	N;FEM;SG	V
רבייה	飼養	רבייה	飼養	N;FEM;SG	V
רבייה	繁殖	רבייה	繁殖	N;FEM;SG	V
רבייה	複製	רבייה	複製	N;FEM;SG	V
רבייה	繁殖	רבייה	繁殖	N;FEM;SG	V
מכני	機械	מכאני	機械	PROPN	N
דוגמא	範例	דוגמה	範例		N
מתמשך	連續	התמשך	連續	V;MASC;SG;V.PTCP	ADV
שוות	平等	שווה	平等	ADJ	N
שמיני	第八	שמיני	第八	PROPN	NUM
נקי	清除	נקי	清除	ADJ;MASC;SG	V
נקי	清潔	נקי	清潔	ADJ;MASC;SG	V
מקהלה	唱詩	הקהלה	唱詩	N;FEM;SG	V
מיקרו	微觀	היקר	微觀	PROPN	N
מיקרו	微型	היקר	微型	PROPN	N
מיקרו	微	היקר	微	PROPN	
שפל	低	שפל	低	N;MASC;SG	PART
העתקה	複製	העתקה	複製	N;FEM;SG	V
העתקה	副	העתקה	副	N;FEM;SG	PART
העתקה	複製	העתקה	複製	N;FEM;SG	V
פלין	flynn	פלין	flynn	PROPN	
ספירס	長矛	ספירס	長矛	PROPN	N
ספירס	spears	ספירס	spears	PROPN	
מעריכים	欣賞	העריך	欣賞	V;MASC;PL;V.PTCP;ACT	N
ברצינות	認真	ברצינות	認真	ADV	N
הוואי	夏威夷	הוואי	夏威夷	PROPN	PROPN
חסום	區塊	חסום	區塊	ADJ;MASC;SG	N
חסום	block	חסום	block	ADJ;MASC;SG	
ורד	玫瑰	ורד	玫瑰	PROPN	N
ורד	rose	ורד	rose	PROPN	
חילוץ	抽取	חילוץ	抽取	N;MASC;SG	V
חילוץ	提取	חילוץ	提取	N;MASC;SG	V
חילוץ	萃取	חילוץ	萃取	N;MASC;SG	V
חילוץ	營救	חילוץ	營救	N;MASC;SG	V
חילוץ	救援	חילוץ	救援	N;MASC;SG	V
