घोटाले	skandal	घोटाला	skandal	N;NOM;MASC;SG;3	
उठती	artıyor	उठ	art	V;IPFV;FEM;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
मुड़	çarpık	मुड़	çarpık	V;ACT	
मुड़	bükülmüş	मुड़	bük	V;ACT	V;PFV;NFH;IND;SG;3;POS;PST;PASS
मुड़	sapkın	मुड़	sapkın	V;ACT	
ब्रोमाइड	bromür	ब्रोमाइड	bromür	PROPN;NOM;MASC;SG;3	
राष्ट्रसंघ	dors	राष्ट्रसंघ	dors	N;NOM;FEM;SG;3	
हड़प्पा	harappa	हड़प्पा	harappa	PROPN;NOM;MASC;SG;3	
पकड़कर	holding	पकड़	hol	V;V.CVB	
जया	jaya	जया	jaya	PROPN;NOM;FEM;SG;3	PROPN;NOM;SG;3
नार्वे	norveç	नार्वे	norveç	PROPN;NOM;MASC;SG;3	
धैर्य	dayanıklılık	धैर्य	dayanıklılık		N;NOM;SG;3
उत्पादकों	yapımcılar	उत्पादक	yapımcı	N;ACC;MASC;PL;3	N;NOM;PL;3
महत्वाकांक्षी	hırslı	महत्वाकांक्षी	hırslı	N;NOM;MASC;SG;3	ADJ
महत्वाकांक्षी	iddialı	महत्वाकांक्षी	iddialı	N;NOM;MASC;SG;3	
त्रिनिदाद	trinidad	त्रिनिदाद	trinidad	PROPN;NOM;MASC;SG;3	N;ESS;SG;3
मौतों	ölümlerin	मौत	ölüm	N;ACC;FEM;PL;3	N;GEN;PL;3
मौतों	ölümler	मौत	ölüm	N;ACC;FEM;PL;3	N;NOM;PL;3
निराकरण	çözüm	निराकरण	çözüm	N;NOM;MASC;SG;3	
बकाया	olağanüstü	बकाया	olağanüstü	N;NOM;MASC;SG;3	ADJ
कोल्ड	soğuk	कोल्ड	soğuk		ADJ
ज़ांज़ीबार	zanzibar	ज़ांज़ीबार	zanzibar	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
नागालैण्ड	nagaland	नागालैण्ड	nagaland	PROPN;NOM;MASC;SG;3	
कै	kai	कै	kai	V;SBJV;SG;FIN;ACT	
प्रकार्य	fonksiyon	प्रकार्य	fonksiyon	N;NOM;MASC;SG;3	
प्रकार्य	işlev	प्रकार्य	işlev	N;NOM;MASC;SG;3	
शरणार्थी	mülteci	शरणार्थी	mülteci	N;NOM;MASC;PL;3	
शरणार्थी	mülteci	शरणार्थी	mülteci	N;NOM;MASC;PL;3	
देय	ödenecek	देय	öde		V;PFV;IND;SG;3;POS;FUT;PASS
धीमे	yavaş	धीमा	yavaş	V;MASC;SG;FIN;ACT	ADJ
धीमे	yavas	धीमा	yavas	V;MASC;SG;FIN;ACT	
धीमे	yavaş	धीमा	yavaş	V;MASC;SG;FIN;ACT	ADJ
धीमे	yavaşça	धीमा	yavaşça	V;MASC;SG;FIN;ACT	
दानों	döküntü	दाना	döküntü	N;ACC;MASC;PL;3	
दानों	aceleci	दाना	aceleci	N;ACC;MASC;PL;3	ADJ
दानों	kızarıklık	दाना	kızarıklık	N;ACC;MASC;PL;3	N;NOM;PL;3
अवांछित	istenmeyen	अवांछित	iste	ADJ	V;PFV;IND;NEG;PRS;V.PTCP;PASS
समोआ	samoa	समोआ	samoa	PROPN;NOM;MASC;SG;3	PROPN;NOM;SG;3
लोदी	lodi	लोदी	lodi	PROPN;NOM;MASC;SG;3	INTJ
कैस्पियन	hazar	कैस्पियन	hazar	PROPN;NOM;MASC;SG;3	
मार्मिक	dokunaklı	मार्मिक	dokunaklı	PROPN;NOM;MASC;SG;3	ADJ
कक्षों	odalar	कक्ष	oda	N;ACC;MASC;PL;3	N;NOM;PL;3
कक्षों	chambers	कक्ष	chambers	N;ACC;MASC;PL;3	PROPN;NOM;SG;3
स्पार्टा	sparta	स्पार्टा	sparta	N;NOM;FEM;SG;3	PROPN;NOM;SG;3
व्यापकता	yaygınlık	व्यापकता	yaygınlık	N;NOM;FEM;SG;3	
रिमोट	uzak	रिमोट	uzak	N;NOM;MASC;SG;3	
आत्माओं	ruh	आत्मा	ruh	N;ACC;FEM;PL;3	
आत्माओं	candır	आत्मा	candır	N;ACC;FEM;PL;3	
आत्माओं	ruhlar	आत्मा	ruh	N;ACC;FEM;PL;3	N;NOM;PL;3
खुशबू	koku	खुशबू	koku	N;NOM;FEM;SG;3	
खुशबू	aroma	खुशबू	aro	N;NOM;FEM;SG;3	
कस्बों	şehirler	कस्बा	şehir	N;ACC;MASC;PL;3	N;NOM;PL;3
कस्बों	kasabalar	कस्बा	kasaba	N;ACC;MASC;PL;3	N;NOM;PL;3
त्रिशूल	trident	त्रिशूल	trident	PROPN;NOM;MASC;SG;3	N;NOM;SG;3
स्तनपान	emzirme	स्तनपान	emzir	N;NOM;MASC;SG;3	
इनाम	ödül	इनाम	ödül	N;NOM;MASC;SG;3	
इनाम	ödülü	इनाम	ödül	N;NOM;MASC;SG;3	N;ACC;SG;3
इनाम	ödüller	इनाम	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
इनाम	ödül	इनाम	ödül	N;NOM;MASC;SG;3	
इनाम	ödülleri	इनाम	ödül	N;NOM;MASC;SG;3	N;NOM;PL;3
जिन्दगी	life	जिन्दगी	life	N;NOM;FEM;SG;3	
जिन्दगी	hayat	जिन्दगी	hayat	N;NOM;FEM;SG;3	
जिन्दगी	ömür	जिन्दगी	ömür	N;NOM;FEM;SG;3	
