اتھاہ	diep	اتھاہ	diep		ADV
پھپسا	vet	پھپسا	vet	PROPN;NOM;MASC;SG;3	
پھپسا	fat	پھپسا	fat	PROPN;NOM;MASC;SG;3	
پھپک	groei	پھپک	groei		N;SG
پھپک	ontwikkeling	پھپک	ontwikkeling		N;SG
پُھپکارنا	blow	پُھپکار	blow	V;MASC;SG;NFIN;ACT	
پھپولا	borrel	پھپولا	borrel	PROPN;NOM;MASC;SG;3	
پھپولا	bubble	پھپولا	bubble	PROPN;NOM;MASC;SG;3	
پھپوندی	swam	پھپوندی	swam	PROPN;NOM;MASC;SG;3	N;SG
پھٹ	oombliklik	پھٹ	oombliklik	V;ACT	ADV
پھٹ	onmiddelik	پھٹ	onmiddelik	V;ACT	
پھٹ	onmiddellik	پھٹ	onmiddellik	V;ACT	
پھٹ	dadelik	پھٹ	dadelik	V;ACT	ADV
پِھٹ	vloek	پِھٹ	vloek	PROPN;NOM;MASC;SG;3	
پِھٹ	curse	پِھٹ	curse	PROPN;NOM;MASC;SG;3	
پِھٹ	vervloek	پِھٹ	vervloek	PROPN;NOM;MASC;SG;3	V;PRS
پُھٹ	geïsoleerde	پُھٹ	isoleer	PROPN;NOM;MASC;SG;3	ADJ;NOM
پُھٹ	geskeide	پُھٹ	geskei	PROPN;NOM;MASC;SG;3	ADJ;NOM
پُھٹ	geskei	پُھٹ	skei	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پُھٹ	enkel	پُھٹ	enkel	PROPN;NOM;MASC;SG;3	
پھٹا	gebreekte	پھٹا	gebreekte	V;PFV;MASC;SG;V.PTCP;ACT	N;PL
پھٹا	stukkend	پھٹا	stukkend	V;PFV;MASC;SG;V.PTCP;ACT	
پھٹا	gebroke	پھٹا	gebroke	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
پِھٹّا	wicked	پِھٹّا	wicked	PROPN;NOM;MASC;SG;3	
پُھٹّا	going	پُھٹّ	going	PROPN;NOM;MASC;SG;3	
پُھٹّا	gaan	پُھٹّ	gaan	PROPN;NOM;MASC;SG;3	
پھٹاکا	skikking	پھٹاکا	skikking	PROPN;NOM;MASC;SG;3	N;SG
پھٹاکا	besluit	پھٹاکا	besluit	PROPN;NOM;MASC;SG;3	V;PRS
پھٹاؤ	swart	پھٹاؤ	swart	PROPN;NOM;MASC;SG;3	
پھٹاؤ	breek	پھٹاؤ	breek	PROPN;NOM;MASC;SG;3	V;PRS
پھٹاؤ	blaaskans	پھٹاؤ	blaaskans	PROPN;NOM;MASC;SG;3	
پھٹاؤ	gap	پھٹاؤ	gap	PROPN;NOM;MASC;SG;3	
پُھٹاؤ	skiet	پُھٹاؤ	skiet	PROPN;NOM;MASC;SG;3	V;PRS
پُھٹاؤ	bud	پُھٹاؤ	bud	PROPN;NOM;MASC;SG;3	PROPN;SG
پھٹک	kristal	پھٹک	kristal	V;ACT	N;SG
پھٹک	crystal	پھٹک	crystal	V;ACT	
پھٹک	tronk	پھٹک	tronk	V;ACT	N;SG
پھٹک	glas	پھٹک	glas	V;ACT	N;SG
پھٹک	tronk	پھٹک	tronk	V;ACT	N;SG
پھٹک	gevangenis	پھٹک	gevangenis	V;ACT	N;SG
پِھٹک	vloek	پِھٹک	vloek	PROPN;NOM;MASC;SG;3	
پِھٹک	curse	پِھٹک	curse	PROPN;NOM;MASC;SG;3	
پِھٹک	vervloek	پِھٹک	vervloek	PROPN;NOM;MASC;SG;3	V;PRS
پھٹکا	oomblik	پھٹک	oomblik	PROPN;NOM;MASC;SG;3	
پھٹکا	kits	پھٹک	kits	PROPN;NOM;MASC;SG;3	
پھٹکا	sweep	پھٹک	sweep	PROPN;NOM;MASC;SG;3	V;PRS
پھٹکا	afsonderlike	پھٹک	afsonderlik	PROPN;NOM;MASC;SG;3	ADJ;NOM
پھٹکا	aparte	پھٹک	apart	PROPN;NOM;MASC;SG;3	PRO
پھٹکا	staking	پھٹک	staking	PROPN;NOM;MASC;SG;3	N;SG
پھٹکا	strike	پھٹک	strike	PROPN;NOM;MASC;SG;3	
پھٹکا	blow	پھٹک	blow	PROPN;NOM;MASC;SG;3	
پِھٹکار	disgrace	پِھٹکار	disgrace	PROPN;NOM;MASC;SG;3	
پِھٹکار	vloek	پِھٹکار	vloek	PROPN;NOM;MASC;SG;3	
پِھٹکار	curse	پِھٹکار	curse	PROPN;NOM;MASC;SG;3	
پِھٹکار	vervloek	پِھٹکار	vervloek	PROPN;NOM;MASC;SG;3	V;PRS
پِھٹکارنا	vloek	پرھٹکار	vloek	V;NFIN;ACT	
پِھٹکارنا	curse	پرھٹکار	curse	V;NFIN;ACT	
پُھٹکر	verspreide	پُھٹکر	versprei	V;V.CVB;ACT	ADJ;NOM
پُھٹکر	veranderings	پُھٹکر	verandering	V;V.CVB;ACT	N;PL
پُھٹکر	allerlei	پُھٹکر	allerlei	V;V.CVB;ACT	PRO
پُھٹکر	diverse	پُھٹکر	divers	V;V.CVB;ACT	ADJ;NOM
پُھٹکر	verskeie	پُھٹکر	verskeie	V;V.CVB;ACT	ADJ;NOM
پُھٹکر	geskeide	پُھٹکر	geskei	V;V.CVB;ACT	ADJ;NOM
پھٹکنا	benadering	پھٹک	benadering	V;SG;NFIN;ACT	N;SG
پھٹکی	oomblik	پھٹک	oomblik	PROPN;NOM;MASC;SG;3	
پُھٹکی	vlek	پُھٹکی	vlek	PROPN;NOM;MASC;SG;3	N;SG
پُھٹکی	spot	پُھٹکی	spot	PROPN;NOM;MASC;SG;3	V;PRS
پھٹنا	bars	پھٹ	bars	PROPN;NOM;MASC;SG;3	
پھٹنا	ontplof	پھٹ	ontplof	PROPN;NOM;MASC;SG;3	V;PRS
پھٹنا	bars	پھٹ	bars	PROPN;NOM;MASC;SG;3	
پھٹنا	ontplof	پھٹ	ontplof	PROPN;NOM;MASC;SG;3	V;PRS
پُھٹیّ	going	پُھٹیّ	going	PROPN;NOM;MASC;SG;3	
پُھٹیّ	gaan	پُھٹیّ	gaan	PROPN;NOM;MASC;SG;3	
پھٹیچر	gemeen	پھٹیچر	gemeen	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پھٹیچر	bedoel	پھٹیچر	bedoel	PROPN;NOM;MASC;SG;3	V;PRS
پھٹیچر	beteken	پھٹیچر	beteken	PROPN;NOM;MASC;SG;3	V;PRS
پھٹیچر	useless	پھٹیچر	useles	PROPN;NOM;MASC;SG;3	
پھٹیچر	petty	پھٹیچر	petty	PROPN;NOM;MASC;SG;3	
پھٹِیک	sukkel	پھٹِیک	sukkel	PROPN;NOM;MASC;SG;3	V;PRS
پُھٹَّیل	onewe	پُھٹَّیل	onewe	PROPN;NOM;MASC;SG;3	
پُھٹَّیل	enkel	پُھٹَّیل	enkel	PROPN;NOM;MASC;SG;3	
پھدک	entoesiasme	پھدک	entoesiasme		N;PL
پُھدکنا	hop	پُھدک	hop	PROPN;NOM;MASC;SG;3	
پُھدکنا	spring	پُھدک	spring	PROPN;NOM;MASC;SG;3	
پُھدکی	hop	پُھدکی	hop	PROPN;NOM;MASC;SG;3	
پُھدکی	spring	پُھدکی	spring	PROPN;NOM;MASC;SG;3	
پھڈّا	oproer	پھڈّا	oproer	PROPN;NOM;MASC;SG;3	N;SG
پھڈّا	dispuut	پھڈّا	dispuut	PROPN;NOM;MASC;SG;3	N;SG
پھڈّا	geskil	پھڈّا	geskil	PROPN;NOM;MASC;SG;3	
پھڈّا	veg	پھڈّا	veg	PROPN;NOM;MASC;SG;3	V;PRS
پِھر	weer	پِھر	weer	V;SG;ACT	
پِھر	agterna	پِھر	agterna	V;SG;ACT	
پِھر	daarna	پِھر	daarna	V;SG;ACT	PRO
پِھر	then	پِھر	then	V;SG;ACT	
پِھر	dan	پِھر	dan	V;SG;ACT	ADV
پھرّاٹا	kierie	پھرّاٹا	kierie	PROPN;NOM;MASC;SG;3	N;SG
پھرّاٹا	cane	پھرّاٹا	cane	PROPN;NOM;MASC;SG;3	
پھرارا	vlaggie	پھرارا	vlaggie	PROPN;NOM;MASC;SG;3	N;SG
پھرارا	vlag	پھرارا	vlag	PROPN;NOM;MASC;SG;3	N;SG
پھرارا	rapporteer	پھرارا	rapporteer	PROPN;NOM;MASC;SG;3	V;PRS
پِھرانا	rol	پِھرانا	rol	PROPN;NOM;MASC;SG;3	N;SG
پِھرانا	wiel	پِھرانا	wiel	PROPN;NOM;MASC;SG;3	N;SG
پھرّانا	fluitjie	پھرّانا	fluitjie	PROPN;NOM;MASC;SG;3	N;SG
پھرّانا	fluit	پھرّانا	fluit	PROPN;NOM;MASC;SG;3	V;PRS
پھرّانا	flap	پھرّانا	flap	PROPN;NOM;MASC;SG;3	N;SG
پِھرائوُ	turning	پِھرائوُ	turning	PROPN;NOM;MASC;SG;3	
پُھرپُھرانا	flap	پُھرپُھرانا	flap	PROPN;NOM;MASC;SG;3	N;SG
پُھرپُھری	sensation	پُھرپُھری	sensation	ADJ	
پھرپھند	valsheid	پھرپھند	valsheid	PROPN;NOM;MASC;SG;3	N;SG
پھرپھند	strik	پھرپھند	strik	PROPN;NOM;MASC;SG;3	V;PRS
پِھرت	turning	پِھرت	turning	PROPN;NOM;MASC;SG;3	
پِھرتا	terugkeer	پِھرتا	terugkeer	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پِھرتا	terugkeer	پِھرتا	terugkeer	V;IPFV;MASC;SG;V.PTCP;ACT	N;SG
پِھرتا	turning	پِھرتا	turning	V;IPFV;MASC;SG;V.PTCP;ACT	
پُھرتیلا	waarskuwing	پُھرتیلا	waarskuwing	PROPN;NOM;MASC;SG;3	N;SG
پُھرتیلا	luukse	پُھرتیلا	luukse	PROPN;NOM;MASC;SG;3	N;PL
پُھرتیلا	slim	پُھرتیلا	slim	PROPN;NOM;MASC;SG;3	
پُھرتیلا	smart	پُھرتیلا	smart	PROPN;NOM;MASC;SG;3	
پُھرتیلا	onaktiewe	پُھرتیلا	onaktief	PROPN;NOM;MASC;SG;3	ADJ;NOM
پُھرتیلا	aktief	پُھرتیلا	aktief	PROPN;NOM;MASC;SG;3	ADV
پھرچھا	skikking	پھرچھا	skikking	PROPN;NOM;MASC;SG;3	N;SG
پھرچھا	vrylaat	پھرچھا	vrylaat	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھا	vrystelling	پھرچھا	vrystelling	PROPN;NOM;MASC;SG;3	N;SG
پھرچھا	ontslag	پھرچھا	ontslag	PROPN;NOM;MASC;SG;3	N;SG
پھرچھا	ontlaai	پھرچھا	ontlaai	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھا	indeling	پھرچھا	indeling	PROPN;NOM;MASC;SG;3	N;SG
پھرچھانا	pools	پھرچھانا	pools	PROPN;NOM;MASC;SG;3	
پھرچھانا	polish	پھرچھانا	polish	PROPN;NOM;MASC;SG;3	
پھرچھانا	poolse	پھرچھانا	pools	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھانا	betaal	پھرچھانا	betaal	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھانا	vereffen	پھرچھانا	vereffen	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھانا	verstel	پھرچھانا	verstel	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھانا	skoonmaak	پھرچھانا	skoonmaak	PROPN;NOM;MASC;SG;3	V;PRS
پھرچھانا	skoon	پھرچھانا	skoon	PROPN;NOM;MASC;SG;3	
پھرسا	byl	پھرسا	byl	PROPN;NOM;MASC;SG;3	
پھرک	skild	پھرک	skild		N;SG
پھرک	skuld	پھرک	skuld		N;SG
پِھرکئی	gedraaide	پِھرکئی	gedraaide	PROPN;NOM;MASC;SG;3	
پِھرکئی	twisted	پِھرکئی	twisted	PROPN;NOM;MASC;SG;3	
پِھرنا	terugkeer	پِھر	terugkeer	V;MASC;SG;NFIN;ACT	N;SG
پِھرنا	veranderings	پِھر	verandering	V;MASC;SG;NFIN;ACT	N;PL
پِھرنا	reis	پِھر	reis	V;MASC;SG;NFIN;ACT	N;SG
پھرَہرا	vlaggie	پھرَہرا	vlaggie	PROPN;NOM;MASC;SG;3	N;SG
پھرَہرا	vlag	پھرَہرا	vlag	PROPN;NOM;MASC;SG;3	N;SG
پھرَہرا	rapporteer	پھرَہرا	rapporteer	PROPN;NOM;MASC;SG;3	V;PRS
پھرَہرا	pennant	پھرَہرا	pennant	PROPN;NOM;MASC;SG;3	
پھری	skild	پھری	skild	PROPN;NOM;MASC;SG;3	N;SG
پھری	skuld	پھری	skuld	PROPN;NOM;MASC;SG;3	N;SG
پھریرا	vlaggie	پھریرا	vlaggie	PROPN;NOM;MASC;SG;3	N;SG
پھریرا	vlag	پھریرا	vlag	PROPN;NOM;MASC;SG;3	N;SG
پھریرا	rapporteer	پھریرا	rapporteer	PROPN;NOM;MASC;SG;3	V;PRS
پھریرا	pennant	پھریرا	pennant	PROPN;NOM;MASC;SG;3	
پُھریری	lint	پُھریری	lint	PROPN;NOM;MASC;SG;3	V;PRS
پُھریری	opgewondenheid	پُھریری	opgewondenheid	PROPN;NOM;MASC;SG;3	N;SG
پُھریری	sensation	پُھریری	sensation	PROPN;NOM;MASC;SG;3	
پُھریری	opwinding	پُھریری	opwinding	PROPN;NOM;MASC;SG;3	N;SG
پھڑپھڑانا	stryd	پھڑپھڑا	stryd	PROPN;NOM;MASC;SG;3	N;SG
پھڑپھڑانا	struggle	پھڑپھڑا	struggaal	PROPN;NOM;MASC;SG;3	
پھڑپھڑانا	sukkel	پھڑپھڑا	sukkel	PROPN;NOM;MASC;SG;3	V;PRS
پھڑپھڑانا	flap	پھڑپھڑا	flap	PROPN;NOM;MASC;SG;3	N;SG
پھڑپھڑاہٹ	stryd	پھڑپھڑاہٹ	stryd	PROPN;NOM;MASC;SG;3	N;SG
پھڑپھڑاہٹ	struggle	پھڑپھڑاہٹ	struggaal	PROPN;NOM;MASC;SG;3	
پھڑپھڑاہٹ	sukkel	پھڑپھڑاہٹ	sukkel	PROPN;NOM;MASC;SG;3	V;PRS
پھڑپھڑاہٹ	agitasie	پھڑپھڑاہٹ	agitasie	PROPN;NOM;MASC;SG;3	N;SG
پھڑپھڑیا	onaktiewe	پھڑپھڑیا	onaktief	PROPN;NOM;MASC;SG;3	ADJ;NOM
پھڑپھڑیا	aktief	پھڑپھڑیا	aktief	PROPN;NOM;MASC;SG;3	ADV
پھڑک	agitasie	پھڑک	agitasie		N;SG
پھڑکانا	moord	پھڑکانا	moord	PROPN;NOM;MASC;SG;3	N;SG
پھڑکانا	doodmaak	پھڑکانا	doodmaak	PROPN;NOM;MASC;SG;3	V;PRS
پھڑکانا	beweeg	پھڑکانا	beweeg	PROPN;NOM;MASC;SG;3	V;PRS
پھڑکن	pols	پھڑکن	pols		PRO;NOM;SG;3
پھڑکن	agitasie	پھڑکن	agitasie		N;SG
پھڑکی	partisie	پھڑکی	partisie	PROPN;NOM;MASC;SG;3	
پھساوا	moeilikheidsgraad	پھساوا	moeilikheidsgraad	PROPN;NOM;MASC;SG;3	N;SG
پھساوا	moeilikheid	پھساوا	moeilikheid	PROPN;NOM;MASC;SG;3	N;SG
پھساوا	snare	پھساوا	snaar	PROPN;NOM;MASC;SG;3	N;PL
پھسائو	vaslê	پھسائو	vaslê		V;PRS
پھسائو	vang	پھسائو	vang		V;PRS
پھسائو	vasvang	پھسائو	vasvang		V;PRS
پِھسڈّی	loser	پِھسڈّی	loser	PROPN;NOM;MASC;SG;3	
پِھسڈّی	verloorder	پِھسڈّی	verloorder	PROPN;NOM;MASC;SG;3	V;PRS
پُھسکا	swak	پُھسکا	swak	PROPN;NOM;MASC;SG;3	
پُھسکا	loose	پُھسکا	loose	PROPN;NOM;MASC;SG;3	
پھسکنا	gly	پھسک	gly	V;SG;NFIN;ACT	
پُھسلا	strik	پُھسلا	strik	PROPN;NOM;MASC;SG;3	V;PRS
پِھسلنا	gly	پِھسلنا	gly	PROPN;NOM;MASC;SG;3	
پِھسلنا	glad	پِھسلنا	glad	PROPN;NOM;MASC;SG;3	
پِھش	gemeen	پِھش	gemeen	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پِھش	bedoel	پِھش	bedoel	PROPN;NOM;MASC;SG;3	V;PRS
پِھش	beteken	پِھش	beteken	PROPN;NOM;MASC;SG;3	V;PRS
پھکّڑ	bankrot	پھکّڑ	bankrot	PROPN;NOM;MASC;SG;3	N;SG
پھکّڑ	humoristiese	پھکّڑ	humoristies	PROPN;NOM;MASC;SG;3	ADJ;NOM
پھکڑی	disgrace	پھکڑی	disgrace	PROPN;NOM;MASC;SG;3	
پھکسا	mud	پھکسا	mud	PROPN;NOM;MASC;SG;3	N;SG
پِھکَیت	lancer	پِھکَیت	lancer	PROPN;NOM;MASC;SG;3	
پھل	opgelewer	پھل	oplewer	N;NOM;MASC;SG;3	V;PST;V.PTCP
پھل	profit	پھل	profit	N;NOM;MASC;SG;3	
پھل	winsgewende	پھل	winsgeef	N;NOM;MASC;SG;3	ADJ;NOM
پھل	kinders	پھل	kind	N;NOM;MASC;SG;3	N;PL
پھل	beloning	پھل	beloning	N;NOM;MASC;SG;3	
پھل	consequence	پھل	consequence	N;NOM;MASC;SG;3	
پھُل	blom	پھُل	blom		N;SG
پُھلّا	katarak	پُھلّ	katarak	PROPN;NOM;MASC;SG;3	N;SG
پُھلاسرا	deception	پُھلاسرا	deception	PROPN;NOM;MASC;SG;3	
پھلانگ	lente	پھلانگ	lente	V;ACT	
پھلانگ	gebind	پھلانگ	bind	V;ACT	
پھلانگ	spring	پھلانگ	spring	V;ACT	
پھلانگنا	spring	پھلانگنا	spring	PROPN;NOM;MASC;SG;3	
پُھلاوٹ	inflasie	پُھلاوٹ	inflasie	PROPN;NOM;MASC;SG;3	N;SG
پُھلاوٹ	swelling	پُھلاوٹ	swelling	PROPN;NOM;MASC;SG;3	N;SG
پُھلاوٹ	swelsel	پُھلاوٹ	swelsel	PROPN;NOM;MASC;SG;3	N;SG
پُھلاؤ	inflasie	پُھلاؤ	inflasie	PROPN;NOM;MASC;SG;3	N;SG
پُھلاؤ	swelling	پُھلاؤ	swelling	PROPN;NOM;MASC;SG;3	N;SG
پُھلاؤ	swelsel	پُھلاؤ	swelsel	PROPN;NOM;MASC;SG;3	N;SG
پھُلپھُلا	gemeen	پھُلپھلا	gemeen	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پھُلپھُلا	bedoel	پھُلپھلا	bedoel	PROPN;NOM;MASC;SG;3	V;PRS
پھُلپھُلا	beteken	پھُلپھلا	beteken	PROPN;NOM;MASC;SG;3	V;PRS
پھُلپھُلا	shallow	پھُلپھلا	shallow	PROPN;NOM;MASC;SG;3	
پھُلپھُلا	sagte	پھُلپھلا	sagte	PROPN;NOM;MASC;SG;3	ADJ;NOM
پھُلپھُلا	sag	پھُلپھلا	sag	PROPN;NOM;MASC;SG;3	
پھلت	effek	پھلت	effek	PROPN;NOM;MASC;SG;3	N;SG
پھلت	oplewer	پھلت	oplewer	PROPN;NOM;MASC;SG;3	
پھلت	opbrengs	پھلت	opbreng	PROPN;NOM;MASC;SG;3	N;SG
پھلت	produk	پھلت	produk	PROPN;NOM;MASC;SG;3	N;SG
پھلت	consequence	پھلت	consequence	PROPN;NOM;MASC;SG;3	
پھلت	vervaardig	پھلت	vervaardig	PROPN;NOM;MASC;SG;3	V;PRS
پھلت	produce	پھلت	produc	PROPN;NOM;MASC;SG;3	
پھُلجھڑی	joke	پھُلجھڑی	jok	PROPN;NOM;MASC;SG;3	
پھُلروا	tender	پھُلروا	tender	PROPN;NOM;MASC;SG;3	N;SG
پھُلروا	delicate	پھُلروا	delicate	PROPN;NOM;MASC;SG;3	
پھلسا	door	پھلسا	door	PROPN;NOM;MASC;SG;3	
پھلسا	deur	پھلسا	deur	PROPN;NOM;MASC;SG;3	ADP
پھلسا	hek	پھلسا	hek	PROPN;NOM;MASC;SG;3	N;SG
پھلنا	prosper	پھل	prosper	PROPN;NOM;MASC;SG;3	
پھلنا	blou	پھل	blou	PROPN;NOM;MASC;SG;3	
پھُلنگ	toppunt	پھُلنگ	toppunt	PROPN;NOM;MASC;SG;3	N;SG
پھُلنگ	rylaan	پھُلنگ	rylaan	PROPN;NOM;MASC;SG;3	PROPN;SG
پھُلنگ	peak	پھُلنگ	peak	PROPN;NOM;MASC;SG;3	
پھُلواری	kinders	پھُلواری	kind	PROPN;NOM;MASC;SG;3	N;PL
پھلی	snare	پھلا	snaar	N;NOM;MASC;SG;3	N;PL
پھلی	lus	پھلا	lus	N;NOM;MASC;SG;3	V;PRS
پھند	lokval	پھند	lokval		V;PRS
پھندا	snare	پھندا	snaar	V;MASC;SG;V.PTCP;ACT	N;PL
پھندا	netto	پھندا	netto	V;MASC;SG;V.PTCP;ACT	N;SG
پھندا	knoop	پھندا	knoop	V;MASC;SG;V.PTCP;ACT	ADP
پھنسانا	mislei	پھنسانا	mislei	ADJ;NOM;MASC;SG	
پھنسانا	betrek	پھنسانا	betrek	ADJ;NOM;MASC;SG	V;PRS
پھنسائو	arrest	پھنسائو	arrest	PROPN;NOM;MASC;SG;3	
پھنسیّا	hunter	پھنسیّا	hunter	PROPN;NOM;MASC;SG;3	
پھنسیّا	jagter	پھنسیّا	jagter	PROPN;NOM;MASC;SG;3	
پُھنگی	tak	پُھنگی	tak	PROPN;NOM;MASC;SG;3	N;SG
پُھننگ	summit	پُھننگ	summit	PROPN;NOM;MASC;SG;3	
پُھننگ	toppunt	پُھننگ	toppunt	PROPN;NOM;MASC;SG;3	N;SG
پُھننگ	rylaan	پُھننگ	rylaan	PROPN;NOM;MASC;SG;3	PROPN;SG
پُھننگ	peak	پُھننگ	peak	PROPN;NOM;MASC;SG;3	
پُھننگ	bokant	پُھننگ	bokant	PROPN;NOM;MASC;SG;3	
پُھننگ	bo	پُھننگ	bo	PROPN;NOM;MASC;SG;3	
پُھننگ	hoogs	پُھننگ	hoog	PROPN;NOM;MASC;SG;3	
پھُنّی	knoop	پھُنّی	knoop	PROPN;NOM;MASC;SG;3	ADP
پُھنیارا	fontein	پُھنیارا	fontein	PROPN;NOM;MASC;SG;3	
پُھوارا	fontein	پُھوارا	fontein	PROPN;NOM;MASC;SG;3	
پُھوٹ	swart	پُھوٹ	swart	PROPN;NOM;MASC;SG;3	
پُھوٹ	stam	پُھوٹ	stam	PROPN;NOM;MASC;SG;3	N;SG
پُھوٹ	root	پُھوٹ	root	PROPN;NOM;MASC;SG;3	
پُھوٹ	skei	پُھوٹ	skei	PROPN;NOM;MASC;SG;3	V;PRS
پُھوٹ	gap	پُھوٹ	gap	PROPN;NOM;MASC;SG;3	
پُھوٹ	breek	پُھوٹ	breek	PROPN;NOM;MASC;SG;3	V;PRS
پُھوٹ	blaaskans	پُھوٹ	blaaskans	PROPN;NOM;MASC;SG;3	
پُھوٹا	gebreekte	پُھوٹا	gebreekte	PROPN;NOM;MASC;SG;3	N;PL
پُھوٹا	stukkend	پُھوٹا	stukkend	PROPN;NOM;MASC;SG;3	
پُھوٹا	gebroke	پُھوٹا	gebroke	PROPN;NOM;MASC;SG;3	N;SG
پُھوٹا	gebreek	پُھوٹا	gebreek	PROPN;NOM;MASC;SG;3	V;PST;V.PTCP
پُھوٹا	bars	پُھوٹا	bars	PROPN;NOM;MASC;SG;3	
پُھوٹک	fragment	پُھوٹک	fragment	PROPN;NOM;MASC;SG;3	N;SG
پُھوٹک	fragile	پُھوٹک	fragil	PROPN;NOM;MASC;SG;3	
پُھوٹک	brose	پُھوٹک	brose	PROPN;NOM;MASC;SG;3	N;SG
پُھوٹک	fragment	پُھوٹک	fragment	PROPN;NOM;MASC;SG;3	N;SG
پُھوٹنا	opkoms	پُھوٹنا	opkoms	V;NFIN;ACT	N;SG
پُھوٹنا	gedeelte	پُھوٹنا	gedeelte	V;NFIN;ACT	N;SG
پُھوٹنا	bars	پُھوٹنا	bars	V;NFIN;ACT	
پُھوٹنا	afsonderlike	پُھوٹنا	afsonderlik	V;NFIN;ACT	ADJ;NOM
پُھوٹنا	aparte	پُھوٹنا	apart	V;NFIN;ACT	PRO
پُھوٹنا	bud	پُھوٹنا	bud	V;NFIN;ACT	PROPN;SG
پھوڑنا	blaaskans	پھوڑ	blaaskans	V;NFIN;ACT	
پُھوس	klomp	پُھوس	klomp	PROPN;NOM;MASC;SG;3	
پھوک	egipte	پھوک	egipte		PROPN;SG
پھوک	weier	پھوک	weier		V;PRS
پھوک	egipte	پھوک	egipte		PROPN;SG
پھوکا	hol	پھوکا	hol	PROPN;NOM;MASC;SG;3	
پھوکا	lig	پھوکا	lig	PROPN;NOM;MASC;SG;3	V;PRS
پھوکا	ligte	پھوکا	lig	PROPN;NOM;MASC;SG;3	ADJ;NOM
پھوکا	leeg	پھوکا	leeg	PROPN;NOM;MASC;SG;3	
پھوکا	leë	پھوکا	leë	PROPN;NOM;MASC;SG;3	
پھوکا	egipte	پھوکا	egipte	PROPN;NOM;MASC;SG;3	PROPN;SG
پھوکا	sagte	پھوکا	sagte	PROPN;NOM;MASC;SG;3	ADJ;NOM
پھوکا	sag	پھوکا	sag	PROPN;NOM;MASC;SG;3	
پھوکل	leeg	پھوکل	leeg	PROPN;NOM;MASC;SG;3	
پھوکل	leë	پھوکل	leë	PROPN;NOM;MASC;SG;3	
پھوکل	egipte	پھوکل	egipte	PROPN;NOM;MASC;SG;3	PROPN;SG
پھوکل	hol	پھوکل	hol	PROPN;NOM;MASC;SG;3	
پھوکلا	leeg	پھوکلا	leeg	PROPN;NOM;MASC;SG;3	
پھوکلا	leë	پھوکلا	leë	PROPN;NOM;MASC;SG;3	
پھوکلا	egipte	پھوکلا	egipte	PROPN;NOM;MASC;SG;3	PROPN;SG
پھوکلا	hol	پھوکلا	hol	PROPN;NOM;MASC;SG;3	
پُھوکنا	blow	پُھوک	blow	PROPN;NOM;MASC;SG;3	
پُھوکنا	skryf	پُھوک	skryf	PROPN;NOM;MASC;SG;3	V;PRS
پُھول	rosette	پُھول	rosette	V;SG;V.PTCP;ACT	N;PL
پُھول	geluk	پُھول	geluk	V;SG;V.PTCP;ACT	N;SG
پُھول	entoesiasme	پُھول	entoesiasme	V;SG;V.PTCP;ACT	N;PL
پُھول	blossom	پُھول	blossom	V;SG;V.PTCP;ACT	
پُھول	bloeisel	پُھول	bloeisel	V;SG;V.PTCP;ACT	N;SG
پُھول	blom	پُھول	blom	V;SG;V.PTCP;ACT	N;SG
پُھول	flits	پُھول	flits	V;SG;V.PTCP;ACT	
پُھول	flash	پُھول	flash	V;SG;V.PTCP;ACT	
پُھول	spark	پُھول	spark	V;SG;V.PTCP;ACT	PROPN;SG
پُھولائو	swelling	پُھولائو	swelling	PROPN;NOM;MASC;SG;3	N;SG
پُھولائو	swelsel	پُھولائو	swelsel	PROPN;NOM;MASC;SG;3	N;SG
پُھولنا	blossom	پُھول	blossom	V;NFIN;ACT	
پُھولنا	bloeisel	پُھول	bloeisel	V;NFIN;ACT	N;SG
پھونپھی	pyp	پھونپھی	pyp	PROPN;NOM;MASC;SG;3	N;SG
پھونپھی	tube	پھونپھی	tube	PROPN;NOM;MASC;SG;3	
پھونپھی	buis	پھونپھی	buis	PROPN;NOM;MASC;SG;3	V;PRS
پُھونٹ	swart	پُھونٹ	swart	PROPN;NOM;MASC;SG;3	
پُھونک	asem	پُھونک	asem	PROPN;NOM;MASC;SG;3	N;SG
پُھونک	blow	پُھونک	blow	PROPN;NOM;MASC;SG;3	
پُھوہار	sproei	پُھوہار	sproei	PROPN;NOM;MASC;SG;3	V;PRS
پھیٹنا	opskud	پھیٹ	opskud	V;SG;NFIN;ACT	
پھیر	terugkeer	پھیر	terugkeer	V;ACT	N;SG
پھیر	sirkel	پھیر	sirkel	V;ACT	N;SG
پھیر	bend	پھیر	bend	V;ACT	
