что	מה	что	מה	PRO;NOM	ADV
дуэт	הצמד	дуэт	הצמד	N;INAN;NOM;MASC;SG	PROPN
пропаганды	התעמולה	пропаганда	התעמולה	N;INAN;NOM;FEM;PL	N;FEM;SG
пропаганды	תעמולה	пропаганда	תעמולה	N;INAN;NOM;FEM;PL	N;FEM;SG
остановки	מפסיקה	остановка	הפסיק	N;INAN;NOM;FEM;PL	V;FEM;SG;V.PTCP;ACT
остановки	עוצר	остановка	עוצר	N;INAN;NOM;FEM;PL	
остановки	מפסיק	остановка	הפסיק	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
сравнения	השוואות	сравнение	השוואה	N;INAN;NOM;NEUT;SG	N;FEM;PL
роза	רוז	роза	רוז	N;INAN;NOM;FEM;SG	PROPN
роза	ורד	роза	ורד	N;INAN;NOM;FEM;SG	PROPN
роза	רוסה	роза	רוסה	N;INAN;NOM;FEM;SG	PROPN
роза	רוזה	роза	רוזה	N;INAN;NOM;FEM;SG	PROPN
обычный	נורמליות	обычный	נורמלי	ADJ;NOM;MASC;SG	N;FEM;PL
обычный	נורמלית	обычный	נורמאלית	ADJ;NOM;MASC;SG	ADV
корее	קוריאה	корея	קוריאה	N;INAN;NOM;FEM;SG	PROPN
господа	רבותיי	господин	רבותיי	N;ANIM;NOM;MASC;PL	PROPN
признана	מוכר	признать	מוכר	V;PFV;FEM;SG;PST;V.PTCP;PASS	
признана	מוכרת	признать	מוכר	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;FEM;SG
частный	פרטית	частный	פרטי	ADJ;NOM;MASC;SG	ADV
частный	פרטי	частный	פרט	ADJ;NOM;MASC;SG	N;MASC;PL
частный	טוראי	частный	טוראי	ADJ;NOM;MASC;SG	PROPN
частный	לפרטי	частный	לפרטי	ADJ;NOM;MASC;SG	
открывается	פותח	открываться	פתח	V;IPFV;IND;SG;3;PRS;FIN;MID	PROPN
открывается	נפתח	открываться	נפתח	V;IPFV;IND;SG;3;PRS;FIN;MID	V;MASC;SG;PST;MID
открывается	נפתחת	открываться	נפתח	V;IPFV;IND;SG;3;PRS;FIN;MID	V;FEM;SG;V.PTCP;MID
уравнения	משוואה	уравнение	משוואה	N;INAN;NOM;NEUT;PL	N;FEM;SG
выполнить	ביצוע	выполнить	ביצוע	V;PFV;NFIN;ACT	N;MASC;SG
выполнить	בצע	выполнить	בצע	V;PFV;NFIN;ACT	
духовного	רוחנית	духовный	רוחני	ADJ;GEN;MASC;SG	ADV
духовного	רוחני	духовный	רוחני	ADJ;GEN;MASC;SG	N;MASC;PL
духовного	רוחניות	духовный	רוחני	ADJ;GEN;MASC;SG	N;FEM;PL
готовы	מוכן	готовый	מוכן	ADJ;PL	ADJ;MASC;SG
готовы	מוכנה	готовый	מוכן	ADJ;PL	ADJ;FEM;SG
мирный	שלווים	мирный	שלווה	ADJ;NOM;MASC;SG	N;MASC;PL
мирный	שליו	мирный	של	ADJ;NOM;MASC;SG	
мирный	שלווה	мирный	שלווה	ADJ;NOM;MASC;SG	
разрушен	נהרס	разрушить	נהרס	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;MASC;SG;3;PST;MID
разрушен	הרס	разрушить	הרס	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;MASC;SG
разрушен	הרוס	разрушить	הרוס	V;PFV;MASC;SG;PST;V.PTCP;PASS	
разрушен	נהרסו	разрушить	נהרס	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PL;3;PST;MID
аналог	אנלוגי	аналог	אנלוגי	N;INAN;NOM;MASC;SG	PROPN
гей	לסבית	гей	לסבית	N;ANIM;NOM;MASC;SG	PROPN
гей	הומו	гей	הומה	N;ANIM;NOM;MASC;SG	
гей	גיי	гей	גיי	N;ANIM;NOM;MASC;SG	
очереди	תור	очередь	תור	N;INAN;NOM;FEM;PL	
падает	נפילה	падать	נפילה	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
падает	נופל	падать	נפל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
падает	נופלת	падать	נפל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
падает	נופלים	падать	נפל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;PL;V.PTCP;ACT
падает	פולס	падать	פולס	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
падает	נופל	падать	נפל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
слухи	שמועה	слух	שמועה	N;INAN;NOM;MASC;PL	N;FEM;SG
слухи	רכילות	слух	רכילות	N;INAN;NOM;MASC;PL	N;FEM;SG
слухи	שמועה	слух	שמועה	N;INAN;NOM;MASC;PL	N;FEM;SG
югославия	יוגוסלביה	югославие	יוגוסלביה	N;INAN;NOM;NEUT;PL	PROPN
словении	סלובניה	словение	סלובניה	N;INAN;NOM;NEUT;SG	PROPN
словении	הסלובנית	словение	הסלובני	N;INAN;NOM;NEUT;SG	PROPN
словении	סלובנית	словение	סלובנית	N;INAN;NOM;NEUT;SG	PROPN
эпоха	עידן	эпоха	עידן	N;INAN;NOM;FEM;SG	PROPN
огайо	אוהיו	огато	אהו	N;INAN;NOM;MASC;SG	PROPN
достоинства	כבוד	достоинство	כבוד	N;INAN;NOM;NEUT;PL	N;MASC;SG
стратегии	אסטרטגיות	стратегия	אסטרטגיות	N;INAN;NOM;FEM;PL	ADJ;FEM;PL
дона	דון	дон	דון	N;INAN;NOM;MASC;SG	PROPN
сектор	המגזר	сектор	המגזר	N;INAN;NOM;MASC;SG	ADV
равен	שווים	равный	שווה	ADJ;MASC;SG	ADJ;MASC;PL
равен	שווה	равный	שווה	ADJ;MASC;SG	PROPN
легче	מצית	легкий	מצית	ADJ;CMPR	PROPN
легче	המצית	легкий	המצית	ADJ;CMPR	ADV
легче	מצת	легкий	מצת	ADJ;CMPR	
легче	בקלות	легкий	בקלה	ADJ;CMPR	
легче	קלות	легкий	קל	ADJ;CMPR	
легче	לאט	легкий	לאט	ADJ;CMPR	ADV
немногих	מעטות	немногие	מעט	ADJ;GEN;PL	
немногих	מעטים	немногие	מעטה	ADJ;GEN;PL	N;MASC;PL
разряд	רווקים	разряд	רווק	N;INAN;NOM;MASC;SG	N;MASC;PL
прага	פראג	праг	פראג	N;INAN;NOM;FEM;SG	PROPN
подтверждение	אשר	подтверждение	אשר	N;INAN;NOM;NEUT;SG	CONJ
подтверждение	לאשר	подтверждение	אישר	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
подтверждение	אשרי	подтверждение	אשר	N;INAN;NOM;NEUT;SG	
раненых	פצועה	раненый	פצע	N;ANIM;GEN;MASC;PL	N;FEM;SG
раненых	נפצע	раненый	נפצע	N;ANIM;GEN;MASC;PL	V;MASC;SG;3;PST;MID
раненых	פצוע	раненый	פצוע	N;ANIM;GEN;MASC;PL	N;MASC;SG
минимальным	מינימלי	минимальный	מינימלי	ADJ;INS;NEUT;SG	N;MASC;SG
минимальным	מינימלית	минимальный	מינימלית	ADJ;INS;NEUT;SG	ADV
праге	פראג	прага	פראג	N;INAN;NOM;MASC;SG	PROPN
сантьяго	סנטיאגו	сантий	סנטיאגו	N;INAN;NOM;MASC;SG	PROPN
тейлор	טיילור	тейлор	טיילור	N;ANIM;NOM;MASC;SG	PROPN
конфедерации	הקונפדרציה	конфедерация	הקונפדרציה	N;INAN;NOM;FEM;PL	PROPN
конфедерации	הקונפדרציה	конфедерация	הקונפדרציה	N;INAN;NOM;FEM;PL	PROPN
модуль	מודול	модуль	מודול	N;INAN;NOM;MASC;SG	PROPN
традиционные	מסורתית	традиционный	מסורתי	ADJ;NOM;PL	ADV
традиционные	מסורתי	традиционный	מסורתי	ADJ;NOM;PL	ADJ;MASC;SG
волна	גל	волна	גל	N;INAN;NOM;FEM;SG	PROPN
лидия	לידיה	лидия	לידיה	N;ANIM;NOM;FEM;SG	PROPN
владельца	הבעלים	владелец	הבעל	N;ANIM;ACC;MASC;SG	N;MASC;PL
владельца	בעלים	владелец	בעלים	N;ANIM;ACC;MASC;SG	N;MASC;PL
кларк	קלארק	кларк	קלארק	N;ANIM;NOM;MASC;SG	PROPN
кларк	קלארק	кларк	קלארק	N;ANIM;NOM;MASC;SG	PROPN
саша	סאשה	саш	סאשה	N;ANIM;NOM;MASC;SG	
саша	סשה	саш	סשה	N;ANIM;NOM;MASC;SG	PROPN
саша	סאשה	саш	סאשה	N;ANIM;NOM;MASC;SG	
саша	סשה	саш	סשה	N;ANIM;NOM;MASC;SG	PROPN
трудности	הקושי	трудность	הקושי	N;INAN;NOM;FEM;PL	ADJ;MASC;SG
трудности	קושי	трудность	קושי	N;INAN;NOM;FEM;PL	N;MASC;SG
обнаружения	גילוי	обнаружение	גילוי	N;INAN;NOM;NEUT;PL	N;MASC;SG
действовали	פעל	действовать	פעל	V;IPFV;IND;PL;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
альфа	אלפא	альф	אלפא	N;INAN;NOM;MASC;SG	PROPN
ночной	ליליים	ночной	לילי	ADJ;NOM;MASC;SG	N;MASC;PL
холм	היל	холм	היל	N;INAN;NOM;MASC;SG	PROPN
холм	גבעת	холм	גבעה	N;INAN;NOM;MASC;SG	PROPN
примечание	תו	примечание	תו	N;INAN;NOM;NEUT;SG	
примечание	פתק	примечание	פתק	N;INAN;NOM;NEUT;SG	
примечание	הערה	примечание	הערה	N;INAN;NOM;NEUT;SG	ADV
существующие	קיימת	существовать	קיים	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;FEM;SG
существующие	קיימות	существовать	קיים	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;FEM;PL
существующие	קיים	существовать	קיים	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;MASC;SG
существующие	קיימים	существовать	קיים	V;IPFV;NOM;PL;PRS;V.PTCP;ACT	ADJ;MASC;PL
марш	מארש	марш	מארש	N;INAN;NOM;MASC;SG	PROPN
марш	מרץ	марш	מרץ	N;INAN;NOM;MASC;SG	PROPN
марш	במרץ	марш	במרץ	N;INAN;NOM;MASC;SG	PROPN
толстого	טולסטוי	толстой	טולסטוי	ADJ;ACC;MASC;SG	PROPN
открыли	נפתח	открыть	נפתח	V;PFV;IND;PL;PST;FIN;ACT	V;MASC;SG;PST;MID
открыли	פתחתי	открыть	פתח	V;PFV;IND;PL;PST;FIN;ACT	V;SG;1;PST
открыли	נפתחה	открыть	נפתח	V;PFV;IND;PL;PST;FIN;ACT	V;FEM;SG;3;PST;MID
турок	טרק	турок	טרק	N;ANIM;NOM;MASC;SG	PROPN
турок	טורק	турок	טורק	N;ANIM;NOM;MASC;SG	PROPN
офис	המשרד	офис	המשרד	N;INAN;NOM;MASC;SG	PROPN
житель	תושבת	житель	תושבת	N;ANIM;NOM;MASC;SG	V;FEM;SG;V.PTCP;ACT
житель	מתמחה	житель	התמחה	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP
фрунзе	פרונזה	фрунза	פרונזה	N;INAN;NOM;MASC;SG	PROPN
повстанцев	מורד	повстанец	מורד	N;ANIM;GEN;MASC;PL	
повстанцев	מורד	повстанец	מורד	N;ANIM;GEN;MASC;PL	
повстанцев	המורד	повстанец	המורד	N;ANIM;GEN;MASC;PL	
отмечено	מתויגים	отметить	מתויג	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
хорватия	קרואטיה	хорватие	קרואטיה	N;INAN;NOM;FEM;SG	PROPN
тамара	תמרה	тамара	תמר	N;ANIM;NOM;FEM;SG	PROPN
описаны	מתואר	описать	תואר	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
описаны	תאר	описать	תאר	V;PFV;PL;PST;V.PTCP;PASS	
описаны	תיאר	описать	תיאר	V;PFV;PL;PST;V.PTCP;PASS	V;MASC;SG;3;PST;ACT
сквозь	דרך	сквозь	דרך	ADP	
бар	בר	бар	בר	N;INAN;NOM;MASC;SG	
седьмой	שביעי	седьмой	שביעי	ADJ;NOM;MASC;SG	PROPN
седьмой	השביעית	седьмой	השביעית	ADJ;NOM;MASC;SG	ADV
начальная	יסודי	начальный	יסודי	ADJ;NOM;FEM;SG	N;MASC;SG
начальная	היסודי	начальный	היסודי	ADJ;NOM;FEM;SG	PROPN
начальная	הראשונית	начальный	הראשונית	ADJ;NOM;FEM;SG	ADV
антоний	אנטוני	антоний	אנטוני	N;ANIM;NOM;MASC;SG	PROPN
антоний	אנתוני	антоний	אנתוני	N;ANIM;NOM;MASC;SG	PROPN
антоний	אנטוני	антоний	אנטוני	N;ANIM;NOM;MASC;SG	PROPN
антоний	אנטוניוס	антоний	אנטוניוס	N;ANIM;NOM;MASC;SG	PROPN
осады	מצור	осада	מצור	N;INAN;NOM;FEM;PL	N;MASC;SG
расширить	הגדל	расширить	הגדל	V;PFV;NFIN;ACT	
расширить	הרחב	расширить	הרחב	V;PFV;NFIN;ACT	
культурный	תרבותית	культурный	תרבותי	ADJ;NOM;MASC;SG	ADV
кабинета	הקבינט	кабинет	הקבינט	N;INAN;GEN;MASC;SG	V;MASC;SG;3;PST;ACT
шахты	מכרות	шахта	מכרה	N;INAN;NOM;FEM;PL	PROPN
шахты	מוקשים	шахта	מקשה	N;INAN;NOM;FEM;PL	V;MASC;PL;V.PTCP;PASS
еврейских	יהודייה	еврейский	יהודי	ADJ;GEN;PL	PROPN
еврейских	יהודית	еврейский	יהודית	ADJ;GEN;PL	PROPN
еврейских	יהדות	еврейский	יהדות	ADJ;GEN;PL	N;FEM;SG
еврейских	יהודים	еврейский	יהודי	ADJ;GEN;PL	N;MASC;PL
еврейских	יהודיה	еврейский	None	ADJ;GEN;PL	PROPN
еврейских	יהודי	еврейский	יהודי	ADJ;GEN;PL	N;MASC;SG
израильский	ישראלית	израильский	ישראלי	ADJ;NOM;MASC;SG	PROPN
израильский	ישראלי	израильский	ישראלי	ADJ;NOM;MASC;SG	N;MASC;SG
израильский	israeli	израильский	israeli	ADJ;NOM;MASC;SG	
израильский	ישראליות	израильский	ישראלי	ADJ;NOM;MASC;SG	N;FEM;PL
израильский	ישראלים	израильский	ישראלי	ADJ;NOM;MASC;SG	N;MASC;PL
окрестности	שכונת	окрестность	שכונה	N;INAN;NOM;FEM;PL	PROPN
окрестности	השכונה	окрестность	השכונה	N;INAN;NOM;FEM;PL	
окрестности	שכונה	окрестность	שכונה	N;INAN;NOM;FEM;PL	N;FEM;SG
мама	מאמא	мама	מאמא	N;ANIM;NOM;FEM;SG	
мама	אימא	мама	אימא	N;ANIM;NOM;FEM;SG	
мама	אימא	мама	אימא	N;ANIM;NOM;FEM;SG	
афины	אתונה	афиный	אתונה	N;INAN;NOM;MASC;PL	PROPN
пророка	נביא	пророк	נביא	N;ANIM;ACC;MASC;SG	
пророка	הנביא	пророк	הנביא	N;ANIM;ACC;MASC;SG	PROPN
полные	מלא	полный	מלא	ADJ;NOM;PL	
полные	מלאה	полный	מלא	ADJ;NOM;PL	ADV
тест	טסט	тест	טסט	N;INAN;NOM;MASC;SG	PROPN
японские	יפני	японский	יפני	ADJ;NOM;PL	PROPN
японские	יפנית	японский	יפני	ADJ;NOM;PL	PROPN
японские	יפנים	японский	יפנים	ADJ;NOM;PL	N;MASC;PL
спрашивает	נשאל	спрашивать	נשאל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;3;PST;MID
спрашивает	ביקש	спрашивать	ביקש	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;3;PST;ACT
спрашивает	שאל	спрашивать	שאל	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
спрашивает	שואל	спрашивать	שאל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
спрашивает	שואלת	спрашивать	שאל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
рыба	דג	рыба	דג	N;ANIM;NOM;FEM;SG	
рыба	פיש	рыба	פיש	N;ANIM;NOM;FEM;SG	PROPN
рыба	דגים	рыба	דג	N;ANIM;NOM;FEM;SG	N;MASC;PL
украинские	אוקראיני	украинский	אוקראיני	ADJ;NOM;PL	PROPN
борец	מתאבק	борец	התאבק	N;ANIM;NOM;MASC;SG	V;MASC;SG;V.PTCP
вьетнама	וייטנאמים	вьетнам	וייטנאמי	N;INAN;GEN;MASC;SG	N;MASC;PL
традиций	מסורת	традиция	מסורת	N;INAN;GEN;FEM;PL	N;FEM;SG
оставшихся	נותר	остаться	נותר	V;PFV;GEN;PL;PST;V.PTCP;MID	V;MASC;SG;V.PTCP;MID
оставшихся	נותרה	остаться	נותר	V;PFV;GEN;PL;PST;V.PTCP;MID	V;FEM;SG;3;PST;MID
оставшихся	שנותרו	остаться	שנותר	V;PFV;GEN;PL;PST;V.PTCP;MID	
кристофер	כריסטופר	кристофер	כריסטופר	N;ANIM;NOM;MASC;SG	PROPN
подписи	החתימה	подпись	החתים	N;INAN;NOM;FEM;PL	V;FEM;SG;3;PST;ACT
подписи	חתימה	подпись	חתימה	N;INAN;NOM;FEM;PL	N;FEM;SG
мастерская	המלאכה	мастерская	המלאכה	N;INAN;NOM;FEM;SG	PROPN
мастерская	הסדנה	мастерская	הסדנה	N;INAN;NOM;FEM;SG	
выигрывает	נצחונות	выигрывать	נצחון	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
выигрывает	זוכה	выигрывать	זכה	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
выигрывает	מנצח	выигрывать	מנצח	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;SG
выигрывает	מנצחת	выигрывать	ניצח	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
выигрывает	ניצחונות	выигрывать	ניצחון	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
еврейский	יהודייה	еврейский	יהודי	ADJ;NOM;MASC;SG	PROPN
еврейский	יהודית	еврейский	יהודית	ADJ;NOM;MASC;SG	PROPN
еврейский	יהדות	еврейский	יהדות	ADJ;NOM;MASC;SG	N;FEM;SG
еврейский	יהודים	еврейский	יהודי	ADJ;NOM;MASC;SG	N;MASC;PL
еврейский	יהודיה	еврейский	None	ADJ;NOM;MASC;SG	PROPN
еврейский	יהודי	еврейский	יהודי	ADJ;NOM;MASC;SG	N;MASC;SG
еврейский	עברית	еврейский	עברית	ADJ;NOM;MASC;SG	PROPN
еврейский	בעברית	еврейский	בעברית	ADJ;NOM;MASC;SG	
моменты	moments	момент	moments	N;INAN;NOM;MASC;PL	
видели	נראתה	видеть	נראה	V;IPFV;IND;PL;PST;FIN;ACT	V;FEM;SG;3;PST;MID
атлетико	אתלטיקו	атлетика	אתלטיקו	N;INAN;NOM;MASC;SG	PROPN
атлетико	אתלטיקו	атлетика	אתלטיקו	N;INAN;NOM;MASC;SG	PROPN
дар	דאר	дар	דאר	N;INAN;NOM;MASC;SG	PROPN
дар	מתנה	дар	מתנה	N;INAN;NOM;MASC;SG	
сталин	סטלין	сталин	סטלין	N;ANIM;NOM;MASC;SG	PROPN
сталин	סטאלין	сталин	סטאלין	N;ANIM;NOM;MASC;SG	PROPN
предоставляет	מספק	предоставлять	סיפק	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
предоставляет	מספקת	предоставлять	סיפק	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP;ACT
елены	הלנה	елены	הלנה	N;ANIM;NOM;FEM;PL	PROPN
ист	מזרחה	ист	מזרחה	N;INAN;NOM;NEUT;SG	ADV
ист	המזרח	ист	המזרח	N;INAN;NOM;NEUT;SG	PROPN
ист	איסט	ист	איסט	N;INAN;NOM;NEUT;SG	PROPN
грин	גרין	грин	מה"גרין		PROPN
латвия	לטביה	латвия	לטביה	N;INAN;NOM;FEM;SG	PROPN
сухой	יבשים	сухой	יבש	ADJ;NOM;MASC;SG	N;MASC;PL
сухой	יבש	сухой	יבש	ADJ;NOM;MASC;SG	
сухой	יבשה	сухой	יבשה	ADJ;NOM;MASC;SG	N;FEM;SG
экономическая	כלכלית	экономический	כלכלי	ADJ;NOM;FEM;SG	ADV
ленты	מאכיל	лента	מאכיל	N;INAN;NOM;FEM;PL	V;MASC;SG;V.PTCP;ACT
ученые	אקדמיה	ученый	אקדמיה	N;ANIM;NOM;MASC;PL	PROPN
