funkcjonowanie	العمليات	funkcjonowanie	عَمَلِيَّة	N;NOM;NEUT;SG	N;NOM;DEF;PL
odwołania	الطعن	odwołać	طَعن	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
odwołania	نداء	odwołać	نِدَاء	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
odwołania	الاستئناف	odwołać	اِستِئنَاف	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
odwołania	استئناف	odwołać	اِستِئنَاف	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
karny	الجزاء	karny	جَزَاء		N;NOM;DEF;SG
karny	العقوبة	karny	عُقُوبَة		N;NOM;DEF;SG
karny	عقوبة	karny	عُقُوبَة		N;NOM;INDF;SG
smitha	سميث	smith	سمِيث	N;ACC;MASC;SG	
gibson	جبسون	gibson	جبسون		
gibson	جيبسون	gibson	جِيبسُون		
gibson	غيبسون	gibson	غيبسون		
elity	نخبة	elita	نُخبَة		N;NOM;INDF;SG
elity	النخبة	elita	نُخبَة		N;NOM;DEF;SG
cień	ظلال	cień	ظَلَال		N;NOM;INDF;SG
cień	الظلال	cień	ظَلَال		N;NOM;DEF;PL
cień	الظل	cień	ظِلّ		N;NOM;DEF;SG
cień	الظل	cień	ظِلّ		N;NOM;DEF;SG
cień	ظل	cień	ظَلّ		V;PFV;MASC;SG;3;ACT
cień	الظل	cień	ظِلّ		N;NOM;DEF;SG
automatyczne	اوتو	automatyczny	أُوتُو	ADJ;NOM;NEUT;SG	
automatyczne	اليا	automatyczny	إِلَى	ADJ;NOM;NEUT;SG	
automatyczne	تلقائي	automatyczny	تلقائي	ADJ;NOM;NEUT;SG	
automatyczne	تلقائيا	automatyczny	تِلقَائِيّ	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
nassau	ناسو	nassa	ناسو	PROPN;NOM;MASC;SG	
nassau	ناساو	nassa	ناساو	PROPN;NOM;MASC;SG	
hindi	هندية	hindia	هِندِيّ		ADJ;NOM;INDF;FEM;SG
hindi	هندي	hindia	هِندِيّ		ADJ;NOM;INDF;MASC;SG
hindi	الهندية	hindia	الهندية		
interesy	العمل	interes	عَمَل	N;NOM;MASC;PL	N;NOM;DEF;SG
interesy	عمل	interes	عَمَل	N;NOM;MASC;PL	N;NOM;INDF;SG
jedenaście	e	jedenaście	هُوَ		
odbiorców	المستفيدين	odbioriec	مُستَفِيد	N;ACC;MASC;PL	ADJ;ACC;DEF;MASC;PL
odbiorców	المستفيدون	odbioriec	مُستَفِيد	N;ACC;MASC;PL	ADJ;NOM;DEF;MASC;PL
odbiorców	جمهور	odbioriec	جُمهُور	N;ACC;MASC;PL	N;NOM;INDF;SG
odbiorców	الجمهور	odbioriec	جُمهُور	N;ACC;MASC;PL	N;NOM;DEF;SG
narkotyków	عقار	narkotyk	عَقَار	N;GEN;MASC;PL	N;NOM;INDF;SG
uczony	عالم	uczony	عَالَم	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
uczony	العلماء	uczony	عَالِم	ADJ;NOM;MASC;SG	N;NOM;DEF;PL
uczony	العالم	uczony	عَالَم	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
uczony	الباحث	uczony	بَاحِث	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
uczony	عالم	uczony	عَالَم	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
uczony	باحث	uczony	بَاحِث	ADJ;NOM;MASC;SG	N;NOM;INDF;SG
alpejskie	الالب	alpejski	أَلب	ADJ;NOM;NEUT;SG	
spring	ربيع	spring	ربيع		
spring	الربيع	spring	رَبِيع		N;NOM;DEF;SG
pal	دخان	pal	دَخَّان		N;NOM;INDF;SG
pal	الدخان	pal	دَخَّان		N;NOM;DEF;SG
waltera	والتر	walter	والتر	N;ACC;MASC;SG	
skale	ميزان	skała	مِيزَان		N;NOM;INDF;SG
negocjacje	التفاوض	negocjacja	تَفَاوُض	N;NOM;FEM;PL	N;NOM;DEF;SG
negocjacje	تفاوض	negocjacja	تَفَاوُض	N;NOM;FEM;PL	N;NOM;INDF;SG
negocjacje	التفاوض	negocjacja	تَفَاوُض	N;NOM;FEM;PL	N;NOM;DEF;SG
negocjacje	تفاوض	negocjacja	تَفَاوُض	N;NOM;FEM;PL	N;NOM;INDF;SG
robota	روبوت	robota	رُوبُوت		
robota	الروبوت	robota	رُوبُوت		N;NOM;DEF;SG
kręgów	فقرات	krąg	فَقرَة	N;GEN;MASC;PL	N;NOM;INDF;PL
kingston	كنغستون	kingston	كنغستون		
kingston	كينغستون	kingston	كِينغستُون		
późno	اواخر	późno	آخِر	ADV	ADJ;NOM;INDF;MASC;PL
późno	تاخر	późno	تَأَخُّر	ADV	N;NOM;INDF;SG
późno	متاخرة	późno	مُتَاخِر	ADV	ADJ;NOM;INDF;FEM;SG
późno	متاخر	późno	مُتَأَخِّر	ADV	ADJ;NOM;INDF;MASC;SG
bruksela	بروكسل	bruksel	برُوكسِل	N;NOM;FEM;SG	
angela	انجيلا	angel	أَنجِيلَا	PROPN;NOM;FEM;SG	
panowie	سادة	pan	سَادَة	N;NOM;MASC;PL	
prowincje	الاقاليم	prowincja	أَقلَام	N;NOM;FEM;PL	
wzmocnienia	تقوية	wzmocnić	تَقوِيَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
wzmocnienia	تعزيز	wzmocnić	تَعزِيز	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
wzmocnienia	تقوية	wzmocnić	تَقوِيَة	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;INDF;SG
wzmocnienia	التعزيز	wzmocnić	تَعزِيز	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;NOM;DEF;SG
obawy	مخاوف	obawa	مَخَافَة		N;NOM;INDF;PL
obawy	الاهتمامات	obawa	اِهتِمَام		N;NOM;DEF;PL
obawy	الشواغل	obawa	شَاغِل		N;NOM;DEF;PL
obawy	مخاوف	obawa	مَخَافَة		N;NOM;INDF;PL
obawy	المخاوف	obawa	مَخَافَة		N;NOM;DEF;PL
wapnia	كالسيوم	wapniać	كالسيوم		
wapnia	الكالسيوم	wapniać	الكالسيوم		
zapisać	حفظ	zapisać	حِفظ	V;PFV;NFIN;ACT	
zapisać	انقاذ	zapisać	إِنقَاذ	V;PFV;NFIN;ACT	N;NOM;INDF;SG
zapisać	احفظ	zapisać	أَحفَظ	V;PFV;NFIN;ACT	
dodane	رفعت	dodać	رَفَع	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
dodane	اضاف	dodać	أَضَاف	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
dodane	اضيف	dodać	أَضِيف	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
dodane	اضيفت	dodać	أَضَاف	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;PASS
bella	بيلا	bella	بَيل		
szczerze	المخلص	szczerze	مُخَلَّص		N;NOM;DEF;SG
szczerze	بصراحة	szczerze	بصراحة		N;NOM;INDF;SG
szczerze	صراحة	szczerze	صَرَاحَة		N;NOM;INDF;SG
szczerze	بصدق	szczerze	بصدق		
słuchaczy	المستمعين	słuchaczyć	مُستَمِعّ	N;GEN;MASC;PL	ADJ;ACC;DEF;MASC;PL
ban	بحظر	ban	بحظر		
ban	الحظر	ban	حَظر		N;NOM;DEF;SG
ban	حظر	ban	حَظر		N;NOM;INDF;SG
władzom	سلطات	władza	سُلطَة	N;DAT;FEM;PL	N;NOM;INDF;PL
władzom	السلطات	władza	سُلطَة	N;DAT;FEM;PL	N;NOM;DEF;PL
wykonawczy	التنفيذي	wykonawczy	تَنفِيذِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;DEF;MASC;SG
wykonawczy	تنفيذي	wykonawczy	تَنفِيذِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC;SG
wykonawczy	تنفيذية	wykonawczy	تَنفِيذِيّ	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;FEM;SG
rozporządzenia	اللوائح	rozporządzenie	لَائِحَة	N;NOM;NEUT;SG	N;NOM;DEF;PL
rozporządzenia	الانظمة	rozporządzenie	نِظَام	N;NOM;NEUT;SG	N;NOM;DEF;PL
rozporządzenia	انظمة	rozporządzenie	نِظَام	N;NOM;NEUT;SG	N;NOM;INDF;PL
hunt	هنت	hunt	هُنَا		
hunt	هانت	hunt	هٰذَا		
rap	الراب	rapa	رَاب		N;NOM;DEF;SG
rap	راب	rapa	رَاب		N;NOM;INDF;SG
wiecznie	للابد	wiecznie	للابد	ADV	N;NOM;DEF;SG
wiecznie	الابد	wiecznie	الابد	ADV	N;NOM;DEF;SG
czarni	السود	czarny	أَسوَد	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;NOM;DEF;PL
wind	المصاعد	wind	مَصعَد		N;NOM;DEF;PL
klan	عشيرة	klana	عشيرة		N;NOM;INDF;SG
klan	العشيرة	klana	عَشِيرَة		N;NOM;DEF;SG
klan	كلان	klana	كُلَّان		
atomów	الذرات	atom	ذِرَة	N;GEN;MASC;PL	N;NOM;DEF;PL
atomów	ذرات	atom	ذِرَة	N;GEN;MASC;PL	N;NOM;INDF;PL
durham	دورهام	durhać	دورهام	V;IPFV;IND;SG;2;PRS;FIN;ACT	
tang	تانغ	tang	تانغ		
tang	تانج	tang	تَانج		
elektroniczne	الكترونيا	elektroniczny	كِترُونِيَا	ADJ;NOM;NEUT;SG	ADJ;ACC;INDF;MASC;SG
wyprodukowane	انتج	wyprodukować	أَنتَج	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
wyprodukowane	المصنعة	wyprodukować	مُصَنَّع	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;DEF;SG
cape	العباءة	capy	عِبَاءَة	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
cape	الراس	capy	رَأس	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;DEF;SG
cape	عباءة	capy	عِبَاءَة	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;INDF;SG
austriackie	النمساوي	austriacki	نِمسَاوِيّ	ADJ;NOM;NEUT;SG	N;NOM;DEF;SG
austriackie	النمساوية	austriacki	نِمسَاوِيّ	ADJ;NOM;NEUT;SG	
kill	اقتل	kill	اِقتَلّ		
saudyjskiej	السعودية	saudyjski	سَعُودِيَّة	ADJ;GEN;FEM;SG	N;NOM;DEF;SG
saudyjskiej	سعودي	saudyjski	سَعُودِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
saudyjskiej	السعودي	saudyjski	سَعُودِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;DEF;MASC;SG
saudyjskiej	المملكة	saudyjski	مَملَكَة	ADJ;GEN;FEM;SG	N;NOM;DEF;SG
chorwacja	كرواتيا	chorwacja	كُرُوَاتِيَا	N;NOM;FEM;SG	
ciężka	الثقيل	ciężka	ثَقِيل	ADJ;NOM;FEM;SG	
ciężka	الثقيلة	ciężka	ثَقِيل	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
narządów	العضو	narząd	عُضو	N;GEN;MASC;PL	N;NOM;DEF;SG
richardson	ريتشاردسون	richardson	ريتشاردسون	PROPN;NOM;MASC;SG	
egipski	المصري	egipski	مِصرِيّ	ADJ;NOM;MASC;SG	N;NOM;DEF;SG
słoweński	السلوفينية	słoweński	سلُوفِينِيّ	ADJ;NOM;MASC;SG	
tyler	تايلر	tyler	تايلر	PROPN;NOM;MASC;SG	
tyler	تيلر	tyler	أَيلَر	PROPN;NOM;MASC;SG	
obrad	المداولات	obrady	مُدَاوَلَة		N;NOM;DEF;PL
obrad	مداولات	obrady	مُدَاوَلَة		N;NOM;INDF;PL
holmes	هولمز	holmes	هولمز		
osłony	الدروع	osłon	دَرع	N;ACC;FEM;PL	N;NOM;DEF;PL
osłony	شيلد	osłon	شيلد	N;ACC;FEM;PL	
osłony	الدرع	osłon	دَرع	N;ACC;FEM;PL	N;NOM;DEF;SG
osłony	درعا	osłon	دَرَّع	N;ACC;FEM;PL	
osłony	درع	osłon	دَرع	N;ACC;FEM;PL	
komunistyczna	الشيوعية	komunistyczny	شُيُوعِيَّة	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
komunistyczna	الشيوعي	komunistyczny	شُيُوعِيّ	ADJ;NOM;FEM;SG	N;NOM;DEF;SG
stawki	المعدل	stawka	مُعَدَّل		N;NOM;DEF;SG
stawki	معدل	stawka	مُعَدَّل		N;NOM;INDF;SG
stawki	المعدلات	stawka	مُعَدَّل		N;NOM;DEF;PL
stawki	معدلات	stawka	مُعَدَّل		N;NOM;INDF;PL
wybrani	مختار	wybrany	مختار	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS	
wybrani	المختار	wybrany	المختار	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS	
antiochii	انطاكية	antiochia	إِنطَاكِيّ	N;GEN;FEM;SG	
betty	بيتى	betty	بِيتِي	V;IPFV;IND;SG;1;PRS;FIN;ACT	
betty	بيتي	betty	بِيتِي	V;IPFV;IND;SG;1;PRS;FIN;ACT	
latarnia	مشعل	latarniać	مشعل	N;NOM;FEM;SG	
latarnia	بيكون	latarniać	بَيكُون	N;NOM;FEM;SG	
player	مشغل	player	مُشَغِّل		N;NOM;INDF;SG
player	اللاعب	player	لَاعِب		N;NOM;DEF;SG
player	لاعب	player	لَاعِب		N;NOM;INDF;SG
player	play	player	شَضِيف		
espn	e	espn	هُوَ	PROPN;NOM;MASC;SG	
maserati	مازيراتي	maserat	مازيراتي		
smok	تنين	smok	تَنَيَّن	N;NOM;MASC;SG	
masakry	المذابح	masakier	مَذبَحَة		N;NOM;DEF;PL
banków	بانكس	bank	بَانكس	N;GEN;MASC;PL	
banków	البنوك	bank	بَنك	N;GEN;MASC;PL	N;NOM;DEF;PL
banków	المصارف	bank	مَصرِف	N;GEN;MASC;PL	N;NOM;DEF;PL
banków	بنوك	bank	بَنك	N;GEN;MASC;PL	N;NOM;INDF;PL
banków	مصارف	bank	مَصرِف	N;GEN;MASC;PL	N;NOM;INDF;PL
ricky	ريكي	rick	ريكي	PROPN;NOM;MASC;SG	
napisano	كتب	napisać	كَتَب	V;PFV;IND;0;PST;FIN;ACT	V;PFV;MASC;SG;3;ACT
napisano	مكتوب	napisać	مَكتُوب	V;PFV;IND;0;PST;FIN;ACT	
napisano	خطية	napisać	خَطِّيّ	V;PFV;IND;0;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
napisano	مكتوبة	napisać	مَكتُوب	V;PFV;IND;0;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
politycznie	سياسيا	politycznie	سِيَاسِيّ	ADV	ADJ;ACC;INDF;MASC;SG
chi	تشي	chito	تشي		
wspólnot	المجتمعات	wspólnot	مُجتَمِع		ADJ;NOM;DEF;FEM;PL
wspólnot	الجاليات	wspólnot	جَالِي		N;NOM;DEF;PL
sytuacje	الوضع	sytuacja	وَضع	N;NOM;FEM;PL	N;NOM;DEF;SG
sytuacje	الموقف	sytuacja	مَوقِف	N;NOM;FEM;PL	N;NOM;DEF;SG
sytuacje	الحالة	sytuacja	حَالَة	N;NOM;FEM;PL	N;NOM;DEF;SG
guido	غويدو	guido	غويدو	PROPN;NOM;MASC;SG	
guido	جويدو	guido	جويدو	PROPN;NOM;MASC;SG	
navarro	نافارو	navarro	نافارو		
szkody	الاصابة	szkoda	إِصَابَة		N;NOM;DEF;SG
szkody	اصابة	szkoda	إِصَابَة		N;NOM;INDF;SG
szkody	الاضرار	szkoda	ضَرَر		N;NOM;DEF;PL
szkody	اضرار	szkoda	ضَرَر		N;NOM;INDF;PL
szkody	ضرر	szkoda	ضَرَّر		N;NOM;INDF;SG
szkody	الضرر	szkoda	ضَرر		N;NOM;DEF;SG
szkody	الاضرار	szkoda	ضَرَر		N;NOM;DEF;PL
szkody	اضرار	szkoda	ضَرَر		N;NOM;INDF;PL
szkody	التعويضات	szkoda	تَعوِيض		N;NOM;DEF;PL
eye	عين	e	عين		
eye	العين	e	عَين		N;NOM;DEF;SG
pochówku	الدفن	pochówek	دَفن	N;GEN;MASC;SG	N;NOM;DEF;SG
notre	نوت	notry	نَوت		
zakopane	دفنت	zakopać	دَفَن	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
zakopane	دفن	zakopać	دَفَن	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
odpowiedział	اجاب	odpowiedzieć	أَجَاب	V;PFV;MASC;IND;SG;PST;FIN;ACT	
odpowiedział	ورد	odpowiedzieć	وَرَد	V;PFV;MASC;IND;SG;PST;FIN;ACT	
odpowiedział	اجاب	odpowiedzieć	أَجَاب	V;PFV;MASC;IND;SG;PST;FIN;ACT	
flash	الوميض	flash	وَمِيض		N;NOM;DEF;SG
flash	وميض	flash	وميض		
flash	فلاش	flash	فلاش		
biblijne	التوراتي	biblijny	تُورَاتِيّ	ADJ;NOM;NEUT;SG	
honorowe	فخري	honorowy	فَخرِيّ	ADJ;NOM;NEUT;SG	
honorowe	شريف	honorowy	شريف	ADJ;NOM;NEUT;SG	
court	محكمة	court	مَحكَمَة		N;NOM;INDF;SG
court	المحكمة	court	مَحكَمَة		N;NOM;DEF;SG
court	المحاكم	court	مَحكَمَة		N;NOM;DEF;PL
chronione	محمية	chronić	محمية	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;INDF;SG
organizm	الكائن	organizm	كَائِن	N;ACC;MASC;SG	N;NOM;DEF;SG
zaprojektowane	صمم	zaprojektować	صَمَّم	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zaprojektowane	صممت	zaprojektować	صَمَّم	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
devon	ديفون	devon	دَيفُون		
wyglądał	نظرت	wyglądać	نَظَر	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
wyglądał	بدت	wyglądać	بَدَا	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;FEM;SG;3;ACT
tancerka	الراقصة	tancerka	رَاقِص	N;NOM;FEM;SG	
txt	txt	txt	قَثَّة		
transformacji	تحويل	transformacja	تَحوِيل	N;GEN;FEM;SG	N;NOM;INDF;SG
transformacji	تحول	transformacja	تَحَوَّل	N;GEN;FEM;SG	V;PFV;MASC;SG;3;ACT
transformacji	التحول	transformacja	تَحَوُّل	N;GEN;FEM;SG	N;NOM;DEF;SG
transformacji	التحويل	transformacja	تَحوِيل	N;GEN;FEM;SG	N;NOM;DEF;SG
dawn	داون	dawny	دَان		
dawn	الفجر	dawny	فَجر		N;NOM;DEF;SG
dawn	فجر	dawny	فَجر		N;NOM;INDF;SG
alina	الينا	alina	الينا	PROPN;NOM;FEM;SG	
prawidłowo	صحح	prawidłowo	صَحِح	ADV	V;PFV;MASC;SG;3;ACT
dywizje	الشعب	dywizja	شَعب	N;NOM;FEM;PL	N;NOM;DEF;SG
dywizje	شعب	dywizja	شَعب	N;NOM;FEM;PL	N;NOM;INDF;SG
sven	سفين	sven	سَفِين	PROPN;NOM;MASC;SG	
warianty	متغيرات	wariant	مُتَغَيِّر	N;NOM;MASC;PL	ADJ;NOM;INDF;FEM;PL
warianty	المتغيرات	wariant	مُتَغَيِّر	N;NOM;MASC;PL	ADJ;NOM;DEF;FEM;PL
wydajność	الاداء	wydajność	أَدَاء	N;ACC;FEM;SG	N;NOM;DEF;SG
wydajność	اداء	wydajność	أَدَاء	N;ACC;FEM;SG	N;NOM;INDF;SG
wydajność	انتاجية	wydajność	إِنتَاجِيّ	N;ACC;FEM;SG	ADJ;NOM;INDF;FEM;SG
wydajność	الانتاجية	wydajność	إِنتَاجِيَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
wydajność	كفاءة	wydajność	كَفَاءَة	N;ACC;FEM;SG	N;NOM;INDF;SG
wydajność	الكفاءة	wydajność	كَفَاءَة	N;ACC;FEM;SG	N;NOM;DEF;SG
wydajność	الفعالية	wydajność	فَعَّالِيَّة	N;ACC;FEM;SG	N;NOM;DEF;SG
nosa	الانف	nos	أَنف	N;GEN;MASC;SG	N;NOM;DEF;SG
nosa	انف	nos	أَنف	N;GEN;MASC;SG	N;NOM;INDF;SG
campo	كامبو	campo	كامبو	V;IPFV;IND;SG;2;PRS;FIN;ACT	
kenny	كيني	kenny	كِينِيّ	PROPN;NOM;MASC;SG	
piloci	الطيارين	pilot	طَيَّار	N;NOM;MASC;PL	N;ACC;DEF;DU
pozwolenie	اسمح	pozwolenie	أَسمَح	N;PFV;NOM;NEUT;SG;POS;V.MSDR	PRO;NOM;MASC;SG;2
bennett	بينيت	bennett	بَينِيّ	N;NOM;MASC;SG	
jądrowej	نووية	jądrowy	نَوَوِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;FEM;SG
jądrowej	نووي	jądrowy	نَوَوِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;INDF;MASC;SG
jądrowej	النووية	jądrowy	نَوَوِيّ	ADJ;GEN;FEM;SG	ADJ;NOM;DEF;FEM;SG
hancock	هانكوك	hancock	هانكوك	PROPN;NOM;MASC;SG	
negocjacji	التفاوض	negocjacja	تَفَاوُض	N;GEN;FEM;SG	N;NOM;DEF;SG
negocjacji	تفاوض	negocjacja	تَفَاوُض	N;GEN;FEM;SG	N;NOM;INDF;SG
negocjacji	المفاوضات	negocjacja	مُفَاوَضَة	N;GEN;FEM;SG	N;NOM;DEF;PL
negocjacji	مفاوضات	negocjacja	مُفَاوَضَة	N;GEN;FEM;SG	N;NOM;INDF;PL
negocjacji	التفاوض	negocjacja	تَفَاوُض	N;GEN;FEM;SG	N;NOM;DEF;SG
negocjacji	تفاوض	negocjacja	تَفَاوُض	N;GEN;FEM;SG	N;NOM;INDF;SG
negocjacji	المفاوضات	negocjacja	مُفَاوَضَة	N;GEN;FEM;SG	N;NOM;DEF;PL
negocjacji	مفاوضات	negocjacja	مُفَاوَضَة	N;GEN;FEM;SG	N;NOM;INDF;PL
personel	الموظفين	personel	مُوَظَّف	N;NOM;MASC;SG	N;NOM;DEF;PL
personel	الموظفون	personel	مُوَظَّف	N;NOM;MASC;SG	N;NOM;DEF;PL
personel	الافراد	personel	فَرد	N;NOM;MASC;SG	N;NOM;DEF;PL
personel	الموظفون	personel	مُوَظَّف	N;NOM;MASC;SG	N;NOM;DEF;PL
personel	موظفون	personel	مُوَظَّف	N;NOM;MASC;SG	N;NOM;INDF;PL
personel	الموظفين	personel	مُوَظَّف	N;NOM;MASC;SG	N;NOM;DEF;PL
licznik	مضاد	licznik	مُضَادّ	N;NOM;MASC;SG	
ibrahim	ابراهيم	ibrahi	ابراهيم	PROPN;NOM;MASC;SG	
czasowo	مؤقتا	czasowo	مُؤَقَّت	ADV	ADJ;ACC;INDF;MASC;SG
patrząc	النظر	patrzeć	نَظَر	V;IPFV;PRS;V.CVB;ACT	N;NOM;DEF;SG
brno	برنو	brno	برنو	PROPN;NOM;NEUT;SG	
pancerz	درعا	pancerz	دَرَّع	N;NOM;MASC;SG	
pancerz	درع	pancerz	دَرع	N;NOM;MASC;SG	
pancerz	درع	pancerz	دَرع	N;NOM;MASC;SG	
przekazanie	ارسال	przekazać	ارسال	N;PFV;NOM;NEUT;SG;POS;V.MSDR	
trwał	دائم	trwać	دَائِم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
trwał	دائمة	trwać	دَائِم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
trwał	دائم	trwać	دَائِم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
trwał	الدائم	trwać	دَائِم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;DEF;MASC;SG
trwał	دائمة	trwać	دَائِم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;FEM;SG
trwał	دايم	trwać	دايم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
trwał	الدائمة	trwać	دَائِم	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;DEF;FEM;SG
hektarów	الهكتارات	hektar	هِكتَار	N;GEN;MASC;PL	N;NOM;DEF;PL
rozwiązana	حلت	rozwiązać	حَلّ	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
rozwiązana	حللت	rozwiązać	حَلَّل	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
rekonstrukcji	التعمير	rekonstrukcja	تَعمِير	N;GEN;FEM;SG	N;NOM;DEF;SG
bólu	الالم	ból	أَلم	N;GEN;MASC;SG	N;NOM;DEF;SG
bólu	الم	ból	إِلم	N;GEN;MASC;SG	N;NOM;DEF;SG
kompetencje	الاختصاص	kompetencja	اِختِصَاص	N;NOM;FEM;PL	N;NOM;DEF;SG
kompetencje	الكفاءة	kompetencja	كَفَاءَة	N;NOM;FEM;PL	N;NOM;DEF;SG
przekształcenie	تحول	przekształcenie	تَحَوَّل	N;NOM;NEUT;SG	V;PFV;MASC;SG;3;ACT
rocha	روشا	rochać	روشا		
wiązania	سندات	wiązanie	سَنَد	N;NOM;NEUT;SG	N;NOM;INDF;PL
wiązania	السندات	wiązanie	سَنَد	N;NOM;NEUT;SG	N;NOM;DEF;PL
chad	تشاد	chad	تشَاد		
chad	شاد	chad	شَادّ		
estonia	استونيا	estonia	إِستُونِيَا		
pierwotnym	الاصلي	pierwotny	أَصلِيّ	ADJ;INS;MASC;SG	ADJ;NOM;DEF;MASC;SG
pierwotnym	اصلي	pierwotny	أَصلِيّ	ADJ;INS;MASC;SG	
pierwotnym	الاصلية	pierwotny	أَصلِيّ	ADJ;INS;MASC;SG	ADJ;NOM;DEF;FEM;SG
pierwotnym	الاصل	pierwotny	أَصل	ADJ;INS;MASC;SG	
pierwotnym	اصلية	pierwotny	أَصلِيّ	ADJ;INS;MASC;SG	ADJ;NOM;INDF;FEM;SG
gałąź	الفرع	gałąź	فَرع	N;ACC;FEM;SG	N;NOM;DEF;SG
gałąź	فرع	gałąź	فَرع	N;ACC;FEM;SG	N;NOM;INDF;SG
gałąź	برانش	gałąź	برانش	N;ACC;FEM;SG	
pracownika	موظف	pracownik	مُوَظَّف	N;ACC;MASC;SG	N;NOM;INDF;SG
pracownika	الموظف	pracownik	مُوَظَّف	N;ACC;MASC;SG	N;NOM;DEF;SG
pracownika	موظفة	pracownik	مُوَظَّف	N;ACC;MASC;SG	N;NOM;INDF;SG
pracownika	العامل	pracownik	عَامِل	N;ACC;MASC;SG	N;NOM;DEF;SG
pracownika	عامل	pracownik	عَامِل	N;ACC;MASC;SG	N;NOM;INDF;SG
sudanu	السودان	sudan	سُودَان	N;GEN;MASC;SG	N;NOM;DEF;SG
sudanu	السودانيين	sudan	سُودَانِيّ	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;PL
sudanu	سوداني	sudan	سُودَانِيّ	N;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
sudanu	السوداني	sudan	سُودَانِيّ	N;GEN;MASC;SG	ADJ;NOM;DEF;MASC;SG
