から	от	から	от	CONJ	ADP
レッズ	червени	レッズ	червен	PROPN	ADJ;INDF;PL
スワン	суон	スワン	суон	N	PROPN;INDF;MASC;SG
沈黙	тишина	沈黙	тишина	V	N;INDF;FEM;SG
沈黙	мълчание	沈黙	мълчание	V	N;INDF;NEUT;SG
沈黙	мълчанието	沈黙	мълчание	V	N;DEF;NEUT;SG
沈黙	тишината	沈黙	тишина	V	N;DEF;FEM;SG
ユタ	юта	ユタ	юта	PROPN	PROPN;INDF;FEM;SG
ケント	кент	ケント	кент	PROPN	PROPN;INDF;MASC;SG
東名	томей	東名	томей	PROPN	N;INDF;MASC;SG
マヤ	мая	マヤ	мая	PROPN	N;INDF;FEM;SG
呼び出し	зов	呼び出し	зов	V	N;INDF;MASC;SG
並列	паралелно	並列	паралелно	N	ADV
並列	успоредно	並列	успореден	N	ADV
並列	успоредни	並列	успореден	N	ADJ;INDF;PL
並列	паралелна	並列	паралелен	N	ADJ;INDF;FEM;SG
並列	паралелни	並列	паралелен	N	ADJ;INDF;PL
ローソン	лоусън	ローソン	лоусън	PROPN	PROPN;INDF;MASC;SG
ミサ	масов	ミサ	масов	N	ADJ;INDF;MASC;SG
ミサ	масово	ミサ	масово	N	ADV
オバマ	обама	オバマ	обам	PROPN	N;INDF;MASC;SG
暗い	тъмно	暗い	тъмно	ADJ	ADV
ルース	рут	ルース	рут	PROPN	PROPN;INDF;FEM;SG
熱い	горещо	熱い	горещо	ADJ	ADV
熱い	секси	熱い	секса	ADJ	N;INDF;FEM;PL
輝き	сияние	輝く	сияние	V	N;INDF;NEUT;SG
ミント	мента	ミント	мента	PROPN	N;INDF;FEM;SG
ベンツ	бенц	ベンツ	бенц	PROPN	N;INDF;MASC;SG
融資	заем	融資	заем	V	N;INDF;MASC;SG
融資	заеми	融資	заем	V	N;INDF;MASC;PL
融資	кредити	融資	кредит	V	N;INDF;MASC;PL
融資	финансиране	融資	финансиране	V	N;INDF;NEUT;SG
プロフェッショナル	професионални	プロフェッショナル	професионален	N	ADJ;INDF;PL
プロフェッショナル	професионална	プロフェッショナル	професионален	N	ADJ;INDF;FEM;SG
プロフェッショナル	професионален	プロフェッショナル	професионален	N	ADJ;INDF;MASC;SG
プロフェッショナル	професионално	プロフェッショナル	професионално	N	ADV
ストック	стокхолм	ストック	стокхолм	N	PROPN;INDF;MASC;SG
バトラー	бътлър	バトラー	бътлър	PROPN	PROPN;INDF;MASC;SG
バトラー	иконом	バトラー	иконом	PROPN	N;INDF;MASC;SG
偶数	дори	偶数	дори	N	PART
偶数	даже	偶数	даже	N	PART
コラボ	сътрудничество	コラボ	сътрудничество	PROPN	N;INDF;NEUT;SG
ソユーズ	союз	ソユーズ	союз	PROPN	PROPN;INDF;MASC;SG
フランコ	франко	フランコ	франко	PROPN	N;INDF;MASC;SG
放火	палеж	放火	палеж	V	N;INDF;MASC;SG
放火	палежи	放火	палежа	V	N;INDF;MASC;PL
武雄	такео	武雄	такео	PROPN	PROPN;INDF;MASC;SG
忠誠	вярност	忠誠	вярност	V	N;INDF;FEM;SG
忠誠	преданост	忠誠	преданост	V	N;INDF;FEM;SG
ゆか	юка	ゆく	юка	PROPN	PROPN;INDF;MASC;SG
使い	използване	使う	използване	V	N;INDF;NEUT;SG
使い	употреба	使う	употреба	V	N;INDF;FEM;SG
クリントン	клинтън	クリントン	клинтън	PROPN	PROPN;INDF;MASC;SG
アスキー	ascii	アスキー	ascii	PROPN	N;INDF;MASC;SG
ベラルーシ	беларус	ベラルーシ	беларус	PROPN	PROPN;INDF;MASC;SG
ベラルーシ	беларус	ベラルーシ	беларус	PROPN	PROPN;INDF;MASC;SG
ドミニカ	доминиканската	ドミニカ	доминикански	PROPN	ADJ;DEF;FEM;SG
ドミニカ	доминика	ドミニカ	доминика	PROPN	N;INDF;FEM;SG
リバウンド	отскок	リバウンド	отскок	V	N;INDF;MASC;SG
マルタ	малтийски	マルタ	малтийски	PROPN	ADJ;INDF;MASC;SG
マルタ	малта	マルタ	малта	PROPN	N;INDF;FEM;SG
ゆず	юзу	ゆず	юзу	PROPN	N;INDF;MASC;SG
ゾウ	слонове	ゾウ	слон	PROPN	N;INDF;MASC;PL
ゾウ	слоновете	ゾウ	слон	PROPN	N;DEF;MASC;PL
ゾウ	слонове	ゾウ	слон	PROPN	N;INDF;MASC;PL
ゾウ	слон	ゾウ	слон	PROPN	N;INDF;MASC;SG
サイボーグ	киборг	サイボーグ	киборг	PROPN	N;INDF;MASC;SG
カザフスタン	казахстан	カザフスタン	казахстан	PROPN	PROPN;INDF;MASC;SG
ニュートン	нютън	ニュートン	нютън	PROPN	PROPN;INDF;MASC;SG
ニュートン	нютон	ニュートン	нютон	PROPN	N;INDF;MASC;SG
ニュートン	нютоновата	ニュートン	нютонов	PROPN	ADJ;DEF;FEM;SG
カイロ	кайро	カイロ	кайро	PROPN	PROPN;INDF;MASC;SG
くるみ	куруми	くるみ	курум	PROPN	N;INDF;FEM;PL
くるみ	орех	くるみ	орех	PROPN	N;INDF;MASC;SG
不具合	бъгс	不具合	бъгс	N	PROPN;INDF;MASC;SG
幸雄	юкио	幸雄	юкио	PROPN	PROPN;INDF;MASC;SG
黒澤	куросава	黒澤	куросав	PROPN	N;DEF;MASC;SG
英樹	хидеки	英樹	хидека	PROPN	N;INDF;MASC;SG
おおよそ	приблизително	おおよそ	приблизително		ADV
おおよそ	приблизителни	おおよそ	приблизителен		ADJ;INDF;PL
おおよそ	приблизително	おおよそ	приблизително		ADV
おおよそ	приблизителна	おおよそ	приблизителен		ADJ;INDF;FEM;SG
フィット	годен	フィット	годен	N	ADJ;INDF;MASC;SG
フィット	годни	フィット	годен	N	ADJ;INDF;PL
面白い	интересно	面白い	интересно	ADJ	ADV
面白い	забавно	面白い	забавно	ADJ	ADV
面白い	смешно	面白い	смешно	ADJ	ADV
アクセント	акцент	アクセント	акцент	PROPN	N;INDF;MASC;SG
アクセント	акцент	アクセント	акцент	PROPN	N;INDF;MASC;SG
クロウ	гарван	クロウ	гарван	PROPN	N;INDF;MASC;SG
クロウ	кроу	クロウ	кроу	PROPN	PROPN;INDF;MASC;SG
クロウ	врана	クロウ	врана	PROPN	N;INDF;FEM;SG
クロウ	кроу	クロウ	кроу	PROPN	PROPN;INDF;MASC;SG
丁寧	възпитан	丁寧	възпитам	ADJ	V;PFV;INDF;MASC;SG;V.PTCP;PASS
あかり	акари	あかり	акар	PROPN	N;INDF;MASC;PL
きわめ	изключително	きわめる	изключително	V	ADV
きわめ	извънредно	きわめる	извънредно	V	ADV
指輪	пръстен	指輪	пръстен	N	ADJ;INDF;MASC;SG
指輪	пръстени	指輪	пръстя	N	ADJ;INDF;PL
指輪	пръстените	指輪	пръстя	N	ADJ;DEF;PL
ジャンヌ	жан	ジャンヌ	жан	PROPN	PROPN;INDF;MASC;SG
ジャンヌ	жана	ジャンヌ	жана	PROPN	N;INDF;FEM;SG
五島	гото	五島	гото	PROPN	PROPN;INDF;MASC;SG
ボウル	купа	ボウル	купа	PROPN	N;INDF;FEM;SG
ボウル	купите	ボウル	купа	PROPN	V;PFV;IND;PL;2;PRS;FIN;ACT
クローバー	детелина	クローバー	детелина	PROPN	N;INDF;FEM;SG
過半数	мажоритарен	過半数	мажоритарен	N	ADJ;INDF;MASC;SG
卸売	едро	卸売	едро		ADV
フランチェスコ	франческо	フランチェスコ	франчески	PROPN	ADV
捕食	плячка	捕食	плячка	V	N;INDF;FEM;SG
捕食	хищничество	捕食	хищничество	V	N;INDF;NEUT;SG
捕食	хищник	捕食	хищник	V	N;INDF;MASC;SG
抽象	абстрактно	抽象	абстрактно	N	ADV
赤城	акаги	赤城	акаги	PROPN	N;INDF;MASC;SG
スルー	чрез	スルー	чрез	PROPN	ADP
スルー	през	スルー	през	PROPN	ADP
穏やか	нежно	穏やか	нежен	ADJ	ADV
フィリップス	филипс	フィリップス	филипс	PROPN	PROPN;INDF;MASC;SG
フィリップス	филипс	フィリップス	филипс	PROPN	PROPN;INDF;MASC;SG
ケニア	кения	ケニア	кен	PROPN	PROPN;INDF;FEM;SG
藤崎	фуджисаки	藤崎	фуджисак	PROPN	N;INDF;MASC;SG
寄生	паразитни	寄生	паразитен	V	ADJ;INDF;PL
寄生	паразит	寄生	паразит	V	N;INDF;MASC;SG
寄生	паразити	寄生	паразит	V	N;INDF;MASC;PL
弾道	балистична	弾道	балистичен	N	ADJ;INDF;FEM;SG
弾道	балистични	弾道	балистичен	N	ADJ;INDF;PL
デフォルト	неизпълнение	デフォルト	неизпълнение	PROPN	N;INDF;NEUT;SG
ベット	бет	ベット	бет	N	PROPN;INDF;FEM;SG
ドジャース	доджърс	ドジャース	доджърс	PROPN	N;INDF;MASC;SG
ユネスコ	юнеско	ユネスコ	юнеско	N	ADV
ナノ	нано	ナノ	нано	PROPN	N;INDF;NEUT;SG
スチール	стоманен	スチール	стоманен	N	ADJ;INDF;MASC;SG
茶色	кафяв	茶色	кафяв	N	ADJ;INDF;MASC;SG
茶色	кафяви	茶色	кафяв	N	ADJ;INDF;PL
茶色	браун	茶色	браун	N	PROPN;INDF;MASC;SG
茶色	кафява	茶色	кафявам	N	ADJ;INDF;FEM;SG
茶色	кафяво	茶色	кафяво	N	ADV
初	дебютира	初	дебютирам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
ロドリゲス	родригес	ロドリゲス	родригес	PROPN	PROPN;INDF;MASC;SG
ロドリゲス	родригез	ロドリゲス	родригез	PROPN	PROPN;INDF;MASC;SG
ラオス	лаоски	ラオス	лаоски	PROPN	ADJ;INDF;MASC;SG
ラオス	лаос	ラオス	лаос	PROPN	PROPN;INDF;MASC;SG
デュオ	дуо	デュオ	дуо	PROPN	N;INDF;NEUT;SG
デュオ	дует	デュオ	дует	PROPN	N;INDF;MASC;SG
りえ	рие	りえる	рия	PROPN	N;INDF;MASC;SG
リビア	либия	リビア	либия	PROPN	N;INDF;FEM;SG
リビア	либийските	リビア	либийски	PROPN	ADJ;DEF;PL
リビア	либия	リビア	либия	PROPN	N;INDF;FEM;SG
ジェネレーション	генериране	ジェネレーション	генериране	PROPN	N;INDF;NEUT;SG
ジェネレーション	поколение	ジェネレーション	поколение	PROPN	N;INDF;NEUT;SG
ランス	ланс	ランス	ланс	PROPN	PROPN;INDF;MASC;SG
無形	нематериални	無形	нематериален	N	ADJ;INDF;PL
レイプ	изнасилена	レイプ	изнасиля	N	V;PFV;INDF;FEM;SG;V.PTCP;PASS
すみれ	сумире	すみれ	сумире	PROPN	N;INDF;FEM;SG
葛西	касаи	葛西	касай	PROPN	N;INDF;MASC;SG
クイン	куин	クイン	куин	PROPN	N;INDF;MASC;SG
没収	конфискация	没収	конфискация	V	N;INDF;FEM;SG
赤外線	инфрачервени	赤外線	инфрачервен	N	ADJ;INDF;PL
マカオ	макао	マカオ	макао	PROPN	PROPN;INDF;MASC;SG
アイン	anh	アイン	anh	PROPN	N;INDF;MASC;SG
アイン	ein	アイン	ein	PROPN	PROPN;INDF;MASC;SG
マシュー	матю	マシュー	матю	PROPN	PROPN;INDF;MASC;SG
マシュー	матей	マシュー	матей	PROPN	N;INDF;MASC;SG
ウェルズ	уелс	ウェルズ	уелс	PROPN	PROPN;INDF;MASC;SG
ウェルズ	кладенци	ウェルズ	кладенец	PROPN	N;INDF;MASC;PL
ジェファーソン	джеферсън	ジェファーソン	джеферсън	PROPN	N;INDF;MASC;SG
ウィスコンシン	уисконсин	ウィスコンシン	уисконсин	PROPN	N;INDF;MASC;SG
英二	ейджи	英二	ейджа	PROPN	N;INDF;MASC;SG
カタカナ	катакана	カタカナ	катакан	PROPN	N;INDF;FEM;SG
投げる	хвърляне	投げる	хвърляне	V	N;INDF;NEUT;SG
シュトラウス	строс	シュトラウス	строс	PROPN	N;INDF;MASC;SG
シュトラウス	щраус	シュトラウス	щраус	PROPN	N;INDF;MASC;SG
親戚	относителна	親戚	относителен	N	ADJ;INDF;FEM;SG
親戚	относително	親戚	относително	N	ADV
乱れ	турбуленция	乱れる	турбуленция	V	N;INDF;FEM;SG
シモン	саймън	シモン	саймън	PROPN	PROPN;INDF;MASC;SG
シモン	симон	シモン	симон	PROPN	PROPN;INDF;MASC;SG
バーク	лай	バーク	лай	PROPN	N;INDF;MASC;SG
バーク	лаят	バーク	лаят	PROPN	V;IPFV;IND;PL;3;PRS;FIN;ACT
バーク	кора	バーク	кора	PROPN	N;INDF;FEM;SG
バーク	бърк	バーク	бърк	PROPN	PROPN;INDF;MASC;SG
ホープ	надеждата	ホープ	надежда	PROPN	N;DEF;FEM;SG
ホープ	хоуп	ホープ	хоуп	PROPN	N;INDF;MASC;SG
ホープ	надежда	ホープ	надежда	PROPN	N;INDF;FEM;SG
アームストロング	армстронг	アームストロング	армстронг	PROPN	PROPN;INDF;MASC;SG
皮肉	иронично	皮肉	иронично	ADJ	ADV
皮肉	ирония	皮肉	ирония	ADJ	N;INDF;FEM;SG
皮肉	сарказъм	皮肉	сарказъм	ADJ	N;INDF;MASC;SG
皮肉	ирония	皮肉	ирония	ADJ	N;INDF;FEM;SG
皮肉	иронично	皮肉	иронично	ADJ	ADV
テクニカル	технически	テクニカル	технически	PROPN	ADV
テクニカル	техническа	テクニカル	технически	PROPN	ADJ;INDF;FEM;SG
テクニカル	техническо	テクニカル	технически	PROPN	ADV
ルル	лулу	ルル	лулу	PROPN	N;INDF;FEM;SG
アクセル	аксел	アクセル	аксел	PROPN	N;INDF;MASC;SG
清掃	чистотата	清掃	чистота	V	N;DEF;FEM;SG
清掃	чистота	清掃	чистота	V	N;INDF;FEM;SG
清掃	почистване	清掃	почистване	V	N;INDF;NEUT;SG
清掃	чистене	清掃	чистене	V	N;INDF;NEUT;SG
ダコタ	дакота	ダコタ	дакът	PROPN	PROPN;INDF;FEM;SG
ヘレン	хелен	ヘレン	хелен	PROPN	N;INDF;MASC;SG
ヘレン	хелън	ヘレン	хелън	PROPN	PROPN;INDF;FEM;SG
立案	изготвяне	立案	изготвяне	V	N;INDF;NEUT;SG
タック	тък	タック	тък	PROPN	N;INDF;MASC;SG
ウリ	диня	ウリ	диня-(се)		N;INDF;FEM;SG
ウリ	пъпеш	ウリ	пъпеш		N;INDF;MASC;SG
ウリ	пъпеши	ウリ	пъпеш		N;INDF;FEM;PL
ウリ	дини	ウリ	дин		N;INDF;FEM;PL
ウリ	ули	ウリ	ули		PROPN;INDF;MASC;SG
天候	времето	天候	време	V	N;DEF;NEUT;SG
却下	упадък	却下	упадък	V	N;INDF;MASC;SG
却下	спад	却下	спад	V	N;INDF;MASC;SG
却下	уволнение	却下	уволнение	V	N;INDF;NEUT;SG
シド	сид	シド	сид	PROPN	N;INDF;MASC;SG
バロン	барон	バロン	барон	PROPN	N;INDF;MASC;SG
挑発	провокация	挑発	провокация	V	N;INDF;FEM;SG
バルカン	вулкан	バルカン	вулкан	PROPN	N;INDF;MASC;SG
バルカン	балканска	バルカン	балкански	PROPN	ADJ;INDF;FEM;SG
バルカン	балкански	バルカン	балкански	PROPN	ADJ;INDF;MASC;SG
バルカン	балкан	バルカン	балкан	PROPN	N;INDF;MASC;SG
承諾	съгласието	承諾	съгласие	V	N;DEF;NEUT;SG
承諾	съгласие	承諾	съгласие	V	N;INDF;NEUT;SG
承諾	приемане	承諾	приемане	V	N;INDF;NEUT;SG
添付	привързаност	添付	привързаност	V	N;INDF;FEM;SG
添付	закрепване	添付	закрепване	V	N;INDF;NEUT;SG
添付	притурка	添付	притурка	V	N;INDF;FEM;SG
添付	привързаност	添付	привързаност	V	N;INDF;FEM;SG
添付	приспособления	添付	приспособление	V	N;INDF;NEUT;PL
ポーズ	позира	ポーズ	позирам	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
ルック	виж	ルック	видя-(се)	N	V;PFV;IMP;SG;2;FIN
迂回	пренасочване	迂回	пренасочване	V	N;INDF;NEUT;SG
迂回	разсейване	迂回	разсейване	V	N;INDF;NEUT;SG
迂回	отклоняване	迂回	отклоняване	V	N;INDF;NEUT;SG
克服	преодоляване	克服	преодоляване	V	N;INDF;NEUT;SG
克服	преодоляване	克服	преодоляване	V	N;INDF;NEUT;SG
和歌	waka	和歌	waka	PROPN	INTJ
ジュリア	юлия	ジュリア	юлия	PROPN	PROPN;INDF;FEM;SG
ジュリア	джулия	ジュリア	джулие	PROPN	N;INDF;FEM;SG
ジュリア	хулия	ジュリア	хулия	PROPN	PROPN;INDF;FEM;SG
調停	посредничеството	調停	посредничество	V	N;DEF;NEUT;SG
調停	посредничество	調停	посредничество	V	N;INDF;NEUT;SG
調停	съгласуване	調停	съгласуване	V	N;INDF;NEUT;SG
調停	помирение	調停	помирение	V	N;INDF;NEUT;SG
コソボ	косово	コソボ	косово	PROPN	PROPN;INDF;NEUT;SG
ジャッキー	джаки	ジャッキー	джак	PROPN	PROPN;INDF;MASC;SG
マディソン	мадисън	マディソン	мадисън	PROPN	PROPN;INDF;MASC;SG
マディソン	медисън	マディソン	медисън	PROPN	N;INDF;MASC;SG
イヴ	ив	イヴ	ив	PROPN	PROPN;INDF;FEM;SG
イヴ	ева	イヴ	ева	PROPN	PROPN;INDF;FEM;SG
ポピュラー	популярно	ポピュラー	популярен	ADJ	ADV
鋼鉄	стоманен	鋼鉄	стоманен	N	ADJ;INDF;MASC;SG
ケイト	кейт	ケイト	кейт	PROPN	N;INDF;FEM;SG
リンダ	линда	リンダ	линда	PROPN	N;INDF;FEM;SG
組み立て	сглобяване	組み立てる	сглобяване	V	N;INDF;NEUT;SG
組み立て	събрание	組み立てる	събрание	V	N;INDF;NEUT;SG
