nie	no	nie	no	PART;NEG	ADV;NEG
luty	feb	luty	feb		
elst	elst	elst	elst		PROPN
urugwaju	uruguai	urugwaj	uruguar	PROPN;GEN;MASC;SG	N;FEM;SG
rano	matí	rano	matí	ADV	N;MASC;SG
ogłosiła	anunciada	ogłosić	anunciat	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
ogłosiła	anunciat	ogłosić	anunciat	V;PFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
soul	ànima	soul	ànima		N;FEM;SG
decyzje	decisió	decyzja	decisió	N;NOM;FEM;PL	N;FEM;SG
zła	bad	zły	bad		PROPN
zła	enfadat	zły	enfadar		ADJ;MASC;SG;V.PTCP
zła	maldat	zły	maldar		N;FEM;SG
ekonomiczna	econòmics	ekonomiczny	econòmic	ADJ;NOM;FEM;SG	ADJ;MASC;PL
ekonomiczna	economic	ekonomiczny	economic	ADJ;NOM;FEM;SG	PROPN
ekonomiczna	econòmiques	ekonomiczny	econòmic	ADJ;NOM;FEM;SG	ADJ;FEM;PL
kadra	personal	kadra	personal	N;NOM;FEM;SG	ADJ;SG
olej	oli	olej	oli	N;NOM;MASC;SG	
janina	janina	janin	janí	PROPN;NOM;FEM;SG	ADJ;FEM;SG
długa	long	długi	long	ADJ;NOM;FEM;SG	
władza	poder	władza	poder	N;NOM;FEM;SG	
duch	ghost	duch	ghost	N;NOM;MASC;SG	PROPN
duch	fantasma	duch	fantasma	N;NOM;MASC;SG	
użyte	utilitzats	użyć	utilitzat	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
neil	neil	neil	neil	PROPN;NOM;MASC;SG	
prince	príncep	prinka	príncep		N;MASC;SG
birmingham	birmingham	birmingha	birmingham	N;NOM;MASC;SG	ADJ;MASC;SG
lokalny	locals	lokalny	local	ADJ;NOM;MASC;SG	ADJ;PL
mołdawii	moldovan	mołdawia	moldovar	N;GEN;FEM;SG	
dodatkowy	addicionals	dodatkowy	addicional	ADJ;NOM;MASC;SG	ADJ;PL
dodatkowy	extra	dodatkowy	extra	ADJ;NOM;MASC;SG	
zieliński	zieliński	zieliński	zieliński	ADJ;NOM;MASC;SG	N;MASC;SG
egzekucji	execucions	egzekucja	execució	N;GEN;FEM;SG	N;FEM;PL
ocena	avaluació	ocenać	avaluació	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
ocena	qualificació	ocenać	qualificació	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
ocena	puntuació	ocenać	puntuació	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
ocena	habilitació	ocenać	habilitació	V;IPFV;IND;SG;2;FIN;ACT	N;FEM;SG
tło	antecedents	tło	antecedent		N;MASC;PL
tło	fons	tło	fon		N;MASC;PL
lato	estiu	lato	estiu		N;MASC;SG
szwajcaria	suïssa	szwajcariać	suís	N;NOM;FEM;SG	ADJ;FEM;SG
szwajcaria	suís	szwajcariać	suís	N;NOM;FEM;SG	ADJ;MASC;SG
eskadra	esquadró	eskadra	esquadró	N;NOM;FEM;SG	
delta	delta	delt	delta		N;MASC;SG
pula	pula	pula	pula	N;NOM;FEM;SG	PROPN
łacińskiej	llatí	łaciński	llatí	ADJ;GEN;FEM;SG	
szkocki	escocès	szkocki	escocès	N;NOM;MASC;SG	ADJ;MASC;SG
niedawno	recents	niedawno	recent	ADV	ADJ;PL
niedawno	recent	niedawno	recent	ADV	ADJ;SG
ścieżki	camí	ścieżka	camí	N;ACC;FEM;PL	N;MASC;SG
przyspieszenie	accelerar	przyspieszenie	accelerar	N;NOM;NEUT;SG	V;NFIN
przyspieszenie	accelera	przyspieszenie	accelerar	N;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
zmniejszenie	disminuït	zmniejszenie	disminuir	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;MASC;SG;V.PTCP
edukacja	educatiu	edukacja	educatiu	N;NOM;FEM;SG	ADJ;MASC;SG
monety	moneda	monet	moneda	N;NOM;MASC;PL	N;FEM;SG
bogini	deessa	bogina	deessa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
mińsku	minsk	mińsko	minsk	PROPN;DAT;MASC;SG	PROPN
strat	pèrdues	strata	pèrdua		N;FEM;PL
grecja	grec	grecja	grec	N;NOM;FEM;SG	ADJ;MASC;SG
grecja	grècia	grecja	grècia	N;NOM;FEM;SG	ADJ;FEM;SG
murphy	murphy	murpha	murphy	PROPN;NOM;MASC;SG	PROPN
szkoda	vergonya	szkoda	vergonya	V;IND;PRS;FIN	
paolo	paolo	paolo	paolo	PROPN;NOM;MASC;SG	PROPN
strzelec	sagitari	strzelec	sagitari	N;NOM;MASC;SG	ADJ;MASC;SG
wyprawa	quest	wyprawa	quest	N;NOM;FEM;SG	
abd	abd	abd	abd	PROPN;NOM;MASC;SG	PROPN
przyszłość	futur	przyszłość	futur	N;NOM;FEM;SG	ADJ;MASC;SG
rękę	mà	ręka	mà	N;ACC;FEM;SG	
rodzinne	família	rodzinny	família	ADJ;NOM;NEUT;SG	N;FEM;SG
rodzinne	familia	rodzinny	familia	ADJ;NOM;NEUT;SG	
roussillon	rosselló	roussillon	rosselló	PROPN;NOM;MASC;SG	
łotwy	letònia	łotwy	letònia		ADJ;FEM;SG
fragmentów	extractes	fragment	extracte	N;GEN;MASC;PL	
eva	eva	eva	ser	PROPN;NOM;FEM;SG	
recenzje	ressenyes	recenzja	ressenya	N;NOM;FEM;SG	
recenzje	crítiques	recenzja	crítica	N;NOM;FEM;SG	N;FEM;PL
recenzje	revisions	recenzja	revisió	N;NOM;FEM;SG	N;FEM;PL
wirtembergia	württemberg	wirtembergia	württemberg		N;SG
prąd	actuals	prąd	actual	N;NOM;MASC;SG	ADJ;PL
prąd	actual	prąd	actual	N;NOM;MASC;SG	ADJ;SG
prąd	corrent	prąd	corrent	N;NOM;MASC;SG	
powietrzu	aerotransportada	powietrze	aerotransportar	N;DAT;NEUT;SG	
johan	johan	johanin	johan	PROPN;NOM;MASC;SG	PROPN
krytyka	crític	krytyka	crític	N;NOM;FEM;SG	ADJ;MASC;SG
krytyka	crítics	krytyka	crític	N;NOM;FEM;SG	ADJ;MASC;PL
wilk	llop	wilk	llop	N;NOM;MASC;SG	
wilk	wolf	wilk	wolf	N;NOM;MASC;SG	PROPN
kate	kate	kat	kate		
kombinacja	combo	kombinacja	combo	N;NOM;FEM;SG	
raf	raf	raf	raf	PROPN;NOM;MASC;SG	N;MASC;SG
aplikacji	app	aplikacja	app	N;GEN;FEM;SG	
aplikacji	aplicacions	aplikacja	aplicació	N;GEN;FEM;SG	N;FEM;PL
figura	figura	figura	figurar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
księżyc	lluna	księżyc	lluna	N;NOM;MASC;SG	
gniazdo	niu	gniazdo	niu	N;NOM;NEUT;SG	
gniazdo	sòcol	gniazdo	sòcol	N;NOM;NEUT;SG	
sergio	sergio	sergio	sergio		PROPN
poprzednia	anterior	poprzedniać	anterior		ADJ;SG
sekundy	segons	sekunda	segons	N;ACC;FEM;SG	CONJ
villa	villa	vill	villa		V;IND;SG;3;PRS;FIN
jay	jay	jay	jay	PROPN;NOM;MASC;SG	PROPN
ryszarda	ricard	ryszardać	ricard	N;ACC;MASC;SG	
ryszarda	richard	ryszardać	richard	N;ACC;MASC;SG	PROPN
dnie	bottom	dzień	bottom		PROPN
dnie	fons	dzień	fon		N;MASC;PL
creek	creek	creek	creure	N;NOM;MASC;SG	PROPN
bohaterowie	heroes	bohater	heroa	N;NOM;MASC;PL	PROPN
rolling	rolling	rolling	rolling		N;MASC
przedmiot	subjecte	przedmiot	subjecte	N;NOM;MASC;SG	ADJ;MASC;SG
przedmiot	subjectes	przedmiot	subjecte	N;NOM;MASC;SG	
kibucu	quibuts	kibuc	quibut	N;GEN;MASC;SG	N;MASC;PL
california	califòrnia	california	califòrnia		ADJ;FEM;SG
california	california	california	california		
lit	liti	lit	litar		N;MASC;SG
odmian	varietats	odmiana	varietat		N;FEM;PL
terry	terry	terry	terry	PROPN;NOM;MASC;SG	
iranu	iran	iran	iran	PROPN;GEN;MASC;SG	N;MASC;SG
perspektywy	perspectiva	perspektywa	perspectiva	N;ACC;FEM;PL	N;FEM;SG
perspektywy	outlook	perspektywa	outlook	N;ACC;FEM;PL	N;MASC;SG
wskaźnik	index	wskaźnik	index	N;NOM;MASC;SG	
wskaźnik	indicador	wskaźnik	indicador	N;NOM;MASC;SG	ADJ;MASC;SG
wskaźnik	mètrica	wskaźnik	mètrica	N;NOM;MASC;SG	ADJ;FEM;SG
wskaźnik	punter	wskaźnik	punter	N;NOM;MASC;SG	
właściwe	competents	właściwy	competent	ADJ;NOM;NEUT;SG	ADJ;PL
właściwe	correspongui	właściwy	correspondre	ADJ;NOM;NEUT;SG	V;SBJV;SG;3;PRS;FIN
działające	actuant	działać	actuar	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT	V;V.MSDR
dynamo	dinamo	dynamo	dinamo	N;NOM;NEUT;SG	ADJ;MASC;SG
imprez	esdeveniments	impreza	esdeveniment		N;MASC;PL
frederick	frederick	frederick	frederick	PROPN;NOM;MASC;SG	ADJ;MASC;SG
warsztaty	curset	warsztata	curset	N;NOM;MASC;PL	N;MASC;SG
warsztaty	taller	warsztata	taller	N;NOM;MASC;PL	N;MASC;SG
thompson	thompson	thompson	thompson	PROPN;NOM;MASC;SG	PROPN
chłopak	nuvi	chłopak	nuvi	N;NOM;MASC;SG	
powiązania	connexions	powiązanie	connexió	N;NOM;NEUT;SG	N;FEM;PL
oferuje	ofrena	oferować	ofrena	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
wcześnie	primerenc	wcześnie	primerenc	ADV	ADJ;MASC;SG
zdarzenia	històries	zdarzenie	història	N;NOM;NEUT;SG	N;FEM;PL
zdarzenia	relats	zdarzenie	relat	N;NOM;NEUT;SG	N;MASC;PL
zdarzenia	esdeveniments	zdarzenie	esdeveniment	N;NOM;NEUT;SG	N;MASC;PL
tory	tory	tor	tory	N;NOM;MASC;PL	ADJ;SG
armenii	armeni	armenia	armeni	PROPN;GEN;FEM;SG	ADJ;MASC;SG
armenii	armènia	armenia	armènia	PROPN;GEN;FEM;SG	ADJ;FEM;SG
uznane	reconeguts	uznać	reconegut	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
jose	jose	josy	jose	PROPN;NOM;MASC;SG	PROPN
jose	josé	josy	josé	PROPN;NOM;MASC;SG	PROPN
oficerowie	oficials	oficer	oficial	N;NOM;MASC;PL	ADJ;PL
korzenie	arrel	korzenie	arrel	N;NOM;NEUT;SG	
korzenie	arrels	korzenie	arrel	N;NOM;NEUT;SG	N;FEM;PL
użyć	utilització	użyć	utilització	V;PFV;NFIN;ACT	N;FEM;SG
użyć	ús	użyć	ús	V;PFV;NFIN;ACT	N;MASC;SG
tower	torre	tower	torre		N;FEM;SG
leśny	bosc	leśny	bosc	ADJ;NOM;MASC;SG	N;MASC;SG
hard	hard	hard	hard		N;SG
hard	dura	hard	dur		ADJ;FEM;SG
hard	dur	hard	dur		
zasadniczo	essencialment	zasadniczo	essencialment		ADV
zasadniczo	bàsicament	zasadniczo	bàsicament		ADV
testy	test	test	test	N;NOM;MASC;PL	N;SG
testy	prova	test	prova	N;NOM;MASC;PL	V;IND;SG;3;PRS;FIN
testy	provant	test	provant	N;NOM;MASC;PL	V;V.MSDR
testy	assaig	test	assaig	N;NOM;MASC;PL	N;MASC;SG
sto	sto	sto	sto	NUM;ACC;MASC;PL	
marcus	marcus	marcus	marcus	PROPN;NOM;MASC;SG	
kroniki	annals	kronik	annal		N;MASC;PL
kroniki	cròniques	kronik	crònica		N;FEM;PL
owady	insecte	owad	insecte	N;NOM;MASC;PL	N;MASC;SG
owady	bugs	owad	bug	N;NOM;MASC;PL	
owady	bitxos	owad	bitx	N;NOM;MASC;PL	ADJ;MASC;PL
operacyjny	operatius	operacyjny	operatiu	ADJ;NOM;MASC;SG	ADJ;MASC;PL
ewolucji	evolutiva	ewolucja	evolutiva	N;GEN;FEM;SG	ADJ;FEM;SG
ewolucji	evolutiu	ewolucja	evolutiu	N;GEN;FEM;SG	ADJ;MASC;SG
abraham	abraham	abraham	abraham	N;NOM;MASC;SG	
następcy	successors	następca	successor	N;NOM;MASC;SG	N;MASC;PL
następcy	successor	następca	successor	N;NOM;MASC;SG	
szczególne	específics	szczególny	específic	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
szczególne	especials	szczególny	especial	ADJ;NOM;NEUT;SG	ADJ;PL
pocisk	bala	pocisk	bala	N;NOM;MASC;SG	
pocisk	míssil	pocisk	míssil	N;NOM;MASC;SG	ADJ;MASC;SG
aparat	càmera	aparat	càmera	N;NOM;MASC;SG	
konta	compte	konta	compte	N;GEN;MASC;SG	
konta	comptes	konta	compte	N;GEN;MASC;SG	
madonna	madonna	madonny	madonnar	ADJ;NOM;FEM;SG	
lgbt	lgbt	lgbt	lgbt		ADJ;SG
lgbt	lgtb	lgbt	lgtb		
konga	congo	kongać	congo		PROPN
var	var	var	var		
wspólny	compartits	wspólny	compartit	ADJ;NOM;MASC;SG	ADJ;MASC;PL;V.PTCP
wspólny	comunes	wspólny	comú	ADJ;NOM;MASC;SG	ADJ;FEM;PL
wspólny	comuns	wspólny	comú	ADJ;NOM;MASC;SG	ADJ;MASC;PL
roland	roland	roland	roland	N;NOM;MASC;SG	
larry	larry	larry	larry	PROPN;NOM;MASC;SG	PROPN
wiosny	primavera	wiosna	primavera	N;ACC;FEM;SG	
fungorum	fungorum	fungorum	fungorum	N;ACC;MASC;SG	
ryzyka	risc	ryzyka	risc	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
ryzyka	riscos	ryzyka	risc	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;PL
dodanie	sumant	dodanie	sumar	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;V.MSDR
chorzów	chorzów	chorz	chorzów	N;ACC;MASC;SG	PROPN
naprawy	reparacions	naprawy	reparació	N;ACC;FEM;SG	N;FEM;PL
days	dies	days	dia		N;MASC;PL
baker	baker	baker	baker	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
baker	forner	baker	forner	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
baker	flequer	baker	flequer	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC;SG
psl	psl	pils	psl		
foundation	fonament	foundation	fonament		N;MASC;SG
foundation	fundació	foundation	fundació		N;FEM;SG
sopot	sopot	sopot	sopot		PROPN
codziennie	daily	codziennie	daily	ADV	N;MASC;SG
dziadek	avi	dziadek	avi	N;NOM;MASC;SG	
dziadek	avi	dziadek	avi	N;NOM;MASC;SG	
korzyści	avantatges	korzyść	avantatge	N;ACC;FEM;SG	N;MASC;PL
korzyści	prestacions	korzyść	prestació	N;ACC;FEM;SG	N;FEM;PL
korzyści	beneficis	korzyść	benefici	N;ACC;FEM;SG	N;MASC;PL
tożsamości	identitats	tożsamość	identitat	N;GEN;FEM;SG	N;FEM;PL
uprawy	cultius	uprawa	cultiu	N;GEN;FEM;SG	N;MASC;PL
uprawy	conreus	uprawa	conreu	N;GEN;FEM;SG	N;MASC;PL
uprawy	creixent	uprawa	créixer	N;GEN;FEM;SG	V;V.MSDR
zawodowe	professionals	zawodowy	professional	ADJ;NOM;NEUT;SG	N;PL
świadkowie	testimoni	świadkowie	testimoni	N;NOM;MASC;PL	N;SG
podstawowy	primària	podstawowy	primària	ADJ;NOM;MASC;SG	
podstawowy	bàsics	podstawowy	bàsic	ADJ;NOM;MASC;SG	ADJ;MASC;PL
podstawowy	bàsiques	podstawowy	bàsic	ADJ;NOM;MASC;SG	ADJ;FEM;PL
tradycyjnych	tradicional	tradycyjny	tradicional	ADJ;GEN;MASC;PL	ADJ;SG
cska	cska	cska	cska	PROPN;NOM;MASC;SG	N;MASC;SG
rozmów	converses	rozmowa	conversa		N;FEM;PL
popularnych	popular	popularny	popular	ADJ;GEN;MASC;PL	ADJ;SG
dennis	dennis	dennis	dennir	PROPN;NOM;MASC;SG	
norwegia	noruega	norwegia	noruec		ADJ;FEM;SG
plemię	tribu	plemia	tribu		
kulturalne	culturals	kulturalny	cultural	ADJ;NOM;NEUT;SG	ADJ;PL
miliony	milions	miliony	milió		N;MASC;PL
miliony	milió	miliony	milió		N;MASC;SG
miliony	milions	miliony	milió		N;MASC;PL
tymczasowo	temporal	tymczasowo	temporal	ADV	ADJ;SG
finlandia	finlàndia	finlandia	finlàndia	N;NOM;FEM;SG	ADJ;FEM;SG
wygrane	victòries	wygrany	victòria	ADJ;NOM;NEUT;SG	N;FEM;PL
wygrane	guanya	wygrany	guanyar	ADJ;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
wygrane	guanys	wygrany	guany	ADJ;NOM;NEUT;SG	N;MASC;PL
wygrane	premiats	wygrany	premiat	ADJ;NOM;NEUT;SG	ADJ;MASC;PL;V.PTCP
wygrane	guanyadores	wygrany	guanyadora	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
wygrane	guanyadors	wygrany	guanyador	ADJ;NOM;NEUT;SG	N;MASC;PL
warstw	capes	warstwo	capa		N;FEM;PL
przemocy	violent	przemoc	violent	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;MASC;SG
przemocy	violència	przemoc	violència	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;FEM;SG
yorkshire	yorkshire	yorkshira	yorkshire		ADJ;SG
sean	sean	sean	ser	PROPN;NOM;MASC;SG	PROPN
apollo	apollo	apollo	apollo	V;IPFV;IND;SG;2;PRS;FIN;ACT	
iron	planxa	iron	planxa		N;FEM;SG
rumunia	romania	rumunia	romania		ADJ;FEM;SG
spółdzielni	cooperatives	spółdzielnia	cooperativa	N;GEN;FEM;SG	ADJ;FEM;PL
półfinał	semifinal	półfinać	semifinal	N;NOM;MASC;SG	
cena	preu	cena	preu		N;MASC;SG
jezuitów	jesuïta	jezuita	jesuïtar	N;GEN;MASC;PL	N;MASC;SG
miano	titre	mieć	titre	V;IPFV;IND;0;PST;FIN;ACT	
wyraził	expressats	wyrazić	expressat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;PL;V.PTCP
wyraził	expressada	wyrazić	expressat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;FEM;SG;V.PTCP
wyraził	expressat	wyrazić	expressat	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;MASC;SG;V.PTCP
pokolenia	generacions	pokolenie	generació	N;NOM;NEUT;SG	N;FEM;PL
stypendium	beques	stypendium	beca	N;ACC;NEUT;SG	N;FEM;PL
karnego	penals	karny	penal	ADJ;ACC;MASC;SG	ADJ;PL
ustalenia	troballes	ustalenie	troballa	N;NOM;NEUT;SG	N;FEM;PL
greg	greg	greg	greg		PROPN
komunikacja	comunicant	komunikacja	comunicar	N;NOM;FEM;SG	V;V.MSDR
komunikacja	comunicacions	komunikacja	comunicació	N;NOM;FEM;SG	N;FEM;PL
kolejki	cua	kolejka	cua	N;ACC;FEM;PL	N;FEM;SG
tradycyjne	tradicionals	tradycyjny	tradicional	ADJ;NOM;NEUT;SG	ADJ;PL
założeniu	premissa	założyć	premissa	N;DAT;NEUT;SG	V;IND;SG;3;PRS;FIN
zimowe	hivern	zimowy	hivern	ADJ;NOM;NEUT;SG	N;MASC;SG
zgodne	conforme	zgodny	conforme	ADJ;NOM;NEUT;SG	
tysiąclecia	millennium	tysiąclecie	millennium	N;NOM;NEUT;SG	
porządek	orde	porządek	orde	N;NOM;MASC;SG	
porządek	ordre	porządek	ordre	N;NOM;MASC;SG	
ikony	icona	ikona	iconar	N;NOM;FEM;PL	
ikony	emblemàtic	ikona	emblemàtic	N;NOM;FEM;PL	ADJ;MASC;SG
ikony	icones	ikona	icona	N;NOM;FEM;PL	
zamknięcia	tancaments	zamknąć	tancament	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;MASC;PL
danuta	danuta	danuta	danuta	N;NOM;FEM;SG	
cooper	cooper	cooper	cooper	V;IPFV;IND;SG;2;PRS;FIN;ACT	PROPN
wyposażona	equipats	wyposażyć	equipat	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ;MASC;PL;V.PTCP
sojuz	soiuz	sojuza	soiuz	PROPN;NOM;MASC;SG	
herman	herman	herman	herman	PROPN;NOM;MASC;SG	
waszyngtonie	washington	waszyngton	washington	N;ACC;MASC;SG	
psa	psa	pies	psa	N;ACC;MASC;SG	
buddy	buddy	buddy	buddy		N;MASC;SG
zawierająca	contenint	zawierać	contenir	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	V;V.MSDR
zawierająca	incorporant	zawierać	incorporar	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;ACT	V;V.MSDR
bytom	bytom	bytom	bytom		PROPN
mars	mars	mars	mar		N;MASC;PL
jacob	jacob	jacob	jacob	N;NOM;MASC;SG	
trophy	trofeu	trophy	trofeu		N;MASC;SG
gałęzi	subdivisió	gałąź	subdivisió	N;GEN;FEM;PL	N;FEM;SG
gałęzi	sucursal	gałąź	sucursal	N;GEN;FEM;PL	
gałęzi	branca	gałąź	branca	N;GEN;FEM;PL	
admirał	almirall	admirać	almirall	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
obciążenia	càrrega	obciążenie	càrrega	N;NOM;NEUT;PL	N;FEM;SG
obciążenia	carrega	obciążenie	carregar	N;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
używając	utilitzant	używać	utilitzar	V;IPFV;PRS;V.CVB;ACT	V;V.MSDR
używając	usant	używać	usar	V;IPFV;PRS;V.CVB;ACT	V;V.MSDR
młodość	juvenil	młodość	juvenil	N;NOM;FEM;SG	ADJ;SG
młodość	jovent	młodość	jovent	N;NOM;FEM;SG	
młodość	joventut	młodość	joventut	N;NOM;FEM;SG	
helsinkach	hèlsinki	helsinka	hèlsinki	N;DAT;FEM;PL	
helsinkach	helsinki	helsinka	helsinki	N;DAT;FEM;PL	
pozostało	restant	pozostać	restant	V;PFV;NEUT;IND;SG;PST;FIN;ACT	
pozostało	restants	pozostać	restant	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;PL
niezbędne	necessàries	niezbędny	necessari	ADJ;NOM;NEUT;SG	ADJ;FEM;PL
kolory	color	kolor	color	N;NOM;MASC;PL	N;MASC;SG
kolory	color	kolor	color	N;NOM;MASC;PL	N;MASC;SG
święci	sants	święcić	sant	V;IPFV;IND;PL;2;PRS;FIN;ACT	N;MASC;PL
ricardo	ricardo	ricardo	ricardo	PROPN;NOM;MASC;SG	
rangers	rangers	rangers	ranger		N;MASC;PL
chrystus	crist	chrystus	crist	N;NOM;MASC;SG	
samce	mascles	samka	mascle	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
koszykówki	basquetbol	koszykówka	basquetbol	N;NOM;FEM;PL	N;MASC;SG
koszykówki	bàsquet	koszykówka	bàsquet	N;NOM;FEM;PL	N;MASC;SG
ein	ein	ein	ein		
nadziei	esperances	nadzieja	esperança		N;FEM;PL
tradycja	tradicional	tradycja	tradicional	N;NOM;FEM;SG	ADJ;SG
tradycja	tradicionals	tradycja	tradicional	N;NOM;FEM;SG	ADJ;PL
tradycja	tradicions	tradycja	tradició	N;NOM;FEM;SG	N;FEM;PL
battle	batalla	battla	batalla		N;FEM;SG
portugalia	portugal	portugalia	portugal	N;NOM;FEM;SG	ADJ;SG
piłkę	pilota	piłka	pilotar	N;ACC;FEM;SG	V;IND;SG;3;PRS;FIN
trybunał	cort	trybunał	cort	N;ACC;MASC;SG	
tennessee	tennessee	tennesska	tennessee	N;ACC;MASC;SG	N;PL
ścian	murs	ściana	mur		N;MASC;PL
ścian	parets	ściana	paret		N;FEM;PL
lucas	lucas	lucas	lucas	PROPN;NOM;MASC;SG	
pil	pil	pil	pil	V;IPFV;IND;SG;PST;FIN;ACT	
kopalnia	mines	kopalniać	mina	N;NOM;FEM;SG	N;FEM;PL
china	barbeta	chiny	barbeta		N;FEM;SG
china	chin	chiny	chin		
china	xina	chiny	xina		N;FEM;SG
królewskie	royal	królewski	royal	ADJ;NOM;NEUT;SG	
hansa	hans	hansa	haver		PROPN
ras	ras	rasa	ras	N;GEN;MASC;PL	
wszystkiego	feliç	wszystko	feliç	PRO;GEN;NEUT;SG	ADJ;SG
wild	wild	wild	wild		PROPN
deep	deep	deep	deep		PROPN
deep	profunds	deep	profund		ADJ;MASC;PL
deep	profund	deep	profund		ADJ;MASC;SG
parker	parker	parker	parker	PROPN;NOM;MASC;SG	PROPN
memorial	memorial	memorial	memorial	N;NOM;MASC;SG	ADJ;SG
sul	sul	sula	sul	INTJ	PROPN
samice	femelles	samica	femella	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;FEM;PL
zwiększa	increments	zwiększać	increment	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
zwiększa	augments	zwiększać	augment	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;MASC;PL
itf	itf	itf	itf		N;SG
dei	dei	dei	dei		
field	àmbit	field	àmbit		N;MASC;SG
field	camp	field	camp		N;MASC;SG
ery	era	ery	ser		V;IND;SG;3;IPFV;FIN
tajlandii	tailàndia	tajlandia	tailàndia	N;GEN;FEM;SG	ADJ;FEM;SG
kawaler	solter	kawaler	solter	N;NOM;MASC;SG	
kawaler	batxiller	kawaler	batxiller	N;NOM;MASC;SG	
plemion	tribus	plemion	tribus		N;FEM;PL
milicji	camperoles	milicja	camperola	N;GEN;FEM;SG	ADJ;FEM;PL
konkurencja	competidors	konkurencja	competidor	N;NOM;FEM;SG	N;MASC;PL
konkurencja	competidor	konkurencja	competidor	N;NOM;FEM;SG	ADJ;MASC;SG
planowane	programades	planować	programat	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;FEM;PL;V.PTCP
madison	madison	madison	madison	N;NOM;MASC;SG	PROPN
jądra	nucli	jądro	nucli		N;MASC;SG
jądra	testicles	jądro	testicle		N;PL
jądra	nuclis	jądro	nucli		N;MASC;PL
jaj	ous	jajo	ou		N;MASC;PL
współczesny	contemporani	współczesny	contemporani		ADJ;MASC;SG
współczesny	contemporània	współczesny	contemporani		ADJ;FEM;SG
podwójne	dual	podwójny	dual	ADJ;NOM;NEUT;SG	
honoris	honoris	honoris	honori	N;NOM;MASC;SG	
magic	màgia	magica	màgia		N;FEM;SG
arkansas	arkansas	arkansas	arkansas		N;MASC;SG
side	costat	sidy	costat		N;MASC;SG
public	públic	publica	públic		ADJ;MASC;SG
public	públics	publica	públic		ADJ;MASC;PL
public	public	publica	public		
public	públiques	publica	públic		ADJ;FEM;PL
róg	banya	róg	banyar	N;NOM;MASC;SG	V;IND;SG;3;PRS;FIN
róg	horn	róg	horn	N;NOM;MASC;SG	PROPN
dallas	dallas	dallas	dallas	PROPN;NOM;MASC;SG	
prezydenci	president	prezydent	president	N;NOM;MASC;PL	N;MASC;SG
mitchell	mitchell	mitchell	mitchell	PROPN;NOM;MASC;SG	PROPN
boris	boris	boris	bori	PROPN;NOM;MASC;SG	
boris	borís	boris	borís	PROPN;NOM;MASC;SG	ADJ;MASC;SG
erik	erik	erik	erik	PROPN;NOM;MASC;SG	PROPN
ograniczenie	limitar	ograniczenie	limitar	N;NOM;NEUT;SG	V;NFIN
ograniczenie	limitant	ograniczenie	limitant	N;NOM;NEUT;SG	V;V.MSDR
race	cursa	raka	cursa		N;FEM;SG
turcja	turquia	turcja	turquia	N;NOM;FEM;SG	ADJ;FEM;SG
