les	را	le	را	DET;DEF;PL	PART
voisines	همسایه	voisin	همسایه	ADJ;FEM;PL	N;SG
voisines	همسایگان	voisin	همسایه	ADJ;FEM;PL	N;PL
remarques	نوت	remarque	نوت	N;FEM;PL	N;SG
sofia	سوفیا	sofia	سوفیا	PROPN	N;SG
pat	پت	pat	پت	PROPN	N;SG
variables	متغیر	variable	متغیر	ADJ;FEM;PL	N;SG
variables	متغیرها	variable	متغیر	ADJ;FEM;PL	N;PL
variables	متغیرها	variable	متغیر	ADJ;FEM;PL	N;PL
variables	متغیر	variable	متغیر	ADJ;FEM;PL	N;SG
autorisé	مجاز	autoriser	مجاز	V;MASC;SG;PST;V.PTCP	ADJ
autorisé	مجاز	autoriser	مجاز	V;MASC;SG;PST;V.PTCP	ADJ
autorisé	مجاز	autoriser	مجاز	V;MASC;SG;PST;V.PTCP	ADJ
sierra	سیرا	sierra	سیرا	PROPN	N;SG
organes	ارگان	organe	ارگان	N;MASC;PL	N;SG
organes	اندام	organe	اندام	N;MASC;PL	N;SG
sylvain	سیلوین	sylvain	سیلوین	PROPN	N;SG
provinciale	استانی	provincial	استانی	ADJ;FEM;SG	N;SG
démocrates	دموکرات	démocrate	دموکر	N;MASC;PL	N;SG
démocrates	دمکرات	démocrate	دمکرات	N;MASC;PL	N;SG
espérance	امیدوارم	espérance	امتدوارم	N;FEM;SG	V;SG;1;PRS
seattle	سیاتل	seattle	سیاتل	PROPN	N;SG
existant	موجود	exister	موجود	V;PRS;V.PTCP	ADJ
missiles	موشک	missile	موشک	N;MASC;PL	N;SG
missiles	موشکی	missile	موشکی	N;MASC;PL	N;SG
certifié	certified	certifier	certified	V;MASC;SG;PST;V.PTCP	N;SG
amy	ایمی	amy	ایمی	PROPN	N;SG
amy	اِمی	amy	اِمی	PROPN	N;SG
amy	امی	amy	امی	PROPN	N;SG
turner	ترنم	turner	ترنم	PROPN	N;SG
turner	ترنر	turner	ترنر	PROPN	N;SG
définitive	نهائی	définitif	نهائی	ADJ;FEM;SG	N;SG
définitive	پایانی	définitif	پایان	ADJ;FEM;SG	N;SG
définitive	فاینال	définitif	فاینال	ADJ;FEM;SG	N;SG
définitive	قطعی	définitif	قطعی	ADJ;FEM;SG	N;SG
jaunes	زرد	jaune	زرد	ADJ;MASC;PL	N;SG
sachant	دانستن	savoir	None	V;PRS;V.PTCP	N;SG
chargés	بارگذاری	charger	بارگذاری	V;MASC;PL;PST;V.PTCP	N;SG
chargés	لادن	charger	لادن	V;MASC;PL;PST;V.PTCP	N;SG
chargés	انباشته	charger	انباشته	V;MASC;PL;PST;V.PTCP	ADJ
his	او	his	او	PROPN	PRO;SG;3
conrad	کنراد	conrad	کنراد	PROPN	N;SG
rousseau	روسو	rousseau	روسو	PROPN	N;SG
meyer	مایر	meyer	مایر	PROPN	N;SG
meyer	میر	meyer	میر	PROPN	N;SG
stable	یکنواخت	stable	یکنواخت	ADJ;MASC;SG	ADV
stable	پایدار	stable	پایدار	ADJ;MASC;SG	N;SG
symphonique	سمفونی	symphonique	سمفونی	ADJ;MASC;SG	N;SG
symphonique	سمفونیک	symphonique	سمفونیک	ADJ;MASC;SG	N;SG
ecclésiastique	راهب	ecclésiastique	راهب	ADJ;MASC;SG	N;SG
fonctionnaire	رسمی	fonctionnaire	رسمی	N;MASC;SG	ADJ
rayons	اشعه	rayon	None	N;MASC;PL	N;SG
silva	سیلوا	silva	سیلوا	PROPN	N;SG
linéaire	خطی	linéaire	خطی	ADJ;MASC;SG	N;SG
bretonne	بریتنی	breton	بریتنی	ADJ;FEM;SG	N;SG
bretonne	برتون	breton	برتون	ADJ;FEM;SG	N;SG
engagée	استخدام	engager	استخدام	V;FEM;SG;PST;V.PTCP	N;SG
engagée	engaged	engager	engaged	V;FEM;SG;PST;V.PTCP	N;SG
engagée	نامزد	engager	نامزد	V;FEM;SG;PST;V.PTCP	N;SG
engagée	متعهد	engager	None	V;FEM;SG;PST;V.PTCP	ADJ
manger	خوردن	manger	خوردن	V;NFIN	N;SG
manger	خوری	manger	خوری	V;NFIN	N;SG
manger	بخور	manger	خورد#خور	V;NFIN	N;SG
bouches	دهان	bouche	دهان	N;FEM;PL	N;SG
bouches	دهانشان	bouche	دهانش	N;FEM;PL	N;SG
prochaine	بعدی	prochain	بعد	ADJ;FEM;SG	N;SG
prochaine	next	prochain	next	ADJ;FEM;SG	N;SG
léonard	لئوناردو	léonard	لئوناردو	PROPN	N;SG
léonard	لئونارد	léonard	لئونارد	PROPN	N;SG
degrés	درجه	degré	درجه	N;MASC;PL	N;SG
flammarion	فلاماریون	flammarion	فلاماریون	PROPN	N;SG
extérieure	بیرونی	extérieur	None	ADJ;FEM;SG	N;SG
philosophique	فلسفه	philosophique	فلسفه	ADJ;MASC;SG	N;SG
styles	استایلز	style	استایلز	N;MASC;PL	N;SG
europa	اروپا	europa	اروپا	PROPN	N;SG
nazis	نازی	nazi	نازی	N;MASC;PL	N;SG
guyane	گویان	guyane	گویان	ADJ;FEM;SG	N;SG
guyane	گویان	guyane	گویان	ADJ;FEM;SG	N;SG
talk	حرف	talk	حرف	PROPN	N;SG
alexandra	الکساندرا	alexandra	الکساندرا	PROPN	N;SG
andreas	آندریاس	andreas	آندریاس	PROPN	N;SG
contiennent	حاوی	contenir	حاوی	V;IND;PL;3;PRS;FIN	ADJ
sound	صوت	sound	صوت	PROPN	N;SG
sound	صدا	sound	صدا	PROPN	N;SG
werner	ورنر	werner	ورنر	PROPN	N;SG
airlines	ایرلاینز	airline	None	N;FEM;PL	N;SG
airlines	هواپیمایی	airline	هواپیمایی	N;FEM;PL	N;SG
garcia	گارسیا	garcia	گارسیا	PROPN	N;SG
marocain	مراکشی	marocain	مراکشی	ADJ;MASC;SG	N;SG
sergio	سرجیو	sergio	سرجیو	PROPN	N;SG
sergio	سرخیو	sergio	سرخیو	PROPN	N;SG
calme	آرام	calme	آرام	ADJ;MASC;SG	ADV
todd	تاد	todd	تاد	PROPN	N;SG
panama	پاناما	panama	پاناما	PROPN	N;SG
enregistrements	رکوردز	enregistrement	رکوردز	N;MASC;PL	N;SG
enregistrements	رکوردینگز	enregistrement	رکوردینگز	N;MASC;PL	N;SG
#aaaaaa	#aaaaaa	#aaaaaa	None	PROPN	
hunter	هانتر	hunter	هانتر	PROPN	N;SG
hunter	شکارچی	hunter	شکارچی	PROPN	N;SG
heureux	مبارک	heureux	مبارک	ADJ;MASC;SG	N;SG
alaska	آلاسکا	alaska	آلاسکا	PROPN	N;SG
bébé	جیگر	bébé	جیگر	N;MASC;SG	
bébé	عزیزم	bébé	عزیزم	N;MASC;SG	INTJ
entré	واردشده	entrer	واردشده	V;MASC;SG;PST;V.PTCP	ADJ;SG;3;V.PTCP
dépendant	وابسته	dépendre	وابسته	V;PRS;V.PTCP	ADJ
perse	پرشین	perse	پرشین	PROPN	N;SG
perse	ایرانیان	perse	ایرانی	PROPN	N;PL
perse	ایرانی	perse	ایرانی	PROPN	N;SG
perse	فارسی	perse	فارسی	PROPN	N;SG
perse	پرشیا	perse	پرشیا	PROPN	N;SG
perse	perse	perse	perse	PROPN	N;SG
phoenix	سیمرغ	phoenix	سیمرغ	PROPN	N;SG
phoenix	فونیکس	phoenix	فونیکس	PROPN	N;SG
phoenix	ققنوس	phoenix	ققنوس	PROPN	N;SG
phoenix	فینکس	phoenix	فینکس	PROPN	N;SG
phoenix	فینیکس	phoenix	فینیکس	PROPN	N;SG
valley	دره	valley	دره	PROPN	N;SG
lópez	لوپز	lópez	لوپز	PROPN	N;SG
comprennent	شامل	comprendre	شامل	V;IND;PL;3;PRS;FIN	ADJ
magic	جادویی	magic	جادویی	PROPN	N;SG
magic	جادو	magic	None	PROPN	N;SG
magic	سحر	magic	سحر	PROPN	N;SG
magic	جادوی	magic	جادوی	PROPN	N;SG
chapeau	hat	chapeau	hat	N;MASC;SG	
vénus	ونوس	vénu	ونوس	PROPN	N;SG
vénus	زهره	vénu	زهره	PROPN	N;SG
portait	پوشید	porter	پوشید	V;IND;SG;3;IPFV;FIN	V;SG;3;PST
comptant	نقد	compter	نقد	V;PRS;V.PTCP	N;SG
comptant	نقدی	compter	نقد	V;PRS;V.PTCP	N;SG
comptant	کش	compter	None	V;PRS;V.PTCP	N;SG
ted	تد	ted	تد	PROPN	N;SG
uniforme	یونیفرم	uniforme	یونیفرم	ADJ;MASC;SG	N;SG
uniforme	یونیفورم	uniforme	یونیفورم	ADJ;MASC;SG	N;SG
uniforme	یونیفرم	uniforme	یونیفرم	ADJ;MASC;SG	N;SG
uniforme	یونیفورم	uniforme	یونیفورم	ADJ;MASC;SG	N;SG
libéraux	لیبرال	libéral	لیبرال	N;MASC;PL	N;SG
libéraux	آزادیخواه	libéral	آزادیخواه	N;MASC;PL	N;SG
portugaise	پرتغال	portugais	پرتغال	ADJ;FEM;SG	N;SG
portugaise	پرتغالی	portugais	پرتغالی	ADJ;FEM;SG	N;SG
portugaise	پرتقالی	portugais	پرتقالی	ADJ;FEM;SG	N;SG
supérieurs	مافوق	supérieur	مافوق	ADJ;MASC;PL	N;SG
isle	آیل	isle	آیل	N;FEM;SG	
sebastian	سباستین	sebastian	سباستین	PROPN	N;SG
sebastian	سباستیان	sebastian	سباستی	PROPN	N;SG
ducs	دوکس	duc	دوکس	N;MASC;PL	N;SG
harmattan	harmattan	harmattan	harmattan	PROPN	N;SG
protestants	پروتستانها	protestant	پروتستان	ADJ;MASC;PL	N;PL
protestants	پروتستان	protestant	پروتستان	ADJ;MASC;PL	N;SG
arrestation	دستگیر	arrestation	دستگیر	N;FEM;SG	ADJ
daté	مورخ	dater	مورخ	V;MASC;SG;PST;V.PTCP	N;SG
taxe	مالیات	taxe	مالیه	N;FEM;SG	N;PL
taxe	مالیاتی	taxe	مالی	N;FEM;SG	N;PL
malaisie	مالزی	malaisie	مالزی	PROPN	N;SG
malaisie	iran	malaisie	iran	PROPN	
malaisie	مالایا	malaisie	مالایا	PROPN	N;SG
terminée	شوده	terminer	کرد#کن	V;FEM;SG;PST;V.PTCP	
éthique	اخلاقیات	éthique	اخلاقی	ADJ;MASC;SG	N;PL
éthique	اخلاق	éthique	اخلاق	ADJ;MASC;SG	N;SG
hesse	هسه	hesse	هسه	PROPN	N;SG
hesse	هسن	hesse	هسن	PROPN	N;SG
lorenzo	لورنزو	lorenzo	لورنزو	PROPN	N;SG
casablanca	کازابلانکا	casablanca	کازابلانکا	PROPN	N;SG
qualifier	printer	qualifier	printer	V;NFIN	N;SG
mobilier	اثاث	mobilier	اثاث	N;MASC;SG	N;PL
mobilier	اثاثیه	mobilier	اثاثیه	N;MASC;SG	N;PL
cat	cat	cat	cat		N;SG
cat	گربه	cat	گربه		N;SG
bourges	بورژ	bourge	بورژ	PROPN	
strictement	اکیدا	strictement	اکیدا	ADV	N;SG
strictement	اکیداً	strictement	اکیداً	ADV	
tâches	تکالیف	tâche	تکالیف	N;FEM;PL	N;SG
marquer	مارک	marquer	مارک	V;NFIN	N;SG
marquer	نمره	marquer	نمره	V;NFIN	N;SG
marquer	امتیاز	marquer	امتیاز	V;NFIN	N;SG
chartres	شارتر	chartre	شارتر	N;MASC;SG	ADJ;CMPR
décoré	آراسته	décorer	آراسته	V;MASC;SG;PST;V.PTCP	ADJ
humides	مرطوب	humide	مرطوب	ADJ;MASC;PL	N;SG
humides	خفقان	humide	خفق	ADJ;MASC;PL	N;SG
humides	مرطوب	humide	مرطوب	ADJ;MASC;PL	N;SG
léo	لئو	léo	لئو	PROPN	N;SG
léo	leo	léo	leo	PROPN	N;SG
condé	کنده	conder	None	PROPN	V;SG;3;V.PTCP
condé	کاندی	conder	کاند#کان	PROPN	N;SG
contraintes	محدودیت	contrainte	محدودیت	N;FEM;PL	N;SG
cohen	کوهن	cohen	کوهن	PROPN	N;SG
cohen	کوئن	cohen	کوئن	PROPN	N;SG
sarkozy	سارکوزی	sarkozy	سارکوزی	PROPN	N;SG
wagner	وگنر	wagner	وگنر	PROPN	N;SG
wagner	واگنر	wagner	واگنر	PROPN	N;SG
salomon	سالومون	salomon	سالومون	PROPN	N;SG
salomon	سلیمان	salomon	سلیمان	PROPN	N;SG
salomon	سولومون	salomon	سولومون	PROPN	N;SG
allié	متفقین	allié	متفقین	V;MASC;SG;PST;V.PTCP	N;PL
allié	متحد	allié	None	V;MASC;SG;PST;V.PTCP	N;SG
prouver	اثبات	prouver	اثبات	V;NFIN	N;SG
prouver	اثبات	prouver	اثبات	V;NFIN	N;SG
proposant	خواستگاری	proposer	None	V;PRS;V.PTCP	N;SG
dream	دریم	dream	دریم	PROPN	N;SG
dream	خواب	dream	خواب	PROPN	N;SG
dream	رویا	dream	رویا	PROPN	N;SG
dream	رؤیا	dream	رؤیا	PROPN	N;SG
dream	رویای	dream	رویا	PROPN	N;SG
dream	رؤیای	dream	رؤیا	PROPN	N;SG
moyennes	میانگین	moyen	میانگین	ADJ;FEM;PL	N;SG
cru	خام	cru	خام	V;MASC;SG;PST;V.PTCP	N;SG
cru	راو	cru	راو	V;MASC;SG;PST;V.PTCP	N;SG
cru	raw	cru	raw	V;MASC;SG;PST;V.PTCP	N;SG
blake	بلیک	blake	بلیک	PROPN	N;SG
lourde	سنگینی	lourd	سنگینی	ADJ;FEM;SG	N;SG
holmes	هولمز	holme	هولمز	PROPN	N;SG
holmes	هلمز	holme	هلمز	PROPN	N;SG
magnétique	مغناطیسی	magnétique	مغناطیسی	ADJ;MASC;SG	N;SG
attire	جذب	attirer	جذب	V;IND;SG;3;PRS;FIN	N;SG
graines	بذر	graine	بذر	N;FEM;PL	N;SG
graines	دانه	graine	دانه	N;FEM;PL	N;SG
graines	بذر	graine	بذر	N;FEM;PL	N;SG
graines	دانه	graine	دانه	N;FEM;PL	N;SG
graines	نسل	graine	نسل	N;FEM;PL	N;SG
rtl	rtl	rtl	rtl	PROPN	
nova	نووا	nova	نووا	PROPN	N;SG
nova	نوا	nova	نوا	PROPN	N;SG
isolées	منزوی	isoler	منزوی	V;FEM;PL;PST;V.PTCP	N;SG
isolées	ایزوله	isoler	ایزوله	V;FEM;PL;PST;V.PTCP	N;SG
percussions	دق	percussion	دق	N;FEM;PL	N;SG
fixé	ثابت	fixer	ثابت	V;MASC;SG;PST;V.PTCP	ADJ
fixé	معین	fixer	معین	V;MASC;SG;PST;V.PTCP	N;SG
envoyés	ارسالی	envoyer	ارسالی	V;MASC;PL;PST;V.PTCP	N;SG
galeries	گالری	galerie	گالری	N;FEM;PL	N;SG
galeries	نگارخانه	galerie	نگارخانه	N;FEM;PL	N;SG
galeries	gallery	galerie	gallery	N;FEM;PL	N;SG
apparente	ظاهری	apparenter	ظاهری	ADJ;FEM;SG	N;SG
provincial	استانی	provincial	استانی	ADJ;MASC;SG	N;SG
coûts	هزینه	coût	هزینه	N;MASC;PL	N;SG
divine	الهی	divin	الهی	ADJ;FEM;SG	N;VOC
warren	وارن	warren	وارن	PROPN	N;SG
présentés	عرضه	présenter	عرضه	V;MASC;PL;PST;V.PTCP	N;SG
magnus	ماگنوس	magnu	ماگنوس	PROPN	N;SG
collins	کالینز	collin	کالینز	PROPN	N;SG
blocs	بلوک	bloc	بلوک	N;MASC;PL	N;SG
blocs	بلوکهای	bloc	بلوک	N;MASC;PL	N;SG
voulant	خواستن	vouloir	خواستن	V;PRS;V.PTCP	N;SG
acheté	خریدار	acheter	خریدار	V;MASC;SG;PST;V.PTCP	N;SG
acheté	خریداری	acheter	خریداری	V;MASC;SG;PST;V.PTCP	N;SG
bolivie	بولیوی	bolivie	بولیوی	PROPN	N;SG
bolivie	بولیوی	bolivie	بولیوی	PROPN	N;SG
coupé	قطع	couper	قطع	V;MASC;SG;PST;V.PTCP	N;SG
coupé	برش	couper	None	V;MASC;SG;PST;V.PTCP	N;SG
coupé	کات	couper	کات	V;MASC;SG;PST;V.PTCP	N;SG
coupé	کوپه	couper	کوپه	V;MASC;SG;PST;V.PTCP	N;SG
coupé	کوپه	couper	کوپه	V;MASC;SG;PST;V.PTCP	N;SG
#aaa	#aaa	#aaa	#aaa	PROPN	
localement	محلی	localement	محل	ADV	N;SG
cerf	دیر	cerf	دیر	N;MASC;SG	ADV
courtes	کوتاهی	court	کوتاه	ADJ;FEM;PL	N;SG
révolutionnaires	انقلابی	révolutionnaire	انقلاب	ADJ;MASC;PL	N;SG
révolutionnaires	انقلابیون	révolutionnaire	انقلابی	ADJ;MASC;PL	N;PL
noces	عروسی	noce	عروسی	N;FEM;PL	N;SG
noces	ازدواج	noce	ازدواج	N;FEM;PL	N;SG
sylvie	سیلویا	sylvie	سیلویا	PROPN	N;SG
sylvie	داوید	sylvie	داوت#دار	PROPN	N;SG
sylvie	داود	sylvie	داود	PROPN	N;SG
sylvie	داوود	sylvie	داوود	PROPN	N;SG
sylvie	دیوید	sylvie	دیوید	PROPN	N;SG
sylvie	david	sylvie	david	PROPN	N;SG
sylvie	سیلوی	sylvie	سیلوی	PROPN	N;SG
sylvie	سوسن	sylvie	سوسن	PROPN	N;SG
sylvie	سوزان	sylvie	سوز	PROPN	N;SG
wolfgang	ولفگانگ	wolfgang	ولفگانگ	PROPN	N;SG
reçoivent	دریافت	recevoir	دریافت	V;IND;PL;3;PRS;FIN	N;SG
johan	یوهان	johan	یوهان	PROPN	N;SG
irlandaise	ایرلند	irlandais	ایرلند	ADJ;FEM;SG	N;SG
irlandaise	ایرلندی	irlandais	ایرلندی	ADJ;FEM;SG	N;SG
produisent	بیاورند	produire	آورد#آور	V;IND;PL;3;PRS;FIN	V;SBJV;PL;3;PRS
slovénie	اسلوونی	slovénie	اسلوونی	ADJ;FEM;SG	N;SG
piliers	ستون	pilier	ستون	N;MASC;PL	N;SG
piliers	رکن	pilier	رکن	N;MASC;PL	N;SG
piliers	ستونی	pilier	ستون	N;MASC;PL	N;SG
coordination	هماهنگ	coordination	هماهنگ	N;FEM;SG	ADJ
talents	استعداد	talent	استعداد	N;MASC;PL	N;SG
talents	استعداد	talent	استعداد	N;MASC;PL	N;SG
talents	ذکاوت	talent	ذکاوت	N;MASC;PL	N;SG
diplomatique	دیپلماتیک	diplomatique	دیپلماتیک	ADJ;MASC;SG	N;SG
doux	شیرین	doux	شیرین	ADJ;MASC;SG	N;SG
doux	ملایم	doux	None	ADJ;MASC;SG	N;SG
doux	نرم	doux	نرم	ADJ;MASC;SG	N;SG
doux	خفیف	doux	خفیف	ADJ;MASC;SG	N;SG
doux	ملایم	doux	None	ADJ;MASC;SG	N;SG
doux	ملایم	doux	None	ADJ;MASC;SG	N;SG
doux	نرمه	doux	نرمه	ADJ;MASC;SG	N;SG
doux	نرمی	doux	نرمی	ADJ;MASC;SG	N;SG
doux	سافت	doux	سافت	ADJ;MASC;SG	N;SG
doux	نرم	doux	نرم	ADJ;MASC;SG	N;SG
capables	توانایی	capable	توانایی	ADJ;MASC;PL	N;SG
capables	لایق	capable	لایق	ADJ;MASC;PL	N;SG
capables	توانا	capable	None	ADJ;MASC;PL	N;SG
romaines	رومان	romain	رومان	ADJ;FEM;PL	N;SG
romaines	رومی	romain	رومی	ADJ;FEM;PL	N;SG
romaines	رومن	romain	رومن	ADJ;FEM;PL	N;SG
romaines	روم	romain	None	ADJ;FEM;PL	
joint	مفصل	joindre	مفصل	V;MASC;SG;PST;V.PTCP	N;SG
vieil	وییل	vieux	وییل	ADJ;MASC;SG	
immédiate	فوری	immédiat	فوری	ADJ;FEM;SG	N;SG
nigeria	نیجریه	nigeria	نیجریه	PROPN	N;SG
gaulois	گالیک	gaulois	گالیک	ADJ;MASC;SG	N;SG
émilie	امیلی	émilie	امیلی	PROPN	N;SG
convaincu	قانع	convaincre	None	V;MASC;SG;PST;V.PTCP	ADJ
convaincu	متقاعد	convaincre	متقاعد	V;MASC;SG;PST;V.PTCP	N;SG
nacional	ناسیونال	nacional	ناسیونال	PROPN	N;SG
malades	مریض	malade	None	N;MASC;PL	N;SG
malades	بیمار	malade	بیمار	N;MASC;PL	N;SG
malades	مریضی	malade	None	N;MASC;PL	N;SG
leonard	لئونارد	leonard	لئونارد	PROPN	N;SG
inspirée	الهام	inspirer	None	V;FEM;SG;PST;V.PTCP	N;SG
égyptien	مصر	égyptien	مصر	ADJ;MASC;SG	N;SG
égyptien	مصری	égyptien	مصری	ADJ;MASC;SG	N;SG
keith	کیث	keith	کیث	PROPN	N;SG
dommages	صدمه	dommage	صدمه	N;MASC;PL	N;SG
dommages	آسیب	dommage	آسیب	N;MASC;PL	N;SG
prononce	تلفظ	prononcer	تلفظ	V;IND;SG;3;PRS;FIN	N;SG
organique	آلی	organique	آلی	ADJ;MASC;SG	N;SG
organique	ارگانیک	organique	ارگانیک	ADJ;MASC;SG	N;SG
impôt	مالیات	impôt	مالیه	N;MASC;SG	N;PL
impôt	مالیاتی	impôt	مالی	N;MASC;SG	N;PL
impôt	مالیات	impôt	مالیه	N;MASC;SG	N;PL
impôt	مالیاتی	impôt	مالی	N;MASC;SG	N;PL
impliqué	درگیر	impliquer	درگیر	V;MASC;SG;PST;V.PTCP	ADJ
impliqué	دخیل	impliquer	دخیل	V;MASC;SG;PST;V.PTCP	N;SG
ancêtre	اجداد	ancêtre	None	N;MASC;SG	N;PL
ancêtre	نیاکان	ancêtre	نیاک	N;MASC;SG	N;PL
memorial	یادبود	memorial	یادبود	PROPN	N;SG
memorial	مموریال	memorial	مموریال	PROPN	N;SG
sfondo	sfondo	sfondo	sfondo	PROPN	
bros	bros	bros	bros	PROPN	N;SG
demain	فردایی	demain	فردایی	ADV	N;SG
mensuel	ماهانه	mensuel	None	ADJ;MASC;SG	ADV
mensuel	ماهنامه	mensuel	ماهنامه	ADJ;MASC;SG	N;SG
mensuel	ماهیانه	mensuel	ماهیانه	ADJ;MASC;SG	N;SG
équipée	مجهز	équiper	None	V;FEM;SG;PST;V.PTCP	N;SG
dakar	داکار	dakar	داکار	PROPN	N;SG
profond	اعماق	profond	عمق	ADJ;MASC;SG	N;PL
profond	ژرف	profond	ژرف	ADJ;MASC;SG	N;SG
profond	ژرف	profond	ژرف	ADJ;MASC;SG	N;SG
systématiquement	سیستماتیک	systématiquement	سیستماتیک	ADV	N;SG
systématiquement	اصولی	systématiquement	اصولی	ADV	N;SG
protéines	پروتئین	protéine	پروتئین	N;FEM;PL	N;SG
protéines	پروتئینی	protéine	پروتئینی	N;FEM;PL	N;SG
récent	اخیرا	récent	اخیرا	ADJ;MASC;SG	ADV
récent	اخیراً	récent	اخیراً	ADJ;MASC;SG	ADV
récent	تازگی	récent	تازگی	ADJ;MASC;SG	N;SG
accompagnée	همراه	accompagner	همراه	V;FEM;SG;PST;V.PTCP	ADP
hollandais	هلندی	hollandais	هلندی	ADJ;MASC;SG	N;SG
hollandais	داچ	hollandais	داچ	ADJ;MASC;SG	N;SG
hollandais	هلند	hollandais	هلند	ADJ;MASC;SG	N;SG
attentats	گذاری	attentat	گذاری	N;MASC;PL	N;SG
intéressé	علاقمندی	intéresser	علاقمندی	V;MASC;SG;PST;V.PTCP	N;SG
intéressé	علاقه	intéresser	علاقه	V;MASC;SG;PST;V.PTCP	N;SG
intéressé	علاقمند	intéresser	علاقمند	V;MASC;SG;PST;V.PTCP	ADJ
décrire	توصیف	décrire	توصیف	V;NFIN	N;SG
betty	بتی	betty	بتی	INTJ	N;SG
martinique	مارتینیک	martinique	مارتینیک	ADJ;MASC;SG	N;SG
esp	پیل	esp	پیل		N;SG
esp	esp	esp	esp		N;SG
mathématique	ریاضی	mathématique	ریاضی	ADJ;MASC;SG	N;SG
mathématique	ریاضی	mathématique	ریاضی	ADJ;MASC;SG	N;SG
mathématique	ریاضیات	mathématique	ریاضی	ADJ;MASC;SG	N;SG
mathématique	math	mathématique	math	ADJ;MASC;SG	N;SG
mathématique	ریاضی	mathématique	ریاضی	ADJ;MASC;SG	N;SG
mathématique	ریاضیات	mathématique	ریاضی	ADJ;MASC;SG	N;SG
ita	ita	ita	ita		N;SG
gonzález	گونزالس	gonzáler	گونزالس	PROPN	N;SG
gonzález	گونزالس	gonzáler	گونزالس	PROPN	N;SG
gonzález	گونزالز	gonzáler	گونزالز	PROPN	N;SG
dialogues	محاوره	dialogue	محاوره	N;MASC;PL	N;SG
appliquée	کاربردی	appliquer	کاربردی	V;FEM;SG;PST;V.PTCP	N;SG
passes	برود	passe	رفت#رو	N;FEM;PL	V;SBJV;SG;3;PRS
passes	میگذرد	passe	گذشت#گذر	N;FEM;PL	V;SG;3;PRS
mesurer	پیمانه	mesurer	پیمانه	V;NFIN	N;SG
mesurer	پیمانه	mesurer	پیمانه	V;NFIN	N;SG
joachim	یواخیم	joachim	None	PROPN	N;SG
gallois	ولش	gallois	ولش	ADJ;MASC;SG	V;IMP;SG;2
gallois	ولز	gallois	ولز	ADJ;MASC;SG	N;SG
jupiter	مشتری	jupiter	مشتری	PROPN	N;SG
jupiter	ژوپیتر	jupiter	ژوپیتر	PROPN	ADJ;CMPR
protestante	پروتستان	protestant	پروتستان	ADJ;FEM;SG	N;SG
précipitations	بارش	précipitation	بارش	N;FEM;PL	N;SG
précipitations	بارندگی	précipitation	بارندگی	N;FEM;PL	N;SG
marianne	ماریان	marianne	ماری	ADJ;FEM;SG	N;SG
marianne	ماریان	marianne	ماری	ADJ;FEM;SG	N;SG
bohême	بوهم	bohême	بوه	ADJ;MASC;SG	N;SG
bohême	بوهمی	bohême	بوه	ADJ;MASC;SG	
santos	سانتوس	santo	سانتوس	PROPN	N;SG
tombes	گریوز	tombe	گریوز	N;FEM;PL	N;SG
tombes	مقبره	tombe	مقبره	N;FEM;PL	N;SG
tombes	آرامگاه	tombe	آرامگاه	N;FEM;PL	N;SG
adolf	آدولف	adolf	آدولف	PROPN	N;SG
transformée	مسخ	transformer	مسخ	V;FEM;SG;PST;V.PTCP	N;SG
linda	لیندا	linda	لیندا	PROPN	N;SG
élevés	مرتفع	élevé	None	V;MASC;PL;PST;V.PTCP	ADJ
élevés	برافراشته	élevé	برافراشته	V;MASC;PL;PST;V.PTCP	ADJ;SG;3;V.PTCP
vocabulaire	واژگان	vocabulaire	واژه	N;MASC;SG	N;PL
glasgow	گلاسکو	glasgow	گلاسکو	PROPN	N;SG
harrison	هریسون	harrison	هریسون	PROPN	N;SG
anneaux	حلقه	anneau	حلقه	N;MASC;PL	N;SG
boxeur	مبارزان	boxeur	None	N;MASC;SG	N;PL
parisiens	پاریسی	parisien	پاریسی	ADJ;MASC;PL	N;SG
qualifiée	ماهر	qualifier	ماهر	V;FEM;SG;PST;V.PTCP	N;SG
qualifiée	شایستگی	qualifier	شایستگی	V;FEM;SG;PST;V.PTCP	N;SG
finance	مالی	finance	مالی	N;FEM;SG	ADJ
critère	معیارهای	critère	معیار	N;MASC;SG	N;PL
stanislas	استانیسلاس	stanislas	استانیسلاس	PROPN	N;SG
tensions	کشش	tension	کشش	N;FEM;PL	
tensions	تنش	tension	تنش	N;FEM;PL	N;SG
lucie	لوسی	lucie	لوسی	PROPN	N;SG
lucie	لوسیا	lucie	لوسیا	PROPN	N;SG
rica	ریکا	rica	ریکا	PROPN	N;SG
casse	بشکند	casse	شکست#شکن	N;FEM;SG	V;SBJV;SG;3;PRS
bête	جانور	bête	None	ADJ;FEM;SG	N;SG
bête	دلبر	bête	دلبر	ADJ;FEM;SG	N;SG
bête	حیوان	bête	None	ADJ;FEM;SG	N;SG
pattes	نوازش	patte	نوازش	N;FEM;PL	N;SG
pattes	پا	patte	پا	N;FEM;PL	N;SG
adapter	وفق	adapter	وفق	V;NFIN	
adapter	سازگاری	adapter	سازگاری	V;NFIN	N;SG
adapter	وفق	adapter	وفق	V;NFIN	
