категорія	kategorii	категорія	kategorie	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
пані	slečny	пані	slečna	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
пані	dámy	пані	dáma	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL;POS
літопис	chronicle	літопис	chronicle	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL;POS
важкі	deutschland	важкий	deutschland	ADJ;NOM;PL	N;INAN;NOM;MASC;SG;POS
перейменувати	přejmenovat	перейменувати	přejmenovat	V;IPFV;NFIN	V;PFV;POS;NFIN
човни	čluny	човен	člun	N;ANIM;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
промислові	průmyslový	промисловий	průmyslový	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
промислові	průmyslová	промисловий	průmyslový	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
промислові	průmyslové	промисловий	průmyslový	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
акула	žraloka	акула	žralok	N;ANIM;NOM;FEM;SG	N;ANIM;ACC;MASC;SG;POS
елізабет	elizabeth	елізабет	elizabeth	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
грали	hrála	грати	hrát	V;IPFV;IND;PL;PST;FIN	V;POS;PST;V.PTCP;ACT
грали	hrál	грати	hrát	V;IPFV;IND;PL;PST;FIN	V;MASC;SG;POS;PST;V.PTCP;ACT
корони	korunu	корона	koruna	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
корони	crown	корона	crown	N;INAN;NOM;FEM;PL	PROPN;INAN;NOM;MASC;SG;POS
корони	koruna	корона	koruna	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
марина	přístav	марина	přístav	N;ANIM;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
марина	marino	марина	marino	N;ANIM;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
містяться	obsahovala	міститися	obsahovat	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;POS;PST;V.PTCP;ACT
містяться	obsahovaly	міститися	obsahovat	V;IPFV;IND;PL;3;PRS;FIN	V;INAN;IPFV;PL;POS;PST;V.PTCP;ACT
містяться	obsažené	міститися	obsažený	V;IPFV;IND;PL;3;PRS;FIN	ADJ;NOM;MASC;PL;POS
містяться	obsažený	міститися	obsažený	V;IPFV;IND;PL;3;PRS;FIN	ADJ;INAN;NOM;MASC;SG;POS
містяться	obsahuje	міститися	obsahovat	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
князі	prosí	княг	prosit	N;ANIM;NOM;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
плавець	záchranář	плавець	záchranář	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
плавець	plavec	плавець	plavec	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
фантастичні	fantastický	фантастичний	fantastický	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
фантастичні	fantastické	фантастичний	fantastický	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;POS
убитий	zavražděna	убитий	zavražděný	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
рухів	hnutí	рух	hnutí	N;INAN;GEN;MASC;PL	N;NOM;NEUT;SG;POS
рухів	pohyby	рух	pohyb	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
мирний	mírové	мирний	mírový	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
досягли	dosaženo	досягти	dosažený	V;PFV;IND;PL;PST;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
досягли	dosažena	досягти	dosažený	V;PFV;IND;PL;PST;FIN	ADJ;POS;V.PTCP;PASS
досягли	dosažen	досягти	dosažený	V;PFV;IND;PL;PST;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
армійський	armáda	армійський	armáda	ADJ;NOM;MASC;SG	N;NOM;FEM;SG;POS
армійський	armádní	армійський	armádní	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
армійський	armádu	армійський	armáda	ADJ;NOM;MASC;SG	N;ACC;FEM;SG;POS
армійський	vojsko	армійський	vojsko	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG;POS
армійський	army	армійський	arma	ADJ;NOM;MASC;SG	PROPN;FEM;POS
суддів	rozhodčí	суддя	rozhodčí	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;SG;POS
суддів	porotci	суддя	porotce	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
суддів	soudců	суддя	soudce	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
суддів	soudci	суддя	soudce	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
батареї	baterie	батарея	baterie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
сектор	sektoru	сектор	sektor	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
техас	texasu	техас	texas	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;GEN;MASC;SG;POS
техас	texas	техас	texas	PROPN;INAN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
браун	hnědá	брауна	hnědý	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
браун	hnědý	брауна	hnědý	PROPN;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
браун	brown	брауна	brown	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
браун	hnědé	брауна	hnědý	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
браун	braun	брауна	braun	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
друзі	přátel	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
друзі	přátele	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
друзі	přáteli	друг	přítel	N;ANIM;NOM;MASC;PL	N;ANIM;INS;MASC;PL;POS
обчислення	vypočítat	обчислення	vypočítat	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
обчислення	spočítat	обчислення	spočítat	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
обчислення	výpočetní	обчислення	výpočetní	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
обчислення	výpočtu	обчислення	výpočet	N;INAN;NOM;NEUT;SG	N;INAN;GEN;MASC;SG;POS
обчислення	výpočty	обчислення	výpočet	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
янський	jansky	янський	jansky	ADJ;NOM;MASC;SG	ADV;POS
авто	automatický	авто	automatický	N;INAN;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
авто	automatické	авто	automatický	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
авто	automatická	авто	automatický	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
авто	automaticky	авто	automaticky	N;INAN;NOM;NEUT;SG	ADV;POS
авто	car	авто	car	N;INAN;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
злочини	zločin	злочин	zločin	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
злочини	masakr	злочин	masakr	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
спеціалістів	profesionálové	спеціаліст	profesionál	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
спеціалістів	odborníci	спеціаліст	odborník	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
дід	dědečku	дід	dědeček	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
звинувачення	nálože	звинувачення	nálož	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL;POS
звинувачення	poplatky	звинувачення	poplatek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
отець	otče	отець	oteč	N;ANIM;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
намагаючись	zkouší	намагатися	zkoušit	V;IPFV;PRS;V.CVB	V;PFV;IND;SG;3;POS;PRS;FIN;ACT
копій	kopie	копія	kopie	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
бойовики	akce	бойовик	akce	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG;POS
бойовики	akční	бойовик	akční	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG;POS
бойовики	akci	бойовик	akce	N;ANIM;NOM;MASC;PL	N;ACC;FEM;SG;POS
ена	aisne	ена	aisno		PROPN;NOM;MASC;SG;POS
ена	ana	ена	ana		PROPN;NOM;FEM;SG;POS
здібності	powers	здібність	powers	N;INAN;NOM;FEM;PL	PROPN;ANIM;NOM;MASC;SG;POS
ростуть	růst	ростуть	růst	V;IPFV;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
множина	set	множина	sto	N;INAN;NOM;FEM;SG	N;NOM;NEUT;PL;POS
множина	nastavit	множина	nastavit	N;INAN;NOM;FEM;SG	V;PFV;POS;NFIN
максима	maxima	максим	maximum	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG;POS
валенсія	valencia	валенсія	valencium	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
завантаження	naložit	завантаження	naložit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
завантаження	načíst	завантаження	načíst	N;INAN;NOM;NEUT;SG	V;POS;NFIN
цін	qing	ціна	qing		PROPN;ANIM;NOM;MASC;SG;POS
дисципліни	disciplína	дисципліна	disciplína	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
дисципліни	disciplínu	дисципліна	disciplína	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
дисципліни	kázeň	дисципліна	kázeň	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
включені	zahrnut	включений	zahrnutý	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;MASC;SG;POS;V.PTCP;PASS
включені	včetně	включений	včetně	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADP;GEN
включені	zahrnuto	включений	zahrnutý	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NEUT;SG;POS;V.PTCP;PASS
включені	zahrnuté	включений	zahrnutý	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS
операцію	transakce	операція	transakce	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL;POS
механізми	mechanismus	механізм	mechanismus	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
механізми	mechanismů	механізм	mechanismus	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
конструкцій	stavby	конструкція	stavba	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL;POS
вагою	vážení	вага	vážený	N;INAN;INS;FEM;SG	N;NOM;NEUT;SG;POS
традиція	tradici	традиція	tradice	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG;POS
здатний	schopného	здатний	schopný	ADJ;NOM;MASC;SG	ADJ;ANIM;GEN;MASC;SG;POS
показати	zobrazení	показати	zobrazení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
показати	displej	показати	displej	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
показати	představení	показати	představení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
показати	show	показати	show	V;PFV;NFIN	N;FEM;POS
фронтах	frontách	фронт	fronta	N;INAN;ESS;MASC;PL	N;DAT;FEM;PL;POS
форум	fóru	форум	fórum	N;INAN;NOM;MASC;SG	N;DAT;NEUT;SG;POS
форум	fóra	форум	fórum	N;INAN;NOM;MASC;SG	N;NOM;NEUT;PL;POS
капітал	akcie	капітал	akcie	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
капітал	skladem	капітал	sklad	N;INAN;NOM;MASC;SG	N;INAN;INS;MASC;SG;POS
капітал	ředitel	капітал	ředitel	N;INAN;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
бургундія	burgundy	бургундія	burgund	PROPN;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
ознакою	indikace	ознака	indikace	N;INAN;INS;FEM;SG	N;NOM;FEM;SG;POS
онтаріо	ontario	онтаріо	ontario	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG;POS
мілан	milan	мілан	milan	PROPN;INAN;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
мілан	milán	мілан	milán	PROPN;INAN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
мілан	milán	мілан	milán	PROPN;INAN;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
мілан	milano	мілан	milano	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;NEUT;SG;POS
спостережень	pozorování	спостереження	pozorování	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG;POS
спостережень	postřehy	спостереження	postřeh	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL;POS
спостережень	připomínky	спостереження	připomínka	N;INAN;GEN;NEUT;PL	N;NOM;FEM;PL;POS
канали	kanálů	канати	kanál	N;INAN;NOM;MASC;PL	N;INAN;GEN;MASC;PL;POS
відділом	výplaty	відділ	výplata	N;INAN;INS;MASC;SG	N;NOM;FEM;PL;POS
відділом	výplatní	відділ	výplatní	N;INAN;INS;MASC;SG	ADJ;NOM;MASC;SG;POS
невідомі	neznámá	невідомий	známý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;NEG
невідомі	neznámý	невідомий	známý	ADJ;NOM;PL	ADJ;ANIM;NOM;MASC;SG;NEG
невідомі	neznámé	невідомий	známý	ADJ;NOM;PL	ADJ;NOM;NEUT;SG;NEG
згоден	souhlasím	згодений	souhlasit	V;PFV;IND;SG;3;FUT;FIN	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
згоден	souhlasit	згодений	souhlasit	V;PFV;IND;SG;3;FUT;FIN	V;IPFV;POS;NFIN
дол	dol	дол.	dol	INTJ	PROPN;ANIM;NOM;MASC;SG;POS
лікарів	doktoři	лікар	doktor	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
лікарів	doktorů	лікар	doktor	N;ANIM;ACC;MASC;PL	N;ANIM;GEN;MASC;PL;POS
лікарів	lékaři	лікар	lékař	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
стратегії	strategie	стратегія	strategie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
стратегії	strategie	стратегія	strategie	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG;POS
стратегії	strategii	стратегія	strategie	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG;POS
завершено	dokončeno	завершити	dokončený	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
завершено	ukončeno	завершити	ukončený	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
завершено	dokončené	завершити	dokončený	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;POS
завершено	dokončen	завершити	dokončený	V;PFV;IND;0;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
завершено	dokončena	завершити	dokončený	V;PFV;IND;0;FIN	ADJ;POS;V.PTCP;PASS
завершено	dokončeno	завершити	dokončený	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
завершено	dokončené	завершити	dokončený	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;POS
завершено	hotovo	завершити	hotový	V;PFV;IND;0;FIN	N;NOM;NEUT;SG;POS
азія	asie	азія	asie	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
азія	asii	азія	asie	N;INAN;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
розроблено	rozvinutých	розробити	rozvinutý	V;PFV;IND;0;FIN	ADJ;GEN;MASC;PL;POS
розроблено	rozvinuté	розробити	rozvinutý	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG;POS
розроблено	vyvinutá	розробити	vyvinutý	V;PFV;IND;0;FIN	ADJ;NOM;FEM;SG;POS
розроблено	vyvinut	розробити	vyvinutý	V;PFV;IND;0;FIN	ADJ;MASC;SG;POS;V.PTCP;PASS
розроблено	vyvinuté	розробити	vyvinutý	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;PL;POS
розроблено	vyvinutý	розробити	vyvinutý	V;PFV;IND;0;FIN	ADJ;INAN;NOM;MASC;SG;POS
розроблено	navrženo	розробити	navržený	V;PFV;IND;0;FIN	ADJ;NEUT;SG;POS;V.PTCP;PASS
розроблено	navržený	розробити	navržený	V;PFV;IND;0;FIN	ADJ;INAN;NOM;MASC;SG;POS
розроблено	konstruované	розробити	konstruovaný	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;PL;POS
розроблено	navržené	розробити	navržený	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;PL;POS
колі	klíně	коло	klín	N;INAN;NOM;NEUT;SG	N;INAN;DAT;MASC;SG;POS
входу	přihlásit	вхід	přihlásit	N;INAN;GEN;MASC;SG	V;PFV;POS;NFIN
входу	přihlášení	вхід	přihlášení	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
зіграла	obsazení	зіграти	obsazení	V;PFV;FEM;IND;SG;PST;FIN	N;NOM;NEUT;SG;POS
кароліна	caroline	каролін	caroline	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
кароліна	karolíně	каролін	karolín	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG;POS
близький	uzavřít	близький	uzavřít	ADJ;NOM;MASC;SG	V;POS;NFIN
близький	zavřít	близький	zavřít	ADJ;NOM;MASC;SG	V;POS;NFIN
близький	blízko	близький	blízko	ADJ;NOM;MASC;SG	ADV;POS
підтримувати	podporující	підтримувати	podporující	V;IPFV;NFIN	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
підтримувати	podpůrná	підтримувати	podpůrný	V;IPFV;NFIN	ADJ;NOM;FEM;SG;POS
учитель	učiteli	учитель	učitel	N;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;PL;POS
графіка	grafu	графіка	graf	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
ключ	radikální	ключ	radikální	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
ключ	radikálně	ключ	radikálně	N;INAN;NOM;MASC;SG	ADV;POS
ключ	klíče	ключ	klíč	N;INAN;NOM;MASC;SG	N;INAN;NOM;MASC;PL;POS
ключ	klíčové	ключ	klíčový	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;PL;POS
ключ	klíčová	ключ	klíčový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
кільце	ring	кільце	ring	N;INAN;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
цінності	hodnot	цінність	hodnota	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL;POS
ділянку	region	ділянка	region	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
ділянку	regionu	ділянка	region	N;INAN;ACC;FEM;SG	N;INAN;DAT;MASC;SG;POS
ділянку	oblast	ділянка	oblast	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
ділянку	kraj	ділянка	kraj	N;INAN;ACC;FEM;SG	N;INAN;NOM;MASC;SG;POS
комахи	hmyzu	комаха	hmyz	N;ANIM;NOM;MASC;PL	N;INAN;GEN;MASC;SG;POS
комахи	hmyz	комаха	hmyz	N;ANIM;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
комахи	hmyz	комаха	hmyz	N;ANIM;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
сіль	sel	сіль	sel	N;INAN;NOM;FEM;SG	PROPN;ANIM;MASC;SG;POS
сіль	salt	сіль	salt	N;INAN;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
сіль	soli	сіль	sůl	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
сіль	soli	сіль	sůl	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL;POS
сіль	sil	сіль	síla	N;INAN;NOM;FEM;SG	N;GEN;FEM;PL;POS
доки	dokud	доки	dokud	ADV	CONJ
доки	dokud	доки	dokud	ADV	CONJ
просування	propagaci	просування	propagace	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG;POS
рей	rey	рей	rey		PROPN;ANIM;NOM;MASC;SG;POS
рей	rei	рей	rei		PROPN;ANIM;NOM;MASC;SG;POS
рей	paprsek	рей	paprsek		N;INAN;NOM;MASC;SG;POS
рей	ray	рей	ray		PROPN;ANIM;NOM;MASC;SG;POS
доповнення	doplňují	доповнення	doplňovat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
доповнення	doplňovat	доповнення	doplňovat	N;INAN;NOM;NEUT;SG	V;IPFV;POS;NFIN
запуск	spustit	запуск	spustit	N;INAN;NOM;MASC;SG	V;PFV;POS;NFIN
запуск	začíná	запуск	začínat	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
запуск	začínám	запуск	začínat	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
запуск	začínáme	запуск	začínat	N;INAN;NOM;MASC;SG	V;IPFV;IND;PL;1;POS;PRS;FIN;ACT
дом	dome	дом	dome		PROPN;INAN;NOM;MASC;SG;POS
дом	dom	дом	dom		PROPN;INAN;NOM;MASC;SG;POS
моє	důl	мій	důl	DET;NOM;NEUT;SG;1	N;INAN;NOM;MASC;SG;POS
чистий	vyčistit	чистий	vyčistit	ADJ;NOM;MASC;SG	V;PFV;POS;NFIN
маре	marais	маре	marais		N;INAN;NOM;MASC;SG;POS
єва	eva	єва	eva	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
єва	evu	єва	ev	PROPN;ANIM;NOM;FEM;SG	N;ACC;FEM;SG;POS
єва	evo	єва	evo	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
єва	ewa	єва	ewa	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
єва	eva	єва	eva	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
єва	eve	єва	eve	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
єва	předvečer	єва	předvečer	PROPN;ANIM;NOM;FEM;SG	N;INAN;NOM;MASC;SG;POS
єва	evi	єва	evi	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
флоренції	florence	флоренція	florence	PROPN;INAN;GEN;FEM;SG	N;NOM;FEM;SG;POS
флоренції	florencie	флоренція	florencie	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;FEM;SG;POS
додавання	přidávám	додавання	přidávat	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
додавання	přidejte	додавання	přidej	N;INAN;NOM;NEUT;SG	V;PFV;IMP;PL;2;POS;FIN
додавання	přidej	додавання	přidej	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;POS;FIN
додавання	přidat	додавання	přidat	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
додавання	dodatky	додавання	dodatek	N;INAN;NOM;NEUT;SG	N;INAN;NOM;MASC;PL;POS
додавання	připojit	додавання	připojit	N;INAN;NOM;NEUT;SG	V;PFV;POS;NFIN
факс	fax	факс	fax		N;INAN;NOM;MASC;SG;POS
факс	faxu	факс	fax		N;INAN;DAT;MASC;SG;POS
борисович	gul	борисовичнути	gul	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ранку	ráno	ранок	ráno	N;INAN;GEN;MASC;SG	ADV
ранку	ranní	ранок	ranní	N;INAN;GEN;MASC;SG	ADJ;NOM;MASC;SG;POS
вершина	summitu	вершина	summit	N;INAN;NOM;FEM;SG	N;INAN;GEN;MASC;SG;POS
годину	hodinový	година	hodinový	N;INAN;ACC;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
годину	hodinka	година	hodinka	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
годину	hodina	година	hodina	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG;POS
збільшити	navýšení	збільшити	navýšení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
збільшити	zvýšení	збільшити	zvýšení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
збільшити	nárůst	збільшити	nárůst	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
збільшити	odlehčení	збільшити	odlehčení	V;PFV;NFIN	N;NOM;NEUT;SG;POS
необхідних	zásadní	необхідний	zásadní	ADJ;GEN;PL	ADJ;NOM;MASC;SG;POS
необхідних	nezbytné	необхідний	zbytný	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;NEG
необхідних	podstatné	необхідний	podstatný	ADJ;GEN;PL	ADJ;NOM;NEUT;SG;POS
мкс	iss	мкс	iss	INTJ	PROPN;MASC;POS
мкс	výprava	мкс	výprava	INTJ	N;NOM;FEM;SG;POS
мкс	expedice	мкс	expedice	INTJ	N;NOM;FEM;SG;POS
товариств	spolky	товариство	spolek	N;INAN;GEN;NEUT;PL	N;INAN;NOM;MASC;PL;POS
продовжити	pokračovat	продовжити	pokračovat	V;PFV;NFIN	V;IPFV;POS;NFIN
продовжити	životopis	продовжити	životopis	V;PFV;NFIN	N;INAN;NOM;MASC;SG;POS
драматичного	dramatický	драматичний	dramatický	ADJ;GEN;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
драматичного	dramatické	драматичний	dramatický	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG;POS
драматичного	dramatická	драматичний	dramatický	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG;POS
мирного	mírové	мирний	mírový	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;PL;POS
мирного	klidné	мирний	klidný	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG;POS
колони	pilířů	колон	pilíř	N;INAN;NOM;FEM;PL	N;INAN;GEN;MASC;PL;POS
викликати	dovolávat	викликати	dovolávat	V;PFV;NFIN	V;IPFV;POS;NFIN
маленькі	malý	маленький	malý	ADJ;NOM;PL	ADJ;INAN;NOM;MASC;SG;POS
маленькі	malá	маленький	malý	ADJ;NOM;PL	ADJ;NOM;FEM;SG;POS
