per	za	per	za	ADP	
específics	konkrétne	específic	konkrétny	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
específics	špecifická	específic	špecifický	ADJ;MASC;PL	ADJ;NOM;FEM;SG
específics	osobitné	específic	osobitný	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
específics	špecifický	específic	špecifický	ADJ;MASC;PL	ADJ;INAN;NOM;MASC;SG
col	kapusta	col	kapusta		N;NOM;FEM;SG
col	col	col	col		PROPN;ANIM;NOM;MASC;SG
hernández	hernández	hernández	hernández		N;ANIM;NOM;MASC;SG
hernández	hernandez	hernández	hernandez		N;ANIM;NOM;MASC;SG
assassinats	vrážd	assassinat	vráždo	ADJ;MASC;PL;V.PTCP	N;GEN;FEM;PL
assassinats	vraždy	assassinat	vražda	ADJ;MASC;PL;V.PTCP	N;NOM;FEM;PL
paraguai	paraguaj	paraguai	paraguaj	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
vela	sviečky	vela	sviečka	N;FEM;SG	N;NOM;FEM;PL
balcó	balkón	balcó	balkón		N;INAN;NOM;MASC;SG
balcó	balkóne	balcó	balkón		N;INAN;NOM;MASC;SG
talent	talenty	talent	talent	N;MASC;SG	N;INAN;NOM;MASC;PL
talent	talentovaný	talent	talentovaný	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
talent	talentovaná	talent	talentovaný	N;MASC;SG	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fidels	lojálny	fidel	lojálny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
fidels	verný	fidel	verný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
fidels	verná	fidel	verný	ADJ;PL	ADJ;NOM;FEM;SG
casament	svadobná	casament	svadobný	N;MASC;SG	ADJ;NOM;FEM;SG
casament	svadobné	casament	svadobný	N;MASC;SG	ADJ;NOM;NEUT;SG
casament	svadby	casament	svadba	N;MASC;SG	N;NOM;FEM;PL
toscana	toskánsko	toscana	toskánsko		N;NOM;NEUT;SG
toscana	toskánsku	toscana	toskánsky		ADV
manel	manuel	manel	manuel		PROPN;ANIM;NOM;MASC;SG
cornisa	rímsu	cornisa	rímsa	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
luna	luna	luna	luna		N;NOM;FEM;SG
venut	predal	vendre	predať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
anuals	každoročné	anual	každoročný	ADJ;PL	ADJ;NOM;NEUT;SG
anuals	ročný	anual	ročný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
anuals	ročná	anual	ročný	ADJ;PL	ADJ;NOM;FEM;SG
anuals	ročne	anual	ročnúť	ADJ;PL	ADV
anuals	ročné	anual	ročný	ADJ;PL	ADJ;NOM;NEUT;SG
màlaga	málaga	màlaga	málaga		N;ANIM;NOM;MASC;SG
màlaga	malaga	màlaga	malaga		N;NOM;FEM;SG
elementals	elementárneho	elemental	elementárny	ADJ;PL	ADJ;GEN;NEUT;SG
rodatge	strieľať	rodatge	strieľať	N;MASC;SG	V;IPFV;POS;NFIN
triat	vybrala	triat	vybrať	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
triat	vybral	triat	vybrať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
triat	zvolili	triat	zvoliť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
triat	vyberal	triat	vyberať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
triat	vyberala	triat	vyberať	ADJ;MASC;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
emilio	emilio	emilio	emilio		PROPN;ANIM;NOM;MASC;SG
european	európan	europeun	európan	ADJ;SG	N;ANIM;NOM;MASC;SG
php	php	php	php		
florals	kvetinové	floral	kvetinový	ADJ;PL	ADJ;NOM;NEUT;SG
ciutadà	občan	ciutadà	občan	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
ciutadà	občana	ciutadà	občan	ADJ;MASC;SG	N;ANIM;ACC;MASC;SG
periòdic	novín	periòdic	noviny	ADJ;MASC;SG	N;GEN;FEM;PL
periòdic	noviny	periòdic	noviny	ADJ;MASC;SG	N;NOM;FEM;PL
específicament	konkrétne	específicament	konkrétny	ADV	ADJ;NOM;NEUT;SG
inversió	investície	inversió	investícia	N;FEM;SG	N;NOM;FEM;PL
suggereix	naznačujú	suggerir	naznačovať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
fenòmens	jav	fenòmen	jav	N;MASC;PL	N;INAN;NOM;MASC;SG
fenòmens	fenomén	fenòmen	fenomén	N;MASC;PL	N;INAN;NOM;MASC;SG
ciutadania	občianstva	ciutadania	občianstvo	N;FEM;SG	N;NOM;NEUT;PL
positiu	pozitívnych	positiu	pozitívny	ADJ;MASC;SG	ADJ;GEN;MASC;PL
positiu	pozitívne	positiu	pozitívne	ADJ;MASC;SG	ADV
oriol	oriol	oriol	oriol		PROPN;ANIM;NOM;MASC;SG
laura	laura	laura	laura		N;NOM;FEM;SG
laura	lauru	laura	laura		N;ACC;FEM;SG
habilitats	schopnosťami	habilitat	schopnosť	ADJ;FEM;PL;V.PTCP	N;INS;FEM;PL
habilitats	schopností	habilitat	schopnosť	ADJ;FEM;PL;V.PTCP	N;GEN;FEM;PL
habilitats	schopnosti	habilitat	schopný	ADJ;FEM;PL;V.PTCP	N;NOM;FEM;PL
habilitats	zručností	habilitat	zručnosť	ADJ;FEM;PL;V.PTCP	N;GEN;FEM;PL
habilitats	zručnosti	habilitat	zručnosť	ADJ;FEM;PL;V.PTCP	N;NOM;FEM;PL
somni	snívať	somni	snívať	N;MASC;SG	V;IPFV;POS;NFIN
somni	dream	somni	dream	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
golfes	podkroví	golfa	podkrovie	N;FEM;PL	N;NOM;NEUT;SG
polèmica	spor	polèmic	spor	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
trinitat	trinidad	trinitat	trinidad	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
index	index	index	index		N;INAN;NOM;MASC;SG
pokémon	pokémon	pokémon	pokémon	N;MASC;PL	N;INAN;NOM;MASC;SG
leonardo	leonardo	leonarda	leonardo		N;ANIM;NOM;MASC;SG
picasso	picasso	picasso	picasso		N;INAN;NOM;MASC;SG
bagdad	bagdade	bagdad	bagdad		N;INAN;NOM;MASC;SG
parma	parma	parma	parm		PROPN;ANIM;NOM;MASC;SG
kíev	kyjeve	kíev	kyjev	PROPN	N;INAN;ESS;MASC;SG
marsella	marseille	marsella	marseille		ADV
simetria	symetria	simetria	symetrie	V;COND;SG;3;FIN	N;NOM;FEM;SG
road	cestná	road	cestný		ADJ;NOM;FEM;SG
road	cestný	road	cestný		ADJ;ANIM;NOM;MASC;SG
road	road	road	road		PROPN;ANIM;NOM;MASC;SG
road	cesta	road	cesta		N;NOM;FEM;SG
vigo	vigo	vigo	vigo		PROPN;ANIM;NOM;MASC;SG
rebel	rebel	rebel	rebieť		N;INAN;NOM;MASC;SG
llit	postele	llit	posteľ	N;MASC;SG	N;NOM;FEM;PL
creure	verím	creure	veriť	V;NFIN	V;IPFV;IND;SG;1;POS;PRS;FIN
creure	veriť	creure	veriť	V;NFIN	V;IPFV;POS;NFIN
creure	ver	creure	veriť	V;NFIN	INTJ
creure	veria	creure	veriť	V;NFIN	V;IPFV;IND;PL;3;POS;PRS;FIN
creure	presvedčený	creure	presvedčený	V;NFIN	ADJ;ANIM;NOM;MASC;SG
felipe	felipe	felipe	felipa		N;ANIM;NOM;MASC;SG
muñoz	muñoz	muñoz	muñoz		N;ANIM;NOM;MASC;SG
baden	baden	badar	baden		PROPN;INAN;NOM;MASC;SG
sessió	stretnutia	sessió	stretnutie	N;FEM;SG	N;NOM;NEUT;PL
alumne	študentky	alumne	študentka	N;MASC;SG	N;NOM;FEM;PL
otó	oto	otó	oto		PROPN;ANIM;NOM;MASC;SG
pals	kamaráti	pal	kamarát		N;ANIM;NOM;MASC;PL
pals	tyčinky	pal	tyčinka		N;NOM;FEM;PL
pals	paličky	pal	palička		N;NOM;FEM;PL
pals	palice	pal	palica		N;NOM;FEM;PL
ros	ros	ros	ros		INTJ
sepultura	hrobu	sepultura	hrob	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
sepultura	hrobe	sepultura	hrob	V;IND;SG;3;PRS;FIN	N;INAN;ESS;MASC;SG
sepultura	hrob	sepultura	hrob	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
who	komu	who	kto	PROPN	PRO;ANIM;DAT;MASC;SG
who	koho	who	kto	PROPN	PRO;ANIM;ACC;MASC;SG
who	ktorí	who	ktorý	PROPN	DET;ANIM;NOM;MASC;PL
who	kto	who	kto	PROPN	PRO;ANIM;NOM;MASC;SG
pèl	vlasov	pèl	vlas	N;MASC;SG	N;INAN;GEN;MASC;PL
pèl	vlasy	pèl	vlas	N;MASC;SG	N;INAN;NOM;MASC;PL
pèl	chlpy	pèl	chlpy	N;MASC;SG	N;INAN;NOM;MASC;PL
harvard	harvard	harvard	harvard		N;ANIM;NOM;MASC;SG
niça	pekny	niça	pekny		N;ANIM;NOM;MASC;SG
niça	pekný	niça	pekný		ADJ;ANIM;NOM;MASC;SG
niça	pekná	niça	pekný		ADJ;NOM;FEM;SG
niça	pekne	niça	pekne		ADV
niça	pekné	niça	pekný		ADJ;NOM;NEUT;SG
niça	nice	niça	nica		PROPN;ANIM;NOM;MASC;SG
taronja	oranžová	taronja	oranžový		ADJ;NOM;FEM;SG
taronja	orange	taronja	oranga		N;INAN;NOM;MASC;SG
taronja	oranžový	taronja	oranžový		ADJ;ANIM;NOM;MASC;SG
taronja	pomaranč	taronja	pomaranč		N;INAN;NOM;MASC;SG
taronja	oranžové	taronja	oranžový		ADJ;NOM;NEUT;SG
percentatge	percentá	percentatge	percentý	N;MASC;SG	N;INAN;NOM;MASC;PL
percentatge	percentuálna	percentatge	percentuálny	N;MASC;SG	ADJ;NOM;FEM;SG
percentatge	percentá	percentatge	percentý	N;MASC;SG	N;INAN;NOM;MASC;PL
blues	blues	blues	blues		N;NOM;NEUT;SG
bruce	bruce	bruce	bruca	PROPN	PROPN;ANIM;NOM;MASC;SG
recurs	odvolania	recurs	odvolanie	N;MASC;SG	N;NOM;NEUT;PL
recurs	zdroje	recurs	zdroj	N;MASC;SG	N;INAN;NOM;MASC;PL
lector	čitateľ	lector	čitateľ	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
lector	reader	lector	reader	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
eliminat	vypúšťa	eliminat	vypúšťať	ADJ;MASC;SG;V.PTCP	V;IPFV;IND;SG;3;POS;PRS;FIN
ordenat	nariadil	ordenat	nariadiť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
ordenat	objednali	ordenat	objednať	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
ordenat	nariadila	ordenat	nariadiť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
acollir	hosting	acollir	hosting	V;NFIN	N;INAN;NOM;MASC;SG
amo	amo	amo	amo		INTJ
budapest	budapest	budapest	budapest		
budapest	budapešti	budapest	budapešť		N;NOM;FEM;SG
budapest	budapešť	budapest	budapešť		N;NOM;MASC;SG
ter	ter	ter	ter	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
reflecteix	odrážajú	reflectir	odrážať	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
aparegut	objavila	aparèixer	objaviť	ADJ;MASC;SG;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
egipcis	egypťanov	egipci	egypťan	ADJ;MASC;PL	N;ANIM;ACC;MASC;PL
egipcis	egypťania	egipci	egypťanie	ADJ;MASC;PL	N;ANIM;NOM;MASC;PL
valle	valle	valle	vallí		N;INAN;NOM;MASC;SG
manga	manga	manga	manga		N;NOM;FEM;SG
río	río	río	río	PROPN	PROPN;INAN;NOM;MASC;SG
aparentment	zrejme	aparentment	zrejme	ADV	PART
ram	ram	ram	ram		N;INAN;NOM;MASC;SG
senegal	senegal	senegal	senegať	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
hugo	hugo	hugo	hugo	PROPN	PROPN;ANIM;NOM;MASC;SG
african	africký	africar	africký		ADJ;ANIM;NOM;MASC;SG
african	afrického	africar	africký		ADJ;ANIM;GEN;MASC;SG
african	africké	africar	africký		ADJ;NOM;NEUT;SG
african	africká	africar	africký		ADJ;NOM;FEM;SG
african	afrických	africar	africký		ADJ;ANIM;GEN;MASC;PL
pre	pred	pre	pred		ADP;INS
marshall	marshall	marshall	marshall		PROPN;ANIM;NOM;MASC;SG
marshall	maršal	marshall	maršať		N;ANIM;NOM;MASC;SG
non	non	non	non		PROPN;ANIM;NOM;MASC;SG
ernst	ernst	ernst	ernst	PROPN	PROPN;ANIM;NOM;MASC;SG
feble	slabí	feble	slabý	ADJ;SG	ADJ;ANIM;NOM;MASC;PL
profund	hlboká	profund	hlboký	ADJ;MASC;SG	N;NOM;FEM;SG
profund	hlboko	profund	hlboko	ADJ;MASC;SG	ADV
profund	deep	profund	deep	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
profund	hlboký	profund	hlboký	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
aprovada	schválil	aprovat	schváliť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
aprovada	schválili	aprovat	schváliť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
psicologia	psychológie	psicologia	psychológia	N;FEM;SG	N;NOM;FEM;PL
confusió	nejasnosti	confusió	nejasnosť	N;FEM;SG	N;NOM;FEM;PL
croats	chorváti	croat	chorvát	ADJ;MASC;PL;V.PTCP	N;ANIM;NOM;MASC;PL
land	land	land	land	PROPN	
land	pozemok	land	pozemok	PROPN	N;INAN;NOM;MASC;SG
land	pôdy	land	pôda	PROPN	N;NOM;FEM;PL
land	pozemky	land	pozemok	PROPN	N;INAN;NOM;MASC;PL
land	pôda	land	pôda	PROPN	N;NOM;FEM;SG
cala	cala	cala	cať		PROPN;NOM;MASC;SG
efectiu	hotovosť	efectiu	hotovosť	ADJ;MASC;SG	N;NOM;FEM;SG
efectiu	cash	efectiu	cash	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
efectiu	účinne	efectiu	účinne	ADJ;MASC;SG	ADV
efectiu	efektívne	efectiu	efektívny	ADJ;MASC;SG	ADV
minoria	menšinové	minoria	menšinový		ADJ;NOM;NEUT;SG
minoria	menšinu	minoria	menšina		N;ACC;FEM;SG
minoria	menšiny	minoria	menšina		N;NOM;FEM;PL
minoria	menšina	minoria	menšina		N;NOM;FEM;SG
rose	ruža	rose	ruža		N;NOM;FEM;SG
rose	rose	rose	ros		PROPN;NOM;FEM;SG
diàleg	dialógy	diàleg	dialóga	N;MASC;SG	N;INAN;NOM;MASC;PL
ann	ann	ann	ann	PROPN	PROPN;NOM;FEM;SG
viva	viva	viu	viva	ADJ;FEM;SG	
normandia	normandii	normandia	normandia		N;ANIM;DAT;FEM;SG
gravats	rytiny	gravat	rytina	ADJ;MASC;PL;V.PTCP	N;NOM;FEM;PL
gramàtica	gymnázium	gramàtic	gymnázium	ADJ;FEM;SG	N;NOM;NEUT;SG
gramàtica	gramatiku	gramàtic	gramatika	ADJ;FEM;SG	N;ACC;FEM;SG
infecció	infekcie	infecció	infekcia	N;FEM;SG	N;NOM;FEM;PL
delhi	dillí	delhi	dillí		PROPN;NOM;NEUT;SG
fàbriques	továrne	fàbrica	továrne	N;FEM;PL	ADV
raymond	raymond	raymond	raymond	PROPN	PROPN;ANIM;NOM;MASC;SG
definida	definitívne	definit	definitívne	ADJ;FEM;SG;V.PTCP	ADV
lucas	lucas	lucas	lucas		PROPN;ANIM;NOM;MASC;SG
antoine	antoine	antoine	antoine		PROPN;ANIM;NOM;MASC;SG
llança	oštep	llançar	oštep	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
valencia	valencia	valenciar	valencia		N;NOM;FEM;SG
quint	quintus	quint	quintus		N;ANIM;NOM;MASC;SG
vestits	šaty	vestit	šaty	ADJ;MASC;PL;V.PTCP	N;NOM;FEM;PL
vestits	šiat	vestit	šaty	ADJ;MASC;PL;V.PTCP	N;GEN;FEM;PL
out	vonku	out	vonku		ADV
out	von	out	von		ADV
out	out	out	out		
ludwig	ludwig	ludwig	ludwig	PROPN	PROPN;ANIM;NOM;MASC;SG
arena	arena	arena	arena		N;NOM;FEM;SG
arena	aréne	arena	arén		N;INAN;NOM;MASC;SG
sorpresa	prekvapiť	sorpresa	prekvapiť	N;FEM;SG	V;PFV;POS;NFIN
krasnodar	krasnodar	krasnodar	krasnodar	ADJ;SG	N;INAN;NOM;MASC;SG
altiplà	rovnovážnej	altiplà	rovnovážny	N;MASC;SG	ADJ;GEN;FEM;SG
explosió	explózie	explosió	explózia	N;FEM;SG	N;NOM;FEM;PL
lideratge	vedenia	lideratge	vedenie	N;MASC;SG	N;NOM;NEUT;PL
fruita	plody	fruita	plod	N;FEM;SG	N;INAN;NOM;MASC;PL
fruita	ovocie	fruita	ovocie	N;FEM;SG	N;NOM;FEM;PL
construïts	skonštruované	construït	skonštruovaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
construïts	konštruované	construït	konštruovaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
demostració	demo	demostració	demo	N;FEM;SG	INTJ
centra	centrum	centrar	centrum	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
centra	centre	centrar	centrum	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG
centra	center	centrar	center	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
centra	stred	centrar	stred	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
lió	lyon	lió	lyon		PROPN;ANIM;NOM;MASC;SG
tela	tkaniny	tela	tkanina	N;FEM;SG	N;NOM;FEM;PL
perdent	prehry	perdre	prehra	V;V.MSDR	N;INAN;NOM;MASC;PL
perdent	stráca	perdre	strácať	V;V.MSDR	V;IPFV;IND;SG;3;POS;PRS;FIN
perdent	prehra	perdre	prehra	V;V.MSDR	N;NOM;FEM;SG
bòsnia	bosna	bòsnia	bosna		N;NOM;FEM;SG
angola	angola	angola	angola	ADJ;FEM;SG	PROPN;ANIM;NOM;MASC;SG
atp	atp	atp	atp	N;MASC;SG	
suau	hladko	suau	hladko	ADJ;SG	ADV
tronc	kufri	tronc	kufri		N;INAN;ESS;MASC;SG
tronc	kufra	tronc	kufro		N;INAN;GEN;MASC;SG
tronc	kufor	tronc	kufor		N;INAN;NOM;MASC;SG
identificat	identifikovaných	identificat	identifikovaný	ADJ;MASC;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
bancs	banks	banc	banks	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
bohèmia	čechách	bohèmia	čecha	ADJ;FEM;SG	N;GEN;FEM;PL
terratrèmol	zemetrasenia	terratrèmol	zemetrasenie	N;MASC;SG	N;NOM;NEUT;PL
aportació	vstupné	aportació	vstupný	N;FEM;SG	ADJ;NOM;NEUT;SG
tsar	car	tsar	car	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
alejandro	alejandro	alejandro	alejandro		PROPN;ANIM;NOM;MASC;SG
orange	oranžová	orange	oranžový		ADJ;NOM;FEM;SG
orange	orange	orange	oranga		N;INAN;NOM;MASC;SG
orange	oranžový	orange	oranžový		ADJ;ANIM;NOM;MASC;SG
orange	pomaranč	orange	pomaranč		N;INAN;NOM;MASC;SG
orange	oranžové	orange	oranžový		ADJ;NOM;NEUT;SG
setze	sixteen	setze	sixteen	NUM;PL	INTJ
setze	šestnásť	setze	šestnásť	NUM;PL	NUM;NOM;NEUT;SG
fil	fil	fil	fil		PROPN;ANIM;NOM;MASC;SG
fil	vlákno	fil	vlákno		N;NOM;NEUT;SG
fil	niť	fil	niť		N;NOM;FEM;SG
fil	nite	fil	niť		N;NOM;FEM;PL
malta	malta	malta	malta		N;NOM;FEM;SG
júnior	junior	júnior	junior		PROPN;ANIM;NOM;MASC;SG
sus	sus	sus	sus		INTJ
directiva	smernicou	directiu	smernica	ADJ;FEM;SG	N;INS;FEM;SG
directiva	smernica	directiu	smernica	ADJ;FEM;SG	N;NOM;FEM;SG
directiva	smernicu	directiu	smernica	ADJ;FEM;SG	N;ACC;FEM;SG
directiva	smernice	directiu	smernica	ADJ;FEM;SG	N;NOM;FEM;PL
laurent	laurent	laurent	laurent		PROPN;ANIM;NOM;MASC;SG
finances	financovanie	finança	financovanie	N;FEM;PL	N;NOM;NEUT;SG
finances	financovať	finança	financovať	N;FEM;PL	V;IPFV;POS;NFIN
desplaçament	vyrovnať	desplaçament	vyrovnať	N;MASC;SG	V;PFV;POS;NFIN
desplaçament	kompenzácie	desplaçament	kompenzácia	N;MASC;SG	N;NOM;FEM;PL
dinàmica	dynamický	dinàmica	dynamický	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
dinàmica	dynamická	dinàmica	dynamický	N;FEM;SG	ADJ;NOM;FEM;SG
dinàmica	dynamické	dinàmica	dynamický	N;FEM;SG	ADJ;NOM;NEUT;SG
japan	japonska	japar	japonsko	PROPN	N;NOM;FEM;SG
japan	japonsko	japar	japonsko	PROPN	
japan	japonsku	japar	japonsko	PROPN	ADV
milles	míľ	milla	míľ	N;FEM;PL	N;GEN;FEM;SG
milles	miles	milla	miles	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
auxiliar	pomocné	auxiliar	pomocný		ADJ;NOM;NEUT;SG
auxiliar	pomocný	auxiliar	pomocný		ADJ;ANIM;NOM;MASC;SG
fresc	čerstvé	fresc	čerstvý		ADJ;NOM;NEUT;SG
fresc	čerstvú	fresc	čerstvý		N;ACC;FEM;SG
fresc	čerstvá	fresc	čerstvý		ADJ;NOM;FEM;SG
fresc	čerstvý	fresc	čerstvý		ADJ;ANIM;NOM;MASC;SG
fresc	fresh	fresc	fresh		
coordinació	koordinácie	coordinació	koordinácia	N;FEM;SG	N;NOM;FEM;PL
tractaments	ošetrovanie	tractament	ošetrovanie	N;MASC;PL	N;NOM;NEUT;SG
paolo	paolo	paolo	paonúť	PROPN	PROPN;ANIM;NOM;MASC;SG
corrupció	korupcie	corrupció	korupcia	N;FEM;SG	N;NOM;FEM;PL
alfa	alpha	alfa	alpha		PROPN;NOM;FEM;SG
alfa	alfa	alfa	alfo		
conrad	conrad	conrad	conrad		PROPN;ANIM;NOM;MASC;SG
disminució	znižovať	disminució	znižovať	N;FEM;SG	V;IPFV;POS;NFIN
disminució	znížiť	disminució	znížiť	N;FEM;SG	V;PFV;POS;NFIN
pintat	namaľoval	pintar	namaľovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
pintat	maľba	pintar	maľba	ADJ;MASC;SG;V.PTCP	N;NOM;FEM;SG
pintat	maľoval	pintar	maľovať	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
canes	palice	cana	palica		N;NOM;FEM;PL
canes	cannes	cana	cannes		N;NOM;MASC;SG
fang	fang	fang	fang		PROPN;NOM;FEM;SG
reconstruir	rekonštrukcia	reconstruir	rekonštrukcia	V;NFIN	N;NOM;FEM;SG
obrers	pracujúcich	obrer	pracujúci	N;MASC;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
kennedy	kennedyho	kennedy	kennedy		N;ANIM;ACC;MASC;SG
kennedy	kennedy	kennedy	kennedy		N;ANIM;NOM;MASC;SG
tinguin	maj	tenir	mať	V;SBJV;PL;3;PRS;FIN	V;IPFV;IMP;SG;2;POS;FIN
tinguin	majú	tenir	mať	V;SBJV;PL;3;PRS;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN
turons	hills	turó	hills	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
anal	análny	anal	análny		ADJ;ANIM;NOM;MASC;SG
prado	prado	prado	prado	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
parker	parkerová	parker	parkerový	PROPN	ADJ;NOM;FEM;SG
parker	parker	parker	parker	PROPN	PROPN;ANIM;NOM;MASC;SG
toni	toni	toni	toni		PROPN;ANIM;NOM;MASC;SG
governadors	guvernéri	governador	guvernéri	N;MASC;PL	ADJ;ANIM;NOM;MASC;PL
copenhaguen	kodani	copenhagar	kodanie		N;INAN;NOM;MASC;SG
copenhaguen	kodaň	copenhagar	kodaň		N;INAN;NOM;MASC;SG
mariano	mariano	mariano	mariano		N;ANIM;NOM;MASC;SG
fabricant	výrobca	fabricant	výrobca	V;V.MSDR	N;INAN;NOM;MASC;SG
fabricant	výrobcu	fabricant	výrobec	V;V.MSDR	N;INAN;GEN;MASC;SG
elizabeth	elizabeth	elizabeth	elizabet		N;NOM;FEM;SG
elizabeth	alžbeta	elizabeth	alžbeta		N;NOM;FEM;SG
mental	mentálne	mental	mentálne	ADJ;SG	ADV
mental	duševne	mental	duševne	ADJ;SG	ADV
edificació	budovy	edificació	budova	N;FEM;SG	N;NOM;FEM;PL
oregon	oregon	oregon	oregon	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
opinions	odozva	opinió	odozva	N;FEM;PL	N;NOM;FEM;SG
cria	chovné	cria	chovný	N;FEM;SG	ADJ;NOM;NEUT;SG
incorporat	začlenili	incorporat	začleniť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
publi	publius	publi	publius		N;ANIM;NOM;MASC;SG
prosa	prózy	prosa	próza	N;FEM;SG	N;NOM;FEM;PL
louisiana	louisiane	louisià	louisiane	ADJ;FEM;SG	N;INAN;NOM;MASC;PL
contaminació	znečistenia	contaminació	znečistenie	N;FEM;SG	N;NOM;NEUT;PL
necessàries	potrebná	necessari	potrebný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
necessàries	nevyhnutná	necessari	nevyhnutný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
necessàries	nutné	necessari	nutný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
necessàries	nevyhnutné	necessari	nevyhnutný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
necessàries	potrebné	necessari	potrebný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
necessàries	nutná	necessari	nutný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
creences	presvedčenie	creença	presvedčenie	N;FEM;PL	N;NOM;NEUT;SG
bàsiques	základný	bàsic	základný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
bàsiques	základné	bàsic	základný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
bàsiques	základného	bàsic	základný	ADJ;FEM;PL	ADJ;GEN;NEUT;SG
bàsiques	základná	bàsic	základný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
destinació	destiny	destinació	destina	N;FEM;SG	N;NOM;FEM;PL
líbia	líbya	líbia	líby	ADJ;FEM;SG	N;NOM;FEM;SG
osca	huesca	osca	huesca		N;ANIM;NOM;MASC;SG
malàisia	malajzia	malàisia	malajzí		N;NOM;FEM;SG
malàisia	malajzie	malàisia	malajzie		N;NOM;FEM;PL
minut	minútu	minut	minúta		N;ACC;FEM;SG
