gestapo	الجستابو	gestapo	جِستَابُو	N;INDF;NEUT;SG	
tante	العمة	tante	عِمَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
hunt	هنت	hun	هُنَا		
hunt	هانت	hun	هٰذَا		
keep	احتفظ	keep	اِحتَفَظ		V;PFV;MASC;SG;3;ACT
iranske	ايراني	iransk	إِيرَانِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
iranske	الايرانية	iransk	إِيرَانِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
iranske	الايراني	iransk	إِيرَانِيّ	ADJ;PL	N;NOM;DEF;SG
hændelsen	واقعة	hændelse	وَاقِع	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
hændelsen	حادث	hændelse	حَادِث	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
hændelsen	حادثة	hændelse	حَادِث	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
målinger	القياسات	måling	قِيَاسَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
målinger	المقاييس	måling	مِقيَاس	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
målinger	القياس	måling	قِيَاس	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
målinger	قياس	måling	قِيَاس	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
kartofler	البطاطا	kartoffel	بِطَاط	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
kartofler	بطاطا	kartoffel	بِطَاط	N;INDF;MASC+FEM;PL	
kartofler	البطاطس	kartoffel	بَطَاطِس	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
kartofler	بطاطس	kartoffel	بطاطس	N;INDF;MASC+FEM;PL	
kartofler	بطاطا	kartoffel	بِطَاط	N;INDF;MASC+FEM;PL	
watts	واتس	watts	واتس		
oak	البلوط	oak	بَلوَط	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
pels	الفرو	pels	فُرُوّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
pels	الفراء	pels	فَروَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
luna	لونا	luna	لونا		
suverænitet	السيادة	suverænitet	سِيَادَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nyder	الاستمتاع	nyde	اِستِمتَاع	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
marmor	الرخام	marmor	رُخَام	N;INDF;NEUT;SG	N;NOM;DEF;SG
abbey	الدير	abbey	دَير		N;NOM;DEF;SG
dæmning	دام	dæmning	دَام	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
dæmning	السد	dæmning	سُدّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lorenzo	لورينزو	lorenzo	لورينزو		
lorenzo	لورنزو	lorenzo	لُورنزُو		
kreative	الابداعية	kreativ	أَبِدعِيّ	ADJ;PL	
kreative	مبدع	kreativ	مبدع	ADJ;PL	N;NOM;INDF;SG
kreative	مبدعة	kreativ	مبدعة	ADJ;PL	ADJ;NOM;INDF;FEM;SG
kreative	ابداع	kreativ	بَدَع	ADJ;PL	N;NOM;INDF;SG
zimbabwe	زيمبابوي	zimbabwe	زِيمبَابوِي		
zimbabwe	زمبابوي	zimbabwe	زَمبَابوِي		
shaw	شو	shaw	شو		
løver	الاسود	løve	أَسوَد	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
elton	التون	elton	تَوَنِّي		
mellemste	المنتصف	mellem	مُنتَصَف	ADJ;DEF;RL	N;NOM;DEF;SG
mellemste	الوسط	mellem	وَسط	ADJ;DEF;RL	N;NOM;DEF;SG
mellemste	وسط	mellem	وَسط	ADJ;DEF;RL	N;NOM;INDF;SG
potomac	بوتوماك	potomac	بوتوماك	N;INDF;MASC+FEM;SG	
opstanden	انتفاضة	opstand	اِنتِفَاضَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
værftet	يارد	værfte	ارد	N;DEF;NEUT;SG	
værftet	ساحة	værfte	سَاحَة	N;DEF;NEUT;SG	N;NOM;INDF;SG
værftet	ياردة	værfte	أَارِد	N;DEF;NEUT;SG	N;NOM;INDF;SG
værftet	فناء	værfte	فِنَاء	N;DEF;NEUT;SG	N;NOM;INDF;SG
register	دليل	regist	دَلِيل	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
register	الدليل	regist	دَلِيل	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
register	سجل	regist	سَجَّل	N;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
register	تسجيل	regist	تَسجِيل	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
register	السجل	regist	سِجِلّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
register	التسجيل	regist	تَسجِيل	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
register	السجل	regist	سِجِلّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
accepterer	قبول	acceptere	قُبُول	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
accepterer	قبول	acceptere	قُبُول	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
økologiske	العضوية	økologisk	عُضوِيَّة	ADJ;PL	N;NOM;DEF;SG
økologiske	عضوية	økologisk	عُضوِيَّة	ADJ;PL	N;NOM;INDF;SG
økologiske	عضوي	økologisk	عُضوِيّ	ADJ;PL	
synligt	مرئي	synligt	مرئي	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
synligt	ظاهر	synligt	ظاهر	ADJ;INDF;NEUT;SG	
forvente	اتوقع	forvente	اتوقع	V;NFIN;ACT	
kontinentale	القاري	kontinentale	قَارِي	ADJ;PL	
kontinentale	القارئ	kontinentale	قَارِئ	ADJ;PL	N;NOM;DEF;SG
tilpasse	مواءمة	tilpasse	مُوَاءَمَة	V;NFIN;ACT	N;NOM;INDF;SG
tilpasse	ضبط	tilpasse	ضَبط	V;NFIN;ACT	N;NOM;INDF;SG
tilpasse	التكيف	tilpasse	تَكَيُّف	V;NFIN;ACT	N;NOM;DEF;SG
tilpasse	تكيف	tilpasse	كَاف	V;NFIN;ACT	N;NOM;INDF;SG
tilpasse	تكييف	tilpasse	تكييف	V;NFIN;ACT	N;NOM;INDF;SG
jurister	الحقوقيين	jurist	حُقُوقِيّ	N;INDF;MASC+FEM;PL	ADJ;NOM;DEF;MASC;PL
jurister	المحامون	jurist	مُحَامِي	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
jurister	المحامين	jurist	مُحَامِي	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
træerne	اشجار	træ	شَجَر	N;DEF;NEUT;PL	N;NOM;INDF;PL
træerne	الشجر	træ	شَجر	N;DEF;NEUT;PL	N;NOM;DEF;SG
træerne	شجر	træ	شَجر	N;DEF;NEUT;PL	N;NOM;INDF;SG
individuelt	فرادى	individuelt	فرادى	ADV	
individuelt	فرديا	individuelt	فَردِيّ	ADV	ADJ;ACC;INDF;MASC;SG
individuelt	فرد	individuelt	فَرد	ADV	N;NOM;INDF;SG
individuelt	فردية	individuelt	فَردِيّ	ADV	ADJ;NOM;INDF;FEM;SG
individuelt	فردي	individuelt	فَردِيّ	ADV	ADJ;NOM;INDF;MASC;SG
individuelt	الفردية	individuelt	فَردِيّ	ADV	ADJ;NOM;DEF;FEM;SG
individuelt	الفرد	individuelt	فَرد	ADV	N;NOM;DEF;SG
ofrene	ضحايا	offer	ضَحِيَّة	N;DEF;NEUT;PL	N;NOM;INDF;PL
ydelser	الخدمات	ydelse	خِدمَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
ydelser	الفوائد	ydelse	فَائِدَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
ydelser	الاستحقاقات	ydelse	اِستِحقَاق	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
ydelser	المنافع	ydelse	مَنفَعَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
oversvømmelser	الفيضانات	oversvømmelse	فِيضَان	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
oversvømmelser	فيضان	oversvømmelse	فَيَضَان	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
oversvømmelser	الفيضان	oversvømmelse	الفيضان	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
oversvømmelser	الفيضانات	oversvømmelse	فِيضَان	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
asia	اسيا	asia	آسِيَا		
filosoffer	الفلاسفة	filosof	فُلَاسِفَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
alger	الجزائر	alge	جَزَائِر	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
alger	الطحالب	alge	طَحَالَب	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
zum	zum	zum	مِثَاس		
farligt	خطر	farlig	خَطَر	ADJ;INDF;NEUT;SG	N;NOM;INDF;SG
hancock	هانكوك	hancock	هانكوك		
forekomst	الحدوث	forekomst	حُدُوث	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forekomst	التواجد	forekomst	تَوَاجُد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forekomst	الوجود	forekomst	وُجُود	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
uhyre	الوحش	uhyre	وَحش	ADV	N;NOM;DEF;SG
uhyre	وحش	uhyre	وَحش	ADV	N;NOM;INDF;SG
originalt	الاصلي	originalt	أَصلِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
originalt	اصلي	originalt	أَصلِيّ	ADJ;INDF;NEUT;SG	
originalt	الاصلية	originalt	أَصلِيّ	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
originalt	الاصل	originalt	أَصل	ADJ;INDF;NEUT;SG	
skuespillerne	فعاليات	skuespiller	فَعَّالِيّ	N;DEF;MASC+FEM;PL	ADJ;NOM;INDF;FEM;PL
skuespillerne	ممثلون	skuespiller	مُمَثِّل	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
riger	الامبراطوريات	rig	إِمبِرَاطُورِيَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
riger	الممالك	rig	مَملَكَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
riger	العوالم	rig	عَالَم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
riger	الممالك	rig	مَملَكَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
visuelle	بصري	visuel	بَصَرِيّ	ADJ;PL	
visuelle	بصرية	visuel	بَصَرِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
visuelle	البصرية	visuel	بَصَرِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
visuelle	مرئي	visuel	مرئي	ADJ;PL	N;NOM;INDF;SG
mickey	ميكي	mickey	ميكي		
margin	الهامش	margin	هَامِش	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
loftet	العلية	loft	عَلِيَّة	N;DEF;NEUT;SG	
loftet	العلوية	loft	عَلوِيّ	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
overvågning	الرصد	overvågning	رَصد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
overvågning	الاشراف	overvågning	إِشرَاف	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
overvågning	اشراف	overvågning	اشراف	N;INDF;MASC+FEM;SG	
overvågning	المراقبة	overvågning	مُرَاقَبَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
symbolet	رمز	symbol	رَمز	N;DEF;NEUT;SG	N;NOM;INDF;SG
symbolet	رمزا	symbol	رَمز	N;DEF;NEUT;SG	N;ACC;INDF;SG
kald	اتصل	kald	اِتَّصَل	N;INDF;NEUT;SG	
kald	الاتصال	kald	اِتِّصَال	N;INDF;NEUT;SG	N;NOM;DEF;SG
tor	تور	tor	تَوَرّ		
kommunal	البلدية	kommunal	بَلَدِيَّة	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
nutid	الحاضر	nutid	حَاضِر	N;INDF;MASC+FEM;SG	
nutid	الحالي	nutid	حَالِيّ	N;INDF;MASC+FEM;SG	ADJ;NOM;DEF;MASC;SG
sjov	المرح	sjov	مَرح	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
sjov	مرح	sjov	مَرح	ADJ;INDF;MASC+FEM;SG	
sjov	متعة	sjov	مُتعَة	ADJ;INDF;MASC+FEM;SG	N;NOM;INDF;SG
sjov	طريف	sjov	طَرِيف	ADJ;INDF;MASC+FEM;SG	
mont	مونت	mont	مونت		
pen	القلم	pen	قَلَم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
semi	شبه	semi	شِبه		N;NOM;PSSD;SG
farfar	جدي	farfar	جِدِّيّ	N;INDF;MASC+FEM;SG	
farfar	جدى	farfar	جِدِّيّ	N;INDF;MASC+FEM;SG	
farfar	الجد	farfar	جِدّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
farfar	الجد	farfar	جِدّ	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
kopieret	منقول	kopiere	مَنقُول	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
sing	غن	sing	غَن		
sing	اغني	sing	اغني		
sing	يغني	sing	غَنَّى		V;IPFV;MASC;IND;SG;3;FIN;ACT
sing	غني	sing	غَنِّيّ		
stock	المخزونات	stock	مَخزُون	N;INDF;NEUT;SG	N;NOM;DEF;PL
stock	المخزون	stock	مَخزُون	N;INDF;NEUT;SG	N;NOM;DEF;SG
shop	محل	shop	مَحَلّ		N;NOM;INDF;SG
shop	تسوق	shop	سَوَّق		V;IPFV;MASC;IND;SG;3;FIN;ACT
shop	متجر	shop	مَتجَر		
shop	محلا	shop	مَحَلّ		N;ACC;INDF;SG
shop	شوب	shop	شَوبَ		
angela	انجيلا	angela	أَنجِيلَا	N;INDF;MASC+FEM;SG	
neutralitet	الحياد	neutralitet	حِيَاد	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
revision	المراجعة	revision	مُرَاجَعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
revision	المراجعة	revision	مُرَاجَعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
revision	التنقيح	revision	تَنقِيح	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
forklaringer	التفسيرات	forklaring	تَفسِير	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
verdslige	العلمانية	verdslig	عِلمَانِيَّة	ADJ;PL	N;NOM;DEF;SG
verdslige	الدنيوية	verdslig	دَنِيُوِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
silva	سيلفا	silva	سِيلفَا		
smykker	جواهر	smykke	جَاهِر	N;INDF;NEUT;PL	
smykker	المجوهرات	smykke	مُجَوهَر	N;INDF;NEUT;PL	N;NOM;DEF;PL
smykker	مجوهرات	smykke	مُجَوهَر	N;INDF;NEUT;PL	ADJ;NOM;INDF;FEM;PL
smykker	جواهر	smykke	جَاهِر	N;INDF;NEUT;PL	
smykker	المجوهرات	smykke	مُجَوهَر	N;INDF;NEUT;PL	N;NOM;DEF;PL
smykker	مجوهرات	smykke	مُجَوهَر	N;INDF;NEUT;PL	ADJ;NOM;INDF;FEM;PL
smykker	جواهر	smykke	جَاهِر	N;INDF;NEUT;PL	
ekspert	الخبير	ekspert	خَبِير	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
ekspert	خبيرة	ekspert	خَبِيرَة	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;FEM;SG
ekspert	الخبيرة	ekspert	خَبِيرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
afgrøder	المحاصيل	afgrøde	مَحصُول	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
afgrøder	محصول	afgrøde	محصول	N;INDF;MASC+FEM;PL	ADJ;NOM;INDF;MASC;SG
afgrøder	المحصول	afgrøde	مَحصُول	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
afgrøder	المحاصيل	afgrøde	مَحصُول	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
krigene	حروب	krig	حَرب	N;DEF;MASC+FEM;PL	N;NOM;INDF;PL
betaler	الدفع	betale	دَفع	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
betaler	الاجر	betale	أَجر	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
betaler	ادفع	betale	أَدفَع	V;IND;PRS;FIN;ACT	V;MASC;IMP;SG;FIN
indsamling	جمع	indsamling	جَمَع	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
indsamling	التجمع	indsamling	تَجَمُّع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
indsamling	جمع	indsamling	جَمَع	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
indsamling	المجموعة	indsamling	مَجمُوعَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
indsamling	التحصيل	indsamling	تَحصِيل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
russere	الروس	russere	رُوسِيّ	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
specifikationer	المواصفات	specifikation	مُوَاصَفَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
specifikationer	المواصفات	specifikation	مُوَاصَفَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
blomstrer	بلوم	blomstre	بَلوَم	V;IND;PRS;FIN;ACT	
blomstrer	تزهر	blomstre	زَهَر	V;IND;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
blomstrer	تزهر	blomstre	زَهَر	V;IND;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;3;FIN;PASS
gemmer	الادخار	gemme	اِدِّخَار	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
gemmer	الحفظ	gemme	حِفظ	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
gemmer	انقاذ	gemme	إِنقَاذ	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
gemmer	اخفاء	gemme	إِخفَاء	V;IND;PRS;FIN;ACT	N;NOM;INDF;SG
gemmer	الاختباء	gemme	اِختِبَاء	V;IND;PRS;FIN;ACT	N;NOM;DEF;SG
oscars	الاوسكار	oscars	وِسكَار		
kurve	سلال	kurve	سَلَال	N;INDF;MASC+FEM;SG	
honda	هوندا	honda	هوندا		
præsentation	التقديم	præsentation	تَقدِيم	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
præsentation	العرض	præsentation	عَرض	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
konkurrenter	المنافسين	konkurrent	مُنَافِس	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
dong	دونج	dong	دونج		
dong	دونغ	dong	دونغ		
opdage	اكتشف	opdage	اِكتَشَف	V;NFIN;ACT	V;PFV;MASC;SG;3;PASS
opdage	اكتشاف	opdage	اِكتِشَاف	V;NFIN;ACT	N;NOM;INDF;SG
lev	تعيش	lev	عَاش	N;INDF;NEUT;SG	V;IPFV;FEM;IND;SG;3;FIN;ACT
lev	يعيش	lev	عَاش	N;INDF;NEUT;SG	V;IPFV;MASC;IND;SG;3;FIN;ACT
lev	مباشر	lev	مُبَاشِر	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
lev	عيش	lev	عَيش	N;INDF;NEUT;SG	
lev	العيش	lev	عَيش	N;INDF;NEUT;SG	N;NOM;DEF;SG
lev	عش	lev	عَشّ	N;INDF;NEUT;SG	
hængende	الشنق	hænge	شَنق	V;PRS;V.PTCP	N;NOM;DEF;SG
toppe	القمم	toppe	قِمَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
toppe	القمم	toppe	قِمَّة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
kongeligt	رويال	kongelig	رويال	ADJ;INDF;NEUT;SG	
kongeligt	الملكي	kongelig	مَلَكِيّ	ADJ;INDF;NEUT;SG	N;NOM;DEF;SG
sigrid	سيغريد	sigrid	سيغريد	N;INDF;MASC+FEM;SG	
tilfældige	عشوائية	tilfældig	عَشوَائِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
tilfældige	عشوائي	tilfældig	عَشوَائِيّ	ADJ;PL	ADJ;NOM;INDF;MASC;SG
forfædre	الاجداد	forfader	الاجداد	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
opleves	خبرة	opleve	خِبرَة	V;NFIN;PASS	N;NOM;INDF;SG
pay	الدفع	pay	دَفع	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
pay	الاجر	pay	أَجر	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
pay	ادفع	pay	أَدفَع	N;INDF;MASC+FEM;SG	V;MASC;IMP;SG;FIN
pay	دفع	pay	دَفَع	N;INDF;MASC+FEM;SG	V;PFV;MASC;SG;3;ACT
zhang	تشانغ	zhang	تشَانغ		
zhang	جانغ	zhang	جانغ		
klip	المقاطع	klip	مَقطَع	N;INDF;NEUT;SG	N;NOM;DEF;PL
klip	مقاطع	klip	مَقطَعَة	N;INDF;NEUT;SG	N;NOM;INDF;PL
klip	قطع	klip	قَطَع	N;INDF;NEUT;SG	V;PFV;MASC;SG;3;ACT
bibel	التوراة	bibel	تَوَرَّاة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bibel	الانجيل	bibel	أَنجِيل	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
chang	تشانغ	chang	تشَانغ	N;INDF;NEUT;SG	
skylden	لوم	skyld	لَوم	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
boksere	المقاتلين	bokser	مُقَاتِل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
boksere	المقاتلون	bokser	مُقَاتِل	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
boksere	المقاتلات	bokser	مُقَاتِلَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
boksere	الملاكمين	bokser	مُلَاكِم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
blød	الناعمة	blød	نَاعِمَة	ADJ;INDF;MASC+FEM;SG	N;NOM;DEF;SG
blød	ناعم	blød	نَاعِم	ADJ;INDF;MASC+FEM;SG	
volga	الفولغا	volga	الفولغا	N;INDF;MASC+FEM;SG	
volga	فولجا	volga	فُولجَا	N;INDF;MASC+FEM;SG	
kuwait	kuwa	kuwait	مُثَذِّه	PROPN	
kuwait	الكويت	kuwait	كُوَيت	PROPN	N;NOM;DEF;SG
kuwait	كويت	kuwait	كُوَيت	PROPN	
milton	ميلتون	milton	ميلتون		
litauisk	الليتوانية	litauisk	لُيتُوَانِيّ	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
litauisk	ليتوانيا	litauisk	ليتوانيا	ADJ;INDF;SG	
lavest	ادنى	lav	أَدنَى	ADJ;DEF;RL	
mussolini	موسوليني	mussolini	موسوليني	N;INDF;MASC+FEM;SG	
bangladesh	بنغلاديش	bangladesh	بَنغِلَادِيش	N;INDF;NEUT;SG	
berettiget	مشروعة	berettige	مَشرُوع	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;FEM;SG
berettiget	مبرر	berettige	مُبَرِّر	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
berettiget	المبرر	berettige	مُبَرَّر	V;INDF;SG;PST;V.PTCP	N;NOM;DEF;SG
taktiske	تكتيكية	taktisk	تَكتِيكِيّ	ADJ;PL	ADJ;NOM;INDF;FEM;SG
taktiske	التكتيكية	taktisk	تَكتِيكِيّ	ADJ;PL	ADJ;NOM;DEF;FEM;SG
taktiske	التكتيكي	taktisk	تَكتِيكِيّ	ADJ;PL	ADJ;NOM;DEF;MASC;SG
temple	المعبد	templ	مَعبَد		N;NOM;DEF;SG
temple	تمبل	templ	مَبَّل		
temple	معبد	templ	معبد		N;NOM;INDF;SG
fødder	الاقدام	fod	قَدَم	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
fødder	القدم	fod	قَدَم	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
fødder	قدم	fod	قَدَّم	N;INDF;MASC+FEM;PL	V;PFV;MASC;SG;3;ACT
fødder	القدمين	fod	قَدَم	N;INDF;MASC+FEM;PL	N;ACC;DEF;DU
bekymring	القلق	bekymring	قَلَق	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
bekymring	مخاوف	bekymring	مَخَافَة	N;INDF;MASC+FEM;SG	N;NOM;INDF;PL
bekymring	الاهتمامات	bekymring	اِهتِمَام	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
bekymring	الشواغل	bekymring	شَاغِل	N;INDF;MASC+FEM;SG	N;NOM;DEF;PL
bekymring	شاغل	bekymring	شَاغِل	N;INDF;MASC+FEM;SG	
gregory	جريجوري	gregory	جريجوري		
gregory	غريغوري	gregory	غريغوري		
admin	مسؤول	admin	مَسؤُول		N;NOM;INDF;SG
admin	المسؤول	admin	مَسؤُول		N;NOM;DEF;SG
admin	المشرف	admin	مُشرِف		N;NOM;DEF;SG
censur	الرقابة	censur	رَقَابَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
harvey	هارفي	harv	هَارِفِيّ		
ashley	اشلي	ashley	اشلي	N;INDF;MASC+FEM;SG	
væksten	نمو	vækst	نُمُوّ	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
loop	حلقة	loop	حَلقَة		N;NOM;INDF;SG
loop	الحلقة	loop	حَلقَة		N;NOM;DEF;SG
soccerway	s	soccerway	s		
demonstration	المظاهرة	demonstration	مُظَاهَرَة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
komplicerede	معقدة	kompliceret	مُعَقَّد	ADJ;PL	ADJ;NOM;INDF;FEM;SG
komplicerede	معقد	kompliceret	مُعَقَّد	ADJ;PL	ADJ;NOM;INDF;MASC;SG
parma	بارما	parma	بَارِم		
socialisme	الاشتراكية	socialisme	اِشتِرَاكِيَّة	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
socialisme	للاشتراكية	socialisme	للاشتراكية	N;INDF;MASC+FEM;SG	N;NOM;DEF;SG
lokomotiver	القاطرات	lokomotiv	قَاطِرَة	N;INDF;NEUT;PL	N;NOM;DEF;PL
gmbh	gmbh	gmbh	ثَسِثَة	N;INDF;NEUT;SG	
madame	مدام	madame	مَدَام	N;INDF;MASC+FEM;SG	
lodrette	الراسي	lodrette	رَاسِي	ADJ;PL	
lodrette	راسي	lodrette	راسي	ADJ;PL	
lodrette	عمودي	lodrette	عمودي	ADJ;PL	ADJ;NOM;INDF;MASC;SG
lodrette	عمودية	lodrette	عمودية	ADJ;PL	ADJ;NOM;INDF;FEM;SG
rico	ريكو	rico	ريكو	PROPN	
supplement	مكمل	supplement	مُكمَل	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
supplement	الملحق	supplement	مُلحَق	N;INDF;NEUT;SG	N;NOM;DEF;SG
stole	الكراسي	stol	الكراسي	N;INDF;MASC+FEM;PL	N;NOM;DEF;PL
stole	كراس	stol	كرَاس	N;INDF;MASC+FEM;PL	
stole	كراسي	stol	كراسي	N;INDF;MASC+FEM;PL	
stole	الثقة	stol	ثِقَة	N;INDF;MASC+FEM;PL	N;NOM;DEF;SG
stole	ثقة	stol	ثِقَة	N;INDF;MASC+FEM;PL	N;NOM;INDF;SG
sorteret	مصنف	sortere	مَصنَف	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
sorteret	فرز	sortere	فَرز	V;INDF;SG;PST;V.PTCP	N;NOM;INDF;SG
domstolen	محكمة	domstol	مَحكَمَة	N;DEF;MASC+FEM;SG	N;NOM;INDF;SG
domstolen	المحاكم	domstol	مَحكَمَة	N;DEF;MASC+FEM;SG	N;NOM;DEF;PL
reykjavik	ريكيافيك	reykjavik	ريكيافيك	N;INDF;NEUT;SG	
