hugh	hugh	hugh	hugh		
umman	oman	umman	oman		PROPN
kamyon	vogn	kamyon	vogn		N;INDF;MASC+FEM;SG
kamyon	truck	kamyon	truck		N;INDF;MASC+FEM;SG
kamyon	lastvogn	kamyon	lastvogn		N;INDF;MASC+FEM;SG
kamyon	lastbil	kamyon	lastbil		N;INDF;MASC+FEM;SG
kamyon	lastbiler	kamyon	lastbil		N;INDF;MASC+FEM;PL
kamyon	lastvogne	kamyon	lastvogn		N;INDF;MASC+FEM;PL
kırılma	bryder	kır	bryde	V;PFV;NOM;IMP;POS;PRS;PASS	V;IND;PRS;FIN;ACT
kırılma	breaking	kır	breaking	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;MASC+FEM;SG
kırılma	refraktion	kır	refraktion	V;PFV;NOM;IMP;POS;PRS;PASS	N;INDF;MASC+FEM;SG
ayakları	fod	ayak	fod	N;NOM;PL;3	N;INDF;MASC+FEM;SG
ruanda	rwanda	rua	rwanda		PROPN
yıkılmış	sønderknust	yık	sønderknust	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;INDF;MASC+FEM;SG
minsk	minsk	minsk	minsk	PROPN;NOM;SG;3	
işlevsel	funktions	işlevsel	funktions	ADJ	N;INDF;MASC+FEM;SG
rehber	vejledningen	rehber	vejledning		N;DEF;MASC+FEM;SG
rehber	guide	rehber	guide		N;INDF;MASC+FEM;SG
rehber	vejledning	rehber	vejledning		N;INDF;MASC+FEM;SG
birleştirme	sammenfletning	birleş	sammenfletning	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;MASC+FEM;SG
birleştirme	fletning	birleş	fletning	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;MASC+FEM;SG
birleştirme	flet	birleş	flet	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;NEUT;SG
birleştirme	flette	birleş	flet	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN;ACT
birleştirme	fusionere	birleş	fusionere	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN;ACT
birleştirme	fletning	birleş	fletning	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;MASC+FEM;SG
birleştirme	sammensmeltning	birleş	sammensmeltning	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;MASC+FEM;SG
birleştirme	kombinerer	birleş	kombinere	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;IND;PRS;FIN;ACT
birleştirme	kombinere	birleş	kombinere	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;NFIN;ACT
birleştirme	forening	birleş	forening	V;PFV;IMP;SG;2;NEG;PRS;CAUS	N;INDF;MASC+FEM;SG
sonuncu	sidste	sonuncu	sidste		ADJ
sonuncu	sidst	sonuncu	sidst		ADV
gişe	toldboden	gişe	toldbod		N;DEF;MASC+FEM;SG
jesus	jesús	jesus	jesús		
marksizm	marxisme	marksizm	marxisme		N;INDF;MASC+FEM;SG
calcio	calcio	calcio	calcio	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
interwiki	interwiki	interwiki	interwiki		
uzatma	forlængelse	uza	forlængelse	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;MASC+FEM;SG
uzatma	udvidelse	uza	udvidelse	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;MASC+FEM;SG
uzatma	forlængelse	uza	forlængelse	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	N;INDF;MASC+FEM;SG
çalma	afspilning	çal	afspilning		N;INDF;MASC+FEM;SG
çalma	stjæler	çal	stjæle		V;IND;PRS;FIN;ACT
çalma	stjæle	çal	stjæle		V;NFIN;ACT
derinlik	dybder	derinlik	dybder	N;NOM;SG;3	N;INDF;MASC+FEM;PL
koza	puppe	koza	puppe		N;INDF;MASC+FEM;SG
geliri	provenu	gel	provenu		N;INDF;NEUT;SG
geliri	udbytte	gel	udbytte		N;INDF;NEUT;SG
geliri	provenuet	gel	provenu		N;DEF;NEUT;SG
hardy	hardy	hardy	hardy		
hardy	gokke	hardy	gokke		N;INDF;MASC+FEM;SG
kel	skaldede	kel	skalde		V;PL;PST;V.PTCP
kel	skaldet	kel	skaldet		ADJ;INDF;SG
kel	kel	kel	kel		
yaratık	bæst	yarat	bæst		N;INDF;NEUT;SG
yaratık	udyr	yarat	udyr		N;INDF;NEUT;SG
yaratık	alien	yarat	alie		
yaratık	rumvæsen	yarat	rumvæse		N;INDF;NEUT;SG
yaratık	fremmed	yarat	fremmed		ADJ;INDF;MASC+FEM;SG
yaratık	væsen	yarat	væsen		N;INDF;NEUT;SG
yaratık	skabning	yarat	skabning		N;INDF;MASC+FEM;SG
botanik	botanisk	botanik	botanisk	N;NOM;SG;3	ADV
botanik	botaniske	botanik	botanisk	N;NOM;SG;3	ADJ;PL
botanik	botanic	botanik	botanic	N;NOM;SG;3	
tardis	tardis	tardis	tardis		
alessandro	alessandro	alessandro	alessandro		N;INDF;MASC+FEM;SG
brandon	brandon	bra	brandon	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
auguste	auguste	auguste	auguste		
theodore	theodore	theodore	theodore		
graf	graf	graf	graf		N;INDF;MASC+FEM;SG
gidiyor	going	git	going	V;PROG;IND;SG;3;POS;INFM;PRS	
önlemler	forholdsregler	önlem	forholdsregel	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
önlemler	forholdsregler	önlem	forholdsregel	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
önlemler	foranstaltninger	önlem	foranstaltning	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
clarke	clarke	clarke	clarke	PROPN;NOM;SG;3	
clinton	clintons	clinton	clinton	PROPN;NOM;SG;3	N;GEN;INDF;MASC+FEM;SG
clinton	clinton	clinton	clinton	PROPN;NOM;SG;3	
barra	barra	barra	barra	PROPN;NOM;SG;3	
öncelik	prioriteret	öncelik	prioriteret	N;NOM;SG;3	V;INDF;SG;PST;V.PTCP
öncelik	prioriterede	öncelik	prioritere	N;NOM;SG;3	V;PL;PST;V.PTCP
öncelik	prioritere	öncelik	prioritere	N;NOM;SG;3	V;NFIN;ACT
neill	neill	neill	neill		
fernández	fernandez	fern	fernandez	PROPN;NOM;SG;3	
fernández	fernández	fern	fernández	PROPN;NOM;SG;3	ADJ
goya	goya	goy	goya		
başlamak	start	başla	start	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
editor	chefredaktør	et	chefredaktør		N;INDF;MASC+FEM;SG
editor	editor	et	editor		N;INDF;MASC+FEM;SG
editor	redigering	et	redigering		N;INDF;MASC+FEM;SG
editor	redaktør	et	redaktør		N;INDF;MASC+FEM;SG
makul	rimelig	makul	rimelig		ADJ;INDF;MASC+FEM;SG
makul	rimeligt	makul	rimelig		ADJ;INDF;NEUT;SG
makul	fornuftigt	makul	fornuftig		ADJ;INDF;NEUT;SG
makul	rimelige	makul	rimelig		ADJ;PL
makul	fornuftig	makul	fornuftig		ADJ;INDF;MASC+FEM;SG
css	css	css	css		N;INDF;MASC+FEM;SG
sanayii	industri	sanayii	industri		N;INDF;MASC+FEM;SG
sanayii	erhverv	sanayii	erhverv		N;INDF;NEUT;SG
sanayii	industrien	sanayii	industri		N;DEF;MASC+FEM;SG
sanayii	industrielt	sanayii	industrielt		ADJ;INDF;NEUT;SG
duff	duff	duff	duff		
jackie	jackie	jackie	jackie		
tropik	tropisk	tropik	tropisk		ADJ;INDF;SG
tropik	tropiske	tropik	tropisk		ADJ;PL
tropik	tropic	tropik	tropic		
komünizm	kommunisme	komün	kommunisme		N;INDF;MASC+FEM;SG
komünizm	kommunismen	komün	kommunisme		N;DEF;MASC+FEM;SG
varlıklı	velhavende	varlıklı	velhavende		ADJ
berk	berk	berk	berk		N;INDF;MASC+FEM;SG
buffalo	bøfler	buffalo	bøffel	PROPN;NOM;SG;3	N;INDF;MASC+FEM;PL
buffalo	buffalo	buffalo	buffalo	PROPN;NOM;SG;3	
buffalo	bøffel	buffalo	bøffel	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
habsburg	habsburg	habsburg	habsburg	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
funk	funk	funk	funk		N;INDF;MASC+FEM;SG
uygulanabilir	relevant	uygula	relevant	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;SG
uygulanabilir	gældende	uygula	gælde	V;IPFV;POT;SG;3;POS;PASS	V;PRS;V.PTCP
uygulanabilir	anvendelig	uygula	anvendelig	V;IPFV;POT;SG;3;POS;PASS	ADJ;INDF;MASC+FEM;SG
bakımı	vedligehold	bakım	vedligehold	N;NOM;SG;3	ADJ;PL
ömürlü	varende	ömürlü	vare	ADJ	V;PRS;V.PTCP
iddialar	krav	iddia	krav	N;NOM;PL;3	N;INDF;NEUT;SG
iddialar	erstatningskrav	iddia	erstatningskrav	N;NOM;PL;3	N;INDF;NEUT;SG
yasaklandı	forbudte	yasakla	forbudte		V;PL;PST;V.PTCP
yasaklandı	forbudt	yasakla	forbudt		ADJ;INDF;SG
yasaklandı	forbudte	yasakla	forbudte		V;PL;PST;V.PTCP
yasaklandı	forbudt	yasakla	forbudt		ADJ;INDF;SG
knicks	knicks	knicks	knick		N;INDF;MASC+FEM;SG
altta	nedenunder	altta	nedenunder		ADV
altta	bunden	altta	bund		N;DEF;MASC+FEM;SG
altta	forneden	altta	forneden		N;DEF;MASC+FEM;SG
altta	nederst	altta	nederst		ADV
altta	bund	altta	bund		N;INDF;MASC+FEM;SG
altta	nederste	altta	ned		ADJ;DEF;RL
eczacılık	farmaceutiske	eczacılık	farmaceutisk	N;NOM;SG;3	ADJ;PL
eczacılık	medicinalvarer	eczacılık	medicinalvarer	N;NOM;SG;3	N;INDF;MASC+FEM;PL
eczacılık	lægemidler	eczacılık	lægemiddel	N;NOM;SG;3	N;INDF;NEUT;PL
discogs	discogs	discogs	discog		N;INDF;MASC+FEM;SG
havayolları	airlines	havayol	airline	N;NOM;PL;3	N;INDF;MASC+FEM;SG
havayolları	luftfartsselskab	havayol	luftfartsselskab	N;NOM;PL;3	N;INDF;NEUT;SG
havayolları	flyselskab	havayol	flyselskab	N;NOM;PL;3	N;INDF;NEUT;SG
kullanın	brug	kullan	brug	V;PFV;IMP;PL;2;POS;PRS	N;INDF;MASC+FEM;SG
kullanın	anvendelse	kullan	anvendelse	V;PFV;IMP;PL;2;POS;PRS	N;INDF;MASC+FEM;SG
kalbi	heart	kalbi	heart	ADJ;NOM;SG;3	
kalbi	hjerte	kalbi	hjerte	ADJ;NOM;SG;3	N;INDF;NEUT;SG
kalbi	hjertet	kalbi	hjerte	ADJ;NOM;SG;3	N;DEF;NEUT;SG
abdal	abdal	abdal	abdal		
malik	malik	malik	malik		
kupalar	krus	kupa	krus	N;NOM;PL;3	N;INDF;NEUT;SG
andorra	andorra	andorra	andorra	PROPN;NOM;SG;3	
çıktılar	output	çık	output	V;PFV;IND;PL;3;POS;PST	N;INDF;NEUT;SG
çıktılar	output	çık	output	V;PFV;IND;PL;3;POS;PST	N;INDF;NEUT;SG
çıktılar	produktion	çık	produktion	V;PFV;IND;PL;3;POS;PST	N;INDF;MASC+FEM;SG
çıktılar	uddata	çık	uddata	V;PFV;IND;PL;3;POS;PST	N;INDF;NEUT;SG
eflak	valakiet	eflak	valakium		N;DEF;NEUT;SG
seyrek	sjældent	seyrek	sjældent		ADV
seyrek	sjælden	seyrek	sjælden		ADJ;INDF;MASC+FEM;SG
seyrek	sjældne	seyrek	sjælden		ADJ;PL
seyrek	sjældent	seyrek	sjældent		ADV
seyrek	sparsomme	seyrek	sparsom		ADJ;PL
tecavüz	voldtage	tecavüz	voldtage		V;NFIN;ACT
tecavüz	voldtager	tecavüz	voldtage		V;IND;PRS;FIN;ACT
tecavüz	raps	tecavüz	raps		N;INDF;MASC+FEM;SG
tecavüz	voldtægter	tecavüz	voldtægte		N;INDF;MASC+FEM;PL
tecavüz	voldtægt	tecavüz	voldtægt		N;INDF;MASC+FEM;SG
tecavüz	voldtaget	tecavüz	voldtage		V;INDF;SG;PST;V.PTCP
tecavüz	voldtog	tecavüz	voldtage		V;IND;PST;FIN;ACT
vazgeçilmez	uundværlig	vazgeç	uundværlig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;MASC+FEM;SG
vazgeçilmez	uundværlige	vazgeç	uundværlig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
vazgeçilmez	uundværligt	vazgeç	uundværligt	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
rich	rig	rich	rig		ADJ;INDF;MASC+FEM;SG
rich	rich	rich	rich		
rich	rigt	rich	rigt		ADJ;INDF;NEUT;SG
rich	rige	rich	rig		ADJ;PL
defne	laurel	defne	laurel		
defne	gøg	defne	gøg		N;INDF;MASC+FEM;SG
defne	bugt	defne	bugt		N;INDF;MASC+FEM;SG
defne	bugten	defne	bugt		N;DEF;MASC+FEM;SG
defne	bay	defne	bay		N;INDF;MASC+FEM;SG
konuşur	samtalerne	konuş	samtale		N;DEF;MASC+FEM;PL
konuşur	snakker	konuş	snakke		V;IND;PRS;FIN;ACT
konuşur	taler	konuş	tale		V;IND;PRS;FIN;ACT
afgan	afghanske	afgan	afghansk		ADJ;PL
afgan	afghansk	afgan	afghansk		ADJ;INDF;SG
afgan	afghanske	afgan	afghansk		ADJ;PL
afgan	afghansk	afgan	afghansk		ADJ;INDF;SG
afgan	afghanere	afgan	afghan		N;INDF;MASC+FEM;PL
dino	dino	dino	dino		
phillips	phillips	phillips	phillips	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
bask	baskiske	bask	baskisk		ADJ;PL
deposu	lager	depo	lage	N;NOM;SG;3	N;INDF;MASC+FEM;PL
jamaika	jamaica	jamaika	jamaica	PROPN;NOM;SG;3	
jamaika	jamaicanske	jamaika	jamaicansk	PROPN;NOM;SG;3	ADJ;PL
otorite	autoritet	otorite	autoritet		N;INDF;MASC+FEM;SG
otorite	bemyndigelse	otorite	bemyndigelse		N;INDF;MASC+FEM;SG
otorite	myndighed	otorite	myndighed		N;INDF;MASC+FEM;SG
hindu	hindu	hin	hindu		ADJ;INDF;MASC+FEM;SG
hindu	hindustani	hin	hindustani		N;INDF;MASC+FEM;SG
hindu	hinduer	hin	hindue		N;INDF;MASC+FEM;PL
butler	butler	butle	butle		N;INDF;MASC+FEM;SG
opus	opus	opus	opus		N;INDF;NEUT;SG
floyd	floyd	floyd	floyd		
angelo	angelo	angelo	angelo		
bulvarı	blvd	bulvar	blvd		
bulvarı	boulevard	bulvar	boulevard		N;INDF;MASC+FEM;SG
bulvarı	avenue	bulvar	avenue		
verdy	verdy	ver	verdy		
enfeksiyon	infektioner	enfeksiyon	infektion		N;INDF;MASC+FEM;PL
enfeksiyon	infektioner	enfeksiyon	infektion		N;INDF;MASC+FEM;PL
enfeksiyon	infektion	enfeksiyon	infektion		N;INDF;MASC+FEM;SG
lucy	lucy	lucy	lucy		
pietro	pietro	pietro	pietro	PROPN;NOM;SG;3	
luftwaffe	luftwaffe	luftwaffe	luftwaffe		N;INDF;MASC+FEM;SG
çoktan	allerede	çok	allerede	ADJ;AT+ABL;SG;3	ADV
düğüm	knudepunkt	düğüm	knudepunkt		N;INDF;NEUT;SG
düğüm	knude	düğüm	knude		N;INDF;MASC+FEM;SG
düğüm	knob	düğüm	knob		N;INDF;MASC+FEM;SG
düğüm	knuder	düğüm	knude		N;INDF;MASC+FEM;PL
düğüm	knob	düğüm	knob		N;INDF;MASC+FEM;SG
düğüm	knuden	düğüm	knude		N;DEF;MASC+FEM;SG
düğüm	knude	düğüm	knude		N;INDF;MASC+FEM;SG
blu	blu	blu	blu		N;INDF;MASC+FEM;SG
düzenlemeleri	ordning	düzenle	ordning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;SG
düzenlemeleri	arrangementer	düzenle	arrangement	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;PL
düzenlemeleri	ordninger	düzenle	ordning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC+FEM;PL
sung	sunget	sung	sunge		V;INDF;SG;PST;V.PTCP
formül	formel	formül	formel		N;INDF;MASC+FEM;SG
dominik	dominik	dominik	dominik	N;NOM;SG;3	
dominik	dominikanske	dominik	dominikansk	N;NOM;SG;3	ADJ;PL
dominik	dominica	dominik	dominica	N;NOM;SG;3	
dominik	dominic	dominik	dominic	N;NOM;SG;3	
inek	nørd	inek	nørd		N;INDF;MASC+FEM;SG
inek	køerne	inek	kø		N;DEF;MASC+FEM;PL
inek	køer	inek	køre		N;INDF;MASC+FEM;PL
inek	nørd	inek	nørd		N;INDF;MASC+FEM;SG
inek	ko	inek	ko		N;INDF;MASC+FEM;SG
inek	nørdede	inek	nørde		ADJ;PL
inek	nørdet	inek	nørd		ADJ;INDF;SG
roosevelt	roosevelt	roosevelt	roosevelt		N;INDF;MASC+FEM;SG
tahrir	tahrir	tahrir	tahrir		N;INDF;NEUT;SG
creek	creek	creek	creek	N;NOM;SG;3	
görüntüleme	visninger	görüntüleme	visning		N;INDF;MASC+FEM;PL
görüntüleme	synspunkter	görüntüleme	synspunkt		N;INDF;NEUT;PL
görüntüleme	visning	görüntüleme	visning		N;INDF;MASC+FEM;SG
pacific	pacific	pacific	pacific	N;NOM;SG;3	
avantaj	fordele	avantaj	fordel		N;INDF;MASC+FEM;PL
avantaj	fordelen	avantaj	fordel		N;DEF;MASC+FEM;SG
avantaj	begunstigelse	avantaj	begunstigelse		N;INDF;MASC+FEM;SG
avantaj	fordel	avantaj	fordel		N;INDF;MASC+FEM;SG
ulrich	ulrich	ulrich	ulrich	PROPN;NOM;SG;3	
pinyin	pinyin	piny	pinyin		N;INDF;NEUT;SG
burkina	burkina	burkina	burkina		
samsung	samsung	samsung	samsung	N;NOM;SG;3	
kay	kay	kay	kay		
via	gennem	via	gennem	PROPN;NOM;SG;3	ADV
via	via	via	via	PROPN;NOM;SG;3	ADP
kayalar	sten	kaya	sten	N;NOM;PL;3	N;INDF;MASC+FEM;SG
gerçeklik	realiteter	gerçeklik	realiteter	N;NOM;SG;3	N;INDF;MASC+FEM;PL
temple	templet	temp	temple	PROPN;NOM;SG;3	N;DEF;NEUT;SG
temple	tempel	temp	tempel	PROPN;NOM;SG;3	N;INDF;NEUT;SG
temple	temple	temp	templ	PROPN;NOM;SG;3	
betty	betty	bet	betty		
katy	katy	katy	katy		
emil	emil	emil	emil		
onarım	reparation	o	reparation		N;INDF;MASC+FEM;SG
onarım	reparationer	o	reparation		N;INDF;MASC+FEM;PL
onarım	udbedring	o	udbedring		N;INDF;MASC+FEM;SG
onarım	reparation	o	reparation		N;INDF;MASC+FEM;SG
onarım	reparationer	o	reparation		N;INDF;MASC+FEM;PL
onarım	restaurering	o	restaurering		N;INDF;MASC+FEM;SG
onarım	genopretning	o	genopretning		N;INDF;MASC+FEM;SG
onarım	genskabelse	o	genskabelse		N;INDF;MASC+FEM;SG
onarım	genoprettelse	o	genoprettelse		N;INDF;MASC+FEM;SG
günlükler	tidsskrifter	günlük	tidsskrift	ADJ;NOM;PL;3	N;INDF;NEUT;PL
günlükler	dagbøger	günlük	dagbøger	ADJ;NOM;PL;3	N;INDF;MASC+FEM;PL
günlükler	journaler	günlük	journal	ADJ;NOM;PL;3	N;INDF;NEUT;PL
forbes	forbes	forbes	forbes		
kullanılmaz	uanvendelige	kullan	uanvendelig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
kullanılmaz	ubrugeligt	kullan	ubrugelig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
kullanılmaz	ubrugelige	kullan	ubrugelig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
kullanılmaz	ubrugelig	kullan	ubrugelig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;MASC+FEM;SG
ücreti	gebyr	ücret	gebyr		N;INDF;NEUT;SG
ücreti	afgift	ücret	afgift		N;INDF;MASC+FEM;SG
ücreti	honorar	ücret	honorar		N;INDF;NEUT;SG
ücreti	omkostninger	ücret	omkostning		N;INDF;MASC+FEM;PL
ücreti	pris	ücret	pris		N;INDF;MASC+FEM;SG
ücreti	udgift	ücret	udgift		N;INDF;MASC+FEM;SG
ücreti	omkostning	ücret	omkostning		N;INDF;MASC+FEM;SG
kabak	græskar	kabak	græskar		N;INDF;NEUT;SG
kabak	squash	kabak	squash		N;INDF;MASC+FEM;SG
kabak	squash	kabak	squash		N;INDF;MASC+FEM;SG
arayüzü	grænseflader	arayüz	grænseflader	N;ACC;SG;3	N;INDF;MASC+FEM;PL
kuban	kuban	kuban	kuban		N;INDF;MASC+FEM;SG
attila	attila	attila	attila		N;INDF;MASC+FEM;SG
hammer	hammer	hammer	hammer		N;INDF;MASC+FEM;SG
hammer	hammeren	hammer	hammer		N;DEF;MASC+FEM;SG
capitol	capitol	capitol	capitol	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
kardinal	eminence	kardinal	eminence	N;DAT;SG;3	
dei	dei	de	dei	PROPN;NOM;SG;3	
enflasyon	inflation	enflasyon	inflation		N;INDF;MASC+FEM;SG
enflasyon	inflationen	enflasyon	inflation		N;DEF;MASC+FEM;SG
hedefleri	mål	hedef	mål	N;NOM;PL;3	N;INDF;NEUT;SG
hedefleri	goals	hedef	goals	N;NOM;PL;3	
obama	obamas	oba	obamas		N;GEN;INDF;MASC+FEM;SG
obama	obama	oba	obama		
nord	nord	nord	nord	PROPN;NOM;SG;3	N;INDF
sakız	chios	sakız	chios		
sakız	tyggegummi	sakız	tyggegummi		N;INDF;NEUT;SG
nina	nina	nina	nina		
jeffrey	jeffrey	jeffrey	jeffrey		
ned	ned	ned	ned		ADV
christine	christine	christ	christine	PROPN;DAT;SG;3	N;INDF;MASC+FEM;SG
freiburg	freiburg	freiburg	freiburg	PROPN;NOM;SG;3	
rogers	rogers	rogers	roge		N;GEN;INDF;MASC+FEM;PL
lejyon	legion	lejyon	legion		N;INDF;MASC+FEM;SG
müthiş	forrygende	müthiş	forrygende		ADJ
müthiş	fantastisk	müthiş	fantastisk		ADJ;INDF;SG
müthiş	sejt	müthiş	sejt		ADJ;INDF;NEUT;SG
müthiş	fedt	müthiş	fedt		ADJ;INDF;NEUT;SG
gate	gate	gate	gate		
gate	porten	gate	port		N;DEF;MASC+FEM;SG
gate	låge	gate	låge		N;INDF;MASC+FEM;SG
gate	port	gate	port		
dell	dell	dell	dell		
grove	grove	grove	grov	PROPN;NOM;SG;3	ADJ;PL
dağılmış	spredt	dağıl	spredt		V;INDF;SG;PST;V.PTCP
niigata	niigata	niigata	niigata	PROPN;NOM;SG;3	
ofis	kontorer	ofis	kontor		N;INDF;MASC+FEM;PL
ofis	kontorerne	ofis	kontor		N;DEF;MASC+FEM;PL
ofis	kontor	ofis	kontor		N;INDF;NEUT;SG
ofis	kontoret	ofis	kontor		N;DEF;NEUT;SG
ofis	embede	ofis	embed		N;INDF;NEUT;SG
ofis	office	ofis	office		
çizgili	stribet	çizgili	strib		ADJ;INDF;SG
çizgili	striber	çizgili	stribe		N;INDF;MASC+FEM;PL
ret	forkastelse	ret	forkastelse		N;INDF;MASC+FEM;SG
ret	afslag	ret	afslag		N;INDF;NEUT;SG
ret	afvisning	ret	afvisning		N;INDF;MASC+FEM;SG
reel	ægte	reel	ægte		ADJ
reel	real	reel	real		
reel	virkeligt	reel	virkeligt		ADV
reel	rigtig	reel	rigtig		ADV
reel	virkelig	reel	virkelig		ADV
akut	akutte	akut	akutte		ADJ;PL
akut	akut	akut	akut		N;INDF;MASC+FEM;SG
bwv	bwv	bwv	bwv		
connor	connor	connor	connor		
istikrarlı	overensstemmende	istikrarlı	overensstemmende	ADJ	V;PRS;V.PTCP
istikrarlı	stald	istikrarlı	stald	ADJ	N;INDF;MASC+FEM;SG
acımasız	brutalt	acımasız	brutalt	ADJ	ADV
acımasız	ondt	acımasız	ondt	ADJ	ADV
alım	købe	alım	købe		V;NFIN;ACT
alım	køb	alım	køb		N;INDF;NEUT;SG
alım	købes	alım	købe		V;IND;PRS;NFIN;PASS
alım	køber	alım	købe		V;IND;PRS;FIN;ACT
magnus	magnus	magnus	magnus		
filistinli	palæstina	filistinli	palæstina		N;INDF;MASC+FEM;SG
filistinli	palæstinensiske	filistinli	palæstinensisk		ADJ;PL
filistinli	palæstinensisk	filistinli	palæstinensisk		ADJ;INDF;SG
filistinli	palæstinensere	filistinli	palæstinensere		N;INDF;MASC+FEM;PL
hacim	rumfang	hacim	rumfang		N;INDF;NEUT;SG
hacim	volumen	hacim	volumen		N;INDF;MASC+FEM;SG
hacim	bind	hacim	bind		N;INDF;NEUT;SG
hacim	lydstyrke	hacim	lydstyrke		N;INDF;MASC+FEM;SG
hacim	mængde	hacim	mængde		N;INDF;MASC+FEM;SG
petro	petro	petro	petro		
duncan	duncan	duncan	duncan	PROPN;NOM;SG;3	N;INDF;MASC+FEM;SG
marko	marko	marko	marko		
afet	katastrofe	afet	katastrofe		N;INDF;MASC+FEM;SG
afet	katastrofen	afet	katastrofe		N;DEF;MASC+FEM;SG
afet	katastrofer	afet	katastrofe		N;INDF;MASC+FEM;PL
afet	katastrofe	afet	katastrofe		N;INDF;MASC+FEM;SG
stüdyosu	studio	stüdyo	studio	N;NOM;SG;3	
kullanılmayan	ubrugt	kullan	ubrugt	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADJ;INDF;SG
kullanılmayan	uudnyttet	kullan	uudnyttet	V;PFV;IND;NEG;PRS;V.PTCP;PASS	N;DEF;NEUT;SG
kullanılmayan	uudnyttede	kullan	uudnytte	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADJ;PL
kullanılmayan	ubrugte	kullan	ubrugt	V;PFV;IND;NEG;PRS;V.PTCP;PASS	ADJ;PL
sığ	overfladiske	sığ	overfladisk		ADJ;PL
sığ	overfladisk	sığ	overfladisk		ADJ;INDF;SG
