और	och	और	och		CONJ
संज्ञानात्मक	kognitiva	संज्ञानात्मक	kognitiv	N;NOM;MASC;SG;3	ADJ;NOM;PL
फिलिप	phillip	फिलिप	phillip	PROPN;NOM;MASC;SG;3	PROPN;NOM
फिलिप	philip	फिलिप	philip	PROPN;NOM;MASC;SG;3	PROPN;NOM
फिलिप	filip	फिलिप	filip	PROPN;NOM;MASC;SG;3	PROPN;NOM
शोधकर्ताओं	forskare	शोधकर्ता	forskare	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
स्कॉटिश	skotte	स्कॉटिश	skotte	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्कॉटिश	skotska	स्कॉटिश	skotsk	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्कॉटिश	scottish	स्कॉटिश	scottish	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
स्कॉटिश	skotsk	स्कॉटिश	skotsk	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
बैडमिंटन	badminton	बैडमिंटन	badminto	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
फ्री	gratis	फ्री	gratis		ADJ;NOM
फ्री	fri	फ्री	fri		ADJ;NOM;INDF;MASC+FEM;SG
फ्री	free	फ्री	free		V;IMP;FIN;ACT
फ्री	ledig	फ्री	ledig		ADJ;NOM;INDF;MASC+FEM;SG
फ्री	fritt	फ्री	fri		ADV
फ्री	fria	फ्री	fri		ADJ;NOM;PL
मणिपुर	manipur	मणिपुर	manipur	PROPN;NOM;MASC;SG;3	PROPN;NOM
फ्रैंक	frank	फ्रैंक	frank	PROPN;NOM;MASC;SG;3	PROPN;NOM
निषेध	förbud	निषेध	förbud		N;NOM;INDF;NEUT;SG
चिली	chile	चिली	chile	PROPN;NOM;MASC;SG;3	PROPN;NOM
देरी	förseningar	देरी	försening	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
देरी	sena	देरी	sen	N;NOM;FEM;SG;3	ADJ;NOM;PL
देरी	försenat	देरी	försena	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
देरी	försenade	देरी	försena	N;NOM;FEM;SG;3	ADJ;NOM;PL;PST;V.PTCP
देरी	sen	देरी	sen	N;NOM;FEM;SG;3	ADV
देरी	försenad	देरी	försenad	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
देरी	sent	देरी	sen	N;NOM;FEM;SG;3	ADV
देरी	förseningar	देरी	försening	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
देरी	försenat	देरी	försena	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
देरी	försenad	देरी	försenad	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
देरी	fördröjd	देरी	fördröjd	N;NOM;FEM;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
देरी	försenade	देरी	försena	N;NOM;FEM;SG;3	ADJ;NOM;PL;PST;V.PTCP
नारंगी	orange	नारंगा	ora	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
नारंगी	apelsin	नारंगा	apelsin	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्रतिनिधियों	representanter	प्रतिनिधि	representant	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
प्रतिनिधियों	företrädare	प्रतिनिधि	företrädare	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
बॉन्ड	bond	बॉन्ड	bond	PROPN;NOM;MASC;SG;3	PROPN;NOM
चयनित	utvald	चयनित	utvälja	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
चयनित	valda	चयनित	välja	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
चयनित	utvalda	चयनित	utvalja	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
चयनित	vald	चयनित	välja	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
चयनित	markerade	चयनित	markera	PROPN;NOM;MASC;SG;3	V;NOM;PL;PST;V.PTCP
चयनित	markerad	चयनित	markerad	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
चंद	chand	चंद	chand		PROPN;NOM
आदर	respekt	आदर	respekt		N;NOM;INDF;MASC+FEM;SG
आदर	respekten	आदर	respekt		N;NOM;DEF;MASC+FEM;SG
आदर	respekterar	आदर	respektera		V;IND;PRS;FIN;ACT
आदर	respektera	आदर	respektera		V;IMP;FIN;ACT
आदर	revere	आदर	revare		PROPN;NOM
घट	kruka	घट	kruka	V;SG;ACT	N;NOM;INDF;MASC+FEM;SG
घट	pot	घट	pot	V;SG;ACT	N;NOM;INDF;NEUT;SG
घट	pott	घट	pott	V;SG;ACT	N;NOM;INDF;MASC+FEM;SG
घट	gräs	घट	gräs	V;SG;ACT	N;NOM;INDF;NEUT;SG
जोसेफ	joseph	जोसेफ	joseph	PROPN;NOM;MASC;SG;3	PROPN;NOM
जोसेफ	josef	जोसेफ	jos	PROPN;NOM;MASC;SG;3	PROPN;NOM
घंटा	timmar	घंटा	timme	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
घंटा	öppettider	घंटा	öppettid	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मानवता	humanistiska	मानवता	humanistisk	N;NOM;FEM;SG;3	ADJ;NOM;PL
सहकारी	kooperativa	सहकारी	kooperativ	N;NOM	ADJ;NOM;PL
दुश्मन	fiender	दुश्मन	fiende	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
गुर्दे	njurar	गुर्दा	njur	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
द्वितीयक	sekundära	द्वितीयक	sekundär	N;NOM;MASC;SG;3	ADJ;NOM;PL
द्वितीयक	sekundär	द्वितीयक	sekundär	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
द्वितीयक	sekundärt	द्वितीयक	sekundär	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
आस्ट्रेलिया	australien	आस्ट्रेलिया	australien	PROPN;NOM;MASC;SG;3	PROPN;NOM
कॉफी	fika	कॉफी	fika		N;NOM;INDF;MASC+FEM;SG
कॉफी	kaffe	कॉफी	kaffe		N;NOM;INDF;NEUT;SG
फाइबर	fibrer	फाइबर	fibra	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
परेशानी	svårigheter	परेशानी	svårighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
परेशानी	problem	परेशानी	problem	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
बडे	större	बडा	stor	V;MASC;SG;3;V.PTCP;ACT	ADJ;NOM;CMPR
जंग	jung	जंग	jung	N;NOM;FEM;SG;3	PROPN;NOM
संक्रामक	smittsam	संक्रामक	smittsam	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
संक्रामक	smittsamma	संक्रामक	smittsam	N;NOM;MASC;SG;3	ADJ;NOM;PL
संक्रामक	smittsam	संक्रामक	smittsam	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
संक्रामक	smittsamma	संक्रामक	smittsam	N;NOM;MASC;SG;3	ADJ;NOM;PL
संक्रामक	smittar	संक्रामक	smitta	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
दिमाग	hjärnor	दिमाग	hjärna	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
इंटर	inter	इंटर	inter		PROPN;NOM
वयस्कों	vuxna	वयस्क	vuxen	N;ACC;MASC;PL;3	ADJ;NOM;PL
सहन	uthärda	सहन	uthärda		V;IMP;FIN;ACT
सहन	utstå	सहन	utstå		V;IMP;FIN;ACT
बरकरार	intakta	बरकरार	intakta	ADV	ADJ;NOM;PL;PST;V.PTCP
टेबल	bordet	टेबल	bord		N;NOM;DEF;NEUT;SG
टेबल	bord	टेबल	bord		N;NOM;INDF;NEUT;SG
टेबल	tabell	टेबल	tabell		N;NOM;INDF;MASC+FEM;SG
टेबल	tabeller	टेबल	tabell		N;NOM;INDF;MASC+FEM;PL
टेबल	bord	टेबल	bord		N;NOM;INDF;NEUT;SG
टेबल	tabellerna	टेबल	tabell		N;NOM;DEF;MASC+FEM;PL
स्कॉट	scott	स्कॉट	scott	PROPN;NOM;MASC;SG;3	PROPN;NOM
मैड्रिड	madrid	मैड्रिड	madrid	PROPN;NOM;MASC;SG;3	PROPN;NOM
जागरूकता	medvetande	जागरूकता	medvetande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
अस्थि	ben	अस्थि	ben	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
सीबीएस	cbs	सीबीएस	cbs	PROPN;NOM;MASC;SG;3	PROPN;NOM
कुंजी	keys	कुंजी	key	N;NOM;FEM;SG;3	PROPN;NOM
कुंजी	nycklarna	कुंजी	nyckel	N;NOM;FEM;SG;3	N;NOM;DEF;MASC+FEM;PL
कुंजी	nycklar	कुंजी	nyckla	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
कुंजी	tangenter	कुंजी	tangent	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
रोटी	roti	रोटी	roti	PROPN;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
रोटी	bröd	रोटी	bröd	PROPN;NOM;FEM;SG;3	N;NOM;INDF;NEUT;SG
स्क्वायर	fyrkantig	स्क्वायर	fyrkantig	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
स्क्वायर	skype	स्क्वायर	skype	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
निर्देशांक	samordna	निर्देशांक	samordna	N;NOM;MASC;SG;3	V;NFIN;ACT
निर्देशांक	koordinera	निर्देशांक	koordinera	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
निर्देशांक	koordinaterna	निर्देशांक	koorddinat	N;NOM;MASC;SG;3	N;NOM;DEF;MASC+FEM;PL
निर्देशांक	koordinater	निर्देशांक	koordinat	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
मिमी	mimi	मिमी	mimi	N;NOM;MASC;SG;3	PROPN;NOM
जरुरत	krav	जरुरत	krav	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
इराक	irak	इराक	irak	PROPN;NOM;MASC;SG;3	PROPN;NOM
प्रशंसक	fläkt	प्रशंसक	fläkt	N;NOM;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
प्रशंसक	fan	प्रशंसक	fan	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
निवेशकों	investerare	निवेशक	investerare	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
निवेशकों	investerare	निवेशक	investerare	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
निवेशकों	investerarna	निवेशक	investerare	N;ACC;MASC;PL;3	N;NOM;DEF;MASC+FEM;PL
सेठ	seth	सेठ	seth	PROPN;NOM;MASC;SG;3	PROPN;NOM
आँकड़े	statistiken	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;DEF;MASC+FEM;SG
आँकड़े	statistik	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
आँकड़े	statistik	आँकडा	statistik	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
प्रसंस्करण	bearbetar	प्रसंस्करण	bearbeta	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
उदार	generöst	उदार	generösa	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
उदार	generös	उदार	generös	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
उदार	generösa	उदार	generösa	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
उदार	liberala	उदार	liberal	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
उदार	liberal	उदार	liberal	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उदार	liberalt	उदार	liberal	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
मूर्तियों	idoler	मूर्ति	idol	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
मुद्दा	utfärdande	मुद्दा	utfärdande	N;NOM;MASC;SG;3	ADJ;NOM;PRS;V.PTCP
स्वाधीनता	liberty	स्वाधीनता	liberty	N;NOM;FEM;SG;3	PROPN;NOM
भाषाएं	språk	भाषा	språk	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;SG
एयरलाइन	flygbolag	एयरलाइन	flygbolag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
एयरलाइन	flygbolag	एयरलाइन	flygbolag	N;NOM;FEM;SG;3	N;NOM;INDF;NEUT;PL
एयरलाइन	airlines	एयरलाइन	airlines	N;NOM;FEM;SG;3	PROPN;NOM
एयरलाइन	flygbolagen	एयरलाइन	flygbolag	N;NOM;FEM;SG;3	N;NOM;DEF;NEUT;PL
तस्वीरें	pictures	तस्वीर	pictures	N;NOM;FEM;PL;3	N;NOM;INDF;MASC+FEM;SG
तस्वीरें	foton	तस्वीर	foton	N;NOM;FEM;PL;3	ADJ;NOM;PL
सब्जी	grönsaker	सब्जी	grönsak	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
सब्जी	vegetabiliskt	सब्जी	vegetabilisk	N;NOM;FEM;SG;3	ADJ;NOM;INDF;NEUT;SG
सब्जी	vegetabiliska	सब्जी	vegetabilisk	N;NOM;FEM;SG;3	ADJ;NOM;PL
बोइंग	boeing	बोइंग	boeing	N;NOM;MASC;SG;3	PROPN;NOM
सवारी	rider	सवारी	rida	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
सवारी	rida	सवारी	rida	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
सवारी	rida	सवारी	rida	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
कपड़ा	textilier	कपडा	textilie	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
कपड़ा	textilier	कपडा	textilie	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
झा	rif	झा	rif	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
प्लस	plus	प्लस	plus		ADV
गंध	lukt	गंध	lukt	PROPN;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;SG
गंध	lukta	गंध	lukta	PROPN;NOM;FEM;SG;3	V;IMP;FIN;ACT
गंध	luktar	गंध	lukta	PROPN;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
अंटार्कटिका	antarktis	अंटार्कटिका	antarktis	PROPN;NOM;FEM;SG;3	PROPN;NOM
यंग	unga	यंग	ung		ADJ;NOM;PL
यंग	young	यंग	young		N;NOM;INDF;MASC+FEM;SG
यंग	yngre	यंग	ung		ADJ;NOM;CMPR
यंग	ung	यंग	ung		ADJ;NOM;INDF;MASC+FEM;SG
अल्लाह	gud	अल्लाह	gud	PROPN;NOM;MASC;SG;3	PROPN;NOM
अल्लाह	allah	अल्लाह	allah	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
राइट	wright	राइट	wright		PROPN;NOM
सम्पत्ति	fastigheter	सम्पत्ति	fastighet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
नित्य	dagligen	नित्य	dagligen		ADV
नित्य	daglig	नित्य	daglig		ADJ;NOM;INDF;MASC+FEM;SG
नित्य	dagliga	नित्य	daglig		ADJ;NOM;PL
नित्य	daily	नित्य	daily		N;NOM;INDF;MASC+FEM;SG
प्रस्थान	avgår	प्रस्थान	avgå	N;NOM;MASC;SG;3	V;IND;PRS;FIN;ACT
प्रस्थान	avresa	प्रस्थान	avresa	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
आंख	eye	आंख	eye		N;NOM;INDF;MASC+FEM;SG
आंख	ögon	आंख	ögon		N;NOM;INDF;NEUT;PL
आंख	ögat	आंख	öga		N;NOM;DEF;NEUT;SG
आंख	öga	आंख	öga		N;NOM;INDF;NEUT;SG
पालतू	husdjur	पालतू	husdjur	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
पालतू	husdjur	पालतू	husdjur	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
संचित	ackumulerade	संचित	ackumulera	ADP	ADJ;NOM;PL;PST;V.PTCP
संचित	samlat	संचित	samla	ADP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
संचित	konsoliderade	संचित	konsolidera	ADP	ADJ;NOM;PL;PST;V.PTCP
संचित	sammanställd	संचित	sammanställd	ADP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
लाला	lala	लाला	lala	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
उधार	lånade	उधार	låna		V;IND;PST;FIN;ACT
उधार	lånad	उधार	lånad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
उधार	lånat	उधार	låna		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
उधार	låna	उधार	låna		V;IMP;FIN;ACT
उधार	lånar	उधार	låna		V;IND;PRS;FIN;ACT
अनुभवी	erfarna	अनुभवी	erfare	PROPN;NOM;MASC;SG;3	ADJ;NOM;PL
अनुभवी	erfaren	अनुभवी	erfaren	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
अनुभवी	upplevde	अनुभवी	uppleva	PROPN;NOM;MASC;SG;3	V;IND;PST;FIN;ACT
अनुभवी	upplevt	अनुभवी	uppleva	PROPN;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
टोनी	tony	टोनी	tony	PROPN;NOM;MASC;SG;3	PROPN;NOM
सजीव	living	सजीव	living		N;NOM;INDF;MASC+FEM;SG
सजीव	levande	सजीव	levande		ADJ;NOM;PRS;V.PTCP
सजीव	leva	सजीव	leva		V;IMP;FIN;ACT
सजीव	live	सजीव	live		N;NOM;INDF;NEUT;SG
सजीव	levande	सजीव	levande		ADJ;NOM;PRS;V.PTCP
सजीव	organismer	सजीव	organism		N;NOM;INDF;MASC+FEM;PL
सजीव	organism	सजीव	organism		N;NOM;INDF;MASC+FEM;SG
सजीव	organismen	सजीव	organism		N;NOM;DEF;MASC+FEM;SG
यूनिट	enheter	यूनिट	enhet	N;NOM;FEM;SG;3	N;NOM;INDF;MASC+FEM;PL
शायर	fylke	शायर	fylka	N;NOM;MASC;SG;3	PROPN;NOM
शॉट	skjutna	शॉट	skjuta	N;NOM;MASC;SG;3	ADJ;NOM;PL;PST;V.PTCP
शॉट	skjuten	शॉट	skjuta	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
शॉट	sköt	शॉट	sköta	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
मिस्टर	herrn	मिस्टर	herr	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
मिस्टर	mister	मिस्टर	mister	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
थाई	thailändsk	थाई	thailändsk		ADJ;NOM;INDF;MASC+FEM;SG
थाई	thai	थाई	thai		N;NOM;INDF;NEUT;SG
थाई	thailändska	थाई	thailändsk		ADJ;NOM;PL
चिकित्सकों	behandling	चिकित्सक	behandling	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
चिकित्सकों	terapi	चिकित्सक	terapi	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;SG
चिकित्सकों	doktorer	चिकित्सक	doktor	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
चिकित्सकों	läkare	चिकित्सक	läkare	N;ACC;MASC;PL;3	N;NOM;INDF;MASC+FEM;PL
वॉशिंगटन	washington	वॉशिंगटन	washington	PROPN;NOM;MASC;SG;3	PROPN;NOM
वस्तुएं	objekt	वस्तु	objekt	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;SG
वस्तुएं	föremål	वस्तु	föremål	N;NOM;FEM;PL;3	N;NOM;INDF;NEUT;SG
फैसले	beslut	फैसला	beslut	N;NOM;MASC;PL;3	N;NOM;INDF;NEUT;SG
परिधि	omkrets	परिधि	omkrets		N;NOM;INDF;MASC+FEM;SG
मानस	manas	मानस	mana		V;NFIN;PASS
कराते	karate	करा	karate	V;IPFV;MASC;PL;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
उत्तेजित	hyper	उत्तेजित	hypa	ADJ	N;NOM;INDF;MASC+FEM;SG
उत्तेजित	pumpas	उत्तेजित	pumpas	ADJ	V;IND;PRS;FIN;PASS
अनावश्यक	oönskade	अनावश्यक	oönska	ADP	ADJ;NOM;PL;PST;V.PTCP
अनावश्यक	oönskad	अनावश्यक	oönska	ADP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
अनावश्यक	oönskat	अनावश्यक	oönska	ADP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
अनावश्यक	onödigt	अनावश्यक	onödig	ADP	ADJ;NOM;INDF;NEUT;SG
अनावश्यक	onödiga	अनावश्यक	onödig	ADP	ADJ;NOM;PL
अनावश्यक	onödig	अनावश्यक	onödig	ADP	ADJ;NOM;INDF;MASC+FEM;SG
अनावश्यक	överflödiga	अनावश्यक	överflödig	ADP	ADJ;NOM;PL
अनावश्यक	överflödig	अनावश्यक	överflödig	ADP	ADJ;NOM;INDF;MASC+FEM;SG
अनावश्यक	överflödigt	अनावश्यक	överflödig	ADP	ADJ;NOM;INDF;NEUT;SG
वाई	vai	वाई	vai		PROPN;NOM
सेवक	tjänare	सेवक	tjänare	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
सेवक	skötare	सेवक	sköta	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
फिल्मी	filma	फिल्मी	filma	ADJ;NOM	V;IMP;FIN;ACT
फिल्मी	film	फिल्मी	film	ADJ;NOM	N;NOM;INDF;MASC+FEM;SG
शर्करा	kolhydrater	शर्करा	kolhydrat	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
पंच	bål	पंच	bål		N;MASC+FEM;SG
बोला	bola	बोल	bola	V;PFV;MASC;SG;V.PTCP;ACT	N;NOM;INDF;NEUT;SG
बोला	talat	बोल	tala	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
बोला	pratat	बोल	prata	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
अनौपचारिक	informell	अनौपचारिक	informell	N;NOM;MASC;SG;3	ADJ;NOM;INDF;MASC+FEM;SG
अनौपचारिक	informella	अनौपचारिक	informell	N;NOM;MASC;SG;3	ADJ;NOM;PL
अनौपचारिक	informellt	अनौपचारिक	informell	N;NOM;MASC;SG;3	ADJ;NOM;INDF;NEUT;SG
साम्यवादी	kommunism	साम्यवादी	kommunism	PROPN;NOM;SG;3	N;NOM;INDF;MASC+FEM;SG
साम्यवादी	kommunismen	साम्यवादी	kommunism	PROPN;NOM;SG;3	N;NOM;DEF;MASC+FEM;SG
अरुणाचल	arunachal	अरुणाचल	arunachal	PROPN;NOM;MASC;SG;3	PROPN;NOM
क्षमताओं	förmåga	क्षमता	förmåga	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;SG
क्षमताओं	kapacitet	क्षमता	kapacitet	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;SG
प्रासंगिक	relevans	प्रासंगिक	relevans	ADJ	N;NOM;INDF;MASC+FEM;SG
लहर	vinka	लहर	vinken	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
कूद	hoppa	कूद	hoppa	N;NOM;FEM;SG;3	V;IMP;FIN;ACT
कूद	hoppar	कूद	hoppa	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
कूद	hoppade	कूद	hoppa	N;NOM;FEM;SG;3	V;IND;PST;FIN;ACT
कूद	hoppat	कूद	hoppat	N;NOM;FEM;SG;3	V;V.CVB;ACT
कूद	hoppar	कूद	hoppa	N;NOM;FEM;SG;3	V;IND;PRS;FIN;ACT
कूद	hoppande	कूद	hoppande	N;NOM;FEM;SG;3	ADJ;NOM;PRS;V.PTCP
परंपराओं	traditioner	परंपरा	tradition	N;ACC;FEM;PL;3	N;NOM;INDF;MASC+FEM;PL
नासा	nasa	नासा	nasa	PROPN;NOM;FEM;SG;3	PROPN;NOM
विराम	kommatecken	विराम	kommateck	N;NOM;MASC;SG;3	N;NOM;INDF;NEUT;PL
विराम	komma	विराम	komma	N;NOM;MASC;SG;3	V;IMP;FIN;ACT
रियो	rio	रियो	rio	PROPN;NOM;MASC;SG;3	N;NOM;INDF;NEUT;SG
पंचम	femtedel	पंचम	femtedel	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पंचम	femma	पंचम	femma	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
पंचम	femte	पंचम	fem	PROPN;NOM;MASC;SG;3	ADJ;NOM
पंचम	fifth	पंचम	fifth	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
विकृत	förvränga	विकृत	förvränga	ADJ	V;IMP;FIN;ACT
सांख्यिकीय	statistiska	सांख्यिकीय	statistisk	N;NOM;3	ADJ;NOM;PL
सांख्यिकीय	statistisk	सांख्यिकीय	statistisk	N;NOM;3	ADJ;NOM;INDF;MASC+FEM;SG
सांख्यिकीय	statistiskt	सांख्यिकीय	statistisk	N;NOM;3	ADV
एयरपोर्ट	flygplatser	एयरपोर्ट	flygplats	N;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;PL
सुलभ	händig	सुलभ	händig		ADJ;NOM;INDF;MASC+FEM;SG
सुलभ	handy	सुलभ	handy		N;NOM;INDF;MASC+FEM;SG
हू	hoo	हू	hoo	PROPN;NOM;MASC;SG;3	N;NOM;INDF;MASC+FEM;SG
रिक्त	null	रिक्त	null		N;NOM;INDF;NEUT;SG
रिक्त	tomma	रिक्त	tom		ADJ;NOM;PL
रिक्त	tomt	रिक्त	tom		ADJ;NOM;INDF;NEUT;SG
रिक्त	tom	रिक्त	tom		N;NOM;INDF;MASC+FEM;SG
रिक्त	blanka	रिक्त	blank		ADJ;NOM;PL
रिक्त	tomt	रिक्त	tom		ADJ;NOM;INDF;NEUT;SG
रिक्त	blankt	रिक्त	blankt		ADJ;NOM;INDF;NEUT;SG
रिक्त	blank	रिक्त	blank		N;NOM;INDF;MASC+FEM;SG
बडी	polaren	बडी	polare	ADJ;NOM;FEM;SG	N;NOM;DEF;MASC+FEM;SG
बडी	buddy	बडी	buddy	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
