月	μουν	月	μουν	N	
提取	εκχύλιση	提取	εκχύλιση	V	N;NOM;FEM;SG
提取	εξόρυξη	提取	εξόρυξη	V	N;NOM;FEM;SG
提取	εκχύλισμα	提取	εκχύλισμα	V	N;NOM;NEUT;SG
提取	απόσπασμα	提取	απόσπασμα	V	N;NOM;NEUT;SG
支撐	βάδισμα	支撐	βάδισμα	V	N;NOM;NEUT;SG
傍晚	καλησπέρα	傍晚	καλησπέρα	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
社會	κοινωνιολογικές	社會	κοινωνιολογικός	N	ADJ;NOM;FEM;PL
否決	βέτο	否決	βέτο	V	
瑪麗亞	μαρία	瑪麗亞	μαρία	PROPN	PROPN;NOM;FEM;SG
瑪麗亞	μαρια	瑪麗亞	μαρια	PROPN	PROPN;NOM;FEM;SG
喬治亞	τζώρτζια	喬治亞	τζώρτζια	PROPN	N;NOM;NEUT;PL
喬治亞	georgia	喬治亞	georgia	PROPN	
喬治亞	τζόρτζια	喬治亞	τζόρτζια	PROPN	
破裂	ρήξη	破裂	ρήξη	V	N;NOM;FEM;SG
破裂	ρήγμα	破裂	ρήγμα	V	N;NOM;NEUT;SG
中性	ουδέτερη	中性	ούδετερος	N	ADJ;NOM;FEM;SG
天生	γεννήθηκα	天生	γεννώ	N	V;PFV;IND;SG;1;PST;FIN;PASS
天生	γεννημένος	天生	γεννημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
天生	γεννήθηκε	天生	γεννώ	N	V;PFV;IND;SG;3;PST;FIN;PASS
天生	γεννηθείς	天生	γεννηθής	N	ADJ;NOM;MASC;SG
陪同	συνοδεία	陪同	συνοδείο	V	N;ACC;FEM;SG
陪同	συνοδός	陪同	συνοδός	V	N;NOM;MASC;SG
圖形	γραφική	圖形	γραφικός	N	ADJ;NOM;FEM;SG
圖形	γραφικό	圖形	γραφικός	N	ADJ;NOM;NEUT;SG
圖形	γραφικά	圖形	γραφικά	N	ADV
圖形	γραφικά	圖形	γραφικά	N	ADV
老鼠	ποντικός	老鼠	ποντικός	N	ADJ;NOM;MASC;SG
老鼠	αρουραίος	老鼠	αρουραίος	N	ADJ;NOM;MASC;SG
微笑	χαμογελάστε	微笑	χαμογελάζω	N	V;PFV;IND;PL;2;PRS;FIN;ACT
微笑	χαμογελάει	微笑	χαμογέλω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
石頭	stone	石頭	stone	N	
石頭	στόουν	石頭	στόω	N	PROPN;NOM;NEUT;SG
石頭	rock	石頭	rock	N	
石頭	ροκ	石頭	ροκ	N	
魔力	μαγική	魔力	μαγικός	N	ADJ;NOM;FEM;SG
魔力	μαγικά	魔力	μαγικά	N	ADV
魔力	μαγικό	魔力	μαγικός	N	ADJ;NOM;NEUT;SG
歷史	ιστορικός	歷史	ιστορικός	N	ADJ;NOM;MASC;SG
歷史	ιστορικοί	歷史	ιστορικός	N	ADJ;NOM;MASC;PL
歷史	ιστορικούς	歷史	ιστορικός	N	ADJ;ACC;MASC;PL
有	οργανικά	有	οργανικά	V	ADV
有	οργανικό	有	οργανικός	V	ADJ;NOM;NEUT;SG
有	οργανική	有	οργανικός	V	ADJ;NOM;FEM;SG
有	βιολογικά	有	βιολογικά	V	ADV
有	οργανικές	有	οργανικός	V	ADJ;NOM;FEM;PL
泰坦	τιτάνα	泰坦	τιτάνα	PROPN	N;NOM;MASC;SG
啓	kai	啓	kai	V	
啓	κάι	啓	κάι	V	
皇	δελφίνο	皇	δελφίνος	PROPN	PROPN;NOM;MASC;SG
幾何	γεωμετρικό	幾何	γεωμετρικός	N	ADJ;NOM;NEUT;SG
延遲	καθυστέρηση	延遲	καθυστέρηση	V	N;ACC;FEM;SG
延遲	καθυστερήσεις	延遲	καθυστέρηση	V	N;NOM;FEM;PL
延遲	καθυστέρηση	延遲	καθυστέρηση	V	N;ACC;FEM;SG
延遲	καθυστέρηση	延遲	καθυστέρηση	V	N;ACC;FEM;SG
條紋	ρίγα	條紋	ρίγος	N	PROPN;NOM;FEM;SG
揭幕	αποκαλυπτήρια	揭幕	αποκαλυπτήριο	V	N;NOM;NEUT;PL
署名	υπογραφή	署名	υπογραφή	V	N;ACC;FEM;SG
研討	σεμινάρια	研討	σεμινάριο	V	N;NOM;NEUT;PL
研討	ημερίδα	研討	ημερίδα	V	PROPN;ACC;FEM;SG
研討	εργαστήριο	研討	εργαστήριο	V	N;NOM;NEUT;SG
研討	εργαστήρι	研討	εργαστήρι	V	N;NOM;NEUT;SG
研討	σεμινάριο	研討	σεμινάριο	V	N;NOM;NEUT;SG
馬匹	ίππος	馬匹	ίππος	N	ADJ;NOM;MASC;SG
露西	λούση	露西	λούση	PROPN	N;NOM;FEM;SG
露西	λούσυ	露西	λούσυ	PROPN	PROPN;NOM;MASC;SG
露西	λούσι	露西	λούσι	PROPN	PROPN;NOM;FEM;SG
引爆	πυροδότηση	引爆	πυροδότηση	V	N;ACC;FEM;SG
鼬	νυφίτσα	鼬	νυφίτσα	N	
說服	πειστικός	說服	πειστικός	V	ADJ;NOM;MASC;SG
說服	πειστική	說服	πειστικός	V	ADJ;NOM;FEM;SG
說服	πειστικό	說服	πειστικός	V	ADJ;NOM;NEUT;SG
專注	εστίαση	專注	εστίαση	V	N;ACC;FEM;SG
住戶	ένοικοι	住戶	ένοικος	N	ADJ;NOM;MASC;PL
實習	ειδικευόμενος	實習	ειδικευόμενος	N	ADJ;NOM;MASC;SG
毗鄰	δίπλα	毗鄰	δίπλα	N	ADV
耶和華	ιεχωβά	耶和華	ιεχωβά	PROPN	N;NOM;MASC;SG
懷孕	κύηση	懷孕	κύηση	V	N;NOM;FEM;SG
懷孕	εγκυμοσύνη	懷孕	εγκυμοσύνη	V	N;NOM;FEM;SG
懷孕	έγκυος	懷孕	έγκυος	V	N;NOM;MASC;SG
逃離	διαφυγής	逃離	διαφυγή	V	N;GEN;FEM;SG
逃離	διαφυγή	逃離	διαφυγή	V	N;NOM;FEM;SG
逃離	απόδραση	逃離	απόδραση	V	N;NOM;FEM;SG
發掘	ανασκαφές	發掘	ανασκαφή	V	N;NOM;FEM;PL
發掘	ανασκαφή	發掘	ανασκαφή	V	N;NOM;FEM;SG
傾斜	κλίση	傾斜	κλίση	V	N;NOM;FEM;SG
八	eight	八	eight	NUM	
最愛	αγαπημένα	最愛	αγαπημένος	N	ADV
最愛	αγαπημένη	最愛	αγαπημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
最愛	αγαπημένος	最愛	αγαπημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
最愛	αγαπημένο	最愛	αγαπημένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
最愛	αγαπημένες	最愛	αγαπημένος	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
猶太	εβραίοι	猶太	εβραίος	PROPN	ADJ;NOM;MASC;PL
猶太	εβραίος	猶太	εβραίος	PROPN	ADJ;NOM;MASC;SG
猶太	εβραϊκό	猶太	εβραϊκός	PROPN	ADJ;NOM;NEUT;SG
猶太	εβραία	猶太	εβραία	PROPN	N;NOM;FEM;SG
猶太	εβραίοι	猶太	εβραίος	PROPN	ADJ;NOM;MASC;PL
猶太	εβραίους	猶太	εβραίος	PROPN	PROPN;ACC;MASC;PL
蓮花	lotus	蓮花	lotus	PROPN	
拍賣	δημοπρασία	拍賣	δημοπρασία	V	N;ACC;FEM;SG
拍賣	πλειστηριασμό	拍賣	πλειστηριασμός	V	N;ACC;MASC;SG
拍賣	δημοπράτηση	拍賣	δημοπράτηση	V	N;ACC;FEM;SG
拍賣	δημοπρασίες	拍賣	δημοπρασία	V	N;NOM;FEM;PL
比	αναλογία	比	αναλογία	ADP	N;ACC;FEM;SG
駕駛	οδηγό	駕駛	οδηγός	V	N;ACC;MASC;SG
駕駛	οδηγός	駕駛	οδηγός	V	N;NOM;MASC;SG
駕駛	πιλότος	駕駛	πιλότος	V	N;NOM;MASC;SG
聚合	ομαδοποίηση	聚合	ομαδοποίηση	V	N;NOM;FEM;SG
聚合	συνάθροιση	聚合	συνάθροιση	V	N;NOM;FEM;SG
稀有	σπάνιος	稀有	σπάνιος	N	ADJ;NOM;MASC;SG
稀有	σπάνιο	稀有	σπάνιος	N	ADJ;NOM;NEUT;SG
稀有	σπάνια	稀有	σπάνια	N	ADV
稀有	σπάνιες	稀有	σπάνιος	N	ADJ;NOM;FEM;PL
普爾	πουλ	普爾	πουλ	PROPN	
上次	τελευταίο	上次	τελευταίος	N	ADJ;NOM;NEUT;SG
上次	τελευταίοι	上次	τελευταίος	N	ADJ;NOM;MASC;PL
上次	τελευταίος	上次	τελευταίος	N	ADJ;NOM;MASC;SG
上次	τελευταια	上次	τελευταίος	N	V;IPFV;IND;PL;3;PRS;FIN;PASS
上次	τελευταία	上次	τελευταία	N	ADV
公牛	bull	公牛	bull	N	
公牛	μπουλ	公牛	μπουλ	N	NUM
診斷	διαγνώσεις	診斷	διάγνωση	V	N;NOM;FEM;PL
診斷	διαγνωστική	診斷	διαγνωστικός	V	ADJ;NOM;FEM;SG
診斷	διαγνωστικά	診斷	διαγνωστικά	V	ADV
診斷	διάγνωση	診斷	διάγνωση	V	N;NOM;FEM;SG
診斷	διαγνωστική	診斷	διαγνωστικός	V	ADJ;NOM;FEM;SG
診斷	διαγνωστικό	診斷	διαγνωστικός	V	ADJ;NOM;NEUT;SG
診斷	διαγνωστικά	診斷	διαγνωστικά	V	ADV
信件	mail	信件	mail	N	
近日	πρόσφατα	近日	πρόσφατα	N	ADV
近日	προσφάτως	近日	προσφάτως	N	ADV
主機	φιλοξενεί	主機	φιλοξενώ	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
世俗	εγκόσμια	世俗	εγκόσμιος	N	ADV
世俗	κοσμικό	世俗	κοσμικός	N	ADJ;NOM;NEUT;SG
世俗	κοσμική	世俗	κοσμικός	N	ADJ;NOM;FEM;SG
世俗	κοσμική	世俗	κοσμικός	N	ADJ;NOM;FEM;SG
錄音	στούντιο	錄音	στούντιος	V	N;NOM;NEUT;SG
錄音	studio	錄音	studio	V	
偏向	προκατειλημμένος	偏向	προκατειλημμένος		V;PFV;NOM;FEM;SG;V.PTCP;PASS
偏向	προκατάληψη	偏向	προκατάληψη		N;NOM;FEM;SG
新星	νόβα	新星	νόβος	N	PROPN;NOM;FEM;SG
新星	nova	新星	nova	N	
烏拉圭	ουρουγουάης	烏拉圭	ουρουγουάος	PROPN	N;GEN;FEM;SG
烏拉圭	ουρουγουάη	烏拉圭	ουρουγουάος	PROPN	PROPN;ACC;FEM;SG
夏日	σάμερ	夏日	σάμερ	N	
微	μικροοργανισμούς	微	μικροοργανισμός	PART	N;ACC;MASC;PL
微	μικροοργανισμών	微	μικροοργανισμός	PART	N;GEN;MASC;PL
微	μικροβιακής	微	μικροβιακός	PART	ADJ;GEN;FEM;SG
付費	πληρωμή	付費	πληρωμή	V	N;NOM;FEM;SG
強迫	ανάγκασε	強迫	αναγκάζω		V;PFV;IND;SG;3;PST;FIN;ACT
強迫	αναγκαστική	強迫	αναγκαστικός		ADJ;NOM;FEM;SG
強迫	παρόρμηση	強迫	παρόρμηση		N;ACC;FEM;SG
強迫	εξαναγκασμό	強迫	εξανκαγκασμός		N;ACC;MASC;SG
文法	γραμματική	文法	γραμματικός	N	ADJ;NOM;FEM;SG
俘虜	φυλακισμένη	俘虜	φυλακίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
俘虜	φυλακισμένος	俘虜	φυλακισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
俘虜	αιχμάλωτος	俘虜	αιχμάλωτος	N	ADJ;NOM;MASC;SG
俘虜	αιχμάλωτη	俘虜	αιχμάλωτος	N	ADJ;NOM;FEM;SG
俘虜	δεσμευμένη	俘虜	δεσμεύω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
俘虜	αιχμάλωτος	俘虜	αιχμάλωτος	N	ADJ;NOM;MASC;SG
殭屍	ζόμπι	殭屍	ζόμπι		
海關	τελωνειακές	海關	τελωνειακός	N	ADJ;NOM;FEM;PL
假定	παραδοχές	假定	παραδοχή	V	N;NOM;FEM;PL
假定	εικασία	假定	εικασία	V	N;NOM;FEM;SG
假定	παραδοχή	假定	παραδοχή	V	N;NOM;FEM;SG
假定	εικαζόμενη	假定	εικαζόμενος	V	ADJ;NOM;FEM;SG
波羅	βαλτική	波羅	βαλτικός	PROPN	ADJ;NOM;FEM;SG
波羅	βαλτικής	波羅	βαλτικός	PROPN	ADJ;GEN;FEM;SG
菩薩	bodhisattva	菩薩	bodhisattva	N	
競技	αρένα	競技	αρένας	V	N;ACC;FEM;SG
無線	ασύρματος	無線	άσυρμα	V	ADJ;NOM;MASC;SG
無線	ασύρματο	無線	άσυρμα	V	N;NOM;NEUT;SG
無線	ραδιόφωνο	無線	ραδιόφωνος	V	N;NOM;NEUT;SG
無線	ράδιο	無線	ράδιο	V	PROPN;NOM;MASC;SG
無線	ραδιο	無線	ραδιο	V	N
麻省	μιτ	麻省	μιτ	PROPN	
麻省	mit	麻省	mit	PROPN	
爬	ανάβαση	爬	ανάβαση	V	N;ACC;FEM;SG
爬	αναρρίχηση	爬	αναρρίχηση	V	N;ACC;FEM;SG
捐贈	δωρεά	捐贈	δωραός	V	N;NOM;FEM;SG
捐贈	δωρεά	捐贈	δωραός	V	N;NOM;FEM;SG
捐贈	δωρεές	捐贈	δωρεός	V	N;NOM;FEM;PL
搬遷	μετεγκατάσταση	搬遷	μετεγκατάσταση	V	N;NOM;FEM;SG
連勝	σερί	連勝	σερί	V	
平時	συνήθεις	平時	συνήθης	N	ADJ;NOM;FEM;PL
平時	συνήθης	平時	συνήθης	N	ADJ;NOM;FEM;SG
平時	σύνηθες	平時	σύνηθος	N	ADJ;NOM;NEUT;SG
核准	εγκρίσεις	核准	έγκριση	V	N;NOM;FEM;PL
核准	έγκριση	核准	έγκριση	V	N;ACC;FEM;SG
脂	χοντρός	脂	χοντρός	N	ADJ;NOM;MASC;SG
尊敬	σεβασμός	尊敬	σεβασμός	V	N;NOM;MASC;SG
尊敬	σεβασμό	尊敬	σεβασμός	V	N;ACC;MASC;SG
十字	κρος	十字	κρος	N	
十字	cross	十字	cross	N	
感動	συγκινητικό	感動	συγκινητικός	V	ADJ;NOM;NEUT;SG
感動	συγκινητική	感動	συγκινητικός	V	ADJ;NOM;FEM;SG
感動	μετακόμιση	感動	μετακόμιση	V	N;ACC;FEM;SG
感動	μετακίνηση	感動	μετακίνηση	V	N;ACC;FEM;SG
住	κατοικία	住	κατοικία	V	N;NOM;FEM;SG
住	διαμονής	住	διαμονή	V	N;GEN;FEM;SG
住	οικία	住	οικία	V	N;NOM;FEM;SG
住	κατοικία	住	κατοικία	V	N;NOM;FEM;SG
單人	single	單人	single	N	
單人	ενιαία	單人	ενιαίος	N	ADJ;NOM;FEM;SG
空白	κενή	空白	κενός	N	ADJ;NOM;FEM;SG
空白	κενός	空白	κενός	N	ADJ;NOM;MASC;SG
空白	κενή	空白	κενός	N	ADJ;NOM;FEM;SG
紀念	μνημείο	紀念	μνημείο	V	N;NOM;NEUT;SG
紀念	μεμόριαλ	紀念	μεμόριαλ	V	N;NOM;NEUT;SG
紀念	μνημείων	紀念	μνημείο	V	N;GEN;NEUT;PL
紀念	μνημεία	紀念	μνημείο	V	N;NOM;NEUT;PL
紀念	μνημείο	紀念	μνημείο	V	N;NOM;NEUT;SG
驗證	επαλήθευση	驗證	επαλήθευση	V	N;NOM;FEM;SG
驗證	ταυτοποίησης	驗證	ταυτοποίηση	V	N;GEN;FEM;SG
驗證	ταυτοποίηση	驗證	ταυτοποίηση	V	N;ACC;FEM;SG
驗證	εξακρίβωση	驗證	εξακρίβωση	V	N;ACC;FEM;SG
驗證	επαλήθευση	驗證	επαλήθευση	V	N;NOM;FEM;SG
驗證	επικύρωση	驗證	επικύρωση	V	N;ACC;FEM;SG
相鄰	δίπλα	相鄰	δίπλα	V	ADV
山姆	sam	山姆	sam	PROPN	
山姆	σαμ	山姆	σαμ	PROPN	
亞當	αδάμ	亞當	αδάμ	PROPN	N;NOM;MASC;SG
亞當	άνταμ	亞當	άνταμ	PROPN	
偵察	αναγνωριστική	偵察	αναγνωριστικός	V	ADJ;NOM;FEM;SG
偵察	αναγνωριστική	偵察	αναγνωριστικός	V	ADJ;NOM;FEM;SG
銷售	πωλήσεων	銷售	πώληση	V	N;GEN;FEM;PL
銷售	πωλήσεις	銷售	πώληση	V	N;NOM;FEM;PL
侮辱	προσβολές	侮辱	προσβολά	V	N;NOM;FEM;PL
侮辱	προσβλητικό	侮辱	προσβλητικός	V	ADJ;NOM;NEUT;SG
侮辱	προσβλητική	侮辱	προσβλητικός	V	ADJ;NOM;FEM;SG
侮辱	προσβολή	侮辱	προσβολή	V	N;ACC;FEM;SG
境外	υπεράκτιες	境外	υπεράκτιος	N	ADJ;NOM;FEM;PL
管家	μπάτλερ	管家	μπάτλερ	N	
平凡	εγκόσμια	平凡	εγκόσμιος	N	ADV
平凡	συνηθισμένο	平凡	συνηθίζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
平凡	συνηθισμένος	平凡	συνηθισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
駒	κούι	駒	κούι	PROPN	N
見證	μάρτυς	見證	μάρτυς	V	N;NOM;MASC;SG
見證	μάρτυρας	見證	μάρτυρας	V	N;NOM;MASC;SG
見證	μάρτυρα	見證	μάρτυρα	V	N;ACC;MASC;SG
洲際	intercontinental	洲際	intercontinental	PROPN	
馬拉松	μαραθώνιος	馬拉松	μαραθώνιος	N	ADJ;NOM;MASC;SG
聚合	πολυμερές	聚合	πολυμερής	V	N;NOM;NEUT;SG
聚合	πολυμερή	聚合	πολύμερος	V	ADJ;NOM;NEUT;PL
未	ανήλικη	未	ανήλικος	ADV;NEG	ADJ;NOM;FEM;SG
未	ανήλικος	未	ανήλικος	ADV;NEG	ADJ;NOM;MASC;SG
未	ανήλικος	未	ανήλικος	ADV;NEG	ADJ;NOM;MASC;SG
清洗	εκκαθάριση	清洗	εκκαθάριση	V	N;ACC;FEM;SG
清洗	καθαρισμός	清洗	καθαρισμός	V	N;NOM;MASC;SG
清洗	καθαρισμού	清洗	καθαρισμός	V	N;GEN;MASC;SG
清洗	καθάρισμα	清洗	καθάρισμα	V	N;NOM;NEUT;SG
清洗	καθαριότητα	清洗	καθαριότητα	V	N;NOM;FEM;SG
清洗	καθαρισμός	清洗	καθαρισμός	V	N;NOM;MASC;SG
清洗	καθαριστικό	清洗	καθαριστικός	V	N;NOM;NEUT;SG
必	απαραίτητος	必	απαραίτητος	V	ADJ;NOM;MASC;SG
必	απαραίτητο	必	απαραίτητος	V	ADJ;NOM;NEUT;SG
必	αναγκαίος	必	αναγκαίος	V	ADJ;NOM;MASC;SG
必	αναγκαίο	必	αναγκαίος	V	ADJ;NOM;NEUT;SG
必	αναγκαία	必	αναγκαίος	V	ADJ;NOM;FEM;SG
必	απαραίτητη	必	απαραίτητος	V	ADJ;NOM;FEM;SG
控告	κατηγορητήριο	控告	κατηγορητήριο	V	N;NOM;NEUT;SG
天主	καθολική	天主	καθολικός	PROPN	ADJ;NOM;FEM;SG
天主	καθολικές	天主	καθολικός	PROPN	ADJ;NOM;FEM;PL
天主	καθολικό	天主	καθολικός	PROPN	ADJ;NOM;NEUT;SG
天主	καθολικός	天主	καθολικός	PROPN	ADJ;NOM;MASC;SG
天主	καθολικοί	天主	καθολικός	PROPN	ADJ;NOM;MASC;PL
天主	καθολικούς	天主	καθολικός	PROPN	ADJ;ACC;MASC;PL
天主	καθολικών	天主	καθολικός	PROPN	ADJ;GEN;FEM;PL
天主	καθολικοί	天主	καθολικός	PROPN	ADJ;NOM;MASC;PL
罰	πέναλτι	罰	πέναλτι	N	
安東	αντόν	安東	αντόν	PROPN	
安東	άντον	安東	άντον	PROPN	N
加冕	στέψη	加冕	στέψη	V	N;ACC;FEM;SG
暑假	σάμερ	暑假	σάμερ	N	
鞏固	εδραίωση	鞏固	εδραίωση	V	N;ACC;FEM;SG
鞏固	παγίωση	鞏固	παγίωση	V	N;ACC;FEM;SG
鞏固	εδραίωση	鞏固	εδραίωση	V	N;ACC;FEM;SG
鞏固	παγίωση	鞏固	παγίωση	V	N;ACC;FEM;SG
鞏固	παγίωση	鞏固	παγίωση	V	N;ACC;FEM;SG
鞏固	ενοποίηση	鞏固	ενοποίηση	V	N;ACC;FEM;SG
降水	κατακρήμνιση	降水	κατακρήμνιση	V	N;ACC;FEM;SG
胃	γαστρικό	胃	γαστρικός	N	ADJ;NOM;NEUT;SG
遇見	κοα	遇見	κοα	V	N
北	σκανδιναβικές	北	σκανδιναβικός	N	ADJ;NOM;FEM;PL
北	σκανδιναβικές	北	σκανδιναβικός	N	ADJ;NOM;FEM;PL
次郎	τζίρο	次郎	τζίρο	PROPN	N;NOM;NEUT;SG
印度尼西亞	ινδονησίας	印度尼西亞	ινδονησία	PROPN	PROPN;GEN;FEM;SG
印度尼西亞	ινδονησία	印度尼西亞	ινδονησία	PROPN	PROPN;NOM;FEM;SG
貝拉	μπέλα	貝拉	μπέλα	PROPN	
貝拉	bella	貝拉	bella	PROPN	
貝拉	μπέλλα	貝拉	μπέλλα	PROPN	PROPN;NOM;FEM;SG
接納	παραδοχή	接納	παραδοχή	V	N;NOM;FEM;SG
旅館	hotel	旅館	hotel	N	
動物	ζωολογικό	動物	ζωολογικός	N	ADJ;NOM;NEUT;SG
本質	εγγενή	本質	εγγενής	N	ADV
扭曲	τουίστ	扭曲	τουίστ	N	
約定	σύμφωνο	約定	σύμφωνο	V	N;NOM;NEUT;SG
週六	καθόταν	週六	καθόταν	N	V;IPFV;IND;SG;3;PST;FIN;PASS
週六	σαβ	週六	σαβ	N	
預告	teaser	預告	teaser	V	
預告	τροχόσπιτο	預告	τροχόσπιτος	V	N;NOM;NEUT;SG
預告	ρυμουλκούμενο	預告	ρυμουλκούμενος	V	ADJ;NOM;NEUT;SG
預告	τρέιλερ	預告	τρέιλερ	V	
固有	εγγενείς	固有	εγγενής	N	ADJ;NOM;FEM;PL
固有	εγγενή	固有	εγγενής	N	ADV
固有	εγγενή	固有	εγγενής	N	ADV
重疊	επικαλύψεις	重疊	επικάλυψη	ADJ	N;NOM;FEM;PL
重疊	επικάλυψη	重疊	επικάλυψη	ADJ	N;NOM;FEM;SG
重疊	επικάλυψη	重疊	επικάλυψη	ADJ	N;NOM;FEM;SG
健身	γυμναστική	健身	γυμναστικός	N	ADJ;NOM;FEM;SG
健身	fitness	健身	fitness	N	
共產	κομμουνιστικό	共產	κομμουνιστικός	N	ADJ;NOM;NEUT;SG
共產	κομμουνιστική	共產	κομμουνιστικός	N	ADJ;NOM;FEM;SG
候補	εναλλακτικό	候補	εναλλακτικός	V	ADJ;NOM;NEUT;SG
候補	εναλλακτική	候補	εναλλακτικός	V	ADJ;NOM;FEM;SG
守門	τερματοφύλακας	守門	τερματοφύλακας	V	N;NOM;MASC;SG
守門	τερματοφύλακας	守門	τερματοφύλακας	V	N;NOM;MASC;SG
愛好	enthusiast	愛好	enthusiast	V	
愛好	ενθουσιώδης	愛好	ενθουσιώδης	V	ADJ;NOM;MASC;SG
傳承	κληρονομιά	傳承	κληρονομιά	V	N;NOM;FEM;SG
史前	προϊστορικό	史前	προϊστορικό	N	ADJ;NOM;NEUT;SG
侵入	καταπάτηση	侵入	καταπάτηση	V	N;ACC;FEM;SG
侵入	εισβολές	侵入	εισβολή	V	N;NOM;FEM;PL
虐待	καταχρηστική	虐待	καταχρηστικός	V	ADJ;NOM;FEM;SG
虐待	κατάχρηση	虐待	κατάχρηση	V	N;ACC;FEM;SG
虐待	καταχρήσεις	虐待	κατάχρηση	V	N;NOM;FEM;PL
虐待	κακοποίηση	虐待	κακοποίηση	V	N;ACC;FEM;SG
鋸	είδα	鋸	είδα	N	V;PFV;IND;SG;1;PST;FIN;ACT
鋸	είδε	鋸	βλέπω	N	V;PFV;IND;SG;3;PST;FIN;ACT
可	εφικτό	可	εφικτός	V	ADJ;NOM;NEUT;SG
逆	αντιστραφεί	逆	αντιστρέφω	N	V;PFV;NFIN;PASS
逆	αντιστρέφει	逆	αντιστρέφω	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
平反	δικαίωση	平反	δικαίωση	V	N;ACC;FEM;SG
描繪	απεικόνιση	描繪	απεικόνιση	V	N;NOM;FEM;SG
聊	τσατ	聊	τσατ	V	N;NOM;NEUT;SG
聊	συνομιλία	聊	συνομιλία	V	N;ACC;FEM;SG
聊	chat	聊	chat	V	
聊	μίλα	聊	μίλος	V	
門檻	κατώφλι	門檻	κατώφλι	PROPN	N;NOM;NEUT;SG
商用	εμπορική	商用	εμπορικός	N	ADJ;NOM;FEM;SG
先驅	πρωτοπόρος	先驅	πρωτοπόρος	N	ADJ;NOM;MASC;SG
先驅	πρωτοπόροι	先驅	πρωτοπόρος	N	ADJ;NOM;MASC;PL
先知	μάντισσα	先知	μάντισσα	N	V;PFV;IND;SG;1;PST;FIN;ACT
挑	διάλεξε	挑	διαλώ		V;PFV;IND;SG;3;PST;FIN;ACT
撤離	εκκένωση	撤離	εκκένωση	V	N;ACC;FEM;SG
撤離	εκκένωση	撤離	εκκένωση	V	N;ACC;FEM;SG
