категорія	luokan	категорія	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
аудиторії	yleisö	аудиторія	yleisö	N;INAN;NOM;FEM;PL	N;NOM;SG
аудиторії	kohderyhmä	аудиторія	kohde#ryhmä	N;INAN;NOM;FEM;PL	N;NOM;SG
аудиторії	kohderyhmän	аудиторія	kohde#ryhmä	N;INAN;NOM;FEM;PL	N;GEN;SG
аудиторії	kohderyhmää	аудиторія	kohde#ryhmä	N;INAN;NOM;FEM;PL	N;PRT;SG
аудиторії	yleisöä	аудиторія	yleisö	N;INAN;NOM;FEM;PL	N;PRT;SG
рас	ras	рас	ras	N;INAN;GEN;FEM;PL	N;NOM;SG
відповідальний	vastuussa	відповідальний	vastuu	ADJ;NOM;MASC;SG	N;IN+ESS;SG
апостола	apostoli	апостола	apostoli	N;ANIM;ACC;MASC;SG	N;NOM;SG
двосторонній	duplex	двосторонній	duplex	ADJ;NOM;MASC;SG	N;NOM;SG
миколай	nicholas	миколай	nicholas	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
зникли	mennyt	зникнути	mennä	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;ACT
зникли	poissa	зникнути	poissa	V;PFV;IND;PL;PST;FIN	ADV
петров	petrov	петров	petrov	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
банки	pankkien	банк	pankki	N;INAN;NOM;MASC;PL	N;GEN;PL
олія	öljyn	олія	öljy	N;INAN;NOM;FEM;SG	N;GEN;SG
олія	öljyä	олія	öljy	N;INAN;NOM;FEM;SG	N;PRT;SG
олія	öljyt	олія	öljy	N;INAN;NOM;FEM;SG	N;NOM;PL
менші	pienempiä	менші	pieni	ADJ;NOM;RL;PL	ADJ;PRT;CMPR;PL
менші	pienemmän	менші	pieni	ADJ;NOM;RL;PL	ADJ;GEN;CMPR;SG
менші	pienemmät	менші	pieni	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;PL
менші	pienempi	менші	pieni	ADJ;NOM;RL;PL	ADJ;NOM;CMPR;SG
ніс	nenän	ніс	nenä	N;INAN;NOM;MASC;SG	N;GEN;SG
ніс	nenää	ніс	nenä	N;INAN;NOM;MASC;SG	N;PRT;SG
литовський	liettuan	литовський	liettu	ADJ;NOM;MASC;SG	N;GEN;SG
литовський	liettua	литовський	liettua	ADJ;NOM;MASC;SG	N;NOM;SG
корсика	korsikan	корсик	korsikka	N;INAN;NOM;FEM;SG	N;GEN;SG
допомагав	auttoivat	допомагати	auttaa	V;IPFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN;ACT
спільний	jakanut	спільний	jakaa	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
спільний	jakoi	спільний	jakaa	ADJ;NOM;MASC;SG	V;IND;SG;3;PST;FIN;ACT
спільний	jaettu	спільний	jakaa	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
спільний	jaetut	спільний	jakaa	ADJ;NOM;MASC;SG	V;NOM;PL;V.PTCP;PASS
спільний	keskinäiset	спільний	keskinäinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
спільний	yhteiset	спільний	yhteinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
спільний	vastavuoroisen	спільний	vasta#vuoroinen	ADJ;NOM;MASC;SG	ADJ;GEN;SG
шалон	chalon	шалон	chalo	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
зоології	selkärankaisten	зоологія	selkä#rankainen	N;INAN;NOM;FEM;PL	ADJ;GEN;PL
єпископів	piispojen	єпископ	piispa	N;ANIM;ACC;MASC;PL	N;GEN;PL
вікно	ikkunasta	вікно	ikkuna	N;INAN;NOM;NEUT;SG	N;IN+ABL;SG
вікно	ikkunan	вікно	ikkuna	N;INAN;NOM;NEUT;SG	N;GEN;SG
кінцівки	raajan	кінцівка	raaja	N;INAN;NOM;FEM;PL	N;GEN;SG
поразок	epäonnistumisia	поразок	epä#onnistuminen	N;INAN;GEN;FEM;PL	N;PRT;PL
внз	hsv	внз	hsv		N;NOM;SG
внз	college	внз	college		N;NOM;SG
внз	korkeakoulu	внз	korkea#koulu		N;NOM;SG
внз	yliopisto	внз	yli#opisto		N;NOM;SG
чеський	bohemian	чеський	bohemia	ADJ;NOM;MASC;SG	N;GEN;SG
ніл	neilin	ніло	neili		PROPN;GEN;SG
ніл	neil	ніло	neil		PROPN;NOM;SG
мирослав	miroslav	мирослати	miroslava	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
доступний	saatavissa	доступний	saada	ADJ;NOM;MASC;SG	V;IN+ESS;PL;V.PTCP;PASS
доступний	käytettävissä	доступний	käyttää	ADJ;NOM;MASC;SG	V;IN+ESS;PL;V.PTCP;PASS
доступний	tarjolla	доступний	tarjolla	ADJ;NOM;MASC;SG	ADV
доступний	saatavilla	доступний	saada	ADJ;NOM;MASC;SG	V;AT+ESS
;PL;V.PTCP;PASS
доступний	saatavana	доступний	saada	ADJ;NOM;MASC;SG	V;FRML;SG;V.PTCP;PASS
показ	näytetään	показ	näyttää	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN;PASS
показ	näytön	показ	näyttö	N;INAN;NOM;MASC;SG	N;GEN;SG
максимум	enintään	максимум	enintään	N;INAN;NOM;MASC;SG	ADV
максимум	suurin	максимум	suuri	N;INAN;NOM;MASC;SG	ADJ;NOM;RL;SG
марсель	marseille	марсель	marsi	PROPN;ANIM;NOM;MASC;SG	N;AT+ALL;SG
марсель	marcel	марсель	marcel	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
сопрано	soprano	сопрано	soprano	N;INAN;NOM;FEM;SG	
відкривається	avaus	відкриватися	avaus	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
відкривається	avajaiset	відкриватися	avajaiset	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL
відкривається	avaaminen	відкриватися	avaaminen	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
активісти	aktivisteja	активіст	aktivisti	N;ANIM;NOM;MASC;PL	N;PRT;PL
речовина	väliä	речовина	väli	N;INAN;NOM;FEM;SG	N;PRT;SG
технологічних	teknologinen	технологічний	teknologinen	ADJ;GEN;PL	ADJ;NOM;SG
рак	syöpää	рак	syöpä	N;INAN;NOM;MASC;SG	N;PRT;SG
обмежений	rajoitetut	обмежений	rajoittaa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
обмежений	rajoitettu	обмежений	rajoittaa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
обмежений	rajattu	обмежений	rajata	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
обмежений	limited	обмежений	limited	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	
обмежений	rajattu	обмежений	rajata	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
обмежений	rajoitettu	обмежений	rajoittaa	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
запропонували	tarjosi	запропонувати	tarjota	V;PFV;IND;PL;PST;FIN	V;IND;SG;3;PST;FIN;ACT
запропонували	tarjottu	запропонувати	tarjota	V;PFV;IND;PL;PST;FIN	V;NOM;SG;V.PTCP;PASS
запропонували	tarjotaan	запропонувати	tarjota	V;PFV;IND;PL;PST;FIN	V;IND;PRS;FIN;PASS
руками	kädet	рука	käsi	N;INAN;INS;FEM;PL	N;NOM;PL
руками	käsien	рука	käsi	N;INAN;INS;FEM;PL	N;GEN;PL
густав	gustav	густати	gustav	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
цікава	viihdyttää	цікавий	viihdyttää	ADJ;NOM;FEM;SG	V;IND;SG;PRS;FIN;ACT
цікава	vatsastapuhuja	цікавий	vatsas#tapu#huja	ADJ;NOM;FEM;SG	N;NOM;SG
менший	pienempiä	менший	pieni	ADJ;NOM;CMPR;MASC;SG	ADJ;PRT;CMPR;PL
менший	pienemmän	менший	pieni	ADJ;NOM;CMPR;MASC;SG	ADJ;GEN;CMPR;SG
менший	pienemmät	менший	pieni	ADJ;NOM;CMPR;MASC;SG	ADJ;NOM;CMPR;PL
склади	tavua	склад	tavuta	N;INAN;NOM;MASC;PL	N;PRT;SG
склади	varastoja	склад	varasto	N;INAN;NOM;MASC;PL	N;PRT;PL
методики	tekniikoita	методика	tekniikka	N;INAN;NOM;FEM;PL	N;PRT;PL
установа	organisaation	установий	organisaatio	N;INAN;NOM;FEM;SG	N;GEN;SG
пенальті	seuraamus	пенальтий	seuraamus	N;INAN;NOM;MASC;PL	N;NOM;SG
пенальті	rangaistus	пенальтий	rangaistus	N;INAN;NOM;MASC;PL	N;NOM;SG
пошта	postia	пошта	posti	N;INAN;NOM;FEM;SG	N;PRT;SG
поколінь	sukupolvet	поколінь	suku#polvi	N;INAN;GEN;NEUT;PL	N;NOM;PL
вулицями	kadut	вулиця	katu	N;INAN;INS;FEM;PL	N;NOM;PL
вулицями	katujen	вулиця	katu	N;INAN;INS;FEM;PL	N;GEN;PL
вулицями	katuja	вулиця	katu	N;INAN;INS;FEM;PL	N;PRT;PL
вулицями	kaduilla	вулиця	katu	N;INAN;INS;FEM;PL	N;AT+ESS
;PL
менша	pienempiä	менший	pieni	ADJ;NOM;RL;FEM;SG	ADJ;PRT;CMPR;PL
менша	pienemmän	менший	pieni	ADJ;NOM;RL;FEM;SG	ADJ;GEN;CMPR;SG
менша	pienemmät	менший	pieni	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;PL
менша	pienempi	менший	pieni	ADJ;NOM;RL;FEM;SG	ADJ;NOM;CMPR;SG
репресії	sorron	репресія	sorto	N;INAN;NOM;FEM;PL	N;GEN;SG
чиї	jonka	чий	joka	NUM;NOM	PRO;GEN;SG
чиї	joiden	чий	joka	NUM;NOM	PRO;GEN;PL
чиї	kenen	чий	kuka	NUM;NOM	PRO;GEN;SG
фелікс	felix	фелікс	felix	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
показаний	näytetty	показаний	näyttää	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
введений	syötetty	введений	syöttää	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
нікому	ketään	ніхто	kukaan	PRO;ANIM;DAT	PRO;PRT;SG
конкурсів	kilpailut	конкурс	kilpailu	N;INAN;GEN;MASC;PL	N;NOM;PL
конкурсів	kilpailuihin	конкурс	kilpailu	N;INAN;GEN;MASC;PL	N;IN+ALL;PL
конкурсів	kilpailuja	конкурс	kilpailu	N;INAN;GEN;MASC;PL	N;PRT;PL
адміністратором	ylläpitäjä	адміністратор	ylläpitäjä	N;ANIM;INS;MASC;SG	N;NOM;SG
адміністратором	valvojan	адміністратор	valvoja	N;ANIM;INS;MASC;SG	N;GEN;SG
кара	cara	кара	cara	N;INAN;NOM;FEM;SG	
логіка	looginen	логіка	looginen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
логіка	logiikkaa	логіка	logiikka	N;INAN;NOM;FEM;SG	N;PRT;SG
логіка	logiikan	логіка	logiikka	N;INAN;NOM;FEM;SG	N;GEN;SG
лісами	metsät	ліс	metsä	N;INAN;INS;MASC;PL	N;NOM;PL
лісами	metsien	ліс	metsä	N;INAN;INS;MASC;PL	N;GEN;PL
лісами	metsä	ліс	metsä	N;INAN;INS;MASC;PL	N;NOM;SG
мгц	mhz	мгце	mhz	INTJ	N;NOM;SG
фонди	varojen	фонд	vara	N;INAN;NOM;MASC;PL	N;GEN;PL
успадкував	peri	успадкувати	periä	V;PFV;MASC;IND;SG;PST;FIN	V;IMP;SG;2;FIN;ACT
автомобільні	autoteollisuus	автомобільний	autoteollisuus	ADJ;NOM;PL	N;NOM;SG
автомобільні	autojen	автомобільний	auto	ADJ;NOM;PL	N;GEN;PL
розуму	äly	розум	äly	N;INAN;GEN;MASC;SG	N;NOM;SG
розуму	wit	розум	wit	N;INAN;GEN;MASC;SG	N;NOM;SG
розділені	erotettu	розділений	erottaa	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
четверте	neljänneksi	четвертий	neljäs	ADJ;NOM;NEUT;SG	ADJ;TRANS;SG
прагне	innokas	прагнути	innokas	V;IPFV;IND;SG;3;PRS;FIN	ADJ;NOM;SG
прагне	keen	прагнути	keen	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
класичний	classic	класичний	classic	ADJ;NOM;MASC;SG	N;NOM;SG
класичний	klassista	класичний	klassinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
класичний	klassikko	класичний	klassikko	ADJ;NOM;MASC;SG	N;NOM;SG
навчається	opiskelu	навчатися	opiskelu	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;SG
відповів	vastasivat	відповісти	vastata	V;PFV;MASC;IND;SG;PST;FIN	V;IND;PL;3;PST;FIN;ACT
надавати	valtuutettu	надавати	valtuutettu	V;IPFV;NFIN	N;NOM;SG
надавати	sallittu	надавати	sallittu	V;IPFV;NFIN	N;NOM;SG
підручників	käyttöohjeet	підручник	käyttö#ohje	N;INAN;GEN;MASC;PL	N;NOM;PL
грамоти	käsikirjoitus	грамота	käsi#kirjoitus	N;INAN;NOM;FEM;PL	N;NOM;SG
кухні	keittiöön	кухня	keittiö	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
кухні	keittiö	кухня	keittiö	N;INAN;NOM;FEM;PL	N;NOM;SG
більшістю	enemmistö	більшість	enemmistö	N;INAN;INS;FEM;SG	N;NOM;SG
струм	tämänhetkinen	струм	tämänhetkinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
струм	tämänhetkiset	струм	tämänhetkinen	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
струм	nykyiset	струм	nykyinen	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
струм	nykyinen	струм	nykyinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
валюта	valuuttaa	валюто	valuutta	N;INAN;NOM;FEM;SG	N;PRT;SG
творами	kauppias	твір	kauppias	N;INAN;INS;MASC;PL	N;NOM;SG
творами	välittäjä	твір	välittäjä	N;INAN;INS;MASC;PL	N;NOM;SG
законодавство	lainsäädäntöä	законодавство	lain#säädäntö	N;INAN;NOM;NEUT;SG	N;PRT;SG
законодавство	lainsäädännön	законодавство	lain#säädäntö	N;INAN;NOM;NEUT;SG	N;GEN;SG
гітлера	hitlerin	гітлер	hitleri	N;ANIM;NOM;MASC;SG	N;GEN;SG
гітлера	hitleriä	гітлер	hitleri	N;ANIM;NOM;MASC;SG	N;PRT;SG
етнічна	etnistä	етнічний	etninen	ADJ;NOM;FEM;SG	N;PRT;SG
етнічна	etniset	етнічний	etninen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
етнічна	etnisten	етнічний	etninen	ADJ;NOM;FEM;SG	ADJ;GEN;PL
фотографія	valokuvan	фотографія	valo#kuva	N;INAN;NOM;FEM;SG	N;GEN;SG
спр	spr	спр	spr		N;NOM;SG
провідні	verisuonten	провідний	veri#suoni	ADJ;NOM;PL	N;GEN;PL
фактор	tekijää	фактор	tekijä	N;INAN;NOM;MASC;SG	N;PRT;SG
козацької	kasakka	козацький	kasakka	ADJ;GEN;FEM;SG	N;NOM;SG
заміна	korvataan	заміна	korvata	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;PASS
заміна	korvata	заміна	korvata	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
заміна	korvataan	заміна	korvata	N;INAN;NOM;FEM;SG	V;IND;PRS;FIN;PASS
заміна	korvaa	заміна	korva	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
заміна	korvaava	заміна	korvata	N;INAN;NOM;FEM;SG	V;NOM;SG;V.PTCP;ACT
легше	helpompaa	легше	helppo	ADV;CMPR	ADJ;PRT;CMPR;SG
легше	helpompi	легше	helppo	ADV;CMPR	ADJ;NOM;CMPR;SG
легше	helpottaa	легше	helpottaa	ADV;CMPR	V;IND;SG;3;PRS;FIN;ACT
детально	yksityiskohtainen	детально	yksityis#kohtainen	ADV	ADJ;NOM;SG
детально	yksityiskohdat	детально	yksityis#kohta	ADV	N;NOM;PL
детально	yksityiskohta	детально	yksityis#kohta	ADV	N;NOM;SG
пуату	poitou	пуат	poito	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
страви	ruokia	страва	ruoka	N;INAN;NOM;FEM;PL	N;PRT;PL
страви	astioita	страва	astia	N;INAN;NOM;FEM;PL	N;PRT;PL
енді	andy	енді	andy	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
франків	frangia	франк	frang	N;INAN;GEN;MASC;PL	N;PRT;SG
авторитет	arvostusta	авторитет	arvostus	N;INAN;NOM;MASC;SG	N;PRT;SG
авторитет	arvovaltaa	авторитет	arvo#valta	N;INAN;NOM;MASC;SG	N;PRT;SG
авторитет	viranomaisen	авторитет	viran#omainen	N;INAN;NOM;MASC;SG	N;GEN;SG
авторитет	valtuudet	авторитет	valtuus	N;INAN;NOM;MASC;SG	N;NOM;PL
пересування	siirrä	пересування	siirtä	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
пересування	siirry	пересування	siirtyä	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
пересування	liikkeellä	пересування	liike	N;INAN;NOM;NEUT;SG	N;AT+ESS
;SG
пересування	liikkuvat	пересування	liikkua	N;INAN;NOM;NEUT;SG	V;IND;PL;3;PRS;FIN;ACT
пересування	liikkuu	пересування	liikkua	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
носив	kuluneet	носити	kulua	V;IPFV;MASC;IND;SG;PST;FIN	V;NOM;PL;V.PTCP;ACT
курган	kurgan	курган	kurga	N;INAN;NOM;MASC;SG	N;GEN;SG
кітт	kitt	кітт	kitt		N;NOM;SG
ландшафтний	maiseman	ландшафтний	maisema	ADJ;NOM;MASC;SG	N;GEN;SG
ландшафтний	maisema	ландшафтний	maisema	ADJ;NOM;MASC;SG	N;NOM;SG
ландшафтний	maisemat	ландшафтний	maisema	ADJ;NOM;MASC;SG	N;NOM;PL
ландшафтний	maisemaa	ландшафтний	maisema	ADJ;NOM;MASC;SG	N;PRT;SG
сходи	portaita	сходити	portaat	N;INAN;NOM;MASC;PL	N;PRT;PL
пошани	kunnia	пошана	kunnia	N;INAN;NOM;FEM;PL	N;NOM;SG
можливий	luultavasti	можливий	luultavasti	ADJ;NOM;MASC;SG	ADV
можливий	todennäköisesti	можливий	toden#näköisesti	ADJ;NOM;MASC;SG	ADV
можливий	todennäköistä	можливий	toden#näköinen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
успіння	oletukset	успіння	oletus	N;INAN;NOM;NEUT;SG	N;NOM;PL
розділення	jaettu	розділення	jakaa	N;INAN;NOM;NEUT;SG	V;NOM;SG;V.PTCP;PASS
даніель	daniel	даніель	daniel	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;SG
даніель	danielin	даніель	danieli	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;GEN;SG
даніель	danielle	даніель	danielle	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;SG
смуг	kaistaa	смуга	kaista	N;INAN;GEN;FEM;PL	N;PRT;SG
ями	reikä	яма	reikä	N;INAN;NOM;FEM;PL	N;NOM;SG
ями	aukko	яма	aukko	N;INAN;NOM;FEM;PL	N;NOM;SG
ями	kuoppa	яма	kuoppa	N;INAN;NOM;FEM;PL	N;NOM;SG
ями	reiän	яма	reikä	N;INAN;NOM;FEM;PL	N;GEN;SG
секунди	sekuntia	секунда	sekunti	N;INAN;NOM;FEM;PL	N;PRT;SG
секунди	sekunnin	секунда	sekunti	N;INAN;NOM;FEM;PL	N;GEN;SG
ваша	sinun	ваш	sinä	DET;NOM;FEM;SG;2	PRO;GEN;SG;2
юридична	oikeudelliset	юридичний	oikeudellinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
терористів	terroristit	терорист	terroristi	N;ANIM;ACC;MASC;PL	N;NOM;PL
терористів	terroristeja	терорист	terroristi	N;ANIM;ACC;MASC;PL	N;PRT;PL
терористів	terroristien	терорист	terroristi	N;ANIM;ACC;MASC;PL	N;GEN;PL
ентоні	anthony	ентоні	anthony	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
ентоні	antonius	ентоні	antonius	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
білл	laskuttaa	білл	laskuttaa	PROPN;ANIM;NOM;MASC;SG	V;SG;PRS;NFIN;ACT
білл	bill	білл	bill	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
білл	lasku	білл	lasku	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
руда	punapää	руда	puna#pää	ADJ;NOM;FEM;SG	N;NOM;SG
руда	malmin	руда	malmi	ADJ;NOM;FEM;SG	N;GEN;SG
орел	kotkan	орел.	kotka	N;ANIM;NOM;MASC;SG	N;GEN;SG
введена	syötetty	введений	syöttää	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
пюї	puy	пюя	puy		INTJ
швидкий	nopeasti	швидкий	nopeasti	ADJ;NOM;MASC;SG	ADV
швидкий	nopeaa	швидкий	nopea	ADJ;NOM;MASC;SG	ADJ;PRT;SG
швидкий	nopeasti	швидкий	nopeasti	ADJ;NOM;MASC;SG	ADV
ефіопії	etiopian	ефіопія	eti#opia	PROPN;INAN;NOM;FEM;SG	N;GEN;SG
грибів	sienet	гриб	sieni	N;INAN;GEN;MASC;PL	N;NOM;PL
цифри	numeroita	цифра	numero	N;INAN;NOM;FEM;PL	N;PRT;PL
цифри	numeroista	цифра	numero	N;INAN;NOM;FEM;PL	N;IN+ABL;PL
активістів	aktivisteja	активіст	aktivisti	N;ANIM;ACC;MASC;PL	N;PRT;PL
запропоновано	tarjosi	запропоновано	tarjota	V;PFV;IND;0;FIN	V;IND;SG;3;PST;FIN;ACT
потужний	voimakasta	потужний	voimakas	ADJ;NOM;MASC;SG	ADJ;PRT;SG
потужний	voimakkaita	потужний	voimakas	ADJ;NOM;MASC;SG	ADJ;PRT;PL
письмо	aakkoset	письмо	aakkonen	N;INAN;NOM;NEUT;SG	N;NOM;PL
герцеговини	hertsegovina	герцеговина	hertsegöva	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG
сьогодення	paikalla	сьогодення	paikka	N;INAN;NOM;NEUT;SG	N;AT+ESS
;SG
сьогодення	läsnä	сьогодення	läsnä	N;INAN;NOM;NEUT;SG	ADV
сьогодення	nykyinen	сьогодення	nykyinen	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
однозначно	ainutlaatuisen	однозначно	ainutlaatuinen	ADV	ADJ;GEN;SG
танці	dance	танець	dance	N;INAN;NOM;MASC;PL	N;NOM;SG
танці	tanssia	танець	tanssia	N;INAN;NOM;MASC;PL	V;SG;NFIN;ACT
танці	tanssi	танець	tanssi	N;INAN;NOM;MASC;PL	N;NOM;SG
танці	tanssii	танець	tanssia	N;INAN;NOM;MASC;PL	V;IND;SG;2;PRS;FIN;ACT
танці	tanssin	танець	tanssi	N;INAN;NOM;MASC;PL	N;GEN;SG
танці	tanssii	танець	tanssia	N;INAN;NOM;MASC;PL	V;IND;SG;2;PRS;FIN;ACT
танці	tanssiminen	танець	tanssiminen	N;INAN;NOM;MASC;PL	N;NOM;SG
танці	tanssia	танець	tanssia	N;INAN;NOM;MASC;PL	V;SG;NFIN;ACT
танці	tanssi	танець	tanssi	N;INAN;NOM;MASC;PL	N;NOM;SG
азербайджан	azerbaidžanin	азербайджан	azerbaidžan	PROPN;INAN;NOM;MASC;SG	N;GEN;SG
власники	omistajia	власник	omistaja	N;ANIM;NOM;MASC;PL	N;PRT;PL
власники	omistajille	власник	omistaja	N;ANIM;NOM;MASC;PL	N;AT+ALL;PL
власники	omistuksen	власник	omistus	N;ANIM;NOM;MASC;PL	N;GEN;SG
власники	omistusoikeus	власник	omistus#oikeus	N;ANIM;NOM;MASC;PL	N;NOM;SG
власники	omistus	власник	omistus	N;ANIM;NOM;MASC;PL	N;NOM;SG
вимогу	vaatimus	вимога	vaatimus	N;INAN;ACC;FEM;SG	N;NOM;SG
четверта	neljänneksi	четверт	neljäs	ADJ;NOM;FEM;SG	ADJ;TRANS;SG
справжні	real	справжній	real	ADJ;NOM;PL	
справжні	todellinen	справжній	todellinen	ADJ;NOM;PL	ADJ;NOM;SG
справжні	oikea	справжній	oikea	ADJ;NOM;PL	ADJ;NOM;SG
справжні	aito	справжній	aito	ADJ;NOM;PL	ADJ;NOM;SG
справжні	todellista	справжній	todellinen	ADJ;NOM;PL	ADJ;PRT;SG
справжні	aito	справжній	aito	ADJ;NOM;PL	ADJ;NOM;SG
справжні	laillista	справжній	laillinen	ADJ;NOM;PL	ADJ;PRT;SG
справжні	laillinen	справжній	laillinen	ADJ;NOM;PL	ADJ;NOM;SG
монако	monacon	монако	monaco	PROPN;INAN;NOM;MASC;SG	PROPN;GEN;SG
цінні	arvokkaita	цінний	arvokas	ADJ;NOM;PL	ADJ;PRT;PL
цінні	arvokas	цінний	arvokas	ADJ;NOM;PL	ADJ;NOM;SG
цінні	arvokasta	цінний	arvokas	ADJ;NOM;PL	ADJ;PRT;SG
статуї	patsaita	статувати	patsas	N;INAN;NOM;FEM;PL	N;PRT;PL
сформована	muodostettu	сформований	muodostaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
сформована	muodostunut	сформований	muodostua	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
сформована	muodostettiin	сформований	muodostaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PST;FIN;PASS
сформована	muodostivat	сформований	muodostaa	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;IND;PL;3;PST;FIN;ACT
