right	prawo	righta	prawo		N;NOM;NEUT;SG
pacific	pacific	pacifica	pacifica		N;NOM;MASC;SG
pacific	pacyfik	pacifica	pacyfik		N;NOM;MASC;SG
virginia	virginia	virginia	virginia	N;NOM;FEM;SG	
virginia	wirginia	virginia	wirginia	N;NOM;FEM;SG	
virginia	wirginii	virginia	wirginia	N;NOM;FEM;SG	N;GEN;FEM;SG
življenjepis	biografię	življenjepis	biografia	N;NOM;MASC;SG	N;ACC;FEM;SG
letalsko	lotnictwa	letalsko	lotnictwo	ADJ;NOM;NEUT;SG	N;GEN;NEUT;SG
letalsko	lotnictwo	letalsko	lotnictwo	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
semena	ziarna	seme	ziarny	N;NOM;NEUT;PL	
semena	nasion	seme	nasiono	N;NOM;NEUT;PL	
semena	nasion	seme	nasiono	N;NOM;NEUT;PL	
semena	nasienie	seme	nasienie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
semena	ziarno	seme	ziarno	N;NOM;NEUT;PL	
hala	hala	hala	hala	N;NOM;FEM;SG	
hala	hala	hala	hala	N;NOM;FEM;SG	
hala	hal	hala	hala	N;NOM;FEM;SG	
poroka	weselny	poroka	weselny	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
uporabna	dotyczy	uporaben	dotyczyć	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
western	zachodnia	western	zachodni		
western	zachodni	western	zachodni		N;NOM;MASC;SG
western	zachodnie	western	zachodnie		ADJ;NOM;NEUT;SG
western	western	western	western		
ptica	ptaka	ptica	ptak	N;NOM;FEM;SG	N;ACC;MASC;SG
ptica	bird	ptica	bird	N;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
vesna	vesna	vesen	vesna	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
web	web	web	web	N;NOM;MASC;SG	
uporabljene	stosowane	uporabljen	stosować	ADJ;NOM;FEM;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uporabljene	wykorzystane	uporabljen	wykorzystać	ADJ;NOM;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uporabljene	użyte	uporabljen	użyć	ADJ;NOM;FEM;PL;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uporabljene	używana	uporabljen	używać	ADJ;NOM;FEM;PL;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
uporabljene	używany	uporabljen	używać	ADJ;NOM;FEM;PL;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
uporabljene	używane	uporabljen	używać	ADJ;NOM;FEM;PL;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
sarah	sarah	sarah	sarah	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
sarah	sara	sarah	sara	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
sarah	saro	sarah	saro	N;NOM;FEM;SG	
jet	jet	jet	być	N;NOM;MASC;SG	
industrijski	przemysł	industrijski	przemysł	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
industrijski	przemysłowych	industrijski	przemysłowy	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
steklo	szklana	steklo	szklany	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
raketa	rakietę	raketa	rakieta	N;NOM;FEM;SG	N;ACC;FEM;SG
raketa	rakiety	raketa	rakieta	N;NOM;FEM;SG	N;ACC;FEM;PL
prevajanje	tłumacz	prevajanje	tłumacz	N;NOM;NEUT;SG	V;IPFV;IND;SG;PST;FIN;ACT
prevajanje	tłumaczenia	prevajanje	tłumaczyć	N;NOM;NEUT;SG	N;NOM;NEUT;PL
klasična	klasycznego	klasičen	klasyczny	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
klasična	klasyka	klasičen	klasyka	ADJ;NOM;FEM;SG	
klasična	klasyk	klasičen	klasyk	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
klasična	klasyka	klasičen	klasyka	ADJ;NOM;FEM;SG	
klasična	classic	klasičen	classicie	ADJ;NOM;FEM;SG	
moralo	morale	morati	moral	V;IPFV;NEUT;SG;V.PTCP	
moralo	moralności	morati	moralność	V;IPFV;NEUT;SG;V.PTCP	N;GEN;FEM;SG
moralo	moralność	morati	moralność	V;IPFV;NEUT;SG;V.PTCP	N;NOM;FEM;SG
moralo	moralności	morati	moralność	V;IPFV;NEUT;SG;V.PTCP	N;GEN;FEM;SG
moralo	moralność	morati	moralność	V;IPFV;NEUT;SG;V.PTCP	N;NOM;FEM;SG
maple	klon	mapla	klon	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
maple	maple	mapla	mapel	PROPN;NOM;MASC;SG	
zračna	powietrza	zračen	powietrze	ADJ;NOM;FEM;SG	N;GEN;NEUT;SG
zračna	powietrze	zračen	powietrze	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
zračna	air	zračen	air	ADJ;NOM;FEM;SG	
puška	strzelbę	puška	strzelba	N;NOM;FEM;SG	N;ACC;FEM;SG
agencije	agencji	agencija	agencja	N;NOM;FEM;PL	N;GEN;FEM;SG
organizmi	organizmy	organizem	organizm	N;NOM;MASC;PL	V;IPFV;IMP;PL;1;FIN;ACT
organizmi	organizmów	organizem	organizm	N;NOM;MASC;PL	N;GEN;MASC;PL
premik	shift	premik	shift	N;NOM;MASC;SG	
tabela	tabeli	tabela	tabel	N;NOM;FEM;SG	
tabela	tabela	tabela	tabel	N;NOM;FEM;SG	
ven	out	ven	out	ADV	
naturale	naturale	natural	natural	N;NOM;MASC;SG	
gary	gary	gary	gara	PROPN;NOM;MASC;SG	
poletje	summer	poletje	summer	N;NOM;NEUT;SG	
poletje	letnie	poletje	letni	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
poletje	letni	poletje	letni	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
poletje	lato	poletje	lato	N;NOM;NEUT;SG	
svetilnik	latarni	svetilnik	latarnia	N;NOM;MASC;SG	N;GEN;FEM;SG
svetilnik	beacon	svetilnik	beacon	N;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
maxi	maxi	maxi	maxa	N;NOM;MASC;SG	
peč	pieca	peč	pieca	N;NOM;FEM;SG	
uspešni	udanych	uspešen	udać	ADJ;NOM;MASC;PL	ADJ;GEN;MASC;PL
uspešni	udane	uspešen	udać	ADJ;NOM;MASC;PL	ADJ;NOM;NEUT;SG
uspešni	udany	uspešen	udany	ADJ;NOM;MASC;PL	
uspešni	udana	uspešen	udać	ADJ;NOM;MASC;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
lady	dama	lady	dam	N;NOM;MASC;SG	
drugačno	różnych	drugačen	różny	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
pridobitev	nabycia	pridobitev	nabyć	N;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
pridobitev	przejęć	pridobitev	przejęć	N;NOM;FEM;SG	N;GEN;NEUT;PL
pridobitev	nabycia	pridobitev	nabyć	N;NOM;FEM;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
freiburg	freiburg	freiburg	freiburg	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
medici	medici	medica	medit	N;NOM;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
pogajanja	negocjacji	pogajanje	negocjacja	N;NOM;NEUT;PL	N;GEN;FEM;SG
pogajanja	negocjacjach	pogajanje	negocjacja	N;NOM;NEUT;PL	N;DAT;FEM;PL
pogajanja	negocjacji	pogajanje	negocjacja	N;NOM;NEUT;PL	N;GEN;FEM;SG
pogajanja	negocjacji	pogajanje	negocjacja	N;NOM;NEUT;PL	N;GEN;FEM;SG
pogajanja	rokowania	pogajanje	rokować	N;NOM;NEUT;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
nog	nogi	nog	noga	N;GEN;FEM;PL	N;NOM;FEM;PL
nog	nóżki	nog	nóżka	N;GEN;FEM;PL	
nog	nóg	nog	noga	N;GEN;FEM;PL	
tekoče	płynnie	tekoče	płynnie	ADJ;NOM;NEUT;SG;V.PTCP	ADV
tekoče	ciecz	tekoče	ciecz	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;FEM;SG
tekoče	płynne	tekoče	płynny	ADJ;NOM;NEUT;SG;V.PTCP	
tekoče	płyn	tekoče	płyn	ADJ;NOM;NEUT;SG;V.PTCP	N;NOM;MASC;SG
jezer	jezior	jezero	jezioro	N;GEN;NEUT;PL	
jezer	jeziora	jezero	jezioro	N;GEN;NEUT;PL	N;ACC;NEUT;SG
kultur	kultury	kultura	kultura	N;GEN;FEM;PL	N;GEN;FEM;SG
kultur	kultur	kultura	kultur	N;GEN;FEM;PL	
pravne	legalnie	praven	legalnie	ADJ;NOM;FEM;PL	ADV
pravne	prawny	praven	prawny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
pravne	prawne	praven	prawny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
pravne	legalne	praven	legalny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
rudnik	mine	rudnik	miny	N;NOM;MASC;SG	
rudnik	moja	rudnik	mój	N;NOM;MASC;SG	DET;NOM;FEM;SG;1
rudnik	mój	rudnik	mój	N;NOM;MASC;SG	DET;NOM;MASC;SG;1
rudnik	moje	rudnik	mój	N;NOM;MASC;SG	DET;NOM;NEUT;SG;1
izredni	wyjątkowych	izreden	wyjątkowy	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
mira	mira	mir	mira	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
temelje	podstawa	temelj	podstawa	N;ACC;MASC;PL	N;NOM;FEM;SG
temelje	fundacja	temelj	fundacja	N;ACC;MASC;PL	N;NOM;FEM;SG
temelje	fundacji	temelj	fundacja	N;ACC;MASC;PL	N;GEN;FEM;SG
temelje	podkład	temelj	podkład	N;ACC;MASC;PL	N;NOM;MASC;SG
temelje	foundation	temelj	foundation	N;ACC;MASC;PL	
temelje	fundamenty	temelj	fundament	N;ACC;MASC;PL	N;NOM;MASC;PL
temelje	fundacji	temelj	fundacja	N;ACC;MASC;PL	N;GEN;FEM;SG
temelje	fundacje	temelj	fundacja	N;ACC;MASC;PL	N;NOM;FEM;PL
prizma	pryzmat	prizma	pryzmat	N;NOM;FEM;SG	
prizma	prism	prizma	prism	N;NOM;FEM;SG	
zasnovan	zaprojektowano	zasnovan	zaprojektować	ADJ;NOM;INDF;MASC;SG;V.PTCP	V;PFV;IND;0;PST;FIN;ACT
zasnovan	zaprojektowanych	zasnovan	zaprojektować	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
louise	ludwika	louis	ludwik	PROPN;NOM;FEM;SG	
louise	louise	louis	louis	PROPN;NOM;FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
mešanica	mix	mešanica	mix	N;NOM;FEM;SG	
mešanica	mieszać	mešanica	mieszać	N;NOM;FEM;SG	V;IPFV;NFIN;ACT
mešanica	wymieszać	mešanica	wymieszać	N;NOM;FEM;SG	V;PFV;NFIN;ACT
mešanica	mieszaniny	mešanica	mieszanina	N;NOM;FEM;SG	N;ACC;FEM;SG
deutsche	deutsche	deutsch	deutsch	PROPN;NOM;MASC;SG	
varovanje	ochrony	varovanje	ochrona	N;NOM;NEUT;SG	
šesti	szóstej	šesti	szósty	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
šesti	szóste	šesti	szósty	ADJ;NOM;MASC;SG	
manjka	brakujące	manjkati	brakować	V;IPFV;IND;SG;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
manjka	zaginiony	manjkati	zaginić	V;IPFV;IND;SG;3;PRS;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
manjka	zaginął	manjkati	zaginąć	V;IPFV;IND;SG;3;PRS;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
sevanje	promieniowania	sevanji	promieniować	N;NOM;NEUT;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
rak	nowotwory	rak	nowotwór	N;NOM;MASC;SG	N;NOM;MASC;PL
rak	raka	rak	raka	N;NOM;MASC;SG	
sporočil	komunikaty	sporočiti	komunikat	V;PFV;MASC;SG;V.PTCP	N;NOM;MASC;PL
sporočil	wiadomości	sporočiti	wiadomość	V;PFV;MASC;SG;V.PTCP	N;ACC;FEM;PL
nigel	nigel	nigi	nigel	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
veselje	radości	veselje	radość	N;NOM;NEUT;SG	N;GEN;FEM;SG
veselje	joy	veselje	joy	N;NOM;NEUT;SG	
strank	klienci	stranka	klient	N;GEN;FEM;PL	N;NOM;MASC;PL
strank	klientów	stranka	klient	N;GEN;FEM;PL	N;ACC;MASC;PL
strank	klienci	stranka	klient	N;GEN;FEM;PL	N;NOM;MASC;PL
strank	klientów	stranka	klient	N;GEN;FEM;PL	N;ACC;MASC;PL
zavest	świadomości	zavest	świadomość	N;NOM;FEM;SG	N;GEN;FEM;SG
zavest	świadomością	zavest	świadomość	N;NOM;FEM;SG	N;INS;FEM;SG
zavest	świadomości	zavest	świadomość	N;NOM;FEM;SG	N;GEN;FEM;SG
izdelek	artykułu	izdelek	artykuł	N;NOM;MASC;SG	N;GEN;MASC;SG
izdelek	artykul	izdelek	artykul	N;NOM;MASC;SG	N;ACC;MASC;SG
izdelek	produkt	izdelek	produkt	N;NOM;MASC;SG	N;ACC;MASC;SG
izdelek	produktu	izdelek	produkt	N;NOM;MASC;SG	N;GEN;MASC;SG
izdelek	produkty	izdelek	produkt	N;NOM;MASC;SG	N;NOM;MASC;PL
podrobno	szczegółowy	podrobno	szczegółowy	ADV	ADJ;NOM;MASC;SG
podrobno	szczegółowe	podrobno	szczegółowy	ADV	ADJ;NOM;NEUT;SG
michigan	michigan	michigan	michigan	PROPN;NOM;MASC;SG	
prehrano	żywieniowe	prehrana	żywieniowy	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
prehrano	odżywiania	prehrana	odżywiać	N;ACC;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
prehrano	żywieniu	prehrana	żywienie	N;ACC;FEM;SG	N;DAT;NEUT;SG
prehrano	dieta	prehrana	dieta	N;ACC;FEM;SG	N;NOM;FEM;SG
prehrano	diety	prehrana	dieta	N;ACC;FEM;SG	N;GEN;FEM;SG
roberts	roberts	roberts	roberts	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
vodik	wodoru	vodik	wodor	N;NOM;MASC;SG	N;ACC;MASC;SG
desetletje	dekady	desetletje	dekada	N;NOM;NEUT;SG	
desetletje	dekadę	desetletje	dekada	N;NOM;NEUT;SG	N;ACC;FEM;SG
zanimiv	ciekawie	zanimiv	ciekawie	ADJ;NOM;INDF;MASC;SG	ADV
point	pkt	point	punkt	N;NOM;MASC;SG	
point	point	point	point	N;NOM;MASC;SG	
tanki	zbiorniki	tanek	zbiornik	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
tanki	czołgi	tanek	czołg	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
tanki	cysterny	tanek	cysterny	ADJ;NOM;MASC;PL	
vietnam	wietnam	vieten	wietny	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
zasedbo	obsady	zasedba	obsad	N;ACC;FEM;SG	N;GEN;FEM;SG
zasedbo	gips	zasedba	gips	N;ACC;FEM;SG	N;NOM;MASC;SG
polna	full	poln	full	ADJ;NOM;FEM;SG	
polna	pełen	poln	pełen	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
polna	pełne	poln	pełny	ADJ;NOM;FEM;SG	
södertälje	södertälje	spdertilja	ssdertslać	N;NOM;MASC;SG	
jam	jam	jam	ja	N;NOM;MASC;SG	
jam	dżem	jam	dżem	N;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
goran	goran	goran	gorano	N;NOM;MASC;SG	PROPN;NOM;MASC;SG
datoteke	plików	datoteka	plik	N;NOM;FEM;PL	N;GEN;MASC;PL
mugen	mugen	mugen	mugen	N;NOM;MASC;SG	
fant	boy	fant	boy	N;NOM;MASC;SG	
fant	chłopaku	fant	chłopak	N;NOM;MASC;SG	N;VOC;MASC;SG
fant	chłopaka	fant	chłopak	N;NOM;MASC;SG	N;ACC;MASC;SG
lego	lego	lega	legoro	N;ACC;FEM;SG	
ogljika	węgla	ogljika	węgiel	N;NOM;FEM;SG	
nasa	nasa	nas	nas	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
nevarne	niebezpiecznie	nevaren	niebezpiecznie	ADJ;NOM;FEM;PL	ADV
nevarne	niebezpieczne	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
nevarne	niebezpieczna	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
nevarne	niebezpieczny	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
nevarne	niebezpiecznych	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;GEN;MASC;PL
nevarne	niebezpieczne	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
nevarne	niebezpieczna	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
nevarne	niebezpieczny	nevaren	niebezpieczny	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
podatek	informacje	podatek	informacja	N;NOM;MASC;SG	N;NOM;FEM;PL
original	oryginalna	original	oryginalny	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
original	pierwotnym	original	pierwotny	N;NOM;MASC;SG	ADJ;INS;MASC;SG
original	oryginalny	original	oryginalny	N;NOM;MASC;SG	ADJ;NOM;MASC;SG
original	oryginał	original	oryginał	N;NOM;MASC;SG	N;ACC;MASC;SG
original	oryginalne	original	oryginalny	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
mešani	zmieszane	mešan	zmieszać	ADJ;NOM;MASC;SG;V.PTCP	
mešani	mieszany	mešan	mieszany	ADJ;NOM;MASC;SG;V.PTCP	
mešani	mieszanej	mešan	mieszany	ADJ;NOM;MASC;SG;V.PTCP	ADJ;GEN;FEM;SG
umik	odwrót	umik	odwrót	N;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
vzroki	powoduje	vzrok	powodować	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vzroki	przyczyny	vzrok	przyczyna	N;NOM;MASC;PL	N;ACC;FEM;PL
vzroki	przyczyn	vzrok	przyczyna	N;NOM;MASC;PL	N;GEN;FEM;PL
pleme	plemienia	pleme	plemię	N;NOM;NEUT;SG	N;GEN;NEUT;SG
pleme	plemię	pleme	plemia	N;NOM;NEUT;SG	
raziskava	badania	raziskava	badanie	N;NOM;FEM;SG	N;NOM;NEUT;PL
raziskava	ankiety	raziskava	ankieta	N;NOM;FEM;SG	N;ACC;MASC;SG
raziskava	ankietę	raziskava	ankieta	N;NOM;FEM;SG	N;ACC;FEM;SG
genov	geny	gen	gena	N;GEN;MASC;PL	N;NOM;MASC;PL
ravnine	plains	ravnina	plains	N;NOM;FEM;PL	N;NOM;MASC;SG
vnos	spożycia	vnos	spożyć	N;NOM;MASC;SG	N;PFV;GEN;NEUT;SG;POS;V.MSDR
vnos	wejściowe	vnos	wejściowy	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
plen	psuje	plen	psuć	N;NOM;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
plen	łupy	plen	łup	N;NOM;MASC;SG	N;NOM;MASC;PL
plen	booty	plen	boot	N;NOM;MASC;SG	
plen	łupy	plen	łup	N;NOM;MASC;SG	N;NOM;MASC;PL
razvrstitev	rankingu	razvrstitev	ranking	N;NOM;FEM;SG	N;DAT;MASC;SG
razvrstitev	klasyfikacji	razvrstitev	klasyfikacja	N;NOM;FEM;SG	N;GEN;FEM;SG
sistematično	systematyczny	sistematično	systematyczny	ADV	ADJ;NOM;MASC;SG
sistematično	systematyczne	sistematično	systematyczny	ADV	ADJ;NOM;NEUT;SG
stroški	koszt	strošek	koszt	N;NOM;MASC;PL	N;NOM;MASC;SG
narodi	narodów	narod	naród	N;NOM;MASC;PL	N;GEN;MASC;PL
narodi	narodów	narod	naród	N;NOM;MASC;PL	N;GEN;MASC;PL
ponedeljek	poniedziałek	ponedeljek	poniedziałek	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG
resnice	prawda	resnica	prawda	N;NOM;FEM;PL	N;NOM;FEM;SG
resnice	prawdy	resnica	prawda	N;NOM;FEM;PL	
rumene	żółte	rumen	żółty	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
rumene	żółta	rumen	żółta	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
rumene	żółty	rumen	żółty	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
umrli	zmarłego	umreti	zmarły	V;PFV;MASC;PL;V.PTCP	N;ACC;MASC;SG
umrli	zmarły	umreti	zemrzeć	V;PFV;MASC;PL;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
umrli	zmarła	umreti	zemrzeć	V;PFV;MASC;PL;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
žuželke	owadów	žuželka	owad	N;NOM;FEM;PL	N;GEN;MASC;PL
bolniki	pacjentów	bolnik	pacjent	N;NOM;MASC;PL	N;ACC;MASC;PL
montana	montanie	montana	montan	N;NOM;FEM;SG	
montana	montana	montana	montany	N;NOM;FEM;SG	
montana	montany	montana	montany	N;NOM;FEM;SG	
skupščina	montaż	skupščina	montaż	N;NOM;FEM;SG	
narava	natura	narava	natura	N;NOM;FEM;SG	
narava	natury	narava	natura	N;NOM;FEM;SG	
računalniško	komputery	računalniški	komputer	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
računalniško	komputer	računalniški	komputer	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
računalniško	komputera	računalniški	komputer	ADJ;NOM;NEUT;SG	N;GEN;MASC;SG
vnaprej	zaliczki	vnaprej	zaliczka	ADV	N;ACC;FEM;PL
samci	samców	samec	samc	N;NOM;MASC;PL	
samci	mężczyzn	samec	mężczyzna	N;NOM;MASC;PL	N;ACC;MASC;PL
samci	samce	samec	samka	N;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
samci	samiec	samec	samiec	N;NOM;MASC;PL	N;NOM;MASC;SG
samci	męskie	samec	męski	N;NOM;MASC;PL	ADJ;NOM;NEUT;SG
samci	męska	samec	męski	N;NOM;MASC;PL	
samci	męski	samec	męski	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
samci	mężczyzna	samec	mężczyzna	N;NOM;MASC;PL	N;NOM;MASC;SG
razprava	dyskusji	razprava	dyskusja	N;NOM;FEM;SG	N;GEN;FEM;SG
razprava	dyskusje	razprava	dyskusja	N;NOM;FEM;SG	N;NOM;FEM;PL
razprava	dyskusję	razprava	dyskusja	N;NOM;FEM;SG	N;ACC;FEM;SG
razprava	debaty	razprava	debata	N;NOM;FEM;SG	N;ACC;FEM;SG
kvadratnih	plac	kvadraten	plac	ADJ;GEN;MASC;PL	N;NOM;MASC;SG
kvadratnih	kwadrat	kvadraten	kwadrat	ADJ;GEN;MASC;PL	N;NOM;MASC;SG
kvadratnih	kwadratowy	kvadraten	kwadratowy	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
kvadratnih	square	kvadraten	squary	ADJ;GEN;MASC;PL	
kvadratnih	kwadratowe	kvadraten	kwadratowy	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
stalna	stał	stalen	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
stalna	stała	stalen	stać	ADJ;NOM;FEM;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
stalna	trwał	stalen	trwać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
stalna	stały	stalen	stać	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
dokumentov	dokumenty	dokument	dokument	N;GEN;MASC;PL	N;NOM;MASC;PL
simfonija	symphony	simfonija	symphon	N;NOM;FEM;SG	
mreža	siatki	mreža	siatka	N;NOM;FEM;SG	N;GEN;FEM;SG
mreža	sieci	mreža	sieć	N;NOM;FEM;SG	
mreža	network	mreža	network	N;NOM;FEM;SG	
harrison	harrisona	harrison	harrison	N;NOM;MASC;SG	
harrison	harrison	harrison	harrison	N;NOM;MASC;SG	
tek	uruchomiony	tek	uruchomić	N;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
trulli	trulli	trulliti	trulla	N;NOM;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
urejeno	regulowanych	urejen	regulować	ADJ;NOM;NEUT;SG;V.PTCP	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;PASS
encim	enzymu	enci	enzym	N;NOM;MASC;SG	N;GEN;MASC;SG
encim	enzymy	enci	enzy	N;NOM;MASC;SG	N;NOM;MASC;PL
vala	vala	vala	vala	N;NOM;MASC;SG	
dolžnost	obowiązki	dolžnost	obowiązek	N;NOM;FEM;SG	N;NOM;MASC;PL
dolžnost	cło	dolžnost	cło	N;NOM;FEM;SG	
znamke	marek	znamka	marek	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
znamke	marki	znamka	marka	N;NOM;FEM;PL	N;ACC;FEM;SG
caracciola	caracciola	caracciol	caracciol	N;NOM;MASC;SG	
preostali	pozostało	preostal	pozostać	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
preostali	pozostały	preostal	pozostać	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;FEM;IND;PL;PST;FIN;ACT
preostali	pozostała	preostal	pozostać	ADJ;NOM;MASC;PL;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN;ACT
kopij	kopie	kopija	kopać	N;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
kopij	egzemplarze	kopija	egzemplarz	N;GEN;FEM;PL	N;NOM;MASC;PL
potomci	potomstwo	potomec	potomstwo	N;NOM;MASC;PL	N;NOM;NEUT;SG
potomci	potomków	potomec	potomek	N;NOM;MASC;PL	N;ACC;MASC;PL
potomci	potomstwa	potomec	potomstwo	N;NOM;MASC;PL	
potomci	potomek	potomec	potomek	N;NOM;MASC;PL	N;NOM;MASC;SG
potomci	potomstwo	potomec	potomstwo	N;NOM;MASC;PL	N;NOM;NEUT;SG
potomci	potomków	potomec	potomek	N;NOM;MASC;PL	N;ACC;MASC;PL
roma	romów	roma	rom	N;NOM;MASC;SG	
roma	roma	roma	roma	N;NOM;MASC;SG	
prostornina	objętości	prostornina	objętość	N;NOM;FEM;SG	N;GEN;FEM;SG
prostornina	wielkość	prostornina	wielkość	N;NOM;FEM;SG	N;ACC;FEM;SG
prostornina	pojemność	prostornina	pojemność	N;NOM;FEM;SG	N;ACC;FEM;SG
glasovi	głosów	glas	głos	N;NOM;MASC;PL	N;GEN;MASC;PL
glasovi	głosowania	glas	głosować	N;NOM;MASC;PL	N;GEN;NEUT;SG
glasovi	głosów	glas	głos	N;NOM;MASC;PL	N;GEN;MASC;PL
glasovi	voices	glas	voices	N;NOM;MASC;PL	
bavarski	bawarii	bavarski	bawaria	ADJ;NOM;MASC;SG	
